econ_compare_comparison_year,econ_compare_region_grouping_scheme,econ_compare_region_a_code,econ_compare_region_b_code,econ_compare_metric_name,econ_compare_metric_value_region_a,econ_compare_metric_value_region_b,econ_compare_absolute_difference,econ_compare_percent_difference,econ_compare_rank_region_a,econ_compare_rank_region_b,econ_compare_percentile_region_a,econ_compare_percentile_region_b,econ_compare_inequality_gini_estimate,econ_compare_cost_of_living_index,econ_compare_housing_affordability_index,econ_compare_tax_burden_index,econ_compare_job_growth_rate_pct,econ_compare_population_growth_rate_pct,econ_compare_composite_score
2022,METRO,RA00912,RB00912,GDP_PER_CAPITA,243.146,32.103,211.043,657.393,311,157,36.65,52.65,0.3066,119.17,146.25,86.35,-4.334,-1.988,51.54
2012,STATE,RA00913,RB00913,GDP_PER_CAPITA,111.147,89.411,21.736,24.31,197,104,69.1,84.68,0.5786,102.51,136.06,119.73,10.956,-1.163,70.99
2006,CENSUS_DIVISION,RA00914,RB00914,INCOME_GROWTH,122.382,101.877,20.505,20.127,314,289,85.45,10.47,0.4057,106.3,96.69,119.28,8.051,2.81,71.04
2009,REGION,RA00915,RB00915,EXPORT_INTENSITY,10.246,50.11,-39.864,-79.553,17,172,47.17,75.58,0.426,125.27,138.42,106.5,10.062,-1.476,51.9
2002,METRO,RA00916,RB00916,GDP_PER_CAPITA,13.724,81.208,-67.484,-83.1,162,96,35.01,27.37,0.4157,151.71,155.79,71.1,-2.816,-1.774,60.48
2019,CENSUS_DIVISION,RA00917,RB00917,PRODUCTIVITY,111.459,112.882,-1.423,-1.261,19,322,43.59,20.59,0.4477,154.39,87.25,108.32,1.301,-1.049,93.94
2020,METRO,RA00918,RB00918,INCOME_GROWTH,112.2,133.627,-21.427,-16.035,134,400,93.81,20.31,0.3893,84.55,62.49,107.2,-1.977,-2.668,82.08
2002,METRO,RA00919,RB00919,EXPORT_INTENSITY,177.805,53.42,124.385,232.844,145,343,14.33,17.51,0.3851,78.27,139.59,126.26,-3.03,-3.281,48.97
2021,CENSUS_DIVISION,RA00920,RB00920,INCOME_GROWTH,194.74,136.71,58.03,42.448,344,96,64.75,59.1,0.3868,92.87,127.87,76.12,-6.774,5.695,55.05
2017,CENSUS_DIVISION,RA00921,RB00921,INCOME_GROWTH,44.469,198.11,-153.641,-77.553,304,225,81.97,68.53,0.486,102.65,81.02,109.56,-2.467,-2.118,61.74
2019,STATE,RA00922,RB00922,COST_OF_LIVING,137.478,52.801,84.677,160.37,137,220,85.16,8.83,0.6098,154.85,60.97,71.84,-5.562,0.185,56.01
2025,STATE,RA00923,RB00923,PRODUCTIVITY,30.549,87.436,-56.887,-65.061,82,203,36.32,36.66,0.4328,122.28,106.55,114.13,-3.127,4.533,56.67
2011,METRO,RA00924,RB00924,PRODUCTIVITY,116.52,23.769,92.751,390.218,193,82,73.16,25.81,0.4313,92.29,141.22,128.36,-6.678,2.264,47.06
2016,STATE,RA00925,RB00925,INCOME_GROWTH,93.044,227.494,-134.45,-59.1,95,165,57.36,58.53,0.565,103.86,130.87,92.24,-6.656,1.849,62.86
2023,CENSUS_DIVISION,RA00926,RB00926,JOB_GROWTH,39.741,213.642,-173.901,-81.398,26,44,1.31,11.76,0.5666,110.14,102.41,130.08,8.63,5.878,37.99
2007,METRO,RA00927,RB00927,COST_OF_LIVING,146.29,204.453,-58.163,-28.448,389,86,45.76,26.87,0.5462,120.08,106.65,130.35,7.624,3.786,65.36
2025,STATE,RA00928,RB00928,EXPORT_INTENSITY,213.697,231.007,-17.31,-7.493,348,86,37.71,91.75,0.4394,83.4,153.24,109.78,9.842,-2.373,74.31
2015,CENSUS_DIVISION,RA00929,RB00929,UNEMP_RATE,86.333,234.038,-147.705,-63.112,159,315,11.68,4.7,0.3558,152.42,77.85,110.38,10.294,-2.809,52.64
2024,STATE,RA00930,RB00930,MEDIAN_WAGE,61.414,174.655,-113.241,-64.837,207,174,49.81,61.0,0.4898,96.49,98.77,90.8,5.275,-1.989,62.43
2024,CENSUS_DIVISION,RA00931,RB00931,COST_OF_LIVING,143.892,29.412,114.48,389.229,353,291,9.28,96.9,0.418,153.8,84.37,74.38,-7.289,5.776,33.85
2009,REGION,RA00932,RB00932,COST_OF_LIVING,95.64,90.957,4.683,5.149,192,348,53.34,44.09,0.4081,128.75,76.92,131.16,1.977,3.652,82.45
2007,REGION,RA00933,RB00933,UNEMP_RATE,16.598,49.915,-33.317,-66.747,163,60,56.01,36.86,0.5997,145.76,111.79,112.78,3.126,6.32,49.83
2015,METRO,RA00934,RB00934,INCOME_GROWTH,156.865,192.064,-35.199,-18.327,72,342,34.16,92.44,0.337,128.55,86.88,127.95,-7.829,5.666,62.01
2015,STATE,RA00935,RB00935,GDP_PER_CAPITA,10.219,230.913,-220.694,-95.575,342,335,58.98,61.25,0.2589,76.65,154.36,96.98,-3.922,-1.031,57.06
2021,STATE,RA00936,RB00936,JOB_GROWTH,131.604,76.578,55.026,71.856,310,153,61.87,40.85,0.5267,103.84,112.5,94.24,-2.073,-0.35,70.52
2022,METRO,RA00937,RB00937,GDP_PER_CAPITA,136.642,91.676,44.966,49.049,378,313,45.62,97.19,0.6107,146.54,64.92,110.49,-4.479,-0.176,75.5
2025,STATE,RA00938,RB00938,INCOME_GROWTH,23.393,208.462,-185.069,-88.778,101,72,80.07,85.32,0.5517,79.01,71.79,138.72,-3.991,2.638,53.71
2012,STATE,RA00939,RB00939,JOB_GROWTH,135.593,185.376,-49.783,-26.855,89,169,9.73,99.26,0.3747,102.87,131.52,117.51,11.973,-1.399,67.74
2001,CENSUS_DIVISION,RA00940,RB00940,PRODUCTIVITY,52.363,226.597,-174.234,-76.892,352,147,23.24,26.5,0.6099,121.18,83.74,130.27,-6.704,2.614,53.88
2021,REGION,RA00941,RB00941,MEDIAN_WAGE,122.355,17.075,105.28,616.574,393,285,5.71,19.34,0.2772,90.14,63.76,93.25,-2.806,-2.454,52.2
2016,METRO,RA00942,RB00942,MEDIAN_WAGE,155.918,203.743,-47.825,-23.473,236,176,99.9,5.02,0.2875,116.14,159.99,104.41,-6.191,3.408,70.57
2003,STATE,RA00943,RB00943,JOB_GROWTH,111.814,207.605,-95.791,-46.141,262,370,62.23,68.62,0.5599,135.95,154.72,95.12,-5.031,-3.477,64.13
2012,REGION,RA00944,RB00944,EXPORT_INTENSITY,75.694,23.163,52.531,226.788,94,229,31.1,42.32,0.515,81.18,159.94,113.59,-2.355,5.843,41.02
2020,REGION,RA00945,RB00945,INCOME_GROWTH,186.578,214.427,-27.849,-12.988,319,259,93.01,68.62,0.4993,93.51,108.49,92.84,-1.439,3.927,79.55
2003,CENSUS_DIVISION,RA00946,RB00946,EXPORT_INTENSITY,69.219,88.39,-19.171,-21.689,238,272,4.5,95.24,0.3491,121.74,105.3,119.6,9.429,-1.035,74.64
2009,METRO,RA00947,RB00947,EXPORT_INTENSITY,133.341,59.481,73.86,124.174,381,177,24.55,1.79,0.468,78.25,148.06,128.07,7.155,-3.375,42.46
2002,REGION,RA00948,RB00948,MEDIAN_WAGE,25.594,11.957,13.637,114.05,389,309,72.54,52.26,0.3606,102.41,108.69,85.56,-3.58,-0.532,57.77
2014,STATE,RA00949,RB00949,UNEMP_RATE,229.948,77.711,152.237,195.901,277,192,56.46,44.02,0.3634,147.87,108.19,121.39,10.928,2.95,38.28
2025,STATE,RA00950,RB00950,GDP_PER_CAPITA,222.382,154.02,68.362,44.385,348,230,90.96,74.3,0.4166,127.98,95.83,123.14,-5.258,2.827,66.68
2001,CENSUS_DIVISION,RA00951,RB00951,GDP_PER_CAPITA,73.532,226.03,-152.498,-67.468,66,191,43.75,99.08,0.3105,77.5,94.93,128.99,3.623,5.019,53.39
2010,REGION,RA00952,RB00952,COST_OF_LIVING,136.166,126.728,9.438,7.447,353,158,19.65,4.53,0.4649,100.36,134.6,132.97,-7.848,4.348,70.4
2016,REGION,RA00953,RB00953,INCOME_GROWTH,163.584,18.924,144.66,764.426,147,334,62.2,85.9,0.3118,80.58,139.03,100.84,2.544,1.956,54.34
2000,STATE,RA00954,RB00954,JOB_GROWTH,126.377,37.843,88.534,233.951,134,80,79.79,57.11,0.4511,80.44,74.38,101.94,-4.449,1.781,52.09
2025,STATE,RA00955,RB00955,JOB_GROWTH,149.66,20.168,129.492,642.067,19,8,92.0,55.89,0.3619,80.3,128.23,97.78,8.056,-0.317,51.81
2013,STATE,RA00956,RB00956,INCOME_GROWTH,93.614,175.068,-81.454,-46.527,66,185,43.43,39.05,0.4571,114.78,122.15,132.03,10.58,4.66,51.54
2013,REGION,RA00957,RB00957,INCOME_GROWTH,55.386,157.956,-102.57,-64.936,336,103,81.52,2.21,0.2642,76.35,137.67,131.88,-3.994,6.462,48.66
2009,REGION,RA00958,RB00958,MEDIAN_WAGE,191.124,239.766,-48.642,-20.287,149,52,15.87,53.74,0.5765,104.22,129.07,76.62,11.876,1.318,70.47
2021,STATE,RA00959,RB00959,GDP_PER_CAPITA,48.603,225.187,-176.584,-78.417,25,67,26.95,4.38,0.5126,123.29,88.34,85.44,3.614,-1.072,63.38
2012,REGION,RA00960,RB00960,MEDIAN_WAGE,86.772,32.171,54.601,169.721,2,279,2.65,50.54,0.3828,147.37,108.88,103.44,11.683,-2.131,40.02
2012,CENSUS_DIVISION,RA00961,RB00961,COST_OF_LIVING,106.304,125.842,-19.538,-15.526,124,82,28.15,29.73,0.4568,106.77,64.58,122.33,-0.65,1.025,90.0
2009,REGION,RA00962,RB00962,PRODUCTIVITY,47.384,177.227,-129.843,-73.264,9,209,8.36,49.09,0.3719,111.88,113.28,115.77,3.606,4.628,52.75
2020,METRO,RA00963,RB00963,UNEMP_RATE,193.843,87.349,106.494,121.918,134,195,31.15,56.29,0.5083,124.36,84.63,122.82,-7.935,-1.693,47.17
2024,STATE,RA00964,RB00964,UNEMP_RATE,41.447,81.866,-40.419,-49.372,204,153,87.16,32.56,0.5561,84.69,124.23,115.39,-7.939,-1.579,65.28
2025,REGION,RA00965,RB00965,INCOME_GROWTH,242.456,144.409,98.047,67.895,229,27,33.58,82.0,0.3171,111.24,94.93,120.02,-0.592,-1.228,71.05
2009,REGION,RA00966,RB00966,UNEMP_RATE,47.324,56.943,-9.619,-16.892,18,186,17.41,24.79,0.5866,86.34,110.44,137.82,1.191,-0.663,89.98
2022,CENSUS_DIVISION,RA00967,RB00967,INCOME_GROWTH,249.722,184.222,65.5,35.555,255,15,37.37,71.7,0.3567,121.29,79.76,122.02,5.383,-0.607,77.36
2015,METRO,RA00968,RB00968,COST_OF_LIVING,208.922,226.819,-17.897,-7.89,53,349,41.42,78.77,0.4781,115.18,147.05,123.15,3.095,-2.036,85.47
2013,METRO,RA00969,RB00969,EXPORT_INTENSITY,97.159,45.208,51.951,114.916,235,162,14.51,99.73,0.4317,82.16,66.89,110.21,8.411,3.773,39.18
2006,CENSUS_DIVISION,RA00970,RB00970,UNEMP_RATE,172.91,169.954,2.956,1.739,181,300,6.96,57.11,0.4868,132.71,95.63,87.01,4.012,6.132,71.91
2020,CENSUS_DIVISION,RA00971,RB00971,JOB_GROWTH,43.316,185.024,-141.708,-76.589,351,158,91.01,6.32,0.6052,115.63,148.49,84.38,11.728,4.828,38.7
2005,CENSUS_DIVISION,RA00972,RB00972,MEDIAN_WAGE,25.378,62.378,-37.0,-59.316,214,45,54.65,53.06,0.369,118.23,64.49,119.82,11.144,0.195,61.84
2004,METRO,RA00973,RB00973,EXPORT_INTENSITY,21.651,97.126,-75.475,-77.708,205,80,7.64,48.35,0.2666,105.69,85.88,72.66,11.471,4.26,40.69
2009,CENSUS_DIVISION,RA00974,RB00974,INCOME_GROWTH,76.215,174.806,-98.591,-56.4,14,338,38.18,62.45,0.2904,98.76,137.37,125.2,0.273,2.251,71.97
2011,METRO,RA00975,RB00975,MEDIAN_WAGE,149.354,205.778,-56.424,-27.42,216,250,42.42,99.36,0.3707,146.11,77.02,130.32,9.79,1.309,71.14
2012,CENSUS_DIVISION,RA00976,RB00976,EXPORT_INTENSITY,158.408,32.635,125.773,385.393,212,98,64.28,65.77,0.3557,134.49,154.63,75.05,-6.88,4.548,38.76
2016,STATE,RA00977,RB00977,COST_OF_LIVING,127.819,24.537,103.282,420.924,356,316,94.47,26.32,0.6191,117.07,95.82,111.55,-5.584,0.195,55.94
2012,STATE,RA00978,RB00978,JOB_GROWTH,228.35,162.085,66.265,40.883,125,391,50.37,2.94,0.3154,136.89,140.58,81.82,6.349,-0.658,73.86
2025,CENSUS_DIVISION,RA00979,RB00979,GDP_PER_CAPITA,172.032,41.238,130.794,317.169,241,309,93.78,55.84,0.4557,110.09,85.63,79.34,-7.3,4.353,38.81
2000,REGION,RA00980,RB00980,EXPORT_INTENSITY,79.621,41.523,38.098,91.752,15,98,84.51,30.02,0.5365,146.58,67.66,109.86,-6.998,1.837,50.96
2014,CENSUS_DIVISION,RA00981,RB00981,EXPORT_INTENSITY,39.551,29.799,9.752,32.726,90,387,37.88,54.88,0.4152,94.21,149.04,120.25,9.45,1.997,67.38
2019,REGION,RA00982,RB00982,GDP_PER_CAPITA,200.529,169.004,31.525,18.653,105,48,60.51,42.22,0.4218,129.9,154.44,134.81,11.7,2.329,67.77
2012,CENSUS_DIVISION,RA00983,RB00983,EXPORT_INTENSITY,237.466,228.932,8.534,3.728,241,260,31.4,50.81,0.5512,87.85,147.0,104.29,-4.557,-0.572,89.86
2017,REGION,RA00984,RB00984,GDP_PER_CAPITA,138.286,137.344,0.942,0.686,200,64,59.44,98.3,0.4003,110.23,155.93,90.34,7.178,-3.438,76.96
2009,STATE,RA00985,RB00985,PRODUCTIVITY,179.412,149.371,30.041,20.112,335,9,76.7,55.26,0.4403,100.99,102.99,74.22,4.592,5.787,65.82
2018,CENSUS_DIVISION,RA00986,RB00986,INCOME_GROWTH,39.591,239.647,-200.056,-83.479,13,12,73.73,41.74,0.5022,78.17,70.33,89.39,0.121,0.169,70.01
2024,REGION,RA00987,RB00987,EXPORT_INTENSITY,113.428,85.675,27.753,32.393,393,118,77.95,45.41,0.5306,89.67,147.75,84.34,-0.558,-0.393,86.45
2023,REGION,RA00988,RB00988,MEDIAN_WAGE,58.48,26.994,31.486,116.641,194,31,94.52,18.86,0.6111,87.17,67.73,116.96,7.263,-1.482,48.92
2018,CENSUS_DIVISION,RA00989,RB00989,EXPORT_INTENSITY,226.996,29.95,197.046,657.917,39,78,84.75,2.16,0.5485,82.09,86.92,85.89,11.582,-0.359,46.37
2003,CENSUS_DIVISION,RA00990,RB00990,JOB_GROWTH,190.073,49.455,140.618,284.335,41,169,66.29,97.56,0.5347,153.05,91.83,80.84,-3.827,1.127,55.32
2022,METRO,RA00991,RB00991,PRODUCTIVITY,138.462,92.082,46.38,50.368,251,70,48.05,13.65,0.2801,86.55,128.75,114.12,8.505,2.596,60.53
2008,CENSUS_DIVISION,RA00992,RB00992,COST_OF_LIVING,19.288,97.053,-77.765,-80.126,309,43,39.84,52.09,0.4539,154.46,109.38,77.54,7.481,-1.734,54.67
2019,STATE,RA00993,RB00993,GDP_PER_CAPITA,227.573,193.24,34.333,17.767,364,129,28.55,72.36,0.4377,115.63,141.52,102.98,9.409,2.579,70.64
2005,CENSUS_DIVISION,RA00994,RB00994,MEDIAN_WAGE,13.028,71.519,-58.491,-81.784,126,124,38.87,94.25,0.4939,149.3,141.55,101.33,-6.374,-2.765,52.14
2014,REGION,RA00995,RB00995,COST_OF_LIVING,104.517,247.732,-143.215,-57.81,204,183,73.93,70.93,0.4201,116.88,78.82,103.48,11.535,3.248,51.1
2013,REGION,RA00996,RB00996,MEDIAN_WAGE,176.999,21.422,155.577,726.249,343,278,93.73,43.93,0.5256,152.63,88.18,83.75,-1.994,-3.377,50.19
2018,REGION,RA00997,RB00997,COST_OF_LIVING,141.361,60.836,80.525,132.364,10,400,68.56,55.63,0.5428,117.95,88.98,112.37,-0.292,-2.112,57.17
2020,STATE,RA00998,RB00998,MEDIAN_WAGE,115.792,31.919,83.873,262.768,226,297,50.84,62.17,0.3278,111.18,95.41,134.99,-4.474,6.192,36.62
2000,CENSUS_DIVISION,RA00999,RB00999,PRODUCTIVITY,101.559,50.189,51.37,102.353,382,13,57.18,9.35,0.4977,125.69,149.09,111.1,-7.664,0.611,51.37
2015,CENSUS_DIVISION,RA01000,RB01000,EXPORT_INTENSITY,149.24,13.156,136.084,1034.387,342,377,67.67,33.11,0.5334,81.63,159.93,128.58,3.404,2.862,49.88
2009,REGION,RA01001,RB01001,GDP_PER_CAPITA,20.611,93.332,-72.721,-77.916,341,352,22.73,31.75,0.5709,92.65,86.96,112.85,10.014,5.316,39.1
2019,METRO,RA01002,RB01002,PRODUCTIVITY,116.787,108.953,7.834,7.19,368,163,36.22,14.59,0.342,89.39,85.63,115.22,6.431,0.912,84.64
2019,METRO,RA01003,RB01003,JOB_GROWTH,244.838,225.129,19.709,8.755,20,328,68.55,85.23,0.4037,111.6,138.9,94.74,11.68,0.187,78.76
2008,REGION,RA01004,RB01004,PRODUCTIVITY,79.666,65.971,13.695,20.759,266,312,84.32,2.79,0.255,84.07,125.57,120.87,-6.481,4.052,68.83
2011,METRO,RA01005,RB01005,JOB_GROWTH,110.482,79.165,31.317,39.559,187,343,93.84,82.93,0.4708,130.93,109.51,83.99,7.113,3.257,64.09
2010,CENSUS_DIVISION,RA01006,RB01006,UNEMP_RATE,94.338,149.174,-54.836,-36.76,211,392,55.42,9.77,0.3172,121.19,141.85,133.92,11.178,3.62,57.7
2012,REGION,RA01007,RB01007,INCOME_GROWTH,56.02,168.313,-112.293,-66.717,187,246,10.23,24.93,0.5756,103.33,150.86,113.59,6.319,2.218,59.41
2011,METRO,RA01008,RB01008,EXPORT_INTENSITY,120.452,237.502,-117.05,-49.284,144,202,79.94,12.96,0.5636,128.43,107.47,70.98,7.94,3.399,58.94
2012,REGION,RA01009,RB01009,UNEMP_RATE,237.08,130.85,106.23,81.185,361,381,32.08,21.81,0.3992,112.47,64.47,87.76,-4.756,3.992,50.48
2007,CENSUS_DIVISION,RA01010,RB01010,PRODUCTIVITY,171.51,209.87,-38.36,-18.278,3,71,46.48,40.25,0.2576,103.69,149.02,99.37,-7.216,5.862,62.26
2000,CENSUS_DIVISION,RA01011,RB01011,INCOME_GROWTH,84.875,228.156,-143.281,-62.8,4,285,73.38,46.12,0.3726,148.65,118.67,86.79,0.506,2.126,69.82
2008,CENSUS_DIVISION,RA01012,RB01012,UNEMP_RATE,29.153,153.728,-124.575,-81.036,348,305,52.83,22.19,0.5947,137.45,89.64,134.93,1.234,0.237,68.96
2006,STATE,RA01013,RB01013,JOB_GROWTH,159.864,200.304,-40.44,-20.189,266,211,25.9,89.22,0.5114,81.19,140.57,127.97,8.082,-3.037,70.18
2021,STATE,RA01014,RB01014,UNEMP_RATE,68.004,92.033,-24.029,-26.109,155,43,40.51,7.59,0.3321,79.17,110.06,122.9,-3.755,-0.076,84.96
2013,REGION,RA01015,RB01015,PRODUCTIVITY,30.715,83.544,-52.829,-63.235,169,90,29.82,56.89,0.2741,115.48,141.23,109.03,-1.788,3.08,64.41
2013,STATE,RA01016,RB01016,UNEMP_RATE,232.419,98.807,133.612,135.225,270,168,93.73,62.46,0.3415,95.3,67.56,100.26,7.633,3.861,40.04
2022,METRO,RA01017,RB01017,PRODUCTIVITY,118.213,171.09,-52.877,-30.906,392,125,86.07,48.31,0.4037,79.86,154.53,121.84,4.798,5.145,63.98
2016,CENSUS_DIVISION,RA01018,RB01018,EXPORT_INTENSITY,133.916,60.71,73.206,120.583,74,274,60.2,75.34,0.6001,116.05,82.42,106.95,8.601,-3.325,40.46
2013,REGION,RA01019,RB01019,JOB_GROWTH,152.674,90.785,61.889,68.171,62,231,40.56,5.87,0.5316,146.77,135.53,121.95,3.603,-3.493,58.51
2019,STATE,RA01020,RB01020,GDP_PER_CAPITA,99.573,140.986,-41.413,-29.374,176,277,97.96,68.9,0.327,152.53,77.62,131.0,10.722,-0.5,71.89
2019,METRO,RA01021,RB01021,INCOME_GROWTH,54.29,226.524,-172.234,-76.033,173,89,63.3,70.45,0.3212,151.61,81.06,126.27,6.203,1.186,59.93
2019,METRO,RA01022,RB01022,UNEMP_RATE,201.15,13.183,187.967,1425.829,51,132,26.52,51.47,0.5484,77.16,61.61,83.63,4.712,6.288,35.92
2005,STATE,RA01023,RB01023,COST_OF_LIVING,235.715,116.601,119.114,102.155,340,86,16.65,28.62,0.6109,140.44,150.95,107.22,10.562,1.615,43.5
2015,METRO,RA01024,RB01024,EXPORT_INTENSITY,71.461,189.559,-118.098,-62.301,257,108,35.26,22.67,0.3747,125.15,122.23,117.03,3.694,-0.88,69.57
2010,STATE,RA01025,RB01025,JOB_GROWTH,53.357,116.039,-62.682,-54.018,60,123,44.15,18.26,0.5689,119.73,126.3,94.41,2.884,3.571,64.27
2012,METRO,RA01026,RB01026,EXPORT_INTENSITY,236.218,176.848,59.37,33.571,183,396,32.78,18.26,0.4797,109.08,145.31,96.27,-6.942,-2.604,68.72
2020,REGION,RA01027,RB01027,COST_OF_LIVING,46.762,195.534,-148.772,-76.085,150,132,1.93,60.31,0.3221,133.09,112.05,93.84,-4.916,-1.349,61.27
2004,CENSUS_DIVISION,RA01028,RB01028,INCOME_GROWTH,101.357,134.49,-33.133,-24.636,340,15,57.97,80.9,0.406,151.62,121.91,129.79,6.748,3.424,69.27
2005,METRO,RA01029,RB01029,UNEMP_RATE,141.125,231.524,-90.399,-39.045,267,187,32.88,78.27,0.3695,120.08,83.59,133.08,1.61,4.957,66.57
2001,METRO,RA01030,RB01030,PRODUCTIVITY,242.908,123.059,119.849,97.391,292,4,95.94,32.23,0.3924,90.0,106.8,77.39,5.412,1.9,51.15
2011,CENSUS_DIVISION,RA01031,RB01031,GDP_PER_CAPITA,97.69,129.622,-31.932,-24.635,255,259,68.69,10.39,0.543,144.05,142.84,78.69,4.263,-3.445,72.93
2021,REGION,RA01032,RB01032,INCOME_GROWTH,116.539,240.913,-124.374,-51.626,156,388,67.81,6.52,0.5502,102.18,140.45,110.76,11.191,-3.2,53.94
2003,CENSUS_DIVISION,RA01033,RB01033,UNEMP_RATE,128.699,105.572,23.127,21.906,266,361,43.58,16.59,0.5093,82.85,88.26,73.96,-4.454,-1.534,80.28
2014,METRO,RA01034,RB01034,PRODUCTIVITY,49.792,223.571,-173.779,-77.729,268,342,64.22,32.63,0.2637,104.14,88.08,86.84,-0.056,4.888,55.6
2017,CENSUS_DIVISION,RA01035,RB01035,PRODUCTIVITY,189.888,41.628,148.26,356.155,298,304,50.4,65.54,0.4951,153.69,148.93,91.95,-5.968,5.066,38.32
2012,REGION,RA01036,RB01036,JOB_GROWTH,223.172,67.705,155.467,229.624,308,200,70.86,21.58,0.3117,80.02,151.0,84.17,-1.123,4.355,48.07
2016,REGION,RA01037,RB01037,JOB_GROWTH,224.179,177.455,46.724,26.33,138,245,17.61,42.83,0.2871,86.67,79.48,138.2,-7.121,3.424,68.12
2009,REGION,RA01038,RB01038,GDP_PER_CAPITA,44.575,195.535,-150.96,-77.204,53,93,87.22,31.54,0.3185,104.03,89.06,126.34,-3.086,-2.477,59.68
2011,STATE,RA01039,RB01039,INCOME_GROWTH,27.281,232.655,-205.374,-88.274,358,315,70.88,80.05,0.3227,145.63,115.55,132.37,-5.19,2.627,52.12
2022,CENSUS_DIVISION,RA01040,RB01040,PRODUCTIVITY,238.916,146.09,92.826,63.54,113,375,66.53,23.36,0.5619,136.44,109.35,113.64,-2.734,2.678,64.29
2024,REGION,RA01041,RB01041,EXPORT_INTENSITY,119.906,240.318,-120.412,-50.105,126,352,55.88,12.29,0.5067,132.93,65.72,97.11,-4.524,-2.799,65.88
2001,CENSUS_DIVISION,RA01042,RB01042,EXPORT_INTENSITY,133.059,218.76,-85.701,-39.176,348,33,27.48,49.36,0.4883,106.77,136.27,117.25,6.024,-2.102,69.9
2024,CENSUS_DIVISION,RA01043,RB01043,JOB_GROWTH,225.788,14.516,211.272,1455.442,135,52,96.81,68.34,0.5137,147.15,149.51,94.85,-2.332,4.79,44.74
2024,STATE,RA01044,RB01044,INCOME_GROWTH,91.206,107.209,-16.003,-14.927,210,314,17.56,24.85,0.6117,96.44,137.11,94.21,6.965,1.358,79.58
2025,CENSUS_DIVISION,RA01045,RB01045,GDP_PER_CAPITA,193.505,246.713,-53.208,-21.567,400,264,36.73,71.27,0.6154,81.11,140.48,120.72,-0.268,-3.453,79.96
2006,METRO,RA01046,RB01046,EXPORT_INTENSITY,117.292,151.341,-34.049,-22.498,223,82,24.31,33.0,0.2956,114.3,117.42,83.92,-6.97,2.814,71.82
2010,CENSUS_DIVISION,RA01047,RB01047,INCOME_GROWTH,148.397,146.665,1.732,1.181,199,267,43.32,37.72,0.257,107.91,155.93,80.9,-2.724,2.472,86.85
2002,REGION,RA01048,RB01048,JOB_GROWTH,124.561,68.927,55.634,80.714,358,93,80.63,35.54,0.603,85.07,123.07,83.12,0.308,3.804,57.97
2003,REGION,RA01049,RB01049,MEDIAN_WAGE,181.405,248.308,-66.903,-26.944,179,394,82.14,10.35,0.4697,149.31,119.0,100.38,-4.716,0.819,80.63
2013,CENSUS_DIVISION,RA01050,RB01050,UNEMP_RATE,64.482,233.183,-168.701,-72.347,351,210,8.35,28.08,0.2677,129.6,125.77,86.03,-2.415,-2.711,61.57
2017,METRO,RA01051,RB01051,MEDIAN_WAGE,235.127,233.707,1.42,0.608,331,253,40.05,67.3,0.3963,131.8,140.64,90.63,-6.855,-3.332,77.84
2010,REGION,RA01052,RB01052,COST_OF_LIVING,79.255,122.441,-43.186,-35.271,354,5,83.1,32.31,0.3382,112.35,113.87,107.17,-7.378,-0.778,73.87
2011,METRO,RA01053,RB01053,EXPORT_INTENSITY,167.647,163.918,3.729,2.275,380,19,72.01,81.57,0.2807,102.63,142.83,119.62,-7.198,0.477,86.74
2021,REGION,RA01054,RB01054,INCOME_GROWTH,137.357,115.457,21.9,18.968,26,290,89.85,50.53,0.4602,129.45,146.89,70.05,2.359,0.179,89.2
2024,REGION,RA01055,RB01055,INCOME_GROWTH,208.978,175.619,33.359,18.995,313,279,4.64,1.38,0.4672,113.63,113.36,73.95,0.006,1.806,87.02
2019,REGION,RA01056,RB01056,UNEMP_RATE,206.757,229.44,-22.683,-9.886,311,321,4.74,62.23,0.3091,123.33,84.72,79.28,-3.263,2.515,82.84
2000,STATE,RA01057,RB01057,JOB_GROWTH,138.752,199.221,-60.469,-30.353,205,197,45.98,94.86,0.3221,109.39,64.79,119.58,9.092,2.346,67.53
2010,STATE,RA01058,RB01058,EXPORT_INTENSITY,61.58,239.755,-178.175,-74.315,33,44,48.74,17.21,0.2542,151.86,109.15,89.57,-7.326,4.124,48.57
2019,STATE,RA01059,RB01059,EXPORT_INTENSITY,133.621,198.736,-65.115,-32.765,213,361,79.12,92.38,0.4019,131.59,102.78,134.89,-6.009,4.743,62.92
2013,METRO,RA01060,RB01060,JOB_GROWTH,72.545,47.868,24.677,51.552,131,163,66.07,93.24,0.2852,96.1,132.05,131.96,9.249,-0.133,67.62
2007,STATE,RA01061,RB01061,GDP_PER_CAPITA,170.825,42.955,127.87,297.684,244,106,75.45,12.11,0.6015,87.07,96.96,75.02,-4.665,6.301,35.95
2010,METRO,RA01062,RB01062,INCOME_GROWTH,195.597,166.423,29.174,17.53,201,235,50.4,21.93,0.5611,114.36,86.27,83.07,-5.483,3.826,72.25
2003,CENSUS_DIVISION,RA01063,RB01063,UNEMP_RATE,143.61,115.659,27.951,24.167,45,69,85.16,93.24,0.3448,128.59,158.8,71.55,10.717,-1.948,68.65
2012,REGION,RA01064,RB01064,MEDIAN_WAGE,19.457,170.578,-151.121,-88.593,333,184,62.28,91.47,0.3674,154.26,146.01,106.17,-1.635,3.72,53.52
