econ_tradebal_reference_month,econ_tradebal_reporting_country_iso2,econ_tradebal_partner_area_code,econ_tradebal_flow_direction,econ_tradebal_hs2_code,econ_tradebal_product_group,econ_tradebal_trade_value_eur,econ_tradebal_trade_quantity_kg,econ_tradebal_trade_value_index,econ_tradebal_unit_value_index,econ_tradebal_intra_eu_flag,econ_tradebal_extra_eu_flag,econ_tradebal_mode_of_transport_code,econ_tradebal_incoterms_code,econ_tradebal_customs_procedure_code,econ_tradebal_sanctions_regime_flag,econ_tradebal_current_account_balance_eur,econ_tradebal_financial_account_balance_eur,econ_tradebal_eurostat_table_code,econ_tradebal_data_extract_date
2024-10,LV,UK,EXPORT,13,METALS,40442998.75,20283.87,103.307,139.492,0,1,RAIL,FOB,6100,0,1450156169.18,-389231521.84,ext_lt_extratrd,2024-04-10
2025-03,RO,EFTA,IMPORT,30,TEXTILES,40525478.15,20361.88,103.679,140.173,1,0,ROAD,DDP,7100,0,7370158099.25,-1244829142.46,bop_q_f,2025-09-23
2026-08,BG,EA20,EXPORT,47,PHARMA,40664363.28,20542.5,103.124,139.795,1,0,AIR,DPU,A123,0,-3701188890.73,3996795508.81,ext_lt_intratrd,2025-06-19
2018-01,FR,EU27_2020,IMPORT,64,VEHICLES,40679445.5,20680.51,103.48,140.77,1,0,SEA,DAP,4000,0,-1020069892.52,6859941739.63,bop_q_c,2024-04-08
2019-06,LT,APAC,EXPORT,81,MACHINERY,40820898.12,20836.38,104.763,141.002,0,1,POST,CIP,4200,0,5876628667.81,1080502588.53,bop_q_g,2025-01-07
2020-11,SK,LATAM,IMPORT,98,CHEMICALS,40920355.26,20883.49,104.923,141.072,0,1,PIPE,CPT,5100,0,6380644503.71,-726853108.16,ext_lt_extratrd,2025-09-08
2021-04,HR,AFR,EXPORT,16,ENERGY,40969826.8,21108.5,105.688,141.37,0,1,RAIL,FCA,6100,0,5764947299.44,1620759112.81,bop_q_f,2025-01-22
2022-09,DE,MEA,IMPORT,33,AGRI_FOOD,41061171.22,21159.7,105.9,142.429,0,1,ROAD,EXW,7100,0,-2189273262.36,28738898.03,ext_lt_intratrd,2024-10-05
2023-02,LU,TUR,EXPORT,50,SERVICES_EST,41160060.98,21344.57,106.275,143.121,0,1,AIR,CIF,A123,0,-413287682.01,-4546283572.64,bop_q_c,2025-11-23
2024-07,SI,RUS,IMPORT,67,ELECTRONICS,41269901.04,21468.74,106.221,142.818,0,1,SEA,CFR,4000,1,-3516519869.86,4231328631.97,bop_q_g,2024-06-16
2025-12,CY,CHN,EXPORT,84,METALS,41431227.23,21603.36,107.951,143.772,0,1,POST,FOB,4200,0,-1821989908.05,-2045402512.82,ext_lt_extratrd,2025-04-15
2026-05,GR,USA,IMPORT,02,TEXTILES,41435616.86,21782.98,108.451,143.278,0,1,PIPE,DDP,5100,0,8480985544.94,4120832752.64,bop_q_f,2024-03-31
2018-10,MT,UK,EXPORT,19,PHARMA,41610912.24,21841.95,108.88,143.823,0,1,RAIL,DPU,6100,0,5841226806.18,-4266158705.01,ext_lt_intratrd,2026-02-25
2019-03,ES,EFTA,IMPORT,36,VEHICLES,41625319.55,22035.78,109.242,145.17,1,0,ROAD,DAP,7100,0,4294033849.47,4839706644.4,bop_q_c,2025-02-21
2020-08,CZ,EA20,EXPORT,53,MACHINERY,41742151.45,22189.44,109.542,144.624,1,0,AIR,CIP,A123,0,478683626.5,-1188841081.71,bop_q_g,2025-01-25
2021-01,HU,EU27_2020,IMPORT,70,CHEMICALS,41856543.48,22236.19,109.621,146.273,0,1,SEA,CPT,4000,0,3511905118.28,-4210527416.34,ext_lt_extratrd,2025-04-07
2022-06,NL,APAC,EXPORT,87,ENERGY,41920465.92,22386.84,109.777,146.404,0,1,POST,FCA,4200,0,-3753807920.34,-2460435153.33,bop_q_f,2024-10-13
2023-11,SE,LATAM,IMPORT,05,AGRI_FOOD,42086344.44,22545.84,109.794,146.405,0,1,PIPE,EXW,5100,0,4182675697.18,1483211362.86,ext_lt_intratrd,2025-02-28
2024-04,DK,AFR,EXPORT,22,SERVICES_EST,42126670.55,22686.41,111.157,146.573,0,1,RAIL,CIF,6100,0,4551910026.47,-3648133421.79,bop_q_c,2026-01-02
2025-09,IE,MEA,IMPORT,39,ELECTRONICS,42204610.57,22867.04,111.923,146.728,0,1,ROAD,CFR,7100,0,-2768722476.98,-526333248.61,bop_q_g,2024-02-17
2026-02,PL,TUR,EXPORT,56,METALS,42312895.9,22910.19,111.429,147.258,0,1,AIR,FOB,A123,0,6958861970.08,5301566740.52,ext_lt_extratrd,2025-10-30
2018-07,AT,RUS,IMPORT,73,TEXTILES,42411544.39,23064.42,112.709,148.567,0,1,SEA,DDP,4000,1,-3361977331.69,1513965966.21,bop_q_f,2024-08-04
2019-12,EE,CHN,EXPORT,90,PHARMA,42568216.82,23184.61,112.128,148.295,0,1,POST,DPU,4200,0,-1465339350.04,-757277212.78,ext_lt_intratrd,2025-06-01
2020-05,IT,USA,IMPORT,08,VEHICLES,42574202.33,23360.92,113.002,148.648,0,1,PIPE,DAP,5100,0,7579148425.96,602034465.27,bop_q_c,2025-10-10
2021-10,PT,UK,EXPORT,25,MACHINERY,42761883.64,23509.36,113.469,149.31,0,1,RAIL,CIP,6100,0,7371709046.42,-2197788679.2,bop_q_g,2024-03-09
2022-03,BE,EFTA,IMPORT,42,CHEMICALS,42782391.8,23679.04,113.434,150.175,0,1,ROAD,CPT,7100,0,-422488648.38,6790195938.71,ext_lt_extratrd,2025-12-08
2023-08,FI,EA20,EXPORT,59,ENERGY,42880588.16,23751.06,114.874,150.589,0,1,AIR,FCA,A123,0,2451196466.27,2985259633.32,bop_q_f,2025-08-17
2024-01,LV,EU27_2020,IMPORT,76,AGRI_FOOD,43021264.21,23907.9,115.391,150.321,1,0,SEA,EXW,4000,0,8637382954.59,-6305525737.22,ext_lt_intratrd,2025-04-15
2025-06,RO,APAC,EXPORT,93,SERVICES_EST,43098754.85,23995.98,115.069,151.491,0,1,POST,CIF,4200,0,4962773965.27,-1829479822.28,bop_q_c,2025-10-18
2026-11,BG,LATAM,IMPORT,11,ELECTRONICS,43220719.42,24202.41,116.234,151.958,0,1,PIPE,CFR,5100,0,6905161746.06,4339414412.33,bop_q_g,2025-07-26
2018-04,FR,AFR,EXPORT,28,METALS,43284132.4,24271.94,115.918,151.073,0,1,RAIL,FOB,6100,0,1376823704.06,-5502389483.01,ext_lt_extratrd,2026-01-20
2019-09,LT,MEA,IMPORT,45,TEXTILES,43389730.21,24459.04,116.636,151.508,0,1,ROAD,DDP,7100,0,7334619369.45,1236712119.45,bop_q_f,2024-03-23
2020-02,SK,TUR,EXPORT,62,PHARMA,43495304.07,24528.9,117.601,152.797,0,1,AIR,DPU,A123,0,4135507183.51,4720232958.71,ext_lt_intratrd,2024-08-05
2021-07,HR,RUS,IMPORT,79,VEHICLES,43583451.72,24749.18,117.561,153.852,0,1,SEA,DAP,4000,1,2688490933.67,-736211198.32,bop_q_c,2024-01-11
2022-12,DE,CHN,EXPORT,96,MACHINERY,43695509.63,24845.13,118.149,153.827,0,1,POST,CIP,4200,0,-195509477.81,4345248856.29,bop_q_g,2024-06-23
2023-05,LU,USA,IMPORT,14,CHEMICALS,43718497.42,24967.38,119.141,153.389,0,1,PIPE,CPT,5100,0,4729756029.67,-5852309442.29,ext_lt_extratrd,2025-07-01
2024-10,SI,UK,EXPORT,31,ENERGY,43806600.98,25131.36,119.081,154.808,0,1,RAIL,FCA,6100,0,355849367.7,6913121353.96,bop_q_f,2024-12-02
2025-03,CY,EFTA,IMPORT,48,AGRI_FOOD,43994488.33,25209.86,119.872,154.483,1,1,ROAD,EXW,7100,0,3883096808.14,-2886983425.0,ext_lt_intratrd,2026-02-09
2026-08,GR,EA20,EXPORT,65,SERVICES_EST,44008091.45,25372.75,119.833,155.678,0,1,AIR,CIF,A123,0,5450213429.72,2485516509.47,bop_q_c,2025-09-02
2018-01,MT,EU27_2020,IMPORT,82,ELECTRONICS,44189635.65,25480.45,121.132,156.171,1,0,SEA,CFR,4000,0,34808663.7,-895617475.67,bop_q_g,2025-10-24
2019-06,ES,APAC,EXPORT,99,METALS,44257153.03,25634.22,121.542,155.767,0,1,POST,FOB,4200,0,239083586.07,-5670239440.94,ext_lt_extratrd,2025-08-28
2020-11,CZ,LATAM,IMPORT,17,TEXTILES,44325908.9,25775.9,121.457,156.163,0,1,PIPE,DDP,5100,0,486307877.47,-2540081601.27,bop_q_f,2024-02-28
2021-04,HU,AFR,EXPORT,34,PHARMA,44428356.54,25912.81,121.006,156.105,0,1,RAIL,DPU,6100,0,1572198411.99,-4181612652.5,ext_lt_intratrd,2025-06-12
2022-09,NL,MEA,IMPORT,51,VEHICLES,44478317.83,26103.53,121.78,156.631,0,1,ROAD,DAP,7100,0,5661181844.19,1742374190.74,bop_q_c,2025-10-14
2023-02,SE,TUR,EXPORT,68,MACHINERY,44624495.35,26231.51,123.105,157.297,0,1,AIR,CIP,A123,0,3606306833.97,194941978.99,bop_q_g,2024-06-17
2024-07,DK,RUS,IMPORT,85,CHEMICALS,44759855.35,26302.75,122.897,158.015,0,1,SEA,CPT,4000,1,3722958141.68,-5997654073.81,ext_lt_extratrd,2024-08-07
2025-12,IE,CHN,EXPORT,03,ENERGY,44797956.29,26489.14,124.089,157.938,0,1,POST,FCA,4200,0,6873936864.55,-1665826037.72,bop_q_f,2024-11-28
2026-05,PL,USA,IMPORT,20,AGRI_FOOD,44908486.99,26634.99,123.746,158.671,0,1,PIPE,EXW,5100,0,-3131350948.91,-1590965718.04,ext_lt_intratrd,2024-05-05
2018-10,AT,UK,EXPORT,37,SERVICES_EST,45016728.73,26698.72,124.277,159.965,0,1,RAIL,CIF,6100,0,3528238331.78,3765968394.74,bop_q_c,2025-05-26
2019-03,EE,EFTA,IMPORT,54,ELECTRONICS,45046910.3,26898.97,125.454,160.17,1,0,ROAD,CFR,7100,0,6615298193.23,-4463180023.35,bop_q_g,2025-07-26
2020-08,IT,EA20,EXPORT,71,METALS,45184560.99,27034.72,126.047,160.043,0,1,AIR,FOB,A123,0,-2122867379.78,3697196034.62,ext_lt_extratrd,2024-10-07
2021-01,PT,EU27_2020,IMPORT,88,TEXTILES,45310682.53,27155.57,126.097,160.446,1,1,SEA,DDP,4000,0,2141482380.69,7203569446.61,bop_q_f,2025-10-16
2022-06,BE,APAC,EXPORT,06,PHARMA,45388477.16,27226.95,126.077,160.916,0,1,POST,DPU,4200,0,2772957520.08,318596117.95,ext_lt_intratrd,2025-04-10
2023-11,FI,LATAM,IMPORT,23,VEHICLES,45422784.14,27419.03,126.539,162.098,0,1,PIPE,DAP,5100,0,-3352358108.4,6591051945.31,bop_q_c,2024-09-02
2024-04,LV,AFR,EXPORT,40,MACHINERY,45526444.79,27572.15,126.749,162.037,0,1,RAIL,CIP,6100,0,781407078.66,7210099907.94,bop_q_g,2024-11-03
2025-09,RO,MEA,IMPORT,57,CHEMICALS,45643303.2,27662.56,127.537,162.197,0,1,ROAD,CPT,7100,0,-3526459318.63,-1358630433.48,ext_lt_extratrd,2025-05-18
2026-02,BG,TUR,EXPORT,74,ENERGY,45763771.26,27858.37,127.277,162.509,0,1,AIR,FCA,A123,0,-1393206230.15,6803185667.13,bop_q_f,2024-08-24
2018-07,FR,RUS,IMPORT,91,AGRI_FOOD,45891948.69,27917.54,127.785,163.568,0,1,SEA,EXW,4000,1,428545673.84,-1125897801.58,ext_lt_intratrd,2024-10-19
2019-12,LT,CHN,EXPORT,09,SERVICES_EST,45919648.39,28096.97,129.695,164.033,0,1,POST,CIF,4200,0,-249183297.18,5599799610.4,bop_q_c,2024-07-13
2020-05,SK,USA,IMPORT,26,ELECTRONICS,46018351.34,28255.7,129.978,163.526,0,1,PIPE,CFR,5100,0,2618771576.52,1253355967.87,bop_q_g,2025-06-26
2021-10,HR,UK,EXPORT,43,METALS,46127169.88,28340.83,129.268,164.62,0,1,RAIL,FOB,6100,0,8156329707.21,-4157824833.67,ext_lt_extratrd,2026-02-24
2022-03,DE,EFTA,IMPORT,60,TEXTILES,46235927.8,28489.53,129.934,164.49,1,0,ROAD,DDP,7100,0,-2975748366.33,-2380898871.0,bop_q_f,2024-02-01
2023-08,LU,EA20,EXPORT,77,PHARMA,46294352.12,28586.49,130.687,165.118,1,0,AIR,DPU,A123,0,4292289317.45,-3804505969.95,ext_lt_intratrd,2024-02-15
2024-01,SI,EU27_2020,IMPORT,94,VEHICLES,46468998.1,28751.71,131.89,165.711,0,1,SEA,DAP,4000,0,-2383133823.99,-3196909437.25,bop_q_c,2025-01-12
2025-06,CY,APAC,EXPORT,12,MACHINERY,46552199.06,28939.44,132.284,165.57,0,1,POST,CIP,4200,0,2989570548.47,7219638973.03,bop_q_g,2024-06-06
2026-11,GR,LATAM,IMPORT,29,CHEMICALS,46644319.9,29035.19,132.643,166.007,0,1,PIPE,CPT,5100,0,7321793866.8,-567671217.17,ext_lt_extratrd,2026-01-03
2018-04,MT,AFR,EXPORT,46,ENERGY,46753624.18,29128.84,132.86,167.704,0,1,RAIL,FCA,6100,0,-3611131610.18,-2614362802.2,bop_q_f,2025-09-13
2019-09,ES,MEA,IMPORT,63,AGRI_FOOD,46753272.73,29297.75,133.06,167.845,0,1,ROAD,EXW,7100,0,-3106490601.5,-1979329379.68,ext_lt_intratrd,2025-03-01
2020-02,CZ,TUR,EXPORT,80,SERVICES_EST,46859758.79,29440.51,132.975,168.563,0,1,AIR,CIF,A123,0,3462918459.15,-1513542526.19,bop_q_c,2024-01-20
2021-07,HU,RUS,IMPORT,97,ELECTRONICS,47007509.72,29584.53,134.043,168.309,0,1,SEA,CFR,4000,1,-1423888289.13,-1736302780.65,bop_q_g,2024-08-29
2022-12,NL,CHN,EXPORT,15,METALS,47086671.61,29749.15,134.864,168.585,0,1,POST,FOB,4200,0,6775501905.51,-1719529682.35,ext_lt_extratrd,2025-04-07
2023-05,SE,USA,IMPORT,32,TEXTILES,47192919.76,29859.85,135.583,169.603,0,1,PIPE,DDP,5100,0,8816069650.17,375037711.33,bop_q_f,2024-05-01
2024-10,DK,UK,EXPORT,49,PHARMA,47289776.58,29940.65,134.787,168.875,0,1,RAIL,DPU,6100,0,-3578139885.89,6955303105.42,ext_lt_intratrd,2024-12-28
2025-03,IE,EFTA,IMPORT,66,VEHICLES,47335248.0,30074.26,135.825,170.17,1,0,ROAD,DAP,7100,0,5177450024.63,-4596894206.21,bop_q_c,2024-08-11
2026-08,PL,EA20,EXPORT,83,MACHINERY,47492030.04,30233.98,135.659,169.625,1,0,AIR,CIP,A123,0,3379081963.09,1121632228.94,bop_q_g,2024-03-09
2018-01,AT,EU27_2020,IMPORT,01,CHEMICALS,47598569.29,30367.43,136.889,170.384,0,1,SEA,CPT,4000,0,1605652501.65,-987408261.58,ext_lt_extratrd,2024-02-13
2019-06,EE,APAC,EXPORT,18,ENERGY,47652824.84,30562.1,136.372,170.735,0,1,POST,FCA,4200,0,-936869964.93,3512894785.32,bop_q_f,2024-08-28
2020-11,IT,LATAM,IMPORT,35,AGRI_FOOD,47789299.24,30678.52,137.351,172.111,0,1,PIPE,EXW,5100,0,8909945526.63,-5588696723.08,ext_lt_intratrd,2024-09-04
2021-04,PT,AFR,EXPORT,52,SERVICES_EST,47803301.59,30794.62,137.841,171.88,0,1,RAIL,CIF,6100,0,4089711927.37,-5005923987.99,bop_q_c,2024-12-09
2022-09,BE,MEA,IMPORT,69,ELECTRONICS,47974530.46,30906.72,137.603,172.132,0,1,ROAD,CFR,7100,0,4893870793.07,5458944978.97,bop_q_g,2024-08-02
2023-02,FI,TUR,EXPORT,86,METALS,48054072.76,31019.35,139.18,173.122,0,1,AIR,FOB,A123,0,3764090822.35,7669275134.04,ext_lt_extratrd,2024-02-27
2024-07,LV,RUS,IMPORT,04,TEXTILES,48138292.22,31221.99,139.073,173.124,0,1,SEA,DDP,4000,1,7176281859.16,3704981942.43,bop_q_f,2025-10-21
2025-12,RO,CHN,EXPORT,21,PHARMA,48215169.41,31313.49,139.679,173.344,0,1,POST,DPU,4200,0,7979198234.12,-2175587370.1,ext_lt_intratrd,2025-06-12
2026-05,BG,USA,IMPORT,38,VEHICLES,48341306.91,31455.72,140.782,174.845,0,1,PIPE,DAP,5100,0,452388791.69,4803196884.92,bop_q_c,2025-11-14
2018-10,FR,UK,EXPORT,55,MACHINERY,48431720.65,31600.88,141.222,174.117,0,1,RAIL,CIP,6100,0,4483284779.37,-1168319364.32,bop_q_g,2025-01-20
2019-03,LT,EFTA,IMPORT,72,CHEMICALS,48552394.84,31712.02,141.656,175.388,1,0,ROAD,CPT,7100,0,1128982893.38,3208646480.83,ext_lt_extratrd,2024-12-26
2020-08,SK,EA20,EXPORT,89,ENERGY,48603619.45,31850.28,141.38,174.983,1,0,AIR,FCA,A123,0,8900396391.87,4190993602.03,bop_q_f,2024-07-03
2021-01,HR,EU27_2020,IMPORT,07,AGRI_FOOD,48722347.51,31963.88,141.983,75.219,1,0,SEA,EXW,4000,0,6515842423.5,-682515176.34,ext_lt_intratrd,2024-04-16
2022-06,DE,APAC,EXPORT,24,SERVICES_EST,48807424.65,32099.75,142.473,75.564,0,1,POST,CIF,4200,0,-864515495.85,836883887.73,bop_q_c,2025-08-13
2023-11,LU,LATAM,IMPORT,41,ELECTRONICS,48845975.96,32304.09,143.465,76.259,0,1,PIPE,CFR,5100,0,1587371415.9,-4768150000.97,bop_q_g,2024-03-05
2024-04,SI,AFR,EXPORT,58,METALS,48973071.0,32415.43,143.117,75.603,0,1,RAIL,FOB,6100,0,5512493266.23,1668872435.76,ext_lt_extratrd,2025-05-05
2025-09,CY,MEA,IMPORT,75,TEXTILES,49045658.63,32504.35,143.336,76.349,0,1,ROAD,DDP,7100,0,7659879728.72,2636416585.77,bop_q_f,2025-09-24
2026-02,GR,TUR,EXPORT,92,PHARMA,49132210.82,32710.9,144.021,77.091,0,1,AIR,DPU,A123,0,704352814.97,-801142141.16,ext_lt_intratrd,2025-12-01
2018-07,MT,RUS,IMPORT,10,VEHICLES,49278775.59,32791.22,144.626,76.861,0,1,SEA,DAP,4000,1,-4886377376.55,1206874548.04,bop_q_c,2026-02-09
2019-12,ES,CHN,EXPORT,27,MACHINERY,49346516.94,32982.96,145.317,77.757,0,1,POST,CIP,4200,0,3167745260.82,6717324044.82,bop_q_g,2024-03-08
2020-05,CZ,USA,IMPORT,44,CHEMICALS,49505660.96,33095.58,145.174,78.357,0,1,PIPE,CPT,5100,0,-1854876084.33,-4058483641.79,ext_lt_extratrd,2024-03-24
2021-10,HU,UK,EXPORT,61,ENERGY,49544086.09,33252.73,146.062,78.138,0,1,RAIL,FCA,6100,0,-769658512.24,-2894920761.09,bop_q_f,2024-11-08
2022-03,NL,EFTA,IMPORT,78,AGRI_FOOD,49646519.66,33338.85,146.902,79.081,0,1,ROAD,EXW,7100,0,3469503411.16,6013894346.68,ext_lt_intratrd,2025-08-26
2023-08,SE,EA20,EXPORT,95,SERVICES_EST,49705545.96,33532.37,147.094,79.619,1,1,AIR,CIF,A123,0,-1214982514.98,6702818134.29,bop_q_c,2025-10-01
2024-01,DK,EU27_2020,IMPORT,13,ELECTRONICS,49825427.35,33651.27,146.992,80.77,1,0,SEA,CFR,4000,0,6249710042.64,3546552602.08,bop_q_g,2025-02-02
2025-06,IE,APAC,EXPORT,30,METALS,49945449.89,33761.14,148.13,80.864,0,1,POST,FOB,4200,0,994858387.64,457192624.82,ext_lt_extratrd,2025-07-31
2026-11,PL,LATAM,IMPORT,47,TEXTILES,49985716.36,33922.67,148.677,81.356,0,1,PIPE,DDP,5100,0,-1979100627.99,-842468721.61,bop_q_f,2024-08-09
2018-04,AT,AFR,EXPORT,64,PHARMA,50083498.47,33992.03,148.227,81.244,0,1,RAIL,DPU,6100,0,-3062640567.98,773013531.89,ext_lt_intratrd,2025-06-29
2019-09,EE,MEA,IMPORT,81,VEHICLES,50193054.85,34208.24,149.678,81.343,0,1,ROAD,DAP,7100,0,-3061872283.28,1045182115.1,bop_q_c,2025-06-16
2020-02,IT,TUR,EXPORT,98,MACHINERY,50334559.48,34267.22,150.213,81.932,0,1,AIR,CIP,A123,0,-3815308662.64,-1212335855.84,bop_q_g,2025-11-12
2021-07,PT,RUS,IMPORT,16,CHEMICALS,50441098.74,34438.96,150.121,82.171,0,1,SEA,CPT,4000,0,5932752720.28,3319583485.16,ext_lt_extratrd,2024-06-14
2022-12,BE,CHN,EXPORT,33,ENERGY,50528834.4,34551.42,151.107,83.41,0,1,POST,FCA,4200,0,-2275778868.49,-2460766468.72,bop_q_f,2025-06-09
2023-05,FI,USA,IMPORT,50,AGRI_FOOD,50641419.55,34675.22,150.752,83.382,0,1,PIPE,EXW,5100,0,-2950506997.17,2686134112.95,ext_lt_intratrd,2024-04-28
2024-10,LV,UK,EXPORT,67,SERVICES_EST,50675951.26,34811.37,151.006,83.291,0,1,RAIL,CIF,6100,0,5005754823.57,-1631645657.51,bop_q_c,2024-11-20
2025-03,RO,EFTA,IMPORT,84,ELECTRONICS,50752244.19,34964.6,151.444,84.771,0,1,ROAD,CFR,7100,0,4258531193.01,-972911661.47,bop_q_g,2025-07-18
2026-08,BG,EA20,EXPORT,02,METALS,50861516.97,35110.65,152.727,84.656,1,0,AIR,FOB,A123,0,-3731939493.17,263294511.44,ext_lt_extratrd,2026-02-07
2018-01,FR,EU27_2020,IMPORT,19,TEXTILES,50966067.76,35275.63,152.916,85.754,1,0,SEA,DDP,4000,0,4377994098.47,-1336218000.91,bop_q_f,2026-01-13
2019-06,LT,APAC,EXPORT,36,PHARMA,51032639.41,35373.09,153.325,85.044,0,1,POST,DPU,4200,0,4037228516.92,2388848978.64,ext_lt_intratrd,2025-04-06
2020-11,SK,LATAM,IMPORT,53,VEHICLES,51167419.96,35479.62,153.706,85.435,0,1,PIPE,DAP,5100,0,-1509437106.0,6068764235.18,bop_q_c,2024-05-14
2021-04,HR,AFR,EXPORT,70,MACHINERY,51262297.99,35681.39,154.914,86.882,0,1,RAIL,CIP,6100,0,-3928554373.02,3374673001.27,bop_q_g,2025-09-21
2022-09,DE,MEA,IMPORT,87,CHEMICALS,51341906.55,35763.38,153.933,87.4,0,1,ROAD,CPT,7100,0,-944360984.08,-3155846474.24,ext_lt_extratrd,2025-10-25
2023-02,LU,TUR,EXPORT,05,ENERGY,51500605.8,35906.43,155.343,87.262,0,1,AIR,FCA,A123,0,4838878888.89,7940872755.98,bop_q_f,2025-12-26
2024-07,SI,RUS,IMPORT,22,AGRI_FOOD,51541706.44,36017.24,156.04,86.978,0,1,SEA,EXW,4000,0,5202749214.48,-5147594653.73,ext_lt_intratrd,2024-12-10
2025-12,CY,CHN,EXPORT,39,SERVICES_EST,51598432.57,36227.75,156.634,88.692,0,1,POST,CIF,4200,0,-1147898505.06,1485422174.54,bop_q_c,2024-03-02
2026-05,GR,USA,IMPORT,56,ELECTRONICS,51743121.77,36290.56,155.762,88.561,0,1,PIPE,CFR,5100,0,-1865401599.4,825025805.62,bop_q_g,2025-11-05
2018-10,MT,UK,EXPORT,73,METALS,51815766.52,36425.65,156.846,89.52,0,1,RAIL,FOB,6100,0,-2225800993.63,-350651216.0,ext_lt_extratrd,2025-11-17
2019-03,ES,EFTA,IMPORT,90,TEXTILES,51910049.47,36558.81,156.917,88.494,1,0,ROAD,DDP,7100,0,8247687700.7,-3088826937.72,bop_q_f,2024-10-24
2020-08,CZ,EA20,EXPORT,08,PHARMA,52043516.69,36733.62,158.043,89.305,1,0,AIR,DPU,A123,0,6919568991.73,5932688726.36,ext_lt_intratrd,2025-07-09
2021-01,HU,EU27_2020,IMPORT,25,VEHICLES,52102223.27,36873.54,158.8,90.145,1,0,SEA,DAP,4000,0,7988031773.82,-1583358035.07,bop_q_c,2024-10-13
2022-06,NL,APAC,EXPORT,42,MACHINERY,52169925.03,37015.58,158.808,90.887,0,1,POST,CIP,4200,0,-1572499381.14,7967926352.41,bop_q_g,2024-06-07
2023-11,SE,LATAM,IMPORT,59,CHEMICALS,52298435.67,37126.0,159.364,90.304,0,1,PIPE,CPT,5100,0,7076108321.89,1779092244.89,ext_lt_extratrd,2024-09-04
2024-04,DK,AFR,EXPORT,76,ENERGY,52453694.7,37231.28,159.69,91.89,0,1,RAIL,FCA,6100,0,8355111800.49,8125844191.49,bop_q_f,2024-03-25
2025-09,IE,MEA,IMPORT,93,AGRI_FOOD,52517536.61,37353.11,160.276,91.57,0,1,ROAD,EXW,7100,0,2492130891.2,-5463045287.85,ext_lt_intratrd,2024-08-06
2026-02,PL,TUR,EXPORT,11,SERVICES_EST,52605770.88,37542.99,160.084,92.081,0,1,AIR,CIF,A123,0,1228435164.84,6756473353.63,bop_q_c,2024-06-09
2018-07,AT,RUS,IMPORT,28,ELECTRONICS,52730096.76,37717.14,160.9,92.523,0,1,SEA,CFR,4000,1,6937003383.28,4308167672.72,bop_q_g,2026-01-14
2019-12,EE,CHN,EXPORT,45,METALS,52796570.23,37808.51,161.108,93.581,0,1,POST,FOB,4200,0,-1760181520.14,-618146482.32,ext_lt_extratrd,2025-08-22
2020-05,IT,USA,IMPORT,62,TEXTILES,52890816.37,37941.3,162.529,93.689,0,1,PIPE,DDP,5100,0,6462698499.06,7624362128.7,bop_q_f,2025-06-20
2021-10,PT,UK,EXPORT,79,PHARMA,52998230.36,38070.1,162.931,93.979,0,1,RAIL,DPU,6100,0,2142730971.55,7350621689.76,ext_lt_intratrd,2025-02-07
2022-03,BE,EFTA,IMPORT,96,VEHICLES,53086785.92,38234.17,162.986,94.631,1,0,ROAD,DAP,7100,0,7116047915.65,1319121860.94,bop_q_c,2024-07-04
2023-08,FI,EA20,EXPORT,14,MACHINERY,53198539.69,38385.02,163.572,94.247,1,0,AIR,CIP,A123,0,-950520426.2,-1581948542.79,bop_q_g,2024-05-30
2024-01,LV,EU27_2020,IMPORT,31,CHEMICALS,53308990.64,38432.12,164.36,94.993,1,0,SEA,CPT,4000,0,6144870822.08,-912990067.83,ext_lt_extratrd,2025-02-21
2025-06,RO,APAC,EXPORT,48,ENERGY,53337050.21,38623.48,164.083,95.602,0,1,POST,FCA,4200,0,356756449.16,3524645744.94,bop_q_f,2025-10-17
2026-11,BG,LATAM,IMPORT,65,AGRI_FOOD,53413407.52,38713.06,165.184,95.352,0,1,PIPE,EXW,5100,0,2984176394.9,1259003322.09,ext_lt_intratrd,2025-07-19
2018-04,FR,AFR,EXPORT,82,SERVICES_EST,53547402.64,38899.28,165.333,95.717,0,1,RAIL,CIF,6100,0,2519120511.6,1773306617.69,bop_q_c,2024-04-09
2019-09,LT,MEA,IMPORT,99,ELECTRONICS,53670111.0,38986.07,164.625,96.673,0,1,ROAD,CFR,7100,0,1734475140.05,-1120052339.03,bop_q_g,2024-12-20
2020-02,SK,TUR,EXPORT,17,METALS,53758127.24,39110.18,165.488,97.106,0,1,AIR,FOB,A123,0,-1044981585.74,10056635.87,ext_lt_extratrd,2025-01-19
2021-07,HR,RUS,IMPORT,34,TEXTILES,53837679.75,39306.85,165.913,97.335,0,1,SEA,DDP,4000,1,5746345052.41,755358060.7,bop_q_f,2025-05-09
2022-12,DE,CHN,EXPORT,51,PHARMA,53931548.78,39415.21,167.143,97.774,0,1,POST,DPU,4200,0,-3910936246.12,6362165486.85,ext_lt_intratrd,2026-01-18
2023-05,LU,USA,IMPORT,68,VEHICLES,53999905.25,39549.88,167.044,98.374,0,1,PIPE,DAP,5100,0,3654080997.25,1405888686.44,bop_q_c,2025-12-09
2024-10,SI,UK,EXPORT,85,MACHINERY,54089901.84,39723.3,167.953,99.541,0,1,RAIL,CIP,6100,0,5944240704.3,-904529579.84,bop_q_g,2025-02-21
