safe_incident_incident_datetime_local,safe_incident_incident_type_code,safe_incident_ucr_nibrs_offense_code,safe_incident_call_priority_level,safe_incident_reporting_agency_ori,safe_incident_location_block_id,safe_incident_premise_type,safe_incident_weapon_involved_flag,safe_incident_injury_severity_code,safe_incident_victim_count,safe_incident_suspect_count,safe_incident_clearance_status_code,safe_incident_bias_motivation_flag,safe_incident_gang_related_flag,safe_incident_domestic_related_flag,safe_incident_property_loss_value_usd,safe_incident_body_worn_camera_flag,safe_incident_response_time_seconds,safe_incident_geocoding_accuracy_level,safe_incident_case_update_timestamp
2020-01-01 17:34:00,DUI,250,LOW,ORI101055,BLK0000001055,PARK,1,NONE,4,5,OPEN,0,0,0,1009.16,0,2277,STREET,2020-01-01T17:34:34
2020-01-01 17:35:00,WEAPONS,13A,CRITICAL,ORI101056,BLK0000001056,BAR,0,NONE,2,0,OPEN,0,0,0,455.03,1,3490,PARCEL,2020-01-01T17:35:35
2020-01-01 17:36:00,ASSAULT,23C,MEDIUM,ORI101057,BLK0000001057,SCHOOL,0,NONE,0,2,CLEARED_ARREST,0,0,0,1261.07,1,2661,STREET,2020-01-01T17:36:36
2020-01-01 17:37:00,BURGLARY,13A,LOW,ORI101058,BLK0000001058,STREET,0,NONE,2,3,OPEN,0,0,0,2217.33,0,3174,PARCEL,2020-01-01T17:37:37
2020-01-01 17:38:00,VANDALISM,220,MEDIUM,ORI101059,BLK0000001059,RESIDENCE,0,NONE,0,5,OPEN,0,0,0,30.11,0,1620,STREET,2020-01-01T17:38:38
2020-01-01 17:39:00,FRAUD,90Z,CRITICAL,ORI101060,BLK0000001060,RESIDENCE,0,NONE,4,4,OPEN,0,0,0,2632.86,0,1992,ROOFTOP,2020-01-01T17:39:39
2020-01-01 17:40:00,BURGLARY,13B,CRITICAL,ORI101061,BLK0000001061,STREET,1,SERIOUS,4,1,CLEARED_ARREST,0,0,1,1334.98,0,2134,PARCEL,2020-01-01T17:40:40
2020-01-01 17:41:00,DUI,26A,MEDIUM,ORI101062,BLK0000001062,TRANSIT,0,NONE,0,1,CLEARED_ARREST,0,1,0,1639.1,0,288,ZIP,2020-01-01T17:41:41
2020-01-01 17:42:00,THEFT,23C,LOW,ORI101063,BLK0000001063,BUSINESS,0,MINOR,1,1,CLEARED_EXCEPTION,0,0,0,2099.36,1,1281,PARCEL,2020-01-01T17:42:42
2020-01-01 17:43:00,THEFT,220,LOW,ORI101064,BLK0000001064,BUSINESS,0,NONE,5,3,OPEN,0,1,0,2931.23,0,2836,ROOFTOP,2020-01-01T17:43:43
2020-01-01 17:44:00,ASSAULT,250,MEDIUM,ORI101065,BLK0000001065,PARK,0,MINOR,4,5,OPEN,1,0,0,3410.2,0,2718,BLOCK,2020-01-01T17:44:44
2020-01-01 17:45:00,FRAUD,23B,MEDIUM,ORI101066,BLK0000001066,RESIDENCE,1,MINOR,4,1,OPEN,0,0,1,1186.21,0,2325,PARCEL,2020-01-01T17:45:45
2020-01-01 17:46:00,WEAPONS,23A,MEDIUM,ORI101067,BLK0000001067,PARK,0,NONE,5,4,CLEARED_ARREST,0,0,0,186.4,1,2274,PARCEL,2020-01-01T17:46:46
2020-01-01 17:47:00,NARCOTICS,23B,MEDIUM,ORI101068,BLK0000001068,RESIDENCE,0,NONE,3,2,OPEN,0,0,0,1033.16,1,1900,BLOCK,2020-01-01T17:47:47
2020-01-01 17:48:00,WEAPONS,23C,MEDIUM,ORI101069,BLK0000001069,BUSINESS,1,NONE,6,1,OPEN,0,0,0,1012.41,0,2877,ZIP,2020-01-01T17:48:48
2020-01-01 17:49:00,DOMESTIC,250,MEDIUM,ORI101070,BLK0000001070,OTHER,0,NONE,6,2,UNFOUNDED,0,0,0,1387.95,0,821,ROOFTOP,2020-01-01T17:49:49
2020-01-01 17:50:00,FRAUD,23B,MEDIUM,ORI101071,BLK0000001071,RESIDENCE,0,MINOR,3,1,CLEARED_EXCEPTION,0,0,1,1279.85,0,3357,ROOFTOP,2020-01-01T17:50:50
2020-01-01 17:51:00,OTHER,90Z,LOW,ORI101072,BLK0000001072,PARKING,0,NONE,4,3,OPEN,0,0,0,973.44,0,1155,PARCEL,2020-01-01T17:51:51
2020-01-01 17:52:00,OTHER,26B,LOW,ORI101073,BLK0000001073,STREET,0,NONE,0,5,CLEARED_ARREST,0,0,0,1840.62,0,3565,BLOCK,2020-01-01T17:52:52
2020-01-01 17:53:00,THEFT,26A,MEDIUM,ORI101074,BLK0000001074,TRANSIT,1,NONE,6,5,CLEARED_EXCEPTION,0,0,0,1601.71,1,1583,ROOFTOP,2020-01-01T17:53:53
2020-01-01 17:54:00,WEAPONS,26C,MEDIUM,ORI101075,BLK0000001075,PARKING,1,NONE,3,2,OPEN,0,1,0,2124.41,0,1926,PARCEL,2020-01-01T17:54:54
2020-01-01 17:55:00,VANDALISM,90Z,MEDIUM,ORI101076,BLK0000001076,TRANSIT,0,MINOR,0,3,OPEN,0,0,0,1753.29,0,2805,STREET,2020-01-01T17:55:55
2020-01-01 17:56:00,BURGLARY,23C,MEDIUM,ORI101077,BLK0000001077,STREET,0,NONE,6,1,OPEN,0,0,0,5407.36,0,940,BLOCK,2020-01-01T17:56:56
2020-01-01 17:57:00,WEAPONS,250,LOW,ORI101078,BLK0000001078,PARK,0,NONE,3,4,OPEN,0,0,0,3334.34,0,2909,BLOCK,2020-01-01T17:57:57
2020-01-01 17:58:00,ROBBERY,23C,LOW,ORI101079,BLK0000001079,BUSINESS,0,MINOR,6,4,OPEN,0,0,0,1240.0,0,695,PARCEL,2020-01-01T17:58:58
2020-01-01 17:59:00,THEFT,23A,LOW,ORI101080,BLK0000001080,SCHOOL,0,NONE,2,0,OPEN,0,0,0,1070.51,0,1297,BLOCK,2020-01-01T17:59:59
2020-01-01 18:00:00,VANDALISM,23C,LOW,ORI101081,BLK0000001081,BAR,0,NONE,6,5,OPEN,0,0,0,567.28,0,2377,STREET,2020-01-01T18:00:15
2020-01-01 18:01:00,VANDALISM,13A,CRITICAL,ORI101082,BLK0000001082,RESIDENCE,1,MINOR,0,1,OPEN,0,0,0,604.35,0,110,BLOCK,2020-01-01T18:01:16
2020-01-01 18:02:00,BURGLARY,26B,MEDIUM,ORI101083,BLK0000001083,SCHOOL,0,NONE,1,0,OPEN,0,0,0,1159.92,0,3341,PARCEL,2020-01-01T18:02:17
2020-01-01 18:03:00,WEAPONS,90Z,HIGH,ORI101084,BLK0000001084,PARKING,0,SERIOUS,5,4,OPEN,0,0,0,1574.76,0,1721,ROOFTOP,2020-01-01T18:03:18
2020-01-01 18:04:00,THEFT,23C,MEDIUM,ORI101085,BLK0000001085,BUSINESS,0,NONE,1,4,OPEN,0,0,0,1168.52,0,745,ROOFTOP,2020-01-01T18:04:19
2020-01-01 18:05:00,ROBBERY,13B,MEDIUM,ORI101086,BLK0000001086,TRANSIT,0,NONE,5,4,CLEARED_EXCEPTION,0,1,0,872.11,1,3539,UNKNOWN,2020-01-01T18:05:20
2020-01-01 18:06:00,DOMESTIC,90Z,LOW,ORI101087,BLK0000001087,SCHOOL,1,MINOR,5,1,OPEN,0,1,0,2467.98,0,3190,BLOCK,2020-01-01T18:06:21
2020-01-01 18:07:00,OTHER,13A,MEDIUM,ORI101088,BLK0000001088,OTHER,0,MINOR,4,4,OPEN,0,0,0,777.47,0,3175,PARCEL,2020-01-01T18:07:22
2020-01-01 18:08:00,FRAUD,220,LOW,ORI101089,BLK0000001089,TRANSIT,0,NONE,6,0,OPEN,0,0,0,1154.09,0,3562,STREET,2020-01-01T18:08:23
2020-01-01 18:09:00,THEFT,250,CRITICAL,ORI101090,BLK0000001090,STREET,1,MINOR,6,0,OPEN,0,0,0,886.42,0,145,BLOCK,2020-01-01T18:09:24
2020-01-01 18:10:00,OTHER,26C,MEDIUM,ORI101091,BLK0000001091,BAR,0,NONE,4,1,CLEARED_EXCEPTION,0,0,1,964.54,1,2420,BLOCK,2020-01-01T18:10:25
2020-01-01 18:11:00,BURGLARY,13A,HIGH,ORI101092,BLK0000001092,SCHOOL,0,SERIOUS,2,5,OPEN,0,0,0,923.2,0,1428,BLOCK,2020-01-01T18:11:26
2020-01-01 18:12:00,ASSAULT,26C,MEDIUM,ORI101093,BLK0000001093,STREET,0,MINOR,3,4,OPEN,0,0,0,1092.58,1,3286,PARCEL,2020-01-01T18:12:27
2020-01-01 18:13:00,THEFT,250,HIGH,ORI101094,BLK0000001094,BUSINESS,0,NONE,4,2,OPEN,1,0,1,404.08,0,699,STREET,2020-01-01T18:13:28
2020-01-01 18:14:00,ROBBERY,90Z,LOW,ORI101095,BLK0000001095,RESIDENCE,0,NONE,1,4,CLEARED_ARREST,0,0,0,3390.13,0,3157,BLOCK,2020-01-01T18:14:29
2020-01-01 18:15:00,OTHER,26C,MEDIUM,ORI101096,BLK0000001096,SCHOOL,1,NONE,2,3,OPEN,0,0,0,1449.05,0,3077,ROOFTOP,2020-01-01T18:15:30
2020-01-01 18:16:00,DUI,90Z,LOW,ORI101097,BLK0000001097,SCHOOL,0,MINOR,4,4,CLEARED_ARREST,0,0,0,477.92,1,919,BLOCK,2020-01-01T18:16:31
2020-01-01 18:17:00,FRAUD,23A,LOW,ORI101098,BLK0000001098,SCHOOL,1,NONE,5,3,OPEN,0,0,1,2277.6,1,2873,ZIP,2020-01-01T18:17:32
2020-01-01 18:18:00,NARCOTICS,26B,LOW,ORI101099,BLK0000001099,OTHER,1,MINOR,1,5,OPEN,0,0,0,1048.66,1,2508,STREET,2020-01-01T18:18:33
2020-01-01 18:19:00,WEAPONS,26C,HIGH,ORI101100,BLK0000001100,STREET,0,NONE,3,3,OPEN,0,0,0,124.44,0,859,PARCEL,2020-01-01T18:19:34
2020-01-01 18:20:00,THEFT,23C,HIGH,ORI101101,BLK0000001101,BAR,0,NONE,5,3,OPEN,0,1,0,2519.84,1,709,ZIP,2020-01-01T18:20:35
2020-01-01 18:21:00,ROBBERY,26A,LOW,ORI101102,BLK0000001102,STREET,1,NONE,6,2,CLEARED_ARREST,0,0,0,2348.04,1,3068,BLOCK,2020-01-01T18:21:36
2020-01-01 18:22:00,DUI,23B,LOW,ORI101103,BLK0000001103,PARKING,0,NONE,4,0,UNFOUNDED,0,0,1,881.03,0,693,UNKNOWN,2020-01-01T18:22:37
2020-01-01 18:23:00,WEAPONS,26A,LOW,ORI101104,BLK0000001104,PARK,0,MINOR,5,1,OPEN,0,0,0,2248.03,1,1643,ZIP,2020-01-01T18:23:38
2020-01-01 18:24:00,DUI,240,MEDIUM,ORI101105,BLK0000001105,TRANSIT,0,NONE,6,4,OPEN,0,0,0,319.12,0,2878,ROOFTOP,2020-01-01T18:24:39
2020-01-01 18:25:00,THEFT,26B,LOW,ORI101106,BLK0000001106,SCHOOL,1,SERIOUS,4,4,OPEN,0,0,0,1553.72,0,1943,STREET,2020-01-01T18:25:40
2020-01-01 18:26:00,ASSAULT,23C,CRITICAL,ORI101107,BLK0000001107,RESIDENCE,0,NONE,0,2,OPEN,0,0,0,289.45,0,217,STREET,2020-01-01T18:26:41
2020-01-01 18:27:00,DOMESTIC,23B,LOW,ORI101108,BLK0000001108,STREET,0,MINOR,3,2,UNFOUNDED,0,0,0,746.21,0,2762,PARCEL,2020-01-01T18:27:42
2020-01-01 18:28:00,VANDALISM,90Z,HIGH,ORI101109,BLK0000001109,OTHER,0,MINOR,4,2,OPEN,0,0,0,645.47,1,1953,UNKNOWN,2020-01-01T18:28:43
2020-01-01 18:29:00,DUI,250,MEDIUM,ORI101110,BLK0000001110,RESIDENCE,0,NONE,5,1,CLEARED_ARREST,0,0,0,2906.39,1,845,PARCEL,2020-01-01T18:29:44
2020-01-01 18:30:00,FRAUD,26C,HIGH,ORI101111,BLK0000001111,RESIDENCE,0,NONE,1,1,CLEARED_EXCEPTION,0,0,1,4524.97,0,1402,ZIP,2020-01-01T18:30:45
2020-01-01 18:31:00,BURGLARY,26C,LOW,ORI101112,BLK0000001112,OTHER,0,NONE,6,0,CLEARED_EXCEPTION,0,0,0,562.32,0,3360,STREET,2020-01-01T18:31:46
2020-01-01 18:32:00,OTHER,26B,HIGH,ORI101113,BLK0000001113,BAR,0,NONE,0,0,CLEARED_ARREST,0,0,0,2101.61,1,1762,ROOFTOP,2020-01-01T18:32:47
2020-01-01 18:33:00,ROBBERY,26B,HIGH,ORI101114,BLK0000001114,PARKING,0,NONE,4,0,OPEN,0,0,0,836.26,0,2391,ZIP,2020-01-01T18:33:48
2020-01-01 18:34:00,FRAUD,90Z,MEDIUM,ORI101115,BLK0000001115,SCHOOL,1,NONE,1,0,OPEN,0,0,0,1187.3,1,2832,PARCEL,2020-01-01T18:34:49
2020-01-01 18:35:00,OTHER,26B,LOW,ORI101116,BLK0000001116,BAR,0,NONE,5,1,OPEN,0,1,0,285.28,1,2034,STREET,2020-01-01T18:35:50
2020-01-01 18:36:00,BURGLARY,90Z,MEDIUM,ORI101117,BLK0000001117,RESIDENCE,0,MINOR,4,1,CLEARED_EXCEPTION,0,0,0,2648.69,1,3444,BLOCK,2020-01-01T18:36:51
2020-01-01 18:37:00,FRAUD,23C,MEDIUM,ORI101118,BLK0000001118,PARKING,0,NONE,4,0,CLEARED_EXCEPTION,0,0,0,2009.39,1,3503,ROOFTOP,2020-01-01T18:37:52
2020-01-01 18:38:00,DOMESTIC,13B,MEDIUM,ORI101119,BLK0000001119,RESIDENCE,0,MINOR,5,0,OPEN,0,0,0,1146.64,1,1590,STREET,2020-01-01T18:38:53
2020-01-01 18:39:00,DOMESTIC,90Z,MEDIUM,ORI101120,BLK0000001120,PARK,0,NONE,6,1,OPEN,0,0,0,2981.81,0,2502,ZIP,2020-01-01T18:39:54
2020-01-01 18:40:00,DOMESTIC,13A,LOW,ORI101121,BLK0000001121,SCHOOL,0,SERIOUS,2,3,CLEARED_EXCEPTION,0,0,0,861.63,1,678,BLOCK,2020-01-01T18:40:55
2020-01-01 18:41:00,ASSAULT,23B,MEDIUM,ORI101122,BLK0000001122,BUSINESS,0,NONE,5,2,CLEARED_EXCEPTION,0,0,0,1459.0,1,1149,BLOCK,2020-01-01T18:41:56
2020-01-01 18:42:00,NARCOTICS,26C,LOW,ORI101123,BLK0000001123,STREET,1,MINOR,0,2,OPEN,0,0,0,532.93,1,2223,ROOFTOP,2020-01-01T18:42:57
2020-01-01 18:43:00,FRAUD,23A,LOW,ORI101124,BLK0000001124,STREET,0,MINOR,4,0,OPEN,0,0,0,1805.23,1,1328,BLOCK,2020-01-01T18:43:58
2020-01-01 18:44:00,FRAUD,26A,LOW,ORI101125,BLK0000001125,PARKING,0,NONE,2,0,OPEN,0,0,1,796.62,0,2152,ROOFTOP,2020-01-01T18:44:59
2020-01-01 18:45:00,NARCOTICS,26C,HIGH,ORI101126,BLK0000001126,BAR,1,NONE,2,5,OPEN,0,1,1,1830.43,1,1918,PARCEL,2020-01-01T18:45:15
2020-01-01 18:46:00,NARCOTICS,23A,LOW,ORI101127,BLK0000001127,PARK,1,NONE,4,5,OPEN,0,0,0,797.45,1,3198,PARCEL,2020-01-01T18:46:16
2020-01-01 18:47:00,BURGLARY,23B,LOW,ORI101128,BLK0000001128,RESIDENCE,0,NONE,4,0,OPEN,0,0,0,2740.7,1,437,STREET,2020-01-01T18:47:17
2020-01-01 18:48:00,NARCOTICS,13A,LOW,ORI101129,BLK0000001129,TRANSIT,0,NONE,3,2,OPEN,0,0,0,410.81,1,1566,STREET,2020-01-01T18:48:18
2020-01-01 18:49:00,VANDALISM,23A,MEDIUM,ORI101130,BLK0000001130,PARKING,0,NONE,1,2,OPEN,0,0,0,2230.98,1,3476,PARCEL,2020-01-01T18:49:19
2020-01-01 18:50:00,BURGLARY,13B,LOW,ORI101131,BLK0000001131,TRANSIT,0,NONE,4,2,OPEN,1,0,1,3213.45,1,1310,PARCEL,2020-01-01T18:50:20
2020-01-01 18:51:00,ROBBERY,26A,HIGH,ORI101132,BLK0000001132,PARKING,1,NONE,4,1,OPEN,0,0,0,798.72,0,1159,PARCEL,2020-01-01T18:51:21
2020-01-01 18:52:00,FRAUD,240,MEDIUM,ORI101133,BLK0000001133,BAR,1,NONE,4,0,OPEN,0,0,0,4702.85,1,3436,STREET,2020-01-01T18:52:22
2020-01-01 18:53:00,WEAPONS,26B,HIGH,ORI101134,BLK0000001134,PARKING,0,NONE,4,4,OPEN,0,0,0,2331.45,0,405,BLOCK,2020-01-01T18:53:23
2020-01-01 18:54:00,NARCOTICS,90Z,MEDIUM,ORI101135,BLK0000001135,RESIDENCE,1,NONE,5,1,UNFOUNDED,0,0,1,139.69,0,2080,PARCEL,2020-01-01T18:54:24
2020-01-01 18:55:00,DOMESTIC,23A,MEDIUM,ORI101136,BLK0000001136,RESIDENCE,1,NONE,3,1,OPEN,0,0,1,1189.05,0,1471,ZIP,2020-01-01T18:55:25
2020-01-01 18:56:00,DOMESTIC,240,CRITICAL,ORI101137,BLK0000001137,BAR,1,NONE,2,5,CLEARED_ARREST,0,0,0,833.92,1,2550,BLOCK,2020-01-01T18:56:26
2020-01-01 18:57:00,FRAUD,26A,LOW,ORI101138,BLK0000001138,BAR,1,NONE,6,2,OPEN,0,0,0,2137.75,0,3465,ROOFTOP,2020-01-01T18:57:27
2020-01-01 18:58:00,ASSAULT,26B,MEDIUM,ORI101139,BLK0000001139,SCHOOL,1,MINOR,5,3,OPEN,0,0,0,2454.83,0,2665,ZIP,2020-01-01T18:58:28
2020-01-01 18:59:00,VANDALISM,90Z,MEDIUM,ORI101140,BLK0000001140,TRANSIT,0,NONE,5,2,OPEN,0,0,1,919.8,1,2550,STREET,2020-01-01T18:59:29
2020-01-01 19:00:00,BURGLARY,13B,LOW,ORI101141,BLK0000001141,BAR,0,SERIOUS,2,1,OPEN,0,0,0,3489.81,1,256,PARCEL,2020-01-01T19:00:30
2020-01-01 19:01:00,DUI,23B,MEDIUM,ORI101142,BLK0000001142,TRANSIT,0,NONE,0,4,OPEN,0,0,0,581.1,1,1880,ZIP,2020-01-01T19:01:31
2020-01-01 19:02:00,DUI,90Z,LOW,ORI101143,BLK0000001143,SCHOOL,0,NONE,4,3,OPEN,0,1,1,1282.71,0,1827,PARCEL,2020-01-01T19:02:32
2020-01-01 19:03:00,DUI,90Z,LOW,ORI101144,BLK0000001144,STREET,1,SERIOUS,2,3,CLEARED_EXCEPTION,0,0,0,4357.21,0,1082,BLOCK,2020-01-01T19:03:33
2020-01-01 19:04:00,NARCOTICS,26C,LOW,ORI101145,BLK0000001145,TRANSIT,0,MINOR,6,3,OPEN,0,0,0,2384.82,0,638,ROOFTOP,2020-01-01T19:04:34
2020-01-01 19:05:00,DUI,26A,LOW,ORI101146,BLK0000001146,PARKING,1,SERIOUS,6,2,OPEN,0,0,1,1099.09,0,3056,UNKNOWN,2020-01-01T19:05:35
2020-01-01 19:06:00,DUI,13A,MEDIUM,ORI101147,BLK0000001147,TRANSIT,0,NONE,6,4,CLEARED_ARREST,0,0,0,3178.03,1,1694,BLOCK,2020-01-01T19:06:36
2020-01-01 19:07:00,WEAPONS,220,LOW,ORI101148,BLK0000001148,TRANSIT,0,MINOR,1,1,CLEARED_EXCEPTION,0,0,0,678.36,0,2075,ROOFTOP,2020-01-01T19:07:37
2020-01-01 19:08:00,NARCOTICS,23A,MEDIUM,ORI101149,BLK0000001149,OTHER,0,NONE,1,5,OPEN,0,0,0,1010.96,0,751,PARCEL,2020-01-01T19:08:38
2020-01-01 19:09:00,OTHER,26A,MEDIUM,ORI101150,BLK0000001150,PARKING,0,NONE,3,1,CLEARED_EXCEPTION,0,0,0,732.01,0,3468,ZIP,2020-01-01T19:09:39
2020-01-01 19:10:00,BURGLARY,13A,MEDIUM,ORI101151,BLK0000001151,SCHOOL,0,NONE,5,1,OPEN,0,0,0,2643.69,1,1019,PARCEL,2020-01-01T19:10:40
2020-01-01 19:11:00,ASSAULT,90Z,MEDIUM,ORI101152,BLK0000001152,PARK,0,NONE,1,2,OPEN,1,1,1,3834.21,0,2325,ZIP,2020-01-01T19:11:41
2020-01-01 19:12:00,BURGLARY,90Z,LOW,ORI101153,BLK0000001153,BUSINESS,0,MINOR,6,4,OPEN,0,0,1,1260.09,1,3169,PARCEL,2020-01-01T19:12:42
2020-01-01 19:13:00,WEAPONS,23C,MEDIUM,ORI101154,BLK0000001154,TRANSIT,1,NONE,0,0,OPEN,0,0,1,864.66,1,3099,PARCEL,2020-01-01T19:13:43
2020-01-01 19:14:00,ROBBERY,26A,LOW,ORI101155,BLK0000001155,BUSINESS,0,NONE,6,5,CLEARED_ARREST,0,0,0,895.65,1,891,STREET,2020-01-01T19:14:44
2020-01-01 19:15:00,WEAPONS,90Z,MEDIUM,ORI101156,BLK0000001156,SCHOOL,0,MINOR,5,2,OPEN,0,0,0,1146.04,0,2966,BLOCK,2020-01-01T19:15:45
2020-01-01 19:16:00,WEAPONS,250,LOW,ORI101157,BLK0000001157,STREET,0,NONE,3,0,CLEARED_ARREST,0,0,0,1930.6,0,80,PARCEL,2020-01-01T19:16:46
2020-01-01 19:17:00,NARCOTICS,13A,HIGH,ORI101158,BLK0000001158,BUSINESS,0,NONE,2,3,OPEN,0,0,0,749.56,1,217,ROOFTOP,2020-01-01T19:17:47
2020-01-01 19:18:00,NARCOTICS,250,LOW,ORI101159,BLK0000001159,SCHOOL,0,NONE,4,1,OPEN,0,0,1,238.37,0,2591,BLOCK,2020-01-01T19:18:48
2020-01-01 19:19:00,BURGLARY,13B,MEDIUM,ORI101160,BLK0000001160,STREET,0,NONE,0,3,UNFOUNDED,0,0,0,286.22,0,2347,STREET,2020-01-01T19:19:49
2020-01-01 19:20:00,DOMESTIC,26A,MEDIUM,ORI101161,BLK0000001161,TRANSIT,1,FATAL,1,3,CLEARED_EXCEPTION,0,0,0,1386.25,0,1701,PARCEL,2020-01-01T19:20:50
2020-01-01 19:21:00,ROBBERY,26A,LOW,ORI101162,BLK0000001162,RESIDENCE,0,SERIOUS,6,2,OPEN,0,0,0,421.62,0,2723,STREET,2020-01-01T19:21:51
2020-01-01 19:22:00,DUI,220,LOW,ORI101163,BLK0000001163,OTHER,1,NONE,0,1,OPEN,0,0,1,4186.73,0,2538,BLOCK,2020-01-01T19:22:52
2020-01-01 19:23:00,DOMESTIC,26B,LOW,ORI101164,BLK0000001164,PARK,1,MINOR,0,4,OPEN,0,0,0,2144.38,0,2528,BLOCK,2020-01-01T19:23:53
2020-01-01 19:24:00,THEFT,240,MEDIUM,ORI101165,BLK0000001165,RESIDENCE,0,NONE,4,4,OPEN,0,0,0,641.65,1,1272,STREET,2020-01-01T19:24:54
2020-01-01 19:25:00,BURGLARY,250,MEDIUM,ORI101166,BLK0000001166,PARK,0,NONE,5,3,OPEN,0,0,0,1236.09,0,876,BLOCK,2020-01-01T19:25:55
2020-01-01 19:26:00,OTHER,23B,LOW,ORI101167,BLK0000001167,PARKING,0,NONE,2,2,OPEN,0,0,0,2826.26,0,2782,ROOFTOP,2020-01-01T19:26:56
2020-01-01 19:27:00,WEAPONS,23C,MEDIUM,ORI101168,BLK0000001168,BAR,0,NONE,1,2,CLEARED_ARREST,0,0,0,1660.56,1,3088,STREET,2020-01-01T19:27:57
2020-01-01 19:28:00,DOMESTIC,26A,LOW,ORI101169,BLK0000001169,SCHOOL,0,NONE,5,4,UNFOUNDED,0,0,0,1124.45,1,2388,STREET,2020-01-01T19:28:58
2020-01-01 19:29:00,ASSAULT,26A,LOW,ORI101170,BLK0000001170,PARKING,0,NONE,4,4,OPEN,0,0,0,1385.79,1,355,UNKNOWN,2020-01-01T19:29:59
2020-01-01 19:30:00,FRAUD,220,MEDIUM,ORI101171,BLK0000001171,BUSINESS,0,NONE,1,1,OPEN,0,0,0,1061.92,1,453,BLOCK,2020-01-01T19:30:15
2020-01-01 19:31:00,DUI,13B,MEDIUM,ORI101172,BLK0000001172,OTHER,0,MINOR,2,2,CLEARED_EXCEPTION,0,0,0,1678.47,1,1789,STREET,2020-01-01T19:31:16
2020-01-01 19:32:00,DOMESTIC,220,LOW,ORI101173,BLK0000001173,OTHER,0,NONE,4,3,CLEARED_EXCEPTION,0,1,0,1022.56,1,380,BLOCK,2020-01-01T19:32:17
2020-01-01 19:33:00,VANDALISM,13B,HIGH,ORI101174,BLK0000001174,PARK,0,NONE,0,3,OPEN,0,0,1,400.59,0,524,PARCEL,2020-01-01T19:33:18
2020-01-01 19:34:00,FRAUD,23B,CRITICAL,ORI101175,BLK0000001175,RESIDENCE,0,NONE,4,3,OPEN,0,0,1,1540.01,1,414,STREET,2020-01-01T19:34:19
2020-01-01 19:35:00,ROBBERY,26A,MEDIUM,ORI101176,BLK0000001176,TRANSIT,0,NONE,6,4,OPEN,0,0,1,3237.48,0,2403,ROOFTOP,2020-01-01T19:35:20
2020-01-01 19:36:00,OTHER,23B,LOW,ORI101177,BLK0000001177,RESIDENCE,0,NONE,2,4,OPEN,0,1,0,4379.56,0,470,ROOFTOP,2020-01-01T19:36:21
2020-01-01 19:37:00,NARCOTICS,26A,MEDIUM,ORI101178,BLK0000001178,PARK,1,NONE,4,3,OPEN,0,0,0,1508.34,0,1390,UNKNOWN,2020-01-01T19:37:22
2020-01-01 19:38:00,DOMESTIC,23C,LOW,ORI101179,BLK0000001179,RESIDENCE,1,NONE,5,0,CLEARED_ARREST,1,0,1,2162.16,1,2858,ROOFTOP,2020-01-01T19:38:23
2020-01-01 19:39:00,DUI,13A,LOW,ORI101180,BLK0000001180,TRANSIT,0,MINOR,2,3,OPEN,0,0,0,658.07,1,3494,BLOCK,2020-01-01T19:39:24
2020-01-01 19:40:00,ROBBERY,13B,MEDIUM,ORI101181,BLK0000001181,SCHOOL,0,NONE,0,1,CLEARED_EXCEPTION,0,0,0,2522.45,1,2387,BLOCK,2020-01-01T19:40:25
2020-01-01 19:41:00,ROBBERY,13B,MEDIUM,ORI101182,BLK0000001182,OTHER,0,SERIOUS,2,4,CLEARED_EXCEPTION,0,0,1,1535.96,0,1527,PARCEL,2020-01-01T19:41:26
2020-01-01 19:42:00,NARCOTICS,23A,MEDIUM,ORI101183,BLK0000001183,BAR,0,NONE,0,2,CLEARED_ARREST,1,0,1,456.43,0,431,STREET,2020-01-01T19:42:27
2020-01-01 19:43:00,OTHER,13B,LOW,ORI101184,BLK0000001184,BAR,0,MINOR,2,1,OPEN,0,0,1,94.03,1,2974,PARCEL,2020-01-01T19:43:28
2020-01-01 19:44:00,DOMESTIC,23A,HIGH,ORI101185,BLK0000001185,BAR,0,NONE,2,1,OPEN,0,0,1,2773.35,0,2197,ZIP,2020-01-01T19:44:29
2020-01-01 19:45:00,ASSAULT,90Z,MEDIUM,ORI101186,BLK0000001186,BUSINESS,0,MINOR,5,0,CLEARED_EXCEPTION,0,0,1,3723.39,1,1096,ROOFTOP,2020-01-01T19:45:30
2020-01-01 19:46:00,WEAPONS,26C,LOW,ORI101187,BLK0000001187,TRANSIT,0,NONE,0,1,OPEN,0,0,0,6211.73,1,2008,STREET,2020-01-01T19:46:31
2020-01-01 19:47:00,VANDALISM,23B,HIGH,ORI101188,BLK0000001188,BUSINESS,0,NONE,2,1,OPEN,1,0,0,4150.96,1,2077,BLOCK,2020-01-01T19:47:32
2020-01-01 19:48:00,FRAUD,250,MEDIUM,ORI101189,BLK0000001189,PARKING,1,MINOR,2,0,OPEN,0,0,1,4241.67,1,2274,PARCEL,2020-01-01T19:48:33
2020-01-01 19:49:00,ROBBERY,90Z,MEDIUM,ORI101190,BLK0000001190,BAR,0,NONE,4,4,CLEARED_ARREST,0,0,0,1879.77,0,1748,UNKNOWN,2020-01-01T19:49:34
2020-01-01 19:50:00,DOMESTIC,26A,LOW,ORI101191,BLK0000001191,TRANSIT,1,MINOR,6,2,OPEN,0,0,0,97.9,1,2479,STREET,2020-01-01T19:50:35
