tax_customs_reference_month,tax_customs_country_iso2,tax_customs_customs_office_code,tax_customs_partner_country_iso2,tax_customs_hs2_code,tax_customs_tariff_rate_pct,tax_customs_customs_value_eur,tax_customs_duty_collected_eur,tax_customs_antidumping_duty_flag,tax_customs_sanctions_goods_flag,tax_customs_risk_channel_code,tax_customs_phytosanitary_control_flag,tax_customs_security_safety_declaration_flag,tax_customs_clearance_time_hours_median,tax_customs_post_clearance_audit_flag,tax_customs_infringement_case_count,tax_customs_aep_authorised_economic_operator_flag,tax_customs_import_one_stop_shop_ioss_flag,tax_customs_data_source,tax_customs_data_extract_date
2019-10,FR,FRCUST034,DK,34,8.411,54835415.02,4529160.28,0,0,GREEN,0,1,56.08,0,31,0,0,ICS2_AGGREGATE,2024-08-15
2019-11,HU,HUCUST035,IE,45,7.7,54886796.87,2130324.51,0,0,YELLOW,0,1,31.73,0,27,0,1,TARIC_ANALYTICS,2024-05-29
2019-12,LV,LVCUST036,PL,56,14.19,54942148.91,5092536.72,0,0,RED,0,1,105.85,1,36,1,0,FRAUD_RISK_SYSTEM,2024-12-29
2020-01,MT,MTCUST037,US,67,5.951,54971976.15,3244527.57,0,0,GREEN,0,0,41.97,0,43,1,1,NATIONAL_CUSTOMS_ADMIN,2025-04-14
2020-02,PT,PTCUST038,CA,78,15.927,55032724.42,3970652.55,0,0,YELLOW,1,1,21.19,1,7,1,1,ICS2_AGGREGATE,2024-01-01
2020-03,SI,SICUST039,AU,89,12.127,55093864.38,6306132.16,0,0,RED,0,1,128.89,0,34,1,0,TARIC_ANALYTICS,2025-03-12
2020-04,AT,ATCUST040,DK,01,3.797,55124142.41,1246355.77,0,0,GREEN,1,0,40.85,0,32,0,0,FRAUD_RISK_SYSTEM,2026-02-06
2020-05,HR,HRCUST041,IE,12,8.622,55186079.82,3555196.31,0,0,YELLOW,0,1,70.7,0,5,0,0,NATIONAL_CUSTOMS_ADMIN,2025-12-14
2020-06,DK,DKCUST042,PL,23,9.233,55238810.7,4767753.83,0,0,RED,1,1,41.65,0,45,0,0,ICS2_AGGREGATE,2024-06-08
2020-07,FR,FRCUST043,US,34,11.165,55287863.04,3588783.84,0,0,GREEN,0,1,32.65,0,21,0,0,TARIC_ANALYTICS,2026-01-16
2020-08,HU,HUCUST044,CA,45,8.533,55388454.01,2196755.16,0,0,YELLOW,0,0,15.2,1,13,0,1,FRAUD_RISK_SYSTEM,2025-12-15
2020-09,LV,LVCUST045,AU,56,4.815,55425569.8,1558771.9,0,0,RED,1,1,72.74,0,24,0,1,NATIONAL_CUSTOMS_ADMIN,2025-01-17
2020-10,MT,MTCUST046,DK,67,13.535,55498064.49,6332569.42,0,0,GREEN,0,1,31.08,0,14,1,1,ICS2_AGGREGATE,2025-11-08
2020-11,PT,PTCUST047,IE,78,9.428,55522813.14,3928327.9,1,1,YELLOW,0,1,3.9,0,45,0,1,TARIC_ANALYTICS,2026-01-03
2020-12,SI,SICUST048,PL,89,1.222,55590278.64,650318.37,0,0,RED,0,1,4.09,1,47,1,0,FRAUD_RISK_SYSTEM,2025-03-26
2021-01,AT,ATCUST049,US,01,14.401,55630923.04,5012508.84,0,0,GREEN,1,0,71.64,1,40,0,0,NATIONAL_CUSTOMS_ADMIN,2025-09-11
2021-02,HR,HRCUST050,CA,12,2.821,55685486.3,758242.33,0,1,YELLOW,0,1,12.02,1,22,0,1,ICS2_AGGREGATE,2025-11-14
2021-03,DK,DKCUST051,AU,23,11.151,55757451.81,3502861.74,0,0,RED,1,1,21.01,1,23,0,1,TARIC_ANALYTICS,2025-09-30
2021-04,FR,FRCUST052,DK,34,7.888,55819667.1,4825334.29,0,0,GREEN,0,0,14.45,1,8,0,0,FRAUD_RISK_SYSTEM,2024-08-31
2021-05,HU,HUCUST053,IE,45,7.304,55857577.48,4367950.36,0,0,YELLOW,0,1,17.24,1,4,0,0,NATIONAL_CUSTOMS_ADMIN,2024-07-02
2021-06,LV,LVCUST054,PL,56,1.986,55915476.48,1212474.33,0,0,RED,0,1,94.81,0,19,0,0,ICS2_AGGREGATE,2025-11-02
2021-07,MT,MTCUST055,US,67,4.8,55988646.5,1971611.22,0,0,GREEN,0,1,29.21,0,38,0,1,TARIC_ANALYTICS,2025-05-26
2021-08,PT,PTCUST056,CA,78,3.916,56025298.65,1307431.15,1,0,YELLOW,0,1,22.73,0,25,0,1,FRAUD_RISK_SYSTEM,2024-07-09
2021-09,SI,SICUST057,AU,89,9.391,56097341.36,4144326.06,0,0,RED,0,0,52.26,1,48,0,0,NATIONAL_CUSTOMS_ADMIN,2024-10-05
2021-10,AT,ATCUST058,DK,01,10.805,56139444.74,5443036.14,0,0,GREEN,0,1,10.64,1,42,0,0,ICS2_AGGREGATE,2025-10-02
2021-11,HR,HRCUST059,IE,12,13.95,56179944.82,6044391.69,1,0,YELLOW,1,1,70.97,1,13,1,1,TARIC_ANALYTICS,2025-08-08
2021-12,DK,DKCUST060,PL,23,3.42,56227228.06,2047536.0,0,0,RED,0,1,108.3,0,37,0,1,FRAUD_RISK_SYSTEM,2024-11-30
2022-01,FR,FRCUST061,US,34,16.027,56312809.36,5200933.92,0,0,GREEN,0,1,54.11,0,32,0,0,NATIONAL_CUSTOMS_ADMIN,2025-01-20
2022-02,HU,HUCUST062,CA,45,4.373,56340816.38,1303746.67,0,0,YELLOW,0,0,63.62,0,24,1,0,ICS2_AGGREGATE,2024-07-31
2022-03,LV,LVCUST063,AU,56,16.644,56433137.78,5236317.68,0,0,RED,0,1,12.7,0,21,0,0,TARIC_ANALYTICS,2025-05-19
2022-04,MT,MTCUST064,DK,67,7.711,56471518.86,2995230.36,0,0,GREEN,0,1,68.77,0,29,0,1,FRAUD_RISK_SYSTEM,2025-08-27
2022-05,PT,PTCUST065,IE,78,11.024,56524265.3,3848099.13,0,0,YELLOW,0,1,86.08,0,40,0,0,NATIONAL_CUSTOMS_ADMIN,2024-12-27
2022-06,SI,SICUST066,PL,89,8.461,56569688.17,2548198.71,0,0,RED,0,1,83.92,0,24,0,1,ICS2_AGGREGATE,2025-11-18
2022-07,AT,ATCUST067,US,01,13.568,56611003.42,7423725.36,1,0,GREEN,0,0,71.88,0,22,0,0,TARIC_ANALYTICS,2025-11-30
2022-08,HR,HRCUST068,CA,12,5.845,56706950.71,1809672.68,0,0,YELLOW,1,1,63.38,0,19,0,1,FRAUD_RISK_SYSTEM,2025-09-12
2022-09,DK,DKCUST069,AU,23,4.435,56723845.3,2405280.58,0,0,RED,0,1,87.37,1,20,0,0,NATIONAL_CUSTOMS_ADMIN,2025-09-30
2022-10,FR,FRCUST070,DK,34,10.932,56776625.69,5459120.84,0,0,GREEN,0,1,44.75,0,6,0,1,ICS2_AGGREGATE,2024-04-06
2022-11,HU,HUCUST071,IE,45,4.751,56850593.24,1402673.06,0,0,YELLOW,0,1,42.35,1,38,1,1,TARIC_ANALYTICS,2025-06-02
2022-12,LV,LVCUST072,PL,56,9.655,56925068.76,5137894.26,0,0,RED,0,1,78.54,0,39,0,0,FRAUD_RISK_SYSTEM,2025-02-19
2023-01,MT,MTCUST073,US,67,9.159,56975128.46,5199390.93,0,0,GREEN,0,1,8.75,1,5,0,0,NATIONAL_CUSTOMS_ADMIN,2024-06-25
2023-02,PT,PTCUST074,CA,78,1.702,57031117.67,554141.3,0,0,YELLOW,0,1,16.84,0,38,0,0,ICS2_AGGREGATE,2024-08-15
2023-03,SI,SICUST075,AU,89,1.413,57062895.25,461918.45,0,0,RED,1,1,27.41,0,31,1,0,TARIC_ANALYTICS,2024-03-11
2023-04,AT,ATCUST076,DK,01,7.035,57148275.07,3612566.44,0,0,GREEN,0,1,4.18,1,28,0,0,FRAUD_RISK_SYSTEM,2024-04-30
2023-05,HR,HRCUST077,IE,12,1.191,57187781.2,407789.26,0,0,YELLOW,0,1,15.3,1,40,0,0,NATIONAL_CUSTOMS_ADMIN,2024-09-04
2023-06,DK,DKCUST078,PL,23,0.897,57224506.41,328178.79,0,0,RED,0,1,113.25,1,17,0,0,ICS2_AGGREGATE,2024-10-04
2023-07,FR,FRCUST079,US,34,1.661,57290076.85,465416.58,1,0,GREEN,0,1,60.57,0,37,0,0,TARIC_ANALYTICS,2025-06-29
2023-08,HU,HUCUST080,CA,45,6.714,57335544.41,3021885.96,0,0,YELLOW,0,1,13.77,1,31,0,0,FRAUD_RISK_SYSTEM,2026-01-27
2023-09,LV,LVCUST081,AU,56,9.003,57417476.24,4711415.86,0,0,RED,0,1,95.53,0,50,0,0,NATIONAL_CUSTOMS_ADMIN,2024-08-20
2023-10,MT,MTCUST082,DK,67,11.462,57439060.34,3057439.4,0,0,GREEN,0,1,3.2,0,33,1,1,ICS2_AGGREGATE,2024-12-01
2023-11,PT,PTCUST083,IE,78,15.956,57532655.06,5203851.04,0,0,YELLOW,0,1,13.95,0,30,1,0,TARIC_ANALYTICS,2024-04-11
2023-12,SI,SICUST084,PL,89,1.416,57567614.9,373887.39,0,0,RED,0,1,85.86,0,44,0,0,FRAUD_RISK_SYSTEM,2024-12-29
2024-01,AT,ATCUST085,US,01,16.746,57602480.55,9436277.39,0,0,GREEN,0,1,28.95,0,26,0,1,NATIONAL_CUSTOMS_ADMIN,2024-12-08
2024-02,HR,HRCUST086,CA,12,12.463,57663353.94,4147140.2,0,0,YELLOW,0,0,18.57,0,6,1,1,ICS2_AGGREGATE,2024-10-23
2024-03,DK,DKCUST087,AU,23,6.39,57722783.27,3101084.52,0,0,RED,0,1,29.46,0,27,1,0,TARIC_ANALYTICS,2025-09-20
2024-04,FR,FRCUST088,DK,34,7.219,57797959.06,3841118.78,0,1,GREEN,0,1,57.9,0,12,0,0,FRAUD_RISK_SYSTEM,2025-12-30
2024-05,HU,HUCUST089,IE,45,3.719,57857922.66,1917412.65,0,0,YELLOW,0,1,75.32,1,24,0,1,NATIONAL_CUSTOMS_ADMIN,2024-06-24
2024-06,LV,LVCUST090,PL,56,8.77,57876480.68,4992051.51,0,1,RED,0,0,19.45,0,41,0,0,ICS2_AGGREGATE,2025-06-23
2024-07,MT,MTCUST091,US,67,4.3,57933013.23,1264290.6,0,0,GREEN,0,1,58.28,1,17,0,1,TARIC_ANALYTICS,2025-11-28
2024-08,PT,PTCUST092,CA,78,10.656,58020922.66,6375129.75,0,0,YELLOW,0,1,71.01,0,40,0,0,FRAUD_RISK_SYSTEM,2024-01-09
2024-09,SI,SICUST093,AU,89,6.886,58081275.42,2939049.97,0,0,RED,0,1,49.28,0,40,0,0,NATIONAL_CUSTOMS_ADMIN,2025-06-18
2024-10,AT,ATCUST094,DK,01,4.022,58122582.38,2316608.47,0,0,GREEN,0,0,65.54,0,21,0,0,ICS2_AGGREGATE,2024-10-28
2024-11,HR,HRCUST095,IE,12,2.552,58157569.5,1393173.95,0,0,YELLOW,0,1,55.85,0,9,0,1,TARIC_ANALYTICS,2024-07-12
2024-12,DK,DKCUST096,PL,23,14.861,58203885.74,7135965.42,0,0,RED,1,1,45.22,1,30,0,0,FRAUD_RISK_SYSTEM,2024-02-19
2025-01,FR,FRCUST097,US,34,6.471,58261743.13,3032100.71,0,0,GREEN,0,1,2.99,0,27,1,0,NATIONAL_CUSTOMS_ADMIN,2024-10-27
2025-02,HU,HUCUST098,CA,45,0.099,58336963.78,43198.11,0,0,YELLOW,0,0,20.17,0,29,0,0,ICS2_AGGREGATE,2025-07-06
2025-03,LV,LVCUST099,AU,56,0.436,58390830.21,196800.3,0,0,RED,0,1,40.33,0,15,0,0,TARIC_ANALYTICS,2024-08-17
2025-04,MT,MTCUST100,DK,67,2.636,58451725.96,1020107.74,0,0,GREEN,0,1,32.14,0,34,0,1,FRAUD_RISK_SYSTEM,2025-03-03
2025-05,PT,PTCUST101,IE,78,10.176,58495675.24,3283557.98,0,0,YELLOW,0,1,33.98,1,10,0,1,NATIONAL_CUSTOMS_ADMIN,2025-06-12
2025-06,SI,SICUST102,PL,89,16.456,58538279.18,9668415.92,0,1,RED,0,1,17.67,0,13,0,0,ICS2_AGGREGATE,2024-11-27
2025-07,AT,ATCUST103,US,01,12.19,58603655.74,4657735.94,0,0,GREEN,1,1,7.11,0,38,0,0,TARIC_ANALYTICS,2024-03-03
2025-08,HR,HRCUST104,CA,12,15.155,58656903.74,7689750.28,0,0,YELLOW,0,1,7.43,1,11,0,0,FRAUD_RISK_SYSTEM,2024-01-03
2025-09,DK,DKCUST105,AU,23,14.65,58698754.35,7008163.22,0,0,RED,0,0,122.99,0,27,1,0,NATIONAL_CUSTOMS_ADMIN,2025-03-22
2025-10,FR,FRCUST106,DK,34,14.288,58758705.76,4040895.41,0,0,GREEN,0,1,3.96,1,0,1,0,ICS2_AGGREGATE,2025-08-11
2025-11,HU,HUCUST107,IE,45,5.331,58817115.47,1789213.21,0,0,YELLOW,0,1,27.33,0,6,0,0,TARIC_ANALYTICS,2024-03-22
2025-12,LV,LVCUST108,PL,56,2.498,58899881.18,1318689.47,1,0,RED,0,1,70.16,0,23,0,0,FRAUD_RISK_SYSTEM,2025-03-23
2026-01,MT,MTCUST109,US,67,8.011,58935196.19,3532181.99,0,0,GREEN,0,1,50.49,1,14,1,1,NATIONAL_CUSTOMS_ADMIN,2024-08-20
2026-02,PT,PTCUST110,CA,78,15.008,59000481.29,6253295.74,1,0,YELLOW,0,1,58.28,0,7,1,1,ICS2_AGGREGATE,2024-05-05
2026-03,SI,SICUST111,AU,89,10.453,59047048.1,4680401.15,0,0,RED,1,1,63.25,0,45,0,1,TARIC_ANALYTICS,2024-02-16
2026-04,AT,ATCUST112,DK,01,13.41,59097485.97,4023875.74,0,0,GREEN,0,1,11.23,0,24,0,0,FRAUD_RISK_SYSTEM,2024-06-01
2026-05,HR,HRCUST113,IE,12,3.963,59152032.89,1793675.07,0,0,YELLOW,0,1,26.45,0,40,0,0,NATIONAL_CUSTOMS_ADMIN,2024-11-12
2026-06,DK,DKCUST114,PL,23,13.651,59206274.38,5757280.63,0,0,RED,1,1,13.55,0,40,0,0,ICS2_AGGREGATE,2025-06-19
2026-07,FR,FRCUST115,US,34,6.993,59250411.82,2322055.6,0,0,GREEN,0,1,58.97,1,36,0,0,TARIC_ANALYTICS,2025-06-10
2026-08,HU,HUCUST116,CA,45,2.3,59331458.9,973011.48,0,0,YELLOW,1,0,73.99,0,33,1,1,FRAUD_RISK_SYSTEM,2024-09-08
2026-09,LV,LVCUST117,AU,56,11.45,59402222.95,6934892.1,0,0,RED,0,0,16.71,0,29,0,1,NATIONAL_CUSTOMS_ADMIN,2025-03-29
2026-10,MT,MTCUST118,DK,67,13.746,59435006.37,8120358.53,0,0,GREEN,0,1,36.06,0,16,0,0,ICS2_AGGREGATE,2024-09-14
2026-11,PT,PTCUST119,IE,78,6.366,59488830.95,1997986.4,0,0,YELLOW,0,1,45.57,0,2,0,0,TARIC_ANALYTICS,2025-11-16
2026-12,SI,SICUST120,PL,89,13.203,59564388.32,4917657.19,0,0,RED,0,1,12.16,1,14,1,0,FRAUD_RISK_SYSTEM,2024-04-06
2018-01,AT,ATCUST001,US,01,4.435,59608596.34,1844138.23,0,0,GREEN,0,0,53.76,1,5,0,0,NATIONAL_CUSTOMS_ADMIN,2026-02-22
2018-02,HR,HRCUST002,CA,12,15.574,59652549.05,7690438.02,0,0,YELLOW,0,1,51.18,1,20,0,1,ICS2_AGGREGATE,2024-01-17
2018-03,DK,DKCUST003,AU,23,16.76,59700723.09,5794624.41,1,0,RED,0,1,91.65,0,30,1,0,TARIC_ANALYTICS,2025-10-02
2018-04,FR,FRCUST004,DK,34,4.189,59760597.91,2552517.97,0,1,GREEN,0,1,23.03,1,7,1,0,FRAUD_RISK_SYSTEM,2024-10-10
2018-05,HU,HUCUST005,IE,45,8.289,59798668.34,4423599.76,0,0,YELLOW,1,1,21.64,0,25,0,1,NATIONAL_CUSTOMS_ADMIN,2025-06-04
2018-06,LV,LVCUST006,PL,56,3.158,59878371.25,917220.92,0,0,RED,0,1,38.38,0,23,0,1,ICS2_AGGREGATE,2024-05-28
2018-07,MT,MTCUST007,US,67,4.15,59918973.06,2230855.43,0,0,GREEN,0,1,44.04,0,28,0,0,TARIC_ANALYTICS,2026-02-18
2018-08,PT,PTCUST008,CA,78,16.34,59998987.85,5869726.66,1,0,YELLOW,0,1,72.84,0,15,0,0,FRAUD_RISK_SYSTEM,2025-08-08
2018-09,SI,SICUST009,AU,89,11.264,60049335.36,6982189.34,0,0,RED,0,1,64.5,0,29,1,1,NATIONAL_CUSTOMS_ADMIN,2024-09-01
2018-10,AT,ATCUST010,DK,01,8.07,60094559.6,2860956.91,1,0,GREEN,1,1,4.77,1,39,0,0,ICS2_AGGREGATE,2024-12-08
2018-11,HR,HRCUST011,IE,12,15.278,60153896.5,8673428.61,1,0,YELLOW,1,1,49.44,1,39,0,0,TARIC_ANALYTICS,2025-07-02
2018-12,DK,DKCUST012,PL,23,1.656,60186030.33,863205.45,0,0,RED,1,1,33.58,1,32,1,0,FRAUD_RISK_SYSTEM,2025-02-07
2019-01,FR,FRCUST013,US,34,9.762,60250714.74,3998849.78,0,0,GREEN,0,1,24.96,0,6,1,0,NATIONAL_CUSTOMS_ADMIN,2025-11-29
2019-02,HU,HUCUST014,CA,45,0.225,60301601.83,118041.86,1,0,YELLOW,0,1,58.6,1,37,1,0,ICS2_AGGREGATE,2026-01-17
2019-03,LV,LVCUST015,AU,56,0.334,60360776.69,199571.64,0,0,RED,0,1,63.47,0,1,0,0,TARIC_ANALYTICS,2024-06-01
2019-04,MT,MTCUST016,DK,67,8.026,60437579.3,3866626.32,0,0,GREEN,0,1,27.18,0,40,0,1,FRAUD_RISK_SYSTEM,2024-01-23
2019-05,PT,PTCUST017,IE,78,1.623,60472012.07,894971.75,0,0,YELLOW,0,1,46.9,0,26,1,1,NATIONAL_CUSTOMS_ADMIN,2024-04-27
2019-06,SI,SICUST018,PL,89,3.541,60539188.47,1198622.37,0,0,RED,0,1,59.92,0,38,0,0,ICS2_AGGREGATE,2025-12-04
2019-07,AT,ATCUST019,US,01,10.367,60573921.72,6847206.01,0,0,GREEN,0,1,10.2,0,13,0,0,TARIC_ANALYTICS,2024-07-03
2019-08,HR,HRCUST020,CA,12,15.486,60626210.47,5613078.85,0,0,YELLOW,0,0,17.31,0,12,0,1,FRAUD_RISK_SYSTEM,2024-02-03
2019-09,DK,DKCUST021,AU,23,7.453,60712849.59,2608165.45,0,0,RED,0,1,69.22,1,33,0,1,NATIONAL_CUSTOMS_ADMIN,2025-09-07
2019-10,FR,FRCUST022,DK,34,6.867,60736656.2,2040213.15,0,0,GREEN,1,1,48.87,1,39,0,0,ICS2_AGGREGATE,2025-01-08
2019-11,HU,HUCUST023,IE,45,10.463,60813632.34,3327503.48,0,0,YELLOW,1,0,7.17,0,18,0,1,TARIC_ANALYTICS,2024-08-11
2019-12,LV,LVCUST024,PL,56,15.919,60851081.74,9783617.17,1,0,RED,0,1,111.48,1,31,0,1,FRAUD_RISK_SYSTEM,2024-07-09
2020-01,MT,MTCUST025,US,67,13.625,60912165.02,8407684.23,0,0,GREEN,0,1,36.3,0,28,0,1,NATIONAL_CUSTOMS_ADMIN,2024-05-24
2020-02,PT,PTCUST026,CA,78,3.879,60979428.41,1599126.39,0,0,YELLOW,1,1,89.64,0,6,0,0,ICS2_AGGREGATE,2024-05-13
2020-03,SI,SICUST027,AU,89,16.08,61050856.79,5058050.64,0,0,RED,0,1,117.08,0,24,0,0,TARIC_ANALYTICS,2024-01-10
2020-04,AT,ATCUST028,DK,01,14.754,61076064.86,5184683.25,0,0,GREEN,1,1,38.16,0,23,0,1,FRAUD_RISK_SYSTEM,2024-10-11
2020-05,HR,HRCUST029,IE,12,16.492,61151078.03,10684219.4,0,0,YELLOW,1,1,60.83,1,39,0,0,NATIONAL_CUSTOMS_ADMIN,2024-08-13
2020-06,DK,DKCUST030,PL,23,14.497,61203557.46,6061807.66,0,0,RED,1,1,113.69,1,44,1,0,ICS2_AGGREGATE,2025-11-02
2020-07,FR,FRCUST031,US,34,13.688,61262521.66,9146633.54,0,0,GREEN,0,1,28.86,1,31,0,0,TARIC_ANALYTICS,2025-07-22
2020-08,HU,HUCUST032,CA,45,13.107,61292414.81,3620691.83,0,0,YELLOW,0,1,46.1,1,24,1,1,FRAUD_RISK_SYSTEM,2024-04-23
2020-09,LV,LVCUST033,AU,56,6.427,61381257.27,4183792.79,0,0,RED,0,1,59.31,1,41,1,0,NATIONAL_CUSTOMS_ADMIN,2025-05-15
2020-10,MT,MTCUST034,DK,67,5.24,61432435.03,2884626.69,0,0,GREEN,0,1,44.28,0,8,1,1,ICS2_AGGREGATE,2025-09-10
2020-11,PT,PTCUST035,IE,78,2.433,61460624.46,1046492.37,0,0,YELLOW,0,1,41.57,0,12,1,1,TARIC_ANALYTICS,2024-10-10
2020-12,SI,SICUST036,PL,89,6.52,61537392.05,2511698.53,0,0,RED,0,1,65.07,1,45,0,1,FRAUD_RISK_SYSTEM,2024-04-07
2021-01,AT,ATCUST037,US,01,7.542,61565890.37,3626955.51,0,1,GREEN,0,1,13.13,1,2,0,1,NATIONAL_CUSTOMS_ADMIN,2024-10-15
2021-02,HR,HRCUST038,CA,12,16.379,61616198.4,6321525.63,0,0,YELLOW,0,1,6.91,0,24,0,0,ICS2_AGGREGATE,2025-09-03
2021-03,DK,DKCUST039,AU,23,3.333,61673587.53,1250795.7,0,0,RED,0,1,3.49,0,35,0,0,TARIC_ANALYTICS,2024-01-02
2021-04,FR,FRCUST040,DK,34,2.113,61760808.63,1022310.56,0,0,GREEN,0,0,65.88,1,34,1,1,FRAUD_RISK_SYSTEM,2024-07-08
2021-05,HU,HUCUST041,IE,45,5.257,61780452.02,1760833.34,1,0,YELLOW,0,1,51.66,0,23,0,0,NATIONAL_CUSTOMS_ADMIN,2025-08-21
2021-06,LV,LVCUST042,PL,56,1.299,61855647.59,472170.21,0,0,RED,0,1,69.32,1,20,0,0,ICS2_AGGREGATE,2025-04-29
2021-07,MT,MTCUST043,US,67,10.964,61904519.48,4599220.2,0,0,GREEN,0,1,36.16,0,19,1,0,TARIC_ANALYTICS,2025-08-12
2021-08,PT,PTCUST044,CA,78,0.57,61982749.98,344393.31,0,0,YELLOW,0,1,66.49,0,35,1,1,FRAUD_RISK_SYSTEM,2025-06-11
2021-09,SI,SICUST045,AU,89,9.275,62007661.78,5883858.38,0,0,RED,0,0,14.98,1,36,0,0,NATIONAL_CUSTOMS_ADMIN,2025-01-31
2021-10,AT,ATCUST046,DK,01,3.812,62090202.15,2237939.91,0,0,GREEN,1,1,5.33,1,41,0,1,ICS2_AGGREGATE,2024-06-28
2021-11,HR,HRCUST047,IE,12,12.139,62149141.61,5759816.64,0,0,YELLOW,0,1,18.27,1,16,0,0,TARIC_ANALYTICS,2024-09-04
2021-12,DK,DKCUST048,PL,23,13.846,62163475.58,8242784.19,0,0,RED,0,1,129.5,1,30,0,0,FRAUD_RISK_SYSTEM,2026-02-15
2022-01,FR,FRCUST049,US,34,14.047,62260875.44,8656601.69,0,0,GREEN,0,1,28.99,0,1,0,0,NATIONAL_CUSTOMS_ADMIN,2025-09-01
2022-02,HU,HUCUST050,CA,45,3.837,62276584.85,1189087.51,0,0,YELLOW,0,1,82.28,0,12,0,1,ICS2_AGGREGATE,2025-02-14
2022-03,LV,LVCUST051,AU,56,11.732,62334286.84,5653905.95,0,0,RED,0,1,40.94,0,43,0,0,TARIC_ANALYTICS,2024-01-18
2022-04,MT,MTCUST052,DK,67,4.967,62389091.23,1846508.46,0,0,GREEN,0,1,52.88,1,13,0,0,FRAUD_RISK_SYSTEM,2024-06-17
2022-05,PT,PTCUST053,IE,78,1.646,62449762.37,681695.0,0,0,YELLOW,0,1,4.35,0,36,0,0,NATIONAL_CUSTOMS_ADMIN,2024-06-12
2022-06,SI,SICUST054,PL,89,15.953,62519685.89,6612611.07,0,0,RED,0,0,10.44,0,16,0,0,ICS2_AGGREGATE,2025-09-24
2022-07,AT,ATCUST055,US,01,10.645,62556208.76,5440541.76,0,0,GREEN,0,0,32.46,0,26,0,1,TARIC_ANALYTICS,2025-05-12
2022-08,HR,HRCUST056,CA,12,8.495,62639905.83,2899795.09,0,0,YELLOW,1,1,50.29,0,35,1,1,FRAUD_RISK_SYSTEM,2024-02-14
2022-09,DK,DKCUST057,AU,23,4.167,62675128.76,2059536.71,0,0,RED,0,1,71.05,1,32,1,0,NATIONAL_CUSTOMS_ADMIN,2025-09-01
2022-10,FR,FRCUST058,DK,34,16.541,62737745.04,10413860.48,1,0,GREEN,0,0,37.86,1,17,1,1,ICS2_AGGREGATE,2026-02-09
2022-11,HU,HUCUST059,IE,45,11.954,62770205.77,4952693.72,0,0,YELLOW,0,1,36.28,0,7,0,1,TARIC_ANALYTICS,2024-05-23
2022-12,LV,LVCUST060,PL,56,4.305,62824568.19,1539127.49,0,0,RED,0,1,86.25,0,20,1,1,FRAUD_RISK_SYSTEM,2025-10-14
2023-01,MT,MTCUST061,US,67,15.915,62921548.79,7243862.78,0,0,GREEN,0,1,45.61,1,17,0,0,NATIONAL_CUSTOMS_ADMIN,2024-08-14
2023-02,PT,PTCUST062,CA,78,14.582,62966082.99,6158251.64,1,0,YELLOW,0,0,45.82,0,26,0,0,ICS2_AGGREGATE,2025-09-23
2023-03,SI,SICUST063,AU,89,3.093,62997434.16,1900588.7,0,1,RED,0,1,29.52,0,26,1,1,TARIC_ANALYTICS,2024-10-13
2023-04,AT,ATCUST064,DK,01,13.217,63072725.83,8579329.17,0,0,GREEN,1,0,52.14,0,13,1,0,FRAUD_RISK_SYSTEM,2025-09-16
2023-05,HR,HRCUST065,IE,12,15.794,63106572.71,4657262.15,0,0,YELLOW,1,1,29.25,0,0,1,0,NATIONAL_CUSTOMS_ADMIN,2025-12-29
2023-06,DK,DKCUST066,PL,23,10.681,63159553.72,6368372.57,1,0,RED,0,1,105.44,0,21,0,1,ICS2_AGGREGATE,2024-01-15
2023-07,FR,FRCUST067,US,34,7.025,63218969.47,2964582.08,0,0,GREEN,0,1,57.93,0,39,1,1,TARIC_ANALYTICS,2025-03-23
2023-08,HU,HUCUST068,CA,45,0.304,63277790.2,165602.46,0,0,YELLOW,0,1,25.41,0,26,0,0,FRAUD_RISK_SYSTEM,2024-07-23
2023-09,LV,LVCUST069,AU,56,8.832,63338633.87,3659241.04,0,0,RED,0,0,17.96,0,26,0,1,NATIONAL_CUSTOMS_ADMIN,2025-03-06
2023-10,MT,MTCUST070,DK,67,0.209,63390964.37,96206.5,0,0,GREEN,0,1,30.53,0,42,0,1,ICS2_AGGREGATE,2025-02-15
2023-11,PT,PTCUST071,IE,78,3.197,63442139.93,2028447.44,0,0,YELLOW,0,1,19.17,1,8,0,1,TARIC_ANALYTICS,2025-10-12
2023-12,SI,SICUST072,PL,89,3.215,63495359.47,1921178.3,0,0,RED,0,1,100.46,0,4,1,0,FRAUD_RISK_SYSTEM,2026-02-20
2024-01,AT,ATCUST073,US,01,0.178,63582553.53,97953.33,0,0,GREEN,0,1,66.82,0,25,1,1,NATIONAL_CUSTOMS_ADMIN,2024-09-30
2024-02,HR,HRCUST074,CA,12,9.06,63625725.33,5759783.61,0,0,YELLOW,1,1,20.89,0,16,0,0,ICS2_AGGREGATE,2026-01-28
2024-03,DK,DKCUST075,AU,23,11.509,63671392.92,4103154.07,0,0,RED,0,1,35.31,1,36,0,0,TARIC_ANALYTICS,2024-12-18
2024-04,FR,FRCUST076,DK,34,11.728,63702508.31,3561027.82,0,0,GREEN,0,1,26.4,0,11,0,0,FRAUD_RISK_SYSTEM,2024-02-02
2024-05,HU,HUCUST077,IE,45,5.065,63760246.72,2087362.84,0,1,YELLOW,0,1,70.8,0,28,0,1,NATIONAL_CUSTOMS_ADMIN,2026-02-19
