tech_infra_project_start_date,tech_infra_project_id,tech_infra_project_type_code,tech_infra_funding_source_code,tech_infra_total_budget_inr,tech_infra_matching_funds_inr,tech_infra_km_fiber_planned,tech_infra_km_fiber_completed,tech_infra_locations_planned,tech_infra_locations_connected,tech_infra_construction_status_code,tech_infra_permits_issued_count,tech_infra_right_of_way_delay_days,tech_infra_contractor_id,tech_infra_workforce_local_hire_pct,tech_infra_equipment_supply_risk_score,tech_infra_open_access_policy_flag,tech_infra_community_anchor_sites_connected,tech_infra_performance_milestone_met_flag,tech_infra_project_closeout_date
2021-01-14,INFK01R4RETEC,FIBER_BACKBONE,USOF,175376736,80270000,1386.2,1152.1,56628,42852,IN_PROGRESS,573,223,CON2714420,68.4,0.905,1,1002,1,
2023-04-14,INFCVQ7U32WD4,SAT_GATEWAY,PPP,84160880,41028522,579.2,559.5,167410,8050,CANCELLED,1249,51,CON5211054,42.5,0.003,0,2019,0,2022-03-29
2021-12-14,INFTLMLPTVYA2,COMMUNITY_WIFI,STATE_GRANT,173034302,44370882,950.9,405.5,39352,7807,CANCELLED,1413,334,CON4967062,46.0,0.087,0,2183,0,2022-11-01
2021-05-19,INFM67DREM95Q,LAST_MILE,MDB_LOAN,152752964,56312197,9.7,0.9,49531,39033,COMPLETED,1022,160,CON5441773,58.4,0.525,1,1192,1,2025-09-14
2023-05-14,INF514S62JOQH,COMMUNITY_WIFI,PRIVATE_CAPEX,23049855,996190,1153.9,649.5,198418,65849,IN_PROGRESS,42,262,CON9913755,50.0,0.896,0,252,1,
2025-12-16,INFWG5KRVUUK8,COMMUNITY_WIFI,PPP,2560912,625094,1198.1,1002.5,191823,148546,PLANNED,1072,162,CON1488950,7.2,0.198,1,31,0,
2022-10-31,INFKR6AWTTJ9E,LAST_MILE,STATE_GRANT,18916721,1639959,655.0,23.8,147984,98840,COMPLETED,814,146,CON8066105,93.5,0.684,1,1632,0,2024-10-20
2022-11-09,INFXY8MQ1VVAG,FIBER_BACKBONE,PRIVATE_CAPEX,17639972,2938010,1452.6,1320.6,212745,130874,COMPLETED,735,147,CON1154993,85.0,0.148,0,2936,1,2025-01-27
2019-06-30,INFRA2T7B9SID,COMMUNITY_WIFI,USOF,64764235,10362469,392.9,343.8,179566,20943,ON_HOLD,742,170,CON1463475,57.3,0.887,0,1095,1,
2024-07-21,INFIRQ43XWF3I,SAT_GATEWAY,USOF,96823074,21456557,92.8,90.5,139819,101018,COMPLETED,899,362,CON0239912,83.6,0.16,0,1950,1,2023-12-27
2025-06-24,INF45AAC0HMJL,SAT_GATEWAY,USOF,201961601,22311491,620.8,536.0,103648,4058,PLANNED,550,236,CON5905419,45.3,0.389,0,634,1,
2020-08-07,INF4SR1UN4BDH,TOWER_UPGRADE,MDB_LOAN,61052009,25115293,199.7,121.8,116635,40372,COMPLETED,541,168,CON7094759,44.0,0.468,0,1538,1,2024-03-20
2020-08-03,INF4CDKP2OTH7,LAST_MILE,PRIVATE_CAPEX,118641547,73384430,133.7,92.3,173292,101388,COMPLETED,121,316,CON8700878,33.6,0.975,0,1885,1,2022-03-06
2020-05-06,INFIMID3G2XST,SAT_GATEWAY,USOF,98166919,63036832,550.0,478.5,146071,26945,PLANNED,26,261,CON1432759,79.3,0.872,1,2238,0,
2021-08-29,INFOU79JAUIEY,FIBER_BACKBONE,PRIVATE_CAPEX,12826107,1622966,1052.3,559.8,37637,3489,CANCELLED,638,4,CON0623241,29.9,0.833,1,323,0,2021-11-15
2022-09-30,INFF0H3ES6EYK,COMMUNITY_WIFI,PPP,144056623,82163866,1066.7,18.1,246234,105229,CANCELLED,430,281,CON0736627,30.6,0.787,1,2049,1,2020-01-21
2022-11-26,INFBJ58V9CIW8,SAT_GATEWAY,STATE_GRANT,171639084,95596539,876.1,318.3,118317,50967,ON_HOLD,463,329,CON7055130,56.7,0.102,0,2625,0,
2020-10-31,INF900EW5F8KZ,TOWER_UPGRADE,STATE_GRANT,12476689,1382666,876.4,391.5,199735,48544,CANCELLED,1382,204,CON4555911,15.9,0.265,0,2922,0,2025-08-11
2019-03-23,INFLDDK9BDCXF,TOWER_UPGRADE,USOF,175258712,20988340,1215.5,326.4,146875,135828,IN_PROGRESS,881,106,CON6998961,87.2,0.76,1,1033,0,
2025-06-21,INFSXLVNHVJDP,SAT_GATEWAY,STATE_GRANT,39242972,21950807,726.7,722.8,223387,50654,IN_PROGRESS,1178,0,CON0247954,19.5,0.648,1,1873,0,
2023-01-19,INF3XCF7CUI4B,FIBER_BACKBONE,STATE_GRANT,22541855,15324978,363.1,346.7,90048,44131,IN_PROGRESS,1396,42,CON0778798,48.3,0.696,1,2003,1,
2020-10-07,INFDHYG58DP77,TOWER_UPGRADE,PRIVATE_CAPEX,143637795,30334146,313.4,39.5,79056,70539,ON_HOLD,1232,264,CON1609744,76.5,0.197,1,2121,0,
2022-10-01,INF8GQ73UI5XV,SAT_GATEWAY,PRIVATE_CAPEX,155149495,90831044,722.0,484.8,77850,21604,IN_PROGRESS,1120,56,CON3208629,67.0,0.387,0,844,0,
2019-07-23,INFRPX3EJ8E8B,COMMUNITY_WIFI,MDB_LOAN,107205859,45890262,1106.8,829.6,176841,69763,ON_HOLD,23,315,CON8984374,28.6,0.089,1,2573,1,
2020-06-17,INFTOBMPG02QC,FIBER_BACKBONE,STATE_GRANT,87661465,47844534,86.7,69.6,31077,2396,CANCELLED,999,350,CON3333940,89.1,0.058,1,596,1,2020-04-20
2021-07-11,INFSL2LBA22FO,FIBER_BACKBONE,STATE_GRANT,17572404,4695337,582.3,187.0,231534,51137,CANCELLED,1040,249,CON4057762,58.3,0.249,1,2831,0,2021-01-25
2022-12-19,INFY33EO7SLWE,COMMUNITY_WIFI,PPP,146284113,8888377,959.9,179.0,156611,132766,ON_HOLD,185,149,CON6047336,16.5,0.445,0,504,0,
2024-03-04,INFMZ0FMU7MUP,FIBER_BACKBONE,USOF,76588770,46615093,420.3,262.7,97054,94602,PLANNED,845,278,CON3635114,93.2,0.988,1,2095,1,
2021-10-09,INF22QB3S82IQ,FIBER_BACKBONE,USOF,172563926,106162037,20.4,13.0,26054,3820,IN_PROGRESS,299,233,CON9967564,6.8,0.815,0,752,1,
2019-08-11,INF3GMGU3XEHA,SAT_GATEWAY,PRIVATE_CAPEX,176029303,62803862,1222.8,1018.7,8816,5360,PLANNED,1493,292,CON9217838,11.6,0.82,0,2517,0,
2024-12-09,INFXJHN1QFYYK,SAT_GATEWAY,PPP,87742464,26558549,540.8,501.1,163057,90379,ON_HOLD,894,254,CON7395207,89.2,0.265,0,428,0,
2022-02-02,INFP484PQBNEX,LAST_MILE,MDB_LOAN,20334640,9783469,982.8,771.6,76103,67155,IN_PROGRESS,457,70,CON5583898,97.3,0.889,0,1930,1,
2019-07-04,INF3I46N46EX0,FIBER_BACKBONE,PRIVATE_CAPEX,38184656,4132637,292.7,207.4,44260,7462,CANCELLED,568,24,CON3933868,23.0,0.577,1,892,0,2025-06-23
2020-10-16,INFLA0A39JPHR,LAST_MILE,PRIVATE_CAPEX,110288711,64475902,55.0,41.6,112055,99011,CANCELLED,1052,15,CON0195572,82.8,0.872,0,2657,0,2022-07-20
2021-10-20,INFQOLFWN9CUF,COMMUNITY_WIFI,PRIVATE_CAPEX,52846421,8256327,193.8,143.3,141131,5132,COMPLETED,776,132,CON5509120,11.8,0.75,0,1218,1,2021-04-01
2020-03-03,INFJXD606MS0N,TOWER_UPGRADE,MDB_LOAN,217358572,85764692,1197.8,1132.8,179408,149021,ON_HOLD,432,122,CON0496552,15.2,0.243,1,139,0,
2021-02-26,INFRFKANVE6YC,LAST_MILE,PPP,114313863,11766760,1073.2,317.5,21778,13704,COMPLETED,1184,160,CON6393993,95.5,0.383,1,2023,1,2022-04-03
2021-10-08,INF3RF7LCIP1R,SAT_GATEWAY,MDB_LOAN,148512401,14875601,429.3,159.0,109024,77121,PLANNED,639,67,CON5644955,56.8,0.439,0,2918,0,
2023-06-24,INF1YY6RAPPIP,TOWER_UPGRADE,PPP,90761212,14060419,918.7,720.2,233931,175865,PLANNED,1455,343,CON5216090,92.7,0.059,0,918,1,
2023-05-07,INFB2U8R28E9E,SAT_GATEWAY,STATE_GRANT,203425147,37952060,252.0,67.3,20505,14891,PLANNED,706,343,CON7519481,74.7,0.508,1,2626,0,
2020-07-18,INF72VH2L0FB4,TOWER_UPGRADE,PRIVATE_CAPEX,8534473,5250471,1469.2,959.3,226453,77356,PLANNED,32,296,CON6359862,82.2,0.709,0,1375,1,
2022-12-08,INFNREG85QV47,TOWER_UPGRADE,PRIVATE_CAPEX,122670313,52887312,1341.0,532.5,203217,132109,IN_PROGRESS,693,277,CON5764721,41.0,0.869,0,982,0,
2022-11-10,INF8DASEIGPV2,COMMUNITY_WIFI,MDB_LOAN,186714177,50475752,1300.7,276.9,125756,113791,ON_HOLD,594,241,CON7296974,60.4,0.37,0,576,0,
2021-04-01,INFIEV96DTW20,COMMUNITY_WIFI,USOF,129865288,31976452,314.7,13.0,202584,24786,ON_HOLD,677,22,CON2729989,63.8,0.586,1,1402,1,
2022-06-21,INFCGU4AS81BQ,TOWER_UPGRADE,PRIVATE_CAPEX,151333158,96197012,629.1,57.8,237959,92939,COMPLETED,779,275,CON3139315,90.2,0.959,1,1243,1,2025-05-02
2024-07-20,INFQZPS9JEU2F,LAST_MILE,PRIVATE_CAPEX,184384682,2073197,686.3,393.0,247584,124754,PLANNED,767,302,CON0343197,50.1,0.314,1,841,1,
2019-12-08,INFH7GVMG1420,TOWER_UPGRADE,USOF,147270266,72708707,27.4,19.6,147682,7078,COMPLETED,1174,329,CON2551244,48.5,0.106,1,1100,1,2020-10-07
2020-01-08,INFAEYT8RIU9F,TOWER_UPGRADE,MDB_LOAN,63381702,27373474,152.3,150.7,157153,127019,COMPLETED,669,233,CON6632717,67.0,0.992,0,1593,0,2025-08-05
2023-10-31,INFYTRA0C8I06,TOWER_UPGRADE,PPP,28568233,4319150,818.5,507.6,193043,157011,IN_PROGRESS,979,136,CON4555479,32.7,0.267,0,410,0,
2021-10-22,INFNRISI9MYVM,LAST_MILE,PRIVATE_CAPEX,148748538,57250250,800.6,356.2,186647,86930,CANCELLED,826,86,CON5442522,57.7,0.128,1,1984,1,2021-02-11
2020-04-25,INF03NLRN1IYS,COMMUNITY_WIFI,PPP,247681933,38671751,1043.3,225.5,108845,81598,ON_HOLD,1308,315,CON4090028,83.8,0.268,1,1859,0,
2024-01-12,INF2JX215SW3V,TOWER_UPGRADE,PRIVATE_CAPEX,141630281,91621631,185.2,77.8,123673,14717,PLANNED,1354,73,CON0754280,13.9,0.779,1,609,0,
2023-02-17,INF36NDCDT0G5,SAT_GATEWAY,MDB_LOAN,16627175,1391847,1384.7,221.7,78279,47340,COMPLETED,125,43,CON8256286,24.5,0.195,1,2114,0,2024-02-23
2026-01-31,INF43RO7EWDA4,COMMUNITY_WIFI,STATE_GRANT,1813272,1003377,514.6,260.3,237199,149981,ON_HOLD,787,342,CON7464168,63.7,0.361,0,782,0,
2019-08-11,INFMGA55TU1D1,COMMUNITY_WIFI,PPP,211297978,76489821,158.9,19.6,139081,111239,IN_PROGRESS,703,94,CON4039810,89.3,0.631,1,164,1,
2023-07-17,INFBPAYC65OCY,SAT_GATEWAY,USOF,212003302,103658619,814.0,121.7,190530,163107,CANCELLED,401,263,CON8474095,63.9,0.103,0,1697,0,2024-11-20
2022-09-04,INF17T36B6RI2,LAST_MILE,MDB_LOAN,236627315,131981442,631.7,516.4,198046,56839,PLANNED,86,30,CON3637912,69.1,0.642,1,1137,0,
2019-07-26,INFY1X0K92QIB,COMMUNITY_WIFI,STATE_GRANT,75834848,24523641,99.7,34.9,117268,64751,CANCELLED,1132,11,CON6906524,49.9,0.071,1,2061,0,2020-08-17
2025-03-14,INFT1WB9HBD9D,TOWER_UPGRADE,USOF,36914306,8758209,691.1,1.7,220082,217964,COMPLETED,815,253,CON8431264,40.6,0.783,0,1037,0,2021-12-22
2025-03-27,INFBWQ7NDLOHP,FIBER_BACKBONE,USOF,149242838,39826197,10.4,7.6,76385,24566,ON_HOLD,631,291,CON6088764,99.7,0.897,0,87,1,
2020-05-29,INFQ2VLYK8IAJ,LAST_MILE,PPP,193504966,78670653,1129.4,401.3,176298,143756,ON_HOLD,391,72,CON7588371,62.5,0.938,0,626,0,
2026-01-17,INFQSADHWPYMB,TOWER_UPGRADE,STATE_GRANT,224312511,133630073,706.1,519.2,201694,29648,ON_HOLD,1078,116,CON9265539,90.6,0.38,1,671,0,
2021-08-23,INFTVZ1CBH5FW,LAST_MILE,PPP,99450553,403909,628.6,284.8,43456,19072,ON_HOLD,1027,39,CON8555054,98.3,0.147,0,1129,0,
2022-06-07,INFPBD5DK26B3,FIBER_BACKBONE,STATE_GRANT,212297074,136272622,1443.2,307.1,61187,25517,PLANNED,1479,219,CON3043646,52.8,0.685,0,1504,1,
2022-08-25,INFTXKJOY1J0N,FIBER_BACKBONE,PRIVATE_CAPEX,87607262,20221690,1172.9,111.1,38885,31427,ON_HOLD,997,38,CON2466859,59.4,0.991,0,437,0,
2024-10-29,INFFZVATJ87R8,LAST_MILE,STATE_GRANT,22123207,1384733,1101.5,190.5,191760,9360,PLANNED,1176,75,CON4418398,47.4,0.138,0,605,0,
2024-03-08,INFC0K2OM5JA2,SAT_GATEWAY,STATE_GRANT,54513352,10582276,572.8,302.0,163503,132900,IN_PROGRESS,324,42,CON5921733,66.5,0.092,1,1441,1,
2023-09-01,INF7ZBLUS6O45,COMMUNITY_WIFI,MDB_LOAN,150172404,40037831,723.1,452.6,233082,86147,IN_PROGRESS,1066,324,CON9808187,11.7,0.155,1,2904,1,
2020-11-11,INFIHN8V85GYG,TOWER_UPGRADE,MDB_LOAN,213447605,73801727,1134.9,1104.2,160621,113646,ON_HOLD,472,342,CON4071054,91.1,0.379,0,2332,0,
2020-12-20,INFJ3SWAL7Y46,TOWER_UPGRADE,PPP,155084966,5245201,998.4,464.5,98040,75226,CANCELLED,1282,43,CON2053123,17.8,0.231,1,2156,0,2023-08-17
2024-08-02,INFP1VX8LCNXZ,COMMUNITY_WIFI,PRIVATE_CAPEX,116323504,30461172,1116.1,127.9,27208,18523,ON_HOLD,206,167,CON7976459,31.0,0.437,0,1743,0,
2025-04-19,INFGRPR8GY1D4,FIBER_BACKBONE,STATE_GRANT,122407202,19801003,582.3,343.5,89663,34077,IN_PROGRESS,883,135,CON7780782,83.0,0.444,1,2907,0,
2025-11-24,INFCYXKDUCLNN,SAT_GATEWAY,USOF,9122012,1432222,1018.4,829.7,240508,36829,ON_HOLD,901,219,CON6562933,42.0,0.618,1,2202,1,
2024-01-21,INFLW2VYSIJ28,LAST_MILE,STATE_GRANT,63358387,13823108,35.6,31.6,220706,204662,PLANNED,161,114,CON1818378,71.3,0.677,0,1255,0,
2020-08-19,INFD0XCCCPOT4,LAST_MILE,STATE_GRANT,76963845,38189922,1265.7,912.3,959,624,COMPLETED,642,150,CON5721951,89.3,0.211,0,2081,0,2023-04-05
2019-10-20,INFRL8JRCF7HU,COMMUNITY_WIFI,MDB_LOAN,175521397,84458969,834.6,493.8,215438,48770,COMPLETED,541,176,CON9977973,51.4,0.232,1,1458,1,2024-07-07
2022-01-22,INFQ6TR8N3FNO,SAT_GATEWAY,USOF,237509617,134802322,1170.6,1161.2,208399,166450,CANCELLED,403,78,CON4706305,47.3,0.405,1,2109,1,2022-06-28
2024-05-19,INFYP7BTGNB25,TOWER_UPGRADE,PRIVATE_CAPEX,224276103,14628619,782.7,668.4,23135,2776,ON_HOLD,906,33,CON5008871,64.3,0.655,0,1956,0,
2021-08-31,INFYGH0YO6X5L,FIBER_BACKBONE,USOF,235683415,43761244,937.3,928.9,161376,19626,IN_PROGRESS,86,171,CON9235096,39.3,0.917,1,2937,1,
2021-09-28,INFMIOUU8LLED,TOWER_UPGRADE,USOF,76841859,37997797,1071.6,77.2,27629,9265,IN_PROGRESS,1114,17,CON9703986,44.2,0.323,0,109,1,
2019-07-26,INFPAPUVDNEFT,COMMUNITY_WIFI,USOF,45186049,3363209,792.2,304.0,78341,52682,PLANNED,250,163,CON8412507,57.7,0.293,0,979,0,
2022-11-12,INFG6P4R62D6L,COMMUNITY_WIFI,STATE_GRANT,39572531,8097273,91.9,41.9,26037,4697,CANCELLED,907,6,CON5493885,65.9,0.681,0,1462,0,2022-10-14
2023-11-21,INFVFT0DAP8ZQ,LAST_MILE,PRIVATE_CAPEX,181191508,114123415,300.1,201.4,140365,113209,ON_HOLD,1101,187,CON1854860,75.0,0.475,0,250,0,
2022-12-05,INF7FUFMY4J1C,COMMUNITY_WIFI,USOF,61248112,33020467,28.4,1.8,100151,71278,IN_PROGRESS,331,172,CON5419980,80.5,0.996,0,2973,0,
2024-03-24,INFNBIJ6OFB8Q,TOWER_UPGRADE,PRIVATE_CAPEX,20738431,6990265,119.3,93.5,247389,233417,IN_PROGRESS,378,312,CON0309524,59.0,0.194,0,2054,0,
2023-02-01,INF28L8QLSGAS,COMMUNITY_WIFI,STATE_GRANT,41614654,15842130,1348.7,270.0,137205,101070,CANCELLED,141,184,CON3297374,52.2,0.78,0,313,0,2024-02-12
2021-08-09,INFZPGVQMVTTT,SAT_GATEWAY,PPP,12083020,2772744,327.6,298.0,229007,178968,CANCELLED,134,108,CON0878367,77.2,0.705,0,2789,0,2025-05-03
2019-10-09,INFHR7FP407KE,TOWER_UPGRADE,STATE_GRANT,237209946,10158913,837.2,416.4,219515,33557,COMPLETED,1472,350,CON6705819,49.2,0.697,0,957,0,2021-03-13
2022-07-21,INF07XPUCYCGX,FIBER_BACKBONE,STATE_GRANT,245219424,156074215,1419.5,427.8,99347,86417,ON_HOLD,687,328,CON1925835,1.2,0.433,1,484,1,
2019-06-04,INFL8G3R07F4M,FIBER_BACKBONE,USOF,148190254,49091425,1091.9,685.1,163819,82316,CANCELLED,492,328,CON2088392,2.1,0.348,0,1587,0,2021-10-20
2019-12-11,INFP6FDIK0M9N,LAST_MILE,STATE_GRANT,45539647,5160221,789.6,187.1,177445,43120,ON_HOLD,517,204,CON7044288,45.3,0.221,0,1604,1,
2024-10-05,INFZ1BPURFCTY,FIBER_BACKBONE,PRIVATE_CAPEX,228254913,155660712,387.6,326.9,29574,3797,COMPLETED,1148,177,CON2319658,47.2,0.93,1,1662,1,2021-11-30
2020-02-27,INFYF3B3CJWWW,LAST_MILE,USOF,155560564,88529379,857.9,49.2,124288,110337,CANCELLED,961,75,CON8354653,95.1,0.383,0,591,0,2025-11-16
2022-10-26,INFYVROER2BM8,SAT_GATEWAY,USOF,106809702,59286512,749.7,310.4,51833,2283,ON_HOLD,35,291,CON7328209,62.4,0.057,1,1807,0,
2020-01-25,INF0Y50M9VYYG,LAST_MILE,USOF,112871385,71568284,160.2,23.7,103572,81677,PLANNED,1062,3,CON9443587,69.6,0.678,1,2905,0,
2022-09-05,INFJY8ZI33N3K,FIBER_BACKBONE,STATE_GRANT,129733309,9338582,266.4,71.2,21072,18665,IN_PROGRESS,200,312,CON6238438,11.5,0.773,0,2088,1,
2024-08-15,INFI4VF6MJTUT,TOWER_UPGRADE,PRIVATE_CAPEX,28109555,15955541,910.0,529.6,157228,33246,COMPLETED,1054,18,CON1154095,3.4,0.473,0,1116,0,2025-06-30
2023-08-30,INFDNSDA5W8EG,COMMUNITY_WIFI,STATE_GRANT,75876119,38053370,127.4,28.4,215052,76926,COMPLETED,276,274,CON7994331,78.0,0.672,0,1453,1,2025-06-16
2023-05-27,INF7LD4B0JJYT,COMMUNITY_WIFI,MDB_LOAN,206227219,76741397,1323.3,572.3,230196,175570,COMPLETED,1081,112,CON8533495,90.9,0.313,1,233,1,2024-02-02
2023-06-27,INFH7FQM7NAUN,FIBER_BACKBONE,PPP,163368320,23898032,1296.1,1173.2,26827,16101,ON_HOLD,612,313,CON4954598,32.4,0.024,0,1382,1,
2025-02-23,INFZMK4H0JJ3D,LAST_MILE,USOF,51642683,18739349,577.4,524.2,236885,92267,PLANNED,865,334,CON9245526,43.0,0.803,0,2846,0,
2024-03-15,INFMSMXVSWQGQ,LAST_MILE,MDB_LOAN,104537447,509472,318.7,211.2,5871,75,ON_HOLD,965,357,CON6729158,36.5,0.177,0,680,0,
2020-11-13,INF3BMONK1ZGM,LAST_MILE,PPP,36422047,4385859,1399.8,1190.1,141368,126925,COMPLETED,1470,203,CON9259452,88.8,0.839,0,2535,1,2024-05-31
2022-05-31,INF7IH51MK2XI,COMMUNITY_WIFI,PRIVATE_CAPEX,109792872,31130220,1140.9,932.1,39816,15266,CANCELLED,457,31,CON1430837,45.4,0.885,0,2316,0,2020-12-28
2022-04-08,INF0FTAJGP43U,TOWER_UPGRADE,USOF,171635507,73815559,566.1,465.8,221204,71284,IN_PROGRESS,746,326,CON7537987,47.9,0.948,0,1202,1,
2019-11-04,INFD9J5S3WX6N,SAT_GATEWAY,STATE_GRANT,150328282,54438252,666.6,448.2,198371,185775,PLANNED,1338,162,CON2243436,82.5,0.993,1,2493,0,
2019-01-23,INFRZ9UVCA6PQ,COMMUNITY_WIFI,PRIVATE_CAPEX,85572728,39989473,323.8,27.8,133631,31134,COMPLETED,174,142,CON9661379,74.9,0.939,1,1106,1,2022-09-01
2023-11-16,INFH6SFO6RMI0,LAST_MILE,PPP,131473654,41676872,1485.8,526.6,12080,9841,PLANNED,703,56,CON3721752,18.0,0.541,0,2814,0,
2023-10-07,INFC45AF1333Z,FIBER_BACKBONE,STATE_GRANT,228012113,58908034,1151.4,1056.4,227699,182227,CANCELLED,515,238,CON5759962,22.6,0.447,0,2594,0,2022-03-11
2020-05-13,INF4V37M5HOI2,SAT_GATEWAY,MDB_LOAN,91559406,10227081,179.9,3.7,188057,131705,COMPLETED,317,59,CON0205925,62.3,0.878,1,1,0,2025-07-11
2023-12-07,INF0WYGGEAOZP,FIBER_BACKBONE,PPP,181035811,71011945,1273.2,1189.7,153306,65300,PLANNED,1089,13,CON1395592,33.6,0.242,0,2293,0,
2019-02-28,INFC9U4RIS06R,FIBER_BACKBONE,PRIVATE_CAPEX,46481280,28138431,497.2,3.0,39121,14933,CANCELLED,68,264,CON7513438,33.3,0.388,0,97,1,2022-05-15
2019-10-02,INF61WUS0CYLJ,COMMUNITY_WIFI,STATE_GRANT,43125419,28625161,1369.8,1259.9,116635,30210,IN_PROGRESS,1078,127,CON6510000,61.3,0.857,0,1622,0,
2023-09-28,INF2GM8P5YC3A,SAT_GATEWAY,MDB_LOAN,46164057,4837036,879.2,495.1,77045,808,IN_PROGRESS,1321,50,CON1788856,47.9,0.795,0,2500,0,
2025-11-21,INF272BR981BI,COMMUNITY_WIFI,USOF,136114723,20085101,910.9,221.6,157125,100793,COMPLETED,489,94,CON2265678,68.7,0.046,0,1413,1,2023-06-20
2021-01-07,INFOZX3AWYQFW,SAT_GATEWAY,PRIVATE_CAPEX,138596961,27141563,131.7,91.5,231294,172112,IN_PROGRESS,153,206,CON7909149,49.4,0.679,1,256,1,
2025-11-23,INFRCK69M1T4X,LAST_MILE,PPP,21410844,14608174,1110.9,455.0,205067,165679,IN_PROGRESS,1455,125,CON7460093,50.2,0.463,0,1608,1,
2023-10-28,INFRGODDPYALL,COMMUNITY_WIFI,PRIVATE_CAPEX,156109003,99478516,499.3,92.1,746,389,CANCELLED,992,352,CON8737804,5.4,0.225,1,2383,1,2020-05-11
2020-03-27,INF7MXPAZVDOV,COMMUNITY_WIFI,MDB_LOAN,195160055,100268317,1340.8,1099.0,118608,26827,IN_PROGRESS,1238,364,CON8476301,78.4,0.297,0,603,0,
2025-10-14,INFCJL3HXR2SX,FIBER_BACKBONE,MDB_LOAN,138266453,85883465,1008.2,291.1,130014,4901,COMPLETED,529,189,CON6016164,36.3,0.989,1,1118,0,2021-03-04
2019-03-15,INFI2GRZSRXIM,SAT_GATEWAY,PRIVATE_CAPEX,60451765,11790841,515.7,59.7,114513,43871,PLANNED,457,186,CON6553906,62.1,0.782,0,2771,1,
2019-10-03,INFS1ZEKTGEJ0,SAT_GATEWAY,MDB_LOAN,180702974,38650494,484.2,221.0,218100,138813,CANCELLED,554,113,CON4025972,33.8,0.471,0,898,0,2023-10-20
2019-09-14,INFDAAAF59TSN,TOWER_UPGRADE,MDB_LOAN,58103462,36451945,689.6,414.6,234724,221128,PLANNED,152,61,CON0646672,28.5,0.635,0,2409,0,
2023-11-07,INF8R8AE1SGIO,TOWER_UPGRADE,MDB_LOAN,170784492,114003082,548.2,173.4,108404,67845,ON_HOLD,280,11,CON6460454,38.1,0.368,0,283,0,
2024-12-26,INF5991KDGOFV,SAT_GATEWAY,MDB_LOAN,65067829,6491650,1123.6,931.0,74869,38820,COMPLETED,1219,276,CON3795200,97.7,0.732,0,1362,1,2021-02-20
2023-06-28,INF8XAO914AM5,COMMUNITY_WIFI,MDB_LOAN,203069776,14522354,1379.3,116.9,18859,16242,ON_HOLD,1458,178,CON9363920,0.9,0.975,0,2112,0,
2022-11-18,INFGZFVIU12L6,SAT_GATEWAY,USOF,173271438,90252047,725.6,584.1,47625,16398,PLANNED,213,163,CON6703524,40.5,0.762,0,749,0,
2022-12-24,INF9UJU1V2SH7,FIBER_BACKBONE,STATE_GRANT,16846675,1681836,1131.0,23.2,129483,92585,CANCELLED,380,172,CON5015120,11.5,0.095,1,237,1,2025-03-16
2022-06-26,INFAF7HUYW3OH,SAT_GATEWAY,PPP,171215863,5854679,503.1,414.8,133869,52779,CANCELLED,219,2,CON6500929,74.0,0.031,1,2921,0,2023-04-09
2022-05-01,INFXF212V1NSR,FIBER_BACKBONE,USOF,1154570,550533,554.2,201.6,22114,1241,CANCELLED,29,186,CON7011641,12.9,0.482,1,1071,0,2022-01-06
2024-05-13,INFTVL368QT67,LAST_MILE,MDB_LOAN,69512539,14737799,1301.1,913.1,230673,203686,CANCELLED,799,142,CON1230033,49.3,0.409,0,2732,0,2021-09-17
2026-02-23,INFE9KSDBC6J8,COMMUNITY_WIFI,USOF,182877048,1508566,1411.5,1199.0,94699,8994,PLANNED,1201,275,CON0454662,32.3,0.675,1,1784,0,
2020-07-24,INFC7Y2XEDSCM,LAST_MILE,PPP,32402493,3537074,82.9,63.4,320,142,ON_HOLD,247,95,CON3025527,6.0,0.399,1,2291,1,
2021-02-21,INF7OD58Q65TA,FIBER_BACKBONE,STATE_GRANT,94001416,12333144,1293.5,534.5,160837,61047,CANCELLED,144,57,CON6647365,46.7,0.024,1,1917,0,2020-12-27
2019-08-11,INFQZYNRV6JAD,SAT_GATEWAY,STATE_GRANT,243784373,55663118,341.8,30.5,140643,88274,IN_PROGRESS,942,6,CON8699360,75.3,0.633,1,2214,0,
2019-07-21,INFKZ54QLVT5T,LAST_MILE,PPP,62813601,13500071,1394.5,1279.8,20730,18983,ON_HOLD,885,176,CON9383096,62.2,0.636,0,1174,0,
2020-12-12,INFNYMOLEBLZ9,COMMUNITY_WIFI,STATE_GRANT,230459022,25201717,1070.9,251.3,57479,9098,IN_PROGRESS,986,77,CON2280227,32.3,0.048,0,452,0,
2024-01-17,INF1CVIXUHQ2N,COMMUNITY_WIFI,PPP,86301791,42072685,100.9,91.2,167288,143686,COMPLETED,1053,214,CON1749055,69.3,0.484,1,1378,1,2024-07-27
2025-07-17,INFVFLWAWHCGO,COMMUNITY_WIFI,USOF,159388357,2736265,649.7,175.0,112918,80580,ON_HOLD,296,38,CON6018173,22.3,0.694,1,2621,0,
2020-02-11,INFE898DPE2AV,SAT_GATEWAY,STATE_GRANT,85260946,43264803,26.0,21.4,207804,190572,PLANNED,566,291,CON7210500,51.6,0.398,0,1741,0,
2026-01-19,INFHFS7NP5OCP,TOWER_UPGRADE,USOF,239283050,92167613,759.8,268.4,16389,7986,IN_PROGRESS,393,314,CON8335123,79.8,0.06,1,2525,1,
