edu_enroll_collection_date,edu_enroll_campus_id,edu_enroll_enrollment_total,edu_enroll_enrollment_by_grade_band,edu_enroll_new_entries_count,edu_enroll_withdrawals_count,edu_enroll_mobility_rate_pct,edu_enroll_average_daily_attendance,edu_enroll_seat_capacity,edu_enroll_class_size_average,edu_enroll_teacher_vacancy_count,edu_enroll_substitute_fill_rate_pct,edu_enroll_transport_ridership_count,edu_enroll_meal_program_participation,edu_enroll_after_school_participation,edu_enroll_internet_device_access_rate,edu_enroll_learning_loss_indicator,edu_enroll_weather_closure_days,edu_enroll_instructional_minutes_week,edu_enroll_data_quality_flag
2022-04-28,CAMP100988,2651,K12,31,182,27.49,2414,2779,26.94,18,78.47,3009,PAID_ONLY,46.13,58.77,MODERATE,4,1377,PASS
2022-04-29,CAMP100989,1705,MIDDLE,54,90,10.59,1604,1740,19.47,14,99.08,767,PAID_ONLY,67.67,57.57,MODERATE,0,1867,PASS
2022-04-30,CAMP100990,3101,HIGH,98,118,9.08,2669,3593,19.74,23,71.67,442,UNIVERSAL,64.09,65.38,HIGH,20,1884,PASS
2022-05-01,CAMP100991,2332,K12,94,147,21.46,2145,3022,28.18,14,67.65,2506,PAID_ONLY,64.95,81.72,LOW,20,1559,PASS
2022-05-02,CAMP100992,3212,K12,124,48,4.58,3146,4068,21.04,8,79.09,2430,MIXED,71.44,92.92,MODERATE,2,1295,WARN
2022-05-03,CAMP100993,3075,ELEM,145,59,8.36,2792,3876,18.12,29,49.69,468,PAID_ONLY,28.48,68.38,HIGH,5,1560,PASS
2022-05-04,CAMP100994,806,K12,113,186,22.6,766,1021,16.13,16,62.74,3453,MIXED,34.43,77.94,LOW,8,1287,PASS
2022-05-05,CAMP100995,2566,HIGH,86,199,5.59,2358,3397,27.51,7,54.63,2484,PAID_ONLY,50.54,69.25,UNKNOWN,15,1459,PASS
2022-05-06,CAMP100996,4033,ELEM,197,200,15.97,3658,4999,16.46,13,86.2,1474,UNIVERSAL,67.09,74.63,MODERATE,7,1371,PASS
2022-05-07,CAMP100997,4094,ELEM,162,154,15.62,3870,4850,31.66,1,55.71,3622,FREE_REDUCED,34.5,77.81,MODERATE,10,1458,PASS
2022-05-08,CAMP100998,2992,HIGH,134,186,11.71,2688,3837,22.79,3,85.21,2283,PAID_ONLY,63.67,70.16,UNKNOWN,19,1447,PASS
2022-05-09,CAMP100999,2310,HIGH,67,31,16.18,2049,2988,16.36,28,41.07,2330,FREE_REDUCED,3.66,83.01,MODERATE,5,1349,PASS
2022-05-10,CAMP101000,3559,MIDDLE,22,143,7.83,3358,4634,31.19,11,73.23,976,MIXED,49.98,87.23,HIGH,4,1464,PASS
2022-05-11,CAMP101001,1574,HIGH,157,69,1.69,1369,1697,14.69,21,42.89,3073,FREE_REDUCED,68.54,88.76,HIGH,1,1586,WARN
2022-05-12,CAMP101002,2113,MIDDLE,131,55,13.29,1889,2528,27.69,4,52.04,2743,PAID_ONLY,29.62,73.93,LOW,8,1851,PASS
2022-05-13,CAMP101003,2574,HIGH,38,137,5.85,2280,3250,29.92,16,63.89,1161,FREE_REDUCED,36.0,65.85,MODERATE,5,1240,PASS
2022-05-14,CAMP101004,2129,MIDDLE,58,138,9.07,1902,2753,20.04,7,54.56,1979,FREE_REDUCED,15.96,63.68,MODERATE,0,1734,PASS
2022-05-15,CAMP101005,735,K12,172,181,15.19,693,857,16.88,11,81.54,1590,MIXED,39.87,79.65,MODERATE,14,1537,PASS
2022-05-16,CAMP101006,2294,ELEM,177,19,17.44,2203,2462,19.5,14,68.37,1987,MIXED,24.86,55.14,MODERATE,19,1246,PASS
2022-05-17,CAMP101007,575,K12,27,56,0.76,519,672,18.14,20,52.48,3527,PAID_ONLY,14.23,92.77,MODERATE,15,1631,PASS
2022-05-18,CAMP101008,2403,ELEM,202,120,2.89,2185,2527,18.03,24,49.58,1541,UNIVERSAL,29.59,99.45,UNKNOWN,10,1599,PASS
2022-05-19,CAMP101009,2516,ELEM,215,147,6.62,2171,2840,20.46,3,51.67,3748,PAID_ONLY,2.17,85.33,MODERATE,19,1890,PASS
2022-05-20,CAMP101010,1838,ELEM,111,204,33.07,1522,1974,29.99,15,91.93,1903,FREE_REDUCED,24.51,91.84,LOW,11,1655,PASS
2022-05-21,CAMP101011,583,HIGH,181,9,27.26,557,612,25.88,0,48.27,3559,MIXED,22.15,98.4,LOW,7,1552,PASS
2022-05-22,CAMP101012,591,ELEM,206,180,12.25,569,791,15.29,4,98.96,1338,MIXED,70.43,94.78,MODERATE,13,1474,FAIL
2022-05-23,CAMP101013,4080,MIDDLE,191,137,3.89,3991,4615,14.87,10,87.43,3715,UNIVERSAL,46.59,76.44,MODERATE,12,1408,PASS
2022-05-24,CAMP101014,3440,MIDDLE,146,80,29.48,3033,4371,15.29,21,54.91,3774,UNIVERSAL,59.14,82.26,MODERATE,20,1788,PASS
2022-05-25,CAMP101015,1907,ELEM,80,67,32.7,1598,2299,17.38,14,46.87,1724,FREE_REDUCED,2.29,62.36,UNKNOWN,19,1645,PASS
2022-05-26,CAMP101016,2651,MIDDLE,118,7,28.35,2570,2794,26.35,23,61.03,3589,UNIVERSAL,71.59,69.63,MODERATE,6,1721,PASS
2022-05-27,CAMP101017,2711,ELEM,86,116,33.89,2429,3451,20.93,27,51.94,63,FREE_REDUCED,33.57,89.46,MODERATE,3,1726,PASS
2022-05-28,CAMP101018,1513,ELEM,104,169,21.02,1463,1894,19.36,2,46.2,2531,FREE_REDUCED,3.3,74.24,MODERATE,3,1607,PASS
2022-05-29,CAMP101019,1940,ELEM,108,46,7.68,1812,2542,15.8,15,42.14,757,MIXED,30.71,68.22,HIGH,2,1331,PASS
2022-05-30,CAMP101020,2385,ELEM,83,11,9.88,2129,2871,28.6,25,96.47,1794,PAID_ONLY,52.8,94.68,HIGH,18,1536,PASS
2022-05-31,CAMP101021,991,ELEM,33,64,8.44,829,1335,27.07,8,65.53,2965,PAID_ONLY,29.77,82.55,MODERATE,10,1626,WARN
2022-06-01,CAMP101022,2169,K12,103,37,17.87,2072,2506,16.98,4,86.01,180,UNIVERSAL,8.22,90.19,LOW,3,1576,PASS
2022-06-02,CAMP101023,2337,MIDDLE,123,216,22.39,2166,2585,25.19,3,43.04,3056,UNIVERSAL,27.86,80.53,LOW,15,1333,WARN
2022-06-03,CAMP101024,740,HIGH,132,111,10.01,701,916,29.71,6,93.05,1389,FREE_REDUCED,32.26,55.12,HIGH,3,1206,PASS
2022-06-04,CAMP101025,2908,K12,208,62,13.02,2698,3895,16.79,19,63.44,800,FREE_REDUCED,48.4,95.71,MODERATE,3,1315,PASS
2022-06-05,CAMP101026,3319,HIGH,76,77,6.81,2729,4465,25.02,28,82.77,3551,MIXED,6.53,89.8,LOW,18,1701,PASS
2022-06-06,CAMP101027,2419,MIDDLE,116,55,12.79,1995,3066,31.64,23,45.92,3486,UNIVERSAL,26.56,61.1,MODERATE,12,1841,WARN
2022-06-07,CAMP101028,4190,ELEM,19,90,8.48,3702,5093,17.77,23,81.55,2335,UNIVERSAL,65.65,95.26,LOW,12,1743,PASS
2022-06-08,CAMP101029,1127,ELEM,100,78,10.85,965,1399,22.31,14,93.4,1658,FREE_REDUCED,44.5,66.08,HIGH,4,1231,PASS
2022-06-09,CAMP101030,3147,K12,213,136,34.08,2640,3475,27.75,26,47.8,2518,MIXED,58.19,69.53,MODERATE,1,1261,FAIL
2022-06-10,CAMP101031,736,HIGH,18,202,9.17,615,943,19.98,14,43.38,2490,UNIVERSAL,6.43,66.55,MODERATE,1,1740,PASS
2022-06-11,CAMP101032,2573,K12,196,183,3.64,2489,3416,26.3,13,57.85,30,MIXED,31.57,74.28,MODERATE,13,1518,FAIL
2022-06-12,CAMP101033,921,HIGH,9,200,16.42,800,953,23.97,1,40.85,2169,UNIVERSAL,10.7,81.53,MODERATE,6,1258,PASS
2022-06-13,CAMP101034,2768,ELEM,138,74,1.7,2647,3314,30.51,14,78.32,1548,UNIVERSAL,56.06,57.51,MODERATE,16,1858,WARN
2022-06-14,CAMP101035,2275,ELEM,181,53,21.43,2000,2468,14.01,1,93.01,2508,MIXED,24.05,84.7,HIGH,17,1664,PASS
2022-06-15,CAMP101036,2486,K12,39,161,22.4,2105,3006,27.11,22,93.69,803,PAID_ONLY,64.77,60.63,HIGH,10,1476,PASS
2022-06-16,CAMP101037,4102,MIDDLE,194,29,12.29,3921,4658,29.32,22,82.1,1839,MIXED,27.04,81.36,UNKNOWN,8,1559,PASS
2022-06-17,CAMP101038,435,MIDDLE,8,81,27.94,406,535,24.88,26,84.31,2718,PAID_ONLY,20.33,79.78,LOW,12,1330,PASS
2022-06-18,CAMP101039,2192,HIGH,4,90,33.51,2103,2772,26.28,5,77.52,3607,PAID_ONLY,52.74,76.1,MODERATE,15,1322,WARN
2022-06-19,CAMP101040,2260,ELEM,96,101,7.51,2099,2951,28.01,25,99.71,500,MIXED,11.42,60.64,LOW,5,1459,PASS
2022-06-20,CAMP101041,1686,ELEM,95,69,31.71,1550,1735,31.47,3,43.66,3062,UNIVERSAL,42.25,69.5,MODERATE,19,1683,PASS
2022-06-21,CAMP101042,3315,HIGH,119,108,32.5,2741,3605,25.42,14,61.97,3580,UNIVERSAL,49.36,61.6,UNKNOWN,18,1419,PASS
2022-06-22,CAMP101043,2716,K12,70,99,1.9,2302,3443,21.88,14,50.92,1031,PAID_ONLY,26.05,95.37,MODERATE,20,1703,WARN
2022-06-23,CAMP101044,2408,MIDDLE,7,188,17.97,2117,2838,29.46,19,41.5,2048,FREE_REDUCED,6.17,92.99,MODERATE,9,1396,PASS
2022-06-24,CAMP101045,356,ELEM,82,122,12.97,327,407,15.41,4,92.6,1429,FREE_REDUCED,28.29,96.92,LOW,15,1564,PASS
2022-06-25,CAMP101046,2736,HIGH,46,162,23.59,2555,3112,25.34,19,82.16,46,MIXED,65.82,85.51,LOW,2,1744,WARN
2022-06-26,CAMP101047,1274,K12,177,183,0.74,1050,1410,15.11,0,97.87,2299,UNIVERSAL,2.42,90.38,LOW,13,1438,FAIL
2022-06-27,CAMP101048,1314,K12,94,71,32.98,1226,1764,23.95,17,57.39,989,PAID_ONLY,21.69,93.21,LOW,15,1518,PASS
2022-06-28,CAMP101049,1009,HIGH,121,192,20.37,901,1058,25.63,11,60.94,1678,FREE_REDUCED,24.01,88.2,LOW,2,1713,PASS
2022-06-29,CAMP101050,1399,ELEM,150,116,5.84,1239,1710,30.98,11,96.8,1760,UNIVERSAL,57.62,68.76,MODERATE,3,1777,WARN
2022-06-30,CAMP101051,1958,ELEM,99,85,10.8,1857,2440,24.25,20,88.13,3360,PAID_ONLY,6.11,88.23,HIGH,14,1424,PASS
2022-07-01,CAMP101052,547,K12,63,68,27.24,534,663,27.9,26,55.46,571,FREE_REDUCED,72.72,67.67,UNKNOWN,15,1505,PASS
2022-07-02,CAMP101053,1688,HIGH,69,87,15.1,1576,2022,26.11,3,53.84,2804,FREE_REDUCED,62.38,84.89,LOW,11,1540,PASS
2022-07-03,CAMP101054,539,HIGH,96,109,22.79,514,616,18.13,20,85.07,1648,UNIVERSAL,9.73,71.89,HIGH,16,1367,PASS
2022-07-04,CAMP101055,3409,HIGH,187,8,0.85,2917,4529,20.22,26,66.75,1581,UNIVERSAL,62.29,58.12,MODERATE,18,1456,PASS
2022-07-05,CAMP101056,647,MIDDLE,88,214,17.55,622,745,31.14,5,78.96,1895,MIXED,13.01,97.72,MODERATE,9,1360,PASS
2022-07-06,CAMP101057,1283,K12,204,218,23.05,1236,1417,15.52,10,72.99,1560,MIXED,24.06,59.6,HIGH,14,1780,PASS
2022-07-07,CAMP101058,2800,K12,214,104,34.66,2494,2955,31.83,10,76.82,3325,FREE_REDUCED,28.68,91.4,MODERATE,18,1465,PASS
2022-07-08,CAMP101059,2390,HIGH,26,41,19.97,2268,2741,31.32,16,48.98,3612,MIXED,7.77,81.61,UNKNOWN,11,1532,WARN
2022-07-09,CAMP101060,4083,K12,57,62,32.75,3713,4519,27.4,2,71.42,2182,UNIVERSAL,41.03,56.05,LOW,1,1264,FAIL
2022-07-10,CAMP101061,1789,HIGH,131,212,7.94,1591,2086,31.81,25,88.03,1862,PAID_ONLY,73.25,80.57,HIGH,15,1398,PASS
2022-07-11,CAMP101062,1974,MIDDLE,148,205,9.26,1809,2515,18.71,8,58.21,2443,PAID_ONLY,54.15,99.47,HIGH,7,1591,PASS
2022-07-12,CAMP101063,760,K12,96,65,1.95,651,1002,24.66,10,78.95,138,PAID_ONLY,30.77,90.85,LOW,1,1440,PASS
2022-07-13,CAMP101064,3095,MIDDLE,15,176,30.21,2910,4010,31.16,2,64.85,269,FREE_REDUCED,64.4,95.0,HIGH,18,1246,PASS
2022-07-14,CAMP101065,3043,MIDDLE,82,204,4.24,2777,3286,18.45,19,65.97,71,UNIVERSAL,39.27,78.0,LOW,17,1675,WARN
2022-07-15,CAMP101066,3679,K12,51,193,15.08,3044,4558,23.1,22,96.25,1030,UNIVERSAL,19.94,66.68,UNKNOWN,8,1849,PASS
2022-07-16,CAMP101067,3434,K12,0,213,12.5,3309,3942,16.63,27,57.03,2446,UNIVERSAL,38.67,93.51,MODERATE,1,1663,PASS
2022-07-17,CAMP101068,1297,MIDDLE,174,26,2.83,1145,1485,15.35,12,86.59,2720,PAID_ONLY,73.75,94.06,MODERATE,12,1568,PASS
2022-07-18,CAMP101069,481,ELEM,16,19,5.62,426,589,17.66,20,72.46,2231,PAID_ONLY,12.18,65.8,MODERATE,0,1634,PASS
2022-07-19,CAMP101070,1683,MIDDLE,188,211,32.05,1501,1923,21.58,26,77.55,2759,FREE_REDUCED,36.41,79.83,HIGH,14,1608,PASS
2022-07-20,CAMP101071,1600,MIDDLE,209,217,16.69,1337,1658,20.21,22,71.85,237,MIXED,72.73,77.83,UNKNOWN,15,1324,FAIL
2022-07-21,CAMP101072,4048,K12,160,163,20.46,3797,5046,24.03,11,79.64,962,MIXED,1.02,78.52,LOW,11,1515,WARN
2022-07-22,CAMP101073,3262,K12,9,1,14.68,3093,3331,20.13,6,68.2,1177,PAID_ONLY,47.43,64.05,UNKNOWN,15,1571,PASS
2022-07-23,CAMP101074,1189,MIDDLE,213,154,9.23,1034,1501,17.38,11,85.52,44,UNIVERSAL,19.4,83.64,MODERATE,1,1644,WARN
2022-07-24,CAMP101075,1906,ELEM,34,207,26.44,1595,2009,23.93,9,83.56,1487,MIXED,1.9,70.97,MODERATE,7,1733,WARN
2022-07-25,CAMP101076,697,HIGH,212,140,1.63,678,811,24.55,20,98.84,2162,FREE_REDUCED,27.96,58.32,LOW,0,1564,PASS
2022-07-26,CAMP101077,1376,K12,153,97,6.23,1153,1677,25.01,2,98.34,3394,FREE_REDUCED,13.35,89.02,UNKNOWN,8,1535,PASS
2022-07-27,CAMP101078,1947,HIGH,186,19,31.42,1602,2252,21.29,19,73.84,3633,MIXED,4.09,97.21,UNKNOWN,7,1239,PASS
2022-07-28,CAMP101079,880,ELEM,61,158,21.75,844,959,28.3,2,58.05,1530,FREE_REDUCED,29.0,96.29,LOW,11,1813,PASS
2022-07-29,CAMP101080,898,MIDDLE,86,63,32.96,758,1032,30.54,7,85.28,2921,FREE_REDUCED,15.62,67.89,LOW,12,1856,PASS
2022-07-30,CAMP101081,1952,MIDDLE,127,188,12.3,1757,2152,30.52,16,98.23,2898,PAID_ONLY,12.76,84.62,HIGH,1,1215,PASS
2022-07-31,CAMP101082,3745,ELEM,155,193,29.49,3382,5025,19.33,0,40.61,1544,FREE_REDUCED,52.09,67.28,MODERATE,5,1817,PASS
2022-08-01,CAMP101083,2606,ELEM,3,197,17.51,2390,2692,28.74,25,54.15,2552,FREE_REDUCED,22.39,72.88,HIGH,2,1639,PASS
2022-08-02,CAMP101084,2847,K12,176,118,27.82,2609,3810,18.96,23,76.78,3198,UNIVERSAL,24.48,94.32,MODERATE,6,1392,FAIL
2022-08-03,CAMP101085,4003,K12,210,130,2.89,3914,5290,26.02,21,41.07,1584,FREE_REDUCED,31.48,67.07,HIGH,1,1388,PASS
2022-08-04,CAMP101086,3922,ELEM,152,24,23.85,3482,4837,23.26,6,86.37,1125,UNIVERSAL,20.76,95.7,LOW,12,1283,PASS
2022-08-05,CAMP101087,4114,MIDDLE,16,106,34.96,3529,4530,28.38,18,97.19,2324,FREE_REDUCED,51.54,80.81,UNKNOWN,14,1332,PASS
2022-08-06,CAMP101088,3142,K12,103,178,4.3,2781,3398,26.32,6,90.21,45,PAID_ONLY,37.97,57.95,MODERATE,3,1654,WARN
2022-08-07,CAMP101089,1707,K12,185,132,31.56,1582,1939,14.77,12,92.21,844,PAID_ONLY,61.95,62.15,LOW,17,1227,PASS
2022-08-08,CAMP101090,2495,HIGH,98,163,11.38,2180,2590,24.82,24,67.98,856,MIXED,9.14,94.12,HIGH,7,1499,WARN
2022-08-09,CAMP101091,2043,HIGH,64,159,33.65,1703,2299,23.86,14,90.72,2367,PAID_ONLY,72.55,80.99,HIGH,1,1617,PASS
2022-08-10,CAMP101092,738,ELEM,103,122,2.34,661,768,20.37,12,86.01,1246,PAID_ONLY,21.66,97.28,MODERATE,5,1709,PASS
2022-08-11,CAMP101093,503,MIDDLE,111,50,22.72,419,552,24.09,4,76.19,2163,FREE_REDUCED,41.18,98.92,UNKNOWN,4,1417,PASS
2022-08-12,CAMP101094,1491,MIDDLE,162,51,16.47,1275,1742,26.68,10,46.45,2907,UNIVERSAL,71.28,59.35,MODERATE,17,1224,PASS
2022-08-13,CAMP101095,2264,MIDDLE,43,56,26.67,2098,2694,23.23,0,55.34,679,MIXED,31.24,98.11,LOW,1,1478,WARN
2022-08-14,CAMP101096,1724,MIDDLE,102,217,7.93,1522,2310,16.28,16,97.4,1279,PAID_ONLY,0.6,68.1,LOW,18,1571,WARN
2022-08-15,CAMP101097,708,ELEM,184,102,9.04,617,893,22.15,13,54.74,2280,MIXED,19.58,98.97,MODERATE,9,1863,PASS
2022-08-16,CAMP101098,2190,ELEM,139,97,8.57,1840,2715,29.55,25,54.33,137,FREE_REDUCED,74.43,85.29,UNKNOWN,2,1658,PASS
2022-08-17,CAMP101099,1414,HIGH,91,96,32.29,1287,1451,26.43,29,87.9,1488,UNIVERSAL,28.19,76.58,MODERATE,8,1552,PASS
2022-08-18,CAMP101100,3655,K12,157,200,11.79,3243,4506,29.33,6,93.24,1283,FREE_REDUCED,37.62,55.59,LOW,3,1672,PASS
2022-08-19,CAMP101101,2946,HIGH,175,205,3.53,2493,3317,17.92,27,93.42,430,MIXED,45.43,74.01,LOW,18,1409,PASS
2022-08-20,CAMP101102,1434,K12,108,100,27.84,1194,1696,30.5,8,70.49,1947,PAID_ONLY,6.66,55.46,LOW,16,1411,PASS
2022-08-21,CAMP101103,2034,ELEM,139,44,18.72,1685,2198,23.35,24,80.57,1822,FREE_REDUCED,21.75,68.85,HIGH,9,1884,PASS
2022-08-22,CAMP101104,2870,K12,149,159,26.24,2567,3543,18.4,15,67.75,197,MIXED,0.69,75.4,LOW,12,1785,PASS
2022-08-23,CAMP101105,1238,HIGH,108,3,29.05,1108,1302,14.79,26,57.04,429,UNIVERSAL,67.56,63.76,MODERATE,20,1246,PASS
2022-08-24,CAMP101106,272,K12,3,145,23.62,233,326,24.99,7,67.31,3781,UNIVERSAL,5.93,85.58,HIGH,9,1489,WARN
2022-08-25,CAMP101107,409,ELEM,27,116,9.13,343,502,26.71,29,54.58,1003,UNIVERSAL,71.46,87.24,LOW,8,1654,PASS
2022-08-26,CAMP101108,223,ELEM,208,25,5.89,197,271,25.36,10,43.84,960,UNIVERSAL,66.92,73.81,HIGH,7,1703,PASS
2022-08-27,CAMP101109,1510,HIGH,177,33,25.11,1274,2011,28.53,28,55.76,1026,MIXED,6.35,78.8,HIGH,14,1575,PASS
2022-08-28,CAMP101110,3272,MIDDLE,0,211,9.19,2808,4305,22.33,14,73.96,192,MIXED,17.3,76.42,LOW,18,1472,WARN
2022-08-29,CAMP101111,1184,HIGH,206,9,32.46,1106,1302,15.48,16,82.74,463,PAID_ONLY,56.54,97.55,UNKNOWN,10,1573,PASS
2022-08-30,CAMP101112,805,K12,182,217,10.06,757,976,21.24,29,41.89,1145,MIXED,13.13,80.89,MODERATE,5,1313,PASS
2022-08-31,CAMP101113,1968,ELEM,16,160,3.97,1658,2017,26.85,12,97.95,3603,PAID_ONLY,64.82,72.73,LOW,16,1321,FAIL
2022-09-01,CAMP101114,1364,MIDDLE,196,37,19.83,1305,1403,26.55,7,74.8,543,UNIVERSAL,14.93,75.36,HIGH,1,1524,PASS
2022-09-02,CAMP101115,3683,MIDDLE,159,0,15.98,3490,4114,20.43,22,94.87,2364,UNIVERSAL,33.27,57.13,MODERATE,8,1816,PASS
2022-09-03,CAMP101116,3560,HIGH,152,158,18.28,3486,4015,19.83,23,92.5,1035,UNIVERSAL,59.39,80.98,MODERATE,16,1658,PASS
2022-09-04,CAMP101117,4166,K12,109,42,14.35,3891,5176,16.74,28,60.42,3636,PAID_ONLY,26.57,79.99,LOW,0,1899,PASS
2022-09-05,CAMP101118,2029,MIDDLE,81,193,9.7,1875,2312,16.19,4,64.25,3072,UNIVERSAL,31.55,76.14,LOW,19,1772,PASS
2022-09-06,CAMP101119,4188,HIGH,172,153,8.87,3530,4591,19.73,2,51.31,492,MIXED,18.46,79.63,UNKNOWN,11,1683,PASS
2022-09-07,CAMP101120,3038,HIGH,87,187,1.06,2735,3734,15.06,17,96.21,1727,UNIVERSAL,8.38,82.54,LOW,4,1810,PASS
2022-09-08,CAMP101121,1581,HIGH,111,106,5.36,1505,1655,19.59,16,66.23,979,PAID_ONLY,61.01,58.15,LOW,4,1674,PASS
2022-09-09,CAMP101122,2283,K12,56,6,31.11,1956,3022,24.29,21,79.19,1901,FREE_REDUCED,9.86,58.78,UNKNOWN,2,1389,PASS
2022-09-10,CAMP101123,3860,ELEM,48,87,11.37,3169,5115,21.54,15,41.26,2728,UNIVERSAL,42.21,98.61,MODERATE,4,1272,WARN
2022-09-11,CAMP101124,611,K12,210,148,27.99,514,778,19.8,22,70.5,2805,FREE_REDUCED,18.35,56.53,LOW,16,1390,PASS
2022-09-12,CAMP101125,3226,K12,25,45,13.52,3105,3297,28.56,11,51.25,94,PAID_ONLY,20.44,88.47,HIGH,4,1265,PASS
2022-09-13,CAMP101126,492,K12,143,133,20.96,467,602,26.89,6,94.36,1554,FREE_REDUCED,54.46,97.7,LOW,14,1837,PASS
2022-09-14,CAMP101127,468,MIDDLE,73,161,2.78,456,573,31.87,2,62.69,92,UNIVERSAL,57.38,67.16,MODERATE,2,1636,PASS
2022-09-15,CAMP101128,4138,MIDDLE,194,161,28.4,3668,5507,20.69,26,79.8,2447,MIXED,62.53,77.17,LOW,19,1721,PASS
2022-09-16,CAMP101129,2714,MIDDLE,135,215,24.88,2561,3169,15.07,17,93.35,798,MIXED,18.58,66.82,HIGH,8,1647,PASS
2022-09-17,CAMP101130,3162,HIGH,26,1,27.85,2630,3614,24.12,3,73.3,1955,PAID_ONLY,48.5,70.28,LOW,6,1685,FAIL
2022-09-18,CAMP101131,1130,MIDDLE,112,77,12.32,1097,1297,17.6,2,42.57,3122,PAID_ONLY,54.73,57.23,MODERATE,2,1333,PASS
2022-09-19,CAMP101132,328,ELEM,218,155,33.16,271,352,21.76,3,46.75,3577,MIXED,67.23,95.63,HIGH,12,1202,WARN
2022-09-20,CAMP101133,2837,MIDDLE,169,160,16.71,2740,3323,24.3,23,98.72,3373,PAID_ONLY,14.22,83.08,LOW,7,1399,PASS
2022-09-21,CAMP101134,172,K12,170,45,22.85,163,183,19.37,28,77.15,2491,MIXED,15.65,96.4,UNKNOWN,20,1742,PASS
2022-09-22,CAMP101135,1132,ELEM,129,123,33.17,939,1160,14.34,19,69.9,3577,FREE_REDUCED,20.23,60.35,HIGH,7,1489,PASS
2022-09-23,CAMP101136,3270,K12,20,42,30.1,2791,4298,21.6,7,47.09,2597,MIXED,9.96,60.56,MODERATE,16,1824,PASS
2022-09-24,CAMP101137,1947,K12,42,170,9.19,1855,2307,18.2,9,57.73,2046,MIXED,3.23,86.57,UNKNOWN,18,1319,WARN
2022-09-25,CAMP101138,791,HIGH,212,205,14.33,651,1030,29.07,24,45.92,3442,MIXED,7.69,83.98,MODERATE,0,1604,PASS
2022-09-26,CAMP101139,754,MIDDLE,146,163,13.68,708,961,17.76,29,87.22,3486,PAID_ONLY,45.19,90.61,MODERATE,11,1314,PASS
2022-09-27,CAMP101140,2209,ELEM,185,48,12.17,1941,2820,16.58,26,74.05,3549,MIXED,74.76,82.48,HIGH,18,1831,PASS
2022-09-28,CAMP101141,3435,MIDDLE,121,79,1.07,2995,4621,25.55,15,44.94,3236,MIXED,43.23,62.74,HIGH,13,1351,PASS
2022-09-29,CAMP101142,1345,HIGH,135,19,24.14,1195,1774,21.25,29,74.12,2858,MIXED,33.17,60.06,UNKNOWN,19,1289,PASS
2022-09-30,CAMP101143,1756,ELEM,64,84,24.6,1639,2290,25.03,27,53.04,1605,FREE_REDUCED,36.08,59.96,MODERATE,8,1303,PASS
2022-10-01,CAMP101144,474,K12,105,138,9.62,401,535,15.53,24,74.12,2958,MIXED,18.07,85.99,MODERATE,9,1700,PASS
2022-10-02,CAMP101145,1970,MIDDLE,59,53,21.82,1721,2213,16.87,8,49.88,3562,UNIVERSAL,67.61,64.19,UNKNOWN,0,1794,PASS
2022-10-03,CAMP101146,1583,MIDDLE,189,107,6.22,1312,1692,28.55,5,97.92,2838,FREE_REDUCED,38.31,93.86,MODERATE,5,1518,PASS
2022-10-04,CAMP101147,3704,K12,143,209,24.86,3428,4536,18.99,21,50.17,10,PAID_ONLY,29.48,66.69,MODERATE,17,1350,PASS
2022-10-05,CAMP101148,3596,HIGH,98,215,19.44,3114,4667,28.84,21,48.64,2619,PAID_ONLY,41.62,73.97,MODERATE,3,1812,PASS
2022-10-06,CAMP101149,1895,K12,130,163,6.08,1606,2297,16.31,26,88.84,3792,MIXED,11.52,80.42,UNKNOWN,13,1328,PASS
2022-10-07,CAMP101150,1928,MIDDLE,201,209,9.64,1641,2448,21.35,14,50.84,1241,PAID_ONLY,31.68,82.66,MODERATE,15,1634,PASS
2022-10-08,CAMP101151,1784,ELEM,40,178,1.2,1557,1950,22.02,11,73.11,3378,PAID_ONLY,19.92,70.97,MODERATE,4,1503,PASS
2022-10-09,CAMP101152,4183,HIGH,19,91,27.6,3693,5363,22.66,11,93.45,2083,UNIVERSAL,67.48,82.81,MODERATE,19,1505,PASS
2022-10-10,CAMP101153,2005,ELEM,24,85,1.19,1941,2551,18.23,26,59.09,1177,FREE_REDUCED,65.79,63.37,UNKNOWN,3,1566,PASS
2022-10-11,CAMP101154,3069,HIGH,79,155,11.16,2822,3380,19.9,25,72.8,3698,MIXED,30.74,60.72,LOW,6,1652,PASS
2022-10-12,CAMP101155,3387,HIGH,143,199,19.72,3251,4369,14.61,1,89.35,3514,PAID_ONLY,21.44,89.52,HIGH,3,1390,PASS
2022-10-13,CAMP101156,1939,K12,91,68,24.82,1636,2056,22.85,23,89.43,2540,FREE_REDUCED,67.33,66.74,LOW,5,1376,PASS
2022-10-14,CAMP101157,787,K12,26,26,20.02,666,826,28.11,5,94.54,2721,MIXED,17.09,73.78,LOW,0,1504,WARN
2022-10-15,CAMP101158,1241,ELEM,87,89,0.97,1110,1343,29.01,1,66.43,2938,FREE_REDUCED,22.08,68.92,MODERATE,0,1828,WARN
2022-10-16,CAMP101159,2245,MIDDLE,128,159,10.87,2002,2293,18.9,9,49.27,2089,MIXED,49.41,80.95,MODERATE,12,1449,PASS
2022-10-17,CAMP101160,1645,HIGH,120,141,30.28,1385,2057,23.41,25,43.58,539,MIXED,71.58,63.66,UNKNOWN,3,1274,PASS
