safe_emergency_reference_month,safe_emergency_country_iso2,safe_emergency_region_nuts_code,safe_emergency_call_type_code,safe_emergency_calls_received_count,safe_emergency_calls_answered_within_10s_pct,safe_emergency_dispatch_time_seconds_median,safe_emergency_response_time_minutes_median,safe_emergency_incident_location_type_code,safe_emergency_ambulance_dispatch_count,safe_emergency_fire_dispatch_count,safe_emergency_police_dispatch_count,safe_emergency_cross_border_assistance_flag,safe_emergency_major_incident_flag,safe_emergency_critical_care_transfers_count,safe_emergency_air_ambulance_missions_count,safe_emergency_emergency_alert_system_used_flag,safe_emergency_data_source,safe_emergency_data_quality_flag,safe_emergency_data_extract_date
2019-03,GR,CY8,PUBLIC_ORDER,710051,97.21,102.05,19.12,COASTAL,113060,57537,383947,0,0,1843,287,0,FIRE_SERVICE_REPORT,1,2026-01-04
2019-04,MT,FI6,POLICE,155404,97.02,306.79,11.47,MOTORWAY,27586,6463,16294,0,0,2342,196,0,POLICE_DISPATCH_SYSTEM,1,2025-09-17
2019-05,ES,FI8,OTHER,908889,65.32,486.29,24.85,RURAL,171283,106212,56670,0,0,2555,253,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-07-17
2019-06,CZ,EE277,TRAFFIC_ACCIDENT,272863,95.62,141.31,38.92,SUBURBAN,115795,28547,126295,0,0,1193,248,0,NATIONAL_EMS_ADMIN,1,2024-10-29
2019-07,HU,SK58,MEDICAL,297313,97.35,341.17,30.91,URBAN,144230,21075,37789,0,0,3438,116,0,FIRE_SERVICE_REPORT,1,2025-01-13
2019-08,NL,DE8,RESCUE,718430,83.12,75.06,25.23,INDUSTRIAL_ZONE,281727,115916,64164,0,0,1491,45,1,POLICE_DISPATCH_SYSTEM,1,2024-04-30
2019-09,SE,NL72,FIRE,194181,77.03,92.5,7.57,MOUNTAIN,38041,65971,13459,0,0,2678,93,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-10-28
2019-10,DK,LV518,PUBLIC_ORDER,39449,78.45,212.08,31.09,COASTAL,7643,3049,11572,0,0,1328,62,0,NATIONAL_EMS_ADMIN,1,2024-12-30
2019-11,IE,GR92,POLICE,198229,65.23,50.5,19.36,MOTORWAY,38896,9331,37031,0,0,881,215,0,FIRE_SERVICE_REPORT,1,2025-01-26
2019-12,PL,FI93,OTHER,665448,58.7,377.45,24.95,RURAL,109613,39136,28941,0,0,1000,204,0,POLICE_DISPATCH_SYSTEM,1,2024-09-05
2020-01,AT,HU1,TRAFFIC_ACCIDENT,330415,73.02,195.4,44.67,SUBURBAN,137966,89111,124082,0,0,2169,195,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-07-26
2020-02,EE,MT10,MEDICAL,570360,77.72,190.4,26.91,URBAN,140838,64915,73432,0,0,1192,67,0,NATIONAL_EMS_ADMIN,1,2025-07-09
2020-03,IT,SI388,RESCUE,814304,91.06,272.21,24.06,INDUSTRIAL_ZONE,300992,325567,101032,0,0,2772,163,0,FIRE_SERVICE_REPORT,1,2024-07-08
2020-04,PT,FI1,FIRE,932337,89.12,212.39,15.4,MOUNTAIN,112056,246088,48554,0,0,1553,386,0,POLICE_DISPATCH_SYSTEM,1,2024-06-18
2020-05,BE,HR7,PUBLIC_ORDER,137103,94.04,320.86,30.09,COASTAL,26194,7277,41659,0,0,2228,54,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-07-21
2020-06,FI,GR82,POLICE,225115,86.33,344.97,26.84,MOTORWAY,39977,24881,111972,0,0,536,212,0,NATIONAL_EMS_ADMIN,1,2025-07-14
2020-07,LV,LT193,OTHER,610253,74.68,246.79,29.34,RURAL,111145,29083,99673,0,0,1559,133,0,FIRE_SERVICE_REPORT,1,2024-12-12
2020-08,RO,LT48,TRAFFIC_ACCIDENT,1135166,76.96,241.35,38.14,SUBURBAN,340970,161961,339094,1,0,1908,202,0,POLICE_DISPATCH_SYSTEM,1,2024-11-17
2020-09,BG,DE2,MEDICAL,70611,96.74,31.54,11.76,URBAN,13105,2933,12412,0,0,6604,122,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-06-25
2020-10,FR,DE919,RESCUE,690949,77.01,284.48,21.55,INDUSTRIAL_ZONE,133725,205607,66816,0,0,2496,250,0,NATIONAL_EMS_ADMIN,1,2024-12-29
2020-11,LT,SK56,FIRE,790326,92.85,175.45,15.01,MOUNTAIN,80348,206789,41225,0,0,6,54,1,FIRE_SERVICE_REPORT,1,2024-10-25
2020-12,SK,LU81,PUBLIC_ORDER,432734,57.49,447.45,8.53,COASTAL,56500,28928,145891,0,0,2541,158,0,POLICE_DISPATCH_SYSTEM,1,2024-01-09
2021-01,HR,NL6,POLICE,325858,86.56,225.59,22.76,MOTORWAY,20121,30595,35291,1,0,1901,32,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-09-13
2021-02,DE,AT339,OTHER,271034,67.25,345.09,15.47,RURAL,27667,8255,36159,0,0,2639,437,0,NATIONAL_EMS_ADMIN,1,2024-05-14
2021-03,LU,IT17,TRAFFIC_ACCIDENT,209275,89.47,34.75,16.27,SUBURBAN,79553,74886,51629,0,0,688,122,0,FIRE_SERVICE_REPORT,1,2026-02-12
2021-04,SI,DK34,MEDICAL,838913,59.88,105.65,10.15,URBAN,412869,73177,34858,0,0,1071,0,0,POLICE_DISPATCH_SYSTEM,1,2024-11-06
2021-05,CY,PL2,RESCUE,562208,60.89,131.35,37.04,INDUSTRIAL_ZONE,233627,136295,91509,0,0,1022,43,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-04-29
2021-06,GR,DE786,FIRE,237032,55.63,264.76,8.28,MOUNTAIN,47922,45119,39809,0,0,643,245,0,NATIONAL_EMS_ADMIN,1,2025-03-23
2021-07,MT,CZ3,PUBLIC_ORDER,534426,98.03,229.04,25.55,COASTAL,87117,62844,254365,0,0,1454,381,0,FIRE_SERVICE_REPORT,1,2024-11-12
2021-08,ES,SI7,POLICE,29495,85.21,97.49,28.04,MOTORWAY,5376,2416,5797,1,0,2140,118,0,POLICE_DISPATCH_SYSTEM,1,2024-11-26
2021-09,CZ,PL7,OTHER,991545,74.23,105.53,18.33,RURAL,52959,47680,67906,0,0,1837,462,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-12-24
2021-10,HU,RO466,TRAFFIC_ACCIDENT,598407,60.74,224.07,16.78,SUBURBAN,123141,164990,300910,0,0,918,82,0,NATIONAL_EMS_ADMIN,1,2024-04-12
2021-11,NL,LU61,MEDICAL,80058,84.4,306.48,11.53,URBAN,41780,2938,8199,0,0,5076,92,0,FIRE_SERVICE_REPORT,1,2025-12-06
2021-12,SE,MT59,RESCUE,957804,82.81,132.69,14.84,INDUSTRIAL_ZONE,487725,238167,124176,0,0,1149,181,0,POLICE_DISPATCH_SYSTEM,1,2024-10-14
2022-01,DK,PL4,FIRE,1028518,77.8,124.34,25.94,MOUNTAIN,54925,119982,75037,0,0,841,309,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-05-18
2022-02,IE,LT5,PUBLIC_ORDER,912194,73.87,155.09,15.81,COASTAL,165317,97036,127385,0,0,1758,286,0,NATIONAL_EMS_ADMIN,1,2024-12-04
2022-03,PL,HR5,POLICE,1115367,70.33,248.07,31.82,MOTORWAY,71841,130840,187134,0,0,149,66,0,FIRE_SERVICE_REPORT,1,2024-07-10
2022-04,AT,SI371,OTHER,163816,96.03,134.37,25.28,RURAL,9644,19481,28351,0,0,1248,269,1,POLICE_DISPATCH_SYSTEM,1,2025-11-21
2022-05,EE,GR864,TRAFFIC_ACCIDENT,397667,55.08,251.14,27.1,SUBURBAN,179529,88627,160361,0,0,2415,10,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-09-25
2022-06,IT,HU863,MEDICAL,277208,88.34,321.42,8.55,URBAN,107146,24082,27956,0,0,4348,197,0,NATIONAL_EMS_ADMIN,1,2025-05-30
2022-07,PT,SI700,RESCUE,590046,75.56,151.28,33.78,INDUSTRIAL_ZONE,310159,228582,46322,0,0,3220,76,0,FIRE_SERVICE_REPORT,1,2024-05-11
2022-08,BE,ES82,FIRE,314710,71.58,339.0,35.52,MOUNTAIN,41731,105672,12730,1,0,3255,457,0,POLICE_DISPATCH_SYSTEM,1,2024-07-06
2022-09,FI,SE964,PUBLIC_ORDER,231474,80.9,54.46,12.99,COASTAL,20297,14946,39914,0,0,1815,437,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-01-24
2022-10,LV,SE18,POLICE,33884,56.2,322.71,27.21,MOTORWAY,5781,4028,6592,0,0,3078,197,0,NATIONAL_EMS_ADMIN,1,2024-06-26
2022-11,RO,AT6,OTHER,682811,64.13,362.45,7.69,RURAL,81440,21827,85190,1,0,1148,464,0,FIRE_SERVICE_REPORT,1,2024-07-15
2022-12,BG,ES385,TRAFFIC_ACCIDENT,631059,77.85,342.37,15.38,SUBURBAN,310225,214869,68685,0,0,2823,100,1,POLICE_DISPATCH_SYSTEM,1,2025-02-08
2023-01,FR,PT809,MEDICAL,571347,60.26,189.27,14.84,URBAN,219370,51513,64851,0,0,5979,162,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-01-18
2023-02,LT,AT719,RESCUE,700692,81.16,134.69,46.4,INDUSTRIAL_ZONE,373691,138603,45537,0,0,245,239,0,NATIONAL_EMS_ADMIN,1,2024-08-11
2023-03,SK,IT81,FIRE,131606,57.26,136.42,17.43,MOUNTAIN,8189,10919,16362,0,0,232,491,0,FIRE_SERVICE_REPORT,1,2024-07-01
2023-04,HR,MT588,PUBLIC_ORDER,223949,59.07,162.49,5.94,COASTAL,19617,13626,57680,1,0,1406,194,0,POLICE_DISPATCH_SYSTEM,1,2025-01-17
2023-05,DE,ES88,POLICE,310728,66.05,490.41,18.27,MOTORWAY,25803,31765,41264,0,0,838,85,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-11-23
2023-06,LU,IT11,OTHER,267624,65.21,428.49,12.22,RURAL,33306,18170,16220,0,0,496,298,0,NATIONAL_EMS_ADMIN,1,2024-09-24
2023-07,SI,IT74,TRAFFIC_ACCIDENT,785645,78.03,263.71,44.84,SUBURBAN,412895,101693,159309,1,0,1045,175,0,FIRE_SERVICE_REPORT,1,2024-04-23
2023-08,CY,PT734,MEDICAL,679683,85.05,351.48,18.79,URBAN,182682,63021,60865,0,0,5469,111,0,POLICE_DISPATCH_SYSTEM,1,2024-04-01
2023-09,GR,DE42,RESCUE,587998,69.77,329.09,33.97,INDUSTRIAL_ZONE,217660,55635,76232,0,0,2777,23,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-10-26
2023-10,MT,EE7,FIRE,298005,81.66,215.61,13.83,MOUNTAIN,51710,112535,25439,0,0,227,312,0,NATIONAL_EMS_ADMIN,1,2024-02-09
2023-11,ES,DE24,PUBLIC_ORDER,824526,95.39,131.64,22.59,COASTAL,124092,88631,82750,1,0,2849,362,0,FIRE_SERVICE_REPORT,0,2024-12-15
2023-12,CZ,IE428,POLICE,297969,73.53,232.18,32.22,MOTORWAY,56317,28189,89113,0,0,2831,74,1,POLICE_DISPATCH_SYSTEM,1,2025-01-01
2024-01,HU,IT4,OTHER,837766,67.24,99.72,6.42,RURAL,103381,90045,135722,0,1,1047,349,1,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-02-17
2024-02,NL,CY225,TRAFFIC_ACCIDENT,1080775,76.81,262.78,28.88,SUBURBAN,573001,184551,172412,0,0,268,114,0,NATIONAL_EMS_ADMIN,1,2025-01-03
2024-03,SE,LT329,MEDICAL,28314,92.12,235.33,22.82,URBAN,14277,2628,2262,0,0,3745,73,0,FIRE_SERVICE_REPORT,1,2025-01-29
2024-04,DK,DK712,RESCUE,837074,61.75,447.71,30.19,INDUSTRIAL_ZONE,159529,259101,124188,0,0,2682,216,0,POLICE_DISPATCH_SYSTEM,1,2024-12-16
2024-05,IE,PL442,FIRE,278790,97.66,182.42,28.73,MOUNTAIN,21282,62634,27726,0,0,723,237,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-01-20
2024-06,PL,CZ38,PUBLIC_ORDER,532080,70.09,187.44,6.12,COASTAL,38107,52645,246604,0,0,1999,5,0,NATIONAL_EMS_ADMIN,1,2024-02-21
2024-07,AT,GR9,POLICE,773306,80.33,180.67,18.32,MOTORWAY,59686,43615,122563,0,0,336,67,0,FIRE_SERVICE_REPORT,1,2025-08-22
2024-08,EE,PL87,OTHER,455107,77.63,85.71,24.27,RURAL,70882,18107,25137,0,0,1034,361,0,POLICE_DISPATCH_SYSTEM,1,2024-04-26
2024-09,IT,ES901,TRAFFIC_ACCIDENT,138196,69.48,439.58,26.56,SUBURBAN,29235,19198,65208,0,0,1571,107,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-12-13
2024-10,PT,SE8,MEDICAL,344587,68.75,382.07,22.35,URBAN,170490,22473,39527,0,0,140,39,0,NATIONAL_EMS_ADMIN,1,2024-11-08
2024-11,BE,LV782,RESCUE,846870,56.18,49.15,44.09,INDUSTRIAL_ZONE,391116,125110,73127,0,0,43,227,0,FIRE_SERVICE_REPORT,1,2024-06-30
2024-12,FI,LV95,FIRE,246496,75.27,57.52,38.14,MOUNTAIN,36706,82772,34162,1,0,1784,414,0,POLICE_DISPATCH_SYSTEM,1,2025-11-19
2025-01,LV,AT35,PUBLIC_ORDER,759259,93.76,168.37,12.76,COASTAL,149102,48081,210875,0,0,314,327,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-06-27
2025-02,RO,IE537,POLICE,118183,67.4,293.37,8.9,MOTORWAY,21761,4108,52372,0,0,3282,119,0,NATIONAL_EMS_ADMIN,1,2026-02-22
2025-03,BG,CZ5,OTHER,348082,67.3,371.95,32.48,RURAL,36846,24993,44159,0,0,472,249,0,FIRE_SERVICE_REPORT,1,2025-11-01
2025-04,FR,FR24,TRAFFIC_ACCIDENT,252342,67.42,401.36,26.93,SUBURBAN,72200,71662,118219,0,0,1041,119,0,POLICE_DISPATCH_SYSTEM,1,2025-07-24
2025-05,LT,LU10,MEDICAL,594012,68.36,51.53,21.0,URBAN,249938,18623,33679,0,0,174,124,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2026-01-04
2025-06,SK,LT9,RESCUE,542786,78.44,50.86,18.08,INDUSTRIAL_ZONE,127496,70665,54193,0,1,2529,111,1,NATIONAL_EMS_ADMIN,1,2025-01-13
2025-07,HR,BE93,FIRE,32399,88.92,251.63,40.04,MOUNTAIN,3323,6277,5395,0,0,2270,363,0,FIRE_SERVICE_REPORT,1,2024-10-14
2025-08,DE,BE8,PUBLIC_ORDER,826798,64.59,323.88,31.26,COASTAL,158462,42186,435340,0,0,2441,179,0,POLICE_DISPATCH_SYSTEM,1,2025-05-05
2025-09,LU,PL71,POLICE,213218,87.22,103.03,26.87,MOTORWAY,25250,23344,102548,0,0,111,28,1,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-11-09
2025-10,SI,CZ1,OTHER,573043,88.77,157.4,27.99,RURAL,89247,32426,60580,0,0,2585,425,0,NATIONAL_EMS_ADMIN,1,2025-12-08
2025-11,CY,ES946,TRAFFIC_ACCIDENT,579698,73.13,218.9,11.32,SUBURBAN,253014,218125,244655,0,0,470,77,0,FIRE_SERVICE_REPORT,1,2024-11-10
2025-12,GR,PT16,MEDICAL,993210,77.28,208.49,16.07,URBAN,526281,80237,159858,0,0,110,64,0,POLICE_DISPATCH_SYSTEM,1,2024-03-10
2026-01,MT,MT993,RESCUE,848985,91.08,171.14,25.26,INDUSTRIAL_ZONE,396463,69470,74135,0,0,1093,105,1,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-02-03
2026-02,ES,IE749,FIRE,377679,59.75,156.59,17.4,MOUNTAIN,39090,57934,25619,1,0,1535,416,0,NATIONAL_EMS_ADMIN,1,2024-10-23
2026-03,CZ,HU719,PUBLIC_ORDER,322120,85.69,250.57,19.17,COASTAL,22324,17493,142264,0,0,866,159,1,FIRE_SERVICE_REPORT,1,2025-12-03
2026-04,HU,EE69,POLICE,755505,79.79,309.3,16.15,MOTORWAY,60512,30779,411512,1,0,1859,134,0,POLICE_DISPATCH_SYSTEM,1,2025-02-07
2026-05,NL,LV4,OTHER,139261,79.61,146.02,9.85,RURAL,28678,6460,14308,0,0,703,315,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-12-30
2026-06,SE,PL704,TRAFFIC_ACCIDENT,627389,93.89,245.76,19.73,SUBURBAN,314320,69300,142357,1,0,2607,168,0,NATIONAL_EMS_ADMIN,1,2025-07-14
2026-07,DK,ES28,MEDICAL,129355,70.29,145.42,19.3,URBAN,60091,11941,16283,0,0,2905,198,0,FIRE_SERVICE_REPORT,1,2026-01-18
2026-08,IE,EE236,RESCUE,199800,93.76,54.58,11.42,INDUSTRIAL_ZONE,74417,43142,27426,0,0,2451,172,0,POLICE_DISPATCH_SYSTEM,0,2025-04-15
2026-09,PL,HR323,FIRE,401429,60.7,390.42,45.56,MOUNTAIN,67715,49892,36295,0,0,1240,362,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-01-29
2026-10,AT,DK732,PUBLIC_ORDER,163234,82.84,300.99,6.42,COASTAL,10140,12605,57507,0,0,2513,27,0,NATIONAL_EMS_ADMIN,1,2025-08-06
2026-11,EE,FR939,POLICE,673797,91.13,237.54,33.81,MOTORWAY,119143,28332,249172,0,0,1715,167,0,FIRE_SERVICE_REPORT,1,2025-03-28
2026-12,IT,SK61,OTHER,349106,80.13,198.84,20.82,RURAL,46509,11904,60510,0,0,2635,186,0,POLICE_DISPATCH_SYSTEM,1,2025-09-08
2016-01,PT,DK3,TRAFFIC_ACCIDENT,132492,80.63,238.53,9.49,SUBURBAN,51415,39382,27795,0,0,649,0,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2026-02-07
2016-02,BE,IT2,MEDICAL,230392,96.43,57.43,34.42,URBAN,85040,8943,24546,0,0,1641,150,0,NATIONAL_EMS_ADMIN,1,2025-06-18
2016-03,FI,LV3,RESCUE,490750,95.21,179.63,29.33,INDUSTRIAL_ZONE,239771,102709,20674,0,1,883,158,1,FIRE_SERVICE_REPORT,1,2026-01-01
2016-04,LV,CY58,FIRE,733815,59.97,246.07,30.81,MOUNTAIN,147093,81707,117006,0,0,2984,14,0,POLICE_DISPATCH_SYSTEM,1,2025-08-27
2016-05,RO,SE27,PUBLIC_ORDER,248347,57.37,180.87,23.03,COASTAL,25210,21831,34377,0,0,26,110,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-06-20
2016-06,BG,MT528,POLICE,533608,83.35,97.05,11.78,MOTORWAY,86818,38456,219032,0,0,630,1,0,NATIONAL_EMS_ADMIN,1,2024-05-04
2016-07,FR,BG873,OTHER,762728,65.3,351.59,18.76,RURAL,110631,40474,49929,0,0,662,239,0,FIRE_SERVICE_REPORT,1,2024-08-01
2016-08,LT,CY63,TRAFFIC_ACCIDENT,489904,68.52,77.23,41.8,SUBURBAN,255236,77422,88259,0,1,1935,68,1,POLICE_DISPATCH_SYSTEM,1,2025-09-21
2016-09,SK,MT3,MEDICAL,543830,80.37,193.61,32.15,URBAN,234057,44073,72676,0,0,3386,233,1,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-02-23
2016-10,HR,SI467,RESCUE,369199,82.2,70.28,38.83,INDUSTRIAL_ZONE,111998,96606,18552,0,0,846,41,1,NATIONAL_EMS_ADMIN,0,2024-11-06
2016-11,DE,EE78,FIRE,308683,55.62,227.49,23.99,MOUNTAIN,53748,99582,18379,0,0,1268,50,0,FIRE_SERVICE_REPORT,1,2025-02-14
2016-12,LU,HR6,PUBLIC_ORDER,895386,89.99,247.73,28.6,COASTAL,94241,84251,348396,0,0,1432,481,0,POLICE_DISPATCH_SYSTEM,1,2025-02-08
2017-01,SI,SI490,POLICE,1021623,73.1,187.19,22.01,MOTORWAY,90877,63218,294733,1,0,2991,20,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-04-27
2017-02,CY,GR908,OTHER,295033,59.85,54.18,29.99,RURAL,60933,14703,49817,0,0,442,195,0,NATIONAL_EMS_ADMIN,1,2024-02-12
2017-03,GR,IE347,TRAFFIC_ACCIDENT,549625,81.84,152.55,41.84,SUBURBAN,149180,172968,220783,0,0,1887,92,0,FIRE_SERVICE_REPORT,1,2025-08-31
2017-04,MT,ES64,MEDICAL,424975,96.66,245.67,14.81,URBAN,165943,20829,18625,0,0,6856,210,0,POLICE_DISPATCH_SYSTEM,1,2025-12-14
2017-05,ES,NL26,RESCUE,297561,96.81,145.01,41.27,INDUSTRIAL_ZONE,162476,79017,28484,0,0,2420,66,1,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-07-27
2017-06,CZ,FR91,FIRE,316579,56.07,47.55,17.07,MOUNTAIN,67204,123518,33615,0,0,1762,105,0,NATIONAL_EMS_ADMIN,1,2026-02-20
2017-07,HU,RO328,PUBLIC_ORDER,163393,83.97,340.99,19.5,COASTAL,17386,15421,49789,0,0,2257,169,0,FIRE_SERVICE_REPORT,1,2024-02-03
2017-08,NL,CZ572,POLICE,317806,59.93,196.32,30.03,MOTORWAY,56170,16476,59759,0,0,2652,45,0,POLICE_DISPATCH_SYSTEM,1,2025-02-24
2017-09,SE,IE104,OTHER,1182775,67.32,353.47,6.92,RURAL,159325,98047,93124,0,0,546,254,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-05-10
2017-10,DK,MT5,TRAFFIC_ACCIDENT,357692,64.3,258.0,28.37,SUBURBAN,72935,124674,73642,0,0,2237,202,0,NATIONAL_EMS_ADMIN,1,2024-01-03
2017-11,IE,PT4,MEDICAL,152758,94.74,212.85,32.48,URBAN,32895,8619,23501,0,0,5505,60,0,FIRE_SERVICE_REPORT,1,2025-02-24
2017-12,PL,SE26,RESCUE,1043544,81.74,273.41,37.97,INDUSTRIAL_ZONE,344860,411105,144364,0,0,1900,185,1,POLICE_DISPATCH_SYSTEM,1,2025-12-24
2018-01,AT,SE639,FIRE,595382,95.0,242.71,40.18,MOUNTAIN,119656,144763,82418,0,0,3017,362,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-05-02
2018-02,EE,NL9,PUBLIC_ORDER,382904,85.59,216.07,35.99,COASTAL,57426,25583,166169,0,0,1856,294,0,NATIONAL_EMS_ADMIN,0,2024-06-23
2018-03,IT,HR269,POLICE,56949,82.87,169.04,20.02,MOTORWAY,9295,4610,19485,0,0,2833,163,0,FIRE_SERVICE_REPORT,1,2025-08-07
2018-04,PT,ES450,OTHER,588486,65.57,142.83,17.55,RURAL,31441,24485,76774,0,0,2696,47,0,POLICE_DISPATCH_SYSTEM,1,2025-05-04
2018-05,BE,RO573,TRAFFIC_ACCIDENT,399389,93.98,228.94,42.79,SUBURBAN,93391,36111,120676,0,0,2081,199,1,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-06-11
2018-06,FI,SI3,MEDICAL,342408,84.5,79.52,28.53,URBAN,154888,16770,38849,0,0,6204,190,0,NATIONAL_EMS_ADMIN,1,2024-12-18
2018-07,LV,DE9,RESCUE,866684,92.27,200.79,12.45,INDUSTRIAL_ZONE,281552,86414,69723,0,0,2625,117,1,FIRE_SERVICE_REPORT,1,2024-10-16
2018-08,RO,CZ13,FIRE,385462,87.32,354.55,46.18,MOUNTAIN,57022,54618,56853,0,0,1708,38,0,POLICE_DISPATCH_SYSTEM,1,2024-06-02
2018-09,BG,RO134,PUBLIC_ORDER,600449,73.34,104.3,27.04,COASTAL,90159,50672,89402,0,0,2402,59,0,112_PUBLIC_SAFETY_ANSWERING_POINT,0,2024-07-06
2018-10,FR,DE6,POLICE,114109,81.99,318.39,22.34,MOTORWAY,17754,12535,41492,0,0,2447,131,0,NATIONAL_EMS_ADMIN,1,2025-06-13
2018-11,LT,BE549,OTHER,620820,58.99,46.64,15.23,RURAL,109232,68076,80772,0,0,2847,96,0,FIRE_SERVICE_REPORT,1,2024-08-21
2018-12,SK,HR46,TRAFFIC_ACCIDENT,196050,86.3,220.67,19.58,SUBURBAN,59396,45924,91371,0,0,973,197,0,POLICE_DISPATCH_SYSTEM,1,2024-03-14
2019-01,HR,GR87,MEDICAL,105152,63.06,416.85,16.73,URBAN,23550,12424,13311,1,0,2189,229,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-03-22
2019-02,DE,IT347,RESCUE,28094,61.54,100.51,43.2,INDUSTRIAL_ZONE,11899,4311,3063,0,0,2098,104,0,NATIONAL_EMS_ADMIN,1,2025-10-31
2019-03,LU,SI851,FIRE,145153,95.43,182.7,42.67,MOUNTAIN,28168,17394,23447,1,0,3074,322,0,FIRE_SERVICE_REPORT,1,2025-06-14
2019-04,SI,ES592,PUBLIC_ORDER,1150935,68.68,335.82,12.02,COASTAL,169869,88102,398203,0,0,263,394,1,POLICE_DISPATCH_SYSTEM,1,2024-04-03
2019-05,CY,PL69,POLICE,219266,59.39,77.38,35.51,MOTORWAY,47701,16620,94214,0,0,2088,80,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-04-15
2019-06,GR,NL950,OTHER,491196,71.91,191.64,19.05,RURAL,37270,51787,23596,1,0,2389,495,0,NATIONAL_EMS_ADMIN,0,2024-02-15
2019-07,MT,EE101,TRAFFIC_ACCIDENT,622519,79.55,284.22,27.37,SUBURBAN,207180,211029,239239,0,0,958,141,0,FIRE_SERVICE_REPORT,1,2025-08-11
2019-08,ES,LU20,MEDICAL,661000,76.88,343.7,15.39,URBAN,138579,72710,56593,0,0,3861,101,0,POLICE_DISPATCH_SYSTEM,1,2024-07-18
2019-09,CZ,BE850,RESCUE,269063,85.87,66.0,11.41,INDUSTRIAL_ZONE,145224,107326,24247,0,0,3164,240,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2026-02-09
2019-10,HU,SE76,FIRE,511291,84.25,168.16,23.4,MOUNTAIN,86127,184575,63976,0,0,3171,166,1,NATIONAL_EMS_ADMIN,1,2024-02-16
2019-11,NL,LT431,PUBLIC_ORDER,270099,69.69,370.09,35.2,COASTAL,35001,13243,82493,0,0,3052,468,0,FIRE_SERVICE_REPORT,1,2025-06-14
2019-12,SE,EE64,POLICE,128670,88.18,351.18,23.02,MOTORWAY,10324,10781,18798,0,0,2881,97,0,POLICE_DISPATCH_SYSTEM,1,2025-03-17
2020-01,DK,SI44,OTHER,204388,57.9,261.92,7.78,RURAL,34919,17880,18955,0,0,6,367,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-12-13
2020-02,IE,DK198,TRAFFIC_ACCIDENT,565421,84.02,42.55,25.21,SUBURBAN,181166,86557,231012,1,0,2510,170,0,NATIONAL_EMS_ADMIN,1,2024-03-29
2020-03,PL,LU529,MEDICAL,602627,60.12,190.21,20.46,URBAN,156431,37640,88084,0,0,4018,162,0,FIRE_SERVICE_REPORT,1,2025-10-10
2020-04,AT,MT196,RESCUE,714238,70.89,316.51,41.5,INDUSTRIAL_ZONE,250428,121310,73660,0,0,1260,81,0,POLICE_DISPATCH_SYSTEM,1,2025-09-28
2020-05,EE,GR30,FIRE,181074,75.89,187.37,27.78,MOUNTAIN,35455,64022,9239,0,0,3134,401,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-05-17
2020-06,IT,CZ17,PUBLIC_ORDER,212802,94.59,331.07,29.57,COASTAL,25705,14987,66393,0,0,1489,274,0,NATIONAL_EMS_ADMIN,1,2024-04-28
2020-07,PT,EE55,POLICE,935424,70.76,207.3,33.13,MOTORWAY,64429,108973,389493,0,0,2945,119,0,FIRE_SERVICE_REPORT,1,2025-01-28
