travel_intl_arrival_year,travel_intl_arrival_month,travel_intl_port_of_entry_air_sea,travel_intl_visitor_country_code,travel_intl_visitor_region_code,travel_intl_purpose_of_trip_code,travel_intl_length_of_stay_days_median,travel_intl_visitor_spend_inr_total,travel_intl_visitor_spend_retail_inr,travel_intl_visitor_spend_lodging_inr,travel_intl_visitor_spend_food_inr,travel_intl_visitor_spend_entertainment_inr,travel_intl_payment_method_share_cash,travel_intl_payment_method_share_card,travel_intl_group_tour_flag,travel_intl_business_travel_flag,travel_intl_visa_waiver_eligible_flag,travel_intl_repeat_visitor_flag,travel_intl_satisfaction_score,travel_intl_exchange_rate_index
2025,7,HYD_AIR,ITA,AFRICA,CONFERENCE,20,547265,8209,368666,41356,188357,0.82,0.05,0,0,1,1,1.0,114.41
2015,6,GOI_AIR,CAN,S_AMERICA,EDUCATION,31,970875,398758,486442,23768,73779,0.63,0.28,1,0,0,1,9.5,98.48
2021,6,HYD_AIR,BTN,OCEANIA,EDUCATION,45,190053,215043,28333,45214,158666,0.25,0.4,1,1,0,0,1.8,112.97
2024,5,BOM_AIR,NPL,EUROPE,CONFERENCE,41,284871,269529,343027,173088,25132,0.43,0.39,0,1,0,0,3.4,127.56
2016,9,KOCHI_SEA,SGP,MIDDLE_EAST,PILGRIMAGE,19,237595,281228,115396,134475,94334,0.62,0.18,0,1,0,0,5.3,88.77
2020,12,KOCHI_SEA,DEU,S_AMERICA,BUSINESS,12,954995,51253,295133,57977,82163,0.45,0.05,0,1,1,1,2.4,91.12
2025,11,BLR_AIR,BTN,MIDDLE_EAST,LEISURE,17,85154,363224,304691,240996,175227,0.43,0.35,0,0,1,0,4.7,107.14
2021,10,BLR_AIR,KOR,ASIA,MEDICAL,17,654083,99604,380773,185012,64459,0.41,0.48,1,1,1,1,9.3,62.76
2023,4,DEL_AIR,MYS,OCEANIA,LEISURE,4,234146,27020,224047,61433,196831,0.2,0.21,1,0,0,0,9.0,68.21
2017,2,HYD_AIR,GBR,S_AMERICA,VFR,25,240028,300884,265517,104964,129703,0.38,0.43,0,1,1,1,2.4,70.54
2016,1,MAA_AIR,SGP,ASIA,PILGRIMAGE,29,272268,76110,409795,105534,141810,0.89,0.07,1,0,0,0,9.5,100.47
2018,4,DEL_AIR,ARE,AFRICA,VFR,19,47442,80212,52703,158550,62032,0.27,0.62,1,0,1,1,7.4,98.09
2018,1,BOM_SEA,NPL,S_AMERICA,VFR,4,418162,335188,286966,200209,197684,0.31,0.33,1,0,1,0,9.7,81.42
2019,9,MAA_AIR,GBR,N_AMERICA,EDUCATION,30,450138,215304,163747,145258,183098,0.87,0.06,0,1,0,1,2.6,100.24
2021,8,MAA_AIR,ITA,EUROPE,LEISURE,20,822734,67579,251965,210557,177906,0.49,0.29,0,1,1,1,1.6,127.5
2017,4,KOCHI_SEA,JPN,N_AMERICA,PILGRIMAGE,29,969027,312364,37296,175266,136858,0.71,0.2,1,1,0,1,4.7,120.34
2019,2,BLR_AIR,AUS,N_AMERICA,EDUCATION,45,333885,376264,504925,21040,71709,0.26,0.27,1,1,1,0,9.9,85.16
2024,10,KOCHI_SEA,JPN,S_AMERICA,LEISURE,20,911639,61645,367491,206359,41160,0.39,0.09,0,0,0,0,5.1,126.59
2019,10,COK_AIR,ITA,MIDDLE_EAST,PILGRIMAGE,11,1039144,262073,418945,245652,139544,0.58,0.33,1,1,1,0,6.8,84.84
2021,11,COK_AIR,AFG,MIDDLE_EAST,BUSINESS,43,409727,395285,286600,186052,109689,0.26,0.42,1,1,0,0,5.8,100.15
2023,6,DEL_AIR,RUS,EUROPE,CONFERENCE,20,108611,395191,492521,185021,60331,0.38,0.17,0,0,1,1,9.1,108.03
2024,6,COK_AIR,AFG,AFRICA,EDUCATION,31,1141444,269817,62196,97934,161685,0.45,0.14,1,1,0,0,8.8,102.63
2025,3,DEL_AIR,AUS,EUROPE,PILGRIMAGE,21,1156676,143875,558271,165675,152254,0.77,0.15,0,1,1,1,9.7,119.15
2021,3,BOM_SEA,MMR,OCEANIA,VFR,39,554975,333469,221249,178503,89315,0.64,0.15,0,1,1,1,6.5,99.57
2017,7,MUM_SEA,LKA,ASIA,PILGRIMAGE,11,529253,263311,51809,96774,193074,0.83,0.13,1,0,0,1,6.1,86.22
2017,11,AMD_AIR,ETH,OCEANIA,VFR,7,266164,327694,584272,186564,86302,0.87,0.08,1,0,0,0,1.6,98.19
2017,7,CCU_AIR,MMR,OCEANIA,EDUCATION,44,438106,111886,182994,114677,55051,0.45,0.29,1,0,1,0,3.8,125.42
2015,10,COK_AIR,KOR,S_AMERICA,CONFERENCE,25,906409,167611,512764,14065,33072,0.41,0.08,0,1,0,1,4.2,109.72
2024,9,KOCHI_SEA,DEU,N_AMERICA,MEDICAL,37,34257,54381,50673,5574,71756,0.53,0.24,1,1,0,1,5.5,79.62
2020,6,BOM_SEA,GBR,AFRICA,PILGRIMAGE,21,607901,346016,254485,68690,153709,0.81,0.05,0,0,0,1,2.1,61.38
2024,10,BLR_AIR,NPL,S_AMERICA,BUSINESS,8,320224,74183,222633,33353,48075,0.07,0.37,0,1,0,0,5.8,102.31
2018,5,COK_AIR,BGD,AFRICA,VFR,10,85024,293416,43564,195151,172004,0.25,0.27,1,1,0,1,3.4,70.32
2024,10,AMD_AIR,NPL,AFRICA,PILGRIMAGE,35,871421,279387,411946,20468,146016,0.76,0.19,1,1,0,1,9.7,95.25
2025,9,BOM_SEA,PAK,ASIA,BUSINESS,28,699924,321484,138150,104870,119130,0.49,0.4,0,1,1,0,2.9,77.2
2018,2,BOM_SEA,RUS,MIDDLE_EAST,CONFERENCE,2,285500,349944,467396,46041,30156,0.76,0.13,0,1,0,0,2.6,122.82
2017,2,MUM_SEA,VNM,EUROPE,MEDICAL,38,987052,253140,8885,122812,55163,0.6,0.39,1,1,1,0,5.6,69.09
2018,11,BOM_AIR,KOR,S_AMERICA,EDUCATION,43,583340,220659,212847,196907,93171,0.74,0.1,1,1,0,1,9.3,128.9
2017,4,MUM_SEA,KOR,AFRICA,PILGRIMAGE,30,606801,236008,254369,26837,42353,0.41,0.14,0,0,0,0,2.0,67.75
2016,4,HYD_AIR,CAN,EUROPE,BUSINESS,21,214757,302266,18867,136619,162292,0.06,0.77,1,0,1,0,9.3,102.37
2022,10,BLR_AIR,JPN,OCEANIA,LEISURE,16,465184,61653,355613,177445,58499,0.62,0.22,0,0,1,0,2.0,96.34
2023,10,BOM_AIR,MMR,OCEANIA,PILGRIMAGE,41,776712,9486,356442,202365,137275,0.47,0.14,1,0,0,0,2.5,110.76
2025,10,AMD_AIR,BGD,OCEANIA,LEISURE,44,342839,313813,481871,84629,75075,0.89,0.07,0,0,1,1,2.4,75.74
2022,4,BOM_AIR,ITA,N_AMERICA,MEDICAL,40,461736,252434,580082,130486,11486,0.15,0.13,1,1,1,1,3.1,90.0
2024,5,BOM_AIR,ITA,ASIA,PILGRIMAGE,27,931802,40109,294252,39865,42590,0.58,0.31,1,1,1,0,7.8,60.31
2024,11,BLR_AIR,BTN,ASIA,CONFERENCE,35,1043274,70091,74538,177766,88635,0.31,0.37,1,0,0,0,4.8,106.92
2018,3,MUM_SEA,KEN,EUROPE,LEISURE,44,268383,381551,121044,110698,121032,0.48,0.32,1,1,1,0,8.3,82.36
2016,2,CCU_AIR,ESP,N_AMERICA,VFR,45,1141573,80344,410644,216476,12092,0.11,0.11,1,0,0,1,4.0,127.1
2020,12,CCU_AIR,IND,EUROPE,LEISURE,7,1105062,64856,441510,98507,84804,0.78,0.17,0,1,1,1,5.2,92.12
2019,4,COK_AIR,CHN,ASIA,VFR,42,136966,124122,197861,228669,198698,0.81,0.09,0,0,0,0,5.5,108.56
2020,11,BOM_AIR,DEU,AFRICA,VFR,28,909634,125158,204011,21789,56663,0.47,0.13,1,0,1,0,5.2,72.2
2018,11,DEL_AIR,SAU,N_AMERICA,VFR,11,306457,10140,296445,159888,106621,0.12,0.4,1,1,0,1,4.6,116.43
2016,9,BOM_AIR,NPL,AFRICA,VFR,30,372591,176605,174153,49716,98114,0.54,0.4,0,0,1,1,4.2,61.05
2025,12,BOM_SEA,JPN,AFRICA,LEISURE,13,124480,211798,359925,248150,44458,0.29,0.3,0,0,0,0,8.6,63.76
2018,4,KOCHI_SEA,BGD,OCEANIA,MEDICAL,29,944736,272137,119438,209608,197411,0.07,0.15,1,1,1,1,4.7,114.4
2015,11,AMD_AIR,PAK,S_AMERICA,VFR,22,807184,103996,428243,4096,15587,0.76,0.23,1,1,1,1,2.2,88.32
2023,10,BOM_AIR,SAU,AFRICA,MEDICAL,14,264360,188801,2932,142167,164228,0.16,0.55,1,0,0,1,2.7,63.76
2024,12,COK_AIR,MMR,ASIA,MEDICAL,41,1079400,229258,217925,74210,78017,0.84,0.08,0,1,1,1,7.3,87.42
2020,10,DEL_AIR,ETH,ASIA,EDUCATION,34,57911,370087,381484,155451,154165,0.61,0.25,0,0,1,1,9.9,71.26
2021,1,AMD_AIR,FRA,N_AMERICA,MEDICAL,15,406500,290775,503120,144309,199695,0.17,0.12,0,1,1,1,7.1,92.74
2022,11,CCU_AIR,KEN,S_AMERICA,CONFERENCE,36,782740,241713,430163,123376,199461,0.28,0.43,1,1,0,1,1.8,129.27
2021,12,AMD_AIR,AFG,EUROPE,BUSINESS,3,403867,383621,592854,105203,57930,0.88,0.11,0,0,1,0,5.7,60.88
2019,10,AMD_AIR,VNM,AFRICA,VFR,43,1022213,327067,48652,80367,40136,0.6,0.1,0,0,1,1,6.5,114.52
2015,12,CCU_AIR,USA,AFRICA,MEDICAL,1,940707,112011,62124,103453,82583,0.46,0.46,1,0,1,0,6.1,85.72
2024,8,CCU_AIR,KEN,MIDDLE_EAST,EDUCATION,23,920615,33071,124614,11643,176226,0.86,0.1,1,0,1,1,2.5,114.91
2015,3,BLR_AIR,CAN,MIDDLE_EAST,PILGRIMAGE,12,317064,53559,266281,200483,131557,0.08,0.22,1,0,1,1,7.0,91.25
2016,1,GOI_AIR,AUS,S_AMERICA,EDUCATION,16,91829,393425,77927,108075,7539,0.38,0.17,0,1,1,1,1.2,112.57
2015,1,DEL_AIR,MYS,N_AMERICA,PILGRIMAGE,10,654773,357024,346901,113739,153893,0.75,0.23,1,1,1,1,7.8,98.49
2025,5,MUM_SEA,LKA,MIDDLE_EAST,PILGRIMAGE,11,99042,207753,345944,100443,83805,0.86,0.09,1,0,0,0,3.4,112.15
2021,11,CCU_AIR,NGA,N_AMERICA,PILGRIMAGE,10,425161,233061,576906,120473,82409,0.72,0.12,1,1,1,0,9.7,95.92
2020,4,GOI_AIR,IND,S_AMERICA,BUSINESS,44,1116724,318437,564276,68897,67746,0.59,0.14,0,0,0,0,4.4,106.94
2018,7,AMD_AIR,CAN,MIDDLE_EAST,EDUCATION,42,148534,7610,67973,171779,52756,0.16,0.37,1,1,1,0,1.6,92.19
2018,7,MAA_AIR,CAN,ASIA,VFR,33,204469,69781,426363,36281,22389,0.51,0.39,0,1,1,1,9.9,76.49
2022,9,MUM_SEA,LKA,OCEANIA,EDUCATION,26,987631,197808,366023,221148,22160,0.54,0.06,1,1,1,0,6.7,113.01
2023,12,MAA_AIR,AFG,OCEANIA,BUSINESS,10,127629,381815,332579,158621,26099,0.75,0.07,0,0,0,0,6.1,94.92
2024,11,MUM_SEA,ITA,N_AMERICA,VFR,38,994437,23756,473636,196838,117335,0.62,0.2,1,0,0,0,4.2,87.41
2016,3,BLR_AIR,MMR,OCEANIA,LEISURE,10,384591,96483,161511,75729,124351,0.77,0.21,0,0,1,1,5.1,129.39
2022,10,DEL_AIR,USA,N_AMERICA,VFR,16,658130,147516,562451,60121,22298,0.54,0.41,0,1,1,0,5.0,63.74
2019,10,BOM_SEA,THA,OCEANIA,MEDICAL,17,545546,377328,240476,134632,108893,0.17,0.66,1,1,1,1,3.4,110.76
2015,11,DEL_AIR,PAK,OCEANIA,LEISURE,26,458845,399390,526451,222506,184440,0.69,0.3,1,0,0,1,4.1,89.0
2016,2,BOM_AIR,NPL,AFRICA,PILGRIMAGE,22,1170180,33392,523212,188499,138572,0.59,0.09,0,1,0,1,9.4,83.3
2021,1,DEL_AIR,DEU,ASIA,CONFERENCE,8,122485,203782,295623,32998,13634,0.35,0.58,1,0,0,1,2.5,122.66
2017,2,DEL_AIR,MDV,ASIA,MEDICAL,11,588174,159509,291417,226603,78900,0.75,0.05,0,0,0,1,5.4,114.31
2021,2,CCU_AIR,ITA,S_AMERICA,MEDICAL,3,1139170,391798,168548,13211,76733,0.8,0.11,1,0,0,0,9.1,61.44
2018,6,HYD_AIR,ARE,N_AMERICA,MEDICAL,13,1179128,29942,358175,162548,106769,0.67,0.11,1,0,1,0,7.9,111.51
2020,1,HYD_AIR,KEN,S_AMERICA,BUSINESS,45,179377,188436,311428,133280,144417,0.46,0.23,1,0,0,1,10.0,60.58
2016,8,KOCHI_SEA,ITA,AFRICA,BUSINESS,45,681092,237215,435902,110103,120869,0.31,0.67,1,0,0,1,8.0,63.31
2019,5,MUM_SEA,IND,EUROPE,VFR,38,821047,51502,29319,218445,85460,0.24,0.28,1,0,0,0,1.3,77.83
2023,1,MUM_SEA,BGD,S_AMERICA,BUSINESS,43,1109308,23030,147274,110330,43961,0.76,0.17,1,0,1,0,2.9,128.66
2024,12,DEL_AIR,JPN,ASIA,CONFERENCE,39,1074835,326465,500765,158673,192445,0.6,0.29,1,0,0,1,9.4,87.39
2024,7,BLR_AIR,ESP,S_AMERICA,EDUCATION,8,797319,349690,592588,12080,101783,0.59,0.25,1,0,1,1,9.6,99.84
2015,8,COK_AIR,NGA,S_AMERICA,EDUCATION,10,527086,10076,66785,232133,164364,0.22,0.12,0,0,1,1,5.9,114.69
2025,12,CCU_AIR,MDV,ASIA,CONFERENCE,40,684624,173888,331120,47625,145574,0.52,0.42,0,1,0,1,5.1,78.33
2018,1,CCU_AIR,KEN,N_AMERICA,MEDICAL,29,1021956,232041,25839,242470,101616,0.89,0.1,0,0,0,1,6.6,125.72
2017,2,GOI_AIR,AFG,AFRICA,CONFERENCE,30,665342,297948,153242,125055,66774,0.43,0.44,0,1,0,1,9.1,92.3
2025,9,HYD_AIR,AFG,N_AMERICA,VFR,20,890625,292948,309301,88524,132766,0.52,0.44,1,1,1,0,5.2,121.42
2017,10,BOM_SEA,NGA,OCEANIA,CONFERENCE,2,154009,73872,182943,55238,84711,0.79,0.11,1,0,0,0,6.8,91.67
2024,2,BOM_AIR,PAK,ASIA,CONFERENCE,35,695574,150223,238776,175376,161417,0.79,0.14,1,1,0,0,3.1,123.5
2016,12,MAA_AIR,THA,OCEANIA,EDUCATION,39,555992,357695,238916,121406,97851,0.11,0.71,1,1,0,1,6.0,120.23
2019,12,BLR_AIR,FRA,ASIA,LEISURE,1,530264,69355,64125,77751,137473,0.82,0.11,1,0,0,0,2.2,84.07
2021,7,BOM_AIR,NGA,ASIA,BUSINESS,45,1070666,62511,549591,179216,87681,0.61,0.38,1,1,1,1,1.2,66.12
2015,4,MUM_SEA,FRA,AFRICA,MEDICAL,37,12220,154098,479293,167201,50302,0.34,0.57,0,1,0,1,6.2,64.42
2021,8,GOI_AIR,BTN,N_AMERICA,BUSINESS,10,202675,120976,227135,170389,134739,0.7,0.18,0,1,1,0,7.3,92.71
2016,9,BOM_SEA,KOR,OCEANIA,VFR,27,274647,66495,441599,120047,197840,0.47,0.12,1,1,0,1,3.1,62.85
2023,8,MAA_AIR,ARE,N_AMERICA,MEDICAL,14,1148030,291401,495044,2138,188023,0.52,0.27,0,1,0,1,2.8,103.53
2019,4,HYD_AIR,MMR,N_AMERICA,MEDICAL,10,984261,260018,49329,198127,146971,0.59,0.12,0,1,1,0,7.2,116.57
2016,2,AMD_AIR,CHN,ASIA,BUSINESS,34,355278,1875,318149,241545,60485,0.74,0.14,0,0,0,1,6.5,120.69
2016,2,AMD_AIR,VNM,EUROPE,MEDICAL,12,167667,288094,541066,240039,134103,0.45,0.18,0,0,0,1,8.4,126.19
2025,11,CCU_AIR,MMR,OCEANIA,MEDICAL,23,545293,231448,73534,214259,91497,0.27,0.6,0,1,0,0,3.4,65.88
2019,1,AMD_AIR,ETH,OCEANIA,LEISURE,4,196292,158582,106704,94868,21773,0.57,0.15,1,0,1,0,7.3,121.34
2017,5,DEL_AIR,ETH,S_AMERICA,MEDICAL,14,315576,179429,110190,215225,66586,0.88,0.09,1,1,1,0,2.7,67.02
2019,6,HYD_AIR,CHN,MIDDLE_EAST,BUSINESS,27,660414,66106,385023,43147,25581,0.13,0.09,1,1,0,1,3.2,129.33
2017,7,COK_AIR,VNM,S_AMERICA,PILGRIMAGE,40,1177342,121568,9197,212487,191692,0.06,0.72,1,1,1,0,5.6,67.62
2017,6,COK_AIR,MDV,ASIA,EDUCATION,18,496096,24260,120374,235041,123302,0.38,0.31,1,1,0,1,8.5,129.69
2017,12,BOM_AIR,RUS,ASIA,PILGRIMAGE,14,1006036,105492,132600,150917,174669,0.51,0.23,0,0,0,0,3.6,88.79
2021,3,KOCHI_SEA,BGD,ASIA,CONFERENCE,36,830794,19657,548765,51836,142463,0.48,0.25,1,1,1,0,2.8,111.8
2024,4,KOCHI_SEA,KOR,EUROPE,MEDICAL,1,448056,329086,453351,229251,116951,0.32,0.5,0,0,1,1,6.6,72.27
2016,8,AMD_AIR,ETH,AFRICA,VFR,14,768297,284913,450064,104177,53269,0.84,0.1,1,1,0,1,4.1,65.78
2021,12,DEL_AIR,VNM,AFRICA,MEDICAL,34,717853,3544,139571,51257,105634,0.26,0.56,1,0,0,1,4.6,107.07
2016,5,AMD_AIR,RUS,ASIA,MEDICAL,26,883880,265504,299932,93802,130459,0.15,0.28,1,1,0,1,6.3,98.72
2020,7,DEL_AIR,AFG,ASIA,MEDICAL,45,1096992,136141,499231,210044,23780,0.24,0.73,0,0,1,1,1.8,123.56
2024,10,BLR_AIR,ETH,EUROPE,LEISURE,6,168521,57278,432354,109830,130909,0.13,0.47,0,1,1,1,3.8,107.65
2020,7,BOM_SEA,NPL,EUROPE,VFR,37,1076293,125533,409198,100170,127624,0.77,0.16,1,0,1,1,6.2,104.57
2017,3,DEL_AIR,RUS,S_AMERICA,CONFERENCE,23,65949,138039,424469,36906,37488,0.39,0.44,0,1,0,0,2.2,105.68
2023,7,CCU_AIR,AFG,EUROPE,BUSINESS,44,351392,372613,177205,231867,175278,0.76,0.16,0,0,0,0,5.9,88.06
2023,11,CCU_AIR,JPN,ASIA,CONFERENCE,45,130487,119819,284546,6692,50265,0.59,0.25,1,0,0,1,7.5,110.52
2021,9,BOM_AIR,MDV,AFRICA,PILGRIMAGE,16,973012,238776,467975,111756,97364,0.45,0.05,1,1,1,0,5.5,122.6
2024,5,KOCHI_SEA,CHN,MIDDLE_EAST,MEDICAL,32,170431,82899,576260,42346,19395,0.14,0.42,1,1,0,0,5.5,108.41
2016,5,BOM_SEA,IND,N_AMERICA,CONFERENCE,7,762886,133432,527270,114248,170657,0.08,0.8,1,1,1,1,2.4,67.91
2019,11,BLR_AIR,KEN,EUROPE,BUSINESS,44,818345,323938,402591,140998,106972,0.52,0.45,1,0,0,1,1.3,91.65
2023,4,COK_AIR,AUS,N_AMERICA,LEISURE,17,915081,179547,415481,110515,72914,0.22,0.26,1,1,0,0,1.6,88.26
2021,9,GOI_AIR,DEU,MIDDLE_EAST,MEDICAL,5,672497,291779,513779,23206,147681,0.43,0.42,0,1,1,0,5.6,93.91
2025,8,COK_AIR,THA,MIDDLE_EAST,LEISURE,12,115526,256984,205779,51946,63176,0.85,0.14,0,1,0,0,5.0,80.41
2016,11,GOI_AIR,SGP,ASIA,LEISURE,26,766728,350705,163116,72172,113087,0.16,0.4,1,1,0,0,8.3,99.08
2016,9,MAA_AIR,JPN,OCEANIA,PILGRIMAGE,8,575429,218801,332131,197298,6221,0.65,0.23,1,1,0,0,4.4,116.3
2024,8,AMD_AIR,MYS,S_AMERICA,CONFERENCE,9,1151043,320666,400567,31533,138488,0.23,0.51,1,0,0,0,9.4,83.47
2019,8,DEL_AIR,KOR,ASIA,CONFERENCE,32,692702,345660,209416,128687,74857,0.25,0.71,1,1,0,1,4.0,124.45
2021,8,CCU_AIR,ETH,EUROPE,CONFERENCE,44,530457,364262,130397,44174,95524,0.59,0.22,1,0,1,1,6.0,79.33
2020,11,MAA_AIR,ITA,OCEANIA,EDUCATION,22,937509,464,401067,24469,58811,0.16,0.66,1,0,1,0,7.0,95.1
2025,12,DEL_AIR,ITA,OCEANIA,EDUCATION,8,35724,339811,130105,175161,18107,0.38,0.16,0,1,1,0,7.9,105.84
2025,8,AMD_AIR,IND,S_AMERICA,EDUCATION,28,1076116,81762,184040,178428,147514,0.37,0.39,1,1,0,1,6.9,117.36
2016,1,DEL_AIR,MDV,S_AMERICA,VFR,9,134531,326364,62991,228103,54098,0.44,0.28,0,0,1,1,2.1,106.74
2021,10,MAA_AIR,JPN,AFRICA,LEISURE,35,766215,10192,163153,183018,59175,0.32,0.19,0,1,0,0,7.2,121.68
2017,12,COK_AIR,CHN,ASIA,BUSINESS,21,895695,395092,209781,65779,170667,0.28,0.06,1,0,0,1,1.0,118.18
2021,5,BLR_AIR,CHN,ASIA,EDUCATION,33,164616,133251,363293,121239,32957,0.71,0.19,1,1,0,1,4.0,74.28
2017,10,BLR_AIR,DEU,N_AMERICA,PILGRIMAGE,6,389499,143954,10791,133074,173129,0.12,0.72,0,1,1,1,5.3,85.95
2016,8,BOM_SEA,THA,AFRICA,VFR,10,1005100,393572,16416,47383,133795,0.77,0.2,0,0,0,0,4.7,62.04
2022,9,MUM_SEA,PAK,MIDDLE_EAST,MEDICAL,14,70285,252428,390988,124543,3772,0.76,0.12,1,0,1,0,3.4,80.12
2024,2,MUM_SEA,DEU,N_AMERICA,EDUCATION,40,47451,16898,50994,3608,75855,0.84,0.07,0,0,0,0,8.7,61.05
2021,9,AMD_AIR,CAN,EUROPE,MEDICAL,2,741007,323154,469393,242746,57614,0.25,0.71,0,1,0,0,9.9,108.08
2020,4,BOM_SEA,BGD,N_AMERICA,MEDICAL,33,992779,324580,151758,7998,75345,0.83,0.1,0,1,0,1,6.9,109.7
2024,8,MUM_SEA,ARE,N_AMERICA,CONFERENCE,39,797791,235790,287606,61934,133614,0.43,0.23,0,1,1,0,2.1,114.77
2024,7,BOM_AIR,NGA,S_AMERICA,MEDICAL,16,769198,351742,13944,188479,77246,0.63,0.25,0,0,1,0,2.7,69.96
2018,9,GOI_AIR,CHN,N_AMERICA,EDUCATION,20,773045,59871,289475,142523,127340,0.77,0.13,1,0,1,1,1.0,82.71
2020,7,KOCHI_SEA,MMR,S_AMERICA,LEISURE,3,12266,370578,73042,93445,24175,0.1,0.34,1,1,1,0,4.3,103.99
2017,9,CCU_AIR,AUS,MIDDLE_EAST,VFR,45,1176452,396958,182728,197604,31703,0.08,0.33,0,1,0,0,8.4,119.73
2022,5,GOI_AIR,PAK,EUROPE,VFR,35,548636,180330,44566,33176,29782,0.22,0.34,1,1,1,0,3.1,119.44
2016,3,GOI_AIR,THA,MIDDLE_EAST,LEISURE,33,242136,321455,179920,210242,172636,0.53,0.34,0,1,1,0,4.6,88.24
2019,2,MUM_SEA,AUS,N_AMERICA,EDUCATION,29,900570,390352,354176,17858,110958,0.71,0.05,0,0,0,1,9.6,83.14
2016,3,DEL_AIR,MYS,AFRICA,LEISURE,45,985415,246070,561341,116710,42734,0.71,0.1,0,0,1,0,5.8,92.49
2017,2,HYD_AIR,NGA,EUROPE,CONFERENCE,15,457964,84537,119135,86120,191834,0.81,0.09,0,1,0,0,9.5,71.18
2023,8,GOI_AIR,USA,MIDDLE_EAST,MEDICAL,3,97429,54352,329041,7508,46370,0.52,0.48,0,0,0,1,1.4,76.12
2016,10,DEL_AIR,VNM,S_AMERICA,PILGRIMAGE,29,438560,362069,524178,104302,14753,0.53,0.42,0,1,1,0,7.1,61.27
2019,2,HYD_AIR,AFG,AFRICA,CONFERENCE,5,671111,370871,581898,15352,100120,0.12,0.4,0,0,0,0,2.2,112.33
2024,8,CCU_AIR,KOR,EUROPE,MEDICAL,45,444870,18798,301049,170769,105812,0.7,0.23,1,1,0,0,1.3,129.65
2020,5,MAA_AIR,KOR,ASIA,PILGRIMAGE,34,622720,218847,334514,102278,178506,0.46,0.17,0,0,1,1,3.4,65.43
2020,1,COK_AIR,DEU,MIDDLE_EAST,PILGRIMAGE,34,1040120,307646,468079,100300,71287,0.23,0.73,1,0,1,1,1.2,70.53
2015,5,MUM_SEA,THA,ASIA,EDUCATION,42,804772,371647,172639,216692,154066,0.16,0.78,0,0,0,0,2.4,74.3
2022,7,HYD_AIR,SAU,EUROPE,PILGRIMAGE,20,1020144,154732,126536,141938,168680,0.81,0.07,1,0,1,0,2.8,98.12
2021,8,BOM_AIR,ETH,MIDDLE_EAST,VFR,7,431863,365854,23808,243331,162693,0.54,0.43,1,0,1,0,10.0,87.12
2024,7,BLR_AIR,SAU,EUROPE,LEISURE,4,129579,376050,317060,203503,144037,0.58,0.2,1,1,1,1,1.5,65.53
2025,2,HYD_AIR,KOR,N_AMERICA,PILGRIMAGE,11,1103810,344415,408521,235382,111513,0.25,0.39,0,0,1,0,9.6,60.34
2019,12,MUM_SEA,RUS,N_AMERICA,LEISURE,34,973467,30067,162804,109881,98277,0.52,0.35,0,1,0,1,4.5,83.67
2023,1,BOM_AIR,LKA,MIDDLE_EAST,PILGRIMAGE,19,728882,123475,289156,21803,18203,0.19,0.41,1,0,0,1,5.9,90.93
2025,7,AMD_AIR,VNM,EUROPE,LEISURE,21,1109141,284601,175490,130717,52693,0.41,0.36,0,1,1,0,1.3,108.27
2022,9,AMD_AIR,USA,AFRICA,VFR,15,590261,106056,448027,31030,157510,0.26,0.36,0,0,0,0,1.0,128.56
2024,7,HYD_AIR,MDV,S_AMERICA,LEISURE,17,758576,350644,234257,118254,182912,0.19,0.1,0,1,0,1,3.2,88.94
2020,8,BOM_AIR,GBR,EUROPE,LEISURE,37,48852,127171,546471,107431,56495,0.73,0.17,0,0,0,1,7.2,96.44
2016,5,DEL_AIR,CAN,ASIA,EDUCATION,22,1113594,191598,548945,12453,43472,0.61,0.07,1,1,0,0,7.2,111.3
2015,6,MAA_AIR,NGA,N_AMERICA,VFR,8,1023930,277896,283061,101596,37736,0.73,0.07,0,1,1,1,6.3,89.21
2025,10,MAA_AIR,ETH,N_AMERICA,LEISURE,11,799224,296841,99964,212351,115028,0.76,0.18,0,1,0,1,5.2,101.82
2019,4,MAA_AIR,BTN,MIDDLE_EAST,PILGRIMAGE,9,1183062,132702,344868,190033,55120,0.38,0.32,1,0,1,1,3.2,85.78
2016,7,CCU_AIR,FRA,ASIA,BUSINESS,6,478039,223840,60322,52534,42579,0.69,0.19,1,1,0,1,8.5,129.33
2021,7,HYD_AIR,SAU,AFRICA,EDUCATION,44,162081,18966,393840,96554,127709,0.67,0.1,0,0,1,1,6.2,75.56
2025,8,COK_AIR,NPL,OCEANIA,LEISURE,9,595392,209740,165250,64446,31632,0.26,0.52,0,0,0,1,4.1,112.42
2020,1,HYD_AIR,BTN,EUROPE,CONFERENCE,15,706200,375007,361792,196771,134298,0.64,0.07,1,0,0,0,2.3,66.37
2024,6,AMD_AIR,GBR,MIDDLE_EAST,EDUCATION,15,535613,353816,329506,242066,5082,0.84,0.08,1,1,1,0,6.9,78.99
2016,11,CCU_AIR,KOR,AFRICA,PILGRIMAGE,2,302767,377016,182484,176814,66859,0.63,0.34,1,1,0,1,2.8,108.91
2020,5,HYD_AIR,CAN,AFRICA,MEDICAL,32,749373,129443,144296,135145,130051,0.33,0.07,1,1,1,0,5.7,81.46
2015,7,DEL_AIR,VNM,EUROPE,LEISURE,37,950324,102937,569897,67559,45544,0.65,0.27,0,0,0,0,4.9,81.5
