health_chronic_surveillance_year,health_chronic_small_area_id,health_chronic_condition_code,health_chronic_prevalence_rate_pct,health_chronic_incidence_rate_per_100k,health_chronic_hospitalization_rate_per_100k,health_chronic_mortality_rate_per_100k,health_chronic_comorbidity_index,health_chronic_risk_factor_smoking_rate,health_chronic_risk_factor_obesity_rate,health_chronic_risk_factor_diabetes_rate,health_chronic_physical_activity_rate,health_chronic_diet_quality_score,health_chronic_medication_adherence_rate,health_chronic_preventive_screening_rate,health_chronic_avoidable_ed_visit_rate,health_chronic_healthcare_access_barrier_index,health_chronic_ncoioeconomic_deprivation_index,health_chronic_age_adjustment_standard,health_chronic_confidence_interval_width
2025,LGD-SA-5733644,HTN,14.51,1105.45,1730.86,1422.64,12.1,10.33,38.79,21.5,27.31,3.14,32.96,2.83,115.44,78.23,81.36,India2011,12.386
2016,LGD-SA-6837840,OBES,29.73,2112.1,1719.21,716.69,14.1,5.95,35.31,30.02,58.75,43.49,60.19,40.8,93.75,99.7,8.61,Census2011,1.883
2022,LGD-SA-3795072,CANC,28.96,3457.76,2118.96,716.41,11.76,3.22,18.8,27.77,23.11,21.42,84.0,55.46,97.56,70.81,86.06,India2011,6.493
2017,LGD-SA-8443788,OBES,11.0,2936.18,1799.06,1007.76,3.49,23.43,10.81,13.91,63.73,24.05,96.44,60.74,62.95,24.89,19.97,India2011,2.456
2017,LGD-SA-1052574,ASTH,41.57,169.88,1583.15,107.08,13.56,27.24,19.51,11.85,32.19,54.14,94.57,85.19,57.6,83.35,85.3,Census2011,10.358
2018,LGD-SA-5558717,CKD,37.67,2929.37,1701.69,1295.97,13.74,19.46,38.97,20.07,19.95,22.68,23.79,80.04,165.95,66.79,49.09,WHO2000,11.74
2016,LGD-SA-4329028,TB_SEQ,31.65,1748.53,1127.99,1326.79,9.67,17.44,33.93,11.14,24.41,35.73,30.66,40.49,170.48,7.85,29.8,GBDStd,2.486
2019,LGD-SA-6320232,OBES,35.44,1929.57,393.08,709.23,4.36,7.43,17.35,8.79,71.4,36.24,36.28,21.26,171.01,22.32,15.59,WHO2000,13.26
2020,LGD-SA-6437786,DM2,44.42,826.7,318.98,350.57,7.1,21.76,50.18,7.9,55.33,55.31,64.88,58.81,157.65,26.98,34.79,WHO2000,12.801
2021,LGD-SA-3498222,TB_SEQ,43.45,1950.08,1139.97,1567.31,14.43,42.97,21.04,34.64,53.96,57.67,78.9,39.88,41.29,47.87,50.43,GBDStd,12.703
2016,LGD-SA-7867465,HTN,38.59,1795.65,544.18,475.2,2.87,7.85,2.04,20.0,81.26,37.18,46.33,93.37,131.35,91.02,6.81,WHO2000,1.065
2024,LGD-SA-1887448,COPD,29.73,530.88,2079.1,799.03,1.23,5.75,8.37,33.4,17.16,16.7,91.9,11.65,63.02,14.17,64.01,GBDStd,13.759
2019,LGD-SA-2067886,HTN,11.73,458.52,151.0,1760.82,11.25,24.2,53.14,21.96,79.66,31.43,30.65,44.41,13.36,48.65,68.82,Census2011,3.212
2018,LGD-SA-5932392,CKD,9.51,434.9,897.63,775.63,10.98,8.48,9.72,19.82,27.39,17.32,26.7,47.1,19.62,32.72,79.98,Census2011,4.582
2024,LGD-SA-5084244,CVD,28.51,2461.76,1874.28,1547.11,11.43,14.94,48.12,32.39,40.5,7.85,74.32,23.44,67.36,57.24,38.54,Census2011,11.167
2025,LGD-SA-1812596,TB_SEQ,26.11,2382.41,533.04,330.79,7.72,4.42,42.75,20.43,62.13,44.94,64.56,43.38,136.13,20.92,94.63,Census2011,1.147
2017,LGD-SA-4730492,HTN,12.92,400.27,337.45,70.55,7.32,2.36,8.64,10.04,44.96,67.17,25.57,62.24,48.74,19.6,13.22,Census2011,0.675
2020,LGD-SA-4394586,CKD,41.15,16.98,1530.42,180.2,6.04,44.71,15.24,2.89,76.52,58.33,91.45,78.52,53.96,97.82,87.07,WHO2000,3.74
2020,LGD-SA-1581423,OBES,11.97,1456.83,1219.47,1012.11,14.26,39.2,47.09,5.05,44.62,79.39,43.4,12.42,173.06,72.57,45.97,Census2011,2.091
2015,LGD-SA-2729195,TB_SEQ,32.09,236.21,460.0,851.59,6.21,24.15,42.04,25.12,87.69,68.83,86.45,29.4,12.59,92.03,16.19,GBDStd,8.877
2023,LGD-SA-5355763,HTN,10.62,2203.75,901.65,1634.66,7.16,40.51,41.41,14.89,76.39,37.23,53.39,32.6,68.88,9.12,30.73,GBDStd,3.592
2024,LGD-SA-1019502,NCD_MULTI,27.43,2142.54,554.9,1734.35,4.1,42.82,22.8,29.89,14.4,2.15,36.04,79.67,19.11,31.59,74.18,WHO2000,7.384
2023,LGD-SA-2437831,OBES,1.65,1984.66,1717.8,960.47,2.9,31.09,38.52,8.84,51.13,58.79,95.09,67.8,50.74,11.69,17.33,India2011,13.31
2015,LGD-SA-7110900,CVD,15.29,2028.16,2004.93,874.85,4.31,21.14,38.3,17.34,33.37,68.96,74.33,36.87,108.48,15.03,81.08,GBDStd,6.54
2016,LGD-SA-7414990,COPD,29.05,1517.14,744.48,1374.43,13.62,22.33,35.48,31.67,29.29,85.7,63.15,16.12,71.3,78.81,67.22,India2011,10.002
2015,LGD-SA-5934633,CKD,27.77,3139.57,1315.04,28.59,4.51,25.33,3.98,13.16,26.66,2.93,39.21,42.41,53.34,25.27,52.55,Census2011,1.165
2019,LGD-SA-5667070,TB_SEQ,42.08,490.77,937.71,611.28,14.57,11.37,26.39,14.49,64.23,75.44,70.72,18.51,66.59,38.1,95.23,WHO2000,3.143
2025,LGD-SA-6193379,ASTH,25.25,1310.76,1067.28,835.71,11.42,31.16,18.32,4.18,86.68,61.28,41.68,82.77,41.59,35.53,8.05,India2011,7.394
2019,LGD-SA-1837446,DM2,35.25,3499.26,1271.02,1085.35,1.35,36.75,32.84,31.39,19.68,62.92,50.97,58.17,53.47,41.8,0.44,Census2011,2.983
2024,LGD-SA-5572066,STROKE,12.67,2007.4,932.86,887.98,11.51,36.81,43.8,15.25,70.22,85.14,61.58,9.78,95.51,36.59,93.29,WHO2000,8.847
2024,LGD-SA-2516815,CVD,35.39,40.99,1011.37,1463.88,2.85,32.08,46.42,34.01,79.71,83.91,53.41,42.25,128.07,34.02,39.79,India2011,11.554
2017,LGD-SA-3413670,STROKE,33.69,2350.55,145.35,1105.05,5.46,6.24,26.39,20.46,70.47,77.82,62.21,9.64,35.42,4.54,60.63,Census2011,12.894
2025,LGD-SA-3622459,HTN,19.81,1063.06,1681.19,226.9,4.63,20.65,34.98,8.95,81.52,77.43,97.42,82.43,44.56,49.43,98.54,Census2011,2.304
2024,LGD-SA-3671479,TB_SEQ,3.27,583.82,1886.54,1477.8,6.63,3.23,23.95,33.97,74.44,6.73,97.41,28.09,25.04,40.11,63.88,GBDStd,11.222
2020,LGD-SA-3170117,CANC,3.68,2006.89,2176.45,1579.61,5.65,14.68,32.55,27.71,56.15,64.72,97.01,56.94,46.02,13.72,61.28,GBDStd,0.153
2016,LGD-SA-8077097,HTN,4.11,895.97,2015.2,1162.26,9.95,7.03,35.01,13.0,28.88,8.18,31.81,18.15,27.8,27.6,85.14,WHO2000,9.477
2017,LGD-SA-7186416,TB_SEQ,43.49,1839.91,1696.71,272.3,7.77,40.29,16.87,17.32,64.75,31.29,20.73,24.71,144.51,86.94,8.38,GBDStd,10.67
2023,LGD-SA-1052717,ASTH,43.3,1105.22,626.11,615.3,12.95,29.17,41.42,17.85,67.78,30.56,47.96,72.09,60.14,43.74,27.25,Census2011,14.162
2019,LGD-SA-6303561,NCD_MULTI,39.64,464.89,684.16,1600.0,10.47,41.65,9.14,15.74,79.3,26.25,57.22,25.64,25.09,48.61,92.02,GBDStd,4.693
2025,LGD-SA-6548577,CKD,16.53,289.01,266.34,1510.5,13.88,14.25,44.48,8.22,82.95,59.55,30.59,3.03,40.59,87.49,59.72,Census2011,6.005
2016,LGD-SA-9260322,CVD,17.64,1582.59,1587.23,528.16,12.91,12.47,43.9,7.2,81.45,12.33,44.52,40.36,93.05,30.01,90.15,Census2011,12.943
2025,LGD-SA-4637207,CKD,35.35,1692.63,531.06,895.24,13.02,15.99,5.72,25.03,27.17,80.22,24.71,76.22,77.32,71.63,83.67,India2011,7.859
2023,LGD-SA-8933736,DM2,24.1,1747.55,1166.79,1026.79,4.25,5.68,5.25,10.03,42.72,79.71,44.52,76.78,55.63,85.96,90.29,WHO2000,13.456
2021,LGD-SA-8295793,DM2,10.2,2056.14,1613.19,91.26,4.61,39.37,24.8,27.83,55.91,15.94,49.27,5.28,77.49,80.59,7.53,India2011,11.837
2019,LGD-SA-1182476,COPD,17.36,2099.85,1612.82,112.42,10.7,6.04,21.87,14.31,65.48,79.57,82.09,47.98,18.72,76.21,86.08,India2011,14.647
2017,LGD-SA-4165177,CVD,10.57,254.68,818.66,407.59,0.91,33.05,50.59,33.35,51.3,90.03,58.01,32.38,106.26,69.33,86.6,Census2011,6.471
2015,LGD-SA-9350372,STROKE,15.85,57.98,1531.1,1576.41,9.5,30.46,50.06,20.36,44.5,62.7,94.99,23.41,60.69,8.44,54.91,Census2011,6.574
2025,LGD-SA-3116690,CANC,39.34,1210.02,216.13,933.23,11.79,26.71,48.87,10.2,33.76,96.73,82.23,59.83,48.78,57.46,98.66,India2011,7.505
2020,LGD-SA-5343131,COPD,3.84,2306.71,1905.4,1353.52,3.68,22.98,7.08,30.44,31.3,82.52,89.38,92.33,97.21,78.45,12.03,GBDStd,8.889
2022,LGD-SA-6017550,COPD,10.79,884.91,1047.14,1734.63,12.1,21.76,47.83,10.89,34.87,32.97,80.25,5.48,172.47,18.09,78.17,Census2011,14.09
2023,LGD-SA-9958604,CVD,34.15,1973.46,984.06,723.54,8.69,8.82,37.02,31.62,59.61,55.47,67.19,6.28,7.49,72.35,77.52,GBDStd,1.515
2017,LGD-SA-6473242,STROKE,27.64,674.81,412.49,1569.41,2.18,40.22,2.13,24.52,58.81,70.47,82.16,81.31,31.05,18.97,74.0,India2011,8.494
2016,LGD-SA-7178670,OBES,9.51,975.17,1487.69,1042.49,6.49,37.53,31.23,5.67,13.7,33.92,28.1,61.73,157.57,21.93,97.38,Census2011,10.61
2016,LGD-SA-2614413,COPD,13.09,2417.31,531.71,1129.9,14.63,37.87,4.92,7.14,28.76,20.3,53.41,79.34,125.58,66.87,50.32,GBDStd,13.742
2023,LGD-SA-6637241,DM2,8.85,2560.53,1611.54,949.38,9.31,5.7,47.44,14.7,66.41,91.42,35.64,26.55,154.58,3.76,25.66,GBDStd,0.405
2025,LGD-SA-5469264,TB_SEQ,16.63,2665.06,2109.65,1196.84,13.17,4.19,1.7,14.03,63.04,92.96,41.49,68.72,19.62,78.62,57.98,GBDStd,3.121
2024,LGD-SA-9188487,CANC,37.61,2823.32,750.35,1701.95,1.7,17.81,26.48,2.48,28.69,61.09,80.92,14.69,101.75,79.32,45.49,Census2011,13.359
2023,LGD-SA-5398856,ASTH,30.12,3386.37,2134.64,1134.11,10.69,34.52,32.18,20.64,76.53,10.53,35.33,33.82,177.15,53.89,13.86,GBDStd,11.531
2025,LGD-SA-4012030,OBES,39.93,689.67,1796.46,1049.35,2.89,42.63,27.87,5.58,13.05,30.4,30.84,46.36,112.73,98.84,35.87,India2011,3.194
2023,LGD-SA-4509752,CVD,27.95,690.64,1497.18,918.68,12.73,36.28,41.24,31.48,48.78,18.49,65.86,24.97,145.21,94.31,24.23,India2011,0.39
2021,LGD-SA-8511191,CKD,7.13,467.96,1473.5,1370.09,7.28,18.51,28.95,26.85,52.75,30.08,38.25,82.2,46.86,30.44,90.89,Census2011,7.287
2017,LGD-SA-5179402,ASTH,23.3,1515.19,447.44,492.24,0.8,25.14,46.16,9.45,58.37,9.57,59.97,22.38,117.67,4.15,42.44,India2011,4.546
2019,LGD-SA-3273860,STROKE,8.32,380.07,579.98,1001.42,4.13,26.83,32.2,11.1,39.41,76.19,54.93,70.44,167.75,99.67,35.59,Census2011,12.645
2015,LGD-SA-3268718,HTN,0.79,386.08,1689.98,1466.88,10.4,23.98,14.2,14.54,25.11,81.38,86.99,38.03,18.52,1.57,8.83,Census2011,9.859
2025,LGD-SA-1263228,OBES,19.99,2566.39,1511.31,883.22,3.98,16.06,46.77,4.17,37.67,46.13,73.39,83.84,133.84,45.56,75.07,India2011,5.85
2023,LGD-SA-1101347,NCD_MULTI,39.06,2140.63,311.27,1799.35,12.3,24.72,49.13,10.55,71.12,36.38,22.31,35.61,141.86,71.86,19.74,WHO2000,7.663
2025,LGD-SA-8486400,NCD_MULTI,42.21,2292.81,1166.74,476.82,4.06,18.39,33.7,17.92,60.69,97.21,26.21,73.71,80.78,55.58,70.59,Census2011,6.303
2022,LGD-SA-9593679,DM2,0.8,1750.43,1951.68,666.85,12.39,6.05,37.12,14.99,28.44,91.25,86.1,34.47,179.55,17.17,79.81,Census2011,2.818
2025,LGD-SA-8571734,DM2,13.16,3019.76,1745.45,494.85,9.64,24.8,11.45,8.22,10.57,15.57,40.99,45.38,48.15,47.92,24.92,GBDStd,3.271
2024,LGD-SA-3585929,OBES,39.72,2717.95,450.27,204.53,6.0,35.75,19.3,9.43,20.79,84.15,71.92,78.08,128.71,21.14,51.55,Census2011,12.114
2018,LGD-SA-1343168,DM2,42.75,517.84,1491.02,1154.09,4.03,26.61,41.46,11.64,43.74,20.67,31.34,40.56,179.26,16.56,93.53,India2011,2.622
2020,LGD-SA-7237363,COPD,11.18,2492.14,595.52,691.39,6.14,8.67,35.82,27.8,89.17,76.89,24.94,15.08,40.6,63.59,8.88,India2011,4.173
2025,LGD-SA-1880792,ASTH,0.26,2284.67,1162.37,1413.46,4.19,18.76,10.42,13.96,55.11,46.68,63.24,42.31,38.81,98.44,13.96,Census2011,7.291
2025,LGD-SA-2542188,ASTH,26.02,1540.33,520.13,1577.53,4.0,14.69,28.75,18.54,41.71,30.63,95.49,28.19,111.9,99.53,61.04,WHO2000,7.705
2025,LGD-SA-2604173,STROKE,22.43,3311.94,1533.52,523.54,2.45,9.78,38.08,29.11,50.18,23.1,38.14,78.89,117.71,62.67,9.36,GBDStd,0.244
2023,LGD-SA-8077944,OBES,35.43,1560.82,518.27,337.54,9.25,18.64,47.47,14.59,39.16,46.35,85.9,70.1,54.1,48.72,77.17,WHO2000,3.714
2017,LGD-SA-8626847,COPD,3.88,1398.7,918.96,415.9,13.4,37.6,35.21,33.38,40.77,64.05,40.45,21.33,34.28,96.58,20.29,WHO2000,14.936
2023,LGD-SA-8037605,CKD,3.25,3274.2,1096.3,404.16,8.48,14.34,42.5,25.35,49.96,64.66,65.05,63.22,67.66,88.27,75.68,WHO2000,1.821
2019,LGD-SA-5753792,COPD,16.86,589.62,2161.66,837.03,12.93,20.73,5.38,18.5,81.7,31.7,27.11,28.38,112.11,20.16,2.14,GBDStd,5.842
2020,LGD-SA-9028289,STROKE,4.18,1069.45,1796.12,236.29,0.03,43.14,7.18,22.5,28.26,34.24,58.8,71.08,62.63,71.64,48.31,Census2011,7.338
2016,LGD-SA-7283567,ASTH,4.34,2246.52,1010.81,1707.45,7.58,31.19,6.04,29.5,89.25,28.72,95.12,93.77,60.07,44.95,42.74,GBDStd,4.763
2018,LGD-SA-7025335,CKD,44.04,3067.99,1515.9,1721.74,3.21,16.15,26.21,3.96,81.7,40.78,40.85,40.18,140.89,21.88,6.87,WHO2000,6.704
2020,LGD-SA-3433391,COPD,8.72,630.39,469.25,725.81,4.37,18.39,5.18,6.98,18.25,50.07,54.92,16.74,119.53,15.69,70.84,WHO2000,7.765
2020,LGD-SA-1599223,ASTH,0.83,1219.6,1072.6,802.56,11.56,25.92,53.58,8.44,53.65,51.78,46.67,44.64,115.22,51.05,9.33,WHO2000,0.555
2017,LGD-SA-1942393,TB_SEQ,11.34,275.46,840.88,321.95,0.3,29.68,23.42,30.7,31.82,7.23,93.89,16.86,98.82,27.26,57.39,GBDStd,13.87
2021,LGD-SA-6868145,CANC,26.53,994.22,1943.24,1795.88,4.38,43.26,44.35,14.65,82.35,44.14,32.74,39.72,58.45,48.21,28.28,GBDStd,2.65
2016,LGD-SA-3201688,DM2,36.69,1593.24,624.8,745.67,7.89,36.75,39.86,22.45,74.29,17.78,53.14,69.19,169.63,67.52,53.68,WHO2000,10.304
2019,LGD-SA-9672321,NCD_MULTI,28.13,2628.24,1735.65,1445.66,13.85,24.29,30.45,17.99,59.06,44.05,85.24,37.11,57.9,36.32,16.28,India2011,13.42
2018,LGD-SA-4852042,NCD_MULTI,18.25,2858.16,339.71,414.54,3.45,19.73,13.55,32.57,12.87,51.17,41.06,26.24,93.69,15.04,43.43,India2011,14.809
2016,LGD-SA-4357771,STROKE,23.31,195.77,88.8,168.98,1.54,37.94,16.65,10.4,22.24,48.56,97.57,61.44,78.34,13.69,99.01,India2011,1.806
2020,LGD-SA-8744113,DM2,11.37,823.73,872.12,489.9,9.17,31.72,33.28,31.38,29.18,10.83,29.42,49.16,154.88,85.96,51.42,Census2011,7.99
2019,LGD-SA-7152573,CVD,12.68,1431.08,1683.14,1233.66,0.78,2.34,29.44,5.26,75.92,29.07,54.38,77.94,67.61,6.72,61.82,GBDStd,4.479
2016,LGD-SA-6363596,CKD,5.15,2391.72,816.77,1063.91,5.49,22.18,23.82,11.85,87.44,42.0,48.52,38.95,1.95,54.42,54.65,WHO2000,13.164
2020,LGD-SA-5166607,CKD,7.9,600.08,2037.39,466.88,4.56,24.43,10.14,21.58,47.19,28.96,63.24,76.32,60.28,62.67,22.08,WHO2000,6.408
2024,LGD-SA-2615504,ASTH,14.49,1696.03,17.1,1586.45,4.09,19.38,5.21,23.96,70.02,13.88,38.62,72.7,143.55,31.27,65.03,Census2011,4.116
2025,LGD-SA-6413528,TB_SEQ,35.73,1864.41,158.37,1024.57,1.33,41.81,21.48,32.29,17.69,39.51,75.3,78.57,76.92,57.17,1.67,GBDStd,8.168
2025,LGD-SA-8607007,TB_SEQ,20.17,2994.42,13.17,440.44,4.06,24.56,4.06,24.29,74.81,99.42,75.83,5.99,169.52,99.25,91.15,Census2011,3.006
2024,LGD-SA-3314799,STROKE,20.51,3426.33,392.22,409.51,4.06,20.62,47.03,29.78,15.38,36.56,66.24,48.54,17.35,20.73,41.67,GBDStd,8.954
2016,LGD-SA-7355347,TB_SEQ,12.87,1428.96,1399.98,56.75,2.1,32.1,31.7,12.3,89.56,45.61,71.74,26.88,133.18,56.28,58.17,Census2011,9.228
2023,LGD-SA-3767412,NCD_MULTI,31.7,3299.4,1781.75,1238.25,2.34,41.47,6.33,7.64,25.53,18.92,60.98,87.1,71.31,79.98,69.85,GBDStd,0.17
2019,LGD-SA-2837429,COPD,2.96,595.85,509.3,112.19,10.71,12.36,20.81,26.18,75.42,48.17,71.18,4.9,56.07,68.49,67.61,India2011,1.247
2015,LGD-SA-3631312,ASTH,0.84,448.91,1995.09,276.38,3.05,38.99,37.7,23.19,82.95,30.33,86.18,1.76,57.43,14.29,54.83,India2011,14.897
2018,LGD-SA-9992900,ASTH,28.92,1480.21,511.17,1705.8,1.05,22.83,39.63,29.68,24.74,20.15,20.82,7.85,139.79,26.87,5.23,Census2011,10.67
2022,LGD-SA-2096957,CVD,31.46,3431.95,1458.35,190.33,8.43,12.44,42.34,19.21,78.75,5.06,64.43,59.5,173.79,18.18,68.4,WHO2000,6.8
2019,LGD-SA-6410750,OBES,34.49,506.86,2058.68,715.19,12.31,33.26,36.98,5.65,58.83,49.72,27.49,24.11,35.76,11.38,52.87,India2011,5.581
2022,LGD-SA-1028260,DM2,33.81,2592.86,830.09,818.17,11.09,41.15,41.94,18.36,48.17,92.55,83.49,7.22,172.1,15.71,43.75,GBDStd,4.953
2016,LGD-SA-7791334,OBES,33.35,2184.99,1644.55,406.15,7.99,11.6,21.65,2.46,28.31,47.52,96.34,24.04,173.06,23.49,74.29,WHO2000,6.351
2015,LGD-SA-7520675,TB_SEQ,21.02,2268.49,26.91,87.68,11.54,12.02,19.31,27.77,62.59,67.76,63.0,69.87,35.92,47.71,33.94,Census2011,9.807
2016,LGD-SA-8064822,CVD,3.05,3189.35,952.76,1170.49,1.63,26.28,36.03,2.28,82.04,84.94,32.77,17.78,68.0,60.94,39.58,GBDStd,1.88
2019,LGD-SA-7137407,NCD_MULTI,17.68,1119.58,547.82,1345.95,0.95,12.78,17.59,10.25,70.29,85.64,52.54,82.78,1.9,31.0,95.79,India2011,12.896
2022,LGD-SA-1081245,STROKE,22.11,513.25,2142.34,587.93,1.13,7.69,3.17,3.5,10.59,3.9,95.32,5.63,12.42,85.66,20.59,Census2011,9.996
2016,LGD-SA-8863742,CANC,26.51,968.86,1253.66,1581.78,5.44,39.05,24.11,26.95,61.64,52.15,46.6,91.24,22.79,13.09,63.31,Census2011,13.329
2016,LGD-SA-6484600,ASTH,8.34,1538.49,1731.61,1327.88,12.08,1.89,21.3,20.49,55.65,99.96,32.84,86.59,68.89,42.13,87.09,Census2011,13.708
2023,LGD-SA-5202228,STROKE,4.54,2276.97,2009.74,1334.18,0.68,31.14,12.97,34.56,89.16,54.58,36.13,23.64,66.33,80.56,44.73,WHO2000,14.522
2019,LGD-SA-1654610,STROKE,23.19,2979.91,934.71,1190.78,10.95,15.01,18.97,19.91,79.07,49.84,57.37,3.53,11.36,72.82,92.12,GBDStd,10.568
2018,LGD-SA-8590717,OBES,12.16,2316.7,1446.13,303.17,11.19,36.51,3.19,7.49,70.31,83.64,65.85,85.58,5.91,5.77,4.25,Census2011,2.958
2024,LGD-SA-6283984,COPD,32.47,1101.78,1879.56,386.35,8.3,33.96,54.21,12.87,13.1,57.04,45.02,43.57,7.23,29.84,37.91,Census2011,10.338
2025,LGD-SA-4684462,NCD_MULTI,33.42,781.47,632.91,868.79,10.55,7.08,22.5,23.22,69.44,11.91,47.88,36.61,124.93,45.75,24.18,GBDStd,7.949
2018,LGD-SA-4044241,CANC,12.24,2783.21,1002.28,574.51,10.3,20.52,51.62,1.52,72.13,17.12,53.69,4.63,137.43,73.05,9.54,WHO2000,1.95
2017,LGD-SA-7075529,CANC,14.37,3241.7,1983.59,635.4,5.43,31.38,32.43,3.96,41.33,3.55,32.85,47.91,161.2,51.31,19.04,GBDStd,2.81
2017,LGD-SA-5202484,CKD,27.17,1575.8,2060.47,1674.02,7.3,37.89,29.99,7.68,55.11,62.77,61.4,88.83,151.15,60.04,7.75,India2011,4.593
2020,LGD-SA-2565132,DM2,14.76,3438.05,15.88,1145.73,2.63,22.96,32.35,30.32,29.67,52.88,58.12,62.89,32.39,93.85,97.8,India2011,1.902
2020,LGD-SA-7197080,CKD,25.68,1978.5,1166.95,415.76,6.16,36.67,35.92,1.04,78.83,4.18,44.31,43.62,159.79,4.85,4.21,GBDStd,4.963
2025,LGD-SA-9601502,CANC,11.9,2281.13,935.0,1262.77,8.03,29.38,49.42,3.51,84.63,70.38,32.15,25.61,167.84,95.07,50.16,GBDStd,7.039
2017,LGD-SA-2183546,COPD,20.55,2424.89,252.37,867.7,2.57,31.12,38.28,30.87,74.7,73.86,89.05,24.7,56.35,31.1,4.79,WHO2000,5.228
2024,LGD-SA-6841466,CVD,22.86,428.72,2161.65,1170.02,6.83,38.7,40.95,19.32,62.75,5.95,51.57,65.24,91.97,60.3,83.17,Census2011,9.645
2020,LGD-SA-3532046,HTN,31.07,291.76,893.16,1367.22,3.82,23.82,38.82,8.25,73.35,36.11,79.08,57.17,78.71,24.87,12.24,GBDStd,1.037
2024,LGD-SA-2673172,DM2,21.29,1673.83,1922.11,1493.88,10.43,1.63,42.76,19.72,32.33,8.06,84.83,87.21,114.35,31.38,77.57,India2011,5.153
2015,LGD-SA-7098280,TB_SEQ,17.07,1469.24,571.98,1517.97,3.19,28.61,11.72,26.17,12.02,60.22,78.53,33.33,175.15,57.04,58.64,Census2011,9.004
2018,LGD-SA-5404141,CVD,3.37,236.42,710.06,684.62,12.07,22.08,27.18,13.42,17.3,13.13,93.33,81.41,66.28,54.25,97.45,GBDStd,9.438
2020,LGD-SA-9905691,CKD,28.32,1551.07,1641.94,1781.67,13.75,25.64,14.78,16.09,45.59,49.92,59.37,52.57,29.7,74.65,33.43,India2011,14.575
2015,LGD-SA-8569643,OBES,8.21,722.07,367.91,733.76,4.55,26.31,31.95,15.53,71.38,70.16,96.01,82.73,51.44,21.68,21.26,Census2011,7.092
2020,LGD-SA-8894925,STROKE,0.9,1056.19,296.46,408.56,4.86,12.04,2.41,14.6,41.9,15.62,63.1,5.58,101.85,67.92,45.3,Census2011,0.292
2016,LGD-SA-1434193,NCD_MULTI,8.3,2219.45,1871.42,364.83,6.22,8.07,26.9,5.64,76.79,37.53,27.43,23.2,31.31,51.3,21.98,India2011,2.686
2015,LGD-SA-3419163,STROKE,14.36,966.97,147.81,19.19,14.22,14.43,42.93,9.53,19.74,41.86,77.73,17.74,67.4,66.84,97.17,WHO2000,2.147
2016,LGD-SA-6166847,COPD,3.65,3432.9,1675.09,301.28,5.65,16.33,32.93,19.06,64.97,21.5,67.87,64.06,38.67,6.88,84.53,India2011,2.247
2018,LGD-SA-2298009,NCD_MULTI,0.37,2982.27,1288.06,222.05,8.56,9.42,16.69,9.9,39.22,93.6,55.15,93.75,173.26,11.23,2.84,WHO2000,6.917
2016,LGD-SA-6907223,DM2,26.34,1190.96,1354.36,1311.18,12.82,34.53,17.02,25.2,31.01,81.94,59.73,29.67,60.63,17.61,26.06,GBDStd,3.512
2023,LGD-SA-4016167,HTN,18.16,920.55,1205.82,829.15,6.46,1.34,9.95,26.03,38.48,56.44,44.07,41.85,92.65,75.24,56.23,GBDStd,13.882
2021,LGD-SA-5075854,OBES,18.43,1927.47,841.19,970.48,6.79,11.98,54.15,1.69,58.46,52.14,71.07,85.32,12.68,74.56,94.63,India2011,11.088
2022,LGD-SA-5786569,CANC,13.68,3470.45,1197.76,468.57,7.49,20.56,8.09,7.02,14.66,63.64,84.99,10.19,50.65,91.14,67.81,Census2011,12.279
2019,LGD-SA-8092349,ASTH,19.6,733.61,1557.76,487.28,4.05,9.24,34.47,27.67,33.61,9.9,71.19,37.0,38.98,59.61,17.21,WHO2000,3.135
2015,LGD-SA-6463386,COPD,35.64,247.51,107.01,725.58,3.0,34.59,54.96,2.05,43.33,32.64,95.79,60.44,53.54,51.58,4.57,WHO2000,9.88
2016,LGD-SA-8967830,NCD_MULTI,41.44,2990.29,2094.97,1731.25,0.29,20.68,40.95,5.24,76.28,36.12,71.88,39.75,101.37,3.22,10.08,WHO2000,12.238
2025,LGD-SA-7563429,CANC,35.89,2509.39,769.06,631.69,1.62,30.7,30.94,25.34,78.18,39.64,82.06,61.27,44.04,52.11,45.45,WHO2000,13.829
2024,LGD-SA-4537191,CKD,23.32,2774.94,284.82,720.72,8.01,3.75,15.18,30.85,56.42,65.62,88.41,15.81,46.13,1.29,8.04,WHO2000,13.032
2020,LGD-SA-2568355,HTN,30.66,252.09,275.21,1759.98,5.92,33.94,25.5,9.34,21.39,54.01,54.92,12.11,107.72,42.74,69.07,Census2011,9.599
2021,LGD-SA-9383031,CKD,22.98,732.96,1408.27,1590.61,7.06,38.96,45.58,17.32,83.54,91.05,59.95,67.31,142.0,19.5,45.4,WHO2000,3.8
2021,LGD-SA-8685997,CKD,31.41,651.42,804.28,1496.41,11.32,10.84,36.25,2.59,30.88,73.07,65.14,22.39,95.8,3.11,52.95,India2011,7.582
2021,LGD-SA-7657728,COPD,28.71,580.01,2010.74,1785.19,14.98,16.97,4.79,22.52,53.26,47.35,67.72,7.14,175.98,24.41,62.43,India2011,3.368
2024,LGD-SA-6372167,ASTH,29.51,3079.15,1491.13,1092.9,7.63,44.39,10.35,27.64,64.08,32.6,90.26,92.34,79.14,23.71,59.38,Census2011,1.846
2018,LGD-SA-9310112,CVD,33.48,78.1,548.87,1793.87,1.6,3.11,44.08,27.18,52.87,45.12,48.82,17.3,78.95,66.63,4.14,GBDStd,9.527
