health_mch_birth_cohort_year,health_mch_prenatal_visit_adequacy_index,health_mch_maternal_mortality_ratio,health_mch_severe_maternal_morbidity_rate,health_mch_preterm_birth_rate,health_mch_low_birthweight_rate,health_mch_breastfeeding_initiation_rate,health_mch_breastfeeding_6mo_rate,health_mch_postpartum_care_rate,health_mch_infant_sleep_safe_rate,health_mch_immunization_series_completion,health_mch_well_child_visit_rate,health_mch_teen_birth_rate,health_mch_fertility_rate_age_specific,health_mch_nicu_admission_rate,health_mch_postnatal_depression_screen_rate,health_mch_substance_exposure_flag_rate,health_mch_doula_support_rate,health_mch_pmjay_eligibility_category,health_mch_home_visiting_program_uptake
2015,2.04,143.44,4.265,17.62,16.08,46.55,22.34,54.09,76.51,24.12,54.25,14.3,160.74,0.03,40.37,2.45,10.44,PMJAY_OtherEligible,37.62
2016,6.67,146.99,5.158,10.89,27.45,53.52,34.95,25.43,94.13,58.52,87.32,14.42,35.35,6.51,9.66,4.31,0.36,SECC_Eligible,38.26
2014,8.96,286.74,1.637,17.82,26.16,81.48,75.75,25.44,82.76,37.07,42.25,24.32,166.75,2.03,76.29,7.4,23.0,Unknown,79.75
2022,2.43,82.77,4.81,5.04,6.19,23.36,54.68,29.13,69.63,16.57,27.87,10.35,112.9,8.14,0.69,7.91,17.35,SECC_Eligible,55.2
2016,8.08,74.31,5.666,11.56,13.07,92.64,50.85,76.3,24.35,14.71,26.79,19.97,138.99,10.55,33.87,7.73,9.96,NotEligible,22.87
2018,3.38,282.98,3.412,14.23,8.83,93.02,52.76,68.86,75.12,19.66,58.84,2.41,175.3,5.86,14.07,1.75,7.54,SECC_Eligible,21.53
2019,7.4,124.17,4.918,5.55,29.27,50.65,56.61,77.43,47.1,80.14,63.93,18.5,245.67,24.29,55.62,11.53,22.15,Unknown,43.4
2017,7.56,53.17,3.351,11.8,22.82,97.73,36.44,25.53,57.18,91.05,45.43,13.75,2.01,0.49,42.51,4.8,21.03,SECC_Eligible,73.66
2019,9.74,235.27,1.757,11.15,19.84,52.59,14.88,94.08,25.46,48.52,75.7,24.57,187.81,21.27,47.84,10.87,6.9,NotEligible,15.34
2025,9.43,28.02,0.209,3.19,10.08,60.95,55.98,29.75,89.66,28.09,5.29,5.74,28.45,17.38,74.71,1.23,2.47,PMJAY_OtherEligible,60.3
2022,6.98,314.04,5.813,6.07,23.34,51.49,16.45,40.88,96.32,38.21,21.99,11.49,67.04,19.49,71.08,4.36,20.85,Unknown,9.84
2015,5.86,309.25,3.299,12.96,16.45,57.57,84.06,70.7,26.51,33.42,39.71,3.84,139.51,14.65,85.06,11.6,2.39,PMJAY_OtherEligible,69.48
2017,1.85,97.57,2.269,5.09,10.44,35.93,56.11,53.33,25.51,68.36,63.57,3.08,111.84,13.25,88.57,10.03,25.14,PMJAY_OtherEligible,76.54
2022,8.51,61.26,2.525,7.6,5.49,69.2,40.5,20.19,22.84,41.05,23.63,15.32,240.34,17.25,37.99,1.51,3.99,NotEligible,64.23
2023,9.01,322.79,0.909,2.78,10.94,65.18,79.25,36.37,93.29,30.97,49.42,14.82,189.33,8.18,34.47,5.29,7.17,SECC_Eligible,79.45
2019,4.06,67.87,1.76,15.03,24.19,86.01,43.91,67.76,64.38,93.98,33.29,22.46,183.36,20.82,27.67,11.01,14.42,SECC_Eligible,51.64
2017,5.77,151.73,1.275,14.4,10.93,69.05,58.45,65.48,15.09,43.13,85.22,29.98,21.11,18.04,11.46,9.56,7.72,PMJAY_OtherEligible,79.53
2014,8.09,237.16,2.729,17.46,12.14,64.19,13.61,92.67,62.82,13.04,31.36,17.39,155.34,18.94,34.69,7.33,15.72,PMJAY_OtherEligible,57.44
2017,6.29,85.72,3.318,16.19,19.29,38.64,74.5,61.2,35.71,73.74,89.25,9.42,240.96,10.03,31.57,11.76,4.11,SECC_Eligible,11.69
2023,1.05,209.28,4.557,15.73,14.87,63.59,33.64,41.31,16.6,28.0,47.65,29.22,188.76,12.94,55.15,5.07,14.44,Unknown,25.48
2018,8.8,317.03,0.199,15.33,18.56,22.28,71.58,74.67,12.03,45.48,35.18,11.53,70.05,24.97,2.25,5.04,13.56,PMJAY_OtherEligible,24.48
2020,3.88,347.78,1.254,14.09,27.41,97.14,47.15,31.95,51.2,85.14,76.03,16.71,212.77,0.61,84.79,3.68,12.57,Unknown,76.29
2018,4.89,192.64,5.749,13.01,5.11,28.83,69.84,30.72,12.59,68.55,68.58,9.92,78.77,2.76,42.75,3.71,10.32,NotEligible,15.45
2015,0.79,192.62,3.16,12.58,12.44,34.23,37.74,20.16,12.43,51.45,8.04,19.74,0.97,11.93,27.54,5.58,27.04,Unknown,75.35
2024,8.48,223.53,5.0,14.54,11.96,88.42,7.94,23.7,67.73,73.05,26.2,34.65,105.91,3.64,32.43,3.35,20.87,SECC_Eligible,12.49
2023,7.32,258.26,3.318,12.16,17.99,72.86,58.2,30.05,13.51,13.13,73.51,17.14,54.0,5.88,87.4,4.2,13.93,PMJAY_OtherEligible,39.47
2018,5.4,84.52,0.636,4.06,9.32,79.8,50.98,72.44,16.52,65.4,84.4,3.73,179.84,23.32,39.92,9.33,1.65,Unknown,11.41
2021,9.54,248.53,4.85,7.91,7.05,22.78,62.31,90.02,62.0,49.55,41.66,16.86,25.03,20.78,23.18,0.63,23.19,SECC_Eligible,61.7
2018,9.36,244.53,1.588,12.73,11.1,67.62,9.83,90.54,18.23,22.16,64.0,30.34,139.42,18.83,37.94,4.75,21.96,SECC_Eligible,64.1
2017,7.84,224.22,2.873,14.5,25.22,44.15,45.85,92.28,55.56,49.28,29.58,3.66,149.13,21.71,73.97,3.46,26.64,SECC_Eligible,77.58
2024,6.33,124.0,5.359,2.87,14.02,71.55,35.92,55.94,57.35,15.46,84.65,27.64,63.68,19.49,47.37,3.98,21.16,SECC_Eligible,37.53
2022,5.58,28.51,3.853,7.01,8.45,36.2,53.51,19.23,67.6,24.45,90.14,15.2,217.94,21.38,11.22,0.92,22.07,PMJAY_OtherEligible,76.13
2019,4.31,238.36,0.201,10.43,15.33,20.84,47.48,53.07,62.14,16.33,19.08,16.85,12.94,23.93,41.23,10.05,11.48,PMJAY_OtherEligible,22.98
2024,0.09,334.25,0.633,17.37,23.44,37.28,45.78,26.02,94.55,12.08,44.86,28.59,160.79,18.43,25.31,5.64,11.89,PMJAY_OtherEligible,30.71
2024,8.3,244.46,5.517,7.57,17.43,43.44,60.87,67.24,80.35,88.85,51.72,24.78,65.89,1.57,68.55,3.1,18.55,NotEligible,69.52
2016,7.8,35.87,0.152,9.1,28.65,80.12,18.76,84.8,88.55,10.87,52.72,12.8,88.55,9.39,69.95,6.04,19.6,Unknown,57.76
2015,2.62,236.43,3.896,6.3,10.5,20.75,56.71,18.49,66.93,40.24,70.74,28.19,19.09,24.43,62.24,8.16,17.72,PMJAY_OtherEligible,24.21
2015,6.82,42.28,1.442,3.53,15.64,25.44,74.19,92.71,94.42,13.48,43.33,1.69,175.6,22.33,48.22,6.57,2.03,PMJAY_OtherEligible,38.04
2025,7.95,114.74,4.446,2.37,10.88,22.86,37.59,36.77,17.08,32.16,22.36,28.8,11.12,7.08,50.13,9.83,11.79,PMJAY_OtherEligible,30.57
2016,1.17,50.52,0.857,13.21,28.04,73.62,10.68,23.38,35.47,97.22,80.27,12.13,151.27,2.05,82.74,10.79,23.63,SECC_Eligible,18.99
2015,0.73,331.8,3.687,2.57,13.22,50.74,17.69,16.32,92.48,93.45,41.9,8.29,130.15,17.71,55.5,1.82,4.66,SECC_Eligible,75.17
2023,2.07,142.86,2.479,4.41,28.32,63.01,50.69,94.41,56.8,79.17,94.84,22.03,73.26,2.54,63.78,11.5,3.64,Unknown,76.26
2017,6.98,39.82,0.245,5.05,23.31,39.37,63.17,53.19,92.82,88.82,63.43,24.97,234.65,14.44,39.16,4.93,17.08,NotEligible,21.76
2025,4.75,184.13,5.064,8.41,19.02,76.02,39.38,49.06,13.22,87.17,32.17,0.56,118.55,8.62,65.43,2.78,13.36,SECC_Eligible,13.41
2016,7.49,254.78,3.548,9.78,4.55,61.19,18.73,34.98,13.77,20.44,23.29,4.22,94.85,3.22,86.99,10.46,29.03,NotEligible,38.77
2019,2.16,99.06,0.248,2.27,14.76,90.82,66.05,62.56,14.62,98.74,93.23,26.57,113.58,6.72,27.25,8.93,9.04,Unknown,30.88
2017,6.35,168.68,5.157,5.5,7.61,73.84,8.41,18.5,89.12,57.0,7.52,1.76,155.03,11.62,67.88,9.26,14.35,Unknown,59.87
2025,3.58,177.98,4.968,9.62,25.62,24.63,42.63,51.36,80.45,95.28,81.07,5.22,209.89,11.67,18.66,3.06,27.32,Unknown,71.66
2014,6.05,261.66,4.004,5.93,8.98,36.11,6.75,85.22,72.35,88.48,44.03,1.46,183.26,9.06,7.09,10.23,16.27,Unknown,15.51
2014,5.62,73.49,2.147,11.36,15.56,67.62,43.92,55.07,74.06,92.02,71.43,2.01,190.74,8.85,47.93,8.31,12.22,SECC_Eligible,35.74
2020,3.75,247.3,0.911,9.54,20.1,44.99,68.49,81.78,79.15,10.62,15.86,28.18,95.0,5.26,87.09,3.4,21.23,SECC_Eligible,30.75
2025,0.73,49.13,5.415,11.26,13.13,50.21,33.26,12.5,46.84,87.21,85.3,12.46,164.82,3.39,89.91,0.3,3.36,SECC_Eligible,24.48
2021,9.59,110.74,2.774,6.62,10.61,82.33,61.12,20.3,12.02,26.7,16.48,1.9,29.19,22.32,16.82,2.66,6.23,PMJAY_OtherEligible,53.27
2017,5.09,319.45,2.358,5.54,21.96,44.33,50.9,74.17,60.31,44.21,51.06,23.11,183.43,7.68,22.61,8.77,29.6,PMJAY_OtherEligible,40.05
2018,2.15,344.41,4.018,9.81,8.75,38.64,14.95,90.06,39.34,50.78,34.88,5.23,20.27,24.51,81.87,11.4,25.72,SECC_Eligible,20.78
2015,0.0,262.43,0.277,8.7,7.72,89.11,78.05,33.95,68.33,86.08,59.58,3.56,44.84,11.24,20.83,0.12,3.18,Unknown,72.46
2021,0.02,73.3,1.444,8.04,8.98,70.4,80.02,50.59,54.52,98.08,13.81,33.67,66.77,5.65,64.27,8.82,3.42,Unknown,57.81
2022,9.82,82.05,3.241,10.4,23.9,96.59,45.99,38.79,39.19,38.0,92.11,14.96,50.6,15.5,60.94,0.76,29.62,PMJAY_OtherEligible,25.83
2019,1.05,105.16,2.525,10.19,19.98,83.12,14.98,93.22,87.34,22.5,49.05,7.04,247.55,17.8,21.68,1.54,18.62,SECC_Eligible,50.1
2025,2.6,114.13,5.202,9.8,5.33,36.07,19.74,64.71,12.7,48.38,91.84,6.22,153.2,20.06,50.35,6.72,16.16,PMJAY_OtherEligible,17.88
2014,2.82,97.42,5.863,5.66,12.59,22.33,18.59,70.06,52.45,49.93,82.35,29.11,33.74,8.11,4.13,7.56,1.51,Unknown,69.29
2024,1.03,243.39,4.823,12.41,27.56,29.62,74.13,18.42,21.98,44.36,33.49,1.14,22.08,8.01,60.39,4.56,25.0,NotEligible,28.62
2014,4.03,139.96,1.922,17.73,21.93,31.27,40.27,77.9,38.23,35.52,70.45,31.74,131.74,2.99,4.95,9.85,27.42,SECC_Eligible,42.65
2024,7.22,113.18,3.63,17.07,8.28,24.27,37.35,42.02,86.65,10.52,72.94,13.07,155.46,0.41,19.31,6.49,4.81,SECC_Eligible,58.66
2019,4.94,249.79,2.13,15.86,28.4,80.78,5.86,61.54,50.1,39.3,55.15,12.37,69.54,21.63,86.35,3.45,25.23,Unknown,60.14
2019,5.79,248.53,0.211,11.12,9.37,93.53,71.6,30.21,78.48,31.9,32.21,26.2,38.64,17.39,53.37,3.48,11.87,Unknown,51.11
2024,7.05,324.54,3.299,13.24,14.56,42.7,13.56,71.27,68.93,19.34,75.79,22.54,42.67,21.33,16.41,9.73,1.65,SECC_Eligible,79.5
2014,4.95,305.25,5.851,16.37,11.67,93.66,59.73,25.6,77.64,32.56,55.36,18.29,21.88,15.36,1.12,7.06,24.16,Unknown,59.94
2015,3.84,189.65,0.96,6.18,19.03,46.71,54.79,17.32,84.94,21.49,58.32,2.89,77.63,19.53,11.73,2.3,10.63,PMJAY_OtherEligible,41.58
2019,0.71,217.98,2.515,13.28,10.95,41.82,71.45,41.05,57.93,67.91,31.39,28.48,11.21,7.16,80.74,2.81,15.78,Unknown,45.64
2024,5.63,216.92,1.81,16.66,7.96,81.55,54.1,87.84,45.55,46.11,69.29,25.98,202.32,24.51,64.91,6.88,28.58,Unknown,70.3
2016,7.5,246.94,2.326,12.8,6.58,20.81,13.14,53.35,65.18,68.59,49.7,28.18,92.11,3.36,39.43,3.64,10.41,SECC_Eligible,72.95
2023,9.48,210.87,4.22,9.28,4.79,87.44,47.74,37.14,67.55,62.54,68.4,24.51,129.84,21.62,11.88,11.56,29.0,NotEligible,64.15
2015,7.98,232.44,2.725,10.26,23.17,56.67,64.49,61.32,23.4,54.9,17.51,8.39,175.31,19.59,36.77,3.74,1.56,NotEligible,28.3
2017,2.03,139.28,4.369,10.78,24.3,66.02,55.97,70.55,47.0,47.75,52.24,16.95,10.74,19.99,29.45,7.14,15.46,Unknown,58.07
2015,5.92,179.53,5.974,15.89,6.34,39.7,73.21,87.81,79.22,22.49,61.79,28.5,184.65,18.93,51.78,6.1,0.51,SECC_Eligible,57.32
2019,4.03,228.48,5.632,13.0,22.01,43.28,64.35,79.21,39.62,97.52,51.88,13.37,229.35,7.59,82.17,6.45,23.41,PMJAY_OtherEligible,50.89
2020,5.43,273.13,1.593,8.23,16.3,62.16,29.92,44.99,82.43,73.14,73.26,18.35,221.61,1.38,2.1,5.28,20.56,PMJAY_OtherEligible,64.69
2023,9.02,311.98,3.02,12.47,23.17,95.36,78.34,49.74,73.9,82.93,57.11,24.55,63.68,7.86,69.38,6.05,3.43,NotEligible,5.58
2015,4.35,184.73,3.997,13.82,13.66,55.45,64.91,51.27,83.68,17.68,39.84,5.19,84.6,0.78,1.8,8.85,8.43,Unknown,20.65
2015,9.43,212.99,1.03,14.7,21.52,63.8,8.69,47.74,77.95,55.75,91.51,6.49,218.41,20.59,15.23,3.27,26.22,PMJAY_OtherEligible,42.96
2025,6.57,76.15,2.678,9.78,13.19,61.62,8.33,92.32,15.51,89.45,67.41,27.63,68.18,3.59,80.31,5.4,16.71,SECC_Eligible,77.89
2015,8.32,315.88,4.774,14.8,24.89,31.2,39.67,22.05,78.03,42.77,24.25,29.77,59.89,24.81,24.83,11.08,26.55,NotEligible,68.7
2020,6.87,179.14,2.993,10.53,20.83,40.45,48.08,42.71,13.56,55.63,93.27,32.6,102.04,1.26,9.24,9.35,4.59,SECC_Eligible,48.08
2020,7.78,337.48,4.612,16.19,23.01,67.58,72.57,70.26,90.73,24.23,18.79,12.75,8.75,22.22,38.97,4.68,8.24,PMJAY_OtherEligible,40.13
2024,6.49,325.78,2.362,13.11,25.61,35.65,15.92,36.73,31.25,32.3,60.74,12.69,202.86,12.77,46.11,2.15,22.58,NotEligible,26.33
2024,0.51,141.12,2.714,4.14,5.83,48.73,80.04,87.56,96.75,22.95,55.36,23.47,108.55,6.46,87.34,6.75,18.57,SECC_Eligible,56.51
2015,5.09,293.97,5.391,4.21,5.25,55.64,38.29,50.55,66.58,90.12,17.82,19.09,114.5,14.16,13.43,9.52,26.86,Unknown,28.33
2015,9.55,142.43,0.16,15.96,4.59,30.09,18.54,64.15,49.09,27.87,38.54,14.25,130.64,0.56,36.06,10.93,24.58,PMJAY_OtherEligible,15.28
2019,2.17,74.72,2.672,5.96,13.45,49.55,61.99,89.17,48.1,42.86,70.69,26.4,84.77,0.32,16.42,9.79,1.29,SECC_Eligible,53.19
2025,4.43,66.36,4.153,10.49,18.02,92.16,42.19,18.79,57.83,14.22,44.81,28.91,234.6,19.74,35.8,1.94,23.95,NotEligible,34.92
2022,6.01,192.47,3.28,17.72,25.81,53.21,39.8,18.74,16.9,44.23,62.27,34.07,62.27,9.38,17.92,5.03,12.96,Unknown,5.61
2016,8.65,83.44,2.173,4.21,4.05,76.93,30.79,27.49,26.73,41.0,74.65,24.15,134.96,7.82,59.55,8.36,24.38,Unknown,52.58
2019,1.42,324.73,2.849,13.08,14.12,39.24,23.32,37.46,27.81,85.88,85.96,1.3,7.42,22.26,14.95,8.76,21.0,SECC_Eligible,45.14
2024,7.25,318.52,1.541,7.88,13.82,35.8,43.3,89.11,81.58,42.28,16.35,14.69,56.01,20.17,19.44,3.56,23.59,Unknown,19.66
2025,5.86,94.73,5.756,7.43,18.64,70.76,50.23,83.54,95.29,70.93,83.73,1.23,28.12,0.31,7.89,11.01,19.52,PMJAY_OtherEligible,63.83
2017,9.92,175.58,2.233,7.09,19.06,60.12,6.33,40.03,36.01,58.81,28.06,9.35,9.07,22.41,29.87,9.11,4.98,SECC_Eligible,46.59
2022,0.75,271.3,0.307,10.34,10.65,28.38,18.56,91.93,18.21,89.05,39.75,32.53,129.94,13.4,62.28,0.73,9.55,SECC_Eligible,79.88
2025,9.49,231.14,0.736,12.82,12.81,26.16,14.64,88.03,93.68,21.31,61.15,4.28,27.4,11.5,6.16,10.87,6.97,NotEligible,25.95
2019,9.43,332.24,2.768,17.62,9.87,46.63,36.33,37.87,96.94,51.91,85.87,28.99,130.59,13.1,12.59,1.5,2.53,SECC_Eligible,24.22
2014,6.42,164.98,0.367,5.73,10.08,88.55,48.87,53.88,58.29,86.98,26.91,2.27,195.26,7.82,80.15,2.24,28.03,PMJAY_OtherEligible,8.29
2023,2.98,152.13,2.063,9.21,5.32,36.64,38.46,77.0,87.01,34.05,53.44,23.27,46.18,7.28,49.34,10.83,6.35,PMJAY_OtherEligible,3.25
2021,4.02,343.03,5.407,14.1,7.49,82.41,31.33,37.01,64.41,83.82,42.99,3.9,241.71,19.89,55.91,2.93,23.04,SECC_Eligible,41.78
2019,9.03,171.87,0.82,8.35,5.53,86.8,76.6,21.72,29.02,10.17,89.15,23.07,51.44,11.35,84.69,6.83,17.62,PMJAY_OtherEligible,51.35
2022,4.17,209.84,3.149,4.69,8.38,41.39,8.93,93.17,59.96,15.76,43.83,12.97,50.4,1.79,88.47,6.98,6.37,PMJAY_OtherEligible,54.56
2015,9.13,168.47,0.597,10.78,16.31,90.36,38.5,32.28,74.09,33.33,87.46,5.74,32.39,5.27,20.54,8.43,21.96,NotEligible,6.56
2023,5.84,107.4,4.021,11.38,22.46,86.31,10.27,21.79,39.74,66.55,42.82,32.95,145.79,1.52,63.36,7.74,19.73,Unknown,74.86
2018,3.03,286.41,0.195,10.95,14.21,83.41,13.92,60.23,62.78,20.07,31.29,13.49,41.95,18.3,14.44,4.66,6.12,PMJAY_OtherEligible,8.07
2023,4.99,96.36,0.933,13.76,16.98,23.22,24.58,49.77,13.72,50.78,79.86,1.17,150.24,12.59,17.67,2.85,7.84,PMJAY_OtherEligible,55.7
2014,5.12,294.24,5.013,6.85,22.91,85.64,29.28,90.29,17.44,41.49,38.46,30.66,79.89,22.47,71.28,10.26,29.5,PMJAY_OtherEligible,68.96
2025,4.69,192.45,0.118,6.08,6.47,88.6,27.03,73.15,81.97,59.8,45.3,10.93,93.38,8.54,34.33,4.8,13.7,SECC_Eligible,32.38
2015,7.43,240.49,3.349,16.54,19.59,76.43,60.29,42.78,16.1,21.28,56.84,0.09,228.41,12.01,67.58,4.24,12.29,NotEligible,67.84
2019,2.64,312.11,1.111,10.27,29.87,61.73,77.36,78.04,18.46,48.12,7.09,0.28,102.38,5.44,66.36,0.24,28.14,SECC_Eligible,31.46
2019,1.65,137.49,5.236,12.15,25.75,49.86,83.49,71.09,88.97,35.5,10.39,15.71,34.55,13.87,16.88,0.51,14.2,SECC_Eligible,19.79
2019,3.23,268.48,2.866,13.06,12.56,55.11,10.07,92.14,80.71,50.14,26.92,26.38,32.47,14.59,74.67,11.26,14.46,PMJAY_OtherEligible,3.42
2016,7.62,151.64,0.56,12.55,7.83,60.89,73.31,34.56,50.46,70.25,23.61,1.84,118.96,3.82,31.59,11.27,20.1,PMJAY_OtherEligible,23.03
2014,0.28,81.25,1.799,7.66,26.51,75.41,80.26,42.43,39.34,61.26,19.95,7.82,64.91,18.03,76.14,8.35,18.91,SECC_Eligible,14.4
2015,0.55,291.62,3.346,15.31,13.09,27.18,69.64,56.12,46.48,50.33,71.46,11.95,245.06,14.55,18.1,10.39,14.11,NotEligible,59.36
2024,7.51,344.12,1.443,2.06,5.22,66.8,17.74,54.36,88.73,24.19,25.88,21.3,24.59,8.51,4.71,4.38,17.12,PMJAY_OtherEligible,63.72
2019,5.68,104.12,3.199,14.87,26.37,85.01,63.0,80.72,12.2,24.11,51.04,1.3,222.13,22.07,61.04,1.33,0.38,Unknown,37.82
2025,6.89,71.13,5.322,16.21,25.2,80.4,68.15,31.78,89.0,85.37,69.11,8.07,186.54,22.89,82.65,9.49,24.7,SECC_Eligible,65.07
2020,2.02,140.96,1.573,15.03,18.63,54.38,55.19,44.31,14.74,73.13,47.87,5.88,77.61,24.35,52.41,10.18,29.34,PMJAY_OtherEligible,57.92
2025,8.78,235.08,2.828,4.6,25.04,63.44,34.84,43.19,58.26,48.41,49.52,17.21,1.8,9.06,62.68,4.47,27.87,NotEligible,45.66
2019,1.92,297.64,2.759,2.43,27.97,42.77,35.66,81.73,67.42,56.58,62.77,22.76,142.16,15.99,38.3,5.95,17.21,NotEligible,4.23
2021,5.37,151.21,3.093,3.11,19.7,76.21,71.98,72.4,80.14,17.26,88.35,17.04,179.49,13.48,47.52,11.61,11.99,SECC_Eligible,21.38
2016,7.47,42.69,4.692,4.65,12.99,60.36,36.51,76.08,56.98,91.38,12.94,19.9,22.0,4.31,79.39,10.77,0.52,Unknown,65.48
2023,8.36,315.45,4.853,2.58,22.53,73.05,53.06,35.05,22.0,28.6,35.86,1.55,94.14,11.37,56.73,5.1,6.38,NotEligible,52.91
2019,9.88,245.78,3.35,10.55,17.53,91.35,21.01,94.46,50.26,38.68,40.8,31.25,225.93,23.93,55.92,7.17,20.14,SECC_Eligible,19.13
2024,5.31,313.31,4.806,9.46,4.87,56.65,49.81,73.43,51.67,10.58,63.21,22.75,156.29,19.23,4.14,8.51,18.66,Unknown,45.73
2022,7.08,263.24,1.518,11.38,20.18,64.4,32.3,92.99,10.22,57.5,25.05,32.5,41.92,23.07,67.99,0.33,4.41,NotEligible,65.93
2023,5.28,222.84,5.746,15.94,17.07,70.03,49.31,91.94,44.49,83.05,75.31,6.57,38.2,9.2,44.26,11.72,14.12,PMJAY_OtherEligible,30.34
2025,4.4,315.25,1.828,9.48,5.13,93.03,35.23,71.77,25.11,52.0,91.32,33.98,81.24,1.03,0.41,4.87,17.79,PMJAY_OtherEligible,72.86
2015,9.25,288.02,2.854,11.49,7.61,80.73,83.88,86.45,69.4,81.93,31.94,19.56,24.85,22.55,72.9,9.52,27.26,SECC_Eligible,46.16
2016,5.44,344.39,5.267,17.52,7.85,85.39,39.33,21.49,44.92,64.22,10.61,5.0,135.8,22.23,63.0,4.71,22.84,NotEligible,66.52
2024,3.59,141.25,4.338,14.47,19.47,67.59,10.77,55.7,79.7,98.94,21.88,9.93,147.09,8.17,25.2,9.16,29.1,NotEligible,3.12
2022,4.29,224.26,4.126,11.33,28.33,90.2,73.79,60.62,74.42,87.23,25.95,8.91,70.72,1.1,31.29,7.16,26.24,NotEligible,29.52
2021,7.41,224.29,0.651,7.38,15.78,39.32,38.69,78.25,63.48,74.77,62.9,19.07,10.75,11.62,12.91,3.7,19.1,NotEligible,13.57
2014,1.89,134.42,1.986,4.97,8.62,90.9,82.02,71.19,32.88,17.86,67.02,18.66,129.85,7.81,83.02,3.82,7.87,Unknown,6.62
2017,4.22,167.51,1.376,12.13,20.13,89.39,50.15,66.38,71.76,52.53,19.52,23.93,241.34,18.35,45.81,2.52,3.32,Unknown,43.5
2025,6.96,336.35,3.597,17.39,20.66,43.62,7.45,58.9,80.86,86.88,85.08,33.77,225.79,0.55,70.2,6.76,17.82,SECC_Eligible,30.32
2019,6.41,229.95,3.838,13.4,29.12,27.81,73.89,35.89,26.38,87.94,35.37,1.17,186.36,18.03,35.91,1.0,24.01,PMJAY_OtherEligible,45.12
2022,7.5,172.52,5.016,13.34,18.53,27.23,70.65,12.5,42.2,77.5,85.44,6.22,18.01,17.91,76.15,8.6,25.21,Unknown,51.86
2025,4.99,159.07,4.814,10.44,26.77,26.29,51.92,38.52,57.74,73.37,83.61,4.09,52.73,4.89,85.13,3.61,14.22,Unknown,0.76
2022,7.04,160.65,0.729,11.03,9.03,89.37,6.46,59.78,63.19,39.84,77.74,0.68,228.42,22.05,2.59,7.23,1.47,Unknown,24.96
2022,2.53,201.49,2.708,15.47,4.55,49.15,11.16,77.36,37.81,64.01,78.22,32.81,53.22,22.95,26.36,5.15,2.86,Unknown,30.84
2020,5.96,301.13,5.07,5.61,17.12,46.15,52.19,21.83,12.52,23.89,65.09,26.67,128.44,20.81,41.55,2.54,25.6,Unknown,30.98
2022,5.08,242.06,4.444,17.91,20.49,30.82,81.39,11.85,87.03,64.7,80.24,21.38,25.33,14.39,16.25,0.49,1.43,NotEligible,71.72
2019,1.44,210.61,2.252,4.59,14.66,50.0,58.48,40.26,65.32,25.62,71.04,34.97,189.02,12.94,1.09,3.47,21.5,PMJAY_OtherEligible,54.94
2020,0.42,276.98,2.732,6.67,18.91,76.69,62.13,24.14,87.79,27.8,68.08,14.73,146.42,19.24,36.87,0.53,11.08,PMJAY_OtherEligible,34.27
2016,8.79,270.34,4.994,14.1,28.7,77.89,76.54,52.29,67.53,93.63,72.62,17.7,120.64,21.05,27.13,1.67,8.26,PMJAY_OtherEligible,60.24
2025,4.84,310.51,3.86,2.22,10.6,80.24,45.45,89.67,37.39,83.33,37.34,10.35,58.39,2.8,43.47,8.71,14.78,Unknown,48.51
2016,3.24,307.62,4.677,15.42,20.23,32.72,81.86,68.98,55.01,53.71,30.26,19.6,62.75,5.19,66.86,3.99,27.63,PMJAY_OtherEligible,34.18
2017,0.52,265.3,2.201,5.23,17.85,94.88,33.52,81.86,93.82,43.45,15.23,1.45,68.5,0.28,42.25,6.16,10.7,NotEligible,71.68
2023,1.77,94.22,1.402,4.04,22.59,86.84,22.49,73.16,96.88,20.19,33.79,24.08,5.09,2.72,43.84,4.07,5.31,NotEligible,55.44
2016,9.26,170.35,1.072,6.57,22.06,79.12,10.74,19.31,48.97,17.48,56.36,10.33,84.93,6.4,43.3,0.35,25.86,SECC_Eligible,51.5
2019,6.59,344.16,1.969,10.54,13.92,43.57,24.13,80.9,79.43,32.06,44.39,22.59,32.41,0.66,86.63,7.66,27.28,NotEligible,47.21
2023,9.55,98.94,1.447,9.71,16.04,73.86,12.99,77.75,90.33,34.01,74.19,3.48,15.02,17.21,40.76,11.14,4.5,SECC_Eligible,75.35
2020,3.41,70.4,2.841,5.03,27.81,22.22,58.83,19.54,67.61,35.05,56.26,0.13,162.55,5.94,2.94,6.47,23.76,PMJAY_OtherEligible,64.5
2022,3.02,272.86,1.919,10.31,10.37,70.33,49.29,60.21,15.22,18.19,73.36,4.0,39.52,19.94,79.87,8.04,8.98,NotEligible,12.98
2023,0.84,208.64,1.981,12.86,7.63,90.15,74.25,87.22,76.02,94.29,78.59,19.77,101.94,23.48,39.61,1.26,21.66,Unknown,41.21
2018,4.67,115.28,2.618,10.78,14.57,81.93,24.62,17.18,56.57,26.96,88.67,27.28,182.25,8.01,27.35,4.95,26.83,Unknown,35.07
2025,8.29,333.93,0.584,3.08,27.54,87.44,35.11,47.68,48.88,65.32,47.33,14.55,5.11,18.52,46.63,0.05,19.23,Unknown,21.33
2022,6.66,286.02,2.387,4.12,13.26,25.02,5.58,69.99,74.12,55.01,94.12,19.64,215.93,8.41,88.04,3.84,15.7,NotEligible,59.31
