soc_policy_policy_effective_date,soc_policy_policy_change_id,soc_policy_eligibility_rule_area,soc_policy_income_threshold_pct_fpl,soc_policy_asset_limit_inr,soc_policy_work_requirement_flag,soc_policy_time_limit_months,soc_policy_sanction_rate_pct,soc_policy_exemption_category_code,soc_policy_expected_caseload_change_pct,soc_policy_observed_caseload_change_pct,soc_policy_expected_spending_change_inr,soc_policy_observed_spending_change_inr,soc_policy_application_volume_change_pct,soc_policy_approval_rate_change_pct,soc_policy_benefit_level_change_inr,soc_policy_disparity_impact_score,soc_policy_administrative_cost_change_inr,soc_policy_stakeholder_comment_count,soc_policy_implementation_status_code
2023-09-10,POL877131,Landholding,137.2,252733,1,28,5.67,OBC,-12.32,-4.53,2025775894,1692342370,25.5,11.24,-446,-0.399,-1001247,953,Piloting
2019-10-28,POL453089,Occupation,154.4,344085,1,23,15.05,None,6.25,12.65,1931669829,596360836,-4.07,8.5,3020,-0.607,47278209,129,Notified
2020-06-19,POL687962,Landholding,193.4,96879,1,16,8.02,Senior,21.12,38.84,1453626651,2162955379,47.84,-8.12,-2,-0.766,13516389,1144,Notified
2018-11-05,POL285001,CasteCategory,71.8,327774,1,21,16.57,Senior,19.02,-28.56,-373948831,80535171,-23.46,7.84,691,-0.158,15898161,851,Notified
2020-03-09,POL559919,Residence,68.0,380149,1,42,8.68,SC,-18.44,24.51,-257523719,2298498292,-29.18,16.74,1177,-0.165,-2611940,833,Draft
2022-11-23,POL152418,CasteCategory,144.6,374598,0,47,15.48,None,0.25,6.29,945413952,-57308996,-32.4,-12.48,3512,0.918,5282353,620,Paused
2017-01-03,POL207292,Age,139.7,56477,1,48,12.09,Senior,22.98,25.85,2335150831,54879019,-6.18,4.63,3567,0.454,42939282,14,Draft
2022-11-01,POL911315,Age,158.4,19577,0,50,4.79,SingleParent,-24.58,-21.39,-265098891,-567431957,41.58,-10.6,-181,-0.842,44646019,476,Draft
2017-07-27,POL731232,Income,168.8,290631,1,59,10.38,EWS,-16.15,14.38,2057942006,2680124512,52.61,4.86,950,-0.897,11541696,674,Retired
2025-09-03,POL631623,Income,97.6,152818,0,22,4.82,Migrant,0.05,1.63,1939041113,2607840228,50.81,8.89,-33,0.9,3130837,639,Piloting
2023-09-19,POL464137,Landholding,176.0,71093,1,53,3.6,SC,5.37,-6.63,2361592007,885547619,53.47,16.49,4356,0.607,17769660,276,Draft
2025-11-14,POL602303,Disability,144.1,178830,1,24,5.75,SingleParent,6.33,-27.56,-45688921,-588069366,-6.62,2.43,1699,-0.921,-10334198,575,Paused
2020-05-10,POL735472,Income,144.1,217074,1,49,5.34,SC,28.47,9.41,-185660690,2945675174,17.47,21.87,-1495,0.716,38229015,789,RolledOut
2020-09-18,POL404223,Assets,164.7,64708,0,58,8.94,Migrant,19.95,-4.36,637819396,51216461,-1.7,21.01,-956,-0.018,70562011,294,Notified
2021-05-13,POL391172,Income,168.5,15141,0,47,11.47,Migrant,32.07,39.15,1055184245,-33515193,32.04,16.76,3636,0.489,49277806,1033,Piloting
2018-08-16,POL765728,HouseholdSize,169.5,312722,1,22,17.41,Senior,32.94,26.33,2073921515,202479079,51.33,4.98,888,0.167,-17592959,186,Retired
2023-07-15,POL586010,Residence,214.4,182439,0,22,8.45,Senior,-21.97,-23.47,2261703798,377581489,-19.34,-11.48,3932,0.365,10007236,117,RolledOut
2018-04-12,POL466192,Occupation,144.9,97750,0,37,13.7,OBC,-18.98,-6.75,460492737,2938972948,10.77,9.29,2479,-0.348,31859870,959,Paused
2024-09-06,POL502406,Income,237.6,382078,1,59,8.84,SC,23.36,-10.52,1970374925,1786584012,7.63,11.77,1699,0.039,80118191,677,Revised
2025-11-07,POL828388,CasteCategory,238.7,303622,0,8,7.81,SC,31.09,21.3,2012489986,696332171,51.24,2.26,3390,-0.605,-1256611,857,Paused
2019-05-07,POL565936,Age,110.4,161061,1,15,7.42,OBC,15.96,13.14,736871598,2302846580,49.16,23.51,2882,-0.207,-11845381,754,Draft
2020-08-06,POL171841,Occupation,225.1,109140,0,25,15.76,PwD,-24.44,-3.08,873297572,2337192572,46.82,-15.63,1991,-0.813,38251229,230,RolledOut
2017-04-24,POL846030,Landholding,128.4,291683,0,48,2.63,ST,-19.28,-13.37,2145175492,336245776,35.87,18.44,-990,0.323,41536641,255,Paused
2020-02-12,POL322688,Occupation,244.6,289740,0,14,5.22,None,32.99,3.04,2130857025,62537829,52.12,20.67,3315,-0.881,88024891,146,Revised
2018-11-29,POL166589,Residence,234.8,353597,0,27,12.98,None,-19.62,-11.18,2383294823,-20253050,59.71,8.27,3488,-0.407,39520363,359,Retired
2022-08-23,POL355068,Occupation,132.3,5253,1,14,5.32,Senior,29.05,-15.79,1336273511,754465666,-22.63,19.95,3863,-0.797,-18144349,659,Paused
2024-02-26,POL207187,Residence,113.4,251846,1,42,0.04,SingleParent,-2.56,31.18,960373212,-492772325,51.62,-10.46,-890,0.331,53617770,641,Piloting
2017-07-10,POL120997,Residence,184.1,112699,0,14,3.9,SC,30.83,42.63,1980392457,1075760709,17.47,-4.46,4333,-0.063,2612472,782,Revised
2018-07-27,POL729470,Landholding,117.2,389847,1,5,0.53,OBC,-13.13,26.62,-257931545,164370896,-9.47,-11.84,1125,-0.271,69536715,471,Notified
2022-11-16,POL697096,Assets,178.7,9928,1,28,5.26,OBC,33.34,-25.32,2117088681,2316001238,19.08,-5.89,-193,-0.051,28555572,702,Notified
2021-02-27,POL377361,Income,128.5,194977,1,0,5.88,SC,6.26,40.39,149753195,653113653,12.14,-12.56,2765,-0.678,74920831,105,Revised
2024-12-15,POL731456,HouseholdSize,145.4,284323,0,17,17.16,PwD,21.06,4.02,908718300,1873785058,16.39,-12.63,3147,0.782,-688980,329,Piloting
2024-02-28,POL134183,Landholding,119.5,300505,0,57,14.54,EWS,-12.37,-10.09,1558858896,1993091564,0.36,-18.61,-1497,-0.307,45631015,937,Piloting
2023-08-01,POL472052,Residence,207.3,253230,1,49,2.2,PwD,-17.02,27.88,-416446724,2422794549,26.37,13.51,450,0.342,57241617,878,RolledOut
2025-10-29,POL618067,CasteCategory,166.3,188849,1,37,2.21,SingleParent,-11.01,-29.72,671733397,1205930511,29.33,-6.4,1310,0.891,-15241481,942,Piloting
2020-10-17,POL815907,HouseholdSize,183.5,363772,0,26,17.95,SingleParent,19.84,-27.72,378625708,919518711,-29.12,7.5,3594,-0.751,32176947,254,Piloting
2022-12-17,POL345923,Assets,212.4,230704,1,48,12.09,EWS,-24.96,26.9,-295083404,377348448,38.18,11.25,-1380,0.354,54797658,711,RolledOut
2018-01-21,POL958356,Disability,207.2,208483,1,3,11.26,ST,16.39,-17.96,4573179,-563424371,16.78,10.2,3010,-0.984,48542156,615,Notified
2017-11-19,POL435366,Landholding,147.0,342846,0,26,10.59,EWS,-18.86,5.42,-21365838,-1638139,48.04,21.88,4088,0.897,-8301328,667,RolledOut
2019-03-12,POL763031,Landholding,93.4,177279,1,26,2.69,EWS,14.77,9.36,1753841043,243784956,26.83,12.39,4150,-0.323,-16333503,228,Draft
2019-09-10,POL261606,Landholding,116.3,243154,0,1,4.76,SC,-6.87,44.53,713557671,1901567342,59.39,7.72,-149,-0.419,3887078,249,Retired
2019-05-31,POL705945,Residence,155.9,131606,1,5,7.78,Senior,29.05,-5.29,-361388526,2405854463,35.52,-14.04,2205,-0.386,6408897,420,Piloting
2023-02-06,POL605222,Age,90.1,84869,0,25,8.03,EWS,-6.15,-7.21,168095524,1143456557,7.04,-19.04,1360,0.98,45789123,479,Retired
2020-07-01,POL504658,Income,204.0,184135,1,8,17.47,Tribal,29.64,5.53,1670055294,2522733595,-12.31,12.63,2197,-0.407,-17380197,598,RolledOut
2023-05-16,POL328168,Age,88.2,134412,0,59,0.79,ST,9.07,6.29,169521329,820512881,25.14,19.04,1779,0.823,9979090,906,Paused
2018-03-19,POL598132,Residence,110.4,15093,1,8,0.26,Tribal,-11.92,11.13,813425639,1886360601,12.25,6.95,3928,0.798,5644380,686,Revised
2020-03-19,POL469861,Disability,172.9,194678,1,1,16.47,EWS,26.06,35.87,1473601397,1517270644,6.06,24.58,2896,0.71,71975656,1071,Revised
2022-03-26,POL359300,Occupation,186.5,262494,1,47,15.8,EWS,-6.98,23.18,2383324572,-29225859,43.7,19.96,1776,-0.683,19043385,129,Paused
2026-01-09,POL573167,Age,122.9,20801,1,24,5.21,OBC,11.66,34.64,-318850783,1156048822,52.14,22.25,4484,0.319,59288335,933,Piloting
2020-04-30,POL319699,Landholding,198.7,226927,1,25,5.78,EWS,7.65,-1.01,164885940,3077149647,8.41,12.89,4132,-0.24,70761404,428,Piloting
2022-03-02,POL688612,Income,229.4,124014,0,15,10.66,SC,22.16,27.83,166336289,-30032271,-32.06,23.36,-602,-0.054,57875717,884,Paused
2021-07-05,POL123589,Residence,74.5,16313,1,0,3.64,Tribal,-9.65,42.08,2150753124,941887523,48.52,7.02,2315,-0.692,-7629995,645,Revised
2017-02-11,POL320026,Disability,232.3,38755,0,43,15.76,EWS,-17.48,-24.09,1153350652,663225578,-30.86,1.1,4115,0.954,61284914,80,Paused
2019-08-05,POL532779,Income,153.0,286528,1,30,4.85,Migrant,29.77,2.63,1752655558,2235640599,7.68,-17.94,3570,-0.469,73392621,957,Notified
2019-08-13,POL214922,HouseholdSize,134.3,215654,1,23,1.08,None,-6.26,14.73,877701491,-453611116,-3.48,21.48,3864,0.717,21252577,361,RolledOut
2021-02-14,POL302570,Residence,207.1,382359,1,12,9.59,None,12.31,13.93,918930118,1121735572,-0.71,-2.23,2200,-0.88,77648088,310,Piloting
2018-09-07,POL482199,Assets,204.7,272634,0,8,13.2,EWS,27.26,8.48,2421240944,405110078,25.75,-15.64,-1031,0.585,55840664,273,Paused
2023-06-23,POL520626,Age,183.3,385029,1,43,17.21,SingleParent,-20.14,31.68,-5294010,531534718,46.29,12.06,-1398,0.594,58139732,948,Piloting
2021-04-25,POL406998,Assets,125.8,114049,1,4,11.25,EWS,-7.48,-14.22,691938811,947617130,33.4,-5.01,310,-0.478,40107801,758,Paused
2017-10-20,POL831120,CasteCategory,96.1,232993,0,56,1.83,None,-19.99,42.42,2460894923,508297170,6.39,4.47,2198,0.135,22178978,1157,Draft
2020-03-28,POL560094,Assets,115.7,223455,0,32,11.92,Migrant,30.3,30.65,281663710,1557423564,38.26,24.84,4053,-0.405,15315541,157,RolledOut
2021-08-20,POL430419,Residence,160.4,209445,1,10,1.67,None,31.44,-8.02,-167079390,491309196,26.39,9.47,865,-0.579,67838140,776,Retired
2018-12-26,POL562168,Occupation,158.4,358965,0,53,3.5,PwD,29.31,-27.55,389000087,2885900313,11.65,-18.87,2261,0.236,72338139,258,Draft
2022-08-14,POL389706,CasteCategory,234.0,211083,0,16,5.34,Migrant,-3.12,24.07,2007622082,1100206220,-3.26,-17.49,1702,0.451,16507155,886,Piloting
2023-12-02,POL145763,Disability,135.9,105455,1,17,1.0,SC,3.78,-28.02,2486659517,-10679473,11.33,6.09,-84,0.425,49464167,203,Retired
2023-01-25,POL502149,Landholding,180.0,280786,0,42,6.59,None,29.83,6.5,1369373014,498690957,39.72,-17.71,382,0.677,59536143,962,Piloting
2023-02-04,POL426047,Landholding,178.6,105939,1,7,13.81,Migrant,28.1,13.65,2468838742,2429702763,30.13,-19.72,739,0.43,3589400,494,Paused
2025-05-20,POL545943,Landholding,193.7,33343,1,37,0.97,SingleParent,-24.31,43.4,34137168,-186068209,41.77,-5.54,3087,-0.235,49326584,1039,Revised
2021-10-07,POL563260,Occupation,248.2,235456,1,16,8.93,PwD,-14.26,-6.45,1387390443,842942808,58.54,-17.45,2511,0.958,17328337,466,Paused
2024-02-05,POL345401,HouseholdSize,208.4,54991,0,49,4.07,Tribal,-0.5,23.88,1277692937,3005325797,57.19,18.56,1347,0.912,10043471,117,RolledOut
2020-02-12,POL509212,Assets,48.3,285686,1,27,10.19,SC,20.04,41.58,-105513471,-595530004,52.28,-3.21,4448,-0.096,14754432,264,Draft
2023-09-18,POL639927,Disability,210.4,175279,0,38,8.86,Tribal,-2.01,4.72,1347682879,3090739966,36.67,1.6,291,0.942,15863210,378,Retired
2022-04-14,POL317359,Age,250.0,346479,0,27,2.99,OBC,-12.63,-20.94,1109187969,764515686,59.36,14.15,2899,0.966,34459266,237,Paused
2024-11-20,POL126095,Assets,48.0,161894,1,11,15.35,PwD,24.72,-20.77,1768969029,202049600,10.11,-5.1,-836,0.487,19005818,607,Paused
2017-09-12,POL266801,Assets,165.4,158478,1,19,9.01,OBC,-4.54,-0.79,1991492575,2536909950,-21.38,-5.48,1210,0.615,59114332,961,Draft
2025-04-23,POL537510,HouseholdSize,165.9,171544,0,50,17.74,Tribal,-18.2,-5.66,172195467,1183204665,41.69,-7.91,3169,-0.772,78943860,401,Retired
2019-02-07,POL721813,Disability,150.2,285490,1,30,17.72,EWS,13.01,-6.26,-169963790,-198564467,-18.56,23.94,1369,-0.459,65007136,96,Revised
2024-08-16,POL684119,HouseholdSize,223.8,62072,1,9,4.52,EWS,26.88,6.34,2273102459,1933783382,13.74,-10.57,2015,-0.755,40569756,264,Revised
2020-06-13,POL796691,CasteCategory,211.0,136522,1,4,15.89,SingleParent,9.6,10.3,1721984154,2356562887,50.65,10.79,1367,-0.694,55029476,538,Notified
2022-07-31,POL519637,CasteCategory,76.1,107152,0,5,12.95,OBC,34.78,-10.09,587088721,1113591041,39.53,9.02,-146,0.554,78732020,1097,Revised
2020-01-15,POL890188,Income,61.6,155183,0,48,7.78,EWS,27.44,3.02,1110011165,2115023447,-5.01,0.76,3727,-0.591,45123973,690,Piloting
2024-08-29,POL980435,Income,75.0,364667,1,56,14.67,OBC,-10.32,18.87,1967188440,-192859121,-12.82,14.3,2483,-0.244,-14112600,923,RolledOut
2023-08-05,POL115654,Income,226.2,252529,1,30,7.57,None,-5.24,11.77,-11982472,-478939325,22.8,-11.88,2959,-0.127,12748166,276,RolledOut
2019-12-20,POL239531,Occupation,60.7,201309,0,35,8.86,ST,-13.25,26.63,-496091781,232036879,36.85,-16.43,4195,-0.863,16372948,267,Draft
2018-03-18,POL459215,Occupation,175.7,51603,1,31,6.69,SingleParent,8.46,-9.44,1139236070,3127202989,37.62,8.75,2654,0.723,88219596,132,Draft
2025-08-25,POL507746,Assets,183.5,230506,1,19,15.18,EWS,14.12,-1.74,-220468785,66646165,37.76,-8.26,-1110,0.691,61191330,289,RolledOut
2025-11-06,POL285398,Landholding,85.8,319494,0,46,16.32,ST,19.98,11.51,2386530231,2894882518,-34.73,19.35,2276,-0.962,27085374,1133,Paused
2018-07-30,POL362616,HouseholdSize,88.3,144378,0,15,2.72,Tribal,6.78,38.1,111229559,528961431,31.6,5.68,1530,0.184,18732604,758,RolledOut
2019-11-20,POL140491,Landholding,215.5,361150,1,44,10.62,EWS,-17.65,15.9,1708618698,1268217228,27.46,-11.7,-171,0.197,85787311,641,RolledOut
2019-01-31,POL912900,Assets,128.2,140587,0,5,2.1,EWS,-9.98,-8.41,1633228461,2075978237,3.12,-7.18,2060,0.25,64209419,559,Notified
2019-01-25,POL808149,Occupation,144.9,64182,0,34,15.94,SC,3.1,-27.23,-1125818,45602204,59.87,6.87,2538,-0.483,2562022,131,Revised
2018-06-10,POL261644,Disability,123.4,331090,0,33,3.96,Tribal,-8.84,8.6,-423683046,158703365,7.64,21.93,1855,-0.662,32191693,369,Notified
2023-08-18,POL460587,Occupation,78.5,226236,1,7,0.65,Tribal,-21.96,41.29,190690159,361698942,-28.32,-2.82,-581,-0.827,4844596,230,Notified
2024-01-23,POL569282,Income,132.3,206719,0,52,13.42,ST,28.37,20.03,1122914529,1212852002,-29.33,-17.31,2310,0.443,88888690,1001,Piloting
2022-07-05,POL501674,Age,96.6,370276,1,11,11.99,OBC,6.28,1.84,-120897475,715013616,5.47,11.04,-1351,-0.015,42926655,313,Piloting
2020-12-12,POL481887,Occupation,103.0,329913,1,40,7.4,ST,10.72,-24.24,2320219004,-273392542,23.52,5.04,-543,0.226,-11044902,1120,Piloting
2025-11-24,POL597062,Assets,82.4,397095,0,28,11.14,None,-18.86,-21.27,1848216295,415557019,59.91,13.94,3289,0.115,14233628,297,Notified
2023-09-15,POL925502,Disability,171.6,276664,1,45,13.88,ST,29.63,25.77,172705684,2544293132,6.38,2.57,1439,0.316,38443586,435,Paused
2017-07-16,POL572809,Landholding,100.2,231843,1,26,3.06,EWS,26.75,-6.31,-160838426,1362898093,19.47,-2.06,2043,0.411,36424686,117,Paused
2021-08-20,POL601842,Landholding,74.8,215535,0,35,5.48,Senior,-1.57,-8.04,-297293230,3000215769,45.1,-0.64,535,-0.577,4243989,774,Piloting
2018-07-20,POL333556,CasteCategory,209.8,142397,1,44,8.74,Tribal,-13.11,-12.69,1958991293,454040033,32.43,16.53,1897,0.376,55382027,178,Retired
2020-08-31,POL519092,Income,160.9,72372,1,0,11.4,Tribal,22.67,37.29,2146359181,395686389,51.55,-2.46,-1273,-0.448,5663161,402,Draft
2020-07-31,POL707664,Landholding,220.4,330051,1,12,11.05,PwD,9.45,-7.09,1078084196,1017638552,25.74,0.88,-1357,-0.945,88126411,1160,Piloting
2025-02-22,POL627916,Assets,204.1,2653,0,26,8.89,OBC,24.89,-16.73,1193860245,-298225454,54.1,-8.73,3923,0.638,70698738,1145,Piloting
2024-06-15,POL537734,Disability,118.1,355143,0,21,11.91,Senior,3.91,-2.46,766605291,601784154,25.91,-19.36,218,0.503,29206431,102,Notified
2020-12-04,POL740275,Occupation,158.0,104991,1,2,0.38,EWS,28.48,23.29,1895561731,769779804,-22.84,-10.48,3322,0.505,20310220,485,Notified
2024-01-03,POL296336,Income,247.3,95760,1,38,5.82,PwD,17.97,1.07,2120950579,1762255725,-2.36,16.32,1598,-0.249,-568718,686,Revised
2022-08-14,POL128787,CasteCategory,115.2,2825,1,4,10.3,Migrant,-3.86,27.38,442063851,-60475101,9.03,21.19,-1048,0.547,-10735906,248,Paused
2022-01-13,POL380776,Age,90.3,143999,0,45,5.51,PwD,20.29,21.15,2201603935,2776890609,41.09,13.37,-1124,-0.42,63016339,96,Revised
2024-10-19,POL322086,Income,74.3,35523,1,10,16.95,Senior,-5.7,-3.33,225114223,2729645776,-6.78,-0.32,-1128,-0.404,77569363,478,Piloting
2022-08-30,POL921823,CasteCategory,237.4,73817,1,36,17.35,Senior,0.77,35.64,161237765,1413089046,11.82,10.6,1515,-0.268,34920772,589,RolledOut
2018-12-07,POL312152,Income,92.4,275324,1,53,6.68,EWS,-1.02,-24.46,2053903581,999211317,-13.7,-14.43,502,0.447,78480680,382,Paused
2020-08-04,POL919953,Age,234.8,166133,0,21,4.17,Migrant,0.1,25.14,1060948872,2054463400,0.57,-15.86,4368,-0.503,84417577,1020,Paused
2020-08-29,POL474021,Landholding,164.3,4377,1,12,4.04,PwD,18.54,8.09,-342960940,174823000,-8.38,-11.56,-855,-0.851,44940110,611,Piloting
2024-08-31,POL743312,Assets,163.9,126753,0,13,7.99,Senior,-10.26,-5.96,-194228016,1543152869,54.25,7.18,881,-0.482,7974402,451,RolledOut
2018-04-26,POL618732,HouseholdSize,124.0,2452,0,27,17.24,None,-5.61,0.65,364459691,491095860,50.92,-1.08,-1416,-0.082,69875859,111,Paused
2021-05-01,POL104820,Assets,123.1,366074,1,17,4.26,Migrant,5.73,14.08,35084251,2906761621,34.39,-11.77,2183,-0.362,4078570,1125,Draft
2021-12-06,POL924299,Disability,107.4,344190,0,52,5.96,EWS,-8.39,-9.49,2489005002,1225736551,-23.36,4.55,-933,0.439,82222750,741,Draft
2025-08-31,POL527866,Income,193.2,141312,1,50,10.07,SC,-17.02,15.52,1652091472,1322983167,54.52,21.02,2584,-0.845,983560,1053,Retired
2024-03-04,POL609192,Landholding,195.1,96179,1,40,10.26,SingleParent,17.19,9.75,815999180,2297653968,-20.11,4.81,2813,0.312,19041084,928,Paused
2019-05-16,POL337547,Income,151.6,42767,0,20,11.93,ST,10.84,27.66,1920707902,2380396124,-29.82,3.29,4416,-0.372,-6708659,730,Paused
2017-07-02,POL263309,Residence,134.3,282076,0,7,13.1,Migrant,31.78,-16.55,382200879,294165738,-30.8,-4.03,-173,-0.632,11143706,315,Draft
2018-02-25,POL135051,HouseholdSize,173.5,48175,0,13,14.24,Tribal,19.55,-3.26,-412862596,1716625083,-8.41,-19.44,2439,-0.534,35454381,346,Retired
2017-07-20,POL573270,Residence,143.2,267817,0,27,8.84,SC,9.33,8.31,595291198,2690586174,-19.7,-8.93,335,-0.603,22711981,300,Revised
2020-09-09,POL381573,Income,213.1,103341,1,48,1.28,SC,-9.0,24.56,574027543,969806380,-18.79,-5.14,327,0.722,49161261,813,Piloting
2023-09-26,POL485716,CasteCategory,53.7,291718,1,46,12.17,None,-13.02,-4.8,-79579647,-177771275,-8.02,0.45,3640,-0.409,20256467,401,Retired
2022-12-21,POL983720,Income,229.5,157296,1,58,10.67,None,6.4,-7.08,1391454453,2700243922,48.79,21.5,3842,0.626,42644443,152,Revised
2023-06-13,POL681160,Residence,150.1,54736,0,26,3.85,Tribal,2.64,36.98,659779297,2804303596,50.97,-6.47,114,-0.42,49237058,615,RolledOut
2021-10-27,POL763505,Assets,146.9,110952,0,33,15.37,ST,-0.7,-21.83,395327219,-18313250,51.09,-5.91,2090,-0.993,81815478,65,Draft
2020-08-27,POL673143,Age,122.1,276024,0,13,13.35,SC,1.49,24.54,1313243567,216598950,39.33,-5.56,2941,-0.986,77032572,123,Draft
2024-06-27,POL257366,Disability,151.8,274036,1,41,7.59,EWS,-12.27,30.32,1667996896,308758476,27.67,-10.36,536,-0.265,9124821,1043,Notified
2020-04-11,POL694129,Assets,86.3,238902,1,38,17.44,SC,0.24,-10.4,2472084151,2572893468,20.98,-0.53,-576,0.708,31810023,663,Piloting
2022-04-23,POL898480,Assets,144.4,129299,0,4,12.18,Tribal,-22.65,2.78,2155255694,3031949294,59.42,13.64,3398,0.183,-9063417,294,Paused
2019-07-25,POL997561,Age,123.6,254103,0,24,16.74,SingleParent,8.63,8.99,-453579874,900707053,-5.33,13.07,1638,0.359,4456078,792,Draft
2020-04-26,POL142732,Assets,101.7,16884,0,55,13.12,SingleParent,8.41,27.79,-44696969,2950521954,34.75,-19.82,167,-0.171,12345614,450,Notified
2017-07-24,POL124844,Landholding,84.6,241709,1,30,12.79,SingleParent,15.01,35.55,1135900840,-521558574,-28.83,14.58,-1335,-0.449,84977143,1174,Draft
2022-07-11,POL981034,Residence,220.6,312513,0,26,3.92,Senior,17.83,-0.55,889928845,906660965,-26.66,-2.31,3647,0.286,63145948,1032,RolledOut
2021-08-31,POL786014,Disability,218.5,55284,0,7,7.54,PwD,15.44,-3.87,2118809803,-158796769,20.58,-19.12,1169,0.159,78629336,1158,Paused
2019-11-14,POL114569,Disability,141.9,326593,0,47,11.45,OBC,23.23,-3.66,1943758313,3144709753,46.42,24.59,1828,-0.93,12849538,315,Revised
2022-08-07,POL869359,CasteCategory,88.6,362002,1,54,14.91,Tribal,-17.02,-15.34,1086406871,146446773,50.69,19.32,-695,0.106,74471763,381,Paused
2018-03-10,POL946731,Occupation,134.6,383609,1,54,16.4,Senior,28.17,-25.83,2347288794,2950200357,-32.38,-3.91,-1004,0.261,64919029,744,Draft
2024-11-11,POL320626,Disability,234.4,12015,1,55,1.47,ST,-1.69,36.68,578378552,2351007901,-7.99,10.69,636,-0.263,-4001660,799,Paused
2017-04-19,POL292331,Disability,203.7,358251,1,56,12.87,ST,15.0,-6.6,1456209411,2784950285,46.27,8.7,-125,-0.316,15374129,171,Notified
2021-12-03,POL781653,Residence,209.6,25378,0,18,4.79,ST,-17.77,-29.17,1588085023,1330831956,17.31,24.34,-1294,0.575,58244236,879,Notified
2019-06-06,POL372307,HouseholdSize,187.6,151770,1,45,12.78,Migrant,-11.54,-19.11,1025551707,1345034617,-19.27,-11.83,-443,-0.258,15877229,473,Notified
2018-05-20,POL194484,Age,192.0,219352,1,17,5.71,SC,30.85,40.68,147197892,-39285634,8.37,-10.41,2423,-0.427,7686965,998,Notified
2018-07-23,POL725658,Disability,71.4,88686,0,21,10.28,Tribal,-16.75,-25.42,-35176914,-125717919,39.95,10.15,5,0.569,89054000,597,Retired
2019-10-20,POL588278,CasteCategory,112.8,137831,1,10,9.48,Migrant,2.92,21.9,-15352418,1911230703,38.83,-16.62,4295,0.97,33254133,102,Piloting
2022-10-02,POL349184,Residence,214.7,363228,0,2,15.7,ST,-19.33,28.57,663747697,443249599,46.6,16.94,3905,-0.63,18304370,690,Notified
2024-02-18,POL390155,Income,77.2,70032,1,35,11.77,SC,-19.4,26.12,1513360780,1204023723,-32.96,-10.37,574,-0.243,19252199,155,Piloting
2025-06-21,POL522423,Age,55.8,215518,0,4,4.37,Tribal,34.64,-4.99,430086365,-133930909,-5.69,14.52,3248,-0.995,48004252,855,Draft
2022-08-14,POL305199,HouseholdSize,217.7,330794,0,11,11.32,SingleParent,13.32,17.97,2081661450,1639762081,-6.2,-13.09,-422,-0.029,50949163,358,Notified
2021-07-05,POL146999,Income,204.0,96441,1,11,11.53,Tribal,13.17,-8.87,1287750257,-304379458,-10.39,13.31,1291,-0.434,75195791,616,Revised
2024-01-03,POL682450,HouseholdSize,73.2,374029,1,36,6.56,Tribal,-8.76,1.24,862136568,61937740,6.47,-16.39,1075,0.651,52298230,321,Retired
2024-05-18,POL363315,Occupation,150.9,392044,1,29,4.73,SC,-15.87,32.33,464281121,-41580546,4.37,-15.32,3738,0.832,83105220,162,Revised
2020-10-03,POL462361,Residence,48.8,106434,1,56,16.37,SC,11.83,15.5,-159815852,-77020891,2.99,-17.82,931,-0.768,43182241,938,Draft
2020-10-18,POL378610,HouseholdSize,71.2,189201,0,39,2.77,None,-10.04,5.14,1150211177,1775800273,6.41,9.68,-524,0.728,34275066,251,Paused
2017-08-13,POL249454,Disability,94.0,4489,1,10,2.55,ST,-8.74,21.52,634494161,-461146969,-5.35,-12.55,2692,-0.57,66402147,978,RolledOut
2017-02-23,POL589332,Occupation,187.8,384304,0,15,10.6,Migrant,0.22,25.52,2388575107,1958531841,58.21,-3.64,2343,-0.384,3461779,764,Revised
2025-02-08,POL645935,Disability,104.0,54918,1,13,5.55,Migrant,-11.5,39.76,1727265832,1960462627,19.2,19.99,432,0.771,49793738,561,Retired
2024-11-14,POL550757,HouseholdSize,210.2,171122,0,27,9.08,PwD,31.37,27.63,-94331140,157844012,9.04,-5.72,2951,-0.27,24043730,594,Piloting
2020-03-04,POL556129,CasteCategory,44.9,269069,0,5,4.82,OBC,9.68,5.9,1168177875,1197600788,-12.23,-12.6,2341,-0.966,-5258461,570,Retired
2025-07-28,POL743450,Occupation,40.9,260219,0,25,6.63,Tribal,-20.89,-13.65,2121607362,68994161,-10.73,10.13,-573,-0.896,14977856,509,Piloting
2017-10-04,POL138017,Disability,103.0,261023,1,18,7.35,PwD,3.95,5.28,2317703312,532961285,37.13,-12.85,-287,-0.325,49566021,622,Piloting
2025-09-14,POL796393,CasteCategory,193.5,6847,1,6,10.12,OBC,8.67,2.99,2294573966,2356461750,4.46,12.8,2474,0.769,83599039,26,RolledOut
2022-05-02,POL838682,Residence,239.8,293673,1,52,1.42,Senior,-3.48,14.93,1951348686,1324697814,-4.06,0.04,2101,-0.823,40719568,38,Paused
2021-09-29,POL236705,Occupation,106.2,298402,0,20,7.78,EWS,27.44,16.91,331482890,3065867366,-17.33,22.04,-1291,-0.609,25425030,753,Retired
2023-10-05,POL988073,Residence,157.0,218146,0,0,12.37,None,6.25,-13.73,1396351110,2965181618,59.45,-9.55,34,0.935,78445174,476,Revised
2019-01-25,POL510911,Disability,48.7,292547,1,44,12.77,Tribal,-10.67,30.46,1629917793,223594862,-0.62,1.89,-944,-0.177,1912975,971,Retired
