soc_access_service_date,soc_access_state_ut_code,soc_access_district_lgd_code,soc_access_benefit_delivery_method,soc_access_dbt_transaction_id_hash,soc_access_bank_ifsc_code,soc_access_upi_success_rate_pct,soc_access_aeps_transactions_count,soc_access_eload_card_spend_inr,soc_access_authorized_retailer_density,soc_access_caseworker_caseload_avg,soc_access_appointment_no_show_rate,soc_access_document_verification_time_days,soc_access_language_service_request_count,soc_access_disability_accommodation_count,soc_access_office_distance_km_avg,soc_access_mobile_office_visits_count,soc_access_website_uptime_pct,soc_access_client_satisfaction_score,soc_access_service_gap_index
2020-09-01,DL,603685,Cash,4fa4a87c1e3c411f950f3541,HDFC0496909,82.44,2272,160900.87,4.012,415.9,2.1,24,201,33,26.14,25,92.09,3.34,0.301
2024-06-19,MZ,588972,Mixed,210dc6f0d5f949b8860be59d,SBIN0555394,92.63,475,163236.84,6.502,51.1,2.44,25,22,34,5.72,32,93.01,4.01,0.208
2020-10-03,KA,585445,InKind,693f0d5ecf8e4268acc15926,PUNB0420560,87.24,673,182141.45,6.182,203.4,17.69,31,172,57,15.42,39,95.13,3.2,0.039
2025-04-09,HR,985744,DBT,01a6cd3b582a414293a185f2,CBIN0779102,94.76,1884,348013.9,6.742,332.8,13.9,13,103,22,22.93,0,99.56,3.77,0.399
2019-01-19,GA,791823,Voucher,290a78cc384f4ba98ebf3f57,ICIC0553133,93.27,1988,204778.24,7.274,351.9,16.63,23,226,12,30.89,18,97.82,2.11,0.249
2023-08-21,RJ,462249,InKind,8eebf3568b7841a186bf6144,BARB0558289,88.69,4407,273188.54,5.376,66.9,19.91,40,112,48,22.96,15,99.99,4.17,0.102
2020-02-01,LD,795809,Cash,d528d7b5f2a74f89bb1ca3cd,PUNB0288860,82.39,2987,199089.14,1.302,268.5,4.98,27,130,1,2.99,23,97.44,1.81,0.73
2023-09-27,RJ,226899,Cash,884f5072280e41108fd3e4e8,HDFC0127753,87.73,156,393225.35,0.369,380.9,8.01,38,114,79,11.39,41,92.8,3.79,0.913
2025-11-07,LD,356808,InKind,6df8336cc938417891ce7ea2,SBIN0828346,87.82,4653,80437.15,1.22,122.4,17.43,1,170,72,12.41,4,97.56,4.36,0.621
2023-09-04,WB,205608,Mixed,015a7bf6a6d64287b8d1e4cb,SBIN0869932,87.96,3052,55306.06,1.588,168.7,5.71,32,17,30,13.71,44,97.13,4.18,0.929
2022-01-14,TR,897274,InKind,a4dace221af1409fb4ddc03b,YESB0317121,99.07,4146,183476.73,0.554,187.0,11.13,29,12,55,32.97,6,99.09,2.26,0.166
2024-10-06,UK,121459,Voucher,77bb75086f7a47edaf0a010b,PUNB0424028,84.95,4620,438429.46,3.456,186.9,9.76,40,145,41,1.44,30,96.35,4.42,0.768
2020-05-14,LA,902342,DBT,d234d5e7ec8c45fea2de245e,UTIB0422215,86.83,2565,314908.37,5.901,251.3,13.1,43,98,55,10.72,49,93.96,2.05,0.409
2022-10-20,DN,849042,Mixed,c74cd208d5054126bed57dfd,UTIB0715790,96.9,896,277321.43,0.131,58.4,21.74,6,41,17,17.34,52,97.86,2.01,0.49
2025-10-05,GA,953416,Mixed,a00913df1b74468a8b95dad0,PUNB0268512,98.56,2239,175650.55,6.047,335.0,2.28,22,192,75,3.21,58,98.03,4.35,0.664
2021-06-29,SK,789309,DBT,30a16372b2db409ba2b3a582,UTIB0980841,90.38,3433,132818.39,6.947,82.3,10.66,41,187,70,17.03,25,96.11,2.37,0.784
2019-03-11,MZ,511879,Voucher,b040f489850f43ed85b61d12,IDIB0155675,91.67,166,430460.13,1.225,348.1,21.1,36,27,41,3.93,29,92.76,3.19,0.06
2022-02-03,DL,830417,Cash,424a3a873d034e33ae8bd8de,BARB0976389,82.95,4730,192113.82,0.258,41.6,7.65,4,46,70,29.35,54,95.31,4.7,0.388
2022-05-23,HR,988671,DBT,a1be118e57184fd4bfe44aa9,HDFC0161903,96.46,1755,319988.22,3.647,338.0,16.29,24,195,25,9.6,7,98.72,2.45,0.765
2024-09-07,CH,903248,Voucher,9da9fecfea59493a81b9f91c,ICIC0385762,92.64,3298,364697.16,6.527,171.8,20.44,15,119,62,18.4,54,94.43,4.22,0.535
2024-08-19,NL,806419,Voucher,e55fbba006ec4d2dba602461,IDIB0325623,90.57,4906,295885.31,5.553,287.5,5.29,31,77,72,21.72,5,97.85,3.61,0.342
2021-05-19,LA,790069,Mixed,e083d04047814ad0b5a39788,UTIB0333670,87.42,4326,104672.61,0.357,104.0,1.79,23,132,55,10.84,5,94.03,3.06,0.041
2024-05-30,AN,687867,Voucher,25ac46e2e042493bb42745bb,UTIB0995201,89.94,3705,129592.66,5.082,241.7,1.67,13,88,78,12.43,2,94.63,3.22,0.007
2020-01-01,MP,902614,Voucher,d387508df7fa413aa6a007bf,SBIN0512516,95.16,1493,10342.3,6.151,150.2,1.61,18,23,17,17.97,13,94.7,3.07,0.425
2020-04-28,DN,489031,Voucher,f3293cbe25934836983b2c14,CBIN0207559,83.45,2623,436220.35,2.106,36.5,7.71,43,161,1,28.23,52,93.08,4.36,0.484
2023-03-25,GJ,550711,Voucher,345651c02c6c4823bb66e92d,SBIN0984050,91.07,2507,375593.85,4.935,314.2,2.78,16,174,42,15.95,12,94.81,4.32,0.229
2023-12-15,AP,858187,Cash,92e6dd67df6a41d38b041768,ICIC0318398,82.62,4311,181805.19,3.755,85.5,8.91,9,19,26,17.28,26,97.79,2.96,0.8
2024-08-26,OD,336204,Voucher,9db7fc3a88d84b46bdd292a9,UTIB0165292,95.82,198,401589.37,1.622,396.8,16.59,5,62,51,20.94,48,95.21,3.96,0.723
2023-05-11,MN,787723,DBT,0539e8971cb7420f8ce527ea,HDFC0121762,85.78,115,69156.17,6.771,244.3,6.56,7,156,28,15.0,52,94.4,3.45,0.188
2019-11-23,CG,199340,Voucher,6141098278e14133a1d75245,BARB0516907,98.17,590,18916.99,1.75,35.6,10.55,2,189,69,25.47,26,97.61,4.12,0.188
2023-09-23,PY,627001,InKind,f4ec0e028b3b4328840d50c4,ICIC0926498,90.52,4788,60881.98,6.32,398.8,2.8,2,228,8,0.37,21,96.12,1.96,0.865
2022-01-02,AR,131369,Cash,3091b1ec3d08401b939963c6,UTIB0115264,90.19,2702,397538.71,5.292,86.1,15.36,23,150,77,17.01,27,95.49,2.84,0.919
2020-11-11,SK,997430,Voucher,87afdf33e59045e0b256e983,SBIN0752658,88.45,3498,72220.84,1.735,356.1,6.99,24,23,17,32.32,35,98.37,2.84,0.985
2021-05-17,JH,857800,DBT,e07e4d6ddd4748c5848c18c0,BARB0334379,91.24,472,30656.82,5.364,161.8,2.97,35,88,26,21.63,19,95.06,3.65,0.686
2024-09-04,KA,324514,Voucher,fecb8fdb16eb4273a3e5c8f1,ICIC0297154,88.05,66,83496.1,0.292,253.7,21.0,27,63,1,17.13,40,96.35,2.44,0.929
2020-03-29,HR,235182,InKind,925466b129144397afdf4689,PUNB0733410,88.44,3251,186778.14,1.848,356.8,16.93,8,246,54,27.07,48,92.25,3.45,0.149
2022-11-30,MN,677578,Voucher,115e7bb201fe41a3b118b531,CBIN0773085,85.5,3527,223394.03,2.212,54.3,14.35,29,3,55,13.88,3,94.72,4.84,0.156
2019-08-01,TR,911454,Voucher,056c792887e74498beb51212,SBIN0603113,88.18,2135,106162.71,6.68,296.8,15.91,19,93,74,16.46,49,93.9,1.93,0.042
2024-01-29,KL,389014,DBT,53c9726c20ad46a997d33282,BKID0282029,96.53,415,362572.53,6.874,92.2,9.36,7,129,8,6.99,40,99.09,3.36,0.539
2020-01-19,UP,965363,InKind,3461c0e8addb4920910ddc0c,BARB0105677,86.4,2448,431929.99,2.105,310.8,6.56,29,74,38,4.52,3,92.17,2.23,0.221
2025-07-30,MZ,512058,Mixed,263275897cd24cfdb201ee4a,IDIB0763549,96.7,3197,130876.27,3.612,96.9,11.0,29,182,71,1.09,47,97.6,3.61,0.569
2025-03-05,AN,497559,InKind,443d783805844ab99ff554ab,CBIN0639652,97.42,1067,418989.42,7.364,43.4,18.16,19,32,2,25.66,29,98.05,2.55,0.008
2024-12-27,MZ,405051,Cash,6d4321994aa94420b0443cd1,CBIN0480291,93.93,1504,368063.77,5.028,94.8,21.2,7,231,46,16.49,1,94.66,4.6,0.529
2021-06-10,MH,343614,DBT,d3b5ca37597e409f87926f93,IDIB0292223,82.55,3733,398709.12,0.616,275.9,13.32,1,100,18,32.89,4,94.06,2.79,0.889
2024-06-23,OD,401099,Voucher,225e5c17b3ca4f18afaa9ea8,YESB0785740,92.04,1060,26864.45,2.997,414.5,8.28,33,92,28,6.35,3,93.32,4.77,0.726
2019-12-11,TR,255658,DBT,b442241de28a477bacfe36f5,YESB0163805,96.91,495,375318.87,3.219,408.5,15.8,7,230,60,8.69,24,94.22,1.81,0.367
2021-01-10,MZ,439143,InKind,f9131d9ece914a23b02cdf6d,PUNB0678431,88.55,3140,263666.29,2.367,322.1,15.34,12,37,64,22.43,31,99.31,4.38,0.068
2019-12-05,JK,360800,Cash,e5706d9e55044453bd82e2f9,CBIN0719557,87.06,115,17216.36,3.947,352.5,5.44,30,117,0,2.1,14,92.35,2.61,0.245
2019-05-19,OD,151011,Voucher,6fc4fce77c504bb1872e3dd4,CBIN0300931,87.75,2170,339142.68,5.547,371.5,9.58,18,7,52,17.72,58,95.65,2.43,0.503
2021-07-27,KA,426342,Cash,e64c95f35d5e4a4b85c307cd,YESB0534991,89.57,2847,108771.79,5.217,238.4,2.95,36,127,31,4.5,1,94.12,4.54,0.257
2023-01-09,AR,135874,Mixed,b9bd32087cb7463996a3b471,IDIB0568178,83.26,322,358684.07,2.701,123.0,8.85,16,81,60,5.82,58,97.57,2.74,0.776
2025-01-14,MN,262881,Cash,ff5be114a07748478d3ea247,BARB0632153,86.25,3266,281695.11,5.551,289.5,16.78,40,185,67,18.02,9,94.67,3.61,0.935
2019-03-30,AR,752429,InKind,2315b752600f44aa98ffc9c8,YESB0911068,93.58,4111,221549.3,4.052,89.5,6.91,16,128,70,20.0,6,94.77,4.08,0.176
2021-11-06,AR,122647,DBT,c764ce4c003e4baf80349752,BARB0591773,90.46,4867,10522.57,5.794,355.5,13.93,3,156,8,7.58,29,92.47,3.1,0.006
2024-01-01,MH,379817,Voucher,6b2a3ec553c944c6af29a951,SBIN0160586,86.43,1330,400353.63,0.943,193.7,7.21,32,225,64,9.64,45,99.28,2.11,0.084
2020-05-30,KA,715767,Cash,49d9c752dc204d6abb9de79b,BKID0410474,98.66,1635,66403.97,3.095,137.6,3.24,29,237,77,10.09,39,96.17,4.66,0.803
2024-02-28,DL,119093,Voucher,faedffcfc13c462ab401db66,PUNB0665493,87.29,3091,373362.68,3.02,359.7,16.31,44,54,62,5.13,47,92.55,3.81,0.054
2022-12-28,UK,763606,InKind,bda9d8e23a574d5cbba465cd,ICIC0399826,84.31,2996,309673.13,2.703,77.8,12.96,4,125,30,33.81,27,98.01,4.57,0.746
2022-12-10,AN,173332,InKind,62fac70370f14c14b2e078fc,SBIN0791145,85.57,3046,31307.73,5.265,410.3,18.16,23,195,58,24.29,52,98.24,4.18,0.405
2019-11-16,PB,149683,Cash,2163e95da1c54f9fb8070975,BARB0270914,87.31,1573,243996.79,4.223,400.9,14.94,31,31,5,4.06,45,95.69,4.2,0.426
2020-03-05,BR,276264,InKind,48e83ad0aa234be383a67fcb,BARB0228704,91.35,280,432789.19,2.956,269.4,17.98,18,120,30,12.63,2,99.83,3.63,0.731
2025-02-21,DN,874314,Mixed,2c4f4a1f6ac840c2a0c2d48a,BKID0307929,83.19,124,415263.98,4.069,309.2,3.41,11,139,65,6.21,30,93.81,1.82,0.32
2025-02-17,NL,143390,Voucher,961141ea1b904c44b9a47938,ICIC0888475,97.3,4986,65834.27,5.313,49.3,13.52,13,216,52,8.36,58,98.75,4.54,0.81
2022-03-03,ML,188854,Mixed,9d71ba0bf0634a27951f48b3,BKID0712840,97.71,2031,77932.54,5.096,203.3,8.08,0,22,21,32.89,43,98.77,4.38,0.094
2023-03-04,SK,951531,InKind,7d109ad33e174ba19677ea1e,CBIN0568043,87.7,2238,69135.35,5.729,375.6,16.42,28,215,45,4.96,49,96.17,4.05,0.719
2022-10-17,GA,649063,DBT,a8600c666ed64876848ac8d5,HDFC0370303,95.88,3130,340278.51,6.401,39.4,12.76,35,59,0,30.82,43,96.32,4.52,0.904
2022-08-09,NL,611524,DBT,3130431882ae4ca59ca786c8,IDIB0926730,92.73,1026,72339.27,5.571,146.9,1.19,20,214,77,29.5,36,92.9,2.37,0.164
2023-12-27,SK,136378,Mixed,fa1f6fcf3fba4de986224afe,BKID0899897,97.13,1909,29061.66,1.433,171.2,11.74,1,163,44,26.08,20,93.07,2.67,0.555
2022-12-22,UP,454621,Mixed,3f8ce94309a04680ace1cb3b,YESB0459460,86.96,2183,175649.46,6.365,294.9,16.37,34,100,40,17.49,4,95.38,2.29,0.641
2019-11-17,OD,618761,Voucher,c5b39366363c406585272dc8,BKID0777450,92.92,474,435100.24,2.557,306.4,5.78,40,33,26,9.19,18,99.34,3.8,0.133
2019-07-31,PY,579440,Cash,0b288bdf2b5149d0ac3662d9,HDFC0922206,83.3,3015,138716.94,5.028,60.1,14.4,27,86,17,29.12,14,93.72,3.16,0.543
2024-12-14,PY,569190,InKind,7b9fe508d41f4db8a347158f,PUNB0382017,82.17,968,325906.22,7.433,118.7,18.5,3,184,26,29.23,43,95.8,2.12,0.252
2024-03-08,BR,201537,Voucher,b85b46dbf10a4f38bf2e796f,PUNB0395846,97.66,15,64782.49,2.28,352.8,1.43,18,51,36,18.48,20,92.51,3.58,0.754
2020-05-23,AS,990005,Cash,4b825aa085b743799f779efc,UTIB0591225,87.27,3104,279515.64,2.1,108.8,12.72,25,167,34,1.86,21,94.39,2.85,0.568
2019-06-05,OD,731660,Voucher,05932b4c461445298f6ae9d1,IDIB0467529,89.97,1500,261524.67,1.448,145.3,19.53,42,57,33,6.92,51,94.98,3.32,0.411
2020-07-15,CH,317414,DBT,bae6a66ae6324e4b967a837c,ICIC0785330,86.15,3589,406877.93,7.382,97.5,2.78,22,20,40,2.15,11,99.7,2.61,0.743
2023-01-18,OD,972630,Cash,1222cd932e8540f1b102b24d,ICIC0583236,97.69,2681,322450.74,3.259,325.4,5.92,0,154,37,6.46,45,93.54,2.3,0.732
2023-02-01,HR,371342,Voucher,b3f1b8bffee849a39036f41d,ICIC0290669,88.88,145,54353.15,5.901,45.4,13.77,31,203,24,17.89,21,92.81,3.2,0.21
2020-03-08,RJ,217591,Voucher,a8c1294384cd47f39a4f48a2,ICIC0420748,85.21,3472,182159.97,0.464,151.2,12.87,31,240,46,29.93,56,92.43,2.5,0.026
2020-03-26,LA,903720,DBT,1f1cb1046385404a967a2916,IDIB0704114,92.88,203,250.36,1.435,239.9,17.45,10,125,19,22.93,57,96.18,3.06,0.248
2020-06-15,GJ,237339,DBT,56a684b836a545dd99416f4e,CBIN0148090,85.68,1566,108448.59,0.568,37.3,13.84,18,151,75,21.11,25,96.16,2.99,0.883
2022-02-07,MZ,154777,Mixed,d79cf569b48c410fa75eec4d,SBIN0407950,86.67,3430,437096.74,6.136,402.3,12.67,1,170,53,26.23,46,93.57,4.72,0.397
2020-08-19,TN,665796,InKind,22b993271c7c4ebd9b011cf7,YESB0114486,94.04,2019,205083.66,0.888,369.7,9.94,5,103,22,22.47,55,93.98,2.38,0.201
2022-03-12,MN,337622,Cash,95d2799f0c2e46d78129bb89,BKID0838779,99.17,1924,390409.94,6.931,284.2,1.72,13,9,55,15.63,36,94.55,2.69,0.369
2019-02-06,AR,236736,Voucher,d8d0ab1173e7411f9863be6b,ICIC0205470,95.51,1106,10678.06,5.012,204.1,13.0,4,60,77,28.57,53,92.08,4.25,0.383
2025-07-21,TR,192121,Cash,83e97a757e14497d9f8f356f,HDFC0169484,84.22,2219,396026.03,6.831,94.8,3.45,12,94,61,10.99,40,98.54,2.72,0.454
2025-03-30,UK,213447,Mixed,c2abd17532bd44c2866f42a3,YESB0807932,87.59,1465,400228.23,3.126,248.2,21.91,29,162,62,32.5,1,98.18,3.29,0.45
2021-05-15,TS,964882,Mixed,706e540c86274e32888fea63,CBIN0180556,96.25,4730,294044.67,3.99,127.1,1.73,17,76,17,4.24,36,94.56,4.16,0.298
2024-08-18,TS,703434,InKind,16c6ea148de349b49e5742e0,IDIB0715835,86.93,3436,52312.91,0.304,280.6,1.67,6,52,14,22.39,14,96.59,1.81,0.299
2022-09-30,TS,858545,DBT,c6e9acaad7f44b6c9a529341,YESB0441876,95.25,4544,394207.24,3.548,91.1,17.32,28,226,44,17.62,35,94.63,4.77,0.8
2019-03-21,KL,656791,Mixed,1f2974e4714a45adbe6e5e71,HDFC0839528,90.45,1686,404938.75,4.471,311.1,2.23,38,23,22,15.02,47,92.21,3.23,0.663
2020-12-28,AP,589008,Voucher,e8d1c2d46e084c258dce8af7,SBIN0264565,97.83,4750,90471.01,0.844,159.3,8.91,26,197,9,15.15,11,96.72,4.15,0.679
2019-05-26,PY,295963,Voucher,0d83521cb2f64521b123349f,HDFC0175975,88.43,1398,423073.65,7.361,228.3,20.4,13,23,72,1.67,39,97.77,4.65,0.191
2023-12-16,HR,970574,Cash,59a88e75c43046a49be46d5a,BARB0305566,98.73,1545,396468.68,0.132,97.3,17.33,36,80,27,26.35,32,94.67,4.52,0.992
2024-06-24,CH,840860,Cash,85c7ff69d2264af5a99a94e1,IDIB0938920,89.29,1492,92194.4,2.079,133.7,5.12,15,212,64,12.46,13,93.93,2.48,0.087
2023-04-28,PB,575481,DBT,2ed25980abfb4c4887e0dd3c,HDFC0846208,95.0,2947,177219.32,4.656,208.3,5.52,0,210,58,16.79,45,94.11,3.52,0.683
2019-01-18,PB,194725,Cash,42a62f00be9a40139ef66f8d,SBIN0357208,85.49,3063,151505.46,3.783,211.4,13.03,29,95,11,29.7,46,94.79,3.07,0.743
2020-08-26,AP,784130,Cash,0ea4f7f1b5f24319b959575c,CBIN0285502,91.5,324,224201.88,1.87,419.9,10.7,32,4,15,20.28,0,95.74,3.45,0.267
2022-04-14,PY,399317,DBT,9b384e2dc60246069538b1bb,SBIN0241157,87.55,2804,400050.13,7.402,164.1,2.57,9,235,46,29.83,18,98.04,4.22,0.077
2020-01-05,PB,288244,Voucher,6b6a6208d912486aba7ea80f,CBIN0299082,82.23,4764,393456.31,1.498,67.5,3.49,16,222,49,4.97,4,93.59,2.9,0.737
2019-10-02,CH,764980,Voucher,924379bf81a843789ff6375c,ICIC0284539,89.83,2034,79052.73,4.306,236.8,17.66,0,124,22,10.01,36,97.65,3.28,0.566
2021-02-17,AN,853419,Mixed,ff9c8ba1691a43c3af0ec936,YESB0899368,85.09,3498,248009.77,0.958,158.9,7.59,21,7,12,8.13,52,99.72,3.68,0.966
2023-02-21,CG,652510,DBT,ec26398f014a4da3aa5add96,YESB0117987,99.16,3161,240315.38,0.515,372.9,17.58,20,172,50,31.04,56,93.44,2.64,0.728
2019-08-15,LD,166570,InKind,e7e2d965762649b392e68deb,ICIC0892109,96.47,4899,202679.23,3.71,116.0,4.18,11,195,18,27.4,23,96.06,3.68,0.93
2025-12-27,SK,640063,Cash,8adda333deee45e5b607f92f,BARB0137282,95.24,3213,321619.41,6.055,364.4,13.19,23,206,13,29.23,14,94.89,2.26,0.634
2022-03-19,GJ,926978,Mixed,dc49b0fdb2b24569b291184a,ICIC0844150,90.11,2354,290686.37,4.032,290.5,11.11,30,182,30,19.99,18,96.8,3.73,0.498
2020-03-15,RJ,717646,InKind,d5dfa1d806554841bb2d1a1b,YESB0483172,86.64,65,123798.39,2.273,107.4,7.18,20,218,28,7.88,3,99.05,2.24,0.945
2019-02-21,TN,338925,Mixed,8e8f3e9cc4104ec4bd3dad2d,HDFC0169484,87.81,4019,156677.14,0.224,191.0,13.39,35,127,32,13.32,20,99.09,4.2,0.819
2025-09-12,TS,681815,Mixed,929c73f31b8b44098f5474ef,ICIC0819103,85.66,1695,399765.73,7.06,224.6,2.74,20,40,31,19.35,39,95.54,2.4,0.035
2023-03-01,KL,324095,DBT,a3a5cc48f84143fa9c8a04a4,YESB0330795,91.88,4624,146597.35,1.668,235.9,18.84,18,172,45,0.86,1,98.06,3.8,0.583
2025-01-22,LA,886842,InKind,0db58f0862df496dab16e5f8,IDIB0890224,96.52,1221,199838.39,4.352,187.9,16.35,29,54,43,22.46,43,96.09,3.6,0.149
2024-06-08,HP,861215,InKind,30d5535c4dd74d708c49e54b,IDIB0777031,85.35,2186,437803.5,0.215,260.1,6.31,7,157,2,29.95,50,98.18,3.12,0.948
2025-11-25,NL,611890,Cash,7a03f10463664cc6b074536e,BARB0983592,82.08,4145,385776.38,0.819,310.9,12.76,38,37,19,11.53,18,99.07,3.8,0.676
2025-03-25,DN,221732,Mixed,4110214e0b0347f984b5ae34,CBIN0848684,84.25,758,314533.32,1.359,229.9,19.85,27,9,40,23.86,46,97.69,4.42,0.451
2024-05-13,AS,461155,InKind,c8015b0856bc454a9b383d94,PUNB0316865,90.25,1377,136810.22,0.931,266.9,9.29,16,111,58,17.03,28,92.49,2.17,0.96
2024-12-16,MN,208729,Voucher,b9c78983d2b440d7ad3cb4e2,BARB0468293,82.33,3959,282937.5,4.028,365.9,7.99,10,148,2,0.34,59,93.96,3.9,0.336
2024-12-31,NL,789479,DBT,6b682a6c738f4bc4be5a1ad8,UTIB0726966,89.22,1586,288909.1,3.038,226.6,17.58,35,38,64,10.08,30,98.29,3.07,0.444
2020-10-13,WB,712589,Cash,bab2e4c9ebef4072bd76e292,CBIN0384458,83.99,4788,185202.96,6.03,195.3,0.03,0,196,7,18.57,35,92.16,3.89,0.399
2023-03-01,AN,333315,InKind,bf7e844582cf483a858ef83a,ICIC0591852,83.93,2688,16253.32,0.96,130.4,15.1,2,162,51,25.43,48,96.14,4.51,0.132
2025-11-26,AN,870632,Mixed,ce552be8d6324a5d9ed33f28,UTIB0313882,94.76,4126,164937.81,3.29,85.6,4.75,27,200,17,14.19,16,96.88,3.82,0.15
2025-01-26,MP,783632,Voucher,1dba4dd021dd459c9d77ce41,ICIC0696655,99.89,2736,228660.06,3.269,147.5,15.27,21,90,72,6.68,41,98.56,2.3,0.591
2019-09-27,NL,942743,InKind,c7c0a9d595744bff844fcf99,PUNB0407920,85.48,225,427563.98,1.808,191.4,9.63,7,164,55,2.32,51,98.45,3.09,0.07
2019-10-13,AP,351985,Voucher,e9cf6dc0ce3a4654a485e844,HDFC0149660,86.11,4054,327373.2,0.81,329.2,0.45,16,241,63,25.07,16,92.59,3.5,0.931
2020-05-26,CH,257237,InKind,01a5c56e95ff4dbaa3975a63,CBIN0970995,87.31,2098,48566.99,0.179,118.7,19.23,35,45,64,12.9,48,97.44,2.19,0.328
2024-03-11,KA,532342,Cash,21af8c293fce49a9a6a90efd,UTIB0859512,96.05,1939,135640.04,0.239,305.3,12.02,20,204,3,22.72,16,98.32,3.8,0.321
2021-10-03,MZ,338630,Cash,835ed7729df54aafba208145,CBIN0373344,91.06,3681,234757.75,3.05,65.4,6.9,23,157,67,7.92,36,92.84,4.01,0.14
2023-05-27,TR,765273,Mixed,1ed056cfea774b98bb047899,BARB0216662,92.22,1405,203001.87,0.502,96.0,15.47,4,181,6,26.46,19,95.88,4.16,0.351
2019-12-24,WB,482927,InKind,20b431ce54d1489f8a91ea32,UTIB0761702,91.78,2140,2305.21,3.02,160.6,10.91,32,156,43,12.18,37,97.19,2.17,0.691
2019-06-03,BR,664892,DBT,5fdaf3e158bf47518b707124,YESB0298605,98.78,3041,420795.0,3.337,215.9,0.77,6,172,52,2.02,8,94.74,3.99,0.957
2024-05-25,WB,254595,DBT,c5f583af1c9345c0a483b24b,IDIB0644908,82.62,2966,406817.9,3.396,104.7,14.31,10,194,71,17.96,48,94.96,2.94,0.193
2021-01-15,MH,177120,Mixed,f8d1918df80c481aa2c61211,ICIC0801170,84.83,3641,415685.06,1.518,78.1,21.33,13,9,57,25.65,8,92.82,2.45,0.178
2019-04-21,ML,943856,InKind,760815031bfd4a37b01a78b7,YESB0345181,88.84,411,192849.68,3.79,252.8,4.88,19,7,56,32.65,20,98.19,3.43,0.139
2020-07-06,CG,501903,DBT,98f1672090114c56a332f70d,HDFC0356172,90.74,4962,375018.98,3.003,193.6,18.98,12,20,77,33.99,49,93.9,3.58,0.574
2021-04-06,UP,225427,Cash,a324e6dea43c4040ac6baa5b,BKID0155451,84.04,3040,318841.77,7.422,195.1,13.66,36,232,1,16.08,5,95.48,3.22,0.117
2021-11-02,NL,830669,Mixed,c4ee96a80f234a088f25bca7,ICIC0387863,97.99,3091,230285.22,0.436,153.6,1.71,17,108,0,21.49,49,96.13,4.41,0.088
2025-04-11,BR,219448,Mixed,899d2d57d5504b52be885d48,SBIN0637705,94.13,4413,34709.48,0.499,177.9,16.06,1,247,15,19.59,24,92.7,2.28,0.744
2020-05-22,GA,997087,Mixed,c2a766b2d5064f97a29f1d93,YESB0240216,98.69,2453,75533.4,6.202,105.9,9.71,20,228,18,18.77,15,95.45,3.06,0.793
2023-03-25,UP,447446,Voucher,8e3aaf6faf07431593ff20d6,YESB0957773,98.84,151,107204.9,2.069,139.2,17.46,5,86,39,4.19,49,93.22,2.63,0.315
2020-12-03,BR,520117,Mixed,904379add1f14745ad6df629,YESB0750173,91.17,665,403159.81,1.46,243.8,13.99,9,23,66,23.55,51,93.86,1.95,0.581
2022-06-28,OD,333413,Voucher,e155d4bc6c884dae808b9f03,PUNB0283510,97.27,4737,299415.71,6.571,236.1,0.06,26,210,31,33.79,51,94.85,2.85,0.742
2021-01-26,UP,177333,DBT,27b2b0669a74402890225681,IDIB0577554,95.19,4934,442363.95,4.042,383.8,2.78,27,105,71,4.61,34,95.92,4.03,0.049
2021-05-30,JK,467905,Cash,b84582952288422c9f02faa1,PUNB0452296,88.45,419,254894.39,4.657,355.5,7.75,29,74,51,11.05,11,95.47,3.42,0.635
2023-03-14,GA,429566,Cash,ed018530a9764a1fa311f000,ICIC0444117,93.77,3424,38117.12,0.159,37.7,10.6,16,198,37,2.88,42,92.57,3.1,0.286
2023-02-17,KA,503243,Cash,40e672cbe8624ecc91131667,BKID0603988,99.05,3303,214993.43,2.03,123.5,20.51,37,120,63,14.22,42,94.8,3.27,0.409
2019-12-11,GA,540930,Mixed,0f84a1f9136446f993f109b6,UTIB0197335,95.68,825,50303.0,2.018,376.8,18.08,2,79,38,16.96,52,92.31,2.77,0.356
2020-02-05,DL,667543,Mixed,29794b2d7c12478ea1416ab2,PUNB0293782,94.7,3936,405613.47,5.731,156.2,17.64,17,99,3,12.66,44,94.01,2.18,0.718
2020-09-08,SK,166085,Cash,0c0497627e6f47f69147dec0,UTIB0234712,85.97,2298,125295.45,2.953,218.9,11.87,10,232,68,16.79,18,92.68,3.63,0.469
2025-04-18,PY,426317,DBT,89854af3eb634c16b5da8fee,IDIB0256581,96.88,1152,88771.45,4.373,294.9,2.04,1,75,10,28.14,26,93.34,4.33,0.76
2021-03-21,AR,877832,InKind,4f88a1c96ef241e0a76efdb0,HDFC0689695,88.97,2801,230234.22,6.996,244.2,16.41,25,233,36,7.64,39,96.02,4.25,0.315
2023-01-17,UP,956626,DBT,6506640234564893ab1ba8f0,UTIB0996547,93.17,4525,363189.07,7.387,36.9,1.9,2,147,12,26.58,46,99.42,2.52,0.541
2022-02-22,AR,584911,Cash,c721111844494b3d8e96a08d,PUNB0685994,94.13,1084,229656.61,1.042,114.5,2.01,27,14,62,27.81,18,93.56,3.15,0.907
2021-06-24,BR,429553,InKind,3c7888bc5a324fb6b6fdbaf6,YESB0986250,91.22,3094,17197.47,4.213,73.7,5.61,38,28,50,20.42,15,97.85,3.51,0.438
