trans_mar_reference_month,trans_mar_port_code,trans_mar_country_iso2,trans_mar_ship_type_code,trans_mar_gross_tonnage_total,trans_mar_cargo_tonnes_total,trans_mar_container_teu_total,trans_mar_passengers_count,trans_mar_vessel_calls_count,trans_mar_port_dwell_time_hours_median,trans_mar_congestion_index,trans_mar_fuel_type_code,trans_mar_sulphur_cap_compliance_flag,trans_mar_ghg_intensity_index,trans_mar_shore_power_available_flag,trans_mar_eu_mrv_reporting_flag,trans_mar_accident_incidents_count,trans_mar_customs_clearance_time_hours_median,trans_mar_data_source,trans_mar_data_extract_date
2021-11,BGPORT295,BG,FERRY,57734736.2,78847475.68,2666872,3728450,6274,45.63,2.4695,LNG,1,1.2691,1,0,22,9.01,EU_MRV_DATABASE,2025-11-06
2021-12,EEPORT296,EE,GENERAL_CARGO,75180842.37,140810163.77,2044002,2209888,4919,21.33,0.1666,MGO,1,2.0234,0,0,5,49.38,CUSTOMS_ADMIN_DATA,2025-07-01
2022-01,HUPORT297,HU,CRUISE,59815546.52,336902469.58,1985110,11833063,6566,62.08,2.4646,VLSFO,1,1.2986,0,1,1,54.21,EMSA_PORT_STAT,2025-12-10
2022-02,LUPORT298,LU,RORO,67174538.47,110010886.25,3199227,5850854,375,38.43,0.8611,HFO_SCRUBBER,1,1.1588,0,1,41,40.37,PORT_AUTHORITY_REPORT,2026-02-01
2022-03,ROPORT299,RO,TANKER,69203925.46,5044353.46,646015,16100,1242,24.24,1.6792,AMMONIA_PILOT,0,1.803,1,1,9,29.96,EU_MRV_DATABASE,2024-03-03
2022-04,ATPORT300,AT,BULK_CARRIER,17047659.6,113174571.86,2912424,676694,22559,56.46,2.5672,METHANOL,0,1.3392,1,0,29,32.23,CUSTOMS_ADMIN_DATA,2024-07-18
2022-05,CZPORT301,CZ,CONTAINER,99601267.76,6831912.12,1339692,1819139,796,16.38,0.4144,LNG,1,1.8896,1,0,40,51.1,EMSA_PORT_STAT,2024-05-22
2022-06,DEPORT302,DE,OFFSHORE_SUPPORT,55781640.83,113001439.17,1943099,1932805,7124,27.22,0.1703,MGO,1,1.7055,0,1,39,48.66,PORT_AUTHORITY_REPORT,2025-01-18
2022-07,LVPORT303,LV,FERRY,51606488.13,92802540.9,645063,2156938,30044,66.66,1.2216,VLSFO,1,0.4632,1,1,6,29.75,EU_MRV_DATABASE,2024-09-20
2022-08,PLPORT304,PL,GENERAL_CARGO,7507722.17,200588505.92,2114928,102185,2432,57.92,1.0854,HFO_SCRUBBER,1,2.4867,1,1,31,42.46,CUSTOMS_ADMIN_DATA,2024-05-22
2022-09,ESPORT305,ES,CRUISE,4963066.09,78932211.97,2432711,11694158,15820,33.38,0.5642,AMMONIA_PILOT,1,0.8762,0,1,6,22.68,EMSA_PORT_STAT,2025-12-15
2022-10,HRPORT306,HR,RORO,71718652.55,216665598.68,1245949,8535409,21489,6.12,2.3703,METHANOL,1,0.4419,0,0,12,24.06,PORT_AUTHORITY_REPORT,2024-05-07
2022-11,FIPORT307,FI,TANKER,35973374.8,225747497.19,3235937,151495,16949,36.04,0.1939,LNG,1,0.5819,1,1,60,42.03,EU_MRV_DATABASE,2025-08-29
2022-12,IEPORT308,IE,BULK_CARRIER,55704484.69,201649170.17,3190146,19523,2061,8.71,1.3491,MGO,1,0.4542,1,1,7,46.42,CUSTOMS_ADMIN_DATA,2024-03-31
2023-01,MTPORT309,MT,CONTAINER,16405672.8,96407464.05,3435338,2050425,16212,33.62,2.5289,VLSFO,1,0.6511,1,1,33,31.54,EMSA_PORT_STAT,2025-12-24
2023-02,SKPORT310,SK,OFFSHORE_SUPPORT,24934122.78,429541.09,1304758,480531,672,44.83,1.388,HFO_SCRUBBER,1,2.394,1,1,30,30.44,PORT_AUTHORITY_REPORT,2025-04-15
2023-03,BEPORT311,BE,FERRY,14592663.17,78084133.68,752778,7273968,17981,93.06,2.4066,AMMONIA_PILOT,0,1.3091,1,0,32,80.94,EU_MRV_DATABASE,2025-07-22
2023-04,DKPORT312,DK,GENERAL_CARGO,26744297.45,5485371.56,2584161,395183,2304,17.1,1.9848,METHANOL,1,1.8708,1,1,31,40.76,CUSTOMS_ADMIN_DATA,2024-10-09
2023-05,GRPORT313,GR,CRUISE,108398583.97,44281134.08,2044071,12448448,1886,65.06,0.9281,LNG,1,0.458,0,1,27,48.63,EMSA_PORT_STAT,2025-11-30
2023-06,LTPORT314,LT,RORO,11977964.99,112950118.08,1883897,10944110,10298,65.75,1.501,MGO,1,1.6154,0,1,21,25.4,PORT_AUTHORITY_REPORT,2024-02-04
2023-07,PTPORT315,PT,TANKER,58916849.47,155242884.99,208009,674769,27770,27.33,1.3465,VLSFO,1,0.4415,0,1,49,1.96,EU_MRV_DATABASE,2024-08-24
2023-08,SEPORT316,SE,BULK_CARRIER,13326509.3,235945165.21,3522613,1795340,19376,26.2,2.7037,HFO_SCRUBBER,0,2.2852,0,1,12,56.43,CUSTOMS_ADMIN_DATA,2025-11-05
2023-09,CYPORT317,CY,CONTAINER,79588705.62,199967316.03,2931684,2205828,11208,75.16,0.8956,AMMONIA_PILOT,1,1.6096,0,0,20,52.61,EMSA_PORT_STAT,2026-01-15
2023-10,FRPORT318,FR,OFFSHORE_SUPPORT,27936574.08,26743137.03,1469449,1956771,12109,31.97,0.767,METHANOL,1,1.3133,1,1,51,37.83,PORT_AUTHORITY_REPORT,2025-01-19
2023-11,ITPORT319,IT,FERRY,77364870.49,16225102.06,657972,10071695,26043,75.56,0.402,LNG,0,0.386,1,0,37,39.07,EU_MRV_DATABASE,2025-09-12
2023-12,NLPORT320,NL,GENERAL_CARGO,79652521.0,82652981.75,964295,1071358,17752,75.39,2.7367,MGO,1,1.2435,0,1,30,36.08,CUSTOMS_ADMIN_DATA,2024-04-02
2024-01,SIPORT321,SI,CRUISE,13906949.43,21141861.11,2096186,12539573,3132,63.17,1.2464,VLSFO,1,2.099,0,1,39,7.87,EMSA_PORT_STAT,2024-07-15
2024-02,BGPORT322,BG,RORO,69107965.99,50226734.14,2829863,12688743,19524,52.07,1.3157,HFO_SCRUBBER,1,1.8941,0,1,12,42.3,PORT_AUTHORITY_REPORT,2025-10-25
2024-03,EEPORT323,EE,TANKER,60843582.69,143048927.71,1996212,909011,7745,65.43,0.2362,AMMONIA_PILOT,1,0.7918,0,0,51,49.49,EU_MRV_DATABASE,2025-08-29
2024-04,HUPORT324,HU,BULK_CARRIER,26315271.57,64375526.02,1871825,2212369,17908,47.88,1.4957,METHANOL,0,1.8706,0,1,40,9.47,CUSTOMS_ADMIN_DATA,2025-05-31
2024-05,LUPORT325,LU,CONTAINER,17782584.25,214574521.13,99943,1341552,1510,45.64,2.4287,LNG,1,0.6323,1,0,2,60.12,EMSA_PORT_STAT,2024-09-20
2024-06,ROPORT326,RO,OFFSHORE_SUPPORT,81137257.17,183342760.57,3801178,1859252,8097,31.43,0.1643,MGO,1,0.9474,0,1,35,25.87,PORT_AUTHORITY_REPORT,2025-03-06
2024-07,ATPORT327,AT,FERRY,95795563.59,266936182.62,3073343,1401838,2095,10.63,1.576,VLSFO,1,0.4568,0,0,11,84.77,EU_MRV_DATABASE,2025-09-27
2024-08,CZPORT328,CZ,GENERAL_CARGO,81907802.6,12530687.94,1504636,1911124,8698,29.42,0.9885,HFO_SCRUBBER,1,1.5361,0,1,32,36.39,CUSTOMS_ADMIN_DATA,2025-11-07
2024-09,DEPORT329,DE,CRUISE,95836780.92,18257503.59,491987,1464871,22064,23.46,2.1246,AMMONIA_PILOT,1,1.4269,0,1,22,40.08,EMSA_PORT_STAT,2024-07-18
2024-10,LVPORT330,LV,RORO,31964878.29,197611446.25,1748117,3381722,1156,18.93,0.6701,METHANOL,0,0.6696,1,1,27,54.66,PORT_AUTHORITY_REPORT,2024-11-25
2024-11,PLPORT331,PL,TANKER,74200911.01,70541642.56,579840,407364,31214,24.98,2.2306,LNG,0,0.613,0,0,46,26.77,EU_MRV_DATABASE,2025-03-28
2024-12,ESPORT332,ES,BULK_CARRIER,107302194.35,90163959.52,3324124,2396578,8766,71.46,1.8837,MGO,1,0.9642,0,1,39,81.15,CUSTOMS_ADMIN_DATA,2025-12-02
2025-01,HRPORT333,HR,CONTAINER,82550751.82,150573678.63,11527280,1850149,10729,72.38,0.2897,VLSFO,0,1.9511,0,1,20,14.73,EMSA_PORT_STAT,2025-11-22
2025-02,FIPORT334,FI,OFFSHORE_SUPPORT,42878907.07,277220767.85,2446297,1192068,9018,51.16,2.3851,HFO_SCRUBBER,1,1.2617,0,1,22,42.89,PORT_AUTHORITY_REPORT,2024-09-20
2025-03,IEPORT335,IE,FERRY,39629685.89,15170795.89,3778457,10027795,12105,88.21,1.7257,AMMONIA_PILOT,1,1.7144,0,1,2,77.34,EU_MRV_DATABASE,2024-12-28
2025-04,MTPORT336,MT,GENERAL_CARGO,19002639.45,18734823.98,2707614,2190801,9819,73.77,1.7087,METHANOL,1,0.3433,0,1,37,73.13,CUSTOMS_ADMIN_DATA,2025-08-30
2025-05,SKPORT337,SK,CRUISE,111129133.79,12430034.92,370062,4364905,21082,79.15,0.2995,LNG,1,0.9968,0,1,43,22.28,EMSA_PORT_STAT,2024-11-12
2025-06,BEPORT338,BE,RORO,90353527.57,105167838.17,74026,10760891,2325,6.9,1.5795,MGO,1,1.3523,0,1,6,57.02,PORT_AUTHORITY_REPORT,2025-03-17
2025-07,DKPORT339,DK,TANKER,43344799.23,45438234.24,1904191,1087877,19194,66.24,1.5049,VLSFO,1,1.3789,1,1,16,51.85,EU_MRV_DATABASE,2024-07-29
2025-08,GRPORT340,GR,BULK_CARRIER,78664460.21,27005508.99,3519968,1041385,20796,21.54,2.4974,HFO_SCRUBBER,1,1.0146,1,1,12,74.88,CUSTOMS_ADMIN_DATA,2025-07-16
2025-09,LTPORT341,LT,CONTAINER,16808190.2,245269319.95,8416820,682666,9214,34.91,1.9961,AMMONIA_PILOT,1,0.6555,0,1,6,10.89,EMSA_PORT_STAT,2025-06-16
2025-10,PTPORT342,PT,OFFSHORE_SUPPORT,10106211.31,201095097.33,3440976,2298637,2821,51.92,0.2925,METHANOL,1,0.837,0,1,3,24.38,PORT_AUTHORITY_REPORT,2025-06-04
2025-11,SEPORT343,SE,FERRY,88491301.4,13315256.81,2774764,8498542,6093,24.66,0.3124,LNG,1,1.5,1,1,17,50.07,EU_MRV_DATABASE,2025-05-31
2025-12,CYPORT344,CY,GENERAL_CARGO,27515236.91,181621892.14,2346266,1212781,19554,22.2,1.5241,MGO,1,1.3615,0,1,16,60.56,CUSTOMS_ADMIN_DATA,2024-10-04
2026-01,FRPORT345,FR,CRUISE,22156177.69,44606913.09,1822216,12265826,6626,58.52,1.7424,VLSFO,1,1.9781,0,1,3,65.2,EMSA_PORT_STAT,2025-11-10
2026-02,ITPORT346,IT,RORO,66815850.47,135984105.73,2521089,11086028,7708,35.97,1.8265,HFO_SCRUBBER,1,2.4073,0,1,38,24.68,PORT_AUTHORITY_REPORT,2025-06-26
2026-03,NLPORT347,NL,TANKER,12305784.21,191915294.62,988865,2023334,5284,45.34,2.6749,AMMONIA_PILOT,1,1.8937,0,1,10,54.9,EU_MRV_DATABASE,2024-01-15
2026-04,SIPORT348,SI,BULK_CARRIER,77226179.27,99312042.13,2024770,833849,26368,56.86,1.6202,METHANOL,1,1.6449,1,0,29,68.36,CUSTOMS_ADMIN_DATA,2024-09-26
2026-05,BGPORT349,BG,CONTAINER,12267365.64,5446907.46,12827217,2390272,6155,30.95,2.0782,LNG,1,0.4348,0,1,30,12.13,EMSA_PORT_STAT,2026-01-09
2026-06,EEPORT350,EE,OFFSHORE_SUPPORT,27285624.77,11307429.88,163298,451122,23895,46.0,1.2123,MGO,1,0.7643,0,1,32,59.87,PORT_AUTHORITY_REPORT,2024-05-02
2026-07,HUPORT001,HU,FERRY,2446938.24,261110252.75,427272,13085058,10473,10.28,1.5083,VLSFO,1,1.5105,1,1,16,13.14,EU_MRV_DATABASE,2024-01-05
2026-08,LUPORT002,LU,GENERAL_CARGO,82134845.01,17813822.5,210093,394471,3295,4.08,0.1779,HFO_SCRUBBER,1,0.7398,1,1,27,52.24,CUSTOMS_ADMIN_DATA,2025-10-15
2026-09,ROPORT003,RO,CRUISE,21999704.29,156624253.47,51421,3581077,6556,17.07,0.5223,AMMONIA_PILOT,1,1.6116,0,1,28,49.5,EMSA_PORT_STAT,2026-02-07
2026-10,ATPORT004,AT,RORO,92332789.46,295832149.67,3407100,12172110,10810,74.74,1.8309,METHANOL,1,1.4868,1,1,4,18.83,PORT_AUTHORITY_REPORT,2025-10-07
2026-11,CZPORT005,CZ,TANKER,11482636.31,295589930.1,3573322,14382,12593,10.62,2.7857,LNG,1,0.6868,1,0,40,29.43,EU_MRV_DATABASE,2024-11-12
2026-12,DEPORT006,DE,BULK_CARRIER,24115858.43,94062452.97,3365756,353346,19010,82.57,1.5343,MGO,1,0.591,1,1,33,73.88,CUSTOMS_ADMIN_DATA,2025-07-11
2016-01,LVPORT007,LV,CONTAINER,36955411.67,204481229.33,3264219,1006059,3091,58.03,1.903,VLSFO,1,1.429,0,1,15,61.24,EMSA_PORT_STAT,2025-04-24
2016-02,PLPORT008,PL,OFFSHORE_SUPPORT,29867268.61,114855370.14,3300487,699110,19965,76.34,1.2784,HFO_SCRUBBER,0,2.1303,1,1,8,6.58,PORT_AUTHORITY_REPORT,2025-10-10
2016-03,ESPORT009,ES,FERRY,73166993.53,60933276.77,2232167,10421489,18936,27.26,2.2256,AMMONIA_PILOT,0,0.3583,1,1,10,62.87,EU_MRV_DATABASE,2025-10-28
2016-04,HRPORT010,HR,GENERAL_CARGO,74964282.9,158754272.08,2939449,1245414,10063,74.91,2.0157,METHANOL,1,1.7933,0,1,30,32.96,CUSTOMS_ADMIN_DATA,2025-01-16
2016-05,FIPORT011,FI,CRUISE,97769903.27,77896461.17,766179,5520898,8814,55.59,2.3703,LNG,1,1.3138,1,0,37,72.56,EMSA_PORT_STAT,2025-11-22
2016-06,IEPORT012,IE,RORO,8256049.46,202194163.35,3202936,4060708,22444,24.33,0.6217,MGO,0,2.2298,0,1,6,38.5,PORT_AUTHORITY_REPORT,2025-04-01
2016-07,MTPORT013,MT,TANKER,97064307.8,125744766.65,2419176,1781751,17349,82.26,2.7359,VLSFO,1,1.0664,0,0,65,55.11,EU_MRV_DATABASE,2024-03-14
2016-08,SKPORT014,SK,BULK_CARRIER,81489498.21,139485137.32,2375565,205833,1498,10.83,1.3206,HFO_SCRUBBER,1,0.6216,1,1,36,48.49,CUSTOMS_ADMIN_DATA,2024-02-03
2016-09,BEPORT015,BE,CONTAINER,57432974.27,248172593.06,1395888,2331755,17943,32.37,0.7028,AMMONIA_PILOT,0,0.5761,1,1,31,25.38,EMSA_PORT_STAT,2024-06-01
2016-10,DKPORT016,DK,OFFSHORE_SUPPORT,88728893.74,101508989.41,324086,1022076,11976,24.64,2.558,METHANOL,1,0.6044,1,1,56,7.63,PORT_AUTHORITY_REPORT,2025-02-19
2016-11,GRPORT017,GR,FERRY,56575328.71,67302365.28,3376108,10139895,5902,21.72,0.837,LNG,1,0.5624,0,1,29,58.89,EU_MRV_DATABASE,2024-01-12
2016-12,LTPORT018,LT,GENERAL_CARGO,49532793.97,127848021.43,3001965,542089,12823,82.89,1.5967,MGO,1,2.0185,1,1,4,62.04,CUSTOMS_ADMIN_DATA,2025-05-03
2017-01,PTPORT019,PT,CRUISE,5388335.67,120258167.41,538924,7534829,3250,64.7,1.6599,VLSFO,0,0.4732,0,1,34,77.23,EMSA_PORT_STAT,2024-11-20
2017-02,SEPORT020,SE,RORO,115211454.37,246378984.11,195030,14995697,7228,15.86,1.9941,HFO_SCRUBBER,1,0.4968,0,0,23,77.85,PORT_AUTHORITY_REPORT,2026-02-02
2017-03,CYPORT021,CY,TANKER,35161343.57,36044680.66,3789378,957840,26518,30.27,1.8338,AMMONIA_PILOT,1,0.6346,0,1,37,53.29,EU_MRV_DATABASE,2025-06-30
2017-04,FRPORT022,FR,BULK_CARRIER,19610743.85,190735017.08,1256034,1077623,17754,19.15,0.6708,METHANOL,1,1.0586,0,0,24,5.08,CUSTOMS_ADMIN_DATA,2024-10-12
2017-05,ITPORT023,IT,CONTAINER,40063110.05,76260477.28,5192332,1224699,14765,58.08,0.1696,LNG,1,1.3651,1,1,33,32.29,EMSA_PORT_STAT,2024-11-13
2017-06,NLPORT024,NL,OFFSHORE_SUPPORT,51785419.24,253906694.92,203804,614150,22452,34.62,0.6878,MGO,1,0.6314,1,1,47,38.69,PORT_AUTHORITY_REPORT,2024-08-11
2017-07,SIPORT025,SI,FERRY,53371235.48,7437633.96,1819556,4773673,19231,71.7,0.1925,VLSFO,1,2.4663,1,1,28,10.38,EU_MRV_DATABASE,2025-04-28
2017-08,BGPORT026,BG,GENERAL_CARGO,10331864.86,108560593.43,862564,188159,6987,17.92,0.9913,HFO_SCRUBBER,1,1.7123,0,1,17,18.55,CUSTOMS_ADMIN_DATA,2024-03-30
2017-09,EEPORT027,EE,CRUISE,52359034.54,119455135.55,2992688,6371537,12656,34.53,1.1866,AMMONIA_PILOT,1,0.7105,0,1,30,53.81,EMSA_PORT_STAT,2024-03-10
2017-10,HUPORT028,HU,RORO,25589763.2,102694649.93,3109095,6696623,16487,5.06,1.5735,METHANOL,1,1.1881,0,0,35,29.58,PORT_AUTHORITY_REPORT,2024-11-11
2017-11,LUPORT029,LU,TANKER,57422524.15,63626871.03,568728,1884343,22696,74.39,2.5783,LNG,1,0.865,0,1,17,2.95,EU_MRV_DATABASE,2024-01-20
2017-12,ROPORT030,RO,BULK_CARRIER,91120280.87,286268647.72,3036177,1038719,16969,33.97,1.8154,MGO,1,0.6227,0,1,4,85.8,CUSTOMS_ADMIN_DATA,2024-10-29
2018-01,ATPORT031,AT,CONTAINER,42303508.06,225907892.16,1841858,441435,3167,64.63,2.384,VLSFO,1,2.089,1,1,18,51.98,EMSA_PORT_STAT,2025-04-20
2018-02,CZPORT032,CZ,OFFSHORE_SUPPORT,41948824.56,236238862.05,2087471,988069,463,59.91,0.2264,HFO_SCRUBBER,1,2.3407,0,1,13,42.65,PORT_AUTHORITY_REPORT,2026-01-01
2018-03,DEPORT033,DE,FERRY,6065981.14,13253747.47,3294084,1661182,19891,51.4,0.7788,AMMONIA_PILOT,1,0.3888,0,1,39,4.46,EU_MRV_DATABASE,2025-05-08
2018-04,LVPORT034,LV,GENERAL_CARGO,41803611.07,112279499.43,1324429,2375658,21909,63.75,1.5153,METHANOL,1,1.1778,1,0,29,81.27,CUSTOMS_ADMIN_DATA,2025-02-11
2018-05,PLPORT035,PL,CRUISE,6366731.57,105348539.71,1508140,1438590,22098,28.24,1.9243,LNG,1,1.3511,0,1,42,7.66,EMSA_PORT_STAT,2025-12-06
2018-06,ESPORT036,ES,RORO,75317200.73,203812278.65,3005075,14971859,2001,59.47,0.9158,MGO,1,0.4059,1,0,25,51.3,PORT_AUTHORITY_REPORT,2026-01-23
2018-07,HRPORT037,HR,TANKER,4214568.58,200105412.06,3768185,2373850,17731,88.09,2.2813,VLSFO,1,1.1011,1,1,13,3.39,EU_MRV_DATABASE,2025-12-26
2018-08,FIPORT038,FI,BULK_CARRIER,52455439.84,244395203.87,33505,193165,9008,22.18,2.1729,HFO_SCRUBBER,0,0.7029,0,1,36,45.68,CUSTOMS_ADMIN_DATA,2024-10-12
2018-09,IEPORT039,IE,CONTAINER,32992214.65,3755590.7,8327970,1709986,9785,16.02,1.5454,AMMONIA_PILOT,1,1.459,0,0,32,60.58,EMSA_PORT_STAT,2024-02-24
2018-10,MTPORT040,MT,OFFSHORE_SUPPORT,9130399.9,261884049.54,2807206,1852802,15417,71.13,1.9938,METHANOL,1,0.4736,0,1,39,15.62,PORT_AUTHORITY_REPORT,2025-03-25
2018-11,SKPORT041,SK,FERRY,13899440.79,69028480.28,2258308,9034605,13158,55.95,1.6528,LNG,1,0.6598,0,1,4,38.4,EU_MRV_DATABASE,2025-04-18
2018-12,BEPORT042,BE,GENERAL_CARGO,75704904.38,13112513.76,1949773,1042804,15147,36.25,0.2611,MGO,1,1.5805,0,1,13,9.85,CUSTOMS_ADMIN_DATA,2024-09-25
2019-01,DKPORT043,DK,CRUISE,50281875.69,182546055.26,2339947,968013,24314,50.2,2.5367,VLSFO,1,2.214,1,0,39,21.05,EMSA_PORT_STAT,2025-08-12
2019-02,GRPORT044,GR,RORO,4365001.72,275622418.89,71058,12164996,6182,7.69,1.6407,HFO_SCRUBBER,1,2.4914,1,1,12,35.36,PORT_AUTHORITY_REPORT,2024-02-11
2019-03,LTPORT045,LT,TANKER,30741454.43,183094237.99,3020504,2069323,10369,24.52,2.0917,AMMONIA_PILOT,1,2.0029,1,0,60,39.66,EU_MRV_DATABASE,2025-07-08
2019-04,PTPORT046,PT,BULK_CARRIER,111655889.41,191529578.59,1412288,1626949,15243,27.07,1.5298,METHANOL,1,1.6316,0,1,23,74.53,CUSTOMS_ADMIN_DATA,2025-07-17
2019-05,SEPORT047,SE,CONTAINER,27018483.25,153587316.5,181701,2104987,29034,37.86,0.3718,LNG,1,1.0761,0,1,11,28.3,EMSA_PORT_STAT,2024-12-29
2019-06,CYPORT048,CY,OFFSHORE_SUPPORT,42320093.88,24641324.62,3067724,2193027,7096,40.39,0.651,MGO,1,0.826,1,0,27,18.06,PORT_AUTHORITY_REPORT,2025-05-13
2019-07,FRPORT049,FR,FERRY,113964494.54,270172508.86,621270,6189763,19206,20.53,2.3683,VLSFO,1,2.243,0,1,16,43.54,EU_MRV_DATABASE,2025-07-06
2019-08,ITPORT050,IT,GENERAL_CARGO,27238813.13,122217648.99,606573,1064334,17405,11.67,1.7545,HFO_SCRUBBER,0,0.8122,1,1,36,2.42,CUSTOMS_ADMIN_DATA,2025-01-01
2019-09,NLPORT051,NL,CRUISE,69104729.62,239732805.43,2173473,6407080,7144,66.03,2.6969,AMMONIA_PILOT,1,1.0981,0,1,23,83.17,EMSA_PORT_STAT,2025-06-10
2019-10,SIPORT052,SI,RORO,109724154.46,124965381.04,2211280,3975564,21158,14.29,2.3782,METHANOL,1,0.7366,1,1,30,12.94,PORT_AUTHORITY_REPORT,2025-09-03
2019-11,BGPORT053,BG,TANKER,48250620.98,282980909.95,1472079,2085072,18838,34.12,1.3343,LNG,1,0.739,1,1,24,51.22,EU_MRV_DATABASE,2025-12-31
2019-12,EEPORT054,EE,BULK_CARRIER,112909774.34,225697002.82,3446320,1815921,12447,88.42,1.2082,MGO,1,0.5978,0,1,7,0.69,CUSTOMS_ADMIN_DATA,2024-03-17
2020-01,HUPORT055,HU,CONTAINER,2381581.89,315413629.17,4144416,237581,18131,5.58,1.0334,VLSFO,1,1.1559,0,0,20,3.51,EMSA_PORT_STAT,2026-02-12
2020-02,LUPORT056,LU,OFFSHORE_SUPPORT,49500649.81,71495309.74,412140,1545174,20111,21.24,2.1136,HFO_SCRUBBER,1,0.8284,0,1,9,49.45,PORT_AUTHORITY_REPORT,2025-12-19
2020-03,ROPORT057,RO,FERRY,36029037.51,149876887.49,2425604,12230742,22677,83.56,1.9611,AMMONIA_PILOT,1,1.6743,1,0,5,42.19,EU_MRV_DATABASE,2025-02-02
2020-04,ATPORT058,AT,GENERAL_CARGO,111470951.45,88774269.44,693455,1345368,13223,82.31,0.1585,METHANOL,1,0.3227,0,1,18,53.81,CUSTOMS_ADMIN_DATA,2024-01-28
2020-05,CZPORT059,CZ,CRUISE,1674264.32,219746715.45,359270,8881930,14808,34.12,2.4816,LNG,1,0.5356,0,1,38,10.15,EMSA_PORT_STAT,2024-05-18
2020-06,DEPORT060,DE,RORO,75156859.19,263040409.29,611502,5609208,4733,24.14,2.7339,MGO,1,1.8901,1,1,5,70.45,PORT_AUTHORITY_REPORT,2024-07-03
2020-07,LVPORT061,LV,TANKER,58107110.7,1728854.18,484929,38125,9787,84.32,0.1333,VLSFO,1,1.9946,0,1,20,15.38,EU_MRV_DATABASE,2026-01-20
2020-08,PLPORT062,PL,BULK_CARRIER,44040432.93,30683364.72,3132638,950469,13864,71.48,1.5752,HFO_SCRUBBER,1,0.4547,0,1,8,52.02,CUSTOMS_ADMIN_DATA,2025-05-04
2020-09,ESPORT063,ES,CONTAINER,32310222.86,127306082.07,3997795,571549,8780,32.06,1.8567,AMMONIA_PILOT,1,1.039,0,1,4,16.29,EMSA_PORT_STAT,2025-08-17
2020-10,HRPORT064,HR,OFFSHORE_SUPPORT,112076454.61,175941793.04,3400717,83313,15947,92.9,1.0935,METHANOL,1,0.638,1,1,13,58.64,PORT_AUTHORITY_REPORT,2024-11-22
2020-11,FIPORT065,FI,FERRY,10182967.37,319318579.49,3182877,14436825,19880,75.5,1.0153,LNG,1,0.8605,1,1,9,36.71,EU_MRV_DATABASE,2025-11-30
2020-12,IEPORT066,IE,GENERAL_CARGO,97337950.28,155507858.49,15385,849194,19275,26.3,1.1544,MGO,1,0.5412,1,1,33,4.1,CUSTOMS_ADMIN_DATA,2024-08-05
2021-01,MTPORT067,MT,CRUISE,36638583.88,130683625.06,908186,13727749,4976,19.2,2.687,VLSFO,1,1.1195,0,0,37,81.67,EMSA_PORT_STAT,2025-06-30
2021-02,SKPORT068,SK,RORO,73261929.73,41479818.92,3723485,13498112,8928,44.84,1.9078,HFO_SCRUBBER,1,1.2578,1,1,3,53.0,PORT_AUTHORITY_REPORT,2025-10-12
2021-03,BEPORT069,BE,TANKER,99344202.68,156560966.09,2640822,240691,6068,17.76,0.5338,AMMONIA_PILOT,1,0.6826,0,1,28,60.45,EU_MRV_DATABASE,2025-04-05
2021-04,DKPORT070,DK,BULK_CARRIER,42462234.77,222860618.31,3632065,2050987,4480,17.21,1.621,METHANOL,1,1.212,0,1,28,26.68,CUSTOMS_ADMIN_DATA,2024-05-27
2021-05,GRPORT071,GR,CONTAINER,51240959.77,310250016.04,10245843,1887555,14559,14.29,0.6709,LNG,0,1.2441,0,1,21,12.07,EMSA_PORT_STAT,2024-09-18
2021-06,LTPORT072,LT,OFFSHORE_SUPPORT,22311790.83,113647838.71,2016082,246305,25473,6.73,1.7668,MGO,1,2.3999,1,1,2,56.95,PORT_AUTHORITY_REPORT,2025-05-31
2021-07,PTPORT073,PT,FERRY,40393531.31,110145892.64,3152212,1327071,3236,39.6,2.2679,VLSFO,1,0.9496,1,1,1,4.51,EU_MRV_DATABASE,2025-08-19
2021-08,SEPORT074,SE,GENERAL_CARGO,61156298.3,229279545.92,219393,309932,17330,75.71,1.0941,HFO_SCRUBBER,1,0.4194,1,1,1,16.56,CUSTOMS_ADMIN_DATA,2025-08-26
2021-09,CYPORT075,CY,CRUISE,46915207.35,262307218.45,3744122,13112460,8049,83.53,2.345,AMMONIA_PILOT,0,0.7887,0,1,41,69.6,EMSA_PORT_STAT,2025-03-23
2021-10,FRPORT076,FR,RORO,79948118.92,161804849.56,316389,3245632,22747,7.61,2.2922,METHANOL,1,0.9491,0,1,21,53.14,PORT_AUTHORITY_REPORT,2025-10-15
2021-11,ITPORT077,IT,TANKER,40071438.95,207165998.7,3741177,1245392,20355,73.82,1.5201,LNG,1,1.8795,1,0,27,5.52,EU_MRV_DATABASE,2025-01-05
2021-12,NLPORT078,NL,BULK_CARRIER,5535097.42,48547164.31,2862767,161515,20385,13.65,0.1292,MGO,1,1.9219,1,1,34,44.86,CUSTOMS_ADMIN_DATA,2025-08-11
2022-01,SIPORT079,SI,CONTAINER,33403972.45,46185477.48,398689,885127,18369,4.97,1.5556,VLSFO,0,2.1023,1,0,3,75.93,EMSA_PORT_STAT,2025-04-13
2022-02,BGPORT080,BG,OFFSHORE_SUPPORT,59414853.36,50363388.07,3281569,218500,10717,84.38,1.2473,HFO_SCRUBBER,0,1.8797,1,1,61,37.82,PORT_AUTHORITY_REPORT,2025-08-28
