qol_cost_index_month,qol_cost_city_geo_id,qol_cost_cost_of_living_index,qol_cost_housing_cost_index,qol_cost_grocery_cost_index,qol_cost_utilities_cost_index,qol_cost_transport_cost_index,qol_cost_healthcare_cost_index,qol_cost_childcare_cost_index,qol_cost_tax_burden_estimate,qol_cost_median_wage_local,qol_cost_purchasing_power_index,qol_cost_inflation_local_estimate,qol_cost_rent_to_income_ratio_local,qol_cost_commute_cost_share_pct,qol_cost_essential_basket_usd,qol_cost_price_dispersion_score,qol_cost_low_income_adjusted_index,qol_cost_seniors_adjusted_index,qol_cost_methodology_release_tag
2093-04,CITY00000892,129.22,102.86,102.48,143.82,85.23,124.57,142.37,20.373,78374.29,545.864,3.809,26.16,17.34,1338.86,0.4681,103.05,135.0,REL_2025Q2
2093-05,CITY00000893,184.18,203.79,141.41,126.03,207.6,170.58,253.03,16.6,101105.12,733.002,8.86,31.5,1.87,808.45,0.5975,173.86,167.88,REL_2023Q2
2093-06,CITY00000894,105.32,113.95,81.04,96.99,114.26,106.09,125.72,20.749,36407.22,255.318,12.967,52.64,19.85,530.6,0.0454,82.9,89.43,REL_2023Q3
2093-07,CITY00000895,75.55,67.6,70.63,77.33,62.04,67.64,72.25,4.566,124616.05,2317.895,14.908,22.11,12.37,800.27,0.8173,71.17,65.02,REL_2019Q4
2093-08,CITY00000896,145.99,148.62,135.74,112.98,161.24,111.79,192.53,21.187,108188.37,714.438,1.747,35.68,13.69,1421.63,0.1519,156.86,149.24,REL_2025Q2
2093-09,CITY00000897,189.47,185.57,132.94,110.49,167.85,167.24,167.33,16.624,70800.73,341.202,15.782,10.07,18.0,901.99,0.2252,200.54,206.48,REL_2021Q3
2093-10,CITY00000898,116.23,110.36,99.87,127.61,118.33,88.56,139.67,15.588,25235.87,157.002,0.743,54.67,16.18,1311.22,0.6931,105.35,102.65,REL_2024Q4
2093-11,CITY00000899,102.7,88.62,84.03,75.88,82.45,110.61,75.14,13.055,57956.67,394.459,13.678,56.85,4.27,815.92,0.009,102.29,110.41,REL_2024Q1
2093-12,CITY00000900,80.05,68.5,71.48,78.86,53.09,57.33,99.11,10.165,129920.86,2198.924,5.126,57.38,14.16,910.49,0.2077,65.55,80.97,REL_2023Q1
2094-01,CITY00000901,198.83,209.82,200.57,224.25,198.05,165.44,262.02,18.887,108161.02,365.816,12.4,15.33,9.24,490.25,0.3695,187.97,221.59,REL_2022Q4
2094-02,CITY00000902,179.85,206.92,162.03,121.47,185.94,183.99,173.92,5.486,132321.17,585.451,14.999,63.49,12.14,1291.22,0.2172,152.77,204.33,REL_2019Q1
2094-03,CITY00000903,148.41,120.91,114.4,105.52,155.72,166.74,183.13,11.498,89423.31,721.49,7.121,30.14,17.99,562.06,0.5549,138.98,153.1,REL_2021Q4
2094-04,CITY00000904,198.29,184.85,136.08,178.32,204.39,161.68,274.93,12.287,65455.33,300.604,9.21,15.75,3.94,265.19,0.0621,167.91,225.31,REL_2025Q3
2094-05,CITY00000905,90.86,78.41,76.96,93.37,53.87,97.1,84.19,3.495,135560.94,2189.234,13.984,21.43,9.77,414.59,0.3088,84.16,87.47,REL_2025Q1
2094-06,CITY00000906,123.59,140.47,108.78,117.19,109.37,115.33,120.32,9.964,121755.07,1118.52,1.523,34.7,18.45,540.12,0.0631,106.11,136.77,REL_2023Q4
2094-07,CITY00000907,161.59,156.67,158.61,110.32,124.87,123.63,218.41,22.444,86146.4,780.607,0.132,26.46,17.64,474.03,0.5572,136.08,142.6,REL_2021Q4
2094-08,CITY00000908,135.63,108.24,97.07,105.47,120.18,110.36,182.05,0.283,78797.04,585.779,5.017,36.59,13.88,852.71,0.7594,121.7,142.94,REL_2023Q2
2094-09,CITY00000909,104.4,110.61,68.97,63.46,84.27,105.83,120.98,7.946,108483.65,1522.631,11.384,62.35,17.58,1476.7,0.497,100.87,91.94,REL_2019Q1
2094-10,CITY00000910,149.05,129.44,143.23,153.85,96.65,147.96,204.39,15.681,40873.08,392.726,15.006,58.8,3.85,1362.12,0.9582,130.34,151.24,REL_2021Q1
2094-11,CITY00000911,149.36,162.78,107.37,102.73,93.47,161.44,119.09,2.032,36427.93,329.634,6.828,42.29,3.56,524.47,0.0367,123.91,163.07,REL_2019Q4
2094-12,CITY00000912,148.99,166.49,151.85,165.61,111.85,112.97,208.29,14.52,39509.23,224.343,8.539,31.05,8.38,359.47,0.7645,137.87,164.82,REL_2025Q3
2095-01,CITY00000913,99.73,99.98,98.39,58.17,72.6,81.39,104.6,7.708,56853.92,724.004,17.928,60.91,15.28,1169.5,0.2415,80.22,90.66,REL_2021Q2
2095-02,CITY00000914,112.7,115.35,111.17,96.21,85.03,113.21,121.45,13.098,42479.76,424.501,17.782,36.77,11.86,237.96,0.0362,114.85,98.11,REL_2025Q4
2095-03,CITY00000915,99.41,91.03,67.14,75.05,72.31,74.9,102.29,5.025,130503.22,900.471,1.144,27.86,1.29,1360.97,0.0397,89.15,95.79,REL_2020Q1
2095-04,CITY00000916,69.47,74.18,51.01,52.01,47.83,55.84,66.34,18.066,128879.78,1628.961,-0.789,60.77,11.94,843.9,0.5305,59.41,72.33,REL_2021Q1
2095-05,CITY00000917,101.88,95.08,69.02,65.97,108.05,76.24,123.09,13.625,135923.4,1044.13,15.842,50.0,17.92,1486.56,0.695,88.6,107.41,REL_2022Q3
2095-06,CITY00000918,134.46,108.75,93.95,116.6,136.85,100.31,125.06,20.179,104405.12,909.18,13.998,24.12,7.1,905.35,0.7949,124.89,121.7,REL_2021Q4
2095-07,CITY00000919,207.88,188.24,177.11,174.09,133.36,159.54,201.04,10.476,90582.95,606.67,8.376,29.5,10.14,953.13,0.1124,199.08,197.89,REL_2020Q2
2095-08,CITY00000920,93.98,83.78,63.87,101.18,75.72,70.51,78.31,6.269,135637.19,1290.742,0.442,37.72,14.67,1172.62,0.0233,76.57,99.34,REL_2019Q4
2095-09,CITY00000921,167.45,186.73,149.91,144.11,136.22,137.55,168.66,20.313,136059.03,554.559,7.987,23.5,5.83,726.24,0.7468,143.18,189.26,REL_2025Q2
2095-10,CITY00000922,109.8,90.2,97.36,112.93,77.06,80.3,113.07,5.052,50240.2,411.641,13.794,38.75,2.62,928.84,0.0074,111.49,110.56,REL_2023Q2
2095-11,CITY00000923,203.46,212.2,159.33,135.13,163.41,177.55,237.35,1.926,36740.04,152.547,3.826,22.83,13.99,1198.84,0.1535,215.76,219.77,REL_2020Q2
2095-12,CITY00000924,117.38,111.87,97.2,117.89,80.7,124.8,131.72,22.975,26644.98,160.584,7.131,35.83,16.02,799.24,0.6249,103.82,105.21,REL_2022Q3
2096-01,CITY00000925,72.86,69.77,53.56,66.01,69.13,73.3,69.56,10.788,56338.32,1065.463,3.792,33.24,21.75,1226.33,0.2004,62.78,58.02,REL_2020Q1
2096-02,CITY00000926,151.47,177.55,133.41,108.05,154.01,108.8,120.83,14.302,101932.17,539.479,-0.872,24.67,5.08,1177.79,0.6451,137.35,131.56,REL_2020Q3
2096-03,CITY00000927,171.03,140.08,116.21,128.65,191.8,171.68,152.13,5.224,123811.89,894.471,16.869,28.48,20.51,893.27,0.0865,172.24,146.33,REL_2025Q3
2096-04,CITY00000928,108.23,105.85,96.79,106.75,117.39,117.16,141.75,10.259,24169.77,150.312,-0.508,19.27,4.35,489.2,0.3147,98.05,115.81,REL_2020Q1
2096-05,CITY00000929,145.53,117.55,139.36,123.12,148.87,145.83,131.04,24.558,87806.56,599.528,1.006,43.67,11.42,854.97,0.0999,135.71,133.58,REL_2021Q1
2096-06,CITY00000930,162.37,164.9,129.02,119.35,142.57,116.74,159.94,20.542,139787.31,1059.637,6.219,51.48,1.11,237.59,0.254,138.02,145.0,REL_2024Q4
2096-07,CITY00000931,186.91,153.61,129.77,120.77,174.44,189.62,235.25,14.077,104987.92,521.903,15.94,23.2,8.67,1036.54,0.3781,182.96,188.54,REL_2024Q2
2096-08,CITY00000932,200.32,230.69,136.48,130.6,171.9,143.83,264.71,20.78,68531.43,357.628,4.642,21.67,17.92,626.94,0.1892,212.2,191.53,REL_2025Q1
2096-09,CITY00000933,121.81,121.79,82.34,92.12,85.93,109.83,102.69,20.773,47373.46,384.679,6.224,61.06,17.72,379.49,0.4668,116.24,99.15,REL_2019Q1
2096-10,CITY00000934,110.35,99.54,87.4,63.9,108.5,92.41,151.0,21.801,135087.04,896.456,16.813,63.12,22.24,943.73,0.2928,105.97,103.8,REL_2020Q2
2096-11,CITY00000935,133.21,145.61,129.47,117.69,120.26,113.87,118.86,1.895,82423.99,575.522,7.911,59.79,6.29,1467.05,0.2356,117.73,115.98,REL_2019Q1
2096-12,CITY00000936,153.28,155.21,117.85,138.42,124.69,148.25,165.97,22.245,87209.82,626.896,-1.64,56.48,2.05,838.79,0.0946,148.23,143.98,REL_2019Q2
2097-01,CITY00000937,148.0,168.07,102.79,111.2,93.38,148.63,118.94,15.019,111499.86,796.163,-0.901,53.24,11.24,336.09,0.8002,119.77,142.6,REL_2025Q1
2097-02,CITY00000938,79.52,85.95,65.11,78.49,80.35,67.31,87.8,10.007,34201.61,322.702,-0.192,50.12,18.4,1355.26,0.8953,69.02,70.71,REL_2019Q3
2097-03,CITY00000939,82.51,88.85,73.16,83.16,50.19,69.55,77.94,20.628,67908.3,1271.884,15.123,33.99,13.62,1458.8,0.3312,78.37,85.42,REL_2023Q3
2097-04,CITY00000940,177.17,198.61,140.99,106.91,199.6,128.88,185.37,24.985,122791.01,599.351,9.828,19.86,6.91,840.79,0.023,181.34,150.93,REL_2022Q1
2097-05,CITY00000941,187.39,167.0,144.67,118.91,170.92,213.53,142.79,19.09,131287.5,624.323,16.95,28.26,20.65,339.6,0.7904,176.69,165.63,REL_2022Q2
2097-06,CITY00000942,116.0,99.96,85.33,122.64,92.8,82.56,140.88,15.836,137990.86,1670.46,9.448,26.8,2.01,1263.47,0.9777,106.41,96.84,REL_2021Q1
2097-07,CITY00000943,127.74,104.5,85.4,133.87,83.42,138.81,100.42,5.157,96995.03,628.694,1.554,34.45,12.26,204.58,0.612,102.82,133.22,REL_2019Q4
2097-08,CITY00000944,123.49,115.16,123.25,129.31,133.29,99.71,115.69,20.722,65702.61,430.865,10.622,47.11,3.48,252.3,0.8091,108.33,113.82,REL_2020Q4
2097-09,CITY00000945,163.34,144.79,114.89,183.48,123.94,164.28,199.31,10.543,34041.87,180.554,12.3,41.27,19.54,1228.1,0.0569,154.96,174.42,REL_2024Q3
2097-10,CITY00000946,165.89,140.78,137.29,106.96,130.86,181.6,232.32,10.044,82702.98,444.765,11.49,20.24,18.42,1110.6,0.7235,170.22,143.99,REL_2021Q3
2097-11,CITY00000947,128.78,143.65,114.82,141.16,139.65,119.45,112.29,20.963,35566.84,387.794,1.09,33.21,4.39,1482.58,0.7542,113.04,110.66,REL_2024Q4
2097-12,CITY00000948,192.02,191.89,143.89,115.95,173.99,163.57,248.07,3.193,128897.43,658.545,13.705,61.28,15.94,615.83,0.2896,190.09,185.69,REL_2022Q3
2098-01,CITY00000949,203.69,197.87,167.61,142.28,198.22,159.73,192.07,2.039,27731.05,174.775,-0.961,21.22,14.78,797.01,0.5378,203.18,173.47,REL_2020Q4
2098-02,CITY00000950,120.7,108.37,86.92,91.31,101.0,128.78,96.51,23.594,77788.54,651.06,5.723,52.61,9.85,1292.68,0.7933,120.22,127.28,REL_2022Q4
2098-03,CITY00000951,120.5,126.87,80.67,110.62,121.39,126.34,164.95,2.975,29509.41,164.616,-0.445,18.7,13.44,1404.72,0.7182,124.24,129.43,REL_2019Q1
2098-04,CITY00000952,142.72,118.83,96.17,93.87,150.43,127.84,127.96,10.302,73214.3,754.237,1.584,29.46,10.93,891.27,0.9256,143.5,139.45,REL_2024Q3
2098-05,CITY00000953,75.44,62.72,66.91,53.0,71.93,68.3,57.83,7.58,132290.07,2518.638,12.055,16.27,14.52,1194.78,0.0948,73.36,68.33,REL_2025Q2
2098-06,CITY00000954,183.02,191.54,122.48,174.44,133.04,177.41,207.92,11.747,72060.96,401.095,14.743,19.47,13.76,760.85,0.3734,190.3,166.32,REL_2023Q2
2098-07,CITY00000955,129.46,149.88,115.16,83.36,96.59,123.32,112.85,20.206,118966.88,1096.089,13.435,57.14,20.28,164.1,0.1381,110.56,134.25,REL_2021Q1
2098-08,CITY00000956,209.46,240.38,148.07,145.98,148.99,204.56,189.13,21.5,119472.82,801.626,9.071,39.77,5.07,724.08,0.3978,197.48,185.16,REL_2022Q4
2098-09,CITY00000957,197.85,233.36,141.41,219.43,131.29,146.11,165.03,17.761,110083.89,636.311,-1.747,45.58,9.18,276.56,0.7577,201.33,205.77,REL_2021Q4
2098-10,CITY00000958,161.71,181.12,134.54,97.32,121.74,129.82,165.21,20.908,57531.04,301.804,9.625,55.0,10.78,997.55,0.0238,134.95,177.12,REL_2025Q2
2098-11,CITY00000959,127.33,123.23,88.26,134.01,94.77,102.46,131.81,3.672,44457.25,265.865,10.086,19.83,0.92,175.65,0.0191,108.44,127.63,REL_2023Q1
2098-12,CITY00000960,163.73,174.82,159.49,161.26,121.67,154.63,154.85,7.103,58419.68,257.771,16.12,29.99,12.08,1412.65,0.4428,165.03,163.53,REL_2021Q4
2099-01,CITY00000961,150.6,139.83,120.25,108.08,98.18,158.16,205.63,8.823,47743.01,315.13,12.332,37.18,18.52,1180.82,0.6033,133.49,135.42,REL_2019Q2
2099-02,CITY00000962,126.5,123.65,107.99,104.64,117.1,96.01,150.88,4.225,53146.93,462.313,12.596,43.34,2.2,1104.66,0.3194,109.79,109.61,REL_2023Q1
2099-03,CITY00000963,195.02,204.53,133.6,221.5,214.18,219.58,252.62,0.157,25450.32,175.567,4.438,59.48,11.3,556.76,0.6889,176.25,217.87,REL_2021Q1
2099-04,CITY00000964,173.74,186.63,166.27,152.54,185.54,133.54,134.84,13.846,29335.78,185.188,6.188,34.99,23.53,316.61,0.5079,177.89,180.12,REL_2025Q4
2099-05,CITY00000965,84.01,70.31,72.58,80.79,86.04,84.72,105.27,17.939,123553.53,1025.801,8.67,32.45,5.85,686.93,0.9212,70.33,82.75,REL_2024Q4
2099-06,CITY00000966,168.41,146.07,145.67,181.36,164.49,187.75,150.67,12.359,43881.28,214.483,9.272,18.8,16.98,1131.15,0.9138,170.96,144.64,REL_2023Q2
2099-07,CITY00000967,132.34,143.95,128.65,105.11,84.15,147.17,158.29,17.527,65370.69,551.461,0.756,15.83,10.17,1366.64,0.5975,138.01,114.96,REL_2019Q1
2099-08,CITY00000968,125.55,130.96,109.68,122.83,99.44,105.64,94.56,18.734,50696.16,328.711,15.226,60.2,0.0,781.65,0.2761,116.19,108.17,REL_2019Q1
2099-09,CITY00000969,78.88,75.55,66.22,69.9,47.93,82.14,60.95,21.684,50262.39,576.386,15.15,43.73,12.25,343.89,0.5955,64.39,74.5,REL_2022Q3
2099-10,CITY00000970,131.66,116.57,98.13,86.83,131.78,97.25,153.37,22.338,68101.43,725.968,3.36,37.28,16.16,1109.03,0.3998,104.85,115.66,REL_2022Q1
2099-11,CITY00000971,102.64,100.8,81.45,86.09,87.42,85.81,104.44,8.487,25257.26,360.029,17.947,33.31,21.74,1494.78,0.4812,86.34,92.41,REL_2020Q3
2099-12,CITY00000972,157.63,137.82,138.71,91.31,135.38,175.59,145.44,1.097,99092.84,658.779,8.544,55.0,3.37,1422.19,0.1551,126.25,141.33,REL_2020Q2
2100-01,CITY00000973,190.91,197.42,164.03,130.74,130.28,191.2,242.48,0.042,42808.55,281.34,2.043,53.66,5.26,1423.66,0.3793,184.38,197.36,REL_2021Q3
2100-02,CITY00000974,138.38,144.52,111.87,121.17,118.0,136.43,125.47,13.741,24008.43,231.271,9.616,17.65,24.59,620.58,0.8905,110.38,142.11,REL_2022Q3
2100-03,CITY00000975,88.77,70.68,80.34,77.8,93.87,81.66,82.96,22.988,78325.35,1251.44,6.346,44.51,15.24,485.06,0.7026,78.95,76.22,REL_2025Q1
2100-04,CITY00000976,148.92,160.73,141.93,119.31,133.32,160.86,173.63,1.916,133090.63,1103.744,1.72,12.55,14.44,527.55,0.14,143.61,161.09,REL_2024Q2
2100-05,CITY00000977,130.15,133.31,127.7,110.63,100.62,118.92,112.56,6.561,75647.99,519.737,5.445,30.92,12.92,252.27,0.8665,107.74,128.74,REL_2023Q3
2100-06,CITY00000978,185.02,199.2,136.25,156.53,180.31,168.49,167.92,12.437,57647.58,373.517,12.044,31.43,21.9,294.08,0.0869,163.77,185.54,REL_2020Q3
2100-07,CITY00000979,170.26,181.71,129.25,152.2,178.16,152.81,165.41,11.457,117038.09,923.435,10.881,56.57,4.91,1266.11,0.7912,163.88,188.08,REL_2023Q3
2100-08,CITY00000980,76.69,80.04,60.93,68.83,71.0,67.11,58.25,3.856,107157.07,1006.827,0.183,11.84,4.91,873.84,0.7566,66.64,74.47,REL_2019Q4
2100-09,CITY00000981,183.79,177.26,127.92,200.52,123.24,164.9,241.49,19.952,93969.7,392.065,11.59,43.01,18.1,795.73,0.0278,156.79,165.68,REL_2023Q2
2100-10,CITY00000982,102.2,99.14,99.25,101.6,102.28,82.63,120.63,22.322,93267.19,733.13,0.608,10.66,24.35,1028.45,0.0684,79.9,93.35,REL_2022Q4
2100-11,CITY00000983,199.03,166.56,195.97,177.95,209.75,169.67,253.48,21.191,133033.56,831.169,5.612,51.63,13.72,1139.93,0.7568,185.03,169.16,REL_2024Q3
2100-12,CITY00000984,190.17,158.22,186.56,205.12,191.62,187.0,234.71,16.029,48825.17,220.949,7.074,54.67,15.71,967.2,0.2776,178.98,184.23,REL_2025Q2
2101-01,CITY00000985,162.25,170.21,135.79,138.97,163.8,140.04,180.79,4.194,69747.2,491.646,1.328,48.41,21.94,250.44,0.4427,144.81,168.84,REL_2025Q1
2101-02,CITY00000986,122.32,129.94,82.46,117.82,75.85,112.29,100.97,10.244,67203.93,359.823,13.784,43.76,16.79,1317.21,0.4326,106.84,100.18,REL_2020Q2
2101-03,CITY00000987,112.0,117.9,79.38,83.18,108.97,82.74,113.76,15.675,134683.49,1520.387,0.799,36.39,11.34,1051.84,0.3246,112.63,109.82,REL_2020Q2
2101-04,CITY00000988,93.29,101.85,76.43,66.32,90.89,87.07,94.25,5.927,85518.93,1110.499,15.841,14.39,12.84,182.93,0.6002,75.53,92.19,REL_2024Q3
2101-05,CITY00000989,133.39,122.27,131.02,101.87,132.87,100.06,101.14,13.564,110623.24,948.093,9.575,30.48,1.36,1490.4,0.9627,122.42,139.85,REL_2024Q4
2101-06,CITY00000990,139.92,118.35,96.7,86.82,115.03,106.38,108.29,12.34,132017.25,1098.59,9.151,23.18,0.94,205.9,0.7961,114.79,151.57,REL_2021Q4
2101-07,CITY00000991,170.77,153.12,145.06,179.11,147.52,148.7,239.51,19.549,50463.4,223.458,14.322,32.81,20.59,1355.61,0.7766,162.95,170.78,REL_2021Q2
2101-08,CITY00000992,116.09,105.19,77.47,86.39,119.79,95.54,122.27,11.276,67756.15,387.437,2.205,37.7,8.69,1040.84,0.3819,103.52,94.16,REL_2021Q2
2101-09,CITY00000993,159.81,173.99,130.76,156.16,134.86,176.23,146.75,11.92,81741.28,329.875,16.438,30.27,2.81,1017.8,0.088,127.45,140.19,REL_2021Q2
2101-10,CITY00000994,77.08,83.64,50.19,51.31,55.42,64.49,95.49,13.803,122841.57,1603.993,10.218,25.89,11.22,869.11,0.2696,61.76,62.88,REL_2022Q4
2101-11,CITY00000995,78.01,82.23,66.07,76.14,56.39,66.51,75.69,16.073,72185.31,1325.725,1.34,21.09,22.72,251.43,0.8209,78.17,64.46,REL_2023Q1
2101-12,CITY00000996,179.39,147.36,146.32,163.48,157.62,175.38,254.09,3.829,52467.72,227.786,14.254,47.15,10.95,1146.65,0.7304,188.44,191.79,REL_2023Q2
2102-01,CITY00000997,123.33,117.1,103.28,110.45,125.37,92.77,112.64,10.568,61944.3,500.756,11.263,29.62,21.9,337.35,0.3874,109.99,132.87,REL_2020Q2
2102-02,CITY00000998,174.35,193.89,146.29,117.29,148.41,139.27,238.06,5.764,84689.78,492.689,4.653,30.18,10.79,928.32,0.8368,163.02,190.66,REL_2021Q2
2102-03,CITY00000999,172.61,155.16,144.18,161.79,108.63,183.39,190.63,13.937,48092.31,324.998,8.586,28.91,5.98,962.73,0.5823,156.48,178.26,REL_2019Q2
2102-04,CITY00001000,165.63,191.3,163.57,170.14,108.47,129.79,137.73,10.669,94356.21,736.71,5.725,18.8,19.92,1040.59,0.5094,155.63,156.82,REL_2019Q2
2102-05,CITY00001001,204.74,190.88,150.11,135.32,187.32,168.91,205.83,3.323,132862.04,820.546,6.087,14.35,17.28,1056.48,0.7893,178.94,213.34,REL_2020Q3
2102-06,CITY00001002,112.1,121.55,98.28,69.56,81.14,83.21,93.61,0.096,75645.79,850.64,9.195,13.02,10.63,689.0,0.2525,104.56,92.75,REL_2021Q2
2102-07,CITY00001003,169.18,158.41,144.12,97.09,161.62,168.29,188.95,14.923,26925.39,137.678,6.142,15.84,22.4,1356.92,0.2166,178.26,174.7,REL_2024Q3
2102-08,CITY00001004,167.47,188.85,169.34,182.2,133.13,125.86,183.59,1.42,33596.37,175.061,15.123,54.33,9.81,448.18,0.9391,168.29,153.21,REL_2024Q4
2102-09,CITY00001005,115.09,122.9,81.36,69.82,84.56,95.67,135.06,17.614,95432.62,1248.973,15.926,26.65,22.59,1483.36,0.2536,109.89,110.8,REL_2021Q4
2102-10,CITY00001006,181.5,213.14,178.09,148.54,125.06,202.22,252.13,15.414,70382.57,476.117,16.529,63.94,0.41,534.62,0.507,175.23,182.77,REL_2022Q2
2102-11,CITY00001007,101.37,83.45,93.16,56.42,63.11,70.42,133.66,3.162,124491.14,1880.037,14.087,41.52,9.49,1224.76,0.1383,102.02,93.32,REL_2020Q4
2102-12,CITY00001008,201.08,211.36,175.47,127.56,207.15,158.61,156.06,6.808,62798.04,350.732,1.515,54.64,4.77,435.38,0.2555,214.62,214.99,REL_2021Q1
2103-01,CITY00001009,171.71,174.24,120.35,183.04,139.45,184.4,219.02,11.095,22464.62,127.846,10.008,35.36,6.4,489.42,0.6366,159.44,184.64,REL_2020Q4
2103-02,CITY00001010,111.66,125.89,90.07,101.15,107.95,91.98,129.31,1.392,78442.72,746.619,11.659,33.36,21.24,1032.48,0.7325,114.72,108.41,REL_2025Q1
2103-03,CITY00001011,74.4,56.24,55.22,42.06,46.16,57.69,93.58,3.813,43308.81,838.309,4.248,24.24,18.43,355.42,0.1284,71.14,68.0,REL_2024Q1
2103-04,CITY00001012,180.89,196.31,155.42,198.91,132.86,146.64,218.96,8.16,108238.28,659.786,14.048,23.21,19.21,410.41,0.0242,164.05,167.22,REL_2022Q1
2103-05,CITY00001013,169.67,177.86,155.16,144.76,150.75,134.19,226.17,20.533,53099.31,274.443,10.239,36.0,1.76,1181.16,0.5616,175.93,143.7,REL_2025Q3
2103-06,CITY00001014,107.36,121.02,69.1,75.14,116.13,91.26,88.63,22.736,69734.69,990.172,3.589,25.38,13.56,1030.47,0.8578,101.06,89.86,REL_2022Q3
2103-07,CITY00001015,84.41,86.79,52.71,48.91,73.4,78.52,82.42,0.6,55537.3,938.525,4.775,47.8,17.46,249.07,0.3534,66.14,66.73,REL_2021Q1
2103-08,CITY00001016,99.08,75.63,76.96,83.88,70.97,105.4,78.53,24.1,83628.16,1140.115,1.302,14.44,2.79,1369.67,0.7475,91.71,85.75,REL_2024Q4
2103-09,CITY00001017,107.42,86.8,103.03,110.98,76.81,110.43,133.34,20.589,138027.32,1812.532,10.463,21.75,19.94,965.72,0.1824,104.61,113.33,REL_2021Q2
2103-10,CITY00001018,180.87,196.29,161.38,150.65,191.98,149.38,195.27,21.632,104844.58,848.444,3.93,49.08,20.73,670.36,0.772,161.04,197.96,REL_2020Q4
2103-11,CITY00001019,156.62,180.03,138.3,131.82,132.74,141.13,160.41,8.059,125787.34,1071.731,2.159,46.16,13.36,339.78,0.1885,134.0,158.15,REL_2021Q2
2103-12,CITY00001020,123.18,98.78,108.03,118.84,86.77,111.42,159.1,3.779,69800.21,762.823,10.974,27.96,23.03,1349.54,0.8687,99.52,130.37,REL_2020Q3
2104-01,CITY00001021,209.1,192.99,168.77,233.01,136.82,178.99,281.63,10.072,68032.99,386.387,-1.738,17.78,19.94,325.16,0.6532,200.09,199.12,REL_2021Q2
2104-02,CITY00001022,139.27,115.82,141.91,126.81,128.2,131.79,157.92,8.983,129175.84,1238.648,8.199,38.57,1.92,840.86,0.4415,116.79,114.02,REL_2022Q1
2104-03,CITY00001023,181.41,200.21,133.14,118.96,142.06,148.48,217.78,21.85,133056.0,994.161,11.979,57.74,23.79,425.46,0.9804,151.4,190.27,REL_2021Q4
2104-04,CITY00001024,91.62,87.99,67.74,66.63,54.26,76.6,102.15,21.096,67486.47,782.202,2.189,27.74,23.66,553.84,0.6287,70.24,83.35,REL_2024Q3
2104-05,CITY00001025,194.73,185.99,198.88,148.62,139.29,145.8,276.42,19.063,66025.81,456.78,12.112,62.21,17.32,159.17,0.5888,210.4,197.84,REL_2019Q3
2104-06,CITY00001026,201.9,220.79,149.63,179.8,219.64,201.69,277.44,16.539,122794.46,420.214,17.89,55.26,0.65,1230.38,0.5986,168.25,191.43,REL_2022Q4
2104-07,CITY00001027,113.03,117.8,110.22,71.63,112.73,86.74,101.95,7.674,60241.2,454.972,7.482,62.38,14.81,1258.96,0.246,106.05,114.4,REL_2021Q3
2104-08,CITY00001028,82.27,77.12,53.37,69.36,66.77,55.19,83.74,16.681,127262.33,2291.471,2.698,42.16,21.25,435.29,0.0527,66.2,76.84,REL_2020Q4
2104-09,CITY00001029,209.33,223.87,206.73,227.63,152.78,235.25,169.29,12.295,114096.35,699.041,13.123,39.15,0.38,945.57,0.5645,204.87,198.39,REL_2019Q1
2104-10,CITY00001030,95.0,83.18,69.02,51.91,96.31,73.04,125.05,5.279,36356.05,288.696,16.415,40.92,0.37,1111.15,0.817,74.18,98.34,REL_2021Q2
2104-11,CITY00001031,108.83,99.58,79.44,88.99,69.71,82.1,101.58,0.631,42953.73,517.819,1.563,29.04,8.9,1300.96,0.8913,95.18,106.27,REL_2021Q3
2104-12,CITY00001032,105.23,86.9,103.39,105.13,69.84,81.19,140.76,9.037,60016.61,648.094,5.695,20.88,15.39,932.78,0.7404,106.12,93.01,REL_2021Q3
2105-01,CITY00001033,93.82,74.69,78.28,75.67,90.67,80.94,73.23,4.542,60586.64,904.69,1.045,55.43,5.57,1000.33,0.1334,85.2,94.9,REL_2020Q1
2105-02,CITY00001034,209.49,182.77,156.64,150.18,168.97,216.03,290.96,22.27,118428.0,586.878,15.375,24.81,7.9,166.48,0.7365,193.27,210.36,REL_2022Q4
2105-03,CITY00001035,139.21,120.17,120.06,112.3,124.14,134.82,123.11,24.814,97905.78,658.605,2.513,23.16,6.72,635.45,0.1651,137.92,134.92,REL_2022Q4
2105-04,CITY00001036,87.86,96.56,83.52,47.46,92.38,70.0,111.82,8.376,98064.04,1206.885,9.036,27.37,20.98,1315.35,0.7741,82.66,70.15,REL_2025Q2
2105-05,CITY00001037,101.28,80.22,92.93,94.34,80.25,100.96,131.26,13.828,118909.35,1435.036,17.729,33.65,23.86,582.33,0.0509,90.6,100.85,REL_2019Q3
2105-06,CITY00001038,195.51,220.48,148.45,204.32,173.7,148.58,234.93,16.068,132284.06,785.54,6.301,31.87,1.41,1150.33,0.9611,177.77,207.55,REL_2020Q1
2105-07,CITY00001039,94.81,79.91,89.07,94.4,57.7,96.63,98.05,0.695,63655.5,674.688,3.385,36.16,9.72,979.43,0.6455,89.32,99.36,REL_2023Q2
2105-08,CITY00001040,208.78,171.52,183.49,235.97,224.28,151.02,268.9,17.272,112127.79,660.038,1.603,57.67,21.63,755.73,0.802,173.04,175.46,REL_2024Q3
