econ_prices_pricing_month,econ_prices_cpi_item_code,econ_prices_cpi_area_code,econ_prices_cpi_index_level,econ_prices_cpi_monthly_change_pct,econ_prices_cpi_12mo_change_pct,econ_prices_ppi_commodity_code,econ_prices_ppi_index_level,econ_prices_energy_price_index,econ_prices_shelter_cost_index,econ_prices_food_at_home_index,econ_prices_food_away_index,econ_prices_medical_care_index,econ_prices_transportation_index,econ_prices_core_cpi_ex_food_energy,econ_prices_seasonal_adjustment_flag,econ_prices_base_period_reference,econ_prices_imputed_value_flag,econ_prices_outlier_detection_score,econ_prices_publication_series
2083-02,CPIITEM000938,CHI,194.46,0.6,7.58,PPICOM000938,230.71,317.34,326.47,109.73,142.59,213.37,263.33,241.94,0,1982_84_100,0,0.511,CPI_EXSHEL
2083-03,CPIITEM000939,LA,175.78,0.11,4.99,PPICOM000939,273.13,181.83,250.09,181.69,103.67,215.92,277.39,221.5,0,2017_100,0,0.756,CPI_EXSHEL
2083-04,CPIITEM000940,NORTHEAST,262.93,0.31,7.91,PPICOM000940,85.87,332.17,246.02,172.09,170.48,207.25,113.49,197.29,1,1982_84_100,0,0.7596,CPI_RS
2083-05,CPIITEM000941,DAL,290.77,-0.74,2.08,PPICOM000941,105.28,156.49,210.81,113.74,192.45,128.56,214.02,309.91,0,2017_100,0,0.4651,CPI_RS
2083-06,CPIITEM000942,SOUTH,292.41,0.71,0.18,PPICOM000942,118.48,159.63,298.62,155.89,212.92,168.44,227.03,238.13,1,2017_100,0,0.7101,CPI_W
2083-07,CPIITEM000943,LA,145.86,0.55,-1.75,PPICOM000943,135.9,236.79,294.33,249.52,239.59,282.94,176.68,281.71,0,1999_100,0,0.5091,CPI_RS
2083-08,CPIITEM000944,MIA,284.51,1.39,3.44,PPICOM000944,100.24,297.29,297.32,315.93,107.12,219.09,204.03,256.0,1,2017_100,0,0.5426,CPI_EXSHEL
2083-09,CPIITEM000945,NYC,125.74,0.08,3.51,PPICOM000945,208.93,333.97,148.22,178.04,313.85,141.06,297.62,189.56,0,2017_100,0,0.3464,CPI_U
2083-10,CPIITEM000946,MIA,257.58,-0.68,5.58,PPICOM000946,209.19,223.22,110.42,283.3,158.72,142.04,188.29,294.34,0,2017_100,0,0.605,PPI_FD_ID
2083-11,CPIITEM000947,WEST,242.94,-0.4,6.61,PPICOM000947,99.49,297.77,312.49,290.05,166.01,276.84,160.58,103.41,0,2017_100,0,0.1809,PPI_FD_ID
2083-12,CPIITEM000948,SOUTH,112.78,0.55,0.6,PPICOM000948,191.59,222.91,184.84,217.08,270.8,155.33,199.27,103.74,0,1999_100,0,0.5997,CPI_U
2084-01,CPIITEM000949,LA,205.66,-0.2,8.74,PPICOM000949,279.7,103.18,123.4,193.04,109.79,226.79,73.11,129.98,0,1999_100,0,0.6046,CPI_U
2084-02,CPIITEM000950,NYC,232.71,0.59,2.36,PPICOM000950,258.15,147.34,243.46,259.79,103.54,270.08,196.64,175.39,0,1999_100,0,0.9201,PPI_FD_ID
2084-03,CPIITEM000951,NYC,144.5,-0.36,1.83,PPICOM000951,203.64,128.53,164.67,95.81,144.28,258.48,242.91,301.95,0,1999_100,0,0.6064,CPI_U
2084-04,CPIITEM000952,SEA,204.08,0.49,-0.75,PPICOM000952,82.05,188.63,159.72,129.58,270.76,116.58,303.06,225.69,0,1982_84_100,0,0.4044,CPI_RS
2084-05,CPIITEM000953,MIDWEST,302.48,-0.46,0.64,PPICOM000953,230.66,116.18,168.3,247.86,304.62,145.55,101.06,192.5,1,2017_100,0,0.3667,CPI_U
2084-06,CPIITEM000954,SOUTH,118.85,0.13,-1.23,PPICOM000954,148.23,276.22,178.1,250.01,92.25,111.77,246.07,221.89,1,2017_100,0,0.8672,PPI_FD_ID
2084-07,CPIITEM000955,DAL,141.31,-0.36,5.61,PPICOM000955,259.46,326.01,273.25,252.84,116.04,118.01,248.82,172.83,1,2017_100,0,0.9107,CPI_U
2084-08,CPIITEM000956,US,236.49,0.41,4.79,PPICOM000956,223.12,220.71,103.42,87.56,102.34,156.18,230.29,282.99,1,2017_100,0,0.145,CPI_RS
2084-09,CPIITEM000957,SEA,287.91,0.27,8.6,PPICOM000957,230.39,64.6,99.06,268.11,152.13,140.71,149.12,214.83,1,2017_100,0,0.6302,CPI_RS
2084-10,CPIITEM000958,SEA,265.17,0.33,4.91,PPICOM000958,261.8,110.4,303.54,247.22,224.41,232.96,150.14,175.05,0,1982_84_100,0,0.3591,PPI_FD_ID
2084-11,CPIITEM000959,NYC,112.26,-0.77,2.89,PPICOM000959,255.93,256.94,92.74,296.93,110.29,288.23,125.65,164.8,1,2017_100,1,0.514,CPI_W
2084-12,CPIITEM000960,NORTHEAST,139.65,-0.23,-0.8,PPICOM000960,81.56,283.54,115.34,87.14,302.74,297.83,111.68,233.62,1,2017_100,0,0.8956,CPI_W
2085-01,CPIITEM000961,US,219.63,0.4,2.21,PPICOM000961,257.72,202.39,252.0,205.66,259.28,241.24,195.69,271.83,0,2017_100,1,0.4894,CPI_RS
2085-02,CPIITEM000962,DAL,97.27,-0.56,1.65,PPICOM000962,142.69,86.35,85.73,302.86,193.18,234.66,163.85,239.98,0,1999_100,0,0.2912,CPI_RS
2085-03,CPIITEM000963,US,256.04,-0.75,8.93,PPICOM000963,230.47,252.7,125.46,269.74,94.54,173.22,138.79,229.6,0,2017_100,0,0.3891,PPI_COM
2085-04,CPIITEM000964,NORTHEAST,152.54,0.93,5.28,PPICOM000964,190.29,101.26,139.96,227.43,103.35,199.68,74.12,168.22,0,2017_100,0,0.5234,PPI_FD_ID
2085-05,CPIITEM000965,NYC,298.81,-0.14,4.34,PPICOM000965,114.3,272.1,128.55,86.14,252.34,147.66,158.49,157.4,0,2017_100,0,0.8115,CPI_RS
2085-06,CPIITEM000966,CHI,131.85,0.6,6.49,PPICOM000966,283.04,193.6,100.13,213.25,127.91,145.46,273.86,125.23,0,1999_100,0,0.8323,CPI_EXSHEL
2085-07,CPIITEM000967,NORTHEAST,165.42,0.43,2.3,PPICOM000967,230.89,215.59,256.52,230.15,162.67,256.25,218.33,240.12,1,2017_100,0,0.0559,CPI_U
2085-08,CPIITEM000968,LA,109.93,-0.24,2.74,PPICOM000968,230.92,272.01,121.73,314.09,230.01,281.76,281.82,272.03,0,1999_100,0,0.5317,CPI_RS
2085-09,CPIITEM000969,US,318.2,0.4,1.28,PPICOM000969,150.57,87.54,221.87,162.85,219.43,208.49,252.44,95.17,1,1999_100,0,0.2541,CPI_RS
2085-10,CPIITEM000970,NORTHEAST,239.79,0.35,4.51,PPICOM000970,216.48,95.94,245.85,194.01,197.65,280.06,195.84,152.79,1,2017_100,0,0.5913,CPI_W
2085-11,CPIITEM000971,US,277.62,0.97,6.66,PPICOM000971,149.99,318.55,195.68,300.31,323.83,175.23,85.85,243.58,1,1982_84_100,0,0.1339,PPI_COM
2085-12,CPIITEM000972,WEST,208.23,0.36,6.02,PPICOM000972,185.04,286.27,222.73,119.31,311.08,190.74,233.95,131.73,0,1999_100,0,0.0861,CPI_RS
2086-01,CPIITEM000973,MIA,244.07,1.23,0.73,PPICOM000973,199.79,203.87,92.88,172.1,314.85,227.85,155.43,98.64,0,1982_84_100,0,0.2093,PPI_FD_ID
2086-02,CPIITEM000974,WEST,257.76,0.55,1.7,PPICOM000974,250.14,345.74,141.98,128.79,171.49,239.77,281.63,192.49,0,1999_100,0,0.5848,PPI_COM
2086-03,CPIITEM000975,SEA,119.57,0.2,0.24,PPICOM000975,117.22,83.26,115.15,219.07,281.17,255.09,75.27,169.56,1,2017_100,0,0.658,PPI_COM
2086-04,CPIITEM000976,MIDWEST,314.66,0.79,0.89,PPICOM000976,84.46,169.68,176.87,100.49,281.9,248.27,208.18,166.58,0,1999_100,0,0.9636,PPI_FD_ID
2086-05,CPIITEM000977,SEA,252.02,0.01,-1.55,PPICOM000977,268.7,70.94,165.41,252.62,265.78,283.33,255.22,226.65,1,2017_100,0,0.0814,PPI_COM
2086-06,CPIITEM000978,NYC,179.12,0.66,1.42,PPICOM000978,188.27,129.72,207.37,308.71,119.21,170.65,131.64,113.42,0,2017_100,0,0.6624,CPI_EXSHEL
2086-07,CPIITEM000979,SEA,96.62,-0.1,3.06,PPICOM000979,288.85,336.32,197.55,112.05,117.45,262.55,303.63,199.09,0,1982_84_100,0,0.8465,CPI_U
2086-08,CPIITEM000980,DAL,202.3,1.02,4.31,PPICOM000980,125.44,179.01,176.03,273.42,182.28,225.22,212.02,249.98,1,2017_100,0,0.099,CPI_W
2086-09,CPIITEM000981,SEA,290.46,1.85,-2.33,PPICOM000981,251.37,218.84,202.96,313.12,126.13,171.07,214.98,292.67,0,1982_84_100,0,0.4313,PPI_COM
2086-10,CPIITEM000982,DAL,127.01,0.02,1.56,PPICOM000982,172.67,282.5,239.82,225.6,126.37,276.1,139.39,143.4,1,1982_84_100,0,0.1838,CPI_W
2086-11,CPIITEM000983,MIDWEST,221.15,0.27,-1.84,PPICOM000983,119.85,103.67,174.56,219.31,150.44,299.81,223.77,203.28,1,2017_100,0,0.3392,PPI_FD_ID
2086-12,CPIITEM000984,SOUTH,237.17,0.07,2.48,PPICOM000984,198.04,247.54,148.7,187.3,287.35,173.47,131.32,146.71,0,2017_100,0,0.2588,CPI_RS
2087-01,CPIITEM000985,WEST,114.36,0.7,1.69,PPICOM000985,155.33,226.98,129.16,288.46,184.18,189.16,216.77,256.27,1,2017_100,0,0.634,CPI_RS
2087-02,CPIITEM000986,MIDWEST,91.18,0.01,3.91,PPICOM000986,143.05,83.62,194.36,307.65,310.55,125.23,174.74,189.28,1,1999_100,0,0.0023,PPI_FD_ID
2087-03,CPIITEM000987,NORTHEAST,197.61,0.3,2.69,PPICOM000987,130.0,93.86,224.21,267.75,280.71,294.3,264.98,292.61,0,1982_84_100,0,0.5874,PPI_FD_ID
2087-04,CPIITEM000988,LA,302.23,0.14,3.22,PPICOM000988,138.43,109.78,292.25,115.1,305.87,141.14,240.98,184.44,1,1999_100,0,0.7323,CPI_W
2087-05,CPIITEM000989,NYC,257.15,0.9,2.62,PPICOM000989,198.07,124.63,96.33,103.52,263.29,114.57,251.42,118.72,1,2017_100,0,0.1716,CPI_W
2087-06,CPIITEM000990,MIA,198.55,0.47,3.84,PPICOM000990,211.11,60.96,163.06,118.8,272.22,233.72,257.23,107.63,1,1999_100,0,0.4348,CPI_EXSHEL
2087-07,CPIITEM000991,SEA,264.44,1.34,6.81,PPICOM000991,284.53,320.74,287.92,227.79,295.35,285.1,205.72,117.4,0,1999_100,0,0.3992,CPI_U
2087-08,CPIITEM000992,NORTHEAST,125.4,1.29,6.55,PPICOM000992,190.23,318.55,122.75,253.18,301.87,176.45,207.06,302.71,0,2017_100,0,0.3823,CPI_W
2087-09,CPIITEM000993,MIA,166.77,-0.49,7.93,PPICOM000993,273.14,273.71,212.84,245.78,278.01,188.85,115.94,148.02,0,1999_100,0,0.8163,PPI_COM
2087-10,CPIITEM000994,SEA,313.42,-0.21,7.98,PPICOM000994,233.09,84.3,122.61,170.19,165.07,205.07,283.66,129.46,0,2017_100,0,0.9101,CPI_W
2087-11,CPIITEM000995,DAL,319.68,-0.51,0.34,PPICOM000995,120.48,252.01,113.29,162.44,202.56,176.9,301.76,250.79,1,2017_100,0,0.7209,CPI_EXSHEL
2087-12,CPIITEM000996,MIDWEST,262.83,0.24,2.12,PPICOM000996,122.98,158.36,318.68,214.13,92.61,308.83,178.22,147.37,1,2017_100,0,0.1892,CPI_U
2088-01,CPIITEM000997,US,312.04,0.85,6.67,PPICOM000997,264.42,295.34,243.72,97.35,179.65,219.54,244.77,226.06,1,1982_84_100,0,0.2909,CPI_U
2088-02,CPIITEM000998,SOUTH,310.89,0.71,4.86,PPICOM000998,107.06,176.45,205.0,186.94,242.5,143.81,114.98,176.57,0,2017_100,0,0.6664,PPI_FD_ID
2088-03,CPIITEM000999,NYC,111.66,-0.51,0.27,PPICOM000999,173.28,109.85,89.93,97.4,308.86,222.07,192.53,102.98,0,2017_100,0,0.8016,CPI_RS
2088-04,CPIITEM001000,DAL,231.22,1.4,2.57,PPICOM001000,114.02,245.01,184.15,316.67,146.62,266.14,297.34,217.4,1,2017_100,0,0.4868,PPI_COM
2088-05,CPIITEM001001,WEST,214.02,0.69,1.89,PPICOM001001,224.12,240.29,325.38,90.57,267.56,288.46,253.41,162.67,0,1999_100,0,0.3445,PPI_COM
2088-06,CPIITEM001002,US,197.55,-0.45,-0.41,PPICOM001002,138.84,162.72,152.27,86.91,255.4,308.53,159.35,189.87,0,2017_100,0,0.9985,PPI_COM
2088-07,CPIITEM001003,SOUTH,301.74,0.21,2.21,PPICOM001003,137.42,280.45,94.11,195.75,315.38,172.74,159.39,240.1,1,1999_100,0,0.9045,PPI_COM
2088-08,CPIITEM001004,LA,232.16,0.13,2.93,PPICOM001004,177.05,145.87,233.86,256.59,141.72,290.46,191.0,276.83,1,1999_100,1,0.3839,CPI_U
2088-09,CPIITEM001005,SEA,206.22,-0.17,2.37,PPICOM001005,82.59,270.62,97.44,106.99,329.99,247.74,285.49,207.0,1,1982_84_100,0,0.5671,PPI_COM
2088-10,CPIITEM001006,SOUTH,236.92,0.66,3.15,PPICOM001006,83.79,167.18,256.48,248.54,201.08,221.5,148.71,174.71,0,1999_100,0,0.4928,PPI_FD_ID
2088-11,CPIITEM001007,MIDWEST,95.07,0.88,2.67,PPICOM001007,193.04,282.49,281.19,153.36,296.85,244.84,143.35,263.7,0,2017_100,0,0.8458,CPI_RS
2088-12,CPIITEM001008,CHI,157.91,0.25,-2.26,PPICOM001008,102.79,261.54,186.63,301.73,100.69,162.19,232.77,115.43,1,1999_100,0,0.4363,CPI_U
2089-01,CPIITEM001009,NORTHEAST,201.78,0.9,-2.14,PPICOM001009,236.59,293.89,179.28,130.51,95.81,280.92,285.6,161.19,1,2017_100,0,0.4015,CPI_RS
2089-02,CPIITEM001010,NORTHEAST,113.57,0.32,8.11,PPICOM001010,164.92,251.73,150.45,134.91,332.0,140.44,155.42,258.33,1,1999_100,0,0.3308,CPI_W
2089-03,CPIITEM001011,SOUTH,92.04,0.66,-2.23,PPICOM001011,133.87,156.6,317.36,174.13,169.04,224.95,289.16,275.37,1,1999_100,0,0.8538,CPI_W
2089-04,CPIITEM001012,CHI,208.55,-0.28,-0.22,PPICOM001012,121.52,337.09,142.15,285.27,113.82,213.46,83.19,171.18,0,1982_84_100,0,0.753,PPI_FD_ID
2089-05,CPIITEM001013,NYC,287.72,0.53,8.65,PPICOM001013,107.4,287.4,131.24,130.68,272.39,98.42,289.16,127.62,0,2017_100,0,0.4115,CPI_W
2089-06,CPIITEM001014,LA,167.26,-0.75,-0.25,PPICOM001014,250.57,249.31,170.33,303.76,193.29,195.23,307.7,218.23,0,1999_100,1,0.8873,CPI_U
2089-07,CPIITEM001015,LA,303.22,0.49,7.89,PPICOM001015,214.36,311.41,173.59,204.63,107.55,217.41,176.18,212.64,1,2017_100,0,0.5917,CPI_EXSHEL
2089-08,CPIITEM001016,CHI,303.68,0.27,2.64,PPICOM001016,115.94,161.81,197.81,273.45,132.31,299.39,278.79,295.62,1,1999_100,0,0.7777,PPI_FD_ID
2089-09,CPIITEM001017,NYC,292.08,0.35,2.07,PPICOM001017,180.37,112.43,289.09,96.87,158.49,249.02,167.72,146.67,1,1999_100,0,0.7072,PPI_COM
2089-10,CPIITEM001018,MIDWEST,265.92,0.27,6.8,PPICOM001018,111.74,340.3,100.33,104.51,245.54,118.73,228.0,192.62,1,1999_100,0,0.9501,CPI_RS
2089-11,CPIITEM001019,NYC,305.61,1.35,2.76,PPICOM001019,221.13,113.04,218.06,254.8,222.29,281.31,82.45,145.75,1,2017_100,0,0.1278,PPI_FD_ID
2089-12,CPIITEM001020,MIDWEST,193.75,0.07,7.59,PPICOM001020,118.47,166.18,182.39,159.87,93.14,117.6,156.77,234.48,1,1999_100,0,0.7651,CPI_EXSHEL
2090-01,CPIITEM001021,MIDWEST,118.54,0.73,6.26,PPICOM001021,176.01,297.13,280.12,126.67,122.88,256.24,245.14,170.2,1,1999_100,0,0.461,PPI_FD_ID
2090-02,CPIITEM001022,LA,178.93,0.85,8.02,PPICOM001022,250.13,290.87,305.49,145.97,139.43,255.91,75.73,303.06,1,1999_100,0,0.2975,PPI_FD_ID
2090-03,CPIITEM001023,NYC,313.77,-0.98,2.98,PPICOM001023,262.41,344.26,156.73,92.47,221.52,308.38,164.08,117.23,0,1999_100,1,0.0579,CPI_U
2090-04,CPIITEM001024,DAL,143.81,-0.25,1.75,PPICOM001024,100.8,68.44,130.97,198.62,318.76,241.95,221.5,246.69,0,1999_100,0,0.2517,CPI_EXSHEL
2090-05,CPIITEM001025,SEA,301.92,0.48,6.02,PPICOM001025,268.64,186.0,83.63,148.2,168.46,190.03,130.25,273.39,1,1999_100,1,0.2857,CPI_EXSHEL
2090-06,CPIITEM001026,CHI,105.95,-0.49,-1.79,PPICOM001026,93.08,270.81,129.72,204.22,194.32,193.85,169.0,93.89,0,1982_84_100,0,0.0814,PPI_FD_ID
2090-07,CPIITEM001027,DAL,232.89,-0.03,9.0,PPICOM001027,172.32,253.91,299.51,192.41,324.76,180.2,286.09,134.68,0,2017_100,0,0.4029,CPI_RS
2090-08,CPIITEM001028,LA,304.9,-0.49,7.8,PPICOM001028,220.04,86.32,139.37,264.4,145.87,175.32,144.43,204.62,0,2017_100,0,0.3987,CPI_W
2090-09,CPIITEM001029,LA,258.86,0.26,5.31,PPICOM001029,249.5,67.26,152.51,309.49,299.19,193.52,273.01,261.5,1,1999_100,0,0.4624,PPI_FD_ID
2090-10,CPIITEM001030,SEA,270.73,0.01,6.87,PPICOM001030,246.14,272.27,306.74,130.62,232.05,152.71,92.57,95.97,1,2017_100,0,0.4836,PPI_COM
2090-11,CPIITEM001031,LA,105.13,0.87,4.2,PPICOM001031,147.38,70.53,253.1,188.13,187.73,300.86,187.24,294.85,0,2017_100,0,0.8974,PPI_COM
2090-12,CPIITEM001032,MIA,281.4,-0.5,4.26,PPICOM001032,193.96,257.04,125.9,246.11,198.01,213.71,123.12,128.92,0,1982_84_100,0,0.658,CPI_RS
2091-01,CPIITEM001033,NORTHEAST,171.94,-0.42,3.53,PPICOM001033,260.83,125.91,205.01,168.25,316.58,231.43,179.88,188.21,1,1982_84_100,0,0.166,CPI_EXSHEL
2091-02,CPIITEM001034,NORTHEAST,109.73,0.03,7.82,PPICOM001034,207.23,80.45,82.83,276.72,264.27,281.06,94.87,258.85,1,1999_100,0,0.2988,CPI_W
2091-03,CPIITEM001035,MIDWEST,215.23,0.81,0.5,PPICOM001035,130.97,322.54,156.45,276.69,229.12,288.85,264.18,115.4,1,1982_84_100,0,0.8205,PPI_FD_ID
2091-04,CPIITEM001036,MIA,305.71,-0.19,1.88,PPICOM001036,134.31,141.46,117.15,319.27,297.82,183.4,144.49,256.05,1,2017_100,0,0.3628,CPI_EXSHEL
2091-05,CPIITEM001037,US,314.34,0.43,3.56,PPICOM001037,115.71,299.64,84.35,234.89,132.62,116.51,223.39,200.1,1,1999_100,0,0.7107,CPI_W
2091-06,CPIITEM001038,DAL,243.05,0.46,-0.5,PPICOM001038,156.63,115.83,297.15,169.85,316.66,109.63,190.29,117.47,1,1999_100,0,0.1689,CPI_EXSHEL
2091-07,CPIITEM001039,SEA,251.85,0.41,6.57,PPICOM001039,205.64,304.4,328.63,254.78,141.54,283.9,308.85,264.01,0,1999_100,0,0.029,CPI_U
2091-08,CPIITEM001040,SEA,270.46,0.21,-1.32,PPICOM001040,240.28,335.38,321.56,267.12,221.94,174.99,173.28,109.02,1,1982_84_100,0,0.6935,PPI_COM
2091-09,CPIITEM001041,LA,137.9,-0.36,3.01,PPICOM001041,238.96,168.39,292.22,290.49,145.5,257.46,144.53,141.27,1,2017_100,0,0.0452,CPI_EXSHEL
2091-10,CPIITEM001042,LA,133.49,0.21,7.01,PPICOM001042,221.91,186.45,184.46,249.17,105.06,96.38,95.32,271.43,0,1982_84_100,0,0.0375,CPI_RS
2091-11,CPIITEM001043,LA,284.81,0.49,4.0,PPICOM001043,275.26,298.52,311.86,88.1,169.51,107.44,228.29,99.73,1,1982_84_100,0,0.9132,CPI_EXSHEL
2091-12,CPIITEM001044,CHI,168.92,0.54,6.13,PPICOM001044,89.84,309.57,178.61,201.91,286.79,164.94,159.26,263.78,1,1999_100,0,0.3531,CPI_U
2092-01,CPIITEM001045,LA,214.45,-0.17,7.17,PPICOM001045,132.43,283.62,233.08,259.12,327.35,194.77,156.82,142.93,0,1999_100,0,0.4492,CPI_U
2092-02,CPIITEM001046,NYC,220.74,-0.18,3.98,PPICOM001046,148.71,104.27,106.6,268.92,279.76,253.24,177.81,140.66,1,2017_100,0,0.661,CPI_W
2092-03,CPIITEM001047,SEA,151.76,1.03,-2.21,PPICOM001047,222.6,151.72,93.6,91.64,267.65,135.55,130.06,98.05,0,1982_84_100,1,0.0752,CPI_U
2092-04,CPIITEM001048,US,205.74,-0.2,7.12,PPICOM001048,178.06,60.57,124.96,265.11,299.83,133.81,141.44,256.29,1,2017_100,0,0.6873,PPI_COM
2092-05,CPIITEM001049,MIA,162.24,-0.11,4.4,PPICOM001049,213.72,202.9,122.2,167.3,304.2,288.3,163.8,271.3,0,1999_100,0,0.9694,CPI_W
2092-06,CPIITEM001050,WEST,259.03,0.77,-0.03,PPICOM001050,142.75,340.22,261.61,135.14,193.15,130.33,153.86,291.23,1,2017_100,0,0.302,PPI_FD_ID
2092-07,CPIITEM001051,NYC,186.95,-0.15,-1.75,PPICOM001051,105.73,314.16,263.75,172.57,103.08,238.1,139.31,148.92,0,2017_100,1,0.0302,CPI_EXSHEL
2092-08,CPIITEM001052,US,147.32,-0.41,-0.57,PPICOM001052,233.1,149.84,181.39,313.72,141.86,231.31,94.09,145.8,0,1982_84_100,0,0.8997,PPI_COM
2092-09,CPIITEM001053,NYC,254.23,1.1,1.45,PPICOM001053,177.97,64.73,212.03,135.02,151.45,133.48,159.95,161.75,1,1999_100,0,0.1845,PPI_FD_ID
2092-10,CPIITEM001054,MIA,310.19,0.72,6.92,PPICOM001054,254.07,63.41,111.94,121.42,339.3,234.09,199.92,252.01,0,1982_84_100,0,0.6682,PPI_FD_ID
2092-11,CPIITEM001055,NORTHEAST,105.14,-0.32,-2.27,PPICOM001055,92.75,328.34,161.0,243.12,236.0,203.81,246.26,263.71,1,1999_100,0,0.0236,PPI_FD_ID
2092-12,CPIITEM001056,DAL,137.73,0.36,-1.93,PPICOM001056,281.75,214.64,138.94,244.56,284.88,197.86,190.56,281.63,0,1982_84_100,0,0.7873,CPI_W
2093-01,CPIITEM001057,US,277.57,0.31,5.52,PPICOM001057,146.1,309.4,178.9,104.22,250.73,189.04,206.65,102.83,1,1999_100,0,0.9024,CPI_W
2093-02,CPIITEM001058,MIDWEST,296.16,1.13,5.01,PPICOM001058,264.39,277.98,277.42,269.14,200.93,121.62,95.57,99.51,0,1982_84_100,0,0.9286,CPI_EXSHEL
2093-03,CPIITEM001059,NORTHEAST,166.0,0.05,7.49,PPICOM001059,248.03,208.41,327.27,104.9,149.74,194.52,207.44,279.69,1,2017_100,0,0.5495,CPI_U
2093-04,CPIITEM001060,CHI,259.13,0.69,3.59,PPICOM001060,131.03,203.92,256.5,311.7,310.4,204.72,127.81,306.2,0,1999_100,0,0.7855,CPI_W
2093-05,CPIITEM001061,NYC,304.56,0.86,2.72,PPICOM001061,87.09,216.25,102.48,171.79,313.7,111.46,181.7,134.87,1,1999_100,0,0.3446,CPI_U
2093-06,CPIITEM001062,LA,255.4,-0.2,6.41,PPICOM001062,200.91,268.01,261.62,282.44,110.36,105.3,193.26,288.15,1,2017_100,0,0.1359,CPI_EXSHEL
2093-07,CPIITEM001063,MIA,189.55,1.0,2.96,PPICOM001063,175.62,241.38,166.99,165.07,90.88,250.67,259.11,264.07,1,2017_100,0,0.0137,PPI_FD_ID
2093-08,CPIITEM001064,CHI,288.62,0.29,4.09,PPICOM001064,228.02,274.5,304.03,188.01,136.08,143.35,166.52,197.85,1,1999_100,1,0.3142,CPI_U
2093-09,CPIITEM001065,MIDWEST,176.37,0.55,-0.8,PPICOM001065,84.9,250.5,326.86,115.57,250.98,168.18,163.29,272.89,1,1999_100,0,0.3035,CPI_EXSHEL
2093-10,CPIITEM001066,US,280.27,0.08,5.33,PPICOM001066,219.65,156.42,300.63,155.49,233.73,201.23,204.0,249.19,0,1999_100,0,0.5138,CPI_W
2093-11,CPIITEM001067,CHI,91.63,1.14,5.6,PPICOM001067,136.44,216.49,160.31,318.31,139.41,193.24,101.34,261.26,1,1999_100,0,0.6425,PPI_COM
2093-12,CPIITEM001068,SOUTH,295.42,1.0,5.32,PPICOM001068,122.39,264.13,214.29,289.09,138.21,268.48,79.63,231.8,1,1982_84_100,0,0.6323,PPI_FD_ID
2094-01,CPIITEM001069,WEST,182.56,0.67,8.05,PPICOM001069,153.64,301.23,187.83,149.47,337.08,123.88,123.2,216.44,1,1999_100,0,0.7921,CPI_W
2094-02,CPIITEM001070,CHI,203.1,0.91,0.1,PPICOM001070,92.31,323.8,233.06,152.67,192.48,101.81,74.66,106.21,1,2017_100,0,0.8113,CPI_EXSHEL
2094-03,CPIITEM001071,MIA,237.47,1.62,3.22,PPICOM001071,117.02,178.63,268.35,146.35,314.58,276.28,161.81,219.07,0,2017_100,0,0.8492,CPI_EXSHEL
2094-04,CPIITEM001072,SEA,95.81,0.46,3.25,PPICOM001072,140.57,151.05,86.68,125.53,102.93,170.69,280.27,170.08,1,2017_100,0,0.3245,CPI_EXSHEL
2094-05,CPIITEM001073,SEA,103.0,0.32,3.9,PPICOM001073,118.9,337.75,309.01,174.37,320.81,233.71,227.24,265.41,0,1982_84_100,0,0.5163,PPI_COM
2094-06,CPIITEM001074,SEA,232.25,0.23,2.25,PPICOM001074,140.21,322.89,188.4,233.6,322.55,98.37,90.93,164.89,1,1999_100,0,0.1063,CPI_RS
2094-07,CPIITEM001075,SOUTH,159.47,0.33,6.67,PPICOM001075,221.09,345.15,221.04,303.09,120.96,187.51,236.63,203.42,1,1982_84_100,0,0.5295,PPI_FD_ID
2094-08,CPIITEM001076,CHI,98.0,0.87,7.32,PPICOM001076,250.11,143.85,165.46,101.33,318.63,191.47,227.61,151.8,1,2017_100,0,0.9504,PPI_COM
2094-09,CPIITEM001077,NORTHEAST,186.37,1.3,-1.22,PPICOM001077,281.82,299.94,149.31,310.74,195.33,178.23,245.36,128.93,0,2017_100,0,0.702,PPI_COM
2094-10,CPIITEM001078,SEA,107.58,-0.2,4.24,PPICOM001078,224.08,233.59,157.74,123.76,210.33,167.53,180.85,239.33,0,2017_100,0,0.1351,CPI_RS
2094-11,CPIITEM001079,NYC,130.1,-0.18,5.07,PPICOM001079,263.0,182.78,129.45,222.51,128.6,249.85,283.87,281.95,1,1999_100,0,0.9811,CPI_W
2094-12,CPIITEM001080,MIDWEST,183.3,0.48,8.87,PPICOM001080,155.16,116.32,321.88,136.15,308.37,260.94,298.78,115.2,1,1982_84_100,0,0.4517,PPI_FD_ID
2095-01,CPIITEM001081,MIDWEST,281.29,1.36,0.85,PPICOM001081,139.12,93.11,165.12,136.54,318.78,178.7,95.6,111.69,0,1999_100,0,0.7879,CPI_W
2095-02,CPIITEM001082,NYC,159.06,0.08,1.05,PPICOM001082,261.24,110.58,149.12,154.13,315.85,207.7,263.73,165.59,1,1982_84_100,0,0.7975,CPI_U
2095-03,CPIITEM001083,NORTHEAST,236.25,1.34,5.27,PPICOM001083,282.47,182.89,229.78,163.68,213.38,160.53,210.19,295.89,0,2017_100,0,0.5492,CPI_EXSHEL
