health_mental_survey_year,health_mental_behavioral_health_region,health_mental_serious_mental_illness_rate,health_mental_major_depressive_episode_rate,health_mental_anxiety_disorder_rate,health_mental_suicidal_ideation_rate,health_mental_suicide_mortality_rate,health_mental_opioid_overdose_rate,health_mental_alcohol_use_disorder_rate,health_mental_stimulant_use_disorder_rate,health_mental_treatment_gap_pct,health_mental_provider_shortage_area_flag,health_mental_telehealth_visit_share_pct,health_mental_crisis_line_call_volume,health_mental_involuntary_hold_rate,health_mental_naloxone_distribution_rate,health_mental_medication_assisted_treatment_rate,health_mental_recovery_support_participation,health_mental_homelessness_comorbidity_rate,health_mental_justice_involved_rate
2022,West,7.048,7.038,1.88,5.783,30.477,8.478,3.123,6.882,81.58,N,23.45,13002,9.575,125.5,26.53,28.83,22.79,10.31
2023,North,1.573,12.39,2.925,7.202,19.377,5.632,8.714,6.293,84.19,Y,22.21,6632,11.237,46.41,12.27,48.72,20.66,13.19
2025,East,3.985,1.371,15.464,1.875,19.669,6.974,8.603,7.983,40.08,Y,15.33,5782,3.708,307.08,9.85,24.51,18.55,16.88
2020,South,2.689,11.662,19.684,0.433,6.844,7.794,9.579,5.016,43.44,N,73.25,8569,2.662,82.53,46.24,60.21,13.63,18.92
2016,West,6.656,5.417,15.067,4.232,24.773,7.33,6.234,5.969,14.37,Y,78.91,12044,12.402,169.46,4.81,8.52,2.78,4.56
2020,NorthEast,3.489,13.904,15.2,2.272,27.021,6.251,7.379,7.98,81.25,N,13.29,20924,1.589,355.99,23.01,46.82,17.21,11.04
2021,North,7.194,3.839,7.575,7.037,19.447,9.122,5.134,6.887,41.02,Y,63.36,22664,12.214,115.1,56.43,18.38,3.67,3.55
2016,NorthEast,2.033,6.484,21.177,5.775,0.937,3.619,2.082,1.615,25.24,Y,64.55,10287,7.456,81.84,11.13,33.16,9.12,3.46
2018,East,7.439,6.217,14.121,7.749,26.628,1.791,10.246,1.687,31.14,Y,19.87,9715,6.267,107.52,47.07,50.8,29.56,16.37
2016,Central,4.756,3.837,10.212,4.939,24.899,6.881,1.796,2.123,87.04,Y,6.76,15615,7.349,296.1,26.96,38.15,7.61,18.59
2024,Central,4.15,6.896,21.951,4.681,16.084,11.577,2.695,1.218,43.98,N,22.83,9478,11.291,412.6,47.73,43.53,2.58,15.77
2024,NorthEast,5.899,1.532,10.127,0.554,7.306,9.403,7.492,2.884,15.27,Y,8.4,8171,0.758,398.9,4.16,5.13,21.88,17.22
2024,East,7.378,7.853,12.639,8.551,5.712,3.115,1.991,6.011,28.37,N,58.53,15907,2.803,139.35,1.99,52.5,14.81,7.36
2024,East,4.063,7.498,2.134,6.179,25.373,11.166,9.82,7.857,58.9,Y,62.18,19762,7.607,249.42,11.13,13.74,11.05,5.05
2017,South,6.137,2.091,16.595,0.634,29.422,9.754,9.09,6.851,83.17,Y,14.57,19213,9.788,306.13,33.68,1.95,4.49,18.39
2018,Central,7.798,1.754,19.567,6.42,22.276,11.055,0.202,6.247,76.91,Y,0.66,15250,5.081,319.83,50.92,20.37,26.71,11.95
2024,West,7.704,6.045,1.106,8.947,6.123,10.217,5.042,7.315,68.28,N,82.62,7616,10.063,432.12,53.59,77.6,24.32,16.1
2025,North,5.69,1.072,16.027,4.82,33.042,6.286,1.881,2.291,79.25,N,2.32,21320,3.144,448.15,45.32,37.16,21.0,6.74
2019,South,0.317,2.765,19.005,3.796,33.641,2.751,2.392,7.075,31.25,Y,8.54,17555,13.347,419.62,9.67,75.75,0.85,1.26
2023,Central,2.368,8.672,13.684,3.425,27.731,2.634,10.109,5.471,64.32,N,15.99,8942,3.39,207.67,49.13,78.34,12.18,19.9
2024,NorthEast,4.422,11.353,4.49,6.226,30.782,9.56,10.931,1.219,56.13,N,13.01,18642,9.508,320.97,23.66,10.71,19.54,12.67
2025,North,7.217,9.864,12.889,0.549,18.65,6.601,10.981,2.211,78.82,Y,6.68,24764,2.516,320.16,13.91,55.48,7.61,4.41
2017,West,4.573,10.192,6.63,5.233,22.234,6.975,11.953,4.52,47.54,N,53.47,20924,0.022,228.08,43.65,79.14,17.07,8.24
2019,West,3.351,14.147,19.625,7.363,7.192,9.704,5.383,3.035,15.19,N,52.35,15489,0.626,260.76,5.7,5.37,8.56,18.57
2021,South,0.204,2.109,17.889,3.075,16.135,10.304,2.207,5.055,19.37,N,38.72,12887,4.477,387.88,26.92,48.97,22.12,2.25
2015,East,7.973,7.059,11.365,2.498,27.009,0.256,1.716,2.593,47.49,N,70.94,3613,13.973,346.7,37.63,27.14,10.54,17.89
2016,North,3.304,7.364,2.01,7.864,22.24,4.664,8.569,4.427,88.16,Y,24.04,10761,9.693,197.08,19.76,10.63,27.2,5.23
2018,East,5.149,3.238,5.684,7.379,4.86,7.789,8.045,1.891,81.32,N,80.42,15035,2.989,92.13,39.29,17.78,17.96,8.77
2017,East,3.527,11.561,17.007,4.268,22.036,0.67,9.723,1.525,27.73,N,2.97,6207,1.714,367.8,51.35,1.82,18.17,6.8
2017,South,4.431,13.106,11.312,0.941,27.821,11.429,10.455,3.642,65.94,Y,11.49,8630,8.162,382.51,22.28,15.01,2.11,13.42
2024,East,6.152,10.05,5.012,8.952,3.389,6.011,0.836,7.294,92.08,N,31.77,19255,8.497,150.94,9.68,46.08,19.31,11.74
2020,West,1.251,7.561,17.333,7.406,3.528,1.335,10.874,4.334,46.02,Y,60.08,20078,12.838,407.8,30.19,71.83,14.57,18.21
2022,East,2.969,8.496,4.828,6.104,1.362,7.725,0.266,0.599,29.21,Y,62.48,8467,9.424,260.12,56.31,61.59,22.26,3.51
2017,South,4.677,2.743,2.359,5.19,5.169,9.601,1.712,0.422,52.44,Y,8.74,2817,11.977,87.44,55.67,54.5,9.69,5.12
2019,North,3.035,13.457,7.978,5.961,15.045,4.905,3.146,0.879,25.88,Y,50.0,5446,11.12,87.43,3.13,24.57,0.18,5.92
2019,East,2.333,12.457,17.121,7.175,26.633,11.756,10.96,2.562,87.78,N,57.66,21823,1.285,16.21,7.14,55.64,21.58,2.26
2024,Central,1.635,2.195,18.17,1.117,10.914,5.392,0.38,2.436,14.85,N,54.31,5443,4.508,5.42,8.92,45.71,1.47,19.81
2025,East,6.324,9.587,14.635,6.427,4.531,0.568,1.001,3.123,29.18,Y,72.83,9046,12.967,476.97,26.08,69.39,22.21,1.57
2015,West,0.361,3.678,20.106,3.543,24.943,2.829,3.478,6.009,33.23,N,68.74,3899,8.626,206.46,40.44,40.67,22.96,13.75
2021,NorthEast,2.467,7.849,18.571,6.392,10.211,6.11,11.188,5.496,10.65,N,4.58,825,5.448,147.79,31.92,66.39,14.87,19.5
2019,NorthEast,2.262,7.331,14.258,8.102,22.27,5.54,8.777,5.141,33.47,Y,76.32,8769,7.478,253.52,27.89,43.54,21.2,1.98
2023,North,5.855,10.248,5.077,1.288,3.46,4.545,8.493,6.06,74.45,Y,31.68,8228,13.712,494.05,31.47,25.3,20.31,15.42
2024,West,3.335,6.689,11.539,4.024,10.847,6.002,7.905,0.143,51.64,Y,22.92,795,11.377,447.33,33.76,12.21,8.14,16.11
2016,NorthEast,4.515,1.491,11.202,6.989,3.669,2.372,4.347,5.757,36.04,Y,45.05,1278,2.676,283.1,35.89,3.0,17.96,12.67
2019,North,6.151,8.787,10.992,2.082,16.024,1.878,11.802,4.203,14.4,Y,35.91,1998,10.662,7.67,10.51,25.98,19.36,5.71
2019,NorthEast,0.317,5.88,3.483,2.861,25.348,9.796,5.903,1.262,18.48,N,3.24,23340,4.003,14.19,51.57,15.56,5.43,3.88
2018,East,3.411,4.263,15.905,5.141,31.386,6.376,7.291,1.629,41.43,Y,9.33,23794,9.58,19.56,54.38,44.96,5.66,7.05
2019,East,7.996,12.316,4.097,3.657,20.319,9.197,5.48,0.571,83.92,Y,29.47,20777,14.648,260.34,43.73,80.0,21.38,17.97
2018,North,4.74,14.721,14.973,2.11,22.376,5.349,6.046,6.664,31.01,Y,44.35,9723,5.36,313.25,46.83,30.38,23.48,15.52
2015,East,2.216,1.134,14.074,0.876,28.54,10.264,4.99,6.153,34.22,Y,38.1,2160,0.222,443.45,20.97,20.25,12.75,15.17
2016,East,7.345,11.046,17.37,0.182,33.084,3.606,6.942,4.149,15.78,N,13.17,11692,0.405,216.07,47.4,40.19,12.82,5.99
2020,Central,1.632,8.733,20.378,2.233,1.749,5.485,0.666,2.953,83.8,N,48.94,12710,7.483,464.11,22.52,9.28,12.29,9.99
2025,Central,4.488,8.832,8.451,8.592,14.367,7.177,10.561,4.746,41.11,N,39.72,8755,11.455,470.52,43.79,67.78,14.6,0.35
2025,NorthEast,0.749,11.679,1.332,6.788,8.817,2.102,6.745,3.484,25.71,Y,81.13,8319,6.59,380.05,38.24,29.58,29.91,19.4
2015,NorthEast,1.31,5.957,4.056,0.689,32.194,7.791,3.858,4.942,31.31,Y,3.63,18696,9.922,438.77,32.35,73.66,14.93,1.25
2020,South,3.485,7.592,7.253,6.455,11.77,3.87,5.634,5.286,31.19,N,5.22,17173,9.528,213.34,23.69,28.42,13.71,18.26
2016,West,2.664,2.525,21.47,5.474,11.665,10.782,7.2,3.727,46.42,N,76.8,9771,11.839,113.39,50.99,78.27,17.42,16.6
2025,West,2.142,12.071,8.247,8.506,6.981,0.458,3.989,2.865,50.91,N,18.05,24980,8.402,190.19,58.43,12.26,17.97,9.31
2025,North,3.899,1.381,13.724,4.636,2.928,2.175,7.612,1.932,83.42,N,21.22,16598,7.951,430.29,34.57,44.24,8.93,10.57
2022,Central,4.629,2.996,21.973,3.462,4.548,10.312,1.883,4.942,59.84,N,12.28,8435,14.727,284.53,30.09,52.88,4.02,9.53
2024,South,7.768,4.583,3.877,2.778,14.637,0.438,8.247,3.625,73.43,Y,17.93,2098,12.68,136.24,0.11,29.73,8.01,14.09
2018,NorthEast,0.761,8.233,4.083,8.276,16.283,3.277,10.708,1.093,48.19,N,81.9,11101,12.273,272.77,39.2,12.47,28.24,1.02
2020,Central,3.059,10.412,21.054,4.655,34.003,2.676,9.815,4.28,59.93,Y,56.21,11896,0.051,230.5,10.05,57.84,6.86,15.99
2015,South,7.854,2.515,21.02,3.004,19.958,0.109,9.419,0.405,86.72,N,81.89,18698,8.64,334.54,26.61,1.26,22.27,5.4
2016,East,2.794,4.486,16.288,0.317,18.741,1.415,2.588,3.481,69.93,N,15.79,7691,12.201,107.56,41.48,50.26,0.15,1.1
2022,NorthEast,5.822,6.625,16.513,1.573,33.132,6.531,7.724,0.041,17.77,Y,69.35,14307,11.666,29.15,28.71,39.59,23.25,11.01
2016,Central,0.832,11.446,1.846,8.588,5.432,3.131,3.607,1.579,16.74,Y,17.1,412,0.507,158.86,28.3,54.39,28.76,13.55
2017,East,2.838,6.523,15.518,6.919,11.33,6.605,8.044,7.294,13.82,N,73.99,5633,1.015,127.26,59.07,16.53,6.81,14.82
2022,Central,5.242,8.066,13.437,5.405,8.111,10.17,3.37,5.98,42.02,N,82.9,5839,1.611,283.6,50.68,47.08,8.59,1.27
2015,NorthEast,6.584,12.484,7.799,5.995,7.483,4.574,7.896,1.811,46.82,N,33.51,7276,10.275,255.89,41.38,75.74,4.83,13.12
2022,NorthEast,0.548,4.616,16.783,5.946,20.544,3.004,5.057,4.785,90.84,Y,34.01,22236,10.692,79.73,1.65,58.44,21.8,2.15
2017,West,2.951,8.583,4.433,1.714,16.72,9.154,3.447,4.833,59.25,N,68.05,18407,7.102,320.27,0.5,51.08,3.42,19.03
2016,South,5.163,2.635,12.46,2.9,13.748,5.184,6.169,7.266,43.54,N,16.79,23220,10.607,421.93,17.42,67.52,19.76,1.58
2016,Central,3.614,1.597,17.374,8.141,34.869,0.828,5.08,0.473,91.96,N,59.64,2846,11.959,374.9,16.48,48.67,10.73,17.82
2018,North,0.218,2.944,14.239,3.45,12.578,10.497,8.999,2.267,21.73,Y,15.33,2819,10.184,429.53,31.22,50.96,8.82,8.47
2018,East,6.392,5.929,20.437,2.442,4.978,2.901,10.641,4.911,22.41,N,63.07,15675,10.265,56.52,50.36,65.42,24.5,12.38
2018,North,5.602,8.889,7.473,4.971,7.483,8.577,7.356,3.563,94.69,Y,47.01,3183,1.452,439.51,36.75,51.41,29.42,17.94
2019,West,5.27,14.169,10.641,1.887,24.133,4.903,6.035,7.621,90.83,N,56.66,5569,13.981,27.72,11.42,29.01,29.86,9.94
2021,NorthEast,6.918,8.359,0.85,7.134,33.676,7.19,2.11,6.695,36.7,N,58.48,2656,5.521,295.09,15.02,16.33,29.23,13.42
2022,North,0.159,9.572,8.542,3.289,1.48,0.971,5.266,0.262,32.55,Y,78.81,61,9.688,469.79,56.47,30.76,29.7,12.01
2017,South,6.082,11.735,7.503,4.281,0.955,5.988,6.17,0.423,34.44,N,39.17,17962,0.563,374.75,51.54,63.96,18.34,4.04
2017,NorthEast,1.196,14.005,7.908,5.822,13.662,4.392,6.753,3.521,31.72,Y,10.95,20759,14.401,393.94,20.23,27.2,15.61,18.48
2016,South,5.497,13.462,5.836,3.78,13.492,1.348,8.627,1.069,49.38,N,14.58,24954,0.748,301.5,55.75,33.94,28.19,8.82
2015,Central,7.848,4.637,1.903,3.047,28.955,9.999,2.57,1.669,86.7,N,20.04,22046,5.472,93.08,57.93,22.27,22.76,1.47
2017,West,4.664,4.841,6.348,0.541,19.049,6.716,11.865,6.512,71.85,Y,84.09,14902,3.436,309.77,27.15,73.06,9.8,12.24
2019,NorthEast,1.227,7.374,11.423,1.843,25.986,11.406,0.948,4.813,91.78,N,7.32,14354,14.663,21.56,15.78,41.21,11.09,5.89
2021,NorthEast,1.378,7.933,17.121,8.229,25.532,1.47,8.362,6.258,25.18,Y,48.96,7124,4.457,123.86,9.88,46.95,2.72,19.72
2022,East,0.492,10.33,15.642,3.227,7.609,7.916,8.924,6.99,71.47,Y,42.22,23927,1.717,226.21,24.24,35.51,9.92,15.41
2017,West,6.069,9.078,7.273,6.04,11.488,1.029,10.912,7.29,13.18,N,40.17,15558,6.475,383.66,21.91,40.89,2.75,14.08
2015,NorthEast,6.37,2.853,20.989,6.02,14.754,4.473,4.34,6.734,32.36,Y,28.72,7204,14.706,34.1,13.37,51.1,22.16,8.37
2023,West,4.926,5.127,6.274,5.378,8.564,11.83,9.703,0.843,82.24,Y,21.91,10542,3.046,495.83,47.95,77.58,20.7,10.21
2023,West,1.326,13.355,4.628,5.814,22.638,9.349,5.77,4.42,39.05,N,1.35,12591,3.763,384.52,41.77,76.19,22.01,2.92
2017,North,1.37,10.665,4.375,3.171,14.499,10.571,11.747,3.792,44.6,N,12.07,16765,11.453,381.13,59.74,28.43,16.62,19.11
2022,East,1.513,6.578,20.793,3.307,2.581,0.497,3.213,7.674,18.4,Y,82.21,1790,13.462,310.87,49.14,65.36,29.62,16.56
2021,NorthEast,2.448,5.576,18.467,1.794,25.797,2.514,7.11,3.124,72.55,N,62.23,24464,13.274,256.05,49.72,76.39,28.81,1.81
2020,South,4.502,3.825,18.077,4.58,33.123,8.269,9.734,3.545,89.1,Y,72.43,18293,13.938,363.03,42.06,37.74,11.8,3.77
2018,South,6.258,12.229,1.602,5.786,2.914,10.164,9.714,4.434,37.24,Y,25.81,6538,13.585,318.41,46.77,10.33,20.2,17.85
2020,Central,5.924,13.785,6.598,7.589,13.209,5.47,3.694,1.327,78.89,Y,81.94,4494,14.037,226.37,52.85,78.79,26.11,8.99
2025,South,4.054,0.715,10.411,1.503,3.947,11.287,10.222,0.256,52.35,Y,5.26,9542,6.315,41.43,10.28,15.21,6.54,7.53
2023,South,0.839,5.361,21.667,8.893,32.426,6.432,5.511,7.651,55.86,Y,41.32,20203,4.961,254.45,22.87,21.46,14.37,15.24
2018,NorthEast,2.775,6.675,4.526,2.672,7.459,1.436,4.869,5.847,61.19,Y,13.58,9481,6.824,247.97,46.66,30.31,12.03,13.02
2018,South,3.227,14.137,9.704,7.946,15.308,5.012,2.614,2.113,65.66,N,44.53,7539,0.741,5.66,2.09,17.62,10.14,13.13
2020,East,3.987,10.174,6.035,5.52,34.58,1.821,3.666,0.672,76.26,Y,35.93,18259,13.72,86.34,4.65,20.33,18.29,1.96
2016,NorthEast,5.984,6.639,13.695,8.539,22.827,8.719,2.932,6.789,13.57,N,64.02,3019,2.251,308.59,34.27,40.41,16.89,16.85
2021,South,2.257,14.371,5.178,0.108,24.26,1.718,10.246,3.397,25.64,Y,75.64,17887,1.543,390.02,57.39,57.79,24.39,1.32
2025,NorthEast,7.908,5.32,19.451,0.737,23.508,8.436,9.878,6.388,94.36,Y,51.76,22491,10.846,494.23,51.13,1.68,25.7,12.36
2015,NorthEast,1.666,0.721,17.577,1.536,17.608,8.982,5.617,7.303,81.97,N,77.89,9551,0.081,375.0,33.01,79.91,23.45,4.82
2020,North,1.829,3.301,12.666,5.945,22.409,7.65,8.943,1.484,23.41,N,52.58,3784,13.441,431.42,35.31,32.28,3.29,9.11
2022,NorthEast,2.411,6.603,11.763,7.389,23.434,1.33,11.771,5.989,77.08,Y,26.88,339,13.156,327.48,2.15,30.03,29.48,19.4
2020,NorthEast,7.232,5.266,15.912,4.898,28.093,11.561,2.892,6.474,73.39,N,76.08,18886,13.646,244.49,33.31,25.55,28.35,18.24
2023,West,7.295,3.927,20.006,5.544,29.987,4.355,11.848,0.36,40.2,Y,65.55,5104,9.596,119.27,22.2,51.32,20.17,18.87
2017,East,7.676,7.071,12.231,6.619,17.748,9.03,11.253,1.484,24.38,Y,37.22,3632,14.668,342.51,49.04,60.9,17.49,11.37
2015,Central,6.47,11.712,2.196,8.846,8.826,8.32,3.688,4.819,27.28,Y,84.38,9113,2.363,432.8,23.47,77.88,17.42,18.8
2022,North,7.707,4.97,13.249,5.845,16.36,3.295,0.583,3.385,64.25,Y,39.82,19256,14.087,406.81,5.98,6.58,14.46,5.2
2022,North,7.449,9.386,19.774,2.972,9.336,3.421,1.265,7.179,44.62,Y,12.41,22365,11.043,24.96,47.04,0.9,22.91,12.89
2025,North,5.827,4.415,20.093,3.77,19.069,10.82,9.246,2.376,57.42,N,64.35,24967,6.347,235.6,0.44,78.76,24.31,8.57
2022,North,0.78,7.629,13.068,6.935,8.223,3.872,8.259,1.082,11.88,Y,53.26,22948,3.521,31.26,53.92,52.73,8.09,2.94
2015,NorthEast,0.634,10.7,13.243,3.137,19.212,8.898,5.754,3.214,18.83,N,62.23,3841,8.237,244.92,23.77,42.73,5.96,9.61
2025,North,0.834,4.576,3.343,3.344,17.534,9.087,11.271,6.466,80.28,N,59.06,9411,2.413,170.81,16.27,57.8,12.54,7.67
2018,Central,2.243,14.234,9.839,3.578,16.798,10.943,0.25,4.786,89.17,N,62.41,17762,9.544,450.15,48.23,73.63,17.07,15.46
2020,South,2.029,6.515,1.863,3.334,25.084,2.869,11.704,7.34,73.8,N,7.98,21106,8.008,139.91,11.49,55.61,19.13,17.74
2020,East,0.266,3.201,4.734,0.129,25.863,3.426,10.243,3.025,81.47,N,43.28,4858,10.279,21.03,27.31,43.11,4.36,1.11
2022,Central,6.859,13.88,6.235,7.636,15.683,6.664,10.724,3.974,24.24,N,33.32,2481,1.635,71.61,13.65,78.41,13.71,11.26
2023,South,0.886,2.901,18.542,3.251,31.954,6.964,4.17,7.226,71.1,N,80.82,19641,2.723,448.1,50.25,21.48,27.84,17.32
2019,Central,6.736,3.746,20.549,1.612,13.636,10.897,4.991,1.519,50.14,N,31.16,4880,4.964,139.0,17.01,55.08,3.4,2.91
2023,South,2.74,2.757,15.66,7.553,25.966,6.899,10.626,1.867,85.64,N,74.5,14148,0.867,431.61,20.54,68.85,19.96,2.43
2023,North,7.442,2.749,6.787,6.222,1.214,5.289,7.696,5.057,13.99,N,73.61,5566,13.967,470.79,46.42,23.09,28.88,7.41
2020,South,5.768,11.844,19.579,6.064,32.444,11.174,9.054,3.4,59.9,N,10.32,12167,7.065,119.26,20.18,0.44,9.66,13.74
2020,North,3.327,8.099,1.598,0.996,18.399,7.904,10.229,1.384,13.31,N,70.11,18818,1.285,207.26,46.56,77.8,7.4,16.9
2019,NorthEast,2.293,10.73,10.589,4.39,18.31,11.726,2.481,6.684,21.1,Y,67.74,11675,2.827,492.17,12.55,75.72,26.72,0.61
2018,NorthEast,5.746,10.845,18.555,7.197,21.051,6.059,8.292,0.264,50.12,N,34.25,12519,11.762,436.32,9.66,61.05,21.03,10.12
2024,South,7.516,2.03,18.328,8.323,31.791,4.778,7.843,4.917,11.22,N,72.2,21705,8.447,86.58,39.02,69.25,20.63,18.9
2020,NorthEast,7.973,3.99,19.17,3.268,12.755,11.965,10.879,1.772,63.05,N,47.09,285,9.225,315.84,40.63,66.41,12.43,19.83
2022,East,1.222,0.574,9.453,6.931,2.178,2.289,0.746,2.049,10.64,N,11.45,693,0.35,361.61,56.69,18.59,10.69,7.35
2018,South,2.857,9.133,2.977,2.204,22.555,8.64,7.829,5.383,28.75,Y,63.42,14786,6.751,79.57,5.39,52.03,21.88,2.63
2017,East,4.78,9.926,14.863,3.054,10.314,2.489,7.955,7.304,36.33,Y,23.54,14199,2.181,200.77,51.16,70.34,21.33,13.78
2016,South,1.967,1.532,7.865,6.458,16.027,6.486,9.708,5.28,21.33,N,0.31,22686,2.975,72.62,49.31,28.51,14.94,6.43
2015,NorthEast,0.199,6.093,20.448,4.208,20.687,5.265,3.565,2.738,22.07,Y,14.48,2577,10.747,19.21,9.58,66.2,18.79,9.39
2023,East,3.548,10.671,18.737,3.167,15.118,3.223,1.014,4.875,93.46,Y,41.49,3472,14.821,472.9,45.86,44.72,19.69,8.01
2023,East,4.819,9.533,10.368,1.262,12.921,8.103,0.976,6.672,24.9,N,26.48,10503,2.464,348.48,14.61,29.27,8.43,13.4
2018,South,3.972,14.582,9.044,8.406,16.433,6.951,7.885,6.789,50.1,N,80.89,18551,12.195,198.71,55.19,3.63,20.76,6.63
2022,East,1.996,4.751,4.759,3.545,3.677,9.492,3.817,7.851,41.24,Y,64.28,9338,11.749,384.1,28.19,27.57,18.9,15.1
2015,West,7.683,8.346,15.842,5.523,16.305,6.011,3.775,3.152,11.51,Y,42.2,155,2.698,146.33,7.52,75.44,9.77,3.5
2017,East,2.15,2.286,15.354,5.471,25.135,8.757,0.724,5.646,42.33,Y,4.71,2401,9.423,31.05,43.1,25.56,1.29,13.34
2018,West,6.383,14.892,7.448,0.849,29.332,9.958,9.014,3.791,11.87,N,57.83,3587,14.641,270.42,24.46,51.83,11.0,1.71
2021,West,3.007,7.057,21.002,1.643,9.699,6.332,10.02,4.69,67.45,Y,37.89,5089,0.537,473.28,55.44,77.28,26.54,3.97
2023,Central,5.998,6.936,13.001,2.475,6.639,9.942,3.396,0.977,67.02,Y,60.75,15343,11.217,145.92,24.77,69.19,6.39,3.14
2022,South,3.932,11.87,20.317,2.633,5.893,1.225,2.74,4.955,83.96,Y,34.17,3190,9.99,370.22,28.69,34.97,13.59,4.71
2019,West,4.952,9.203,20.19,4.223,15.298,6.558,10.952,0.294,89.48,Y,27.92,4124,11.927,349.6,2.81,21.17,9.77,10.53
2023,South,7.912,5.885,2.332,4.708,1.507,9.775,6.402,0.77,53.27,Y,51.72,11376,10.24,281.17,49.12,8.22,25.1,12.93
2016,Central,0.574,8.481,6.035,0.725,25.819,9.516,4.603,3.533,48.67,Y,37.89,15492,4.01,46.47,15.41,57.87,27.79,2.36
2018,North,6.398,6.829,2.425,5.244,5.288,8.215,4.195,3.914,53.04,Y,67.81,3657,11.369,231.71,17.54,26.53,21.46,15.63
2015,East,4.2,6.647,2.492,3.426,28.658,1.945,8.162,7.535,34.53,Y,32.94,8442,7.067,330.52,45.38,2.74,8.12,15.61
2020,West,6.007,14.529,9.678,1.345,20.081,8.999,10.231,1.636,39.99,N,69.16,1593,13.458,308.89,46.65,43.93,0.02,16.83
2020,South,1.166,11.372,10.9,1.923,34.876,1.71,0.674,6.351,83.02,N,46.78,12913,11.483,404.34,39.89,5.01,6.39,18.46
2019,East,6.026,6.041,20.923,6.53,16.91,9.412,3.61,2.346,19.33,Y,42.03,2737,1.17,425.91,0.9,22.3,1.44,4.02
2021,NorthEast,1.747,13.474,2.26,7.034,13.204,4.813,0.691,1.643,52.9,N,50.64,17193,10.566,430.83,45.34,32.87,1.28,4.26
2025,North,2.593,4.586,19.628,5.571,11.131,0.088,3.09,3.516,87.28,Y,20.16,16067,13.041,323.33,31.31,1.51,24.19,14.53
2015,NorthEast,6.148,7.426,8.745,6.156,10.554,1.539,7.386,5.001,84.57,Y,19.34,21189,11.543,180.27,42.08,48.81,25.28,19.38
2015,South,3.191,0.844,21.342,8.135,26.677,1.395,8.128,0.215,35.52,N,53.26,11100,4.062,451.47,36.93,2.3,28.14,11.65
2025,North,4.851,14.835,19.156,3.008,33.242,10.956,7.995,2.482,24.73,Y,14.26,15654,2.217,179.01,25.97,1.23,29.76,16.43
2024,East,0.16,2.127,4.531,3.87,13.029,1.162,5.348,2.001,92.32,N,19.49,23133,13.405,355.6,27.93,8.9,12.37,15.81
2016,West,7.432,5.712,13.259,0.405,26.886,5.624,7.537,5.351,86.52,Y,78.91,11778,2.902,120.69,34.62,68.73,11.94,4.36
2016,South,4.344,1.768,2.383,8.048,19.208,4.427,4.294,4.997,57.61,Y,74.06,14475,9.921,349.98,55.55,6.49,21.87,6.33
2021,West,2.773,13.491,1.489,3.1,2.086,2.341,1.552,3.643,80.95,Y,42.3,17256,3.535,59.4,48.64,1.36,22.05,9.8
2017,West,3.221,5.67,21.507,2.532,12.427,6.621,11.962,5.775,41.91,N,27.78,24801,11.396,246.93,32.39,5.69,25.78,3.71
2023,West,6.54,2.229,11.024,6.052,34.754,4.045,6.724,2.593,87.22,N,25.91,7610,2.041,202.05,1.17,58.26,13.06,15.61
2016,West,2.082,10.221,11.443,2.994,5.946,7.114,3.025,2.44,74.26,N,31.18,5881,2.624,413.18,13.99,61.43,6.79,12.48
2023,West,7.727,14.156,16.623,3.493,24.676,6.755,8.116,1.143,81.07,Y,81.94,21566,10.593,203.02,27.47,32.8,25.96,9.31
2018,NorthEast,6.897,2.539,20.549,2.472,31.595,5.158,3.284,5.574,54.1,N,3.74,9796,13.878,447.05,34.64,15.99,2.17,8.74
2022,North,2.79,9.019,12.737,0.862,17.421,5.779,2.758,4.124,49.73,N,70.19,17853,9.272,163.94,54.03,79.39,2.35,10.87
2025,Central,2.763,10.506,12.854,3.622,22.788,1.526,3.728,5.232,19.9,N,19.19,13488,0.171,144.83,13.09,4.77,1.87,8.37
2021,NorthEast,6.571,4.58,7.024,6.941,2.359,3.066,9.198,5.898,75.75,Y,10.5,9452,6.513,16.04,17.63,69.83,1.26,5.88
2022,Central,2.451,1.037,9.142,0.194,22.534,7.498,1.676,2.492,18.61,Y,34.39,22121,2.688,282.71,55.29,72.73,26.72,7.67
2022,West,3.051,1.586,11.895,2.146,20.234,6.405,11.566,3.015,17.36,Y,23.04,15248,10.667,145.51,25.34,5.09,26.34,16.3
2023,Central,4.654,11.378,16.806,0.274,30.175,2.47,6.726,2.655,56.25,Y,65.81,12221,14.495,339.84,14.07,77.37,1.95,4.4
2022,South,2.243,0.927,1.594,2.055,9.516,0.385,7.308,2.385,82.53,Y,18.7,8367,12.517,260.29,4.48,73.75,2.51,6.43
2024,Central,2.511,10.114,6.447,2.418,23.627,11.025,3.721,3.456,83.89,Y,51.72,24448,4.552,365.87,23.4,7.75,5.49,9.73
2025,East,0.241,5.577,20.94,7.799,14.656,6.128,6.796,5.777,62.97,N,66.22,2928,3.003,470.88,27.14,5.13,10.86,2.51
2021,Central,1.342,11.372,0.562,8.017,19.92,0.45,7.904,7.771,67.71,Y,0.78,24266,14.629,26.47,23.55,11.94,23.51,12.88
2022,NorthEast,3.855,14.103,19.247,2.252,25.009,2.033,11.487,4.07,25.18,N,30.46,22959,3.08,466.9,56.0,31.06,26.92,5.19
