tax_vat_reference_year,tax_vat_country_iso2,tax_vat_region_nuts_code,tax_vat_vat_rate_standard_pct,tax_vat_vat_rate_reduced_pct,tax_vat_tax_base_eur,tax_vat_net_vat_revenue_eur,tax_vat_gross_vat_revenue_eur,tax_vat_refunds_eur,tax_vat_vies_transactions_count,tax_vat_one_stop_shop_oss_flag,tax_vat_e_invoicing_mandate_flag,tax_vat_vat_gap_eur,tax_vat_vat_gap_pct,tax_vat_compliance_rate_pct,tax_vat_audit_yield_eur,tax_vat_late_payment_interest_eur,tax_vat_carousel_fraud_cases_count,tax_vat_data_source,tax_vat_data_extract_date
2024,AT,RO86,18.82,10.6,52473185990.51,7591374139.01,9413735029.17,1822360890.16,2226182,1,0,1491389846.41,16.42,83.58,283635159.7,21706387.0,32,EUROFISC,2025-07-17
2025,CZ,DK602,18.11,6.6,52708973824.67,7813720093.38,10160981314.45,2347261221.07,2217395,1,0,343415404.46,4.21,95.79,121339730.9,9697283.82,147,VIES_AGGREGATE,2025-10-25
2026,DE,AT893,19.76,8.78,52865580887.25,8255922652.74,9586337789.94,1330415137.2,2216194,1,1,1177261365.48,12.48,87.52,127719660.96,38109758.03,40,EU_COMMISSION_VAT_GAP_STUDY,2024-09-07
2010,LV,HU508,24.91,13.01,53113694614.46,9833193292.0,12287369727.91,2454176435.91,2224354,0,0,1829946658.19,15.69,84.31,72914907.01,19010300.31,152,NATIONAL_TAX_AUTHORITY,2025-04-13
2011,PL,IT343,23.99,12.54,53267056789.38,9435268957.72,11009439842.74,1574170885.02,2224098,0,1,2102110545.49,18.22,81.78,301378211.23,17145129.71,13,EUROFISC,2026-02-18
2012,ES,PT92,26.21,16.34,53445375727.45,12105289076.91,15036396068.28,2931106991.37,2227099,0,0,645173401.4,5.06,94.94,62167115.49,2137402.95,83,VIES_AGGREGATE,2025-02-11
2013,HR,IE986,19.13,6.53,53555506899.66,8062537645.41,9121481703.56,1058944058.15,2226982,0,1,1327792712.63,14.14,85.86,86047798.81,26451946.57,88,EU_COMMISSION_VAT_GAP_STUDY,2024-12-13
2014,FI,CY81,25.83,19.76,53728203650.32,12041311432.8,13920136011.48,1878824578.68,2240330,1,0,547618449.9,4.35,95.65,12406270.39,8263068.99,59,NATIONAL_TAX_AUTHORITY,2024-05-04
2015,IE,HR214,26.17,16.82,54019035561.83,9982539732.82,12044125924.61,2061586191.79,2240717,1,0,2601022264.93,20.67,79.33,115808738.98,20179901.88,124,EUROFISC,2025-03-10
2016,MT,BE8,20.23,14.21,54111667143.33,8471577466.43,10662170179.77,2190592713.34,2233349,1,0,1390561609.74,14.1,85.9,277323389.79,5305524.88,139,VIES_AGGREGATE,2024-08-06
2017,SK,CY80,18.9,8.76,54282244588.41,7406955813.35,9530009733.38,2123053920.03,2241082,0,1,1729538343.99,18.93,81.07,90036385.44,37083852.92,61,EU_COMMISSION_VAT_GAP_STUDY,2025-03-09
2018,BE,HU42,18.81,12.28,54446489556.29,7443919070.11,9415097999.15,1971178929.04,2244986,1,1,1409457559.42,15.92,84.08,97126737.38,15034108.95,36,NATIONAL_TAX_AUTHORITY,2025-09-10
2019,DK,IE11,21.95,12.25,54641353985.97,10194568668.74,13086153516.38,2891584847.64,2245658,1,0,805181729.12,7.32,92.68,58061749.03,19291634.83,110,EUROFISC,2026-01-09
2020,GR,BE253,17.03,9.53,54899897445.47,6972523780.56,8344389363.44,1371865582.88,2247767,0,0,1824503447.0,20.74,79.26,216436849.52,17336261.59,95,VIES_AGGREGATE,2024-03-25
2021,LT,FR65,20.08,13.01,55065779890.56,8959104002.42,11435351016.16,2476247013.74,2254927,1,0,494419266.99,5.23,94.77,5905042.28,20145775.5,66,EU_COMMISSION_VAT_GAP_STUDY,2025-06-19
2022,PT,LU456,22.86,11.7,55161356270.18,10616076240.72,13369122788.97,2753046548.25,2257389,1,0,761135462.98,6.69,93.31,94218841.52,6450890.03,96,NATIONAL_TAX_AUTHORITY,2025-05-16
2023,SE,LT49,18.2,9.33,55457461086.73,8151862223.56,10386446603.95,2234584380.39,2252213,0,0,1090611952.82,11.8,88.2,129224363.09,19937367.28,73,EUROFISC,2024-10-04
2024,CY,AT141,20.75,13.21,55634174388.85,7942299364.29,9844369731.21,1902070366.92,2264266,1,0,2021694318.17,20.29,79.71,271139800.97,43141218.56,61,VIES_AGGREGATE,2024-11-15
2025,FR,HR312,20.9,7.03,55772429168.23,7735960839.83,8427238461.81,691277621.98,2264614,1,1,1931573326.41,19.98,80.02,285167239.1,16866663.97,74,EU_COMMISSION_VAT_GAP_STUDY,2024-08-09
2026,IT,LU3,21.81,7.91,55969768782.02,9160293857.1,10182622578.66,1022328721.56,2267606,0,1,1666196932.52,15.39,84.61,73343322.94,29575242.12,120,NATIONAL_TAX_AUTHORITY,2024-06-15
2010,NL,HR91,17.96,8.14,56089078132.41,7905036809.69,10063290399.68,2158253589.99,2260182,1,1,1412545474.24,15.16,84.84,195245115.06,30714323.6,98,EUROFISC,2024-07-27
2011,SI,MT4,20.9,10.36,56305335039.6,9987770006.24,12436334072.38,2448564066.14,2273406,1,0,229897519.32,2.25,97.75,91486474.03,12123787.03,157,VIES_AGGREGATE,2024-05-20
2012,BG,RO59,27.21,20.74,56462341448.39,11831149358.09,14924576241.11,3093426883.02,2266688,1,1,1764747399.09,12.98,87.02,224095100.03,20131649.95,134,EU_COMMISSION_VAT_GAP_STUDY,2024-08-20
2013,EE,SK1,24.9,17.67,56614273103.06,11767306560.15,13201249618.63,1433943058.48,2276992,0,1,1190855052.17,9.19,90.81,57955238.44,20743452.73,138,NATIONAL_TAX_AUTHORITY,2024-02-22
2014,HU,NL86,19.82,11.01,56780552434.42,8771901600.07,9982168999.29,1210267399.22,2276918,1,0,1216599424.84,12.18,87.82,80584034.88,28078048.56,95,EUROFISC,2025-04-14
2015,LU,HR992,17.13,6.9,57007397254.39,7877667950.62,8625552324.35,747884373.73,2285343,1,1,909468636.8,10.35,89.65,47336014.24,6298113.48,107,VIES_AGGREGATE,2025-12-11
2016,RO,SK356,18.95,12.65,57217565278.86,8501691655.29,9424465515.45,922773860.16,2285736,1,1,663564549.2,7.24,92.76,149815405.13,14090320.45,40,EU_COMMISSION_VAT_GAP_STUDY,2025-01-20
2017,AT,IE33,20.16,10.14,57400452728.93,9784168745.92,10919286418.8,1135117672.88,2290696,1,0,670119902.36,6.41,93.59,128607939.75,25508232.83,157,NATIONAL_TAX_AUTHORITY,2026-02-18
2018,CZ,GR1,21.06,8.07,57523516284.0,9127106002.13,10574165698.43,1447059696.3,2296896,0,1,1711400116.06,15.79,84.21,39060541.88,12762496.61,33,EUROFISC,2025-08-14
2019,DE,SI564,24.02,13.48,57711343177.33,11265947294.98,12543880037.21,1277932742.23,2294187,1,1,1282445771.39,10.22,89.78,181648869.49,16708637.97,11,VIES_AGGREGATE,2025-10-09
2020,LV,DK357,20.07,10.79,57915552782.28,8378418988.61,9177022055.84,798603067.23,2301620,1,0,2101154480.58,20.05,79.95,48068963.93,15072382.91,15,EU_COMMISSION_VAT_GAP_STUDY,2025-09-03
2021,PL,DK10,16.93,3.36,58092460185.2,7219103217.33,8432561579.34,1213458362.01,2288359,1,1,1096877910.8,13.19,86.81,22637847.02,16849259.49,95,NATIONAL_TAX_AUTHORITY,2024-03-09
2022,ES,CY932,19.04,8.3,58281614104.03,8612860085.29,11157672103.83,2544812018.54,2291637,1,0,514800030.53,5.64,94.36,16940708.34,9604776.9,71,EUROFISC,2024-03-17
2023,HR,SI53,19.08,8.38,58414340116.07,8270427123.05,9691363202.5,1420936079.45,2309453,1,1,2235704893.02,21.28,78.72,255570436.3,35489415.89,111,VIES_AGGREGATE,2024-10-22
2024,FI,GR68,17.92,10.44,58679114169.72,6872807309.8,8199657751.19,1326850441.39,2308882,0,0,1833561210.34,21.06,78.94,287284724.76,29517450.51,116,EU_COMMISSION_VAT_GAP_STUDY,2025-05-27
2025,IE,CZ679,24.15,18.03,58776693481.21,12556821131.23,16514267348.69,3957446217.46,2300677,0,0,676207777.22,5.11,94.89,117881932.19,25512404.86,11,NATIONAL_TAX_AUTHORITY,2025-08-06
2026,MT,SI69,21.86,8.79,59005486488.79,8767555095.58,9591205161.99,823650066.41,54918,1,0,1988861412.31,18.49,81.51,250202419.32,19307085.71,95,EUROFISC,2025-02-04
2010,SK,FR429,22.79,13.8,59219787383.51,10764051644.46,12682144322.75,1918092678.29,67871,1,0,470737672.38,4.19,95.81,16610923.36,25168031.31,85,VIES_AGGREGATE,2025-01-10
2011,BE,LV955,26.9,13.55,59316163584.7,11404957709.78,14585783016.09,3180825306.31,65751,1,0,2082456800.37,15.44,84.56,106047016.94,14564124.57,117,EU_COMMISSION_VAT_GAP_STUDY,2025-03-10
2012,DK,HU793,23.86,14.11,59591335077.61,11810579381.91,13754965904.64,1944386522.73,63227,0,0,1432949864.45,10.82,89.18,84119227.2,6823734.28,88,NATIONAL_TAX_AUTHORITY,2025-04-17
2013,GR,LT9,23.13,15.16,59736940342.39,11298128051.38,13523293887.21,2225165835.83,78664,1,0,1206717605.94,9.65,90.35,28407908.41,6120905.14,62,EUROFISC,2024-01-31
2014,LT,DK7,24.0,16.95,59858957018.14,10859795411.29,12062982383.3,1203186972.01,64996,0,0,2438998871.46,18.34,81.66,44032581.58,16388639.72,9,VIES_AGGREGATE,2025-09-19
2015,PT,RO15,24.87,15.15,60063611260.17,13806861226.23,15318823990.32,1511962764.09,77428,1,1,288964425.87,2.05,97.95,98420642.16,21206656.14,145,EU_COMMISSION_VAT_GAP_STUDY,2025-01-27
2016,SE,HU66,26.03,16.99,60223083256.81,14101158726.94,17369322624.6,3268163897.66,69922,1,0,400238565.26,2.76,97.24,50384913.61,5340926.45,114,NATIONAL_TAX_AUTHORITY,2025-03-13
2017,CY,FI7,26.01,15.09,60387907215.52,11520414120.63,12827051462.5,1306637341.87,88205,0,0,2867514092.97,19.93,80.07,104378207.77,21909148.18,29,EUROFISC,2025-11-30
2018,FR,SK791,21.8,15.18,60672170168.22,11576274236.55,14542064449.11,2965790212.56,76016,1,0,581123617.42,4.78,95.22,75322306.17,15358830.04,3,VIES_AGGREGATE,2024-09-24
2019,IT,IT638,24.84,17.16,60815795339.98,11667731776.57,15236658526.82,3568926750.25,83529,0,1,2345878332.21,16.74,83.26,234889955.48,40196975.94,99,EU_COMMISSION_VAT_GAP_STUDY,2025-07-28
2020,NL,BE849,17.01,4.52,60937929031.29,8456258138.69,10116554453.83,1660296315.14,91391,1,1,1393780462.0,14.15,85.85,128653083.96,37583513.85,101,NATIONAL_TAX_AUTHORITY,2024-12-13
2021,SI,HU1,21.01,11.62,61181960235.34,11205332151.67,12128143339.08,922811187.41,99775,0,0,241528765.35,2.11,97.89,15213459.61,21686431.2,94,EUROFISC,2024-09-01
2022,BG,IE78,21.17,8.66,61281135443.19,11291340265.93,14056643843.3,2765303577.37,87001,1,0,525865663.87,4.45,95.55,122903182.16,22633131.88,20,VIES_AGGREGATE,2025-09-03
2023,EE,LU131,17.96,9.59,61502100703.6,7826872703.15,8550950822.25,724078119.1,92692,1,0,2064284510.49,20.87,79.13,237670329.48,8252916.1,144,EU_COMMISSION_VAT_GAP_STUDY,2024-10-25
2024,HU,SK9,18.95,11.56,61731602053.0,9229028983.59,11784463915.86,2555434932.27,107174,1,0,1086192860.14,10.53,89.47,277083456.26,4127646.23,28,NATIONAL_TAX_AUTHORITY,2025-01-25
2025,LU,SE387,25.14,13.4,61870050337.64,12307026526.04,14457380791.23,2150354265.19,90618,0,0,1028141451.04,7.71,92.29,109396477.8,12386906.34,129,EUROFISC,2026-01-09
2026,RO,EE198,24.24,13.83,62016639606.06,12141851919.44,13213754383.27,1071902463.83,96817,1,0,1177423990.43,8.84,91.16,112350147.41,19965378.34,148,VIES_AGGREGATE,2026-02-09
2010,AT,ES546,19.92,9.61,62246450358.86,10476104577.3,11526224219.78,1050119642.48,96306,0,0,360871296.6,3.33,96.67,120856849.28,12031970.18,53,EU_COMMISSION_VAT_GAP_STUDY,2024-07-28
2011,CZ,DE32,17.15,4.86,62472997909.65,8529123355.57,10798768020.92,2269644665.35,98111,1,0,1019828005.35,10.68,89.32,229811050.36,16837746.51,148,NATIONAL_TAX_AUTHORITY,2024-09-21
2012,DE,IT89,25.89,14.12,62544770482.2,12491130751.03,15798773554.77,3307642803.74,107584,1,0,1854947979.91,12.93,87.07,206593582.87,16627659.11,42,EUROFISC,2024-02-24
2013,LV,NL415,22.8,13.03,62829061483.16,10157789114.52,12201009095.47,2043219980.95,121853,1,0,2806842812.12,21.65,78.35,93188995.82,3727037.26,17,VIES_AGGREGATE,2025-02-22
2014,PL,SE49,27.13,14.83,62960787895.22,11674465488.71,12836339489.4,1161874000.69,122168,1,1,3165327937.89,21.33,78.67,206897630.82,18260638.79,98,EU_COMMISSION_VAT_GAP_STUDY,2025-10-09
2015,ES,HR4,22.12,13.23,63199306450.29,10239289563.81,11380141181.0,1140851617.19,119779,0,1,1756129325.37,14.64,85.36,242320205.82,33114288.42,18,NATIONAL_TAX_AUTHORITY,2024-05-08
2016,HR,ES44,24.05,14.05,63340022043.27,11826856183.88,13102902022.09,1276045838.21,129364,0,0,1403769371.42,10.61,89.39,99982238.15,14845888.05,61,EUROFISC,2024-03-11
2017,FI,DK467,19.08,9.14,63512242578.99,8085534692.98,10156513097.29,2070978404.31,123396,1,1,2177901068.61,21.22,78.78,146484012.84,14408769.41,38,VIES_AGGREGATE,2025-08-05
2018,IE,LV650,20.1,8.03,63729506277.66,8817255480.17,9867114724.5,1049859244.33,116656,1,0,2204313870.05,20.0,80.0,115955805.19,22892604.9,137,EU_COMMISSION_VAT_GAP_STUDY,2025-12-30
2019,MT,RO3,17.89,4.2,63804515797.69,9229468130.8,11277622824.1,2048154693.3,119099,1,1,522717129.98,5.36,94.64,35943351.72,14555038.17,126,NATIONAL_TAX_AUTHORITY,2024-10-21
2020,SK,FI9,24.94,14.59,64018546747.29,11736183927.05,15097027243.68,3360843316.63,125362,0,0,2113454882.31,15.26,84.74,129765961.3,12696760.23,47,EUROFISC,2024-04-04
2021,BE,SE62,18.95,7.5,64246000303.85,8929644429.47,11743350335.27,2813705905.8,133488,1,1,2242186459.4,20.07,79.93,107202967.86,36999919.21,78,VIES_AGGREGATE,2024-07-05
2022,DK,AT88,17.05,7.94,64445215056.73,8851989917.35,9796011202.77,944021285.42,134193,1,0,252185663.6,2.77,97.23,148314010.16,26537443.82,48,EU_COMMISSION_VAT_GAP_STUDY,2025-09-18
2023,GR,FR58,25.23,12.53,64551332476.68,12467511818.99,15108453879.51,2640942060.52,146601,1,0,1942464855.76,13.48,86.52,163969329.92,16109288.04,116,NATIONAL_TAX_AUTHORITY,2025-10-25
2024,LT,PT230,25.99,16.28,64726564654.33,13861928286.84,15250597050.93,1388668764.09,147383,0,1,2239742391.34,13.91,86.09,278978585.27,35247259.94,44,EUROFISC,2024-07-20
2025,PT,PT327,23.13,10.14,64975262919.72,13859840461.25,14991803368.02,1131962906.77,145977,0,1,369975207.38,2.6,97.4,28199976.0,14943975.57,112,VIES_AGGREGATE,2024-04-21
2026,SE,CZ174,25.79,14.19,65169514218.14,13886930878.3,16069324975.11,2182394096.81,136434,0,0,1705850256.11,10.94,89.06,223174755.57,3459318.91,74,EU_COMMISSION_VAT_GAP_STUDY,2025-02-13
2010,CY,NL148,22.93,16.36,65262245308.2,11666300665.29,14585279750.42,2918979085.13,151344,0,1,2205638294.63,15.9,84.1,213615656.72,37864612.81,95,NATIONAL_TAX_AUTHORITY,2024-09-19
2011,FR,LV69,19.24,10.24,65430672518.6,9318862338.06,10372074720.95,1053212382.89,158195,1,0,1303344818.06,12.27,87.73,284146845.79,23568353.22,104,EUROFISC,2024-05-31
2012,IT,ES6,23.94,14.47,65699987419.17,12983048440.05,14597052044.65,1614003604.6,159100,0,0,323345369.57,2.43,97.57,122965255.67,7304526.64,159,VIES_AGGREGATE,2025-11-28
2013,NL,MT31,17.89,6.96,65846346393.37,8840724663.99,9665520379.99,824795716.0,162792,1,0,1881803733.81,17.55,82.45,162878061.53,27601072.98,119,EU_COMMISSION_VAT_GAP_STUDY,2025-08-12
2014,SI,ES7,17.78,9.53,66047921341.52,8911683970.94,11523882552.25,2612198581.31,155394,1,0,910518135.24,9.27,90.73,82515754.89,20836114.75,6,NATIONAL_TAX_AUTHORITY,2025-08-19
2015,BG,RO63,25.14,15.24,66188231106.0,12742208270.45,13790951396.16,1048743125.71,162325,1,0,1448913536.49,10.21,89.79,86346229.85,11032365.45,115,EUROFISC,2025-11-21
2016,EE,BG342,27.2,15.85,66405913151.81,13721396318.86,16522856318.49,2801459999.63,159795,0,0,2705511760.71,16.47,83.53,167893450.61,6712574.62,22,VIES_AGGREGATE,2026-01-30
2017,HU,SE614,26.2,19.42,66534282992.49,13886561716.31,16946278011.52,3059716295.21,169953,0,0,2668709762.36,16.12,83.88,258932680.58,6762812.11,156,EU_COMMISSION_VAT_GAP_STUDY,2025-04-10
2018,LU,DK6,20.23,7.39,66740366440.69,11783953699.18,14350112970.14,2566159270.96,171402,1,1,244170929.97,2.03,97.97,144057280.41,18330719.33,31,NATIONAL_TAX_AUTHORITY,2025-08-31
2019,RO,AT12,17.19,8.86,66972035687.48,10366283907.24,12110999601.22,1744715693.98,172795,0,1,202928885.63,1.92,98.08,43237088.58,15236983.82,155,EUROFISC,2024-10-03
2020,AT,CZ932,19.94,12.99,67138301190.02,10661762435.68,13806835778.1,3145073342.42,171227,1,0,807431234.37,7.04,92.96,96574474.27,3547060.05,43,VIES_AGGREGATE,2024-08-26
2021,CZ,AT25,23.03,16.68,67295734519.5,12583683816.49,13884958831.38,1301275014.89,182472,0,0,308113967.02,2.39,97.61,86603340.53,13999655.6,65,EU_COMMISSION_VAT_GAP_STUDY,2026-01-20
2022,DE,FR900,21.2,8.62,67493557118.96,10936917648.31,12172237227.22,1235319578.91,186309,1,1,1194993220.58,9.85,90.15,115582024.19,26112424.07,20,NATIONAL_TAX_AUTHORITY,2025-01-19
2023,LV,IT1,20.93,8.73,67649141661.09,12237646264.78,13470654632.64,1233008367.86,181747,0,0,476791412.92,3.75,96.25,846946.37,15899137.08,100,EUROFISC,2025-11-25
2024,PL,HU411,23.2,9.56,67852624172.23,13201484804.13,16852336684.59,3650851880.46,174806,0,0,760952852.27,5.45,94.55,48794354.23,23031238.8,149,VIES_AGGREGATE,2025-10-08
2025,ES,HU9,18.81,12.71,67963669461.22,11756978965.03,13092071424.3,1335092459.27,190137,1,0,198460291.66,1.66,98.34,35299978.89,20689302.44,97,EU_COMMISSION_VAT_GAP_STUDY,2025-03-22
2026,HR,BE4,21.78,14.5,68223529803.84,11151296058.58,13303347743.26,2152051684.68,195987,1,1,2022119249.84,15.35,84.65,147048637.52,9214531.89,94,NATIONAL_TAX_AUTHORITY,2025-02-21
2010,FI,IE9,22.94,16.91,68347570096.6,11481830123.4,13960514814.93,2478684691.53,185910,1,1,2675790250.7,18.9,81.1,90029097.57,27096706.8,59,EUROFISC,2026-01-25
2011,IE,FI43,25.13,18.7,68581701960.78,11677108403.67,14134743846.61,2457635442.94,186099,1,0,2857504993.98,19.66,80.34,145421523.06,10508249.88,82,VIES_AGGREGATE,2025-11-18
2012,MT,SE521,21.91,14.56,68724677708.6,10660904522.69,11854831502.58,1193926979.89,196242,0,0,2546360743.28,19.28,80.72,50638716.71,24694416.04,91,EU_COMMISSION_VAT_GAP_STUDY,2025-11-09
2013,SK,HR87,22.07,11.57,68897513790.12,11470963068.66,13648574572.07,2177611503.41,199693,1,1,1827162445.67,13.74,86.26,299053491.18,25945220.29,47,NATIONAL_TAX_AUTHORITY,2024-11-10
2014,BE,EE2,17.8,3.88,69112587804.27,8632673957.65,9400178746.12,767504788.47,205108,1,0,1780684254.23,17.1,82.9,178457725.6,14486960.9,169,EUROFISC,2024-11-09
2015,DK,SI534,22.77,13.68,69218764590.61,12695696281.38,15046874724.29,2351178442.91,194180,0,0,2382327805.77,15.8,84.2,70740381.37,4290463.97,45,VIES_AGGREGATE,2025-07-25
2016,GR,IE7,24.12,16.22,69383365311.34,12938289635.06,14169216380.65,1230926745.59,208972,0,0,1782713476.85,12.11,87.89,238115693.63,13473023.52,25,EU_COMMISSION_VAT_GAP_STUDY,2025-01-31
2017,LT,CY903,17.83,11.13,69619662950.44,9063151964.83,10460260861.23,1397108896.4,207962,0,1,2125924534.97,19.0,81.0,12801773.7,40317016.53,71,NATIONAL_TAX_AUTHORITY,2024-03-01
2018,PT,DK5,17.88,4.43,69772259420.87,10898652891.48,12895115021.94,1996462130.46,215744,1,1,985168819.87,8.29,91.71,45955352.91,19671561.02,64,EUROFISC,2025-04-08
2019,SE,GR71,21.01,10.9,69980237130.24,11040907322.46,14520279793.2,3479372470.74,219006,0,1,1017750740.51,8.44,91.56,3083028.55,23785412.06,141,VIES_AGGREGATE,2025-01-06
2020,CY,BG703,16.96,3.36,70192058601.88,9051911672.34,10957729678.14,1905818005.8,215445,1,0,1642690965.12,15.36,84.64,254148304.16,3125049.07,124,EU_COMMISSION_VAT_GAP_STUDY,2025-07-01
2021,FR,DK966,21.98,10.77,70322704397.19,10752868377.67,12287320707.68,1534452330.01,212863,1,0,2586504377.16,19.39,80.61,168199682.62,17382830.56,86,NATIONAL_TAX_AUTHORITY,2024-02-06
2022,IT,DE35,24.14,16.73,70525831390.39,11713149939.7,14716810154.43,3003660214.73,221610,0,1,2363463375.65,16.79,83.21,61222066.65,41927462.69,134,EUROFISC,2026-02-09
2023,NL,DE566,26.04,13.77,70671938862.94,12985979914.67,15934508269.88,2948528355.21,224161,1,0,3177798918.63,19.66,80.34,110672236.36,26829809.91,22,VIES_AGGREGATE,2024-03-26
2024,SI,FI63,24.15,12.4,70848199934.85,13740289887.87,15048497856.14,1308207968.27,220076,1,0,1843570708.56,11.83,88.17,242683911.15,25454191.53,53,EU_COMMISSION_VAT_GAP_STUDY,2025-12-25
2025,BG,FR83,21.18,8.76,71002205806.0,10356177207.21,13250221369.76,2894044162.55,236211,0,0,2503846643.79,19.47,80.53,36146887.2,25941146.66,23,NATIONAL_TAX_AUTHORITY,2025-11-27
2026,EE,RO4,22.97,16.46,71292051157.83,14663699573.05,18908517256.46,4244817683.41,232233,0,0,588744334.85,3.86,96.14,127190828.94,5360565.09,1,EUROFISC,2025-07-04
2010,HU,FI716,19.95,7.87,71472956894.69,12187801336.85,13921467661.66,1733666324.81,226031,1,1,1266002986.86,9.41,90.59,38662525.04,15128936.05,106,VIES_AGGREGATE,2024-10-03
2011,LU,ES862,25.0,12.43,71654298186.97,12954032795.16,15507380972.99,2553348177.83,234064,1,0,3072235663.53,19.17,80.83,125417513.76,29159692.12,67,EU_COMMISSION_VAT_GAP_STUDY,2024-05-20
2012,RO,HR107,19.76,12.28,71763657329.29,11490418867.46,13251895207.71,1761476340.25,244091,0,1,1787162444.6,13.46,86.54,235390957.66,9090216.61,43,NATIONAL_TAX_AUTHORITY,2025-08-25
2013,AT,CZ25,21.2,12.2,71925520599.92,12130081544.84,13822582773.19,1692501228.35,241224,0,0,2187767304.13,15.28,84.72,280856319.91,33686924.3,30,EUROFISC,2025-10-12
2014,CZ,CY26,22.19,13.37,72147873462.66,13965989631.31,16976065228.9,3010075597.59,246271,1,1,714962362.08,4.87,95.13,127262943.96,6901883.97,3,VIES_AGGREGATE,2025-09-24
2015,DE,LV65,16.84,4.92,72290702359.24,8904124578.9,10821445976.09,1917321397.19,245713,1,0,1084796869.27,10.86,89.14,202757743.49,17925765.01,85,EU_COMMISSION_VAT_GAP_STUDY,2024-01-05
2016,LV,FR7,22.08,9.27,72458474710.23,10709295211.23,11808440256.04,1099145044.81,239442,1,0,2732772331.42,20.33,79.67,243720518.78,13642668.59,91,NATIONAL_TAX_AUTHORITY,2025-12-07
2017,PL,NL6,19.16,6.27,72707590300.01,11419903652.99,14678665524.33,3258761871.34,250094,1,0,1103293685.53,8.81,91.19,7481023.15,3051126.2,46,EUROFISC,2025-02-19
2018,ES,SI7,25.04,16.24,72827450153.97,14137103235.33,17077086524.31,2939983288.98,244430,1,0,1423824926.84,9.15,90.85,8088493.62,8400269.99,124,VIES_AGGREGATE,2024-04-30
2019,HR,CZ878,21.16,11.73,73004813858.4,13384125817.21,17005521097.56,3621395280.35,262768,1,1,1214615257.41,8.32,91.68,28785323.88,1422667.89,34,EU_COMMISSION_VAT_GAP_STUDY,2025-04-27
2020,FI,NL74,17.01,3.57,73240747760.31,10330166605.5,12637038874.3,2306872268.8,252037,0,0,565484281.01,5.19,94.81,29024310.03,2699643.83,37,NATIONAL_TAX_AUTHORITY,2024-10-05
2021,IE,IE375,27.2,20.03,73370575768.81,16592799447.03,18750160449.29,2157361002.26,257582,1,0,571573623.24,3.33,96.67,20302423.67,17754009.03,15,EUROFISC,2025-07-22
2022,MT,CY40,21.2,10.66,73577358944.67,12580996491.41,14822947282.51,2241950791.1,263609,0,1,1224552165.9,8.87,91.13,47496979.29,14551905.37,72,VIES_AGGREGATE,2024-05-16
2023,SK,BE1,24.86,16.24,73791778096.15,15041838699.87,17679901423.25,2638062723.38,264365,1,0,1352535904.89,8.25,91.75,89524452.18,5686768.25,60,EU_COMMISSION_VAT_GAP_STUDY,2025-01-14
2024,BE,CZ3,24.81,14.21,73916148206.05,16105256033.44,18333747330.01,2228491296.57,274006,1,1,458825045.9,2.77,97.23,112872966.51,12867957.24,135,NATIONAL_TAX_AUTHORITY,2024-05-25
2025,DK,DE782,26.02,19.29,74109718359.34,14748625172.17,16078998847.03,1330373674.86,267031,0,0,2537620927.42,14.68,85.32,191655851.89,8558819.88,121,EUROFISC,2025-02-21
2026,GR,FR50,24.76,15.82,74345645575.33,13684541497.91,14918672142.75,1234130644.84,272683,1,0,1554368856.11,10.2,89.8,154705518.01,15977403.55,150,VIES_AGGREGATE,2024-04-18
2010,LT,SE977,23.8,13.23,74538048271.26,13905564687.48,15947698931.94,2042134244.46,269661,1,0,770493030.18,5.25,94.75,64863695.83,21717141.64,31,EU_COMMISSION_VAT_GAP_STUDY,2024-01-05
2011,PT,DE3,27.06,14.85,74650271067.67,15956617064.11,17864737022.86,1908119958.75,268181,1,0,2415999014.32,13.15,86.85,13776496.4,5275985.44,115,NATIONAL_TAX_AUTHORITY,2025-10-11
2012,SE,CY4,26.86,13.07,74825295652.43,17310346028.2,22053464666.54,4743118638.34,281847,1,0,659493095.85,3.67,96.33,47827028.74,18920132.77,15,EUROFISC,2024-05-12
2013,CY,AT498,25.84,14.03,74970267813.73,17868836499.27,22581650179.25,4712813679.98,277634,0,1,344226898.21,1.89,98.11,114701466.83,25140952.91,101,VIES_AGGREGATE,2025-01-27
2014,FR,MT5,16.75,8.98,75160013924.54,10796114533.96,14042782036.49,3246667502.53,280475,1,0,1104364449.68,9.28,90.72,26970364.4,21196996.6,23,EU_COMMISSION_VAT_GAP_STUDY,2025-02-16
2015,IT,DK778,27.02,15.17,75383027777.74,18277316560.24,20851001346.09,2573684785.85,291478,0,1,823233716.95,4.31,95.69,148010461.73,2853495.1,125,NATIONAL_TAX_AUTHORITY,2024-08-09
2016,NL,LT53,16.85,9.75,75581487951.64,10916581409.17,13162938369.99,2246356960.82,290051,1,0,701747038.23,6.04,93.96,28468700.11,3197603.37,29,EUROFISC,2025-11-22
2017,SI,RO10,23.99,10.03,75710512971.01,14624745205.55,19034829876.63,4410084671.08,284006,1,0,1397105370.2,8.72,91.28,143184030.65,17822784.04,72,VIES_AGGREGATE,2024-08-24
2018,BG,RO95,21.1,9.19,75887791124.04,12844314743.47,16650502871.92,3806188128.45,296077,1,1,909100765.12,6.61,93.39,97929532.94,16268417.51,140,EU_COMMISSION_VAT_GAP_STUDY,2024-08-24
