care_costs_billing_year,care_costs_drg_code,care_costs_allowed_amount_avg,care_costs_paid_amount_avg,care_costs_patient_responsibility_avg,care_costs_charge_amount_avg,care_costs_cost_to_charge_ratio,care_costs_denial_rate_pct,care_costs_prior_auth_required_flag,care_costs_appeal_overturn_rate,care_costs_collection_rate_pct,care_costs_charity_care_share_pct,care_costs_bad_debt_share_pct,care_costs_price_transparency_file_flag,care_costs_shoppable_service_code,care_costs_site_of_care_shift_index,care_costs_contracted_rate_index,care_costs_out_of_network_rate_index,care_costs_surprise_bill_incidence_rate,care_costs_inflation_adjustment_base
2020,DRG210,31432.01,21918.69,9513.32,86476.35,0.361,8.87,N,87.64,37.02,0.26,10.65,Y,SHOP-904,94.86,1.25,0.928,6.647,CPI_Rural
2025,DRG350,205539.53,197950.2,7589.33,382737.97,0.409,5.81,N,2.63,55.84,2.45,10.24,N,SHOP-341,67.9,1.213,1.063,7.377,GDP_Deflator
2023,DRG538,16281.2,12814.45,3466.75,37791.39,0.328,7.66,Y,14.77,90.67,5.88,13.37,N,SHOP-376,83.46,0.856,1.515,2.033,GDP_Deflator
2022,DRG925,189293.53,141045.7,48247.83,448898.76,0.588,27.92,N,41.73,95.37,8.08,5.26,Y,SHOP-524,66.81,0.686,1.683,6.925,GDP_Deflator
2024,DRG104,224787.33,174341.94,50445.39,236948.35,1.04,7.39,N,53.92,79.08,7.99,9.79,N,SHOP-132,52.18,1.278,1.689,7.079,WPI
2025,DRG876,76790.47,64819.38,11971.09,112229.67,0.405,26.4,Y,51.52,97.73,14.51,19.61,N,SHOP-618,43.53,0.746,1.616,4.56,CPI_Rural
2025,DRG450,206403.3,159611.45,46791.85,328003.22,0.719,9.2,N,66.63,83.05,4.41,20.64,Y,SHOP-258,82.02,1.161,0.922,0.554,CPI_Urban
2021,DRG411,20248.27,17414.0,2834.27,51620.54,0.665,17.18,Y,48.24,75.11,19.83,12.57,Y,SHOP-770,16.74,0.585,1.961,2.45,CPI_Rural
2024,DRG277,179807.78,150450.25,29357.53,435314.01,0.199,24.56,Y,76.31,90.82,14.08,18.45,Y,SHOP-280,33.45,0.97,0.821,0.224,GDP_Deflator
2020,DRG670,51887.04,40577.63,11309.41,81911.41,0.672,30.88,Y,59.58,50.64,2.31,24.28,N,SHOP-734,77.69,0.885,0.865,5.018,WPI
2019,DRG688,218306.37,151707.67,66598.7,355740.22,0.587,13.51,N,23.44,61.33,10.09,23.04,N,SHOP-511,15.71,0.754,1.064,6.718,WPI
2020,DRG806,149926.6,124806.78,25119.82,212638.34,0.791,34.92,Y,31.06,83.97,16.44,21.2,Y,SHOP-719,73.6,0.961,1.272,1.118,CPI_Urban
2017,DRG897,114766.1,101977.99,12788.11,194547.89,0.398,24.12,N,9.05,62.55,7.88,11.39,Y,SHOP-343,32.96,0.856,1.177,2.087,WPI
2018,DRG352,241907.41,209236.35,32671.06,601792.28,0.989,21.84,Y,56.26,57.96,12.17,6.53,N,SHOP-209,33.91,1.472,1.907,6.177,GDP_Deflator
2019,DRG025,88349.37,76612.0,11737.37,209459.37,0.154,17.45,Y,17.63,57.21,2.24,20.89,N,SHOP-893,14.74,0.953,1.766,1.134,CPI_Rural
2021,DRG568,190246.38,168289.99,21956.39,250206.61,0.575,6.76,N,39.61,64.8,15.6,17.74,Y,SHOP-485,8.55,1.472,1.136,0.959,CPI_Urban
2018,DRG255,165953.63,127126.13,38827.5,259600.12,0.524,13.74,Y,54.58,91.92,0.58,5.14,Y,SHOP-400,24.96,0.533,1.147,1.292,CPI_Rural
2016,DRG487,223758.96,141340.87,82418.09,454015.44,0.586,20.08,N,72.45,88.38,17.2,3.81,Y,SHOP-516,42.34,0.542,1.686,5.256,WPI
2022,DRG145,201383.09,157175.21,44207.88,444054.22,0.292,21.47,N,2.97,83.29,14.22,22.27,Y,SHOP-272,8.32,0.64,1.111,1.635,WPI
2016,DRG220,48356.16,44679.86,3676.3,97848.0,0.245,28.75,N,83.29,84.61,19.27,15.82,Y,SHOP-106,52.83,0.704,1.805,2.872,CPI_Urban
2016,DRG179,19787.8,12312.48,7475.32,42297.34,1.019,13.77,N,33.56,82.09,18.85,16.47,N,SHOP-795,99.49,1.279,1.561,4.1,GDP_Deflator
2022,DRG876,94018.36,76619.84,17398.52,236879.98,1.029,34.31,Y,42.41,41.14,16.38,23.9,N,SHOP-747,24.68,1.185,1.224,3.029,CPI_Rural
2023,DRG749,74117.56,66960.91,7156.65,200077.74,0.229,34.83,Y,82.23,56.59,1.9,24.18,N,SHOP-443,93.85,1.086,2.187,5.171,CPI_Rural
2021,DRG073,201299.86,113359.87,87939.99,238914.11,0.843,25.4,N,43.79,91.94,7.24,11.14,Y,SHOP-604,2.57,1.432,1.169,0.23,WPI
2022,DRG655,79233.88,46165.85,33068.03,172061.13,1.09,21.39,Y,47.46,70.78,19.04,19.16,Y,SHOP-859,21.92,1.338,1.642,4.197,CPI_Urban
2024,DRG830,157651.51,145592.42,12059.09,222419.81,0.266,14.51,Y,2.68,89.9,5.76,1.86,N,SHOP-933,63.82,0.752,1.402,2.94,WPI
2020,DRG691,64887.76,39161.42,25726.34,157782.54,1.11,6.67,N,75.22,93.2,10.63,6.87,N,SHOP-560,3.43,1.033,1.885,2.333,CPI_Urban
2017,DRG755,176364.71,164576.39,11788.32,244474.98,1.144,22.49,N,32.78,70.49,0.04,10.84,N,SHOP-484,44.37,0.77,1.504,7.078,WPI
2018,DRG621,85999.49,76730.14,9269.35,220073.81,0.727,15.94,N,1.33,98.66,2.39,0.39,N,SHOP-676,95.56,0.629,2.128,2.479,CPI_Rural
2017,DRG077,112642.06,104843.79,7798.27,165454.08,0.404,17.8,Y,58.4,70.64,17.06,1.12,Y,SHOP-500,68.95,1.204,1.684,1.17,CPI_Urban
2018,DRG218,68539.02,58049.01,10490.01,146625.59,0.16,30.1,Y,35.2,73.04,3.63,18.81,Y,SHOP-323,54.6,1.144,1.663,6.624,CPI_Urban
2022,DRG426,179605.68,123598.31,56007.37,364658.8,0.678,32.98,Y,87.27,88.3,13.42,19.37,Y,SHOP-307,86.93,0.521,1.667,1.355,CPI_Urban
2018,DRG931,55550.6,49032.42,6518.18,150279.78,1.001,31.54,Y,85.41,55.35,14.64,17.28,Y,SHOP-286,41.57,1.44,1.459,0.099,CPI_Urban
2021,DRG312,226649.55,209446.03,17203.52,545835.52,1.068,14.01,N,51.98,45.66,18.89,6.61,Y,SHOP-995,15.06,0.597,0.929,0.521,WPI
2022,DRG392,136860.65,133846.87,3013.78,169362.49,0.568,12.28,N,3.75,40.8,2.75,9.85,Y,SHOP-953,56.6,1.253,2.1,1.607,CPI_Rural
2024,DRG995,15704.94,12266.08,3438.86,27531.58,1.074,26.01,Y,29.52,46.42,2.74,0.79,Y,SHOP-767,95.6,0.702,1.765,7.516,CPI_Urban
2019,DRG005,177566.28,150685.5,26880.78,258886.9,0.504,31.92,Y,52.84,62.27,5.19,10.59,N,SHOP-557,32.65,0.606,1.93,1.589,CPI_Urban
2025,DRG597,78670.35,48777.29,29893.06,176834.79,0.454,31.87,Y,45.82,75.97,14.43,22.47,N,SHOP-199,88.3,0.623,1.041,5.631,GDP_Deflator
2023,DRG804,160660.55,123380.97,37279.58,300664.95,0.744,27.3,Y,1.21,80.05,7.04,18.85,N,SHOP-800,85.61,1.187,0.895,3.862,GDP_Deflator
2017,DRG207,120021.09,68686.65,51334.44,234014.49,0.248,31.08,Y,73.08,80.53,12.01,4.8,N,SHOP-665,90.46,1.21,1.934,1.865,CPI_Urban
2022,DRG437,74879.47,46831.92,28047.55,149581.91,0.539,25.04,Y,5.08,98.13,7.27,16.0,N,SHOP-910,13.03,0.822,1.48,7.591,GDP_Deflator
2024,DRG435,84471.89,69471.07,15000.82,109652.42,0.571,19.78,N,50.12,88.33,13.52,18.79,N,SHOP-370,9.73,0.501,2.163,4.326,CPI_Urban
2022,DRG286,191917.35,114916.96,77000.39,442330.61,0.386,5.66,N,66.94,72.94,4.02,8.8,N,SHOP-186,9.67,1.187,1.389,4.74,CPI_Rural
2020,DRG660,131287.43,106467.75,24819.68,144166.25,0.447,21.0,Y,63.6,53.37,2.46,6.88,Y,SHOP-906,58.89,1.256,1.225,2.655,GDP_Deflator
2019,DRG606,228143.77,137902.02,90241.75,260366.61,0.463,29.44,N,15.98,43.29,7.3,22.4,N,SHOP-142,40.24,0.622,1.634,2.583,CPI_Rural
2018,DRG487,38078.81,33718.36,4360.45,80550.72,0.296,0.56,N,6.85,47.03,12.41,15.5,Y,SHOP-806,17.4,1.068,1.782,4.767,CPI_Urban
2016,DRG400,7843.9,4572.64,3271.26,21512.08,0.158,2.26,Y,29.67,43.31,19.96,16.73,N,SHOP-582,52.34,1.058,1.107,1.399,CPI_Rural
2021,DRG829,23600.83,14530.15,9070.68,34489.43,0.288,10.3,N,19.6,67.58,13.49,12.88,N,SHOP-776,73.23,0.508,1.303,5.382,WPI
2022,DRG568,183022.67,115807.74,67214.93,376921.79,1.047,16.43,N,8.11,82.17,0.69,7.58,N,SHOP-734,60.94,1.086,1.908,1.785,GDP_Deflator
2017,DRG787,11571.04,9503.84,2067.2,20794.5,0.633,0.42,Y,17.49,56.01,6.57,19.21,Y,SHOP-225,32.69,0.648,0.854,7.45,CPI_Urban
2024,DRG191,75830.1,53626.61,22203.49,104745.37,0.619,31.83,Y,12.33,98.42,12.76,18.89,Y,SHOP-705,8.72,0.602,0.828,1.738,GDP_Deflator
2018,DRG734,24829.39,14042.69,10786.7,62323.89,0.189,21.11,N,58.25,96.7,2.63,14.62,Y,SHOP-588,75.17,1.177,1.783,6.244,CPI_Urban
2018,DRG672,179634.29,157971.48,21662.81,242294.23,1.12,8.17,N,41.29,85.4,9.14,1.29,Y,SHOP-554,68.93,0.876,1.824,6.242,GDP_Deflator
2021,DRG821,26035.69,15512.16,10523.53,66888.56,0.489,20.82,Y,22.73,41.29,11.11,9.6,N,SHOP-281,90.73,1.185,1.583,4.896,CPI_Urban
2022,DRG606,100556.13,64610.59,35945.54,158903.63,0.527,16.65,N,23.61,39.98,14.62,21.22,N,SHOP-644,27.56,1.011,1.806,7.648,CPI_Urban
2018,DRG342,234587.99,131439.65,103148.34,644222.75,0.517,34.67,N,40.19,55.12,7.6,12.26,N,SHOP-131,33.76,1.22,2.056,2.222,GDP_Deflator
2019,DRG438,43664.92,40594.47,3070.45,121463.35,0.745,34.87,N,6.39,52.81,9.14,19.04,N,SHOP-684,18.58,0.991,1.754,7.245,CPI_Urban
2017,DRG616,146231.69,112228.13,34003.56,164557.64,0.76,27.98,N,81.18,97.08,13.65,17.36,Y,SHOP-101,4.22,0.958,1.147,0.936,GDP_Deflator
2021,DRG373,165414.48,92362.86,73051.62,175703.01,0.904,17.35,Y,31.18,63.33,7.87,13.28,Y,SHOP-683,17.7,0.637,1.589,6.717,CPI_Rural
2021,DRG927,223952.29,206654.84,17297.45,559416.29,0.178,17.01,Y,71.18,63.67,2.33,9.47,Y,SHOP-880,67.47,1.44,1.948,0.776,WPI
2021,DRG773,41607.86,25340.03,16267.83,85406.72,0.465,16.8,N,85.86,68.91,15.46,9.23,N,SHOP-555,68.24,0.616,1.097,7.458,WPI
2025,DRG325,70322.46,50594.71,19727.75,165170.24,0.263,29.65,Y,28.72,85.6,14.93,9.19,N,SHOP-766,28.54,0.717,1.21,5.281,CPI_Urban
2019,DRG084,170262.75,125933.98,44328.77,250496.08,0.397,30.59,N,65.32,97.4,3.87,20.6,Y,SHOP-596,79.55,1.21,0.974,5.459,GDP_Deflator
2019,DRG964,173478.08,126906.86,46571.22,320995.87,0.866,29.66,N,25.82,78.96,1.58,19.45,Y,SHOP-645,21.97,1.485,1.751,4.362,WPI
2018,DRG456,55755.8,31469.85,24285.95,137831.59,1.198,25.68,N,12.98,60.13,8.99,2.48,Y,SHOP-701,43.42,1.417,1.343,3.603,GDP_Deflator
2021,DRG347,19752.13,17471.98,2280.15,54654.12,0.226,22.69,N,62.64,65.07,18.73,21.86,Y,SHOP-877,49.29,1.177,1.662,4.61,CPI_Rural
2021,DRG787,162342.88,112806.2,49536.68,412487.06,0.16,12.21,N,56.41,67.86,13.66,13.26,N,SHOP-113,31.58,1.347,2.055,3.451,CPI_Rural
2019,DRG392,123938.79,70692.53,53246.26,160019.16,1.168,7.73,N,49.48,78.79,16.26,20.14,N,SHOP-137,69.31,0.81,2.142,2.297,GDP_Deflator
2016,DRG841,212812.48,129734.88,83077.6,511755.71,1.049,22.76,Y,16.59,95.75,19.1,4.63,N,SHOP-283,99.83,0.706,1.02,5.267,WPI
2024,DRG348,15351.4,12454.18,2897.22,21760.68,1.053,26.41,N,20.17,97.84,4.41,0.63,Y,SHOP-140,13.18,0.604,1.913,5.171,CPI_Rural
2019,DRG407,163157.81,149701.73,13456.08,337668.12,1.041,31.72,N,83.67,69.44,11.75,12.73,N,SHOP-696,92.9,1.383,0.943,3.464,CPI_Urban
2020,DRG369,58921.46,52220.72,6700.74,133815.68,0.562,9.7,Y,10.47,63.79,13.84,2.34,N,SHOP-985,66.59,1.004,1.714,5.34,WPI
2018,DRG195,161174.62,148801.23,12373.39,451018.06,1.093,3.5,Y,49.84,53.65,11.03,10.06,N,SHOP-133,29.29,1.086,2.048,1.989,WPI
2018,DRG007,193916.9,159972.65,33944.25,501848.12,0.39,23.54,Y,60.48,51.19,1.98,13.38,Y,SHOP-944,9.08,0.645,1.153,3.38,WPI
2021,DRG217,139743.17,134101.32,5641.85,274965.1,0.621,27.52,N,62.18,44.62,19.5,12.12,N,SHOP-934,35.14,0.695,0.87,2.655,WPI
2016,DRG255,11990.32,7513.25,4477.07,22630.19,1.134,21.78,Y,46.2,47.63,3.55,0.07,Y,SHOP-235,8.64,1.441,1.776,3.609,CPI_Rural
2018,DRG482,233951.5,210711.24,23240.26,347149.11,0.299,0.39,Y,13.1,54.74,8.34,5.0,N,SHOP-355,15.65,1.207,1.083,2.356,GDP_Deflator
2022,DRG872,207631.44,165699.59,41931.85,420263.94,0.172,32.19,N,54.88,51.43,4.17,5.49,Y,SHOP-400,14.47,0.996,2.13,7.55,GDP_Deflator
2022,DRG444,11542.49,10747.02,795.47,20396.31,0.516,1.82,Y,28.02,94.67,4.12,18.77,N,SHOP-288,79.33,0.627,1.218,5.656,CPI_Urban
2023,DRG056,182889.32,151775.31,31114.01,491747.29,0.317,13.47,Y,24.89,93.36,4.54,11.66,N,SHOP-759,57.27,0.924,1.321,1.382,CPI_Rural
2017,DRG431,159498.03,134437.86,25060.17,372215.52,0.224,13.71,Y,20.65,57.17,9.18,17.98,N,SHOP-876,13.39,0.653,2.093,7.219,GDP_Deflator
2017,DRG901,52104.64,49194.83,2909.81,120274.26,0.195,5.96,N,10.29,97.7,2.4,2.41,Y,SHOP-444,0.31,0.571,1.766,2.458,CPI_Urban
2024,DRG356,174820.07,107451.97,67368.1,417516.71,0.723,18.08,N,40.92,78.97,16.62,10.96,Y,SHOP-129,86.66,0.629,0.859,7.54,CPI_Urban
2020,DRG069,94127.57,77354.69,16772.88,242729.84,0.212,31.42,N,41.22,77.51,4.12,8.31,Y,SHOP-340,17.87,0.848,2.066,0.197,CPI_Urban
2022,DRG146,135670.84,75247.47,60423.37,245362.63,1.061,33.7,Y,20.84,49.0,14.52,16.84,Y,SHOP-464,25.36,0.563,0.943,1.129,CPI_Urban
2023,DRG817,127357.52,101153.8,26203.72,296572.26,1.133,27.21,Y,62.87,45.89,8.29,18.34,N,SHOP-600,96.81,1.177,1.963,6.656,WPI
2023,DRG031,34357.86,21858.24,12499.62,54287.31,0.492,13.36,Y,16.21,41.39,10.41,23.13,Y,SHOP-577,48.27,0.535,0.866,1.83,WPI
2017,DRG134,107928.12,95284.57,12643.55,301091.59,1.149,7.2,N,50.74,83.73,10.23,12.01,Y,SHOP-120,90.05,0.748,1.591,4.932,WPI
2021,DRG647,217840.0,152709.93,65130.07,410735.98,0.946,3.58,Y,33.63,90.56,15.15,24.33,N,SHOP-413,17.37,0.992,1.038,3.44,CPI_Urban
2022,DRG555,49022.11,46428.47,2593.64,93124.26,0.346,3.21,N,54.37,45.32,1.84,22.19,N,SHOP-807,12.4,0.8,1.466,7.594,WPI
2024,DRG900,122155.55,75385.62,46769.93,325882.86,0.499,20.53,N,84.23,86.47,13.54,2.29,Y,SHOP-351,24.7,0.943,1.048,6.577,CPI_Urban
2017,DRG056,27167.13,20627.48,6539.65,47464.71,0.331,9.7,Y,27.99,71.58,0.62,10.79,N,SHOP-997,14.66,0.754,2.005,6.373,GDP_Deflator
2022,DRG224,110965.65,76093.36,34872.29,203236.25,1.181,26.7,Y,47.56,84.74,11.77,7.15,Y,SHOP-498,22.52,1.143,2.16,7.642,CPI_Urban
2024,DRG188,204658.74,128852.49,75806.25,222776.0,0.159,2.22,N,2.86,86.99,19.74,24.54,Y,SHOP-496,83.08,1.083,1.712,4.193,CPI_Rural
2024,DRG761,237070.01,182251.26,54818.75,319641.47,0.318,10.16,Y,17.64,52.76,12.81,3.13,N,SHOP-449,0.6,0.833,1.43,1.835,WPI
2018,DRG257,115608.64,101633.77,13974.87,123345.28,0.241,27.95,Y,58.29,67.4,19.13,11.3,N,SHOP-601,26.96,0.816,2.134,7.841,WPI
2019,DRG234,220579.79,165671.07,54908.72,384647.08,0.886,26.83,N,38.84,80.03,1.25,17.22,Y,SHOP-832,44.54,1.128,1.107,6.14,WPI
2024,DRG373,99603.58,90845.52,8758.06,240085.42,0.944,6.63,Y,73.81,57.43,17.97,9.85,Y,SHOP-381,56.71,0.836,1.351,7.189,CPI_Rural
2018,DRG628,164234.57,125689.35,38545.22,319969.7,0.252,21.39,N,79.91,62.12,10.58,17.4,N,SHOP-937,5.99,1.241,1.194,3.917,WPI
2019,DRG131,218651.41,194844.94,23806.47,475641.51,0.969,31.66,Y,76.72,62.59,10.68,17.7,Y,SHOP-238,3.65,0.597,1.346,1.106,CPI_Rural
2024,DRG739,68636.66,56356.0,12280.66,154596.56,0.789,30.4,N,23.89,41.49,17.31,3.81,N,SHOP-944,97.32,1.141,1.465,5.58,CPI_Rural
2023,DRG514,128394.97,120294.64,8100.33,230862.07,0.94,27.14,N,71.92,51.57,9.37,0.06,N,SHOP-454,79.89,0.641,0.956,3.327,GDP_Deflator
2020,DRG063,24322.0,19624.57,4697.43,55011.85,1.195,8.98,N,9.06,70.88,1.53,24.23,Y,SHOP-196,13.28,0.808,1.763,2.297,WPI
2018,DRG866,186002.74,179633.2,6369.54,508183.95,0.863,22.33,N,48.84,87.39,4.58,15.52,N,SHOP-962,32.35,0.973,1.255,0.55,CPI_Rural
2019,DRG163,204458.74,130912.75,73545.99,311372.57,0.861,24.37,N,7.5,41.38,6.12,12.12,Y,SHOP-410,11.05,1.246,1.836,4.554,WPI
2024,DRG437,109958.25,97124.63,12833.62,253703.81,0.261,31.9,Y,45.83,36.42,16.23,21.49,Y,SHOP-515,8.7,1.474,1.354,6.123,WPI
2024,DRG113,211227.6,149772.28,61455.32,501695.71,0.667,7.0,Y,16.67,41.63,13.7,14.99,Y,SHOP-833,90.94,1.02,0.99,2.128,CPI_Urban
2019,DRG417,10143.29,5677.55,4465.74,11874.25,0.716,6.72,N,49.74,67.76,11.44,22.18,Y,SHOP-726,60.86,1.221,0.859,6.842,GDP_Deflator
2021,DRG425,73723.2,64253.39,9469.81,104003.47,1.16,14.14,N,63.2,45.63,12.79,12.47,N,SHOP-584,12.41,1.318,2.153,4.712,GDP_Deflator
2017,DRG663,100514.7,81827.01,18687.69,163021.88,0.799,3.14,N,56.41,40.55,1.11,21.06,N,SHOP-368,70.35,0.514,1.424,2.513,CPI_Urban
2022,DRG958,194030.12,179082.78,14947.34,370078.79,0.255,27.65,N,14.69,51.3,13.06,4.89,Y,SHOP-332,18.91,0.845,1.1,4.734,GDP_Deflator
2025,DRG964,154220.66,93425.32,60795.34,177392.13,0.174,11.26,Y,27.12,88.92,10.96,15.77,N,SHOP-163,82.09,0.675,1.994,0.262,WPI
2017,DRG681,243717.52,207703.33,36014.19,426771.37,0.709,6.32,Y,78.89,39.91,14.21,3.81,N,SHOP-923,9.75,1.386,1.097,2.936,CPI_Rural
2019,DRG375,219849.36,203382.23,16467.13,432463.8,0.32,25.5,N,84.38,40.0,11.72,1.7,N,SHOP-623,84.24,0.675,1.223,7.751,CPI_Urban
2018,DRG732,9453.48,7616.18,1837.3,17189.78,0.407,13.52,N,86.0,57.03,17.72,11.84,Y,SHOP-325,32.61,1.394,1.56,2.796,CPI_Urban
2022,DRG051,99028.25,74780.7,24247.55,118581.88,0.703,21.96,Y,46.44,93.53,14.88,7.98,Y,SHOP-739,34.89,1.011,1.447,7.006,CPI_Rural
2022,DRG890,71466.17,49519.06,21947.11,159890.75,0.331,29.47,N,86.8,69.21,18.65,0.33,Y,SHOP-285,31.66,0.856,2.07,1.174,CPI_Urban
2017,DRG864,27029.97,18220.74,8809.23,44531.54,0.186,17.2,N,41.35,37.37,19.99,6.55,N,SHOP-387,57.56,0.779,2.123,2.432,CPI_Rural
2016,DRG632,80465.42,62012.05,18453.37,213864.88,0.18,11.71,Y,79.09,66.01,0.99,8.34,Y,SHOP-833,37.38,0.772,1.564,5.824,GDP_Deflator
2025,DRG403,241746.76,204156.85,37589.91,658910.94,0.394,16.47,Y,14.19,58.64,3.39,13.34,Y,SHOP-842,36.73,0.788,1.237,0.171,CPI_Urban
2022,DRG094,97569.24,56852.72,40716.52,137705.59,1.082,18.18,Y,9.79,35.43,6.09,19.89,Y,SHOP-859,70.17,0.758,1.533,2.952,GDP_Deflator
2016,DRG902,87439.97,51890.27,35549.7,118408.41,1.192,12.72,Y,37.97,63.6,10.4,10.12,N,SHOP-749,61.0,0.615,1.576,0.461,CPI_Urban
2022,DRG742,78471.09,47040.54,31430.55,180112.21,0.826,12.64,Y,22.94,57.94,1.39,12.36,Y,SHOP-930,14.7,1.127,1.856,1.551,CPI_Urban
2016,DRG817,136279.25,87869.45,48409.8,368504.48,0.94,9.76,Y,5.81,57.05,8.27,10.93,Y,SHOP-966,95.81,1.479,1.267,4.032,WPI
2024,DRG553,1320.71,910.67,410.04,1911.8,0.699,16.6,Y,44.06,94.53,11.08,6.67,Y,SHOP-218,79.47,1.022,1.227,7.958,WPI
2025,DRG585,186122.44,175712.6,10409.84,300341.3,0.628,10.5,Y,12.78,93.04,2.72,18.55,Y,SHOP-679,62.04,0.521,1.332,7.45,CPI_Rural
2020,DRG632,27026.94,23677.95,3348.99,70449.49,0.285,14.19,N,13.34,67.15,1.7,21.71,Y,SHOP-879,4.59,0.734,1.031,7.144,GDP_Deflator
2019,DRG524,230771.73,156302.61,74469.12,494739.56,0.355,17.16,Y,15.42,52.62,3.19,14.78,N,SHOP-217,70.51,0.688,0.837,7.431,WPI
2016,DRG044,133604.3,116058.56,17545.74,318627.55,0.195,31.62,N,22.76,91.3,7.39,20.41,N,SHOP-265,56.31,1.177,1.296,3.941,WPI
2019,DRG505,97054.89,60072.9,36981.99,235764.18,0.997,18.04,N,68.47,83.89,7.22,8.18,Y,SHOP-865,73.62,0.754,1.216,5.224,GDP_Deflator
2019,DRG317,4886.99,4585.32,301.67,8165.95,0.629,15.98,N,12.36,46.26,17.02,2.51,Y,SHOP-751,72.44,1.122,0.946,7.197,CPI_Urban
2018,DRG931,135180.95,112865.77,22315.18,185313.54,1.002,33.66,Y,41.76,67.5,9.04,21.8,Y,SHOP-190,81.35,0.721,1.157,1.981,WPI
2017,DRG881,13305.62,10809.57,2496.05,20051.76,0.361,33.69,Y,81.68,65.34,11.86,4.15,N,SHOP-821,90.31,1.008,1.971,2.95,CPI_Rural
2021,DRG415,217670.6,165542.82,52127.78,602156.57,1.014,21.75,Y,26.04,61.08,6.6,10.86,N,SHOP-467,77.3,1.195,2.163,1.149,WPI
2021,DRG838,16284.03,15586.02,698.01,39493.41,1.11,2.05,N,66.72,71.2,16.63,8.74,N,SHOP-916,48.83,1.297,2.059,2.391,WPI
2021,DRG901,200567.19,132442.11,68125.08,504901.8,0.829,3.58,Y,50.5,87.84,5.39,6.94,N,SHOP-130,90.56,0.544,0.835,1.372,CPI_Urban
2017,DRG698,71610.61,56134.23,15476.38,129504.31,0.917,13.38,Y,82.4,81.05,16.66,12.17,N,SHOP-832,9.73,0.811,1.205,7.948,CPI_Rural
2020,DRG312,43469.11,34768.71,8700.4,80044.12,0.316,6.59,Y,22.13,35.85,8.27,5.02,Y,SHOP-482,29.9,1.5,1.086,7.153,CPI_Rural
2021,DRG420,233850.03,141044.27,92805.76,508492.25,0.481,28.04,Y,7.35,43.95,13.31,3.99,Y,SHOP-786,69.16,0.958,1.658,5.728,GDP_Deflator
2020,DRG300,196127.88,168541.72,27586.16,388407.06,0.233,33.99,N,27.52,86.59,1.91,20.17,Y,SHOP-167,43.88,1.464,1.116,6.261,GDP_Deflator
2022,DRG842,220452.85,193896.98,26555.87,420250.66,1.03,10.78,N,39.79,79.76,18.04,6.31,Y,SHOP-138,62.05,0.653,1.805,0.294,CPI_Rural
2019,DRG557,74125.64,72603.85,1521.79,122341.89,0.196,26.81,Y,54.68,44.84,3.49,14.3,Y,SHOP-428,95.14,1.468,1.698,6.031,WPI
2023,DRG758,32423.97,19313.91,13110.06,59255.08,0.607,2.99,N,88.4,65.92,9.9,16.12,Y,SHOP-733,16.21,1.096,2.06,2.244,GDP_Deflator
2019,DRG557,218170.77,172349.09,45821.68,504142.05,0.85,32.64,Y,48.51,87.91,9.82,19.21,N,SHOP-938,95.26,0.719,2.116,5.387,WPI
2017,DRG807,119411.26,73281.73,46129.53,192248.01,1.192,8.41,N,50.14,87.2,15.91,1.13,Y,SHOP-450,44.64,0.806,1.86,5.654,CPI_Urban
2023,DRG400,58606.45,41042.39,17564.06,144467.03,0.537,31.41,Y,81.15,87.81,10.12,13.71,N,SHOP-476,4.99,0.738,1.03,2.429,CPI_Rural
2025,DRG029,175651.42,101262.3,74389.12,245769.39,0.443,16.8,Y,76.15,92.07,13.72,9.38,Y,SHOP-794,69.07,1.036,1.955,3.11,CPI_Rural
2019,DRG483,30626.59,27137.19,3489.4,34559.72,0.575,11.4,Y,27.7,67.4,6.12,9.83,N,SHOP-956,1.17,1.006,1.094,7.132,WPI
2021,DRG731,107519.92,76833.96,30685.96,218326.37,0.351,4.77,Y,22.88,58.86,17.81,1.41,N,SHOP-166,61.56,1.079,0.804,2.52,CPI_Urban
2023,DRG702,179120.22,119279.28,59840.94,463831.11,1.078,34.44,Y,28.13,82.37,3.29,17.67,N,SHOP-355,3.55,0.969,1.259,4.262,WPI
2020,DRG400,8362.73,6124.32,2238.41,18300.56,1.188,5.95,N,85.1,51.34,16.25,20.82,N,SHOP-823,21.88,1.22,1.304,4.297,CPI_Rural
2022,DRG717,130663.25,103257.46,27405.79,348258.93,1.1,21.43,N,63.92,43.66,16.43,19.96,N,SHOP-354,96.0,1.297,2.165,0.365,CPI_Urban
2017,DRG496,28337.09,26604.23,1732.86,38904.68,0.491,10.48,Y,59.09,73.91,1.68,17.36,N,SHOP-401,11.58,0.943,1.1,6.741,CPI_Urban
2022,DRG642,97174.23,80523.02,16651.21,104425.25,1.055,26.03,N,26.1,39.3,17.61,23.32,Y,SHOP-146,90.07,1.484,1.072,4.439,GDP_Deflator
2023,DRG421,245672.46,232783.76,12888.7,565590.64,0.3,4.96,Y,40.36,90.67,2.54,17.3,N,SHOP-834,95.6,1.123,1.604,3.19,CPI_Rural
2024,DRG374,112106.61,98249.97,13856.64,221526.38,0.322,2.61,N,67.12,90.46,12.08,1.2,N,SHOP-879,85.0,1.439,1.891,7.137,GDP_Deflator
2023,DRG299,210369.03,177528.81,32840.22,447099.7,0.505,29.61,N,59.55,82.65,17.97,10.33,N,SHOP-580,21.61,0.56,1.984,3.372,CPI_Rural
