econ_leading_indicator_date,econ_leading_indicator_name_code,econ_leading_composite_index_value,econ_leading_diffusion_index_value,econ_leading_yield_curve_spread_bps,econ_leading_initial_claims_level,econ_leading_new_orders_index,econ_leading_consumer_expectations_index,econ_leading_building_permits_level,econ_leading_stock_market_index_level,econ_leading_credit_spread_bps,econ_leading_money_supply_growth_pct,econ_leading_manufacturing_hours_index,econ_leading_vendor_delivery_times_index,econ_leading_inventory_to_sales_ratio,econ_leading_recession_signal_flag,econ_leading_signal_threshold_used,econ_leading_lag_months_assumed,econ_leading_nowcast_gdp_growth_pct,econ_leading_model_version_tag
2021-07-25,LEI,106.549,39.409,-232,323401,36.39,100.26,796909,5125.48,264,11.13,107.76,56.44,1.597,0,95.63,11,3.0,v1_0
2021-07-26,PERMITS,104.596,44.651,-103,496289,64.41,56.62,918631,2083.88,370,9.08,106.21,39.36,1.127,0,92.16,1,2.32,v1_0
2021-07-27,YIELD_CURVE,86.462,60.925,-151,478298,52.01,83.07,872921,2809.84,160,-0.09,84.77,52.41,1.413,1,95.79,12,4.34,v2_1
2021-07-28,LEI,107.344,50.101,220,450558,43.86,95.81,1315544,2746.56,258,2.98,114.31,54.28,1.147,0,96.36,7,-0.07,v2_1
2021-07-29,EQUITIES,95.537,37.765,-76,432358,60.93,80.95,1402891,4967.69,299,-4.56,93.69,60.95,1.442,0,93.77,11,4.35,v1_1
2021-07-30,PERMITS,106.802,61.016,-36,180551,39.0,106.81,761540,4841.42,119,1.49,98.67,62.33,1.162,0,94.69,6,2.8,v1_1
2021-07-31,CREDIT,103.114,47.189,176,356532,40.3,82.87,1696655,4307.88,394,2.73,98.03,44.17,1.557,0,95.5,11,0.48,v2_0
2021-08-01,PMI_NEW_ORDERS,89.254,51.342,-73,502409,64.24,90.53,1507642,5148.81,392,-2.08,76.74,52.44,1.347,1,94.5,3,2.26,v2_1
2021-08-02,PMI_NEW_ORDERS,106.639,36.81,-130,215023,39.91,69.77,932732,5498.84,125,10.84,101.88,36.48,1.595,0,98.36,12,1.51,v1_1
2021-08-03,CREDIT,92.994,43.353,-190,198929,35.72,78.92,710681,3513.63,302,1.93,89.84,53.02,1.664,1,92.31,12,1.39,v2_1
2021-08-04,CLAIMS,93.972,61.993,281,507509,51.65,80.67,1266267,5452.72,116,10.22,96.63,56.16,1.191,1,93.96,8,-0.28,v2_1
2021-08-05,ECI,94.366,58.519,137,193084,57.97,108.79,1256545,3342.35,386,6.69,107.54,45.19,1.251,1,98.52,4,2.16,v2_1
2021-08-06,PMI_NEW_ORDERS,106.711,50.635,307,499994,37.71,92.25,1684158,5923.24,235,7.1,113.22,35.55,1.258,0,95.96,2,1.14,v1_2
2021-08-07,PMI_NEW_ORDERS,125.066,35.594,-88,365990,47.72,86.93,1491533,5280.33,174,6.43,85.89,50.52,1.649,0,92.28,5,-0.73,v2_0
2021-08-08,M2,106.574,62.348,25,163185,36.41,69.61,1668976,4416.87,129,9.67,80.11,54.44,1.389,0,97.83,10,1.83,v1_2
2021-08-09,EQUITIES,125.837,45.737,-7,483894,59.79,57.23,1337119,5455.87,92,-2.0,88.47,59.64,1.278,0,92.65,6,-2.24,v1_1
2021-08-10,M2,91.305,37.387,-248,426580,36.42,69.75,724689,3709.21,164,0.56,112.25,40.91,1.266,1,93.99,12,2.39,v1_2
2021-08-11,LEI,86.306,62.487,102,389108,47.86,96.97,1712650,5477.77,395,3.4,75.71,43.95,1.543,1,94.99,11,3.1,v1_2
2021-08-12,YIELD_CURVE,112.859,50.218,75,314909,55.07,79.92,1776572,2571.98,197,0.24,97.26,40.24,1.487,0,95.86,8,1.29,v1_2
2021-08-13,PMI_NEW_ORDERS,104.751,39.492,141,220847,43.1,101.96,1360903,3735.15,148,-1.92,98.81,59.63,1.338,0,98.6,5,3.09,v1_2
2021-08-14,M2,88.733,46.099,104,385585,46.08,86.15,1014872,5085.28,401,9.43,86.51,49.79,1.563,1,94.24,11,3.31,v1_1
2021-08-15,PERMITS,104.795,57.92,-143,494376,38.89,78.26,773286,4518.56,172,0.41,104.9,50.02,1.363,0,98.03,5,1.94,v1_0
2021-08-16,M2,129.859,48.198,205,237444,47.44,90.37,881125,4767.94,160,-3.84,103.96,43.58,1.599,0,98.03,8,8.05,v1_1
2021-08-17,CREDIT,105.24,38.711,-173,165818,37.32,86.92,1003605,2404.84,270,6.69,96.65,42.61,1.64,0,93.09,12,1.07,v1_2
2021-08-18,LEI,96.26,64.478,332,276657,43.43,66.79,1601004,2393.92,401,5.83,106.36,64.95,1.685,0,93.12,12,3.4,v2_1
2021-08-19,M2,112.941,56.488,262,158072,58.13,108.68,854241,2347.86,337,1.78,87.53,44.1,1.177,0,98.69,9,-1.51,v2_0
2021-08-20,ECI,89.741,54.255,-126,383945,36.48,67.4,961662,4992.1,194,4.2,100.75,41.15,1.422,1,97.55,9,2.23,v1_2
2021-08-21,CREDIT,85.172,41.33,280,219899,55.21,76.86,844745,3676.44,127,-1.77,105.35,46.43,1.579,1,98.1,12,1.03,v1_1
2021-08-22,YIELD_CURVE,125.515,49.911,-116,278796,53.04,102.97,899276,2045.98,197,4.89,91.95,52.58,1.169,0,93.22,7,-0.42,v2_1
2021-08-23,CLAIMS,92.234,56.997,-171,484998,41.78,63.36,1263221,3685.51,389,5.88,86.46,46.47,1.321,1,96.56,6,1.74,v1_2
2021-08-24,EQUITIES,112.651,56.21,191,413353,38.56,70.81,1058621,2255.19,153,3.53,95.89,36.35,1.506,0,92.61,8,1.72,v1_2
2021-08-25,PMI_NEW_ORDERS,86.139,58.927,299,179939,63.94,73.57,1250403,4806.69,284,8.63,101.85,54.06,1.239,1,92.27,11,3.32,v2_0
2021-08-26,CLAIMS,119.842,42.251,-135,178262,36.6,66.48,870505,4136.18,184,6.07,100.24,58.73,1.169,0,97.97,5,1.8,v1_1
2021-08-27,CLAIMS,109.356,56.995,65,333113,50.54,74.4,1154749,3305.15,419,3.57,96.86,57.97,1.642,0,94.28,3,0.2,v1_2
2021-08-28,ECI,114.904,36.102,345,380424,59.24,89.81,1574763,3751.63,297,-0.71,99.62,41.3,1.145,0,98.33,5,4.01,v1_1
2021-08-29,LEI,120.383,54.307,-29,540225,41.33,87.83,794857,3229.0,249,2.07,114.55,58.28,1.262,0,94.6,1,0.99,v1_1
2021-08-30,PMI_NEW_ORDERS,97.091,45.752,336,330166,56.7,108.17,1323140,5197.73,276,4.49,76.18,35.0,1.132,0,96.99,5,3.36,v1_1
2021-08-31,EQUITIES,121.675,58.049,345,182269,62.85,94.1,1215531,5772.46,98,4.46,89.14,35.88,1.392,0,97.34,4,3.29,v2_0
2021-09-01,ECI,97.097,55.301,252,442472,56.86,73.4,1558327,3814.77,182,3.84,114.25,50.92,1.223,0,96.21,6,5.88,v1_0
2021-09-02,PMI_NEW_ORDERS,127.262,38.341,97,447705,43.27,91.7,1331325,1923.26,87,2.94,79.24,42.33,1.355,0,94.28,6,3.88,v2_1
2021-09-03,CLAIMS,115.359,56.475,123,278199,43.18,66.16,1501341,2878.55,165,-0.48,112.39,52.78,1.303,0,96.12,5,-3.46,v1_1
2021-09-04,ECI,104.072,37.047,333,371630,54.59,74.38,1761575,5235.83,189,2.41,84.52,56.45,1.447,0,95.3,8,2.67,v1_2
2021-09-05,PERMITS,97.415,50.309,302,524786,49.1,96.68,1141073,4284.92,129,9.51,82.24,50.73,1.679,0,93.74,7,-4.0,v2_0
2021-09-06,ECI,102.3,57.317,106,233405,44.87,99.91,933089,5022.51,255,2.58,78.23,52.48,1.588,0,93.09,1,6.27,v1_1
2021-09-07,LEI,113.064,61.561,256,462810,63.8,70.08,1297015,5303.77,120,0.06,82.26,60.42,1.69,0,98.46,6,2.18,v1_0
2021-09-08,CREDIT,85.311,40.245,-191,304514,45.61,90.41,979251,2043.0,121,8.57,98.34,42.32,1.562,1,94.18,6,3.85,v1_2
2021-09-09,CREDIT,118.145,56.168,75,215212,62.24,61.73,1139750,3616.96,349,4.07,82.56,55.31,1.683,0,98.47,1,1.77,v1_1
2021-09-10,EQUITIES,124.999,51.416,-16,219969,43.36,58.74,782275,4511.59,287,0.62,89.52,61.47,1.364,0,98.11,7,3.47,v2_1
2021-09-11,EQUITIES,108.537,36.018,-182,491199,49.04,106.87,1471154,2458.97,414,0.75,77.23,63.76,1.355,0,97.97,10,-0.04,v1_0
2021-09-12,LEI,112.379,58.101,252,443807,38.84,89.1,1815818,3436.8,232,0.9,79.76,51.1,1.376,0,93.56,5,2.17,v2_1
2021-09-13,CLAIMS,92.937,39.656,-132,278654,49.85,70.32,1253312,1887.31,218,-0.07,108.35,55.8,1.218,1,96.66,9,2.01,v1_1
2021-09-14,LEI,99.177,63.595,52,364223,52.0,82.68,1330716,2729.15,361,3.84,85.87,59.06,1.414,0,92.72,5,6.64,v1_0
2021-09-15,M2,126.648,44.344,-108,219597,37.25,74.61,1707475,1979.59,330,12.24,108.43,48.84,1.446,0,93.49,3,2.6,v1_0
2021-09-16,PMI_NEW_ORDERS,96.364,38.244,196,541162,42.94,100.33,1607050,4409.47,186,0.32,81.98,59.9,1.208,0,92.63,8,4.23,v1_0
2021-09-17,M2,110.247,35.571,-246,457496,57.42,69.64,757690,1910.92,354,5.51,104.85,49.96,1.526,0,95.24,2,1.92,v1_0
2021-09-18,PMI_NEW_ORDERS,96.147,51.991,24,396860,63.92,55.92,1113224,5157.43,347,-1.86,75.37,50.53,1.292,0,98.88,12,3.32,v2_1
2021-09-19,PMI_NEW_ORDERS,120.801,50.882,-208,298754,41.37,70.07,807504,5188.21,115,-2.73,94.57,53.43,1.351,0,92.16,6,4.69,v1_2
2021-09-20,PERMITS,98.333,48.737,194,353215,44.82,67.06,1633968,4885.61,139,-6.6,112.94,59.51,1.219,0,92.77,9,3.22,v2_0
2021-09-21,CREDIT,101.583,60.379,20,402480,60.73,68.67,791608,4440.31,77,-7.48,99.61,47.55,1.697,0,97.17,8,2.31,v1_2
2021-09-22,CLAIMS,118.15,59.929,179,534410,56.97,55.38,746163,3356.02,123,0.75,95.11,63.5,1.52,0,94.11,3,1.69,v1_2
2021-09-23,CREDIT,106.213,35.413,-201,177768,39.94,69.58,1795670,4106.72,112,9.75,98.63,38.19,1.166,0,98.95,5,0.83,v1_2
2021-09-24,CLAIMS,89.619,44.255,-147,420120,56.83,84.45,1439706,4481.42,138,3.96,100.59,48.03,1.591,1,95.37,2,3.98,v1_1
2021-09-25,CLAIMS,118.361,58.675,121,494966,36.2,106.48,1094124,4591.64,304,1.64,86.75,62.2,1.584,0,95.5,6,3.17,v1_0
2021-09-26,LEI,93.153,55.099,-80,289960,35.87,101.58,1219438,3822.2,92,7.11,98.44,38.73,1.218,1,92.98,9,0.16,v1_2
2021-09-27,M2,89.947,63.489,100,481311,50.07,88.5,882445,1933.31,253,6.31,100.65,54.98,1.184,1,93.41,9,2.9,v1_0
2021-09-28,EQUITIES,109.492,38.964,84,232945,64.31,58.39,1534190,3326.75,342,6.49,96.65,60.63,1.401,0,97.37,4,4.02,v2_1
2021-09-29,EQUITIES,120.35,46.972,-22,463828,39.09,92.62,1815376,4755.49,266,2.29,100.57,58.13,1.44,0,97.07,10,-0.84,v2_1
2021-09-30,CREDIT,113.838,41.622,291,166390,45.5,61.95,1467005,1919.65,131,-3.78,90.44,58.28,1.482,0,96.69,2,0.69,v2_1
2021-10-01,M2,92.411,37.319,282,291525,40.17,108.6,1307760,5196.56,329,3.41,79.62,41.44,1.658,1,93.49,1,-2.56,v2_1
2021-10-02,PMI_NEW_ORDERS,85.094,64.308,-122,155339,60.5,103.76,1838012,3929.24,189,3.14,75.7,44.61,1.637,1,95.93,8,-0.68,v1_2
2021-10-03,CLAIMS,123.526,50.124,242,542475,52.34,74.12,1388360,3844.46,365,1.05,101.24,63.28,1.267,0,92.46,2,0.93,v1_0
2021-10-04,LEI,107.662,58.123,0,331864,62.2,57.21,972521,3101.73,277,0.22,103.56,56.32,1.318,0,92.37,2,1.94,v2_1
2021-10-05,EQUITIES,109.267,51.463,-112,471196,57.86,85.93,1311100,2598.1,326,9.54,110.99,64.46,1.284,0,96.75,1,1.99,v2_0
2021-10-06,M2,100.136,49.318,180,358370,53.43,98.03,860750,4888.37,184,0.07,105.08,41.32,1.208,0,96.24,10,2.65,v1_2
2021-10-07,LEI,107.12,44.423,281,389592,43.2,72.93,1770855,1918.23,384,3.45,84.73,64.24,1.193,0,97.95,11,1.74,v2_0
2021-10-08,M2,109.118,45.494,130,451332,48.83,74.17,1137607,2602.8,276,6.88,113.38,43.3,1.449,0,93.77,2,-0.35,v1_2
2021-10-09,YIELD_CURVE,128.884,53.091,71,300094,37.02,65.26,1426220,2900.41,53,4.99,93.71,49.23,1.531,0,92.44,2,2.81,v1_1
2021-10-10,ECI,95.599,54.694,-245,381681,37.01,59.17,889652,5223.45,136,-5.95,84.22,45.9,1.424,0,93.76,9,-0.09,v1_2
2021-10-11,CLAIMS,116.069,40.449,240,265860,64.07,76.3,1145548,2133.51,360,-2.73,76.61,39.83,1.251,0,92.1,7,2.99,v1_0
2021-10-12,YIELD_CURVE,120.83,60.596,47,519084,38.29,79.84,1855944,3305.0,373,1.71,88.81,46.89,1.401,0,92.03,12,5.97,v1_1
2021-10-13,CREDIT,113.254,57.648,330,281591,48.83,89.78,1554277,2785.69,409,2.21,85.43,38.36,1.56,0,94.18,8,-1.76,v1_1
2021-10-14,PMI_NEW_ORDERS,125.177,63.642,7,331283,51.04,86.49,889658,5342.22,350,5.62,114.57,49.43,1.129,0,93.91,4,2.04,v1_2
2021-10-15,M2,127.353,50.04,-214,425099,53.58,60.44,1667481,2086.61,259,7.55,88.41,56.64,1.358,0,96.57,2,2.98,v2_1
2021-10-16,LEI,107.186,39.502,148,226481,39.1,60.83,776114,3140.16,63,1.29,104.65,37.75,1.294,0,98.89,11,1.22,v2_0
2021-10-17,PERMITS,90.24,45.567,-99,292090,63.71,101.5,992452,3363.69,197,2.79,95.31,57.83,1.366,1,94.76,6,1.56,v2_0
2021-10-18,ECI,101.175,57.814,294,428016,53.41,55.39,1210632,2372.99,163,4.27,88.8,45.16,1.34,0,95.33,9,1.53,v1_2
2021-10-19,LEI,90.966,54.33,227,390137,58.73,102.16,1619606,3200.06,376,4.47,89.74,40.93,1.667,1,94.55,1,1.55,v1_1
2021-10-20,PERMITS,97.094,38.52,-120,284020,36.19,57.13,1601993,3625.67,281,0.81,90.81,42.81,1.476,0,92.17,8,5.34,v1_1
2021-10-21,EQUITIES,121.627,45.679,332,541919,46.22,97.23,1005459,5059.51,62,1.86,101.73,40.18,1.428,0,92.32,2,3.93,v1_1
2021-10-22,PERMITS,87.29,42.895,102,168565,59.66,62.01,947644,3933.55,256,6.65,89.66,48.82,1.128,1,92.11,8,2.42,v2_1
2021-10-23,M2,101.106,48.921,68,176429,64.93,88.45,1879679,4730.32,281,8.93,99.29,43.24,1.458,0,96.35,1,0.69,v1_2
2021-10-24,M2,85.917,38.037,-54,304580,46.68,69.83,728460,5499.77,84,1.6,89.86,48.8,1.513,1,94.16,2,0.55,v2_0
2021-10-25,M2,117.889,64.188,-234,537810,46.63,76.41,1764113,4848.77,323,4.25,105.6,57.3,1.258,0,97.63,8,1.32,v1_2
2021-10-26,M2,105.524,41.945,79,191745,40.24,71.09,1245419,5979.5,191,6.13,91.35,61.27,1.428,0,98.76,4,2.22,v1_0
2021-10-27,LEI,96.776,54.553,-21,181881,59.46,80.68,1234302,5895.03,244,1.2,98.41,40.02,1.527,0,92.57,5,2.31,v1_2
2021-10-28,CREDIT,114.026,41.759,88,421022,56.8,55.59,965001,2301.32,173,2.4,79.04,62.84,1.295,0,92.9,8,-1.43,v2_1
2021-10-29,CREDIT,106.358,35.277,172,328245,58.81,65.8,957605,5708.93,131,-0.76,88.51,60.5,1.539,0,94.29,11,0.21,v2_0
2021-10-30,EQUITIES,97.455,64.821,37,172528,54.36,57.93,1666048,4460.08,251,-1.31,107.57,54.32,1.517,0,92.42,1,1.09,v1_0
2021-10-31,PERMITS,102.153,41.329,213,377707,49.08,62.84,943141,5107.44,350,4.24,108.69,54.56,1.173,0,94.51,4,3.24,v2_0
2021-11-01,YIELD_CURVE,109.229,42.128,176,461711,58.4,72.86,1536225,2633.16,106,4.25,105.95,46.68,1.154,0,96.51,1,2.39,v2_1
2021-11-02,PMI_NEW_ORDERS,125.92,38.282,-178,543415,60.29,90.59,1524918,5006.37,139,4.61,80.25,47.83,1.168,0,95.52,12,4.71,v2_0
2021-11-03,EQUITIES,125.719,36.432,-242,464789,53.14,108.76,844793,4200.71,245,4.58,92.83,51.9,1.374,0,93.06,12,4.6,v1_1
2021-11-04,PERMITS,117.633,44.393,19,349068,40.19,75.66,1869295,5925.22,288,4.25,85.43,61.97,1.658,0,94.74,3,-1.38,v1_1
2021-11-05,PMI_NEW_ORDERS,99.475,58.735,-176,461384,40.97,77.01,1563467,2286.57,169,0.45,109.32,49.17,1.358,0,95.73,10,-1.64,v1_2
2021-11-06,ECI,94.04,51.533,149,289483,54.55,104.84,1618858,3189.34,283,0.02,88.89,61.32,1.155,1,92.86,11,2.69,v1_2
2021-11-07,YIELD_CURVE,91.08,42.803,341,519079,45.58,79.55,1701087,1855.36,345,-3.73,96.95,44.14,1.575,1,93.3,4,-1.3,v2_1
2021-11-08,CLAIMS,89.887,60.607,244,166777,51.55,77.38,1217719,5125.04,108,4.79,105.41,47.59,1.117,1,94.56,1,-0.19,v2_0
2021-11-09,PERMITS,97.264,43.042,-176,156273,44.64,102.19,1525311,2966.36,191,1.3,96.63,37.87,1.548,0,97.72,4,2.83,v1_0
2021-11-10,ECI,105.166,39.941,188,521546,40.37,75.07,879971,3447.84,115,6.77,86.09,42.16,1.639,0,92.39,2,1.48,v1_1
2021-11-11,CLAIMS,128.592,54.183,-243,176181,52.92,109.69,1092262,4384.04,142,0.54,93.28,48.52,1.59,0,98.12,4,5.16,v2_0
2021-11-12,LEI,87.644,45.484,299,322526,53.0,62.97,1837556,2683.86,299,0.84,89.44,36.51,1.115,1,93.55,12,-1.54,v1_2
2021-11-13,PMI_NEW_ORDERS,96.186,41.214,96,248140,51.75,78.78,1414073,5810.64,254,-3.6,102.62,43.43,1.592,0,98.41,5,2.09,v2_1
2021-11-14,YIELD_CURVE,107.624,58.53,9,252092,45.98,82.64,1605187,3021.55,362,-7.36,85.24,39.88,1.216,0,95.54,6,2.41,v2_1
2021-11-15,LEI,114.038,39.838,-169,227307,52.33,68.95,931434,5961.43,372,2.19,102.96,37.85,1.137,0,97.1,9,-0.71,v2_1
2021-11-16,CLAIMS,126.768,61.905,213,332581,42.9,103.57,1345589,2961.93,230,6.68,103.28,49.25,1.628,0,95.84,5,2.5,v2_0
2021-11-17,M2,124.756,48.35,291,246872,52.45,85.61,1800829,2724.1,104,7.4,111.64,40.79,1.597,0,94.79,6,3.47,v1_1
2021-11-18,YIELD_CURVE,96.484,52.227,-193,292177,57.42,91.17,1363630,5247.77,309,-2.89,111.13,57.78,1.294,0,92.56,8,3.75,v1_0
2021-11-19,YIELD_CURVE,99.053,47.392,-41,381094,48.29,92.14,1351077,5228.53,274,9.6,76.37,60.29,1.672,0,98.07,12,4.68,v2_1
2021-11-20,M2,94.539,57.502,70,341264,51.95,95.81,1029118,2882.09,170,5.68,94.81,46.57,1.428,1,94.16,1,3.98,v1_0
2021-11-21,PERMITS,98.402,54.746,267,405215,41.52,102.56,964564,5506.41,397,8.63,80.12,60.73,1.401,0,93.59,3,5.12,v1_1
2021-11-22,CREDIT,121.744,40.739,-164,310743,60.56,91.48,1472209,3144.74,149,3.34,108.61,38.96,1.141,0,95.73,12,3.7,v2_0
2021-11-23,M2,121.091,41.464,256,195305,48.83,62.28,1822565,5860.41,120,-0.05,76.7,55.18,1.343,0,92.12,12,1.3,v2_0
2021-11-24,M2,123.089,45.317,-165,246563,50.01,90.05,774860,3649.32,203,7.57,100.84,51.72,1.655,0,97.29,5,3.1,v1_1
2021-11-25,LEI,91.94,40.917,-188,153676,37.8,106.87,1332230,4390.88,75,-0.43,91.08,43.53,1.444,1,95.26,10,-0.12,v2_1
2021-11-26,EQUITIES,125.676,60.498,-225,262388,52.48,74.35,740274,3198.54,174,-2.65,99.79,40.62,1.496,0,93.28,5,-0.39,v2_1
2021-11-27,M2,112.376,45.194,-109,481414,35.41,91.14,1884764,2058.39,185,7.79,82.94,52.38,1.575,0,93.51,10,-0.32,v1_1
2021-11-28,CREDIT,120.29,55.125,72,365979,62.74,100.41,1449719,5445.02,288,5.41,109.28,43.16,1.236,0,93.95,3,-0.94,v1_0
2021-11-29,CREDIT,109.153,61.477,276,492953,59.15,75.46,1661347,4381.58,158,1.09,93.06,56.75,1.282,0,96.33,3,0.32,v1_2
2021-11-30,PERMITS,108.103,49.358,35,155455,39.46,108.92,1368030,4123.77,141,3.01,93.51,42.35,1.608,0,93.55,11,0.09,v1_1
2021-12-01,M2,102.19,61.216,84,402036,55.68,83.45,849004,4725.69,352,2.14,99.5,55.12,1.116,0,95.99,9,4.44,v2_1
2021-12-02,PMI_NEW_ORDERS,104.162,48.088,282,268023,50.24,89.65,1113018,5164.77,207,-5.24,103.08,63.24,1.46,0,97.32,2,-2.35,v2_0
2021-12-03,CREDIT,116.318,35.716,-116,409137,48.68,87.32,944151,2978.22,402,3.94,108.27,64.69,1.195,0,93.21,1,2.95,v1_0
2021-12-04,CREDIT,87.268,56.281,142,278128,39.97,66.67,1852914,4819.77,292,0.97,105.0,57.25,1.41,1,92.6,5,3.29,v2_0
2021-12-05,M2,127.638,44.817,-217,228828,47.77,82.41,1321541,5335.61,252,2.14,113.77,55.53,1.476,0,92.61,2,0.44,v1_0
2021-12-06,PERMITS,126.075,56.578,182,449110,56.76,57.47,1075050,2950.4,82,10.44,84.9,44.41,1.138,0,95.78,9,2.08,v1_2
2021-12-07,EQUITIES,122.642,50.193,35,307881,53.67,64.24,1494041,4263.89,66,-0.04,79.12,51.71,1.449,0,98.47,8,3.94,v2_0
2021-12-08,PERMITS,113.588,50.911,278,329662,64.6,103.13,1475643,5402.74,212,7.55,75.57,64.48,1.68,0,96.78,3,0.57,v1_2
2021-12-09,ECI,86.741,36.304,-102,267563,51.95,71.06,1442307,2212.29,108,3.84,81.59,59.1,1.474,1,94.5,5,1.25,v2_0
2021-12-10,CREDIT,89.279,48.099,-164,150700,63.36,107.19,725314,3445.58,94,5.96,77.36,61.06,1.572,1,98.92,5,-0.84,v2_0
2021-12-11,YIELD_CURVE,87.009,43.063,-230,385783,57.88,67.47,1029792,1859.28,107,8.78,99.21,51.84,1.366,1,95.96,7,-2.5,v2_1
2021-12-12,CREDIT,87.611,56.579,-40,265657,36.24,77.92,1706317,5951.14,184,3.43,83.06,63.43,1.687,1,97.92,5,1.55,v1_0
2021-12-13,ECI,85.307,53.45,167,530788,40.6,93.66,1052528,4007.15,230,5.8,114.49,39.27,1.418,1,98.67,11,-1.23,v2_1
2021-12-14,CREDIT,128.372,38.062,63,269839,48.55,66.75,1814241,2350.23,285,-0.84,94.5,46.55,1.549,0,94.29,4,5.86,v2_0
2021-12-15,EQUITIES,120.877,41.914,-46,514223,60.76,73.65,1542590,3162.54,56,5.09,107.01,61.82,1.636,0,94.88,1,4.45,v1_1
2021-12-16,YIELD_CURVE,124.792,41.317,-235,484429,55.65,70.87,1891741,3471.82,337,-1.11,82.24,40.93,1.162,0,97.76,3,3.57,v1_0
2021-12-17,ECI,91.771,46.633,253,189934,44.25,73.01,1516642,5910.86,211,7.04,111.43,48.12,1.213,1,95.9,11,0.24,v1_1
2021-12-18,CLAIMS,94.618,56.322,-37,162549,47.77,55.9,1461308,3449.05,363,2.69,104.67,47.42,1.461,1,98.3,1,2.18,v2_1
2021-12-19,PERMITS,94.753,64.577,-15,380397,46.95,96.12,1299701,3285.43,51,3.01,77.41,44.15,1.428,1,92.4,10,1.45,v2_0
2021-12-20,CLAIMS,100.337,39.687,86,449087,48.04,88.34,1354945,1896.48,253,2.72,83.52,39.72,1.283,0,98.1,10,-0.92,v1_2
2021-12-21,PERMITS,107.198,42.882,196,453754,35.19,89.39,1508935,4891.25,78,6.66,110.78,49.27,1.392,0,95.69,5,6.65,v1_1
2021-12-22,M2,127.671,53.936,70,202165,41.56,75.43,1454727,4319.48,150,-1.92,88.89,39.93,1.588,0,97.33,12,2.81,v1_0
2021-12-23,EQUITIES,116.297,55.139,-25,334053,47.43,82.2,760301,5784.53,220,2.89,87.02,51.61,1.639,0,96.42,1,0.18,v1_1
2021-12-24,PMI_NEW_ORDERS,119.038,64.578,224,356263,51.61,76.75,1650397,4571.48,130,4.1,109.38,54.07,1.443,0,97.82,8,2.58,v2_1
2021-12-25,CLAIMS,98.519,55.32,137,254297,45.83,101.98,1474982,5969.05,265,4.4,79.27,54.19,1.403,0,94.95,11,-0.3,v1_2
2021-12-26,YIELD_CURVE,86.869,57.267,215,309393,46.53,76.87,742869,5639.64,392,5.12,95.82,63.95,1.393,1,95.68,1,2.58,v1_0
2021-12-27,PERMITS,126.5,60.849,-58,474202,39.57,105.14,1060942,5452.88,348,-0.61,87.09,46.27,1.61,0,95.28,8,3.23,v2_0
2021-12-28,M2,120.809,58.385,287,301968,39.56,61.18,924661,2105.95,78,7.66,112.25,63.4,1.301,0,94.31,9,-0.72,v1_1
2021-12-29,EQUITIES,110.281,55.784,277,177155,50.33,105.81,1676405,2034.92,250,6.59,97.69,43.28,1.2,0,98.66,1,4.84,v2_1
2021-12-30,M2,122.422,52.621,271,184831,47.0,81.85,1564278,3888.19,296,2.11,79.12,57.43,1.419,0,96.03,2,3.03,v2_1
2021-12-31,M2,129.366,41.682,183,359668,46.21,95.89,1297201,5317.56,225,-0.83,113.94,47.6,1.335,0,94.0,12,1.3,v1_2
2022-01-01,CREDIT,95.755,62.908,171,238831,35.95,95.69,1418012,2247.49,249,3.87,103.32,48.21,1.661,0,95.98,11,-0.4,v2_0
2022-01-02,ECI,100.145,42.109,-114,396452,40.52,57.78,1693313,2625.13,63,3.91,113.36,44.63,1.222,0,98.02,6,2.71,v1_1
2022-01-03,CREDIT,127.741,36.253,42,331419,60.31,78.63,1498922,5060.94,50,-0.55,94.21,35.2,1.363,0,96.19,4,0.68,v1_1
2022-01-04,M2,110.286,38.824,183,492628,37.12,101.3,1143036,1800.15,114,-1.26,101.22,45.1,1.585,0,96.88,11,3.7,v2_1
2022-01-05,LEI,128.053,43.363,152,216593,46.24,57.84,1267407,5761.98,335,0.65,112.53,46.6,1.13,0,93.26,5,-0.54,v1_2
2022-01-06,PMI_NEW_ORDERS,90.845,49.428,112,322514,56.6,55.97,1764420,2291.64,285,3.49,97.76,52.46,1.609,1,96.9,5,1.51,v1_0
2022-01-07,PMI_NEW_ORDERS,94.64,50.562,-94,286828,54.11,102.52,1185015,4805.99,400,-2.32,107.58,40.55,1.214,1,93.45,7,2.72,v1_1
2022-01-08,PERMITS,116.724,62.94,41,250199,37.2,84.76,1046408,4986.47,207,4.34,114.43,52.79,1.684,0,97.27,3,1.97,v2_1
2022-01-09,PMI_NEW_ORDERS,98.129,40.8,33,457176,38.47,60.52,1502684,4921.17,81,7.62,88.51,46.85,1.382,0,98.68,4,1.02,v2_1
2022-01-10,PERMITS,101.941,49.562,98,408282,47.03,85.6,1730920,4224.27,350,4.26,105.42,47.83,1.179,0,95.7,6,-0.26,v1_1
2022-01-11,LEI,92.381,43.304,-227,194945,48.32,75.66,1888093,2892.28,372,6.56,92.36,39.42,1.111,1,93.12,8,3.49,v1_0
2022-01-12,ECI,104.359,58.217,244,167933,55.76,75.48,978805,2203.21,248,5.74,105.35,43.59,1.35,0,98.76,12,2.49,v1_1
2022-01-13,EQUITIES,109.747,35.216,128,411131,40.01,65.07,1013193,5649.41,336,5.49,102.12,43.88,1.575,0,98.66,6,2.69,v1_0
