ph_vax_reference_year,ph_vax_country_iso2,ph_vax_region_nuts_code,ph_vax_vaccine_code,ph_vax_dose_number,ph_vax_target_age_group,ph_vax_coverage_pct,ph_vax_uptake_rate_pct,ph_vax_mandatory_policy_flag,ph_vax_certificate_policy_flag,ph_vax_supply_deliveries_doses,ph_vax_wastage_rate_pct,ph_vax_adverse_events_reports_count,ph_vax_seroprevalence_estimate_pct,ph_vax_misinformation_incident_index,ph_vax_campaign_spend_eur,ph_vax_joint_procurement_flag,ph_vax_data_source,ph_vax_methodology_version,ph_vax_data_extract_date
2015,FR,HR933,VARICELLA,2,2_5,78.66,84.58,0,0,11702284,10.79,5107,10.69,32.77,98696924.91,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2025-12-18
2016,IT,SK21,MMR,3,0_1,82.9,80.45,0,0,18689359,8.91,8634,33.79,75.42,43859156.81,0,HOUSEHOLD_SURVEY,VAX_V2,2025-11-19
2017,NL,CZ108,DTP,4,65_PLUS,72.65,79.3,1,0,3886915,5.96,6607,20.23,27.95,98393846.1,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2025-05-26
2018,SI,MT5,POLIO,1,25_64,64.96,68.3,0,0,9756157,2.56,5919,6.95,12.75,43785655.05,0,ECDC_VACCINE_TRACKER,VAX_V1,2025-02-23
2019,BG,SE50,HPV,2,16_24,47.21,52.38,0,0,7450298,5.73,4548,19.08,52.62,84063454.69,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-07-20
2020,EE,HR465,FLU_SEASONAL,3,12_15,29.58,35.68,1,0,7106091,7.93,8166,27.18,19.37,232635880.7,1,HOUSEHOLD_SURVEY,VAX_V3,2024-06-12
2021,HU,HU25,COVID_19,4,6_11,30.83,34.26,0,1,1422009,4.96,53785,49.41,58.96,182425342.69,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2025-07-30
2022,LU,FI42,PNEUMOCOCCAL,1,2_5,54.71,61.19,0,0,4573937,7.76,7098,12.72,69.19,69328341.26,0,ECDC_VACCINE_TRACKER,VAX_V2,2024-04-04
2023,RO,FI7,MENINGO,2,0_1,50.17,42.99,0,1,6797484,7.26,15324,7.91,8.87,94158821.72,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-05-16
2024,AT,FR141,HEP_B,3,65_PLUS,58.83,54.0,1,0,19925407,7.26,7613,94.07,22.05,24622939.37,0,HOUSEHOLD_SURVEY,VAX_V1,2024-09-27
2025,CZ,RO85,VARICELLA,4,25_64,41.15,37.31,0,0,137584,7.36,6924,53.78,52.19,93672824.25,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2024-05-01
2006,DE,FR455,MMR,1,16_24,66.33,64.36,0,0,19186317,7.37,6619,63.35,53.3,89478248.09,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-05-22
2007,LV,SI414,DTP,2,12_15,81.54,86.01,1,0,10506802,8.15,10387,42.27,75.22,106684608.09,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-09-20
2008,PL,CZ536,POLIO,3,6_11,70.14,69.61,1,0,21188426,4.12,7548,40.93,32.78,48004706.05,0,HOUSEHOLD_SURVEY,VAX_V2,2025-01-17
2009,ES,FR84,HPV,4,2_5,61.17,56.23,0,1,3464506,7.79,4384,26.82,71.46,73419336.2,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2025-08-13
2010,HR,GR818,FLU_SEASONAL,1,0_1,16.94,18.19,0,0,29106453,9.95,5326,10.78,45.0,87552758.18,0,ECDC_VACCINE_TRACKER,VAX_V1,2025-01-09
2011,FI,EE943,COVID_19,2,65_PLUS,52.63,43.68,0,0,11120989,3.77,18228,50.95,49.15,43999936.4,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-10-06
2012,IE,HU5,PNEUMOCOCCAL,3,25_64,23.58,15.79,0,0,3590975,5.59,7826,75.7,48.3,51701002.44,0,HOUSEHOLD_SURVEY,VAX_V3,2025-07-11
2013,MT,NL447,MENINGO,4,16_24,27.03,22.27,0,0,9725922,5.46,14765,61.29,76.35,21852844.63,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2025-06-25
2014,SK,BE705,HEP_B,1,12_15,62.69,53.71,1,0,18102244,10.36,8602,65.9,41.46,91451157.77,1,ECDC_VACCINE_TRACKER,VAX_V2,2025-12-11
2015,BE,ES4,VARICELLA,2,6_11,76.38,73.88,0,0,15211208,2.33,9138,26.76,57.96,28814213.15,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2024-10-22
2016,DK,CZ713,MMR,3,2_5,61.31,53.87,1,0,15538557,0.49,1651,13.96,55.57,88729818.06,0,HOUSEHOLD_SURVEY,VAX_V1,2026-01-15
2017,GR,AT43,DTP,4,0_1,72.8,78.82,1,1,10457073,0.25,2121,21.76,31.61,9340657.35,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2024-02-10
2018,LT,LV766,POLIO,1,65_PLUS,89.98,97.13,1,0,5884255,8.46,13240,35.3,54.36,96376224.93,0,ECDC_VACCINE_TRACKER,VAX_V3,2024-03-17
2019,PT,GR26,HPV,2,25_64,45.7,53.33,0,0,3541533,5.9,5505,53.93,16.29,6533122.31,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-11-06
2020,SE,BE381,FLU_SEASONAL,3,16_24,39.49,46.25,0,0,7210049,2.24,14572,41.65,51.68,174811125.61,0,HOUSEHOLD_SURVEY,VAX_V2,2024-03-03
2021,CY,CY27,COVID_19,4,12_15,28.2,32.94,0,0,18721700,1.17,46165,83.16,20.86,217714899.48,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-06-21
2022,FR,SE68,PNEUMOCOCCAL,1,6_11,77.4,83.01,0,0,18276551,7.16,5436,52.9,4.96,53369314.79,1,ECDC_VACCINE_TRACKER,VAX_V1,2024-05-15
2023,IT,IT245,MENINGO,2,2_5,43.4,44.48,0,0,5966556,1.48,13140,75.44,72.35,7285692.27,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-09-10
2024,NL,IT6,HEP_B,3,0_1,51.81,50.5,1,0,19051040,4.5,1560,51.64,69.27,85333050.69,0,HOUSEHOLD_SURVEY,VAX_V3,2025-03-06
2025,SI,HR711,VARICELLA,4,65_PLUS,47.2,47.79,1,0,18486856,4.51,7912,9.73,59.46,100405531.42,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2024-03-07
2006,BG,BG66,MMR,1,25_64,56.9,49.71,1,0,3293894,1.46,1244,20.06,36.24,61225180.7,0,ECDC_VACCINE_TRACKER,VAX_V2,2025-08-08
2007,EE,CY30,DTP,2,16_24,69.74,74.18,1,0,15320335,5.13,11231,23.15,55.38,80150364.57,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-07-31
2008,HU,LT47,POLIO,3,12_15,71.88,75.22,1,0,3487138,3.61,11515,38.67,44.82,92805602.45,0,HOUSEHOLD_SURVEY,VAX_V1,2025-09-12
2009,LU,PT569,HPV,4,6_11,49.95,56.44,0,0,16987137,1.43,6732,48.24,13.75,35662059.8,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2024-06-01
2010,RO,BG88,FLU_SEASONAL,1,2_5,46.19,43.81,0,0,21653141,2.04,3798,55.94,52.18,182126693.49,0,ECDC_VACCINE_TRACKER,VAX_V3,2024-09-17
2011,AT,DE40,COVID_19,2,0_1,87.97,85.5,0,0,24047206,4.82,35281,99.9,86.32,215152721.58,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2025-01-07
2012,CZ,IT36,PNEUMOCOCCAL,3,65_PLUS,28.1,27.89,0,0,20103090,10.14,14177,33.85,30.98,67956363.73,0,HOUSEHOLD_SURVEY,VAX_V2,2024-05-09
2013,DE,LU30,MENINGO,4,25_64,40.41,43.92,0,1,1678923,7.86,5307,35.34,35.05,7945751.68,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-02-20
2014,LV,DE345,HEP_B,1,16_24,74.72,68.78,1,0,14492616,0.24,7403,88.9,5.87,101586120.81,0,ECDC_VACCINE_TRACKER,VAX_V1,2025-08-26
2015,PL,DK37,VARICELLA,2,12_15,45.11,38.83,0,0,9214479,5.44,12261,75.12,6.1,42904924.97,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-03-06
2016,ES,AT879,MMR,3,6_11,63.35,65.72,0,0,13416762,0.57,14833,66.77,20.82,30223120.52,0,HOUSEHOLD_SURVEY,VAX_V3,2025-06-22
2017,HR,GR22,DTP,4,2_5,61.0,53.56,1,1,10382099,9.52,2566,44.34,33.29,22553391.09,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2025-05-17
2018,FI,HU86,POLIO,1,0_1,91.26,95.9,1,0,19742285,5.55,15190,18.51,43.46,21699844.35,0,ECDC_VACCINE_TRACKER,VAX_V2,2025-08-28
2019,IE,HU69,HPV,2,65_PLUS,54.9,46.53,0,0,5396297,7.7,14328,7.93,81.67,22191086.31,1,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2024-06-27
2020,MT,LU32,FLU_SEASONAL,3,25_64,15.74,7.93,0,0,24001947,1.34,14614,9.73,18.22,7032614.75,0,HOUSEHOLD_SURVEY,VAX_V1,2024-12-26
2021,SK,BG6,COVID_19,4,16_24,53.76,60.58,0,1,25410138,4.19,69524,49.24,40.12,244714694.65,1,HEALTH_INSURANCE_ADMIN,VAX_V2,2024-11-27
2022,BE,BG1,PNEUMOCOCCAL,1,12_15,38.47,45.78,0,0,171722,7.68,15258,53.4,7.12,23392881.39,0,ECDC_VACCINE_TRACKER,VAX_V3,2024-03-01
2023,DK,HR422,MENINGO,2,6_11,65.12,56.4,0,0,16381,2.36,13786,40.89,7.7,93022377.51,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-05-11
2024,GR,IT28,HEP_B,3,2_5,49.75,39.79,1,0,3151330,2.7,8471,22.05,36.48,10609784.83,0,HOUSEHOLD_SURVEY,VAX_V2,2024-06-24
2025,LT,LT154,VARICELLA,4,0_1,45.29,37.3,0,0,9767231,10.81,13293,54.8,47.32,33526378.09,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2026-02-19
2006,PT,BE167,MMR,1,65_PLUS,79.81,84.47,1,0,13303431,5.13,6095,94.69,15.51,14004299.75,0,ECDC_VACCINE_TRACKER,VAX_V1,2025-01-05
2007,SE,EE4,DTP,2,25_64,69.55,60.73,1,0,4373102,7.14,12360,29.28,56.52,100853188.57,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-08-16
2008,CY,SE710,POLIO,3,16_24,72.18,75.52,0,0,6898588,1.67,2554,30.06,23.22,70900835.79,0,HOUSEHOLD_SURVEY,VAX_V3,2025-05-05
2009,FR,PT1,HPV,4,12_15,47.9,53.31,0,0,17643735,9.09,13903,71.48,62.94,24118020.69,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2025-01-26
2010,IT,IE74,FLU_SEASONAL,1,6_11,17.74,17.45,0,0,984777,8.3,1800,15.82,53.6,138138818.04,0,ECDC_VACCINE_TRACKER,VAX_V2,2024-11-13
2011,NL,DK29,COVID_19,2,2_5,20.94,20.82,0,0,17195026,10.3,21641,33.34,67.1,80579273.91,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-09-30
2012,SI,MT87,PNEUMOCOCCAL,3,0_1,26.16,33.83,0,0,20486410,9.62,12475,30.47,7.56,31635322.18,0,HOUSEHOLD_SURVEY,VAX_V1,2026-02-23
2013,BG,AT890,MENINGO,4,65_PLUS,49.86,52.95,0,0,4426972,8.0,4628,39.0,46.43,28649929.06,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-07-04
2014,EE,BG64,HEP_B,1,25_64,57.81,59.94,1,0,16958624,1.2,7936,99.9,15.5,23894480.63,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-01-10
2015,HU,CZ208,VARICELLA,2,16_24,49.7,44.31,0,0,11888393,3.14,3574,35.11,64.41,56289518.86,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2025-08-19
2016,LU,SE4,MMR,3,12_15,74.32,72.23,1,0,7013986,2.45,15328,98.05,74.72,61788338.26,0,HOUSEHOLD_SURVEY,VAX_V2,2024-09-30
2017,RO,FR2,DTP,4,6_11,77.33,75.47,0,0,20290092,6.91,11242,40.53,19.64,61108962.2,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-04-11
2018,AT,BE296,POLIO,1,2_5,89.6,96.34,1,0,14132444,3.23,5197,64.05,31.22,14032546.28,0,ECDC_VACCINE_TRACKER,VAX_V1,2025-12-01
2019,CZ,PT29,HPV,2,0_1,71.28,77.83,0,0,18040971,9.44,4572,49.99,6.51,82238305.32,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2024-04-12
2020,DE,SI4,FLU_SEASONAL,3,65_PLUS,39.72,38.32,0,0,22786271,4.94,10764,10.09,5.4,12862877.81,1,HOUSEHOLD_SURVEY,VAX_V3,2024-11-15
2021,LV,LU815,COVID_19,4,25_64,25.12,19.16,0,1,8384199,5.75,10437,10.08,7.84,122110935.4,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2025-03-22
2022,PL,GR20,PNEUMOCOCCAL,1,16_24,37.11,33.03,0,0,4859774,7.56,14724,60.93,61.12,44456875.95,0,ECDC_VACCINE_TRACKER,VAX_V2,2026-02-06
2023,ES,HU240,MENINGO,2,12_15,51.46,53.57,1,1,1381357,5.9,12842,51.5,43.32,104977294.49,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2024-08-12
2024,HR,SE363,HEP_B,3,6_11,56.89,62.35,1,0,16461681,4.07,1178,83.86,26.81,53479861.91,0,HOUSEHOLD_SURVEY,VAX_V1,2024-05-11
2025,FI,FI77,VARICELLA,4,2_5,69.57,66.79,0,0,5972120,4.09,8133,4.02,65.83,31182582.71,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-02-07
2006,IE,ES781,MMR,1,0_1,68.33,69.57,1,0,9813173,3.81,1447,14.96,57.27,100606246.66,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-09-15
2007,MT,PL328,DTP,2,65_PLUS,68.47,61.57,1,0,11865392,8.58,3739,12.7,76.24,79678751.15,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2025-03-30
2008,SK,DE6,POLIO,3,25_64,67.7,72.2,1,0,15771775,6.73,9460,74.98,51.07,82628844.72,0,HOUSEHOLD_SURVEY,VAX_V2,2025-08-22
2009,BE,FI9,HPV,4,16_24,35.14,32.82,0,0,7364917,3.57,12093,27.53,63.35,89074790.51,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-11-18
2010,DK,IT343,FLU_SEASONAL,1,12_15,42.74,37.1,0,0,1218450,1.57,3984,10.54,17.71,241797649.58,0,ECDC_VACCINE_TRACKER,VAX_V1,2025-03-16
2011,GR,LU675,COVID_19,2,6_11,81.71,84.77,0,0,29794881,7.84,6811,28.08,57.74,13085662.87,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-08-27
2012,LT,IT87,PNEUMOCOCCAL,3,2_5,53.03,51.93,0,0,19034237,7.15,506,25.0,21.68,35012689.11,0,HOUSEHOLD_SURVEY,VAX_V3,2024-06-30
2013,PT,EE31,MENINGO,4,0_1,40.29,34.45,0,0,185828,7.94,2739,51.14,48.44,75227889.9,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2024-04-18
2014,SE,RO53,HEP_B,1,65_PLUS,58.49,57.63,1,0,1565300,6.89,9102,56.33,26.53,86502243.81,0,ECDC_VACCINE_TRACKER,VAX_V2,2025-11-04
2015,CY,HU905,VARICELLA,2,25_64,38.63,34.22,0,0,20059196,7.95,5938,17.57,56.96,78565612.51,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2024-05-02
2016,FR,SK723,MMR,3,16_24,69.25,73.29,0,0,16842940,5.62,8783,47.51,20.03,42746418.54,0,HOUSEHOLD_SURVEY,VAX_V1,2025-06-05
2017,IT,IT829,DTP,4,12_15,66.69,66.49,1,1,6399267,7.69,9078,50.3,22.56,85927813.48,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2024-05-19
2018,NL,FI32,POLIO,1,6_11,87.47,85.07,1,0,9084248,6.22,14706,35.56,53.24,57771876.1,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-11-26
2019,SI,IT3,HPV,2,2_5,36.76,41.13,0,0,13863452,3.43,2202,16.59,38.1,84849612.31,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-10-18
2020,BG,BE368,FLU_SEASONAL,3,0_1,16.56,21.19,0,0,28911038,4.97,6325,27.97,59.66,149953273.01,1,HOUSEHOLD_SURVEY,VAX_V2,2025-02-03
2021,EE,CY2,COVID_19,4,65_PLUS,44.09,42.52,0,1,17748408,7.86,49515,67.71,23.14,277363526.66,1,HEALTH_INSURANCE_ADMIN,VAX_V3,2025-04-24
2022,HU,DK8,PNEUMOCOCCAL,1,25_64,44.35,47.67,0,0,16130757,5.63,15096,35.26,30.01,35169093.75,1,ECDC_VACCINE_TRACKER,VAX_V1,2024-02-05
2023,LU,PL17,MENINGO,2,16_24,48.61,46.78,1,0,7792726,2.4,7828,61.7,64.83,50175659.2,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2026-02-12
2024,RO,IE29,HEP_B,3,12_15,70.68,74.98,1,0,6104079,7.59,15072,41.92,35.52,17520640.17,0,HOUSEHOLD_SURVEY,VAX_V3,2025-10-28
2025,AT,PL98,VARICELLA,4,6_11,56.4,54.08,0,0,5696239,0.18,14806,7.11,17.81,10411608.73,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2025-10-10
2006,CZ,ES421,MMR,1,2_5,83.56,81.6,0,0,2154617,2.59,5580,22.41,58.84,65723059.87,0,ECDC_VACCINE_TRACKER,VAX_V2,2026-01-22
2007,DE,FI3,DTP,2,0_1,73.41,79.7,0,0,17395925,8.12,10296,35.1,59.11,60408857.34,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2026-02-16
2008,LV,HR911,POLIO,3,65_PLUS,67.69,69.89,1,0,12844750,3.73,8683,48.93,70.53,74383184.15,0,HOUSEHOLD_SURVEY,VAX_V1,2024-02-01
2009,PL,CZ112,HPV,4,25_64,37.67,36.64,0,0,5455341,2.08,1844,37.85,77.87,2997329.54,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2026-02-13
2010,ES,ES7,FLU_SEASONAL,1,16_24,17.07,17.82,0,0,20710314,6.57,3005,30.6,37.35,124941483.08,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-05-19
2011,HR,DK113,COVID_19,2,12_15,74.79,75.52,0,0,971735,5.72,48014,81.37,62.94,172359907.23,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2025-11-03
2012,FI,FR982,PNEUMOCOCCAL,3,6_11,62.43,62.46,0,0,15759778,4.43,5929,38.56,65.13,64245587.6,0,HOUSEHOLD_SURVEY,VAX_V2,2024-01-27
2013,IE,RO46,MENINGO,4,2_5,42.27,42.19,0,0,18107305,9.06,8220,29.02,9.83,17341815.37,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2025-01-02
2014,MT,CY7,HEP_B,1,0_1,79.33,73.39,1,0,13579364,10.04,3667,99.9,35.52,104388950.1,0,ECDC_VACCINE_TRACKER,VAX_V1,2025-04-07
2015,SK,HR76,VARICELLA,2,65_PLUS,42.05,32.38,0,0,8921651,10.28,15070,37.13,30.18,16975117.15,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-01-17
2016,BE,PL82,MMR,3,25_64,58.63,57.02,1,0,10059043,7.59,749,33.7,15.55,69752535.93,0,HOUSEHOLD_SURVEY,VAX_V3,2026-01-05
2017,DK,PT6,DTP,4,16_24,56.1,57.26,1,0,16489618,9.11,5852,12.45,50.88,65015696.59,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2025-05-26
2018,GR,NL7,POLIO,1,12_15,83.44,91.41,0,0,20086354,10.26,5275,64.9,74.82,71286406.48,0,ECDC_VACCINE_TRACKER,VAX_V2,2024-04-09
2019,LT,RO88,HPV,2,6_11,55.97,59.32,0,0,5100030,3.75,14533,25.63,55.04,48154219.95,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2024-11-28
2020,PT,LT81,FLU_SEASONAL,3,2_5,55.75,53.93,0,0,9408760,2.25,1155,32.4,59.04,10022169.22,1,HOUSEHOLD_SURVEY,VAX_V1,2026-01-26
2021,SE,FR89,COVID_19,4,0_1,36.63,42.02,0,1,20460621,7.26,18057,55.98,77.13,33509984.95,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-02-17
2022,CY,IE58,PNEUMOCOCCAL,1,65_PLUS,27.71,28.31,0,0,288188,2.35,9979,63.37,74.86,26721835.48,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-07-20
2023,FR,AT41,MENINGO,2,25_64,24.45,14.69,0,0,15103759,2.99,3552,23.65,9.34,33582984.97,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-12-03
2024,IT,CZ2,HEP_B,3,16_24,43.2,47.33,1,1,17438039,0.34,9768,66.39,68.33,17309924.59,0,HOUSEHOLD_SURVEY,VAX_V2,2025-02-27
2025,NL,DE58,VARICELLA,4,12_15,63.91,60.64,0,0,16829975,6.93,5485,61.56,12.35,89959420.37,1,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-05-31
2006,SI,BE3,MMR,1,6_11,74.25,73.95,1,0,19189147,5.21,14553,99.9,19.86,51863781.37,0,ECDC_VACCINE_TRACKER,VAX_V1,2024-08-28
2007,BG,CY907,DTP,2,2_5,73.7,80.5,1,0,14052527,4.88,9529,16.88,60.53,86228492.13,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2024-05-28
2008,EE,GR743,POLIO,3,0_1,82.57,75.05,0,0,18930806,3.77,13321,75.34,39.17,58242448.79,1,HOUSEHOLD_SURVEY,VAX_V3,2025-06-27
2009,HU,LT957,HPV,4,65_PLUS,46.79,52.61,0,0,14216667,2.73,6621,44.73,44.32,15876590.44,1,HEALTH_INSURANCE_ADMIN,VAX_V1,2024-06-30
2010,LU,EE142,FLU_SEASONAL,1,25_64,51.27,48.11,0,0,8182134,7.64,1218,61.36,74.5,129249533.91,0,ECDC_VACCINE_TRACKER,VAX_V2,2025-12-19
2011,RO,DK898,COVID_19,2,16_24,36.13,27.0,0,0,20482803,3.8,41755,12.75,13.96,145178503.45,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2024-02-22
2012,AT,IT41,PNEUMOCOCCAL,3,12_15,39.97,31.34,0,0,20773269,0.3,9635,66.01,36.82,66819963.33,0,HOUSEHOLD_SURVEY,VAX_V1,2025-07-02
2013,CZ,PL671,MENINGO,4,6_11,43.47,49.81,0,0,6589994,6.95,8568,41.57,34.53,65380430.2,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-02-19
2014,DE,LU72,HEP_B,1,2_5,97.62,98.93,1,0,19032423,6.21,1181,91.71,40.73,92385821.12,0,ECDC_VACCINE_TRACKER,VAX_V3,2026-02-13
2015,LV,ES171,VARICELLA,2,0_1,82.29,85.14,0,0,18068703,1.66,3952,37.17,6.44,88743509.33,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2025-06-11
2016,PL,DE305,MMR,3,65_PLUS,77.82,83.43,1,0,14908038,10.88,5315,33.04,57.72,69573283.03,0,HOUSEHOLD_SURVEY,VAX_V2,2024-12-07
2017,ES,RO7,DTP,4,25_64,71.64,65.35,1,0,21005078,9.38,934,13.27,63.75,65622693.89,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2025-10-04
2018,HR,EE764,POLIO,1,16_24,69.89,67.45,0,0,9313062,1.88,8843,59.16,21.8,27416906.99,0,ECDC_VACCINE_TRACKER,VAX_V1,2025-08-31
2019,FI,DK937,HPV,2,12_15,36.86,40.18,1,1,11276739,1.04,7561,22.75,72.34,47841622.46,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2024-11-24
2020,IE,PL57,FLU_SEASONAL,3,6_11,49.06,56.38,0,0,18464027,4.83,3765,11.89,16.02,208664126.36,1,HOUSEHOLD_SURVEY,VAX_V3,2025-08-31
2021,MT,RO680,COVID_19,4,2_5,26.25,33.96,0,1,9538353,4.1,1530,11.05,68.56,45452096.32,1,HEALTH_INSURANCE_ADMIN,VAX_V1,2025-12-13
2022,SK,PT55,PNEUMOCOCCAL,1,0_1,36.39,31.36,0,0,10837797,6.76,12901,51.78,54.18,61277742.86,0,ECDC_VACCINE_TRACKER,VAX_V2,2024-04-15
2023,BE,ES43,MENINGO,2,65_PLUS,30.75,25.33,0,0,168076,1.54,1894,39.74,63.39,89379763.35,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-03-25
2024,DK,PL30,HEP_B,3,25_64,64.2,61.08,1,0,8042843,1.62,12330,99.9,30.06,5003130.81,0,HOUSEHOLD_SURVEY,VAX_V1,2026-01-18
2025,GR,DE462,VARICELLA,4,16_24,25.69,25.54,0,0,9192028,3.12,2521,4.34,39.12,14747149.81,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2024-01-25
2006,LT,BG322,MMR,1,12_15,79.39,73.92,1,0,19356145,1.64,15164,33.38,35.31,60927608.41,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-04-26
2007,PT,ES386,DTP,2,6_11,77.14,77.4,0,0,11964916,3.01,2843,14.28,62.05,67615564.73,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2026-01-03
2008,SE,SI72,POLIO,3,2_5,82.56,80.87,1,0,12519557,4.63,12816,39.41,66.12,30391718.01,0,HOUSEHOLD_SURVEY,VAX_V2,2025-07-12
2009,CY,HU29,HPV,4,0_1,42.2,37.72,0,0,2152129,5.16,4471,24.81,78.74,46380488.13,1,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-10-11
2010,FR,RO34,FLU_SEASONAL,1,65_PLUS,47.57,38.84,0,0,30902286,7.55,8008,75.93,12.25,19309890.35,0,ECDC_VACCINE_TRACKER,VAX_V1,2026-01-07
2011,IT,FR431,COVID_19,2,25_64,43.67,45.02,0,0,8555259,6.49,19430,16.14,54.33,200189724.51,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2024-11-16
2012,NL,CZ516,PNEUMOCOCCAL,3,16_24,37.69,31.36,0,0,2470982,7.61,3141,57.51,16.89,105408958.98,0,HOUSEHOLD_SURVEY,VAX_V3,2025-06-23
2013,SI,BE364,MENINGO,4,12_15,68.23,66.41,0,0,14327821,1.18,10231,61.96,9.36,108150923.31,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2025-07-16
2014,BG,AT721,HEP_B,1,6_11,83.67,87.59,1,0,9218741,9.26,9936,97.01,67.49,80779404.63,0,ECDC_VACCINE_TRACKER,VAX_V2,2025-03-22
2015,EE,IT903,VARICELLA,2,2_5,50.35,55.51,0,0,14305257,9.41,13666,18.88,45.42,82854241.93,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-04-10
2016,HU,ES369,MMR,3,0_1,83.84,88.15,1,1,19640780,3.06,1061,99.9,50.25,84686987.82,1,HOUSEHOLD_SURVEY,VAX_V1,2025-03-17
2017,LU,CY13,DTP,4,65_PLUS,76.96,73.9,1,0,19529434,6.92,6559,59.34,5.74,88020490.49,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-03-12
2018,RO,SE16,POLIO,1,25_64,66.27,57.88,0,0,3004161,7.36,10752,34.23,23.83,91528776.54,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-09-02
