tax_compliance_case_open_date,tax_compliance_case_type_code,tax_compliance_taxpayer_segment,tax_compliance_notice_type_code,tax_compliance_assessment_amount_usd,tax_compliance_collection_amount_usd,tax_compliance_payment_plan_flag,tax_compliance_lien_filed_flag,tax_compliance_levy_action_flag,tax_compliance_appeal_requested_flag,tax_compliance_appeal_decision_code,tax_compliance_time_to_resolution_days,tax_compliance_writeoff_amount_usd,tax_compliance_bankruptcy_related_flag,tax_compliance_fraud_referral_flag,tax_compliance_identity_theft_flag,tax_compliance_audit_method_code,tax_compliance_third_party_match_flag,tax_compliance_contact_attempts_count,tax_compliance_case_closure_reason
2020-10-13,COLLECTION,INDIVIDUAL,NO_NOTICE,6790095.9,4768555.15,0,0,0,0,NONE,866,772238.63,0,0,1,CORRESPONDENCE,0,30,OPEN
2020-10-14,FRAUD,INDIVIDUAL,OTHER,14710616.12,12254403.69,0,0,0,0,PENDING,593,1501565.59,0,0,0,CORRESPONDENCE,0,33,DISMISSED
2020-10-15,COLLECTION,INDIVIDUAL,NO_NOTICE,3141024.75,67882.87,0,0,0,0,NONE,1082,805905.76,0,0,0,CORRESPONDENCE,1,37,PAID_IN_FULL
2020-10-16,AUDIT,SMALL_BIZ,NO_NOTICE,7673814.53,3376674.49,0,0,0,0,DISMISSED,549,1537718.01,0,0,0,NONE,0,16,OPEN
2020-10-17,LIEN_RELEASE,SMALL_BIZ,CP2000,33005673.23,6509120.17,1,0,0,0,NONE,273,3891831.25,0,0,1,OFFICE,0,9,PAID_IN_FULL
2020-10-18,COLLECTION,MID_MARKET,OTHER,8369730.02,1331340.64,0,0,0,0,FULL_RELIEF,771,691192.39,0,0,0,CORRESPONDENCE,1,5,DISMISSED
2020-10-19,COLLECTION,INDIVIDUAL,CP2000,13106402.24,6282438.84,0,0,0,0,DISMISSED,105,629124.95,0,0,0,NONE,0,10,COMPROMISE
2020-10-20,UNDERREPORTING,SMALL_BIZ,NO_NOTICE,30013359.67,13037011.8,1,0,0,0,NONE,1114,6944019.54,0,0,1,AUTOMATED,1,24,TRANSFERRED
2020-10-21,COLLECTION,LARGE_BIZ,NO_NOTICE,34251465.04,8298470.4,1,0,0,0,NONE,751,3272543.88,0,0,0,AUTOMATED,0,21,DISMISSED
2020-10-22,COLLECTION,SMALL_BIZ,LTR1058,13419032.71,4301719.27,1,0,0,0,NONE,178,3605224.25,0,0,0,AUTOMATED,1,3,UNABLE_TO_COLLECT
2020-10-23,COLLECTION,MID_MARKET,NO_NOTICE,745166.15,249928.1,0,0,0,0,UPHELD,977,27135.45,0,0,0,CORRESPONDENCE,0,6,PAID_IN_FULL
2020-10-24,IDENTITY_THEFT,NONPROFIT,OTHER,33198325.67,11903882.05,1,0,0,0,NONE,836,2260491.45,0,0,0,CORRESPONDENCE,0,9,INSTALLMENT
2020-10-25,UNDERREPORTING,MID_MARKET,LTR3172,34445486.66,6173810.75,0,0,0,0,FULL_RELIEF,446,8813256.84,0,0,0,CORRESPONDENCE,1,40,TRANSFERRED
2020-10-26,AUDIT,INDIVIDUAL,LTR1058,17872630.51,10666992.52,1,0,0,0,NONE,903,3148044.09,0,0,0,OFFICE,0,3,COMPROMISE
2020-10-27,IDENTITY_THEFT,INDIVIDUAL,NO_NOTICE,1762878.04,1407693.4,1,0,0,1,NONE,1037,166787.54,0,0,0,CORRESPONDENCE,1,31,PAID_IN_FULL
2020-10-28,FRAUD,SMALL_BIZ,LTR1058,14968367.35,1531588.27,0,0,0,0,DISMISSED,271,3761214.97,0,0,0,OFFICE,0,18,PAID_IN_FULL
2020-10-29,FRAUD,SMALL_BIZ,LTR4800,82838.81,67221.99,0,0,0,0,NONE,917,25287.34,0,0,0,CORRESPONDENCE,1,7,UNABLE_TO_COLLECT
2020-10-30,AUDIT,INDIVIDUAL,CP2000,9912234.03,10071506.52,0,0,0,0,NONE,429,1412498.52,0,0,0,AUTOMATED,1,20,TRANSFERRED
2020-10-31,PAYMENT_PLAN,SMALL_BIZ,LTR1058,7249472.84,5644140.95,1,0,0,0,PARTIAL_RELIEF,666,897211.93,0,0,0,AUTOMATED,1,29,PAID_IN_FULL
2020-11-01,IDENTITY_THEFT,SMALL_BIZ,LTR4800,11594115.28,8716690.5,0,0,0,0,UPHELD,1189,331332.23,0,0,0,CORRESPONDENCE,0,40,OPEN
2020-11-02,UNDERREPORTING,MID_MARKET,LTR1058,32198838.3,8555174.09,1,0,0,0,NONE,1183,6826211.15,0,0,0,CORRESPONDENCE,1,14,OPEN
2020-11-03,COLLECTION,INDIVIDUAL,OTHER,3897296.56,3892206.42,1,0,0,0,FULL_RELIEF,643,442851.34,0,0,0,AUTOMATED,1,18,INSTALLMENT
2020-11-04,UNDERREPORTING,INDIVIDUAL,CP2000,7020414.18,363753.02,0,0,0,1,NONE,156,353125.38,0,1,0,OFFICE,1,6,OPEN
2020-11-05,AUDIT,INDIVIDUAL,LTR1058,34874284.76,24351631.44,0,0,0,0,NONE,1029,1583743.26,0,0,0,FIELD,0,15,INSTALLMENT
2020-11-06,UNDERREPORTING,INDIVIDUAL,LTR001,30249353.49,20981380.39,0,0,0,0,NONE,751,10082901.67,0,0,0,CORRESPONDENCE,1,5,OPEN
2020-11-07,COLLECTION,INDIVIDUAL,LTR4800,13610893.43,5080493.05,0,0,1,0,UPHELD,460,992282.65,0,0,0,AUTOMATED,0,6,INSTALLMENT
2020-11-08,COLLECTION,SMALL_BIZ,LTR4800,939023.49,314061.72,0,0,0,1,UPHELD,470,263540.12,0,0,0,CORRESPONDENCE,0,6,OPEN
2020-11-09,COLLECTION,SMALL_BIZ,OTHER,16477137.48,17214052.62,1,0,1,1,NONE,837,3113580.62,0,0,0,OFFICE,0,35,PAID_IN_FULL
2020-11-10,FRAUD,GOV_ENTITY,LTR001,32107627.65,14798212.13,1,0,0,1,NONE,1163,7087571.19,0,0,0,CORRESPONDENCE,1,17,PAID_IN_FULL
2020-11-11,IDENTITY_THEFT,MID_MARKET,NO_NOTICE,20171334.98,12247466.79,1,0,1,0,NONE,443,5123135.2,0,0,0,NONE,0,3,DISMISSED
2020-11-12,COLLECTION,SMALL_BIZ,LTR001,840461.6,384858.85,1,0,0,0,FULL_RELIEF,1117,188819.51,0,0,0,CORRESPONDENCE,0,38,COMPROMISE
2020-11-13,AUDIT,SMALL_BIZ,CP2000,30288787.27,154710.72,0,0,0,0,PENDING,615,3680198.31,0,0,0,CORRESPONDENCE,1,40,COMPROMISE
2020-11-14,AUDIT,LARGE_BIZ,LTR001,12651167.92,8531977.07,0,0,0,0,NONE,90,2509193.91,0,0,0,NONE,1,4,PAID_IN_FULL
2020-11-15,UNDERREPORTING,LARGE_BIZ,NO_NOTICE,18968698.77,13149599.59,0,0,0,0,NONE,72,3668282.51,0,0,0,CORRESPONDENCE,1,22,PAID_IN_FULL
2020-11-16,AUDIT,INDIVIDUAL,NO_NOTICE,7183602.4,6760617.14,0,0,0,1,FULL_RELIEF,1035,1340635.9,0,0,0,OFFICE,0,1,INSTALLMENT
2020-11-17,COLLECTION,MID_MARKET,NO_NOTICE,34629587.37,13731124.0,1,0,0,0,NONE,1,9158206.03,0,0,0,OFFICE,1,0,OPEN
2020-11-18,UNDERREPORTING,INDIVIDUAL,LTR001,3603792.47,2224309.74,1,0,0,0,UPHELD,669,366735.75,0,0,0,CORRESPONDENCE,1,5,INSTALLMENT
2020-11-19,UNDERREPORTING,MID_MARKET,NO_NOTICE,33042268.73,12279649.83,0,0,0,0,UPHELD,883,6801760.57,0,0,0,OFFICE,0,7,DISMISSED
2020-11-20,PAYMENT_PLAN,SMALL_BIZ,CP2000,17652550.7,99671.6,1,0,0,0,NONE,307,3319487.15,0,0,0,FIELD,0,16,OPEN
2020-11-21,AUDIT,SMALL_BIZ,NO_NOTICE,4708036.3,3977366.09,0,1,0,0,NONE,706,270029.33,0,0,0,OFFICE,0,8,INSTALLMENT
2020-11-22,UNDERREPORTING,INDIVIDUAL,CP2000,24423704.64,5921057.18,0,0,0,0,NONE,492,1841077.48,0,0,0,OFFICE,1,7,DISMISSED
2020-11-23,UNDERREPORTING,INDIVIDUAL,CP2000,7490346.59,935814.93,1,0,1,1,DISMISSED,200,1396329.94,0,0,0,FIELD,1,24,OPEN
2020-11-24,UNDERREPORTING,INDIVIDUAL,NO_NOTICE,248678.76,52730.23,1,0,0,1,UPHELD,281,35021.82,0,0,0,NONE,1,4,OPEN
2020-11-25,UNDERREPORTING,LARGE_BIZ,CP2000,19021225.94,15433149.99,1,0,0,0,UPHELD,973,4572218.44,0,0,0,AUTOMATED,1,17,DISMISSED
2020-11-26,LIEN_RELEASE,MID_MARKET,LTR1058,32245563.83,33021657.95,0,0,0,1,UPHELD,1008,2225026.99,0,1,0,CORRESPONDENCE,0,5,PAID_IN_FULL
2020-11-27,IDENTITY_THEFT,INDIVIDUAL,NO_NOTICE,32245675.92,8533725.77,1,0,0,0,PARTIAL_RELIEF,897,1644758.03,0,0,0,CORRESPONDENCE,0,19,PAID_IN_FULL
2020-11-28,PAYMENT_PLAN,SMALL_BIZ,NO_NOTICE,12289562.16,8027700.89,1,0,0,1,NONE,548,2542674.87,0,0,0,OFFICE,1,32,PAID_IN_FULL
2020-11-29,UNDERREPORTING,INDIVIDUAL,CP2000,6012669.55,1915873.36,1,0,0,1,UPHELD,1001,106671.13,0,0,0,CORRESPONDENCE,0,40,INSTALLMENT
2020-11-30,COLLECTION,MID_MARKET,LTR3172,5957744.45,1559131.7,0,0,0,0,PARTIAL_RELIEF,833,449938.25,0,0,0,CORRESPONDENCE,0,24,UNABLE_TO_COLLECT
2020-12-01,AUDIT,SMALL_BIZ,CP2000,25008223.04,16109625.14,0,0,0,0,DISMISSED,808,996470.17,0,0,0,AUTOMATED,0,35,COMPROMISE
2020-12-02,LIEN_RELEASE,SMALL_BIZ,LTR1058,19142123.28,19426577.42,1,0,0,0,FULL_RELIEF,1094,6027961.65,0,0,0,OFFICE,0,29,OPEN
2020-12-03,IDENTITY_THEFT,NONPROFIT,OTHER,1388102.28,860146.79,0,1,0,0,NONE,614,141215.08,0,0,0,NONE,1,21,PAID_IN_FULL
2020-12-04,AUDIT,INDIVIDUAL,LTR1058,13853001.73,5474942.58,0,0,0,0,NONE,185,4122677.72,0,0,0,OFFICE,0,37,DISMISSED
2020-12-05,COLLECTION,INDIVIDUAL,NO_NOTICE,27917645.71,5148128.66,0,0,0,0,NONE,607,3348377.97,1,0,0,CORRESPONDENCE,0,40,TRANSFERRED
2020-12-06,FRAUD,INDIVIDUAL,CP2000,27900722.51,12716203.3,0,0,0,1,NONE,196,3321947.62,0,0,1,AUTOMATED,0,6,PAID_IN_FULL
2020-12-07,IDENTITY_THEFT,LARGE_BIZ,NO_NOTICE,4299836.58,81739.93,0,0,0,0,UPHELD,1117,329565.69,0,0,0,CORRESPONDENCE,0,0,PAID_IN_FULL
2020-12-08,AUDIT,INDIVIDUAL,LTR4800,27583279.44,25308579.73,0,0,0,0,NONE,302,5443196.82,0,0,0,CORRESPONDENCE,0,11,UNABLE_TO_COLLECT
2020-12-09,AUDIT,MID_MARKET,CP2000,30833084.71,9022954.61,1,0,0,0,PARTIAL_RELIEF,829,9341264.61,0,0,0,OFFICE,0,21,INSTALLMENT
2020-12-10,AUDIT,NONPROFIT,NO_NOTICE,19485252.08,11409350.79,1,0,0,0,NONE,135,2924599.55,0,0,0,OFFICE,1,3,PAID_IN_FULL
2020-12-11,PAYMENT_PLAN,INDIVIDUAL,CP2000,12162085.74,844935.53,0,0,0,1,UPHELD,917,3618594.11,0,0,0,OFFICE,1,35,DISMISSED
2020-12-12,AUDIT,SMALL_BIZ,LTR4800,9724227.25,9417551.67,0,0,0,0,DISMISSED,618,614358.41,0,0,0,NONE,0,22,COMPROMISE
2020-12-13,FRAUD,INDIVIDUAL,CP2000,10903792.69,3971540.01,0,0,0,0,PARTIAL_RELIEF,1140,1423771.8,0,0,0,OFFICE,1,23,UNABLE_TO_COLLECT
2020-12-14,COLLECTION,INDIVIDUAL,NO_NOTICE,4200294.4,2819326.1,0,0,0,0,PARTIAL_RELIEF,284,1010004.58,0,0,0,AUTOMATED,0,33,INSTALLMENT
2020-12-15,AUDIT,INDIVIDUAL,CP2000,5841250.5,2712638.21,0,0,0,0,NONE,661,92627.57,0,0,0,FIELD,1,19,TRANSFERRED
2020-12-16,COLLECTION,SMALL_BIZ,CP2000,20946541.26,2726559.03,0,0,0,0,PENDING,322,2155104.04,0,0,0,CORRESPONDENCE,0,16,PAID_IN_FULL
2020-12-17,IDENTITY_THEFT,SMALL_BIZ,LTR1058,21920498.38,13310110.31,0,0,0,0,UPHELD,711,5375507.96,0,0,0,OFFICE,1,15,OPEN
2020-12-18,IDENTITY_THEFT,SMALL_BIZ,NO_NOTICE,13826111.76,7693715.24,0,0,0,1,NONE,515,2213844.58,0,0,0,AUTOMATED,0,3,INSTALLMENT
2020-12-19,AUDIT,INDIVIDUAL,CP2000,19769163.2,14844730.25,0,1,0,0,PENDING,949,675074.59,0,0,0,CORRESPONDENCE,0,5,OPEN
2020-12-20,COLLECTION,INDIVIDUAL,NO_NOTICE,4885166.87,2122156.01,0,0,1,0,DISMISSED,402,1399988.15,0,0,0,CORRESPONDENCE,0,2,INSTALLMENT
2020-12-21,UNDERREPORTING,LARGE_BIZ,NO_NOTICE,26101291.56,8423129.98,0,0,0,1,UPHELD,109,3446109.66,0,0,0,NONE,0,36,OPEN
2020-12-22,COLLECTION,SMALL_BIZ,NO_NOTICE,12137842.95,1263943.31,1,0,0,0,UPHELD,140,3160933.84,0,0,0,OFFICE,0,10,COMPROMISE
2020-12-23,IDENTITY_THEFT,INDIVIDUAL,LTR3172,29728183.17,18364541.59,1,0,0,1,FULL_RELIEF,999,6396970.31,0,0,0,CORRESPONDENCE,1,24,OPEN
2020-12-24,PAYMENT_PLAN,SMALL_BIZ,NO_NOTICE,13594416.45,2393837.63,0,1,0,0,UPHELD,704,4478958.44,0,0,0,CORRESPONDENCE,0,25,DISMISSED
2020-12-25,PAYMENT_PLAN,INDIVIDUAL,NO_NOTICE,33017807.29,22660187.45,0,0,0,1,NONE,722,312895.0,0,0,0,OFFICE,1,29,TRANSFERRED
2020-12-26,UNDERREPORTING,LARGE_BIZ,LTR001,28247778.68,19301819.85,1,0,0,0,NONE,45,3075619.07,0,0,0,CORRESPONDENCE,0,0,PAID_IN_FULL
2020-12-27,UNDERREPORTING,SMALL_BIZ,LTR3172,31376875.07,12456521.35,0,0,0,0,NONE,487,9287972.35,0,0,0,CORRESPONDENCE,1,35,PAID_IN_FULL
2020-12-28,AUDIT,INDIVIDUAL,NO_NOTICE,9704076.32,4665963.5,1,0,0,0,NONE,77,1279809.16,0,0,0,AUTOMATED,0,35,PAID_IN_FULL
2020-12-29,COLLECTION,NONPROFIT,OTHER,3527057.29,1480269.59,0,0,1,0,PENDING,225,78571.88,0,0,0,CORRESPONDENCE,1,32,INSTALLMENT
2020-12-30,PAYMENT_PLAN,INDIVIDUAL,LTR001,15281782.71,115985.89,0,0,0,0,NONE,234,567037.17,0,0,0,FIELD,0,11,TRANSFERRED
2020-12-31,COLLECTION,INDIVIDUAL,OTHER,33803954.01,29664887.1,1,0,0,0,NONE,715,2742728.84,0,0,0,CORRESPONDENCE,0,35,PAID_IN_FULL
2021-01-01,AUDIT,INDIVIDUAL,NO_NOTICE,21357580.27,20769194.94,0,0,0,0,FULL_RELIEF,252,5737204.65,0,0,1,CORRESPONDENCE,1,11,OPEN
2021-01-02,COLLECTION,INDIVIDUAL,OTHER,27763618.42,17773546.63,0,0,0,0,NONE,999,7046908.32,0,0,0,NONE,0,1,DISMISSED
2021-01-03,IDENTITY_THEFT,LARGE_BIZ,LTR1058,2927423.49,2078608.26,1,0,0,1,UPHELD,832,786281.96,0,0,0,NONE,0,38,COMPROMISE
2021-01-04,LIEN_RELEASE,SMALL_BIZ,CP2000,15631241.09,14676395.5,0,0,0,0,UPHELD,265,4968273.2,1,0,0,NONE,0,27,INSTALLMENT
2021-01-05,COLLECTION,INDIVIDUAL,NO_NOTICE,23639509.68,19688558.14,0,0,0,0,NONE,82,1773492.09,0,1,0,CORRESPONDENCE,0,5,INSTALLMENT
2021-01-06,COLLECTION,INDIVIDUAL,CP2000,29600816.17,14816466.73,0,0,0,1,PENDING,215,2902332.93,0,0,0,CORRESPONDENCE,0,38,UNABLE_TO_COLLECT
2021-01-07,UNDERREPORTING,MID_MARKET,OTHER,97936.62,7655.43,0,0,0,0,DISMISSED,840,13589.09,0,0,0,AUTOMATED,0,19,COMPROMISE
2021-01-08,AUDIT,INDIVIDUAL,NO_NOTICE,25035242.46,1645885.19,0,0,0,0,UPHELD,758,8140151.36,0,0,0,OFFICE,0,38,PAID_IN_FULL
2021-01-09,FRAUD,INDIVIDUAL,CP2000,19367247.33,18150503.07,1,0,0,1,NONE,808,6086141.69,0,0,0,CORRESPONDENCE,1,13,TRANSFERRED
2021-01-10,FRAUD,SMALL_BIZ,NO_NOTICE,22747301.02,17444362.45,0,0,0,1,PARTIAL_RELIEF,653,3640267.72,0,0,0,CORRESPONDENCE,1,29,PAID_IN_FULL
2021-01-11,COLLECTION,INDIVIDUAL,LTR3172,16274736.45,2542981.42,1,0,0,0,DISMISSED,338,1774285.79,0,0,0,CORRESPONDENCE,1,13,PAID_IN_FULL
2021-01-12,COLLECTION,MID_MARKET,CP2000,13166907.05,4558651.81,1,0,0,0,UPHELD,1046,619723.07,0,0,0,CORRESPONDENCE,1,30,INSTALLMENT
2021-01-13,COLLECTION,MID_MARKET,CP2000,23340663.79,23976867.38,1,0,0,0,DISMISSED,966,8007660.01,0,0,0,CORRESPONDENCE,0,0,TRANSFERRED
2021-01-14,LIEN_RELEASE,INDIVIDUAL,LTR4800,23634572.03,11087456.87,1,0,0,1,PARTIAL_RELIEF,646,3112579.63,0,0,0,NONE,0,5,UNABLE_TO_COLLECT
2021-01-15,COLLECTION,INDIVIDUAL,NO_NOTICE,21171807.59,9228133.12,0,1,0,0,UPHELD,1103,1209363.89,0,0,1,NONE,1,17,INSTALLMENT
2021-01-16,COLLECTION,MID_MARKET,NO_NOTICE,11290420.49,9246102.5,0,0,0,0,FULL_RELIEF,967,1129972.72,0,0,0,FIELD,0,39,DISMISSED
2021-01-17,IDENTITY_THEFT,MID_MARKET,CP2000,22700350.4,16514677.25,0,0,1,1,FULL_RELIEF,1058,1933746.62,0,0,0,NONE,0,20,PAID_IN_FULL
2021-01-18,UNDERREPORTING,SMALL_BIZ,LTR1058,18340629.76,7072742.1,0,0,0,0,UPHELD,247,992719.36,0,0,0,AUTOMATED,1,10,COMPROMISE
2021-01-19,AUDIT,INDIVIDUAL,NO_NOTICE,7957542.59,2244870.46,0,1,0,0,PARTIAL_RELIEF,1136,2503187.3,0,0,0,AUTOMATED,0,15,OPEN
2021-01-20,IDENTITY_THEFT,INDIVIDUAL,NO_NOTICE,17902498.51,8366408.63,1,0,0,0,NONE,1027,2309168.9,1,0,0,CORRESPONDENCE,1,18,TRANSFERRED
2021-01-21,COLLECTION,INDIVIDUAL,OTHER,26424511.66,19838639.66,0,0,0,0,NONE,332,3770512.68,1,0,0,AUTOMATED,1,31,INSTALLMENT
2021-01-22,FRAUD,INDIVIDUAL,LTR3172,5864055.62,2908452.48,0,0,0,0,NONE,189,1376232.23,0,0,0,FIELD,1,15,PAID_IN_FULL
2021-01-23,UNDERREPORTING,MID_MARKET,OTHER,13847612.18,8712975.46,0,0,0,0,UPHELD,582,4458536.85,0,0,0,NONE,0,26,PAID_IN_FULL
2021-01-24,UNDERREPORTING,MID_MARKET,CP2000,28254628.32,21366084.79,0,1,0,0,PENDING,344,5148954.22,0,0,0,NONE,1,22,UNABLE_TO_COLLECT
2021-01-25,UNDERREPORTING,SMALL_BIZ,LTR4800,23775926.96,19573387.35,0,0,0,0,NONE,1057,3156347.13,0,1,0,OFFICE,1,29,UNABLE_TO_COLLECT
2021-01-26,IDENTITY_THEFT,SMALL_BIZ,NO_NOTICE,3833198.22,924189.02,1,0,0,0,NONE,599,1040981.68,0,0,0,FIELD,0,18,OPEN
2021-01-27,UNDERREPORTING,SMALL_BIZ,LTR3172,9613552.74,9764818.96,0,0,0,0,NONE,298,74761.72,1,0,0,OFFICE,1,10,OPEN
2021-01-28,FRAUD,SMALL_BIZ,CP2000,3124403.44,1394463.23,0,0,0,0,NONE,550,5738.32,0,0,0,NONE,1,33,UNABLE_TO_COLLECT
2021-01-29,COLLECTION,MID_MARKET,CP2000,17519313.15,11757098.57,1,0,0,1,PENDING,211,5320304.26,0,0,0,AUTOMATED,1,21,TRANSFERRED
2021-01-30,UNDERREPORTING,MID_MARKET,NO_NOTICE,27411828.28,18529263.6,1,0,0,0,PARTIAL_RELIEF,244,1596855.86,0,1,0,CORRESPONDENCE,0,11,DISMISSED
2021-01-31,UNDERREPORTING,NONPROFIT,OTHER,9051288.11,9028117.32,0,0,0,1,UPHELD,383,2656456.47,0,0,0,OFFICE,0,37,UNABLE_TO_COLLECT
2021-02-01,AUDIT,SMALL_BIZ,OTHER,22557554.46,4740935.84,0,0,0,0,NONE,1000,5857742.28,0,0,0,CORRESPONDENCE,1,22,OPEN
2021-02-02,COLLECTION,SMALL_BIZ,LTR1058,4859338.81,4581595.36,0,1,0,0,NONE,616,609609.81,0,0,0,CORRESPONDENCE,1,24,UNABLE_TO_COLLECT
2021-02-03,UNDERREPORTING,SMALL_BIZ,LTR4800,8051873.17,4162581.59,0,0,0,1,NONE,696,2049141.0,1,0,0,CORRESPONDENCE,1,1,INSTALLMENT
2021-02-04,COLLECTION,SMALL_BIZ,CP2000,27394958.07,3194869.34,1,0,0,0,UPHELD,286,5384379.87,0,0,0,OFFICE,1,25,COMPROMISE
2021-02-05,AUDIT,MID_MARKET,NO_NOTICE,20538015.32,5560985.83,0,0,0,0,UPHELD,1186,998827.83,0,0,0,CORRESPONDENCE,1,33,UNABLE_TO_COLLECT
2021-02-06,UNDERREPORTING,INDIVIDUAL,LTR1058,25132035.24,9539370.31,0,0,0,0,PENDING,534,6818098.24,0,0,0,NONE,1,36,UNABLE_TO_COLLECT
2021-02-07,FRAUD,SMALL_BIZ,CP2000,20937582.48,3908328.56,0,0,0,0,UPHELD,116,550338.86,0,0,0,FIELD,0,28,OPEN
2021-02-08,AUDIT,INDIVIDUAL,LTR3172,27932746.56,28621628.25,0,0,0,0,NONE,293,6095786.38,0,0,0,CORRESPONDENCE,0,26,INSTALLMENT
2021-02-09,COLLECTION,MID_MARKET,CP2000,21950860.83,2082891.97,0,0,0,0,NONE,347,2356110.49,0,0,0,AUTOMATED,0,37,OPEN
2021-02-10,PAYMENT_PLAN,MID_MARKET,LTR3172,26568815.47,25555174.59,0,0,0,0,NONE,205,1808175.85,0,0,0,CORRESPONDENCE,1,25,PAID_IN_FULL
2021-02-11,COLLECTION,INDIVIDUAL,NO_NOTICE,15319844.08,3845481.42,0,0,0,1,NONE,187,2921263.82,0,0,0,CORRESPONDENCE,1,26,UNABLE_TO_COLLECT
2021-02-12,LIEN_RELEASE,INDIVIDUAL,NO_NOTICE,26795413.37,3926478.47,1,0,0,0,NONE,176,8860846.0,0,0,0,CORRESPONDENCE,1,26,COMPROMISE
2021-02-13,UNDERREPORTING,SMALL_BIZ,LTR001,18184124.69,18816051.35,0,0,0,0,UPHELD,963,1274474.55,0,0,0,FIELD,0,36,PAID_IN_FULL
2021-02-14,AUDIT,SMALL_BIZ,LTR001,34779772.93,22248142.81,1,0,0,0,NONE,985,12134932.25,0,0,0,OFFICE,0,24,OPEN
2021-02-15,IDENTITY_THEFT,INDIVIDUAL,CP2000,6684996.51,666952.55,1,0,0,1,NONE,247,300457.67,0,0,0,AUTOMATED,0,26,OPEN
2021-02-16,COLLECTION,SMALL_BIZ,NO_NOTICE,28251627.38,10599079.09,1,0,0,1,DISMISSED,1144,6495123.54,0,0,0,NONE,0,23,UNABLE_TO_COLLECT
2021-02-17,COLLECTION,SMALL_BIZ,LTR4800,29987207.15,12190439.42,0,0,0,0,UPHELD,713,9743687.2,1,0,0,OFFICE,0,15,OPEN
2021-02-18,LIEN_RELEASE,SMALL_BIZ,NO_NOTICE,29356876.51,3031908.13,1,0,1,0,PARTIAL_RELIEF,956,1588491.22,0,0,1,CORRESPONDENCE,1,37,PAID_IN_FULL
2021-02-19,LIEN_RELEASE,INDIVIDUAL,CP2000,20154882.99,18737666.03,0,0,0,0,PENDING,5,3431081.16,0,0,0,AUTOMATED,1,35,PAID_IN_FULL
2021-02-20,UNDERREPORTING,INDIVIDUAL,LTR4800,12280544.89,5447560.55,0,0,0,0,NONE,233,4170076.64,0,0,0,FIELD,0,11,COMPROMISE
2021-02-21,UNDERREPORTING,INDIVIDUAL,LTR1058,11140301.67,2664354.23,0,0,0,0,NONE,1006,1376678.42,0,1,0,CORRESPONDENCE,0,36,OPEN
2021-02-22,PAYMENT_PLAN,INDIVIDUAL,NO_NOTICE,9535396.86,7997317.29,1,0,0,1,UPHELD,820,2483878.98,0,1,0,CORRESPONDENCE,0,36,PAID_IN_FULL
2021-02-23,AUDIT,SMALL_BIZ,NO_NOTICE,34411691.72,34677039.57,1,0,0,0,PENDING,1070,10903658.78,0,0,0,CORRESPONDENCE,1,0,TRANSFERRED
2021-02-24,FRAUD,SMALL_BIZ,CP2000,6882395.6,765240.22,0,0,0,0,UPHELD,476,1409816.39,0,0,0,OFFICE,0,3,INSTALLMENT
2021-02-25,COLLECTION,INDIVIDUAL,OTHER,25188700.93,12368871.98,0,0,1,1,NONE,110,2638955.05,0,0,1,CORRESPONDENCE,1,2,DISMISSED
2021-02-26,COLLECTION,INDIVIDUAL,CP2000,6010362.17,3828772.84,0,0,0,0,UPHELD,821,218122.65,0,0,0,OFFICE,0,34,COMPROMISE
2021-02-27,AUDIT,INDIVIDUAL,NO_NOTICE,6724678.75,3652668.98,1,0,0,1,PARTIAL_RELIEF,414,2100332.65,0,0,0,CORRESPONDENCE,1,2,PAID_IN_FULL
2021-02-28,FRAUD,INDIVIDUAL,LTR3172,29682834.01,17668986.82,1,0,0,1,NONE,259,6292123.67,1,0,0,FIELD,0,8,OPEN
2021-03-01,IDENTITY_THEFT,INDIVIDUAL,LTR3172,5539077.26,4743607.29,1,0,0,0,FULL_RELIEF,885,949091.4,0,0,0,NONE,1,32,INSTALLMENT
2021-03-02,FRAUD,INDIVIDUAL,OTHER,23677440.76,8122716.19,0,0,0,1,PARTIAL_RELIEF,264,5043628.88,0,0,0,CORRESPONDENCE,1,25,INSTALLMENT
2021-03-03,AUDIT,GOV_ENTITY,NO_NOTICE,14159960.65,6175060.45,0,0,0,0,UPHELD,647,511236.99,0,0,0,NONE,0,23,TRANSFERRED
2021-03-04,COLLECTION,INDIVIDUAL,CP2000,2425914.78,996261.63,0,0,0,0,NONE,404,617390.39,0,0,0,NONE,1,6,PAID_IN_FULL
2021-03-05,UNDERREPORTING,INDIVIDUAL,LTR001,5492435.45,4368973.19,0,1,0,0,NONE,752,1696604.68,0,0,0,CORRESPONDENCE,0,24,INSTALLMENT
2021-03-06,COLLECTION,INDIVIDUAL,CP2000,19322533.74,10688213.11,0,0,0,0,NONE,126,485750.43,0,0,0,OFFICE,1,8,PAID_IN_FULL
2021-03-07,AUDIT,INDIVIDUAL,OTHER,26624650.8,20799063.44,0,0,0,1,UPHELD,544,2901421.25,0,0,0,CORRESPONDENCE,1,22,PAID_IN_FULL
2021-03-08,COLLECTION,SMALL_BIZ,LTR1058,10851.48,9163.06,0,0,0,0,UPHELD,703,1641.07,0,0,0,CORRESPONDENCE,1,32,TRANSFERRED
2021-03-09,UNDERREPORTING,MID_MARKET,NO_NOTICE,6091916.87,2497369.11,1,0,0,0,NONE,492,2060530.56,0,0,0,NONE,1,40,INSTALLMENT
