care_capacity_snapshot_date,care_capacity_facility_npi,care_capacity_facility_type_code,care_capacity_service_line_code,care_capacity_licensed_beds_count,care_capacity_staffed_beds_count,care_capacity_icu_beds_count,care_capacity_ed_bays_count,care_capacity_operating_rooms_count,care_capacity_imaging_units_mri,care_capacity_imaging_units_ct,care_capacity_primary_care_fte,care_capacity_nurse_fte,care_capacity_specialist_fte,care_capacity_patient_to_nurse_ratio,care_capacity_avg_wait_time_minutes,care_capacity_appointment_availability_days,care_capacity_closure_risk_score,care_capacity_rural_critical_access_flag,care_capacity_licensure_state_code
2023-09-22,1000000995,CLINIC,ICU,324,320,114,81,24,4,11,165.86,257.66,634.4,6.95,323,36,0.5659,0,IN
2023-09-23,1000000996,LTACH,ORTHO,418,383,62,47,22,10,12,77.57,1049.86,241.69,2.97,60,77,0.6865,0,NE
2023-09-24,1000000997,FQHC,ED,485,470,117,109,38,0,21,77.51,876.2,178.07,9.15,171,68,0.4214,0,RI
2023-09-25,1000000998,CLINIC,PEDS,157,154,12,63,21,16,11,8.24,27.79,571.96,5.47,282,75,0.0768,0,TN
2023-09-26,1000000999,ASC,CARD,93,64,64,131,43,11,25,81.92,573.92,276.8,8.67,15,77,0.3116,1,MI
2023-09-27,1000001000,LTACH,ICU,864,588,111,159,34,1,25,166.54,669.65,115.03,4.1,207,28,0.909,0,NY
2023-09-28,1000001001,LTACH,PEDS,772,771,88,24,0,3,14,193.26,1169.38,128.36,5.65,47,3,0.3917,0,AK
2023-09-29,1000001002,SNF,ED,817,589,25,115,24,7,15,182.12,138.39,164.4,4.29,85,79,0.472,1,NJ
2023-09-30,1000001003,SNF,OB,123,88,53,83,26,6,15,170.34,1335.58,236.57,3.61,280,57,0.8157,0,TX
2023-10-01,1000001004,CLINIC,PEDS,620,445,68,133,35,9,25,62.1,313.96,360.37,6.03,280,59,0.317,0,PA
2023-10-02,1000001005,ASC,PEDS,854,546,8,26,14,3,14,88.35,444.33,609.92,3.87,229,90,0.5827,0,DE
2023-10-03,1000001006,CLINIC,ORTHO,429,282,100,78,22,8,1,39.59,1644.2,394.19,3.93,279,14,0.2844,0,SC
2023-10-04,1000001007,RHC,PEDS,280,190,63,9,12,7,2,182.65,910.92,259.46,2.55,28,31,0.2994,0,MD
2023-10-05,1000001008,ASC,CARD,912,845,33,3,38,10,10,102.58,1400.1,61.7,3.63,180,43,0.5228,0,SD
2023-10-06,1000001009,FQHC,BEHAVIORAL,832,771,96,19,27,4,10,185.74,1523.14,122.78,6.09,83,86,0.0005,0,NM
2023-10-07,1000001010,ASC,BEHAVIORAL,580,373,1,133,28,6,12,28.68,765.02,319.13,7.71,257,79,0.3814,0,MT
2023-10-08,1000001011,SNF,BEHAVIORAL,291,272,5,39,4,10,7,5.45,1100.69,63.52,3.53,77,32,0.4898,0,GA
2023-10-09,1000001012,HOSPITAL,BEHAVIORAL,402,366,24,41,18,12,11,21.56,1043.59,267.76,5.84,211,21,0.7047,0,WY
2023-10-10,1000001013,SNF,MED_SURG,428,298,7,69,16,10,23,70.3,1009.83,327.77,3.56,354,26,0.0334,0,IN
2023-10-11,1000001014,LTACH,ICU,274,190,87,134,17,0,16,112.84,1884.73,649.52,4.74,153,52,0.4413,0,MA
2023-10-12,1000001015,RHC,BEHAVIORAL,346,327,13,98,7,8,4,70.6,190.54,454.68,3.08,303,70,0.9109,0,OK
2023-10-13,1000001016,CLINIC,ICU,358,245,9,0,23,4,4,129.87,53.6,421.6,4.95,137,6,0.0669,0,MA
2023-10-14,1000001017,HOSPITAL,ORTHO,120,112,25,106,27,13,5,119.11,451.79,55.37,9.61,165,6,0.2029,0,NJ
2023-10-15,1000001018,ASC,ICU,719,695,113,105,20,13,2,212.75,688.53,583.06,8.27,263,56,0.1696,0,VA
2023-10-16,1000001019,LTACH,ORTHO,209,186,0,42,10,11,27,129.6,23.78,30.99,8.48,264,63,0.1295,1,OR
2023-10-17,1000001020,ASC,ICU,110,94,72,68,23,15,21,100.95,1908.31,447.27,3.3,211,38,0.4074,0,NV
2023-10-18,1000001021,CLINIC,CARD,90,80,15,68,42,5,19,107.83,2129.62,223.54,7.27,308,74,0.7331,0,IA
2023-10-19,1000001022,RHC,OB,699,565,8,2,32,14,9,99.46,65.27,507.29,5.63,173,35,0.7106,1,AK
2023-10-20,1000001023,FQHC,ORTHO,17,12,12,123,33,12,13,167.42,338.27,376.24,4.99,220,19,0.6905,0,MS
2023-10-21,1000001024,HOSPITAL,MED_SURG,795,723,41,45,22,16,11,175.58,512.43,554.19,8.02,319,25,0.0913,1,FL
2023-10-22,1000001025,ASC,ONC,665,428,94,92,7,8,25,53.83,287.53,442.81,4.59,335,58,0.0026,1,NY
2023-10-23,1000001026,FQHC,BEHAVIORAL,23,22,22,137,20,11,18,158.55,1094.21,276.31,3.1,301,1,0.787,0,NH
2023-10-24,1000001027,FQHC,BEHAVIORAL,78,51,51,116,28,4,25,11.12,178.34,394.62,4.75,321,52,0.9921,0,IN
2023-10-25,1000001028,RHC,MED_SURG,769,566,100,9,40,14,14,95.97,280.35,243.73,9.46,184,41,0.452,0,IL
2023-10-26,1000001029,ASC,ICU,468,453,78,78,1,12,3,127.94,1968.39,458.14,7.59,349,3,0.2522,0,SD
2023-10-27,1000001030,CLINIC,ONC,24,16,16,102,4,11,15,21.02,730.59,293.77,9.43,153,22,0.2143,0,RI
2023-10-28,1000001031,RHC,MED_SURG,522,389,109,48,25,8,27,61.05,241.99,350.47,7.96,152,59,0.2629,0,MD
2023-10-29,1000001032,CLINIC,ED,131,123,113,21,6,0,10,6.51,1692.89,87.78,4.31,142,58,0.653,1,VT
2023-10-30,1000001033,LTACH,PEDS,694,558,11,101,2,1,7,176.46,1302.73,261.56,3.42,138,13,0.7742,1,TX
2023-10-31,1000001034,HOSPITAL,ICU,543,351,37,145,35,1,19,119.9,132.22,280.52,9.03,86,18,0.2409,0,NC
2023-11-01,1000001035,LTACH,OB,910,584,41,117,14,7,13,187.48,464.98,51.58,5.01,93,87,0.6206,0,WI
2023-11-02,1000001036,HOSPITAL,ORTHO,848,726,79,26,18,13,27,62.92,538.75,439.44,6.48,146,68,0.8381,0,WI
2023-11-03,1000001037,FQHC,ED,931,724,85,2,2,12,12,173.95,1446.36,413.75,5.25,304,74,0.3002,0,MO
2023-11-04,1000001038,CLINIC,ED,921,777,115,53,32,14,8,79.67,2096.24,170.34,9.94,56,69,0.5835,0,ND
2023-11-05,1000001039,RHC,ORTHO,457,333,17,155,16,12,20,100.91,601.27,432.16,8.69,7,62,0.6363,0,OH
2023-11-06,1000001040,LTACH,ED,905,796,117,139,28,2,19,139.52,466.11,278.32,4.9,267,42,0.4588,1,MN
2023-11-07,1000001041,LTACH,ORTHO,706,611,17,7,9,3,1,5.32,1670.09,335.18,2.89,240,56,0.7274,0,MD
2023-11-08,1000001042,CLINIC,ED,24,20,20,135,34,10,8,101.67,1490.65,235.4,2.59,281,0,0.4241,0,WI
2023-11-09,1000001043,RHC,ICU,116,87,87,75,18,17,3,41.47,1884.12,559.34,6.31,226,27,0.6672,1,NM
2023-11-10,1000001044,LTACH,ICU,20,13,13,45,32,11,15,14.74,242.53,578.51,4.5,170,81,0.807,1,NM
2023-11-11,1000001045,ASC,BEHAVIORAL,790,516,111,18,15,9,0,34.82,502.68,639.06,4.07,144,55,0.8359,1,NH
2023-11-12,1000001046,RHC,ORTHO,706,494,71,80,26,7,17,162.64,173.97,170.18,4.65,214,89,0.6968,0,WY
2023-11-13,1000001047,SNF,OB,299,220,6,36,19,10,19,12.6,2189.49,326.8,8.99,190,60,0.9345,0,VA
2023-11-14,1000001048,RHC,CARD,674,664,89,25,0,17,5,138.2,2120.02,608.13,6.14,204,31,0.177,0,WY
2023-11-15,1000001049,LTACH,CARD,37,28,10,117,7,13,19,122.93,1695.39,32.32,9.57,338,34,0.3528,0,NC
2023-11-16,1000001050,LTACH,ONC,503,448,16,127,36,13,18,70.76,1206.36,450.49,9.45,325,19,0.7053,0,MD
2023-11-17,1000001051,LTACH,ICU,820,559,78,120,7,4,20,120.14,1948.95,544.37,7.04,168,10,0.9326,1,SD
2023-11-18,1000001052,ASC,MED_SURG,188,181,84,0,29,13,1,151.78,17.92,117.42,4.07,346,28,0.256,0,MD
2023-11-19,1000001053,CLINIC,PEDS,879,712,43,127,27,3,21,126.29,150.56,461.34,8.03,49,66,0.7048,1,MD
2023-11-20,1000001054,SNF,ED,671,467,3,24,33,17,19,51.88,647.01,30.59,7.56,213,43,0.6261,0,IA
2023-11-21,1000001055,SNF,CARD,347,305,83,136,13,5,5,198.94,659.17,168.42,7.64,125,46,0.9597,0,CO
2023-11-22,1000001056,RHC,BEHAVIORAL,424,392,78,45,17,13,8,56.08,1964.64,439.52,3.97,85,82,0.5661,1,MI
2023-11-23,1000001057,CLINIC,ORTHO,930,852,50,81,41,9,25,91.63,157.62,114.77,9.95,9,5,0.1831,0,TX
2023-11-24,1000001058,SNF,MED_SURG,692,545,42,70,25,3,26,92.2,1031.71,458.09,6.93,246,1,0.7038,0,HI
2023-11-25,1000001059,LTACH,OB,185,176,112,73,27,7,19,63.81,372.01,482.94,6.02,193,70,0.9631,1,FL
2023-11-26,1000001060,HOSPITAL,ONC,507,449,113,47,28,8,8,92.93,337.99,535.94,4.8,284,11,0.6131,0,VT
2023-11-27,1000001061,CLINIC,PEDS,559,447,39,26,4,14,5,85.89,123.33,407.14,8.56,129,8,0.2127,0,NH
2023-11-28,1000001062,FQHC,PEDS,838,562,67,159,8,6,8,22.56,1580.39,58.3,9.37,301,17,0.5146,0,TX
2023-11-29,1000001063,SNF,ED,755,545,11,128,12,10,6,149.06,1407.32,631.95,4.46,15,9,0.5119,0,CA
2023-11-30,1000001064,LTACH,ORTHO,362,362,100,113,2,14,19,48.39,572.27,541.3,4.81,7,44,0.2052,0,MA
2023-12-01,1000001065,CLINIC,PEDS,121,115,72,107,35,0,19,66.67,2112.87,241.45,4.12,186,65,0.8801,1,OK
2023-12-02,1000001066,FQHC,MED_SURG,9,6,6,134,29,2,0,34.18,1253.14,202.97,9.14,6,0,0.5768,0,WY
2023-12-03,1000001067,SNF,PEDS,806,506,29,120,2,0,9,211.19,668.95,525.72,3.6,173,67,0.7881,0,FL
2023-12-04,1000001068,LTACH,PEDS,424,319,35,31,29,16,17,134.7,1463.74,320.62,4.8,104,78,0.1849,1,MO
2023-12-05,1000001069,RHC,PEDS,442,275,79,85,29,6,25,79.34,1237.36,244.96,7.71,347,14,0.0608,1,TX
2023-12-06,1000001070,RHC,BEHAVIORAL,869,790,34,101,1,17,9,89.76,1927.28,604.48,3.66,116,30,0.9009,0,AZ
2023-12-07,1000001071,HOSPITAL,BEHAVIORAL,405,378,26,40,23,2,15,109.48,1257.37,35.91,8.37,337,68,0.7485,0,CA
2023-12-08,1000001072,HOSPITAL,ICU,944,748,94,106,0,2,19,134.55,782.78,291.9,5.14,194,4,0.9195,0,AZ
2023-12-09,1000001073,HOSPITAL,ORTHO,856,774,89,99,25,4,21,114.51,844.88,334.03,2.96,49,68,0.4487,0,VT
2023-12-10,1000001074,SNF,PEDS,723,612,3,5,39,1,7,212.05,1350.23,184.97,7.09,196,64,0.3688,0,WY
2023-12-11,1000001075,FQHC,ORTHO,380,281,55,40,28,15,4,172.44,942.18,572.04,9.5,158,24,0.2837,0,OK
2023-12-12,1000001076,RHC,PEDS,447,373,29,23,0,16,27,128.9,1946.52,208.0,9.22,116,3,0.6579,0,MI
2023-12-13,1000001077,FQHC,BEHAVIORAL,541,525,5,2,24,9,16,29.81,399.05,451.43,4.61,189,5,0.4866,1,TX
2023-12-14,1000001078,CLINIC,BEHAVIORAL,535,444,110,117,8,10,14,88.96,933.07,297.25,3.84,137,35,0.0242,0,MO
2023-12-15,1000001079,HOSPITAL,ORTHO,758,497,46,9,5,7,11,148.86,239.33,170.58,2.65,69,70,0.3499,0,AK
2023-12-16,1000001080,RHC,ONC,185,128,1,149,9,1,19,13.66,643.52,592.34,4.36,293,15,0.8544,1,IA
2023-12-17,1000001081,RHC,ICU,821,493,57,21,30,12,8,22.54,1143.62,5.48,6.12,232,53,0.9544,0,OH
2023-12-18,1000001082,FQHC,ICU,367,282,70,23,27,0,16,150.63,49.99,29.74,3.66,288,65,0.3898,0,AR
2023-12-19,1000001083,ASC,MED_SURG,183,181,70,27,27,9,10,89.32,400.96,391.38,3.68,331,86,0.0651,0,NH
2023-12-20,1000001084,ASC,BEHAVIORAL,380,269,69,60,20,4,22,13.55,425.45,535.53,5.01,281,82,0.2984,0,MO
2023-12-21,1000001085,LTACH,PEDS,69,55,55,75,44,6,22,19.91,1519.96,619.97,5.49,324,77,0.0283,0,CA
2023-12-22,1000001086,FQHC,OB,291,268,87,27,35,4,25,38.63,1390.49,402.72,5.83,16,64,0.4327,0,MI
2023-12-23,1000001087,SNF,ONC,243,235,77,105,5,10,12,75.16,788.31,91.5,4.38,270,13,0.496,0,SC
2023-12-24,1000001088,RHC,ONC,202,147,105,9,22,7,18,36.77,1492.86,479.79,4.54,282,67,0.8659,1,MO
2023-12-25,1000001089,CLINIC,PEDS,143,90,66,28,18,5,7,56.05,2185.95,288.46,5.58,234,65,0.9377,0,VT
2023-12-26,1000001090,ASC,ORTHO,301,225,99,3,44,12,18,34.25,1802.8,605.79,5.34,189,14,0.1322,0,WV
2023-12-27,1000001091,SNF,ORTHO,448,350,88,49,18,10,7,177.33,2056.71,648.8,8.73,39,13,0.0426,0,NH
2023-12-28,1000001092,ASC,CARD,794,779,94,84,41,16,1,85.67,1081.25,410.2,4.37,73,77,0.3148,0,PA
2023-12-29,1000001093,ASC,CARD,825,796,41,12,7,15,8,198.17,133.52,585.27,3.93,68,26,0.1461,0,AZ
2023-12-30,1000001094,ASC,PEDS,65,48,48,95,9,6,21,29.41,2116.49,149.37,8.57,68,9,0.8004,0,WY
2023-12-31,1000001095,RHC,ED,353,303,44,119,1,7,20,101.79,138.95,170.01,5.35,129,35,0.2557,0,IL
2024-01-01,1000001096,CLINIC,CARD,405,379,5,157,12,4,21,163.6,1557.48,20.66,8.64,91,20,0.6375,1,WV
2024-01-02,1000001097,CLINIC,ORTHO,926,673,50,145,41,15,22,82.35,1029.97,307.29,7.74,171,56,0.2825,0,HI
2024-01-03,1000001098,RHC,ICU,917,732,74,63,0,14,9,218.42,2177.01,492.29,3.02,187,58,0.5015,1,MA
2024-01-04,1000001099,SNF,MED_SURG,148,145,2,86,15,6,0,197.91,1746.27,462.67,9.12,35,76,0.5617,0,HI
2024-01-05,1000001100,SNF,MED_SURG,61,50,50,127,43,9,8,70.95,706.06,282.84,2.79,106,18,0.985,0,AK
2024-01-06,1000001101,HOSPITAL,MED_SURG,209,130,108,117,33,6,27,163.69,682.19,194.6,4.72,60,27,0.4886,0,NC
2024-01-07,1000001102,SNF,ONC,632,531,82,137,19,6,15,195.44,1541.88,349.34,4.44,154,68,0.4052,0,AZ
2024-01-08,1000001103,RHC,ORTHO,757,580,28,76,26,14,3,125.25,389.17,121.87,8.94,191,77,0.1137,0,ND
2024-01-09,1000001104,SNF,ICU,521,366,23,78,20,15,7,18.51,1928.77,288.6,7.02,51,27,0.4388,0,NV
2024-01-10,1000001105,LTACH,MED_SURG,669,412,85,148,20,13,10,9.6,290.51,405.13,6.57,275,76,0.1923,0,MD
2024-01-11,1000001106,HOSPITAL,OB,863,670,40,23,35,12,1,79.3,66.2,261.41,3.96,157,0,0.5788,0,SC
2024-01-12,1000001107,FQHC,ONC,877,809,98,142,32,15,11,107.42,811.89,174.57,7.69,301,1,0.6421,0,NH
2024-01-13,1000001108,CLINIC,ONC,130,93,1,84,28,12,13,16.2,1817.99,11.13,5.48,177,25,0.752,0,MS
2024-01-14,1000001109,SNF,PEDS,44,41,41,124,6,6,3,53.81,835.46,83.46,3.32,291,60,0.4256,0,CO
2024-01-15,1000001110,SNF,MED_SURG,728,543,110,83,13,5,13,64.27,562.26,591.67,9.44,35,67,0.7474,1,MA
2024-01-16,1000001111,CLINIC,PEDS,754,728,78,19,27,3,2,114.74,849.86,2.45,3.15,67,40,0.3753,0,DE
2024-01-17,1000001112,ASC,OB,504,360,102,129,40,0,22,26.42,1648.74,643.87,9.97,204,84,0.4249,0,TN
2024-01-18,1000001113,RHC,ORTHO,530,365,103,42,10,9,26,206.75,1967.37,438.41,7.61,10,23,0.0164,0,UT
2024-01-19,1000001114,SNF,ICU,714,434,65,107,5,14,8,70.98,1609.17,129.38,6.99,137,12,0.404,1,AK
2024-01-20,1000001115,LTACH,BEHAVIORAL,756,465,115,68,25,9,6,32.48,1437.89,52.39,8.16,332,71,0.9487,0,MS
2024-01-21,1000001116,HOSPITAL,ORTHO,728,584,68,34,4,13,5,8.77,591.92,88.7,9.87,285,36,0.7785,1,WV
2024-01-22,1000001117,LTACH,ONC,288,190,115,83,10,13,8,133.11,348.0,616.42,2.87,329,52,0.5314,0,AK
2024-01-23,1000001118,ASC,ONC,921,883,80,64,15,9,25,21.32,1955.07,396.22,7.23,46,47,0.8518,0,MI
2024-01-24,1000001119,HOSPITAL,CARD,409,369,52,34,8,9,7,18.52,967.25,361.85,9.44,24,38,0.4287,1,NE
2024-01-25,1000001120,CLINIC,ONC,485,391,32,28,5,12,19,170.19,749.9,16.13,3.06,261,55,0.028,0,NJ
2024-01-26,1000001121,RHC,MED_SURG,827,697,67,133,44,16,1,106.45,784.28,624.2,9.7,352,82,0.0457,0,DE
2024-01-27,1000001122,ASC,CARD,446,295,116,2,35,17,19,200.35,1243.23,299.94,8.85,236,61,0.1608,0,NM
2024-01-28,1000001123,RHC,ED,854,519,8,36,3,5,4,184.45,1401.71,413.01,9.61,163,27,0.2922,0,NH
2024-01-29,1000001124,RHC,BEHAVIORAL,667,583,8,118,8,4,13,95.87,2145.37,334.42,7.6,168,79,0.7541,0,WI
2024-01-30,1000001125,SNF,CARD,706,696,97,41,28,10,16,127.17,214.29,26.99,7.42,76,9,0.9053,0,WV
2024-01-31,1000001126,CLINIC,PEDS,599,373,5,25,16,9,23,102.61,1262.84,227.81,3.07,97,10,0.8839,0,LA
2024-02-01,1000001127,ASC,ED,342,233,44,134,7,3,11,19.62,2005.28,483.08,4.79,190,87,0.7094,1,IL
2024-02-02,1000001128,RHC,MED_SURG,852,705,50,65,3,15,25,154.44,561.64,183.42,5.88,83,28,0.2676,0,OK
2024-02-03,1000001129,ASC,CARD,296,294,96,27,8,11,19,38.38,354.71,66.21,2.65,30,8,0.6178,0,RI
2024-02-04,1000001130,CLINIC,ORTHO,860,757,39,44,5,12,6,47.26,220.4,255.93,2.81,290,7,0.5647,0,IL
2024-02-05,1000001131,LTACH,OB,755,714,53,95,30,12,20,64.63,1484.96,41.65,3.91,180,43,0.0605,0,FL
2024-02-06,1000001132,ASC,ICU,574,352,96,31,3,2,17,161.31,1717.53,471.63,8.37,152,43,0.5823,0,FL
2024-02-07,1000001133,FQHC,OB,518,358,17,84,31,13,17,199.39,18.96,41.59,4.26,20,84,0.6728,0,VA
2024-02-08,1000001134,ASC,ED,679,675,111,17,41,15,8,166.91,1828.58,603.51,8.94,291,43,0.5721,0,CO
2024-02-09,1000001135,HOSPITAL,OB,50,40,31,132,41,14,2,5.62,1235.11,315.64,6.47,125,5,0.0731,0,SC
2024-02-10,1000001136,HOSPITAL,CARD,525,427,95,48,21,17,22,14.01,1759.82,288.17,4.69,97,56,0.9946,0,OH
2024-02-11,1000001137,SNF,ONC,690,517,105,105,17,13,24,25.39,648.27,211.88,7.56,128,10,0.9664,0,CT
2024-02-12,1000001138,CLINIC,CARD,927,572,63,42,18,5,7,107.78,1016.9,214.32,3.45,333,6,0.0904,0,NC
2024-02-13,1000001139,ASC,PEDS,155,151,37,75,5,15,9,65.87,1220.06,216.63,5.7,122,78,0.4813,0,NH
2024-02-14,1000001140,CLINIC,BEHAVIORAL,690,418,70,156,1,4,3,104.82,247.33,539.83,4.01,97,77,0.6461,0,KY
2024-02-15,1000001141,LTACH,BEHAVIORAL,319,269,115,26,4,14,10,130.28,1175.4,359.68,7.03,332,45,0.8232,1,AK
2024-02-16,1000001142,CLINIC,ED,282,250,95,94,11,10,15,11.09,1867.45,562.4,7.51,225,75,0.4786,1,VT
2024-02-17,1000001143,FQHC,ORTHO,901,761,64,6,15,8,5,45.72,877.39,562.32,2.61,283,45,0.4553,0,TN
2024-02-18,1000001144,RHC,ED,835,711,39,152,16,4,15,212.8,1043.25,572.87,5.59,360,42,0.4052,0,VA
2024-02-19,1000001145,CLINIC,ONC,928,800,107,150,6,1,19,84.1,1322.55,403.06,8.15,230,32,0.0721,0,SD
2024-02-20,1000001146,RHC,ORTHO,356,344,75,83,26,14,25,73.13,503.4,459.57,6.59,297,66,0.0682,1,HI
2024-02-21,1000001147,SNF,BEHAVIORAL,114,98,14,146,5,11,6,118.1,512.56,204.12,4.09,284,0,0.114,0,UT
2024-02-22,1000001148,RHC,CARD,662,654,41,33,24,3,0,67.17,279.93,419.59,9.46,120,13,0.4271,0,AK
2024-02-23,1000001149,FQHC,ONC,40,35,12,12,12,16,25,38.33,127.07,571.96,8.61,217,41,0.0705,0,CO
2024-02-24,1000001150,LTACH,ED,536,419,47,57,10,14,7,124.34,1526.72,421.5,7.19,250,49,0.4712,0,KY
2024-02-25,1000001151,FQHC,ICU,197,134,67,46,26,4,20,157.5,1147.28,203.12,5.48,75,15,0.3907,0,RI
2024-02-26,1000001152,CLINIC,MED_SURG,499,494,101,80,18,8,17,107.06,642.48,526.67,4.63,44,36,0.7785,0,IN
2024-02-27,1000001153,CLINIC,BEHAVIORAL,326,248,85,112,33,2,6,13.22,762.54,457.07,4.79,75,25,0.5166,1,WI
2024-02-28,1000001154,CLINIC,PEDS,736,688,16,96,42,8,11,2.65,945.09,274.85,9.24,24,83,0.3346,0,FL
2024-02-29,1000001155,RHC,ICU,514,479,90,156,38,1,10,143.94,1482.79,472.12,5.89,317,48,0.9547,1,AL
2024-03-01,1000001156,SNF,ONC,932,752,90,73,26,16,14,28.99,473.27,52.88,8.04,63,13,0.7319,1,SD
2024-03-02,1000001157,ASC,PEDS,233,155,114,97,22,14,3,211.07,542.9,156.05,7.69,127,18,0.2831,1,OK
2024-03-03,1000001158,ASC,ORTHO,850,845,112,62,31,8,6,119.56,1639.46,477.06,5.28,14,48,0.4885,0,GA
2024-03-04,1000001159,CLINIC,ONC,121,83,48,13,12,17,6,82.62,1416.02,563.06,7.94,109,59,0.0061,0,KS
2024-03-05,1000001160,HOSPITAL,OB,537,458,58,103,27,7,0,28.27,1837.91,550.4,2.83,208,62,0.2633,0,WV
2024-03-06,1000001161,SNF,ICU,37,34,34,133,7,5,12,173.96,1759.04,367.22,4.36,238,26,0.2321,0,IN
2024-03-07,1000001162,SNF,ICU,360,298,7,0,40,7,19,134.58,1785.02,445.35,9.8,132,4,0.5136,0,IL
2024-03-08,1000001163,HOSPITAL,OB,920,586,35,101,44,16,20,141.3,1933.4,422.29,5.46,251,20,0.7351,0,CA
2024-03-09,1000001164,CLINIC,OB,845,633,83,3,21,3,26,187.94,926.3,525.27,3.9,169,48,0.5246,0,AZ
2024-03-10,1000001165,SNF,ONC,427,407,72,125,6,17,3,38.3,2037.46,232.98,8.5,105,56,0.294,0,WV
2024-03-11,1000001166,SNF,ICU,914,598,34,131,23,2,18,151.47,1840.42,424.01,4.4,301,27,0.1559,0,WY
2024-03-12,1000001167,LTACH,PEDS,89,54,54,114,39,0,4,42.67,18.09,170.6,7.58,222,50,0.8081,1,HI
2024-03-13,1000001168,SNF,ORTHO,944,719,87,10,7,5,26,118.07,1064.75,119.22,3.37,251,39,0.4881,0,RI
2024-03-14,1000001169,CLINIC,BEHAVIORAL,689,447,5,150,15,17,2,109.6,339.09,97.34,8.88,76,1,0.1239,1,NC
2024-03-15,1000001170,ASC,ORTHO,574,418,53,102,31,5,19,52.99,2115.67,26.13,7.02,302,73,0.8538,0,NJ
2024-03-16,1000001171,FQHC,ONC,124,84,84,52,32,15,0,87.74,1770.24,511.61,9.25,132,41,0.741,0,PA
2024-03-17,1000001172,ASC,ED,525,346,111,83,9,11,17,140.99,583.43,444.7,4.12,327,88,0.9339,1,MI
2024-03-18,1000001173,LTACH,CARD,790,659,29,37,16,7,21,0.54,1668.08,463.6,8.19,329,57,0.25,0,NE
2024-03-19,1000001174,CLINIC,MED_SURG,109,71,71,121,40,0,18,186.3,545.16,604.64,8.42,152,18,0.9472,1,MI
2024-03-20,1000001175,RHC,ICU,207,148,96,67,15,16,7,57.83,680.63,504.21,6.93,136,86,0.6676,0,FL
2024-03-21,1000001176,HOSPITAL,PEDS,875,590,62,145,7,11,14,184.71,2040.97,256.0,4.96,222,52,0.623,1,MT
2024-03-22,1000001177,ASC,OB,805,664,103,2,31,5,4,68.29,1209.44,159.35,7.49,262,69,0.813,0,NV
2024-03-23,1000001178,HOSPITAL,MED_SURG,720,501,6,90,9,1,1,6.16,2120.5,119.43,2.53,289,15,0.6857,0,NV
2024-03-24,1000001179,RHC,OB,204,149,89,23,39,4,7,96.31,132.35,70.23,3.55,244,67,0.9944,0,ME
2024-03-25,1000001180,CLINIC,ONC,299,271,40,28,29,6,8,171.85,12.52,444.8,5.71,272,6,0.5911,0,OH
2024-03-26,1000001181,FQHC,ONC,26,17,2,16,31,16,3,195.5,651.29,107.08,4.17,155,0,0.3777,0,ME
2024-03-27,1000001182,CLINIC,CARD,462,413,80,65,25,10,3,86.94,474.08,158.16,4.92,27,49,0.011,0,NY
2024-03-28,1000001183,CLINIC,MED_SURG,426,310,10,55,43,12,6,110.75,379.24,132.56,6.35,169,51,0.6058,0,AZ
2024-03-29,1000001184,CLINIC,ONC,617,520,13,14,14,0,15,47.72,1073.95,16.33,6.94,52,88,0.6992,1,VA
2024-03-30,1000001185,RHC,ICU,917,724,67,46,31,7,9,125.36,1332.0,198.06,3.09,76,0,0.4756,0,IL
2024-03-31,1000001186,LTACH,BEHAVIORAL,837,630,2,23,11,16,6,123.15,328.88,75.53,2.61,185,82,0.1713,0,NM
2024-04-01,1000001187,SNF,CARD,718,486,47,7,7,17,7,43.94,930.44,21.08,7.29,252,74,0.728,0,MT
2024-04-02,1000001188,SNF,ORTHO,227,206,32,111,33,0,9,156.99,2036.25,79.9,9.89,61,57,0.2497,1,MN
2024-04-03,1000001189,ASC,ORTHO,456,388,1,15,11,17,25,86.82,1718.87,214.0,4.92,64,57,0.1322,1,GA
2024-04-04,1000001190,HOSPITAL,ICU,815,748,35,140,27,9,5,208.43,946.01,609.83,4.7,120,37,0.2933,1,MS
2024-04-05,1000001191,FQHC,OB,368,314,61,119,9,17,9,147.02,1821.63,639.55,7.79,325,62,0.0643,0,WA
2024-04-06,1000001192,ASC,BEHAVIORAL,122,97,61,102,23,11,27,196.62,1249.59,53.11,8.39,162,61,0.0281,0,OK
2024-04-07,1000001193,CLINIC,ICU,926,835,106,100,20,17,9,38.83,656.66,141.74,7.58,355,14,0.7485,1,OH
2024-04-08,1000001194,LTACH,ORTHO,209,207,38,106,32,1,11,206.75,1089.52,429.74,6.35,324,21,0.4809,1,IL
2024-04-09,1000001195,CLINIC,MED_SURG,182,137,27,34,15,2,12,206.11,139.81,338.48,7.57,221,20,0.9099,0,IL
2024-04-10,1000001196,ASC,ORTHO,474,290,97,67,28,15,5,192.91,1538.45,241.04,3.92,90,16,0.4518,1,IA
2024-04-11,1000001197,FQHC,BEHAVIORAL,101,62,62,0,40,1,11,172.99,1043.12,249.12,7.3,255,1,0.7499,0,WA
2024-04-12,1000001198,HOSPITAL,PEDS,646,590,28,6,33,12,19,171.79,1731.05,414.22,8.51,144,22,0.7387,0,CA
2024-04-13,1000001199,RHC,OB,682,640,101,17,35,12,6,86.72,1499.15,558.04,5.91,259,37,0.1574,0,ID
