care_capacity_snapshot_date,care_capacity_facility_npi,care_capacity_facility_type_code,care_capacity_service_line_code,care_capacity_licensed_beds_count,care_capacity_staffed_beds_count,care_capacity_icu_beds_count,care_capacity_ed_bays_count,care_capacity_operating_rooms_count,care_capacity_imaging_units_mri,care_capacity_imaging_units_ct,care_capacity_primary_care_fte,care_capacity_nurse_fte,care_capacity_specialist_fte,care_capacity_patient_to_nurse_ratio,care_capacity_avg_wait_time_minutes,care_capacity_appointment_availability_days,care_capacity_closure_risk_score,care_capacity_rural_critical_access_flag,care_capacity_licensure_state_code
2025-11-02,FAC-36455410543,Clinic,Medicine,1744,1551,82,18,4,4,1,65.54,650.13,370.46,9.31,137,28,98.53,N,IN-KA
2021-04-11,FAC-78650182468,PrivateHospital,Orthopedics,745,745,21,69,33,4,5,47.35,1280.09,43.23,9.65,215,35,44.11,Y,IN-UK
2023-08-13,FAC-73552454499,Clinic,Oncology,664,514,95,49,33,6,7,3.19,1201.41,241.13,7.06,116,47,32.25,Y,IN-HP
2023-10-11,FAC-92098846895,DiagnosticCenter,Trauma,832,747,102,52,31,6,2,114.98,2449.94,161.74,11.65,22,49,52.23,N,IN-TS
2022-01-09,FAC-53229119268,CHC,Cardiology,856,694,41,7,19,6,9,174.29,1538.93,303.09,1.39,99,46,95.84,N,IN-PB
2023-10-09,FAC-44675149388,DiagnosticCenter,Orthopedics,1026,883,150,71,3,7,7,56.65,711.1,261.62,14.24,101,21,58.11,Y,IN-PB
2022-05-23,FAC-58391894068,PHC,Dialysis,968,938,53,25,18,7,7,34.95,1242.55,75.06,6.96,109,71,80.13,N,IN-KL
2023-03-02,FAC-61334465205,MedicalCollege,Oncology,722,474,57,71,12,3,10,81.75,1697.3,342.66,8.51,158,60,9.39,N,IN-RJ
2021-12-02,FAC-81736032832,CHC,Surgery,771,730,32,73,18,0,10,10.72,1505.88,419.35,11.74,2,47,57.02,Y,IN-CG
2023-01-17,FAC-94574120694,CHC,Dialysis,1364,1319,156,71,17,3,1,168.22,152.64,174.75,5.74,98,61,32.8,Y,IN-TN
2022-03-18,FAC-59254537270,Clinic,Surgery,1797,1769,321,65,21,1,11,132.08,2134.26,104.1,2.8,108,57,24.73,N,IN-SK
2023-11-11,FAC-66359139030,PrivateHospital,Surgery,1446,1397,126,29,1,6,2,135.73,1648.57,57.69,12.26,33,86,24.84,N,IN-BR
2024-01-19,FAC-19222350522,DiagnosticCenter,Surgery,443,347,66,25,19,6,6,200.35,1028.55,148.38,6.01,100,76,85.82,Y,IN-HR
2023-05-16,FAC-92831298757,CHC,Cardiology,1532,1437,199,5,30,7,3,201.72,1750.45,95.84,8.88,224,55,56.49,N,IN-PB
2025-05-18,FAC-56180721781,PHC,Oncology,1585,1413,279,68,18,5,0,204.42,1591.79,98.56,3.04,141,69,17.84,Y,IN-PY
2024-01-11,FAC-26857042473,Clinic,Trauma,226,-22,14,4,19,1,2,99.96,210.12,278.21,2.06,99,74,99.77,Y,IN-LA
2025-08-04,FAC-79875785382,PrivateHospital,Pediatrics,500,301,41,77,29,5,11,125.17,60.11,325.56,7.91,48,55,20.38,N,IN-UP
2023-08-29,FAC-69215943770,PHC,Oncology,1623,1578,57,54,33,0,11,75.94,2369.61,306.12,7.45,2,76,29.44,N,IN-KA
2022-07-27,FAC-57095353084,Clinic,Dialysis,1049,925,124,34,21,5,9,59.86,2381.35,65.91,8.61,149,44,41.6,Y,IN-ML
2022-04-28,FAC-61341053952,DiagnosticCenter,Oncology,466,426,25,50,23,6,0,42.59,1748.08,173.67,8.56,14,81,15.28,N,IN-AS
2023-06-17,FAC-54615640920,Clinic,Oncology,1298,1119,98,2,3,0,7,174.49,114.09,18.4,7.02,224,80,88.17,Y,IN-LD
2021-08-19,FAC-16191742822,MedicalCollege,Oncology,427,286,30,45,23,3,8,24.98,212.98,63.92,5.12,27,33,2.94,Y,IN-MH
2021-04-03,FAC-72884111806,MedicalCollege,Dialysis,293,190,6,15,32,3,2,80.51,1935.06,384.25,8.12,6,38,24.9,N,IN-TN
2025-05-30,FAC-40579083272,PHC,ObGyn,272,272,43,49,19,1,7,113.53,1083.17,110.64,1.33,98,24,14.84,Y,IN-AR
2024-11-28,FAC-12807994520,DiagnosticCenter,Pediatrics,1692,1664,258,20,10,2,1,155.08,113.15,186.16,13.82,235,80,1.81,N,IN-CG
2024-07-28,FAC-57004064757,MedicalCollege,Cardiology,1008,854,107,42,14,7,8,173.72,2393.73,120.17,9.6,206,2,56.6,N,IN-PB
2021-02-10,FAC-81325608021,CHC,Pediatrics,183,177,17,23,1,1,5,109.03,1092.88,360.09,14.29,63,12,46.21,Y,IN-ML
2021-03-31,FAC-71413357928,MedicalCollege,Dialysis,667,644,51,44,20,2,11,48.77,782.43,381.21,8.35,62,4,96.36,N,IN-DH
2021-09-26,FAC-52873023782,MedicalCollege,Surgery,1177,1172,164,36,2,4,1,201.92,1604.78,11.99,8.35,136,9,95.16,Y,IN-RJ
2024-04-27,FAC-85435723157,DiagnosticCenter,Cardiology,110,-50,15,33,16,4,10,19.02,1337.9,92.25,10.68,21,80,77.26,N,IN-MN
2025-09-27,FAC-91146325324,Clinic,Oncology,217,28,8,22,24,3,7,55.23,2149.45,249.85,8.49,145,6,48.49,N,IN-TN
2025-12-15,FAC-58322729715,DiagnosticCenter,ObGyn,882,667,59,51,7,5,7,5.51,386.95,338.89,0.81,234,8,65.13,Y,IN-ML
2022-04-24,FAC-98215460906,DistrictHospital,Surgery,1639,1430,293,59,7,5,11,55.82,1998.84,139.72,14.22,225,62,56.88,N,IN-CG
2022-01-22,FAC-47663420426,PHC,Cardiology,464,330,28,62,1,6,4,207.01,974.64,328.85,3.28,148,79,4.67,Y,IN-CH
2022-11-29,FAC-97223099684,PrivateHospital,Oncology,193,-13,24,8,28,1,0,175.22,253.82,62.95,14.46,45,60,85.15,Y,IN-BR
2021-09-22,FAC-72272254281,DistrictHospital,Cardiology,1221,1109,166,9,26,3,2,55.16,136.12,109.13,5.15,178,71,54.63,N,IN-TS
2022-11-24,FAC-88124166910,DistrictHospital,Cardiology,755,639,110,53,16,0,8,51.52,929.62,150.81,14.03,75,15,8.21,N,IN-PY
2024-08-07,FAC-24962562982,CHC,Cardiology,1776,1656,114,21,27,2,0,131.98,40.02,6.3,10.32,119,80,69.89,N,IN-NL
2022-08-17,FAC-13842259907,PrivateHospital,Medicine,1658,1633,55,16,1,4,6,182.71,2103.79,25.21,3.56,99,41,34.93,N,IN-AP
2024-10-14,FAC-47443882661,CHC,Trauma,779,668,136,44,12,2,0,138.55,1456.34,113.79,9.22,86,76,52.21,N,IN-HR
2021-01-25,FAC-91980329615,DistrictHospital,Medicine,1414,1261,216,9,31,5,3,121.95,1326.5,379.13,5.97,225,13,31.39,N,IN-TS
2024-12-02,FAC-45676826290,CHC,Medicine,1214,990,154,7,4,6,10,134.82,159.04,171.31,14.52,164,70,84.34,N,IN-WB
2022-12-26,FAC-31754984557,DiagnosticCenter,Pediatrics,1286,1050,145,22,0,2,6,36.53,1026.81,53.41,10.72,82,47,5.28,N,IN-KL
2021-06-06,FAC-81981653959,CHC,ObGyn,1608,1564,65,23,0,4,11,109.1,2115.73,327.69,3.61,27,36,47.59,N,IN-LD
2022-11-08,FAC-31086949070,MedicalCollege,Medicine,1034,998,151,11,30,1,1,219.9,1434.89,95.36,13.77,125,46,68.13,Y,IN-CH
2022-08-05,FAC-87702099960,MedicalCollege,ObGyn,633,450,42,78,24,0,4,37.1,738.0,367.1,1.15,160,43,38.34,Y,IN-GA
2022-01-11,FAC-77273423652,DiagnosticCenter,Surgery,386,261,57,64,17,5,8,85.58,1599.36,366.66,8.54,167,24,4.81,N,IN-MH
2022-02-10,FAC-25877324811,PHC,Orthopedics,1377,1333,185,1,3,1,8,57.96,2365.15,162.04,14.76,31,73,16.18,N,IN-JK
2021-08-16,FAC-59429638991,DistrictHospital,Oncology,569,497,20,63,6,1,8,93.22,660.93,341.17,10.92,78,49,91.46,N,IN-AR
2024-08-12,FAC-43515706456,PHC,Orthopedics,1000,795,105,76,11,6,9,71.82,545.87,332.22,4.93,43,81,17.95,N,IN-RJ
2023-12-23,FAC-66291674938,PrivateHospital,Orthopedics,104,99,7,54,8,6,11,187.18,990.47,130.55,1.23,122,85,33.31,N,IN-OD
2024-01-09,FAC-96657086954,DiagnosticCenter,Dialysis,1055,1003,109,12,15,0,7,118.86,628.31,300.61,4.29,62,31,14.32,N,IN-GJ
2023-12-10,FAC-41910897887,PHC,Cardiology,1181,1061,208,50,7,2,1,138.5,2287.39,233.02,2.84,202,5,36.88,Y,IN-LD
2024-12-08,FAC-25487034137,DiagnosticCenter,Surgery,385,340,44,28,4,0,11,218.7,2390.99,352.96,3.83,3,70,87.77,Y,IN-JH
2021-04-25,FAC-90592959885,PrivateHospital,Oncology,593,551,50,75,12,3,11,143.94,99.52,245.48,10.49,192,36,64.98,N,IN-UP
2024-08-17,FAC-14111441540,CHC,ObGyn,1242,1069,53,77,7,2,4,64.22,799.35,326.31,9.92,136,12,10.8,Y,IN-RJ
2022-03-11,FAC-78223847887,DiagnosticCenter,Pediatrics,798,798,120,67,2,4,1,89.92,285.76,376.63,2.73,85,87,75.91,Y,IN-UP
2023-11-11,FAC-38304381402,DiagnosticCenter,Pediatrics,1492,1360,70,44,27,4,8,95.94,1993.16,120.01,1.39,55,56,44.66,N,IN-TN
2021-09-21,FAC-72578698886,PrivateHospital,Oncology,245,22,27,3,1,5,11,43.6,1772.59,328.6,4.42,53,84,5.53,N,IN-MN
2023-01-19,FAC-47166228553,PHC,Trauma,1244,1102,70,66,34,2,7,2.06,2112.29,194.26,11.19,99,47,19.26,Y,IN-PY
2024-12-01,FAC-38208734112,CHC,Surgery,1346,1118,42,58,5,4,0,119.14,215.81,301.5,6.04,196,57,23.79,N,IN-AN
2024-12-27,FAC-22299582485,DistrictHospital,Surgery,705,494,37,75,27,4,10,145.33,1282.08,154.81,11.34,13,66,58.99,Y,IN-CG
2024-02-26,FAC-34646503930,DiagnosticCenter,Oncology,765,589,112,21,12,1,0,196.82,1284.21,137.65,7.16,22,69,94.79,N,IN-LA
2023-10-16,FAC-66176139827,Clinic,Surgery,384,266,15,37,0,7,2,61.53,100.25,102.76,8.15,37,27,26.51,Y,IN-KL
2024-10-16,FAC-27448841698,DistrictHospital,Oncology,894,764,105,14,23,1,10,184.16,49.42,287.8,4.31,39,71,11.93,Y,IN-AN
2022-04-04,FAC-77520197121,CHC,Dialysis,946,927,50,69,28,7,8,119.36,1693.57,357.91,2.49,89,65,37.12,Y,IN-HR
2024-04-10,FAC-51181447757,DiagnosticCenter,Pediatrics,1519,1374,270,39,4,3,1,13.2,1514.65,177.41,9.54,136,2,37.77,N,IN-MH
2023-11-15,FAC-46415712386,DiagnosticCenter,Trauma,1445,1227,260,45,0,2,0,41.13,1868.66,278.01,10.15,91,31,14.47,N,IN-TR
2021-03-10,FAC-71814392690,DistrictHospital,Surgery,449,231,22,13,26,4,11,46.48,257.41,5.14,6.12,99,62,48.07,Y,IN-WB
2023-08-20,FAC-88812704520,PHC,Oncology,311,118,24,36,16,4,5,90.13,861.41,282.28,2.86,239,41,9.11,N,IN-MZ
2022-03-05,FAC-21762393774,Clinic,Oncology,1110,897,120,63,21,6,8,53.91,567.18,76.75,7.49,7,29,65.76,Y,IN-MN
2025-06-12,FAC-72138755049,CHC,Medicine,448,383,29,26,15,3,4,218.75,1446.95,273.63,1.04,150,58,84.65,N,IN-HP
2023-01-13,FAC-61227970136,PHC,Dialysis,1404,1184,146,10,11,2,1,47.77,2281.75,207.66,14.37,49,49,45.2,N,IN-GJ
2022-11-21,FAC-49520077780,Clinic,Surgery,1788,1647,135,64,11,3,2,161.61,1712.01,96.33,8.27,131,62,23.29,N,IN-BR
2022-01-08,FAC-35041417079,CHC,Orthopedics,1748,1552,127,34,28,7,6,98.22,1156.61,319.65,10.53,239,87,22.97,Y,IN-DH
2024-03-18,FAC-17398874071,Clinic,Pediatrics,794,675,55,71,13,2,10,93.32,1976.13,218.5,12.11,107,73,88.72,N,IN-KL
2024-08-08,FAC-88217532319,PHC,Orthopedics,640,498,45,34,28,4,9,83.98,1980.16,242.26,14.88,161,28,93.02,Y,IN-KL
2022-01-28,FAC-58555590490,MedicalCollege,Oncology,499,266,53,44,31,0,7,183.18,326.83,79.98,14.78,208,39,69.14,N,IN-MZ
2022-10-26,FAC-27819504255,DistrictHospital,Surgery,1013,894,40,23,11,1,6,212.25,1927.99,198.71,1.26,115,47,1.56,N,IN-LD
2024-10-28,FAC-99979850678,PrivateHospital,Pediatrics,1349,1267,142,72,13,4,11,103.31,1757.61,311.68,5.01,211,68,25.77,Y,IN-PB
2022-11-24,FAC-66308938203,CHC,Surgery,213,121,37,71,20,4,3,153.48,974.28,85.96,8.84,209,30,65.7,Y,IN-UK
2025-04-05,FAC-20089038953,CHC,Oncology,1305,1256,166,19,21,6,6,109.07,1056.8,298.36,7.21,40,25,16.6,N,IN-DL
2023-09-27,FAC-24127294996,DistrictHospital,Medicine,444,402,25,41,24,3,10,129.04,2421.85,162.73,11.15,24,38,51.68,Y,IN-HR
2021-04-09,FAC-70232051590,CHC,Orthopedics,1275,1176,181,1,2,2,4,3.54,368.85,283.57,9.59,96,21,88.57,Y,IN-UK
2022-02-06,FAC-27440664993,PHC,Pediatrics,296,113,21,15,18,1,7,122.7,1732.67,6.91,8.6,12,33,74.49,N,IN-KA
2021-09-05,FAC-28610167847,CHC,Dialysis,1081,1052,37,73,7,7,9,52.28,303.24,90.85,10.23,49,80,96.22,Y,IN-MP
2024-11-06,FAC-85571558956,CHC,Oncology,1310,1115,234,24,14,2,0,152.14,253.89,149.91,4.14,167,1,81.75,N,IN-NL
2022-03-15,FAC-87144444671,DistrictHospital,Cardiology,1493,1410,257,9,24,3,2,111.22,351.36,195.54,3.34,226,13,98.3,N,IN-AS
2025-03-11,FAC-38710886916,PHC,Pediatrics,161,-60,19,67,22,6,9,51.19,1382.3,389.07,2.0,47,53,64.42,N,IN-MH
2025-10-09,FAC-14889411468,DistrictHospital,ObGyn,420,258,15,75,28,3,1,57.0,1126.79,296.22,6.43,218,69,91.67,N,IN-HP
2025-01-12,FAC-70987188776,PHC,Medicine,378,145,32,57,33,3,7,158.8,1115.91,360.66,5.23,65,47,99.54,N,IN-PY
2025-07-11,FAC-20661357056,MedicalCollege,Medicine,1118,1001,96,65,11,5,5,113.6,1111.94,317.57,6.97,219,26,37.98,Y,IN-TR
2024-07-07,FAC-46842253716,CHC,Oncology,1163,1013,197,17,18,0,5,122.41,191.75,21.34,14.71,174,79,59.68,Y,IN-MN
2022-09-23,FAC-15643907600,Clinic,Trauma,1283,1185,106,38,22,7,7,107.36,987.57,134.06,0.61,222,86,47.95,N,IN-LD
2021-02-21,FAC-84620505097,PHC,Cardiology,609,567,25,39,26,3,11,46.42,1925.44,109.05,2.29,141,49,93.14,Y,IN-NL
2025-08-31,FAC-89798567384,CHC,Oncology,1315,1314,57,72,12,4,1,98.31,264.07,164.34,7.03,214,41,14.59,N,IN-ML
2023-12-21,FAC-81097599444,CHC,Dialysis,1126,1026,190,10,28,0,7,31.11,816.26,81.03,9.05,161,17,47.27,N,IN-ML
2025-02-28,FAC-96961958946,CHC,Oncology,1590,1461,127,50,24,2,7,168.33,1578.4,66.59,10.14,149,8,57.6,N,IN-DL
2021-12-03,FAC-38430129870,CHC,Surgery,600,515,25,8,14,6,1,154.53,2395.61,26.41,8.63,221,33,40.34,N,IN-NL
2023-01-24,FAC-65836045892,CHC,Dialysis,182,50,13,9,11,7,8,195.66,2272.43,152.9,4.89,113,42,58.94,N,IN-OD
2021-10-29,FAC-83091517587,CHC,Trauma,624,557,99,32,32,3,1,83.47,296.65,239.73,3.06,55,23,39.98,N,IN-MP
2023-02-11,FAC-40392701950,MedicalCollege,Cardiology,1098,859,41,73,8,4,9,116.68,2185.08,63.74,1.86,21,75,75.15,N,IN-SK
2021-08-12,FAC-52225906582,MedicalCollege,ObGyn,669,428,116,20,4,5,10,111.81,974.26,318.44,10.12,10,16,64.27,Y,IN-GJ
2023-07-19,FAC-82070395445,PrivateHospital,ObGyn,1183,1052,91,14,25,7,9,199.62,581.01,356.57,5.2,201,24,46.28,N,IN-SK
2024-01-07,FAC-41893640609,CHC,Trauma,123,-71,15,67,2,2,5,2.29,25.85,110.77,13.72,46,78,15.62,N,IN-SK
2024-10-30,FAC-61259386456,MedicalCollege,ObGyn,1355,1110,151,18,18,7,0,9.97,2178.67,82.34,9.08,35,20,93.86,N,IN-TR
2025-01-01,FAC-58119903963,Clinic,ObGyn,80,-58,11,25,5,3,7,30.65,644.0,126.7,6.92,15,28,23.63,Y,IN-CG
2022-03-27,FAC-70913388247,CHC,Dialysis,1174,1025,162,17,25,4,11,154.92,2456.71,123.51,9.93,170,75,54.65,N,IN-AR
2023-10-14,FAC-23811592998,PHC,ObGyn,1231,1031,37,4,20,1,9,93.02,1388.39,242.03,0.74,20,53,75.44,Y,IN-ML
2024-12-07,FAC-87589862111,MedicalCollege,Surgery,874,796,120,48,32,5,7,96.8,1058.78,72.97,14.38,10,12,3.7,N,IN-KA
2022-02-04,FAC-54552403139,CHC,Oncology,721,678,129,9,32,1,7,119.27,1612.22,343.13,10.92,221,38,18.62,N,IN-DH
2023-07-10,FAC-32861249617,DistrictHospital,Orthopedics,474,275,62,20,3,0,1,119.27,823.49,185.68,8.55,196,9,34.42,N,IN-TR
2025-06-26,FAC-45824347321,MedicalCollege,Pediatrics,1640,1458,234,22,24,0,6,73.63,1801.48,303.86,0.65,37,29,44.81,N,IN-AP
2024-04-26,FAC-71892207256,DiagnosticCenter,Surgery,1742,1597,192,59,31,4,9,145.63,2252.33,371.42,10.83,223,30,53.26,N,IN-DL
2025-02-20,FAC-34962843532,PrivateHospital,Pediatrics,1280,1203,32,17,14,7,5,110.15,177.73,149.08,10.42,77,38,17.67,Y,IN-AS
2022-05-26,FAC-93991393954,DiagnosticCenter,Surgery,596,593,79,2,19,4,3,118.3,1832.71,215.85,14.8,122,74,90.45,Y,IN-TS
2021-03-08,FAC-52683472856,DiagnosticCenter,Dialysis,1039,915,104,65,11,5,9,207.19,2080.46,63.84,10.43,23,88,44.76,Y,IN-MH
2023-08-24,FAC-44176739004,PHC,Medicine,316,284,20,19,9,2,8,152.04,1122.85,7.13,10.98,212,6,83.0,Y,IN-TN
2021-09-19,FAC-29730832981,CHC,Dialysis,1384,1355,95,43,34,3,10,204.4,127.27,32.64,3.26,98,58,6.85,N,IN-AN
2025-02-26,FAC-51721385850,PHC,Pediatrics,969,961,105,13,28,3,0,26.4,1783.65,396.56,3.33,93,40,45.61,N,IN-DL
2025-08-25,FAC-27410635200,PHC,Trauma,1271,1046,92,48,7,1,4,42.06,2463.21,382.07,4.18,193,65,9.09,Y,IN-ML
2023-02-27,FAC-45071507225,CHC,Dialysis,408,298,8,30,19,4,7,5.15,1750.84,370.34,7.85,149,35,39.24,Y,IN-AS
2025-07-16,FAC-74854899705,DistrictHospital,Dialysis,1737,1622,210,53,11,3,5,118.88,2078.56,389.18,10.99,26,11,50.95,Y,IN-NL
2024-03-25,FAC-88130454901,DistrictHospital,Medicine,1080,860,132,77,12,3,5,190.62,2399.65,55.46,14.79,121,32,18.14,Y,IN-BR
2023-10-20,FAC-77689531720,PrivateHospital,Dialysis,846,798,136,32,11,2,5,69.03,450.12,179.46,10.34,132,19,44.32,N,IN-MP
2021-09-22,FAC-49945662888,PHC,Dialysis,282,64,45,1,32,0,9,82.49,2321.62,196.44,10.05,118,6,27.63,Y,IN-AP
2025-11-28,FAC-61925503984,CHC,Orthopedics,819,607,125,15,34,7,10,119.98,798.01,323.38,3.12,26,79,33.79,N,IN-KL
2024-07-02,FAC-30784663383,DistrictHospital,Trauma,1078,834,77,74,18,3,5,156.38,1962.35,77.86,10.11,75,46,28.8,Y,IN-OD
2022-04-03,FAC-19918263976,PrivateHospital,Dialysis,1141,1090,179,49,7,4,0,206.93,1632.38,346.49,14.78,184,70,46.85,Y,IN-TR
2021-10-26,FAC-22065251630,CHC,Oncology,1002,810,154,20,10,6,10,38.48,681.32,54.3,1.73,179,18,84.99,N,IN-RJ
2025-09-06,FAC-36455931663,CHC,Medicine,1633,1552,34,59,11,4,1,177.02,233.76,309.76,11.23,127,24,46.6,N,IN-LA
2023-12-30,FAC-63741396080,MedicalCollege,Oncology,682,475,111,40,24,1,2,195.35,1903.54,40.18,1.99,166,62,99.72,Y,IN-NL
2023-07-11,FAC-55821343621,Clinic,ObGyn,1072,851,161,34,18,2,11,53.28,584.37,274.98,6.87,92,25,32.47,N,IN-WB
2024-03-28,FAC-99082407998,Clinic,ObGyn,755,621,87,4,23,5,0,170.5,144.65,172.35,8.08,69,35,32.94,Y,IN-MZ
2021-07-03,FAC-67802773051,PHC,Dialysis,1710,1664,256,31,27,4,8,50.85,504.0,188.9,10.01,171,16,70.66,N,IN-OD
2021-12-14,FAC-98835306065,CHC,Dialysis,1216,1212,75,11,21,0,2,55.72,688.35,220.93,12.82,15,58,51.87,N,IN-LD
2024-08-27,FAC-99638876087,MedicalCollege,ObGyn,612,509,97,62,26,1,10,170.06,2308.48,309.78,1.24,34,51,73.45,Y,IN-AR
2022-10-02,FAC-56022585014,PrivateHospital,Medicine,278,137,37,7,16,4,7,184.91,1861.83,388.42,11.1,219,14,60.36,N,IN-JH
2022-09-16,FAC-22642444176,MedicalCollege,ObGyn,1011,770,65,27,0,0,3,99.06,1586.5,289.34,5.96,116,35,96.7,N,IN-OD
2024-09-01,FAC-85434562155,PHC,Dialysis,1746,1592,78,49,0,0,9,203.82,1068.42,373.33,11.34,175,71,85.28,Y,IN-TS
2021-09-24,FAC-43625918051,DiagnosticCenter,Pediatrics,721,586,67,14,5,5,8,13.71,2185.26,6.31,1.34,222,40,51.38,Y,IN-CH
2023-01-27,FAC-78471519692,DistrictHospital,Orthopedics,1748,1668,125,7,18,1,9,70.45,2254.59,68.2,12.45,47,4,6.69,N,IN-HR
2023-11-19,FAC-61119288289,DiagnosticCenter,Pediatrics,1729,1715,275,23,29,1,1,214.88,1955.3,262.68,11.04,89,74,83.01,N,IN-ML
2024-06-12,FAC-86702099640,MedicalCollege,Dialysis,1241,1111,219,8,1,0,9,49.12,2369.48,38.44,13.67,167,3,38.27,N,IN-JK
2025-06-07,FAC-93086780731,PrivateHospital,Cardiology,1573,1556,225,42,34,5,11,56.03,1314.19,279.4,11.58,237,45,5.01,N,IN-MH
2021-03-30,FAC-70728411242,PHC,Surgery,69,-169,5,57,23,7,9,25.65,843.88,44.18,10.87,35,72,79.76,Y,IN-PB
2023-01-02,FAC-23858846988,DistrictHospital,Pediatrics,825,720,133,27,21,2,11,132.02,1781.14,184.44,7.42,158,32,77.95,Y,IN-JK
2023-05-02,FAC-81371527052,DiagnosticCenter,Cardiology,885,802,118,15,8,6,10,143.2,1038.54,295.74,4.57,147,73,32.55,Y,IN-MZ
2022-11-02,FAC-92897982588,MedicalCollege,Surgery,391,254,40,33,26,6,3,206.1,1711.77,401.54,1.07,213,70,58.2,Y,IN-AS
2021-03-19,FAC-57441141997,DistrictHospital,Pediatrics,1391,1327,225,74,8,7,5,160.2,627.45,104.67,1.82,145,62,10.23,Y,IN-GA
2023-08-06,FAC-80160508108,PrivateHospital,Cardiology,553,465,40,24,2,3,11,90.67,1135.73,355.8,13.19,73,30,73.13,Y,IN-HP
2023-09-17,FAC-29995286179,PHC,Oncology,85,-33,6,27,28,5,0,105.64,1793.19,125.55,6.83,180,75,55.17,Y,IN-CG
2025-04-06,FAC-89862091234,DiagnosticCenter,Oncology,630,491,31,1,3,5,0,35.94,1240.12,303.71,8.95,222,82,26.99,N,IN-AN
2022-11-05,FAC-50512060234,CHC,Medicine,1269,1174,83,61,9,3,6,53.35,1139.82,50.23,5.74,185,38,66.57,N,IN-JK
2022-11-18,FAC-71553005432,DistrictHospital,Medicine,1536,1536,85,5,2,6,0,148.96,2309.32,341.28,3.98,209,69,3.59,N,IN-GA
2024-07-14,FAC-24838127774,PHC,Cardiology,1319,1103,147,38,32,5,5,102.84,86.18,340.8,7.58,71,74,18.24,Y,IN-UP
2023-12-24,FAC-49153725328,MedicalCollege,Surgery,1664,1550,119,56,11,7,3,66.37,1315.3,305.36,15.0,84,19,68.17,N,IN-SK
2022-07-17,FAC-43124112723,PrivateHospital,Medicine,1693,1484,268,57,13,0,7,179.95,1528.98,215.41,3.16,172,7,13.1,N,IN-MZ
2022-06-27,FAC-89135541405,DistrictHospital,Orthopedics,1420,1325,210,40,4,6,3,43.25,1031.52,47.05,7.59,161,77,89.59,Y,IN-AN
2021-01-09,FAC-92276814628,MedicalCollege,ObGyn,526,379,71,59,13,2,6,122.39,1999.3,325.77,10.87,87,13,67.46,Y,IN-BR
2021-09-30,FAC-31502137121,PHC,Medicine,1516,1416,209,1,16,1,6,140.14,728.09,81.59,0.78,17,33,74.65,N,IN-SK
2023-01-03,FAC-44698702051,PrivateHospital,ObGyn,499,362,83,37,34,4,7,145.43,1105.37,105.75,12.82,9,89,91.71,N,IN-MH
2024-06-01,FAC-49793306670,CHC,Orthopedics,1440,1210,39,47,11,6,1,107.81,1423.98,295.93,10.12,34,77,49.11,Y,IN-JK
2024-12-22,FAC-96839026634,DiagnosticCenter,Cardiology,1764,1590,153,41,10,6,5,50.53,2267.73,272.99,0.98,220,30,37.66,Y,IN-TR
2023-05-14,FAC-33975921043,MedicalCollege,Oncology,1790,1707,179,31,6,3,2,112.7,232.23,14.68,5.73,94,69,5.14,Y,IN-MZ
2024-01-24,FAC-24045701149,DistrictHospital,Cardiology,151,42,23,10,13,5,2,122.54,1330.1,381.07,1.34,41,61,70.7,N,IN-AP
2023-09-22,FAC-66305183633,Clinic,Trauma,839,669,21,19,8,6,11,173.47,1154.35,158.43,8.85,100,39,62.14,Y,IN-NL
2024-07-20,FAC-23124703593,DistrictHospital,Orthopedics,839,773,72,8,11,0,9,45.34,693.49,1.84,11.13,166,8,29.21,Y,IN-GJ
2023-09-04,FAC-24339262407,PrivateHospital,Oncology,503,460,26,40,11,0,10,147.99,129.84,177.22,12.89,175,28,67.2,Y,IN-TR
2021-09-09,FAC-97445313977,PrivateHospital,Cardiology,795,621,54,78,13,2,8,67.95,1897.11,188.58,5.42,91,24,4.25,N,IN-AR
2025-05-26,FAC-14492913066,DistrictHospital,Oncology,1473,1280,62,1,14,7,5,155.41,617.68,246.54,1.68,233,38,15.1,N,IN-PY
2025-09-22,FAC-66744190352,DistrictHospital,Trauma,780,592,106,57,4,2,8,142.15,319.9,242.66,11.09,27,5,27.12,N,IN-PB
2024-05-19,FAC-25241896773,DistrictHospital,Surgery,1572,1472,52,23,26,4,6,158.76,2114.18,100.58,7.31,73,54,41.82,Y,IN-CH
2023-01-06,FAC-64171569277,CHC,Orthopedics,1134,1076,175,69,22,4,9,105.56,107.21,178.36,5.92,121,9,26.99,Y,IN-AS
2022-06-27,FAC-78283150909,Clinic,Cardiology,720,600,122,67,23,2,0,32.97,96.97,372.28,12.9,39,39,65.14,Y,IN-MN
2023-11-16,FAC-62386914325,DistrictHospital,Dialysis,180,-7,22,19,4,6,2,63.52,1979.21,53.38,2.78,143,73,55.23,N,IN-CH
2024-06-17,FAC-82643723537,CHC,Trauma,1658,1446,35,6,23,3,0,120.51,444.92,278.44,11.13,139,3,6.49,Y,IN-UP
2023-05-03,FAC-33672313945,DistrictHospital,Pediatrics,116,-87,9,10,24,5,0,5.88,2195.15,401.09,2.72,184,30,31.71,Y,IN-AN
2023-06-12,FAC-13019349664,PHC,Cardiology,1691,1597,216,77,10,3,6,200.39,1641.91,198.15,11.08,89,88,81.83,Y,IN-WB
