demo_household_survey_year,demo_household_household_id_sample,demo_household_relationship_to_householder,demo_household_family_type_code,demo_household_marital_status,demo_household_number_of_children_u18,demo_household_multigenerational_flag,demo_household_single_parent_flag,demo_household_cohabiting_partner_flag,demo_household_household_income_ratio_poverty,demo_household_housing_cost_burden_pct,demo_household_crowding_persons_per_room,demo_household_vehicle_count_household,demo_household_internet_access_type,demo_household_language_spoken_at_home,demo_household_disability_status_household,demo_household_caregiving_hours_week,demo_household_childcare_cost_monthly,demo_household_eldercare_responsibility_flag,demo_household_sampling_stratum
2021,ca4157f0f7dd,Child,Nuclear,Divorced,1,N,N,N,3.57,67.9,3.77,0,Mobile_broadband,Telugu,Any,67,26176,Y,Metro
2022,6d3203748158,Spouse,Extended,Widowed,4,N,N,N,0.81,65.8,2.47,1,Fixed_broadband,Hindi,Any,26,6935,N,Town
2025,e4885b0fd626,Sibling,Single_person,Married,2,N,N,N,3.22,58.3,4.85,1,Fixed_broadband,Kannada,Any,54,18106,N,Town
2024,d939fa0bcbec,Spouse,Extended,Married,0,N,Y,N,0.76,23.0,0.94,2,Both,Malayalam,None,53,26777,N,Metro
2024,aca41a75a1c2,Spouse,Extended,Divorced,4,N,N,Y,0.5,73.7,1.98,2,None,Gujarati,None,67,19341,N,Town
2020,8b76f259836a,Sibling,Single_person,Separated,4,Y,Y,N,0.93,50.9,1.72,4,Mobile_broadband,Tamil,Any,38,27219,N,Town
2023,243c200f9d59,Child,Nuclear,Separated,3,Y,N,N,3.69,71.1,1.01,2,Fixed_broadband,Hindi,None,47,26423,Y,Town
2021,c84b7dfc10c1,Other,Nuclear,Separated,6,N,Y,N,4.21,72.0,1.73,3,Fixed_broadband,Marathi,None,68,12048,N,Town
2020,346cd0ea7598,Other,Joint,Widowed,6,N,N,N,4.75,39.8,4.76,3,None,Gujarati,None,9,1978,Y,Urban
2018,be767208b347,Head,Joint,Never_married,1,Y,Y,N,1.01,15.4,3.37,2,Both,Odia,Any,9,6261,Y,Urban
2020,f2d58bc99fc6,Other,Extended,Widowed,2,N,Y,N,4.77,70.5,0.26,1,Mobile_broadband,Assamese,None,17,23065,N,Town
2020,6247b7fb3edf,Other,Extended,Widowed,1,N,Y,Y,4.15,52.0,3.49,4,None,Kannada,Any,11,8850,N,Rural
2023,98e81ba0bb7f,Child,Nuclear,Divorced,4,Y,N,Y,3.39,71.8,2.24,1,Mobile_broadband,Hindi,Any,48,26590,Y,Rural
2025,cc8b9977c734,Parent,Extended,Separated,5,Y,N,Y,2.76,68.3,3.32,3,Fixed_broadband,Gujarati,Any,34,18569,Y,Urban
2019,955f21a2b171,Other,Extended,Widowed,1,Y,N,N,1.93,35.5,4.6,3,None,Urdu,Any,69,25396,N,Town
2018,370b19c6554c,Child,Extended,Widowed,2,Y,Y,N,0.81,4.8,2.19,4,Fixed_broadband,Odia,Any,48,538,N,Metro
2025,f7aa3fe9cf7d,Other,Extended,Widowed,2,N,N,Y,2.69,40.1,2.64,4,Both,Hindi,None,59,10605,N,Metro
2022,69ccc6a11979,Other,Joint,Divorced,4,Y,Y,N,2.73,42.2,3.61,1,Both,Odia,None,62,23892,Y,Town
2024,832c9f277851,Spouse,Single_person,Married,1,Y,Y,Y,3.55,37.6,1.87,3,Both,Bengali,Any,63,16523,N,Metro
2024,fc73c76a636d,Spouse,Single_person,Never_married,6,N,Y,N,3.74,20.5,2.77,0,None,Odia,Any,58,23085,Y,Rural
2025,50676655ebb5,Parent,Single_person,Never_married,2,Y,N,Y,2.12,71.0,1.48,1,Mobile_broadband,Other,Any,12,22424,N,Town
2025,ea5274851d10,Spouse,Joint,Never_married,4,Y,Y,N,3.39,13.6,2.7,0,None,Urdu,None,4,27459,N,Urban
2019,bc7cf4bfe24b,Child,Extended,Separated,0,N,N,N,3.3,7.0,2.08,4,Both,Urdu,Any,42,20990,N,Metro
2023,9c5b1e9d5201,Child,Extended,Married,5,N,Y,N,4.9,34.7,3.75,2,Fixed_broadband,Kannada,None,17,14535,Y,Urban
2022,b6a2f56ddd47,Sibling,Nuclear,Separated,6,N,Y,Y,0.77,21.8,4.02,0,Fixed_broadband,Marathi,Any,12,15356,N,Town
2023,a68110616332,Parent,Joint,Never_married,3,N,Y,N,1.62,7.4,2.11,2,None,Assamese,Any,55,29835,N,Urban
2019,31be29e0a664,Child,Nuclear,Divorced,0,N,N,N,1.16,54.0,0.81,2,None,Punjabi,None,53,6117,Y,Rural
2020,4d2645649272,Child,Joint,Married,0,Y,Y,N,0.51,68.4,4.34,4,Mobile_broadband,Malayalam,Any,47,5736,N,Urban
2022,8034923376c9,Spouse,Extended,Never_married,5,Y,Y,Y,4.44,13.0,2.99,4,Mobile_broadband,Assamese,None,68,3971,N,Town
2020,d1fab6c40bdf,Sibling,Extended,Widowed,0,N,N,N,1.62,6.9,4.96,1,Mobile_broadband,Telugu,None,50,12573,N,Urban
2022,74515fb829c6,Spouse,Nuclear,Divorced,3,Y,N,N,3.89,21.3,2.99,2,Mobile_broadband,Gujarati,None,57,10656,Y,Town
2018,f7b6e37c49e7,Child,Nuclear,Never_married,5,N,Y,N,3.68,30.6,3.18,4,Both,Punjabi,Any,3,15202,N,Urban
2019,297611052c0e,Head,Nuclear,Divorced,6,Y,N,N,1.47,48.6,4.19,2,Fixed_broadband,Other,Any,53,12018,N,Metro
2021,bd144858f63d,Spouse,Joint,Married,6,Y,N,Y,0.45,71.5,3.78,2,Fixed_broadband,Telugu,Any,49,21464,Y,Metro
2018,7c7dc7d54f48,Parent,Nuclear,Separated,1,N,N,Y,1.3,5.7,4.87,4,Mobile_broadband,Malayalam,Any,59,8539,Y,Metro
2018,4ec4ae6856a8,Parent,Extended,Never_married,1,N,Y,N,0.65,75.8,3.25,4,Both,Malayalam,Any,32,5791,N,Metro
2018,833460980036,Head,Extended,Separated,2,Y,N,N,0.75,64.0,4.58,1,Both,Gujarati,None,15,8750,Y,Rural
2018,2a72723a26d8,Parent,Single_person,Never_married,6,Y,Y,N,2.01,53.0,1.74,1,Fixed_broadband,Gujarati,Any,39,3089,Y,Rural
2020,aecbcdd48578,Spouse,Extended,Divorced,1,N,N,N,0.87,77.1,0.56,2,Both,Kannada,Any,25,11575,Y,Urban
2020,4d15d28c817d,Child,Extended,Separated,3,Y,N,Y,3.41,66.7,1.46,2,None,Hindi,None,53,2693,N,Town
2023,74096fec95a8,Spouse,Extended,Separated,5,Y,N,N,4.33,40.6,0.57,2,Both,Other,Any,59,29118,Y,Urban
2023,bea60771f16a,Head,Nuclear,Separated,3,N,Y,Y,2.89,23.5,0.98,0,Mobile_broadband,Assamese,Any,28,24454,N,Rural
2023,87edb8a6cce4,Spouse,Joint,Divorced,3,Y,N,Y,2.64,78.5,2.16,1,Mobile_broadband,Other,Any,61,4250,N,Rural
2021,6d99bed7833e,Spouse,Extended,Separated,2,N,N,Y,2.22,67.1,1.02,1,None,Punjabi,Any,33,3244,N,Metro
2024,ddb9da7e9369,Other,Joint,Married,1,Y,N,Y,0.36,20.1,4.13,2,Both,Bengali,Any,28,28106,N,Town
2024,41d1a17f3f52,Child,Single_person,Separated,5,N,Y,N,2.81,64.7,2.61,2,Fixed_broadband,Gujarati,Any,18,20185,Y,Urban
2018,776bd2d7c6ed,Spouse,Single_person,Widowed,4,Y,Y,N,4.23,46.0,2.6,2,None,Urdu,None,4,29957,Y,Metro
2020,9e855738f78e,Spouse,Extended,Married,2,Y,Y,N,4.67,31.9,1.17,3,Fixed_broadband,Odia,None,65,12061,Y,Rural
2024,540934969a3b,Child,Joint,Separated,0,N,Y,Y,0.35,35.1,2.85,2,Mobile_broadband,Assamese,None,73,7856,Y,Metro
2019,5ed70f6ecaa3,Other,Extended,Separated,4,Y,Y,Y,0.66,66.6,2.86,1,Both,Telugu,Any,7,21765,Y,Metro
2024,08c9d0db8fa6,Head,Joint,Widowed,3,Y,Y,N,4.08,39.4,4.7,4,Fixed_broadband,Odia,None,32,17059,Y,Metro
2022,e0342ff41fc2,Parent,Nuclear,Widowed,1,Y,N,N,3.02,25.1,3.34,1,None,Bengali,None,31,29321,Y,Town
2022,1d07e8211ed7,Head,Extended,Widowed,1,N,Y,Y,2.51,54.9,0.35,0,Mobile_broadband,Assamese,Any,65,13416,N,Urban
2018,04ed1f7da168,Other,Single_person,Separated,3,Y,N,N,2.73,72.1,0.46,2,Both,Marathi,Any,1,26496,N,Urban
2023,504aba4a2d5d,Sibling,Single_person,Separated,4,Y,Y,N,3.21,51.4,2.26,3,None,Odia,Any,66,5117,N,Metro
2021,fc63783d66ba,Other,Joint,Married,5,Y,N,Y,0.62,51.0,2.46,2,None,Odia,None,1,18485,Y,Town
2020,3d2ba6cc3002,Parent,Single_person,Divorced,2,Y,Y,N,1.48,64.5,1.5,2,Both,Punjabi,Any,41,3040,N,Urban
2020,7a497349789b,Sibling,Joint,Married,6,N,N,N,1.5,55.5,2.51,1,Both,Kannada,None,21,28140,N,Rural
2024,c266ff06e91e,Other,Extended,Divorced,6,N,Y,Y,4.44,1.8,4.02,1,Fixed_broadband,Tamil,None,79,17470,Y,Rural
2023,45b91c04dc50,Spouse,Joint,Separated,1,N,Y,N,0.23,73.9,4.33,2,Both,Punjabi,Any,54,21751,N,Rural
2019,d622370d3854,Child,Extended,Never_married,1,N,N,Y,2.05,0.7,4.34,1,None,Urdu,None,68,25992,Y,Rural
2022,4a4825555ee0,Other,Extended,Divorced,5,N,Y,Y,4.99,76.5,4.59,1,None,Gujarati,Any,10,14920,Y,Metro
2024,d4905894a754,Other,Extended,Divorced,4,N,N,N,0.24,32.6,3.47,4,Mobile_broadband,Malayalam,Any,34,1362,Y,Urban
2020,76d622cef8ff,Other,Single_person,Separated,4,Y,N,N,4.96,39.4,1.78,2,Both,Tamil,Any,30,13589,Y,Town
2022,f71cd9ee98ac,Child,Single_person,Divorced,4,N,Y,N,4.03,54.0,2.97,3,Mobile_broadband,Hindi,Any,38,2862,Y,Rural
2023,b414b6c1dba5,Other,Joint,Widowed,6,N,N,Y,1.4,0.6,4.62,2,Both,Odia,Any,27,16744,N,Rural
2019,41aaea4f9d95,Parent,Single_person,Married,1,Y,N,Y,1.52,35.9,0.34,4,Mobile_broadband,Malayalam,Any,4,2734,N,Rural
2023,434f4db702b0,Head,Nuclear,Married,5,N,Y,Y,1.13,38.2,0.62,0,Both,Marathi,None,12,9067,Y,Urban
2021,4eb3e0719142,Child,Joint,Separated,2,Y,Y,N,1.62,41.0,3.28,4,Both,Assamese,Any,20,27269,Y,Metro
2018,36965932d77f,Head,Nuclear,Married,0,Y,N,Y,1.02,76.7,2.94,4,Fixed_broadband,Kannada,Any,13,4237,N,Urban
2021,6ed6790e062f,Head,Single_person,Separated,1,N,Y,Y,1.27,42.6,3.2,2,Both,Odia,Any,60,17762,N,Metro
2025,84396c5f5bd5,Parent,Extended,Never_married,3,N,N,Y,2.64,58.5,3.61,1,Fixed_broadband,Gujarati,None,1,20269,N,Town
2019,dfbbd72a5e6b,Child,Extended,Widowed,0,Y,N,N,4.74,25.3,0.79,2,Both,Kannada,None,14,14796,Y,Town
2023,e157bee6af29,Child,Extended,Never_married,1,Y,N,N,4.7,77.5,2.85,0,Both,Odia,Any,1,23203,N,Rural
2019,71ab39269841,Head,Joint,Married,3,N,N,Y,1.26,56.4,1.98,2,Both,Telugu,None,60,7466,Y,Urban
2023,688bfab69a43,Other,Nuclear,Separated,4,Y,Y,Y,1.19,13.0,1.83,4,Both,Odia,None,52,25269,N,Town
2021,3bfd71b9cada,Other,Nuclear,Never_married,0,Y,Y,N,0.72,0.8,2.46,2,Fixed_broadband,Bengali,None,36,15062,Y,Urban
2023,a36516a7aca9,Head,Single_person,Divorced,2,Y,N,N,4.45,31.8,4.82,2,Both,Other,Any,45,5764,N,Metro
2025,2968e3cca742,Other,Single_person,Never_married,0,Y,Y,Y,4.23,73.6,2.44,0,Fixed_broadband,Malayalam,Any,57,14360,N,Metro
2018,864df954ee5a,Spouse,Joint,Married,4,N,N,Y,0.34,32.6,1.81,0,Fixed_broadband,Gujarati,None,1,18392,N,Urban
2021,9609d2fcd1c6,Other,Extended,Married,6,N,N,Y,3.53,74.4,3.47,1,None,Odia,None,60,13076,N,Town
2022,cd19e0332278,Other,Joint,Married,1,N,N,Y,4.04,70.6,2.77,0,None,Gujarati,None,67,12850,N,Town
2022,c45a329f1ffe,Spouse,Nuclear,Never_married,2,Y,N,Y,2.83,68.7,0.94,0,Both,Malayalam,Any,34,10048,Y,Urban
2025,e6822a6c6233,Head,Extended,Never_married,4,N,N,N,0.5,52.8,3.06,0,Mobile_broadband,Other,None,61,19313,N,Metro
2021,110edf02eee0,Spouse,Nuclear,Never_married,1,Y,N,N,1.05,47.0,1.86,1,Mobile_broadband,Punjabi,None,44,22946,N,Urban
2022,43f61a2b1499,Head,Single_person,Never_married,0,Y,Y,Y,3.3,11.3,4.26,2,None,Punjabi,None,32,28253,Y,Rural
2019,1743104a55a0,Head,Single_person,Widowed,0,N,Y,N,2.93,69.1,3.69,0,Both,Tamil,None,20,24825,N,Metro
2019,c8ce180ed3ac,Spouse,Joint,Separated,0,Y,Y,N,2.95,4.6,4.55,0,Fixed_broadband,Urdu,None,53,17608,N,Urban
2022,7b8d2396199e,Child,Extended,Divorced,2,N,N,Y,4.71,67.7,3.89,4,None,Marathi,None,34,22925,Y,Urban
2023,d12e8c84fbd9,Child,Nuclear,Divorced,6,N,N,Y,3.27,22.3,3.59,0,Both,Gujarati,None,78,5213,N,Rural
2021,8733deaebb7e,Head,Joint,Never_married,4,N,Y,N,2.59,12.7,1.16,3,Both,Punjabi,None,43,23638,Y,Metro
2019,44fcd9779f44,Spouse,Single_person,Divorced,0,Y,Y,Y,3.93,33.4,1.72,0,None,Hindi,Any,9,20481,N,Metro
2020,b9f3d151d03f,Spouse,Extended,Widowed,2,Y,N,Y,3.93,51.4,0.74,3,Mobile_broadband,Hindi,None,39,20230,Y,Urban
2020,7db18a2cee41,Head,Joint,Married,0,N,N,N,2.51,72.4,2.64,4,Both,Urdu,None,12,22219,Y,Town
2020,2fbe38e0ab98,Head,Extended,Widowed,3,N,N,N,3.01,52.7,2.52,3,Fixed_broadband,Malayalam,Any,4,3509,N,Rural
2022,340056637716,Child,Single_person,Separated,4,Y,N,Y,4.08,73.3,4.88,1,Fixed_broadband,Malayalam,Any,38,1775,Y,Town
2021,efd06dd7df10,Spouse,Nuclear,Married,5,Y,Y,Y,3.57,69.2,2.76,4,Fixed_broadband,Telugu,None,40,4835,N,Rural
2023,a93dceb28b34,Parent,Joint,Divorced,2,N,Y,N,4.62,59.5,0.7,3,Both,Marathi,None,77,13288,Y,Metro
2025,4aca6b99961d,Sibling,Single_person,Widowed,1,Y,Y,N,0.66,2.4,1.22,4,Both,Telugu,Any,76,10549,N,Urban
2019,694cdd4b0965,Child,Extended,Widowed,3,N,Y,Y,4.94,43.0,0.98,3,None,Urdu,None,75,12343,N,Urban
2020,323c760491cb,Head,Single_person,Never_married,2,N,Y,Y,1.3,78.0,0.79,4,Mobile_broadband,Marathi,None,33,4486,Y,Rural
2022,a1de49eb0cac,Head,Extended,Married,6,N,Y,Y,1.7,53.1,4.64,0,None,Assamese,Any,65,7551,Y,Town
2023,86e4c642b8c3,Parent,Single_person,Married,5,N,N,N,4.55,22.8,4.6,0,Both,Other,None,6,11386,N,Urban
2018,d807ff477e10,Parent,Nuclear,Separated,6,Y,Y,Y,4.38,17.7,0.79,0,None,Punjabi,None,6,25366,N,Rural
2018,2e26aa1972ef,Sibling,Joint,Never_married,4,N,N,Y,3.77,78.2,1.82,2,Mobile_broadband,Assamese,Any,61,24318,N,Metro
2025,ba5ec0f34647,Head,Extended,Married,1,N,N,Y,4.51,62.8,1.89,4,Mobile_broadband,Punjabi,None,60,7618,N,Town
2019,7d014817c688,Sibling,Single_person,Widowed,6,N,Y,N,4.19,72.6,0.72,4,Mobile_broadband,Urdu,Any,33,23543,N,Metro
2024,9f458d1a6f72,Spouse,Joint,Divorced,5,Y,Y,Y,3.08,8.0,1.98,2,Fixed_broadband,Kannada,Any,14,21547,N,Urban
2024,f4c5b95e5920,Sibling,Nuclear,Separated,5,N,N,N,3.13,52.9,4.31,0,Mobile_broadband,Punjabi,None,34,3676,Y,Urban
2022,bb35c6d0384a,Child,Nuclear,Married,4,Y,Y,Y,1.77,70.1,4.8,1,Mobile_broadband,Hindi,Any,57,4720,Y,Rural
2021,06bdce693ee2,Sibling,Single_person,Never_married,3,Y,N,Y,2.58,9.5,4.7,3,Both,Assamese,Any,3,5532,N,Rural
2022,8d46c1e880ac,Other,Extended,Separated,1,Y,Y,N,2.77,3.5,2.37,2,None,Kannada,Any,0,14496,Y,Metro
2020,182e895d10a6,Other,Joint,Separated,0,Y,N,Y,4.93,78.9,3.45,2,Mobile_broadband,Tamil,Any,71,16271,N,Town
2021,e156c459c4d1,Head,Single_person,Separated,0,Y,N,Y,1.92,36.1,2.06,2,Both,Assamese,None,80,15731,Y,Urban
2019,c61004d91adc,Child,Nuclear,Never_married,0,N,N,N,2.97,30.8,2.4,1,Fixed_broadband,Gujarati,Any,2,14706,N,Urban
2024,56db408f384b,Other,Nuclear,Never_married,1,Y,Y,Y,3.76,37.0,3.78,0,Both,Bengali,None,8,22913,Y,Metro
2019,771e24e390af,Head,Extended,Widowed,6,N,N,N,0.31,16.2,3.24,1,Mobile_broadband,Punjabi,None,29,22915,N,Metro
2024,b81522658d78,Parent,Nuclear,Separated,5,N,N,N,4.25,50.2,2.05,0,Fixed_broadband,Assamese,None,19,15170,N,Town
2018,145b9378c718,Child,Nuclear,Divorced,4,Y,N,N,1.32,1.9,2.35,1,None,Urdu,None,41,27354,Y,Rural
2019,f11fad51cee6,Spouse,Joint,Divorced,2,N,N,Y,1.04,29.3,4.16,3,Fixed_broadband,Other,None,16,3104,N,Urban
2023,c326e537d0ba,Spouse,Extended,Separated,4,Y,N,Y,0.98,3.5,2.76,2,Both,Hindi,Any,61,16663,Y,Metro
2025,1aabbbc5594b,Parent,Joint,Never_married,3,Y,Y,N,1.19,69.1,1.93,4,Fixed_broadband,Other,None,17,14736,N,Rural
2023,f637e516434a,Sibling,Nuclear,Widowed,6,Y,N,N,0.31,9.7,1.25,0,Both,Kannada,Any,60,7173,N,Town
2018,e7c4dfc356c1,Parent,Single_person,Divorced,2,Y,Y,N,3.87,36.2,2.46,3,Both,Punjabi,None,79,18927,N,Metro
2021,e93f47668dae,Other,Nuclear,Widowed,6,N,N,N,4.41,21.6,4.13,3,Mobile_broadband,Kannada,Any,8,22123,Y,Rural
2018,8c8627cf04c1,Parent,Extended,Married,5,N,Y,Y,1.9,69.5,2.75,3,None,Telugu,Any,69,6916,N,Urban
2018,dfc70c9e599d,Head,Single_person,Separated,1,Y,Y,N,0.85,56.4,3.98,0,Both,Gujarati,None,31,4635,Y,Rural
2024,c1dc2f5e16e3,Sibling,Single_person,Never_married,2,Y,Y,Y,1.43,54.0,1.8,0,Fixed_broadband,Kannada,None,78,20974,N,Rural
2021,82bcc2c1939f,Other,Nuclear,Widowed,0,N,Y,Y,3.6,38.9,1.88,4,None,Hindi,None,6,15108,N,Rural
2022,d893ce1a1284,Head,Joint,Never_married,2,Y,Y,Y,3.25,37.9,3.6,3,Mobile_broadband,Malayalam,None,30,27282,N,Metro
2022,394b72724200,Sibling,Extended,Separated,4,Y,N,Y,3.53,15.0,1.2,3,None,Tamil,Any,57,12304,Y,Town
2018,dd539959da9c,Child,Single_person,Never_married,2,N,Y,N,3.75,7.7,4.95,3,Fixed_broadband,Other,Any,18,1520,N,Rural
2025,6b1f10c3f294,Parent,Single_person,Never_married,2,N,N,Y,1.64,48.3,1.18,3,Both,Gujarati,Any,47,12743,N,Town
2018,7a032bde02f8,Child,Single_person,Separated,0,Y,N,N,2.38,9.8,0.77,0,Fixed_broadband,Urdu,Any,2,1308,Y,Town
2020,62dae4a1fb68,Parent,Nuclear,Separated,4,N,N,N,2.68,48.8,1.74,1,None,Urdu,None,53,13174,Y,Metro
2019,e9e603869ba9,Parent,Extended,Separated,4,N,N,N,3.78,8.3,0.22,4,None,Marathi,None,47,1241,Y,Metro
2019,665afe6c8fd1,Other,Nuclear,Separated,5,Y,Y,Y,4.81,21.7,2.99,4,Mobile_broadband,Marathi,None,7,10743,Y,Urban
2018,5d702717a258,Sibling,Single_person,Never_married,3,Y,N,Y,2.35,58.0,2.79,2,None,Tamil,Any,36,18543,Y,Town
2024,286c9cb209f6,Spouse,Single_person,Separated,3,Y,Y,Y,3.41,4.2,2.55,3,None,Other,None,33,14951,N,Metro
2021,f977a070ec7d,Other,Single_person,Married,4,Y,Y,N,1.0,6.4,3.93,0,Both,Other,None,37,9583,Y,Urban
2023,72bf1dd542d2,Sibling,Nuclear,Separated,4,Y,Y,Y,3.25,14.8,0.77,1,None,Malayalam,Any,26,18278,Y,Metro
2022,7a09546ac368,Parent,Nuclear,Married,3,Y,Y,N,3.99,42.9,5.0,1,Fixed_broadband,Odia,None,33,27242,Y,Metro
2025,396a3d87e344,Spouse,Nuclear,Widowed,6,N,N,Y,1.56,69.3,1.29,0,Both,Odia,None,13,9480,Y,Metro
2023,24862f3cbf78,Spouse,Nuclear,Separated,1,Y,Y,N,0.26,64.5,0.47,4,Fixed_broadband,Odia,None,32,7663,N,Urban
2021,fc858dd447f7,Head,Joint,Never_married,1,Y,N,Y,4.66,11.6,2.22,4,Fixed_broadband,Other,Any,63,29783,Y,Rural
2025,3c916b72363a,Spouse,Single_person,Never_married,6,N,Y,N,0.87,1.9,2.14,1,None,Bengali,None,23,7752,Y,Rural
2023,049cb911de5b,Sibling,Nuclear,Widowed,2,Y,N,Y,3.07,19.1,3.61,3,Fixed_broadband,Bengali,Any,24,29285,Y,Urban
2022,5abf132f277c,Parent,Joint,Never_married,4,N,N,Y,2.87,13.1,1.11,3,Fixed_broadband,Tamil,None,53,27857,N,Rural
2025,0269245c33f0,Child,Nuclear,Never_married,6,Y,N,N,0.76,46.2,4.21,2,Mobile_broadband,Bengali,None,46,17156,N,Rural
2019,b92eec626794,Spouse,Joint,Married,1,Y,N,N,4.97,59.8,1.17,2,Mobile_broadband,Tamil,None,52,16728,Y,Town
2018,b090f926bf49,Spouse,Extended,Married,4,N,N,Y,0.47,55.6,1.16,0,Fixed_broadband,Telugu,Any,22,19801,Y,Urban
2025,5985dbfa6279,Head,Single_person,Widowed,3,Y,Y,Y,0.34,71.6,3.97,1,Both,Bengali,Any,34,11434,N,Urban
2021,0dca0f1dc144,Parent,Extended,Divorced,4,Y,N,N,2.04,40.8,0.67,1,None,Hindi,Any,1,27805,N,Town
2018,c7b978de1d17,Parent,Joint,Married,2,N,Y,N,2.7,8.6,3.4,1,Fixed_broadband,Urdu,None,13,13736,Y,Town
2018,42eaf515b780,Spouse,Extended,Widowed,4,N,Y,Y,2.34,60.7,1.74,2,None,Kannada,Any,16,19534,Y,Rural
2019,9d7b20a246d1,Parent,Single_person,Separated,3,N,Y,Y,3.49,9.2,3.42,4,Both,Gujarati,Any,21,1007,N,Town
2023,43741fd4903c,Sibling,Joint,Separated,2,Y,Y,N,4.85,41.6,1.02,0,None,Hindi,Any,17,13810,N,Rural
2023,aaa11ef3e6f7,Child,Joint,Widowed,4,N,Y,Y,2.37,22.5,0.6,1,None,Urdu,None,50,26402,N,Rural
2021,c234dbfa07a3,Parent,Nuclear,Married,3,N,Y,N,1.67,66.0,2.37,1,Fixed_broadband,Punjabi,Any,9,10103,Y,Rural
2024,85e82aacbfa8,Head,Single_person,Married,0,N,N,N,4.66,70.3,3.48,3,None,Other,Any,75,2661,Y,Urban
2019,fcc7924057d0,Child,Nuclear,Separated,6,N,Y,N,2.59,49.3,2.54,2,None,Telugu,None,75,7631,N,Metro
2024,81714e998d98,Parent,Single_person,Divorced,3,N,Y,N,4.65,7.7,2.32,4,Both,Other,None,57,3585,Y,Metro
2024,1ab6ff81ae4a,Sibling,Nuclear,Divorced,3,Y,Y,Y,4.43,18.7,0.96,0,Fixed_broadband,Marathi,None,35,8697,Y,Rural
2024,446598feb830,Sibling,Joint,Separated,0,N,N,Y,1.65,18.8,3.25,4,Mobile_broadband,Punjabi,Any,60,10285,N,Rural
2020,b3f842f0f733,Spouse,Extended,Never_married,4,Y,N,Y,4.83,1.1,1.83,0,Mobile_broadband,Marathi,None,40,666,N,Urban
2023,6beeedfbc740,Child,Nuclear,Married,2,N,N,Y,4.17,61.7,0.57,0,Both,Bengali,Any,31,16892,Y,Town
2018,1fc1a5840448,Sibling,Extended,Separated,4,N,Y,Y,4.66,34.9,2.35,2,None,Bengali,Any,62,16977,N,Metro
2022,9b52b3f23640,Spouse,Single_person,Never_married,4,Y,N,N,4.59,64.7,2.76,2,Fixed_broadband,Telugu,None,79,400,N,Rural
2021,246827358d27,Parent,Single_person,Married,4,N,Y,N,4.05,16.8,0.58,1,Fixed_broadband,Punjabi,None,59,29375,Y,Town
2023,aa769ce05953,Sibling,Nuclear,Divorced,3,N,N,N,0.54,3.7,4.65,4,None,Malayalam,Any,48,25629,Y,Rural
2018,24370ab8c8b5,Parent,Single_person,Never_married,6,N,N,Y,4.3,50.2,4.69,1,Fixed_broadband,Tamil,Any,32,8932,N,Urban
2025,110638d86f42,Sibling,Extended,Widowed,5,Y,N,Y,1.89,70.0,1.74,2,None,Malayalam,None,59,9045,Y,Urban
2020,09dd72379d3b,Spouse,Nuclear,Divorced,5,N,N,Y,0.78,37.6,4.74,0,None,Odia,None,70,6644,N,Urban
2019,18717e634918,Parent,Joint,Never_married,6,Y,N,Y,3.1,57.8,0.75,1,Fixed_broadband,Other,Any,70,89,N,Town
2023,9c3dbb887724,Child,Extended,Separated,5,N,Y,N,1.83,16.3,2.19,0,Both,Urdu,None,63,26605,N,Rural
2021,14d1cbeefff7,Sibling,Extended,Separated,0,Y,N,Y,4.4,40.0,1.09,1,None,Other,None,33,13554,N,Metro
2018,a8c1b1b41493,Head,Single_person,Widowed,0,N,N,N,2.55,5.8,4.25,1,Fixed_broadband,Odia,None,77,3034,N,Urban
2023,a4353156d334,Spouse,Nuclear,Married,3,N,Y,N,4.83,71.5,4.83,1,Mobile_broadband,Punjabi,None,31,4682,N,Urban
2024,a61039c8d7e6,Head,Extended,Separated,1,N,N,N,3.19,17.9,4.46,2,Fixed_broadband,Tamil,None,53,16990,N,Urban
2022,434c0a83b51c,Spouse,Joint,Never_married,1,N,N,N,2.64,41.0,4.32,4,Fixed_broadband,Tamil,None,1,1658,N,Urban
2019,47a741a3b031,Parent,Nuclear,Widowed,2,N,Y,Y,3.87,64.3,2.71,3,Both,Tamil,None,28,12147,N,Metro
2024,a876c26085e1,Spouse,Joint,Separated,0,Y,Y,Y,4.44,36.5,0.86,4,Mobile_broadband,Gujarati,Any,22,22455,Y,Rural
2018,f72eff99ae0b,Child,Single_person,Never_married,6,N,N,N,3.01,31.3,2.54,2,Both,Other,None,27,23512,N,Metro
2018,65be24cd9f81,Spouse,Joint,Widowed,0,Y,N,Y,3.17,2.0,1.47,0,None,Odia,Any,67,25058,N,Town
2019,3ed51652bfe0,Sibling,Extended,Separated,5,N,N,Y,4.4,25.3,2.29,4,Mobile_broadband,Urdu,Any,3,15656,N,Town
2020,47f8ac85b11e,Parent,Extended,Divorced,1,N,N,N,0.33,9.2,2.57,0,None,Tamil,None,17,16573,Y,Metro
2022,c73b962ee7ae,Spouse,Single_person,Married,3,N,Y,Y,4.44,79.7,3.02,1,Fixed_broadband,Other,Any,73,17202,N,Urban
2018,7abea8300692,Sibling,Extended,Widowed,1,Y,N,Y,0.81,43.2,4.18,1,Mobile_broadband,Bengali,None,69,11154,N,Metro
