house_rent_rent_month,house_rent_building_id_hash,house_rent_unit_bedroom_count,house_rent_asking_rent_inr,house_rent_effective_rent_inr,house_rent_rent_concession_weeks,house_rent_vacancy_rate_building,house_rent_lease_term_months,house_rent_tenant_income_requirement,house_rent_rent_to_income_ratio,house_rent_utility_included_flag,house_rent_pet_fee_inr,house_rent_application_fee_inr,house_rent_security_deposit_inr,house_rent_eviction_filing_rate,house_rent_rent_control_coverage_flag,house_rent_affordability_target_ami,house_rent_subsidy_waitlist_length,house_rent_move_in_incentive_flag,house_rent_renter_turnover_rate
2022-12,BLDG-29774760d542,4,128625,126940,0,14.98,3,3.04,54.28,Y,20472,5431,355881,7.588,Y,35.4,11409,Y,28.2
2023-08,BLDG-7bcd4c936588,4,165083,156517,6,13.0,12,2.53,9.86,Y,8911,836,337770,7.573,Y,124.1,42104,Y,35.02
2022-11,BLDG-a57ba0ac0a59,2,103083,91116,0,15.13,3,4.05,24.26,N,15126,694,54078,7.291,Y,181.9,6084,Y,44.33
2024-03,BLDG-76bd4c9bff60,4,125195,116417,6,20.74,24,3.3,13.36,N,15476,3010,142331,6.81,N,173.6,29122,Y,32.41
2020-06,BLDG-e5e78d3aeb09,5,123843,114162,4,23.64,36,3.55,18.31,Y,23313,3005,300788,7.964,Y,168.7,39112,N,17.45
2019-08,BLDG-1b546eb17eef,5,160086,161232,8,26.39,36,3.5,50.43,N,7717,3290,143866,0.336,Y,39.0,30815,N,0.34
2024-12,BLDG-af1829ee3731,1,92810,90299,2,17.78,11,2.69,37.94,N,24570,2517,18736,1.774,N,62.1,17587,Y,29.67
2023-11,BLDG-03ff99cd6d5c,5,121219,107726,3,8.26,6,4.0,41.59,N,24319,2281,69012,3.243,N,189.1,17452,N,42.7
2019-08,BLDG-2f1a3001d3de,4,153304,156341,6,13.34,24,2.93,35.12,Y,7984,2740,148818,0.164,Y,58.0,3488,N,22.76
2023-09,BLDG-2a1a75f3ed81,5,162576,145586,4,8.83,24,2.85,29.15,N,7385,1768,261780,1.905,Y,105.6,11912,Y,43.22
2023-10,BLDG-0649a34d11a0,3,66768,62089,7,20.36,11,2.14,52.77,Y,19487,5085,127248,6.771,Y,73.8,22400,Y,11.37
2025-04,BLDG-57ff8655df08,2,136429,129466,8,13.05,12,1.8,26.85,N,1768,3788,224540,3.658,Y,64.5,25963,N,25.96
2022-09,BLDG-f8c54717b347,3,171324,173351,8,18.82,12,4.89,35.51,Y,12179,2096,159852,5.015,N,155.9,310,N,8.05
2022-01,BLDG-3f91a27fcd15,0,132661,125201,3,17.23,11,1.87,42.04,Y,22008,2037,29701,6.909,N,81.7,37134,Y,45.83
2025-03,BLDG-5828a98eb9f3,4,101776,94293,3,0.51,36,2.58,22.94,N,11281,1557,227474,2.21,Y,152.9,16589,Y,49.39
2023-06,BLDG-8c3c8a31878f,0,82378,83264,7,4.97,9,3.81,9.98,Y,13801,1517,206094,1.794,Y,157.5,33348,N,27.89
2022-11,BLDG-73c5bce7de1f,0,12215,12196,4,4.23,9,2.79,54.99,Y,21920,3724,257255,7.279,Y,179.8,44243,N,10.63
2020-05,BLDG-2a1704ddb8de,4,55329,54886,3,3.91,9,3.7,26.43,Y,16761,663,265845,7.957,Y,182.9,9696,Y,34.82
2019-11,BLDG-85d65afe49ce,1,95763,85819,3,21.98,11,4.42,21.58,N,5537,1852,279201,3.538,Y,148.3,29618,Y,5.16
2019-05,BLDG-52cd269fe743,2,26540,25651,5,21.3,9,2.3,47.12,Y,9024,2131,358504,3.268,N,165.1,41291,N,54.51
2022-10,BLDG-0f911057c428,4,54537,46406,2,25.68,9,3.42,20.35,N,12598,4529,80988,2.208,Y,183.7,7674,N,4.17
2025-08,BLDG-0dad0e8bfbbb,2,88563,90227,2,17.82,3,2.52,11.09,Y,10436,1901,1351,1.357,Y,35.7,44823,N,40.74
2020-10,BLDG-3b9bcec83a11,0,31882,27859,1,21.03,9,3.6,49.69,Y,11854,3188,270692,0.236,Y,190.9,37243,Y,21.64
2024-05,BLDG-f1571ed57d8f,0,47619,41746,0,3.62,11,4.24,47.32,N,11177,2094,244360,5.207,N,77.4,18855,Y,13.23
2025-04,BLDG-10f84a989a5d,0,55881,51069,0,17.72,36,4.51,18.79,Y,5933,1307,111748,4.957,N,57.2,7903,N,27.48
2021-10,BLDG-50b6502c2153,0,149236,128037,4,15.05,3,2.69,47.7,N,8176,4190,7487,1.128,Y,43.3,43560,Y,60.9
2025-03,BLDG-d96dc5281d80,5,80557,70608,3,24.53,11,2.4,50.44,N,593,3504,252602,7.482,Y,108.8,3449,N,50.56
2023-03,BLDG-40355ce55469,3,141893,129554,5,22.41,24,3.82,36.18,N,22295,4641,189190,2.173,N,191.1,36435,Y,40.44
2023-01,BLDG-9f7091b8358a,3,60288,56957,3,6.33,36,2.77,8.98,N,18036,4420,306676,5.615,Y,46.5,13355,Y,61.58
2020-06,BLDG-5cd27ad29289,1,101738,102985,5,20.3,9,1.86,15.04,N,20633,3894,19646,1.25,N,85.1,36399,Y,11.74
2024-10,BLDG-e2d4accd5609,4,61500,56308,8,19.9,3,4.78,32.81,N,16064,5392,58584,6.231,N,116.6,19059,Y,4.19
2022-03,BLDG-d851696ad1d7,1,128023,126646,7,15.06,24,3.18,22.15,N,9743,863,122579,1.995,N,112.5,23390,N,51.72
2019-05,BLDG-89b0fc5a85c2,2,129586,122011,3,10.54,3,4.88,46.64,N,13643,4601,277192,1.62,Y,81.0,44472,Y,22.62
2019-07,BLDG-6790daa425ba,2,148901,141220,4,27.32,24,4.24,20.9,N,7120,5371,7125,2.636,N,118.9,17842,N,3.12
2019-06,BLDG-91fbea8d0c75,0,142444,138353,2,4.46,11,3.96,46.67,Y,12223,4111,186492,4.099,Y,49.2,22989,N,28.08
2021-10,BLDG-b7c0568a74d5,1,166581,169544,5,27.34,6,4.09,28.3,Y,10760,4305,327480,1.578,N,44.6,36180,N,42.77
2020-05,BLDG-3f2329f4f931,4,128016,126569,1,19.28,3,3.31,31.35,Y,7029,2062,13352,7.789,Y,82.6,26449,N,38.86
2022-02,BLDG-593296856683,3,13642,11989,4,19.19,12,3.29,40.94,Y,1334,3595,305487,3.615,Y,194.9,16857,N,18.65
2019-08,BLDG-37642522be74,1,37746,33046,7,1.78,24,3.63,51.22,N,9070,5162,332420,5.643,N,127.7,21688,Y,47.17
2020-08,BLDG-2ff33d7da6da,1,34919,31348,7,12.18,36,3.3,42.67,Y,3848,543,139742,1.993,Y,91.3,40772,Y,26.45
2023-10,BLDG-eca16fb20836,3,112661,111648,6,21.42,24,4.72,46.24,N,21342,2942,44663,7.938,N,63.1,41451,Y,9.51
2019-05,BLDG-975f5f8878ad,5,9579,8314,0,2.18,6,1.97,53.54,N,2899,5261,89000,2.522,Y,100.1,702,Y,4.12
2019-07,BLDG-16948ce0e5c0,2,33254,28599,7,17.66,36,2.35,52.9,Y,14592,951,332811,0.323,N,51.5,10646,Y,9.26
2021-09,BLDG-dbf6b6baca14,4,122962,113735,7,24.74,24,3.27,51.19,N,661,4666,243476,5.522,N,75.1,31719,N,6.54
2019-03,BLDG-540b9f3e93d6,4,28905,26671,6,6.55,11,4.37,22.21,N,15390,592,158382,3.137,Y,109.7,19708,N,64.39
2019-06,BLDG-82ceadf2f81c,4,48925,47632,1,5.64,3,2.81,33.12,N,15761,2553,294488,3.685,Y,39.0,15624,N,2.12
2019-05,BLDG-7a8dd2529a2f,3,143774,143320,8,26.59,36,3.81,35.46,N,1028,5566,288948,0.237,Y,93.3,6763,Y,3.95
2024-07,BLDG-ea3258db936f,1,47906,48277,3,19.99,24,3.08,18.84,Y,5602,2029,330779,5.295,N,168.3,14385,N,0.08
2024-01,BLDG-9035b2be8e37,3,33496,31121,6,12.52,9,3.74,12.28,Y,6183,1425,321436,4.614,Y,130.4,17013,Y,0.87
2025-02,BLDG-d4db59f703ae,3,115506,112615,4,11.26,12,3.97,16.76,N,6047,4187,213409,2.085,Y,126.1,4300,N,57.63
2023-03,BLDG-28368787312e,3,98353,88699,6,10.45,12,4.27,47.69,Y,8907,5677,27095,6.637,Y,122.6,8689,Y,14.19
2025-08,BLDG-333d4b5e0f6c,3,71785,70153,0,20.05,24,3.07,8.57,Y,12047,2999,324867,4.676,Y,166.6,27738,N,52.31
2021-04,BLDG-b88b5401d3cb,4,4181,4007,3,13.95,6,3.66,41.05,N,4308,1426,183125,3.232,Y,166.7,33114,N,21.87
2025-07,BLDG-894e057e5968,3,74266,70020,1,9.07,12,4.76,14.27,Y,12489,2629,74124,3.524,N,89.6,36777,Y,45.64
2022-12,BLDG-7e5a7cd51b50,0,168912,166342,8,17.21,9,4.78,43.19,Y,7493,3384,196681,4.62,Y,124.8,27919,N,27.94
2023-05,BLDG-90f7a65d3e0d,4,51372,51916,1,15.47,6,3.28,40.07,N,9447,5710,30955,4.276,N,68.4,10975,N,15.44
2022-03,BLDG-1c6fc3dd7594,1,48841,41894,1,20.18,9,4.35,50.06,N,2979,65,229141,5.347,N,96.4,7264,Y,11.21
2021-08,BLDG-172d78cff1a8,1,171628,164621,2,16.22,9,4.65,13.48,Y,3897,2214,22108,5.634,Y,124.5,23958,Y,37.93
2021-12,BLDG-21077acc0d18,0,18487,17512,7,25.22,6,2.57,33.74,N,10946,4022,9261,4.354,Y,123.5,41786,Y,28.01
2019-03,BLDG-230e776d02d7,5,60815,61740,4,0.4,6,4.42,31.42,Y,20484,4144,322532,6.099,N,51.0,6476,Y,9.12
2021-08,BLDG-7ee1fad8b90d,1,70379,62608,7,14.82,36,3.0,11.71,Y,20300,294,140559,1.927,N,134.7,3719,Y,40.04
2025-01,BLDG-d97aaa79ec41,1,167885,156482,2,27.52,6,2.53,40.86,N,4975,2673,174726,6.632,N,99.1,17631,Y,30.03
2021-07,BLDG-159707e273ee,2,149975,141267,4,3.53,24,4.18,27.52,Y,18621,4102,96361,3.304,N,108.9,6187,N,33.98
2025-09,BLDG-c2d11f6cab9f,3,138862,122334,2,25.79,9,2.64,29.18,N,10714,3955,289690,0.958,N,135.8,36753,N,18.62
2025-07,BLDG-20fefa433895,3,20603,19880,3,15.65,11,2.97,17.94,N,5779,4196,106741,0.529,N,177.5,38133,Y,28.85
2020-08,BLDG-11b314fe22eb,3,30799,27847,7,14.38,36,4.52,44.47,Y,12597,491,198711,7.934,Y,117.7,41701,N,39.02
2024-01,BLDG-dbdbdd15a8c8,5,120907,104021,8,9.8,9,2.77,40.17,Y,20310,4633,227856,5.914,N,62.9,42681,Y,34.17
2023-02,BLDG-5498a39592c2,1,102567,92686,7,15.15,36,4.72,46.01,N,9404,2976,305856,2.07,Y,123.9,4841,Y,50.25
2022-12,BLDG-255b764ba353,1,165035,151023,4,18.54,36,2.94,40.4,Y,10955,4556,108700,4.051,N,142.5,5525,Y,46.49
2022-02,BLDG-06ad9548de39,0,68310,63484,3,7.82,3,2.0,14.09,N,13266,3392,314816,2.737,Y,83.5,13827,Y,53.99
2025-07,BLDG-687c8db13359,0,93253,80872,7,11.54,6,3.38,26.89,N,18384,3085,102478,4.885,Y,146.8,28522,N,46.4
2025-08,BLDG-3864a0f17f6b,3,107728,107359,3,3.64,3,3.33,37.97,Y,24971,3907,51638,1.722,Y,87.3,43661,Y,33.34
2024-10,BLDG-157357f7e999,4,172200,161570,2,8.89,3,2.31,14.99,Y,4839,5176,76591,2.756,Y,110.4,20769,N,5.38
2025-11,BLDG-5ed4aecdbd4f,5,132434,129336,7,17.12,24,3.19,39.76,Y,18278,1732,332655,5.478,Y,193.7,28251,N,36.46
2023-01,BLDG-338bba761839,0,112451,107589,6,15.85,36,3.21,33.83,N,1588,2946,83360,6.176,Y,195.4,41691,N,29.47
2020-12,BLDG-0b1a28c441cc,3,167422,168274,3,10.18,9,5.0,37.45,Y,16802,98,36434,6.986,Y,192.2,19847,N,59.72
2022-12,BLDG-aa2308bd3ca5,5,161858,142790,4,27.28,24,4.1,19.84,N,1513,3381,62078,3.872,N,67.7,22359,Y,37.81
2021-09,BLDG-4109873c6bd6,0,127852,129415,4,7.11,9,4.08,53.76,N,3078,3436,260656,2.923,N,180.2,36272,N,57.59
2023-02,BLDG-d2dd59640e00,0,109319,104149,2,12.62,36,2.33,33.45,Y,2134,5005,294647,5.522,Y,181.5,32798,Y,45.6
2024-03,BLDG-752d30ecf43c,2,65026,62753,4,3.3,24,3.9,41.32,Y,17468,1846,60014,0.105,N,171.4,7133,N,33.4
2020-12,BLDG-bda610b54119,0,140290,127820,3,18.0,24,4.24,9.21,Y,14651,1904,135387,5.541,Y,47.7,5789,Y,11.81
2023-04,BLDG-f9b9723b8508,3,155607,140845,2,22.83,11,2.8,42.79,Y,13997,4160,207758,2.997,N,197.4,4153,Y,22.5
2019-08,BLDG-8787bf759164,2,10497,9848,4,5.01,36,4.06,43.81,Y,12304,3796,155266,4.08,Y,34.5,42715,Y,8.42
2019-08,BLDG-f2bd252b88b2,3,56380,52586,2,12.45,9,2.07,21.04,N,16425,5237,84003,4.182,N,32.2,7781,Y,11.26
2019-07,BLDG-5621bf3be7f4,0,9479,8153,0,13.03,3,4.69,25.28,N,14185,2926,337431,3.151,Y,147.3,38058,Y,5.1
2021-12,BLDG-2fe685ae0b24,0,5201,5091,2,11.24,11,3.47,33.75,Y,23808,3621,177583,1.252,N,111.3,43058,N,33.4
2023-06,BLDG-68773cad26ec,1,153774,156379,0,15.8,36,2.32,33.51,N,23375,601,314329,3.69,N,81.7,7008,Y,55.03
2020-02,BLDG-d34f25fb564b,4,36393,31756,2,23.76,24,2.36,38.04,Y,23642,2333,25300,4.784,N,133.5,9155,N,42.55
2024-04,BLDG-b3c883c69448,5,176296,178393,5,14.98,36,1.93,36.98,N,7283,5839,24081,2.083,Y,110.3,29241,N,28.43
2019-04,BLDG-9c834e5502fa,3,91531,87270,7,7.35,6,1.84,34.85,Y,2082,4982,348174,5.717,Y,43.9,2148,N,2.86
2023-03,BLDG-8058f7beba23,0,102849,87971,6,16.27,24,3.1,54.56,Y,1072,4247,261016,7.098,Y,75.8,34557,N,17.6
2020-07,BLDG-71bec6234db6,2,28106,25603,3,20.02,3,4.93,17.46,Y,24397,4483,49514,6.024,Y,151.9,27851,Y,16.94
2023-10,BLDG-379d94d19db9,5,92153,86003,4,18.29,3,3.11,19.3,N,17105,3272,236849,1.153,N,124.6,4013,Y,14.16
2022-01,BLDG-49bc46b7f2a2,4,126999,114930,6,16.67,12,3.45,25.83,N,2923,2276,17715,4.436,N,198.5,15947,Y,46.88
2019-05,BLDG-4fb9d6ed534e,1,57203,54280,1,20.81,11,2.86,13.08,Y,2212,1735,117301,6.168,N,192.6,28929,N,2.8
2019-03,BLDG-84e77f53610e,3,9093,8051,0,12.67,11,2.61,46.35,N,9905,1789,77202,0.575,N,157.1,5533,N,1.6
2025-03,BLDG-30bf61913628,2,31641,28971,0,11.1,9,3.74,47.77,Y,14115,5553,351114,7.676,N,82.8,35720,Y,52.31
2021-02,BLDG-af43a248168b,2,93859,91732,4,4.67,9,4.67,44.67,Y,20532,2080,28718,3.53,N,96.0,33268,N,37.36
2020-10,BLDG-eec5c8eb3087,3,136968,126875,1,12.91,9,3.64,30.11,N,15456,1323,31891,0.956,Y,90.1,31021,Y,49.04
2024-01,BLDG-d76def8cbc6d,1,19683,20064,6,11.9,9,4.58,20.54,N,12950,2682,42613,4.405,Y,189.1,4259,Y,13.4
2022-12,BLDG-bb583070dec4,0,108058,99800,6,19.04,6,2.1,16.23,Y,20983,612,57224,6.507,Y,75.7,37081,Y,53.86
2022-10,BLDG-315da864fd85,1,27493,25589,1,3.02,9,2.03,31.1,Y,1294,5081,55500,3.287,N,95.4,4732,Y,22.14
2022-12,BLDG-2515fb400c32,0,92192,88685,3,6.97,3,2.64,35.83,Y,8451,2504,300659,7.494,N,182.3,17286,Y,52.89
2021-02,BLDG-f9dac46d2d67,0,63487,64192,5,7.87,6,2.84,16.04,Y,7456,4010,47300,7.468,N,85.2,32942,Y,53.54
2024-09,BLDG-c9e16381d636,2,161463,161120,2,1.94,3,4.34,39.1,N,15868,267,59182,4.145,Y,168.8,21092,Y,19.83
2020-09,BLDG-21abbf4a5c4f,2,47077,40305,4,27.07,12,3.46,18.16,Y,2711,1820,260764,4.532,N,109.8,31330,N,36.52
2020-08,BLDG-8d03b51bf37d,0,41569,39078,5,10.93,6,2.38,18.46,Y,22024,1009,223199,1.623,N,65.7,2019,Y,59.58
2019-03,BLDG-913ad68217bb,1,158527,137932,3,20.99,36,4.61,32.11,N,21119,3616,252029,2.807,Y,141.3,21664,N,46.52
2020-04,BLDG-854c9436b6fd,5,112625,102716,5,27.93,11,3.09,27.22,Y,12032,2929,15821,6.324,N,156.9,27993,Y,44.85
2025-04,BLDG-7670fc3e1a05,0,164266,165457,2,21.76,24,3.65,12.01,Y,23769,4904,82635,5.418,Y,83.7,4627,Y,17.75
2019-10,BLDG-c0737074a376,4,132723,113330,5,24.9,3,3.41,23.49,N,22130,2307,102094,2.26,Y,82.4,16705,Y,18.14
2023-11,BLDG-9b77c5c294b5,4,71393,64801,2,26.01,11,2.01,27.32,N,12965,5259,146997,4.845,Y,95.7,2642,N,30.81
2021-11,BLDG-a35e4badad77,0,61684,57376,6,24.96,11,2.78,45.4,N,24578,3537,36511,1.713,Y,58.9,35632,Y,54.44
2025-03,BLDG-734e41a29753,4,47671,48344,8,22.36,24,4.54,21.74,N,7361,3768,15772,1.199,Y,134.7,22013,Y,45.22
2023-11,BLDG-34f2851f7124,0,27850,24602,0,3.01,6,4.75,15.9,Y,10500,3748,19829,6.614,Y,198.5,40341,Y,22.52
2022-04,BLDG-edab7ea173e3,3,150735,134795,2,5.77,6,2.51,23.44,Y,17300,2566,235664,1.988,Y,140.5,24297,Y,21.11
2019-09,BLDG-ed0e8be249ae,0,35067,33046,0,11.41,6,3.52,45.74,Y,10684,3016,165240,0.611,Y,79.0,32690,N,37.65
2019-08,BLDG-eb1e191987a0,1,149439,127645,0,15.2,6,2.89,11.88,Y,21229,2854,152696,2.12,N,47.4,36412,Y,35.29
2019-05,BLDG-8f67fa22fc0a,5,179758,170887,3,6.63,12,2.22,15.42,Y,17696,1873,42603,1.97,N,45.0,30136,Y,14.48
2021-07,BLDG-040ed0652053,4,133597,117950,3,26.96,9,4.36,38.13,Y,10158,747,114740,1.547,Y,176.0,44654,N,44.22
2025-05,BLDG-6a005a8d5fbd,3,117217,118638,2,7.6,3,2.21,29.06,Y,7886,3431,165758,4.569,Y,57.4,23932,N,27.06
2020-10,BLDG-a33fd4af2599,4,143100,140309,2,16.34,6,3.32,48.74,Y,23986,5204,306216,6.494,N,48.2,26424,Y,33.19
2019-11,BLDG-d7fda2659c07,4,141882,142141,2,16.96,24,2.36,32.67,N,11418,1572,204057,4.438,Y,156.5,10043,Y,30.89
2019-03,BLDG-f83babb8d012,4,126654,114517,5,16.52,3,4.76,16.25,N,20947,4476,128618,0.735,N,103.3,6696,Y,1.7
2020-05,BLDG-d5fa72fbdb81,1,52148,47844,5,2.74,12,2.15,54.61,N,5436,2219,117921,5.449,Y,181.9,8700,N,2.73
2022-04,BLDG-ff67e8394e7f,1,90653,92427,2,20.78,3,4.89,26.23,Y,20635,72,158437,2.241,N,125.3,18428,N,21.07
2024-10,BLDG-2c25623bcbcc,2,82867,70669,3,20.22,12,4.2,11.63,Y,16422,496,204398,6.19,N,176.2,6480,N,14.65
2024-01,BLDG-c3cd91c7563a,0,11722,11710,0,7.05,3,3.48,34.08,Y,24115,409,31506,7.644,N,157.5,35710,N,46.59
2025-09,BLDG-e3d093dbd58c,4,131699,119104,1,26.88,12,1.93,48.03,N,22544,3731,21079,5.946,N,74.8,5765,N,57.65
2025-04,BLDG-93c738fae6a5,3,134754,134153,0,8.97,11,4.81,26.94,Y,9104,3727,194996,3.149,Y,91.6,24913,N,30.07
2023-04,BLDG-0f3175dd807b,1,167720,165242,7,9.54,6,2.0,22.43,Y,8720,1974,51084,3.979,Y,177.7,36332,N,50.01
2022-11,BLDG-b0299e493a1b,0,82404,76919,1,4.83,12,2.84,50.71,Y,20004,1532,88924,2.445,N,90.2,9651,Y,10.98
2024-11,BLDG-dc5b7eb8dade,5,53536,49887,7,9.04,12,4.27,32.42,Y,20023,3042,324233,6.23,N,32.7,35053,Y,52.38
2020-08,BLDG-2193e92d8237,5,38015,32732,1,4.61,6,3.47,25.61,N,13000,1078,208431,7.56,Y,129.9,38930,Y,19.61
2024-12,BLDG-cec65515d28d,4,75537,65243,5,14.89,6,4.79,25.16,Y,18046,4049,180072,7.846,N,55.0,23890,Y,18.83
2020-04,BLDG-abf925980d29,2,145292,130812,7,6.52,6,2.57,13.49,Y,19722,277,286220,3.588,N,106.3,13742,N,41.64
2021-08,BLDG-77385e81a266,4,37822,38117,7,3.38,24,3.33,37.15,Y,4754,2211,98045,3.534,Y,129.6,30621,N,35.58
2024-01,BLDG-ec0d21af19a6,2,11580,11367,0,9.07,9,4.8,31.27,N,19760,831,243794,1.98,N,91.3,8555,N,64.09
2023-06,BLDG-1292ffbfebdf,4,162785,164374,2,11.53,9,4.1,18.9,N,1987,3703,61480,6.225,Y,158.4,31101,N,31.67
2024-03,BLDG-eeac1a6768d4,0,36709,33185,6,6.83,36,2.59,48.78,N,12203,1191,56108,6.164,N,45.9,14829,N,0.08
2024-11,BLDG-95c01f84be4c,2,52615,49733,1,7.03,9,4.71,42.7,N,4223,2960,167625,6.225,Y,111.6,1630,N,43.32
2025-11,BLDG-30ba2766e3e2,3,92425,79696,5,3.32,11,2.91,27.88,Y,5556,3511,314456,7.946,Y,44.0,34588,N,60.03
2022-10,BLDG-21977be2e43a,3,176681,171168,0,11.21,3,3.94,44.34,N,8741,1928,83947,4.116,N,175.1,42808,N,12.09
2024-02,BLDG-c678cbd0252c,0,62270,56292,6,16.08,12,2.18,38.12,Y,454,4490,225254,2.79,Y,147.7,41222,N,35.32
2025-08,BLDG-1f2d74ebe76d,0,78227,76975,7,24.63,11,3.2,8.93,N,24358,3283,175735,3.709,N,181.1,33580,Y,6.61
2022-12,BLDG-4332b5f0bbe0,0,63111,60275,8,20.54,11,4.34,30.61,Y,13060,682,319020,2.135,N,197.7,37206,N,24.04
2025-07,BLDG-461278369240,0,52023,46974,8,9.49,24,4.97,51.98,Y,5144,4858,304065,7.431,N,188.5,37820,Y,64.29
2023-11,BLDG-0187e66905fc,4,62774,58658,4,13.22,24,3.24,48.17,N,17327,787,23311,1.997,Y,66.3,21261,N,12.29
2020-03,BLDG-08309a7b4d74,4,122318,108593,5,10.41,24,4.22,27.11,Y,1084,4719,65793,7.721,N,102.5,43700,Y,27.59
2024-10,BLDG-fa12a6d7a384,0,94155,88420,4,22.97,24,3.42,17.8,N,17178,5882,169234,2.483,Y,67.6,35612,Y,16.58
2021-12,BLDG-a4dd73f25fb3,5,100937,92263,0,27.72,11,4.33,19.04,Y,24062,2680,228056,5.781,Y,83.5,23896,N,17.38
2023-12,BLDG-504ef5ddec40,1,85063,80625,3,18.3,3,2.35,21.9,Y,14803,1680,60079,0.529,N,93.3,37664,Y,31.56
2023-08,BLDG-cfa3e67a7e43,2,133376,121703,3,16.08,9,3.15,17.32,Y,14005,5625,232824,6.006,Y,166.6,15976,N,12.52
2024-12,BLDG-7923eb91846f,0,40233,37201,2,25.01,11,4.4,9.17,Y,9050,4898,99006,3.121,N,48.7,151,N,59.27
2023-06,BLDG-4b7129a7df67,2,114184,113189,5,23.35,11,3.03,19.91,Y,13085,2115,333034,2.033,N,120.1,977,N,11.01
2019-09,BLDG-2c2c1a0b46d9,3,162972,160820,3,5.52,9,4.03,53.48,Y,24933,596,192681,0.213,Y,94.2,11868,N,12.23
2021-04,BLDG-ad77fb0cb88c,5,178413,179642,2,10.68,3,3.85,10.03,N,1385,4870,233853,2.973,Y,82.9,2217,N,16.12
2024-10,BLDG-a3eb1f79c272,0,38664,38171,6,24.1,11,3.61,46.37,Y,22828,4087,263702,6.303,N,72.3,36821,N,49.04
2024-03,BLDG-2022e0bffb74,5,126448,125973,0,22.72,24,3.58,10.7,N,10557,1455,237519,0.749,Y,192.4,23225,Y,36.52
2020-01,BLDG-3cff3c223d5e,1,7556,6461,5,3.3,11,4.12,41.87,N,211,4112,358748,3.018,Y,31.6,6908,N,36.38
2021-01,BLDG-ded644ad924b,1,162630,145450,5,9.79,3,4.45,22.7,N,11836,5770,269854,4.074,Y,94.5,5031,N,39.57
2025-05,BLDG-c7e4e8f67398,4,103086,104287,2,7.68,6,2.8,25.19,N,2439,5318,295770,2.672,Y,54.2,6087,N,5.89
2023-07,BLDG-92f78491bcb4,0,23856,24255,8,1.02,9,3.92,36.68,N,17908,2183,116151,0.972,N,66.0,43795,N,2.51
2023-05,BLDG-d200babbf6cf,4,39299,36706,1,13.95,24,3.18,48.49,Y,11691,1866,242948,7.626,N,104.0,18114,N,9.63
2019-05,BLDG-1f75cdbe8a1e,1,59842,55841,6,10.01,24,2.63,30.59,Y,12721,5129,134340,5.992,Y,40.1,23301,Y,56.15
2023-04,BLDG-3a34cde3b048,2,162279,143923,0,6.72,6,1.88,13.19,N,12094,4514,53261,6.892,Y,117.7,19896,Y,48.24
2024-10,BLDG-d8a1cfaec17c,4,104082,89855,1,15.32,24,3.74,15.2,Y,3897,796,38529,6.175,Y,168.0,23380,N,28.37
2024-10,BLDG-31f549dd9578,2,146565,137172,4,23.56,3,4.43,27.85,Y,7362,1526,20042,6.277,Y,53.6,34247,N,54.08
2022-09,BLDG-b313937bef2d,2,130346,129501,2,1.48,3,2.8,38.21,Y,12006,2300,84421,6.089,Y,181.4,24913,N,29.7
2022-04,BLDG-34d69561e449,1,92295,81150,7,5.27,12,2.34,36.61,N,17027,1844,72095,3.908,N,136.8,10510,N,42.38
2025-02,BLDG-245b08d1a31b,3,130045,125690,2,18.82,24,3.85,29.65,N,8927,4874,317811,3.125,Y,48.0,16598,Y,59.43
2020-03,BLDG-5a627c2290ae,0,125620,116598,1,3.77,3,1.83,9.0,N,17682,1183,89532,5.762,N,95.0,28904,Y,11.33
2022-02,BLDG-daf4598ec5f3,1,42724,43203,7,8.4,36,3.64,17.53,N,11694,3491,210006,1.153,N,159.9,2084,N,22.24
2022-11,BLDG-d0229942886c,4,97435,87396,1,22.31,12,4.11,46.47,Y,6344,2001,339996,6.615,Y,178.3,15479,N,49.25
2023-06,BLDG-173cd4dc06d0,0,92175,86388,1,20.54,11,2.36,18.51,N,15583,1533,294020,4.852,Y,181.7,29316,Y,62.15
2025-11,BLDG-7bba5c13d693,3,140632,121372,8,22.23,24,2.99,51.05,N,5683,3435,327681,4.169,N,151.8,40108,N,31.72
2023-12,BLDG-594b4ae3ca0a,2,159265,144793,7,0.76,36,2.5,22.77,Y,14772,4583,100296,7.321,Y,168.5,44987,N,48.82
2019-12,BLDG-b94790d412b5,2,49965,47781,2,2.35,12,3.25,20.83,N,15396,4283,43160,6.976,Y,64.0,7440,N,40.22
2024-12,BLDG-75a10582b30a,5,143579,123942,5,6.52,6,4.55,38.08,N,12562,196,135530,7.228,N,105.8,9353,N,30.82
2019-08,BLDG-855ed36d5872,5,160052,139951,5,7.13,12,2.62,10.39,N,21043,5228,27516,1.612,N,45.6,32836,Y,29.18
2020-01,BLDG-ead69cb8f260,2,86898,76820,4,10.36,12,4.58,41.73,Y,3475,635,240987,2.394,N,144.0,38348,N,56.75
2025-01,BLDG-92a1a033db2a,1,174564,166781,1,5.32,6,4.97,50.76,N,24454,2081,332315,5.616,Y,64.1,32481,N,39.49
2024-02,BLDG-a8386d7987ae,3,27008,25962,5,3.2,12,3.43,42.34,Y,7966,5342,295869,3.883,Y,92.5,28575,Y,57.53
2019-05,BLDG-369d24b02346,0,142130,143526,3,18.74,11,4.45,24.63,Y,9351,3004,36613,0.09,N,98.8,43967,Y,31.85
