food_supply_price_week,food_supply_product_upc_category,food_supply_retail_market_area,food_supply_average_price_inr,food_supply_price_change_wow_pct,food_supply_price_change_yoy_pct,food_supply_stockout_rate_pct,food_supply_on_shelf_availability_pct,food_supply_supply_chain_stage_code,food_supply_import_dependency_share_pct,food_supply_shipping_cost_index,food_supply_cold_chain_failure_flag,food_supply_warehouse_capacity_util_pct,food_supply_lead_time_days_avg,food_supply_spoilage_rate_pct,food_supply_private_label_share_pct,food_supply_promo_intensity_index,food_supply_online_grocery_share_pct,food_supply_food_inflation_contribution,food_supply_data_vendor_panel_code
2026-11-09,VEG,PUNE,619.06,-9.14,-15.33,0.49,98.61,WHOLESALE,46.33,93.89,0,74.55,5,9.02,45.45,89.42,30.58,-1.402,PANEL_D_18
2026-06-01,READY_TO_EAT,DELHI_NCR,543.36,-3.75,-9.91,5.96,98.32,WHOLESALE,61.27,151.53,0,73.35,4,3.77,59.78,79.42,32.87,4.658,PANEL_C_04
2019-07-15,FRUIT,BLR_URBAN,1336.31,13.54,28.43,1.9,98.7,E_COM,63.84,141.54,0,86.76,3,3.47,42.43,34.5,39.43,-0.082,PANEL_D_10
2020-05-11,SPICES,MUMBAI_MMR,727.82,4.33,7.51,0.0,100.0,E_COM,68.57,154.9,0,84.39,8,2.24,12.91,73.76,5.97,4.629,PANEL_B_16
2023-04-03,SNACKS,KOLKATA,1296.84,6.7,-13.74,8.19,89.5,MANDI,5.07,86.89,0,70.96,7,5.33,3.46,30.38,43.96,5.719,PANEL_B_06
2022-02-07,SNACKS,AHMEDABAD,931.83,11.47,25.89,0.0,100.0,RETAIL,57.6,132.33,1,78.13,8,5.82,34.22,94.71,12.08,5.803,PANEL_C_03
2025-05-12,EDIBLE_OIL,KOLKATA,1474.52,-7.48,28.28,4.38,98.44,MANDI,69.12,111.67,0,80.34,11,1.15,54.72,93.78,28.41,0.267,PANEL_A_14
2019-09-09,MEAT,BLR_URBAN,99.62,-12.09,2.21,7.05,97.48,WHOLESALE,43.89,92.7,0,76.58,6,5.08,20.13,0.4,27.65,4.766,PANEL_C_01
2026-01-12,FRUIT,PUNE,906.15,-12.83,-19.51,7.49,88.08,MANDI,28.35,76.74,0,80.34,1,3.84,10.95,83.19,40.92,5.894,PANEL_A_09
2024-02-19,VEG,MUMBAI_MMR,923.68,6.69,11.94,3.98,97.83,PROCESSOR,57.61,191.34,0,87.76,6,2.06,25.48,36.43,2.52,1.039,PANEL_B_08
2022-05-23,EDIBLE_OIL,PUNE,987.06,-2.67,18.65,2.81,97.34,MANDI,71.4,158.74,0,73.1,4,6.76,38.71,50.49,20.95,1.003,PANEL_C_13
2025-09-01,SNACKS,KOLKATA,443.4,14.33,17.07,11.12,92.13,PROCESSOR,21.06,193.95,0,74.72,4,2.25,3.56,91.78,39.85,4.33,PANEL_C_11
2022-12-19,MEAT,CHENNAI,251.31,10.28,-24.57,6.36,91.33,WHOLESALE,42.62,191.09,0,75.45,7,0.0,31.19,42.22,26.99,3.794,PANEL_B_18
2019-06-24,BEVERAGES,DELHI_NCR,785.97,-8.36,15.83,3.07,94.77,RETAIL,60.8,167.56,0,43.42,13,1.13,58.15,94.81,21.9,5.004,PANEL_B_10
2022-04-18,VEG,HYD_METRO,86.45,6.4,31.18,0.0,96.91,E_COM,32.76,130.29,0,69.26,3,2.99,29.84,54.56,18.97,0.601,PANEL_A_19
2025-05-19,FRUIT,CHENNAI,1139.74,-0.53,19.59,8.07,95.52,E_COM,8.54,72.05,0,63.09,4,0.0,54.86,91.9,2.91,5.865,PANEL_A_08
2025-12-29,GRAINS,PUNE,1256.18,-2.7,-6.56,0.35,100.0,WHOLESALE,73.6,153.84,0,93.43,8,0.0,37.98,29.86,3.63,-1.933,PANEL_D_16
2026-07-20,EDIBLE_OIL,PUNE,726.72,8.43,13.42,8.8,89.92,FARM,56.44,77.18,0,65.44,13,6.31,43.41,1.11,47.23,3.25,PANEL_A_07
2025-06-23,FRUIT,PUNE,960.36,-5.4,-13.84,3.92,99.82,FARM,9.04,196.41,0,71.87,10,1.22,21.81,0.51,26.96,5.67,PANEL_A_20
2024-04-01,READY_TO_EAT,KOLKATA,309.94,-9.77,-7.72,0.8,96.89,MANDI,80.71,109.08,0,81.48,4,0.0,1.49,32.47,22.02,4.848,PANEL_B_16
2021-10-25,MEAT,BLR_URBAN,448.94,-12.16,-2.78,12.41,88.66,WHOLESALE,36.89,81.69,0,59.78,1,4.54,38.55,46.55,41.81,3.902,PANEL_A_01
2019-07-08,GRAINS,BLR_URBAN,810.47,11.27,-5.29,4.43,92.23,WHOLESALE,28.53,154.24,0,91.26,14,5.94,53.83,25.0,26.49,5.544,PANEL_D_14
2024-11-11,DAIRY,AHMEDABAD,73.74,-0.07,30.13,4.62,90.84,WHOLESALE,22.48,96.09,0,97.03,16,6.24,54.67,95.5,23.4,3.677,PANEL_A_16
2024-09-30,MEAT,BLR_URBAN,220.88,5.94,-24.53,1.89,95.14,WHOLESALE,30.56,87.4,0,79.09,10,4.56,32.28,60.27,13.76,-1.706,PANEL_A_13
2023-07-24,GRAINS,LUCKNOW,98.11,-8.62,-5.98,8.87,93.32,FARM,53.55,64.24,1,69.02,10,5.32,30.23,94.56,4.7,5.171,PANEL_D_20
2023-05-08,DAIRY,LUCKNOW,857.14,8.43,11.35,7.57,96.97,FARM,80.97,122.0,0,89.79,3,5.35,9.23,7.26,43.99,0.995,PANEL_B_11
2023-01-23,EDIBLE_OIL,JAIPUR,15.43,4.55,-13.38,10.85,92.02,WHOLESALE,76.36,200.55,0,85.03,6,2.88,27.66,80.15,8.49,4.973,PANEL_C_10
2019-10-21,MEAT,DELHI_NCR,824.98,-6.1,-24.67,5.56,89.8,E_COM,71.03,189.74,0,82.88,7,1.98,21.29,57.84,22.09,0.293,PANEL_D_17
2022-08-15,MEAT,MUMBAI_MMR,425.82,-4.83,6.33,0.0,100.0,FARM,16.69,205.01,0,91.13,5,0.0,16.54,22.4,28.49,0.737,PANEL_B_02
2025-11-10,MEAT,DELHI_NCR,725.66,-9.99,8.26,11.85,84.18,WHOLESALE,66.24,204.68,0,55.34,5,2.51,37.1,24.26,12.13,-0.638,PANEL_A_14
2026-02-16,SNACKS,LUCKNOW,804.62,-13.9,29.21,6.21,89.75,WHOLESALE,55.94,111.48,0,77.75,3,6.69,27.7,46.82,43.32,4.16,PANEL_A_02
2023-05-15,GRAINS,KOLKATA,270.78,12.92,-2.02,0.48,99.09,RETAIL,17.91,105.05,0,87.64,16,4.3,52.2,83.93,34.28,5.129,PANEL_B_10
2020-06-22,SPICES,HYD_METRO,214.58,-7.28,-8.64,15.53,88.72,RETAIL,38.78,200.57,0,69.01,8,1.42,28.91,95.9,4.55,2.052,PANEL_B_11
2026-10-26,SNACKS,HYD_METRO,37.22,4.94,18.4,8.39,87.74,MANDI,12.55,131.61,0,84.14,1,5.17,11.94,3.44,51.86,5.967,PANEL_D_14
2023-01-16,GRAINS,AHMEDABAD,1372.31,-5.58,-3.36,8.24,88.33,FARM,65.99,75.24,0,89.22,9,6.94,35.99,65.18,15.97,4.638,PANEL_D_15
2020-08-03,FRUIT,DELHI_NCR,809.97,9.04,0.64,5.29,90.38,E_COM,0.34,199.89,0,67.82,5,5.83,34.37,2.97,21.65,-0.857,PANEL_C_12
2024-12-02,GRAINS,JAIPUR,1296.12,-0.09,14.36,3.98,98.81,WHOLESALE,29.59,127.7,0,71.76,9,5.45,59.48,4.72,32.68,1.161,PANEL_B_13
2024-04-08,BEVERAGES,LUCKNOW,186.64,-0.47,-6.5,4.8,94.27,MANDI,12.97,77.61,0,95.94,11,3.94,23.5,40.64,22.09,-1.902,PANEL_D_04
2019-04-29,SPICES,BLR_URBAN,1142.75,2.88,-21.64,10.05,87.29,WHOLESALE,58.05,207.92,0,73.28,10,0.04,13.03,11.36,17.65,3.815,PANEL_C_03
2026-11-16,GRAINS,CHENNAI,21.68,-1.56,2.55,7.43,97.25,FARM,68.14,159.87,0,76.39,13,4.61,32.41,17.09,13.51,2.707,PANEL_C_20
2025-07-28,READY_TO_EAT,BLR_URBAN,896.41,2.83,18.86,10.75,87.67,RETAIL,71.29,175.8,0,79.98,7,0.59,43.01,12.63,26.98,1.968,PANEL_B_02
2020-11-30,READY_TO_EAT,CHENNAI,314.03,8.17,6.45,8.46,89.25,RETAIL,36.7,123.75,0,86.51,17,3.82,37.3,72.18,0.71,-0.232,PANEL_C_19
2025-09-29,VEG,AHMEDABAD,806.91,-12.3,9.29,1.82,98.8,FARM,59.84,86.94,1,73.58,6,6.01,49.3,25.46,7.63,-0.039,PANEL_C_09
2021-11-08,VEG,PUNE,131.92,11.41,-6.63,11.72,83.75,E_COM,41.6,175.78,0,79.69,12,6.85,29.71,98.3,30.6,2.481,PANEL_C_18
2023-06-19,VEG,BLR_URBAN,619.79,-6.98,22.5,0.0,100.0,MANDI,73.4,99.79,1,87.24,10,6.47,37.37,66.36,38.88,5.329,PANEL_B_20
2020-06-08,DAIRY,BLR_URBAN,1419.08,-8.55,-18.76,10.25,89.19,E_COM,66.06,106.93,0,66.6,1,5.78,19.22,35.44,45.72,5.681,PANEL_D_20
2019-03-04,VEG,AHMEDABAD,378.06,12.95,6.81,7.07,95.39,PROCESSOR,36.26,204.6,0,77.79,12,2.82,10.77,75.39,44.1,5.553,PANEL_A_11
2023-03-27,SPICES,JAIPUR,694.38,-12.06,15.95,6.14,98.33,E_COM,30.04,203.69,0,67.33,11,4.21,54.92,82.36,22.83,2.401,PANEL_D_06
2026-08-10,READY_TO_EAT,JAIPUR,752.52,8.98,19.4,6.82,90.96,WHOLESALE,28.62,81.25,0,70.0,4,0.65,23.55,48.98,23.42,4.125,PANEL_A_16
2026-06-08,EDIBLE_OIL,CHENNAI,592.59,9.75,20.28,11.7,85.5,E_COM,34.29,155.13,0,79.86,10,1.26,27.01,35.09,37.75,-0.131,PANEL_A_12
2021-05-31,SNACKS,CHENNAI,633.77,10.23,-13.6,15.01,89.79,PROCESSOR,51.07,172.72,0,83.15,1,10.47,18.69,80.91,38.84,4.498,PANEL_A_03
2020-11-23,DAIRY,PUNE,911.96,-4.09,16.46,3.51,91.91,RETAIL,58.8,183.54,0,80.46,8,2.82,13.73,51.19,33.75,1.504,PANEL_B_18
2026-12-21,BEVERAGES,AHMEDABAD,1136.32,5.67,-14.79,4.83,97.33,FARM,52.28,123.89,0,57.75,9,2.64,17.03,84.83,27.26,3.106,PANEL_B_18
2026-09-07,VEG,DELHI_NCR,238.11,12.96,1.08,7.42,96.72,WHOLESALE,14.81,194.36,0,83.43,11,5.28,52.38,99.97,44.63,0.12,PANEL_A_19
2024-02-12,READY_TO_EAT,JAIPUR,1448.16,-6.95,28.11,8.66,90.56,E_COM,15.45,99.95,0,65.1,5,1.81,35.96,32.79,2.78,5.654,PANEL_A_06
2022-09-05,SPICES,MUMBAI_MMR,1264.26,-10.58,-9.34,7.73,90.96,PROCESSOR,54.62,67.66,0,65.15,14,4.68,58.8,12.8,44.27,5.225,PANEL_B_05
2022-07-04,EDIBLE_OIL,KOLKATA,326.88,14.09,-15.11,5.1,91.49,FARM,74.57,143.59,0,78.22,9,0.4,54.49,16.31,30.18,2.862,PANEL_A_12
2019-04-22,EDIBLE_OIL,MUMBAI_MMR,851.59,-4.15,8.12,8.7,95.01,WHOLESALE,64.56,64.14,0,71.99,15,1.93,38.99,58.87,12.55,1.849,PANEL_C_08
2025-02-24,SPICES,PUNE,1228.38,-11.32,7.58,4.25,97.44,E_COM,37.52,208.78,0,80.01,7,6.29,9.18,6.16,26.69,2.617,PANEL_D_12
2022-03-28,DAIRY,BLR_URBAN,1059.41,12.2,34.12,7.26,92.05,FARM,37.28,193.25,0,85.65,13,3.09,36.24,35.45,17.96,1.578,PANEL_A_03
2020-02-10,VEG,DELHI_NCR,504.48,3.97,-6.76,11.63,87.43,WHOLESALE,47.23,79.0,0,83.73,12,8.3,39.88,62.76,18.43,1.188,PANEL_D_03
2021-10-25,READY_TO_EAT,CHENNAI,479.42,9.97,6.15,2.94,94.36,RETAIL,40.76,136.47,0,91.58,6,2.92,38.6,28.99,29.73,5.218,PANEL_A_20
2021-09-20,MEAT,AHMEDABAD,189.39,8.68,-11.89,0.0,98.78,FARM,26.73,97.2,0,97.14,8,1.98,8.28,90.97,15.55,4.642,PANEL_A_05
2021-02-15,FRUIT,DELHI_NCR,375.6,5.17,19.68,5.91,91.9,WHOLESALE,7.66,207.45,0,89.71,11,0.72,28.39,66.48,19.37,-0.294,PANEL_B_11
2020-03-02,READY_TO_EAT,DELHI_NCR,838.62,8.66,-2.78,5.01,90.3,MANDI,61.22,70.77,0,86.73,3,5.03,29.91,3.6,8.37,-1.191,PANEL_A_12
2025-08-11,BEVERAGES,AHMEDABAD,1484.08,14.08,33.48,5.28,98.5,E_COM,52.61,106.05,0,80.33,1,7.01,45.36,96.79,6.22,2.377,PANEL_B_16
2019-12-23,EDIBLE_OIL,CHENNAI,1176.86,12.13,-16.62,3.62,100.0,PROCESSOR,58.99,63.18,0,69.18,10,4.74,47.73,77.47,21.72,4.59,PANEL_C_01
2026-11-23,SPICES,CHENNAI,182.71,7.55,-23.24,8.96,87.8,MANDI,65.14,78.98,0,58.48,8,2.15,35.8,71.85,40.64,-1.622,PANEL_D_05
2019-09-16,SPICES,PUNE,1436.0,-9.57,5.93,7.1,94.59,E_COM,48.42,169.53,0,79.5,2,2.01,3.79,62.04,13.94,5.07,PANEL_D_17
2020-04-20,SPICES,AHMEDABAD,675.86,-0.32,-14.81,1.94,100.0,RETAIL,10.79,192.7,0,62.91,11,4.58,28.05,83.3,47.79,2.429,PANEL_B_20
2020-11-09,MEAT,PUNE,697.6,2.64,10.48,3.44,97.15,RETAIL,0.4,96.5,0,82.37,12,1.8,15.33,80.14,28.83,-1.161,PANEL_C_07
2021-06-14,SPICES,CHENNAI,196.28,12.37,-13.56,6.39,90.98,WHOLESALE,10.33,65.95,0,80.53,4,3.67,13.9,81.75,41.3,1.949,PANEL_C_02
2020-11-23,BEVERAGES,HYD_METRO,828.4,-8.4,8.09,6.42,97.08,RETAIL,22.42,76.73,0,69.29,7,1.56,48.05,50.42,34.69,-0.024,PANEL_B_14
2025-04-14,DAIRY,PUNE,54.41,4.15,0.12,2.9,97.24,RETAIL,13.81,136.44,0,82.86,12,0.0,6.73,53.37,3.68,5.894,PANEL_A_06
2026-11-16,SNACKS,CHENNAI,1212.6,-12.26,26.49,3.05,95.63,MANDI,49.88,190.15,0,74.68,11,3.03,21.9,57.83,3.66,1.121,PANEL_C_08
2026-03-16,SNACKS,KOLKATA,955.44,-6.14,29.75,8.77,89.46,E_COM,50.55,106.26,0,73.33,9,2.08,58.65,98.7,18.75,4.157,PANEL_B_04
2022-01-17,DAIRY,HYD_METRO,967.68,2.75,33.75,7.31,91.49,WHOLESALE,6.62,71.07,0,81.91,4,3.58,33.81,72.33,3.81,2.299,PANEL_A_20
2026-02-02,VEG,JAIPUR,1019.84,-5.69,31.52,8.39,92.83,MANDI,3.34,198.19,1,73.05,7,3.37,48.24,80.4,41.0,5.268,PANEL_B_06
2026-01-26,READY_TO_EAT,AHMEDABAD,1318.52,-14.65,7.63,2.05,96.09,E_COM,17.7,62.92,0,68.53,11,2.96,28.66,61.92,8.71,-1.157,PANEL_C_01
2021-04-26,BEVERAGES,CHENNAI,279.66,11.39,-10.46,5.16,89.97,PROCESSOR,18.49,113.64,0,68.1,16,4.73,15.92,11.83,42.85,2.961,PANEL_A_08
2019-10-21,VEG,AHMEDABAD,280.75,13.53,-4.29,9.75,87.21,E_COM,46.29,144.33,0,80.61,2,7.55,22.57,3.71,37.9,3.0,PANEL_C_08
2019-09-16,BEVERAGES,CHENNAI,1133.26,-3.85,12.45,0.14,100.0,E_COM,80.34,135.47,0,77.92,3,4.77,53.77,92.02,36.58,3.09,PANEL_C_12
2024-04-22,SPICES,MUMBAI_MMR,1118.62,-1.03,15.93,5.41,99.26,RETAIL,65.19,197.6,0,100.0,8,2.89,46.36,58.86,38.22,-0.876,PANEL_A_13
2020-12-21,SNACKS,LUCKNOW,26.39,-11.56,24.04,1.47,100.0,FARM,61.83,87.63,0,73.82,8,5.11,38.42,97.75,37.86,1.658,PANEL_A_19
2026-06-29,DAIRY,BLR_URBAN,1094.58,-7.89,-1.33,7.03,96.92,E_COM,17.38,161.81,0,89.72,1,0.0,42.74,31.07,26.01,5.702,PANEL_D_10
2025-10-06,EDIBLE_OIL,BLR_URBAN,1365.68,-8.99,-11.62,1.5,100.0,FARM,17.77,130.8,0,66.72,8,1.95,49.56,63.72,32.45,-0.878,PANEL_A_07
2024-03-18,VEG,HYD_METRO,244.88,10.06,-20.29,9.65,93.36,RETAIL,50.82,147.7,0,69.75,6,3.32,7.28,90.76,20.4,2.063,PANEL_A_05
2024-03-18,VEG,PUNE,1079.78,-6.19,26.28,4.74,96.91,PROCESSOR,84.94,193.94,0,93.41,8,0.4,9.62,5.58,44.92,4.152,PANEL_C_09
2021-05-24,MEAT,BLR_URBAN,26.27,0.78,12.75,12.89,89.37,FARM,56.86,157.86,0,91.26,7,3.89,18.77,82.14,4.08,4.041,PANEL_C_16
2026-01-05,BEVERAGES,CHENNAI,373.72,-0.47,23.25,7.05,89.3,PROCESSOR,5.43,75.38,0,70.46,12,5.09,6.46,98.05,49.55,3.074,PANEL_D_08
2022-01-10,GRAINS,PUNE,595.14,7.58,1.77,7.9,94.3,MANDI,72.23,99.67,0,61.3,6,2.99,16.06,89.69,27.84,2.946,PANEL_C_09
2023-02-20,FRUIT,MUMBAI_MMR,595.62,-7.77,-17.11,6.29,93.57,WHOLESALE,24.24,156.45,0,71.65,7,5.75,5.51,68.02,33.31,4.801,PANEL_D_13
2021-08-30,EDIBLE_OIL,LUCKNOW,1211.95,-4.59,-12.03,5.05,90.73,E_COM,36.25,123.26,0,77.18,8,1.3,22.24,82.95,7.01,5.758,PANEL_A_13
2026-12-07,MEAT,BLR_URBAN,1105.0,5.57,-4.71,1.01,100.0,PROCESSOR,31.94,126.56,0,68.42,5,0.0,27.8,23.11,11.68,5.561,PANEL_A_04
2022-10-17,READY_TO_EAT,MUMBAI_MMR,1261.27,-5.67,17.73,9.0,86.4,MANDI,51.93,76.87,0,61.04,5,2.9,30.23,8.85,19.73,1.32,PANEL_A_04
2023-04-24,GRAINS,LUCKNOW,1411.75,2.16,12.77,2.75,100.0,MANDI,51.63,106.88,0,70.51,10,0.0,43.72,51.83,0.76,0.651,PANEL_C_13
2021-11-22,EDIBLE_OIL,KOLKATA,29.5,-14.75,22.29,5.01,90.1,FARM,53.87,174.73,1,77.23,7,7.98,17.91,55.74,52.51,3.728,PANEL_B_09
2020-01-13,GRAINS,HYD_METRO,1329.04,1.96,31.19,11.01,85.58,FARM,36.96,145.51,0,95.04,3,6.41,43.79,68.34,54.97,4.041,PANEL_A_06
2022-01-10,EDIBLE_OIL,LUCKNOW,1310.43,-9.66,-23.03,9.95,89.88,PROCESSOR,65.26,79.64,0,89.51,16,2.39,33.86,10.33,48.77,2.469,PANEL_D_07
2021-05-31,READY_TO_EAT,AHMEDABAD,1111.79,1.31,13.4,12.28,84.01,PROCESSOR,58.39,203.04,0,87.31,10,0.06,58.49,31.62,31.93,5.896,PANEL_D_03
2026-10-19,DAIRY,BLR_URBAN,902.89,10.63,11.48,10.97,88.9,MANDI,47.96,131.77,0,70.78,12,2.19,12.77,50.07,39.29,3.619,PANEL_D_18
2025-04-28,SNACKS,AHMEDABAD,1163.03,10.03,34.28,3.12,99.15,PROCESSOR,57.55,135.52,0,59.87,9,2.3,6.32,98.68,14.8,3.884,PANEL_B_04
2023-07-03,BEVERAGES,AHMEDABAD,542.06,9.96,27.74,1.52,100.0,PROCESSOR,71.39,79.01,0,87.02,3,0.6,14.02,51.39,51.59,2.297,PANEL_C_15
2026-08-10,EDIBLE_OIL,BLR_URBAN,267.33,-7.55,34.73,9.84,92.41,RETAIL,40.5,99.36,0,83.13,4,0.0,3.64,82.39,16.43,0.47,PANEL_D_12
2023-02-20,SPICES,HYD_METRO,1412.59,11.2,1.62,3.95,95.7,WHOLESALE,56.34,109.32,0,74.78,3,1.5,53.86,57.07,20.48,5.578,PANEL_B_04
2021-11-01,FRUIT,CHENNAI,190.68,-12.35,18.11,4.85,99.4,PROCESSOR,41.45,144.25,0,66.3,5,0.96,7.26,14.16,15.12,1.119,PANEL_A_11
2026-08-31,SPICES,CHENNAI,1109.37,-11.21,-13.9,6.52,88.65,PROCESSOR,11.43,124.43,1,80.21,3,4.42,11.94,71.0,41.42,0.672,PANEL_A_10
2026-11-30,BEVERAGES,JAIPUR,1054.06,-4.88,-14.01,11.74,85.81,RETAIL,74.94,177.79,0,77.14,3,6.36,25.78,34.18,1.49,4.761,PANEL_B_20
2020-11-09,EDIBLE_OIL,DELHI_NCR,106.81,-9.74,-10.28,1.73,97.04,PROCESSOR,44.18,152.23,0,78.05,1,1.4,30.05,91.36,41.52,4.024,PANEL_A_12
2019-11-11,GRAINS,PUNE,639.92,-7.66,9.08,2.99,92.75,E_COM,55.02,88.13,0,64.51,12,5.84,32.33,4.07,44.08,5.245,PANEL_B_12
2023-04-17,BEVERAGES,MUMBAI_MMR,364.72,-3.84,6.13,6.69,96.77,MANDI,75.53,132.22,0,92.15,7,0.93,57.33,31.12,35.7,3.359,PANEL_D_11
2023-07-17,FRUIT,HYD_METRO,329.02,-0.37,-22.14,6.93,90.78,WHOLESALE,19.68,207.56,0,63.77,6,3.3,37.07,74.39,43.34,2.387,PANEL_D_15
2020-12-14,SNACKS,CHENNAI,984.74,-10.46,-8.03,7.66,88.81,E_COM,53.83,123.81,0,66.54,15,4.52,39.87,5.0,50.8,5.726,PANEL_C_10
2024-03-11,SPICES,DELHI_NCR,231.97,14.0,-21.6,1.78,100.0,WHOLESALE,32.89,96.63,0,72.06,1,1.13,30.32,10.29,52.63,1.55,PANEL_D_09
2024-04-22,MEAT,AHMEDABAD,1471.17,-10.59,15.15,3.04,92.47,RETAIL,10.02,128.24,1,78.35,6,4.08,12.01,7.39,54.76,-0.534,PANEL_C_20
2020-07-20,FRUIT,KOLKATA,1055.4,1.23,-6.42,4.0,91.04,MANDI,32.25,164.77,0,73.39,8,6.18,48.19,53.14,33.61,-1.225,PANEL_B_09
2022-10-17,GRAINS,MUMBAI_MMR,1350.76,-0.07,-24.81,6.0,89.42,WHOLESALE,21.27,97.28,1,92.54,8,3.15,36.6,46.9,46.16,4.271,PANEL_A_15
2025-05-05,EDIBLE_OIL,CHENNAI,130.36,-13.92,-1.03,4.12,91.46,PROCESSOR,81.4,164.13,0,86.05,7,3.35,49.15,10.5,43.21,4.559,PANEL_B_16
2019-09-16,DAIRY,LUCKNOW,359.1,0.86,32.09,7.4,96.11,RETAIL,75.17,173.71,0,75.05,6,5.88,28.36,24.75,10.71,-1.263,PANEL_D_10
2022-06-27,FRUIT,DELHI_NCR,957.53,-3.18,30.53,4.29,98.51,E_COM,48.04,171.95,0,84.48,6,2.87,3.36,66.32,2.57,0.942,PANEL_D_13
2021-11-08,READY_TO_EAT,PUNE,271.5,-0.45,20.28,9.5,88.53,PROCESSOR,57.68,169.53,0,75.9,2,2.02,44.28,6.23,13.1,2.155,PANEL_B_10
2025-07-07,GRAINS,KOLKATA,828.42,-0.07,-5.35,1.39,95.39,WHOLESALE,64.84,107.18,0,76.17,5,1.8,45.36,35.66,54.26,0.029,PANEL_D_09
2025-07-21,GRAINS,JAIPUR,686.61,-6.93,-3.9,0.0,97.63,RETAIL,11.84,78.72,0,70.68,6,2.61,14.2,79.26,27.78,1.173,PANEL_D_09
2024-02-05,DAIRY,PUNE,549.04,-8.05,28.3,9.61,85.86,E_COM,23.89,149.04,0,78.18,7,0.0,24.49,89.21,47.27,2.175,PANEL_A_18
2023-05-08,GRAINS,AHMEDABAD,160.74,5.03,-4.74,3.46,91.71,WHOLESALE,68.84,129.57,0,55.44,4,2.43,44.53,46.21,50.99,-0.738,PANEL_C_11
2026-06-01,SPICES,LUCKNOW,1272.89,3.13,10.37,4.45,100.0,FARM,17.58,146.95,0,85.22,12,9.1,26.2,1.52,45.23,-0.167,PANEL_A_09
2021-10-04,FRUIT,LUCKNOW,17.57,12.76,-9.45,5.39,93.75,E_COM,44.06,105.73,0,73.15,7,2.57,21.6,31.01,36.07,2.399,PANEL_D_14
2024-06-24,FRUIT,CHENNAI,861.74,2.62,-15.34,0.0,97.86,PROCESSOR,33.46,83.34,0,82.22,5,1.39,51.06,97.29,39.66,3.982,PANEL_B_10
2025-12-22,READY_TO_EAT,MUMBAI_MMR,491.98,5.8,-13.06,6.43,91.8,RETAIL,76.99,132.81,0,58.04,2,3.61,30.37,3.79,1.07,0.734,PANEL_B_05
2020-08-10,MEAT,PUNE,400.55,2.81,12.49,0.51,100.0,PROCESSOR,36.18,200.1,0,86.21,6,6.02,2.82,6.97,51.21,2.348,PANEL_C_11
2023-09-18,GRAINS,DELHI_NCR,720.74,-14.54,-0.76,0.57,100.0,PROCESSOR,37.75,209.35,0,71.82,9,1.42,11.44,25.91,50.46,-1.32,PANEL_C_07
2025-01-27,BEVERAGES,BLR_URBAN,756.51,-13.72,-14.64,5.92,94.25,E_COM,30.86,206.13,0,99.4,11,2.65,13.02,40.75,25.04,4.591,PANEL_B_11
2021-05-17,DAIRY,AHMEDABAD,242.68,14.68,18.34,6.9,88.78,WHOLESALE,37.91,72.03,0,71.02,8,3.97,57.06,91.2,37.44,4.683,PANEL_C_17
2026-10-12,FRUIT,PUNE,1148.87,-9.45,12.89,3.69,94.48,E_COM,11.45,181.24,0,77.89,7,0.03,54.44,66.72,36.57,5.323,PANEL_C_12
2022-09-19,SPICES,HYD_METRO,954.65,3.94,15.7,0.44,98.93,RETAIL,19.44,107.93,0,77.79,1,3.19,26.05,51.67,44.13,-1.215,PANEL_C_13
2026-12-28,SPICES,LUCKNOW,116.05,-13.07,19.88,3.62,92.96,RETAIL,40.52,130.13,0,79.3,10,2.82,14.03,77.7,21.26,0.587,PANEL_B_05
2023-02-20,GRAINS,PUNE,633.65,6.33,-9.62,0.35,97.22,E_COM,57.4,102.84,0,82.3,9,4.44,23.84,12.39,26.37,-1.145,PANEL_B_13
2023-06-12,MEAT,PUNE,964.1,12.59,10.58,1.82,100.0,FARM,66.45,98.42,0,83.49,10,1.52,32.1,24.14,2.55,-0.931,PANEL_B_15
2021-11-08,VEG,CHENNAI,1198.55,3.67,5.82,4.33,98.69,WHOLESALE,47.8,186.72,0,68.82,3,2.08,16.32,55.88,40.3,-0.501,PANEL_C_07
2025-10-13,SPICES,LUCKNOW,700.28,2.39,26.83,4.29,99.66,RETAIL,80.65,151.67,0,76.67,11,6.24,59.78,95.81,33.87,0.243,PANEL_C_03
2024-08-05,EDIBLE_OIL,HYD_METRO,546.14,5.61,16.34,9.03,95.46,PROCESSOR,69.7,112.32,0,78.83,6,0.56,17.47,91.61,50.94,5.1,PANEL_B_19
2025-01-06,FRUIT,AHMEDABAD,421.35,13.4,29.37,6.3,92.14,FARM,63.07,63.54,0,68.64,1,3.99,55.78,54.13,5.83,-0.648,PANEL_B_04
2023-02-20,SPICES,BLR_URBAN,994.57,12.38,0.01,13.57,90.73,RETAIL,6.37,167.27,0,87.58,6,4.64,48.31,27.05,0.65,2.05,PANEL_B_15
2019-05-06,FRUIT,CHENNAI,1098.84,8.61,-9.62,10.07,92.61,WHOLESALE,2.34,106.13,1,70.77,2,4.35,30.47,59.4,31.77,0.388,PANEL_D_14
2020-06-22,READY_TO_EAT,MUMBAI_MMR,708.3,8.65,3.81,2.26,100.0,MANDI,45.36,133.44,0,74.34,6,2.37,39.13,45.35,24.21,-0.354,PANEL_D_04
