care_costs_billing_year,care_costs_drg_code,care_costs_allowed_amount_avg,care_costs_paid_amount_avg,care_costs_patient_responsibility_avg,care_costs_charge_amount_avg,care_costs_cost_to_charge_ratio,care_costs_denial_rate_pct,care_costs_prior_auth_required_flag,care_costs_appeal_overturn_rate,care_costs_collection_rate_pct,care_costs_charity_care_share_pct,care_costs_bad_debt_share_pct,care_costs_price_transparency_file_flag,care_costs_shoppable_service_code,care_costs_site_of_care_shift_index,care_costs_contracted_rate_index,care_costs_out_of_network_rate_index,care_costs_surprise_bill_incidence_rate,care_costs_inflation_adjustment_base
2022,DRG01025,12602.68,11959.71,1820.55,56415.63,0.2234,2.69,1,48.61,90.31,9.08,16.97,1,SHOP001025,0.6438,72.48,86.38,1.881,PCE_2017
2021,DRG01026,19757.67,18787.78,1665.08,87731.08,0.2252,19.76,1,48.19,95.39,4.2,10.64,1,SHOP001026,0.9684,102.59,100.59,4.296,PCE_2012
2010,DRG01027,23430.83,21063.57,3753.55,51635.02,0.4538,9.22,1,12.65,85.64,1.38,8.05,0,SHOP001027,0.6902,77.68,103.23,1.427,PCE_2022
2012,DRG01028,34379.52,21490.67,4938.14,118755.34,0.2895,15.76,0,57.55,51.37,9.5,16.83,0,SHOP001028,0.6985,104.63,101.45,1.413,PCE_2017
2016,DRG01029,3450.43,2757.8,648.04,7905.87,0.4364,23.33,1,46.69,54.61,3.77,10.86,1,SHOP001029,0.5855,110.1,190.4,1.862,PCE_2022
2016,DRG01030,41481.55,39065.87,4104.18,112173.15,0.3698,15.9,0,81.21,76.95,0.64,10.83,1,SHOP001030,0.6349,85.3,180.31,2.209,PCE_2022
2025,DRG01031,66363.96,63038.35,6677.7,193145.01,0.3436,7.88,0,27.03,47.73,2.21,3.77,1,SHOP001031,0.8405,126.64,217.65,1.519,PCE_2022
2018,DRG01032,27707.15,21474.67,2046.57,126817.75,0.2185,20.72,0,15.23,49.42,2.38,3.72,1,SHOP001032,0.7058,124.87,138.84,6.291,CPI_2022
2021,DRG01033,57006.86,31834.98,7932.97,218089.53,0.2614,0.87,1,64.75,68.16,10.87,3.84,1,SHOP001033,0.6632,125.39,125.11,5.652,CPI_2017
2018,DRG01034,18800.56,12863.1,3170.81,78502.84,0.2395,2.86,1,61.44,95.68,10.9,1.94,1,SHOP001034,0.2714,97.95,117.05,2.3,CPI_2012
2012,DRG01035,33168.89,20363.9,4064.01,61766.75,0.537,15.59,1,5.87,50.89,4.15,14.43,1,SHOP001035,0.4936,110.11,104.03,0.85,PCE_2017
2020,DRG01036,32642.71,27797.96,7952.81,129363.9,0.2523,21.94,1,80.76,69.73,1.31,9.1,0,SHOP001036,0.796,119.51,83.43,4.989,PCE_2022
2015,DRG01037,21289.97,15196.89,4681.1,95563.14,0.2228,22.07,1,5.03,52.58,1.44,8.84,0,SHOP001037,0.8148,121.52,179.74,3.181,CPI_2022
2016,DRG01038,13498.36,8522.01,2979.63,26224.2,0.5147,13.07,1,9.03,91.35,9.18,1.08,0,SHOP001038,0.1579,91.78,108.93,5.665,CPI_2012
2020,DRG01039,60686.36,46800.78,10870.56,201185.4,0.3016,11.96,0,33.53,92.38,11.55,6.12,0,SHOP001039,0.6339,99.93,131.31,1.168,CPI_2017
2009,DRG01040,56734.55,52457.06,11931.06,105265.56,0.539,20.42,1,56.65,61.47,3.59,15.49,0,SHOP001040,0.4699,111.44,205.96,3.316,PCE_2017
2017,DRG01041,20100.17,12505.35,2158.66,43376.56,0.4634,2.1,0,32.42,69.69,3.59,6.17,1,SHOP001041,0.5816,88.36,112.97,5.326,CPI_2012
2015,DRG01042,33866.41,29977.11,1187.28,66346.14,0.5105,4.68,0,45.38,43.03,11.26,7.51,0,SHOP001042,0.3729,108.03,213.74,2.814,PCE_2017
2010,DRG01043,58038.08,35965.24,10977.46,195729.28,0.2965,2.85,0,69.58,79.24,10.51,3.72,1,SHOP001043,0.5682,108.89,116.13,2.674,PCE_2012
2011,DRG01044,63652.02,39168.44,9314.13,173056.37,0.3678,22.24,0,62.15,47.08,7.82,4.55,0,SHOP001044,0.0116,93.71,112.25,1.348,CPI_2012
2015,DRG01045,26003.08,19421.31,4225.53,52005.81,0.5,4.31,1,63.46,40.82,5.85,4.9,1,SHOP001045,0.8795,95.09,129.06,2.648,CPI_2022
2022,DRG01046,14547.94,11872.55,3117.16,63899.18,0.2277,12.39,0,68.18,92.52,9.22,11.08,0,SHOP001046,0.1283,139.91,144.68,4.25,CPI_2012
2011,DRG01047,36862.17,20419.93,8884.81,119026.01,0.3097,3.58,1,42.73,88.59,8.74,11.36,1,SHOP001047,0.7609,135.39,126.18,4.633,PCE_2012
2015,DRG01048,44875.11,32891.21,2445.44,210285.68,0.2134,15.83,1,82.9,43.51,5.07,6.56,1,SHOP001048,0.189,96.53,86.68,4.916,CPI_2022
2016,DRG01049,63394.46,55785.61,5954.04,154576.72,0.4101,10.19,0,28.51,86.75,10.3,15.6,0,SHOP001049,0.0938,130.16,121.46,2.33,PCE_2017
2009,DRG01050,2759.9,1659.15,591.21,9684.18,0.285,8.5,0,45.65,58.16,6.29,3.22,0,SHOP001050,0.8518,99.51,189.6,4.895,PCE_2022
2018,DRG01051,16617.88,10704.68,3683.92,30323.01,0.548,10.9,1,5.26,45.16,8.81,15.32,0,SHOP001051,0.8011,92.44,184.65,0.34,PCE_2022
2024,DRG01052,51104.95,42812.12,4298.53,194941.54,0.2622,8.93,0,13.59,74.5,2.61,15.25,0,SHOP001052,0.7446,90.67,181.95,1.348,PCE_2022
2020,DRG01053,40229.45,35627.43,7971.74,109183.75,0.3685,2.31,1,37.89,61.79,11.55,0.15,1,SHOP001053,0.6041,121.22,181.18,0.933,PCE_2022
2023,DRG01054,18491.44,12753.88,1436.56,53156.9,0.3479,23.33,0,6.47,46.15,7.23,17.86,1,SHOP001054,0.5178,133.06,196.18,5.039,CPI_2012
2022,DRG01055,17230.92,11148.99,2639.92,64265.28,0.2681,19.12,1,16.14,95.61,4.57,6.9,0,SHOP001055,0.6932,101.13,149.05,5.344,PCE_2012
2024,DRG01056,56980.52,41984.27,7851.56,177048.1,0.3218,11.95,1,45.98,88.27,6.28,14.81,0,SHOP001056,0.4775,79.39,126.12,4.782,PCE_2012
2018,DRG01057,65114.2,62846.68,11298.99,167752.35,0.3882,0.94,1,79.56,62.28,1.24,0.59,0,SHOP001057,0.8657,80.92,182.8,6.148,CPI_2012
2017,DRG01058,10709.69,6448.81,1759.03,42825.43,0.2501,7.61,1,78.13,54.56,9.06,14.35,0,SHOP001058,0.1892,83.3,175.49,2.448,PCE_2022
2025,DRG01059,37457.12,29822.51,7934.19,140618.88,0.2664,6.57,1,66.8,85.3,3.53,4.84,0,SHOP001059,0.7337,127.51,172.57,5.924,PCE_2022
2021,DRG01060,62337.19,45000.72,5952.35,274195.22,0.2273,9.14,1,26.76,82.77,2.22,14.31,1,SHOP001060,0.9516,93.29,119.4,0.212,PCE_2017
2017,DRG01061,4021.54,2650.82,746.7,8283.78,0.4855,5.42,0,66.06,58.92,2.82,6.84,1,SHOP001061,0.6177,79.84,218.15,3.628,CPI_2022
2024,DRG01062,59188.27,56687.86,11372.41,224336.97,0.2638,8.06,1,46.16,73.27,5.12,15.65,1,SHOP001062,0.3506,134.25,152.59,4.179,CPI_2017
2017,DRG01063,36553.25,26930.36,7107.53,157347.84,0.2323,14.85,0,44.91,94.68,5.52,0.93,1,SHOP001063,0.783,106.16,211.04,3.273,CPI_2022
2021,DRG01064,55681.91,40269.72,2430.66,173645.56,0.3207,18.81,1,72.62,53.27,1.27,16.68,1,SHOP001064,0.4923,139.29,198.87,3.432,CPI_2012
2023,DRG01065,52786.87,41751.02,3691.34,150644.22,0.3504,17.23,1,59.4,57.97,6.85,7.66,1,SHOP001065,0.931,103.22,171.15,3.733,CPI_2012
2015,DRG01066,20179.93,11225.59,2718.56,59523.37,0.339,15.19,1,40.15,85.12,3.34,1.74,1,SHOP001066,0.5306,96.21,148.96,5.748,PCE_2012
2009,DRG01067,24565.65,18560.64,1660.24,98884.04,0.2484,1.1,0,48.42,66.22,6.7,8.87,1,SHOP001067,0.3374,137.33,169.4,4.042,CPI_2022
2024,DRG01068,37899.68,21495.46,7344.71,142479.62,0.266,2.63,1,69.91,83.44,1.09,16.3,1,SHOP001068,0.7496,133.92,187.32,4.876,PCE_2012
2021,DRG01069,41242.31,32374.12,3520.48,146960.73,0.2806,20.68,1,25.76,65.74,3.79,2.24,1,SHOP001069,0.2008,129.15,147.72,2.847,PCE_2012
2018,DRG01070,57485.27,35592.11,13934.62,179648.0,0.32,2.73,1,13.37,85.02,10.4,9.16,0,SHOP001070,0.6843,110.51,204.93,2.823,CPI_2012
2023,DRG01071,36842.63,28164.39,7208.24,148906.82,0.2474,3.84,1,23.77,54.75,11.06,13.85,1,SHOP001071,0.4942,111.28,175.67,4.616,CPI_2022
2022,DRG01072,23888.02,13322.86,3603.66,48315.44,0.4944,5.9,0,82.09,89.52,7.81,1.98,1,SHOP001072,0.5126,136.94,110.83,5.369,PCE_2012
2010,DRG01073,33995.75,32962.77,5517.29,106333.71,0.3197,8.08,0,31.29,46.29,9.25,16.62,1,SHOP001073,0.6139,76.78,203.63,3.025,CPI_2017
2017,DRG01074,12471.62,9615.2,851.94,23917.36,0.5214,0.53,1,28.82,72.18,3.71,1.2,1,SHOP001074,0.093,96.99,184.89,1.674,PCE_2012
2011,DRG01075,38032.27,36642.69,3629.25,126146.29,0.3015,23.0,0,51.4,58.91,3.14,6.49,1,SHOP001075,0.1227,115.92,189.98,6.064,CPI_2022
2022,DRG01076,5057.34,4938.11,1151.62,9319.29,0.5427,9.24,0,59.05,93.82,10.51,0.24,1,SHOP001076,0.1433,136.71,183.43,6.117,PCE_2012
2021,DRG01077,11014.71,7096.92,2310.15,34661.63,0.3178,21.7,0,11.39,86.55,9.8,10.44,1,SHOP001077,0.7763,96.49,140.56,2.205,CPI_2012
2021,DRG01078,27123.86,20999.82,1350.49,50043.58,0.542,8.2,0,58.8,41.29,4.15,7.74,1,SHOP001078,0.7082,110.36,157.86,4.171,CPI_2012
2010,DRG01079,41441.69,35083.3,4157.79,178054.46,0.2327,24.14,0,15.75,79.91,9.21,3.2,1,SHOP001079,0.0541,71.85,164.74,4.602,PCE_2012
2024,DRG01080,39130.4,22855.67,3240.91,177410.28,0.2206,1.75,0,56.23,64.35,10.49,12.33,1,SHOP001080,0.1317,133.54,99.24,3.297,CPI_2022
2018,DRG01081,45969.62,40966.32,3756.46,201505.16,0.2281,14.49,1,36.07,85.81,8.62,2.1,1,SHOP001081,0.1532,77.47,102.57,3.107,CPI_2022
2025,DRG01082,63568.11,60942.1,9782.84,257120.1,0.2472,6.21,0,16.66,98.78,4.88,9.78,0,SHOP001082,0.0574,93.62,102.2,5.743,CPI_2012
2020,DRG01083,15709.15,14904.53,2578.4,65767.33,0.2389,22.4,0,65.34,46.89,2.9,14.0,1,SHOP001083,0.8818,135.76,84.45,3.803,PCE_2022
2016,DRG01084,38894.75,25213.35,8651.66,174949.84,0.2223,15.92,1,79.95,55.67,8.29,15.82,1,SHOP001084,0.8044,119.09,163.33,3.853,PCE_2017
2025,DRG01085,6721.37,5381.81,1375.5,16629.08,0.4042,19.47,0,10.12,65.99,6.73,12.47,0,SHOP001085,0.0256,111.45,211.83,0.269,CPI_2017
2009,DRG01086,2979.22,1794.37,579.37,9126.07,0.3265,3.52,1,45.22,81.82,2.96,16.55,1,SHOP001086,0.0735,83.57,156.31,0.403,CPI_2017
2014,DRG01087,35037.72,22837.37,8297.18,136979.49,0.2558,8.3,0,69.7,40.52,0.73,12.97,0,SHOP001087,0.1606,127.89,211.42,0.11,CPI_2012
2016,DRG01088,16506.55,13607.83,2553.5,72334.16,0.2282,2.34,0,50.87,68.16,5.74,10.47,1,SHOP001088,0.9491,127.51,119.81,6.362,CPI_2022
2024,DRG01089,64101.64,48852.4,2768.63,173254.26,0.37,2.06,1,14.5,71.3,3.98,12.76,0,SHOP001089,0.8754,130.86,137.79,5.208,CPI_2017
2013,DRG01090,28332.35,24265.95,4344.53,112925.52,0.2509,16.44,0,74.82,68.71,8.16,17.87,0,SHOP001090,0.2174,137.62,178.33,3.363,CPI_2017
2023,DRG01091,62637.5,35727.72,13815.42,149025.88,0.4203,6.43,1,17.78,69.27,6.23,13.04,1,SHOP001091,0.346,95.78,219.08,5.119,PCE_2017
2017,DRG01092,58769.67,38413.76,6523.46,226616.75,0.2593,24.59,1,84.11,42.46,1.48,14.02,1,SHOP001092,0.9599,86.88,188.79,5.144,PCE_2022
2011,DRG01093,13215.45,8170.09,3111.95,60843.15,0.2172,24.37,1,78.89,40.49,4.82,0.34,0,SHOP001093,0.2655,89.3,216.49,6.029,PCE_2017
2022,DRG01094,65535.25,61218.27,16012.61,207581.78,0.3157,16.75,0,67.89,41.61,0.68,12.06,1,SHOP001094,0.7329,124.45,148.36,2.274,PCE_2012
2012,DRG01095,62170.42,59521.58,4182.13,279133.82,0.2227,14.78,1,43.44,65.77,11.93,4.46,1,SHOP001095,0.8467,116.78,218.54,5.169,PCE_2022
2015,DRG01096,61949.4,52345.41,8377.3,235514.45,0.263,0.69,0,61.07,87.99,9.79,9.32,0,SHOP001096,0.1584,73.47,80.93,4.431,PCE_2017
2009,DRG01097,50383.72,29794.24,9189.62,138646.11,0.3634,1.17,0,51.25,84.14,8.46,5.78,0,SHOP001097,0.4823,128.98,106.87,0.268,PCE_2022
2012,DRG01098,22324.66,20715.02,5573.84,57686.07,0.387,24.68,1,69.34,71.96,7.03,5.9,1,SHOP001098,0.4956,113.62,138.61,5.606,CPI_2012
2019,DRG01099,60717.22,43029.72,1480.83,180330.78,0.3367,1.36,0,83.34,56.29,5.48,8.16,1,SHOP001099,0.1992,77.22,115.98,6.194,CPI_2012
2015,DRG01100,67970.3,47701.47,13397.95,250984.01,0.2708,4.09,1,44.78,51.71,3.07,6.98,1,SHOP001100,0.565,100.85,127.01,3.159,CPI_2017
2020,DRG01101,39665.75,36463.15,4139.0,173990.82,0.228,14.58,1,77.27,63.24,3.9,17.57,1,SHOP001101,0.9018,126.19,183.12,1.596,PCE_2012
2024,DRG01102,22931.47,18590.08,4117.6,65862.31,0.3482,3.57,1,52.23,65.71,11.49,10.91,1,SHOP001102,0.8038,125.05,181.63,0.613,CPI_2017
2024,DRG01103,41954.11,37489.44,2030.33,184536.28,0.2273,4.19,1,22.08,50.43,2.27,16.16,1,SHOP001103,0.7539,102.54,102.08,5.245,CPI_2017
2017,DRG01104,56146.05,47188.29,9541.26,207559.29,0.2705,22.58,1,46.94,94.55,11.08,4.95,0,SHOP001104,0.5882,139.68,217.78,2.182,CPI_2017
2023,DRG01105,16680.9,14945.51,2106.27,79688.28,0.2093,1.91,1,9.98,47.43,10.26,17.02,1,SHOP001105,0.4302,114.74,207.05,4.937,PCE_2012
2021,DRG01106,50177.61,44293.47,4723.97,137316.8,0.3654,23.72,1,33.91,67.37,11.76,8.45,0,SHOP001106,0.1376,122.58,119.76,4.588,PCE_2022
2014,DRG01107,19390.99,13972.73,4119.05,50401.2,0.3847,3.84,0,40.27,50.92,8.23,1.73,1,SHOP001107,0.0309,104.41,150.04,1.292,CPI_2017
2021,DRG01108,43203.81,31666.88,9317.62,171874.67,0.2514,19.37,1,33.14,73.5,7.77,1.25,0,SHOP001108,0.7451,122.37,115.8,0.364,CPI_2022
2018,DRG01109,4949.95,3509.52,625.03,15388.04,0.3217,11.73,1,28.0,61.66,4.47,15.22,0,SHOP001109,0.4253,79.67,160.12,6.295,CPI_2017
2025,DRG01110,18080.3,10923.5,1240.88,43717.62,0.4136,0.95,1,63.95,96.61,0.16,5.78,1,SHOP001110,0.5228,92.57,215.91,5.567,PCE_2017
2018,DRG01111,56981.72,46407.91,2666.69,214557.0,0.2656,24.04,1,35.0,57.71,7.52,8.89,0,SHOP001111,0.7,93.36,156.26,0.444,PCE_2022
2012,DRG01112,43498.12,29071.26,2129.61,150877.3,0.2883,6.64,1,51.28,53.64,5.28,10.06,0,SHOP001112,0.0902,78.91,146.87,6.36,CPI_2022
2024,DRG01113,37907.47,27231.25,7220.84,176446.86,0.2148,9.59,1,35.19,85.02,8.2,12.84,0,SHOP001113,0.8506,91.15,167.15,0.27,CPI_2012
2019,DRG01114,2636.65,1929.47,407.72,9716.41,0.2714,3.39,1,8.26,52.32,11.12,9.41,1,SHOP001114,0.9498,72.07,198.02,6.267,PCE_2022
2024,DRG01115,35620.2,33932.38,4797.6,66503.1,0.5356,10.44,0,17.55,78.5,2.19,16.44,1,SHOP001115,0.3169,80.63,176.49,3.341,PCE_2022
2021,DRG01116,24733.47,14208.84,4021.22,55973.63,0.4419,12.74,1,73.96,75.36,6.97,1.83,0,SHOP001116,0.2201,103.86,102.71,2.847,PCE_2022
2022,DRG01117,3596.45,3170.64,148.69,16626.27,0.2163,14.78,1,38.51,89.28,6.8,15.18,1,SHOP001117,0.976,118.71,151.13,2.792,PCE_2012
2010,DRG01118,6095.29,4793.37,1237.7,16944.35,0.3597,13.78,1,39.3,97.92,9.82,0.12,1,SHOP001118,0.9334,95.08,213.58,3.587,CPI_2017
2014,DRG01119,60037.64,57647.65,2791.08,113147.02,0.5306,7.28,0,23.53,84.77,0.73,3.54,1,SHOP001119,0.261,73.16,211.38,2.154,CPI_2022
2018,DRG01120,4921.57,3307.34,147.54,21868.71,0.2251,9.83,1,70.0,93.3,8.45,17.48,1,SHOP001120,0.5251,80.28,163.83,0.532,PCE_2022
2009,DRG01121,37897.15,26323.49,1281.97,71288.33,0.5316,2.16,0,14.38,69.85,9.3,7.65,1,SHOP001121,0.4899,72.48,97.96,0.638,PCE_2012
2025,DRG01122,5934.3,3281.61,1347.64,22105.43,0.2685,1.95,0,48.96,65.3,7.58,9.73,1,SHOP001122,0.173,113.88,194.55,1.837,CPI_2012
2013,DRG01123,50286.74,36268.09,3398.36,153925.41,0.3267,15.84,1,83.45,85.17,6.82,8.13,1,SHOP001123,0.1907,75.72,105.46,1.048,CPI_2017
2011,DRG01124,52161.44,48192.08,2857.21,229489.39,0.2273,21.05,1,11.11,45.98,5.09,2.46,1,SHOP001124,0.1323,114.25,167.48,5.425,PCE_2017
2010,DRG01125,18661.57,15915.12,3946.46,51646.36,0.3613,3.94,0,52.66,56.9,6.17,8.19,0,SHOP001125,0.5484,80.32,133.52,1.177,CPI_2012
2014,DRG01126,17576.59,17003.8,3607.47,72272.94,0.2432,17.81,0,78.46,74.17,1.02,3.88,1,SHOP001126,0.8641,121.58,105.4,4.886,CPI_2017
2013,DRG01127,28623.99,16022.62,1342.46,104019.09,0.2752,1.95,1,7.58,45.38,9.68,1.33,1,SHOP001127,0.6712,122.51,159.15,2.716,CPI_2012
2020,DRG01128,42116.06,23340.77,6632.28,96426.14,0.4368,2.46,1,75.89,40.28,6.72,10.98,1,SHOP001128,0.0619,106.48,109.62,1.211,PCE_2017
2022,DRG01129,27150.49,20974.48,3191.42,106915.11,0.2539,14.92,0,15.83,97.52,3.14,0.24,0,SHOP001129,0.1734,111.01,187.32,6.092,CPI_2022
2015,DRG01130,22597.37,19915.13,2560.05,107033.36,0.2111,9.33,0,26.64,95.22,1.12,2.94,1,SHOP001130,0.3751,80.68,147.99,3.237,PCE_2022
2016,DRG01131,53974.2,31594.22,1553.74,241026.35,0.2239,11.84,1,16.89,99.17,9.89,9.94,1,SHOP001131,0.679,122.38,200.54,2.702,CPI_2012
2025,DRG01132,19362.05,11178.17,3795.49,53941.82,0.3589,14.31,0,37.29,74.78,10.83,10.12,1,SHOP001132,0.2244,106.4,153.71,4.193,CPI_2022
2009,DRG01133,40580.82,26097.05,2382.19,105477.43,0.3847,1.39,1,49.5,58.18,10.09,5.07,1,SHOP001133,0.6135,73.63,88.73,3.455,CPI_2022
2018,DRG01134,59719.71,57735.73,8658.11,134035.75,0.4456,16.14,1,55.32,82.92,0.41,11.51,1,SHOP001134,0.3319,138.28,181.53,2.963,CPI_2012
2022,DRG01135,49514.34,41076.08,11857.05,189435.03,0.2614,8.52,1,75.79,70.52,3.99,10.5,1,SHOP001135,0.548,124.82,185.5,0.385,PCE_2017
2016,DRG01136,24108.19,19491.23,5720.4,87916.37,0.2742,23.92,1,52.08,99.27,3.12,12.54,1,SHOP001136,0.9029,104.85,83.51,4.525,CPI_2012
2016,DRG01137,32820.81,26911.28,6068.89,156107.14,0.2102,14.62,0,83.26,60.41,10.46,5.6,1,SHOP001137,0.0164,85.37,139.25,2.352,PCE_2012
2018,DRG01138,39872.58,37634.13,8517.51,175975.49,0.2266,20.34,1,56.63,82.31,1.95,7.86,0,SHOP001138,0.4675,137.66,161.97,5.132,PCE_2012
2012,DRG01139,15186.54,14532.8,3454.61,54752.41,0.2774,10.11,0,25.54,88.07,6.48,14.87,1,SHOP001139,0.4438,100.73,171.59,1.044,CPI_2022
2024,DRG01140,43250.85,31755.3,5666.04,95693.28,0.452,17.67,1,82.33,93.8,9.89,8.71,1,SHOP001140,0.0187,100.45,113.22,0.893,PCE_2012
2016,DRG01141,51195.08,35440.3,11450.25,94313.39,0.5428,22.64,0,9.77,88.28,3.0,17.56,1,SHOP001141,0.2508,94.21,123.82,3.615,CPI_2017
2025,DRG01142,12755.44,7962.1,891.58,35809.71,0.3562,7.48,0,78.01,40.43,3.75,17.89,0,SHOP001142,0.398,75.5,186.53,4.948,CPI_2017
2016,DRG01143,40325.97,24256.3,5119.52,186102.4,0.2167,23.95,0,47.23,83.1,0.55,15.89,0,SHOP001143,0.7558,98.76,155.34,1.706,PCE_2017
2022,DRG01144,25809.17,20848.22,4821.08,75509.09,0.3418,23.46,1,27.94,54.5,3.01,15.91,1,SHOP001144,0.9425,98.55,173.26,1.69,CPI_2012
2012,DRG01145,27712.87,22318.31,5688.02,88958.42,0.3115,12.5,0,6.19,78.02,9.25,5.82,1,SHOP001145,0.666,114.31,145.96,0.654,CPI_2022
2017,DRG01146,4627.14,3771.09,867.72,20059.38,0.2307,11.48,1,18.25,77.38,1.62,1.39,0,SHOP001146,0.252,83.85,81.93,2.856,CPI_2017
2009,DRG01147,30073.36,24906.19,3834.99,112928.14,0.2663,20.1,0,9.93,51.7,5.89,6.44,1,SHOP001147,0.1085,93.31,155.44,1.485,PCE_2022
2011,DRG01148,41731.02,28638.88,4380.64,148274.46,0.2814,24.95,1,12.05,98.11,6.96,13.92,1,SHOP001148,0.5444,81.05,207.64,2.586,CPI_2012
2014,DRG01149,22851.47,19800.23,1436.37,102978.08,0.2219,14.8,1,24.3,57.17,5.19,3.75,0,SHOP001149,0.697,86.03,145.11,2.791,PCE_2022
2018,DRG01150,55028.45,50781.31,9478.62,252002.34,0.2184,0.55,0,6.41,91.69,3.97,3.13,1,SHOP001150,0.3944,88.09,139.12,3.385,PCE_2017
2023,DRG01151,38397.96,24033.95,8194.55,112381.13,0.3417,24.1,1,40.64,67.21,8.68,9.07,0,SHOP001151,0.1857,73.3,89.84,5.802,PCE_2012
2025,DRG01152,65619.86,58442.51,1719.68,278237.47,0.2358,5.54,0,18.94,44.44,8.76,9.33,1,SHOP001152,0.7705,76.84,186.08,6.329,CPI_2017
2014,DRG01153,48598.0,44818.15,7194.47,144516.97,0.3363,8.39,0,42.35,93.15,2.3,0.44,0,SHOP001153,0.4534,137.25,109.63,0.179,PCE_2012
2015,DRG01154,41152.93,27512.18,1761.89,172040.11,0.2392,19.54,1,75.78,98.05,6.6,4.48,0,SHOP001154,0.5533,126.54,172.36,3.942,PCE_2022
2010,DRG01155,65465.84,37873.81,6329.37,221758.95,0.2952,7.16,0,26.32,51.02,3.9,10.19,1,SHOP001155,0.2349,107.31,214.06,5.029,PCE_2012
2012,DRG01156,26725.26,18734.8,4725.5,53264.55,0.5017,5.71,0,68.12,86.7,3.47,3.85,0,SHOP001156,0.7934,111.06,205.64,0.431,CPI_2012
2018,DRG01157,4302.53,2488.14,947.98,13369.76,0.3218,12.87,1,49.5,57.02,9.17,15.55,1,SHOP001157,0.8186,123.25,127.47,0.946,CPI_2017
2012,DRG01158,32337.75,30799.71,6615.13,62761.45,0.5152,11.4,0,66.57,86.58,4.36,12.1,1,SHOP001158,0.7478,89.64,115.77,1.635,CPI_2022
2015,DRG01159,6457.27,4525.58,1575.02,12962.94,0.4981,5.47,0,19.86,68.38,4.76,13.88,1,SHOP001159,0.3062,84.13,123.73,4.449,CPI_2022
2013,DRG01160,66121.38,38847.75,4391.37,154864.88,0.427,4.46,0,14.6,98.95,0.27,12.34,1,SHOP001160,0.2248,111.13,115.1,4.039,PCE_2012
2022,DRG01161,56362.34,49116.68,2264.07,151734.14,0.3715,1.69,1,20.09,40.99,4.49,14.09,1,SHOP001161,0.0154,123.76,160.02,2.788,CPI_2022
2014,DRG01162,61713.66,50894.27,4569.68,234634.33,0.263,2.39,1,8.0,49.63,6.42,6.13,0,SHOP001162,0.8731,106.95,195.64,2.889,PCE_2017
2014,DRG01163,27231.22,15965.45,5408.02,94825.55,0.2872,0.89,0,75.5,78.47,4.98,3.16,1,SHOP001163,0.3221,78.56,121.84,2.844,PCE_2022
2014,DRG01164,46473.95,26306.86,4382.02,114339.21,0.4065,18.28,1,56.36,46.32,11.59,10.0,1,SHOP001164,0.9866,122.38,185.0,1.593,CPI_2017
2014,DRG01165,40013.5,29491.85,9292.23,178189.59,0.2246,19.97,0,34.59,88.08,0.49,17.93,1,SHOP001165,0.5369,77.19,85.18,0.251,CPI_2017
2023,DRG01166,62026.77,54664.92,15151.44,137623.29,0.4507,16.59,1,22.45,81.66,1.67,1.9,0,SHOP001166,0.6302,89.61,161.62,2.206,PCE_2017
2014,DRG01167,24959.3,20358.21,2581.64,74690.74,0.3342,22.49,1,83.14,41.81,3.09,13.63,1,SHOP001167,0.5916,124.99,206.67,1.341,PCE_2017
2016,DRG01168,32459.93,24113.66,1979.12,78297.73,0.4146,7.13,1,72.42,40.42,1.02,16.19,1,SHOP001168,0.6902,119.07,190.86,3.55,CPI_2012
2015,DRG01169,44114.58,33672.19,1601.15,89248.34,0.4943,24.98,0,71.01,91.56,5.27,13.49,1,SHOP001169,0.7167,115.48,150.1,3.637,CPI_2012
2018,DRG01170,28474.71,21084.65,818.11,77875.76,0.3656,9.87,0,63.21,60.76,2.78,13.48,1,SHOP001170,0.8769,126.71,175.84,6.469,PCE_2022
2017,DRG01171,45287.98,35609.27,1426.74,85066.3,0.5324,23.69,1,47.17,82.54,6.34,14.71,0,SHOP001171,0.2995,109.14,163.64,5.221,CPI_2022
2020,DRG01172,12818.44,8824.36,1070.89,46559.33,0.2753,8.16,0,56.89,69.36,4.52,1.62,0,SHOP001172,0.5255,107.88,180.8,3.774,CPI_2017
2013,DRG01173,51003.16,34970.94,1400.63,235563.45,0.2165,1.78,1,73.49,56.96,11.76,11.41,1,SHOP001173,0.5063,115.45,111.67,2.206,CPI_2022
2023,DRG01174,22181.94,21428.7,759.93,41648.01,0.5326,9.32,0,80.77,62.63,8.35,14.05,1,SHOP001174,0.5283,138.13,89.0,1.317,PCE_2017
2022,DRG01175,46565.67,37863.58,10716.67,179935.3,0.2588,5.6,1,59.78,52.62,9.82,10.31,1,SHOP001175,0.1588,132.35,129.96,6.052,PCE_2012
2011,DRG01176,52592.14,30393.66,5709.42,176388.96,0.2982,22.22,1,56.78,69.21,9.6,15.57,1,SHOP001176,0.5218,106.35,114.9,2.047,PCE_2017
2011,DRG01177,2649.12,1600.84,324.06,8533.58,0.3104,2.59,1,26.05,49.04,11.94,13.85,1,SHOP001177,0.6266,133.4,165.8,0.379,PCE_2022
2024,DRG01178,54599.98,42733.19,11523.76,181148.81,0.3014,9.91,1,15.61,90.61,4.52,7.01,1,SHOP001178,0.9783,115.18,174.99,2.942,PCE_2012
