safe_cyber_reference_month,safe_cyber_reporting_country_iso2,safe_cyber_incident_type_code,safe_cyber_attack_vector_code,safe_cyber_targets_sector_code,safe_cyber_ransomware_flag,safe_cyber_phishing_flag,safe_cyber_ddos_flag,safe_cyber_financial_loss_eur_estimate,safe_cyber_crypto_payment_flag,safe_cyber_victims_count,safe_cyber_cross_border_component_flag,safe_cyber_europol_case_link_flag,safe_cyber_arrests_count,safe_cyber_takedowns_count,safe_cyber_data_breach_gdpr_notification_flag,safe_cyber_attribution_confidence_level,safe_cyber_data_source,safe_cyber_data_quality_flag,safe_cyber_data_extract_date
2016-12,LT,PHISHING,USB_MEDIA,SME_MULTI,0,1,0,2324295.21,0,82032,1,0,13,226,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-08-18
2017-01,PT,DATA_BREACH,THIRD_PARTY,RETAIL,0,0,0,8746091.16,0,31117,0,0,18,47,1,HIGH,SECTOR_REGULATOR,1,2024-04-21
2017-02,SE,ACCOUNT_TAKEOVER,RDP_EXPOSED,EDUCATION,0,1,0,680865.25,0,16825,0,0,42,185,0,MEDIUM,POLICE_CYBER_UNIT,1,2025-01-10
2017-03,CY,DDOS,CLOUD_MISCONFIG,PUBLIC_ADMIN,1,0,1,6666457.94,0,81882,0,0,17,58,0,LOW,EUROPOL_IOCTA,0,2025-06-17
2017-04,FR,MALWARE,MALVERTISING,MANUFACTURING,0,0,0,9173605.1,0,42738,1,0,9,42,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-12-11
2017-05,IT,RANSOMWARE,EMAIL,ENERGY,1,0,0,3879697.31,0,11034,0,1,30,148,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-10-11
2017-06,NL,BUSINESS_EMAIL_COMPROMISE,INSIDER,HEALTH,0,1,0,1166366.66,0,7029,1,0,14,9,0,HIGH,SECTOR_REGULATOR,1,2024-06-09
2017-07,SI,SUPPLY_CHAIN,WEB_APP,TELECOM,0,0,0,4873759.24,0,23085,0,0,5,142,1,MEDIUM,POLICE_CYBER_UNIT,1,2025-02-21
2017-08,BG,PHISHING,USB_MEDIA,TRANSPORT,0,1,0,7748518.61,0,13847,0,0,9,16,0,LOW,EUROPOL_IOCTA,0,2024-06-29
2017-09,EE,DATA_BREACH,THIRD_PARTY,FINANCE,0,0,0,8628711.95,0,38975,1,0,35,128,1,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-10-24
2017-10,HU,ACCOUNT_TAKEOVER,RDP_EXPOSED,SME_MULTI,0,1,0,2563211.41,0,16838,1,0,32,62,0,VERY_HIGH,NATIONAL_CSIRT,1,2024-05-16
2017-11,LU,DDOS,CLOUD_MISCONFIG,RETAIL,0,0,1,2033452.73,0,88162,1,1,12,51,0,HIGH,SECTOR_REGULATOR,1,2024-11-02
2017-12,RO,MALWARE,MALVERTISING,EDUCATION,1,0,0,2521724.64,0,18295,1,0,29,238,0,MEDIUM,POLICE_CYBER_UNIT,1,2025-04-04
2018-01,AT,RANSOMWARE,EMAIL,PUBLIC_ADMIN,1,0,0,934335.1,1,34249,0,0,16,94,0,LOW,EUROPOL_IOCTA,1,2025-07-06
2018-02,CZ,BUSINESS_EMAIL_COMPROMISE,INSIDER,MANUFACTURING,0,1,0,6294183.78,0,4150,1,0,4,112,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-08-28
2018-03,DE,SUPPLY_CHAIN,WEB_APP,ENERGY,0,0,0,332929.66,0,46397,0,0,24,160,1,VERY_HIGH,NATIONAL_CSIRT,1,2025-01-19
2018-04,LV,PHISHING,USB_MEDIA,HEALTH,0,1,0,847700.48,0,52607,1,0,21,227,0,HIGH,SECTOR_REGULATOR,1,2026-02-01
2018-05,PL,DATA_BREACH,THIRD_PARTY,TELECOM,0,0,0,983579.4,0,48465,1,0,27,114,0,MEDIUM,POLICE_CYBER_UNIT,1,2024-02-17
2018-06,ES,ACCOUNT_TAKEOVER,RDP_EXPOSED,TRANSPORT,0,1,0,2571402.37,0,48021,1,0,33,185,0,LOW,EUROPOL_IOCTA,1,2024-07-05
2018-07,HR,DDOS,CLOUD_MISCONFIG,FINANCE,0,0,1,144946.75,0,73722,1,0,27,1,1,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-12-01
2018-08,FI,MALWARE,MALVERTISING,SME_MULTI,0,0,0,1816505.63,0,32053,1,1,10,91,0,VERY_HIGH,NATIONAL_CSIRT,0,2024-10-30
2018-09,IE,RANSOMWARE,EMAIL,RETAIL,1,0,0,3770351.51,0,14552,1,0,39,126,0,HIGH,SECTOR_REGULATOR,1,2024-02-22
2018-10,MT,BUSINESS_EMAIL_COMPROMISE,INSIDER,EDUCATION,0,1,0,9881339.96,0,33694,0,0,44,2,0,MEDIUM,POLICE_CYBER_UNIT,1,2024-04-16
2018-11,SK,SUPPLY_CHAIN,WEB_APP,PUBLIC_ADMIN,0,1,0,976186.24,0,43111,1,0,3,29,1,LOW,EUROPOL_IOCTA,1,2026-01-12
2018-12,BE,PHISHING,USB_MEDIA,MANUFACTURING,0,1,0,1612106.51,0,54120,1,0,20,98,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-10-09
2019-01,DK,DATA_BREACH,THIRD_PARTY,ENERGY,0,0,0,15735740.39,0,46764,0,0,18,5,1,VERY_HIGH,NATIONAL_CSIRT,1,2025-08-30
2019-02,GR,ACCOUNT_TAKEOVER,RDP_EXPOSED,HEALTH,0,1,0,2266093.87,0,19372,0,0,3,48,0,HIGH,SECTOR_REGULATOR,1,2025-11-12
2019-03,LT,DDOS,CLOUD_MISCONFIG,TELECOM,0,0,1,607909.04,0,91562,0,0,19,89,0,MEDIUM,POLICE_CYBER_UNIT,1,2025-01-14
2019-04,PT,MALWARE,MALVERTISING,TRANSPORT,0,0,0,891411.74,0,45172,0,0,22,134,0,LOW,EUROPOL_IOCTA,1,2025-03-09
2019-05,SE,RANSOMWARE,EMAIL,FINANCE,1,0,0,8709997.69,1,19855,1,1,73,163,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-05-02
2019-06,CY,BUSINESS_EMAIL_COMPROMISE,INSIDER,SME_MULTI,0,1,0,874477.18,0,32811,1,1,66,8,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-02-19
2019-07,FR,SUPPLY_CHAIN,WEB_APP,RETAIL,0,0,0,3249649.84,0,31848,0,0,15,96,1,HIGH,SECTOR_REGULATOR,1,2025-05-05
2019-08,IT,PHISHING,USB_MEDIA,EDUCATION,0,1,0,3113349.21,0,87372,1,1,57,245,1,MEDIUM,POLICE_CYBER_UNIT,1,2024-04-29
2019-09,NL,DATA_BREACH,THIRD_PARTY,PUBLIC_ADMIN,0,0,0,2714030.54,0,10181,1,0,37,177,1,LOW,EUROPOL_IOCTA,1,2024-06-19
2019-10,SI,ACCOUNT_TAKEOVER,RDP_EXPOSED,MANUFACTURING,0,1,0,6670273.66,0,43584,1,0,41,62,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-09-16
2019-11,BG,DDOS,CLOUD_MISCONFIG,ENERGY,0,0,1,1702643.44,0,30722,0,0,14,191,0,VERY_HIGH,NATIONAL_CSIRT,1,2024-04-15
2019-12,EE,MALWARE,MALVERTISING,HEALTH,0,0,0,3470063.56,0,13256,1,0,5,22,0,HIGH,SECTOR_REGULATOR,1,2024-04-29
2020-01,HU,RANSOMWARE,EMAIL,TELECOM,1,0,0,6058133.89,0,6972,0,0,19,59,0,MEDIUM,POLICE_CYBER_UNIT,1,2025-04-27
2020-02,LU,BUSINESS_EMAIL_COMPROMISE,INSIDER,TRANSPORT,0,1,0,3823604.99,0,29199,1,1,14,132,0,LOW,EUROPOL_IOCTA,1,2024-09-23
2020-03,RO,SUPPLY_CHAIN,WEB_APP,FINANCE,0,1,0,2533371.58,0,3506,1,1,61,18,1,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-05-03
2020-04,AT,PHISHING,USB_MEDIA,SME_MULTI,0,1,0,3444482.38,0,41661,1,0,38,213,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-07-07
2020-05,CZ,DATA_BREACH,THIRD_PARTY,RETAIL,1,0,0,16933.79,0,28099,0,0,4,191,1,HIGH,SECTOR_REGULATOR,1,2025-07-25
2020-06,DE,ACCOUNT_TAKEOVER,RDP_EXPOSED,EDUCATION,0,1,0,605180.81,0,47400,1,0,14,175,0,MEDIUM,POLICE_CYBER_UNIT,1,2024-05-09
2020-07,LV,DDOS,CLOUD_MISCONFIG,PUBLIC_ADMIN,1,1,1,4505445.07,0,43517,0,0,44,136,0,LOW,EUROPOL_IOCTA,1,2024-10-26
2020-08,PL,MALWARE,MALVERTISING,MANUFACTURING,0,1,0,4916707.81,0,48047,1,1,74,117,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2026-01-29
2020-09,ES,RANSOMWARE,EMAIL,ENERGY,1,0,0,10860742.03,1,45129,0,0,1,39,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-06-23
2020-10,HR,BUSINESS_EMAIL_COMPROMISE,INSIDER,HEALTH,1,1,0,10298581.58,0,44162,0,0,35,115,0,HIGH,SECTOR_REGULATOR,1,2024-08-02
2020-11,FI,SUPPLY_CHAIN,WEB_APP,TELECOM,1,0,0,1379917.6,0,48561,0,0,13,21,0,MEDIUM,POLICE_CYBER_UNIT,1,2024-12-05
2020-12,IE,PHISHING,USB_MEDIA,TRANSPORT,0,1,0,355276.41,0,42456,1,0,7,158,0,LOW,EUROPOL_IOCTA,1,2025-11-02
2021-01,MT,DATA_BREACH,THIRD_PARTY,FINANCE,0,0,0,5651920.82,0,38342,1,0,28,160,1,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-10-21
2021-02,SK,ACCOUNT_TAKEOVER,RDP_EXPOSED,SME_MULTI,0,1,0,2784422.21,0,39429,0,0,39,39,1,VERY_HIGH,NATIONAL_CSIRT,1,2025-10-12
2021-03,BE,DDOS,CLOUD_MISCONFIG,RETAIL,0,0,1,4789918.01,0,7669,1,1,33,35,0,HIGH,SECTOR_REGULATOR,1,2025-09-04
2021-04,DK,MALWARE,MALVERTISING,EDUCATION,0,0,0,4212186.32,0,35082,0,0,20,191,0,MEDIUM,POLICE_CYBER_UNIT,1,2024-03-06
2021-05,GR,RANSOMWARE,EMAIL,PUBLIC_ADMIN,1,1,0,13656351.49,0,43163,0,0,16,151,0,LOW,EUROPOL_IOCTA,1,2025-09-30
2021-06,LT,BUSINESS_EMAIL_COMPROMISE,INSIDER,MANUFACTURING,0,1,0,8650274.06,0,12066,1,0,33,161,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-02-10
2021-07,PT,SUPPLY_CHAIN,WEB_APP,ENERGY,1,0,1,2600246.64,0,8541,1,0,41,101,1,VERY_HIGH,NATIONAL_CSIRT,1,2024-05-07
2021-08,SE,PHISHING,USB_MEDIA,HEALTH,0,1,0,3284442.22,0,53319,1,0,9,206,0,HIGH,SECTOR_REGULATOR,1,2024-03-07
2021-09,CY,DATA_BREACH,THIRD_PARTY,TELECOM,0,0,0,9365594.72,0,18202,1,1,55,54,1,MEDIUM,POLICE_CYBER_UNIT,1,2024-08-06
2021-10,FR,ACCOUNT_TAKEOVER,RDP_EXPOSED,TRANSPORT,0,1,0,432891.99,0,19376,0,0,23,50,0,LOW,EUROPOL_IOCTA,1,2024-07-22
2021-11,IT,DDOS,CLOUD_MISCONFIG,FINANCE,0,0,1,62374.78,0,68809,0,0,13,99,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-09-29
2021-12,NL,MALWARE,MALVERTISING,SME_MULTI,0,0,0,286099.04,0,43227,1,0,13,75,0,VERY_HIGH,NATIONAL_CSIRT,1,2024-10-07
2022-01,SI,RANSOMWARE,EMAIL,RETAIL,1,1,0,15766402.9,0,48231,1,0,22,109,0,HIGH,SECTOR_REGULATOR,1,2024-02-10
2022-02,BG,BUSINESS_EMAIL_COMPROMISE,INSIDER,EDUCATION,0,1,0,4229047.39,0,31832,0,1,60,34,1,MEDIUM,POLICE_CYBER_UNIT,1,2025-01-15
2022-03,EE,SUPPLY_CHAIN,WEB_APP,PUBLIC_ADMIN,0,0,0,210911.4,0,3275,1,1,39,64,0,LOW,EUROPOL_IOCTA,0,2026-01-12
2022-04,HU,PHISHING,USB_MEDIA,MANUFACTURING,0,1,1,346228.64,0,33604,1,0,4,219,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-09-20
2022-05,LU,DATA_BREACH,THIRD_PARTY,ENERGY,0,1,0,6380225.27,0,30890,1,0,25,139,0,VERY_HIGH,NATIONAL_CSIRT,0,2024-09-03
2022-06,RO,ACCOUNT_TAKEOVER,RDP_EXPOSED,HEALTH,0,1,0,2254082.99,0,13721,1,0,25,57,0,HIGH,SECTOR_REGULATOR,1,2024-01-09
2022-07,AT,DDOS,CLOUD_MISCONFIG,TELECOM,0,0,1,1621088.23,0,82331,0,0,14,114,0,MEDIUM,POLICE_CYBER_UNIT,1,2024-12-21
2022-08,CZ,MALWARE,MALVERTISING,TRANSPORT,0,0,0,1298428.75,0,20608,1,1,73,277,0,LOW,EUROPOL_IOCTA,1,2024-08-26
2022-09,DE,RANSOMWARE,EMAIL,FINANCE,1,0,1,3268485.35,0,36033,1,0,31,54,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-10-20
2022-10,LV,BUSINESS_EMAIL_COMPROMISE,INSIDER,SME_MULTI,0,1,0,11473700.64,0,31696,1,1,28,43,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-06-29
2022-11,PL,SUPPLY_CHAIN,WEB_APP,RETAIL,0,0,1,57517.75,0,16308,1,0,13,20,1,HIGH,SECTOR_REGULATOR,1,2025-04-27
2022-12,ES,PHISHING,USB_MEDIA,EDUCATION,0,1,0,6178097.02,0,80331,0,0,9,150,0,MEDIUM,POLICE_CYBER_UNIT,1,2024-11-02
2023-01,HR,DATA_BREACH,THIRD_PARTY,PUBLIC_ADMIN,1,0,0,198439.94,0,6342,1,1,27,76,0,LOW,EUROPOL_IOCTA,1,2025-12-24
2023-02,FI,ACCOUNT_TAKEOVER,RDP_EXPOSED,MANUFACTURING,0,1,0,1889695.45,0,44385,0,0,11,97,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-12-13
2023-03,IE,DDOS,CLOUD_MISCONFIG,ENERGY,1,1,1,8793793.58,0,41780,1,0,8,14,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-11-13
2023-04,MT,MALWARE,MALVERTISING,HEALTH,0,0,0,851734.09,0,35876,0,0,32,66,1,HIGH,SECTOR_REGULATOR,1,2025-10-08
2023-05,SK,RANSOMWARE,EMAIL,TELECOM,1,0,0,13065448.31,1,28618,1,0,5,178,0,MEDIUM,POLICE_CYBER_UNIT,1,2025-12-30
2023-06,BE,BUSINESS_EMAIL_COMPROMISE,INSIDER,TRANSPORT,0,1,0,3324980.68,0,19559,0,0,29,48,0,LOW,EUROPOL_IOCTA,1,2024-10-12
2023-07,DK,SUPPLY_CHAIN,WEB_APP,FINANCE,0,0,1,3496504.74,0,44189,1,0,16,72,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,0,2024-07-15
2023-08,GR,PHISHING,USB_MEDIA,SME_MULTI,0,1,0,726491.74,0,70985,0,0,11,77,0,VERY_HIGH,NATIONAL_CSIRT,1,2024-05-11
2023-09,LT,DATA_BREACH,THIRD_PARTY,RETAIL,0,0,1,14462067.43,0,26690,0,0,38,31,1,HIGH,SECTOR_REGULATOR,1,2025-04-26
2023-10,PT,ACCOUNT_TAKEOVER,RDP_EXPOSED,EDUCATION,0,1,1,138847.88,0,28234,1,0,0,30,0,MEDIUM,POLICE_CYBER_UNIT,1,2024-09-25
2023-11,SE,DDOS,CLOUD_MISCONFIG,PUBLIC_ADMIN,0,0,1,800055.01,0,65946,0,0,11,94,0,LOW,EUROPOL_IOCTA,1,2024-04-03
2023-12,CY,MALWARE,MALVERTISING,MANUFACTURING,0,0,0,1992617.27,0,3440,1,1,42,99,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-10-20
2024-01,FR,RANSOMWARE,EMAIL,ENERGY,1,0,0,7972403.0,1,41733,0,0,3,120,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-11-26
2024-02,IT,BUSINESS_EMAIL_COMPROMISE,INSIDER,HEALTH,0,1,0,9171643.15,0,44190,1,1,26,53,0,HIGH,SECTOR_REGULATOR,1,2024-10-03
2024-03,NL,SUPPLY_CHAIN,WEB_APP,TELECOM,0,1,0,495062.54,0,6339,1,0,17,186,1,MEDIUM,POLICE_CYBER_UNIT,1,2025-07-29
2024-04,SI,PHISHING,USB_MEDIA,TRANSPORT,0,1,0,2553039.56,0,46167,1,0,22,52,0,LOW,EUROPOL_IOCTA,0,2025-12-19
2024-05,BG,DATA_BREACH,THIRD_PARTY,FINANCE,0,1,0,16603.81,0,11590,1,1,3,124,1,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,0,2024-03-22
2024-06,EE,ACCOUNT_TAKEOVER,RDP_EXPOSED,SME_MULTI,0,1,1,1488729.73,0,7966,0,0,0,63,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-02-05
2024-07,HU,DDOS,CLOUD_MISCONFIG,RETAIL,1,0,1,3568064.54,0,25357,0,0,27,105,0,HIGH,SECTOR_REGULATOR,0,2024-11-20
2024-08,LU,MALWARE,MALVERTISING,EDUCATION,0,0,0,1107497.42,0,2645,1,1,46,62,0,MEDIUM,POLICE_CYBER_UNIT,1,2026-02-23
2024-09,RO,RANSOMWARE,EMAIL,PUBLIC_ADMIN,1,0,0,12239618.95,0,19842,1,0,6,149,0,LOW,EUROPOL_IOCTA,0,2024-12-06
2024-10,AT,BUSINESS_EMAIL_COMPROMISE,INSIDER,MANUFACTURING,1,1,0,5685155.4,0,1025,1,1,2,178,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-08-01
2024-11,CZ,SUPPLY_CHAIN,WEB_APP,ENERGY,0,0,1,5162914.67,0,14388,0,0,42,10,1,VERY_HIGH,NATIONAL_CSIRT,1,2024-10-20
2024-12,DE,PHISHING,USB_MEDIA,HEALTH,0,1,0,1253741.55,0,91515,0,0,1,121,0,HIGH,SECTOR_REGULATOR,1,2025-07-27
2025-01,LV,DATA_BREACH,THIRD_PARTY,TELECOM,0,0,0,3059084.31,0,8707,1,1,47,6,0,MEDIUM,POLICE_CYBER_UNIT,1,2025-04-20
2025-02,PL,ACCOUNT_TAKEOVER,RDP_EXPOSED,TRANSPORT,0,1,1,458541.04,0,10457,1,1,46,143,0,LOW,EUROPOL_IOCTA,1,2025-10-19
2025-03,ES,DDOS,CLOUD_MISCONFIG,FINANCE,1,0,1,3823853.26,0,24487,1,1,50,134,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,0,2024-10-31
2025-04,HR,MALWARE,MALVERTISING,SME_MULTI,0,1,1,405800.76,0,34009,1,1,13,110,0,VERY_HIGH,NATIONAL_CSIRT,1,2024-11-12
2025-05,FI,RANSOMWARE,EMAIL,RETAIL,1,1,0,10123026.01,0,48739,1,0,30,63,0,HIGH,SECTOR_REGULATOR,1,2024-12-07
2025-06,IE,BUSINESS_EMAIL_COMPROMISE,INSIDER,EDUCATION,1,1,0,2885710.54,1,30918,0,0,17,151,1,MEDIUM,POLICE_CYBER_UNIT,1,2024-07-19
2025-07,MT,SUPPLY_CHAIN,WEB_APP,PUBLIC_ADMIN,0,0,0,1361637.53,0,9398,0,0,42,148,1,LOW,EUROPOL_IOCTA,1,2025-07-28
2025-08,SK,PHISHING,USB_MEDIA,MANUFACTURING,0,1,0,6033578.86,0,13779,1,0,42,72,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-04-17
2025-09,BE,DATA_BREACH,THIRD_PARTY,ENERGY,0,1,0,481159.18,0,6108,0,0,36,124,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-07-12
2025-10,DK,ACCOUNT_TAKEOVER,RDP_EXPOSED,HEALTH,0,1,0,9785167.04,0,11812,1,0,32,89,0,HIGH,SECTOR_REGULATOR,1,2024-06-28
2025-11,GR,DDOS,CLOUD_MISCONFIG,TELECOM,1,0,1,2281271.89,0,88578,0,0,15,121,0,MEDIUM,POLICE_CYBER_UNIT,0,2025-09-20
2025-12,LT,MALWARE,MALVERTISING,TRANSPORT,0,0,0,235142.53,0,39356,1,0,29,234,0,LOW,EUROPOL_IOCTA,0,2024-09-21
2026-01,PT,RANSOMWARE,EMAIL,FINANCE,1,0,1,4305754.34,0,33475,1,0,44,176,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-06-10
2026-02,SE,BUSINESS_EMAIL_COMPROMISE,INSIDER,SME_MULTI,0,1,0,910369.43,0,44491,1,1,43,121,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-07-27
2026-03,CY,SUPPLY_CHAIN,WEB_APP,RETAIL,1,0,0,1027967.15,0,25881,0,0,3,88,0,HIGH,SECTOR_REGULATOR,1,2024-05-11
2026-04,FR,PHISHING,USB_MEDIA,EDUCATION,0,1,0,1957680.95,0,79303,1,0,25,240,0,MEDIUM,POLICE_CYBER_UNIT,1,2024-01-09
2026-05,IT,DATA_BREACH,THIRD_PARTY,PUBLIC_ADMIN,0,1,0,8693925.86,0,35265,0,0,23,172,1,LOW,EUROPOL_IOCTA,1,2025-08-16
2026-06,NL,ACCOUNT_TAKEOVER,RDP_EXPOSED,MANUFACTURING,1,1,0,2774605.98,0,18080,1,0,34,0,1,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2026-02-05
2026-07,SI,DDOS,CLOUD_MISCONFIG,ENERGY,0,0,1,1596173.23,0,43420,0,0,25,148,1,VERY_HIGH,NATIONAL_CSIRT,1,2024-01-31
2026-08,BG,MALWARE,MALVERTISING,HEALTH,0,0,0,3588961.19,0,37926,1,1,9,165,0,HIGH,SECTOR_REGULATOR,1,2024-05-27
2026-09,EE,RANSOMWARE,EMAIL,TELECOM,1,0,0,5759680.64,0,24084,0,0,42,52,0,MEDIUM,POLICE_CYBER_UNIT,1,2025-03-08
2026-10,HU,BUSINESS_EMAIL_COMPROMISE,INSIDER,TRANSPORT,0,1,0,317233.25,0,45138,1,0,22,34,1,LOW,EUROPOL_IOCTA,1,2024-05-28
2026-11,LU,SUPPLY_CHAIN,WEB_APP,FINANCE,0,0,0,609837.05,0,5503,0,1,24,30,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-02-18
2026-12,RO,PHISHING,USB_MEDIA,SME_MULTI,0,1,0,2119043.65,0,13642,1,1,21,57,0,VERY_HIGH,NATIONAL_CSIRT,0,2024-08-31
2016-01,AT,DATA_BREACH,THIRD_PARTY,RETAIL,0,0,0,7685033.63,0,10210,1,0,29,17,1,HIGH,SECTOR_REGULATOR,1,2024-10-26
2016-02,CZ,ACCOUNT_TAKEOVER,RDP_EXPOSED,EDUCATION,0,1,1,5670722.78,0,48393,1,0,10,7,0,MEDIUM,POLICE_CYBER_UNIT,1,2024-10-17
2016-03,DE,DDOS,CLOUD_MISCONFIG,PUBLIC_ADMIN,0,0,1,1486847.24,0,93624,0,0,12,125,0,LOW,EUROPOL_IOCTA,1,2024-06-21
2016-04,LV,MALWARE,MALVERTISING,MANUFACTURING,0,0,0,3389858.65,0,4101,1,1,67,219,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-10-29
2016-05,PL,RANSOMWARE,EMAIL,ENERGY,1,1,0,2925624.9,0,5948,0,0,40,7,0,VERY_HIGH,NATIONAL_CSIRT,0,2025-04-29
2016-06,ES,BUSINESS_EMAIL_COMPROMISE,INSIDER,HEALTH,0,1,0,1848807.72,0,38449,1,0,39,73,0,HIGH,SECTOR_REGULATOR,1,2025-06-12
2016-07,HR,SUPPLY_CHAIN,WEB_APP,TELECOM,0,0,0,1042061.29,0,32045,0,0,44,111,1,MEDIUM,POLICE_CYBER_UNIT,1,2025-05-03
2016-08,FI,PHISHING,USB_MEDIA,TRANSPORT,0,1,0,2433576.01,0,93641,0,0,21,92,0,LOW,EUROPOL_IOCTA,1,2025-07-20
2016-09,IE,DATA_BREACH,THIRD_PARTY,FINANCE,0,0,0,4056587.97,0,10465,1,0,30,144,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-04-10
2016-10,MT,ACCOUNT_TAKEOVER,RDP_EXPOSED,SME_MULTI,0,1,0,6191497.98,0,30084,1,0,13,160,0,VERY_HIGH,NATIONAL_CSIRT,1,2024-12-10
2016-11,SK,DDOS,CLOUD_MISCONFIG,RETAIL,0,0,1,3717182.75,0,58827,1,1,59,0,0,HIGH,SECTOR_REGULATOR,1,2025-03-31
2016-12,BE,MALWARE,MALVERTISING,EDUCATION,0,0,0,3674569.94,0,47392,0,0,19,22,0,MEDIUM,POLICE_CYBER_UNIT,1,2024-03-31
2017-01,DK,RANSOMWARE,EMAIL,PUBLIC_ADMIN,1,0,0,10225450.09,1,33903,0,0,43,134,0,LOW,EUROPOL_IOCTA,1,2025-04-12
2017-02,GR,BUSINESS_EMAIL_COMPROMISE,INSIDER,MANUFACTURING,0,1,0,8359986.51,0,18490,1,1,56,69,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-04-03
2017-03,LT,SUPPLY_CHAIN,WEB_APP,ENERGY,0,1,0,5667468.39,0,35832,1,0,25,33,1,VERY_HIGH,NATIONAL_CSIRT,1,2024-08-05
2017-04,PT,PHISHING,USB_MEDIA,HEALTH,0,1,0,8929442.93,0,64478,0,0,6,119,0,HIGH,SECTOR_REGULATOR,1,2024-01-04
2017-05,SE,DATA_BREACH,THIRD_PARTY,TELECOM,0,0,0,8561699.54,0,24521,1,0,44,14,1,MEDIUM,POLICE_CYBER_UNIT,1,2024-06-28
2017-06,CY,ACCOUNT_TAKEOVER,RDP_EXPOSED,TRANSPORT,0,1,0,199194.46,0,38852,1,1,57,176,0,LOW,EUROPOL_IOCTA,1,2024-06-17
2017-07,FR,DDOS,CLOUD_MISCONFIG,FINANCE,0,1,1,1995518.29,0,69985,1,0,8,58,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2026-02-08
2017-08,IT,MALWARE,MALVERTISING,SME_MULTI,0,0,0,6292804.17,0,30806,1,0,24,227,0,VERY_HIGH,NATIONAL_CSIRT,1,2024-11-10
2017-09,NL,RANSOMWARE,EMAIL,RETAIL,1,0,0,7225829.94,0,47201,1,0,40,176,1,HIGH,SECTOR_REGULATOR,1,2025-05-15
2017-10,SI,BUSINESS_EMAIL_COMPROMISE,INSIDER,EDUCATION,0,1,0,6025548.63,0,9552,1,1,35,104,1,MEDIUM,POLICE_CYBER_UNIT,1,2024-06-21
2017-11,BG,SUPPLY_CHAIN,WEB_APP,PUBLIC_ADMIN,0,1,0,1770489.12,0,11946,1,0,8,43,0,LOW,EUROPOL_IOCTA,1,2025-02-13
2017-12,EE,PHISHING,USB_MEDIA,MANUFACTURING,0,1,1,5689449.73,0,88096,1,0,45,41,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-03-14
2018-01,HU,DATA_BREACH,THIRD_PARTY,ENERGY,0,0,0,7038479.72,0,26685,1,0,40,94,1,VERY_HIGH,NATIONAL_CSIRT,1,2024-02-25
2018-02,LU,ACCOUNT_TAKEOVER,RDP_EXPOSED,HEALTH,0,1,0,3828566.82,0,32931,1,0,22,14,0,HIGH,SECTOR_REGULATOR,1,2025-03-22
