soc_policy_policy_effective_date,soc_policy_policy_change_id,soc_policy_eligibility_rule_area,soc_policy_income_threshold_pct_fpl,soc_policy_asset_limit_usd,soc_policy_work_requirement_flag,soc_policy_time_limit_months,soc_policy_sanction_rate_pct,soc_policy_exemption_category_code,soc_policy_expected_caseload_change_pct,soc_policy_observed_caseload_change_pct,soc_policy_expected_spending_change_usd,soc_policy_observed_spending_change_usd,soc_policy_application_volume_change_pct,soc_policy_approval_rate_change_pct,soc_policy_benefit_level_change_usd,soc_policy_disparity_impact_score,soc_policy_administrative_cost_change_usd,soc_policy_stakeholder_comment_count,soc_policy_implementation_status_code
2028-10-24,POL0000001087,WORK_REQUIREMENT,280.99,182023.03,0,48,7.032,UNEMPLOYED,-26.971,-36.77,1280323388.16,3205121443.88,-5.297,-20.26,483.31,2.2842,206166645.26,15909,IMPLEMENTED
2028-10-31,POL0000001088,RECERTIFICATION,220.09,212831.69,1,0,21.12,VETERAN,29.845,39.322,1458895179.94,1973238003.83,33.669,-18.148,296.9,-2.3383,-129107608.41,7672,IMPLEMENTED
2028-11-07,POL0000001089,WORK_REQUIREMENT,194.78,72616.71,0,60,23.198,NONE,36.548,41.16,-1928623797.27,-2984265722.65,33.783,-21.184,427.83,-1.6456,232803861.22,15833,IN_PROGRESS
2028-11-14,POL0000001090,SANCTIONS,313.67,208250.71,0,24,9.196,CAREGIVER,-24.726,-18.872,3568998053.49,2349164195.18,-45.459,-21.742,290.85,-0.7423,148381888.56,4369,REVERSED
2028-11-21,POL0000001091,RECERTIFICATION,543.49,223207.51,0,36,10.832,STUDENT,-38.705,-53.373,-825400143.3,32581568.56,-37.037,7.543,-110.43,-1.909,-156480866.35,1991,REVERSED
2028-11-28,POL0000001092,SANCTIONS,161.04,31916.91,0,48,14.445,NONE,33.45,43.93,3428441249.64,4742962009.79,-15.072,16.65,-152.34,0.6926,-177243738.55,4542,IMPLEMENTED
2028-12-05,POL0000001093,INCOME_TEST,339.44,205960.95,1,48,15.778,NONE,3.763,-3.803,2572394902.04,1538489210.85,3.108,24.434,478.78,-1.3288,-230983151.47,6162,PAUSED
2028-12-12,POL0000001094,BENEFIT_LEVEL,188.99,158633.65,0,24,6.791,VETERAN,8.444,-2.889,-4375437482.14,-5550735308.36,-40.938,24.823,429.31,-1.8096,178971837.73,14000,IMPLEMENTED
2028-12-19,POL0000001095,INCOME_TEST,109.72,221248.13,0,0,15.459,NONE,-25.283,-19.845,3906265628.02,2829585887.36,17.995,-1.736,50.23,1.449,34256072.72,8589,IN_PROGRESS
2028-12-26,POL0000001096,BENEFIT_LEVEL,279.99,203175.75,1,0,13.004,NONE,-13.052,-10.467,-4685634471.36,-4096211302.07,-44.729,-22.637,167.39,-1.3377,-41034991.0,8920,IN_PROGRESS
2029-01-02,POL0000001097,INCOME_TEST,223.01,139082.29,0,0,17.602,STUDENT,33.212,20.756,-3554111502.78,-2648129622.77,-37.384,-9.81,344.41,0.333,90871676.4,10024,IMPLEMENTED
2029-01-09,POL0000001098,INCOME_TEST,573.63,114817.8,1,24,18.147,PREGNANT,-15.925,-24.553,-2434178503.0,-3842252739.41,28.365,-15.187,-161.36,0.715,-58605722.04,3407,REVERSED
2029-01-16,POL0000001099,SANCTIONS,582.27,13081.28,1,36,0.983,NONE,-35.819,-36.978,-3496067173.79,-4260978029.91,38.832,-15.198,135.25,-1.3126,231243720.26,18745,IMPLEMENTED
2029-01-23,POL0000001100,SANCTIONS,403.2,81669.08,0,12,12.382,DISABILITY,6.276,-4.534,2962103097.74,2913569361.55,-45.731,-21.567,-116.99,2.0992,-113499313.72,4027,REVERSED
2029-01-30,POL0000001101,BENEFIT_LEVEL,288.68,77112.15,1,60,6.517,OTHER,-25.745,-30.558,-688034589.78,-511060892.28,43.716,13.859,-117.18,-1.7977,8100463.49,9617,SUNSET
2029-02-06,POL0000001102,RECERTIFICATION,12.72,20936.47,0,24,22.442,CAREGIVER,-28.564,-15.973,-2127173531.55,-1061176100.13,-25.968,15.512,4.11,-2.0534,173857521.33,11628,IN_PROGRESS
2029-02-13,POL0000001103,BENEFIT_LEVEL,242.37,204098.81,0,0,7.399,CAREGIVER,-12.028,-8.039,-1983945215.61,-3713574130.39,-30.749,-10.013,-0.44,2.6148,96257150.2,4954,IN_PROGRESS
2029-02-20,POL0000001104,SANCTIONS,173.99,165876.59,0,36,22.191,CAREGIVER,-31.679,-26.951,579493456.96,2147845046.53,35.494,16.543,129.78,-2.3874,237806788.27,12295,REVERSED
2029-02-27,POL0000001105,RECERTIFICATION,374.47,14083.89,1,36,20.644,OTHER,-32.981,-21.981,-2617794228.32,-3174842407.72,-34.873,12.495,372.86,2.3157,-203162018.75,19769,IMPLEMENTED
2029-03-06,POL0000001106,BENEFIT_LEVEL,348.28,62277.51,1,0,21.288,DISABILITY,16.733,29.082,253639245.8,1630348593.33,-29.253,24.144,-214.77,-2.9325,-27910854.29,5129,IMPLEMENTED
2029-03-13,POL0000001107,BENEFIT_LEVEL,325.2,67157.43,0,36,8.478,CAREGIVER,37.844,36.352,-1557551691.06,-433836609.8,-15.099,17.53,-400.67,-1.1109,-207609578.92,11558,IMPLEMENTED
2029-03-20,POL0000001108,INCOME_TEST,262.77,130188.78,1,60,3.886,UNEMPLOYED,-19.912,-7.943,-4250462940.6,-5979919681.07,-26.5,16.182,249.75,-2.2698,208034551.31,4920,IMPLEMENTED
2029-03-27,POL0000001109,SANCTIONS,203.35,244366.79,0,0,11.152,STUDENT,-19.828,-19.18,2772145976.93,1525269725.02,-0.314,14.437,-452.3,0.108,-48442738.8,14516,IMPLEMENTED
2029-04-03,POL0000001110,RECERTIFICATION,162.21,51219.08,0,24,3.397,STUDENT,4.165,-8.271,-1453317908.79,242445430.49,-7.033,-5.374,161.91,0.6009,-23170573.0,495,IN_PROGRESS
2029-04-10,POL0000001111,SANCTIONS,315.05,195274.6,0,60,14.674,OTHER,15.139,4.53,-1062107847.87,591784434.33,-8.98,9.107,146.86,-2.3176,-225569432.61,1349,IMPLEMENTED
2029-04-17,POL0000001112,RECERTIFICATION,359.5,205856.37,0,12,11.314,NONE,-20.961,-20.69,-615418485.93,219327185.89,-36.829,8.258,-348.56,2.3469,-172587553.16,14978,SUNSET
2029-04-24,POL0000001113,INCOME_TEST,390.12,80001.01,0,60,13.48,OTHER,15.877,20.613,4526773359.7,2673096862.79,4.981,12.749,489.83,1.9267,66071638.4,8548,PLANNED
2029-05-01,POL0000001114,INCOME_TEST,278.58,128369.78,1,0,13.161,NONE,-4.758,-19.737,2100720669.25,3617166076.42,-20.584,-21.608,-460.47,1.3256,18606509.02,1980,IMPLEMENTED
2029-05-08,POL0000001115,BENEFIT_LEVEL,48.59,233530.35,0,48,0.247,NONE,10.726,4.819,-2227674406.97,-3392874245.92,-35.067,5.769,222.33,0.9649,-221591705.58,5376,PLANNED
2029-05-15,POL0000001116,SANCTIONS,492.89,114252.44,1,36,14.689,STUDENT,39.228,44.73,3337228841.24,3357953061.24,24.819,-23.441,243.39,0.6719,231486925.97,7012,IMPLEMENTED
2029-05-22,POL0000001117,SANCTIONS,487.93,124014.76,0,36,0.518,OTHER,-38.39,-45.713,4759893533.57,3932481512.02,-12.856,-12.941,316.56,1.4333,-112312276.86,7427,IMPLEMENTED
2029-05-29,POL0000001118,TIME_LIMIT,578.15,52650.32,0,24,2.829,STUDENT,-3.106,-4.634,3052653979.61,4535317874.37,19.86,5.488,-77.82,0.1572,50140846.24,11443,IMPLEMENTED
2029-06-05,POL0000001119,REPORTING,37.85,134362.69,1,24,3.621,VETERAN,24.31,24.447,-215771988.28,1145246741.12,22.733,7.528,-170.86,1.6733,-231844683.85,2633,IMPLEMENTED
2029-06-12,POL0000001120,EXEMPTIONS,483.17,176053.49,1,12,13.635,DISABILITY,17.439,32.304,280217113.5,1732011308.07,-9.942,-18.76,401.89,-2.3877,131875193.41,3965,IMPLEMENTED
2029-06-19,POL0000001121,ASSET_TEST,493.45,14003.24,0,12,1.682,NONE,-37.946,-23.666,-1815944294.82,-715602561.01,-48.549,-14.158,-85.78,0.2872,-73431253.06,13072,IMPLEMENTED
2029-06-26,POL0000001122,EXEMPTIONS,57.22,48183.38,0,0,5.097,NONE,31.127,23.444,3992843440.81,4020582292.77,-5.722,-4.203,106.62,1.182,49961572.88,11418,IMPLEMENTED
2029-07-03,POL0000001123,EXEMPTIONS,538.67,233929.01,1,0,13.28,OTHER,-26.53,-15.292,-4700293695.78,-3860068888.36,-25.817,-21.93,-41.09,-2.2978,-94611498.69,11122,PAUSED
2029-07-10,POL0000001124,INCOME_TEST,563.87,132338.81,0,12,13.481,OTHER,-10.582,-19.009,-3883147638.7,-4123063416.17,2.947,21.302,204.46,0.6012,20228420.93,813,IN_PROGRESS
2029-07-17,POL0000001125,ASSET_TEST,415.23,25213.84,0,0,14.414,OTHER,-29.324,-16.066,-1544318878.83,-2765892581.97,31.734,-5.396,-78.06,0.6192,-230597038.92,1909,IMPLEMENTED
2029-07-24,POL0000001126,BENEFIT_LEVEL,133.59,24653.01,1,36,22.023,NONE,29.693,40.659,2001015899.98,3503562634.23,23.909,-23.097,-219.0,2.6403,-198409376.94,672,IMPLEMENTED
2029-07-31,POL0000001127,WORK_REQUIREMENT,386.24,74872.7,1,0,1.663,STUDENT,-38.888,-36.358,3644430898.47,3485802662.54,-43.239,20.172,-224.26,-2.0019,-42997626.82,1547,IMPLEMENTED
2029-08-07,POL0000001128,EXEMPTIONS,569.64,53455.01,1,0,8.072,CAREGIVER,2.763,8.447,4560287248.42,5265450352.74,-12.019,-9.531,-379.78,-2.3178,-2697919.21,10108,REVERSED
2029-08-14,POL0000001129,WORK_REQUIREMENT,191.07,22287.1,0,36,14.658,OTHER,2.635,11.443,-279670466.46,1190821741.62,30.412,-20.252,-115.53,-0.3808,208392075.96,19516,IMPLEMENTED
2029-08-21,POL0000001130,WORK_REQUIREMENT,254.94,178627.49,1,36,13.188,CAREGIVER,10.246,21.275,-4592341373.93,-6427741912.65,-10.495,-24.127,-83.91,-0.5746,-178860161.99,7142,IMPLEMENTED
2029-08-28,POL0000001131,ASSET_TEST,220.71,38122.92,1,0,20.277,NONE,7.088,5.317,3178503171.03,2457716326.31,31.278,13.204,291.02,-1.3268,-192661987.43,15264,PAUSED
2029-09-04,POL0000001132,INCOME_TEST,540.92,155251.6,0,24,16.34,STUDENT,-29.977,-34.112,-645724711.61,150701380.97,38.876,-15.845,204.07,1.1119,102243077.21,14755,IMPLEMENTED
2029-09-11,POL0000001133,INCOME_TEST,479.47,181839.76,1,0,1.794,NONE,-18.036,-10.119,2789217179.93,1675263086.07,44.099,-1.59,-13.34,0.8542,-70004811.95,478,IMPLEMENTED
2029-09-18,POL0000001134,ASSET_TEST,44.07,210470.33,0,12,8.582,UNEMPLOYED,10.626,15.771,4010956135.3,3235966960.65,49.641,-23.116,-236.06,-0.964,119714467.37,5210,IMPLEMENTED
2029-09-25,POL0000001135,SANCTIONS,166.23,144958.83,0,24,5.425,DISABILITY,37.357,49.55,-1810186592.73,-2773964813.73,28.568,-6.093,-386.88,-1.6451,78739352.35,4262,IN_PROGRESS
2029-10-02,POL0000001136,BENEFIT_LEVEL,64.35,241958.56,1,60,22.467,CAREGIVER,36.704,25.538,3607514035.95,2794401997.31,-35.741,-11.854,-498.01,-0.6015,55041476.08,5875,IMPLEMENTED
2029-10-09,POL0000001137,WORK_REQUIREMENT,12.36,74090.22,1,24,7.41,CAREGIVER,36.249,40.379,549393218.01,967225215.83,-3.925,-18.595,-301.65,-1.3435,-185324850.14,4802,IMPLEMENTED
2029-10-16,POL0000001138,RECERTIFICATION,386.58,118163.06,0,0,18.015,OTHER,14.089,10.371,-3298925577.42,-4769449519.32,-43.522,-14.219,220.84,2.4464,100762189.56,13441,IN_PROGRESS
2029-10-23,POL0000001139,BENEFIT_LEVEL,583.75,178684.31,0,24,3.008,OTHER,-31.202,-41.232,-4611855912.14,-4277720371.46,-28.17,4.364,-66.54,2.994,85625519.0,937,PAUSED
2029-10-30,POL0000001140,RECERTIFICATION,380.0,26357.85,0,12,24.297,DISABILITY,-32.066,-24.552,4044383313.7,5281489905.47,2.916,-13.981,84.45,-0.606,160293838.68,9186,IMPLEMENTED
2029-11-06,POL0000001141,EXEMPTIONS,94.36,109434.84,0,36,3.725,DISABILITY,5.615,-2.024,-1503459278.43,-2128910539.96,4.737,-20.773,-278.66,0.5747,1723059.05,8591,IMPLEMENTED
2029-11-13,POL0000001142,WORK_REQUIREMENT,333.16,203341.81,0,60,4.726,DISABILITY,14.452,22.449,108089532.43,1729825492.82,8.005,-23.925,-257.77,1.0015,115766334.04,15160,PAUSED
2029-11-20,POL0000001143,WORK_REQUIREMENT,234.67,4840.04,0,60,9.318,STUDENT,-17.783,-15.127,-2348837882.59,-1663631264.87,-9.924,22.197,-33.22,2.5853,170173144.24,5349,IMPLEMENTED
2029-11-27,POL0000001144,ASSET_TEST,583.25,17906.62,1,24,1.91,UNEMPLOYED,-25.883,-18.001,-3986000325.9,-3461985064.5,5.715,-20.696,-242.31,1.6061,-147116753.44,12451,IMPLEMENTED
2029-12-04,POL0000001145,INCOME_TEST,34.04,124583.87,1,24,15.757,NONE,-6.92,-8.446,-847355823.66,-226933041.13,42.414,18.694,243.02,-1.3867,206616759.11,7727,IMPLEMENTED
2029-12-11,POL0000001146,BENEFIT_LEVEL,78.94,44498.19,0,0,13.464,DISABILITY,-30.747,-41.937,-3475297684.78,-1844943525.88,46.053,-9.201,-310.08,-0.6303,-6461846.29,9777,IMPLEMENTED
2029-12-18,POL0000001147,WORK_REQUIREMENT,27.85,216240.06,0,0,23.558,CAREGIVER,-7.614,-9.518,784136668.51,1926646044.64,38.928,-21.11,-382.97,-2.1417,-232229928.51,15133,IMPLEMENTED
2029-12-25,POL0000001148,INCOME_TEST,302.92,111332.7,1,48,19.689,DISABILITY,-7.278,-13.722,-1602909017.3,-163168809.85,-42.709,23.414,224.32,2.9031,174886545.14,3280,REVERSED
2030-01-01,POL0000001149,ASSET_TEST,115.92,76258.27,1,60,0.081,STUDENT,-9.161,-15.04,2839499047.82,1603281695.05,26.335,-2.293,-54.3,1.6366,-110677373.57,11247,PLANNED
2030-01-08,POL0000001150,WORK_REQUIREMENT,567.2,3881.43,0,12,7.938,NONE,13.131,0.7,-637485659.31,-859848466.53,28.266,1.407,-47.29,-0.878,4621841.5,14682,IMPLEMENTED
2030-01-15,POL0000001151,WORK_REQUIREMENT,251.51,171299.04,0,36,20.55,OTHER,-39.704,-26.308,-1945464421.86,-1620632735.68,9.413,12.521,-436.75,0.7457,217348390.12,15654,IMPLEMENTED
2030-01-22,POL0000001152,INCOME_TEST,477.04,236910.14,0,24,10.873,DISABILITY,-29.627,-40.886,-4066239440.75,-3688151766.35,-8.178,-19.38,360.03,2.595,-35466345.32,11956,IMPLEMENTED
2030-01-29,POL0000001153,ASSET_TEST,388.64,112818.32,0,48,24.172,PREGNANT,23.326,9.407,3560695180.93,1780555781.1,-10.733,1.245,152.84,1.3394,107442013.61,8961,IMPLEMENTED
2030-02-05,POL0000001154,ASSET_TEST,275.6,116126.24,1,36,17.504,NONE,-20.709,-14.401,-1906546685.81,-3662675669.66,-7.356,-0.851,183.08,2.0118,-135072325.86,9126,IMPLEMENTED
2030-02-12,POL0000001155,INCOME_TEST,263.38,97844.3,0,12,21.031,UNEMPLOYED,23.968,36.988,-169029189.79,494893966.72,-36.127,-4.119,-141.28,2.0088,63671954.29,463,REVERSED
2030-02-19,POL0000001156,RECERTIFICATION,29.56,9165.98,1,0,24.224,DISABILITY,36.442,25.003,2170999185.02,2610467734.37,-44.895,-15.537,469.74,2.1332,81485866.99,14336,IMPLEMENTED
2030-02-26,POL0000001157,SANCTIONS,203.98,18101.25,1,48,23.885,NONE,-39.723,-26.117,-4086738385.94,-2320838057.01,-37.217,20.797,78.47,-2.9328,-156045062.94,15077,IMPLEMENTED
2030-03-05,POL0000001158,SANCTIONS,9.09,19119.21,0,0,17.355,UNEMPLOYED,19.233,20.889,2942861529.86,4844102623.69,3.318,-9.648,158.42,-0.926,245636272.66,12317,IN_PROGRESS
2030-03-12,POL0000001159,WORK_REQUIREMENT,122.67,116632.41,0,24,6.767,OTHER,21.029,28.816,587724844.43,72131831.11,-45.795,-14.646,217.86,1.9921,-167237309.93,19171,REVERSED
2030-03-19,POL0000001160,INCOME_TEST,327.18,109064.66,1,60,12.838,UNEMPLOYED,-4.363,1.772,850847847.78,1080333125.19,-7.569,-8.941,-376.64,2.4708,-98960115.43,18256,IN_PROGRESS
2030-03-26,POL0000001161,INCOME_TEST,137.0,15627.41,0,36,5.595,OTHER,1.663,10.523,-810680684.08,-1666675992.18,26.338,-24.816,-139.9,-0.783,182899030.92,1246,IMPLEMENTED
2030-04-02,POL0000001162,RECERTIFICATION,501.77,73281.23,1,48,16.634,PREGNANT,-3.306,10.886,-2095064072.42,-1632325797.23,17.559,12.807,369.41,2.0349,-146156411.84,19983,IMPLEMENTED
2030-04-09,POL0000001163,SANCTIONS,420.31,129156.37,1,0,13.559,UNEMPLOYED,20.709,15.419,-4423835822.98,-6134360920.06,33.1,16.181,75.52,-2.2457,92970978.22,8247,IMPLEMENTED
2030-04-16,POL0000001164,WORK_REQUIREMENT,208.52,56159.41,0,48,7.474,UNEMPLOYED,5.575,19.447,4316499040.52,4893364236.18,-46.062,12.788,451.2,2.8832,194441111.51,3527,IMPLEMENTED
2030-04-23,POL0000001165,INCOME_TEST,158.61,137226.61,0,0,13.877,NONE,-10.634,-5.442,-4041879987.88,-3142951206.65,-7.871,-10.169,265.4,-0.452,-120311451.61,3637,IN_PROGRESS
2030-04-30,POL0000001166,BENEFIT_LEVEL,170.69,102293.08,0,24,10.004,DISABILITY,14.911,14.306,4960431739.68,5335014614.2,21.96,-9.838,162.52,1.9917,19528922.72,2268,IMPLEMENTED
2030-05-07,POL0000001167,INCOME_TEST,230.03,27733.8,1,60,11.491,OTHER,30.424,39.67,2720579390.53,2534707693.43,-46.473,18.885,425.89,1.5736,39939406.57,13455,IMPLEMENTED
2030-05-14,POL0000001168,EXEMPTIONS,477.29,242460.35,0,36,11.078,STUDENT,37.063,24.419,-4404757001.51,-4022368429.68,25.901,-18.727,101.5,-0.6999,-37325454.11,3495,IMPLEMENTED
2030-05-21,POL0000001169,WORK_REQUIREMENT,158.31,46388.6,0,12,6.354,STUDENT,8.766,10.898,-4871223848.23,-5019904037.53,-46.326,-14.964,-235.42,0.4498,-58867918.29,18678,PLANNED
2030-05-28,POL0000001170,SANCTIONS,304.04,106478.87,0,0,21.169,NONE,34.257,33.369,-4674696626.69,-5877123149.03,-2.773,-4.5,291.98,0.7783,-100883201.72,9266,PAUSED
2030-06-04,POL0000001171,ASSET_TEST,263.24,43231.98,0,48,1.757,OTHER,31.138,35.001,3007825041.21,1599623210.35,-24.284,16.769,287.53,-1.3915,-247193870.41,4742,PAUSED
2030-06-11,POL0000001172,ASSET_TEST,336.02,143538.79,0,24,9.285,UNEMPLOYED,-0.485,-2.571,954152545.09,-888649901.38,-26.815,-0.627,-429.11,-0.9544,103256593.72,11602,IN_PROGRESS
2030-06-18,POL0000001173,WORK_REQUIREMENT,53.73,158289.35,0,36,21.726,NONE,30.992,36.624,-4567802003.48,-5491952392.37,41.024,22.617,87.79,2.3241,-36341538.97,15756,IMPLEMENTED
2030-06-25,POL0000001174,ASSET_TEST,358.5,81591.0,1,24,23.184,NONE,-2.154,11.348,-1857357803.03,-3536294069.59,-0.105,-5.362,-94.08,-1.9171,-44621502.47,14507,IMPLEMENTED
2030-07-02,POL0000001175,RECERTIFICATION,505.47,27715.66,0,36,17.36,NONE,32.587,43.658,1560273602.27,560733154.0,17.854,-4.01,351.38,1.8184,183740374.77,18240,SUNSET
2030-07-09,POL0000001176,INCOME_TEST,106.4,173540.78,0,48,21.777,OTHER,31.062,42.066,-2066032844.65,-4015409342.92,-21.302,3.646,-320.47,-2.4618,41571614.56,2086,REVERSED
2030-07-16,POL0000001177,INCOME_TEST,425.24,93757.93,0,24,6.712,UNEMPLOYED,-19.653,-12.724,1099242253.28,-690490950.8,21.841,18.7,430.72,-2.5589,4342294.42,10937,PLANNED
2030-07-23,POL0000001178,OTHER,398.24,59894.28,0,36,12.85,STUDENT,9.207,-0.189,2088840528.7,3525050933.16,38.484,-5.086,-294.08,-2.7133,-219224388.88,19592,IN_PROGRESS
2030-07-30,POL0000001179,ASSET_TEST,430.13,93477.25,1,0,12.791,NONE,-16.947,-21.105,-4990769635.17,-5069305577.69,-4.939,-4.712,-370.51,1.6835,233038831.1,1519,SUNSET
2030-08-06,POL0000001180,ASSET_TEST,54.01,218663.79,1,24,14.532,UNEMPLOYED,31.771,38.994,-2795147151.98,-2010615411.99,48.014,-15.17,363.93,-1.9443,-72146030.37,5278,IMPLEMENTED
2030-08-13,POL0000001181,SANCTIONS,472.68,158731.33,0,36,4.628,DISABILITY,-39.666,-41.547,-3343504720.38,-1654093481.05,46.906,7.792,412.05,1.5934,222180158.74,9511,PAUSED
2030-08-20,POL0000001182,WORK_REQUIREMENT,517.5,209253.97,1,24,13.986,PREGNANT,-21.929,-14.617,1441197470.02,-39779623.46,38.577,16.661,-364.76,-2.7066,25226567.55,8581,IMPLEMENTED
2030-08-27,POL0000001183,SANCTIONS,16.55,231691.67,0,24,21.943,NONE,15.38,13.487,4188594781.45,5312452499.11,5.159,-18.235,432.94,-0.7367,-59077267.84,11156,IN_PROGRESS
2030-09-03,POL0000001184,ASSET_TEST,517.62,5389.89,1,36,23.147,NONE,-10.72,-18.572,-305354974.54,801144817.98,36.707,-23.508,302.29,0.6817,-62358444.61,4184,PAUSED
2030-09-10,POL0000001185,INCOME_TEST,43.27,27681.6,0,36,13.726,UNEMPLOYED,-35.343,-23.619,-4069113747.81,-5127155741.33,49.888,13.286,160.59,-2.4198,-49355892.25,6693,IMPLEMENTED
2030-09-17,POL0000001186,INCOME_TEST,107.56,131635.12,1,0,1.404,STUDENT,-20.527,-29.409,-229824123.5,-662498358.08,17.997,-12.945,-364.26,0.4397,89774064.12,18545,PLANNED
2030-09-24,POL0000001187,SANCTIONS,242.39,128940.95,0,60,1.227,STUDENT,15.225,21.907,1184311915.95,2158065176.84,27.169,3.143,457.59,-0.8292,245108371.8,16932,IMPLEMENTED
2030-10-01,POL0000001188,TIME_LIMIT,477.98,59872.51,1,0,6.364,CAREGIVER,-19.54,-9.78,3813775551.83,4737678535.16,28.612,17.128,-217.51,1.5651,222164688.45,14122,IMPLEMENTED
2030-10-08,POL0000001189,INCOME_TEST,444.5,132392.91,0,36,23.814,NONE,-26.866,-24.619,1328902333.37,1295019420.92,-14.292,12.742,330.89,0.3273,-181620231.05,12994,IMPLEMENTED
2030-10-15,POL0000001190,INCOME_TEST,276.37,83783.25,0,0,0.497,DISABILITY,-21.937,-14.982,4990756323.51,6784967905.27,37.031,15.822,-269.17,1.3324,-244238082.93,7661,PAUSED
2030-10-22,POL0000001191,RECERTIFICATION,537.07,180296.22,0,0,4.725,DISABILITY,38.732,43.319,1647623331.14,2302355960.39,-43.743,-12.604,-466.5,-2.5818,-113065177.99,8149,IMPLEMENTED
2030-10-29,POL0000001192,WORK_REQUIREMENT,150.14,11242.31,0,48,22.995,CAREGIVER,38.663,33.438,-2859478801.03,-1984824970.48,-21.408,13.585,312.58,1.6995,-64161646.8,6683,IN_PROGRESS
2030-11-05,POL0000001193,INCOME_TEST,212.67,152340.48,1,36,20.431,CAREGIVER,-33.494,-24.681,1432611109.21,987641316.6,1.511,-15.68,14.77,-2.2783,-139892691.72,5509,IMPLEMENTED
2030-11-12,POL0000001194,REPORTING,243.95,26976.33,0,36,13.079,VETERAN,15.407,14.414,-1543808890.07,-3041437741.25,-7.277,9.079,422.08,2.941,130635687.57,11344,IN_PROGRESS
2030-11-19,POL0000001195,EXEMPTIONS,591.89,28052.94,0,60,0.189,OTHER,-15.27,-26.78,-1073347027.08,-2436930147.53,-6.489,-5.565,-6.51,-2.5802,158146607.72,3791,PLANNED
2030-11-26,POL0000001196,REPORTING,73.69,61973.67,0,12,21.766,UNEMPLOYED,-21.937,-22.087,1250147707.84,408609633.27,-45.311,14.776,-105.57,-0.1101,100987664.75,8945,IN_PROGRESS
2030-12-03,POL0000001197,INCOME_TEST,217.49,33238.4,0,24,3.859,DISABILITY,32.784,28.472,-165868525.67,1769525087.22,49.54,0.998,-14.86,2.4421,-2367068.68,3176,IN_PROGRESS
2030-12-10,POL0000001198,WORK_REQUIREMENT,62.81,248917.89,1,36,6.165,NONE,-24.047,-13.071,362054954.48,-569814642.55,-32.939,6.092,-103.73,-0.2698,-174775761.51,3011,IN_PROGRESS
2030-12-17,POL0000001199,INCOME_TEST,413.26,66859.23,0,36,16.866,CAREGIVER,12.42,16.646,-3939406747.75,-5691242718.35,43.655,0.028,293.31,1.197,79844913.16,16437,IN_PROGRESS
2030-12-24,POL0000001200,REPORTING,436.01,44532.68,0,0,15.44,UNEMPLOYED,-21.146,-17.273,-433812119.55,462440704.58,-25.364,-18.429,-382.43,1.1707,-148965970.18,6935,PAUSED
2030-12-31,POL0000001201,EXEMPTIONS,30.85,216644.47,0,0,22.247,UNEMPLOYED,4.87,7.729,3623576788.71,5099372650.87,42.001,-18.221,184.5,1.1538,220851562.53,10822,IN_PROGRESS
2031-01-07,POL0000001202,BENEFIT_LEVEL,370.29,133170.98,0,48,22.468,STUDENT,36.481,32.108,-819023947.33,-1565604332.3,-16.323,24.103,419.5,0.188,-187599750.48,17307,SUNSET
2031-01-14,POL0000001203,WORK_REQUIREMENT,355.73,172640.29,0,36,0.338,CAREGIVER,39.167,35.203,1920117173.19,3527877267.77,2.797,-4.045,35.44,1.6439,-149975035.6,9289,IMPLEMENTED
2031-01-21,POL0000001204,INCOME_TEST,230.32,100994.56,0,0,3.331,DISABILITY,19.413,7.665,-1195569429.25,-143779137.89,37.599,-11.827,-429.78,2.2043,-2001118.82,6371,SUNSET
2031-01-28,POL0000001205,TIME_LIMIT,428.53,10568.92,1,12,8.63,NONE,-30.584,-43.159,3241002730.35,2030958930.58,35.569,13.983,334.06,1.3711,-188521940.57,56,IN_PROGRESS
2031-02-04,POL0000001206,ASSET_TEST,397.62,249284.67,1,60,15.593,NONE,-20.049,-7.3,1789102398.78,2129331074.63,11.423,9.142,-86.15,1.1209,-82251098.12,19040,IN_PROGRESS
2031-02-11,POL0000001207,SANCTIONS,423.45,103328.88,0,12,14.204,NONE,-8.215,5.042,-668887334.29,-1608266674.18,32.162,24.716,-28.68,-1.3655,-243861695.72,19103,IMPLEMENTED
2031-02-18,POL0000001208,INCOME_TEST,446.71,45418.95,1,0,10.603,OTHER,7.595,1.039,1628555223.92,-21641259.68,-10.094,10.256,-272.26,1.6338,-136321743.74,694,IN_PROGRESS
2031-02-25,POL0000001209,BENEFIT_LEVEL,490.36,199081.07,0,12,11.884,STUDENT,35.737,26.335,-4731195640.42,-4455674214.25,-40.734,18.118,64.57,-0.0535,-197492557.94,16279,IN_PROGRESS
2031-03-04,POL0000001210,BENEFIT_LEVEL,565.82,232421.9,0,36,10.706,DISABILITY,-3.083,-14.643,-2711535266.28,-1579910617.06,28.14,12.888,75.28,-1.6905,-177736036.38,7844,IN_PROGRESS
2031-03-11,POL0000001211,BENEFIT_LEVEL,218.86,3469.45,0,60,8.55,UNEMPLOYED,10.413,2.253,4140547052.01,4160245464.89,-49.683,-7.353,293.7,2.3292,-137473851.72,7843,IN_PROGRESS
2031-03-18,POL0000001212,INCOME_TEST,244.84,101197.53,1,36,21.355,UNEMPLOYED,28.068,33.851,-1766777004.73,-1591518686.36,23.854,-15.294,-403.23,-0.6305,-5401699.29,1420,PLANNED
