env_emiss_inventory_year,env_emiss_facility_registry_id,env_emiss_emissions_source_type,env_emiss_ghg_gas_code,env_emiss_emissions_metric_tons,env_emiss_stack_height_m,env_emiss_control_technology_code,env_emiss_operating_hours_annual,env_emiss_throughput_activity_level,env_emiss_emission_factor_used,env_emiss_estimation_method_code,env_emiss_permit_number,env_emiss_compliance_status_code,env_emiss_violation_count,env_emiss_inspection_count,env_emiss_nearby_receptor_distance_m,env_emiss_environmental_justice_screen_score,env_emiss_reporting_program_name,env_emiss_verification_flag,env_emiss_uncertainty_rating
2016,IN-FAC-0000938,textiles,N2O,2188.0,64.9,oxidation_catalyst,7803,66807,0.331,cems,IN-PMT-362554,in_compliance,1,3,334,30,esg_disclosure,0,low
2025,IN-FAC-0000939,steel,CO2,7860.6,83.3,low_nox_burner,4500,66004,1.347,mass_balance,IN-PMT-725892,in_compliance,0,0,416,77,spcb_inventory,0,medium
2023,IN-FAC-0000940,power_plant,CO2,2896.8,66.4,baghouse,3846,26201,1.084,engineering_estimate,IN-PMT-710315,in_compliance,1,3,130,31,perform_achieve_trade,1,medium
2024,IN-FAC-0000941,refinery,CO2,19809.2,81.5,none,895,23589,0.88,third_party_audit,IN-PMT-646134,in_compliance,2,1,747,19,perform_achieve_trade,0,high
2016,IN-FAC-0000942,refinery,CO2,6218.3,45.6,scr,2551,39633,0.577,mass_balance,IN-PMT-293329,in_compliance,1,1,276,58,perform_achieve_trade,0,low
2016,IN-FAC-0000943,landfill,CO2,663.1,32.9,esp,7090,26198,0.774,cems,IN-PMT-297201,in_compliance,1,3,1842,35,esg_disclosure,0,medium
2019,IN-FAC-0000944,other_industry,CO2,1377.9,87.7,other,4744,73810,0.861,engineering_estimate,IN-PMT-220715,in_compliance,0,0,500,90,cpcb_ghg_reporting,0,medium
2024,IN-FAC-0000945,other_industry,N2O,5902.5,64.4,esp,7962,36710,1.271,engineering_estimate,IN-PMT-791220,in_compliance,1,0,240,30,esg_disclosure,0,medium
2023,IN-FAC-0000946,chemicals,CO2,3489.8,59.8,baghouse,3390,41794,1.1,third_party_audit,IN-PMT-545240,in_compliance,0,1,172,24,cpcb_ghg_reporting,0,low
2017,IN-FAC-0000947,other_industry,CO2,3634.4,61.1,scr,4553,40185,0.733,engineering_estimate,IN-PMT-283417,minor_violation,0,2,406,55,spcb_inventory,1,medium
2023,IN-FAC-0000948,chemicals,CO2,2830.4,18.6,scr,922,20353,0.575,cems,IN-PMT-519858,in_compliance,1,1,674,12,voluntary_program,0,medium
2018,IN-FAC-0000949,power_plant,CO2,2613.1,38.8,esp,7438,111818,1.009,mass_balance,IN-PMT-747184,in_compliance,2,3,678,25,esg_disclosure,1,medium
2017,IN-FAC-0000950,refinery,CH4,8714.5,59.5,esp,5327,20441,1.147,engineering_estimate,IN-PMT-216666,in_compliance,1,0,253,34,perform_achieve_trade,0,high
2019,IN-FAC-0000951,landfill,N2O,12721.9,98.2,oxidation_catalyst,5066,18798,1.225,emission_factor,IN-PMT-341574,in_compliance,1,0,4724,33,cpcb_ghg_reporting,0,medium
2021,IN-FAC-0000952,landfill,CO2,7813.8,28.1,low_nox_burner,4349,17585,0.547,mass_balance,IN-PMT-595483,in_compliance,0,0,976,40,perform_achieve_trade,1,medium
2021,IN-FAC-0000953,refinery,CO2,11663.7,36.9,low_nox_burner,6026,110688,0.731,cems,IN-PMT-605928,minor_violation,1,1,1295,40,esg_disclosure,1,low
2016,IN-FAC-0000954,steel,N2O,6394.0,69.6,none,3776,4889,1.091,cems,IN-PMT-874709,in_compliance,0,0,628,35,spcb_inventory,0,medium
2025,IN-FAC-0000955,refinery,CO2,1279.7,5.0,esp,1170,12734,0.635,third_party_audit,IN-PMT-478045,in_compliance,0,0,243,68,spcb_inventory,0,medium
2021,IN-FAC-0000956,brick_kiln,CH4,26827.9,50.0,none,2702,42031,0.947,engineering_estimate,IN-PMT-732453,in_compliance,0,1,541,50,cpcb_ghg_reporting,1,medium
2021,IN-FAC-0000957,steel,CO2,25131.3,24.4,baghouse,6912,30354,0.894,third_party_audit,IN-PMT-663091,in_compliance,1,0,444,52,perform_achieve_trade,1,low
2016,IN-FAC-0000958,steel,CO2,11195.5,108.8,oxidation_catalyst,3117,27601,0.626,engineering_estimate,IN-PMT-378407,in_compliance,0,0,856,51,voluntary_program,1,low
2024,IN-FAC-0000959,textiles,CO2,1750.6,74.8,fgd,3312,32837,1.334,mass_balance,IN-PMT-266545,minor_violation,0,0,375,50,cpcb_ghg_reporting,1,medium
2023,IN-FAC-0000960,steel,CO2,1375.0,31.9,scr,597,62240,0.838,third_party_audit,IN-PMT-584987,minor_violation,1,2,404,54,spcb_inventory,0,high
2022,IN-FAC-0000961,power_plant,CH4,2877.6,57.0,other,3618,27241,0.599,third_party_audit,IN-PMT-703733,minor_violation,0,1,142,61,cpcb_ghg_reporting,1,medium
2016,IN-FAC-0000962,steel,CO2,51607.8,30.8,scr,2490,26225,1.18,third_party_audit,IN-PMT-521689,minor_violation,0,0,566,72,spcb_inventory,0,medium
2020,IN-FAC-0000963,landfill,CO2,8718.6,29.0,scr,7455,73466,1.422,third_party_audit,IN-PMT-134486,in_compliance,0,1,264,70,esg_disclosure,0,medium
2022,IN-FAC-0000964,textiles,CH4,6129.6,22.9,low_nox_burner,5823,27282,0.877,emission_factor,IN-PMT-180337,in_compliance,0,0,440,98,esg_disclosure,0,low
2023,IN-FAC-0000965,refinery,CO2,6808.2,37.4,esp,3161,42758,0.564,emission_factor,IN-PMT-562100,in_compliance,0,0,405,38,esg_disclosure,0,low
2015,IN-FAC-0000966,brick_kiln,CH4,4071.2,64.8,oxidation_catalyst,6649,2149,0.376,third_party_audit,IN-PMT-572339,in_compliance,0,0,189,40,spcb_inventory,0,medium
2021,IN-FAC-0000967,other_industry,CO2,5655.2,84.9,oxidation_catalyst,845,14953,0.825,engineering_estimate,IN-PMT-105312,minor_violation,0,2,340,66,esg_disclosure,1,medium
2024,IN-FAC-0000968,landfill,N2O,6605.4,28.3,low_nox_burner,8582,11821,1.71,third_party_audit,IN-PMT-761661,in_compliance,0,1,319,36,esg_disclosure,0,medium
2019,IN-FAC-0000969,transport_hub,CO2,3373.8,31.6,esp,5884,11451,1.032,emission_factor,IN-PMT-564021,in_compliance,0,1,620,53,voluntary_program,1,medium
2023,IN-FAC-0000970,landfill,CO2,1788.0,111.3,none,3648,16141,0.608,emission_factor,IN-PMT-557480,in_compliance,1,2,281,93,voluntary_program,1,low
2023,IN-FAC-0000971,steel,CO2,6692.3,58.3,other,2453,15730,0.781,third_party_audit,IN-PMT-986068,under_review,0,2,746,84,perform_achieve_trade,0,low
2017,IN-FAC-0000972,refinery,CH4,2784.8,47.5,baghouse,5298,49038,0.562,third_party_audit,IN-PMT-971004,in_compliance,1,1,715,36,cpcb_ghg_reporting,0,low
2024,IN-FAC-0000973,power_plant,CO2,17697.6,34.2,low_nox_burner,3285,11218,0.953,engineering_estimate,IN-PMT-593393,in_compliance,0,0,347,28,voluntary_program,0,medium
2021,IN-FAC-0000974,refinery,HFCs,9814.7,38.5,esp,8400,51939,0.303,emission_factor,IN-PMT-687483,in_compliance,2,0,438,15,cpcb_ghg_reporting,0,medium
2017,IN-FAC-0000975,chemicals,CO2,5402.1,56.2,baghouse,7541,44183,0.98,third_party_audit,IN-PMT-840168,in_compliance,0,1,576,52,cpcb_ghg_reporting,0,low
2018,IN-FAC-0000976,cement,CO2,2931.0,83.7,other,5538,8548,0.853,cems,IN-PMT-120741,major_violation,1,0,348,44,cpcb_ghg_reporting,1,high
2022,IN-FAC-0000977,power_plant,CH4,11865.2,27.0,low_nox_burner,1623,6011,1.403,third_party_audit,IN-PMT-868895,in_compliance,1,2,641,50,perform_achieve_trade,0,low
2015,IN-FAC-0000978,chemicals,CO2,12354.3,48.9,scr,7112,16934,1.031,emission_factor,IN-PMT-187765,in_compliance,0,2,922,47,cpcb_ghg_reporting,0,low
2018,IN-FAC-0000979,landfill,CH4,3802.8,99.7,baghouse,1451,62440,1.196,cems,IN-PMT-520133,in_compliance,1,3,1132,46,spcb_inventory,0,medium
2018,IN-FAC-0000980,landfill,HFCs,8580.7,16.7,low_nox_burner,7177,29095,1.109,cems,IN-PMT-782118,in_compliance,0,1,1036,44,voluntary_program,0,low
2017,IN-FAC-0000981,textiles,CO2,2545.2,86.6,none,620,113306,0.924,cems,IN-PMT-488191,in_compliance,0,0,547,53,spcb_inventory,0,medium
2016,IN-FAC-0000982,landfill,CH4,7076.2,107.5,esp,3198,6157,1.055,engineering_estimate,IN-PMT-335551,in_compliance,1,0,317,73,spcb_inventory,0,high
2022,IN-FAC-0000983,transport_hub,CH4,2649.4,56.0,scr,2138,7044,0.928,third_party_audit,IN-PMT-943735,in_compliance,0,0,1186,9,spcb_inventory,0,medium
2020,IN-FAC-0000984,power_plant,CO2,3680.8,87.9,none,7195,7999,0.441,cems,IN-PMT-299598,in_compliance,1,0,472,46,cpcb_ghg_reporting,0,medium
2016,IN-FAC-0000985,other_industry,CO2,14231.4,7.1,esp,8477,41745,1.045,engineering_estimate,IN-PMT-399422,in_compliance,1,0,636,33,cpcb_ghg_reporting,0,high
2022,IN-FAC-0000986,power_plant,CO2,19563.2,48.3,other,4346,40757,0.78,emission_factor,IN-PMT-600468,in_compliance,0,2,72,61,cpcb_ghg_reporting,1,low
2022,IN-FAC-0000987,landfill,CO2,1492.9,82.0,none,8506,34651,1.429,cems,IN-PMT-308181,in_compliance,0,0,1689,44,esg_disclosure,1,low
2021,IN-FAC-0000988,chemicals,CO2,5146.8,18.9,fgd,6187,28574,0.571,third_party_audit,IN-PMT-181663,in_compliance,1,1,1546,73,cpcb_ghg_reporting,1,high
2022,IN-FAC-0000989,brick_kiln,PFCs,11821.9,87.7,fgd,6733,83891,0.374,cems,IN-PMT-151654,in_compliance,0,1,220,70,voluntary_program,0,low
2023,IN-FAC-0000990,refinery,CO2,2114.6,118.1,low_nox_burner,8636,21491,1.135,emission_factor,IN-PMT-902588,in_compliance,0,0,387,37,cpcb_ghg_reporting,0,medium
2017,IN-FAC-0000991,refinery,CO2,4036.0,36.8,baghouse,8427,61814,0.05,emission_factor,IN-PMT-736833,in_compliance,1,1,340,57,voluntary_program,0,low
2016,IN-FAC-0000992,other_industry,CO2,10363.4,73.6,oxidation_catalyst,5527,171290,1.179,cems,IN-PMT-371893,in_compliance,0,0,171,72,voluntary_program,1,medium
2025,IN-FAC-0000993,textiles,CO2,3502.0,79.1,none,4982,12202,1.188,third_party_audit,IN-PMT-607333,in_compliance,0,2,276,46,perform_achieve_trade,1,medium
2021,IN-FAC-0000994,landfill,CO2,1587.9,95.1,baghouse,3568,14572,0.733,engineering_estimate,IN-PMT-775915,in_compliance,1,0,2269,52,esg_disclosure,1,low
2016,IN-FAC-0000995,refinery,CH4,4294.8,26.4,low_nox_burner,3756,3949,0.758,cems,IN-PMT-357395,in_compliance,0,1,632,40,cpcb_ghg_reporting,0,medium
2017,IN-FAC-0000996,transport_hub,CO2,4860.2,38.7,low_nox_burner,3167,41120,0.479,emission_factor,IN-PMT-999125,in_compliance,0,1,1294,48,spcb_inventory,0,high
2020,IN-FAC-0000997,landfill,CO2,28482.6,71.1,oxidation_catalyst,6067,16522,0.589,engineering_estimate,IN-PMT-613705,in_compliance,1,3,479,58,cpcb_ghg_reporting,0,low
2023,IN-FAC-0000998,transport_hub,CO2,63233.7,57.3,scr,4753,20577,0.927,third_party_audit,IN-PMT-515405,in_compliance,0,1,109,63,cpcb_ghg_reporting,0,medium
2023,IN-FAC-0000999,chemicals,N2O,8400.4,100.6,esp,6558,135504,1.057,cems,IN-PMT-599960,in_compliance,0,1,408,66,voluntary_program,0,low
2024,IN-FAC-0001000,other_industry,CO2,6601.0,47.4,oxidation_catalyst,923,38778,0.725,emission_factor,IN-PMT-222139,in_compliance,0,1,466,51,perform_achieve_trade,1,low
2016,IN-FAC-0001001,power_plant,HFCs,1976.5,44.4,esp,1233,10330,0.693,engineering_estimate,IN-PMT-643321,in_compliance,0,1,375,37,spcb_inventory,0,low
2015,IN-FAC-0001002,brick_kiln,CO2,1485.6,64.2,none,1164,15677,0.92,mass_balance,IN-PMT-387995,minor_violation,1,1,145,45,cpcb_ghg_reporting,1,medium
2020,IN-FAC-0001003,landfill,N2O,19182.2,63.7,fgd,3921,11568,1.115,engineering_estimate,IN-PMT-140496,in_compliance,1,0,903,73,spcb_inventory,0,medium
2021,IN-FAC-0001004,brick_kiln,N2O,1377.7,52.0,fgd,5645,31370,0.881,emission_factor,IN-PMT-130299,in_compliance,0,0,251,78,spcb_inventory,1,medium
2022,IN-FAC-0001005,landfill,CO2,11620.6,32.0,low_nox_burner,2870,26180,0.998,emission_factor,IN-PMT-723219,minor_violation,0,2,367,49,voluntary_program,1,low
2018,IN-FAC-0001006,brick_kiln,CH4,65268.4,58.6,none,5564,72348,0.777,mass_balance,IN-PMT-545153,in_compliance,0,1,834,57,voluntary_program,0,low
2021,IN-FAC-0001007,cement,CH4,2160.4,66.6,none,7758,30432,0.199,mass_balance,IN-PMT-736127,in_compliance,2,1,257,54,perform_achieve_trade,0,low
2023,IN-FAC-0001008,brick_kiln,CO2,883.3,33.7,other,1131,17803,1.152,mass_balance,IN-PMT-322153,major_violation,1,2,493,53,voluntary_program,0,medium
2015,IN-FAC-0001009,textiles,HFCs,9702.6,26.6,other,4718,28732,0.05,third_party_audit,IN-PMT-597442,in_compliance,0,0,647,11,perform_achieve_trade,1,low
2017,IN-FAC-0001010,cement,CO2,21711.6,64.3,baghouse,7537,8596,0.504,emission_factor,IN-PMT-930353,in_compliance,0,1,1998,30,perform_achieve_trade,0,low
2019,IN-FAC-0001011,steel,CO2,2230.0,132.4,none,4036,15133,0.91,cems,IN-PMT-705944,major_violation,0,1,429,65,perform_achieve_trade,0,medium
2021,IN-FAC-0001012,textiles,CO2,15667.8,86.6,baghouse,4042,24230,0.618,third_party_audit,IN-PMT-761924,in_compliance,0,1,847,55,perform_achieve_trade,1,low
2019,IN-FAC-0001013,transport_hub,CO2,20901.1,50.4,scr,8012,90041,0.873,emission_factor,IN-PMT-218651,under_review,0,1,376,70,perform_achieve_trade,0,low
2015,IN-FAC-0001014,power_plant,CO2,8797.5,49.9,fgd,1810,48796,1.326,engineering_estimate,IN-PMT-541495,in_compliance,0,1,1480,50,voluntary_program,0,low
2015,IN-FAC-0001015,refinery,CO2,4032.8,59.3,scr,1273,27863,0.292,mass_balance,IN-PMT-735421,major_violation,0,1,143,30,esg_disclosure,0,low
2015,IN-FAC-0001016,refinery,HFCs,13459.6,40.5,esp,2008,34941,0.925,engineering_estimate,IN-PMT-603962,in_compliance,1,0,180,50,spcb_inventory,1,medium
2022,IN-FAC-0001017,other_industry,CH4,3562.1,65.4,other,1458,63466,0.269,cems,IN-PMT-341539,in_compliance,1,1,540,70,voluntary_program,0,medium
2021,IN-FAC-0001018,chemicals,CO2,5737.8,18.5,low_nox_burner,3221,21023,0.753,third_party_audit,IN-PMT-582074,major_violation,0,1,334,57,cpcb_ghg_reporting,0,low
2017,IN-FAC-0001019,transport_hub,CO2,4171.0,43.9,baghouse,651,51718,0.598,engineering_estimate,IN-PMT-408332,in_compliance,0,0,775,22,esg_disclosure,0,medium
2018,IN-FAC-0001020,chemicals,CO2,7950.6,89.3,fgd,4525,15506,0.326,cems,IN-PMT-827490,in_compliance,1,1,857,34,voluntary_program,1,high
2022,IN-FAC-0001021,other_industry,CO2,7159.8,73.2,none,6333,29692,1.306,engineering_estimate,IN-PMT-145050,in_compliance,1,1,138,40,voluntary_program,1,low
2021,IN-FAC-0001022,brick_kiln,CH4,5849.9,72.6,fgd,2862,59333,0.95,emission_factor,IN-PMT-177957,major_violation,0,1,1032,26,cpcb_ghg_reporting,0,low
2021,IN-FAC-0001023,textiles,CO2,4712.2,83.5,oxidation_catalyst,2315,55304,1.328,engineering_estimate,IN-PMT-326822,in_compliance,1,0,601,44,esg_disclosure,0,medium
2020,IN-FAC-0001024,cement,CO2,10883.2,47.0,low_nox_burner,8625,4590,0.567,mass_balance,IN-PMT-259094,in_compliance,1,2,1876,68,voluntary_program,0,medium
2023,IN-FAC-0001025,brick_kiln,N2O,2894.6,20.4,low_nox_burner,1829,27608,1.225,mass_balance,IN-PMT-124916,minor_violation,0,2,347,34,esg_disclosure,0,medium
2020,IN-FAC-0001026,brick_kiln,CH4,2667.5,60.4,oxidation_catalyst,8144,43108,1.015,emission_factor,IN-PMT-406630,in_compliance,0,1,832,67,spcb_inventory,1,medium
2015,IN-FAC-0001027,power_plant,CO2,18693.7,67.0,none,1610,14714,0.388,third_party_audit,IN-PMT-635809,in_compliance,1,1,754,61,cpcb_ghg_reporting,0,medium
2019,IN-FAC-0001028,brick_kiln,CO2,15208.7,98.7,none,1814,53256,0.477,mass_balance,IN-PMT-303970,in_compliance,0,2,1394,43,voluntary_program,1,medium
2022,IN-FAC-0001029,transport_hub,CO2,3004.3,37.9,other,7020,8829,0.467,engineering_estimate,IN-PMT-536975,in_compliance,0,3,76,58,cpcb_ghg_reporting,0,low
2025,IN-FAC-0001030,transport_hub,CO2,2822.2,48.9,fgd,8521,10121,0.942,mass_balance,IN-PMT-181038,in_compliance,0,0,163,44,spcb_inventory,1,high
2025,IN-FAC-0001031,steel,N2O,2985.7,84.8,other,8313,1779,0.932,emission_factor,IN-PMT-132688,major_violation,0,1,1023,62,voluntary_program,0,low
2020,IN-FAC-0001032,landfill,CO2,947.8,77.6,fgd,3243,15936,1.375,third_party_audit,IN-PMT-741058,in_compliance,2,3,1341,91,cpcb_ghg_reporting,0,medium
2019,IN-FAC-0001033,transport_hub,CO2,15439.2,18.6,none,5962,3201,0.517,emission_factor,IN-PMT-890740,major_violation,2,1,802,88,perform_achieve_trade,0,medium
2023,IN-FAC-0001034,refinery,CO2,8612.2,84.3,baghouse,2392,64815,1.017,engineering_estimate,IN-PMT-442800,in_compliance,0,2,205,12,spcb_inventory,0,medium
2021,IN-FAC-0001035,refinery,CH4,2447.1,98.8,baghouse,1437,127683,0.926,mass_balance,IN-PMT-471525,in_compliance,0,2,396,46,esg_disclosure,0,low
2021,IN-FAC-0001036,other_industry,CO2,12180.6,42.5,low_nox_burner,6535,9576,0.579,engineering_estimate,IN-PMT-170798,in_compliance,0,1,1014,43,esg_disclosure,0,medium
2015,IN-FAC-0001037,transport_hub,CO2,14536.1,84.2,esp,3198,18607,1.114,mass_balance,IN-PMT-610624,minor_violation,0,0,403,63,cpcb_ghg_reporting,0,low
2016,IN-FAC-0001038,cement,CO2,5709.4,72.1,esp,5963,24261,0.736,mass_balance,IN-PMT-808476,in_compliance,0,2,448,70,cpcb_ghg_reporting,1,high
2024,IN-FAC-0001039,chemicals,CO2,9435.3,34.1,low_nox_burner,1196,10248,0.9,cems,IN-PMT-291369,in_compliance,0,0,1336,65,spcb_inventory,0,medium
2019,IN-FAC-0001040,brick_kiln,CO2,9236.2,23.0,low_nox_burner,2810,31848,0.895,emission_factor,IN-PMT-384329,in_compliance,0,3,743,60,esg_disclosure,0,medium
2017,IN-FAC-0001041,refinery,CO2,5916.6,65.6,scr,3747,18917,0.633,cems,IN-PMT-856384,under_review,2,2,526,34,cpcb_ghg_reporting,0,medium
2022,IN-FAC-0001042,power_plant,CO2,6182.2,83.1,none,5867,6499,0.988,engineering_estimate,IN-PMT-572951,in_compliance,0,0,645,76,perform_achieve_trade,1,high
2018,IN-FAC-0001043,power_plant,CO2,8655.2,46.5,other,2114,31806,1.051,engineering_estimate,IN-PMT-235180,in_compliance,0,0,816,43,perform_achieve_trade,0,medium
2021,IN-FAC-0001044,steel,CO2,7382.5,25.9,other,4815,35222,1.235,third_party_audit,IN-PMT-746525,in_compliance,0,2,464,26,voluntary_program,1,low
2019,IN-FAC-0001045,textiles,CO2,3863.4,5.0,other,3151,3476,0.732,mass_balance,IN-PMT-820577,in_compliance,0,3,730,21,voluntary_program,0,low
2020,IN-FAC-0001046,cement,CO2,3458.4,58.5,esp,962,21744,0.778,cems,IN-PMT-808113,in_compliance,1,2,269,47,spcb_inventory,0,medium
2021,IN-FAC-0001047,chemicals,CH4,29644.3,36.5,fgd,1128,15015,0.437,third_party_audit,IN-PMT-663920,minor_violation,0,1,893,71,cpcb_ghg_reporting,1,medium
2022,IN-FAC-0001048,transport_hub,CO2,4121.4,34.5,scr,1742,28260,0.665,cems,IN-PMT-865281,in_compliance,0,1,371,34,spcb_inventory,1,low
2017,IN-FAC-0001049,cement,CO2,1667.2,97.8,scr,6556,73045,0.579,engineering_estimate,IN-PMT-623015,in_compliance,0,1,279,64,spcb_inventory,1,high
2017,IN-FAC-0001050,power_plant,N2O,19512.6,74.4,oxidation_catalyst,7231,62903,0.936,third_party_audit,IN-PMT-500695,major_violation,0,1,1139,39,perform_achieve_trade,0,medium
2016,IN-FAC-0001051,transport_hub,CO2,5753.0,72.4,low_nox_burner,5810,55632,1.108,emission_factor,IN-PMT-153724,in_compliance,0,0,630,42,cpcb_ghg_reporting,1,high
2020,IN-FAC-0001052,chemicals,CO2,5571.1,53.8,baghouse,7762,25127,1.208,third_party_audit,IN-PMT-276846,in_compliance,1,3,586,25,esg_disclosure,0,low
2025,IN-FAC-0001053,transport_hub,CH4,5673.3,68.5,scr,3574,17378,1.257,mass_balance,IN-PMT-190718,in_compliance,1,0,676,67,perform_achieve_trade,1,low
2016,IN-FAC-0001054,power_plant,CO2,21068.7,62.9,low_nox_burner,5932,3475,1.062,engineering_estimate,IN-PMT-244812,major_violation,0,0,165,42,cpcb_ghg_reporting,0,medium
2015,IN-FAC-0001055,brick_kiln,CO2,2268.3,46.5,scr,2745,45472,0.837,emission_factor,IN-PMT-328381,minor_violation,2,2,829,57,esg_disclosure,0,low
2015,IN-FAC-0001056,brick_kiln,N2O,17997.4,54.6,oxidation_catalyst,6279,52327,0.32,engineering_estimate,IN-PMT-133747,in_compliance,0,1,447,51,esg_disclosure,0,medium
2023,IN-FAC-0001057,transport_hub,HFCs,8367.4,85.8,baghouse,3750,4900,1.009,mass_balance,IN-PMT-577849,in_compliance,0,4,1481,48,voluntary_program,0,low
2015,IN-FAC-0001058,landfill,CO2,15051.0,63.9,low_nox_burner,4251,33256,0.525,engineering_estimate,IN-PMT-207155,in_compliance,0,0,2802,53,esg_disclosure,0,low
2021,IN-FAC-0001059,textiles,CO2,3811.6,115.2,baghouse,3124,55512,0.762,emission_factor,IN-PMT-383063,in_compliance,0,4,624,62,perform_achieve_trade,0,high
2019,IN-FAC-0001060,other_industry,CO2,87808.7,87.4,baghouse,4864,10012,0.805,third_party_audit,IN-PMT-593627,in_compliance,0,1,673,69,voluntary_program,1,high
2020,IN-FAC-0001061,chemicals,CO2,5369.8,53.4,fgd,965,45058,0.531,third_party_audit,IN-PMT-598471,in_compliance,0,1,563,36,spcb_inventory,0,low
2024,IN-FAC-0001062,refinery,CO2,5642.5,60.5,baghouse,999,7774,0.569,third_party_audit,IN-PMT-519247,minor_violation,0,0,137,36,spcb_inventory,0,low
2023,IN-FAC-0001063,chemicals,CO2,2416.3,55.6,baghouse,2471,14534,0.869,emission_factor,IN-PMT-572591,in_compliance,1,1,171,90,esg_disclosure,1,medium
2017,IN-FAC-0001064,other_industry,CO2,5281.1,90.5,baghouse,3853,7682,0.784,third_party_audit,IN-PMT-684771,in_compliance,0,2,205,50,esg_disclosure,0,low
2020,IN-FAC-0001065,chemicals,N2O,2541.4,26.0,esp,4381,45784,0.769,cems,IN-PMT-883201,in_compliance,2,0,780,61,perform_achieve_trade,0,medium
2021,IN-FAC-0001066,textiles,CO2,52282.8,52.0,fgd,1167,45603,0.592,cems,IN-PMT-840988,in_compliance,0,1,1431,36,esg_disclosure,0,medium
2016,IN-FAC-0001067,transport_hub,CO2,994.1,72.9,esp,7372,13647,1.19,third_party_audit,IN-PMT-989026,in_compliance,0,2,694,33,cpcb_ghg_reporting,1,medium
2020,IN-FAC-0001068,cement,CH4,589.3,68.8,baghouse,5411,7163,0.302,mass_balance,IN-PMT-421342,in_compliance,0,0,210,39,perform_achieve_trade,0,high
2020,IN-FAC-0001069,cement,CO2,3433.8,92.7,esp,4005,237098,1.56,emission_factor,IN-PMT-114629,in_compliance,0,0,116,45,spcb_inventory,0,low
2019,IN-FAC-0001070,power_plant,CH4,8662.9,45.1,low_nox_burner,4836,23580,0.846,mass_balance,IN-PMT-909840,in_compliance,2,0,354,55,voluntary_program,0,high
2021,IN-FAC-0001071,cement,CO2,23301.8,16.2,oxidation_catalyst,1790,21011,0.614,engineering_estimate,IN-PMT-906208,in_compliance,0,0,367,91,esg_disclosure,0,medium
2023,IN-FAC-0001072,cement,CO2,6875.7,68.0,oxidation_catalyst,4072,10808,0.305,mass_balance,IN-PMT-992171,in_compliance,0,1,848,61,esg_disclosure,1,low
2021,IN-FAC-0001073,chemicals,CH4,4304.9,60.5,oxidation_catalyst,8471,9152,0.437,mass_balance,IN-PMT-405362,in_compliance,0,0,1056,35,voluntary_program,0,low
2016,IN-FAC-0001074,textiles,CO2,6044.6,66.8,esp,7140,35655,0.915,mass_balance,IN-PMT-144273,in_compliance,0,1,554,47,voluntary_program,0,medium
2018,IN-FAC-0001075,transport_hub,CO2,12995.7,45.8,low_nox_burner,8731,30266,0.693,third_party_audit,IN-PMT-492179,minor_violation,0,0,220,37,perform_achieve_trade,0,low
2015,IN-FAC-0001076,chemicals,CH4,1863.6,70.9,scr,4484,13814,0.377,engineering_estimate,IN-PMT-729956,minor_violation,0,1,515,18,perform_achieve_trade,0,medium
2016,IN-FAC-0001077,other_industry,CO2,16077.5,49.4,fgd,7448,46652,0.396,engineering_estimate,IN-PMT-840394,in_compliance,2,1,125,51,voluntary_program,1,low
2023,IN-FAC-0001078,refinery,CO2,931.8,72.3,oxidation_catalyst,1188,18175,0.617,third_party_audit,IN-PMT-808402,minor_violation,1,1,409,30,voluntary_program,0,high
2021,IN-FAC-0001079,brick_kiln,SF6,4698.8,51.8,esp,8360,39088,0.688,cems,IN-PMT-177222,in_compliance,0,0,1128,65,esg_disclosure,1,medium
2025,IN-FAC-0001080,refinery,N2O,5439.1,94.9,other,7007,31386,1.108,cems,IN-PMT-888617,minor_violation,0,2,446,47,esg_disclosure,0,medium
2022,IN-FAC-0001081,other_industry,CO2,1440.6,11.0,other,8290,19162,0.654,engineering_estimate,IN-PMT-319364,in_compliance,2,1,1232,55,esg_disclosure,0,low
2022,IN-FAC-0001082,transport_hub,CO2,6211.5,10.9,other,4408,43237,1.73,emission_factor,IN-PMT-668689,in_compliance,0,3,373,43,cpcb_ghg_reporting,1,low
2025,IN-FAC-0001083,steel,CO2,3873.8,71.6,scr,8317,59283,0.921,third_party_audit,IN-PMT-122392,minor_violation,1,3,699,65,cpcb_ghg_reporting,0,medium
2016,IN-FAC-0001084,landfill,CO2,7651.4,18.4,baghouse,732,55048,1.084,mass_balance,IN-PMT-831362,in_compliance,0,2,182,79,spcb_inventory,0,high
2019,IN-FAC-0001085,landfill,CO2,8009.0,59.3,none,2850,5932,1.256,emission_factor,IN-PMT-381944,in_compliance,1,2,657,34,perform_achieve_trade,0,medium
2015,IN-FAC-0001086,steel,CO2,8706.5,43.0,low_nox_burner,4291,58986,0.358,cems,IN-PMT-367952,in_compliance,0,0,471,53,cpcb_ghg_reporting,1,low
2023,IN-FAC-0001087,transport_hub,CO2,3613.7,88.7,other,8590,34500,0.637,engineering_estimate,IN-PMT-170578,major_violation,1,1,367,74,perform_achieve_trade,0,high
2019,IN-FAC-0001088,power_plant,CO2,6987.1,56.5,oxidation_catalyst,3603,38341,0.756,cems,IN-PMT-692825,major_violation,0,2,1150,88,esg_disclosure,0,medium
