edu_k12out_school_year,edu_k12out_district_id_nces,edu_k12out_school_id_nces,edu_k12out_grade_level,edu_k12out_subject_area,edu_k12out_assessment_scale_score,edu_k12out_proficiency_level,edu_k12out_growth_percentile,edu_k12out_attendance_rate_pct,edu_k12out_chronic_absenteeism_rate,edu_k12out_graduation_cohort_year,edu_k12out_graduation_rate_pct,edu_k12out_dropout_rate_pct,edu_k12out_discipline_incident_rate,edu_k12out_special_education_share_pct,edu_k12out_ell_share_pct,edu_k12out_gifted_program_share_pct,edu_k12out_student_teacher_ratio,edu_k12out_per_pupil_spending,edu_k12out_accountability_rating_code
2023-24,1001064,20001064,2,MATH,308.1,BASIC,20,86.0,8.83,2021,77.34,1.81,24.37,12.1,22.53,8.86,14.66,25694,C
2024-25,1001065,20001065,5,SOCIAL_STUDIES,311.7,BELOW_BASIC,77,91.22,18.37,2017,91.53,6.62,24.32,18.34,29.45,10.82,13.49,24460,D
2017-18,1001066,20001066,12,SOCIAL_STUDIES,169.4,PROFICIENT,70,91.35,27.3,2016,63.9,6.08,15.84,18.42,28.69,16.33,12.98,22056,F
2020-21,1001067,20001067,11,ELA,331.5,PROFICIENT,94,83.01,10.96,2024,60.53,9.3,1.3,16.28,9.8,2.4,18.74,8015,F
2019-20,1001068,20001068,6,ELA,186.1,PROFICIENT,3,96.72,11.78,2021,88.47,9.33,18.6,16.4,37.15,16.5,17.61,30869,B
2022-23,1001069,20001069,9,MATH,338.2,PROFICIENT,54,89.71,15.81,2020,96.64,8.92,11.07,20.51,18.53,4.06,22.46,19398,F
2021-22,1001070,20001070,11,MATH,305.5,BASIC,26,90.45,32.96,2019,64.75,1.9,20.83,21.06,28.98,17.36,11.13,17006,A
2021-22,1001071,20001071,6,SCIENCE,269.1,PROFICIENT,1,89.75,24.95,2022,61.15,2.07,12.2,17.33,29.66,7.64,22.97,30640,B
2022-23,1001072,20001072,8,SOCIAL_STUDIES,314.3,BELOW_BASIC,77,85.41,22.25,2023,73.63,2.21,6.58,17.73,17.98,16.69,17.16,18604,F
2017-18,1001073,20001073,12,MATH,315.0,BASIC,59,99.49,12.15,2021,63.4,3.89,11.33,18.66,14.62,2.97,21.12,21465,A
2023-24,1001074,20001074,9,ELA,312.8,BASIC,50,80.69,19.96,2017,69.79,10.41,23.42,20.88,36.96,16.44,11.64,30764,B
2019-20,1001075,20001075,11,SCIENCE,325.2,PROFICIENT,10,84.03,23.73,2020,72.04,0.83,0.92,21.23,12.12,15.14,11.44,29097,B
2017-18,1001076,20001076,7,ELA,257.1,ADVANCED,81,91.65,28.02,2020,91.18,2.08,13.19,9.9,23.41,13.57,21.71,17182,B
2023-24,1001077,20001077,8,MATH,213.7,PROFICIENT,42,86.63,16.24,2020,64.26,4.99,9.88,17.33,6.54,12.21,23.57,12887,D
2022-23,1001078,20001078,8,SCIENCE,320.6,BASIC,14,90.66,16.6,2021,81.32,3.63,2.29,16.67,12.76,9.37,19.71,23486,B
2018-19,1001079,20001079,4,ELA,233.7,PROFICIENT,31,97.54,31.44,2016,68.99,2.52,0.4,13.93,1.76,6.05,19.81,26537,C
2019-20,1001080,20001080,3,MATH,177.2,BELOW_BASIC,74,80.23,16.78,2019,72.55,4.26,19.97,7.64,33.79,2.56,13.5,10783,D
2022-23,1001081,20001081,6,SOCIAL_STUDIES,181.9,PROFICIENT,48,86.43,12.29,2016,82.58,10.69,5.35,17.35,23.5,13.5,15.91,7302,C
2023-24,1001082,20001082,6,SOCIAL_STUDIES,162.1,PROFICIENT,41,99.18,22.18,2021,88.89,4.65,4.51,14.62,30.74,8.4,18.79,31838,D
2019-20,1001083,20001083,11,SCIENCE,263.1,PROFICIENT,61,81.64,29.61,2016,82.82,11.65,17.8,8.71,19.18,7.25,14.51,18099,B
2018-19,1001084,20001084,1,SCIENCE,281.6,BASIC,78,82.0,16.45,2024,70.25,2.05,3.0,8.91,8.22,12.91,19.72,22541,B
2024-25,1001085,20001085,1,ELA,310.3,PROFICIENT,52,86.6,7.42,2023,89.27,10.34,14.68,11.34,4.51,11.94,23.6,12813,B
2019-20,1001086,20001086,11,SCIENCE,267.7,BASIC,23,87.61,16.02,2020,82.89,2.96,20.81,10.82,2.37,1.97,20.29,13392,B
2017-18,1001087,20001087,2,ELA,180.2,PROFICIENT,7,95.74,14.52,2024,93.39,10.39,11.7,19.8,34.65,2.12,18.63,27887,B
2019-20,1001088,20001088,10,SCIENCE,301.1,PROFICIENT,55,94.94,18.96,2020,84.8,6.11,19.31,13.21,21.34,17.06,20.46,28088,A
2017-18,1001089,20001089,3,ELA,200.8,BELOW_BASIC,57,89.09,18.63,2024,72.23,5.66,22.62,8.6,20.71,9.0,11.95,19648,A
2022-23,1001090,20001090,1,MATH,331.9,PROFICIENT,84,84.43,16.11,2025,66.69,8.64,20.93,21.64,35.36,2.06,24.79,22007,D
2023-24,1001091,20001091,K,SCIENCE,301.2,BASIC,68,90.09,23.76,2020,95.9,4.32,22.05,11.9,6.7,10.89,19.0,20285,B
2020-21,1001092,20001092,2,SOCIAL_STUDIES,322.2,BASIC,62,96.81,16.4,2021,77.4,4.37,0.1,14.23,4.15,10.46,15.12,12194,C
2020-21,1001093,20001093,5,SOCIAL_STUDIES,302.6,BELOW_BASIC,95,88.37,28.47,2019,65.83,6.64,17.93,19.82,16.85,12.06,12.09,24232,B
2020-21,1001094,20001094,10,SOCIAL_STUDIES,327.2,BASIC,22,91.93,21.55,2016,66.33,10.93,11.22,8.48,22.52,2.54,18.57,13167,C
2023-24,1001095,20001095,K,ELA,316.5,PROFICIENT,51,94.71,34.41,2022,64.65,8.22,4.67,10.32,7.6,8.38,22.22,8623,D
2024-25,1001096,20001096,12,SCIENCE,336.4,BASIC,63,86.8,24.77,2023,84.45,8.12,19.06,6.26,1.89,0.85,17.58,9737,D
2021-22,1001097,20001097,6,ELA,342.3,ADVANCED,86,82.62,23.74,2024,69.45,0.08,5.53,11.05,32.24,10.52,10.5,27215,A
2023-24,1001098,20001098,8,SOCIAL_STUDIES,251.3,BASIC,9,89.12,32.08,2018,85.8,4.58,15.41,20.5,30.45,7.77,17.51,22624,A
2018-19,1001099,20001099,10,SCIENCE,289.5,BASIC,85,92.72,25.58,2021,92.22,9.89,18.55,7.65,8.93,16.29,15.53,15097,B
2022-23,1001100,20001100,3,ELA,171.9,PROFICIENT,34,82.03,29.4,2021,66.74,5.18,7.06,11.35,31.71,13.53,15.58,25376,B
2018-19,1001101,20001101,9,SOCIAL_STUDIES,181.1,BASIC,88,80.45,24.18,2022,81.15,1.76,23.53,18.05,23.92,5.68,17.39,14435,F
2018-19,1001102,20001102,K,ELA,338.5,BELOW_BASIC,86,81.17,14.41,2019,71.05,4.47,13.36,16.77,16.23,15.18,23.3,21624,B
2020-21,1001103,20001103,3,MATH,235.2,BELOW_BASIC,97,88.42,34.85,2020,96.81,7.37,3.62,8.67,34.85,15.94,22.0,11598,F
2023-24,1001104,20001104,9,SCIENCE,202.5,BASIC,36,97.11,23.34,2023,97.15,9.59,14.97,17.05,32.34,15.87,10.92,24634,F
2021-22,1001105,20001105,1,SCIENCE,202.6,BASIC,31,96.56,29.8,2023,97.98,0.19,16.97,18.36,33.38,1.45,12.42,11884,A
2019-20,1001106,20001106,3,SOCIAL_STUDIES,234.9,BASIC,52,90.3,10.79,2023,74.42,4.89,10.87,18.91,18.14,9.2,12.04,31751,B
2022-23,1001107,20001107,5,SOCIAL_STUDIES,337.8,PROFICIENT,1,91.66,22.99,2019,67.7,5.27,15.74,12.64,29.72,3.52,19.1,8122,B
2023-24,1001108,20001108,10,SCIENCE,221.9,PROFICIENT,47,81.18,6.36,2021,61.64,10.69,21.22,8.6,18.54,11.19,16.79,14566,C
2023-24,1001109,20001109,8,ELA,276.3,PROFICIENT,37,90.66,5.62,2017,91.14,6.82,18.47,12.44,23.54,14.98,15.06,24099,A
2019-20,1001110,20001110,2,SOCIAL_STUDIES,333.8,BASIC,96,81.66,20.67,2018,82.61,5.48,15.91,20.21,6.03,17.63,21.27,19870,B
2023-24,1001111,20001111,1,SCIENCE,222.1,BASIC,60,85.36,9.16,2017,85.33,2.37,7.8,21.01,26.4,5.23,19.93,23160,C
2020-21,1001112,20001112,6,SCIENCE,255.3,ADVANCED,15,92.88,5.1,2016,63.34,2.41,24.87,6.1,14.08,10.79,12.4,18103,B
2017-18,1001113,20001113,K,SOCIAL_STUDIES,155.3,PROFICIENT,4,80.18,34.47,2016,61.98,9.41,23.07,17.59,30.34,14.51,23.92,22841,B
2024-25,1001114,20001114,4,SCIENCE,181.1,PROFICIENT,24,87.07,13.44,2019,97.84,7.8,13.23,17.99,9.14,10.46,20.19,13748,D
2022-23,1001115,20001115,2,ELA,172.9,BELOW_BASIC,42,94.39,27.83,2023,71.48,9.02,15.47,16.0,34.43,17.01,23.41,15863,B
2023-24,1001116,20001116,6,MATH,328.0,BASIC,79,84.13,15.05,2022,89.97,1.74,12.25,18.58,13.88,0.55,21.59,30017,D
2022-23,1001117,20001117,2,SOCIAL_STUDIES,212.6,PROFICIENT,26,96.22,33.31,2023,94.0,6.85,11.34,16.13,23.55,2.5,13.62,15112,B
2021-22,1001118,20001118,7,ELA,263.1,PROFICIENT,8,86.92,25.93,2020,85.12,7.45,0.06,20.65,29.75,7.73,16.23,12329,D
2024-25,1001119,20001119,12,ELA,223.0,BASIC,83,84.15,7.37,2022,71.25,4.85,19.43,13.48,21.04,10.82,17.71,11994,F
2021-22,1001120,20001120,1,ELA,253.6,PROFICIENT,49,81.87,8.15,2021,82.31,7.83,12.01,11.97,20.8,2.91,20.3,16022,C
2021-22,1001121,20001121,12,SOCIAL_STUDIES,307.6,BASIC,17,93.21,6.22,2022,90.16,9.45,23.08,6.57,14.22,10.75,12.24,17369,D
2024-25,1001122,20001122,3,ELA,236.2,PROFICIENT,73,83.32,28.85,2016,88.31,4.34,23.82,14.38,25.15,10.39,25.47,29390,C
2023-24,1001123,20001123,2,SCIENCE,228.2,ADVANCED,74,90.79,6.8,2022,91.05,2.54,14.78,13.72,9.53,12.13,11.77,20586,B
2021-22,1001124,20001124,1,SCIENCE,208.5,BASIC,81,96.79,14.23,2020,81.99,5.03,11.83,21.1,14.97,15.85,24.17,21828,A
2017-18,1001125,20001125,6,MATH,309.5,BELOW_BASIC,61,98.27,32.03,2021,75.24,5.93,22.39,16.89,1.36,3.33,24.61,12636,D
2017-18,1001126,20001126,1,SOCIAL_STUDIES,298.2,ADVANCED,61,80.29,7.75,2024,93.81,11.75,20.36,6.85,7.62,12.75,10.19,14619,C
2019-20,1001127,20001127,5,SCIENCE,285.6,ADVANCED,93,91.57,15.97,2018,86.71,4.37,12.6,6.52,15.2,4.62,15.76,9481,F
2018-19,1001128,20001128,12,ELA,260.7,BASIC,83,92.11,27.49,2018,96.84,7.81,17.38,6.27,12.28,0.77,19.75,7129,C
2022-23,1001129,20001129,7,SCIENCE,180.9,PROFICIENT,1,82.39,32.5,2025,74.63,6.23,6.97,17.32,19.66,10.45,10.97,11687,C
2018-19,1001130,20001130,4,SOCIAL_STUDIES,248.5,PROFICIENT,15,92.43,31.95,2024,96.31,0.63,15.67,7.58,6.84,15.9,22.92,12970,B
2024-25,1001131,20001131,5,MATH,153.2,BASIC,46,88.72,28.38,2022,62.73,3.04,19.5,13.55,19.82,3.8,13.78,18745,C
2024-25,1001132,20001132,12,ELA,308.2,BASIC,72,90.15,23.19,2020,73.88,1.11,19.18,13.78,12.84,17.81,12.37,14303,NA
2020-21,1001133,20001133,8,SCIENCE,200.0,ADVANCED,58,95.1,23.09,2016,86.96,2.8,6.7,16.13,5.72,16.2,25.85,28131,A
2019-20,1001134,20001134,7,MATH,166.8,BASIC,38,93.82,33.61,2021,85.86,1.75,19.81,11.63,29.02,9.95,23.82,16528,F
2021-22,1001135,20001135,2,MATH,190.2,ADVANCED,93,81.38,28.34,2025,93.84,0.97,24.37,12.52,26.26,12.33,19.24,14013,B
2022-23,1001136,20001136,1,MATH,281.3,PROFICIENT,66,97.21,32.6,2020,94.41,0.61,2.72,9.57,3.93,14.89,10.24,18709,C
2018-19,1001137,20001137,12,SOCIAL_STUDIES,170.0,PROFICIENT,10,87.88,10.5,2024,89.1,5.82,10.57,11.85,13.52,2.62,15.17,11485,C
2024-25,1001138,20001138,5,MATH,251.3,BELOW_BASIC,21,84.88,18.98,2024,86.25,11.78,7.84,14.48,31.07,10.55,12.87,23293,A
2020-21,1001139,20001139,6,MATH,287.3,BASIC,34,96.08,14.92,2020,79.9,6.15,6.24,18.94,29.22,4.61,18.34,13523,F
2024-25,1001140,20001140,9,SOCIAL_STUDIES,160.1,ADVANCED,31,85.72,14.83,2021,92.94,8.62,23.4,6.31,37.39,3.94,23.84,7956,C
2018-19,1001141,20001141,1,SOCIAL_STUDIES,182.7,ADVANCED,54,94.83,23.2,2017,71.6,3.95,1.57,17.08,12.57,10.08,10.21,15195,C
2019-20,1001142,20001142,11,MATH,182.6,ADVANCED,86,89.4,19.56,2016,67.74,9.5,19.71,13.77,5.17,7.95,24.04,11562,D
2021-22,1001143,20001143,11,SCIENCE,345.5,BELOW_BASIC,53,83.86,2.41,2017,89.26,5.48,13.82,16.1,4.91,1.56,16.64,14249,B
2018-19,1001144,20001144,7,MATH,159.7,PROFICIENT,10,80.42,18.81,2024,69.69,3.57,0.82,13.03,4.28,15.53,14.9,11409,D
2020-21,1001145,20001145,4,MATH,342.0,BELOW_BASIC,59,89.03,20.39,2018,93.61,7.2,17.2,17.42,35.91,13.79,15.85,27596,C
2022-23,1001146,20001146,7,ELA,223.2,PROFICIENT,55,80.72,3.0,2025,95.83,3.07,2.54,6.92,2.3,13.96,21.43,7968,C
2023-24,1001147,20001147,5,SOCIAL_STUDIES,167.0,BASIC,14,93.71,31.8,2021,77.01,11.67,11.55,6.7,37.77,17.38,17.62,28195,B
2020-21,1001148,20001148,3,ELA,301.3,BELOW_BASIC,42,93.74,13.74,2024,87.98,4.09,24.63,10.8,20.03,8.97,24.46,15639,D
2020-21,1001149,20001149,8,ELA,174.3,PROFICIENT,87,85.73,11.83,2018,93.41,4.53,13.44,10.85,30.59,3.52,14.29,18546,A
2022-23,1001150,20001150,12,ELA,200.9,BASIC,65,81.78,13.87,2017,82.52,6.24,9.92,20.98,12.43,3.42,25.54,8949,D
2022-23,1001151,20001151,3,MATH,227.3,PROFICIENT,22,98.39,24.05,2018,60.04,8.69,8.03,7.45,31.88,6.93,21.08,24877,B
2018-19,1001152,20001152,K,SCIENCE,297.1,BASIC,94,81.44,19.58,2016,62.55,3.78,10.14,21.56,9.36,0.4,11.83,30015,D
2020-21,1001153,20001153,2,ELA,271.9,BASIC,3,92.53,6.28,2020,88.15,4.58,4.55,13.63,35.27,9.86,24.81,14500,A
2024-25,1001154,20001154,11,ELA,242.0,BASIC,43,84.62,14.45,2024,76.02,10.76,13.37,19.46,3.98,3.37,16.18,29881,B
2022-23,1001155,20001155,10,SCIENCE,268.5,BASIC,22,89.74,4.66,2024,90.57,6.61,15.27,14.26,6.98,7.39,16.56,21529,A
2020-21,1001156,20001156,5,SOCIAL_STUDIES,160.2,BELOW_BASIC,45,95.28,32.27,2021,72.32,5.94,24.64,7.43,13.7,12.63,19.32,27143,C
2017-18,1001157,20001157,4,MATH,215.5,PROFICIENT,32,93.11,17.1,2022,64.75,4.93,1.13,19.04,31.05,3.14,20.72,18703,A
2021-22,1001158,20001158,8,SOCIAL_STUDIES,335.5,BELOW_BASIC,99,83.76,34.28,2016,83.14,0.66,23.9,18.38,2.22,7.88,12.13,11220,B
2018-19,1001159,20001159,3,SOCIAL_STUDIES,186.0,PROFICIENT,96,95.9,15.96,2021,71.53,10.43,9.92,12.62,5.58,14.28,13.62,25499,F
2018-19,1001160,20001160,8,SCIENCE,193.3,BASIC,23,95.33,6.98,2017,62.96,0.12,8.01,13.94,8.81,8.38,12.11,11502,D
2017-18,1001161,20001161,3,SOCIAL_STUDIES,316.0,BASIC,44,93.82,8.55,2018,88.87,1.8,13.1,7.37,5.97,5.43,24.85,7666,A
2023-24,1001162,20001162,8,SOCIAL_STUDIES,246.9,BELOW_BASIC,71,99.46,2.09,2020,82.13,0.48,9.55,17.73,13.13,15.15,15.14,11017,A
2022-23,1001163,20001163,K,MATH,321.9,BELOW_BASIC,3,92.15,8.88,2021,68.96,9.33,3.71,15.18,14.09,15.86,14.47,11875,C
2021-22,1001164,20001164,1,ELA,260.1,BASIC,28,99.43,5.0,2025,67.58,7.89,14.87,17.82,36.04,3.16,12.97,16582,B
2021-22,1001165,20001165,4,SOCIAL_STUDIES,257.7,PROFICIENT,58,87.98,17.54,2018,60.08,4.92,21.72,20.34,27.05,4.45,14.11,13436,B
2022-23,1001166,20001166,6,SOCIAL_STUDIES,322.9,PROFICIENT,28,93.03,26.55,2021,71.5,9.63,8.7,6.74,21.99,15.13,20.68,12235,B
2019-20,1001167,20001167,2,SOCIAL_STUDIES,175.2,PROFICIENT,69,89.9,2.39,2024,79.86,0.38,8.52,17.19,20.78,4.36,10.59,21348,D
2017-18,1001168,20001168,8,SOCIAL_STUDIES,239.9,ADVANCED,32,99.17,17.0,2018,64.76,1.19,9.87,13.92,20.02,5.93,22.0,30135,A
2019-20,1001169,20001169,9,SCIENCE,320.3,BELOW_BASIC,14,88.48,33.96,2018,90.56,0.4,4.93,16.11,6.56,1.2,20.33,17730,A
2019-20,1001170,20001170,6,SCIENCE,318.1,BASIC,70,90.22,17.52,2022,64.47,9.56,24.91,6.94,31.65,12.16,14.19,28326,B
2019-20,1001171,20001171,8,ELA,232.1,ADVANCED,95,81.79,19.3,2023,93.38,8.66,7.76,11.53,25.0,17.21,12.61,17184,B
2024-25,1001172,20001172,1,SOCIAL_STUDIES,223.7,PROFICIENT,31,95.79,20.03,2020,88.02,4.15,16.2,6.11,22.72,9.33,13.23,7440,A
2022-23,1001173,20001173,1,SOCIAL_STUDIES,305.5,ADVANCED,60,86.28,20.94,2018,80.41,10.74,5.97,8.45,26.73,17.56,13.45,17090,F
2022-23,1001174,20001174,5,MATH,255.7,PROFICIENT,69,91.72,28.35,2020,63.44,5.46,13.14,13.98,21.52,11.38,21.24,18970,A
2021-22,1001175,20001175,8,MATH,200.0,BASIC,8,90.66,10.92,2023,83.75,3.46,11.8,6.28,23.76,2.53,25.0,22071,F
2021-22,1001176,20001176,2,SOCIAL_STUDIES,294.5,BELOW_BASIC,48,83.78,2.1,2024,60.67,11.99,22.87,13.04,25.77,6.43,11.07,23675,F
2024-25,1001177,20001177,1,MATH,302.8,BASIC,90,82.01,8.8,2020,69.97,3.25,15.04,19.89,23.27,17.01,20.07,9353,C
2020-21,1001178,20001178,K,SCIENCE,286.8,BELOW_BASIC,35,84.28,7.98,2023,63.79,3.99,4.33,16.73,18.54,2.0,19.59,12998,B
2024-25,1001179,20001179,4,MATH,254.8,BELOW_BASIC,46,98.8,3.41,2025,64.6,0.49,2.67,10.36,3.97,11.16,20.59,7448,B
2024-25,1001180,20001180,6,MATH,157.0,PROFICIENT,93,97.73,32.39,2022,83.51,6.14,12.51,6.54,25.5,13.56,25.86,7295,B
2022-23,1001181,20001181,1,ELA,196.4,BELOW_BASIC,84,80.37,14.4,2024,84.47,8.22,2.01,12.08,16.79,15.31,14.11,13849,B
2021-22,1001182,20001182,5,SCIENCE,267.3,BASIC,31,87.1,26.82,2016,68.73,3.89,5.82,19.49,11.55,5.89,15.78,13467,B
2022-23,1001183,20001183,K,SCIENCE,207.5,BASIC,48,99.13,30.81,2017,89.78,9.45,11.61,13.0,5.62,5.5,15.47,8327,A
2022-23,1001184,20001184,3,MATH,295.7,BELOW_BASIC,90,86.83,31.69,2025,78.22,9.67,18.86,13.5,21.35,14.45,12.02,31934,NA
2020-21,1001185,20001185,7,MATH,252.0,PROFICIENT,88,82.4,24.5,2025,91.32,6.85,23.56,18.51,8.04,9.92,10.59,15558,C
2017-18,1001186,20001186,1,ELA,161.9,PROFICIENT,87,94.17,12.61,2020,65.38,9.27,8.91,8.03,19.73,15.48,23.19,28259,F
2017-18,1001187,20001187,9,ELA,347.5,BELOW_BASIC,42,96.95,3.73,2020,81.5,10.15,9.92,12.29,25.65,4.46,13.59,7712,A
2022-23,1001188,20001188,10,SCIENCE,173.2,BASIC,28,86.21,30.27,2023,88.15,1.52,4.76,13.73,19.85,5.06,21.73,21475,A
2018-19,1001189,20001189,12,SOCIAL_STUDIES,154.5,PROFICIENT,5,85.29,11.03,2020,72.45,5.63,12.38,16.86,26.91,9.79,19.25,18043,A
2018-19,1001190,20001190,6,ELA,229.5,BELOW_BASIC,72,91.09,29.29,2025,86.61,1.8,12.08,16.37,1.08,17.17,15.13,12203,F
2018-19,1001191,20001191,12,SCIENCE,262.1,PROFICIENT,81,98.04,7.76,2021,66.0,11.85,13.39,10.46,2.94,14.3,14.41,22651,B
2024-25,1001192,20001192,11,SCIENCE,282.1,BASIC,50,81.22,3.21,2023,90.15,2.17,23.45,20.4,32.5,11.58,20.75,26319,C
2020-21,1001193,20001193,3,MATH,319.7,BASIC,54,90.72,22.74,2024,91.72,3.65,11.55,6.07,35.67,6.56,13.89,26408,C
2023-24,1001194,20001194,11,ELA,154.4,BASIC,45,91.03,2.27,2024,65.6,10.84,22.39,20.07,33.12,9.55,24.6,26288,A
2020-21,1001195,20001195,5,SOCIAL_STUDIES,200.6,BASIC,81,92.24,30.28,2025,62.4,10.2,8.95,19.7,17.42,8.73,24.71,28627,D
2019-20,1001196,20001196,7,ELA,303.5,PROFICIENT,67,80.96,3.61,2021,60.02,2.63,21.26,18.67,14.84,6.41,19.88,19544,B
2023-24,1001197,20001197,8,ELA,334.6,BELOW_BASIC,22,83.57,14.07,2021,66.3,9.93,5.04,20.06,36.99,13.29,16.63,21105,NA
2022-23,1001198,20001198,4,ELA,271.0,BELOW_BASIC,8,87.32,30.99,2017,75.61,9.08,20.36,6.25,14.99,5.4,21.82,16180,B
2024-25,1001199,20001199,10,SOCIAL_STUDIES,194.7,BASIC,17,87.97,18.66,2020,79.41,4.34,18.77,21.77,29.94,2.91,24.04,29864,NA
2020-21,1001200,20001200,2,MATH,175.9,BELOW_BASIC,30,96.36,2.51,2018,91.49,11.67,24.4,7.42,30.32,9.85,23.47,24337,C
2019-20,1001201,20001201,2,SCIENCE,276.5,PROFICIENT,49,80.57,2.98,2023,91.43,2.45,21.09,14.89,27.48,1.66,24.46,14339,C
2018-19,1001202,20001202,5,MATH,345.1,BELOW_BASIC,98,85.81,13.67,2018,76.78,1.64,23.61,19.39,9.45,5.45,13.19,18177,B
2017-18,1001203,20001203,8,ELA,226.1,PROFICIENT,22,83.41,29.87,2025,80.81,4.73,23.93,16.17,16.55,15.93,25.44,12276,C
2021-22,1001204,20001204,12,MATH,217.0,PROFICIENT,87,90.21,5.45,2025,81.19,6.92,1.01,10.19,27.98,1.85,14.5,28374,D
2024-25,1001205,20001205,4,ELA,261.1,BASIC,17,93.56,19.29,2017,78.27,3.07,16.91,18.71,12.62,1.6,19.64,20860,B
2023-24,1001206,20001206,6,SOCIAL_STUDIES,288.2,BASIC,20,95.63,31.77,2019,69.85,3.08,0.75,7.03,20.56,7.69,21.85,23207,A
2024-25,1001207,20001207,2,SOCIAL_STUDIES,153.1,ADVANCED,92,93.61,33.19,2024,77.98,11.11,12.84,18.23,19.63,13.35,19.68,31868,D
2017-18,1001208,20001208,5,SCIENCE,225.3,ADVANCED,6,84.39,33.21,2021,96.08,5.55,19.72,20.85,3.93,6.57,19.09,20415,C
2023-24,1001209,20001209,8,SOCIAL_STUDIES,153.7,PROFICIENT,16,80.5,23.84,2020,82.52,11.04,19.51,21.6,29.11,8.84,15.06,16604,A
2019-20,1001210,20001210,8,SCIENCE,263.4,BASIC,34,80.4,9.39,2021,97.52,9.81,15.77,17.76,10.01,14.96,21.44,26542,NA
2021-22,1001211,20001211,2,SCIENCE,230.1,BELOW_BASIC,47,94.89,10.34,2016,72.58,0.23,20.54,10.17,29.78,4.52,20.66,15531,A
2019-20,1001212,20001212,1,SCIENCE,231.6,PROFICIENT,56,83.02,16.59,2019,89.42,2.48,13.74,13.25,37.58,3.37,12.07,31068,B
2022-23,1001213,20001213,2,SOCIAL_STUDIES,181.8,BASIC,53,85.05,21.73,2017,67.24,3.43,0.1,17.27,19.1,1.13,13.79,28023,C
2024-25,1001214,20001214,K,ELA,296.6,BASIC,26,97.2,6.56,2018,85.66,11.08,1.92,9.43,26.03,17.99,11.62,20351,A
2017-18,1001215,20001215,2,SCIENCE,262.6,BELOW_BASIC,62,98.92,8.27,2025,66.41,10.06,15.07,12.94,28.54,6.09,10.36,27864,B
2021-22,1001216,20001216,2,ELA,294.4,PROFICIENT,17,91.56,31.72,2021,96.14,2.9,19.48,10.04,7.07,4.37,19.51,14192,C
2018-19,1001217,20001217,3,MATH,246.9,BASIC,21,97.56,12.58,2016,87.93,3.39,18.32,7.89,23.9,9.92,12.78,14986,A
2022-23,1001218,20001218,10,ELA,184.2,PROFICIENT,50,95.37,21.93,2020,86.58,3.3,3.06,9.46,23.02,3.89,16.54,26472,D
2018-19,1001219,20001219,12,ELA,260.7,BASIC,74,89.58,6.07,2022,62.82,1.85,23.71,12.74,36.22,13.0,14.58,31671,D
2017-18,1001220,20001220,12,SCIENCE,234.2,BELOW_BASIC,59,92.51,3.93,2018,82.65,6.9,20.36,21.89,5.02,4.01,18.92,30031,F
2019-20,1001221,20001221,11,ELA,231.0,BASIC,54,86.49,16.35,2018,93.76,1.1,6.85,6.28,26.88,17.31,23.85,22825,A
2021-22,1001222,20001222,6,ELA,276.6,PROFICIENT,58,98.53,24.49,2019,62.35,8.96,4.45,17.28,14.9,10.63,24.3,8282,D
2022-23,1001223,20001223,12,MATH,271.3,BASIC,76,96.3,21.5,2025,82.62,8.51,15.64,12.99,17.24,2.79,25.54,24662,B
2020-21,1001224,20001224,11,SOCIAL_STUDIES,159.8,ADVANCED,3,92.7,18.24,2024,68.55,11.29,0.16,19.5,11.52,3.11,15.04,30711,D
2022-23,1001225,20001225,11,SOCIAL_STUDIES,161.5,PROFICIENT,41,93.04,5.08,2020,82.9,1.83,15.89,16.67,29.44,9.53,16.15,19371,B
2019-20,1001226,20001226,2,ELA,209.3,BASIC,10,99.08,7.32,2019,77.25,10.58,2.06,6.17,2.03,9.05,15.81,16524,B
2019-20,1001227,20001227,5,SCIENCE,298.6,PROFICIENT,48,81.5,29.61,2022,97.84,4.87,14.87,20.21,24.75,15.44,16.08,9603,B
2021-22,1001228,20001228,2,MATH,305.3,BELOW_BASIC,95,82.25,25.04,2025,74.54,3.36,16.13,11.77,7.88,1.03,22.78,29811,D
2023-24,1001229,20001229,2,SOCIAL_STUDIES,162.7,BELOW_BASIC,48,85.51,18.5,2016,73.11,6.96,12.44,19.72,23.67,13.58,22.85,15075,D
2023-24,1001230,20001230,8,MATH,266.4,BASIC,24,97.18,24.04,2024,92.77,9.45,21.62,14.55,26.58,7.79,17.33,20801,B
2021-22,1001231,20001231,11,ELA,221.2,BASIC,73,92.98,9.67,2021,70.47,5.75,4.93,14.08,9.22,9.46,23.41,27131,A
2019-20,1001232,20001232,1,MATH,342.0,BASIC,74,86.53,19.61,2021,82.02,11.68,24.92,14.29,18.13,16.42,24.33,25152,F
2022-23,1001233,20001233,8,SOCIAL_STUDIES,287.2,PROFICIENT,54,98.13,22.33,2025,77.95,10.01,23.97,15.14,37.35,9.94,14.17,7585,B
2022-23,1001234,20001234,10,ELA,192.4,BASIC,63,98.64,9.92,2023,85.75,6.45,20.85,11.3,26.45,15.2,20.35,24061,A
2019-20,1001235,20001235,4,MATH,217.4,BELOW_BASIC,56,92.06,23.47,2016,84.14,5.13,18.73,11.98,10.87,1.67,24.99,20889,D
