ph_disease_report_week,ph_disease_country_iso2,ph_disease_region_nuts_code,ph_disease_pathogen_code,ph_disease_case_definition_code,ph_disease_cases_count,ph_disease_hospitalisations_count,ph_disease_icu_admissions_count,ph_disease_deaths_count,ph_disease_incidence_per_100k,ph_disease_test_positivity_pct,ph_disease_variant_lineage_code,ph_disease_vaccine_breakthrough_share_pct,ph_disease_outbreak_setting_code,ph_disease_contact_tracing_coverage_pct,ph_disease_time_to_report_days_median,ph_disease_ecdc_dataset_code,ph_disease_data_quality_flag,ph_disease_revision_round,ph_disease_data_extract_date
2018-W47,HR,LT72,SARS_COV_2,CONFIRMED,660,27,9,1,117.76,18.02,NONE,12.46,CARE_HOME,47.87,12.54,ECDC_TESSy,OK,SECOND,2026-02-22
2018-W48,DE,DK23,INFLUENZA_A,PROBABLE,87,11,1,0,47.811,6.64,RSV_A,5.17,HOSPITAL,54.57,15.21,ECDC_FOODBORNE,REVISED,FIRST,2026-02-02
2018-W49,LU,EE980,INFLUENZA_B,POSSIBLE,10,0,0,0,30.445,2.11,JN_1,10.57,COMMUNITY,85.02,10.61,ECDC_RESPIRATORY,PARTIAL,FLASH,2025-08-23
2018-W50,SI,HR4,RSV,CONFIRMED,761,98,16,4,10.798,16.96,BA_2,10.84,TRAVEL_RELATED,64.65,6.84,ECDC_AMR,IMPUTED,BENCHMARK,2025-02-10
2018-W51,CY,LV298,NOROVIRUS,PROBABLE,182,10,1,0,167.661,13.58,RSV_B,4.59,FOODBORNE,53.14,5.53,ECDC_VPD,CHECK,SECOND,2025-03-02
2018-W52,GR,ES88,MEASLES,POSSIBLE,272,18,2,0,130.29,5.67,FLU_H3N2,4.19,UNKNOWN,12.31,3.48,ECDC_TESSy,OK,FIRST,2025-08-29
2019-W01,MT,BG66,PERTUSSIS,CONFIRMED,881,59,6,0,323.887,4.61,BA_5,1.33,HOUSEHOLD,49.84,3.07,ECDC_FOODBORNE,REVISED,FLASH,2024-02-26
2019-W02,ES,AT91,TB,PROBABLE,265,45,16,3,28.48,11.28,OTHER,8.48,SCHOOL,82.18,11.38,ECDC_RESPIRATORY,PARTIAL,BENCHMARK,2024-02-29
2019-W03,CZ,CZ8,SALMONELLA,POSSIBLE,706,55,10,2,197.605,18.57,FLU_H1N1,6.87,WORKPLACE,43.83,3.42,ECDC_AMR,IMPUTED,SECOND,2024-11-18
2019-W04,HU,PL575,LISTERIA,CONFIRMED,435,44,8,2,127.008,18.8,XBB_1_5,4.73,CARE_HOME,73.65,10.19,ECDC_VPD,CHECK,FIRST,2024-10-31
2019-W05,NL,CY365,SARS_COV_2,PROBABLE,400,44,14,0,72.695,4.43,NONE,36.4,HOSPITAL,42.9,7.85,ECDC_TESSy,OK,FLASH,2026-01-28
2019-W06,SE,FR998,INFLUENZA_A,POSSIBLE,669,99,8,2,212.587,18.65,RSV_A,5.63,COMMUNITY,12.6,8.14,ECDC_FOODBORNE,REVISED,BENCHMARK,2024-10-05
2019-W07,DK,BG205,INFLUENZA_B,CONFIRMED,629,66,9,1,34.793,2.76,JN_1,1.93,TRAVEL_RELATED,38.24,6.03,ECDC_RESPIRATORY,PARTIAL,SECOND,2025-11-11
2019-W08,IE,DE40,RSV,PROBABLE,626,78,14,2,26.241,9.26,BA_2,0.49,FOODBORNE,82.62,6.15,ECDC_AMR,IMPUTED,FIRST,2024-05-06
2019-W09,PL,DK542,NOROVIRUS,POSSIBLE,31,1,0,0,173.204,4.67,RSV_B,2.14,UNKNOWN,39.38,11.26,ECDC_VPD,CHECK,FLASH,2024-04-27
2019-W10,AT,LT6,MEASLES,CONFIRMED,352,52,8,0,27.265,10.1,FLU_H3N2,2.77,HOUSEHOLD,71.35,3.15,ECDC_TESSy,OK,BENCHMARK,2024-07-30
2019-W11,EE,IT401,PERTUSSIS,PROBABLE,337,35,8,1,191.921,14.63,BA_5,2.78,SCHOOL,64.4,15.89,ECDC_FOODBORNE,REVISED,SECOND,2024-12-07
2019-W12,IT,EE318,TB,POSSIBLE,56,7,1,0,5.868,15.72,OTHER,4.33,WORKPLACE,92.95,6.72,ECDC_RESPIRATORY,PARTIAL,FIRST,2024-10-16
2019-W13,PT,GR36,SALMONELLA,CONFIRMED,309,19,3,0,46.951,6.91,FLU_H1N1,0.02,CARE_HOME,76.4,11.65,ECDC_AMR,IMPUTED,FLASH,2025-03-23
2019-W14,BE,ES966,LISTERIA,PROBABLE,1174,107,7,1,256.006,1.23,XBB_1_5,0.9,HOSPITAL,67.12,11.47,ECDC_VPD,CHECK,BENCHMARK,2025-10-22
2019-W15,FI,AT879,SARS_COV_2,POSSIBLE,760,75,5,1,110.016,29.94,NONE,53.91,COMMUNITY,70.47,10.62,ECDC_TESSy,OK,SECOND,2025-11-15
2019-W16,LV,SK9,INFLUENZA_A,CONFIRMED,283,30,1,0,4.326,22.49,RSV_A,12.99,TRAVEL_RELATED,74.25,8.51,ECDC_FOODBORNE,REVISED,FIRST,2026-01-17
2019-W17,RO,CZ60,INFLUENZA_B,PROBABLE,672,78,4,0,131.797,18.01,JN_1,2.7,FOODBORNE,20.47,3.93,ECDC_RESPIRATORY,PARTIAL,FLASH,2025-03-31
2019-W18,BG,RO207,RSV,POSSIBLE,428,25,6,1,94.623,1.12,BA_2,2.61,UNKNOWN,23.53,8.93,ECDC_AMR,IMPUTED,BENCHMARK,2024-09-30
2019-W19,FR,LT84,NOROVIRUS,CONFIRMED,1078,152,29,4,127.759,8.23,RSV_B,0.46,HOUSEHOLD,28.25,1.38,ECDC_VPD,CHECK,SECOND,2025-03-25
2019-W20,LT,CZ1,MEASLES,PROBABLE,513,57,3,0,172.25,0.25,FLU_H3N2,4.2,SCHOOL,100.0,10.61,ECDC_TESSy,OK,FIRST,2025-03-25
2019-W21,SK,LT83,PERTUSSIS,POSSIBLE,399,44,11,2,213.235,7.19,BA_5,11.62,WORKPLACE,49.45,6.01,ECDC_FOODBORNE,REVISED,FLASH,2024-02-22
2019-W22,HR,BG6,TB,CONFIRMED,353,73,23,2,45.406,2.98,OTHER,2.32,CARE_HOME,69.21,10.11,ECDC_RESPIRATORY,PARTIAL,BENCHMARK,2025-11-10
2019-W23,DE,HR22,SALMONELLA,PROBABLE,561,34,8,1,21.196,13.7,FLU_H1N1,12.61,HOSPITAL,21.47,6.43,ECDC_AMR,IMPUTED,SECOND,2025-02-08
2019-W24,LU,DK138,LISTERIA,POSSIBLE,1273,167,10,0,49.66,21.94,XBB_1_5,13.33,COMMUNITY,24.02,15.82,ECDC_VPD,CHECK,FIRST,2026-02-25
2019-W25,SI,IT7,SARS_COV_2,CONFIRMED,1871,242,53,13,198.232,24.62,NONE,4.71,TRAVEL_RELATED,70.62,11.91,ECDC_TESSy,OK,FLASH,2025-01-28
2019-W26,CY,LT4,INFLUENZA_A,PROBABLE,2197,160,15,3,245.024,29.72,RSV_A,5.82,FOODBORNE,29.75,4.48,ECDC_FOODBORNE,REVISED,BENCHMARK,2025-07-07
2019-W27,GR,RO77,INFLUENZA_B,POSSIBLE,1073,150,38,3,52.819,12.09,JN_1,2.85,UNKNOWN,16.6,7.6,ECDC_RESPIRATORY,PARTIAL,SECOND,2025-08-08
2019-W28,MT,CZ64,RSV,CONFIRMED,1717,66,15,1,25.267,19.22,BA_2,9.95,HOUSEHOLD,63.43,6.68,ECDC_AMR,IMPUTED,FIRST,2024-01-22
2019-W29,ES,BE167,NOROVIRUS,PROBABLE,1228,153,10,1,127.499,8.47,RSV_B,0.91,SCHOOL,50.5,0.88,ECDC_VPD,CHECK,FLASH,2025-01-02
2019-W30,CZ,RO8,MEASLES,POSSIBLE,2591,105,6,0,85.645,22.08,FLU_H3N2,6.23,WORKPLACE,44.77,7.04,ECDC_TESSy,OK,BENCHMARK,2025-12-11
2019-W31,HU,HU99,PERTUSSIS,CONFIRMED,1988,232,39,4,124.452,4.7,BA_5,9.57,CARE_HOME,13.21,16.95,ECDC_FOODBORNE,REVISED,SECOND,2025-06-29
2019-W32,NL,SE45,TB,PROBABLE,1568,294,53,5,6.892,9.66,OTHER,3.32,HOSPITAL,35.26,3.8,ECDC_RESPIRATORY,PARTIAL,FIRST,2025-09-06
2019-W33,SE,DE4,SALMONELLA,POSSIBLE,3023,257,68,8,30.905,15.11,FLU_H1N1,12.19,COMMUNITY,24.83,6.12,ECDC_AMR,IMPUTED,FLASH,2025-11-11
2019-W34,DK,IT808,LISTERIA,CONFIRMED,560,52,7,1,23.228,21.23,XBB_1_5,12.75,TRAVEL_RELATED,31.04,15.14,ECDC_VPD,CHECK,BENCHMARK,2025-08-20
2019-W35,IE,IE107,SARS_COV_2,PROBABLE,3466,538,211,43,116.163,12.15,NONE,20.6,FOODBORNE,62.26,9.23,ECDC_TESSy,OK,SECOND,2025-07-25
2019-W36,PL,DK29,INFLUENZA_A,POSSIBLE,3308,186,9,1,100.319,19.21,RSV_A,7.53,UNKNOWN,54.25,5.93,ECDC_FOODBORNE,REVISED,FIRST,2024-03-14
2019-W37,AT,SK3,INFLUENZA_B,CONFIRMED,267,24,5,0,202.233,19.91,JN_1,5.94,HOUSEHOLD,57.83,10.68,ECDC_RESPIRATORY,PARTIAL,FLASH,2026-01-03
2019-W38,EE,IE5,RSV,PROBABLE,182,5,0,0,117.76,17.67,BA_2,10.76,SCHOOL,81.77,4.1,ECDC_AMR,IMPUTED,BENCHMARK,2024-04-10
2019-W39,IT,DE88,NOROVIRUS,POSSIBLE,424,49,3,0,42.368,19.6,RSV_B,5.65,WORKPLACE,57.95,10.75,ECDC_VPD,CHECK,SECOND,2024-02-26
2019-W40,PT,EE32,MEASLES,CONFIRMED,538,28,4,0,125.03,15.89,FLU_H3N2,4.75,CARE_HOME,61.3,1.81,ECDC_TESSy,OK,FIRST,2025-06-19
2019-W41,BE,CY31,PERTUSSIS,PROBABLE,2115,194,51,5,147.791,9.52,BA_5,10.67,HOSPITAL,80.58,13.28,ECDC_FOODBORNE,REVISED,FLASH,2025-04-26
2019-W42,FI,PT9,TB,POSSIBLE,2975,512,73,17,156.906,7.55,OTHER,11.53,COMMUNITY,63.34,8.0,ECDC_RESPIRATORY,PARTIAL,BENCHMARK,2025-07-21
2019-W43,LV,SE4,SALMONELLA,CONFIRMED,1302,130,21,3,26.762,5.66,FLU_H1N1,2.29,TRAVEL_RELATED,73.37,2.8,ECDC_AMR,IMPUTED,SECOND,2024-05-21
2019-W44,RO,DK13,LISTERIA,PROBABLE,1890,121,30,7,44.522,1.72,XBB_1_5,4.65,FOODBORNE,42.44,2.14,ECDC_VPD,CHECK,FIRST,2025-10-20
2019-W45,BG,LT174,SARS_COV_2,POSSIBLE,2875,631,183,38,113.13,6.78,NONE,46.72,UNKNOWN,40.36,3.78,ECDC_TESSy,OK,FLASH,2024-10-14
2019-W46,FR,CY36,INFLUENZA_A,CONFIRMED,3368,349,53,11,131.046,30.73,RSV_A,4.71,HOUSEHOLD,27.09,9.79,ECDC_FOODBORNE,REVISED,BENCHMARK,2024-05-28
2019-W47,LT,IE457,INFLUENZA_B,PROBABLE,3410,313,24,6,26.756,7.28,JN_1,0.14,SCHOOL,70.22,6.46,ECDC_RESPIRATORY,PARTIAL,SECOND,2024-04-27
2019-W48,SK,AT653,RSV,POSSIBLE,1218,195,15,2,7.601,18.8,BA_2,0.55,WORKPLACE,78.44,6.59,ECDC_AMR,IMPUTED,FIRST,2024-12-08
2019-W49,HR,FI91,NOROVIRUS,CONFIRMED,2756,368,37,3,275.121,10.64,RSV_B,5.47,CARE_HOME,56.64,8.95,ECDC_VPD,CHECK,FLASH,2025-07-12
2019-W50,DE,LU815,MEASLES,PROBABLE,1929,289,17,4,47.712,9.26,FLU_H3N2,7.3,HOSPITAL,27.53,12.16,ECDC_TESSy,OK,BENCHMARK,2025-05-06
2019-W51,LU,FI152,PERTUSSIS,POSSIBLE,3240,167,40,9,175.243,18.28,BA_5,11.11,COMMUNITY,64.09,8.6,ECDC_FOODBORNE,REVISED,SECOND,2024-09-25
2019-W52,SI,BG68,TB,CONFIRMED,1911,239,81,7,187.641,11.44,OTHER,3.66,TRAVEL_RELATED,84.56,7.79,ECDC_RESPIRATORY,PARTIAL,FIRST,2024-10-29
2020-W01,CY,BG14,SALMONELLA,PROBABLE,739,45,4,0,6.92,14.66,FLU_H1N1,3.51,FOODBORNE,34.95,6.9,ECDC_AMR,IMPUTED,FLASH,2024-07-20
2020-W02,GR,RO5,LISTERIA,POSSIBLE,3106,227,30,5,269.322,17.09,XBB_1_5,4.01,UNKNOWN,42.38,2.56,ECDC_VPD,CHECK,BENCHMARK,2025-09-02
2020-W03,MT,HR9,SARS_COV_2,CONFIRMED,2348,522,195,25,128.787,17.73,NONE,45.03,HOUSEHOLD,65.96,4.93,ECDC_TESSy,OK,SECOND,2025-01-19
2020-W04,ES,RO701,INFLUENZA_A,PROBABLE,2020,170,12,0,89.125,2.56,RSV_A,11.11,SCHOOL,60.64,10.24,ECDC_FOODBORNE,REVISED,FIRST,2025-03-07
2020-W05,CZ,ES781,INFLUENZA_B,POSSIBLE,1186,85,11,0,225.388,10.77,JN_1,8.27,WORKPLACE,65.6,6.31,ECDC_RESPIRATORY,PARTIAL,FLASH,2025-10-02
2020-W06,HU,PT49,RSV,CONFIRMED,1838,218,59,11,178.141,25.89,BA_2,11.98,CARE_HOME,29.85,4.04,ECDC_AMR,IMPUTED,BENCHMARK,2024-11-20
2020-W07,NL,GR429,NOROVIRUS,PROBABLE,1266,63,8,1,94.22,21.33,RSV_B,4.45,HOSPITAL,63.47,8.28,ECDC_VPD,CHECK,SECOND,2024-05-30
2020-W08,SE,LV82,MEASLES,POSSIBLE,1276,109,7,1,65.451,19.08,FLU_H3N2,4.76,COMMUNITY,28.98,3.53,ECDC_TESSy,OK,FIRST,2024-04-14
2020-W09,DK,PT99,PERTUSSIS,CONFIRMED,676,93,6,1,67.445,3.95,BA_5,5.33,TRAVEL_RELATED,66.02,10.52,ECDC_FOODBORNE,REVISED,FLASH,2025-02-02
2020-W10,IE,NL72,TB,PROBABLE,4035,832,106,25,51.315,10.66,OTHER,11.48,FOODBORNE,40.07,7.73,ECDC_RESPIRATORY,PARTIAL,BENCHMARK,2025-12-21
2020-W11,PL,IE9,SALMONELLA,POSSIBLE,4274,150,33,4,196.597,7.28,FLU_H1N1,13.06,UNKNOWN,44.68,6.52,ECDC_AMR,IMPUTED,SECOND,2024-02-27
2020-W12,AT,LU675,LISTERIA,CONFIRMED,3234,155,11,0,78.126,8.31,XBB_1_5,0.71,HOUSEHOLD,52.66,14.03,ECDC_VPD,CHECK,FIRST,2024-04-27
2020-W13,EE,SE3,SARS_COV_2,PROBABLE,185,31,2,0,185.303,11.56,NONE,39.22,SCHOOL,13.66,3.37,ECDC_TESSy,OK,FLASH,2024-07-03
2020-W14,IT,LV19,INFLUENZA_A,POSSIBLE,299,24,5,0,141.123,16.91,RSV_A,1.36,WORKPLACE,80.82,15.86,ECDC_FOODBORNE,REVISED,BENCHMARK,2025-03-04
2020-W15,PT,SE97,INFLUENZA_B,CONFIRMED,235,22,1,0,136.022,10.88,JN_1,5.81,CARE_HOME,23.18,11.86,ECDC_RESPIRATORY,PARTIAL,SECOND,2025-11-12
2020-W16,BE,DK68,RSV,PROBABLE,3469,236,58,5,172.243,1.87,BA_2,0.04,HOSPITAL,33.35,9.11,ECDC_AMR,IMPUTED,FIRST,2024-01-17
2020-W17,FI,LU83,NOROVIRUS,POSSIBLE,185,18,4,0,227.011,15.11,RSV_B,7.53,COMMUNITY,64.19,14.43,ECDC_VPD,CHECK,FLASH,2025-01-20
2020-W18,LV,HU580,MEASLES,CONFIRMED,784,66,13,3,50.937,20.65,FLU_H3N2,1.43,TRAVEL_RELATED,29.3,9.57,ECDC_TESSy,OK,BENCHMARK,2025-09-06
2020-W19,RO,SK723,PERTUSSIS,PROBABLE,389,21,2,0,69.594,11.48,BA_5,10.63,FOODBORNE,84.83,11.61,ECDC_FOODBORNE,REVISED,SECOND,2025-02-23
2020-W20,BG,LU41,TB,POSSIBLE,1646,145,20,2,27.327,1.19,OTHER,9.93,UNKNOWN,82.46,3.23,ECDC_RESPIRATORY,PARTIAL,FIRST,2025-09-25
2020-W21,FR,HU43,SALMONELLA,CONFIRMED,598,93,10,1,34.863,8.62,FLU_H1N1,12.01,HOUSEHOLD,15.25,11.44,ECDC_AMR,IMPUTED,FLASH,2024-04-22
2020-W22,LT,HR94,LISTERIA,PROBABLE,601,29,1,0,63.239,12.01,XBB_1_5,5.61,SCHOOL,25.92,13.23,ECDC_VPD,CHECK,BENCHMARK,2025-11-16
2020-W23,SK,DK5,SARS_COV_2,POSSIBLE,2525,270,66,15,21.82,2.98,NONE,8.03,WORKPLACE,90.02,0.52,ECDC_TESSy,OK,SECOND,2025-04-21
2020-W24,HR,IT2,INFLUENZA_A,CONFIRMED,2082,109,28,2,187.075,6.78,RSV_A,9.3,CARE_HOME,18.49,6.17,ECDC_FOODBORNE,REVISED,FIRST,2025-02-26
2020-W25,DE,ES27,INFLUENZA_B,PROBABLE,1807,228,29,5,106.894,22.48,JN_1,12.07,HOSPITAL,86.63,6.06,ECDC_RESPIRATORY,PARTIAL,FLASH,2024-09-04
2020-W26,LU,CY2,RSV,POSSIBLE,2273,111,12,3,157.402,6.15,BA_2,3.42,COMMUNITY,68.32,6.79,ECDC_AMR,IMPUTED,BENCHMARK,2024-02-11
2020-W27,SI,MT524,NOROVIRUS,CONFIRMED,838,47,12,1,46.004,3.67,RSV_B,6.5,TRAVEL_RELATED,40.62,10.58,ECDC_VPD,CHECK,SECOND,2025-04-14
2020-W28,CY,LV13,MEASLES,PROBABLE,866,26,2,0,137.398,5.52,FLU_H3N2,11.69,FOODBORNE,16.01,8.57,ECDC_TESSy,OK,FIRST,2024-12-05
2020-W29,GR,BG77,PERTUSSIS,POSSIBLE,1357,135,23,4,86.293,6.76,BA_5,8.12,UNKNOWN,74.46,13.21,ECDC_FOODBORNE,REVISED,FLASH,2025-01-22
2020-W30,MT,SE205,TB,CONFIRMED,1753,297,102,20,196.367,8.75,OTHER,4.98,HOUSEHOLD,30.82,8.41,ECDC_RESPIRATORY,PARTIAL,BENCHMARK,2024-12-15
2020-W31,ES,LU965,SALMONELLA,PROBABLE,814,81,4,0,208.698,4.25,FLU_H1N1,2.68,SCHOOL,25.41,8.79,ECDC_AMR,IMPUTED,SECOND,2025-07-22
2020-W32,CZ,ES39,LISTERIA,POSSIBLE,1463,216,44,11,27.159,12.69,XBB_1_5,4.98,WORKPLACE,13.77,4.32,ECDC_VPD,CHECK,FIRST,2025-01-03
2020-W33,HU,ES421,SARS_COV_2,CONFIRMED,1901,280,36,6,127.127,4.56,NONE,17.68,CARE_HOME,76.92,1.01,ECDC_TESSy,OK,FLASH,2025-12-15
2020-W34,NL,AT559,INFLUENZA_A,PROBABLE,2211,237,12,2,135.185,6.59,RSV_A,8.44,HOSPITAL,20.3,9.83,ECDC_FOODBORNE,REVISED,BENCHMARK,2024-09-04
2020-W35,SE,EE519,INFLUENZA_B,POSSIBLE,382,58,9,0,101.444,25.17,JN_1,6.05,COMMUNITY,58.09,2.63,ECDC_RESPIRATORY,PARTIAL,SECOND,2025-01-07
2020-W36,DK,CZ4,RSV,CONFIRMED,1102,148,17,3,3.226,3.25,BA_2,8.93,TRAVEL_RELATED,17.91,4.76,ECDC_AMR,IMPUTED,FIRST,2026-01-07
2020-W37,IE,NL67,NOROVIRUS,PROBABLE,1921,61,10,1,84.722,2.58,RSV_B,13.66,FOODBORNE,72.49,6.87,ECDC_VPD,CHECK,FLASH,2024-06-14
2020-W38,PL,DE97,MEASLES,POSSIBLE,767,74,9,1,66.742,16.23,FLU_H3N2,9.55,UNKNOWN,20.39,10.96,ECDC_TESSy,OK,BENCHMARK,2025-02-12
2020-W39,AT,HU34,PERTUSSIS,CONFIRMED,1810,144,24,2,178.671,0.93,BA_5,10.51,HOUSEHOLD,31.06,9.92,ECDC_FOODBORNE,REVISED,SECOND,2024-10-05
2020-W40,EE,DK113,TB,PROBABLE,1476,290,52,7,57.37,1.48,OTHER,11.73,SCHOOL,69.19,2.64,ECDC_RESPIRATORY,PARTIAL,FIRST,2024-02-23
2020-W41,IT,LT9,SALMONELLA,POSSIBLE,1348,119,27,7,117.084,9.78,FLU_H1N1,3.83,WORKPLACE,61.4,12.14,ECDC_AMR,IMPUTED,FLASH,2024-08-11
2020-W42,PT,GR1,LISTERIA,CONFIRMED,1483,226,41,1,17.428,13.19,XBB_1_5,11.52,CARE_HOME,54.46,1.75,ECDC_VPD,CHECK,BENCHMARK,2024-08-13
2020-W43,BE,HU344,SARS_COV_2,PROBABLE,867,50,10,0,144.236,15.65,NONE,24.84,HOSPITAL,18.44,5.57,ECDC_TESSy,OK,SECOND,2025-07-08
2020-W44,FI,LT3,INFLUENZA_A,POSSIBLE,1540,217,51,5,320.665,3.06,RSV_A,12.12,COMMUNITY,64.28,11.29,ECDC_FOODBORNE,REVISED,FIRST,2024-07-28
2020-W45,LV,SK20,INFLUENZA_B,CONFIRMED,13,1,0,0,42.903,23.23,JN_1,11.49,TRAVEL_RELATED,36.58,0.69,ECDC_RESPIRATORY,PARTIAL,FLASH,2025-05-08
2020-W46,RO,FI92,RSV,PROBABLE,581,49,12,0,101.728,6.56,BA_2,10.48,FOODBORNE,52.38,5.78,ECDC_AMR,IMPUTED,BENCHMARK,2026-01-12
2020-W47,BG,PL82,NOROVIRUS,POSSIBLE,18,1,0,0,121.693,18.95,RSV_B,2.92,UNKNOWN,19.95,1.43,ECDC_VPD,CHECK,SECOND,2025-10-19
2020-W48,FR,IT558,MEASLES,CONFIRMED,785,39,10,2,179.992,3.16,FLU_H3N2,1.84,HOUSEHOLD,69.3,6.31,ECDC_TESSy,OK,FIRST,2025-06-14
2020-W49,LT,PL43,PERTUSSIS,PROBABLE,544,59,9,0,18.064,17.82,BA_5,0.67,SCHOOL,64.28,2.87,ECDC_FOODBORNE,REVISED,FLASH,2025-07-31
2020-W50,SK,FI90,TB,POSSIBLE,281,10,3,0,73.85,17.76,OTHER,11.8,WORKPLACE,84.21,7.96,ECDC_RESPIRATORY,PARTIAL,BENCHMARK,2025-11-16
2020-W51,HR,HU50,SALMONELLA,CONFIRMED,357,25,3,0,31.225,12.25,FLU_H1N1,0.83,CARE_HOME,41.06,1.46,ECDC_AMR,IMPUTED,SECOND,2024-05-04
2020-W52,DE,DE993,LISTERIA,PROBABLE,515,23,2,0,204.891,14.29,XBB_1_5,5.66,HOSPITAL,19.68,11.93,ECDC_VPD,CHECK,FIRST,2025-03-11
2021-W01,LU,PL15,SARS_COV_2,POSSIBLE,210,9,1,0,70.459,16.26,NONE,18.38,COMMUNITY,18.82,11.05,ECDC_TESSy,OK,FLASH,2024-02-04
2021-W02,SI,FR89,INFLUENZA_A,CONFIRMED,97,10,0,0,234.089,26.13,RSV_A,13.17,TRAVEL_RELATED,25.17,14.96,ECDC_FOODBORNE,REVISED,BENCHMARK,2026-01-24
2021-W03,CY,CZ54,INFLUENZA_B,PROBABLE,291,22,3,0,58.611,7.94,JN_1,10.02,FOODBORNE,81.12,1.6,ECDC_RESPIRATORY,PARTIAL,SECOND,2025-01-22
2021-W04,GR,LV2,RSV,POSSIBLE,39,3,0,0,47.932,20.84,BA_2,0.04,UNKNOWN,58.36,10.71,ECDC_AMR,IMPUTED,FIRST,2024-07-27
2021-W05,MT,PL6,NOROVIRUS,CONFIRMED,233,15,0,0,85.496,16.18,RSV_B,0.05,HOUSEHOLD,62.37,1.78,ECDC_VPD,CHECK,FLASH,2025-07-19
2021-W06,ES,SE19,MEASLES,PROBABLE,517,29,3,0,168.701,2.68,FLU_H3N2,8.08,SCHOOL,90.95,11.21,ECDC_TESSy,OK,BENCHMARK,2024-04-07
2021-W07,CZ,CY38,PERTUSSIS,POSSIBLE,1032,92,15,1,13.674,11.71,BA_5,3.84,WORKPLACE,19.91,6.19,ECDC_FOODBORNE,REVISED,SECOND,2024-09-11
2021-W08,HU,HU677,TB,CONFIRMED,65,6,1,0,17.278,16.07,OTHER,7.47,CARE_HOME,32.89,9.27,ECDC_RESPIRATORY,PARTIAL,FIRST,2024-01-23
2021-W09,NL,BE3,SALMONELLA,PROBABLE,312,16,1,0,67.695,18.44,FLU_H1N1,10.69,HOSPITAL,36.96,11.13,ECDC_AMR,IMPUTED,FLASH,2024-06-08
2021-W10,SE,GR901,LISTERIA,POSSIBLE,138,10,1,0,196.587,9.93,XBB_1_5,0.79,COMMUNITY,44.3,12.66,ECDC_VPD,CHECK,BENCHMARK,2024-06-06
2021-W11,DK,LU5,SARS_COV_2,CONFIRMED,1166,49,7,1,158.01,19.08,NONE,12.91,TRAVEL_RELATED,65.82,5.24,ECDC_TESSy,OK,SECOND,2025-07-20
2021-W12,IE,SE2,INFLUENZA_A,PROBABLE,65,5,1,0,5.477,26.88,RSV_A,0.03,FOODBORNE,52.77,1.58,ECDC_FOODBORNE,REVISED,FIRST,2024-04-02
2021-W13,PL,LT183,INFLUENZA_B,POSSIBLE,271,9,0,0,12.429,27.86,JN_1,5.08,UNKNOWN,32.07,3.48,ECDC_RESPIRATORY,PARTIAL,FLASH,2025-04-28
2021-W14,AT,LT760,RSV,CONFIRMED,509,37,6,1,139.856,29.53,BA_2,12.36,HOUSEHOLD,34.81,4.38,ECDC_AMR,IMPUTED,BENCHMARK,2025-02-03
2021-W15,EE,CZ46,NOROVIRUS,PROBABLE,39,2,0,0,67.022,3.45,RSV_B,1.72,SCHOOL,28.36,10.77,ECDC_VPD,CHECK,SECOND,2024-09-04
2021-W16,IT,DK898,MEASLES,POSSIBLE,332,32,7,0,99.681,16.79,FLU_H3N2,6.35,WORKPLACE,61.08,9.43,ECDC_TESSy,OK,FIRST,2024-06-22
2021-W17,PT,BG387,PERTUSSIS,CONFIRMED,2248,270,44,4,42.107,2.97,BA_5,13.24,CARE_HOME,63.02,7.7,ECDC_FOODBORNE,REVISED,FLASH,2025-06-29
2021-W18,BE,DE9,TB,PROBABLE,1501,300,89,10,187.699,6.84,OTHER,7.41,HOSPITAL,56.85,4.01,ECDC_RESPIRATORY,PARTIAL,BENCHMARK,2025-01-03
2021-W19,FI,AT87,SALMONELLA,POSSIBLE,2466,99,23,5,4.396,1.0,FLU_H1N1,4.43,COMMUNITY,50.58,8.5,ECDC_AMR,IMPUTED,SECOND,2025-02-16
2021-W20,LV,DK35,LISTERIA,CONFIRMED,604,96,16,1,2.848,14.06,XBB_1_5,10.02,TRAVEL_RELATED,72.61,9.85,ECDC_VPD,CHECK,FIRST,2025-04-29
2021-W21,RO,SE357,SARS_COV_2,PROBABLE,292,23,4,1,155.342,7.65,NONE,2.16,FOODBORNE,24.26,8.06,ECDC_TESSy,OK,FLASH,2024-03-23
2021-W22,BG,BE28,INFLUENZA_A,POSSIBLE,3935,310,55,9,233.16,5.58,RSV_A,11.05,UNKNOWN,25.09,14.71,ECDC_FOODBORNE,REVISED,BENCHMARK,2025-11-17
2021-W23,FR,DE305,INFLUENZA_B,CONFIRMED,2829,261,24,5,104.449,19.66,JN_1,11.87,HOUSEHOLD,62.9,3.31,ECDC_RESPIRATORY,PARTIAL,SECOND,2025-09-01
2021-W24,LT,GR6,RSV,PROBABLE,1486,94,14,2,77.493,18.76,BA_2,7.55,SCHOOL,72.77,8.14,ECDC_AMR,IMPUTED,FIRST,2024-02-25
2021-W25,SK,CZ146,NOROVIRUS,POSSIBLE,1464,163,40,1,83.487,5.1,RSV_B,13.45,WORKPLACE,82.0,8.66,ECDC_VPD,CHECK,FLASH,2026-01-01
2021-W26,HR,ES388,MEASLES,CONFIRMED,3814,329,57,11,106.689,19.26,FLU_H3N2,10.42,CARE_HOME,29.04,1.43,ECDC_TESSy,OK,BENCHMARK,2024-05-08
