env_hazard_event_start_date,env_hazard_event_end_date,env_hazard_hazard_type_code,env_hazard_ndma_disaster_number,env_hazard_impact_area_polygon_id,env_hazard_fatalities_direct,env_hazard_fatalities_indirect,env_hazard_injuries_reported,env_hazard_property_damage_inr,env_hazard_crop_damage_inr,env_hazard_insured_loss_inr,env_hazard_evacuation_order_flag,env_hazard_power_outage_customers_peak,env_hazard_shelter_population_peak,env_hazard_flood_depth_max_ft,env_hazard_wind_gust_max_kmph,env_hazard_drought_severity_index,env_hazard_heat_index_max_f,env_hazard_snowfall_total_in,env_hazard_event_narrative_code
2019-08-31,2019-09-09,landslide,NDMA-9726-77,IN-POLY-00001042,0,0,15,5800501,1289226,1876729,1,398526,4559,5.6,78,1.61,103,1.1,ndma_sitrep
2021-03-14,2021-03-20,flood,NDMA-6300-62,IN-POLY-00001043,2,2,9,28774566,1817924,9815422,0,75660,17188,2.0,135,0.0,110,3.9,ndma_sitrep
2011-08-22,2011-09-07,heatwave,NDMA-8633-87,IN-POLY-00001044,3,0,17,915741,90413,250673,0,82741,33434,5.3,59,1.46,97,1.2,media_digest
2011-04-01,2011-04-07,heatwave,NDMA-5643-74,IN-POLY-00001045,0,2,10,8585085,4765407,1353277,0,99964,4926,2.4,21,2.24,95,5.1,ndma_sitrep
2010-12-20,2010-12-24,cloudburst,NDMA-9432-43,IN-POLY-00001046,0,0,9,2492956,715535,1088711,1,71386,2424,0.2,58,0.35,109,2.1,ndma_sitrep
2015-10-14,2015-10-24,heatwave,NDMA-4737-64,IN-POLY-00001047,0,1,10,2941831,809342,332437,1,39403,2658,2.8,60,0.34,114,7.5,ndma_sitrep
2021-06-11,2021-07-01,wildfire,NDMA-1574-79,IN-POLY-00001048,0,1,12,3268889,718155,1421779,0,51541,3910,6.0,83,1.31,114,11.1,state_relief_note
2025-05-26,2025-06-13,flood,NDMA-8981-46,IN-POLY-00001049,0,0,6,4155230,1191635,274603,0,28213,7004,0.8,84,4.33,94,0.5,ndma_sitrep
2021-06-27,2021-07-13,heatwave,NDMA-1790-25,IN-POLY-00001050,1,1,9,2214184,1764273,324207,1,68692,42932,6.4,50,2.92,106,0.6,rapid_assessment
2018-04-01,2018-04-14,drought,NDMA-8686-53,IN-POLY-00001051,1,0,12,2571465,3026555,763987,1,43298,18942,3.0,78,0.79,110,4.5,impact_brief_b
2016-04-04,2016-04-19,flood,NDMA-4502-90,IN-POLY-00001052,1,0,14,22943885,267537,6428991,1,117324,2399,3.6,74,2.19,81,2.6,media_digest
2013-07-17,2013-07-20,earthquake,NDMA-5747-81,IN-POLY-00001053,2,0,12,3763312,5407380,1122805,0,67439,54672,0.9,75,4.75,125,2.4,rapid_assessment
2016-03-23,2016-04-02,wildfire,NDMA-6128-53,IN-POLY-00001054,1,0,17,5415320,4003019,1829735,0,78272,44743,3.3,51,1.69,119,9.8,impact_brief_a
2015-06-01,2015-06-13,drought,NDMA-9711-65,IN-POLY-00001055,3,0,12,5496411,2085213,443281,0,70585,21280,7.3,137,0.76,109,4.4,impact_brief_a
2025-09-05,2025-09-25,heatwave,NDMA-3843-82,IN-POLY-00001056,3,0,11,3224209,896768,999413,1,202609,11246,4.3,87,3.27,107,1.3,state_relief_note
2022-03-18,2022-04-03,drought,NDMA-3978-30,IN-POLY-00001057,1,0,14,3606583,764685,1230627,1,54732,24704,4.6,75,0.07,106,2.1,impact_brief_b
2026-02-15,2026-02-17,flood,NDMA-7176-79,IN-POLY-00001058,2,0,13,1382690,3053297,524288,0,147930,8292,0.0,150,0.48,92,1.5,rapid_assessment
2021-11-23,2021-12-01,flood,NDMA-1073-63,IN-POLY-00001059,0,0,12,7092544,4634903,2271804,1,89754,28914,5.1,123,2.53,100,2.7,media_digest
2016-01-13,2016-01-28,heatwave,NDMA-5813-11,IN-POLY-00001060,1,0,12,2046790,1303385,404938,0,539713,18280,1.2,70,0.0,123,1.3,state_relief_note
2015-09-01,2015-09-08,heatwave,NDMA-8072-25,IN-POLY-00001061,1,1,11,5248343,218979,1846537,0,90101,21394,1.4,64,3.54,115,1.4,media_digest
2017-11-09,2017-11-12,heatwave,NDMA-8985-29,IN-POLY-00001062,0,1,16,1774474,1658285,249504,0,629763,7201,5.3,37,0.81,124,3.1,impact_brief_b
2010-09-21,2010-09-26,flood,NDMA-2580-44,IN-POLY-00001063,3,0,19,18724959,303447,1815408,1,83391,46359,1.1,21,3.86,110,0.1,impact_brief_a
2023-04-13,2023-05-01,flood,NDMA-6404-54,IN-POLY-00001064,1,0,18,956847,353731,233787,0,85008,4692,1.4,68,3.2,112,0.9,rapid_assessment
2022-01-17,2022-01-30,storm_surge,NDMA-5347-24,IN-POLY-00001065,2,0,11,332526,7806330,73750,1,79924,71209,2.8,112,0.0,93,1.1,impact_brief_b
2021-09-22,2021-10-02,cold_wave,NDMA-9796-78,IN-POLY-00001066,0,2,21,7190490,535259,2210211,0,18784,2638,3.1,41,4.44,100,2.8,state_relief_note
2023-11-15,2023-11-30,flood,NDMA-7140-43,IN-POLY-00001067,0,0,12,27297542,2128248,8066470,0,2558,24743,6.5,134,1.87,110,0.2,state_relief_note
2023-08-23,2023-09-05,flood,NDMA-2428-24,IN-POLY-00001068,4,2,10,3074958,935120,233436,0,10940,4983,5.0,115,1.08,109,0.7,ndma_sitrep
2019-02-11,2019-02-16,cyclone,NDMA-4344-63,IN-POLY-00001069,2,1,15,1313973,1417287,400254,0,35026,2608,4.4,123,3.09,99,1.1,media_digest
2011-09-17,2011-10-07,earthquake,NDMA-2301-17,IN-POLY-00001070,2,0,8,2457718,2224338,412806,0,130242,11696,2.1,81,1.04,89,4.2,ndma_sitrep
2025-04-21,2025-05-08,flood,NDMA-2034-82,IN-POLY-00001071,1,0,8,812083,874364,280099,0,349984,40966,2.7,58,3.1,114,1.1,state_relief_note
2025-03-30,2025-04-07,storm_surge,NDMA-1837-18,IN-POLY-00001072,2,1,11,4708963,737332,1132566,0,159066,133181,4.0,77,0.69,81,4.7,impact_brief_a
2023-11-06,2023-11-08,flood,NDMA-5845-88,IN-POLY-00001073,0,0,18,4796653,608435,1402778,0,97557,8479,3.3,86,4.41,112,4.2,state_relief_note
2025-10-01,2025-10-19,heatwave,NDMA-2786-88,IN-POLY-00001074,1,1,5,4890338,1578624,1438460,0,20729,8455,3.7,107,2.56,122,2.8,state_relief_note
2016-09-04,2016-09-08,storm_surge,NDMA-4329-41,IN-POLY-00001075,0,0,17,2733145,1426189,557200,0,121117,29125,4.8,17,1.5,106,1.1,rapid_assessment
2022-12-16,2022-12-29,flood,NDMA-9188-60,IN-POLY-00001076,3,1,12,3077047,2477429,782211,1,30623,11336,5.8,120,1.29,102,10.1,impact_brief_b
2013-01-08,2013-01-18,flood,NDMA-3212-15,IN-POLY-00001077,2,0,12,7758327,346309,1967191,0,173658,31624,4.8,32,3.48,119,0.5,rapid_assessment
2010-10-15,2010-10-25,drought,NDMA-3776-21,IN-POLY-00001078,0,0,11,3873551,1648468,1336950,1,56585,18387,1.9,66,2.91,121,0.7,rapid_assessment
2019-06-21,2019-06-26,landslide,NDMA-8144-92,IN-POLY-00001079,2,0,18,4067500,3367902,852847,0,18372,3957,5.4,32,1.5,103,4.0,impact_brief_a
2019-07-19,2019-07-30,drought,NDMA-7231-24,IN-POLY-00001080,2,0,12,1788382,1508676,487984,0,49424,12422,3.1,59,2.08,112,2.8,impact_brief_b
2020-05-27,2020-06-06,drought,NDMA-9351-58,IN-POLY-00001081,5,3,10,11557949,522809,3057810,0,142453,16955,0.7,70,1.97,94,2.9,impact_brief_a
2017-04-27,2017-05-15,heatwave,NDMA-3653-19,IN-POLY-00001082,3,0,14,5089853,910555,865068,0,21737,6022,1.3,80,2.4,100,0.2,media_digest
2011-02-27,2011-03-13,landslide,NDMA-6776-29,IN-POLY-00001083,0,0,11,4105936,7241235,1821069,0,249098,29374,0.5,15,2.75,116,4.7,state_relief_note
2015-03-26,2015-04-04,flood,NDMA-2842-31,IN-POLY-00001084,0,2,13,2669709,1104986,237067,0,104700,4986,2.8,66,5.0,90,0.5,rapid_assessment
2025-09-18,2025-10-06,flood,NDMA-8699-74,IN-POLY-00001085,0,2,9,3793199,80971,734502,0,1596952,5591,2.9,86,0.5,105,1.3,state_relief_note
2019-04-23,2019-05-13,landslide,NDMA-9195-63,IN-POLY-00001086,1,0,16,6578588,433175,2864449,1,46133,696,0.7,135,0.95,70,6.5,state_relief_note
2014-03-05,2014-03-16,flood,NDMA-3994-20,IN-POLY-00001087,2,1,8,8578272,497264,2605294,0,357096,3420,3.8,133,0.86,104,0.1,rapid_assessment
2016-11-06,2016-11-13,flood,NDMA-6737-36,IN-POLY-00001088,1,1,12,1499381,2194865,169530,0,92636,3175,9.1,99,3.22,95,1.1,state_relief_note
2020-07-20,2020-07-27,earthquake,NDMA-5839-35,IN-POLY-00001089,0,0,13,2069462,166176,172472,0,81172,13892,4.1,109,0.36,119,0.6,state_relief_note
2024-12-12,2024-12-25,landslide,NDMA-7481-26,IN-POLY-00001090,0,0,9,1651969,1065460,328169,0,32378,3226,3.9,124,4.56,96,5.1,ndma_sitrep
2015-01-26,2015-02-09,drought,NDMA-9992-70,IN-POLY-00001091,0,0,12,1307497,1712773,143927,0,39885,4916,2.2,71,1.62,107,1.9,impact_brief_b
2021-05-24,2021-05-31,drought,NDMA-2520-38,IN-POLY-00001092,2,0,8,2188272,3692555,644673,0,257890,125360,5.1,114,5.0,102,3.4,impact_brief_a
2020-05-17,2020-06-04,drought,NDMA-4134-46,IN-POLY-00001093,2,0,14,6641665,3814771,2206485,0,164020,38760,0.0,55,1.09,126,6.3,ndma_sitrep
2024-08-21,2024-09-10,landslide,NDMA-1488-25,IN-POLY-00001094,0,1,12,2300027,2378252,970058,0,456479,1785,2.1,105,0.87,104,6.5,media_digest
2017-08-08,2017-08-09,cyclone,NDMA-7313-33,IN-POLY-00001095,1,2,6,1271722,942118,135691,1,440049,3772,5.8,96,1.68,81,0.6,impact_brief_a
2024-04-27,2024-05-14,wildfire,NDMA-8108-40,IN-POLY-00001096,2,1,13,3264817,736412,271305,1,60132,22746,1.0,88,1.61,104,0.7,rapid_assessment
2023-01-06,2023-01-25,flood,NDMA-8562-11,IN-POLY-00001097,0,1,9,5929639,2644906,1780543,1,54948,58729,2.4,56,1.94,111,1.1,media_digest
2025-09-14,2025-09-29,heatwave,NDMA-4021-90,IN-POLY-00001098,3,2,14,1623104,48633,240935,0,20139,33119,0.8,73,1.31,101,12.8,ndma_sitrep
2025-12-17,2026-01-02,heatwave,NDMA-5804-60,IN-POLY-00001099,1,1,19,3179593,314795,594977,0,82005,30650,3.9,27,0.0,98,3.5,state_relief_note
2021-12-28,2021-12-29,landslide,NDMA-8291-89,IN-POLY-00001100,2,0,13,1074856,459044,127177,0,79372,8697,2.0,20,1.81,99,2.1,state_relief_note
2023-07-08,2023-07-11,heatwave,NDMA-3768-18,IN-POLY-00001101,1,1,9,576819,907028,111490,0,16392,4900,0.4,40,5.0,102,2.7,media_digest
2010-01-25,2010-02-08,heatwave,NDMA-4038-65,IN-POLY-00001102,2,0,12,1879332,10493099,306095,0,105196,2713,2.5,102,0.88,118,0.1,impact_brief_b
2012-02-23,2012-02-28,earthquake,NDMA-3037-43,IN-POLY-00001103,1,0,14,617066,147870,236404,0,78608,5184,1.0,84,1.85,102,1.5,media_digest
2017-03-28,2017-03-31,storm_surge,NDMA-1896-47,IN-POLY-00001104,1,1,14,54213561,467643,5909854,1,28673,6273,5.1,112,0.77,112,4.2,media_digest
2020-01-03,2020-01-14,landslide,NDMA-4088-25,IN-POLY-00001105,0,0,7,12676138,667987,2777625,0,14392,17738,3.1,69,2.94,88,0.2,impact_brief_a
2014-08-10,2014-08-27,cyclone,NDMA-1353-57,IN-POLY-00001106,1,1,8,2128751,977081,413887,1,184094,21195,7.8,97,0.12,112,2.3,impact_brief_a
2010-09-15,2010-09-16,flood,NDMA-9048-80,IN-POLY-00001107,0,0,12,3002949,1198622,380393,0,53851,10825,5.1,45,2.26,100,6.0,impact_brief_a
2019-05-14,2019-05-30,drought,NDMA-5442-24,IN-POLY-00001108,1,1,15,2042305,669799,361331,0,41597,7760,4.6,59,2.31,114,0.4,media_digest
2017-08-11,2017-08-17,drought,NDMA-7460-59,IN-POLY-00001109,3,1,18,9592549,403883,3323045,0,60180,14403,2.8,72,0.97,109,1.4,impact_brief_b
2010-12-01,2010-12-19,heatwave,NDMA-9627-61,IN-POLY-00001110,2,1,17,6247749,308077,2330150,0,11329,13216,1.7,82,1.95,86,0.7,ndma_sitrep
2018-09-01,2018-09-14,landslide,NDMA-5985-45,IN-POLY-00001111,2,1,12,1762687,123553,336764,1,385030,1702,2.1,79,1.61,91,1.4,media_digest
2016-09-27,2016-10-05,flood,NDMA-6408-54,IN-POLY-00001112,0,0,11,3157652,549546,641824,1,11485,21219,7.3,41,2.11,111,3.2,ndma_sitrep
2022-05-03,2022-05-17,storm_surge,NDMA-8545-79,IN-POLY-00001113,2,0,9,4030737,335193,1252724,1,97358,44256,0.7,132,1.51,93,4.3,media_digest
2011-09-11,2011-09-27,heatwave,NDMA-5734-56,IN-POLY-00001114,3,0,6,30360803,348252,8158569,0,443168,11145,1.2,70,0.79,114,1.1,media_digest
2022-12-15,2023-01-04,heatwave,NDMA-8999-27,IN-POLY-00001115,0,0,13,6064105,89021,1503967,1,230356,1289,1.6,66,1.02,100,0.7,impact_brief_a
2023-06-27,2023-07-11,heatwave,NDMA-9555-63,IN-POLY-00001116,1,2,10,3735324,2178420,1372191,1,156729,49400,4.3,83,2.8,100,0.2,ndma_sitrep
2019-09-18,2019-09-29,heatwave,NDMA-2315-35,IN-POLY-00001117,0,0,9,5058315,369837,2081357,1,33535,23425,4.6,74,2.07,105,3.9,impact_brief_a
2021-10-04,2021-10-15,landslide,NDMA-5652-78,IN-POLY-00001118,3,0,13,12352997,6194036,2306061,1,179047,2333,1.7,10,1.09,114,0.5,rapid_assessment
2018-02-24,2018-03-10,flood,NDMA-2100-42,IN-POLY-00001119,1,2,14,568078,2865309,35530,1,122351,24249,2.5,120,0.04,87,9.0,impact_brief_a
2024-09-05,2024-09-20,cold_wave,NDMA-2814-30,IN-POLY-00001120,5,1,10,9296111,700522,1869945,0,422093,8646,2.2,25,1.03,130,4.4,impact_brief_a
2025-01-12,2025-01-21,cyclone,NDMA-7718-79,IN-POLY-00001121,1,0,10,877749,2939238,153272,0,191078,3408,4.0,108,2.77,109,1.5,state_relief_note
2021-08-28,2021-08-29,drought,NDMA-7820-10,IN-POLY-00001122,1,0,17,876191,579377,274924,0,386661,5345,2.1,88,1.64,124,1.9,impact_brief_b
2013-06-12,2013-06-21,flood,NDMA-7425-51,IN-POLY-00001123,0,1,12,651810,2158816,240227,0,177483,5185,4.4,36,2.85,111,10.7,rapid_assessment
2011-08-03,2011-08-09,heatwave,NDMA-2972-87,IN-POLY-00001124,2,0,6,2081459,2951536,365490,1,50658,140280,6.6,58,2.31,107,0.7,ndma_sitrep
2019-03-10,2019-03-22,landslide,NDMA-6369-71,IN-POLY-00001125,1,1,13,1568103,1336295,128969,0,310153,5341,5.4,48,1.6,97,2.5,impact_brief_a
2015-10-07,2015-10-20,cyclone,NDMA-1980-53,IN-POLY-00001126,0,0,16,6174988,97068,1220814,0,247788,5803,1.2,152,1.11,113,4.8,impact_brief_a
2020-08-01,2020-08-11,cyclone,NDMA-8678-82,IN-POLY-00001127,1,0,8,4436995,933787,1085579,0,20152,14063,1.0,48,4.94,114,2.2,impact_brief_a
2019-11-17,2019-11-28,drought,NDMA-1163-13,IN-POLY-00001128,0,0,14,14643621,233617,2344473,0,252092,101244,3.6,97,2.31,99,1.6,ndma_sitrep
2024-11-04,2024-11-09,flood,NDMA-3036-26,IN-POLY-00001129,0,0,18,353341,1721416,67126,0,101839,51280,1.1,118,0.75,94,2.8,rapid_assessment
2010-07-27,2010-08-02,cyclone,NDMA-3088-64,IN-POLY-00001130,1,2,14,1902927,3578731,515826,1,93825,6922,5.9,70,1.77,105,8.3,media_digest
2021-01-21,2021-02-07,landslide,NDMA-1312-75,IN-POLY-00001131,0,0,14,4160655,162949,1433892,0,406749,5970,6.7,146,2.63,99,1.2,impact_brief_b
2025-02-01,2025-02-19,drought,NDMA-9741-65,IN-POLY-00001132,0,2,16,2425198,72672,656517,0,379728,60048,2.3,100,2.23,104,8.1,rapid_assessment
2024-02-13,2024-02-29,heatwave,NDMA-6169-64,IN-POLY-00001133,2,0,9,646866,309876,137528,0,340751,7063,3.8,114,1.66,108,4.5,state_relief_note
2016-06-29,2016-07-18,drought,NDMA-2242-10,IN-POLY-00001134,1,0,15,3218618,143102,1304053,0,86633,8926,1.2,117,2.64,101,1.6,impact_brief_b
2022-04-30,2022-05-20,flood,NDMA-1251-74,IN-POLY-00001135,1,0,8,682693,2915796,232400,0,115274,14744,0.8,143,2.68,102,2.2,impact_brief_a
2016-01-17,2016-01-26,cloudburst,NDMA-6696-53,IN-POLY-00001136,1,0,8,1114890,1441274,438177,0,264547,4807,0.0,114,3.04,103,0.8,impact_brief_b
2011-11-26,2011-12-11,storm_surge,NDMA-2675-85,IN-POLY-00001137,5,1,5,4767626,65691,1559116,0,197153,2014,9.7,78,2.93,119,1.8,state_relief_note
2011-08-20,2011-08-28,flood,NDMA-7452-70,IN-POLY-00001138,0,1,16,866773,1478218,162713,0,198265,10964,3.0,115,2.29,108,4.7,media_digest
2010-07-16,2010-07-21,flood,NDMA-4369-55,IN-POLY-00001139,1,0,9,1064064,507448,272018,0,34071,32740,1.3,104,0.7,100,1.5,rapid_assessment
2015-01-13,2015-02-01,flood,NDMA-5304-51,IN-POLY-00001140,2,0,12,7859965,781609,2743974,1,568754,7495,4.2,93,2.11,104,4.1,media_digest
2015-06-18,2015-06-29,cyclone,NDMA-1143-53,IN-POLY-00001141,0,2,17,1255416,4771149,510546,1,23240,4639,3.5,51,3.96,94,0.5,impact_brief_b
2025-01-20,2025-02-08,drought,NDMA-9300-79,IN-POLY-00001142,4,1,18,2999274,1177119,865119,0,56957,16258,9.2,44,1.96,101,0.4,ndma_sitrep
2016-08-27,2016-09-13,heatwave,NDMA-7677-97,IN-POLY-00001143,1,0,14,2575913,407081,808340,0,88056,7545,6.3,80,0.0,99,0.0,impact_brief_b
2025-01-15,2025-02-02,flood,NDMA-2826-82,IN-POLY-00001144,4,2,15,7356576,4540922,2878990,0,66886,5557,4.0,47,1.36,102,0.1,media_digest
2024-02-11,2024-02-21,heatwave,NDMA-9390-85,IN-POLY-00001145,2,0,15,3415467,1003598,743230,0,32152,6711,0.9,91,1.67,113,0.7,ndma_sitrep
2024-11-06,2024-11-16,drought,NDMA-2822-10,IN-POLY-00001146,0,1,13,3392281,1001690,752836,0,646936,11447,3.1,54,2.51,84,6.8,impact_brief_a
2020-08-01,2020-08-04,flood,NDMA-7803-94,IN-POLY-00001147,2,1,12,7070627,246057,2978565,0,335855,8434,8.3,92,2.89,100,10.8,ndma_sitrep
2017-10-15,2017-10-21,flood,NDMA-7344-17,IN-POLY-00001148,0,1,21,2291533,1037273,907377,0,159552,19846,2.1,138,1.31,118,0.2,state_relief_note
2014-03-31,2014-04-04,heatwave,NDMA-3657-25,IN-POLY-00001149,2,0,19,1313470,990018,364296,0,8932,23489,0.0,140,1.14,97,2.5,impact_brief_b
2015-02-16,2015-02-20,landslide,NDMA-5790-35,IN-POLY-00001150,2,1,20,4203258,2386361,1859983,0,347736,5485,3.5,42,0.38,109,1.4,ndma_sitrep
2024-05-22,2024-05-27,flood,NDMA-4156-86,IN-POLY-00001151,0,0,13,1925893,15013413,841314,0,88354,14565,4.2,100,4.57,98,3.3,impact_brief_a
2018-07-10,2018-07-17,flood,NDMA-5525-63,IN-POLY-00001152,3,0,6,18386420,860683,5363460,0,62678,19858,2.6,67,2.74,105,0.0,impact_brief_b
2013-11-09,2013-11-26,earthquake,NDMA-1252-63,IN-POLY-00001153,1,1,13,2257006,1555579,403895,0,284142,6007,7.0,70,2.59,113,8.8,impact_brief_b
2025-06-05,2025-06-17,flood,NDMA-9916-58,IN-POLY-00001154,1,0,15,48176253,248107,5457077,0,136513,10014,4.4,72,1.23,107,2.1,impact_brief_a
2022-09-10,2022-09-17,flood,NDMA-3381-82,IN-POLY-00001155,3,0,12,6838594,2300063,1532488,0,37291,7630,7.4,85,3.32,97,8.8,state_relief_note
2017-07-11,2017-07-27,cold_wave,NDMA-6805-10,IN-POLY-00001156,1,1,16,1605701,72357,579352,0,20976,12947,4.2,74,1.83,80,4.8,impact_brief_b
2011-03-17,2011-03-30,cyclone,NDMA-2067-13,IN-POLY-00001157,1,0,6,4211428,759113,813842,0,428318,1582,3.2,77,0.33,86,0.5,impact_brief_b
2016-04-01,2016-04-20,heatwave,NDMA-1542-24,IN-POLY-00001158,1,0,15,29347852,273271,4868432,0,57767,28513,6.6,121,2.97,102,2.2,rapid_assessment
2020-09-02,2020-09-13,cloudburst,NDMA-6632-81,IN-POLY-00001159,1,0,10,3158369,2081426,1021693,0,52377,57933,0.8,98,3.62,116,0.8,ndma_sitrep
2012-11-13,2012-11-17,drought,NDMA-5078-15,IN-POLY-00001160,3,1,11,6401140,413306,1868854,0,136015,12130,3.2,91,1.21,109,1.3,impact_brief_a
2019-06-13,2019-07-01,cold_wave,NDMA-7906-36,IN-POLY-00001161,1,0,8,17889728,515616,5500154,0,191828,13789,1.1,127,0.84,109,3.4,media_digest
2018-09-07,2018-09-19,cyclone,NDMA-1921-75,IN-POLY-00001162,3,0,16,4563285,325255,321907,0,71115,34213,4.9,75,1.47,98,7.9,media_digest
2019-05-19,2019-06-02,drought,NDMA-2036-80,IN-POLY-00001163,3,0,14,5477320,145295,1253107,0,233241,34022,6.2,69,0.75,96,0.5,media_digest
2011-04-29,2011-05-15,heatwave,NDMA-7742-49,IN-POLY-00001164,3,0,15,10550393,3980573,3950681,0,176712,3067,4.8,105,0.04,106,1.3,ndma_sitrep
2017-11-29,2017-12-19,storm_surge,NDMA-8375-52,IN-POLY-00001165,1,0,13,7538061,435840,3346105,0,328832,13250,8.2,131,1.21,108,1.1,impact_brief_a
2019-04-01,2019-04-03,heatwave,NDMA-7742-98,IN-POLY-00001166,2,1,18,7019345,899863,686396,0,163489,7999,1.2,41,1.8,120,2.7,media_digest
2023-03-01,2023-03-09,drought,NDMA-8302-48,IN-POLY-00001167,1,0,9,5346753,3586224,1813427,0,250235,5028,4.5,103,1.89,97,1.5,impact_brief_b
2013-07-03,2013-07-05,flood,NDMA-5824-45,IN-POLY-00001168,1,0,15,7614480,23159,1409810,1,237107,995,2.7,68,3.56,101,4.3,impact_brief_a
2012-07-26,2012-08-11,flood,NDMA-8885-91,IN-POLY-00001169,0,0,13,529015,615752,110982,1,1536943,70590,4.3,121,0.62,108,0.1,ndma_sitrep
2022-04-08,2022-04-09,flood,NDMA-6251-87,IN-POLY-00001170,3,0,11,6801748,4715084,1911224,0,46229,1827,8.5,81,1.28,89,7.4,ndma_sitrep
2020-12-24,2021-01-11,heatwave,NDMA-7366-31,IN-POLY-00001171,2,2,10,1196638,1180347,130799,0,40658,15000,9.0,57,2.9,113,12.3,state_relief_note
2021-09-24,2021-10-03,wildfire,NDMA-3691-73,IN-POLY-00001172,0,0,8,1680449,897765,164081,0,146710,11058,5.2,168,2.73,106,10.3,ndma_sitrep
2017-06-07,2017-06-19,wildfire,NDMA-7677-71,IN-POLY-00001173,2,0,5,9260802,334727,1143636,0,72339,12650,6.6,81,3.02,99,0.9,media_digest
2017-11-19,2017-12-04,flood,NDMA-7096-49,IN-POLY-00001174,1,1,15,1592738,704531,155984,0,188967,6465,7.0,74,1.73,99,0.7,state_relief_note
2025-12-28,2026-01-07,landslide,NDMA-7024-74,IN-POLY-00001175,0,0,9,1032771,841756,60795,0,81793,10514,6.0,49,0.42,101,0.2,rapid_assessment
2010-07-31,2010-08-18,wildfire,NDMA-9432-32,IN-POLY-00001176,0,0,9,9591828,1124692,4038382,1,14312,3073,5.5,24,1.75,115,4.2,impact_brief_a
2019-08-07,2019-08-16,landslide,NDMA-2517-68,IN-POLY-00001177,2,1,15,1034146,3623750,438981,1,282825,15307,5.0,117,2.1,94,5.7,state_relief_note
2021-01-31,2021-02-14,flood,NDMA-3061-53,IN-POLY-00001178,1,2,11,1620078,915125,139048,1,510590,9556,2.2,66,0.57,101,1.1,impact_brief_b
2025-04-20,2025-04-25,drought,NDMA-6269-37,IN-POLY-00001179,1,0,14,17157611,2113422,7599752,0,35842,8265,2.9,113,2.76,111,0.5,rapid_assessment
2011-11-13,2011-11-25,cyclone,NDMA-6294-77,IN-POLY-00001180,0,0,14,1405244,3395767,332897,1,102484,7165,4.0,106,1.26,101,3.7,ndma_sitrep
2015-12-05,2015-12-10,landslide,NDMA-4943-79,IN-POLY-00001181,3,0,13,10112050,4418246,700015,0,355412,6696,8.1,86,2.44,106,1.1,rapid_assessment
2019-01-06,2019-01-14,heatwave,NDMA-7032-40,IN-POLY-00001182,0,0,11,1965115,1272040,794348,1,76353,12171,1.8,8,2.88,100,2.9,ndma_sitrep
2024-04-25,2024-05-10,drought,NDMA-6133-86,IN-POLY-00001183,0,0,7,767897,995017,246900,0,105224,75019,1.5,95,3.04,97,1.4,ndma_sitrep
2025-11-26,2025-12-07,flood,NDMA-8782-76,IN-POLY-00001184,0,0,12,1468117,750109,631456,0,73551,21354,1.2,135,1.01,108,3.1,media_digest
2012-04-27,2012-05-05,flood,NDMA-1532-22,IN-POLY-00001185,3,1,6,1136841,1503289,461509,0,200095,16581,5.2,108,2.2,128,3.1,impact_brief_a
2025-01-28,2025-01-29,cold_wave,NDMA-3481-77,IN-POLY-00001186,0,1,15,2391956,724346,601324,1,91421,1140,5.7,100,1.33,113,4.7,impact_brief_a
2019-11-02,2019-11-08,drought,NDMA-7155-57,IN-POLY-00001187,1,0,17,7243594,757220,1055923,1,222752,4835,3.3,126,2.23,117,2.9,media_digest
2017-06-29,2017-07-06,cloudburst,NDMA-8783-73,IN-POLY-00001188,3,1,15,5196717,1528441,1203611,0,96014,18834,4.2,48,3.0,99,4.6,state_relief_note
2010-02-15,2010-02-24,landslide,NDMA-7286-25,IN-POLY-00001189,2,1,15,5573517,1066350,370685,1,102630,26599,6.7,94,2.31,100,0.7,ndma_sitrep
2017-03-07,2017-03-11,flood,NDMA-8270-81,IN-POLY-00001190,1,0,12,35405668,1175242,9625362,0,727473,16225,3.2,79,2.92,105,1.2,impact_brief_a
2020-07-18,2020-07-24,drought,NDMA-9369-50,IN-POLY-00001191,0,0,11,3993559,1390255,621878,0,99473,13893,3.5,119,1.67,107,5.0,impact_brief_b
2025-05-05,2025-05-20,heatwave,NDMA-7147-29,IN-POLY-00001192,0,0,8,18776494,2321202,7113536,0,79682,3949,1.0,50,4.03,110,3.2,impact_brief_a
2018-03-03,2018-03-10,flood,NDMA-1088-77,IN-POLY-00001193,0,0,8,7150279,1392799,497834,0,108734,4750,4.7,108,1.3,106,0.7,impact_brief_a
2014-04-08,2014-04-19,wildfire,NDMA-6934-42,IN-POLY-00001194,1,1,11,3900420,518544,1240823,0,242357,4887,3.8,147,2.2,111,0.8,media_digest
2010-12-03,2010-12-22,landslide,NDMA-5089-14,IN-POLY-00001195,1,1,17,1957152,4490401,687520,0,164262,29523,5.6,87,3.95,96,1.3,ndma_sitrep
2015-02-18,2015-03-10,flood,NDMA-4035-77,IN-POLY-00001196,1,0,13,74466338,1293466,29629433,0,48060,7117,0.0,48,2.15,109,0.3,ndma_sitrep
2021-10-25,2021-11-02,heatwave,NDMA-5832-36,IN-POLY-00001197,2,0,12,8570070,2753240,2084738,0,672798,11544,0.6,70,2.63,108,4.4,impact_brief_a
