qol_infra_inspection_date,qol_infra_asset_type_code,qol_infra_asset_id_hash,qol_infra_condition_rating,qol_infra_work_order_count,qol_infra_mean_time_to_repair_days,qol_infra_preventive_maintenance_pct,qol_infra_pothole_reports_count,qol_infra_street_sweeping_completion_pct,qol_infra_water_main_break_count,qol_infra_sewer_overflow_count,qol_infra_signal_outage_minutes,qol_infra_graffiti_removal_days_avg,qol_infra_snow_plow_cycle_hours,qol_infra_leaf_pickup_completion_pct,qol_infra_permit_backlog_days,qol_infra_capital_project_status_code,qol_infra_service_request_backlog,qol_infra_operational_cost_inr,qol_infra_resident_report_accuracy_score
2024-06-10,OTHER,628f6b37191a809b,5,80,40,61.81,2731,29.87,42,72,6064,18.38,35.91,39.62,191,ON_HOLD,10867,33671219,22.3
2024-09-22,BRIDGE,723ebed0e06c578b,2,349,154,54.71,2789,25.91,188,213,9488,40.03,7.78,6.46,23,CANCELLED,8037,6009814,40.5
2019-03-04,WATER,df7f755f831da82f,1,489,52,64.27,933,86.01,19,216,18489,32.52,9.9,43.72,277,CANCELLED,4426,66614388,17.6
2022-03-11,DRAIN,b44b182fe8057068,5,184,110,44.31,1665,23.66,254,128,18951,59.59,10.21,73.88,27,PLANNED,6022,4341067,4.3
2021-05-27,SIGNAL,eae932e4cad0f59c,1,406,10,95.1,4337,72.11,68,98,14909,22.41,18.15,47.06,204,COMPLETED,10297,63853078,57.8
2020-05-06,BRIDGE,037aa50658589fa5,4,4,43,95.21,332,0.99,257,109,14947,46.5,14.16,32.83,91,CANCELLED,5681,16580123,74.2
2025-04-20,PARK,2ce86c5407a6317a,4,260,9,23.61,4804,78.48,53,45,585,1.32,42.52,54.56,87,COMPLETED,5523,62179348,89.0
2023-07-30,OTHER,4d4e1a69d26e5e6f,1,413,160,20.83,3515,74.25,98,55,6570,55.66,48.74,1.47,32,PLANNED,18951,68847756,56.2
2022-02-02,WATER,b2ab1a2f107e1c78,5,20,60,11.07,3386,23.29,118,60,9533,28.2,43.78,63.88,101,ON_HOLD,903,46135478,59.0
2022-06-15,DRAIN,2c85da5d0458a67f,2,438,62,74.65,5740,3.24,276,242,16059,36.67,28.19,97.31,176,COMPLETED,2440,47559413,75.3
2024-10-24,BRIDGE,ca6ca8eaefac0b02,5,27,178,1.72,4617,53.59,198,250,7831,35.82,66.06,51.1,161,CANCELLED,21861,43042177,11.0
2020-03-25,LIGHT,a5838c1af939c1bc,5,174,99,63.59,5869,92.32,327,97,14094,12.11,7.09,97.12,143,IN_PROGRESS,17526,38423413,51.4
2025-10-26,BUILD,aab7273e3f813c31,3,49,128,49.32,1181,65.68,251,128,1564,38.25,2.38,60.28,125,CANCELLED,22433,4345101,58.8
2021-04-09,WATER,831af606e9cebbcf,5,499,65,47.28,1161,47.29,147,82,16889,41.61,0.17,73.89,320,IN_PROGRESS,18143,14080557,19.6
2022-08-09,PARK,a77edfb2b46935be,2,281,79,99.7,1076,87.13,276,19,15613,26.53,37.25,3.28,249,CANCELLED,6132,22964987,89.8
2023-04-18,ROAD,56ae667d95773aa6,1,308,151,6.49,734,94.0,212,97,18085,31.06,35.23,70.91,300,PLANNED,1366,21281303,50.5
2024-02-18,BUILD,c63845818746575b,5,81,136,35.38,5030,73.22,134,179,12613,22.35,4.72,27.42,165,IN_PROGRESS,624,74284750,91.2
2021-06-08,SIGNAL,688878b8d0c9b6a3,2,319,114,86.32,3811,91.0,299,44,14476,42.38,58.94,38.88,23,IN_PROGRESS,11736,7132820,34.2
2024-06-20,WATER,f697d66dd66e257e,4,100,117,66.51,2935,50.04,200,26,14879,13.51,57.29,86.39,301,ON_HOLD,3130,25960014,51.5
2025-04-07,SEWER,1a8d56653a8ed968,3,313,38,86.87,3773,91.16,370,242,19672,23.14,56.73,82.86,264,ON_HOLD,18982,21925805,20.9
2021-01-25,BUILD,11f0a29d1090dcfa,3,160,22,94.52,1676,97.21,117,75,3316,43.29,24.18,10.53,52,ON_HOLD,7286,29149593,21.5
2020-08-06,DRAIN,83e35f0516caa80a,3,295,61,91.28,5572,3.01,218,161,8098,9.01,46.76,48.62,148,ON_HOLD,20859,64256881,53.1
2020-04-30,SEWER,d75b7dd3bf69bdd0,1,82,144,22.82,2074,1.95,294,53,10953,28.79,16.12,31.46,291,CANCELLED,3601,50176084,19.4
2020-04-14,SIGNAL,759aae060188f531,4,381,115,62.89,5852,48.24,225,144,821,16.51,38.52,55.02,363,IN_PROGRESS,3078,59441125,83.8
2025-07-19,SIGNAL,cffbc7523c9ac358,4,126,37,4.12,1713,49.1,291,29,8805,22.84,42.62,34.12,308,CANCELLED,8623,11475150,28.9
2024-10-04,BUILD,adffb46a41c3b48f,3,279,43,83.39,930,60.52,91,48,132,58.41,70.29,49.74,70,PLANNED,3438,53847120,38.4
2019-10-05,BUILD,c7ea36a599d92dc3,5,302,90,67.17,876,35.61,225,163,15444,17.62,0.88,60.6,113,IN_PROGRESS,15429,37919676,87.5
2024-02-27,OTHER,eeb4a1049ce95e5d,2,329,66,3.07,3345,43.36,199,187,6004,2.74,3.43,69.49,312,CANCELLED,19526,69152821,85.0
2024-04-17,WATER,a615d6bbed8c79af,4,467,39,23.98,1993,32.61,159,19,8669,29.64,47.87,92.25,302,IN_PROGRESS,14599,41934744,95.2
2022-05-16,OTHER,b7fb46c3fb8b336b,5,241,132,36.99,4745,37.53,300,246,10483,12.01,16.22,98.36,251,CANCELLED,13605,66848240,28.1
2020-12-29,LIGHT,3a05d7af6a268039,5,10,84,99.98,2514,60.47,193,197,5069,3.76,48.79,74.28,275,CANCELLED,14713,862999,72.8
2019-10-19,ROAD,be280c8617985f2a,4,5,75,34.44,3358,14.96,149,156,5266,59.22,64.78,55.84,291,PLANNED,2435,16482782,15.1
2023-10-15,DRAIN,768ce950f399db0f,4,220,153,79.36,5215,65.87,80,3,15315,56.02,51.23,14.04,242,PLANNED,16306,41537508,33.9
2020-02-14,OTHER,25614623d22999b5,4,123,22,34.94,1689,85.04,183,235,16450,4.5,25.93,69.77,183,ON_HOLD,7432,45370022,28.1
2023-04-12,SEWER,eaea39e9e94f9151,4,200,111,13.43,5527,47.28,377,248,16203,38.45,21.58,44.82,7,CANCELLED,12850,54151843,38.0
2020-04-09,PARK,fa45c11b021e5253,3,133,63,20.16,3215,80.69,211,15,12540,26.11,10.44,2.76,240,CANCELLED,13315,55065891,99.8
2025-04-29,ROAD,06d46178352ba415,2,74,170,32.23,1349,31.48,241,51,4823,12.7,49.57,36.83,6,COMPLETED,15008,51683441,25.9
2021-08-12,BUILD,8572d49e620801bc,4,470,96,42.14,2687,21.74,13,189,11400,3.76,18.82,59.95,358,ON_HOLD,15783,73702602,12.7
2020-05-08,SIGNAL,47928c30d3f0a21c,3,4,109,65.72,2271,17.13,188,15,15840,0.94,21.75,1.71,348,COMPLETED,14876,1100854,1.5
2024-09-14,SEWER,00a1266c21fe9923,1,112,156,35.22,5227,73.88,364,214,4265,19.08,53.69,84.34,261,COMPLETED,9152,67851536,30.2
2021-09-17,SIGNAL,1686f44687a844e5,3,218,15,13.09,4594,63.43,253,39,480,3.49,25.9,70.19,53,COMPLETED,12775,42413931,60.4
2021-02-02,DRAIN,7e286df9dd60d66e,4,388,12,83.69,954,35.61,391,72,4609,17.85,61.52,48.83,102,PLANNED,15319,44947693,43.8
2023-01-17,WATER,10ebe26f47446d49,5,74,148,4.79,686,92.75,63,139,9637,15.5,52.63,8.53,282,COMPLETED,11551,27007512,37.6
2025-06-05,PARK,cecd4da097e5927a,1,121,54,48.23,3371,78.02,331,161,3290,51.38,32.31,95.61,47,COMPLETED,10679,3316547,58.9
2021-04-12,BRIDGE,a8ab83f774c8b233,5,202,148,27.6,1640,83.85,48,230,7098,5.85,60.94,32.93,49,IN_PROGRESS,11004,34229921,96.5
2019-08-03,LIGHT,a8b40851ea8a6b6c,2,147,171,40.41,624,0.86,164,187,15693,57.9,23.78,52.09,237,CANCELLED,16503,51614794,66.6
2020-04-09,WATER,385de462d36add1c,3,312,151,26.73,187,44.18,170,214,12683,53.86,49.1,61.9,330,ON_HOLD,23032,27008155,35.1
2021-04-19,LIGHT,91551224993f4d49,4,304,155,66.54,2517,71.22,47,217,12542,30.06,44.27,41.94,191,ON_HOLD,13315,60599064,11.7
2020-03-21,PARK,c665c648faea24bc,2,431,20,5.29,2457,0.48,46,32,19668,48.33,29.32,68.41,156,IN_PROGRESS,1939,72290007,94.2
2021-03-20,LIGHT,f6ef0f9de4852c9b,2,420,61,67.95,3158,61.64,237,35,14824,34.28,40.41,77.53,5,CANCELLED,24910,66864999,17.8
2020-09-09,BUILD,69640c2d1c3f4231,1,311,138,6.67,3808,35.01,60,65,12787,0.35,8.41,49.12,201,PLANNED,24384,57358593,14.6
2023-02-14,LIGHT,d1961dd83952062b,5,116,64,62.22,3909,29.81,190,107,2636,52.24,4.02,4.61,301,IN_PROGRESS,1750,4384493,53.1
2025-12-23,BRIDGE,e5fe72ae840a7fb6,1,358,180,61.63,2538,62.99,396,42,3147,14.92,57.86,8.42,356,PLANNED,23043,5688956,50.1
2025-12-27,SIGNAL,f9b25540acf0ac52,2,411,132,82.38,2666,25.13,362,80,6674,1.12,31.72,43.72,270,COMPLETED,24636,46009712,87.3
2019-07-27,SEWER,06ed68d0b5fa04a9,1,285,37,2.3,1617,61.74,110,159,16611,57.26,3.14,7.75,283,IN_PROGRESS,24180,66370342,35.4
2021-12-08,DRAIN,7869db87a690ea23,5,473,80,76.58,2084,22.44,27,222,17185,25.69,6.17,36.18,336,PLANNED,17166,32433302,66.9
2023-03-05,SIGNAL,c64dc222c1aa6b1b,4,189,94,84.65,2669,86.3,266,33,15204,40.0,64.88,86.6,47,COMPLETED,5523,56444855,0.9
2019-08-14,OTHER,94c9ecb263e85f35,4,372,159,29.45,2820,64.63,13,57,7726,9.39,12.87,98.77,224,COMPLETED,11538,23405142,95.3
2022-03-08,SEWER,aa55b03735b94270,3,324,160,56.75,5011,24.78,335,72,6212,4.1,32.97,41.95,81,IN_PROGRESS,10193,2381268,73.3
2025-11-12,LIGHT,9ee042fac8266a5a,1,233,128,22.85,2210,53.61,85,133,4096,58.17,58.47,80.93,93,CANCELLED,17154,64888662,25.8
2025-05-02,LIGHT,6f7ac78295d6fcd2,3,26,114,88.39,5589,82.94,383,51,1081,53.05,17.1,71.39,342,IN_PROGRESS,16409,4841998,8.7
2024-10-23,WATER,0ae8993a639e7c83,1,204,42,64.96,4911,3.78,244,226,17809,57.33,29.37,98.16,198,COMPLETED,12113,66908085,80.2
2021-04-28,BUILD,4b57a8552be33669,1,277,33,99.43,997,64.7,55,190,10755,44.64,24.23,72.5,5,COMPLETED,21992,32208885,63.2
2021-03-13,BRIDGE,46e2e79f161557ec,4,83,143,78.46,3686,88.24,263,42,15081,18.3,14.47,15.87,334,ON_HOLD,9329,23892614,24.7
2024-09-04,BRIDGE,0a2fd63da7e571ac,3,248,106,10.09,1919,92.25,95,73,15779,13.89,48.29,34.71,263,PLANNED,9560,1010089,94.9
2020-06-30,DRAIN,fe6776255a9a0b8d,1,143,168,28.87,754,87.1,102,81,10419,2.29,2.13,69.72,109,COMPLETED,7124,69618767,60.6
2020-10-06,BUILD,a6df2e14faab5daa,5,85,138,38.01,5803,16.48,114,180,14363,10.4,45.05,31.6,91,COMPLETED,5240,28387054,64.2
2025-09-04,SEWER,f89f30423cdc6b2d,4,368,165,68.0,1877,13.36,36,191,918,55.67,3.22,91.62,138,IN_PROGRESS,7469,4204634,92.2
2021-04-26,OTHER,9aade102ab6dcc6e,5,179,90,17.68,4920,15.52,166,17,18829,1.71,50.59,28.04,348,ON_HOLD,24988,27275609,54.1
2023-05-14,ROAD,39b25dadaffee57f,2,341,23,40.65,2228,94.76,115,221,15844,24.49,39.4,98.71,270,PLANNED,8499,52606695,44.2
2020-09-10,SIGNAL,04f4a1b8c0e20802,1,190,105,9.24,542,57.45,89,236,1911,22.85,0.36,35.95,326,COMPLETED,22444,1720931,43.0
2022-07-08,OTHER,543674f7124cc2ce,3,322,170,47.66,4849,74.44,254,28,5293,43.71,2.17,19.03,85,COMPLETED,3927,38718230,46.5
2026-02-12,SIGNAL,2b5a406822d0b91e,3,198,141,54.39,2688,39.46,60,122,10178,8.54,37.44,93.05,28,CANCELLED,2596,38338808,89.4
2024-12-15,ROAD,0b61f3c05678cf03,2,25,99,58.52,5359,8.51,188,24,12762,21.21,45.59,77.6,355,PLANNED,16293,5037729,39.9
2020-09-11,PARK,f66975c86090ff44,1,310,154,67.3,3194,21.68,171,78,9669,12.6,46.8,43.0,39,IN_PROGRESS,24368,46286234,41.9
2025-06-14,SIGNAL,ed961cef0f6ddd4e,4,422,29,73.11,3350,49.27,244,235,16414,46.77,46.78,88.07,302,ON_HOLD,15459,23587710,63.2
2019-02-16,PARK,2aa41c2b42b75393,1,55,65,18.08,135,39.84,320,30,8651,17.8,5.55,22.35,178,ON_HOLD,21642,16716467,93.4
2021-07-23,ROAD,97d653fcaf0dc10c,5,3,7,41.87,2487,54.2,363,77,1731,32.09,42.72,1.99,177,COMPLETED,18049,2409050,48.7
2021-01-11,ROAD,d1943dd1b0a11aaf,5,45,68,64.26,2615,47.88,155,239,16599,7.94,27.07,33.75,51,CANCELLED,6966,1715867,97.4
2022-12-04,BUILD,6a82063b4feca800,5,447,144,92.69,1727,87.93,392,146,12602,34.12,30.58,1.75,346,IN_PROGRESS,8716,28791002,82.9
2022-06-23,LIGHT,f0b2612844e76c70,5,61,135,79.43,4617,66.29,238,23,16527,20.29,16.64,68.64,129,CANCELLED,13729,74297655,54.6
2023-04-21,SIGNAL,88fd7ed67cf0ed63,3,378,93,50.28,2554,3.52,270,61,5286,26.78,60.8,41.83,151,PLANNED,20764,60965624,17.8
2025-03-16,PARK,14491bafa5379113,5,429,18,36.23,5751,35.81,219,121,18289,16.86,4.6,73.59,296,CANCELLED,3747,18329352,19.0
2021-03-25,BRIDGE,a633e0787c873b19,3,164,12,21.68,5401,6.24,247,92,3417,14.62,5.57,7.45,316,CANCELLED,3641,30852879,34.3
2024-10-04,SIGNAL,a6a096db741a3d0e,4,426,106,12.85,4747,91.24,144,64,4806,17.72,46.26,33.02,97,CANCELLED,2427,14072177,18.4
2020-02-03,OTHER,e76c0ca69950b471,4,200,47,66.1,3674,55.54,74,103,5333,59.29,33.97,23.16,194,PLANNED,14565,19779314,56.9
2024-06-18,WATER,7d200cdf86be12ce,3,13,55,3.15,1856,89.22,172,42,9158,50.36,7.71,94.9,292,PLANNED,7700,68842567,81.4
2024-10-04,PARK,78d2b436a94b8301,5,227,113,88.85,910,79.4,331,8,10832,0.44,12.35,12.51,327,ON_HOLD,20352,52928434,80.9
2022-02-18,LIGHT,b69b066c777fa0a3,4,273,90,29.28,1957,0.04,255,135,12134,7.64,40.45,41.36,39,CANCELLED,5674,70672570,80.4
2022-01-11,LIGHT,dfc351e37443905b,1,240,16,38.97,4545,1.06,181,124,5378,8.38,45.03,54.72,243,IN_PROGRESS,12122,56195716,55.5
2021-05-28,SEWER,423faa920282b5cc,3,457,17,78.79,3748,48.57,125,20,18950,35.81,46.58,60.53,24,CANCELLED,2314,41005337,49.3
2020-09-27,BUILD,b2282f9d50dadf96,2,319,27,47.62,4108,19.67,308,165,4011,28.46,62.85,59.64,351,COMPLETED,7530,56196804,21.5
2023-01-11,BUILD,d23fd19f9ce1bf49,1,393,177,14.98,1086,48.24,138,43,9426,42.86,21.77,10.23,158,PLANNED,7546,53747098,22.5
2019-11-20,ROAD,c41e7d0d9ad30257,1,5,35,9.74,5070,39.76,382,216,11058,38.85,14.55,19.67,294,PLANNED,18051,10759078,30.3
2022-04-21,WATER,bd05a89c29a4086d,5,25,75,2.31,2942,69.95,273,121,7479,58.32,55.09,73.77,148,ON_HOLD,17094,2996437,24.2
2021-08-07,BRIDGE,5214ca58dfe14b1c,2,136,60,76.57,1073,65.01,84,73,11846,51.79,69.48,69.63,14,CANCELLED,16986,40542034,86.2
2022-11-26,BRIDGE,db18b3f381d68e51,4,462,143,32.15,1828,82.36,286,105,5525,0.05,14.16,37.84,207,IN_PROGRESS,2141,3421663,0.4
2019-11-09,OTHER,c2fc90fa803be6d9,2,420,11,76.65,2627,75.45,352,243,7716,18.0,21.99,24.17,211,CANCELLED,4614,72849854,45.1
2024-06-13,WATER,20ca2498a53828ca,4,304,153,3.94,1058,60.45,298,52,3307,40.8,11.82,69.46,329,ON_HOLD,15426,48335287,7.5
2019-09-05,OTHER,82c3095670c9d886,5,241,34,20.36,382,88.26,244,222,16058,28.37,1.33,36.53,324,ON_HOLD,15249,42192276,4.8
2022-02-12,WATER,c296bbbf58b41f39,3,248,130,87.78,5741,57.95,207,106,13074,22.09,21.08,83.99,309,COMPLETED,18988,72999512,63.7
2022-01-30,OTHER,f7876674d423eaa4,5,493,18,19.42,1651,70.8,150,18,13112,26.43,5.28,37.9,219,ON_HOLD,5150,71254083,61.1
2021-01-19,OTHER,2957087e33491ee5,4,410,161,1.05,895,54.67,340,70,12541,0.64,35.64,87.91,287,ON_HOLD,22266,51146445,48.7
2022-08-29,BUILD,c299d7cf90c4eee7,5,440,100,92.57,2215,7.34,89,233,3776,1.88,57.76,61.52,130,CANCELLED,24121,67671116,5.3
2025-03-19,BUILD,282e9c9e164b55cc,4,464,9,62.95,5374,40.88,278,94,912,20.57,37.5,92.96,164,COMPLETED,16011,50287890,27.7
2024-08-13,OTHER,b02b35114dcf4f71,1,235,120,34.17,3231,84.15,369,248,7599,39.49,26.51,67.68,17,ON_HOLD,6207,48120204,18.3
2021-11-10,BRIDGE,1271bf22446c81bb,1,32,118,70.52,2501,82.57,197,90,13311,29.32,29.01,47.78,232,PLANNED,13587,13449326,32.4
2023-06-17,LIGHT,2d054ca42b26c78a,4,366,127,41.4,4717,78.0,152,221,11344,7.42,41.61,74.4,21,ON_HOLD,17192,14282437,88.2
2020-06-21,DRAIN,5c79e534d7c07506,1,81,113,31.27,3031,41.76,170,103,2116,27.39,34.42,35.28,298,COMPLETED,11126,47374514,28.0
2025-08-21,OTHER,49b8122fa5bf5086,1,52,109,99.72,2752,3.5,340,145,3482,42.65,71.01,94.42,310,ON_HOLD,11998,67988905,25.0
2025-06-21,ROAD,26bb468c684e1ed8,5,247,69,90.71,663,84.35,82,1,14893,55.75,51.35,18.92,282,CANCELLED,1908,25203298,54.7
2021-12-15,BRIDGE,3536a3b3eb5dfa4b,4,390,102,56.22,4770,34.47,165,71,11113,56.99,32.93,22.79,275,ON_HOLD,2042,57477236,23.5
2026-01-31,OTHER,446936eaa9eddaf1,3,158,1,21.99,5180,58.6,62,124,3890,31.55,55.1,44.68,163,CANCELLED,12630,36509453,43.5
2020-09-28,SEWER,7b80c395d06eb509,2,0,45,78.15,4909,87.61,325,151,13849,32.69,61.87,6.48,186,PLANNED,5459,2498737,50.8
2019-02-10,OTHER,14d9e5098688b296,5,388,151,51.55,3709,2.06,46,45,6639,17.35,67.48,67.83,30,COMPLETED,18736,69247908,21.7
2024-12-05,WATER,eea07c377fae5a31,5,279,39,85.72,4873,89.75,63,224,17021,35.84,59.32,89.45,51,CANCELLED,10385,15670740,74.2
2019-03-17,OTHER,f5952f0d8cc24359,3,287,43,35.37,4225,33.3,7,57,562,27.13,65.93,85.27,150,COMPLETED,3349,5599889,51.7
2020-02-11,WATER,2d4066c365c8b2ce,3,97,179,44.88,2471,81.29,40,78,9221,11.33,38.95,89.29,26,IN_PROGRESS,2958,9295739,24.7
2020-09-11,ROAD,a073356b9c3ea7ea,5,355,13,97.86,4870,53.41,180,214,2046,37.14,43.08,36.83,271,CANCELLED,1995,30164345,89.8
2022-02-14,DRAIN,0620f1df5058fa7b,2,305,161,10.41,5978,42.85,3,32,13365,14.59,27.18,65.19,160,IN_PROGRESS,16582,39281199,65.3
2023-01-13,ROAD,5c524eb95f7177d4,4,22,131,45.63,1450,21.4,288,140,2246,9.32,56.22,52.24,345,COMPLETED,5029,14353020,90.0
2020-07-24,LIGHT,b70bb77657671e55,4,263,38,82.92,2119,88.14,194,200,2,55.17,18.45,3.94,280,COMPLETED,5055,8024732,83.9
2020-08-02,WATER,03df44e5ecfb9ca1,3,372,73,31.87,2131,37.02,359,54,9603,45.07,34.67,21.0,353,COMPLETED,11876,52785763,74.8
2021-07-24,SEWER,1b0f5faa27ebb203,5,46,1,29.96,182,67.16,248,40,19633,20.3,4.9,96.57,241,COMPLETED,13531,18715158,60.3
2022-12-09,BUILD,030c06424189b485,5,150,78,71.49,1620,78.01,178,88,1704,19.08,33.6,5.98,142,CANCELLED,20469,7080895,23.3
2025-01-20,BRIDGE,6c6eaf015603c44e,2,10,90,23.76,3827,61.22,378,70,9180,30.3,18.7,80.55,130,PLANNED,20283,68492922,69.7
2022-06-19,WATER,150461df1cb44fc9,1,0,15,10.54,4440,45.99,135,71,16473,26.64,49.54,82.75,19,CANCELLED,7141,51113373,38.0
2019-04-21,SEWER,9b453baaed6b90b5,2,155,97,48.01,3166,0.07,156,236,6071,53.53,50.77,2.27,123,CANCELLED,3699,7188449,35.5
2023-07-15,LIGHT,01b830aa0409a9c4,1,411,85,99.92,3428,62.73,308,239,3222,38.55,54.0,84.78,14,COMPLETED,10272,52221092,12.6
2019-11-20,BUILD,5485877c44c6150e,2,421,105,45.45,3604,44.5,257,46,6947,54.77,15.03,93.36,40,COMPLETED,14086,67107204,12.9
2019-11-15,LIGHT,f01c5ddbf9f1bea9,1,316,31,69.01,3540,22.21,357,141,4119,6.0,63.3,87.92,264,IN_PROGRESS,14576,74903199,4.2
2024-01-10,BRIDGE,6f5f39b3c89f790b,5,443,107,66.29,2382,75.72,143,120,19868,31.17,31.57,5.59,184,CANCELLED,18799,10423146,42.4
2022-10-23,LIGHT,24fc052e0d45c6e1,2,405,160,5.84,4955,44.89,293,48,11551,28.08,50.02,74.45,26,CANCELLED,10521,64669319,5.4
2020-11-29,LIGHT,96292b3707a5f535,1,366,11,61.52,3979,9.26,325,95,19058,10.27,37.36,74.12,116,ON_HOLD,8828,38169763,44.6
2020-07-07,OTHER,135cc49a925394f2,2,71,25,58.77,4783,37.69,63,136,4317,8.77,48.41,5.21,139,COMPLETED,4028,51689016,19.2
2021-07-28,SEWER,7178c50b90f669e2,3,113,71,68.12,2331,69.84,192,80,8715,45.65,7.51,56.29,194,IN_PROGRESS,6103,46904901,95.1
2019-10-28,SIGNAL,68e4593aabac8004,3,223,85,42.69,1018,46.45,240,207,10913,13.35,41.61,98.6,180,CANCELLED,12429,27064759,71.3
2023-02-18,SIGNAL,f54ac5aacf8afac2,2,199,154,54.13,3710,75.67,104,18,7737,52.07,15.71,43.08,207,IN_PROGRESS,16078,64940959,69.9
2020-03-05,SIGNAL,3979407641eddb4c,3,334,35,17.33,2861,47.06,384,117,10712,0.39,37.87,90.76,150,ON_HOLD,21656,32219973,62.3
2025-03-20,SEWER,63f1dc85f7598003,4,37,33,76.18,57,7.38,291,100,8736,26.59,64.45,86.93,8,COMPLETED,21249,29989341,61.0
2022-07-27,LIGHT,42022e13f9a64fcd,5,153,103,46.45,4893,59.91,229,188,311,3.56,6.05,0.29,275,COMPLETED,12058,49340784,2.2
2025-12-16,LIGHT,96eaeb8b25e943d3,3,386,14,96.77,4277,87.33,17,221,10249,47.1,68.35,88.72,327,CANCELLED,3163,896775,8.2
2022-10-28,SIGNAL,5df09e011f920814,1,473,56,88.32,3345,37.66,72,97,16040,14.36,55.63,35.63,278,ON_HOLD,7938,5924630,37.7
2023-09-21,DRAIN,860e35b8ab8fccb3,2,418,27,62.87,395,48.43,298,219,18328,2.32,30.51,44.66,86,CANCELLED,23192,60705120,45.3
2020-03-17,BUILD,fbc6a0d1d3f18fe5,5,43,51,76.56,1715,91.3,28,207,15812,43.46,23.72,35.77,71,COMPLETED,4132,31010203,88.0
2024-03-13,PARK,29a378fd9ad1cd53,2,355,71,40.89,3900,20.01,388,168,2880,36.38,10.82,49.6,176,ON_HOLD,4095,21730686,91.2
2020-04-09,WATER,1e0f2e28f8b21b25,4,142,141,92.29,2956,84.84,339,48,439,44.56,10.33,67.68,188,ON_HOLD,16910,33455440,11.4
2023-05-04,ROAD,0523ea0b1d86cb41,5,13,25,25.88,401,91.85,215,33,3396,12.91,68.4,66.19,224,ON_HOLD,17282,1462306,38.2
2025-04-03,DRAIN,ca55dde313b792a7,5,233,86,45.47,651,97.37,72,204,929,16.55,63.43,62.43,122,ON_HOLD,11181,35108837,84.4
2023-04-21,BRIDGE,2030a247f720eefa,4,479,81,70.96,257,77.7,171,90,1038,4.63,50.12,26.17,155,ON_HOLD,13243,35127912,91.9
2025-05-01,BRIDGE,2cb51b1062540901,1,257,124,14.51,3938,86.26,342,106,7986,39.08,20.21,22.58,145,IN_PROGRESS,6764,64692647,30.9
2026-01-02,SEWER,dad30a3bf78b8cad,1,34,155,24.87,1640,82.16,203,89,9471,58.8,32.77,94.46,148,CANCELLED,17262,67982502,30.4
2020-07-28,SIGNAL,8660881a9b7a422a,1,279,25,33.97,3600,79.82,229,33,16658,7.43,20.21,58.77,81,CANCELLED,21592,4921734,91.4
2019-10-27,SIGNAL,2b7439eccc4afcb5,4,280,51,3.65,2151,17.31,133,165,18957,56.18,37.75,61.55,329,IN_PROGRESS,12013,43846235,19.1
2020-01-24,DRAIN,24904826533c151f,2,46,39,70.15,2032,24.44,327,0,17833,34.83,16.78,25.56,68,CANCELLED,14718,26725164,54.9
2020-11-11,OTHER,1369b7c5cfef16be,2,279,90,60.19,3514,7.44,20,164,6415,28.79,46.9,16.15,270,IN_PROGRESS,21372,62797919,83.3
2023-06-09,SEWER,7abe3bf05ced45ff,3,209,20,15.47,5881,35.38,14,17,4674,16.31,68.32,93.51,349,PLANNED,19953,9179287,64.3
2023-12-12,BUILD,fe1b5f27e72dacba,4,13,55,44.21,4882,90.91,284,227,19760,2.08,46.37,65.38,129,IN_PROGRESS,4653,57006156,35.2
2023-08-18,SEWER,8afaedb5183872b1,5,118,63,22.75,1109,49.06,334,170,6679,49.36,39.42,60.02,350,PLANNED,7066,37531040,26.3
2020-09-05,DRAIN,56171a2869fa2017,5,138,162,26.32,347,90.13,13,222,3290,36.12,44.48,26.73,193,COMPLETED,3754,16419051,63.0
2024-10-08,LIGHT,74ccd8c981e937a9,1,240,82,50.47,3007,29.71,288,183,5282,25.64,67.63,98.25,81,COMPLETED,3097,62499981,83.8
2021-08-04,DRAIN,a028c7408f42a6a9,1,325,35,51.18,5412,95.09,225,235,15384,28.21,66.75,4.52,34,IN_PROGRESS,18852,5805373,69.1
2019-12-16,ROAD,00951b6ef34005e2,1,412,136,18.78,527,42.33,379,51,13667,3.89,4.67,73.49,275,CANCELLED,14426,28822111,81.2
2020-08-29,WATER,2f03671bb8e3f0de,2,330,32,47.32,4477,12.93,313,3,5816,55.99,11.25,65.12,53,COMPLETED,6838,30049384,82.6
2025-01-07,BRIDGE,1398e2b2ff517f1f,5,453,134,96.2,134,96.46,80,98,4710,56.84,53.01,74.36,251,COMPLETED,1524,32928394,72.8
2024-03-08,SEWER,8aeef48a30350544,4,461,172,92.24,1267,55.82,325,121,11902,59.3,5.62,12.5,181,ON_HOLD,1569,48072201,32.6
2022-05-29,LIGHT,b747fe0c60d73263,1,405,9,49.77,4777,20.26,203,13,11000,52.53,43.3,37.6,25,ON_HOLD,7544,10061892,36.6
2022-06-07,ROAD,f5114ede9b4be105,3,253,16,76.66,2508,86.57,198,236,4167,6.9,15.84,96.47,264,PLANNED,23803,30155435,76.3
2019-06-23,OTHER,a2865ed04bd586fe,3,26,36,33.71,161,76.91,20,191,19362,0.31,17.25,53.24,11,IN_PROGRESS,3293,53606082,22.5
2024-03-14,BUILD,91273777a53f4f8a,1,55,142,18.9,4943,85.47,213,160,482,1.55,34.49,5.36,101,PLANNED,6568,38533790,20.4
