imm_border_encounter_date,imm_border_sector_code,imm_border_processing_facility_id,imm_border_encounter_type_code,imm_border_single_adult_flag,imm_border_family_unit_flag,imm_border_unaccompanied_child_flag,imm_border_country_of_origin_code,imm_border_repeat_encounter_flag,imm_border_prior_removal_flag,imm_border_credible_fear_claim_flag,imm_border_asylum_referral_flag,imm_border_expedited_removal_flag,imm_border_parole_granted_flag,imm_border_detention_length_days,imm_border_alternatives_to_detention_flag,imm_border_court_notice_issued_flag,imm_border_case_outcome_code,imm_border_resource_load_index,imm_border_policy_regime_code
2024-02-15,BSF_WEST,PF0288,OVERSTAY_ACTION,1,1,0,NGA,0,1,1,0,0,1,64,0,1,REMOVED,1.27,PR2024
2024-01-04,STATE_POLICE,PF0133,ENTRY_REFUSED,1,0,0,IND,0,1,1,1,0,1,162,0,0,PENDING,1.84,PR2019
2025-01-10,BSF_WEST,PF0035,OVERSTAY_ACTION,1,1,0,AFG,1,0,0,0,0,1,110,1,0,REMOVED,1.64,PR2020
2025-04-20,COAST_GUARD,PF0251,RESCUE,0,1,0,IND,0,0,0,1,0,1,158,1,1,PENDING,2.28,PR2024
2020-11-22,BSF_WEST,PF0047,RESCUE,0,0,1,ARE,0,0,1,0,0,1,245,1,0,TRANSFERRED,0.62,PR2019
2023-01-07,BSF_WEST,PF0268,ENTRY_REFUSED,1,0,1,PAK,0,1,1,0,1,0,291,1,0,RELEASED,1.19,PR2025
2019-01-08,SSB_NEPAL,PF0293,RESCUE,1,1,1,AUS,1,1,1,1,0,1,98,0,1,TRANSFERRED,1.12,PR2020
2024-09-13,BSF_EAST,PF0044,ENTRY_REFUSED,1,0,0,PAK,0,1,1,0,0,0,188,1,0,TRANSFERRED,0.46,PR2025
2021-03-12,BSF_WEST,PF0278,RESCUE,1,0,0,SAU,1,0,1,1,1,1,11,0,0,PENDING,0.58,PR2021
2022-03-07,BSF_WEST,PF0139,HUMANITARIAN_ASSIST,0,1,0,NPL,0,1,1,0,1,1,246,1,0,TRANSFERRED,0.97,PR2019
2023-08-31,STATE_POLICE,PF0237,ENTRY_REFUSED,1,1,1,LKA,1,1,0,1,1,1,209,1,0,VOLUNTARY_RETURN,1.89,PR2024
2022-02-05,COAST_GUARD,PF0266,INTEL_INTERCEPT,1,0,1,NPL,1,1,1,1,1,0,219,1,1,TRANSFERRED,0.55,PR2023
2019-05-20,ITBP_NORTH,PF0170,OVERSTAY_ACTION,0,0,0,CHN,0,0,0,0,1,1,268,0,0,TRANSFERRED,0.81,PR2023
2025-01-11,COAST_GUARD,PF0216,RESCUE,1,1,1,GBR,0,1,0,0,1,1,39,0,0,PENDING,1.76,PR2022
2020-10-20,ITBP_NORTH,PF0117,APPREHENSION,1,0,0,ARE,0,1,1,1,0,0,72,1,0,TRANSFERRED,1.57,PR2019
2019-11-09,ITBP_NORTH,PF0238,ENTRY_REFUSED,0,1,0,AFG,0,1,0,0,0,0,358,1,1,TRANSFERRED,0.44,PR2024
2022-05-26,ITBP_NORTH,PF0256,ENTRY_REFUSED,1,1,1,SGP,0,0,1,1,1,1,55,0,1,REMOVED,2.37,PR2022
2020-07-19,SSB_NEPAL,PF0244,ENTRY_REFUSED,1,1,0,PAK,1,0,1,0,1,1,317,0,0,VOLUNTARY_RETURN,0.54,PR2024
2023-03-31,SSB_NEPAL,PF0088,RESCUE,0,1,0,ETH,1,0,1,0,1,0,56,1,1,VOLUNTARY_RETURN,0.34,PR2019
2022-05-31,BSF_EAST,PF0234,OVERSTAY_ACTION,1,1,1,FRA,1,1,1,0,0,1,142,1,1,VOLUNTARY_RETURN,0.9,PR2020
2024-05-10,ITBP_NORTH,PF0097,APPREHENSION,1,0,1,SGP,0,0,0,1,1,0,348,1,0,TRANSFERRED,0.26,PR2020
2020-02-06,SSB_NEPAL,PF0018,ENTRY_REFUSED,0,1,0,NGA,1,0,1,1,1,0,53,1,0,VOLUNTARY_RETURN,0.27,PR2021
2025-08-28,IB,PF0111,ENTRY_REFUSED,0,1,0,JPN,1,0,0,0,1,0,143,1,1,REMOVED,1.53,PR2025
2021-05-01,SSB_NEPAL,PF0209,ENTRY_REFUSED,0,1,1,KEN,0,1,0,0,0,0,211,1,0,RELEASED,2.25,PR2023
2021-02-21,STATE_POLICE,PF0065,HUMANITARIAN_ASSIST,1,0,1,ETH,0,0,1,0,0,1,231,1,0,RELEASED,1.13,PR2023
2019-12-09,STATE_POLICE,PF0123,ENTRY_REFUSED,0,0,0,GBR,0,0,1,1,1,1,79,1,1,REMOVED,0.89,PR2021
2023-11-22,IB,PF0238,APPREHENSION,1,1,0,JPN,0,1,1,1,0,1,207,1,0,RELEASED,2.3,PR2021
2020-07-29,STATE_POLICE,PF0123,ENTRY_REFUSED,1,1,1,PAK,0,1,0,1,1,1,126,0,0,RELEASED,0.34,PR2021
2021-02-20,BSF_WEST,PF0287,HUMANITARIAN_ASSIST,0,0,0,AUS,0,0,1,1,1,0,182,0,1,PENDING,1.29,PR2024
2025-12-25,IB,PF0218,APPREHENSION,0,1,0,LKA,1,1,1,1,1,0,122,0,1,TRANSFERRED,0.78,PR2021
2022-08-31,ITBP_NORTH,PF0222,APPREHENSION,0,1,1,JPN,0,1,1,1,0,1,177,1,1,PENDING,1.08,PR2019
2022-04-25,COAST_GUARD,PF0113,ENTRY_REFUSED,0,1,0,CHN,1,1,0,0,1,0,240,0,1,PENDING,1.14,PR2021
2022-12-21,STATE_POLICE,PF0018,INTEL_INTERCEPT,1,0,1,MDV,1,1,0,1,0,0,115,0,1,REMOVED,1.45,PR2022
2020-11-22,BSF_WEST,PF0219,APPREHENSION,1,0,1,BGD,1,0,1,1,1,1,326,0,0,RELEASED,1.24,PR2025
2020-10-20,SSB_NEPAL,PF0161,INTEL_INTERCEPT,1,0,0,USA,1,1,1,1,0,1,229,0,1,REMOVED,2.47,PR2021
2019-07-03,SSB_NEPAL,PF0070,APPREHENSION,0,0,1,AUS,1,0,1,0,0,1,347,1,1,VOLUNTARY_RETURN,0.26,PR2019
2025-11-26,SSB_NEPAL,PF0007,HUMANITARIAN_ASSIST,0,0,1,AFG,0,0,1,0,1,0,155,0,0,PENDING,1.94,PR2023
2023-08-27,SSB_NEPAL,PF0001,RESCUE,1,1,1,CHN,0,1,0,0,1,0,159,0,1,RELEASED,0.32,PR2023
2022-04-18,COAST_GUARD,PF0099,ENTRY_REFUSED,0,0,0,BTN,1,0,0,0,0,1,87,1,1,TRANSFERRED,1.19,PR2023
2022-08-16,BSF_EAST,PF0087,RESCUE,1,1,1,AUS,0,1,1,0,0,1,7,0,1,PENDING,0.66,PR2025
2024-01-12,BSF_EAST,PF0080,APPREHENSION,0,0,0,LKA,0,0,0,0,0,0,299,1,0,RELEASED,2.37,PR2019
2024-11-14,ITBP_NORTH,PF0034,RESCUE,0,1,1,SGP,0,1,0,0,1,0,95,1,1,VOLUNTARY_RETURN,1.86,PR2025
2023-08-31,IB,PF0226,ENTRY_REFUSED,0,1,1,MMR,1,1,1,0,1,1,27,0,1,REMOVED,1.26,PR2021
2019-12-02,IB,PF0223,ENTRY_REFUSED,0,0,1,SAU,1,0,0,1,0,1,123,0,0,RELEASED,2.39,PR2020
2023-01-04,STATE_POLICE,PF0180,APPREHENSION,1,0,1,PAK,0,1,1,0,1,0,194,1,0,RELEASED,1.86,PR2023
2020-02-07,SSB_NEPAL,PF0008,APPREHENSION,0,1,1,FRA,1,1,0,1,0,0,134,1,1,PENDING,2.39,PR2023
2019-08-24,ITBP_NORTH,PF0243,INTEL_INTERCEPT,1,1,0,SGP,1,0,1,0,0,0,133,0,1,RELEASED,1.82,PR2020
2020-08-28,COAST_GUARD,PF0088,OVERSTAY_ACTION,0,0,0,RUS,0,1,0,1,1,1,44,1,0,VOLUNTARY_RETURN,0.38,PR2021
2019-08-11,ITBP_NORTH,PF0143,RESCUE,0,1,1,PAK,0,1,1,1,1,0,13,1,1,TRANSFERRED,1.62,PR2023
2021-07-04,BSF_EAST,PF0028,INTEL_INTERCEPT,1,1,1,CAN,0,1,0,1,1,0,172,1,1,VOLUNTARY_RETURN,2.45,PR2021
2020-09-14,BSF_EAST,PF0142,RESCUE,0,1,0,LKA,0,0,0,1,0,0,186,1,1,RELEASED,0.69,PR2022
2024-01-08,IB,PF0090,ENTRY_REFUSED,1,1,1,ARE,1,0,0,0,1,0,82,0,1,TRANSFERRED,2.02,PR2020
2024-10-10,STATE_POLICE,PF0186,APPREHENSION,0,0,1,LKA,0,1,1,0,0,0,173,0,0,VOLUNTARY_RETURN,0.62,PR2019
2022-06-06,BSF_EAST,PF0180,RESCUE,0,1,0,LKA,1,1,0,1,0,0,314,0,0,TRANSFERRED,1.24,PR2025
2019-08-27,ITBP_NORTH,PF0037,OVERSTAY_ACTION,1,0,1,BGD,0,1,0,1,1,0,344,1,0,PENDING,0.39,PR2021
2023-10-16,IB,PF0002,ENTRY_REFUSED,0,1,0,MMR,0,0,0,0,1,1,292,0,0,RELEASED,0.98,PR2020
2023-06-01,SSB_NEPAL,PF0034,HUMANITARIAN_ASSIST,1,1,1,SGP,1,0,0,1,1,1,81,0,1,TRANSFERRED,1.99,PR2025
2023-04-23,BSF_WEST,PF0226,ENTRY_REFUSED,0,0,0,IND,0,1,0,1,0,1,64,0,1,REMOVED,0.3,PR2020
2020-08-29,BSF_EAST,PF0073,INTEL_INTERCEPT,0,1,0,GBR,0,0,0,0,1,1,352,0,1,PENDING,0.94,PR2020
2025-08-29,ITBP_NORTH,PF0116,OVERSTAY_ACTION,1,0,0,SGP,0,0,0,0,0,1,40,1,0,RELEASED,1.65,PR2024
2021-07-31,BSF_WEST,PF0114,ENTRY_REFUSED,1,1,0,GBR,0,0,1,0,0,1,338,0,0,PENDING,2.38,PR2019
2025-08-07,BSF_EAST,PF0030,OVERSTAY_ACTION,0,0,1,MDV,0,1,0,1,0,1,96,1,1,REMOVED,0.76,PR2024
2022-03-10,BSF_EAST,PF0083,APPREHENSION,1,1,1,MMR,0,0,0,1,1,1,270,1,0,RELEASED,0.6,PR2023
2020-07-25,COAST_GUARD,PF0208,HUMANITARIAN_ASSIST,0,1,0,IND,0,0,1,1,1,1,236,0,0,PENDING,0.67,PR2025
2021-09-03,BSF_EAST,PF0107,OVERSTAY_ACTION,1,1,1,AFG,1,1,1,0,1,0,342,1,1,PENDING,0.74,PR2022
2021-08-17,IB,PF0186,INTEL_INTERCEPT,1,1,1,USA,0,1,1,0,0,0,166,1,1,TRANSFERRED,1.67,PR2023
2023-01-15,BSF_WEST,PF0152,INTEL_INTERCEPT,0,1,1,IND,1,1,1,1,0,1,193,0,1,TRANSFERRED,2.5,PR2021
2025-05-23,BSF_WEST,PF0150,RESCUE,1,0,1,JPN,0,1,1,0,0,0,332,0,1,PENDING,1.4,PR2020
2024-04-17,SSB_NEPAL,PF0160,HUMANITARIAN_ASSIST,0,1,0,NPL,1,1,1,0,1,0,283,1,0,TRANSFERRED,0.82,PR2023
2021-06-05,IB,PF0075,APPREHENSION,1,1,1,CAN,1,0,1,0,1,0,139,0,0,RELEASED,1.92,PR2019
2020-11-24,BSF_WEST,PF0170,APPREHENSION,0,1,1,ARE,1,0,1,1,0,1,268,1,1,TRANSFERRED,0.56,PR2019
2019-06-30,ITBP_NORTH,PF0187,OVERSTAY_ACTION,0,0,1,AFG,0,0,0,1,0,1,2,0,1,RELEASED,0.27,PR2024
2022-04-03,ITBP_NORTH,PF0169,INTEL_INTERCEPT,0,0,1,CAN,0,1,1,0,0,1,62,1,1,RELEASED,1.59,PR2024
2023-02-21,STATE_POLICE,PF0053,INTEL_INTERCEPT,1,0,1,MMR,1,0,0,1,0,0,28,0,1,RELEASED,0.68,PR2022
2025-09-08,STATE_POLICE,PF0257,INTEL_INTERCEPT,0,1,0,BTN,1,1,1,0,0,0,63,0,1,RELEASED,1.12,PR2023
2019-10-25,STATE_POLICE,PF0060,APPREHENSION,0,0,1,ETH,0,1,0,0,0,0,93,1,1,PENDING,0.73,PR2024
2022-04-04,BSF_EAST,PF0222,INTEL_INTERCEPT,0,1,1,NGA,1,0,0,1,1,1,331,0,0,VOLUNTARY_RETURN,2.31,PR2024
2021-06-27,SSB_NEPAL,PF0076,RESCUE,0,0,1,PAK,1,1,1,0,0,1,340,0,0,VOLUNTARY_RETURN,0.98,PR2019
2022-09-27,BSF_EAST,PF0046,ENTRY_REFUSED,0,1,1,JPN,0,0,1,1,1,1,125,0,0,RELEASED,1.23,PR2024
2023-12-07,SSB_NEPAL,PF0260,INTEL_INTERCEPT,0,0,0,SAU,1,0,1,1,0,0,321,0,1,VOLUNTARY_RETURN,0.74,PR2025
2024-12-27,IB,PF0015,RESCUE,0,0,1,KEN,1,0,1,1,0,1,177,0,1,RELEASED,0.4,PR2019
2022-06-21,COAST_GUARD,PF0116,RESCUE,1,1,1,RUS,1,0,1,1,1,0,207,1,0,VOLUNTARY_RETURN,1.38,PR2024
2024-07-06,SSB_NEPAL,PF0012,ENTRY_REFUSED,0,1,0,JPN,1,0,1,1,1,0,351,1,1,REMOVED,2.2,PR2022
2022-05-19,COAST_GUARD,PF0001,APPREHENSION,0,0,1,NPL,0,0,0,1,1,1,219,0,0,TRANSFERRED,1.01,PR2021
2023-07-11,STATE_POLICE,PF0077,INTEL_INTERCEPT,0,0,0,USA,0,0,0,0,1,0,144,1,0,VOLUNTARY_RETURN,2.0,PR2023
2019-01-10,IB,PF0030,HUMANITARIAN_ASSIST,1,1,1,SAU,1,0,0,1,0,0,120,0,0,RELEASED,0.28,PR2021
2021-08-10,IB,PF0202,RESCUE,0,0,1,ETH,0,0,0,1,0,0,55,1,0,TRANSFERRED,0.74,PR2020
2019-03-12,IB,PF0050,RESCUE,1,0,0,BTN,1,0,1,1,0,0,113,0,0,TRANSFERRED,0.5,PR2025
2024-12-14,COAST_GUARD,PF0130,ENTRY_REFUSED,0,0,0,RUS,0,1,1,0,0,0,210,0,0,PENDING,1.13,PR2021
2025-04-26,IB,PF0006,HUMANITARIAN_ASSIST,0,0,0,BTN,0,1,1,0,1,0,6,0,0,PENDING,2.26,PR2019
2019-08-16,BSF_EAST,PF0075,RESCUE,0,1,1,ARE,0,0,0,0,0,1,295,1,1,VOLUNTARY_RETURN,1.06,PR2019
2025-10-28,ITBP_NORTH,PF0166,INTEL_INTERCEPT,0,0,1,USA,0,1,1,0,1,0,256,1,0,PENDING,1.59,PR2025
2024-06-27,SSB_NEPAL,PF0274,APPREHENSION,1,0,1,AUS,0,0,1,0,0,1,169,1,1,RELEASED,2.27,PR2021
2021-02-16,BSF_EAST,PF0156,RESCUE,0,0,0,USA,0,0,0,0,0,0,163,0,0,PENDING,1.03,PR2021
2022-05-23,COAST_GUARD,PF0268,APPREHENSION,1,1,0,AFG,1,0,1,0,1,0,294,0,1,REMOVED,1.04,PR2020
2022-11-13,COAST_GUARD,PF0205,RESCUE,1,1,1,JPN,0,1,1,1,0,1,128,0,1,VOLUNTARY_RETURN,0.4,PR2024
2024-06-03,IB,PF0244,RESCUE,1,1,1,DEU,1,1,1,0,0,1,239,0,1,TRANSFERRED,1.0,PR2020
2025-04-06,BSF_WEST,PF0087,INTEL_INTERCEPT,1,1,0,JPN,1,1,0,0,1,1,215,1,1,TRANSFERRED,1.92,PR2023
2020-01-15,BSF_WEST,PF0100,APPREHENSION,1,1,0,KEN,0,0,0,1,0,1,190,0,0,REMOVED,2.14,PR2019
2025-07-07,SSB_NEPAL,PF0186,HUMANITARIAN_ASSIST,0,0,1,CHN,1,0,1,1,0,1,73,1,0,RELEASED,1.86,PR2023
2021-07-14,ITBP_NORTH,PF0222,OVERSTAY_ACTION,1,0,1,KEN,1,1,0,1,0,0,330,0,0,TRANSFERRED,0.22,PR2023
2025-09-30,BSF_WEST,PF0278,INTEL_INTERCEPT,0,0,1,AFG,0,1,1,0,1,1,357,1,1,REMOVED,0.47,PR2021
2019-06-14,STATE_POLICE,PF0173,APPREHENSION,1,0,1,MDV,0,0,0,1,1,0,341,0,1,PENDING,1.88,PR2019
2024-07-03,IB,PF0042,APPREHENSION,1,0,0,DEU,0,0,0,0,0,1,311,0,1,VOLUNTARY_RETURN,2.37,PR2023
2019-08-27,STATE_POLICE,PF0067,APPREHENSION,1,0,1,AFG,1,0,0,1,0,1,256,0,0,REMOVED,1.8,PR2021
2025-05-15,COAST_GUARD,PF0192,OVERSTAY_ACTION,1,1,0,CAN,1,1,1,1,0,0,40,1,0,REMOVED,0.72,PR2022
2024-10-18,IB,PF0143,INTEL_INTERCEPT,0,1,1,NPL,1,1,0,0,0,0,138,0,1,PENDING,0.45,PR2025
2023-12-04,BSF_EAST,PF0154,OVERSTAY_ACTION,0,1,1,BTN,0,1,0,1,1,1,261,0,0,RELEASED,2.22,PR2020
2019-01-19,ITBP_NORTH,PF0094,RESCUE,0,0,1,IND,1,1,0,1,1,0,191,0,0,PENDING,0.43,PR2021
2025-04-04,SSB_NEPAL,PF0197,ENTRY_REFUSED,0,1,0,NGA,1,1,0,0,1,0,236,0,1,PENDING,0.55,PR2021
2021-06-29,BSF_EAST,PF0095,OVERSTAY_ACTION,1,1,1,SAU,0,0,0,1,0,1,208,0,0,TRANSFERRED,1.57,PR2023
2024-10-18,SSB_NEPAL,PF0249,RESCUE,0,1,0,SAU,1,0,1,1,1,0,77,0,0,REMOVED,0.64,PR2021
2019-07-17,BSF_EAST,PF0022,OVERSTAY_ACTION,0,1,1,SGP,1,0,1,1,1,1,351,1,0,REMOVED,0.72,PR2024
2019-07-13,IB,PF0054,APPREHENSION,0,0,1,USA,0,1,0,1,0,1,259,1,0,PENDING,0.53,PR2021
2019-05-12,BSF_EAST,PF0125,ENTRY_REFUSED,1,0,0,SGP,1,1,1,0,1,1,250,1,0,PENDING,2.37,PR2024
2025-08-19,ITBP_NORTH,PF0207,ENTRY_REFUSED,0,1,1,MDV,1,1,0,1,0,1,46,0,0,REMOVED,0.49,PR2023
2021-12-29,SSB_NEPAL,PF0181,HUMANITARIAN_ASSIST,1,1,0,MMR,0,1,1,0,0,1,348,0,0,REMOVED,2.34,PR2021
2021-02-05,BSF_WEST,PF0275,RESCUE,0,1,0,ARE,0,1,0,0,0,1,297,1,0,REMOVED,0.95,PR2024
2023-01-08,BSF_EAST,PF0162,HUMANITARIAN_ASSIST,0,1,0,BGD,0,0,0,0,1,1,100,0,0,RELEASED,2.09,PR2020
2025-08-15,STATE_POLICE,PF0278,OVERSTAY_ACTION,0,1,1,NGA,0,1,0,1,1,0,290,1,1,PENDING,2.38,PR2019
2023-01-03,BSF_EAST,PF0141,OVERSTAY_ACTION,0,0,1,AUS,0,1,0,1,0,1,152,1,0,PENDING,1.39,PR2025
2024-03-07,STATE_POLICE,PF0123,OVERSTAY_ACTION,1,1,0,CHN,0,0,0,1,1,0,114,1,0,TRANSFERRED,1.97,PR2023
2019-08-18,BSF_WEST,PF0192,RESCUE,1,1,1,ETH,1,1,0,0,1,0,306,1,1,TRANSFERRED,0.81,PR2022
2022-01-11,ITBP_NORTH,PF0056,OVERSTAY_ACTION,1,0,1,LKA,0,1,0,1,0,1,267,0,1,VOLUNTARY_RETURN,1.08,PR2022
2021-01-24,ITBP_NORTH,PF0298,ENTRY_REFUSED,0,1,1,MMR,0,0,1,0,1,0,141,1,1,REMOVED,1.47,PR2024
2023-03-23,ITBP_NORTH,PF0247,ENTRY_REFUSED,0,0,0,NGA,1,0,1,0,1,0,287,0,0,REMOVED,2.16,PR2019
2023-01-01,COAST_GUARD,PF0191,INTEL_INTERCEPT,1,1,0,BTN,1,1,1,1,0,0,305,1,0,VOLUNTARY_RETURN,1.63,PR2020
2023-01-29,COAST_GUARD,PF0170,OVERSTAY_ACTION,0,1,1,ETH,1,0,0,0,0,0,67,1,0,PENDING,0.25,PR2021
2025-02-08,ITBP_NORTH,PF0219,OVERSTAY_ACTION,1,1,0,DEU,1,0,0,1,1,0,284,0,0,REMOVED,0.9,PR2024
2025-07-30,ITBP_NORTH,PF0034,HUMANITARIAN_ASSIST,0,0,1,CHN,0,0,1,1,0,1,30,0,0,TRANSFERRED,2.19,PR2022
2023-11-10,BSF_WEST,PF0285,ENTRY_REFUSED,1,1,1,MDV,1,0,1,1,0,1,23,0,0,RELEASED,0.75,PR2021
2020-07-18,COAST_GUARD,PF0036,ENTRY_REFUSED,1,1,1,RUS,0,1,1,1,0,0,10,0,1,PENDING,1.05,PR2020
2023-06-07,STATE_POLICE,PF0265,APPREHENSION,1,0,1,CAN,1,0,0,1,1,1,126,1,0,RELEASED,1.1,PR2023
2023-09-04,IB,PF0298,APPREHENSION,0,1,1,ARE,0,0,1,1,0,1,285,0,0,RELEASED,0.56,PR2019
2024-09-06,IB,PF0228,INTEL_INTERCEPT,0,1,1,LKA,0,0,0,1,0,0,274,0,0,VOLUNTARY_RETURN,1.0,PR2024
2021-03-24,SSB_NEPAL,PF0067,ENTRY_REFUSED,0,1,0,SGP,0,0,1,0,1,0,163,0,0,RELEASED,2.08,PR2020
2020-03-26,ITBP_NORTH,PF0007,INTEL_INTERCEPT,0,1,1,SAU,0,0,1,0,1,0,261,1,1,REMOVED,2.15,PR2022
2020-05-01,ITBP_NORTH,PF0023,OVERSTAY_ACTION,1,0,0,ARE,0,1,1,0,1,1,129,0,0,VOLUNTARY_RETURN,1.54,PR2022
2023-08-18,ITBP_NORTH,PF0023,OVERSTAY_ACTION,0,1,0,ETH,0,1,1,0,1,0,230,1,1,TRANSFERRED,1.76,PR2019
2024-06-23,BSF_EAST,PF0272,ENTRY_REFUSED,1,1,1,DEU,0,0,0,0,0,0,274,0,1,RELEASED,1.43,PR2023
2019-07-26,COAST_GUARD,PF0069,RESCUE,0,0,0,CHN,0,0,1,0,1,1,239,0,1,REMOVED,0.3,PR2020
2022-06-21,SSB_NEPAL,PF0013,INTEL_INTERCEPT,1,1,1,RUS,0,0,0,1,0,0,39,0,1,REMOVED,1.8,PR2022
2020-11-09,BSF_EAST,PF0266,RESCUE,1,0,0,NPL,1,1,0,1,0,1,145,1,1,TRANSFERRED,2.49,PR2024
2025-03-11,BSF_EAST,PF0248,OVERSTAY_ACTION,0,1,1,AFG,0,0,0,1,1,1,360,1,1,VOLUNTARY_RETURN,0.72,PR2022
2022-01-12,IB,PF0059,HUMANITARIAN_ASSIST,0,0,1,LKA,0,0,0,0,1,1,291,0,1,VOLUNTARY_RETURN,2.46,PR2023
2024-09-05,SSB_NEPAL,PF0258,INTEL_INTERCEPT,1,0,0,IND,1,0,0,1,1,0,311,0,0,VOLUNTARY_RETURN,2.49,PR2025
2023-03-06,SSB_NEPAL,PF0208,OVERSTAY_ACTION,1,0,1,JPN,0,1,1,1,0,0,307,0,0,TRANSFERRED,0.53,PR2022
2019-03-10,SSB_NEPAL,PF0129,APPREHENSION,0,0,1,BTN,1,0,1,0,0,0,309,1,1,TRANSFERRED,2.33,PR2025
2025-02-19,SSB_NEPAL,PF0198,ENTRY_REFUSED,1,0,0,DEU,1,0,1,0,1,0,311,1,1,TRANSFERRED,1.75,PR2022
2025-06-02,STATE_POLICE,PF0275,APPREHENSION,1,0,1,CHN,0,1,1,1,0,1,117,0,1,VOLUNTARY_RETURN,1.27,PR2021
2023-05-05,SSB_NEPAL,PF0097,INTEL_INTERCEPT,1,0,0,DEU,0,1,0,1,0,1,113,1,0,RELEASED,0.99,PR2025
2020-07-10,STATE_POLICE,PF0028,APPREHENSION,0,0,1,SAU,0,0,1,0,1,1,19,0,1,TRANSFERRED,1.65,PR2019
2023-07-14,ITBP_NORTH,PF0133,HUMANITARIAN_ASSIST,0,1,1,BGD,0,1,1,1,1,1,228,1,1,TRANSFERRED,2.14,PR2024
2021-08-24,STATE_POLICE,PF0275,INTEL_INTERCEPT,0,0,0,GBR,0,0,1,1,1,0,0,1,1,VOLUNTARY_RETURN,0.28,PR2021
2019-10-19,STATE_POLICE,PF0104,RESCUE,1,0,1,LKA,1,0,0,0,1,1,278,1,1,TRANSFERRED,1.43,PR2022
2023-10-02,SSB_NEPAL,PF0042,ENTRY_REFUSED,1,1,0,ETH,1,0,1,0,0,0,293,1,0,RELEASED,1.7,PR2023
2020-08-25,SSB_NEPAL,PF0153,RESCUE,0,1,0,CAN,0,0,0,0,1,0,19,1,0,VOLUNTARY_RETURN,0.26,PR2025
2019-11-22,COAST_GUARD,PF0291,HUMANITARIAN_ASSIST,0,0,0,BGD,0,0,0,0,1,1,259,0,1,TRANSFERRED,2.24,PR2024
2022-03-21,ITBP_NORTH,PF0009,OVERSTAY_ACTION,0,1,1,AFG,1,0,1,0,0,1,242,0,0,TRANSFERRED,2.39,PR2019
2020-11-06,IB,PF0224,ENTRY_REFUSED,1,0,0,FRA,0,1,0,0,1,0,101,1,0,PENDING,1.61,PR2020
2022-03-02,BSF_EAST,PF0039,APPREHENSION,0,0,0,SGP,1,0,1,1,0,1,196,1,1,PENDING,0.47,PR2020
2021-10-11,ITBP_NORTH,PF0038,INTEL_INTERCEPT,0,1,1,MDV,0,1,1,1,0,1,190,0,1,REMOVED,2.34,PR2023
2024-04-23,BSF_WEST,PF0271,ENTRY_REFUSED,1,1,0,PAK,0,1,1,1,0,0,345,0,1,REMOVED,2.05,PR2020
2019-06-30,SSB_NEPAL,PF0109,OVERSTAY_ACTION,1,0,1,ARE,0,0,0,1,0,1,128,1,1,TRANSFERRED,0.27,PR2024
2019-12-27,BSF_EAST,PF0060,RESCUE,1,1,0,DEU,0,0,1,0,1,0,127,1,1,PENDING,1.53,PR2021
2025-10-07,BSF_WEST,PF0062,OVERSTAY_ACTION,0,1,1,KEN,1,0,1,1,0,0,113,1,1,REMOVED,0.46,PR2022
2020-09-01,STATE_POLICE,PF0031,APPREHENSION,1,0,1,IND,0,0,1,0,1,0,206,0,1,VOLUNTARY_RETURN,0.52,PR2020
2024-03-09,BSF_EAST,PF0030,INTEL_INTERCEPT,0,0,1,CHN,0,1,1,0,0,1,335,0,0,PENDING,0.64,PR2024
2024-12-11,ITBP_NORTH,PF0066,INTEL_INTERCEPT,1,1,1,NPL,0,0,1,0,0,0,342,1,1,RELEASED,1.11,PR2024
2025-02-03,IB,PF0263,APPREHENSION,1,1,1,USA,0,0,1,1,1,1,104,1,1,RELEASED,2.22,PR2025
2019-11-26,STATE_POLICE,PF0158,INTEL_INTERCEPT,0,0,1,SAU,0,1,0,1,0,1,213,1,0,RELEASED,0.27,PR2024
2023-11-12,BSF_WEST,PF0161,ENTRY_REFUSED,0,0,0,ETH,0,0,0,0,1,1,196,1,0,RELEASED,1.79,PR2024
2022-06-03,STATE_POLICE,PF0111,ENTRY_REFUSED,0,1,0,NPL,1,0,0,0,0,0,170,1,1,PENDING,2.42,PR2025
2019-06-12,STATE_POLICE,PF0038,APPREHENSION,1,1,1,IND,0,0,1,1,0,0,260,1,1,VOLUNTARY_RETURN,1.67,PR2021
2024-01-30,STATE_POLICE,PF0212,APPREHENSION,1,0,0,AUS,0,1,0,1,0,1,321,1,0,RELEASED,2.08,PR2019
2024-05-10,SSB_NEPAL,PF0137,OVERSTAY_ACTION,1,1,1,SAU,0,0,1,0,0,0,265,0,0,VOLUNTARY_RETURN,2.27,PR2023
2021-03-23,SSB_NEPAL,PF0158,INTEL_INTERCEPT,0,0,0,RUS,1,1,0,1,1,0,163,0,0,REMOVED,1.84,PR2024
2020-05-07,BSF_WEST,PF0134,HUMANITARIAN_ASSIST,0,1,1,USA,1,0,0,0,1,0,237,1,1,REMOVED,1.72,PR2025
2024-01-04,ITBP_NORTH,PF0189,RESCUE,1,1,0,NPL,1,0,0,0,0,0,162,1,0,TRANSFERRED,0.24,PR2019
2020-04-15,IB,PF0165,APPREHENSION,1,1,0,JPN,0,1,1,0,1,1,22,1,0,PENDING,1.39,PR2019
