gov_contract_contract_award_date,gov_contract_contracting_office_code,gov_contract_naics_code_contract,gov_contract_psc_code,gov_contract_vendor_duns_hash,gov_contract_contract_vehicle_type,gov_contract_competition_type,gov_contract_contract_value_usd,gov_contract_ceiling_value_usd,gov_contract_obligated_amount_usd,gov_contract_period_of_performance_start,gov_contract_period_of_performance_end,gov_contract_small_business_set_aside,gov_contract_socioeconomic_category,gov_contract_subcontracting_plan_flag,gov_contract_labor_standards_clause_flag,gov_contract_buy_american_clause_flag,gov_contract_performance_based_flag,gov_contract_termination_for_default_flag,gov_contract_past_performance_score
2014-07-27,OFF002,334111,J015,DUNS000000939,OTHER,SMALL_BUSINESS,1447876771.44,8669263141.51,991668112.55,2014-08-27,2015-09-05,HUBZONE,NONE,0,1,0,0,0,33.39
2014-07-28,OFF001,541511,R408,DUNS000000940,OT,WOSB,2086258318.19,10623006983.72,973359348.88,2014-08-28,2021-08-01,SB,SDVOSB,0,1,0,1,0,56.42
2014-07-29,OFF006,237310,J015,DUNS000000941,OT,8A,1517368077.77,7962727167.31,411199029.21,2014-08-29,2019-10-02,SDVOSB,NONE,0,1,1,0,0,65.06
2014-07-30,OFF002,541512,J015,DUNS000000942,SEALED_BID,SMALL_BUSINESS,2125498685.82,2607684200.83,1845387287.02,2014-08-30,2016-05-26,SB,8A,1,1,1,0,0,99.39
2014-07-31,OFF004,541511,S206,DUNS000000943,BPA,SMALL_BUSINESS,5406990272.55,28792695470.2,825950442.3,2014-08-31,2022-10-14,SB,NONE,0,1,1,0,0,63.88
2014-08-01,OFF005,237310,R408,DUNS000000944,SEALED_BID,HUBZONE,3510209131.44,15775881284.19,653173403.8,2014-09-01,2017-11-15,SB,NONE,0,0,1,1,0,95.44
2014-08-02,OFF005,236220,S206,DUNS000000945,IDIQ,8A,1905761064.8,4296447461.53,1390225864.44,2014-09-02,2018-04-27,8A,NONE,0,0,1,0,0,26.58
2014-08-03,OFF004,561210,B510,DUNS000000946,GSA_SCHEDULE,OTHER,5976555043.19,32183802489.73,4222095266.32,2014-09-03,2021-03-16,8A,NONE,0,0,0,0,0,68.01
2014-08-04,OFF006,334111,S206,DUNS000000947,OT,FULL_OPEN,1880725313.61,2902452144.46,634695567.34,2014-09-04,2019-07-18,HUBZONE,NONE,0,1,1,0,0,71.93
2014-08-05,OFF002,541512,F999,DUNS000000948,IDIQ,OTHER,3672054165.46,11509787689.0,2505027906.69,2014-09-05,2018-06-11,NONE,WOSB,1,0,0,1,0,6.2
2014-08-06,OFF003,541519,S206,DUNS000000949,OT,SOLE_SOURCE,3479565711.91,6911186173.45,3479098052.91,2014-09-06,2021-08-13,SB,8A,1,0,1,0,0,6.81
2014-08-07,OFF002,611430,D302,DUNS000000950,GWAC,SMALL_BUSINESS,2224148458.69,6103692161.21,414347685.99,2014-09-07,2023-08-02,WOSB,DBE,0,1,1,0,0,16.63
2014-08-08,OFF005,334111,F999,DUNS000000951,OT,SMALL_BUSINESS,1011276141.49,4328812928.01,964088491.4,2014-09-08,2020-11-08,8A,SDB,0,1,1,1,0,37.38
2014-08-09,OFF006,541511,S206,DUNS000000952,GSA_SCHEDULE,SOLE_SOURCE,3789326373.2,8870331656.28,2687059401.2,2014-09-09,2018-08-04,HUBZONE,NONE,0,1,1,1,0,11.14
2014-08-10,OFF006,237310,D302,DUNS000000953,IDIQ,OTHER,5073550126.44,10188746773.24,3931159047.76,2014-09-10,2015-11-13,SDVOSB,NONE,1,0,1,0,1,71.2
2014-08-11,OFF001,325412,R408,DUNS000000954,SEALED_BID,FULL_OPEN,3376352861.89,14946744903.17,3003458219.89,2014-09-11,2017-12-23,8A,SDVOSB,0,1,1,0,0,85.38
2014-08-12,OFF001,611430,D302,DUNS000000955,IDIQ,FULL_OPEN,3490011242.43,4165257302.57,878394214.13,2014-09-12,2017-10-16,SB,NONE,1,0,1,1,0,44.05
2014-08-13,OFF005,541330,D399,DUNS000000956,OT,OTHER,517185630.71,1793370056.67,458171779.82,2014-09-13,2021-06-13,HUBZONE,SDB,1,0,1,0,0,0.3
2014-08-14,OFF004,541519,R408,DUNS000000957,BPA,SMALL_BUSINESS,2415873206.81,7158595452.27,1760639471.43,2014-09-14,2023-11-28,HUBZONE,HUBZONE,1,0,0,0,0,19.86
2014-08-15,OFF003,334111,K016,DUNS000000958,OTHER,8A,4474917828.83,5471914116.61,3349943787.2,2014-09-15,2016-05-16,SDVOSB,SDVOSB,1,0,1,1,0,61.68
2014-08-16,OFF003,541330,R408,DUNS000000959,BPA,OTHER,5300702795.98,24622765967.7,1246647430.51,2014-09-16,2019-10-17,SB,NONE,0,1,1,1,0,42.95
2014-08-17,OFF006,541519,D399,DUNS000000960,GWAC,FULL_OPEN,5196098740.55,8979057823.23,2682386577.69,2014-09-17,2019-09-29,NONE,NONE,0,1,1,0,0,97.02
2014-08-18,OFF006,541330,K016,DUNS000000961,GWAC,FULL_OPEN,2054352830.71,6863687964.22,1067376629.03,2014-09-18,2015-05-25,SB,NONE,0,1,1,1,0,80.02
2014-08-19,OFF001,611430,K016,DUNS000000962,IDIQ,FULL_OPEN,2057370623.92,12013336005.46,363550197.22,2014-09-19,2018-03-05,NONE,NONE,0,1,1,1,0,42.43
2014-08-20,OFF001,541519,J015,DUNS000000963,GSA_SCHEDULE,FULL_OPEN,5284767303.09,30833289587.78,394053479.06,2014-09-20,2014-11-15,NONE,NONE,1,0,0,0,0,24.68
2014-08-21,OFF006,237310,F999,DUNS000000964,OT,SOLE_SOURCE,2037529899.04,7447987491.9,136793046.5,2014-09-21,2016-07-02,SB,NONE,0,1,0,0,0,76.05
2014-08-22,OFF005,237310,K016,DUNS000000965,OT,FULL_OPEN,4291743245.35,6254580978.55,3029652606.51,2014-09-22,2022-06-10,SB,DBE,1,1,1,1,0,59.45
2014-08-23,OFF003,611430,J015,DUNS000000966,IDIQ,8A,5694394339.98,12414507031.84,2001367560.95,2014-09-23,2016-12-12,SDVOSB,NONE,1,1,1,1,0,38.76
2014-08-24,OFF006,541330,S206,DUNS000000967,IDIQ,WOSB,1236405726.84,3761694216.95,931904046.9,2014-09-24,2022-03-23,SB,WOSB,0,0,1,0,0,78.75
2014-08-25,OFF006,236220,K016,DUNS000000968,IDIQ,8A,3425058803.31,12616633687.6,2198360600.01,2014-09-25,2014-10-31,SB,NONE,1,1,1,0,0,76.52
2014-08-26,OFF001,541512,F999,DUNS000000969,IDIQ,SMALL_BUSINESS,583805905.17,983451396.7,565876404.49,2014-09-26,2015-12-24,NONE,SDB,0,1,0,0,0,16.74
2014-08-27,OFF005,611430,J015,DUNS000000970,GSA_SCHEDULE,OTHER,4070882922.04,19267329940.89,225625472.24,2014-09-27,2019-06-28,SB,DBE,1,1,1,0,0,27.52
2014-08-28,OFF006,541511,S206,DUNS000000971,SEALED_BID,FULL_OPEN,4085207514.62,24315531787.22,1284693119.19,2014-09-28,2019-04-20,NONE,NONE,1,1,0,0,0,44.47
2014-08-29,OFF004,561210,S206,DUNS000000972,BPA,FULL_OPEN,411046985.22,2338719090.69,262526948.38,2014-09-29,2020-01-25,NONE,NONE,0,0,1,0,0,36.52
2014-08-30,OFF002,334111,R408,DUNS000000973,BPA,SOLE_SOURCE,5257359035.72,29783481475.79,1745176486.75,2014-09-30,2018-01-31,NONE,NONE,0,1,1,1,0,44.94
2014-08-31,OFF001,541512,K016,DUNS000000974,BPA,FULL_OPEN,695490116.52,1630755966.04,149578631.17,2014-10-01,2023-01-24,NONE,HUBZONE,0,1,1,0,0,72.29
2014-09-01,OFF003,237310,J015,DUNS000000975,GSA_SCHEDULE,FULL_OPEN,462634544.5,1006321961.27,275194700.06,2014-10-02,2016-06-25,HUBZONE,SDB,0,1,1,1,0,79.81
2014-09-02,OFF001,541511,C211,DUNS000000976,IDIQ,8A,1040351511.91,5685468655.59,298179207.66,2014-10-03,2017-11-25,SDVOSB,SDB,0,1,1,1,0,91.26
2014-09-03,OFF001,561210,J015,DUNS000000977,GSA_SCHEDULE,FULL_OPEN,2829003987.07,5017722241.44,2812169433.67,2014-10-04,2022-09-19,NONE,DBE,1,1,1,1,0,61.42
2014-09-04,OFF001,541330,A301,DUNS000000978,GSA_SCHEDULE,FULL_OPEN,3090324157.14,10001272698.76,2039394404.58,2014-10-05,2016-11-20,NONE,NONE,0,1,1,0,0,30.35
2014-09-05,OFF002,237310,A301,DUNS000000979,IDIQ,SMALL_BUSINESS,1976310056.55,9394163916.56,1185525479.2,2014-10-06,2024-05-12,SB,8A,0,1,1,1,0,16.25
2014-09-06,OFF003,236220,D399,DUNS000000980,OT,SOLE_SOURCE,2450894493.68,3715936064.17,1777434997.17,2014-10-07,2024-04-19,NONE,SDB,0,0,1,0,0,38.08
2014-09-07,OFF006,541511,A301,DUNS000000981,BPA,WOSB,1531034002.01,2440007176.21,138949879.34,2014-10-08,2016-06-27,NONE,WOSB,0,1,0,1,1,47.0
2014-09-08,OFF003,237310,F999,DUNS000000982,GWAC,SMALL_BUSINESS,5246690614.74,22899794601.54,1569431761.6,2014-10-09,2023-09-26,SB,SDB,1,1,1,0,0,16.59
2014-09-09,OFF006,237310,A301,DUNS000000983,IDIQ,OTHER,4679175837.91,13744186053.66,4097264373.65,2014-10-10,2020-04-25,8A,WOSB,0,0,1,0,0,97.25
2014-09-10,OFF003,561210,D399,DUNS000000984,IDIQ,FULL_OPEN,2850049692.77,7171932935.75,2844483440.35,2014-10-11,2023-08-04,8A,DBE,0,1,1,0,0,77.12
2014-09-11,OFF001,611430,K016,DUNS000000985,GWAC,SDVOSB,2400944149.86,9559911738.87,736851107.42,2014-10-12,2019-05-11,SB,8A,0,1,0,1,0,14.78
2014-09-12,OFF005,611430,A301,DUNS000000986,IDIQ,SMALL_BUSINESS,4712729253.06,11325283044.69,467913611.61,2014-10-13,2016-09-03,SB,NONE,1,1,0,1,0,10.38
2014-09-13,OFF004,561210,D399,DUNS000000987,GSA_SCHEDULE,SOLE_SOURCE,1784994767.28,2390972287.24,727538578.05,2014-10-14,2015-12-15,SB,NONE,1,1,1,0,0,31.1
2014-09-14,OFF001,325412,C211,DUNS000000988,OTHER,FULL_OPEN,2695271884.42,15884725591.41,1839443936.8,2014-10-15,2021-11-21,NONE,WOSB,1,1,1,0,0,77.65
2014-09-15,OFF006,237310,D399,DUNS000000989,IDIQ,8A,2218495916.71,8968245974.17,442136593.84,2014-10-16,2016-08-28,NONE,NONE,1,1,1,0,0,66.46
2014-09-16,OFF006,541519,J015,DUNS000000990,GSA_SCHEDULE,FULL_OPEN,1597947160.78,2989041404.76,639604538.19,2014-10-17,2022-09-20,SDVOSB,WOSB,0,0,1,1,0,96.9
2014-09-17,OFF001,611430,A301,DUNS000000991,OTHER,FULL_OPEN,331139817.39,665622190.1,175142869.19,2014-10-18,2022-07-22,SDVOSB,8A,0,1,1,0,0,73.08
2014-09-18,OFF003,325412,D302,DUNS000000992,BPA,SOLE_SOURCE,5048893586.78,5868526678.49,584343161.89,2014-10-19,2022-09-15,NONE,WOSB,0,1,1,1,0,93.62
2014-09-19,OFF002,561210,B510,DUNS000000993,GWAC,SOLE_SOURCE,4346721899.7,10834728043.38,2415930979.77,2014-10-20,2021-10-25,NONE,WOSB,1,1,1,0,0,70.01
2014-09-20,OFF001,611430,C211,DUNS000000994,IDIQ,WOSB,4734071103.53,6892746991.09,1115248755.22,2014-10-21,2023-10-26,NONE,NONE,0,1,1,1,0,91.89
2014-09-21,OFF004,541330,J015,DUNS000000995,IDIQ,OTHER,3960046400.06,10095545312.54,717721160.73,2014-10-22,2019-08-08,SB,NONE,1,1,1,1,0,1.7
2014-09-22,OFF001,237310,K016,DUNS000000996,SEALED_BID,SMALL_BUSINESS,3447412994.16,19191866566.22,190410448.0,2014-10-23,2023-12-31,8A,8A,1,1,1,0,0,99.47
2014-09-23,OFF003,541511,K016,DUNS000000997,OTHER,OTHER,2844041498.71,7726672516.63,2111229002.6,2014-10-24,2021-04-29,SB,HUBZONE,0,0,1,1,0,23.35
2014-09-24,OFF006,541511,J015,DUNS000000998,IDIQ,SDVOSB,5370184928.27,29188389215.58,2298546218.24,2014-10-25,2017-12-03,SB,NONE,0,0,1,0,0,26.44
2014-09-25,OFF001,541330,D399,DUNS000000999,BPA,SDVOSB,3182371666.7,14270286783.29,1907085554.85,2014-10-26,2019-12-29,SB,DBE,0,1,1,0,0,68.32
2014-09-26,OFF006,611430,B510,DUNS000001000,GSA_SCHEDULE,8A,69416314.72,139022118.24,64933254.53,2014-10-27,2019-12-12,SDVOSB,NONE,0,0,1,1,1,99.52
2014-09-27,OFF002,334111,S206,DUNS000001001,OT,FULL_OPEN,3139449279.82,17911844517.83,2332132221.17,2014-10-28,2016-01-16,HUBZONE,NONE,1,1,1,0,0,16.3
2014-09-28,OFF006,541512,C211,DUNS000001002,GSA_SCHEDULE,FULL_OPEN,2190889152.38,11608310438.3,605761767.98,2014-10-29,2023-08-07,8A,SDVOSB,0,1,1,1,0,64.27
2014-09-29,OFF004,541519,A301,DUNS000001003,OT,SDVOSB,252988858.84,1317369968.73,247181932.79,2014-10-30,2021-10-31,NONE,NONE,0,0,0,0,0,36.37
2014-09-30,OFF004,541330,C211,DUNS000001004,BPA,FULL_OPEN,4498550648.3,15306011483.6,1371637173.94,2014-10-31,2016-12-05,NONE,NONE,0,1,0,1,0,68.85
2014-10-01,OFF005,541512,S206,DUNS000001005,SEALED_BID,SMALL_BUSINESS,1381380788.14,8267551587.95,674425198.52,2014-11-01,2017-09-06,SDVOSB,SDB,0,1,1,1,0,8.15
2014-10-02,OFF006,334111,B510,DUNS000001006,SEALED_BID,FULL_OPEN,5302000852.62,7459703425.44,1548620724.02,2014-11-02,2023-08-21,8A,WOSB,0,1,1,1,0,80.41
2014-10-03,OFF003,541512,R408,DUNS000001007,GSA_SCHEDULE,OTHER,3872795770.75,11721753701.48,3338169731.26,2014-11-03,2022-07-18,NONE,SDVOSB,0,1,1,0,0,40.23
2014-10-04,OFF002,541519,K016,DUNS000001008,IDIQ,SOLE_SOURCE,5103963638.65,18301715629.93,1041102673.5,2014-11-04,2024-06-16,SB,NONE,1,1,1,0,0,51.86
2014-10-05,OFF006,236220,F999,DUNS000001009,GSA_SCHEDULE,FULL_OPEN,4493420630.82,17928105013.1,2919604226.4,2014-11-05,2024-10-13,NONE,HUBZONE,0,0,1,0,0,54.32
2014-10-06,OFF004,334111,R408,DUNS000001010,GWAC,FULL_OPEN,5468619267.05,31930546998.69,438832553.28,2014-11-06,2022-01-05,NONE,NONE,0,1,0,0,0,9.85
2014-10-07,OFF002,236220,B510,DUNS000001011,GSA_SCHEDULE,SMALL_BUSINESS,5003967384.42,9158019714.59,4615553500.24,2014-11-07,2021-12-02,SB,HUBZONE,0,0,0,1,0,94.23
2014-10-08,OFF001,541519,R408,DUNS000001012,BPA,SMALL_BUSINESS,1616104185.44,5519700757.36,783631627.31,2014-11-08,2022-05-09,8A,8A,0,0,1,1,0,97.87
2014-10-09,OFF003,561210,R408,DUNS000001013,GWAC,SDVOSB,2660632565.58,6396859483.69,208756439.11,2014-11-09,2015-05-18,WOSB,8A,1,1,1,0,0,37.87
2014-10-10,OFF006,236220,S206,DUNS000001014,SEALED_BID,SMALL_BUSINESS,2290560593.67,4928941249.94,674968828.54,2014-11-10,2021-06-29,SB,8A,0,0,1,0,0,18.44
2014-10-11,OFF002,541330,D302,DUNS000001015,GWAC,FULL_OPEN,5714841958.16,17437303132.19,1333195789.21,2014-11-11,2024-09-16,NONE,HUBZONE,1,1,1,0,0,29.19
2014-10-12,OFF001,236220,D302,DUNS000001016,OTHER,FULL_OPEN,1057239448.58,4650962916.63,880659577.98,2014-11-12,2016-04-01,NONE,HUBZONE,0,1,1,0,0,44.95
2014-10-13,OFF006,236220,B510,DUNS000001017,SEALED_BID,SMALL_BUSINESS,5910607775.25,17734353928.86,2089521657.93,2014-11-13,2019-03-28,WOSB,NONE,1,1,1,0,0,62.92
2014-10-14,OFF002,325412,S206,DUNS000001018,GSA_SCHEDULE,FULL_OPEN,2401528690.21,11323047041.35,491340734.3,2014-11-14,2017-12-17,SB,NONE,0,1,0,1,0,32.91
2014-10-15,OFF005,611430,D302,DUNS000001019,GWAC,FULL_OPEN,2729375091.54,12836989961.24,1907305879.34,2014-11-15,2020-09-19,SB,NONE,1,1,1,0,0,81.99
2014-10-16,OFF005,236220,F999,DUNS000001020,OTHER,SMALL_BUSINESS,4110319142.1,21588484347.75,1232237437.48,2014-11-16,2022-08-23,8A,NONE,1,1,0,0,0,75.91
2014-10-17,OFF005,237310,A301,DUNS000001021,OT,SMALL_BUSINESS,1776173370.55,4051920046.02,309521940.89,2014-11-17,2015-09-22,HUBZONE,SDVOSB,0,0,0,0,0,35.17
2014-10-18,OFF002,541511,K016,DUNS000001022,BPA,SMALL_BUSINESS,845919484.98,4490003781.89,552628736.65,2014-11-18,2018-05-30,WOSB,SDB,0,1,1,1,0,17.66
2014-10-19,OFF002,611430,S206,DUNS000001023,GWAC,FULL_OPEN,5056595037.42,12917656472.75,4367354316.12,2014-11-19,2019-01-31,NONE,8A,1,1,1,0,0,49.5
2014-10-20,OFF001,541511,J015,DUNS000001024,IDIQ,FULL_OPEN,1026619278.18,6027988847.62,798482993.23,2014-11-20,2018-06-29,NONE,NONE,0,1,0,0,0,21.33
2014-10-21,OFF004,334111,R408,DUNS000001025,OT,FULL_OPEN,5887958519.78,35086462341.28,5316286589.26,2014-11-21,2023-11-15,NONE,8A,0,1,1,1,0,0.67
2014-10-22,OFF005,561210,C211,DUNS000001026,BPA,SMALL_BUSINESS,3328342838.67,6057644050.36,976496605.42,2014-11-22,2021-05-28,8A,SDVOSB,0,1,1,0,0,75.14
2014-10-23,OFF001,541511,D302,DUNS000001027,IDIQ,SOLE_SOURCE,231041614.79,745103810.36,119010296.08,2014-11-23,2015-05-16,NONE,WOSB,0,0,1,1,0,38.35
2014-10-24,OFF005,541519,J015,DUNS000001028,GSA_SCHEDULE,SMALL_BUSINESS,4712312351.07,11367744748.87,3664281323.37,2014-11-24,2023-09-19,NONE,SDVOSB,1,1,1,0,0,51.63
2014-10-25,OFF004,236220,J015,DUNS000001029,GWAC,FULL_OPEN,3864562916.36,14634297550.55,724566787.27,2014-11-25,2017-10-12,HUBZONE,HUBZONE,0,1,1,0,0,54.29
2014-10-26,OFF005,541330,R408,DUNS000001030,OT,HUBZONE,1248388777.49,2002353588.52,879909224.91,2014-11-26,2022-10-08,SB,SDVOSB,0,0,1,1,0,53.02
2014-10-27,OFF003,237310,D302,DUNS000001031,IDIQ,FULL_OPEN,5130205166.0,14163877987.43,1979678139.24,2014-11-27,2018-05-08,HUBZONE,WOSB,1,1,1,1,0,73.6
2014-10-28,OFF002,325412,K016,DUNS000001032,IDIQ,8A,5275973595.05,16822657090.68,2654330893.71,2014-11-28,2023-09-30,SB,HUBZONE,1,0,0,1,0,76.46
2014-10-29,OFF004,611430,J015,DUNS000001033,BPA,SMALL_BUSINESS,498734223.44,2429092241.33,345016961.89,2014-11-29,2023-11-25,8A,NONE,0,1,1,0,0,33.38
2014-10-30,OFF001,237310,R408,DUNS000001034,SEALED_BID,HUBZONE,4708518790.21,13184102078.44,2374026490.7,2014-11-30,2019-07-30,NONE,NONE,1,0,1,0,0,80.44
2014-10-31,OFF001,541511,J015,DUNS000001035,IDIQ,SMALL_BUSINESS,3194516410.26,14518050034.39,954064946.5,2014-12-01,2020-04-04,HUBZONE,NONE,0,0,1,0,0,84.34
2014-11-01,OFF005,236220,D302,DUNS000001036,IDIQ,SMALL_BUSINESS,420222879.22,1317220859.47,70132870.64,2014-12-02,2019-02-14,NONE,NONE,1,1,0,1,0,47.06
2014-11-02,OFF004,541330,S206,DUNS000001037,IDIQ,SOLE_SOURCE,2533382918.23,4423626456.0,1937465347.76,2014-12-03,2023-03-03,NONE,SDB,1,1,1,1,0,35.33
2014-11-03,OFF001,237310,K016,DUNS000001038,GWAC,SOLE_SOURCE,382759692.19,1225951782.86,78090100.24,2014-12-04,2024-04-21,HUBZONE,NONE,0,1,1,1,0,70.0
2014-11-04,OFF006,237310,K016,DUNS000001039,OT,8A,7435492.59,18624031.61,6603173.39,2014-12-05,2015-05-01,NONE,NONE,0,0,1,1,0,46.06
2014-11-05,OFF001,541511,D399,DUNS000001040,SEALED_BID,SDVOSB,542307316.75,1035126322.74,134096477.18,2014-12-06,2016-06-14,NONE,SDB,1,1,1,1,0,64.66
2014-11-06,OFF006,541330,D302,DUNS000001041,GWAC,OTHER,634947487.74,3663717495.43,154111385.53,2014-12-07,2024-06-03,8A,WOSB,0,1,0,0,0,72.58
2014-11-07,OFF001,325412,D302,DUNS000001042,IDIQ,FULL_OPEN,2040711990.41,3468355556.46,1340767720.52,2014-12-08,2022-03-04,NONE,8A,0,0,1,1,0,56.6
2014-11-08,OFF001,611430,C211,DUNS000001043,GSA_SCHEDULE,FULL_OPEN,65444787.18,318853602.85,5534637.78,2014-12-09,2016-05-12,NONE,HUBZONE,0,1,1,0,0,86.72
2014-11-09,OFF005,541330,S206,DUNS000001044,GSA_SCHEDULE,FULL_OPEN,1852962771.65,2014121128.09,556622743.49,2014-12-10,2019-09-18,NONE,NONE,1,0,1,1,0,28.93
2014-11-10,OFF003,325412,D302,DUNS000001045,BPA,SMALL_BUSINESS,2400182147.23,8046204821.76,174731278.34,2014-12-11,2017-08-10,NONE,8A,1,0,1,1,0,97.39
2014-11-11,OFF003,334111,B510,DUNS000001046,OTHER,SOLE_SOURCE,4716844544.31,26238968205.46,3369883042.41,2014-12-12,2020-12-23,NONE,NONE,1,1,0,1,0,14.6
2014-11-12,OFF001,541511,D399,DUNS000001047,IDIQ,FULL_OPEN,4551086025.83,13842326641.56,1900281274.38,2014-12-13,2017-12-16,NONE,NONE,0,0,0,1,0,38.1
2014-11-13,OFF004,541519,F999,DUNS000001048,GSA_SCHEDULE,SMALL_BUSINESS,4265653026.94,8669726900.43,3226823713.96,2014-12-14,2016-08-05,SDVOSB,DBE,0,0,0,1,0,81.35
2014-11-14,OFF003,611430,A301,DUNS000001049,IDIQ,SOLE_SOURCE,1112937149.1,3561487626.39,366790997.39,2014-12-15,2015-01-23,SB,SDVOSB,0,1,1,0,0,11.94
2014-11-15,OFF004,325412,S206,DUNS000001050,IDIQ,FULL_OPEN,1259325307.3,6543678438.77,798113821.48,2014-12-16,2024-07-05,NONE,HUBZONE,1,1,1,0,0,72.53
2014-11-16,OFF001,541330,D399,DUNS000001051,SEALED_BID,SMALL_BUSINESS,880943702.27,4145569178.88,172799428.6,2014-12-17,2017-02-25,NONE,NONE,1,0,1,1,0,20.94
2014-11-17,OFF002,561210,B510,DUNS000001052,GWAC,SMALL_BUSINESS,5859102649.52,18548251486.93,364739289.76,2014-12-18,2024-08-06,SB,SDVOSB,0,1,1,0,0,50.5
2014-11-18,OFF005,237310,C211,DUNS000001053,GSA_SCHEDULE,FULL_OPEN,510451253.24,1107358986.01,431226005.1,2014-12-19,2024-02-09,SB,HUBZONE,1,0,0,1,0,86.8
2014-11-19,OFF001,236220,A301,DUNS000001054,OTHER,WOSB,1214511171.32,6261396266.1,435841258.42,2014-12-20,2021-06-11,8A,NONE,1,1,0,1,0,44.16
2014-11-20,OFF002,541330,S206,DUNS000001055,IDIQ,FULL_OPEN,254301428.62,1264842028.33,142833383.84,2014-12-21,2019-01-05,SB,NONE,0,0,1,1,0,63.97
2014-11-21,OFF004,334111,S206,DUNS000001056,BPA,SMALL_BUSINESS,2563003421.2,10072870898.05,1242781209.91,2014-12-22,2022-03-22,NONE,DBE,0,1,0,1,0,1.76
2014-11-22,OFF004,236220,D399,DUNS000001057,OTHER,OTHER,3142817108.94,4689005824.85,393815677.61,2014-12-23,2023-02-13,SB,NONE,1,0,1,0,0,3.84
2014-11-23,OFF002,236220,A301,DUNS000001058,GSA_SCHEDULE,FULL_OPEN,4851574920.87,28987598342.93,3858973595.61,2014-12-24,2019-03-16,8A,NONE,1,1,0,0,0,97.19
2014-11-24,OFF003,541511,F999,DUNS000001059,GSA_SCHEDULE,8A,406770072.94,2321671498.74,280434422.46,2014-12-25,2020-05-02,SB,NONE,0,1,1,0,0,14.98
2014-11-25,OFF002,325412,A301,DUNS000001060,IDIQ,SOLE_SOURCE,66425080.18,199341015.63,38080017.77,2014-12-26,2022-10-13,NONE,SDB,0,1,1,0,0,54.27
2014-11-26,OFF005,611430,D302,DUNS000001061,GWAC,8A,1574580045.92,2920963644.25,931626176.39,2014-12-27,2023-12-16,NONE,SDB,0,0,0,1,0,76.97
2014-11-27,OFF004,334111,A301,DUNS000001062,GSA_SCHEDULE,FULL_OPEN,523770247.82,1540284502.17,61002493.52,2014-12-28,2024-07-25,NONE,SDVOSB,0,1,1,0,0,69.66
2014-11-28,OFF002,541330,K016,DUNS000001063,IDIQ,FULL_OPEN,5864676533.97,34741912746.3,4151750706.71,2014-12-29,2020-08-25,NONE,8A,1,1,1,1,0,93.13
2014-11-29,OFF005,561210,F999,DUNS000001064,GWAC,FULL_OPEN,3056378712.29,15183013191.65,253347329.18,2014-12-30,2016-01-06,NONE,SDVOSB,0,1,0,1,0,22.74
2014-11-30,OFF003,611430,S206,DUNS000001065,OTHER,FULL_OPEN,4915661976.58,22132769809.0,417917249.36,2014-12-31,2022-09-15,NONE,NONE,1,0,1,0,0,43.5
2014-12-01,OFF002,334111,R408,DUNS000001066,GWAC,FULL_OPEN,1478312648.23,3197798632.18,1053113037.68,2015-01-01,2022-06-30,NONE,DBE,1,1,1,0,0,84.41
2014-12-02,OFF006,541512,B510,DUNS000001067,GSA_SCHEDULE,FULL_OPEN,5224812929.89,28957901554.42,2100921360.22,2015-01-02,2015-04-26,8A,HUBZONE,1,1,1,0,0,5.44
2014-12-03,OFF001,237310,C211,DUNS000001068,BPA,FULL_OPEN,3042496145.39,17037605809.46,2757084674.85,2015-01-03,2021-01-25,WOSB,HUBZONE,1,1,1,1,0,55.57
2014-12-04,OFF002,236220,A301,DUNS000001069,OTHER,FULL_OPEN,2765298170.74,6218392923.05,2560971572.37,2015-01-04,2020-12-11,HUBZONE,NONE,0,0,1,1,0,94.0
2014-12-05,OFF004,236220,C211,DUNS000001070,BPA,SDVOSB,4508374531.9,20047049414.77,1973785359.58,2015-01-05,2015-11-16,NONE,NONE,0,0,1,0,0,98.87
2014-12-06,OFF001,561210,J015,DUNS000001071,GSA_SCHEDULE,FULL_OPEN,2038055950.02,6961803344.14,1892447522.61,2015-01-06,2018-05-30,SB,NONE,1,1,0,0,0,30.99
2014-12-07,OFF004,541511,S206,DUNS000001072,IDIQ,SMALL_BUSINESS,1620198526.19,6874786345.54,483575741.28,2015-01-07,2020-08-07,SB,8A,1,1,1,1,0,34.81
2014-12-08,OFF005,237310,F999,DUNS000001073,BPA,SDVOSB,342818938.06,1431230336.92,292002271.6,2015-01-08,2016-08-12,8A,NONE,1,1,1,0,0,5.11
2014-12-09,OFF003,541330,C211,DUNS000001074,SEALED_BID,FULL_OPEN,3707848548.51,8317870994.35,246087670.82,2015-01-09,2019-04-20,8A,8A,1,1,1,0,0,23.38
2014-12-10,OFF005,541330,R408,DUNS000001075,GSA_SCHEDULE,OTHER,3112312772.2,12529187902.15,905088943.69,2015-01-10,2016-02-08,8A,8A,0,1,0,1,0,24.21
2014-12-11,OFF003,541511,C211,DUNS000001076,OTHER,SDVOSB,2024981604.68,9658711731.37,1572595315.4,2015-01-11,2015-03-21,NONE,NONE,0,1,1,0,0,38.61
2014-12-12,OFF005,611430,D302,DUNS000001077,OTHER,SMALL_BUSINESS,5570172783.48,11379628418.35,1696075074.52,2015-01-12,2022-12-06,NONE,NONE,0,0,1,0,0,70.9
