gov_unionspend_obligation_date,gov_unionspend_program_cfda_number,gov_unionspend_awarding_agency_code,gov_unionspend_funding_subagency_code,gov_unionspend_recipient_uei_hash,gov_unionspend_recipient_type_code,gov_unionspend_award_amount_inr,gov_unionspend_award_type_code,gov_unionspend_assistance_listing_title,gov_unionspend_place_of_performance_lgd_code,gov_unionspend_primary_purpose_code,gov_unionspend_covid_relief_flag,gov_unionspend_infrastructure_act_flag,gov_unionspend_competition_indicator,gov_unionspend_matching_requirement_flag,gov_unionspend_period_of_performance_days,gov_unionspend_outlay_estimate_inr,gov_unionspend_deobligation_amount_inr,gov_unionspend_reporting_period_quarter,gov_unionspend_data_source_system
2021-01-27,274016,290590,MeitY,GOV89df071f073e,GOVGG86O,903112,394540,Disaster Relief 61,GOVRI2XQ,GOVRK7V6,0,0,GOVJ1LWS,0,1026,482573045,24928313,2022Q1,PFMS
2021-06-29,320691,283000,MoRTH,GOVfae968130c8e,GOVDP82Q,32074,238158,Renewable Energy 18,GOV2JW4V,GOVAD01C,0,0,GOV6W4G4,0,3634,675062,57459,2025Q2,PFMS
2018-04-01,231768,48184,MoRTH,GOV16133168ad95,GOVVXB1I,20621606,410724,Skill Training 81,GOVPZU2P,GOVHOEPM,1,1,GOVJ2SJR,0,2402,401007404,52475917,2020Q2,IFMIS
2023-10-19,455835,360599,DoPT,GOV67ed188c04c1,GOVECW9S,2464048,314358,Women Empowerment 48,GOV2HQBJ,GOVQOE7F,0,0,GOVMCN0L,1,3057,3652177,37867295,2019Q1,CAG
2021-05-17,301307,205632,MoHUA,GOV0ec005e2b611,GOVON7HF,4259596,39318,Skill Training 10,GOVNZDWP,GOVYMZDG,0,0,GOVB6GE0,0,3254,68550226,665087,2026Q3,CPGRAMS
2024-11-19,85592,363250,MoHFW,GOV838fbea66497,GOVBJZ77,60600273,480217,Rural Roads 86,GOVQHMAU,GOVH2OAY,0,0,GOVO72XC,0,2083,716625464,71263036,2021Q3,DBT
2018-01-19,467923,421433,MoRD,GOVf31479795766,GOVFCD1N,637275,318581,Clean Water 70,GOVNVW9J,GOVX3BLH,0,1,GOVI19VC,1,1243,230697081,7202950,2023Q2,DBT
2018-07-25,295514,449308,MOF,GOVa9054c96541a,GOV3MVVM,77397,295877,Housing Upgrade 97,GOVJL2HC,GOV1LKOF,0,0,GOVNSR8X,1,3480,697380,64034659,2024Q2,IFMIS
2022-02-05,274641,75419,MOF,GOV9e9dc0975c0f,GOVYBDX7,26504,403522,Rural Roads 67,GOVHJ9Y3,GOVWCYWL,1,0,GOVJHZ8B,0,2800,55742649,22334559,2018Q3,GeM
2023-06-28,31583,74848,DoPT,GOVd4412c99a0e3,GOVMU58E,39873019,392601,Women Empowerment 17,GOVA72GG,GOV3BE2D,0,0,GOVHK8XC,0,3224,31676006,42982837,2019Q1,GeM
2022-10-10,212841,144179,MeitY,GOVc768eedb7481,GOV3BU4I,374031776,348365,Women Empowerment 21,GOV8PBOX,GOVCIVGQ,0,0,GOV4TCK9,1,2502,448353546,55095,2020Q3,IFMIS
2021-04-15,115023,176262,MOF,GOVc76b6f161894,GOVKKW2B,399686,231948,Rural Roads 14,GOV5SKX5,GOVJPGT6,0,0,GOV0JL50,0,2066,46069819,6609432,2024Q1,DBT
2023-06-26,328831,488144,MoE,GOVe102e5f81349,GOVI8QE5,557281,196772,Housing Upgrade 87,GOVDZBWG,GOV749G6,1,0,GOV40TYW,0,2426,36577,212757,2018Q3,GeM
2024-05-23,51740,93541,MoE,GOV5d167b5dafe3,GOVMDF2O,7315280,359051,Renewable Energy 17,GOVOV56T,GOVQQJWC,0,1,GOVQJNIT,0,2352,51144667,44927087,2018Q3,IFMIS
2018-02-06,9756,212866,MoHUA,GOVa27a93df6d4c,GOV1IJOE,528352,103137,Clean Water 74,GOV1JDGP,GOVQFKWY,1,1,GOVPNV2B,0,2501,183514732,6349500,2023Q2,CPGRAMS
2018-07-14,59929,190274,MoRD,GOV8f756370c958,GOVQWXGT,550518531,240277,Skill Training 72,GOVC0IQ5,GOVD2PWW,1,0,GOVMH7O2,1,3142,232635,2894546,2021Q2,CAG
2019-02-08,192649,472091,MNRE,GOV59b70929aedf,GOVG89QN,4309558,453433,Housing Upgrade 63,GOVBQDWS,GOVV23L6,1,1,GOV3NCCH,0,3524,86963789,285480,2019Q4,GeM
2025-08-16,403804,242946,MoHUA,GOV81d6adf76acf,GOV7LDRP,246106149,47341,Farm Support 69,GOVZDU7P,GOVY1EY1,0,1,GOVOCBV0,0,980,758930565,381099059,2025Q4,eProcure
2025-07-23,224973,76980,MoE,GOV603fc896ca0e,GOVX8BY2,627776,51658,Farm Support 6,GOV3W7JA,GOVJOHZJ,1,0,GOVYDKZH,1,3274,5007656,4429210,2022Q1,IFMIS
2024-04-03,399929,109794,MoRD,GOVb4b17f54e88a,GOVNO379,69378739,475886,Rural Roads 50,GOVG38KW,GOVBFZ9N,0,0,GOVCKVB3,1,1140,5847135,898443272,2023Q3,eProcure
2019-09-13,69055,205284,DoPT,GOV39738dbbb621,GOVD69MK,736174004,184115,Farm Support 69,GOVBWJJR,GOVOF6BO,0,1,GOVTCWDB,0,156,924533058,28281,2020Q4,PFMS
2024-10-09,101322,259768,DoPT,GOVab2cb29a614b,GOVIEGD7,317553,389386,Renewable Energy 53,GOVK86YK,GOV0M69Q,0,0,GOVZEF9I,0,2006,367387351,66246,2025Q4,eProcure
2019-04-13,56304,45101,MOF,GOV703a79eaab72,GOVS1XP8,6140900,160762,Clean Water 20,GOV8MR48,GOVUJFS1,0,0,GOV6UDU7,0,912,4881868,458897970,2026Q4,IFMIS
2021-10-23,251938,206275,MoHUA,GOVb1aa0d3928cc,GOVAFUTA,411679215,445301,Digital Health 82,GOVQ99TD,GOVO5PRP,0,1,GOV899MZ,1,1949,6081548,6130860,2022Q4,GeM
2024-11-14,145084,333978,MHA,GOV09a2daf5d7d6,GOVHACBE,46661,88820,Clean Water 44,GOV19CVX,GOVOXSMQ,0,0,GOVSKA57,0,2730,2013837,224749412,2021Q3,PFMS
2020-02-08,30516,302075,MeitY,GOV46fd29fae7fd,GOVRPELH,554322379,276929,Urban Transit 59,GOV8D8TL,GOV49OND,0,1,GOVYNTZP,1,2574,454901271,76397518,2026Q2,CAG
2023-11-13,292785,457270,MoHUA,GOV9c3db9144bea,GOV6QM11,2230579,418199,Skill Training 78,GOVW8NV4,GOVK409Z,1,1,GOVL2JU2,1,2325,969129,500678422,2022Q2,CPGRAMS
2024-10-22,342395,427660,MOF,GOVc3ba26227bfb,GOVE8ALS,35179290,299419,Disaster Relief 10,GOV22B9C,GOVZEE10,0,0,GOVX0R5T,1,324,261583542,28469,2019Q4,PFMS
2019-10-24,203402,398272,MNRE,GOVbf8ab9dc92cb,GOVDP0FB,39382,46974,Skill Training 72,GOVG1QZH,GOVZ5QVT,0,0,GOVK8YLH,0,2963,41764,4249221,2022Q2,GeM
2023-01-08,164107,290408,MHA,GOVc4ddb1fbfd60,GOVCXINF,5312174,206585,Urban Transit 25,GOV77SCO,GOVW5K7E,1,0,GOV39KQX,1,3244,56311,13247,2018Q1,GeM
2022-08-26,11481,71046,MNRE,GOVebd617f01641,GOVDSVGL,6615508,463743,Clean Water 71,GOVQRV46,GOVD1BC6,0,0,GOVRU1S9,1,2618,50585,470708,2025Q4,GeM
2020-06-09,469455,115648,MNRE,GOVb7fe2d174139,GOVK436H,71013830,416887,Housing Upgrade 45,GOVN85YV,GOVN3V6Q,0,0,GOVH10FU,1,545,524027700,71954,2024Q3,CPGRAMS
2022-12-28,487532,493003,MoRD,GOV8ab25d5aae9b,GOVRDDL6,45953759,313084,Housing Upgrade 70,GOVG8QBY,GOVQQ9IA,0,1,GOVVW53L,1,1998,4971527,541994275,2018Q3,PFMS
2019-11-30,184113,161678,MoRTH,GOV1d3b7476ec02,GOV09EEO,365467129,499164,Skill Training 60,GOV7LCKN,GOVD1740,0,1,GOVXMMC4,1,1090,500889410,6528380,2019Q3,eProcure
2026-01-14,391157,422476,MHA,GOVd1efc2c10411,GOVD1687,6904012,353736,Disaster Relief 70,GOVAJS7T,GOVVVHT0,0,0,GOV3CXG7,1,2409,284251622,3981590,2022Q2,CAG
2023-12-12,145412,162553,MNRE,GOV429e693c6132,GOVQL7PY,438451096,262992,Digital Health 82,GOVFC41Z,GOVE09MN,1,1,GOVOTABQ,1,1329,68793451,4149817,2024Q2,GeM
2021-09-20,93151,376834,MoHUA,GOV0f8fe6fd9fc9,GOVA86TE,656404,328321,Skill Training 19,GOVFW904,GOV3AN0O,1,1,GOVB9QJW,0,1311,4273018,86230649,2019Q3,eProcure
2020-10-20,150213,94348,MOF,GOV9623e8f68b74,GOV8D0CB,307427255,255711,Women Empowerment 43,GOVHGG3M,GOVYKGJC,0,1,GOV2WEQC,1,1632,28938,423565721,2021Q4,DBT
2021-02-22,231914,441819,MOF,GOVacf5f87f8805,GOVPB3NE,24276,406600,Farm Support 37,GOVQSMMV,GOVYCFWN,1,0,GOV6UYNI,0,2683,506124588,108133115,2021Q1,CAG
2022-09-21,85416,347323,MoRTH,GOV4c933a39b59c,GOVB2TNJ,753112,81253,Skill Training 49,GOV4JIVF,GOVDWRYQ,1,0,GOVB8PR6,0,3491,313742,6471986,2024Q3,IFMIS
2023-08-20,24160,294586,MeitY,GOVafa69ed8c52f,GOV7CSHI,36271574,478218,Housing Upgrade 75,GOV8AFVC,GOV3NQ8U,1,0,GOVMTR15,1,3533,6993064,61330814,2024Q1,eProcure
2024-01-22,499921,369833,MoRTH,GOVe2ffdd3638c2,GOVJRCPU,618672,115717,Rural Roads 94,GOVQLGQ1,GOVDD2JD,0,1,GOVKL96B,1,3455,338634,486934,2018Q3,CAG
2024-05-17,121217,419020,MeitY,GOVa22402f44fc1,GOVF7R1E,11211,105256,Women Empowerment 96,GOV13WFK,GOV30KWZ,0,1,GOV3WKLM,0,1153,7704973,537828,2020Q1,PFMS
2025-03-12,343697,317423,MOF,GOVc32a2cc8567e,GOVL4OP6,312220,88629,Renewable Energy 48,GOV9ERNJ,GOVJX45A,1,1,GOVSCA5B,1,514,5128595,72519850,2026Q1,DBT
2020-10-21,215898,85779,MoRTH,GOV680adb73f8e5,GOV3RYCH,4386246,105670,Renewable Energy 32,GOVB86LS,GOVTBENN,0,1,GOVXB4UZ,0,19,6899708,441748274,2020Q2,CAG
2025-11-21,286392,446619,MoE,GOV8554685649e1,GOVBZSX9,7438793,23015,Women Empowerment 21,GOVUTVIF,GOVC5C0E,1,0,GOVV1E2J,1,48,53969724,30067,2022Q2,IFMIS
2023-03-26,179430,473450,MOF,GOVc7b15575739c,GOVOKBZZ,779722,275053,Digital Health 34,GOVOSCX8,GOVOK7AR,1,0,GOVEGVGT,1,1478,361642988,914265942,2025Q2,CPGRAMS
2020-01-16,331693,93198,MHA,GOVe7ce60da611b,GOVC6UKP,717256,242566,Women Empowerment 91,GOV0XZC4,GOVEH2N9,0,0,GOVTE8RX,1,2914,459631,56351,2020Q3,CPGRAMS
2019-08-09,22354,303297,MeitY,GOVb1fea863db0c,GOV450FE,1983619,324064,Disaster Relief 51,GOV9SHH3,GOVDK712,1,0,GOVY90TL,0,532,74832363,30437,2023Q2,GeM
2024-10-16,330210,444341,MeitY,GOV68620e7a71e9,GOVZ16WL,483753777,166167,Rural Roads 63,GOVIL375,GOV0ZMZZ,0,0,GOV06CIW,1,1113,1079104,621161970,2018Q2,GeM
2021-04-09,454873,203848,MHA,GOV5d71628673c2,GOVFS1Z5,60884672,397313,Skill Training 55,GOVWAYQ2,GOVZJX0Y,1,1,GOV89OK1,0,2137,3419246,5463566,2025Q3,DBT
2018-08-13,163938,185653,DoPT,GOVeb80857d31ad,GOVP2AU5,60309263,423798,Housing Upgrade 20,GOVRWCD7,GOV23LU9,0,1,GOVXIRHC,0,2801,90972106,666546298,2022Q4,PFMS
2019-06-09,367516,188725,MOF,GOVfe50d68aa7e3,GOVKML5V,523053114,287737,Skill Training 19,GOVEO87I,GOV7EI3G,0,1,GOVOL28H,1,2593,400509,65883943,2024Q2,IFMIS
2025-02-11,218335,492118,MHA,GOV9e9955a4086d,GOV16Z0L,515575,84438,Women Empowerment 18,GOVX99KQ,GOV5O5RN,0,1,GOV95QO3,1,762,361269,70211830,2021Q2,GeM
2025-08-20,362852,192789,MNRE,GOV2defc494f749,GOVVKGHD,35267,217890,Urban Transit 49,GOVNUIRD,GOV2TT2O,0,1,GOVGEPP9,1,1732,592194,40833060,2019Q3,GeM
2022-08-05,173464,340639,DoPT,GOV9dadd4ce1e98,GOV72HTF,42404426,16836,Farm Support 93,GOVODRME,GOVT31J2,1,1,GOV2ISTT,0,2007,211773,55299,2025Q4,eProcure
2024-11-04,250501,277358,MeitY,GOVeab02d2485c5,GOVENRJ6,732959676,304228,Clean Water 47,GOVD3AE2,GOVENK9C,1,0,GOVZDCRA,1,2654,643652,426592,2022Q2,IFMIS
2025-11-06,232465,484412,MoHUA,GOV56051607447e,GOV1MRSK,84618,146667,Women Empowerment 16,GOVM8JNV,GOV3GO0O,1,1,GOV8T6SG,1,3195,381600324,437570,2021Q4,CAG
2025-09-19,266718,253566,MoHFW,GOVc7595f6e0768,GOVYBKNS,376030798,288496,Digital Health 87,GOV9WN3G,GOVNO9TF,1,0,GOV9JLV4,1,1102,501182,663263389,2021Q2,eProcure
2022-07-27,452939,246579,MoHFW,GOVe2fc57a1c29e,GOVQP3N2,338584,400476,Housing Upgrade 17,GOV82G17,GOVP34PF,0,0,GOVVNNS6,0,150,752867,794729,2024Q4,IFMIS
2019-06-14,474,185816,DoPT,GOV131539dd0691,GOVC3AE6,57659,100538,Disaster Relief 56,GOVIG6XN,GOVA5WR5,0,0,GOVD3D87,0,2943,433207774,37773494,2019Q4,GeM
2018-03-19,329551,466,MHA,GOV53eb8f51a904,GOVQFEFS,851334525,358122,Rural Roads 84,GOVMG3M3,GOVAHVNR,0,0,GOVWME73,1,2947,385503588,26959889,2021Q3,eProcure
2022-06-07,302035,414564,MoRD,GOV1a876550a5e2,GOVS5TUR,65030,445830,Urban Transit 18,GOVNAO9Y,GOV0GHGD,1,1,GOVPKYQV,0,1952,510843,57303,2026Q4,PFMS
2018-06-04,55827,357136,MoHFW,GOVf9ea996703d5,GOVEBWVW,58206134,305222,Clean Water 89,GOVT6DK8,GOVVT0M7,1,0,GOV8HATI,1,55,48406230,33429,2018Q2,PFMS
2023-03-14,347797,390949,MoRD,GOVf0bfdd396684,GOVOSTNI,3500888,334835,Farm Support 40,GOVAUHP7,GOVYB9DW,1,1,GOVB7ZPT,0,3420,596652,5131067,2025Q4,IFMIS
2018-08-09,202047,224098,MNRE,GOV439075076d32,GOV0Y7FA,43317954,292138,Disaster Relief 56,GOVIV7SM,GOV4WVP6,1,0,GOVU8WS9,1,3606,406296,6149335,2023Q4,DBT
2019-09-08,499519,480922,DoPT,GOVda29a95d13b5,GOVAO9JJ,518505537,274990,Farm Support 17,GOV96BOT,GOVM7MMP,1,1,GOVVT7GP,0,845,325042853,3559415,2020Q3,eProcure
2021-05-12,348031,293599,MoHUA,GOV43ce1458fe70,GOV9EMHU,705987,425726,Digital Health 34,GOV0NG3A,GOV7JCB4,0,1,GOVG7Y3X,1,586,630726,71355255,2026Q1,CPGRAMS
2024-01-27,293175,449327,MHA,GOV44b231976fca,GOVSFQY8,435819972,157036,Housing Upgrade 16,GOV601N9,GOVBPDF8,1,0,GOV07BVR,1,252,23899,40243,2023Q3,DBT
2023-11-29,76387,259053,MHA,GOV54021c9aa071,GOV6HH93,59447836,363513,Clean Water 28,GOVWBBOP,GOVQCEGH,1,1,GOVQUA0Q,1,3468,699595615,3808060,2018Q2,CAG
2024-10-30,4389,177038,MHA,GOVbf542dadc21d,GOVQPCGU,744892,463066,Housing Upgrade 95,GOVBG8IE,GOVHQLM8,1,0,GOV0M2FW,0,1524,99201,7230407,2021Q1,DBT
2024-12-14,449992,264019,MoRD,GOV10765d288bef,GOVKAMAV,285425375,43632,Clean Water 70,GOV3X6NZ,GOVMYE31,1,0,GOV63MXD,0,3248,3505236,622773152,2019Q1,GeM
2019-05-01,306842,259910,MHA,GOV64d4ca835299,GOVUC5C6,671748774,349103,Renewable Energy 47,GOVMK3YF,GOVXGTE7,0,1,GOVECUI7,0,1586,866735,6447621,2026Q4,CPGRAMS
2019-09-04,426281,439658,MeitY,GOVeb86dcc3d2b8,GOVBQRTP,8287894,427045,Rural Roads 17,GOV6YEWE,GOV5YPIC,0,0,GOVO3Z7I,0,1290,55543,32222,2021Q2,eProcure
2019-12-22,24042,421687,MoHFW,GOVe840eda8fbe6,GOVIBUPM,2313813,23536,Digital Health 12,GOV2DGEQ,GOVGQ4PR,0,1,GOVTUR4J,1,1482,5085732,512946836,2021Q1,eProcure
2022-05-17,475038,366727,MHA,GOV75d4da1bee7e,GOVPWSQN,564187308,429107,Women Empowerment 53,GOVEG7WU,GOV1F51P,0,1,GOVJ5M1W,1,1608,452688243,6832144,2022Q4,IFMIS
2019-01-14,472472,258775,MHA,GOVb10dd21ad1ed,GOVQQ7RX,5335861,154132,Skill Training 25,GOVW50JJ,GOVBU9II,0,0,GOV2B2UZ,1,3451,7593232,692800,2018Q2,PFMS
2018-09-15,241357,468787,MHA,GOVf5a380048a41,GOVI38KH,21694803,472761,Digital Health 83,GOVUM420,GOVUMJAD,1,0,GOVETEWG,0,29,28786,36888,2024Q4,CPGRAMS
2022-08-24,326601,381156,MoHUA,GOV454fc44cc6ce,GOVZDECF,507211497,332601,Housing Upgrade 14,GOV1JOSI,GOVV5W0P,1,1,GOVKUI4R,0,1758,588009,733242,2018Q3,CAG
2025-08-16,219447,469003,MOF,GOV718bd56a453c,GOV5K0SK,66253,113653,Urban Transit 65,GOVNSRPG,GOVHDBQC,1,0,GOVGCB8S,1,942,576865,591537073,2022Q2,DBT
2020-12-12,213220,195130,MeitY,GOVd236615290ba,GOVXGL6H,1009213,6895,Clean Water 47,GOVY6S3Y,GOVL6T5K,0,0,GOV1DU1J,1,890,349747726,820806,2025Q2,IFMIS
2025-08-01,417510,482479,MoE,GOVa7f18184b222,GOVDCX0K,577642,438355,Farm Support 92,GOVNQI2T,GOVL87LZ,1,0,GOV35GNB,1,513,1722188,460499183,2019Q1,DBT
2022-01-11,101867,218121,MoRTH,GOV0630001b4dbe,GOVRZH66,7686625,294028,Clean Water 93,GOVJKV7H,GOVPAY95,0,1,GOVL9ZNR,1,612,362686,56548,2018Q2,CAG
2022-05-21,274575,215094,MNRE,GOVb2aac6dd1e6e,GOVG5HH6,6892241,222144,Housing Upgrade 15,GOVFJ1V3,GOVWOSY4,1,0,GOVKCA7I,1,3500,41564178,62614318,2023Q1,CPGRAMS
2023-04-24,444060,63399,MeitY,GOVaa71872975af,GOVDZVIY,74631164,169320,Housing Upgrade 64,GOVFL9XG,GOV0PE3K,1,0,GOVGN2FA,1,2568,7222321,472469,2019Q3,GeM
2022-06-20,44089,399010,MoHFW,GOVe89c4c342dff,GOV0H8YC,755713099,438289,Skill Training 88,GOV32C59,GOVG6HT1,0,0,GOVI9BIG,1,3144,5526902,44793,2025Q2,CAG
2021-06-09,277160,26081,DoPT,GOVec94269f9a10,GOV8ZMJW,578562935,27819,Rural Roads 58,GOVLUNTS,GOVS7BRQ,0,0,GOVVM73B,1,586,430027,385962660,2020Q3,PFMS
2021-05-07,245997,460958,MoHUA,GOV0f5cdb68aa40,GOV5N8W2,1498673,343275,Rural Roads 20,GOVIEY31,GOVPC82M,1,0,GOV0DGAK,1,1806,351839523,42209,2018Q2,CAG
2024-12-31,460459,30246,MoHFW,GOVa409ed54849c,GOVO1WPD,57191,465518,Farm Support 40,GOV9RFX6,GOVYTQ9L,0,0,GOVH6T5R,1,2941,54687,41329,2022Q2,PFMS
2025-02-19,40768,25600,DoPT,GOVf222b89f3f3b,GOVG47BI,48521769,306780,Digital Health 31,GOVWQNIX,GOVE42Z8,0,1,GOV3QN3G,0,1632,6056700,5660513,2022Q2,GeM
2018-05-26,3516,383756,MoHFW,GOVefa32a262c0a,GOVDNBXS,454711,147988,Renewable Energy 51,GOVTQP7T,GOV5YZ4F,0,1,GOV8SLOV,1,1993,29153683,65672136,2025Q1,eProcure
2019-05-15,433469,232681,MoRD,GOV420da3cbdb1b,GOVSALP5,41389,112781,Housing Upgrade 44,GOVXAP2L,GOV13DMV,0,1,GOVEGKPF,1,3348,303177303,76219178,2023Q2,CAG
2025-09-06,476949,491963,MNRE,GOV485f62e522f5,GOVFVHU7,668780,376806,Housing Upgrade 83,GOV1FEQP,GOV8K1PN,0,0,GOVR5EWO,0,3191,58420659,50398946,2020Q2,PFMS
2023-02-21,105369,67559,MoRD,GOVa80dc402bc33,GOVYYJ14,66956600,133705,Housing Upgrade 66,GOVG4QZC,GOVNS7B5,0,1,GOVT2L3B,0,2543,66684125,774662998,2019Q4,eProcure
2021-09-20,68584,415336,MoRTH,GOV7a3ff828f939,GOVB0O81,53310,151230,Clean Water 45,GOVS1ZU5,GOVNGCUX,0,1,GOVMWL6I,1,1477,635296986,53131,2024Q3,eProcure
2024-04-09,100894,70264,MNRE,GOV36c9473d4df3,GOVJBCIR,76639634,247684,Farm Support 21,GOVD10LV,GOV9NUGJ,0,0,GOV083TM,0,1860,3548646,561282204,2023Q3,DBT
2018-11-04,347635,188892,MOF,GOV6dc40f0631bf,GOVGXQS7,3756265,210572,Housing Upgrade 9,GOVHSHXO,GOVURT37,0,0,GOVEUGNT,1,404,278588723,57149,2019Q4,eProcure
2025-01-09,235117,390221,MeitY,GOV9f70fb6bfead,GOVQ7KGL,56547,221122,Women Empowerment 45,GOVH5PWQ,GOVA78H7,0,0,GOVX30EO,0,305,31171,7977261,2024Q4,CPGRAMS
2021-09-08,400386,255439,MoE,GOV91eb7262e669,GOVT5BPS,55305168,129164,Farm Support 52,GOVENLXY,GOVIH8DW,0,1,GOVNE22P,1,3576,54576875,296456,2026Q3,CAG
2019-08-11,332463,391548,MNRE,GOVb01d525b10f9,GOVOBHVM,314585,90315,Digital Health 90,GOV4JNKI,GOV52GMU,1,0,GOVFU72N,0,2042,63899,40187,2025Q1,GeM
2023-10-25,411362,421029,MoRTH,GOVd8eb7642e405,GOVZBBDP,103430470,357299,Housing Upgrade 36,GOVI6Q02,GOV0QS0A,1,0,GOVFFO71,1,3303,36364,177425700,2021Q4,PFMS
2018-04-27,174169,313000,MoRD,GOVaf0945cdbbb0,GOV5ITE5,54838806,11615,Clean Water 24,GOVK7DCP,GOVXA2M8,0,1,GOV9GE0G,1,2141,672979,464989,2023Q4,CAG
2020-07-19,299672,202979,MoRTH,GOVa8045b83fcdb,GOVXQNNU,380556284,103517,Farm Support 40,GOVQTSKI,GOVG8NE2,0,0,GOVV4FKD,1,3378,657528,49603713,2026Q2,PFMS
2019-05-07,163317,187576,MoE,GOV2259003dbd92,GOVKYNJ9,52265184,279426,Skill Training 52,GOV0LIIA,GOVKN0IL,1,1,GOVKKITM,1,3276,630278997,35539545,2025Q1,CAG
2018-04-22,92100,35114,MeitY,GOV1d7fe4b4819e,GOVOPXQT,7618300,231429,Clean Water 36,GOV16MG7,GOVH3X2J,1,1,GOVKBQIJ,1,990,688371,68747811,2020Q1,CAG
2018-10-21,352713,232214,MeitY,GOVff55d806dd02,GOVN9LMO,562762948,59558,Digital Health 28,GOV2NX3E,GOVBS3RZ,1,1,GOVO689G,1,2924,4858657,747975465,2018Q1,GeM
2018-03-27,408317,156623,MOF,GOV1e9d6d925e4e,GOVGGBQ4,32126204,377317,Farm Support 84,GOVCQ207,GOV3RU54,1,1,GOVWJVM2,0,3537,592258,65288,2018Q4,eProcure
2018-01-19,132283,110370,DoPT,GOV397cecf7a03e,GOVUPWTF,3969639,206577,Women Empowerment 34,GOVF09OM,GOVSPDCJ,1,1,GOVSO9GH,0,1985,329799606,36695279,2025Q2,CPGRAMS
2020-02-17,357915,493429,MNRE,GOV6bee5bb581df,GOVA80UQ,972203,177933,Housing Upgrade 27,GOV7B3IV,GOVQ28XV,1,1,GOVXCF5W,0,594,1874165,25698,2022Q4,IFMIS
2026-02-04,142697,481118,MoRTH,GOVe8707c0668f3,GOVHT11R,7561113,406782,Housing Upgrade 69,GOVIYKAT,GOV0U30R,0,1,GOVKYRYG,1,2382,354748074,496316,2019Q3,PFMS
2022-02-16,284561,224957,MeitY,GOVa29addbb91f2,GOVI10DC,1508965,409776,Farm Support 57,GOVTHOU0,GOV98NX7,1,1,GOVFD55G,0,3539,195440,7503842,2022Q2,GeM
2020-02-04,21635,299722,MoRTH,GOV903215bd0463,GOVFERHV,414893,363981,Housing Upgrade 61,GOVYDMXG,GOVZS09H,1,0,GOVIVXT5,0,3419,58134,4760859,2022Q3,CAG
2022-12-06,290883,242497,MHA,GOV53fc941d8205,GOVD6BGB,738667,450724,Urban Transit 3,GOVKOW8Q,GOVI0CHU,1,0,GOVSEZYL,0,758,3022334,92489,2019Q1,PFMS
2023-11-10,335502,79014,MOF,GOV127da1c32bc9,GOV97ABJ,438929970,6182,Digital Health 15,GOVW9GF7,GOVN46YX,0,0,GOVGCIFP,0,240,41860,947780,2018Q4,IFMIS
2022-07-27,47905,19834,MNRE,GOV142aada8885d,GOVKUDMN,38998,486509,Women Empowerment 75,GOV107I3,GOVZLER3,0,0,GOV0NOYG,0,2539,423156,8541673,2023Q2,CPGRAMS
2021-10-21,191253,443632,MoHUA,GOV891f8d6bd356,GOV9ITZZ,41968,275648,Housing Upgrade 26,GOVW9G3Q,GOVDQCLN,1,0,GOVGFTF3,1,3430,53998,64770,2025Q2,DBT
2019-09-28,164838,221598,MoRD,GOV9fbb58b6ff7d,GOVJ5N3H,358491,497464,Disaster Relief 92,GOVISE5F,GOVRBKHN,1,1,GOVJQRX7,1,3429,577851741,61554,2021Q1,CPGRAMS
2019-03-29,157814,96561,MoHFW,GOV06407d0ce46b,GOV42D92,57202,257688,Disaster Relief 75,GOVFVWPV,GOV86GKY,1,1,GOVJC1W6,1,1299,48983,819759789,2023Q4,GeM
2024-11-21,32321,223838,MoE,GOV420fcc3f01d0,GOVFYEPS,40293481,442607,Clean Water 41,GOVCNY73,GOV2BBWU,0,0,GOVL1NKV,1,3547,34577869,51408959,2023Q4,PFMS
2018-06-21,77967,215356,MoRTH,GOVbe6e7306ba6e,GOVLIO07,77136609,447063,Women Empowerment 3,GOV2W52E,GOV8POKN,0,1,GOVJLS97,0,3415,7552252,4640263,2019Q4,IFMIS
2021-02-10,194967,61577,MNRE,GOV67d90c51bc83,GOVXYK5G,53240,290809,Renewable Energy 16,GOVHCW9L,GOVKZLHM,1,1,GOVJ16O8,1,2815,561442108,532892,2018Q1,GeM
2018-11-30,69870,96674,MeitY,GOV6cdbe2c76ba0,GOV54DEE,41121543,350026,Farm Support 86,GOVO3GN2,GOV40FT6,0,0,GOVURFRR,1,456,5170596,785127664,2026Q2,PFMS
2021-07-27,486164,256237,DoPT,GOV43ec885f5ca9,GOV31Z3P,677453,176693,Rural Roads 25,GOVUPQ51,GOVZ9QIT,0,1,GOVQGX35,1,72,17757,651180,2019Q1,IFMIS
2018-05-25,14856,118343,MOF,GOVca9294cf9a72,GOVHBCXO,45670,81778,Urban Transit 75,GOV40249,GOV3QCVF,0,1,GOVNN84U,0,993,492258,8177897,2025Q2,PFMS
2023-03-07,138667,84355,MoHUA,GOV330b693ca0b9,GOV7BQE1,3207997,94920,Rural Roads 11,GOVFXTO3,GOVUVMGT,0,0,GOVADOY6,0,880,41284,827231527,2024Q2,GeM
2019-07-21,248260,171391,MHA,GOVeb30eb4ab6e2,GOVPSYRY,88406726,319901,Digital Health 11,GOVJE4JZ,GOVDE3JU,1,1,GOVKX0DJ,0,3386,266846081,76061,2024Q4,CAG
