energy_eff_program_year,energy_eff_program_id,energy_eff_measure_type_code,energy_eff_rebate_amount_inr,energy_eff_participant_count,energy_eff_kwh_savings_first_year,energy_eff_kw_savings_peak,energy_eff_therm_savings_first_year,energy_eff_lifetime_savings_mwh,energy_eff_cost_effectiveness_trc,energy_eff_cost_effectiveness_pac,energy_eff_net_to_gross_ratio,energy_eff_free_ridership_rate,energy_eff_spillover_rate,energy_eff_verification_method_code,energy_eff_evaluation_report_link_id,energy_eff_income_qualification_flag,energy_eff_contractor_network_size,energy_eff_market_transformation_score,energy_eff_measure_installation_time_days
2019,EFF2019-01031,led,36055.97,32052,604367.74,2188.432,29958.23,6649.348,1.071,1.434,0.62,0.217,0.014,onsite,RPT2019-001031,1,476,52.07,191
2019,EFF2019-01032,motor,183797.28,36896,24685.11,3912.88,76570.83,126.764,2.363,1.531,0.655,0.168,0.083,billing_analysis,RPT2019-001032,0,182,31.75,133
2022,EFF2022-01033,building_retrofit,232773.55,21695,707356.85,2243.072,326526.16,2232.939,1.429,2.267,0.8,0.166,0.098,randomized,RPT2022-001033,1,9,77.22,12
2020,EFF2020-01034,motor,75978.62,23951,626479.39,248.156,175387.46,5390.756,0.311,1.823,0.729,0.201,0.099,billing_analysis,RPT2020-001034,0,514,41.04,53
2020,EFF2020-01035,solar_rooftop,162909.85,30086,554646.7,3410.201,550244.04,5819.529,0.215,1.66,0.832,0.081,0.047,engineering,RPT2020-001035,1,74,65.86,25
2025,EFF2025-01036,insulation,158600.56,44970,190513.95,2925.372,468413.53,498.244,1.478,1.255,0.756,0.214,0.118,randomized,RPT2025-001036,1,294,37.54,180
2025,EFF2025-01037,building_retrofit,80067.24,49427,592770.98,4402.99,594127.01,5370.128,1.007,1.397,0.848,0.215,0.215,engineering,RPT2025-001037,0,397,67.98,203
2019,EFF2019-01038,hvac,245900.31,14175,95326.93,659.002,452129.11,786.305,1.054,0.632,0.716,0.17,0.0,engineering,RPT2019-001038,0,647,57.23,52
2021,EFF2021-01039,insulation,194533.79,32098,419910.02,2440.301,165208.59,4894.411,0.918,1.097,0.558,0.142,0.086,metered_savings,RPT2021-001039,1,94,55.97,227
2020,EFF2020-01040,building_retrofit,220457.76,41105,682089.33,321.504,568618.5,6079.243,2.148,0.512,0.718,0.194,0.139,billing_analysis,RPT2020-001040,0,22,63.9,68
2023,EFF2023-01041,smart_meter,36257.19,12521,723995.87,4036.492,110685.64,6656.33,1.515,0.05,0.595,0.211,0.187,onsite,RPT2023-001041,1,117,80.82,86
2019,EFF2019-01042,building_retrofit,82088.66,5053,372844.12,2784.757,4764.15,832.301,0.752,0.672,0.801,0.186,0.145,randomized,RPT2019-001042,1,278,39.77,95
2018,EFF2018-01043,hvac,124009.05,45844,405654.3,30.862,142910.3,3174.048,1.021,0.526,0.756,0.065,0.215,onsite,RPT2018-001043,1,120,67.44,210
2018,EFF2018-01044,ag_pump,167665.7,37886,178691.1,3243.358,62289.67,1671.424,1.343,1.609,0.876,0.007,0.135,onsite,RPT2018-001044,0,456,72.69,133
2021,EFF2021-01045,smart_meter,187935.73,37257,674533.42,579.063,448531.08,5029.043,0.539,0.424,0.98,0.103,0.106,metered_savings,RPT2021-001045,0,224,29.55,101
2019,EFF2019-01046,solar_rooftop,177775.09,20473,298945.99,768.604,532777.36,2152.662,1.367,1.118,0.753,0.024,0.0,metered_savings,RPT2019-001046,0,413,38.8,54
2021,EFF2021-01047,led,164274.72,16433,84865.31,1324.277,131191.44,291.36,0.622,1.58,0.696,0.15,0.019,onsite,RPT2021-001047,0,530,71.61,62
2021,EFF2021-01048,insulation,124643.03,33607,333538.38,642.146,565524.82,2091.359,0.695,1.448,0.98,0.136,0.02,metered_savings,RPT2021-001048,1,597,56.22,205
2018,EFF2018-01049,hvac,138453.22,25496,707477.45,3354.83,329118.8,1437.278,0.17,0.708,0.729,0.214,0.144,engineering,RPT2018-001049,1,581,68.36,167
2019,EFF2019-01050,motor,81557.12,20877,254237.1,2515.21,131390.77,1657.868,0.775,1.029,0.672,0.155,0.089,metered_savings,RPT2019-001050,0,100,41.05,123
2022,EFF2022-01051,building_retrofit,109264.2,34971,699724.79,258.447,275675.63,6008.54,0.957,1.11,0.716,0.179,0.183,onsite,RPT2022-001051,1,396,59.09,76
2025,EFF2025-01052,insulation,205873.98,23160,399418.65,4308.524,286135.96,4423.379,1.209,0.727,0.73,0.009,0.129,randomized,RPT2025-001052,1,357,67.64,14
2019,EFF2019-01053,smart_meter,208140.48,34404,741976.95,2586.013,456906.21,6492.645,0.786,0.9,0.73,0.013,0.026,billing_analysis,RPT2019-001053,1,216,96.65,224
2021,EFF2021-01054,led,47781.06,47113,354480.82,3914.963,335434.11,3935.543,1.368,2.211,0.672,0.125,0.027,randomized,RPT2021-001054,0,79,49.36,74
2018,EFF2018-01055,hvac,225988.5,29533,195336.91,2335.901,454781.44,796.041,0.948,1.303,0.931,0.062,0.084,engineering,RPT2018-001055,0,58,37.42,145
2024,EFF2024-01056,hvac,241967.16,37075,337383.72,2300.329,38190.78,2686.793,0.695,1.318,0.865,0.0,0.0,engineering,RPT2024-001056,1,275,62.85,239
2021,EFF2021-01057,led,187407.82,43224,147546.64,2731.68,105776.64,1484.963,0.161,0.886,0.518,0.136,0.127,billing_analysis,RPT2021-001057,0,148,77.77,14
2023,EFF2023-01058,motor,248074.92,22001,466323.78,3154.627,430070.5,2948.979,2.161,1.509,0.784,0.075,0.054,metered_savings,RPT2023-001058,0,334,49.36,196
2022,EFF2022-01059,smart_meter,181553.93,49982,749893.01,1972.558,364163.81,1543.113,1.41,0.975,0.98,0.184,0.051,onsite,RPT2022-001059,0,98,35.19,174
2024,EFF2024-01060,motor,15794.77,36898,491507.77,2302.966,485499.19,4266.285,1.373,1.865,0.898,0.224,0.139,engineering,RPT2024-001060,1,375,49.05,113
2025,EFF2025-01061,insulation,221779.27,41721,641225.37,2107.323,342708.52,6215.189,1.118,2.306,0.882,0.126,0.0,onsite,RPT2025-001061,1,357,45.72,20
2022,EFF2022-01062,solar_rooftop,179716.04,34310,16276.85,816.775,247020.34,142.503,1.356,1.154,0.877,0.136,0.151,billing_analysis,RPT2022-001062,1,597,17.46,96
2018,EFF2018-01063,smart_meter,62283.58,17412,301221.88,1070.007,366497.76,887.407,1.504,1.817,0.84,0.249,0.0,metered_savings,RPT2018-001063,1,489,66.41,125
2023,EFF2023-01064,smart_meter,95339.31,43853,574942.45,3981.443,452115.32,3288.226,1.625,1.744,0.622,0.031,0.14,randomized,RPT2023-001064,0,425,56.03,72
2024,EFF2024-01065,solar_rooftop,190062.41,5854,297585.25,3354.964,311942.66,2633.372,1.474,1.41,0.72,0.283,0.069,randomized,RPT2024-001065,0,129,60.0,142
2019,EFF2019-01066,ag_pump,216858.57,44825,139287.39,2079.728,194113.15,1159.315,1.496,1.309,0.83,0.085,0.221,onsite,RPT2019-001066,1,453,44.3,20
2025,EFF2025-01067,building_retrofit,106242.6,25034,518262.49,3449.213,502855.22,1623.098,2.355,0.568,0.827,0.0,0.131,engineering,RPT2025-001067,0,475,44.38,105
2022,EFF2022-01068,building_retrofit,67361.85,37851,397405.58,3844.657,27860.99,3238.344,1.278,0.067,0.561,0.164,0.0,billing_analysis,RPT2022-001068,1,393,61.75,151
2022,EFF2022-01069,solar_rooftop,126608.31,42583,134959.7,3821.28,141458.34,905.15,1.656,1.38,0.827,0.175,0.021,metered_savings,RPT2022-001069,0,406,53.34,231
2022,EFF2022-01070,insulation,93845.31,1146,247793.81,1252.314,509741.8,2250.753,1.259,1.446,0.917,0.082,0.092,billing_analysis,RPT2022-001070,1,602,30.38,229
2019,EFF2019-01071,led,158119.92,17853,519223.3,1749.822,109528.56,5967.197,1.68,2.462,0.98,0.116,0.131,randomized,RPT2019-001071,1,509,74.19,167
2023,EFF2023-01072,building_retrofit,211394.51,37382,51838.11,1937.15,150261.41,221.803,0.546,1.192,0.903,0.003,0.094,engineering,RPT2023-001072,1,544,54.83,153
2021,EFF2021-01073,building_retrofit,248047.83,4438,79067.02,1347.652,120859.52,486.359,2.775,1.472,0.978,0.271,0.063,metered_savings,RPT2021-001073,0,94,56.29,191
2019,EFF2019-01074,building_retrofit,138082.28,13696,484197.85,2760.305,437745.03,2405.813,1.144,0.9,0.947,0.145,0.04,engineering,RPT2019-001074,0,251,49.21,218
2018,EFF2018-01075,motor,169490.84,44821,418542.94,355.253,234216.51,4327.678,0.463,1.645,0.832,0.096,0.118,onsite,RPT2018-001075,1,87,86.76,204
2021,EFF2021-01076,solar_rooftop,166959.11,32864,241235.17,1170.618,574641.69,2146.932,1.024,0.813,0.601,0.03,0.072,metered_savings,RPT2021-001076,1,191,69.32,200
2019,EFF2019-01077,smart_meter,51448.36,9967,364947.36,82.249,576018.66,3549.275,1.401,0.876,0.773,0.188,0.04,onsite,RPT2019-001077,0,319,77.9,58
2024,EFF2024-01078,insulation,25830.36,44268,766350.62,1255.432,423259.47,6090.429,1.963,0.079,0.687,0.163,0.0,metered_savings,RPT2024-001078,1,368,47.1,6
2025,EFF2025-01079,insulation,170199.87,3580,86886.97,3091.55,169648.73,814.507,1.427,1.139,0.597,0.263,0.061,randomized,RPT2025-001079,0,549,43.12,184
2023,EFF2023-01080,motor,12385.04,20181,746851.5,1747.577,548229.95,4066.736,1.225,0.521,0.763,0.296,0.07,onsite,RPT2023-001080,1,429,100.0,203
2020,EFF2020-01081,hvac,18062.55,41484,611697.23,2125.952,202691.22,6518.529,0.987,0.947,0.944,0.024,0.073,randomized,RPT2020-001081,1,149,66.26,121
2019,EFF2019-01082,ag_pump,79087.08,39931,463383.81,2413.483,543846.09,4107.875,1.836,0.404,0.595,0.128,0.149,billing_analysis,RPT2019-001082,0,210,46.64,209
2022,EFF2022-01083,building_retrofit,232006.1,25709,489299.31,2808.796,454373.84,2923.007,0.252,1.495,0.703,0.127,0.024,engineering,RPT2022-001083,1,634,84.96,233
2022,EFF2022-01084,solar_rooftop,242515.71,10142,553889.63,3849.372,213080.27,2537.073,2.327,0.886,0.911,0.212,0.045,billing_analysis,RPT2022-001084,1,23,46.53,199
2025,EFF2025-01085,smart_meter,185363.86,23343,718405.14,4032.313,545852.69,8568.532,1.252,0.05,0.822,0.001,0.098,randomized,RPT2025-001085,0,70,36.06,141
2019,EFF2019-01086,building_retrofit,70688.25,10627,371831.64,2391.064,32991.99,3335.162,1.302,0.275,0.658,0.244,0.058,billing_analysis,RPT2019-001086,0,585,70.29,16
2021,EFF2021-01087,led,163099.95,12511,642136.57,617.696,448887.6,2255.159,1.167,0.551,0.935,0.042,0.138,onsite,RPT2021-001087,1,567,70.98,54
2022,EFF2022-01088,led,54353.01,15674,70193.4,3575.501,249966.45,468.372,1.235,1.231,0.828,0.093,0.149,engineering,RPT2022-001088,1,508,26.78,67
2022,EFF2022-01089,solar_rooftop,76751.8,27161,390354.08,3955.241,598184.63,4201.069,2.297,0.05,0.647,0.241,0.069,metered_savings,RPT2022-001089,0,245,64.2,173
2025,EFF2025-01090,hvac,225890.72,37050,548039.19,2804.185,260489.85,6208.96,1.617,1.268,0.866,0.098,0.159,engineering,RPT2025-001090,1,26,59.25,110
2018,EFF2018-01091,solar_rooftop,37784.84,29089,616833.41,806.726,71244.16,5408.246,0.957,1.135,0.841,0.199,0.084,metered_savings,RPT2018-001091,0,631,54.23,23
2021,EFF2021-01092,insulation,23322.54,12589,685561.17,3098.999,234640.0,5333.687,1.357,0.783,0.98,0.0,0.249,onsite,RPT2021-001092,1,363,32.17,13
2024,EFF2024-01093,building_retrofit,213907.57,4011,419294.83,1869.317,142531.38,4376.431,0.718,0.844,0.672,0.189,0.196,metered_savings,RPT2024-001093,0,334,67.1,193
2021,EFF2021-01094,motor,202750.12,29495,605429.49,874.511,154304.47,3473.227,1.718,1.688,0.83,0.234,0.0,metered_savings,RPT2021-001094,1,545,43.86,168
2022,EFF2022-01095,hvac,222391.59,3703,532362.47,3255.139,82069.62,3139.187,1.086,0.612,0.495,0.149,0.046,onsite,RPT2022-001095,1,246,43.03,136
2020,EFF2020-01096,ag_pump,15567.97,10787,206970.25,1743.747,14385.18,578.079,0.774,0.423,0.822,0.206,0.164,onsite,RPT2020-001096,0,261,57.86,79
2020,EFF2020-01097,motor,122575.6,38609,608949.62,154.228,241808.08,6373.084,1.751,1.128,0.823,0.073,0.08,metered_savings,RPT2020-001097,0,327,75.73,127
2023,EFF2023-01098,solar_rooftop,204462.91,16955,794686.74,135.576,46369.08,3486.599,0.506,0.92,0.709,0.053,0.18,metered_savings,RPT2023-001098,0,431,24.53,204
2020,EFF2020-01099,ag_pump,243606.88,12895,263585.0,3262.561,366063.01,2599.524,1.321,1.502,0.735,0.317,0.0,onsite,RPT2020-001099,0,590,67.33,172
2021,EFF2021-01100,led,129571.0,18873,456854.89,232.737,575883.22,4484.18,1.346,0.101,0.98,0.338,0.059,engineering,RPT2021-001100,1,389,56.31,112
2021,EFF2021-01101,hvac,23837.35,48921,296028.84,3568.254,422901.22,1471.54,1.007,1.639,0.644,0.046,0.137,metered_savings,RPT2021-001101,0,197,51.61,46
2019,EFF2019-01102,building_retrofit,77039.38,34191,541109.96,3425.484,389627.96,6293.093,1.132,0.922,0.743,0.087,0.145,randomized,RPT2019-001102,1,398,55.13,78
2023,EFF2023-01103,ag_pump,234504.75,42065,468501.63,968.963,263486.32,4101.049,0.383,1.337,0.822,0.081,0.14,engineering,RPT2023-001103,1,76,48.34,222
2018,EFF2018-01104,insulation,231935.05,49703,315636.0,3060.182,146585.55,1232.763,0.896,0.969,0.634,0.085,0.262,randomized,RPT2018-001104,1,492,61.29,89
2025,EFF2025-01105,solar_rooftop,41107.32,18377,704293.09,1430.881,94863.56,4953.579,1.32,1.114,0.98,0.173,0.0,metered_savings,RPT2025-001105,1,87,24.17,111
2025,EFF2025-01106,ag_pump,1262.36,49794,722719.88,1290.741,579262.72,4527.896,0.336,1.559,0.764,0.119,0.069,engineering,RPT2025-001106,0,72,69.01,148
2021,EFF2021-01107,hvac,242179.54,12699,231628.32,2082.655,549291.4,680.564,1.736,1.311,0.925,0.079,0.233,billing_analysis,RPT2021-001107,1,100,33.74,3
2018,EFF2018-01108,insulation,132146.01,2994,314831.84,91.836,510477.5,3279.311,1.335,0.655,0.821,0.0,0.062,onsite,RPT2018-001108,1,108,52.68,91
2020,EFF2020-01109,building_retrofit,44704.6,25319,574467.56,4184.609,241577.63,1766.694,1.392,1.184,0.842,0.266,0.0,randomized,RPT2020-001109,0,577,85.03,132
2019,EFF2019-01110,hvac,148565.34,34087,77924.81,1097.421,121672.97,472.575,0.523,0.937,0.692,0.179,0.163,billing_analysis,RPT2019-001110,0,599,81.12,201
2018,EFF2018-01111,ag_pump,179094.58,15233,640609.4,612.065,99996.99,6063.925,1.377,1.089,0.726,0.067,0.059,onsite,RPT2018-001111,0,191,57.76,175
2018,EFF2018-01112,led,78610.46,35814,274426.56,3216.685,311187.23,3259.606,0.995,1.654,0.645,0.192,0.154,engineering,RPT2018-001112,0,185,26.28,118
2019,EFF2019-01113,led,184645.22,24450,529690.12,1767.359,357943.07,4889.161,0.489,2.19,0.967,0.072,0.094,onsite,RPT2019-001113,0,324,62.21,90
2019,EFF2019-01114,ag_pump,42391.85,42404,194991.35,1487.846,88383.81,1877.857,1.48,1.113,0.802,0.204,0.108,onsite,RPT2019-001114,0,116,43.92,44
2018,EFF2018-01115,insulation,10105.43,7395,273766.22,1924.056,165877.23,1255.18,0.911,1.04,0.539,0.297,0.035,onsite,RPT2018-001115,1,25,49.99,211
2019,EFF2019-01116,building_retrofit,114178.81,11628,68898.33,4362.17,356913.1,648.813,1.513,0.763,0.793,0.085,0.176,onsite,RPT2019-001116,1,529,90.68,220
2025,EFF2025-01117,hvac,150885.87,19745,36413.25,3806.712,468340.21,284.497,0.867,1.098,0.795,0.222,0.175,billing_analysis,RPT2025-001117,1,638,61.95,44
2019,EFF2019-01118,hvac,60086.4,12407,658129.62,974.446,302367.91,7797.363,1.101,1.413,0.864,0.062,0.274,onsite,RPT2019-001118,0,309,40.93,95
2018,EFF2018-01119,insulation,70167.09,34434,314876.31,3490.33,19409.7,3609.492,0.34,1.083,0.766,0.183,0.151,billing_analysis,RPT2018-001119,0,431,80.55,43
2018,EFF2018-01120,led,143159.43,19298,402377.15,1576.123,225380.7,819.3,1.3,1.663,0.933,0.148,0.108,billing_analysis,RPT2018-001120,1,23,53.8,219
2024,EFF2024-01121,smart_meter,58795.41,18244,647681.48,1368.33,575101.77,7163.185,1.919,1.061,0.705,0.216,0.093,metered_savings,RPT2024-001121,0,305,50.61,217
2023,EFF2023-01122,led,196648.97,7346,388926.22,2514.965,526910.31,3432.127,0.575,1.35,0.931,0.052,0.106,onsite,RPT2023-001122,0,149,48.08,65
2025,EFF2025-01123,building_retrofit,167489.52,33423,608607.73,1956.31,531309.79,4133.159,0.97,0.381,0.713,0.093,0.177,engineering,RPT2025-001123,0,57,57.41,166
2020,EFF2020-01124,insulation,113727.73,36558,116615.7,2890.528,422059.33,662.482,0.633,1.543,0.679,0.043,0.0,engineering,RPT2020-001124,0,564,61.13,25
2023,EFF2023-01125,solar_rooftop,109353.7,18111,713578.93,1278.307,418659.6,6181.596,0.738,1.146,0.7,0.0,0.114,metered_savings,RPT2023-001125,1,284,39.54,210
2018,EFF2018-01126,building_retrofit,219972.2,17340,659017.84,1691.005,289729.31,1634.739,0.549,1.209,0.648,0.12,0.039,randomized,RPT2018-001126,1,140,47.71,117
2025,EFF2025-01127,insulation,76400.03,38617,38470.03,2711.516,434822.22,268.945,0.1,0.916,0.935,0.077,0.054,billing_analysis,RPT2025-001127,1,250,69.6,195
2020,EFF2020-01128,solar_rooftop,236416.79,43753,225027.86,1356.438,333803.58,1349.994,1.029,1.359,0.735,0.059,0.15,randomized,RPT2020-001128,0,542,39.43,135
2019,EFF2019-01129,insulation,215647.32,1155,433299.65,1133.844,301863.65,2132.252,1.062,1.387,0.834,0.189,0.163,engineering,RPT2019-001129,1,154,87.6,97
2018,EFF2018-01130,smart_meter,86865.8,41649,359832.9,1309.484,100444.89,2138.074,1.48,1.945,0.786,0.213,0.12,metered_savings,RPT2018-001130,0,118,48.37,14
2020,EFF2020-01131,insulation,54212.56,19369,161271.22,991.157,328850.35,1432.723,0.519,0.952,0.87,0.028,0.074,onsite,RPT2020-001131,1,490,54.49,188
2021,EFF2021-01132,motor,10280.95,30999,124346.98,4279.318,339466.47,869.336,1.052,0.516,0.754,0.07,0.163,engineering,RPT2021-001132,0,233,61.87,147
2021,EFF2021-01133,motor,183273.19,28240,72516.46,2235.718,216741.93,199.924,2.493,0.774,0.85,0.041,0.111,randomized,RPT2021-001133,0,89,51.72,67
2024,EFF2024-01134,building_retrofit,184228.98,381,31890.96,784.901,394628.08,182.916,0.629,0.275,0.678,0.153,0.068,metered_savings,RPT2024-001134,1,499,77.0,15
2020,EFF2020-01135,led,74933.74,49064,387162.99,2987.577,140893.79,4393.948,1.053,0.527,0.705,0.136,0.013,engineering,RPT2020-001135,0,379,60.46,47
2023,EFF2023-01136,ag_pump,24230.32,5765,462359.89,2543.278,593468.46,2021.589,0.1,0.586,0.808,0.168,0.135,engineering,RPT2023-001136,0,521,49.73,29
2019,EFF2019-01137,motor,128639.09,1845,696568.96,1727.952,310290.46,4238.985,0.773,0.879,0.721,0.219,0.1,metered_savings,RPT2019-001137,0,427,58.23,229
2018,EFF2018-01138,insulation,173681.85,42353,639329.36,3148.642,459714.21,6670.812,1.596,0.798,0.933,0.039,0.096,randomized,RPT2018-001138,1,233,56.25,156
2024,EFF2024-01139,building_retrofit,163599.97,33385,785766.35,1603.446,587349.65,2140.893,1.877,1.388,0.659,0.2,0.092,engineering,RPT2024-001139,0,477,38.37,133
2025,EFF2025-01140,solar_rooftop,177409.1,5725,631488.16,1733.972,506209.5,4561.716,0.308,0.564,0.802,0.147,0.088,engineering,RPT2025-001140,1,28,29.56,106
2022,EFF2022-01141,solar_rooftop,183947.59,22963,409265.82,4465.822,198809.21,1113.067,1.007,0.83,0.765,0.143,0.216,engineering,RPT2022-001141,1,429,73.48,5
2019,EFF2019-01142,solar_rooftop,78674.45,31608,50433.68,3843.241,531510.17,407.561,2.35,1.126,0.98,0.132,0.0,randomized,RPT2019-001142,1,14,81.92,127
2018,EFF2018-01143,smart_meter,232007.4,19985,210587.25,1636.806,475009.9,542.679,2.285,1.778,0.728,0.242,0.035,randomized,RPT2018-001143,1,473,69.25,65
2020,EFF2020-01144,hvac,42572.94,27056,272766.84,3385.393,272923.47,1300.278,2.186,1.117,0.921,0.138,0.159,metered_savings,RPT2020-001144,1,340,58.36,211
2025,EFF2025-01145,building_retrofit,66619.9,16191,489872.42,3898.813,200846.77,1635.028,1.004,0.704,0.756,0.0,0.143,metered_savings,RPT2025-001145,1,512,93.77,33
2019,EFF2019-01146,insulation,228205.75,38564,36198.7,2834.409,552087.42,289.62,1.172,1.483,0.837,0.193,0.037,randomized,RPT2019-001146,1,82,43.42,41
2025,EFF2025-01147,led,177700.8,28686,256504.79,472.809,50788.3,2354.207,1.373,1.306,0.731,0.062,0.0,billing_analysis,RPT2025-001147,0,498,57.33,19
2020,EFF2020-01148,motor,218565.66,42013,778961.74,323.23,40157.99,4924.722,1.285,1.117,0.673,0.247,0.017,metered_savings,RPT2020-001148,0,186,60.89,225
2019,EFF2019-01149,hvac,24742.91,21354,381385.16,2148.068,249550.14,1224.411,1.401,2.115,0.748,0.076,0.142,billing_analysis,RPT2019-001149,1,616,70.19,152
2018,EFF2018-01150,led,41440.15,39766,673647.99,1142.221,197364.77,3140.127,1.813,0.273,0.719,0.085,0.152,engineering,RPT2018-001150,0,33,25.56,61
2018,EFF2018-01151,led,228040.46,33528,216347.28,611.734,77553.53,2345.026,1.069,1.183,0.844,0.268,0.0,metered_savings,RPT2018-001151,1,76,89.22,9
2025,EFF2025-01152,insulation,26202.86,14527,786151.49,2827.511,221032.68,2971.722,1.542,1.472,0.622,0.075,0.151,billing_analysis,RPT2025-001152,0,224,69.29,50
2019,EFF2019-01153,led,33702.68,15838,366604.27,1224.736,541126.75,1721.48,1.147,0.794,0.92,0.067,0.14,metered_savings,RPT2019-001153,1,350,51.12,107
2020,EFF2020-01154,led,127180.59,4210,411571.04,2975.562,587210.22,3543.626,1.332,2.079,0.569,0.176,0.189,onsite,RPT2020-001154,0,421,36.22,157
2023,EFF2023-01155,building_retrofit,78379.13,11935,673391.46,2708.736,233653.22,5854.451,1.171,0.651,0.626,0.197,0.196,metered_savings,RPT2023-001155,0,98,29.65,96
2025,EFF2025-01156,building_retrofit,95422.53,44621,182792.46,2569.184,519891.04,1493.232,0.972,1.929,0.606,0.228,0.111,metered_savings,RPT2025-001156,0,118,31.66,63
2021,EFF2021-01157,ag_pump,136875.45,18326,185113.27,2135.893,237066.53,388.081,0.392,1.282,0.98,0.232,0.097,billing_analysis,RPT2021-001157,0,80,52.81,128
2022,EFF2022-01158,solar_rooftop,195412.92,48810,496765.46,50.985,565187.66,2819.553,0.542,2.548,0.823,0.267,0.063,onsite,RPT2022-001158,1,331,61.77,53
2020,EFF2020-01159,hvac,98324.87,49278,746457.42,857.265,223403.07,6273.209,0.312,1.189,0.679,0.291,0.106,metered_savings,RPT2020-001159,0,140,76.09,193
2018,EFF2018-01160,insulation,69044.8,17980,116046.94,3217.828,553925.82,1018.994,0.681,0.794,0.961,0.147,0.112,engineering,RPT2018-001160,0,556,33.61,192
2019,EFF2019-01161,solar_rooftop,59699.77,43528,474894.89,3254.953,434167.35,5548.625,1.94,0.293,0.813,0.286,0.077,billing_analysis,RPT2019-001161,0,621,23.48,55
2024,EFF2024-01162,solar_rooftop,177694.21,19397,68202.92,3212.611,26192.21,714.376,1.18,1.987,0.692,0.056,0.116,metered_savings,RPT2024-001162,0,199,71.31,116
2022,EFF2022-01163,motor,140302.47,18411,610594.33,1398.824,34146.74,6098.305,1.89,0.317,0.597,0.131,0.136,billing_analysis,RPT2022-001163,1,534,62.25,47
2018,EFF2018-01164,smart_meter,45137.09,18936,597955.09,1297.965,231866.69,3902.803,0.629,0.788,0.496,0.029,0.078,metered_savings,RPT2018-001164,0,91,77.68,39
2018,EFF2018-01165,led,174573.65,15440,427693.44,3216.216,78200.34,2103.796,1.017,0.993,0.633,0.304,0.06,randomized,RPT2018-001165,1,489,39.21,195
2018,EFF2018-01166,solar_rooftop,10327.05,25259,163282.26,126.834,544875.83,859.377,1.377,1.475,0.662,0.201,0.105,onsite,RPT2018-001166,0,208,83.06,192
2019,EFF2019-01167,smart_meter,208824.53,48785,705506.73,187.257,303088.42,8255.004,1.274,0.774,0.98,0.089,0.091,onsite,RPT2019-001167,1,193,70.3,50
2021,EFF2021-01168,led,104148.08,48261,438836.59,3234.785,260443.62,3912.244,0.472,1.553,0.819,0.114,0.223,randomized,RPT2021-001168,0,18,72.6,17
2022,EFF2022-01169,insulation,69198.16,34445,738423.66,4128.17,90277.98,2295.496,0.767,0.956,0.881,0.114,0.051,randomized,RPT2022-001169,1,429,22.82,114
2020,EFF2020-01170,building_retrofit,180947.92,4726,626247.58,3237.976,466816.86,3546.111,0.504,0.894,0.717,0.0,0.118,metered_savings,RPT2020-001170,0,373,59.75,36
2022,EFF2022-01171,smart_meter,9510.03,9473,160540.39,2625.632,278918.71,761.003,1.431,0.05,0.72,0.183,0.035,billing_analysis,RPT2022-001171,0,25,45.97,153
2020,EFF2020-01172,solar_rooftop,141471.94,39883,228699.59,399.635,269545.88,1491.037,1.599,0.593,0.731,0.106,0.04,onsite,RPT2020-001172,0,608,74.21,127
2021,EFF2021-01173,ag_pump,112178.02,17928,126216.66,558.624,572949.13,286.087,1.379,1.357,0.98,0.104,0.102,randomized,RPT2021-001173,1,442,66.05,29
2023,EFF2023-01174,led,183463.33,9375,295093.44,1946.741,550780.35,1117.716,0.421,1.823,0.873,0.073,0.125,onsite,RPT2023-001174,0,448,53.45,139
2019,EFF2019-01175,led,143050.38,47077,792631.68,1082.876,575975.0,5136.575,1.891,1.103,0.741,0.229,0.019,metered_savings,RPT2019-001175,1,164,50.37,194
2018,EFF2018-01176,led,85577.75,40545,362543.19,1623.188,355183.23,3105.629,0.935,1.596,0.98,0.227,0.082,billing_analysis,RPT2018-001176,0,111,55.61,31
2024,EFF2024-01177,motor,107495.4,18649,180771.89,1048.057,594434.0,816.626,1.139,0.162,0.75,0.235,0.085,metered_savings,RPT2024-001177,1,206,80.5,37
2025,EFF2025-01178,hvac,196954.5,357,136035.89,2950.426,190542.79,1042.529,0.1,1.565,0.965,0.158,0.099,metered_savings,RPT2025-001178,0,86,63.99,136
2024,EFF2024-01179,solar_rooftop,56190.18,20485,638105.75,433.198,42614.45,2812.039,0.912,0.766,0.688,0.117,0.147,onsite,RPT2024-001179,0,298,40.38,159
2020,EFF2020-01180,hvac,7282.4,29929,286689.27,1348.537,50462.7,951.519,0.396,0.71,0.864,0.129,0.121,billing_analysis,RPT2020-001180,1,611,68.88,162
2021,EFF2021-01181,hvac,227461.05,25550,53662.52,2700.918,536514.26,251.161,0.836,1.029,0.93,0.245,0.134,randomized,RPT2021-001181,0,580,60.33,51
2021,EFF2021-01182,ag_pump,114584.79,34966,661621.97,2730.955,131564.61,6103.983,1.597,1.041,0.683,0.059,0.08,engineering,RPT2021-001182,0,99,81.98,146
2024,EFF2024-01183,ag_pump,5642.91,941,641682.46,1979.892,368367.56,7326.715,0.94,0.418,0.854,0.101,0.11,engineering,RPT2024-001183,1,227,41.12,51
2023,EFF2023-01184,led,75005.66,34542,194797.61,4030.403,220646.97,973.308,1.064,1.351,0.75,0.173,0.062,metered_savings,RPT2023-001184,1,374,40.0,83
