safe_survey_survey_wave_id,safe_survey_respondent_household_id,safe_survey_perceived_safety_night_score,safe_survey_perceived_safety_day_score,safe_survey_victimization_any_flag,safe_survey_victimization_property_flag,safe_survey_victimization_violent_flag,safe_survey_reporting_to_police_flag,safe_survey_reason_not_reported_code,safe_survey_trust_in_police_score,safe_survey_fear_of_crime_index,safe_survey_neighborhood_disorder_index,safe_survey_social_cohesion_score,safe_survey_collective_efficacy_score,safe_survey_gun_heard_frequency,safe_survey_drug_activity_observed_frequency,safe_survey_lighting_adequacy_score,safe_survey_public_space_usage_score,safe_survey_survey_mode_type,safe_survey_weight_calibration_factor
WAVE024,HH000001063,7,10,0,0,0,1,NO_TRUST,1,0.1547,0.214,0.7497,0.8412,SOMETIMES,SOMETIMES,9,0.3617,PHONE,1.270346
WAVE025,HH000001064,7,7,0,0,0,1,NOT_APPLICABLE,1,0.0468,0.233,0.8989,0.9384,SOMETIMES,NEVER,1,0.4381,WEB,2.121284
WAVE026,HH000001065,2,10,1,0,0,0,NOT_APPLICABLE,6,0.9866,0.4431,0.6832,0.3476,NEVER,RARELY,8,0.1589,PHONE,1.545428
WAVE027,HH000001066,5,8,0,0,0,0,NOT_APPLICABLE,5,0.4085,0.8769,0.6017,0.5636,RARELY,NEVER,7,0.5513,PHONE,2.406613
WAVE028,HH000001067,1,10,0,0,0,0,NOT_APPLICABLE,6,0.8582,0.3241,0.9086,0.5002,NEVER,OFTEN,3,0.3993,WEB,2.141228
WAVE029,HH000001068,8,8,0,0,0,1,NO_TRUST,6,0.4996,0.1973,0.6609,0.6613,RARELY,SOMETIMES,6,0.795,WEB,1.313691
WAVE030,HH000001069,8,0,0,1,0,1,NOT_APPLICABLE,9,0.0176,0.0613,0.7875,0.8429,NEVER,RARELY,6,0.5384,PHONE,0.296949
WAVE031,HH000001070,6,2,0,0,0,1,TOO_MINOR,2,0.2016,0.3274,0.135,0.9554,NEVER,SOMETIMES,0,0.5953,IN_PERSON,1.64362
WAVE032,HH000001071,8,8,0,0,0,1,NO_TRUST,4,0.131,0.7597,0.5496,0.7105,SOMETIMES,RARELY,9,0.388,MAIL,0.893281
WAVE033,HH000001072,0,3,0,0,0,0,NOT_APPLICABLE,6,0.6232,0.0837,0.8797,0.6413,RARELY,NEVER,4,0.7348,WEB,1.355996
WAVE034,HH000001073,9,6,1,1,1,1,TOO_MINOR,6,0.4148,0.6984,0.1923,0.1688,NEVER,NEVER,6,0.0687,WEB,1.296524
WAVE035,HH000001074,3,10,1,0,0,0,NOT_APPLICABLE,4,0.4561,0.9544,0.4033,0.6703,OFTEN,NEVER,0,0.1165,PHONE,1.413783
WAVE036,HH000001075,2,5,0,0,0,1,NOT_APPLICABLE,5,0.232,0.9539,0.2548,0.9883,RARELY,NEVER,7,0.9143,PHONE,1.112199
WAVE037,HH000001076,8,6,0,1,0,1,NOT_APPLICABLE,10,0.7069,0.0226,0.1766,0.8792,NEVER,RARELY,9,0.9777,WEB,0.99901
WAVE038,HH000001077,2,2,0,0,0,0,TOO_MINOR,0,0.9626,0.5823,0.997,0.3686,NEVER,SOMETIMES,10,0.1671,PHONE,1.934037
WAVE039,HH000001078,4,5,0,0,0,1,NOT_APPLICABLE,2,0.8849,0.1021,0.5142,0.998,NEVER,NEVER,10,0.362,WEB,1.721927
WAVE040,HH000001079,2,0,0,0,0,1,NOT_APPLICABLE,9,0.2314,0.6853,0.9249,0.8425,RARELY,NEVER,5,0.404,MAIL,1.824292
WAVE001,HH000001080,5,6,0,0,0,0,NOT_APPLICABLE,6,0.6978,0.8944,0.5194,0.5924,NEVER,SOMETIMES,6,0.692,PHONE,1.089608
WAVE002,HH000001081,1,8,0,0,0,0,TOO_MINOR,9,0.7106,0.6959,0.0721,0.4037,RARELY,NEVER,3,0.5325,PHONE,2.815806
WAVE003,HH000001082,8,9,0,0,0,1,FEAR_RETALIATION,1,0.1922,0.5328,0.5061,0.7829,NEVER,RARELY,7,0.6691,WEB,1.351739
WAVE004,HH000001083,9,9,0,1,0,0,NOT_APPLICABLE,2,0.3925,0.8308,0.1485,0.9951,NEVER,RARELY,0,0.1135,WEB,1.799729
WAVE005,HH000001084,2,9,1,1,0,1,NOT_APPLICABLE,5,0.5458,0.6376,0.7637,0.1285,NEVER,NEVER,8,0.8627,MAIL,0.883604
WAVE006,HH000001085,3,1,0,0,0,0,FEAR_RETALIATION,6,0.3611,0.3053,0.8679,0.7579,NEVER,SOMETIMES,0,0.3663,WEB,0.843314
WAVE007,HH000001086,8,3,0,1,0,0,NOT_APPLICABLE,2,0.5217,0.2276,0.3982,0.3658,NEVER,NEVER,0,0.0343,WEB,2.974221
WAVE008,HH000001087,1,8,1,0,0,1,NO_TRUST,5,0.9861,0.5705,0.3776,0.9636,NEVER,SOMETIMES,3,0.9789,PHONE,2.355496
WAVE009,HH000001088,6,1,0,0,0,0,NOT_APPLICABLE,10,0.6704,0.171,0.0693,0.9199,NEVER,RARELY,8,0.6029,PHONE,0.642719
WAVE010,HH000001089,9,0,0,0,0,0,TOO_MINOR,2,0.5553,0.1993,0.6832,0.1921,RARELY,RARELY,4,0.684,WEB,2.172742
WAVE011,HH000001090,4,7,0,1,0,0,NO_TRUST,1,0.7388,0.1068,0.2997,0.8187,RARELY,RARELY,8,0.7538,WEB,2.424254
WAVE012,HH000001091,1,7,0,0,0,1,TOO_MINOR,10,0.3604,0.4899,0.7938,0.2168,NEVER,RARELY,7,0.6297,WEB,1.122305
WAVE013,HH000001092,4,1,0,0,0,0,NO_TIME,2,0.5781,0.8659,0.6196,0.4295,SOMETIMES,NEVER,9,0.649,PHONE,2.208311
WAVE014,HH000001093,9,2,0,1,0,1,NOT_APPLICABLE,8,0.8143,0.6044,0.9863,0.6745,RARELY,SOMETIMES,10,0.186,PHONE,1.282095
WAVE015,HH000001094,10,1,0,0,0,0,NOT_APPLICABLE,7,0.5488,0.3248,0.5145,0.6222,NEVER,NEVER,5,0.4767,MAIL,1.779676
WAVE016,HH000001095,10,0,1,0,0,0,FEAR_RETALIATION,9,0.4226,0.6535,0.647,0.7417,NEVER,RARELY,8,0.375,WEB,0.833919
WAVE017,HH000001096,8,9,0,0,1,0,NOT_APPLICABLE,7,0.742,0.4011,0.3181,0.9369,NEVER,NEVER,4,0.6279,MAIL,0.922
WAVE018,HH000001097,1,5,1,0,0,0,NOT_APPLICABLE,4,0.2782,0.4407,0.8845,0.8792,NEVER,NEVER,4,0.6637,PHONE,1.384667
WAVE019,HH000001098,3,5,0,0,0,1,NOT_APPLICABLE,0,0.8326,0.4208,0.2193,0.221,OFTEN,NEVER,9,0.9268,WEB,2.552335
WAVE020,HH000001099,8,2,0,1,0,1,NOT_APPLICABLE,3,0.0923,0.9539,0.7662,0.1062,SOMETIMES,RARELY,9,0.9154,IN_PERSON,0.711476
WAVE021,HH000001100,6,9,0,0,0,0,FEAR_RETALIATION,7,0.5206,0.3031,0.5826,0.2846,NEVER,NEVER,2,0.8614,PHONE,2.241467
WAVE022,HH000001101,8,6,1,0,0,0,NO_TRUST,6,0.5026,0.6426,0.2184,0.2876,RARELY,SOMETIMES,1,0.8389,WEB,1.466312
WAVE023,HH000001102,0,4,0,1,0,0,TOO_MINOR,10,0.4395,0.6319,0.1101,0.0828,SOMETIMES,SOMETIMES,1,0.1546,WEB,1.878217
WAVE024,HH000001103,0,3,0,0,0,1,OTHER,4,0.4096,0.5923,0.338,0.6978,NEVER,SOMETIMES,2,0.3213,PHONE,1.808857
WAVE025,HH000001104,1,7,0,0,0,1,NOT_APPLICABLE,5,0.4022,0.7027,0.254,0.3052,NEVER,NEVER,6,0.1413,PHONE,1.889275
WAVE026,HH000001105,6,9,0,0,0,0,TOO_MINOR,1,0.8456,0.1955,0.5638,0.1125,NEVER,NEVER,4,0.7821,WEB,1.815516
WAVE027,HH000001106,2,6,0,0,0,0,NOT_APPLICABLE,2,0.1809,0.99,0.1742,0.2615,NEVER,SOMETIMES,9,0.1491,WEB,1.593959
WAVE028,HH000001107,5,0,1,0,0,0,NOT_APPLICABLE,10,0.0247,0.5164,0.7549,0.0092,RARELY,NEVER,3,0.8349,MAIL,1.996644
WAVE029,HH000001108,1,0,0,0,1,0,NOT_APPLICABLE,6,0.4923,0.3812,0.9203,0.0722,RARELY,OFTEN,3,0.1074,PHONE,1.938431
WAVE030,HH000001109,6,8,1,0,0,1,NO_TRUST,2,0.3848,0.1528,0.6263,0.8003,RARELY,SOMETIMES,0,0.1375,WEB,2.083235
WAVE031,HH000001110,3,1,1,0,0,0,NO_TIME,10,0.9732,0.8492,0.0106,0.8188,NEVER,SOMETIMES,6,0.0375,PHONE,1.620515
WAVE032,HH000001111,7,1,0,1,0,0,NOT_APPLICABLE,5,0.0669,0.8969,0.5316,0.7971,NEVER,SOMETIMES,0,0.4819,IN_PERSON,1.966248
WAVE033,HH000001112,6,10,0,1,0,0,FEAR_RETALIATION,3,0.1094,0.9271,0.1838,0.8119,SOMETIMES,NEVER,3,0.4933,MAIL,0.564439
WAVE034,HH000001113,0,10,1,0,0,0,TOO_MINOR,0,0.8793,0.5397,0.6194,0.3013,NEVER,RARELY,2,0.0754,MAIL,2.796111
WAVE035,HH000001114,8,1,1,0,0,1,OTHER,6,0.0824,0.4076,0.3945,0.9609,RARELY,SOMETIMES,1,0.5352,MAIL,1.287792
WAVE036,HH000001115,1,3,0,0,0,0,NOT_APPLICABLE,8,0.43,0.5386,0.4502,0.3057,RARELY,NEVER,10,0.1043,WEB,1.508309
WAVE037,HH000001116,8,1,0,1,0,1,NOT_APPLICABLE,9,0.089,0.6819,0.4232,0.1864,RARELY,NEVER,6,0.5703,IN_PERSON,2.364722
WAVE038,HH000001117,10,5,0,0,1,0,TOO_MINOR,0,0.6832,0.2794,0.888,0.8173,NEVER,NEVER,4,0.8708,IN_PERSON,2.730203
WAVE039,HH000001118,3,0,0,1,0,1,NOT_APPLICABLE,7,0.9085,0.4846,0.4672,0.0382,NEVER,NEVER,0,0.7617,PHONE,0.65185
WAVE040,HH000001119,6,4,0,0,1,0,NO_TRUST,0,0.1186,0.4126,0.2163,0.4443,RARELY,RARELY,5,0.9436,IN_PERSON,0.419118
WAVE001,HH000001120,1,10,0,1,0,1,NO_TRUST,1,0.911,0.5766,0.7353,0.3667,SOMETIMES,RARELY,3,0.7286,PHONE,0.90999
WAVE002,HH000001121,5,4,0,0,0,0,NOT_APPLICABLE,8,0.2263,0.3956,0.5405,0.0672,NEVER,RARELY,7,0.0137,IN_PERSON,2.431009
WAVE003,HH000001122,2,9,0,0,0,0,NOT_APPLICABLE,2,0.9249,0.7439,0.4528,0.5715,OFTEN,SOMETIMES,0,0.7729,PHONE,2.36874
WAVE004,HH000001123,2,1,1,0,0,0,NO_TRUST,3,0.2491,0.2667,0.123,0.9164,SOMETIMES,NEVER,5,0.5711,WEB,1.781143
WAVE005,HH000001124,3,0,1,0,0,0,TOO_MINOR,4,0.7099,0.6795,0.8133,0.7099,OFTEN,RARELY,1,0.3104,WEB,0.929516
WAVE006,HH000001125,0,4,0,0,0,0,NO_TRUST,7,0.5037,0.0402,0.509,0.3246,SOMETIMES,NEVER,6,0.8646,MAIL,2.734624
WAVE007,HH000001126,1,6,0,0,0,1,NO_TRUST,2,0.0125,0.837,0.0946,0.7556,NEVER,NEVER,7,0.2906,PHONE,2.67124
WAVE008,HH000001127,10,8,0,0,0,0,NO_TIME,6,0.3975,0.3754,0.764,0.6965,NEVER,RARELY,1,0.7667,PHONE,0.363829
WAVE009,HH000001128,9,7,0,1,0,0,NOT_APPLICABLE,8,0.6594,0.2306,0.3031,0.968,NEVER,OFTEN,5,0.4887,PHONE,1.319045
WAVE010,HH000001129,1,2,0,0,0,1,NOT_APPLICABLE,0,0.2914,0.1795,0.9736,0.6027,NEVER,NEVER,7,0.1174,IN_PERSON,2.414203
WAVE011,HH000001130,8,8,0,1,0,0,NOT_APPLICABLE,9,0.3837,0.5234,0.2328,0.9692,SOMETIMES,NEVER,5,0.6472,WEB,1.428753
WAVE012,HH000001131,10,8,0,1,0,0,FEAR_RETALIATION,0,0.5984,0.1502,0.4164,0.6661,SOMETIMES,RARELY,3,0.9185,WEB,0.978831
WAVE013,HH000001132,6,5,0,0,0,1,FEAR_RETALIATION,10,0.873,0.9046,0.2194,0.5436,SOMETIMES,SOMETIMES,10,0.0843,WEB,2.079257
WAVE014,HH000001133,9,0,0,0,0,1,NO_TRUST,5,0.3483,0.9342,0.0816,0.5643,NEVER,RARELY,7,0.395,WEB,1.47802
WAVE015,HH000001134,1,4,0,0,0,1,NO_TRUST,2,0.9463,0.8841,0.1868,0.8707,SOMETIMES,RARELY,8,0.9345,WEB,0.32161
WAVE016,HH000001135,4,7,0,0,0,0,TOO_MINOR,2,0.7647,0.5422,0.0544,0.8833,OFTEN,NEVER,9,0.8116,WEB,1.684038
WAVE017,HH000001136,2,0,1,0,0,0,NOT_APPLICABLE,5,0.4771,0.5654,0.5762,0.2657,RARELY,NEVER,1,0.2097,MAIL,1.147075
WAVE018,HH000001137,5,7,0,0,0,1,FEAR_RETALIATION,5,0.3012,0.7785,0.2963,0.0642,OFTEN,SOMETIMES,7,0.4675,WEB,0.321442
WAVE019,HH000001138,9,5,0,1,0,0,NOT_APPLICABLE,4,0.3626,0.3353,0.4324,0.7892,NEVER,RARELY,5,0.3631,WEB,0.69491
WAVE020,HH000001139,8,2,0,0,0,1,NOT_APPLICABLE,1,0.0869,0.4114,0.314,0.4819,OFTEN,NEVER,7,0.473,MAIL,2.331962
WAVE021,HH000001140,4,5,0,0,0,1,NO_TRUST,1,0.2583,0.6706,0.9411,0.6131,SOMETIMES,NEVER,0,0.1527,WEB,0.83469
WAVE022,HH000001141,6,10,0,0,0,0,NOT_APPLICABLE,0,0.1392,0.8236,0.85,0.5697,RARELY,NEVER,7,0.6723,PHONE,2.847028
WAVE023,HH000001142,5,10,0,0,0,0,NO_TRUST,7,0.327,0.7101,0.6219,0.4504,RARELY,NEVER,7,0.5654,PHONE,2.236669
WAVE024,HH000001143,3,6,0,0,0,0,NO_TRUST,3,0.5861,0.5087,0.8496,0.7309,NEVER,SOMETIMES,6,0.1333,PHONE,2.358027
WAVE025,HH000001144,0,6,0,0,0,0,FEAR_RETALIATION,4,0.9911,0.4553,0.9862,0.5629,RARELY,NEVER,8,0.6568,MAIL,2.702803
WAVE026,HH000001145,0,4,1,1,0,0,NO_TRUST,5,0.2326,0.3581,0.9561,0.5002,RARELY,RARELY,10,0.9395,WEB,1.448652
WAVE027,HH000001146,1,6,0,0,0,0,NOT_APPLICABLE,1,0.6455,0.1406,0.7166,0.2502,NEVER,RARELY,4,0.8884,PHONE,1.580044
WAVE028,HH000001147,3,1,0,0,0,1,NO_TRUST,10,0.9633,0.5044,0.0949,0.1266,NEVER,RARELY,2,0.6641,MAIL,0.633166
WAVE029,HH000001148,2,6,0,0,0,0,NOT_APPLICABLE,0,0.607,0.377,0.5956,0.445,RARELY,NEVER,3,0.6685,WEB,2.194647
WAVE030,HH000001149,8,8,1,0,0,1,NOT_APPLICABLE,10,0.113,0.2411,0.1666,0.9807,RARELY,RARELY,9,0.402,PHONE,1.940588
WAVE031,HH000001150,4,8,0,1,0,0,NOT_APPLICABLE,4,0.2376,0.4275,0.5456,0.2009,NEVER,NEVER,5,0.3063,PHONE,2.092859
WAVE032,HH000001151,10,4,0,1,0,0,NO_TRUST,7,0.1348,0.8991,0.918,0.9133,RARELY,RARELY,7,0.2693,WEB,0.878419
WAVE033,HH000001152,9,9,0,0,0,1,NOT_APPLICABLE,3,0.2661,0.1596,0.4533,0.1899,RARELY,NEVER,7,0.1548,WEB,2.938732
WAVE034,HH000001153,7,3,1,0,0,1,FEAR_RETALIATION,10,0.0064,0.6023,0.9746,0.7648,SOMETIMES,RARELY,6,0.3259,MAIL,2.71561
WAVE035,HH000001154,2,6,0,0,0,1,TOO_MINOR,8,0.6578,0.5012,0.8387,0.496,SOMETIMES,NEVER,10,0.7788,WEB,2.566847
WAVE036,HH000001155,8,0,0,1,0,1,NOT_APPLICABLE,4,0.6012,0.2498,0.0801,0.4574,NEVER,NEVER,5,0.9858,MAIL,1.831183
WAVE037,HH000001156,6,3,0,1,0,1,NOT_APPLICABLE,9,0.2989,0.9466,0.5841,0.0098,NEVER,RARELY,0,0.2435,WEB,2.087622
WAVE038,HH000001157,5,10,1,0,0,1,NOT_APPLICABLE,9,0.3716,0.4215,0.9582,0.7253,NEVER,NEVER,10,0.0616,WEB,0.320302
WAVE039,HH000001158,5,4,0,0,0,0,TOO_MINOR,1,0.5454,0.1745,0.9966,0.6349,RARELY,RARELY,3,0.2458,WEB,1.904782
WAVE040,HH000001159,2,1,1,1,0,0,NOT_APPLICABLE,3,0.6778,0.8032,0.6512,0.8115,NEVER,SOMETIMES,2,0.8741,WEB,1.797991
WAVE001,HH000001160,5,10,0,0,0,0,NOT_APPLICABLE,5,0.3786,0.8298,0.5717,0.756,RARELY,SOMETIMES,5,0.7089,WEB,2.986373
WAVE002,HH000001161,3,0,0,0,0,1,TOO_MINOR,0,0.3002,0.7269,0.1737,0.5656,OFTEN,NEVER,6,0.042,PHONE,1.577443
WAVE003,HH000001162,0,2,1,0,0,1,NO_TRUST,8,0.8912,0.9792,0.8601,0.6542,SOMETIMES,RARELY,6,0.9226,WEB,1.209647
WAVE004,HH000001163,3,0,0,0,0,1,NO_TIME,1,0.1903,0.8607,0.2472,0.6298,SOMETIMES,RARELY,0,0.9393,WEB,2.604091
WAVE005,HH000001164,4,3,0,0,0,0,NOT_APPLICABLE,10,0.452,0.2579,0.4867,0.6487,NEVER,SOMETIMES,9,0.547,MAIL,2.096972
WAVE006,HH000001165,1,5,0,1,0,1,FEAR_RETALIATION,0,0.8958,0.113,0.4769,0.6248,RARELY,SOMETIMES,1,0.7354,IN_PERSON,1.430307
WAVE007,HH000001166,8,7,0,1,0,0,NOT_APPLICABLE,3,0.0292,0.1218,0.125,0.6885,RARELY,NEVER,10,0.4816,WEB,1.876024
WAVE008,HH000001167,6,9,0,0,0,0,TOO_MINOR,10,0.1494,0.8723,0.6556,0.1003,RARELY,SOMETIMES,4,0.349,WEB,2.128714
WAVE009,HH000001168,0,8,0,0,0,0,TOO_MINOR,5,0.9592,0.4547,0.7388,0.0278,NEVER,OFTEN,9,0.5836,PHONE,1.277151
WAVE010,HH000001169,4,9,0,0,0,0,NOT_APPLICABLE,10,0.9975,0.0888,0.5863,0.7747,NEVER,NEVER,9,0.4688,PHONE,1.727147
WAVE011,HH000001170,3,0,0,0,1,0,NOT_APPLICABLE,4,0.8677,0.1663,0.2723,0.9883,RARELY,RARELY,6,0.1314,WEB,0.636892
WAVE012,HH000001171,2,5,0,0,0,0,NOT_APPLICABLE,1,0.0639,0.3616,0.0869,0.399,NEVER,NEVER,1,0.2145,PHONE,0.582116
WAVE013,HH000001172,1,3,0,0,0,1,FEAR_RETALIATION,2,0.6068,0.9396,0.3364,0.3417,NEVER,RARELY,8,0.8916,WEB,1.704586
WAVE014,HH000001173,7,7,0,0,0,1,NOT_APPLICABLE,5,0.8798,0.7035,0.9485,0.7073,SOMETIMES,RARELY,1,0.3274,MAIL,2.236293
WAVE015,HH000001174,10,1,0,0,0,0,TOO_MINOR,4,0.4417,0.4825,0.6977,0.3081,RARELY,SOMETIMES,3,0.4665,MAIL,0.47245
WAVE016,HH000001175,5,1,0,0,0,1,TOO_MINOR,1,0.8998,0.0524,0.1136,0.4782,RARELY,NEVER,9,0.3329,PHONE,2.669519
WAVE017,HH000001176,4,8,0,0,0,0,NOT_APPLICABLE,0,0.3583,0.1027,0.3788,0.6731,NEVER,NEVER,0,0.6186,WEB,0.854498
WAVE018,HH000001177,1,0,0,0,0,1,NOT_APPLICABLE,3,0.1251,0.5502,0.1418,0.0496,NEVER,NEVER,1,0.2303,WEB,1.010527
WAVE019,HH000001178,0,3,0,0,0,0,NOT_APPLICABLE,9,0.818,0.1712,0.6102,0.8944,NEVER,NEVER,4,0.564,PHONE,2.314301
WAVE020,HH000001179,2,0,0,0,0,1,NOT_APPLICABLE,6,0.7281,0.5979,0.5453,0.5592,SOMETIMES,RARELY,2,0.9199,WEB,1.560868
WAVE021,HH000001180,10,1,1,0,0,1,NO_TRUST,4,0.9272,0.1806,0.0667,0.9733,NEVER,NEVER,3,0.3342,WEB,2.865874
WAVE022,HH000001181,0,0,0,0,0,0,TOO_MINOR,7,0.8251,0.2701,0.0876,0.1104,SOMETIMES,OFTEN,10,0.8826,WEB,2.481769
WAVE023,HH000001182,9,5,0,0,0,0,FEAR_RETALIATION,7,0.0575,0.4361,0.7734,0.3457,NEVER,NEVER,5,0.6163,WEB,0.349045
WAVE024,HH000001183,5,1,1,0,0,0,NOT_APPLICABLE,10,0.9058,0.4055,0.4729,0.672,SOMETIMES,NEVER,1,0.6282,MAIL,2.143794
WAVE025,HH000001184,1,2,1,0,0,1,NOT_APPLICABLE,10,0.5237,0.3602,0.8505,0.864,NEVER,OFTEN,6,0.7623,PHONE,0.800935
WAVE026,HH000001185,8,0,1,0,0,0,NOT_APPLICABLE,0,0.7765,0.469,0.2467,0.165,NEVER,SOMETIMES,4,0.1415,PHONE,2.680383
WAVE027,HH000001186,10,2,1,0,0,1,NO_TRUST,1,0.6287,0.7569,0.0584,0.6253,SOMETIMES,SOMETIMES,8,0.746,WEB,2.958625
WAVE028,HH000001187,1,9,1,0,0,1,TOO_MINOR,1,0.195,0.9416,0.9494,0.0984,SOMETIMES,NEVER,6,0.0701,MAIL,1.311015
WAVE029,HH000001188,1,0,1,1,0,1,NOT_APPLICABLE,8,0.1218,0.0199,0.2659,0.3706,NEVER,RARELY,0,0.6858,WEB,0.750054
WAVE030,HH000001189,7,1,0,0,0,0,NOT_APPLICABLE,2,0.6415,0.614,0.4699,0.8437,RARELY,RARELY,4,0.5781,PHONE,2.663541
WAVE031,HH000001190,0,1,0,0,0,1,OTHER,0,0.2761,0.9249,0.2102,0.966,RARELY,SOMETIMES,5,0.5921,IN_PERSON,1.794444
WAVE032,HH000001191,0,2,0,1,0,0,NO_TIME,2,0.4604,0.3639,0.6181,0.955,NEVER,NEVER,8,0.1481,IN_PERSON,1.193369
WAVE033,HH000001192,6,2,0,1,0,1,NO_TRUST,2,0.4348,0.3211,0.3537,0.9924,NEVER,NEVER,0,0.7478,WEB,2.947494
WAVE034,HH000001193,4,6,0,0,1,1,NOT_APPLICABLE,5,0.2721,0.5972,0.827,0.0133,RARELY,OFTEN,4,0.9238,MAIL,1.09292
WAVE035,HH000001194,9,2,0,0,0,0,TOO_MINOR,3,0.6624,0.0769,0.1774,0.997,RARELY,NEVER,2,0.837,PHONE,1.854741
WAVE036,HH000001195,5,6,1,1,0,1,NOT_APPLICABLE,8,0.2731,0.1878,0.2671,0.157,NEVER,NEVER,5,0.1038,WEB,0.274488
WAVE037,HH000001196,1,1,0,1,0,1,NOT_APPLICABLE,6,0.4312,0.851,0.1359,0.6573,SOMETIMES,RARELY,0,0.5095,MAIL,1.906493
WAVE038,HH000001197,1,8,0,0,0,1,NO_TIME,1,0.2329,0.7463,0.3795,0.5765,NEVER,RARELY,6,0.8467,PHONE,1.809566
WAVE039,HH000001198,5,3,0,0,0,0,NOT_APPLICABLE,6,0.1651,0.6051,0.014,0.3107,SOMETIMES,RARELY,1,0.6595,WEB,1.774592
WAVE040,HH000001199,0,2,0,0,0,1,NOT_APPLICABLE,9,0.8149,0.402,0.7264,0.1695,NEVER,OFTEN,9,0.3706,MAIL,0.497943
WAVE001,HH000001200,2,0,0,0,1,1,NOT_APPLICABLE,0,0.1898,0.5665,0.2538,0.681,RARELY,OFTEN,5,0.8793,WEB,0.965262
WAVE002,HH000001201,0,2,1,0,0,1,TOO_MINOR,3,0.0784,0.2322,0.4933,0.2405,NEVER,NEVER,2,0.4466,PHONE,2.80368
WAVE003,HH000001202,1,3,0,0,0,0,FEAR_RETALIATION,2,0.2762,0.6937,0.3442,0.2784,SOMETIMES,SOMETIMES,1,0.7304,MAIL,2.730627
WAVE004,HH000001203,7,8,0,0,0,0,TOO_MINOR,8,0.8053,0.7873,0.4402,0.4776,RARELY,RARELY,6,0.3704,WEB,2.566983
WAVE005,HH000001204,6,10,1,0,0,0,NO_TRUST,8,0.4355,0.8398,0.2711,0.5124,NEVER,NEVER,10,0.3967,MAIL,0.701172
WAVE006,HH000001205,10,5,0,0,0,0,NO_TIME,9,0.2522,0.3161,0.6002,0.3065,SOMETIMES,OFTEN,8,0.8927,WEB,1.855272
WAVE007,HH000001206,6,3,0,0,0,1,TOO_MINOR,4,0.8067,0.4572,0.9197,0.2278,RARELY,RARELY,4,0.7918,PHONE,1.828382
WAVE008,HH000001207,0,1,0,1,0,0,NOT_APPLICABLE,1,0.4153,0.459,0.2745,0.0131,NEVER,SOMETIMES,4,0.0427,MAIL,1.873199
WAVE009,HH000001208,7,9,0,1,0,0,NOT_APPLICABLE,10,0.9067,0.7806,0.1562,0.8042,SOMETIMES,NEVER,6,0.6474,PHONE,0.204516
WAVE010,HH000001209,0,1,1,1,0,1,NOT_APPLICABLE,10,0.439,0.1524,0.247,0.6384,NEVER,SOMETIMES,4,0.8804,WEB,1.145872
WAVE011,HH000001210,6,10,1,0,0,1,FEAR_RETALIATION,0,0.5637,0.6366,0.6213,0.649,RARELY,NEVER,3,0.8795,WEB,2.709146
WAVE012,HH000001211,2,1,1,0,0,0,FEAR_RETALIATION,6,0.4637,0.5714,0.3863,0.428,NEVER,RARELY,5,0.0045,WEB,0.422648
WAVE013,HH000001212,5,8,0,0,0,1,NOT_APPLICABLE,10,0.5112,0.046,0.7127,0.4542,NEVER,RARELY,3,0.1965,IN_PERSON,0.983101
WAVE014,HH000001213,1,7,0,0,0,1,TOO_MINOR,1,0.7195,0.6652,0.1575,0.6623,NEVER,NEVER,10,0.5051,MAIL,0.692003
WAVE015,HH000001214,2,2,0,1,0,1,NO_TIME,7,0.8379,0.3742,0.8575,0.9981,RARELY,RARELY,8,0.8708,WEB,2.445621
WAVE016,HH000001215,6,8,0,1,1,0,NOT_APPLICABLE,2,0.6951,0.3496,0.874,0.2326,SOMETIMES,RARELY,0,0.1394,WEB,2.094287
WAVE017,HH000001216,7,6,0,0,0,1,NO_TRUST,2,0.2623,0.4801,0.3128,0.1865,OFTEN,RARELY,3,0.0861,MAIL,1.324137
WAVE018,HH000001217,10,6,0,0,0,1,NOT_APPLICABLE,10,0.6769,0.2839,0.3703,0.1549,NEVER,NEVER,0,0.0865,WEB,2.976055
WAVE019,HH000001218,10,10,1,0,0,1,NOT_APPLICABLE,0,0.5976,0.7556,0.5076,0.8941,RARELY,RARELY,0,0.5684,IN_PERSON,2.886479
WAVE020,HH000001219,9,10,0,0,0,0,NOT_APPLICABLE,3,0.7697,0.5669,0.0906,0.9558,NEVER,RARELY,6,0.0491,PHONE,2.939355
WAVE021,HH000001220,10,1,1,1,0,0,FEAR_RETALIATION,6,0.2554,0.7864,0.2984,0.2296,SOMETIMES,SOMETIMES,5,0.7654,WEB,1.026108
WAVE022,HH000001221,8,8,1,0,0,0,NOT_APPLICABLE,3,0.2747,0.8075,0.2679,0.4259,NEVER,NEVER,8,0.7474,MAIL,1.522882
WAVE023,HH000001222,2,7,0,1,0,0,TOO_MINOR,9,0.74,0.096,0.9977,0.5346,NEVER,SOMETIMES,10,0.0996,WEB,1.633244
WAVE024,HH000001223,8,10,1,1,0,1,NOT_APPLICABLE,0,0.0206,0.9941,0.3166,0.5104,SOMETIMES,NEVER,4,0.4091,IN_PERSON,2.22696
WAVE025,HH000001224,1,2,0,0,0,1,NOT_APPLICABLE,2,0.2991,0.8625,0.1693,0.28,NEVER,SOMETIMES,4,0.1717,PHONE,2.563459
