energy_use_billing_month,energy_use_sector_code,energy_use_end_use_category,energy_use_sales_mwh,energy_use_customer_count,energy_use_average_kwh_per_customer,energy_use_peak_demand_mw,energy_use_load_factor_pct,energy_use_time_of_use_share_pct,energy_use_demand_response_participant_count,energy_use_electrification_index,energy_use_ev_charging_load_mwh,energy_use_heat_pump_adoption_rate,energy_use_distributed_solar_generation_mwh,energy_use_battery_storage_dispatch_mwh,energy_use_natural_gas_therms_equiv,energy_use_propane_gallons_equiv,energy_use_energy_burden_pct_households,energy_use_weather_normalization_factor,energy_use_meter_data_granularity
2097-05,RES,PROCESS,1683431.37,84025,20034.89,14138.26,35.08,6.6,114471,0.1024,140337.16,16.73,452690.36,62015.28,10379407.8,13744123.65,11.3,1.2908,MONTHLY
2097-06,COM,APPLIANCES,3305432.92,636334,5194.49,19626.22,58.5,49.74,262809,0.888,494210.31,3.47,213598.89,276609.21,77626289.28,24967370.88,8.12,1.1742,HOURLY
2097-07,IND,HVAC,2542551.84,135221,18802.94,5921.72,81.41,43.06,272599,0.6652,312148.34,1.14,223653.43,315594.42,87870761.1,15244737.21,11.84,1.1343,HOURLY
2097-08,RES,PROCESS,706260.18,3222313,219.18,1276.2,71.64,16.79,197642,0.3604,466649.43,22.08,553075.17,330087.19,33765992.6,14997855.49,12.44,0.8711,30_MIN
2097-09,TRANS,EV_CHARGING,3208989.16,3450609,929.98,4872.62,50.04,64.26,275473,0.1966,347905.8,33.49,819219.27,77773.46,69529730.86,20047877.4,14.94,1.2659,HOURLY
2097-10,IND,PROCESS,5344248.25,567674,9414.29,7768.77,48.28,59.74,153473,0.2433,539568.33,46.6,129982.15,48020.44,28839095.76,11448710.18,17.56,0.8252,HOURLY
2097-11,AG,APPLIANCES,850662.17,233746,3639.26,20043.33,72.01,41.65,144447,0.9775,14166.81,38.22,244079.12,376684.64,61298300.77,15970145.55,6.44,0.7122,HOURLY
2097-12,RES,WATER_HEAT,2446298.02,1244343,1965.94,15073.79,15.61,2.15,91168,0.5912,74095.69,43.51,184037.75,99985.24,25685683.93,662077.88,5.75,0.9406,HOURLY
2098-01,COM,MOTIVE_POWER,1659770.07,2833547,585.76,3377.69,45.59,32.53,39644,0.8253,23164.48,32.3,815758.59,37676.17,39387358.99,411209.05,15.08,1.0246,MONTHLY
2098-02,COM,APPLIANCES,2256379.61,1081609,2086.13,19779.75,42.81,52.4,47762,0.7901,86245.13,37.15,210690.57,375574.41,12867284.51,13245447.13,13.08,1.1322,15_MIN
2098-03,RES,PROCESS,2060429.77,497685,4140.03,15539.24,53.51,14.17,223418,0.4755,137751.05,46.34,346417.75,198882.18,66120196.27,4391349.61,3.13,0.8834,30_MIN
2098-04,COM,PROCESS,2631945.09,221584,11877.87,7895.95,65.2,49.15,41808,0.1316,114515.27,33.58,477695.22,75224.52,37241266.74,21271484.21,3.83,0.8214,15_MIN
2098-05,COM,WATER_HEAT,4332759.71,228149,18990.92,7065.32,55.84,64.08,155422,0.6365,38305.99,27.55,277817.48,197748.37,40766933.91,22421427.41,4.83,0.7622,DAILY
2098-06,COM,MOTIVE_POWER,2542727.69,2714246,936.81,12037.26,61.88,6.26,297363,0.5442,355914.78,22.8,211472.34,242056.0,17969418.63,1947334.24,1.98,1.0314,MONTHLY
2098-07,COM,MOTIVE_POWER,2709018.53,1227794,2206.41,13953.48,18.48,41.22,213453,0.4888,291669.91,20.93,184922.23,192352.61,37998523.36,24297351.04,4.89,1.0286,MONTHLY
2098-08,RES,PROCESS,4942032.29,783896,6304.45,3629.88,51.42,61.03,44564,0.7033,297825.1,7.44,248889.01,367086.24,10426969.12,23333220.42,13.75,0.7715,30_MIN
2098-09,IND,EV_CHARGING,2480037.54,1225312,2024.0,21185.95,47.56,38.54,343046,0.3883,190671.1,16.83,502360.36,373863.55,27083789.5,128193.7,5.6,0.9726,15_MIN
2098-10,IND,MOTIVE_POWER,1148674.67,493140,2329.31,4662.15,74.83,18.01,114198,0.4726,267310.28,32.23,333319.08,352451.78,69930032.87,15135387.41,17.32,0.9857,15_MIN
2098-11,TRANS,PROCESS,5019133.21,2274175,2207.01,2815.17,35.68,2.8,366930,0.3227,511319.84,53.57,566715.79,214961.45,9402005.09,13163613.11,10.91,1.0951,30_MIN
2098-12,RES,WATER_HEAT,4786279.1,2258696,2119.05,6419.64,28.62,13.55,325702,0.501,300012.06,49.57,449242.58,264225.71,47480379.16,20252592.85,11.36,0.7633,MONTHLY
2099-01,COM,HVAC,4573781.54,3118311,1466.75,13794.39,33.97,28.08,328023,0.8721,414283.31,10.87,379840.38,95169.87,46195248.98,19267282.37,14.43,1.2918,30_MIN
2099-02,RES,OTHER,4494578.11,1092902,4112.52,12829.78,39.53,53.43,225340,0.7531,225165.17,50.45,648632.24,248855.16,5736370.17,1493607.24,4.64,0.7511,30_MIN
2099-03,RES,LIGHTING,3755614.96,1627411,2307.72,9732.97,40.22,19.99,250320,0.6246,22920.77,39.56,648777.33,414322.61,74760344.83,2908115.5,15.21,0.7937,15_MIN
2099-04,RES,MOTIVE_POWER,4152820.31,159303,26068.69,11685.33,57.62,15.38,89306,0.4457,262265.51,37.76,192978.48,88544.23,92935817.96,172850.3,10.89,0.9456,MONTHLY
2099-05,RES,LIGHTING,576519.67,3202421,180.03,13426.01,79.27,41.92,212728,0.3901,220824.91,40.97,843871.83,261826.77,60171353.3,15141751.53,1.14,1.0993,MONTHLY
2099-06,RES,APPLIANCES,3331824.98,1078706,3088.72,6166.71,20.36,31.12,138134,0.0501,222722.86,51.02,724588.07,449777.32,45196753.13,18534530.71,13.61,1.2339,30_MIN
2099-07,AG,PROCESS,3690037.27,418931,8808.22,16212.34,52.73,17.98,442820,0.1418,341807.29,32.69,70949.43,442935.24,7955238.61,17184872.31,0.39,0.8364,HOURLY
2099-08,IND,PROCESS,2135713.59,2948814,724.26,19982.79,39.21,61.91,148929,0.3124,407349.42,15.99,345443.32,144870.48,84974910.89,19593924.66,15.52,0.7574,MONTHLY
2099-09,IND,HVAC,4305016.92,1703988,2526.44,7565.43,53.88,26.45,178463,0.9489,537160.03,38.99,169833.71,404965.17,62361808.94,2754198.91,5.29,1.2131,15_MIN
2099-10,RES,PROCESS,589310.33,2991153,197.02,21294.68,20.41,40.46,50070,0.2725,456199.16,17.77,54953.75,187275.1,26282688.55,22343906.32,14.73,0.8469,30_MIN
2099-11,IND,PROCESS,2512024.82,3086120,813.98,15179.55,83.13,18.71,429211,0.0728,522777.27,31.83,387329.95,401427.54,33569493.66,16778195.96,9.6,1.0224,MONTHLY
2099-12,COM,LIGHTING,1772923.45,1325206,1337.85,3210.22,64.74,57.04,179421,0.8247,498983.31,27.18,806372.68,291424.64,45658283.97,4908555.57,5.61,1.2808,HOURLY
2100-01,COM,EV_CHARGING,2399620.29,2176468,1102.53,14391.91,74.02,8.23,127641,0.1795,13059.02,49.21,298690.83,349401.62,22642615.16,9404922.71,10.8,0.7145,30_MIN
2100-02,RES,EV_CHARGING,1415032.5,3073586,460.38,10180.77,46.57,42.34,211869,0.9068,316395.35,40.45,808581.68,86295.61,44194263.81,2831095.46,0.86,0.9612,30_MIN
2100-03,IND,EV_CHARGING,1932360.65,3384461,570.95,12357.8,49.2,16.43,142972,0.2318,203189.1,25.25,627158.95,169816.53,80815364.07,20668910.95,4.65,0.796,15_MIN
2100-04,IND,HVAC,2686985.85,931834,2883.55,20133.21,25.25,63.86,265035,0.5449,25142.31,47.9,93616.72,270782.91,92487132.41,16275950.62,8.64,1.299,MONTHLY
2100-05,IND,PROCESS,144903.22,1984686,73.01,6356.3,29.35,9.16,65809,0.1282,110150.93,7.6,55110.82,449744.07,73517868.88,18020234.39,3.1,1.2393,MONTHLY
2100-06,RES,HVAC,1143605.13,699073,1635.89,3051.43,80.22,31.1,109931,0.5068,236109.24,32.29,551115.37,37385.81,73642522.36,5267769.96,4.68,1.147,MONTHLY
2100-07,COM,HVAC,1916666.13,1267355,1512.34,3674.35,24.46,28.16,325889,0.6817,528020.95,40.96,342482.39,375240.39,73723349.1,8969391.22,14.94,1.0077,15_MIN
2100-08,RES,PROCESS,3084280.43,1382532,2230.89,4391.44,36.72,44.17,338646,0.4358,393166.14,51.73,653396.29,326898.37,77580885.03,4507792.37,5.71,0.9393,HOURLY
2100-09,RES,MOTIVE_POWER,81441.15,1425635,57.13,6384.19,82.36,27.34,95055,0.6971,378512.94,37.63,544353.42,381835.51,82143572.27,24002104.55,12.92,1.1319,30_MIN
2100-10,COM,EV_CHARGING,1771966.24,3290981,538.43,15863.34,70.07,2.47,204810,0.3845,104329.29,6.02,429872.75,217598.26,24243739.86,8571215.46,0.89,0.7353,30_MIN
2100-11,COM,HVAC,4736485.97,1135633,4170.79,20079.28,47.09,36.35,147891,0.3214,144715.68,22.16,58096.92,440451.64,61744968.4,20000890.49,8.07,1.2527,HOURLY
2100-12,RES,WATER_HEAT,2331721.64,1079565,2159.87,19367.07,24.82,19.77,307741,0.2866,225644.39,38.09,48269.02,94159.1,48269935.2,14113073.72,9.48,0.794,HOURLY
2101-01,RES,EV_CHARGING,5335562.78,3490520,1528.59,21185.6,56.44,4.93,200162,0.4124,256486.38,26.39,526577.52,274830.33,10260966.15,20927043.96,16.71,1.0583,HOURLY
2101-02,COM,HVAC,2505071.74,1444026,1734.78,1454.89,52.02,10.12,422034,0.8287,543853.8,16.07,411839.22,424566.36,6232811.11,8415362.1,14.86,0.8359,15_MIN
2101-03,RES,MOTIVE_POWER,1919534.14,44599,43039.85,19220.71,60.96,52.38,247160,0.0354,69734.7,46.14,584051.55,323300.84,8289493.91,5701369.31,5.13,0.7824,HOURLY
2101-04,IND,WATER_HEAT,2939902.78,2988608,983.7,4282.12,82.38,60.62,163086,0.4081,495048.37,47.4,280700.91,71944.43,66821242.9,19516301.81,4.78,0.8555,MONTHLY
2101-05,RES,HVAC,2721250.85,63962,42544.81,1527.55,26.47,22.39,422111,0.7298,517718.29,17.12,363418.49,401774.23,63701748.53,1991566.3,0.69,0.7135,MONTHLY
2101-06,RES,HVAC,2829933.29,2625129,1078.02,6633.55,37.08,8.98,98465,0.0084,31371.12,51.21,221542.07,351300.09,90748649.46,18748612.27,4.58,1.0506,DAILY
2101-07,RES,WATER_HEAT,3000592.06,1731192,1733.25,13448.34,20.89,26.06,344834,0.0537,357098.04,48.55,334820.91,143231.76,68704078.45,3219334.01,7.89,1.0929,HOURLY
2101-08,IND,PROCESS,4672599.08,1515609,3082.98,21376.43,57.06,29.64,252509,0.1938,289140.77,40.97,453042.66,395666.46,39150747.59,2706786.84,3.82,1.0307,30_MIN
2101-09,RES,LIGHTING,3550397.81,2199416,1614.25,16808.64,75.85,46.69,379461,0.6158,53378.25,42.49,780974.71,55555.54,50204774.58,15005687.92,14.58,1.1593,30_MIN
2101-10,IND,LIGHTING,4507611.17,2809662,1604.33,12042.93,40.77,14.57,379898,0.2242,162493.55,2.67,277679.02,242472.53,93270584.17,19557063.38,13.51,1.076,15_MIN
2101-11,IND,PROCESS,1409977.09,1201005,1174.0,13235.46,78.94,27.09,405812,0.3112,226985.57,46.74,832964.3,132146.77,64546832.95,5251209.4,13.29,0.8044,DAILY
2101-12,RES,MOTIVE_POWER,2525316.39,1442839,1750.24,2558.54,48.16,34.28,209072,0.7713,259783.74,16.09,31540.33,15453.58,30618121.46,15512534.12,1.69,0.9244,DAILY
2102-01,COM,MOTIVE_POWER,1123490.59,2177563,515.94,10579.66,83.13,41.57,40896,0.1715,104040.61,49.9,339395.03,78587.67,25018573.46,20769856.58,3.08,1.1031,30_MIN
2102-02,RES,APPLIANCES,4921885.68,819285,6007.54,5042.59,45.52,55.27,431865,0.7625,197069.89,0.36,348226.95,247833.56,86635991.16,21818149.38,14.14,1.1345,MONTHLY
2102-03,COM,APPLIANCES,1909322.8,2853480,669.12,781.07,34.33,47.53,148698,0.7172,65022.44,25.45,17941.79,55823.43,85934613.89,10342991.8,14.58,1.0632,HOURLY
2102-04,RES,HVAC,219699.57,487513,450.65,19068.12,28.12,0.88,399934,0.557,325442.97,0.71,661008.77,113709.08,90177374.75,2875330.6,14.49,0.7085,15_MIN
2102-05,IND,PROCESS,4159970.56,2573099,1616.72,4352.5,78.74,47.61,314260,0.1807,152699.16,46.6,303387.19,6227.93,61212206.05,21282512.16,3.43,0.8571,MONTHLY
2102-06,RES,HVAC,4350993.55,1242607,3501.5,4718.0,63.16,51.97,239916,0.5649,359402.92,18.03,465248.47,446659.97,3418687.77,1681196.65,8.81,0.7552,15_MIN
2102-07,TRANS,APPLIANCES,1131586.14,968174,1168.78,2553.22,36.48,13.16,147089,0.7715,456747.22,7.04,705159.45,449562.97,22403627.55,15539003.42,9.63,0.9479,30_MIN
2102-08,IND,PROCESS,2562.66,1040938,2.46,11412.47,60.4,3.8,396454,0.9654,348439.06,47.69,515510.41,142382.06,29097204.9,11434126.97,17.74,0.846,30_MIN
2102-09,IND,HVAC,1772131.57,2861951,619.2,21158.14,29.58,29.26,125355,0.1094,219590.95,23.24,529149.28,111487.71,55490529.44,2194066.8,16.52,0.8288,MONTHLY
2102-10,COM,MOTIVE_POWER,2358443.12,1492013,1580.71,6378.86,57.53,11.82,223294,0.4203,261370.82,53.84,360419.86,118034.88,75426101.06,8513874.24,2.77,1.175,MONTHLY
2102-11,COM,HVAC,502694.07,2664339,188.67,19434.56,77.77,24.51,434840,0.9189,34771.89,16.56,78235.61,390281.04,93740374.0,11934374.49,3.14,1.0565,15_MIN
2102-12,RES,LIGHTING,4148492.29,3229575,1284.53,17754.31,80.31,57.42,346610,0.6429,445391.35,22.98,563673.26,337471.03,54549443.96,7089408.69,7.65,0.7669,30_MIN
2103-01,IND,PROCESS,2130054.48,715243,2978.09,16145.25,80.6,21.86,272468,0.7191,528151.53,42.02,266442.91,85961.54,40644774.5,1222240.07,17.55,0.7742,15_MIN
2103-02,RES,HVAC,2207495.76,1392055,1585.78,9122.79,63.88,35.01,71859,0.7136,361415.4,51.86,637503.96,318688.52,50991096.34,10428199.55,16.3,1.2381,MONTHLY
2103-03,IND,HVAC,2117202.36,361926,5849.82,1744.26,54.73,23.05,197527,0.0639,470670.75,25.65,104427.29,230233.72,66293837.92,6705943.36,16.76,0.7173,MONTHLY
2103-04,RES,HVAC,2016794.59,3287553,613.46,1841.17,82.84,51.69,401288,0.2578,441541.07,3.66,369557.65,168389.84,17320417.78,23734400.86,0.22,1.1017,15_MIN
2103-05,TRANS,PROCESS,2548677.03,3164795,805.32,18287.99,83.74,13.46,141616,0.7784,418209.68,1.35,88218.99,203015.11,65239183.58,2573738.96,2.74,0.931,15_MIN
2103-06,COM,EV_CHARGING,1323640.23,2757167,480.07,21948.01,75.73,53.02,124571,0.2463,216511.49,22.54,830461.55,342569.11,17490170.33,3280109.16,2.92,0.8434,HOURLY
2103-07,RES,HVAC,4169693.39,1689692,2467.72,13941.87,26.42,16.78,110321,0.4362,514084.67,31.84,696082.57,119730.26,35822644.75,5639916.12,7.84,0.9912,MONTHLY
2103-08,IND,APPLIANCES,771469.87,2584518,298.5,20574.73,57.8,27.45,398514,0.3056,471228.15,8.37,296963.45,177705.66,76109903.8,3906350.35,10.72,0.7284,30_MIN
2103-09,COM,APPLIANCES,3703158.96,454824,8141.96,4055.89,81.22,60.15,164764,0.2138,64596.9,14.77,665632.92,380262.25,85263031.64,20545141.07,2.44,1.1599,DAILY
2103-10,RES,APPLIANCES,1255673.65,1512640,830.12,10333.29,33.37,27.78,191966,0.9088,351178.35,25.93,760175.55,51536.23,5408664.41,21232091.14,7.7,0.7288,15_MIN
2103-11,TRANS,HVAC,4759794.08,904135,5264.47,2288.42,41.52,24.23,228887,0.8779,369883.52,41.52,185064.11,263144.94,16635701.95,15310573.52,5.99,1.2531,MONTHLY
2103-12,RES,APPLIANCES,2353953.49,3459765,680.38,2271.29,23.85,34.89,384303,0.0839,78507.56,20.58,527074.88,211671.9,33414435.87,15475192.63,12.04,1.1772,15_MIN
2104-01,RES,MOTIVE_POWER,4782323.24,1911203,2502.26,15152.96,61.16,38.13,314068,0.4122,321806.09,44.16,803719.77,200521.74,75425003.64,9499352.64,0.36,1.2291,15_MIN
2104-02,COM,WATER_HEAT,3407752.17,148678,22920.35,15176.5,49.64,11.31,263911,0.1431,489201.44,14.09,639064.52,347321.69,89292736.46,4430091.74,13.23,1.2947,30_MIN
2104-03,RES,HVAC,2474917.82,1715561,1442.63,10098.58,61.95,29.59,90854,0.7736,275391.64,6.49,223298.56,43342.9,47564214.6,4925219.03,0.33,0.7447,MONTHLY
2104-04,TRANS,WATER_HEAT,2932778.85,2354162,1245.78,10793.92,18.94,44.33,65535,0.8443,45899.92,48.97,292235.55,292266.77,73241357.76,14744264.23,11.84,1.1428,HOURLY
2104-05,COM,MOTIVE_POWER,1762517.18,1742534,1011.47,1486.39,80.1,16.17,42148,0.136,415936.08,39.97,833017.45,323620.87,17799164.62,4876491.42,11.46,1.1289,MONTHLY
2104-06,RES,MOTIVE_POWER,2034285.76,1923693,1057.49,8842.29,25.13,50.39,375225,0.3308,286020.59,53.21,838163.89,281868.26,92234186.65,16051630.07,9.72,0.787,DAILY
2104-07,RES,LIGHTING,5289805.76,2883830,1834.3,14624.26,71.72,9.11,259158,0.4015,385942.35,42.06,369937.14,373939.24,58132626.33,4135129.98,3.83,1.1214,30_MIN
2104-08,IND,LIGHTING,3633364.6,2126416,1708.68,3509.53,51.92,62.22,152240,0.9003,452285.7,41.04,198034.59,348772.79,64633602.25,1098492.38,12.24,1.0021,30_MIN
2104-09,COM,LIGHTING,3952900.42,2662156,1484.85,12775.15,15.2,22.79,321609,0.7771,528739.79,34.83,491895.28,431674.58,74955509.72,5347798.68,5.34,1.0829,15_MIN
2104-10,RES,PROCESS,513700.96,386046,1330.67,15907.48,15.59,17.86,139144,0.2581,243269.95,0.9,576779.98,131918.58,53689547.17,1806487.11,7.36,1.1696,15_MIN
2104-11,TRANS,LIGHTING,5045311.55,2303070,2190.69,14953.89,48.02,17.07,225512,0.8977,281830.77,0.26,724201.21,292075.8,8249614.87,19329429.33,0.6,0.7546,30_MIN
2104-12,RES,LIGHTING,3253805.89,480559,6770.88,15067.48,66.31,57.11,248573,0.5599,458966.36,46.56,286780.48,266280.14,22406691.87,12896653.34,10.57,0.8519,15_MIN
2105-01,RES,PROCESS,3111866.17,621667,5005.68,1544.26,54.81,61.8,304214,0.8013,443599.48,49.3,10953.79,320924.6,83322306.22,4608716.69,1.44,0.728,15_MIN
2105-02,IND,WATER_HEAT,3237465.81,2730114,1185.84,11050.04,35.38,58.73,90226,0.3613,7344.03,38.56,94459.83,112926.09,47450784.66,13107738.18,17.09,0.9903,30_MIN
2105-03,IND,APPLIANCES,3503192.63,2196941,1594.58,7913.91,63.07,43.77,201877,0.3855,149868.92,45.45,783334.78,340225.18,59296881.86,16771150.71,2.28,1.2957,MONTHLY
2105-04,COM,HVAC,1450719.4,1169291,1240.68,15451.75,34.35,10.97,323019,0.9092,966.0,15.74,400616.99,8542.89,59277235.22,19890100.62,8.39,0.926,15_MIN
2105-05,RES,APPLIANCES,3580211.92,1255384,2851.89,18691.63,36.06,1.64,258245,0.2722,274422.22,49.42,570790.44,274014.75,22036885.96,10114270.36,0.46,1.1732,HOURLY
2105-06,IND,OTHER,2107517.45,497240,4238.43,10805.7,59.92,22.5,73996,0.9815,311293.34,36.56,684979.85,262423.92,57343275.62,14667972.73,13.39,1.2871,15_MIN
2105-07,IND,WATER_HEAT,4507354.3,2761587,1632.16,21401.46,31.07,35.71,203396,0.7951,400383.83,14.26,8782.21,418140.83,72512929.43,2782462.47,5.82,0.767,MONTHLY
2105-08,COM,MOTIVE_POWER,1136413.5,2491828,456.06,4359.69,31.91,20.72,422202,0.029,502906.59,38.88,343656.23,339257.54,58677953.28,14475728.85,8.73,1.0539,HOURLY
2105-09,RES,HVAC,3705118.98,2512732,1474.54,7354.31,15.04,36.6,119791,0.6181,369899.48,14.12,732580.51,171789.88,66390239.04,16584332.53,11.87,0.7113,15_MIN
2105-10,RES,PROCESS,1562290.05,1972505,792.03,11187.45,78.81,11.79,128795,0.8066,46957.82,13.16,171069.91,248321.86,39680740.26,21609997.48,8.79,1.1766,MONTHLY
2105-11,IND,OTHER,453630.29,1839887,246.55,5962.69,81.4,10.95,133731,0.2076,262428.73,53.28,408576.62,13598.8,26985816.07,4509018.73,11.22,1.2433,MONTHLY
2105-12,RES,WATER_HEAT,5040942.8,1894159,2661.31,15713.75,37.76,15.31,314945,0.6625,323595.92,22.64,557445.96,233037.0,85051088.87,12650126.95,4.2,1.23,MONTHLY
2106-01,TRANS,PROCESS,1109659.88,1449708,765.44,17374.41,25.46,26.35,49927,0.1485,180108.44,45.47,494243.32,2034.26,10675427.22,12799144.04,6.25,1.1598,30_MIN
2106-02,IND,EV_CHARGING,3869239.78,3252316,1189.69,13521.36,31.8,61.91,93758,0.354,234436.3,39.52,407368.6,350314.95,81676732.77,22841958.36,5.23,1.1657,HOURLY
2106-03,RES,PROCESS,238909.93,569039,419.85,11911.55,32.94,64.69,46196,0.0749,211481.59,27.98,790053.92,88922.57,85222498.55,20586248.89,14.67,1.2019,15_MIN
2106-04,COM,OTHER,3806896.46,532998,7142.42,11024.73,24.62,24.27,256077,0.7095,426115.79,33.45,385510.97,350376.26,21521342.72,8419424.45,15.52,0.7894,MONTHLY
2106-05,RES,OTHER,2766972.21,2993100,924.45,9528.89,44.61,8.1,264381,0.5042,13330.79,36.61,679800.25,279042.81,39855803.61,9659670.5,15.49,1.1437,MONTHLY
2106-06,RES,APPLIANCES,4094238.19,2153837,1900.9,13555.64,15.36,40.94,365253,0.0712,39644.1,48.2,582741.01,281128.58,41263999.46,4297803.02,8.03,0.771,30_MIN
2106-07,RES,HVAC,5171905.76,2181972,2370.29,6678.75,60.97,35.58,150228,0.8615,146254.51,35.52,659187.08,369125.27,44595798.28,7170875.19,11.2,0.8792,DAILY
2106-08,COM,HVAC,3930492.57,1388605,2830.53,9552.78,50.28,2.75,422029,0.3421,195242.83,4.17,381471.56,111993.95,32442840.33,9037357.55,4.25,0.8118,MONTHLY
2106-09,COM,HVAC,3380730.74,419739,8054.36,11105.96,41.33,27.06,402670,0.5155,168255.37,27.8,751155.9,68917.25,78461828.38,8640170.83,12.98,1.0881,30_MIN
2106-10,IND,WATER_HEAT,2042233.54,1915765,1066.01,6796.7,22.43,51.17,209545,0.5737,243692.83,16.14,423326.75,168049.6,66597014.69,6003464.98,16.14,0.8201,15_MIN
2106-11,TRANS,PROCESS,1380999.58,1667594,828.14,21969.04,71.61,23.65,273851,0.7837,22877.51,29.25,111761.5,363051.76,83291271.33,1430542.43,5.45,0.8282,MONTHLY
2106-12,COM,HVAC,205529.73,1588906,129.35,12864.07,24.45,8.03,117981,0.1417,331572.37,47.97,239882.22,259688.55,19713923.08,17585309.28,16.42,0.7619,30_MIN
2107-01,IND,LIGHTING,2646075.48,161763,16357.73,12360.71,57.78,49.86,21804,0.8334,655.03,18.08,447213.02,204891.38,82025969.97,19396969.04,10.28,0.7902,15_MIN
2107-02,IND,HVAC,3165743.84,1831843,1728.17,15970.11,77.62,33.02,81090,0.6077,9671.29,54.99,345961.02,244727.67,64547350.88,16066762.91,17.99,0.8821,DAILY
2107-03,COM,WATER_HEAT,5410712.63,2306080,2346.28,8594.32,75.77,36.54,343110,0.4,343680.66,5.12,333365.91,279949.18,4222885.14,21450438.84,4.95,0.7044,MONTHLY
2107-04,RES,EV_CHARGING,1870358.45,3138351,595.97,11658.32,61.39,44.56,38995,0.7025,409812.16,24.83,566254.83,33771.68,69169254.08,24718670.83,6.42,1.0261,15_MIN
2107-05,IND,HVAC,2173177.83,3226880,673.46,13108.78,32.42,20.85,426499,0.0083,338801.51,4.27,847319.99,348147.37,64208326.6,14549675.33,4.76,0.8276,DAILY
2107-06,AG,APPLIANCES,4566062.81,418317,10915.32,20322.76,79.42,55.97,18389,0.709,443017.76,50.28,659284.58,157630.5,80440671.44,13547988.69,8.68,1.2007,HOURLY
2107-07,COM,EV_CHARGING,4854475.09,819255,5925.48,14993.28,55.28,12.22,80564,0.7072,132553.72,14.72,54654.81,437905.01,27263551.01,16232363.79,9.96,0.7827,DAILY
2107-08,RES,PROCESS,4476453.86,1166131,3838.72,14658.47,19.44,23.74,189979,0.0769,143898.48,39.91,188829.21,143259.52,42603903.98,17594767.66,16.05,1.252,30_MIN
2107-09,COM,HVAC,198015.82,2378010,83.27,7614.61,59.33,3.51,130408,0.3263,275506.57,2.36,240990.28,290475.14,69046490.2,10677399.92,12.79,1.2545,MONTHLY
2107-10,COM,WATER_HEAT,4631118.92,3216533,1439.79,1239.01,48.41,15.56,20748,0.4473,448030.82,34.28,128539.23,365642.1,4019245.85,36203.04,17.83,1.238,HOURLY
2107-11,COM,EV_CHARGING,5142169.1,1553969,3309.06,15538.99,54.97,13.27,228017,0.2916,376529.73,34.17,435772.1,235549.62,94530942.44,11128744.78,4.04,0.8781,15_MIN
2107-12,RES,PROCESS,527864.23,1923358,274.45,9569.94,65.62,43.17,72965,0.2932,531859.96,26.99,349654.27,198002.49,6680749.72,308245.42,14.9,0.8267,MONTHLY
2108-01,IND,EV_CHARGING,4940614.99,1051291,4699.57,873.1,61.47,48.14,27659,0.2558,188487.11,36.31,33942.73,160584.59,83594683.75,520213.74,3.24,1.0702,HOURLY
2108-02,COM,HVAC,4314935.41,3491926,1235.69,8854.72,22.77,5.34,309909,0.6702,409381.82,45.9,443451.57,285184.71,60037831.1,13291213.67,13.13,1.2092,DAILY
2108-03,COM,HVAC,3293942.4,270524,12176.16,19803.47,33.06,15.46,381542,0.5723,302458.23,21.25,465235.23,270101.57,11430878.66,23096441.85,4.25,1.2802,MONTHLY
2108-04,COM,LIGHTING,5162833.66,2895739,1782.91,6356.94,64.39,23.88,246128,0.7714,285499.6,28.56,267879.56,31295.11,92459661.2,21749804.73,0.37,1.172,HOURLY
2108-05,IND,MOTIVE_POWER,3523549.98,772414,4561.74,12324.33,40.58,54.44,11881,0.4442,370000.3,36.63,119315.34,84337.9,78164147.51,19784329.88,10.72,1.0168,MONTHLY
2108-06,RES,LIGHTING,534756.48,799875,668.55,20899.07,82.98,29.87,344492,0.5552,424850.46,36.78,500184.69,276199.08,33769351.06,12473668.18,0.9,0.967,HOURLY
2108-07,IND,HVAC,5178942.0,916619,5650.05,2913.82,44.48,24.12,142158,0.4549,213549.73,51.33,200550.89,283077.64,85381013.87,10878284.06,6.31,1.2239,HOURLY
2108-08,COM,HVAC,2807590.86,1828972,1535.06,13753.38,23.9,15.96,386078,0.7152,55235.85,32.65,502631.74,248557.56,68744278.21,14035324.43,9.81,0.8543,30_MIN
2108-09,COM,HVAC,360221.02,355855,1012.27,2621.32,47.02,21.45,320380,0.0113,307485.87,50.11,842393.34,162506.92,77677652.38,28862.34,13.0,0.7021,DAILY
2108-10,TRANS,HVAC,1127864.2,729702,1545.65,14267.16,24.99,45.12,410806,0.4229,437998.12,5.68,638724.54,132245.64,913008.06,17030807.29,6.05,1.1872,MONTHLY
2108-11,RES,PROCESS,152251.64,201167,756.84,13940.35,15.56,35.6,374164,0.4615,545794.33,37.85,785961.92,344262.02,68346285.14,10700640.13,9.64,1.1475,HOURLY
2108-12,IND,WATER_HEAT,5425292.78,491701,11033.72,6147.86,16.09,49.65,117198,0.5483,130117.96,35.94,815764.23,151655.96,85742380.88,15197262.13,9.22,0.7092,DAILY
2109-01,IND,LIGHTING,996511.83,1032685,964.97,4912.9,44.45,24.56,199109,0.0911,240052.98,32.74,165821.35,91229.78,94912436.96,14651176.86,2.79,1.2218,HOURLY
2109-02,IND,MOTIVE_POWER,3138687.77,2490143,1260.44,796.6,73.11,44.29,111729,0.9069,298455.66,27.15,204893.08,285171.83,57650600.62,13849627.73,15.58,1.2934,15_MIN
