safe_justice_booking_date,safe_justice_arrest_offense_code,safe_justice_charge_severity_level,safe_justice_bail_amount_set,safe_justice_pretrial_release_flag,safe_justice_court_case_id_hash,safe_justice_court_disposition_code,safe_justice_sentence_type_code,safe_justice_sentence_length_days,safe_justice_probation_start_date,safe_justice_parole_eligibility_date,safe_justice_jail_days_served,safe_justice_prison_admission_flag,safe_justice_recidivism_12mo_flag,safe_justice_recidivism_36mo_flag,safe_justice_risk_assessment_score,safe_justice_public_defender_assigned_flag,safe_justice_diversion_program_flag,safe_justice_restorative_justice_flag,safe_justice_record_sealing_eligible_flag
2018-09-27,DRUG_TRAFFICK,FELONY,10000,1,CASE0000001001,PLEA,PROBATION,1745,2018-10-27,2019-03-26,437,0,0,0,53,1,1,1,0
2018-09-28,BURGLARY,INFRACTION,100,1,CASE0000001002,DISMISSED,JAIL,1801,2018-10-28,2019-03-27,376,0,0,0,27,0,0,0,0
2018-09-29,DUI,INFRACTION,1000,0,CASE0000001003,NOT_GUILTY,NONE,830,2018-10-29,2019-03-28,318,0,0,1,98,0,0,0,0
2018-09-30,DRUG_POSSESS,FELONY,5000,0,CASE0000001004,DISMISSED,NONE,3046,2018-10-30,2019-03-29,136,0,0,0,59,1,0,0,0
2018-10-01,DRUG_TRAFFICK,FELONY,25000,1,CASE0000001005,GUILTY,PROBATION,2734,2018-10-31,2019-03-30,98,0,1,0,89,0,1,0,1
2018-10-02,VANDALISM,MISDEMEANOR,100,0,CASE0000001006,DISMISSED,PROBATION,131,2018-11-01,2019-03-31,665,1,1,0,11,1,0,0,1
2018-10-03,BURGLARY,FELONY,0,0,CASE0000001007,PENDING,DIVERSION,2182,2018-11-02,2019-04-01,560,1,0,0,6,1,1,0,0
2018-10-04,OTHER,FELONY,250,1,CASE0000001008,GUILTY,PROBATION,280,2018-11-03,2019-04-02,583,0,0,1,15,0,1,0,0
2018-10-05,LARCENY,INFRACTION,5000,0,CASE0000001009,DISMISSED,PROBATION,397,2018-11-04,2019-04-03,411,0,0,1,69,1,0,0,1
2018-10-06,LARCENY,INFRACTION,100,0,CASE0000001010,DISMISSED,NONE,1972,2018-11-05,2019-04-04,468,0,1,0,41,1,1,1,1
2018-10-07,WEAPONS,MISDEMEANOR,100,1,CASE0000001011,GUILTY,PROBATION,163,2018-11-06,2019-04-05,501,0,1,1,48,0,0,0,1
2018-10-08,BURGLARY,MISDEMEANOR,500,0,CASE0000001012,NOT_GUILTY,PROBATION,3026,2018-11-07,2019-04-06,344,1,0,1,21,0,1,0,0
2018-10-09,DRUG_TRAFFICK,MISDEMEANOR,25000,1,CASE0000001013,GUILTY,PROBATION,3583,2018-11-08,2019-04-07,100,0,0,0,39,0,0,0,1
2018-10-10,ASSAULT,FELONY,5000,1,CASE0000001014,DISMISSED,PROBATION,2841,2018-11-09,2019-04-08,642,0,1,1,32,0,0,0,1
2018-10-11,LARCENY,MISDEMEANOR,1000,1,CASE0000001015,DEFERRED,PRISON,723,2018-11-10,2019-04-09,436,0,0,1,94,0,0,0,0
2018-10-12,ASSAULT,FELONY,0,0,CASE0000001016,DISMISSED,DIVERSION,2465,2018-11-11,2019-04-10,450,0,0,1,91,1,1,0,1
2018-10-13,DUI,MISDEMEANOR,1000,1,CASE0000001017,GUILTY,JAIL,439,2018-11-12,2019-04-11,354,0,0,0,23,1,0,0,0
2018-10-14,DRUG_POSSESS,FELONY,10000,0,CASE0000001018,PLEA,PROBATION,594,2018-11-13,2019-04-12,41,0,0,1,19,1,1,1,0
2018-10-15,BURGLARY,INFRACTION,10000,0,CASE0000001019,DEFERRED,DIVERSION,1082,2018-11-14,2019-04-13,629,0,0,1,86,1,1,0,0
2018-10-16,WEAPONS,INFRACTION,1000,1,CASE0000001020,DEFERRED,PRISON,3440,2018-11-15,2019-04-14,372,0,0,0,81,0,0,0,1
2018-10-17,WEAPONS,INFRACTION,500,1,CASE0000001021,GUILTY,NONE,2214,2018-11-16,2019-04-15,407,0,1,0,86,1,0,0,0
2018-10-18,DUI,MISDEMEANOR,250,0,CASE0000001022,PLEA,PROBATION,3086,2018-11-17,2019-04-16,238,0,1,1,1,0,0,0,1
2018-10-19,FRAUD,MISDEMEANOR,10000,0,CASE0000001023,PENDING,PROBATION,1154,2018-11-18,2019-04-17,663,0,1,0,85,1,0,0,1
2018-10-20,BURGLARY,MISDEMEANOR,0,0,CASE0000001024,PLEA,PRISON,1877,2018-11-19,2019-04-18,51,1,0,0,13,1,0,0,0
2018-10-21,ASSAULT,MISDEMEANOR,100,0,CASE0000001025,PLEA,NONE,590,2018-11-20,2019-04-19,118,0,0,0,92,0,0,0,0
2018-10-22,VANDALISM,FELONY,500,1,CASE0000001026,PLEA,PROBATION,1328,2018-11-21,2019-04-20,373,0,0,1,4,1,1,0,1
2018-10-23,DRUG_POSSESS,MISDEMEANOR,500,0,CASE0000001027,PLEA,NONE,1532,2018-11-22,2019-04-21,270,0,0,0,50,1,0,0,0
2018-10-24,WEAPONS,MISDEMEANOR,100,1,CASE0000001028,PENDING,NONE,1346,2018-11-23,2019-04-22,148,0,1,1,40,1,0,0,0
2018-10-25,OTHER,INFRACTION,25000,0,CASE0000001029,PLEA,JAIL,2638,2018-11-24,2019-04-23,86,0,0,0,88,0,1,0,0
2018-10-26,FRAUD,MISDEMEANOR,2500,1,CASE0000001030,DEFERRED,PROBATION,2773,2018-11-25,2019-04-24,722,0,0,1,95,1,1,0,1
2018-10-27,FRAUD,FELONY,10000,0,CASE0000001031,PENDING,DIVERSION,581,2018-11-26,2019-04-25,374,0,0,1,46,0,0,0,0
2018-10-28,DRUG_POSSESS,MISDEMEANOR,500,1,CASE0000001032,PLEA,NONE,1474,2018-11-27,2019-04-26,194,0,1,1,78,0,0,0,0
2018-10-29,DUI,INFRACTION,0,1,CASE0000001033,PENDING,JAIL,2155,2018-11-28,2019-04-27,342,0,0,0,78,1,1,0,0
2018-10-30,DRUG_POSSESS,MISDEMEANOR,100,1,CASE0000001034,PLEA,NONE,589,2018-11-29,2019-04-28,87,0,0,0,37,0,1,0,0
2018-10-31,OTHER,INFRACTION,250,1,CASE0000001035,GUILTY,PROBATION,1958,2018-11-30,2019-04-29,448,0,0,0,57,1,0,0,1
2018-11-01,LARCENY,FELONY,5000,1,CASE0000001036,GUILTY,COMMUNITY_SERVICE,478,2018-12-01,2019-04-30,340,0,1,0,8,0,1,1,0
2018-11-02,FRAUD,FELONY,0,1,CASE0000001037,NOT_GUILTY,PRISON,1779,2018-12-02,2019-05-01,522,0,0,1,9,0,1,0,0
2018-11-03,VANDALISM,INFRACTION,250,1,CASE0000001038,GUILTY,PROBATION,3087,2018-12-03,2019-05-02,565,1,0,0,49,1,0,0,1
2018-11-04,OTHER,MISDEMEANOR,250,1,CASE0000001039,NOT_GUILTY,PROBATION,1844,2018-12-04,2019-05-03,275,0,0,0,85,1,0,0,1
2018-11-05,OTHER,FELONY,1000,1,CASE0000001040,PLEA,PROBATION,2480,2018-12-05,2019-05-04,696,1,1,1,100,0,1,1,1
2018-11-06,LARCENY,INFRACTION,25000,1,CASE0000001041,PENDING,NONE,1979,2018-12-06,2019-05-05,690,0,0,0,34,1,0,0,1
2018-11-07,BURGLARY,INFRACTION,0,1,CASE0000001042,PENDING,PRISON,1088,2018-12-07,2019-05-06,543,1,1,1,70,0,1,0,0
2018-11-08,VANDALISM,MISDEMEANOR,250,0,CASE0000001043,PLEA,DIVERSION,1886,2018-12-08,2019-05-07,242,0,0,1,49,0,0,0,1
2018-11-09,DRUG_POSSESS,FELONY,5000,1,CASE0000001044,GUILTY,PRISON,2303,2018-12-09,2019-05-08,442,0,0,0,16,0,1,0,0
2018-11-10,OTHER,FELONY,0,0,CASE0000001045,GUILTY,PROBATION,1735,2018-12-10,2019-05-09,9,0,0,1,25,1,0,1,0
2018-11-11,BURGLARY,MISDEMEANOR,100,1,CASE0000001046,PLEA,DIVERSION,2725,2018-12-11,2019-05-10,28,0,0,0,57,1,0,0,1
2018-11-12,BURGLARY,INFRACTION,10000,1,CASE0000001047,DISMISSED,PRISON,2997,2018-12-12,2019-05-11,359,0,0,0,82,1,1,1,1
2018-11-13,ASSAULT,INFRACTION,500,1,CASE0000001048,PENDING,PRISON,2323,2018-12-13,2019-05-12,470,0,0,1,59,0,1,0,0
2018-11-14,VANDALISM,MISDEMEANOR,0,0,CASE0000001049,DEFERRED,COMMUNITY_SERVICE,1330,2018-12-14,2019-05-13,414,0,0,0,21,1,0,0,1
2018-11-15,DUI,MISDEMEANOR,500,0,CASE0000001050,GUILTY,NONE,2921,2018-12-15,2019-05-14,163,0,0,1,94,0,1,0,1
2018-11-16,WEAPONS,MISDEMEANOR,2500,0,CASE0000001051,GUILTY,PRISON,891,2018-12-16,2019-05-15,543,0,0,0,79,1,1,0,0
2018-11-17,BURGLARY,MISDEMEANOR,25000,1,CASE0000001052,DEFERRED,NONE,2966,2018-12-17,2019-05-16,723,0,0,1,44,1,1,0,0
2018-11-18,BURGLARY,INFRACTION,500,1,CASE0000001053,GUILTY,JAIL,2390,2018-12-18,2019-05-17,152,1,0,1,73,1,0,0,1
2018-11-19,FRAUD,INFRACTION,5000,1,CASE0000001054,DISMISSED,NONE,2360,2018-12-19,2019-05-18,585,0,0,0,66,1,0,1,1
2018-11-20,LARCENY,MISDEMEANOR,1000,1,CASE0000001055,GUILTY,PRISON,2080,2018-12-20,2019-05-19,635,0,1,1,63,1,0,0,1
2018-11-21,FRAUD,MISDEMEANOR,100,1,CASE0000001056,GUILTY,PRISON,1956,2018-12-21,2019-05-20,510,0,0,0,30,0,0,0,0
2018-11-22,VANDALISM,MISDEMEANOR,10000,0,CASE0000001057,GUILTY,PROBATION,1200,2018-12-22,2019-05-21,373,0,0,1,39,1,1,0,1
2018-11-23,WEAPONS,INFRACTION,10000,0,CASE0000001058,GUILTY,NONE,3335,2018-12-23,2019-05-22,305,1,1,0,93,0,0,0,1
2018-11-24,LARCENY,MISDEMEANOR,2500,1,CASE0000001059,PLEA,JAIL,823,2018-12-24,2019-05-23,538,0,0,0,81,0,0,0,0
2018-11-25,LARCENY,FELONY,25000,0,CASE0000001060,PLEA,PROBATION,1397,2018-12-25,2019-05-24,404,0,0,0,88,0,0,0,1
2018-11-26,WEAPONS,MISDEMEANOR,25000,1,CASE0000001061,PENDING,JAIL,202,2018-12-26,2019-05-25,500,1,0,0,43,0,1,0,0
2018-11-27,LARCENY,MISDEMEANOR,500,1,CASE0000001062,PENDING,PROBATION,859,2018-12-27,2019-05-26,352,0,0,0,81,0,0,0,0
2018-11-28,VANDALISM,MISDEMEANOR,500,1,CASE0000001063,PENDING,JAIL,1411,2018-12-28,2019-05-27,705,1,0,0,84,1,0,0,0
2018-11-29,DUI,FELONY,5000,0,CASE0000001064,GUILTY,NONE,1394,2018-12-29,2019-05-28,475,0,1,0,46,1,1,1,0
2018-11-30,DUI,MISDEMEANOR,250,0,CASE0000001065,PENDING,PROBATION,1646,2018-12-30,2019-05-29,468,0,0,1,78,0,0,0,0
2018-12-01,DRUG_TRAFFICK,MISDEMEANOR,2500,1,CASE0000001066,GUILTY,PROBATION,1396,2018-12-31,2019-05-30,414,0,0,1,95,0,0,0,1
2018-12-02,DRUG_POSSESS,MISDEMEANOR,25000,0,CASE0000001067,PLEA,PROBATION,3128,2019-01-01,2019-05-31,113,0,0,0,100,1,1,0,0
2018-12-03,ASSAULT,INFRACTION,10000,1,CASE0000001068,PLEA,JAIL,2894,2019-01-02,2019-06-01,93,1,0,1,71,0,0,0,1
2018-12-04,VANDALISM,MISDEMEANOR,100,1,CASE0000001069,PLEA,PRISON,686,2019-01-03,2019-06-02,374,0,0,0,45,1,0,0,0
2018-12-05,LARCENY,FELONY,25000,0,CASE0000001070,GUILTY,PROBATION,3647,2019-01-04,2019-06-03,163,1,0,0,38,1,0,0,0
2018-12-06,DRUG_TRAFFICK,FELONY,5000,1,CASE0000001071,DISMISSED,JAIL,1423,2019-01-05,2019-06-04,608,1,0,0,40,1,0,0,0
2018-12-07,DRUG_TRAFFICK,MISDEMEANOR,25000,1,CASE0000001072,GUILTY,DIVERSION,251,2019-01-06,2019-06-05,243,0,0,0,71,1,0,0,1
2018-12-08,FRAUD,MISDEMEANOR,10000,1,CASE0000001073,GUILTY,COMMUNITY_SERVICE,3066,2019-01-07,2019-06-06,129,0,0,0,56,1,0,0,0
2018-12-09,DRUG_POSSESS,FELONY,2500,1,CASE0000001074,GUILTY,PRISON,2470,2019-01-08,2019-06-07,460,0,1,1,63,1,0,0,0
2018-12-10,ASSAULT,MISDEMEANOR,0,1,CASE0000001075,DEFERRED,PROBATION,3470,2019-01-09,2019-06-08,266,0,0,1,96,0,1,1,1
2018-12-11,BURGLARY,MISDEMEANOR,25000,1,CASE0000001076,PLEA,DIVERSION,2921,2019-01-10,2019-06-09,661,0,0,1,22,1,1,0,0
2018-12-12,BURGLARY,MISDEMEANOR,0,0,CASE0000001077,GUILTY,PROBATION,2952,2019-01-11,2019-06-10,584,0,0,0,16,1,0,0,0
2018-12-13,DRUG_TRAFFICK,INFRACTION,500,1,CASE0000001078,DEFERRED,PROBATION,25,2019-01-12,2019-06-11,707,0,0,1,40,1,1,1,0
2018-12-14,DRUG_POSSESS,MISDEMEANOR,100,1,CASE0000001079,PLEA,PROBATION,3223,2019-01-13,2019-06-12,98,0,1,0,62,0,0,0,1
2018-12-15,FRAUD,MISDEMEANOR,2500,0,CASE0000001080,GUILTY,COMMUNITY_SERVICE,1163,2019-01-14,2019-06-13,212,0,0,1,59,1,1,0,0
2018-12-16,BURGLARY,FELONY,25000,0,CASE0000001081,DISMISSED,PROBATION,994,2019-01-15,2019-06-14,586,0,0,0,30,1,0,0,0
2018-12-17,ASSAULT,MISDEMEANOR,500,0,CASE0000001082,DEFERRED,PRISON,369,2019-01-16,2019-06-15,172,0,0,0,11,0,0,0,1
2018-12-18,LARCENY,INFRACTION,100,1,CASE0000001083,GUILTY,DIVERSION,2732,2019-01-17,2019-06-16,115,0,0,0,76,0,1,0,0
2018-12-19,DRUG_POSSESS,MISDEMEANOR,100,0,CASE0000001084,GUILTY,NONE,1410,2019-01-18,2019-06-17,326,0,0,1,31,1,1,0,0
2018-12-20,DRUG_POSSESS,INFRACTION,0,0,CASE0000001085,GUILTY,PROBATION,1089,2019-01-19,2019-06-18,7,0,0,0,40,1,1,0,1
2018-12-21,DRUG_POSSESS,MISDEMEANOR,1000,1,CASE0000001086,PLEA,COMMUNITY_SERVICE,1375,2019-01-20,2019-06-19,653,0,0,0,52,1,1,0,1
2018-12-22,OTHER,FELONY,500,1,CASE0000001087,PENDING,PRISON,2534,2019-01-21,2019-06-20,614,0,1,1,76,0,0,0,1
2018-12-23,OTHER,FELONY,500,1,CASE0000001088,DISMISSED,DIVERSION,562,2019-01-22,2019-06-21,452,0,0,1,86,1,1,0,1
2018-12-24,DUI,FELONY,500,0,CASE0000001089,DISMISSED,JAIL,3043,2019-01-23,2019-06-22,188,0,1,1,89,1,1,0,1
2018-12-25,WEAPONS,MISDEMEANOR,10000,0,CASE0000001090,PLEA,JAIL,613,2019-01-24,2019-06-23,594,0,0,0,12,0,0,0,0
2018-12-26,ASSAULT,INFRACTION,500,0,CASE0000001091,PLEA,NONE,2348,2019-01-25,2019-06-24,147,0,1,1,23,0,0,0,0
2018-12-27,BURGLARY,INFRACTION,0,1,CASE0000001092,PLEA,NONE,2566,2019-01-26,2019-06-25,214,0,0,0,50,0,0,0,0
2018-12-28,WEAPONS,MISDEMEANOR,10000,0,CASE0000001093,DEFERRED,COMMUNITY_SERVICE,3305,2019-01-27,2019-06-26,691,1,0,1,28,0,0,0,0
2018-12-29,FRAUD,MISDEMEANOR,25000,1,CASE0000001094,GUILTY,JAIL,1923,2019-01-28,2019-06-27,693,0,0,0,57,0,0,0,0
2018-12-30,VANDALISM,INFRACTION,250,1,CASE0000001095,GUILTY,COMMUNITY_SERVICE,170,2019-01-29,2019-06-28,17,1,0,0,38,1,0,0,1
2018-12-31,WEAPONS,MISDEMEANOR,250,0,CASE0000001096,GUILTY,COMMUNITY_SERVICE,2583,2019-01-30,2019-06-29,534,0,0,0,81,1,0,0,1
2019-01-01,LARCENY,MISDEMEANOR,500,0,CASE0000001097,PENDING,PROBATION,3130,2019-01-31,2019-06-30,568,0,1,1,52,0,1,1,0
2019-01-02,DRUG_POSSESS,FELONY,500,1,CASE0000001098,DEFERRED,PROBATION,992,2019-02-01,2019-07-01,217,0,0,1,6,1,1,0,1
2019-01-03,LARCENY,MISDEMEANOR,2500,1,CASE0000001099,PENDING,JAIL,338,2019-02-02,2019-07-02,388,1,0,0,36,0,0,0,0
2019-01-04,BURGLARY,FELONY,25000,1,CASE0000001100,GUILTY,NONE,589,2019-02-03,2019-07-03,193,0,0,0,12,1,0,0,0
2019-01-05,VANDALISM,MISDEMEANOR,0,0,CASE0000001101,GUILTY,JAIL,2286,2019-02-04,2019-07-04,662,0,1,0,7,1,0,0,0
2019-01-06,DRUG_TRAFFICK,MISDEMEANOR,25000,0,CASE0000001102,PLEA,DIVERSION,1965,2019-02-05,2019-07-05,246,0,0,0,100,0,0,0,1
2019-01-07,DRUG_TRAFFICK,MISDEMEANOR,5000,1,CASE0000001103,PENDING,NONE,520,2019-02-06,2019-07-06,661,0,1,0,60,1,1,0,0
2019-01-08,ASSAULT,MISDEMEANOR,2500,0,CASE0000001104,PLEA,PROBATION,1115,2019-02-07,2019-07-07,172,0,0,0,26,1,0,0,0
2019-01-09,DRUG_POSSESS,MISDEMEANOR,1000,1,CASE0000001105,GUILTY,JAIL,2472,2019-02-08,2019-07-08,119,0,1,1,78,0,0,1,1
2019-01-10,ASSAULT,INFRACTION,10000,0,CASE0000001106,DEFERRED,NONE,2821,2019-02-09,2019-07-09,416,0,1,1,84,0,0,0,0
2019-01-11,BURGLARY,INFRACTION,25000,1,CASE0000001107,DEFERRED,PROBATION,2272,2019-02-10,2019-07-10,121,0,0,1,5,0,1,0,1
2019-01-12,DRUG_POSSESS,MISDEMEANOR,2500,1,CASE0000001108,PLEA,PROBATION,2867,2019-02-11,2019-07-11,617,0,0,0,54,0,1,1,1
2019-01-13,DRUG_POSSESS,MISDEMEANOR,250,1,CASE0000001109,GUILTY,PROBATION,664,2019-02-12,2019-07-12,627,0,0,0,55,0,1,0,1
2019-01-14,VANDALISM,MISDEMEANOR,25000,1,CASE0000001110,DEFERRED,NONE,1919,2019-02-13,2019-07-13,84,0,0,0,47,1,1,0,0
2019-01-15,DUI,MISDEMEANOR,5000,1,CASE0000001111,DISMISSED,DIVERSION,3526,2019-02-14,2019-07-14,346,1,0,0,21,1,1,0,1
2019-01-16,ASSAULT,FELONY,5000,0,CASE0000001112,PENDING,PROBATION,298,2019-02-15,2019-07-15,493,0,0,1,85,0,1,0,1
2019-01-17,DRUG_TRAFFICK,INFRACTION,500,0,CASE0000001113,PLEA,PROBATION,1042,2019-02-16,2019-07-16,123,0,0,0,82,0,0,0,1
2019-01-18,VANDALISM,MISDEMEANOR,1000,1,CASE0000001114,PLEA,JAIL,1099,2019-02-17,2019-07-17,294,0,0,1,37,1,0,0,0
2019-01-19,FRAUD,INFRACTION,100,1,CASE0000001115,PLEA,PROBATION,1775,2019-02-18,2019-07-18,126,1,1,0,7,0,0,0,1
2019-01-20,BURGLARY,MISDEMEANOR,1000,1,CASE0000001116,PLEA,PROBATION,1627,2019-02-19,2019-07-19,173,0,0,0,98,1,0,1,1
2019-01-21,BURGLARY,MISDEMEANOR,10000,1,CASE0000001117,PENDING,PROBATION,80,2019-02-20,2019-07-20,724,0,0,0,27,1,0,0,0
2019-01-22,VANDALISM,FELONY,1000,1,CASE0000001118,GUILTY,DIVERSION,3251,2019-02-21,2019-07-21,395,0,0,0,19,1,0,1,0
2019-01-23,DRUG_POSSESS,MISDEMEANOR,500,1,CASE0000001119,PENDING,PROBATION,56,2019-02-22,2019-07-22,111,0,0,0,53,0,0,0,0
2019-01-24,DRUG_TRAFFICK,MISDEMEANOR,100,1,CASE0000001120,PLEA,PRISON,672,2019-02-23,2019-07-23,665,1,0,1,21,1,1,0,0
2019-01-25,DRUG_POSSESS,MISDEMEANOR,2500,0,CASE0000001121,NOT_GUILTY,DIVERSION,869,2019-02-24,2019-07-24,656,0,0,0,72,0,1,0,1
2019-01-26,ASSAULT,INFRACTION,10000,0,CASE0000001122,GUILTY,PROBATION,2520,2019-02-25,2019-07-25,530,0,1,1,4,1,1,0,0
2019-01-27,FRAUD,FELONY,0,1,CASE0000001123,PLEA,COMMUNITY_SERVICE,988,2019-02-26,2019-07-26,34,0,0,1,31,0,0,0,1
2019-01-28,DRUG_TRAFFICK,FELONY,2500,0,CASE0000001124,PENDING,JAIL,856,2019-02-27,2019-07-27,509,0,0,0,24,1,0,0,0
2019-01-29,DRUG_POSSESS,INFRACTION,5000,1,CASE0000001125,PENDING,PROBATION,2714,2019-02-28,2019-07-28,66,1,0,1,22,1,0,0,1
2019-01-30,BURGLARY,INFRACTION,5000,1,CASE0000001126,PENDING,PROBATION,2192,2019-03-01,2019-07-29,507,1,0,1,65,0,0,0,1
2019-01-31,OTHER,FELONY,1000,0,CASE0000001127,PENDING,PRISON,2786,2019-03-02,2019-07-30,502,0,0,0,97,0,1,1,0
2019-02-01,BURGLARY,MISDEMEANOR,5000,1,CASE0000001128,GUILTY,PROBATION,3612,2019-03-03,2019-07-31,298,0,0,0,1,1,0,0,1
2019-02-02,VANDALISM,INFRACTION,250,0,CASE0000001129,PLEA,DIVERSION,434,2019-03-04,2019-08-01,576,0,0,0,77,1,0,0,1
2019-02-03,DRUG_TRAFFICK,FELONY,1000,1,CASE0000001130,PLEA,PROBATION,3634,2019-03-05,2019-08-02,446,0,0,1,83,1,1,0,0
2019-02-04,VANDALISM,FELONY,250,1,CASE0000001131,PENDING,JAIL,1461,2019-03-06,2019-08-03,539,0,1,1,97,1,0,0,0
2019-02-05,DRUG_POSSESS,FELONY,500,0,CASE0000001132,PLEA,DIVERSION,3649,2019-03-07,2019-08-04,533,1,0,0,72,0,0,0,0
2019-02-06,LARCENY,MISDEMEANOR,500,1,CASE0000001133,PENDING,PROBATION,2328,2019-03-08,2019-08-05,505,0,0,0,64,1,0,0,1
2019-02-07,WEAPONS,MISDEMEANOR,100,1,CASE0000001134,NOT_GUILTY,JAIL,3163,2019-03-09,2019-08-06,655,0,0,0,89,0,0,0,0
2019-02-08,WEAPONS,INFRACTION,0,1,CASE0000001135,GUILTY,COMMUNITY_SERVICE,2845,2019-03-10,2019-08-07,485,0,1,0,88,1,0,1,0
2019-02-09,ASSAULT,INFRACTION,1000,1,CASE0000001136,PENDING,PROBATION,1815,2019-03-11,2019-08-08,430,0,1,1,1,1,1,0,0
2019-02-10,DUI,INFRACTION,250,0,CASE0000001137,PLEA,PROBATION,1496,2019-03-12,2019-08-09,110,0,1,0,24,0,0,0,1
2019-02-11,FRAUD,FELONY,5000,1,CASE0000001138,GUILTY,NONE,3022,2019-03-13,2019-08-10,638,0,0,0,82,1,0,0,0
2019-02-12,WEAPONS,MISDEMEANOR,1000,1,CASE0000001139,PLEA,PRISON,1992,2019-03-14,2019-08-11,391,0,0,1,67,0,1,0,0
2019-02-13,DRUG_TRAFFICK,MISDEMEANOR,500,0,CASE0000001140,GUILTY,PROBATION,1162,2019-03-15,2019-08-12,108,0,0,0,90,0,1,0,1
2019-02-14,WEAPONS,MISDEMEANOR,1000,1,CASE0000001141,PLEA,JAIL,2345,2019-03-16,2019-08-13,161,0,0,1,15,0,0,1,0
2019-02-15,DUI,FELONY,0,1,CASE0000001142,PLEA,JAIL,1532,2019-03-17,2019-08-14,519,1,0,1,27,1,0,1,0
2019-02-16,VANDALISM,MISDEMEANOR,2500,0,CASE0000001143,PENDING,PROBATION,637,2019-03-18,2019-08-15,447,0,0,1,89,0,0,0,0
2019-02-17,VANDALISM,MISDEMEANOR,5000,1,CASE0000001144,PLEA,PROBATION,827,2019-03-19,2019-08-16,36,0,0,1,95,1,0,0,0
2019-02-18,ASSAULT,MISDEMEANOR,10000,1,CASE0000001145,PLEA,COMMUNITY_SERVICE,3070,2019-03-20,2019-08-17,291,0,0,0,96,0,0,0,0
2019-02-19,LARCENY,FELONY,100,1,CASE0000001146,PENDING,COMMUNITY_SERVICE,3119,2019-03-21,2019-08-18,100,0,1,0,50,1,0,0,0
2019-02-20,VANDALISM,MISDEMEANOR,1000,0,CASE0000001147,GUILTY,PROBATION,218,2019-03-22,2019-08-19,150,0,1,1,33,1,0,0,0
2019-02-21,LARCENY,INFRACTION,0,0,CASE0000001148,PLEA,JAIL,1700,2019-03-23,2019-08-20,198,0,0,1,22,0,1,0,1
2019-02-22,ASSAULT,MISDEMEANOR,100,0,CASE0000001149,GUILTY,JAIL,123,2019-03-24,2019-08-21,56,0,1,0,99,0,0,0,1
2019-02-23,VANDALISM,MISDEMEANOR,5000,1,CASE0000001150,GUILTY,PRISON,2010,2019-03-25,2019-08-22,58,1,0,1,15,0,1,0,1
2019-02-24,DUI,FELONY,2500,0,CASE0000001151,PENDING,PROBATION,1575,2019-03-26,2019-08-23,378,0,0,0,63,1,1,0,1
2019-02-25,DRUG_TRAFFICK,FELONY,500,0,CASE0000001152,GUILTY,NONE,1758,2019-03-27,2019-08-24,620,0,0,0,15,1,1,0,0
2019-02-26,OTHER,MISDEMEANOR,0,1,CASE0000001153,PLEA,DIVERSION,534,2019-03-28,2019-08-25,479,0,0,0,15,0,1,1,1
2019-02-27,DRUG_TRAFFICK,INFRACTION,100,1,CASE0000001154,DEFERRED,JAIL,511,2019-03-29,2019-08-26,357,0,1,1,25,1,0,0,1
2019-02-28,OTHER,MISDEMEANOR,1000,1,CASE0000001155,PENDING,JAIL,2054,2019-03-30,2019-08-27,679,0,0,1,56,0,1,0,0
2019-03-01,ASSAULT,MISDEMEANOR,250,0,CASE0000001156,GUILTY,PROBATION,2892,2019-03-31,2019-08-28,570,0,0,1,1,1,0,0,0
2019-03-02,ASSAULT,MISDEMEANOR,2500,1,CASE0000001157,GUILTY,PRISON,2791,2019-04-01,2019-08-29,335,0,1,1,23,0,0,0,0
2019-03-03,OTHER,INFRACTION,10000,0,CASE0000001158,GUILTY,JAIL,744,2019-04-02,2019-08-30,54,0,0,0,61,1,0,0,0
2019-03-04,DUI,FELONY,250,0,CASE0000001159,DISMISSED,JAIL,231,2019-04-03,2019-08-31,294,1,0,0,78,1,0,0,0
2019-03-05,ASSAULT,MISDEMEANOR,0,1,CASE0000001160,DISMISSED,PRISON,767,2019-04-04,2019-09-01,187,0,1,0,28,0,1,0,0
2019-03-06,OTHER,MISDEMEANOR,5000,1,CASE0000001161,PENDING,PROBATION,1803,2019-04-05,2019-09-02,673,1,1,0,44,1,0,1,1
2019-03-07,BURGLARY,MISDEMEANOR,5000,1,CASE0000001162,PLEA,JAIL,2436,2019-04-06,2019-09-03,466,0,1,0,37,1,0,0,1
2019-03-08,OTHER,FELONY,25000,1,CASE0000001163,GUILTY,COMMUNITY_SERVICE,512,2019-04-07,2019-09-04,538,0,1,0,25,0,1,0,1
2019-03-09,FRAUD,INFRACTION,10000,1,CASE0000001164,PLEA,PROBATION,1910,2019-04-08,2019-09-05,686,0,1,0,6,1,0,0,0
2019-03-10,WEAPONS,MISDEMEANOR,10000,0,CASE0000001165,GUILTY,DIVERSION,750,2019-04-09,2019-09-06,266,0,1,1,35,0,0,0,0
2019-03-11,VANDALISM,MISDEMEANOR,0,1,CASE0000001166,DEFERRED,PROBATION,1133,2019-04-10,2019-09-07,63,0,1,1,4,0,0,0,1
2019-03-12,VANDALISM,MISDEMEANOR,500,0,CASE0000001167,PENDING,DIVERSION,21,2019-04-11,2019-09-08,0,1,0,0,32,1,1,0,0
