demo_household_survey_year,demo_household_household_id_sample,demo_household_relationship_to_householder,demo_household_family_type_code,demo_household_marital_status,demo_household_number_of_children_u18,demo_household_multigenerational_flag,demo_household_single_parent_flag,demo_household_cohabiting_partner_flag,demo_household_household_income_ratio_poverty,demo_household_housing_cost_burden_pct,demo_household_crowding_persons_per_room,demo_household_vehicle_count_household,demo_household_internet_access_type,demo_household_language_spoken_at_home,demo_household_disability_status_household,demo_household_caregiving_hours_week,demo_household_childcare_cost_monthly,demo_household_eldercare_responsibility_flag,demo_household_sampling_stratum
2025,HH00000988,SIBLING,MALE_HH_NO_SPOUSE,SEPARATED,1,1,0,0,2.44,41.7,2.31,1,MOBILE_ONLY,ARABIC,MULTIPLE_MEMBERS,26,914,0,RURAL
2025,HH00000989,CHILD,FEMALE_HH_NO_SPOUSE,WIDOWED,2,0,0,0,3.8,22.1,1.81,2,FIXED_WIRELESS,OTHER,MULTIPLE_MEMBERS,29,2447,1,RURAL
2025,HH00000990,PARENT,MARRIED_COUPLE,DIVORCED,3,1,1,0,0.55,13.5,1.09,1,CABLE,OTHER,NONE,17,1426,0,SMALL_TOWN
2019,HH00000991,PARENT,MARRIED_COUPLE,MARRIED,4,1,1,0,0.79,34.2,1.39,5,CABLE,TAGALOG,ONE_MEMBER,20,449,0,SMALL_TOWN
2021,HH00000992,OTHER_REL,MARRIED_COUPLE,SEPARATED,0,0,1,0,3.85,55.7,0.97,0,FIXED_WIRELESS,FRENCH,NONE,7,2865,1,RURAL
2019,HH00000993,PARENT,MALE_HH_NO_SPOUSE,MARRIED,4,1,1,0,3.63,46.1,1.71,3,FIXED_WIRELESS,CHINESE,MULTIPLE_MEMBERS,16,2683,0,SMALL_TOWN
2020,HH00000994,HOUSEHOLDER,MARRIED_COUPLE,WIDOWED,2,1,0,1,3.7,52.1,2.08,4,FIBER,CHINESE,MULTIPLE_MEMBERS,58,278,0,SMALL_TOWN
2022,HH00000995,NONREL,FEMALE_HH_NO_SPOUSE,SEPARATED,0,0,0,0,3.64,15.7,1.05,1,FIBER,TAGALOG,ONE_MEMBER,41,2466,0,SUBURBAN
2020,HH00000996,NONREL,FEMALE_HH_NO_SPOUSE,DIVORCED,5,1,1,0,5.04,62.7,2.1,2,CABLE,VIETNAMESE,MULTIPLE_MEMBERS,54,1058,0,RURAL
2024,HH00000997,SIBLING,NONFAMILY,DIVORCED,0,0,1,0,2.12,9.5,2.34,3,NONE,OTHER,ONE_MEMBER,59,2517,0,URBAN_CORE
2023,HH00000998,NONREL,MARRIED_COUPLE,DIVORCED,0,1,1,1,1.22,35.6,1.17,5,SATELLITE,SPANISH,ONE_MEMBER,15,1770,0,SUBURBAN
2018,HH00000999,NONREL,MALE_HH_NO_SPOUSE,NEVER_MARRIED,4,1,1,1,5.41,27.3,0.81,1,CABLE,ENGLISH,ONE_MEMBER,38,511,1,URBAN_CORE
2018,HH00001000,HOUSEHOLDER,MALE_HH_NO_SPOUSE,DIVORCED,1,0,0,1,3.44,40.5,2.38,2,SATELLITE,ENGLISH,MULTIPLE_MEMBERS,28,1842,0,SMALL_TOWN
2021,HH00001001,HOUSEHOLDER,MARRIED_COUPLE,NEVER_MARRIED,0,1,0,1,4.78,61.4,0.42,1,FIXED_WIRELESS,ENGLISH,ONE_MEMBER,25,1535,1,URBAN_CORE
2020,HH00001002,PARENT,MALE_HH_NO_SPOUSE,SEPARATED,3,0,0,0,1.31,11.6,1.36,4,CABLE,OTHER,NONE,13,2490,1,URBAN_CORE
2020,HH00001003,HOUSEHOLDER,MARRIED_COUPLE,SEPARATED,3,1,1,1,2.89,12.9,2.01,2,MOBILE_ONLY,FRENCH,ONE_MEMBER,32,551,1,SMALL_TOWN
2019,HH00001004,CHILD,MALE_HH_NO_SPOUSE,WIDOWED,0,0,1,0,0.89,25.1,0.4,2,FIBER,SPANISH,ONE_MEMBER,38,2507,1,RURAL
2021,HH00001005,NONREL,NONFAMILY,WIDOWED,3,1,0,1,0.77,43.5,1.71,5,DSL,ARABIC,ONE_MEMBER,21,1548,0,SUBURBAN
2022,HH00001006,SPOUSE,NONFAMILY,MARRIED,3,1,1,0,2.83,13.8,2.15,2,MOBILE_ONLY,ARABIC,MULTIPLE_MEMBERS,3,1851,1,URBAN_CORE
2020,HH00001007,CHILD,NONFAMILY,SEPARATED,3,0,1,0,3.65,12.8,0.96,0,MOBILE_ONLY,TAGALOG,NONE,24,399,0,SMALL_TOWN
2020,HH00001008,NONREL,MALE_HH_NO_SPOUSE,MARRIED,2,1,1,0,5.58,52.5,0.98,1,FIBER,ENGLISH,NONE,31,2585,1,URBAN_CORE
2024,HH00001009,HOUSEHOLDER,MARRIED_COUPLE,WIDOWED,2,1,1,0,0.48,52.7,0.37,0,DSL,VIETNAMESE,ONE_MEMBER,30,1650,1,SUBURBAN
2019,HH00001010,SIBLING,FEMALE_HH_NO_SPOUSE,MARRIED,5,1,0,1,2.36,45.8,1.51,1,SATELLITE,KOREAN,ONE_MEMBER,29,1965,1,SUBURBAN
2019,HH00001011,NONREL,FEMALE_HH_NO_SPOUSE,WIDOWED,3,1,0,0,4.49,29.6,0.44,4,MOBILE_ONLY,ENGLISH,ONE_MEMBER,60,3150,1,RURAL
2022,HH00001012,CHILD,NONFAMILY,NEVER_MARRIED,1,0,0,1,1.96,39.4,0.3,5,FIBER,ENGLISH,NONE,19,1733,1,SMALL_TOWN
2021,HH00001013,HOUSEHOLDER,FEMALE_HH_NO_SPOUSE,WIDOWED,3,0,1,1,4.57,41.9,0.58,1,CABLE,SPANISH,NONE,33,2839,0,SMALL_TOWN
2019,HH00001014,SIBLING,FEMALE_HH_NO_SPOUSE,SEPARATED,2,1,1,1,5.71,45.7,1.26,3,DSL,FRENCH,MULTIPLE_MEMBERS,3,661,1,RURAL
2018,HH00001015,PARENT,NONFAMILY,SEPARATED,0,1,0,1,3.61,19.0,1.94,4,MOBILE_ONLY,KOREAN,MULTIPLE_MEMBERS,35,2993,1,RURAL
2020,HH00001016,SPOUSE,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,3,1,1,1,1.65,35.9,1.79,2,NONE,FRENCH,NONE,8,799,0,SUBURBAN
2018,HH00001017,HOUSEHOLDER,NONFAMILY,NEVER_MARRIED,4,1,0,0,3.65,64.9,0.99,5,FIXED_WIRELESS,TAGALOG,NONE,38,1525,1,SUBURBAN
2018,HH00001018,OTHER_REL,NONFAMILY,WIDOWED,2,0,0,1,1.96,15.6,1.01,2,CABLE,ENGLISH,ONE_MEMBER,31,661,1,SMALL_TOWN
2020,HH00001019,CHILD,NONFAMILY,SEPARATED,2,0,0,1,1.18,9.7,1.75,4,FIBER,OTHER,NONE,26,2232,1,URBAN_CORE
2020,HH00001020,SPOUSE,FEMALE_HH_NO_SPOUSE,WIDOWED,2,1,1,0,4.8,9.2,1.86,0,FIXED_WIRELESS,OTHER,ONE_MEMBER,4,3058,0,RURAL
2019,HH00001021,PARENT,NONFAMILY,WIDOWED,0,1,1,1,4.04,45.0,1.89,2,FIXED_WIRELESS,ARABIC,ONE_MEMBER,54,1296,1,SMALL_TOWN
2024,HH00001022,PARENT,MARRIED_COUPLE,NEVER_MARRIED,4,1,0,0,5.13,53.9,0.65,1,FIXED_WIRELESS,ENGLISH,NONE,31,627,1,SMALL_TOWN
2024,HH00001023,SPOUSE,MALE_HH_NO_SPOUSE,WIDOWED,4,0,1,1,5.26,19.2,0.44,2,FIXED_WIRELESS,KOREAN,MULTIPLE_MEMBERS,27,0,1,SUBURBAN
2021,HH00001024,HOUSEHOLDER,NONFAMILY,WIDOWED,4,0,1,1,2.27,7.1,1.41,2,NONE,VIETNAMESE,MULTIPLE_MEMBERS,43,2196,0,SMALL_TOWN
2020,HH00001025,HOUSEHOLDER,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,2,1,0,1,0.85,47.9,1.18,1,CABLE,FRENCH,ONE_MEMBER,19,2829,0,RURAL
2021,HH00001026,SIBLING,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,3,1,1,0,2.93,49.8,2.34,2,SATELLITE,OTHER,NONE,53,229,0,SUBURBAN
2020,HH00001027,SIBLING,MALE_HH_NO_SPOUSE,DIVORCED,3,0,0,1,2.26,20.8,0.31,1,MOBILE_ONLY,VIETNAMESE,MULTIPLE_MEMBERS,45,1143,1,URBAN_CORE
2023,HH00001028,HOUSEHOLDER,MARRIED_COUPLE,WIDOWED,5,1,0,1,3.87,5.9,2.08,2,FIXED_WIRELESS,ARABIC,ONE_MEMBER,48,338,1,SUBURBAN
2024,HH00001029,CHILD,MARRIED_COUPLE,DIVORCED,4,1,0,1,5.09,53.0,2.48,3,SATELLITE,VIETNAMESE,ONE_MEMBER,35,66,0,SUBURBAN
2018,HH00001030,NONREL,MARRIED_COUPLE,NEVER_MARRIED,2,0,0,1,3.75,26.7,2.17,1,SATELLITE,SPANISH,NONE,21,603,1,RURAL
2018,HH00001031,PARENT,MALE_HH_NO_SPOUSE,SEPARATED,3,0,0,1,0.26,36.2,2.09,5,NONE,ENGLISH,NONE,35,3154,0,URBAN_CORE
2024,HH00001032,NONREL,MARRIED_COUPLE,DIVORCED,1,1,1,1,3.7,59.0,0.35,5,FIBER,FRENCH,NONE,37,147,1,SUBURBAN
2022,HH00001033,SIBLING,NONFAMILY,MARRIED,3,0,0,0,0.95,17.3,2.2,5,CABLE,CHINESE,ONE_MEMBER,25,2866,1,SUBURBAN
2019,HH00001034,SPOUSE,FEMALE_HH_NO_SPOUSE,MARRIED,3,1,0,0,2.04,12.8,1.59,5,FIXED_WIRELESS,KOREAN,MULTIPLE_MEMBERS,4,1032,1,SMALL_TOWN
2024,HH00001035,OTHER_REL,FEMALE_HH_NO_SPOUSE,DIVORCED,1,0,0,0,1.59,39.9,1.74,2,DSL,CHINESE,MULTIPLE_MEMBERS,19,2938,0,RURAL
2024,HH00001036,OTHER_REL,NONFAMILY,MARRIED,3,1,1,1,3.12,45.0,1.17,0,FIBER,KOREAN,MULTIPLE_MEMBERS,3,1899,0,SMALL_TOWN
2019,HH00001037,SPOUSE,MARRIED_COUPLE,SEPARATED,0,0,1,1,4.77,28.6,2.38,3,NONE,ENGLISH,ONE_MEMBER,19,2605,1,SMALL_TOWN
2020,HH00001038,HOUSEHOLDER,MALE_HH_NO_SPOUSE,WIDOWED,5,1,0,0,0.42,6.9,1.45,5,NONE,VIETNAMESE,ONE_MEMBER,24,1709,0,URBAN_CORE
2020,HH00001039,SPOUSE,NONFAMILY,SEPARATED,2,0,0,0,0.53,10.4,1.66,5,MOBILE_ONLY,SPANISH,NONE,47,455,0,SMALL_TOWN
2025,HH00001040,SPOUSE,MARRIED_COUPLE,MARRIED,0,0,1,0,5.76,21.1,0.76,3,CABLE,VIETNAMESE,NONE,58,1557,1,SMALL_TOWN
2019,HH00001041,HOUSEHOLDER,NONFAMILY,WIDOWED,0,1,0,1,2.75,18.2,1.53,0,CABLE,TAGALOG,ONE_MEMBER,30,1237,0,RURAL
2022,HH00001042,OTHER_REL,NONFAMILY,MARRIED,2,0,0,1,4.49,23.9,0.79,5,SATELLITE,ARABIC,ONE_MEMBER,40,1763,1,SMALL_TOWN
2024,HH00001043,NONREL,NONFAMILY,DIVORCED,5,1,1,1,5.28,37.3,0.55,3,FIBER,VIETNAMESE,NONE,10,1893,0,SMALL_TOWN
2020,HH00001044,OTHER_REL,MALE_HH_NO_SPOUSE,SEPARATED,0,0,1,1,2.41,8.4,1.43,1,CABLE,SPANISH,MULTIPLE_MEMBERS,11,1148,0,SUBURBAN
2021,HH00001045,NONREL,NONFAMILY,WIDOWED,3,0,1,1,3.38,18.6,2.16,3,FIBER,SPANISH,MULTIPLE_MEMBERS,9,168,1,RURAL
2020,HH00001046,CHILD,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,4,1,1,0,5.22,53.0,2.23,4,CABLE,ARABIC,MULTIPLE_MEMBERS,48,3044,0,SMALL_TOWN
2021,HH00001047,HOUSEHOLDER,NONFAMILY,SEPARATED,4,1,0,0,3.68,15.1,2.36,2,SATELLITE,CHINESE,NONE,58,699,1,URBAN_CORE
2025,HH00001048,PARENT,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,0,1,1,0,1.29,23.0,2.36,3,NONE,ARABIC,MULTIPLE_MEMBERS,55,2572,1,URBAN_CORE
2021,HH00001049,NONREL,MARRIED_COUPLE,DIVORCED,4,0,0,1,3.67,32.4,2.43,2,NONE,ENGLISH,ONE_MEMBER,19,376,0,SMALL_TOWN
2025,HH00001050,OTHER_REL,MALE_HH_NO_SPOUSE,MARRIED,5,0,0,0,5.8,14.7,1.89,5,MOBILE_ONLY,TAGALOG,ONE_MEMBER,58,2056,0,RURAL
2018,HH00001051,SIBLING,NONFAMILY,DIVORCED,0,1,1,1,5.92,50.5,0.55,2,FIXED_WIRELESS,KOREAN,NONE,35,2900,0,SUBURBAN
2023,HH00001052,CHILD,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,2,0,1,0,5.47,6.7,1.66,1,FIXED_WIRELESS,TAGALOG,MULTIPLE_MEMBERS,48,1935,0,URBAN_CORE
2023,HH00001053,NONREL,MALE_HH_NO_SPOUSE,WIDOWED,5,1,0,0,4.39,30.7,1.64,1,MOBILE_ONLY,OTHER,ONE_MEMBER,24,60,0,SMALL_TOWN
2024,HH00001054,CHILD,FEMALE_HH_NO_SPOUSE,DIVORCED,5,1,0,1,5.32,37.8,0.54,3,CABLE,CHINESE,NONE,58,80,0,URBAN_CORE
2023,HH00001055,NONREL,NONFAMILY,MARRIED,1,0,1,0,2.58,12.5,1.85,4,CABLE,OTHER,MULTIPLE_MEMBERS,27,1843,0,RURAL
2025,HH00001056,OTHER_REL,MARRIED_COUPLE,WIDOWED,0,1,0,1,2.18,46.3,1.21,4,FIBER,CHINESE,ONE_MEMBER,32,2500,1,RURAL
2025,HH00001057,SPOUSE,MARRIED_COUPLE,WIDOWED,1,1,1,1,5.97,10.8,0.45,1,SATELLITE,FRENCH,MULTIPLE_MEMBERS,60,2053,1,SUBURBAN
2018,HH00001058,SIBLING,FEMALE_HH_NO_SPOUSE,MARRIED,3,1,1,1,5.32,38.4,2.36,5,FIBER,ARABIC,NONE,30,1939,0,URBAN_CORE
2022,HH00001059,SIBLING,NONFAMILY,WIDOWED,2,1,0,1,0.86,58.8,0.72,1,MOBILE_ONLY,KOREAN,ONE_MEMBER,8,2707,1,SMALL_TOWN
2024,HH00001060,CHILD,NONFAMILY,SEPARATED,4,0,1,0,4.9,14.9,0.57,0,FIBER,ENGLISH,NONE,59,944,1,URBAN_CORE
2023,HH00001061,PARENT,FEMALE_HH_NO_SPOUSE,WIDOWED,5,1,0,0,0.27,39.3,0.75,5,DSL,OTHER,ONE_MEMBER,52,1422,1,SMALL_TOWN
2018,HH00001062,PARENT,MALE_HH_NO_SPOUSE,NEVER_MARRIED,0,0,1,1,2.67,54.5,1.98,2,DSL,FRENCH,ONE_MEMBER,16,761,0,RURAL
2025,HH00001063,SPOUSE,NONFAMILY,SEPARATED,0,1,0,1,0.69,17.9,2.0,2,MOBILE_ONLY,OTHER,ONE_MEMBER,11,2390,1,RURAL
2021,HH00001064,SPOUSE,FEMALE_HH_NO_SPOUSE,DIVORCED,3,0,0,1,2.34,6.1,0.49,2,FIXED_WIRELESS,ENGLISH,MULTIPLE_MEMBERS,34,824,0,SUBURBAN
2022,HH00001065,NONREL,NONFAMILY,WIDOWED,2,1,0,0,4.9,6.3,1.43,5,SATELLITE,ARABIC,NONE,30,135,0,SMALL_TOWN
2018,HH00001066,PARENT,MARRIED_COUPLE,MARRIED,1,0,1,0,1.07,19.7,1.82,5,SATELLITE,TAGALOG,NONE,18,1240,1,URBAN_CORE
2018,HH00001067,SIBLING,NONFAMILY,SEPARATED,2,0,0,0,2.24,48.0,1.8,0,FIXED_WIRELESS,ARABIC,MULTIPLE_MEMBERS,0,1267,0,RURAL
2023,HH00001068,PARENT,FEMALE_HH_NO_SPOUSE,WIDOWED,3,1,1,1,1.68,25.4,1.78,2,SATELLITE,CHINESE,NONE,46,2309,1,SMALL_TOWN
2021,HH00001069,CHILD,MARRIED_COUPLE,NEVER_MARRIED,1,1,1,0,0.95,33.8,1.23,4,DSL,FRENCH,MULTIPLE_MEMBERS,11,1968,0,SUBURBAN
2020,HH00001070,HOUSEHOLDER,MALE_HH_NO_SPOUSE,WIDOWED,1,0,1,0,5.82,8.5,1.2,5,DSL,OTHER,ONE_MEMBER,27,2549,0,SMALL_TOWN
2023,HH00001071,OTHER_REL,FEMALE_HH_NO_SPOUSE,WIDOWED,0,0,0,0,2.72,57.9,2.32,2,DSL,CHINESE,MULTIPLE_MEMBERS,43,974,1,SMALL_TOWN
2024,HH00001072,NONREL,NONFAMILY,SEPARATED,0,0,1,0,0.33,29.6,2.4,5,MOBILE_ONLY,OTHER,MULTIPLE_MEMBERS,43,730,1,URBAN_CORE
2022,HH00001073,HOUSEHOLDER,MARRIED_COUPLE,NEVER_MARRIED,2,1,0,1,4.13,52.3,0.69,5,FIBER,CHINESE,MULTIPLE_MEMBERS,58,2471,0,RURAL
2018,HH00001074,HOUSEHOLDER,NONFAMILY,WIDOWED,1,0,0,0,3.24,6.0,2.49,1,CABLE,FRENCH,ONE_MEMBER,12,1822,1,SUBURBAN
2021,HH00001075,SIBLING,MARRIED_COUPLE,SEPARATED,0,0,0,1,4.95,47.0,0.6,5,MOBILE_ONLY,OTHER,ONE_MEMBER,2,70,0,SMALL_TOWN
2025,HH00001076,PARENT,NONFAMILY,MARRIED,1,0,0,1,2.31,35.1,2.03,0,FIXED_WIRELESS,ENGLISH,MULTIPLE_MEMBERS,14,2528,1,URBAN_CORE
2018,HH00001077,CHILD,MARRIED_COUPLE,WIDOWED,1,0,1,1,5.48,20.6,0.53,3,FIBER,SPANISH,ONE_MEMBER,5,1123,1,RURAL
2020,HH00001078,CHILD,MALE_HH_NO_SPOUSE,DIVORCED,4,1,0,1,0.36,47.9,1.67,1,SATELLITE,KOREAN,ONE_MEMBER,26,401,1,SUBURBAN
2019,HH00001079,SPOUSE,MARRIED_COUPLE,MARRIED,0,1,1,0,3.24,34.4,1.52,0,MOBILE_ONLY,FRENCH,ONE_MEMBER,56,1771,0,RURAL
2022,HH00001080,SIBLING,MALE_HH_NO_SPOUSE,WIDOWED,0,0,1,0,3.03,41.1,2.5,2,CABLE,FRENCH,ONE_MEMBER,58,1117,1,SMALL_TOWN
2024,HH00001081,NONREL,NONFAMILY,MARRIED,0,0,1,0,0.27,49.1,1.44,5,SATELLITE,FRENCH,MULTIPLE_MEMBERS,2,713,1,RURAL
2022,HH00001082,CHILD,NONFAMILY,DIVORCED,5,0,0,0,0.57,10.4,1.69,5,MOBILE_ONLY,OTHER,ONE_MEMBER,7,1495,1,RURAL
2021,HH00001083,SPOUSE,MALE_HH_NO_SPOUSE,MARRIED,4,0,0,1,1.87,46.4,1.89,2,FIXED_WIRELESS,KOREAN,NONE,49,3106,0,RURAL
2024,HH00001084,SIBLING,FEMALE_HH_NO_SPOUSE,WIDOWED,3,1,1,1,3.53,30.6,1.9,4,CABLE,FRENCH,NONE,8,797,0,RURAL
2023,HH00001085,CHILD,MALE_HH_NO_SPOUSE,DIVORCED,4,0,0,1,1.4,60.8,1.7,2,NONE,ENGLISH,MULTIPLE_MEMBERS,36,177,1,SUBURBAN
2021,HH00001086,PARENT,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,5,0,0,1,1.27,57.7,2.03,2,MOBILE_ONLY,TAGALOG,ONE_MEMBER,56,2946,1,SUBURBAN
2018,HH00001087,NONREL,NONFAMILY,SEPARATED,3,0,0,0,0.99,50.2,1.91,2,DSL,VIETNAMESE,ONE_MEMBER,22,2120,1,RURAL
2022,HH00001088,CHILD,FEMALE_HH_NO_SPOUSE,SEPARATED,2,1,1,1,5.58,49.0,1.11,2,DSL,OTHER,NONE,56,2145,0,RURAL
2023,HH00001089,NONREL,FEMALE_HH_NO_SPOUSE,WIDOWED,0,0,0,0,3.48,58.1,0.57,4,CABLE,SPANISH,ONE_MEMBER,49,2052,0,SMALL_TOWN
2018,HH00001090,OTHER_REL,MARRIED_COUPLE,SEPARATED,3,0,0,1,1.63,52.7,2.29,5,DSL,OTHER,MULTIPLE_MEMBERS,17,600,0,URBAN_CORE
2019,HH00001091,OTHER_REL,FEMALE_HH_NO_SPOUSE,SEPARATED,1,1,1,1,5.83,62.7,0.32,5,DSL,CHINESE,NONE,18,1828,0,URBAN_CORE
2023,HH00001092,SIBLING,MARRIED_COUPLE,WIDOWED,5,0,1,0,2.57,56.8,0.75,4,NONE,CHINESE,MULTIPLE_MEMBERS,15,1035,1,URBAN_CORE
2022,HH00001093,SPOUSE,FEMALE_HH_NO_SPOUSE,WIDOWED,3,1,0,1,0.85,24.8,1.51,2,NONE,VIETNAMESE,NONE,39,1281,1,SMALL_TOWN
2024,HH00001094,SIBLING,FEMALE_HH_NO_SPOUSE,MARRIED,5,0,1,1,3.16,46.9,2.03,4,MOBILE_ONLY,VIETNAMESE,MULTIPLE_MEMBERS,59,2682,1,SUBURBAN
2019,HH00001095,HOUSEHOLDER,NONFAMILY,SEPARATED,3,0,1,0,2.72,57.0,0.77,4,MOBILE_ONLY,CHINESE,MULTIPLE_MEMBERS,59,2893,0,URBAN_CORE
2018,HH00001096,NONREL,MARRIED_COUPLE,MARRIED,1,1,1,1,3.78,53.6,1.7,5,DSL,TAGALOG,ONE_MEMBER,54,924,0,URBAN_CORE
2023,HH00001097,CHILD,FEMALE_HH_NO_SPOUSE,SEPARATED,2,0,0,0,4.25,42.4,1.13,1,FIXED_WIRELESS,OTHER,ONE_MEMBER,6,248,0,SUBURBAN
2025,HH00001098,NONREL,FEMALE_HH_NO_SPOUSE,SEPARATED,5,0,1,0,2.21,35.2,0.31,3,CABLE,VIETNAMESE,ONE_MEMBER,10,2744,0,SMALL_TOWN
2024,HH00001099,HOUSEHOLDER,MARRIED_COUPLE,NEVER_MARRIED,0,1,0,0,1.19,10.0,1.87,3,CABLE,ENGLISH,ONE_MEMBER,39,339,0,SMALL_TOWN
2020,HH00001100,NONREL,MARRIED_COUPLE,SEPARATED,4,1,1,1,2.6,24.2,1.67,3,FIBER,SPANISH,ONE_MEMBER,4,1351,0,SMALL_TOWN
2019,HH00001101,NONREL,NONFAMILY,WIDOWED,5,1,1,1,3.13,41.3,0.42,4,SATELLITE,FRENCH,NONE,46,2694,1,SMALL_TOWN
2024,HH00001102,OTHER_REL,MARRIED_COUPLE,SEPARATED,5,0,0,0,2.9,39.7,2.21,3,NONE,CHINESE,MULTIPLE_MEMBERS,12,2308,1,URBAN_CORE
2023,HH00001103,OTHER_REL,FEMALE_HH_NO_SPOUSE,DIVORCED,5,0,1,0,0.4,50.0,0.67,5,SATELLITE,ENGLISH,MULTIPLE_MEMBERS,31,1344,0,URBAN_CORE
2025,HH00001104,PARENT,MALE_HH_NO_SPOUSE,NEVER_MARRIED,5,0,1,0,4.81,57.6,2.07,1,FIBER,FRENCH,ONE_MEMBER,41,1484,0,RURAL
2020,HH00001105,SPOUSE,NONFAMILY,MARRIED,2,1,1,1,2.19,38.7,1.18,3,SATELLITE,ARABIC,MULTIPLE_MEMBERS,18,1064,0,RURAL
2022,HH00001106,OTHER_REL,MARRIED_COUPLE,SEPARATED,4,0,0,1,1.9,43.6,0.78,2,DSL,FRENCH,MULTIPLE_MEMBERS,0,2746,0,SUBURBAN
2020,HH00001107,PARENT,NONFAMILY,SEPARATED,4,0,1,1,1.44,30.6,1.59,4,MOBILE_ONLY,CHINESE,ONE_MEMBER,56,1231,1,SUBURBAN
2020,HH00001108,SIBLING,FEMALE_HH_NO_SPOUSE,MARRIED,2,1,1,1,3.58,8.5,1.29,2,NONE,KOREAN,MULTIPLE_MEMBERS,7,1118,0,RURAL
2023,HH00001109,CHILD,MALE_HH_NO_SPOUSE,NEVER_MARRIED,3,1,1,0,3.62,24.6,2.28,0,CABLE,ENGLISH,MULTIPLE_MEMBERS,16,572,0,SUBURBAN
2018,HH00001110,SPOUSE,MALE_HH_NO_SPOUSE,MARRIED,2,0,0,1,2.7,37.4,1.72,4,FIBER,KOREAN,MULTIPLE_MEMBERS,4,2626,1,URBAN_CORE
2018,HH00001111,HOUSEHOLDER,NONFAMILY,SEPARATED,4,1,0,1,4.1,34.6,2.1,2,NONE,SPANISH,MULTIPLE_MEMBERS,57,1333,0,SMALL_TOWN
2024,HH00001112,HOUSEHOLDER,FEMALE_HH_NO_SPOUSE,MARRIED,2,1,0,0,0.42,38.8,0.39,0,FIXED_WIRELESS,ARABIC,MULTIPLE_MEMBERS,11,53,0,URBAN_CORE
2018,HH00001113,NONREL,MALE_HH_NO_SPOUSE,MARRIED,1,0,0,1,4.85,42.5,1.35,1,DSL,ARABIC,ONE_MEMBER,40,2362,0,SMALL_TOWN
2018,HH00001114,SIBLING,MARRIED_COUPLE,SEPARATED,5,1,0,1,1.69,9.1,1.02,5,FIXED_WIRELESS,ENGLISH,ONE_MEMBER,39,816,1,SMALL_TOWN
2024,HH00001115,HOUSEHOLDER,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,3,1,0,1,2.92,5.7,0.65,2,DSL,CHINESE,MULTIPLE_MEMBERS,26,1459,0,SUBURBAN
2022,HH00001116,SIBLING,NONFAMILY,WIDOWED,3,0,0,1,4.52,18.7,2.44,3,MOBILE_ONLY,KOREAN,ONE_MEMBER,4,3058,0,RURAL
2024,HH00001117,SPOUSE,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,4,1,0,0,1.21,37.3,1.82,1,FIBER,ARABIC,ONE_MEMBER,17,2397,0,RURAL
2025,HH00001118,OTHER_REL,NONFAMILY,WIDOWED,5,0,1,0,5.44,25.4,0.98,1,CABLE,FRENCH,ONE_MEMBER,50,1953,1,SUBURBAN
2018,HH00001119,OTHER_REL,NONFAMILY,SEPARATED,5,0,1,0,0.99,39.9,1.25,0,FIXED_WIRELESS,SPANISH,ONE_MEMBER,45,2786,0,SMALL_TOWN
2022,HH00001120,PARENT,MARRIED_COUPLE,SEPARATED,3,1,0,0,4.91,43.3,1.44,2,MOBILE_ONLY,VIETNAMESE,ONE_MEMBER,5,2203,0,URBAN_CORE
2022,HH00001121,CHILD,MALE_HH_NO_SPOUSE,WIDOWED,5,0,0,1,2.51,15.5,0.33,3,NONE,TAGALOG,MULTIPLE_MEMBERS,40,2617,1,URBAN_CORE
2023,HH00001122,PARENT,FEMALE_HH_NO_SPOUSE,SEPARATED,4,1,0,1,1.15,40.2,2.0,4,CABLE,SPANISH,ONE_MEMBER,58,2830,0,SUBURBAN
2025,HH00001123,NONREL,FEMALE_HH_NO_SPOUSE,SEPARATED,5,1,1,1,5.24,64.8,2.08,4,NONE,VIETNAMESE,ONE_MEMBER,60,2810,0,RURAL
2020,HH00001124,PARENT,MARRIED_COUPLE,WIDOWED,1,1,1,1,4.45,62.7,1.9,2,DSL,ENGLISH,NONE,6,274,1,SUBURBAN
2022,HH00001125,CHILD,FEMALE_HH_NO_SPOUSE,MARRIED,4,0,0,0,1.53,26.2,1.13,2,CABLE,CHINESE,ONE_MEMBER,38,2335,1,SMALL_TOWN
2018,HH00001126,SPOUSE,NONFAMILY,NEVER_MARRIED,1,0,0,0,4.06,17.2,0.52,5,NONE,ARABIC,MULTIPLE_MEMBERS,45,102,1,RURAL
2024,HH00001127,SIBLING,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,5,0,1,0,1.1,59.4,0.31,5,CABLE,TAGALOG,ONE_MEMBER,17,1487,1,RURAL
2021,HH00001128,HOUSEHOLDER,FEMALE_HH_NO_SPOUSE,DIVORCED,1,1,0,0,5.86,50.1,1.26,0,NONE,TAGALOG,NONE,33,224,0,SMALL_TOWN
