trans_air_flight_date,trans_air_airport_iata_code,trans_air_carrier_code,trans_air_flight_number_hash,trans_air_scheduled_departure_local,trans_air_actual_departure_local,trans_air_departure_delay_minutes,trans_air_scheduled_arrival_local,trans_air_actual_arrival_local,trans_air_arrival_delay_minutes,trans_air_cancellation_flag,trans_air_diversion_flag,trans_air_taxi_out_minutes,trans_air_taxi_in_minutes,trans_air_airborne_time_minutes,trans_air_seat_capacity,trans_air_passengers_enplaned,trans_air_baggage_mishandled_rate,trans_air_cisf_security_wait_time_minutes,trans_air_gate_utilization_pct
2019-05-30,IXB,6E,FLA1A6657CB3AA,2019-05-30 18:25,2019-05-30 18:22,-3,2019-05-30 21:59,2019-05-30 21:32,-27,N,N,7,13,194,113,93,5.18,19,56.67
2020-10-14,BOM,G8,FLF846F8AADEB8,2020-10-14 09:56,2020-10-14 09:46,-10,2020-10-14 11:16,2020-10-14 10:58,-18,N,N,9,16,55,103,83,3.64,5,78.04
2023-09-21,CCU,UK,FL9FB6FD850D4E,2023-09-21 20:40,2023-09-21 21:13,33,2023-09-21 23:48,2023-09-22 00:12,24,N,N,15,14,159,362,284,4.44,20,70.0
2025-10-23,IXB,S5,FL0BF085493692,2025-10-23 14:56,2025-10-23 15:08,12,2025-10-23 16:33,2025-10-23 16:40,7,N,N,14,2,81,285,220,5.53,8,58.52
2024-01-16,DEL,I5,FLF616D531A08D,2024-01-16 19:54,2024-01-16 20:01,7,2024-01-16 22:08,2024-01-16 22:32,24,N,N,15,8,111,182,158,3.38,28,62.13
2023-08-27,IXC,G8,FL20D0C0376F5F,2023-08-27 19:44,2023-08-27 19:57,13,2023-08-27 22:28,2023-08-27 23:08,40,N,N,14,9,141,165,115,0.89,5,75.56
2025-06-21,LKO,G8,FLE30EE547B103,2025-06-21 05:47,2025-06-21 05:42,-5,2025-06-21 09:47,2025-06-21 09:43,-4,N,N,26,9,205,117,95,0.32,25,85.06
2023-10-10,HYD,6E,FL1919B2608C0E,2023-10-10 15:59,2023-10-10 16:20,21,2023-10-10 18:58,2023-10-10 19:23,25,N,N,26,9,144,215,213,4.34,19,68.2
2021-03-05,DEL,AI,FL4F9706A624D2,2021-03-05 09:54,2021-03-05 10:22,28,2021-03-05 12:59,2021-03-05 13:21,22,N,N,11,5,169,137,126,0.0,31,65.31
2020-03-20,GAU,6E,FL1D95EEF83ECA,2020-03-20 21:15,2020-03-20 21:27,12,2020-03-20 23:54,2020-03-21 00:06,12,N,N,30,15,114,132,119,4.03,14,80.81
2023-06-01,CCU,AI,FL68EA4E956CD4,2023-06-01 19:54,2023-06-01 20:05,11,2023-06-01 23:31,2023-06-02 00:16,45,N,N,27,4,186,206,181,7.52,14,60.16
2024-09-20,COK,G8,FL068B3441E984,2024-09-20 05:16,2024-09-20 05:54,38,2024-09-20 07:48,2024-09-20 08:12,24,N,N,26,6,120,276,250,1.44,35,100.0
2023-12-04,LKO,6E,FL34A1751A42C4,2023-12-04 14:42,2023-12-04 14:38,-4,2023-12-04 18:04,2023-12-04 18:19,15,N,N,4,12,186,365,361,4.0,16,53.4
2021-11-12,AMD,SG,FL30ACA1CD040A,2021-11-12 18:42,2021-11-12 18:36,-6,2021-11-12 21:27,2021-11-12 21:05,-22,N,N,20,14,131,200,149,1.46,30,63.81
2025-10-26,GAU,QP,FL155726DE0045,2025-10-26 05:28,2025-10-26 05:16,-12,2025-10-26 08:50,2025-10-26 08:50,0,N,N,10,11,181,91,83,5.01,16,89.88
2021-01-21,PNQ,I5,FL57B010CF8C1D,2021-01-21 09:53,2021-01-21 09:35,-18,2021-01-21 12:24,2021-01-21 11:54,-30,N,N,25,12,114,119,101,0.59,25,59.97
2021-08-04,LKO,QP,FLEADCD0A9AC29,2021-08-04 08:45,2021-08-04 09:07,22,2021-08-04 10:48,2021-08-04 12:00,72,N,N,28,12,83,329,226,8.78,0,88.67
2024-09-22,BOM,6E,FL7BD05C536730,2024-09-22 09:36,2024-09-22 09:58,22,2024-09-22 12:37,2024-09-22 12:53,16,N,N,14,9,158,332,232,4.97,3,69.81
2019-07-28,JAI,AI,FLB73EC5934FB7,2019-07-28 21:43,2019-07-28 21:45,2,2019-07-29 01:37,2019-07-29 01:25,-12,N,N,22,9,203,277,255,5.65,0,65.05
2021-11-10,PNQ,AI,FL77321801AD31,2021-11-10 09:50,2021-11-10 09:59,9,2021-11-10 12:59,2021-11-10 13:20,21,N,N,25,12,152,107,106,4.9,32,76.57
2024-02-14,JAI,I5,FLA6F6CCDC88EF,2024-02-14 17:23,2024-02-14 17:03,-20,2024-02-14 19:27,2024-02-14 18:57,-30,N,N,18,4,102,362,344,0.0,26,73.14
2022-11-10,IXC,UK,FL61AC5F698213,2022-11-10 14:37,2022-11-10 14:50,13,2022-11-10 16:31,2022-11-10 17:05,34,N,N,26,6,82,279,276,5.76,27,70.95
2020-08-30,GOI,I5,FL4ABC61BD2961,2020-08-30 05:27,2020-08-30 05:44,17,2020-08-30 07:52,2020-08-30 08:14,22,N,N,14,13,118,143,108,2.46,14,69.04
2021-02-16,TRV,UK,FLC2E4EB7E7DE0,2021-02-16 18:04,2021-02-16 18:04,0,2021-02-16 20:54,2021-02-16 20:54,0,Y,N,23,9,138,327,0,0.66,0,69.2
2020-01-29,LKO,S5,FLA5805E2D5606,2020-01-29 13:53,2020-01-29 14:03,10,2020-01-29 16:19,2020-01-29 16:48,29,N,N,15,19,112,107,97,5.91,10,60.76
2019-08-04,TRV,G8,FLC4683A17B373,2019-08-04 06:28,2019-08-04 06:18,-10,2019-08-04 08:18,2019-08-04 08:41,23,N,N,31,10,69,242,173,0.91,22,88.78
2019-02-25,BOM,I5,FL63E89F724DAF,2019-02-25 19:02,2019-02-25 19:50,48,2019-02-25 22:50,2019-02-25 23:40,50,N,N,24,3,201,231,180,5.54,31,71.67
2024-09-17,AMD,S5,FL880764A9562C,2024-09-17 11:50,2024-09-17 11:30,-20,2024-09-17 15:37,2024-09-17 15:07,-30,N,N,24,9,194,266,217,6.28,22,51.77
2021-11-11,AMD,6E,FL736052DAC5A9,2021-11-11 11:29,2021-11-11 11:46,17,2021-11-11 14:44,2021-11-11 15:34,50,N,N,18,3,174,190,165,4.65,0,50.5
2019-09-10,GAU,S5,FLECCD95E73891,2019-09-10 06:26,2019-09-10 06:46,20,2019-09-10 08:52,2019-09-10 08:57,5,N,N,4,5,137,362,332,2.71,35,39.73
2020-07-14,LKO,S5,FL4E44063469A1,2020-07-14 17:56,2020-07-14 17:42,-14,2020-07-14 19:30,2020-07-14 19:28,-2,N,N,19,2,73,240,204,3.52,19,67.24
2021-05-20,GAU,S5,FL0F4D68AE079D,2021-05-20 14:25,2021-05-20 14:23,-2,2021-05-20 15:47,2021-05-20 15:17,-30,N,N,4,8,70,188,186,4.11,13,71.54
2019-02-22,GAU,S5,FLD289EE51F639,2019-02-22 22:28,2019-02-22 22:45,17,2019-02-23 02:09,2019-02-23 02:07,-2,N,N,11,2,208,313,233,3.69,11,70.52
2024-06-18,COK,UK,FL28C54E496589,2024-06-18 06:36,2024-06-18 06:47,11,2024-06-18 08:33,2024-06-18 09:02,29,N,N,14,6,97,257,206,0.71,28,63.58
2019-06-28,HYD,UK,FLF09C769DC8ED,2019-06-28 10:01,2019-06-28 09:41,-20,2019-06-28 11:35,2019-06-28 11:10,-25,N,N,17,6,71,338,333,6.37,13,66.8
2024-06-26,BLR,QP,FL968F8AF02F56,2024-06-26 19:43,2024-06-26 19:47,4,2024-06-26 22:10,2024-06-26 22:50,40,N,N,21,14,112,310,221,4.14,8,62.03
2021-08-20,IXC,6E,FL8F1828B6EA08,2021-08-20 17:22,2021-08-20 18:02,40,2021-08-20 19:42,2021-08-20 20:10,28,N,N,21,3,116,284,281,4.11,0,62.83
2020-01-23,BLR,G8,FL0DD525F6223E,2020-01-23 20:12,2020-01-23 20:16,4,2020-01-23 21:35,2020-01-23 21:33,-2,N,N,17,2,64,73,57,1.17,13,63.36
2025-11-13,BLR,6E,FL80101B63ACD7,2025-11-13 16:32,2025-11-13 16:25,-7,2025-11-13 18:02,2025-11-13 18:10,8,N,N,19,8,63,190,168,9.68,37,61.31
2024-08-01,PNQ,SG,FLC56AE5483803,2024-08-01 20:51,2024-08-01 20:49,-2,2024-08-01 22:20,2024-08-01 22:38,18,N,N,15,16,58,73,54,4.45,23,49.49
2019-01-06,CCU,G8,FL7466E92280A4,2019-01-06 12:55,2019-01-06 12:59,4,2019-01-06 14:51,2019-01-06 14:58,7,N,N,4,15,97,115,114,7.66,13,59.7
2025-06-02,PNQ,I5,FLD699C75C7BD2,2025-06-02 06:12,2025-06-02 06:06,-6,2025-06-02 08:28,2025-06-02 08:02,-26,N,N,9,13,114,143,119,0.0,17,53.58
2021-08-09,AMD,AI,FL51C47CC64CEC,2021-08-09 07:49,2021-08-09 07:43,-6,2021-08-09 10:14,2021-08-09 10:14,0,N,N,21,7,117,161,116,0.0,26,90.81
2025-07-25,MAA,G8,FLE25D92D971EB,2025-07-25 13:36,2025-07-25 13:26,-10,2025-07-25 14:56,2025-07-25 14:44,-12,N,N,21,7,52,167,152,4.14,31,74.83
2019-04-10,AMD,G8,FL348C7AE01258,2019-04-10 08:42,2019-04-10 08:38,-4,2019-04-10 11:05,2019-04-10 11:21,16,N,N,22,10,111,357,255,4.97,24,61.81
2020-12-09,MAA,QP,FL40A38B90CB93,2020-12-09 14:55,2020-12-09 15:17,22,2020-12-09 17:28,2020-12-09 17:58,30,N,N,25,11,117,365,311,4.16,12,67.02
2023-09-05,IXB,I5,FL499E8BFC5F22,2023-09-05 18:47,2023-09-05 18:27,-20,2023-09-05 21:04,2023-09-05 20:53,-11,N,N,16,6,115,220,204,2.46,13,68.18
2020-11-15,MAA,S5,FL6FE30E04BC61,2020-11-15 11:17,2020-11-15 12:05,48,2020-11-15 14:29,2020-11-15 15:24,55,N,N,5,8,179,211,209,5.01,38,33.64
2019-07-26,AMD,UK,FL1D84F447EBBC,2019-07-26 10:56,2019-07-26 11:47,51,2019-07-26 13:06,2019-07-26 13:56,50,N,N,4,3,123,109,108,2.72,19,86.16
2022-04-25,CCU,S5,FL1E0162BFE494,2022-04-25 12:16,2022-04-25 12:08,-8,2022-04-25 14:33,2022-04-25 14:30,-3,N,N,4,2,131,249,222,0.03,7,74.33
2019-12-27,IXB,I5,FL508FD460320A,2019-12-27 21:07,2019-12-27 22:04,57,2019-12-27 22:29,2019-12-27 22:57,28,N,N,10,8,64,106,96,2.39,23,84.64
2024-03-18,HYD,6E,FL07FE820967AF,2024-03-18 10:41,2024-03-18 10:52,11,2024-03-18 13:40,2024-03-18 13:52,12,N,N,22,6,151,283,270,4.85,4,81.64
2019-02-12,DEL,QP,FLB7D0B17DE6D4,2019-02-12 15:54,2019-02-12 16:19,25,2019-02-12 19:05,2019-02-12 19:21,16,N,N,4,12,175,249,226,1.46,14,76.91
2022-10-24,GOI,S5,FL288DDAD80A64,2022-10-24 17:00,2022-10-24 17:00,0,2022-10-24 18:53,2022-10-24 18:37,-16,N,N,12,21,80,131,111,3.48,9,50.07
2019-01-26,TRV,G8,FL2089B32A7517,2019-01-26 05:12,2019-01-26 05:18,6,2019-01-26 07:11,2019-01-26 07:31,20,N,N,4,12,103,212,169,5.29,23,65.24
2022-02-22,TRV,UK,FLFA331981C135,2022-02-22 17:33,2022-02-22 17:33,0,2022-02-22 21:01,2022-02-22 21:01,0,Y,N,16,8,184,98,0,0.73,0,93.02
2024-05-13,CCU,QP,FLC97E8F47ADFE,2024-05-13 11:42,2024-05-13 12:24,42,2024-05-13 13:58,2024-05-13 14:22,24,N,N,14,19,103,318,315,4.82,15,55.64
2020-10-20,BLR,UK,FLEDFC5E2190E9,2020-10-20 16:24,2020-10-20 16:20,-4,2020-10-20 18:38,2020-10-20 18:43,5,N,N,27,5,102,205,182,0.07,0,76.86
2024-03-09,IXC,S5,FL7C562C16922B,2024-03-09 14:55,2024-03-09 14:55,0,2024-03-09 16:21,2024-03-09 16:39,18,N,N,10,9,67,323,289,6.34,8,61.57
2025-08-26,COK,S5,FLCA41EEFA624C,2025-08-26 16:55,2025-08-26 17:24,29,2025-08-26 19:25,2025-08-26 20:24,59,N,N,21,13,116,247,218,3.06,36,65.94
2020-02-18,IXB,SG,FLCE81A4FF0DDF,2020-02-18 09:31,2020-02-18 09:33,2,2020-02-18 12:57,2020-02-18 13:21,24,N,N,7,14,185,257,212,3.92,16,65.4
2022-05-01,GOI,QP,FLDE204B916F5A,2022-05-01 15:19,2022-05-01 15:42,23,2022-05-01 16:28,2022-05-01 16:40,12,N,N,7,10,52,147,118,5.87,15,71.56
2021-10-06,JAI,I5,FL01F9BF4A02B3,2021-10-06 12:23,2021-10-06 12:05,-18,2021-10-06 15:54,2021-10-06 15:38,-16,N,N,19,12,180,217,191,3.24,20,72.4
2019-12-07,DEL,6E,FL637879CBD73C,2019-12-07 05:27,2019-12-07 06:04,37,2019-12-07 09:03,2019-12-07 09:56,53,N,N,7,17,192,286,283,3.46,16,54.68
2023-08-05,TRV,I5,FLDD2630627A31,2023-08-05 19:30,2023-08-05 19:52,22,2023-08-05 23:22,2023-08-06 00:03,41,N,N,13,14,205,271,264,1.2,19,68.99
2025-08-27,COK,QP,FL98AA8ABB1DFA,2025-08-27 12:37,2025-08-27 12:38,1,2025-08-27 15:53,2025-08-27 15:50,-3,N,N,10,16,170,178,167,4.06,12,68.05
2019-07-29,GAU,AI,FL5BFF7B1655A2,2019-07-29 13:40,2019-07-29 13:31,-9,2019-07-29 15:36,2019-07-29 15:33,-3,N,N,19,8,89,266,260,4.92,17,73.12
2025-05-17,TRV,SG,FL9B0F69A53257,2025-05-17 06:25,2025-05-17 06:37,12,2025-05-17 09:21,2025-05-17 09:43,22,N,N,14,2,160,232,192,3.18,0,71.62
2023-05-17,CCU,6E,FL580F14C4603F,2023-05-17 21:11,2023-05-17 21:33,22,2023-05-18 00:27,2023-05-18 00:37,10,N,N,12,7,177,146,120,4.73,8,55.63
2022-10-12,BOM,AI,FL31469225B766,2022-10-12 14:32,2022-10-12 14:59,27,2022-10-12 17:25,2022-10-12 17:36,11,N,N,4,5,164,114,88,6.88,9,55.81
2023-12-25,IXB,S5,FLB885AE280DF8,2023-12-25 17:31,2023-12-25 17:42,11,2023-12-25 20:23,2023-12-25 20:19,-4,N,N,28,4,140,304,260,5.44,30,76.89
2023-10-27,IXC,S5,FL715E76D3319A,2023-10-27 07:59,2023-10-27 07:43,-16,2023-10-27 10:39,2023-10-27 10:42,3,N,N,21,8,131,270,218,0.0,2,48.75
2023-04-27,MAA,I5,FL977FDC410C05,2023-04-27 11:29,2023-04-27 11:09,-20,2023-04-27 15:24,2023-04-27 15:04,-20,N,N,20,12,203,167,139,4.56,5,80.81
2025-12-27,MAA,QP,FL242703B82CC5,2025-12-27 08:44,2025-12-27 08:36,-8,2025-12-27 12:03,2025-12-27 11:47,-16,N,N,21,10,168,139,117,5.89,35,76.3
2025-05-13,AMD,I5,FLB4AEC07D8215,2025-05-13 07:37,2025-05-13 07:46,9,2025-05-13 09:31,2025-05-13 09:48,17,N,N,6,13,95,265,238,4.46,33,80.18
2023-04-03,DEL,S5,FLC28D0993DEAF,2023-04-03 13:03,2023-04-03 13:00,-3,2023-04-03 16:30,2023-04-03 16:31,1,N,N,18,11,178,121,94,2.04,26,46.29
2021-11-07,HYD,S5,FL174E6B783A7A,2021-11-07 16:44,2021-11-07 16:48,4,2021-11-07 19:06,2021-11-07 19:13,7,N,N,27,5,110,235,229,3.43,25,85.84
2021-12-10,HYD,6E,FL287B09879583,2021-12-10 15:28,2021-12-10 15:46,18,2021-12-10 18:53,2021-12-10 19:30,37,N,N,16,9,180,165,163,1.04,26,68.16
2021-11-16,CCU,S5,FL77DEA73C1A92,2021-11-16 08:19,2021-11-16 08:03,-16,2021-11-16 11:54,2021-11-16 12:00,6,N,N,34,15,166,278,163,3.92,14,78.23
2023-03-10,IXC,G8,FLF6506A7B0323,2023-03-10 17:31,2023-03-10 17:21,-10,2023-03-10 18:59,2023-03-10 19:01,2,N,N,15,8,65,296,272,2.26,10,52.97
2023-11-03,MAA,QP,FLEB5F6CBA4049,2023-11-03 06:17,2023-11-03 06:39,22,2023-11-03 09:11,2023-11-03 09:48,37,N,N,13,11,150,211,159,3.07,15,74.78
2024-06-02,BLR,SG,FLDE95FACA411C,2024-06-02 16:51,2024-06-02 17:14,23,2024-06-02 19:15,2024-06-02 19:38,23,N,N,13,15,116,83,62,6.5,23,73.61
2019-06-14,CCU,UK,FLD629EC011621,2019-06-14 18:38,2019-06-14 18:18,-20,2019-06-14 20:45,2019-06-14 20:31,-14,N,N,19,12,96,356,352,3.35,21,62.83
2024-09-03,DEL,S5,FL12A075D5B47C,2024-09-03 18:26,2024-09-03 18:28,2,2024-09-03 20:16,2024-09-03 20:05,-11,N,N,9,9,92,296,226,6.18,35,90.5
2024-04-05,GOI,UK,FL5E225193FB77,2024-04-05 08:24,2024-04-05 08:04,-20,2024-04-05 12:13,2024-04-05 11:51,-22,N,N,10,12,207,77,65,6.01,20,80.31
2023-04-10,COK,UK,FL9F561A0EA165,2023-04-10 07:29,2023-04-10 07:33,4,2023-04-10 11:04,2023-04-10 10:45,-19,N,N,6,16,193,221,219,1.45,21,48.38
2025-02-21,PNQ,G8,FL18CE617DC8EA,2025-02-21 05:48,2025-02-21 05:38,-10,2025-02-21 09:48,2025-02-21 09:18,-30,N,N,26,11,203,315,230,2.22,15,82.46
2021-01-19,TRV,UK,FLEC5FB91FE6C1,2021-01-19 13:07,2021-01-19 13:34,27,2021-01-19 16:10,2021-01-19 16:54,44,N,N,4,20,159,365,346,3.04,31,77.41
2022-05-13,GOI,AI,FL18A3C0E4AB1E,2022-05-13 22:26,2022-05-13 22:17,-9,2022-05-14 02:21,2022-05-14 02:06,-15,N,N,19,8,208,163,142,3.9,12,78.47
2025-10-09,AMD,S5,FL1A438EE85E88,2025-10-09 17:20,2025-10-09 17:16,-4,2025-10-09 19:34,2025-10-09 19:56,22,N,N,9,11,114,311,246,3.27,18,77.43
2024-10-28,IXB,S5,FLACBD8ABC6000,2024-10-28 05:17,2024-10-28 05:27,10,2024-10-28 07:18,2024-10-28 07:21,3,N,N,23,9,89,332,290,3.46,23,81.96
2023-11-24,TRV,AI,FL6B22EFA641E6,2023-11-24 06:58,2023-11-24 07:20,22,2023-11-24 09:38,2023-11-24 10:07,29,N,N,20,5,135,79,69,0.97,27,62.76
2023-11-10,JAI,SG,FLDF5071310C0C,2023-11-10 15:49,2023-11-10 15:56,7,2023-11-10 17:55,2023-11-10 18:08,13,N,N,14,17,95,228,205,4.67,21,50.51
2021-01-18,DEL,I5,FL5CF982D55086,2021-01-18 08:04,2021-01-18 08:48,44,2021-01-18 09:22,2021-01-18 10:11,49,N,N,4,2,72,371,311,4.02,30,67.44
2025-03-25,PNQ,SG,FLC40BD00CC1EA,2025-03-25 07:14,2025-03-25 07:45,31,2025-03-25 08:52,2025-03-25 09:20,28,N,N,19,14,65,89,79,3.76,17,67.46
2020-04-15,PNQ,G8,FLEE13B2BF84DB,2020-04-15 12:49,2020-04-15 13:09,20,2020-04-15 16:26,2020-04-15 16:35,9,N,N,11,9,197,167,90,7.41,16,74.9
2024-03-17,JAI,6E,FLF66E5EA34C4B,2024-03-17 05:46,2024-03-17 05:59,13,2024-03-17 08:55,2024-03-17 08:58,3,N,N,16,7,166,184,147,3.52,24,84.0
2020-11-21,HYD,G8,FL9A9ADB981F8E,2020-11-21 08:45,2020-11-21 09:07,22,2020-11-21 12:14,2020-11-21 12:40,26,N,N,11,8,190,351,306,0.56,0,76.5
2022-09-10,AMD,SG,FLDD4DF4441606,2022-09-10 19:35,2022-09-10 20:03,28,2022-09-10 21:26,2022-09-10 21:44,18,N,N,27,14,70,187,172,5.26,12,70.06
2024-09-03,IXB,UK,FL449BAE8FE943,2024-09-03 10:33,2024-09-03 10:38,5,2024-09-03 13:06,2024-09-03 13:25,19,N,N,15,5,133,220,174,2.46,11,83.89
2023-11-10,IXC,SG,FLF5038AE81BFF,2023-11-10 10:18,2023-11-10 11:00,42,2023-11-10 12:57,2023-11-10 13:42,45,N,N,12,20,127,286,251,5.76,21,29.3
2022-03-18,GAU,SG,FL15CC3CE79BA2,2022-03-18 21:38,2022-03-18 21:20,-18,2022-03-19 00:02,2022-03-19 00:05,3,N,N,4,7,133,153,144,5.55,3,71.46
2019-09-11,AMD,UK,FL209E98CFF8B8,2019-09-11 14:17,2019-09-11 14:33,16,2019-09-11 17:46,2019-09-11 17:48,2,N,N,19,6,184,88,79,5.74,23,57.04
2022-12-29,GAU,QP,FLC82B9EFFF0CC,2022-12-29 18:57,2022-12-29 19:39,42,2022-12-29 22:06,2022-12-29 22:28,22,N,N,4,12,173,155,153,4.35,16,90.1
2020-07-01,PNQ,QP,FLBBF7A5DB6D8F,2020-07-01 21:38,2020-07-01 21:25,-13,2020-07-01 22:59,2020-07-01 23:15,16,N,N,17,8,56,343,340,2.82,29,51.18
2024-06-17,GOI,AI,FLB8B898F0BBC7,2024-06-17 07:00,2024-06-17 07:13,13,2024-06-17 08:14,2024-06-17 08:38,24,N,N,18,4,52,118,113,2.83,7,64.52
2019-05-09,AMD,SG,FLFBC726D2D014,2019-05-09 17:39,2019-05-09 18:41,62,2019-05-09 20:48,2019-05-09 22:13,85,N,N,12,4,173,74,60,4.34,5,84.59
2024-02-22,COK,AI,FLEB2F7D67F16D,2024-02-22 16:28,2024-02-22 16:43,15,2024-02-22 18:24,2024-02-22 18:50,26,N,N,9,2,105,226,142,7.12,22,55.14
2019-11-13,BLR,AI,FLD46CDDB0163E,2019-11-13 05:45,2019-11-13 05:45,0,2019-11-13 07:50,2019-11-13 07:50,0,Y,N,7,5,113,302,0,1.07,29,75.64
2021-03-17,TRV,I5,FL35E296112486,2021-03-17 21:07,2021-03-17 21:22,15,2021-03-18 00:39,2021-03-18 00:58,19,N,N,19,10,183,223,200,3.46,9,82.38
2019-01-19,TRV,QP,FL1E47F1AF06B0,2019-01-19 12:13,2019-01-19 12:18,5,2019-01-19 14:08,2019-01-19 14:09,1,N,N,12,3,100,227,204,0.48,0,85.28
2025-07-26,TRV,AI,FL1BFFD4287635,2025-07-26 14:27,2025-07-26 14:21,-6,2025-07-26 17:32,2025-07-26 17:48,16,N,N,14,7,164,111,95,0.0,22,90.68
2019-02-08,PNQ,QP,FLA97043BA4E84,2019-02-08 18:52,2019-02-08 19:12,20,2019-02-08 21:29,2019-02-08 21:49,20,N,N,15,14,128,273,253,5.2,16,46.08
2023-01-22,AMD,6E,FL0B16FE7DA0C7,2023-01-22 08:30,2023-01-22 08:33,3,2023-01-22 09:41,2023-01-22 09:37,-4,N,N,8,3,60,229,184,3.71,17,75.47
2020-08-24,COK,I5,FLBCF49E9540E9,2020-08-24 14:43,2020-08-24 14:46,3,2020-08-24 15:41,2020-08-24 16:02,21,N,N,7,4,47,233,171,1.98,12,45.09
2022-03-29,PNQ,SG,FL5B2D66439063,2022-03-29 09:02,2022-03-29 09:04,2,2022-03-29 12:48,2022-03-29 12:57,9,N,N,17,9,200,258,255,4.54,6,83.96
2019-09-04,JAI,UK,FL65C4CC3BF8EF,2019-09-04 19:38,2019-09-04 19:36,-2,2019-09-04 21:06,2019-09-04 21:11,5,N,N,6,3,79,81,67,2.35,23,63.35
2020-02-14,AMD,UK,FLCA7AA9864195,2020-02-14 15:38,2020-02-14 15:18,-20,2020-02-14 19:23,2020-02-14 18:53,-30,N,N,15,12,198,357,302,2.94,21,63.74
2020-01-10,HYD,QP,FL77A4384AA29D,2020-01-10 14:49,2020-01-10 14:34,-15,2020-01-10 18:23,2020-01-10 17:54,-29,N,N,12,14,188,113,75,2.38,19,88.14
2019-09-06,GOI,AI,FLE7367F1E7F3C,2019-09-06 16:15,2019-09-06 16:45,30,2019-09-06 18:52,2019-09-06 19:27,35,N,N,20,8,129,322,319,5.65,41,72.67
2020-02-23,TRV,I5,FLD10632BCB266,2020-02-23 16:24,2020-02-23 16:38,14,2020-02-23 18:00,2020-02-23 18:12,12,N,N,24,2,70,366,334,7.98,0,53.53
2021-07-23,DEL,S5,FLA0B36BD0DA37,2021-07-23 15:18,2021-07-23 16:20,62,2021-07-23 17:08,2021-07-23 18:20,72,N,N,16,13,81,261,236,3.34,0,64.71
2022-07-20,GOI,G8,FL4FD73A5EBE97,2022-07-20 08:12,2022-07-20 08:34,22,2022-07-20 11:00,2022-07-20 11:26,26,N,N,15,7,146,212,153,7.9,11,63.12
2020-04-21,JAI,AI,FL41C479BCA0AC,2020-04-21 13:33,2020-04-21 13:39,6,2020-04-21 15:40,2020-04-21 15:30,-10,N,N,13,12,102,250,208,3.56,11,45.18
2024-11-23,AMD,S5,FL22D995BA7EF1,2024-11-23 15:48,2024-11-23 16:25,37,2024-11-23 17:46,2024-11-23 18:58,72,N,N,24,2,92,302,284,0.5,9,72.81
2023-03-09,COK,UK,FLFAA4F9364F47,2023-03-09 19:15,2023-03-09 18:55,-20,2023-03-09 21:56,2023-03-09 21:42,-14,N,N,10,2,149,220,200,6.84,27,89.77
2025-10-09,BOM,UK,FL4FEC8B8013FE,2025-10-09 20:21,2025-10-09 20:42,21,2025-10-09 21:59,2025-10-09 22:24,25,N,N,6,12,80,243,229,4.36,8,61.36
2024-03-14,LKO,QP,FL84069CF60F4B,2024-03-14 12:52,2024-03-14 13:57,65,2024-03-14 15:20,2024-03-14 16:31,71,N,N,17,11,120,190,178,3.5,16,86.41
2021-07-31,BOM,S5,FL83F30F86F56C,2021-07-31 20:39,2021-07-31 20:47,8,2021-07-31 22:03,2021-07-31 22:13,10,N,N,21,16,47,137,122,3.42,26,70.78
2022-09-25,AMD,AI,FL43E709E5F2F1,2022-09-25 07:50,2022-09-25 07:46,-4,2022-09-25 09:50,2022-09-25 09:49,-1,N,N,12,5,103,73,64,8.24,36,68.65
2019-04-25,CCU,AI,FL720E20224652,2019-04-25 09:35,2019-04-25 09:36,1,2019-04-25 11:29,2019-04-25 11:11,-18,N,N,27,6,81,261,209,1.12,28,77.75
2020-10-03,BOM,AI,FL7648D33269D9,2020-10-03 08:20,2020-10-03 09:01,41,2020-10-03 11:12,2020-10-03 12:06,54,N,N,15,5,152,287,262,6.88,15,63.8
2019-10-13,TRV,QP,FL756B3FB2ED79,2019-10-13 16:35,2019-10-13 16:44,9,2019-10-13 19:49,2019-10-13 20:15,26,N,N,18,11,165,152,105,0.86,4,63.35
2023-06-11,MAA,SG,FL8F76596C9057,2023-06-11 22:09,2023-06-11 22:33,24,2023-06-11 23:59,2023-06-12 00:10,11,N,N,18,9,83,153,118,3.0,14,71.64
2020-10-15,CCU,AI,FL3E6E63481703,2020-10-15 15:40,2020-10-15 16:03,23,2020-10-15 18:21,2020-10-15 18:39,18,N,N,18,9,134,103,98,3.01,7,63.03
2025-04-09,JAI,G8,FL9F0741A8F0CE,2025-04-09 21:30,2025-04-09 21:40,10,2025-04-09 23:09,2025-04-09 23:31,22,N,N,14,2,83,97,77,2.34,22,72.96
2020-02-26,TRV,I5,FL240420F88EC5,2020-02-26 16:00,2020-02-26 16:13,13,2020-02-26 19:49,2020-02-26 20:08,19,N,N,24,3,202,202,171,3.1,7,74.87
2019-07-08,COK,I5,FL81568BE2C63A,2019-07-08 08:12,2019-07-08 08:05,-7,2019-07-08 09:55,2019-07-08 09:49,-6,N,N,12,8,83,78,67,0.0,8,88.77
2020-04-17,PNQ,S5,FL0B1011794CEB,2020-04-17 21:56,2020-04-17 21:53,-3,2020-04-18 00:22,2020-04-18 00:16,-6,N,N,16,12,118,192,147,2.36,7,84.14
