gov_debt_reporting_year,gov_debt_issuer_id,gov_debt_debt_type_code,gov_debt_principal_outstanding_usd,gov_debt_principal_issued_usd,gov_debt_principal_retired_usd,gov_debt_interest_cost_usd,gov_debt_average_coupon_rate,gov_debt_maturity_years_weighted,gov_debt_debt_service_coverage_ratio,gov_debt_days_cash_on_hand,gov_debt_liquidity_ratio,gov_debt_net_position_change_usd,gov_debt_unfunded_pension_liability,gov_debt_opeb_liability,gov_debt_bond_rating_agency,gov_debt_bond_rating_value,gov_debt_default_event_flag,gov_debt_refinancing_savings_usd,gov_debt_fiscal_distress_flag
2012,ISSUER0000900,GO_BOND,219117064308.73,7264946937.79,12635222812.89,5713489259.68,2.475,6.587,1.46,335.92,1.987,1071212557.22,142281473573.61,71390854050.33,S&P,A+,0,57637966.95,1
2009,ISSUER0000901,PENSION_OBLIGATION,101257398833.46,5779401283.99,17883863713.38,2572890966.55,4.975,13.466,3.86,340.21,0.975,7109407091.92,54876130512.86,18410816104.58,NONE,BBB-,0,1759471714.4,0
2001,ISSUER0000902,GO_BOND,146514423636.32,24690606531.12,19992508799.76,5078230309.51,0.501,5.955,2.162,143.3,2.914,-3958614841.25,99772414896.52,32540253469.05,NONE,AA+,0,1623572244.68,0
2016,ISSUER0000903,NOTES,104908649529.09,24141456902.02,34126076067.6,1285860761.76,5.658,12.922,4.251,319.2,1.206,-4564769790.44,149099025697.3,19342377095.81,NONE,BBB+,0,258403278.3,0
2021,ISSUER0000904,GO_BOND,184531118839.42,28229587303.9,12912847786.79,3560616668.45,7.592,16.934,4.031,85.16,0.573,7131175767.24,11459536700.62,59570318375.4,FITCH,BB+,0,2357206737.59,0
2009,ISSUER0000905,REVENUE_BOND,148114866017.73,7114919829.7,80318621.07,6876412967.51,6.306,2.679,2.303,349.01,0.217,-7127655084.69,124521834527.13,11566191518.82,FITCH,AA-,0,671803742.84,0
2021,ISSUER0000906,GO_BOND,151411880337.5,14451858736.2,36633392505.77,5075506870.57,8.207,29.925,0.428,441.73,2.611,-5592533559.79,149489250467.94,11045962408.69,S&P,A-,0,1983178975.78,0
2005,ISSUER0000907,GO_BOND,242252770865.58,327738110.99,27608221491.21,8356572794.52,7.437,21.156,4.451,56.54,0.393,2222356029.08,35180560414.38,46546800210.16,NONE,BBB+,0,2259883733.8,0
2017,ISSUER0000908,REVENUE_BOND,218147262867.73,34144231441.68,8432085759.87,12953758963.78,6.768,17.173,0.677,93.98,2.846,5135153721.31,138486730938.67,46661093182.38,FITCH,AA,0,1180498133.83,0
2021,ISSUER0000909,CERT_PARTICIPATION,72214701221.89,18549510471.47,10602512474.86,1168056908.82,6.195,6.549,0.55,225.11,2.168,6063885450.26,106364282460.33,75948115921.06,MOODYS,BBB,0,1318026199.63,0
2005,ISSUER0000910,CERT_PARTICIPATION,110899385467.19,34432419850.16,2083183851.71,2134361908.15,8.364,19.957,2.156,390.73,0.608,-3169670528.27,149689995851.59,1456736502.27,NONE,AA+,0,1133737622.78,0
2013,ISSUER0000911,REVENUE_BOND,133379514233.24,31922059742.6,25626499372.16,1490627517.59,4.795,2.426,0.327,110.62,0.67,1742289843.11,143466130836.41,35214375473.22,FITCH,BB,0,109776494.99,0
2023,ISSUER0000912,GO_BOND,178000744590.8,39039592045.05,35109296770.34,1801785428.76,5.394,27.674,4.135,225.57,2.402,-3889962372.73,133677735698.05,64838658935.95,MOODYS,NR,0,48196115.58,0
2000,ISSUER0000913,NOTES,219369686572.32,10700504026.02,8230972612.68,12475400441.73,0.862,20.046,1.416,278.26,0.556,888347067.28,83996038029.99,55972893810.73,NONE,NR,0,373949484.31,0
2018,ISSUER0000914,LEASE,213212717930.54,3772305328.46,18971103506.8,14237365822.78,6.005,6.175,1.261,231.04,0.648,4836304387.25,125866431940.97,22579615050.16,S&P,AA,0,2164587775.17,0
2006,ISSUER0000915,GO_BOND,130399618678.31,20700576163.65,16017180868.06,3491155919.72,2.609,9.751,0.894,146.41,2.373,5521556175.69,138677269510.72,63496494915.11,S&P,A-,0,2218407984.91,0
2023,ISSUER0000916,LEASE,111159027412.01,7886449169.76,38693705224.78,7840024839.45,0.88,22.255,3.593,105.65,2.457,1808351808.04,15068581478.3,73152485432.83,S&P,BBB,0,2155102983.29,0
2013,ISSUER0000917,REVENUE_BOND,29230270136.24,31836886349.41,7609344636.02,2288476428.27,7.121,27.287,2.205,124.52,2.149,-80017707.99,45005262976.53,40135988834.73,S&P,A+,0,1672965415.02,0
2023,ISSUER0000918,GO_BOND,246580962365.79,37803757542.78,6650880446.86,17357364105.24,7.809,23.674,1.484,39.65,2.693,-1796957725.49,22447021050.9,43706595432.46,S&P,BB+,0,794971657.9,0
2019,ISSUER0000919,REVENUE_BOND,174062018723.99,1269097609.35,1308426740.85,12394306799.7,3.429,23.927,0.794,346.46,2.273,-4214621944.29,132243977755.66,38052617593.98,S&P,AAA,0,2436190325.87,0
2025,ISSUER0000920,GO_BOND,146935080472.75,30739538567.48,11053847744.5,9009163919.97,6.733,8.274,2.648,215.76,1.913,4274966545.45,31936018344.34,4832060404.9,FITCH,A-,0,1328863344.98,0
2016,ISSUER0000921,REVENUE_BOND,248051889645.4,16753052342.1,31262465151.12,9188196186.65,3.463,18.196,2.469,131.87,0.752,5876558665.41,96559056262.85,58877893327.03,MOODYS,BB+,0,495418104.97,0
2019,ISSUER0000922,REVENUE_BOND,47993292101.69,44667491154.36,3646177467.42,2601601397.45,5.205,10.303,1.499,36.05,2.75,-1365002588.53,101211121299.12,63480209946.34,KBRA,BB+,0,2295530779.1,0
2022,ISSUER0000923,REVENUE_BOND,134980485540.76,11738958736.36,1198488123.32,3145802884.42,3.148,9.115,3.158,183.57,1.433,-3831779066.22,109750145150.44,51557884479.34,S&P,NR,0,1168556419.11,0
2023,ISSUER0000924,REVENUE_BOND,163516633394.27,29369899216.19,14476083524.64,9145084444.99,6.669,29.167,2.204,121.39,2.214,-6094281249.03,141155878976.11,28488150011.59,S&P,AA+,0,805684874.46,0
2023,ISSUER0000925,LEASE,120258643550.85,1656946845.84,8369847463.5,7762961337.25,2.422,15.105,3.216,224.38,2.177,3681337740.69,105382619990.06,73186011493.96,FITCH,AA,0,775085836.92,0
2003,ISSUER0000926,GO_BOND,217983120269.14,21908214412.46,221887407.71,5165859918.94,2.493,1.756,0.906,491.12,0.657,4526800614.35,95180135624.4,46853043119.76,MOODYS,A+,0,1243748119.89,0
2002,ISSUER0000927,GO_BOND,208901362923.32,19368152161.92,30738830507.3,8497918636.19,2.322,4.217,0.953,217.98,1.502,-3418643581.32,139803365187.73,59852291077.48,NONE,BB,0,269418338.96,0
2019,ISSUER0000928,GO_BOND,174186590826.96,21995914608.17,2907701300.86,4824645483.29,4.075,23.47,1.434,43.51,2.295,3313539089.68,143917627206.8,18097365633.77,MOODYS,A-,0,155889554.28,0
2000,ISSUER0000929,REVENUE_BOND,90300407226.55,17184647059.51,1568593491.46,5696256003.05,7.298,20.258,4.022,221.99,0.882,-7216130790.63,133890432501.24,7669450413.74,MOODYS,A+,0,889888511.41,0
2014,ISSUER0000930,NOTES,236540703178.89,9457693246.9,12896778210.15,6128453821.11,2.434,18.319,1.428,88.1,2.59,-6300180037.94,103606577652.38,29389408421.96,MOODYS,AA,0,2182637851.05,0
2004,ISSUER0000931,REVENUE_BOND,96099765620.46,18284776681.67,8745503740.87,4832083890.23,7.387,4.089,1.057,281.27,0.928,2899229977.85,80833377290.92,13680032321.67,S&P,BBB+,0,1065328420.63,0
2016,ISSUER0000932,REVENUE_BOND,21577482706.45,25609628379.99,20355377437.09,1470948729.17,5.295,9.385,2.589,410.19,2.727,-4899517570.06,66776424234.58,19131676209.65,FITCH,A,0,946392324.44,0
2021,ISSUER0000933,REVENUE_BOND,136016660597.97,8124821565.74,23468080067.81,6805805470.63,6.844,3.008,4.327,393.52,1.532,-3514022630.63,1655490906.2,18707722728.83,FITCH,AA+,0,1152616144.37,0
2020,ISSUER0000934,REVENUE_BOND,189053816990.29,3815173325.86,12042091923.81,14434683545.89,0.77,9.702,3.171,463.58,0.784,-5395128985.99,48815062129.36,5956404630.75,MOODYS,BBB+,0,596580236.97,0
2001,ISSUER0000935,GO_BOND,127885077416.2,33259917200.96,5186539402.41,1876766318.56,3.817,0.821,0.402,204.15,1.489,-6589102442.25,115978708382.98,25175310874.44,S&P,A+,0,1189204931.56,0
2006,ISSUER0000936,REVENUE_BOND,56865250131.96,10888521109.61,30444256579.69,3859688443.87,5.38,11.25,2.325,93.38,0.207,-1376333522.13,52589675621.21,19061694761.71,FITCH,AA-,0,1305901586.71,0
2011,ISSUER0000937,GO_BOND,63637736194.18,6870722643.34,3619400847.53,4980527479.33,7.559,0.7,1.78,385.82,2.619,-5020070118.67,98977588222.64,12342309097.42,S&P,A,0,1132207673.6,0
2022,ISSUER0000938,REVENUE_BOND,68882218208.32,6457626290.09,26012296274.06,1546590944.46,1.461,2.76,1.269,477.11,0.88,-794795336.49,146037263249.05,71326852218.51,FITCH,AA,0,606584226.53,0
2008,ISSUER0000939,REVENUE_BOND,12295076463.96,32719412173.33,36625870537.42,534717006.71,2.816,21.113,0.691,4.55,1.865,6493223673.0,147035191522.38,76617012677.26,FITCH,A+,0,2166048661.91,0
2013,ISSUER0000940,GO_BOND,119170278428.58,1086307332.32,34201975173.69,3678596999.85,5.083,8.67,1.794,332.11,1.523,849968210.61,38896706015.95,30496253425.64,MOODYS,A-,0,1454694296.57,0
2008,ISSUER0000941,GO_BOND,135051559597.97,27952755471.64,24734901292.7,1820350302.33,8.294,19.814,1.845,432.2,2.171,-1560479947.93,51400184719.85,66969118172.02,S&P,AA-,0,335808037.05,0
2025,ISSUER0000942,REVENUE_BOND,152587467260.5,5771285575.79,21457758750.08,4049057899.37,3.823,25.737,4.24,412.25,0.809,3133711208.41,2230027484.02,52082447545.05,S&P,A+,0,885611666.05,0
2011,ISSUER0000943,GO_BOND,114159944539.43,1286149422.78,2857176204.71,6778901580.55,2.494,28.261,2.173,246.99,1.203,2154090950.97,159685144796.07,39610640252.67,NONE,AA-,0,1011998255.63,0
2004,ISSUER0000944,GO_BOND,56958401731.28,8109817270.79,5716302152.54,3702886731.84,2.81,25.017,1.361,423.88,1.917,-3303871176.11,29059270662.11,36758634098.49,MOODYS,AA-,0,1849753923.02,0
2009,ISSUER0000945,GO_BOND,44926713711.83,38664158980.09,3783734262.75,2943912343.13,2.834,24.21,3.362,198.94,0.291,522693103.07,87538750274.69,32793612691.91,MOODYS,A,0,1197800847.25,0
2017,ISSUER0000946,REVENUE_BOND,185515033449.35,31091800140.62,25884838960.6,3982538472.76,4.734,9.52,0.879,190.29,2.187,-4609072610.2,143165717617.28,32483913074.7,S&P,A+,0,2281592409.54,0
2014,ISSUER0000947,CERT_PARTICIPATION,234931917181.39,23184377312.31,26183184677.53,16424201087.56,3.286,4.669,3.414,420.49,1.392,-6972761321.48,15574503818.05,67548884783.82,MOODYS,AAA,0,725140693.57,0
2001,ISSUER0000948,PENSION_OBLIGATION,224851460230.34,24469972576.54,11379426361.63,2928619236.14,3.758,5.881,4.144,186.17,1.718,-3437599453.87,159068624661.87,2933010936.01,NONE,A-,0,2384726305.59,0
2012,ISSUER0000949,REVENUE_BOND,194513751672.96,39874858918.32,37680117737.48,8431802179.71,3.728,22.543,0.434,369.08,0.314,3885375558.23,56083191675.53,7008282834.66,MOODYS,BB+,0,2371037140.35,1
2005,ISSUER0000950,REVENUE_BOND,163194816747.93,14300436321.53,13742435505.72,2830988834.08,2.83,5.737,4.488,467.08,1.978,4548569454.92,154246585153.21,18825085154.23,S&P,A,0,1068818075.27,0
2016,ISSUER0000951,CERT_PARTICIPATION,190895820673.79,19753795672.94,11897337286.14,11460999145.47,7.788,18.95,0.789,317.33,2.583,-3520569089.77,136737789455.34,47034968915.58,FITCH,AAA,0,2111856900.9,0
2012,ISSUER0000952,GO_BOND,221879602628.53,22219608897.43,4518914871.89,7519436623.91,8.493,23.682,4.445,292.85,2.602,-2258095072.78,59383799811.87,72401710952.59,MOODYS,AA,0,644252292.5,1
2010,ISSUER0000953,GO_BOND,20539194758.81,29826617627.33,16103923951.8,247914831.79,5.985,16.162,2.203,517.07,0.063,3433930592.26,35942185212.49,41302908153.17,FITCH,A+,1,425098895.45,0
2025,ISSUER0000954,GO_BOND,196703015442.72,16344026573.89,8813912825.09,12152719770.64,2.219,21.086,0.324,133.57,1.895,5481900348.65,125179426228.91,53494537000.65,S&P,A,0,292034496.54,0
2004,ISSUER0000955,GO_BOND,234577893083.36,44052485188.96,21972028721.71,9797860936.94,5.919,21.362,1.484,438.13,1.326,-2679322559.08,123910693840.81,63135873599.66,S&P,A-,0,1461457599.38,0
2001,ISSUER0000956,GO_BOND,97973727472.55,32939083982.22,34533837324.27,2743465512.68,3.939,28.462,0.587,130.56,1.076,2350963171.53,108714720141.99,35247865691.64,NONE,AA+,0,1704312665.01,0
2008,ISSUER0000957,GO_BOND,201124514512.49,25740022595.77,31271129170.9,12283012555.68,5.077,12.636,3.893,333.55,2.752,4484685818.94,129498436503.9,4696374400.88,FITCH,NR,0,94204362.41,1
2013,ISSUER0000958,NOTES,229041580379.82,40721310406.91,8190205281.73,16131030404.66,7.769,27.921,1.708,315.59,2.484,5902690800.59,122553811056.7,20708081533.1,S&P,BBB-,0,1355605041.72,0
2010,ISSUER0000959,GO_BOND,174315793365.85,34088864184.07,4475556002.23,13323631844.98,3.997,11.107,4.256,337.55,2.674,-711131443.94,103121741749.47,5807551147.23,FITCH,AA+,0,2172436021.26,0
2013,ISSUER0000960,REVENUE_BOND,223954882511.85,6502120441.3,36776726103.75,14987121604.56,1.748,13.372,3.97,432.28,1.497,-4783596125.56,129779980841.84,32424070688.43,KBRA,A,0,1285110588.18,0
2003,ISSUER0000961,REVENUE_BOND,121499125327.44,14637008426.72,35293974521.68,5128947449.11,2.141,24.131,3.668,509.97,1.062,-7326042987.55,123503568439.33,27010597783.52,FITCH,BBB+,0,41591642.99,0
2010,ISSUER0000962,LEASE,100075592391.91,36053222951.03,8613234855.77,2375808476.99,2.123,1.865,1.213,96.83,2.555,4867969076.84,52143116819.25,13814058376.43,NONE,BBB+,0,956760534.76,0
2011,ISSUER0000963,NOTES,51945510696.12,4241735798.79,5835567984.03,3505160766.86,4.101,9.813,0.406,471.78,1.676,-6547467895.95,119068171449.03,3317683003.85,S&P,AAA,0,205928172.38,0
2011,ISSUER0000964,REVENUE_BOND,53573656295.15,32669074210.96,10056491573.48,1980569230.52,4.271,6.773,4.42,323.18,2.76,2020468307.37,32516187594.16,13266402306.93,FITCH,AAA,0,48685909.43,0
2007,ISSUER0000965,GO_BOND,249507560207.73,15295956746.95,7098931811.82,11730144586.64,3.082,27.395,2.498,241.64,2.813,4494580474.8,90230797267.43,6383642159.95,S&P,BB+,0,1868029054.46,0
2005,ISSUER0000966,GO_BOND,248214234545.16,17383357612.47,16327922507.08,7499387350.75,6.976,19.422,1.753,458.57,0.947,5430197482.56,87033712997.69,21168142171.79,MOODYS,AA+,1,919230994.64,0
2013,ISSUER0000967,LEASE,228691409268.2,36116263358.72,9169085760.12,16500583094.76,7.04,3.739,4.314,289.14,2.588,-3082735270.55,148063864306.67,61015233444.92,MOODYS,A-,0,2198890554.5,0
2002,ISSUER0000968,NOTES,56630395513.71,2026775704.71,7434861983.19,2703336774.21,6.841,7.938,4.245,426.79,2.434,5570695150.62,23521903267.65,69098108405.5,MOODYS,BB,0,2006518801.71,0
2008,ISSUER0000969,CERT_PARTICIPATION,235544380287.96,33407666333.31,31470849128.11,11186741545.8,7.507,10.719,2.762,137.54,1.693,-5871859617.85,56898226531.58,21464346070.26,FITCH,A,0,1245980004.36,0
2011,ISSUER0000970,REVENUE_BOND,104739320786.54,38957836840.15,14811058539.52,7763320836.05,3.422,12.813,1.62,2.07,0.584,-4550238658.5,6320300608.16,26372580271.05,NONE,BB+,0,2430968388.64,1
2012,ISSUER0000971,REVENUE_BOND,69576367131.46,26350093794.57,32029029165.71,907195624.7,6.751,4.842,1.044,113.01,1.488,6565316700.55,54172856845.38,71325584022.14,S&P,AA,0,2406434511.5,0
2003,ISSUER0000972,GO_BOND,127057828239.44,16962111002.49,11569246046.84,10118058486.63,4.297,6.87,1.433,13.73,0.879,-417531435.88,66752934315.82,11161939652.51,MOODYS,A-,0,265659792.19,0
2012,ISSUER0000973,NOTES,225565654823.68,8562246352.19,29163548592.21,17214022098.19,7.714,12.62,1.384,182.97,2.129,976972431.35,28242815238.4,70859059885.93,MOODYS,BB+,0,2075455014.13,0
2014,ISSUER0000974,REVENUE_BOND,155470207975.36,8279435909.21,27811422623.75,2876840715.17,6.6,4.05,3.768,411.38,1.964,6256877690.36,71844437270.3,78482691631.79,NONE,BBB,0,99251010.87,1
2005,ISSUER0000975,REVENUE_BOND,86123732491.85,26737391178.63,28809566121.49,6510977355.85,3.743,24.163,2.885,70.66,1.691,5679715899.19,10509769111.06,78745019573.46,FITCH,A+,0,1566066643.52,0
2024,ISSUER0000976,LEASE,60196966487.91,36262343564.94,4931693041.6,3843089658.71,3.617,25.82,1.316,63.66,2.965,-6814276693.33,83173449077.95,54571822057.89,S&P,BBB-,0,1161915791.45,0
2006,ISSUER0000977,PENSION_OBLIGATION,40703192403.63,37306019329.54,23728087287.42,2971362769.2,2.917,23.699,4.433,451.82,0.252,-1773387020.65,140204662401.37,32364334580.12,S&P,BB,0,1689073986.88,0
2015,ISSUER0000978,GO_BOND,91731978357.1,12290321063.41,36131483676.47,4333886635.92,1.765,2.71,1.754,221.06,1.064,2597869695.93,65618879030.69,10382914735.03,MOODYS,AA-,0,416973146.8,0
2017,ISSUER0000979,NOTES,244796942485.51,37534212281.05,12223112673.02,9689049530.85,7.584,17.184,2.49,160.15,2.857,-554438928.29,36022336193.73,23690800422.76,FITCH,A+,0,1532703117.27,0
2024,ISSUER0000980,GO_BOND,64855696603.77,22043136400.72,39161006161.9,3038887438.71,6.983,28.869,0.896,135.25,0.936,5302859626.97,120217721058.73,2169624077.99,S&P,BBB-,0,2129457250.02,0
2008,ISSUER0000981,GO_BOND,216597926655.39,5878854315.69,7496242194.27,7380092876.61,8.395,1.626,3.122,465.99,0.449,1020132364.56,113459680456.13,64766381700.25,FITCH,BBB+,0,1171685441.28,0
2004,ISSUER0000982,GO_BOND,162930414365.73,36491548879.41,4195158744.64,2403163349.91,6.767,14.644,0.328,251.13,1.267,-185783602.25,3221165201.93,24620376751.78,MOODYS,BBB,0,1892999855.34,0
2017,ISSUER0000983,REVENUE_BOND,148461781293.74,44824886590.93,35328333597.92,8586897837.01,6.996,12.108,0.482,345.28,1.634,-368729696.62,135097911022.12,76371193874.61,S&P,AA+,0,2235886651.19,0
2005,ISSUER0000984,GO_BOND,245962741603.22,5538810586.43,24365375203.98,3647310070.38,7.568,9.956,2.9,294.45,0.452,5897867792.03,26629534102.44,5806247322.43,MOODYS,AA+,0,1614117475.68,0
2009,ISSUER0000985,REVENUE_BOND,92326149540.48,40554825624.12,12678544991.31,5507133200.77,0.677,7.078,4.323,309.12,1.515,-5385623271.87,1111918068.16,73457775610.39,S&P,BBB,0,2307012260.77,1
2015,ISSUER0000986,GO_BOND,23069580606.25,29965324584.86,3789407519.37,1790649148.72,1.6,7.067,4.24,124.76,2.671,-6635831748.8,144664972598.39,64692646944.09,MOODYS,A-,0,1135470753.42,0
2017,ISSUER0000987,REVENUE_BOND,10793549745.56,12200744218.97,38999777232.38,593983163.92,0.88,1.412,2.128,278.64,2.48,-2586182100.71,91966281990.26,76045080774.54,S&P,BBB-,0,177634016.19,0
2009,ISSUER0000988,GO_BOND,73346586366.16,23228072532.5,29681281946.55,3327959672.82,6.017,18.47,2.324,56.84,2.78,-6208880261.18,35937810648.63,59722331120.09,MOODYS,A+,0,1798479202.23,0
2019,ISSUER0000989,GO_BOND,41319544499.42,37347869545.26,1395322719.95,1709030268.34,5.95,27.871,0.45,273.78,1.724,7753989842.87,78077948534.16,79166721957.59,MOODYS,AAA,0,1798638506.27,0
2022,ISSUER0000990,LEASE,56930857107.95,13711477801.04,14050210789.24,2828006782.33,7.264,12.939,0.391,250.45,1.038,5753695981.2,99103568579.66,78145425051.94,S&P,A,0,865710798.72,0
2000,ISSUER0000991,REVENUE_BOND,159680665864.36,10571833385.12,30439065094.85,8598206964.73,8.1,29.674,0.837,456.05,1.404,6912361266.93,33196525122.55,62058862313.64,S&P,A,0,1401920174.04,0
2010,ISSUER0000992,REVENUE_BOND,211675679685.33,5936943678.72,28431157181.48,13125216464.8,7.449,15.05,2.338,441.05,0.364,-2064013397.6,140888623615.38,64199769320.85,NONE,AA+,0,1116483704.83,0
2017,ISSUER0000993,NOTES,187407707682.62,43828885323.27,30287686556.35,2201135550.24,5.275,4.821,4.171,447.09,0.091,7707279421.21,43365153657.77,10578788677.84,MOODYS,BBB-,0,1111255822.87,0
2021,ISSUER0000994,GO_BOND,200716305425.34,27494512361.34,13833055670.77,7571806063.12,4.63,26.017,1.754,435.6,2.086,-2256757382.98,44505555027.75,61883166802.2,FITCH,A-,0,2374172870.34,0
2006,ISSUER0000995,NOTES,22229459309.82,10300154624.33,21697224023.87,401691225.17,6.018,16.253,4.444,516.28,1.469,5600033015.3,51566624473.65,69525363427.43,S&P,AAA,0,1732658645.1,0
2024,ISSUER0000996,GO_BOND,23982910964.96,18958800075.03,14672967685.77,1175128437.65,2.44,3.588,1.168,477.72,1.428,616180330.93,146144478872.23,47301139907.63,S&P,AA+,0,2445618344.13,0
2000,ISSUER0000997,PENSION_OBLIGATION,175846674775.95,36997667807.07,17416638910.96,11932051619.79,1.031,28.592,0.474,480.88,1.614,1129997826.46,11537665969.36,4837383378.04,NONE,AA,0,128934579.29,0
2007,ISSUER0000998,REVENUE_BOND,246385199883.14,14114139855.72,28726950332.54,12328290021.32,7.103,20.639,2.888,221.85,0.377,-3417804282.5,146134884040.31,5929808716.82,S&P,BBB,0,1020093500.89,0
2000,ISSUER0000999,LEASE,186379670513.13,42161978100.79,39291789118.33,4055193888.87,1.689,13.02,2.687,428.58,1.394,-2630895188.12,120161178298.64,24583844646.86,FITCH,A+,0,641056459.98,0
2021,ISSUER0001000,REVENUE_BOND,218592604010.45,31852239505.29,14503960536.96,15314357397.82,7.044,24.902,3.785,17.02,1.573,-6821457247.69,120804566547.2,60830681661.51,S&P,A,0,1962973022.68,0
2002,ISSUER0001001,GO_BOND,141296463956.26,14243355818.06,1422407729.68,5359258080.51,7.415,17.083,2.556,363.04,0.79,-4396612802.85,68788412862.96,33249785661.0,MOODYS,BBB+,0,56689518.39,0
2002,ISSUER0001002,GO_BOND,134240585791.83,30445385366.46,6825122976.73,6945252756.11,4.042,2.946,1.221,272.82,1.571,-446093323.57,40049624837.18,3649237760.7,FITCH,NR,0,1385582875.64,0
2009,ISSUER0001003,GO_BOND,173865392560.33,43282104510.14,26990110226.47,2808128654.17,7.458,8.114,3.239,17.37,0.871,-6888224016.97,154150234260.68,72657469670.12,S&P,A-,0,654723989.3,0
2006,ISSUER0001004,REVENUE_BOND,62437976582.59,31915124616.45,28895755464.24,659324832.06,7.274,19.137,3.261,515.83,2.378,-5546900857.2,75541079398.06,73189208759.81,FITCH,A-,0,1095036626.52,0
2022,ISSUER0001005,NOTES,74494679422.57,33461304594.75,24198189517.08,5846690971.53,7.148,24.333,1.962,455.32,2.775,7209406001.86,140815787177.32,64858419083.88,S&P,AA+,0,702401416.62,0
2024,ISSUER0001006,REVENUE_BOND,219254835930.29,22238937750.97,37207980520.8,11183433356.47,5.928,28.787,2.437,193.91,0.925,3866402973.02,2571302902.66,44569735895.04,NONE,A-,0,1227274343.15,0
2008,ISSUER0001007,CERT_PARTICIPATION,122774928181.04,31977520626.54,2948834425.34,6588829189.29,0.74,24.914,4.201,287.96,0.192,6537185942.64,109235968302.28,69681896835.54,MOODYS,AA,0,2220719046.82,0
2000,ISSUER0001008,REVENUE_BOND,138109673420.71,895583183.57,15737848412.46,10039619613.04,6.307,1.335,4.481,99.15,0.361,-3811068998.81,83629846637.37,68670647431.7,NONE,A+,0,1038692205.25,0
2003,ISSUER0001009,LEASE,61614198484.81,33242950403.93,10831484178.19,2848429109.42,7.316,17.335,1.855,52.6,2.647,4185196387.43,126773124836.1,28710045530.16,FITCH,A+,0,342738043.85,0
2023,ISSUER0001010,GO_BOND,2283706782.7,29275500110.85,15661951402.54,40984760.58,6.78,2.189,3.808,500.03,1.16,2728098469.83,137567501898.61,10176480232.47,MOODYS,A+,0,465043100.65,0
2002,ISSUER0001011,REVENUE_BOND,84836045520.9,31997505949.55,18551252727.52,3726402711.25,5.157,5.084,3.889,511.36,1.742,3606974161.95,153040267447.69,55103769854.31,S&P,AA,0,433821823.66,0
2024,ISSUER0001012,LEASE,136783059409.41,32247641489.15,16064689874.27,7151572731.41,4.598,24.792,0.601,141.57,2.481,3447034707.94,60530120885.54,33110107920.96,FITCH,AA,0,1237474569.0,0
2023,ISSUER0001013,GO_BOND,72044090204.65,38961923916.23,2939031184.5,4980381117.6,3.375,5.723,0.496,249.27,0.828,-6435883437.44,92333156764.54,30543713479.85,NONE,BB,0,710631627.06,0
2005,ISSUER0001014,GO_BOND,205730560807.45,41733530695.31,21869374754.39,2143347968.86,7.669,11.609,4.315,331.16,1.099,-882475140.46,44397689492.96,20935562219.66,S&P,A-,0,2233989073.52,0
2003,ISSUER0001015,REVENUE_BOND,172414801533.18,35253081801.29,21040899065.75,8925760708.1,7.503,21.213,2.408,454.19,0.899,-3458868203.34,19328748942.7,31842668783.24,NONE,A+,0,332196129.49,0
2007,ISSUER0001016,NOTES,37306629383.63,37405115526.63,11273972610.82,549454994.36,0.997,4.58,2.878,385.39,1.433,-5291346935.13,24264222134.66,41046163280.82,MOODYS,AA-,0,498221129.49,0
2013,ISSUER0001017,NOTES,135550560011.78,32317856158.36,7666861285.16,2861815953.07,3.066,7.061,1.669,154.53,1.874,-4142473863.97,43213436485.79,67315951580.35,S&P,AA+,0,783759015.38,0
2010,ISSUER0001018,NOTES,104485949806.47,5345050513.96,26311753415.44,7844834496.21,6.666,9.498,1.277,482.04,2.878,-5921944936.95,93276023818.31,23692311142.65,MOODYS,BBB+,0,1243781001.34,0
2019,ISSUER0001019,GO_BOND,201096473431.83,27696825018.91,12108997073.6,7020386289.18,2.526,8.8,1.917,330.65,1.322,759271505.29,49311713208.42,43211454257.95,NONE,BBB+,0,1698424607.14,0
2015,ISSUER0001020,CERT_PARTICIPATION,227968491559.73,25253799339.48,15464698375.5,16990418902.62,4.749,7.478,1.091,206.58,2.284,1839280708.13,39806173468.8,79497148521.48,MOODYS,A,0,1092909382.88,0
2018,ISSUER0001021,CERT_PARTICIPATION,102590900406.33,19318849417.44,21825437841.4,7856437736.42,3.029,14.009,3.588,154.08,0.783,4901615178.39,47431766381.75,25166463347.58,FITCH,A-,0,1080621675.31,0
2017,ISSUER0001022,NOTES,22541831832.75,42765654233.92,14904372628.05,664746181.43,3.359,22.716,0.341,6.4,1.563,-4542855833.51,124295738269.32,28745996868.09,S&P,BBB+,0,833796306.0,0
2009,ISSUER0001023,GO_BOND,53476763803.06,38550311545.07,9525617508.34,2775019385.07,5.01,21.552,2.309,461.69,0.411,5946592192.93,87364843952.54,3506557943.87,MOODYS,AAA,0,937602860.4,0
2010,ISSUER0001024,REVENUE_BOND,43951237008.15,32890572256.44,16965983898.61,1479244388.15,1.5,17.58,1.32,416.3,1.174,5148146439.01,149439329186.02,68379714831.34,KBRA,BB+,0,627887672.6,0
2003,ISSUER0001025,LEASE,88676887406.51,29124332083.8,18598013656.45,4351055693.76,4.672,24.483,0.322,149.11,2.1,-927093365.48,53449385197.38,25348985505.64,MOODYS,A,0,935390105.53,0
