house_insecure_point_in_time_date,house_insecure_service_region_id,house_insecure_unsheltered_count,house_insecure_sheltered_count,house_insecure_family_households_count,house_insecure_youth_count,house_insecure_veteran_count,house_insecure_chronic_homeless_count,house_insecure_length_of_stay_median_days,house_insecure_returns_to_homelessness_rate,house_insecure_hm_is_system_coverage_pct,house_insecure_encampment_clearance_count,house_insecure_outreach_contacts_count,house_insecure_bed_utilization_rate,house_insecure_housing_placement_rate,house_insecure_rrh_program_enrollments,house_insecure_psh_program_enrollments,house_insecure_eviction_prevention_assistance,house_insecure_street_medicine_visits,house_insecure_barrier_assessment_score
2028-06-12,SR000960,1789,2937,3557,419,1096,2671,143,27.77,86.91,244,8487,50.04,28.13,4068,2944,1200,5678,0.9148
2028-06-19,SR000961,5850,2399,541,979,682,1227,332,14.03,54.55,78,599,52.32,12.47,2437,4627,16312,6181,0.3737
2028-06-26,SR000962,2146,15522,3740,497,848,1372,341,9.99,97.88,249,16731,35.05,34.16,2577,1135,10574,6764,0.2547
2028-07-03,SR000963,643,7872,313,289,303,1890,231,25.3,77.23,218,6801,98.31,6.7,2702,398,21075,4182,0.5902
2028-07-10,SR000964,2775,16786,597,1258,1099,1149,207,19.95,60.49,231,4307,59.83,6.46,4212,4131,9716,7417,0.1619
2028-07-17,SR000965,4370,2161,3186,652,1185,14,375,14.48,60.72,233,10525,85.43,39.18,4076,5163,13371,9603,0.6209
2028-07-24,SR000966,3039,3856,2761,1077,987,974,10,31.64,57.04,170,5672,75.51,43.9,1290,5473,13241,727,0.915
2028-07-31,SR000967,6135,6649,1118,1663,799,2758,39,25.22,64.62,176,2425,93.36,62.93,370,4157,21300,8100,0.9619
2028-08-07,SR000968,5962,11699,195,1725,215,1441,96,13.81,97.35,154,9222,68.3,44.43,71,6837,1452,5900,0.9505
2028-08-14,SR000969,3073,4277,436,1331,1209,1672,32,30.29,93.23,51,9481,48.43,48.17,4266,3796,3145,3004,0.5335
2028-08-21,SR000970,710,10059,1186,1180,683,1816,192,21.86,90.52,41,17460,40.02,64.56,1024,169,20781,5187,0.141
2028-08-28,SR000971,1471,4781,3756,919,1108,433,199,12.47,87.43,214,5993,53.6,59.26,228,6435,8069,4751,0.8655
2028-09-04,SR000972,1146,3755,441,767,704,2342,219,34.46,58.94,257,13309,63.49,45.95,3280,437,20329,2839,0.5064
2028-09-11,SR000973,2754,2053,3462,1377,780,362,62,16.88,70.11,101,2089,32.57,11.68,2922,5074,8496,642,0.2082
2028-09-18,SR000974,974,3693,287,1195,71,183,113,19.32,64.43,77,6732,66.4,29.15,2045,2392,406,8504,0.3028
2028-09-25,SR000975,5277,59,389,876,626,2362,308,14.29,59.58,177,10904,72.92,36.5,3032,4995,24215,2779,0.2321
2028-10-02,SR000976,4344,6690,1923,225,1190,2267,79,29.55,79.71,85,9703,38.15,39.49,3729,6083,2427,8933,0.1756
2028-10-09,SR000977,1267,13821,468,559,552,2493,141,15.15,48.02,44,11592,39.82,20.75,4700,6214,13992,9535,0.1453
2028-10-16,SR000978,3292,4579,3329,1008,1155,629,258,24.24,87.15,152,2851,43.57,53.83,4660,4149,23291,1039,0.6045
2028-10-23,SR000979,5673,15395,2854,2020,1032,137,188,24.0,95.5,196,1751,67.43,61.62,1377,5099,16421,6349,0.3775
2028-10-30,SR000980,1669,8030,1860,663,970,2698,76,14.23,54.36,191,2352,84.46,20.08,3653,3334,9777,920,0.2606
2028-11-06,SR000981,606,17727,1017,272,353,550,36,22.23,71.1,139,2839,49.63,26.98,4449,6325,9035,6159,0.4658
2028-11-13,SR000982,3957,8330,1493,56,11,1504,383,13.29,57.72,147,17913,78.19,50.3,3192,1748,7097,7541,0.8631
2028-11-20,SR000983,409,15429,368,2036,973,1178,39,14.19,45.9,105,9049,69.59,47.99,4100,6178,13111,3253,0.0938
2028-11-27,SR000984,2500,7994,3984,1106,1018,1230,73,30.64,88.18,56,12252,77.68,53.83,2493,2577,18396,8972,0.2209
2028-12-04,SR000985,1868,16637,244,187,966,1048,252,29.68,46.66,130,7104,55.64,12.59,2386,1418,3236,9187,0.0286
2028-12-11,SR000986,4132,17880,3603,2008,626,2083,167,12.62,76.86,221,9402,38.27,20.15,249,2788,611,7208,0.4764
2028-12-18,SR000987,5120,3951,753,452,682,1579,365,7.09,46.09,190,1637,40.12,53.51,4451,4819,15002,4896,0.2506
2028-12-25,SR000988,5158,10352,3127,902,625,460,90,22.25,64.81,225,4833,80.48,61.62,4879,391,15954,5668,0.5213
2029-01-01,SR000989,1735,3569,1471,1579,695,1706,51,29.59,49.69,87,11353,37.7,24.3,247,1593,24878,9881,0.7818
2029-01-08,SR000990,1349,6181,1752,1124,1244,2440,142,19.37,95.38,214,11123,98.7,17.53,568,3967,14051,4543,0.3897
2029-01-15,SR000991,3966,15207,4118,1980,1151,1498,16,33.82,75.82,79,4302,58.28,63.41,5026,3374,1412,4182,0.1266
2029-01-22,SR000992,5373,7877,4031,1373,198,1993,329,11.9,56.55,149,1713,45.75,9.19,2557,7005,24647,2018,0.5567
2029-01-29,SR000993,839,2564,1234,1176,421,1261,86,11.84,84.16,209,16003,87.17,18.17,3276,22,15318,3442,0.4278
2029-02-05,SR000994,2968,8753,73,1102,151,2657,197,30.29,71.17,254,16149,88.56,50.79,118,3403,13786,4155,0.2102
2029-02-12,SR000995,768,17643,343,784,4,624,248,19.93,76.66,37,13383,91.67,13.26,786,1417,2978,5422,0.5308
2029-02-19,SR000996,5320,13996,1064,327,1080,66,160,1.5,76.9,233,13461,36.85,13.7,75,6107,23368,2540,0.6352
2029-02-26,SR000997,3335,989,2805,1057,944,1659,149,31.81,48.32,238,14060,90.49,30.75,2189,580,2187,10783,0.9193
2029-03-05,SR000998,5738,3186,2681,2074,844,1955,268,29.09,98.64,44,4299,44.02,25.62,4329,3425,12142,6588,0.9432
2029-03-12,SR000999,319,2868,1825,2164,360,224,16,27.15,73.61,74,9524,99.15,22.23,1247,7020,16256,5134,0.1338
2029-03-19,SR001000,4105,1061,532,506,652,2790,56,7.9,54.23,51,8483,75.73,62.75,4896,6015,4955,2846,0.4523
2029-03-26,SR001001,4425,6510,1623,805,1148,1356,393,27.55,56.19,166,7815,32.73,52.08,1506,5578,6067,136,0.2995
2029-04-02,SR001002,2385,8559,2273,442,472,1474,363,25.04,56.07,26,4960,50.73,44.45,1390,5918,21946,9805,0.209
2029-04-09,SR001003,4850,14531,2396,948,302,170,164,30.81,92.88,170,11803,35.6,26.84,943,1865,815,8102,0.9487
2029-04-16,SR001004,3309,8960,3432,210,1062,2178,79,28.66,74.34,219,1725,37.97,25.93,325,1415,11101,316,0.0985
2029-04-23,SR001005,3787,9363,2042,847,1126,2457,237,18.73,77.38,20,17603,53.7,54.02,5004,5948,24417,2269,0.194
2029-04-30,SR001006,4165,15480,3545,2191,3,1535,295,34.01,55.6,132,14589,75.96,50.85,4607,6045,12864,8708,0.7602
2029-05-07,SR001007,2984,10024,2792,1812,73,1433,330,21.33,67.52,13,10255,69.87,59.24,836,1049,4727,5798,0.3383
2029-05-14,SR001008,2307,12530,1581,1346,617,1213,264,24.09,75.74,127,6627,74.53,22.44,79,4475,19094,6715,0.5143
2029-05-21,SR001009,1876,8423,3457,656,310,2212,238,10.19,97.99,3,2282,76.26,19.25,4339,3944,14684,4144,0.481
2029-05-28,SR001010,4325,7556,4071,575,295,2245,127,2.82,70.66,84,15925,38.21,61.7,3574,5706,11938,5759,0.5744
2029-06-04,SR001011,3878,12796,1507,596,606,494,420,13.51,87.2,85,16606,82.97,59.67,1912,7153,10703,10951,0.3162
2029-06-11,SR001012,2644,16485,480,848,607,2626,240,7.14,91.23,129,12380,94.64,45.9,433,6308,3089,10911,0.8448
2029-06-18,SR001013,544,201,1932,2031,881,2416,122,11.99,81.93,259,11954,80.1,40.85,2340,7148,16066,10175,0.2942
2029-06-25,SR001014,278,1198,1258,1851,1123,1286,269,22.94,46.74,66,6262,51.73,45.52,2622,3063,14939,2149,0.0546
2029-07-02,SR001015,4193,7348,1846,958,510,2127,73,30.52,53.28,163,10019,76.03,16.01,1992,1171,9576,1735,0.4221
2029-07-09,SR001016,2800,2146,3101,1571,43,1765,306,28.27,97.95,255,12469,74.54,31.04,1836,797,3794,5685,0.5191
2029-07-16,SR001017,5746,17720,2507,932,890,1568,106,18.95,88.5,84,12996,65.53,64.96,1594,3847,19266,6474,0.8694
2029-07-23,SR001018,6415,7702,2605,1893,274,816,202,10.23,59.22,129,17286,88.56,5.49,1026,1352,2232,2634,0.9167
2029-07-30,SR001019,3787,15685,1936,770,1226,570,3,21.62,85.15,231,9383,45.81,7.9,1964,2831,14999,6987,0.1669
2029-08-06,SR001020,6498,1305,1329,1602,8,341,51,18.0,60.16,14,190,92.53,20.22,2329,5515,24173,1837,0.0602
2029-08-13,SR001021,6164,5127,1413,772,677,2082,360,16.05,70.07,80,2087,64.37,58.42,2488,667,13681,8304,0.997
2029-08-20,SR001022,2249,13138,1422,601,303,1819,418,24.81,73.17,188,3484,83.43,38.72,2513,5510,4755,6186,0.5292
2029-08-27,SR001023,5664,12813,2141,1724,807,2036,13,8.4,96.27,31,2466,80.02,44.02,3827,6770,18868,4488,0.2279
2029-09-03,SR001024,5779,15558,1801,1796,108,814,88,7.23,74.41,14,5675,58.93,8.38,4070,5879,21706,7550,0.2795
2029-09-10,SR001025,5843,6852,1648,588,820,2731,96,31.21,62.12,134,13528,56.9,28.11,3998,3130,19376,938,0.5645
2029-09-17,SR001026,3768,16321,911,383,230,1238,136,32.93,49.0,45,12389,31.39,5.0,3519,2969,13476,3682,0.6143
2029-09-24,SR001027,1559,2675,667,832,169,155,347,20.83,74.65,111,15617,84.24,28.68,1510,5302,15042,10442,0.6349
2029-10-01,SR001028,4971,2176,3022,1576,199,544,291,18.7,77.99,11,8439,30.8,15.16,2308,6392,15044,4875,0.56
2029-10-08,SR001029,5815,8914,951,1378,807,222,192,29.83,70.82,179,16860,71.15,63.13,2374,5070,20409,9187,0.1306
2029-10-15,SR001030,4740,7617,558,651,61,1647,298,22.03,59.62,3,15246,50.71,41.59,4854,2779,3469,1773,0.162
2029-10-22,SR001031,3582,1157,3855,1486,211,1886,153,5.09,55.11,191,5364,84.74,19.63,4434,4449,3590,1989,0.5807
2029-10-29,SR001032,53,748,729,327,864,1923,225,31.71,45.56,24,895,66.17,53.01,4631,5149,2078,5000,0.8213
2029-11-05,SR001033,5129,9676,686,571,760,1713,226,25.55,45.5,233,13476,69.38,16.46,647,6105,4737,9531,0.9123
2029-11-12,SR001034,3446,10564,51,672,188,1790,196,1.68,63.92,32,4843,64.04,64.35,3453,683,11782,10484,0.0865
2029-11-19,SR001035,2563,5421,1851,2076,467,1876,190,18.04,58.25,28,3066,33.32,58.12,4321,2674,9224,6575,0.5107
2029-11-26,SR001036,3505,9479,1903,300,979,218,417,1.82,71.3,255,1206,70.63,14.54,1205,7114,14983,5800,0.9971
2029-12-03,SR001037,3959,6206,2630,62,1043,2296,417,30.29,76.38,68,8329,75.82,15.73,3417,805,11947,2851,0.966
2029-12-10,SR001038,6437,11692,978,1662,899,2062,294,34.45,79.52,220,4213,59.93,46.27,2405,4387,13180,2496,0.5269
2029-12-17,SR001039,920,2941,1013,939,263,2310,121,18.37,51.83,174,17630,35.36,54.98,1252,6573,6387,7889,0.3084
2029-12-24,SR001040,4777,12443,4186,48,379,2562,417,32.39,96.53,94,17957,86.32,24.17,5039,6829,4969,7629,0.7611
2029-12-31,SR001041,3977,17461,3828,799,850,2222,214,32.89,82.64,108,5466,53.11,51.55,2205,4511,6164,32,0.6634
2030-01-07,SR001042,3843,4445,1453,259,577,805,251,28.1,61.77,187,8098,74.86,40.15,2110,1438,4733,2996,0.751
2030-01-14,SR001043,3157,9477,3041,131,968,1768,74,9.99,54.94,215,9582,81.81,12.96,5075,5473,24912,4161,0.7403
2030-01-21,SR001044,3664,3063,2998,1991,317,719,355,16.66,51.37,115,1709,87.39,25.02,2315,119,10480,6397,0.1355
2030-01-28,SR001045,3234,7255,2404,1581,880,107,65,1.32,55.58,53,10437,77.91,5.64,1260,4401,12601,6517,0.2305
2030-02-04,SR001046,1271,6089,2796,1265,1066,2429,131,4.34,50.32,58,1275,68.29,18.11,4916,6023,10514,5105,0.9435
2030-02-11,SR001047,5130,10562,1018,1721,364,2532,256,29.97,66.72,231,13988,58.75,18.49,807,6382,10442,2534,0.0061
2030-02-18,SR001048,4669,3020,2473,2199,1136,2495,137,15.87,97.65,243,12445,53.75,45.54,979,4234,20568,10360,0.2333
2030-02-25,SR001049,847,7701,397,266,584,2768,183,24.58,83.28,112,2330,58.4,44.94,570,1960,487,4959,0.0612
2030-03-04,SR001050,3625,13414,2180,1239,753,2679,185,24.59,64.27,128,8503,75.36,36.91,1834,937,21187,4142,0.9962
2030-03-11,SR001051,5774,14525,3364,647,1163,2554,80,30.7,62.52,224,17223,61.13,50.38,3611,5057,22354,910,0.1674
2030-03-18,SR001052,4663,5670,1138,1965,926,1251,194,3.48,90.96,13,12439,30.1,17.03,4462,3553,22113,6311,0.6113
2030-03-25,SR001053,1248,4594,2339,1779,119,33,79,27.95,59.7,32,14235,61.33,36.19,1259,469,17105,4307,0.9255
2030-04-01,SR001054,6494,10334,2041,1603,459,1553,295,14.07,56.61,195,4308,39.21,6.61,4978,3587,21837,6197,0.825
2030-04-08,SR001055,2452,11054,1949,1623,999,694,413,25.29,62.46,197,15123,66.86,38.43,877,2954,10268,8880,0.662
2030-04-15,SR001056,4830,17058,235,922,882,1646,336,32.32,55.19,39,17818,60.79,22.25,2385,448,11162,7734,0.5227
2030-04-22,SR001057,4770,6253,2966,1891,880,485,109,13.05,61.71,181,8588,95.77,16.78,3326,4618,11972,9134,0.8791
2030-04-29,SR001058,2388,11003,219,522,1041,1534,95,21.5,73.25,189,5137,95.19,23.48,2211,4253,7707,5949,0.4123
2030-05-06,SR001059,5377,377,2615,308,675,1331,299,34.4,96.69,103,9839,95.52,55.93,838,3010,9984,5089,0.1996
2030-05-13,SR001060,6146,16813,257,2069,1016,1158,335,9.52,96.37,135,13853,75.71,11.12,223,1402,8960,7370,0.4582
2030-05-20,SR001061,5412,10745,2039,399,392,54,100,10.34,51.04,30,837,96.19,9.24,3500,4568,20013,9667,0.5248
2030-05-27,SR001062,3204,7133,2940,799,264,2318,297,7.82,96.87,130,2702,47.67,52.47,2231,3070,16425,3727,0.5091
2030-06-03,SR001063,818,11758,3045,1846,810,1438,390,6.89,58.26,198,2303,38.55,54.32,367,3856,6684,1193,0.7041
2030-06-10,SR001064,1877,17640,3252,1675,668,155,353,11.97,55.28,70,9967,85.43,57.03,4425,4871,9778,632,0.4379
2030-06-17,SR001065,931,17493,1451,1369,59,2190,4,32.6,87.24,160,6959,86.71,62.5,1958,6555,11415,7232,0.9185
2030-06-24,SR001066,4932,17177,1298,1372,1220,1367,356,34.76,69.59,92,8076,48.02,32.51,3377,3650,1354,10906,0.1144
2030-07-01,SR001067,6071,4343,1351,794,614,46,72,33.83,48.84,177,11246,83.33,30.5,2883,3578,8249,6479,0.7432
2030-07-08,SR001068,4966,2739,2144,1316,79,160,186,17.18,56.61,254,4519,41.99,19.49,4623,148,8657,6929,0.4696
2030-07-15,SR001069,2339,6752,3209,492,569,82,87,4.68,50.64,105,515,88.01,21.48,4013,1476,459,5249,0.5136
2030-07-22,SR001070,3207,11346,1788,2101,1250,168,173,1.29,88.35,119,15915,46.63,36.03,1499,3918,395,239,0.3441
2030-07-29,SR001071,1669,2757,704,1095,920,538,289,4.37,47.25,175,11920,57.74,64.53,613,2645,882,9606,0.6038
2030-08-05,SR001072,4061,8148,1005,1681,985,491,25,2.21,96.77,127,3657,78.14,64.05,1762,1627,24877,7817,0.2608
2030-08-12,SR001073,4857,16126,3832,991,1140,1955,212,18.74,55.48,47,1980,35.41,50.27,5119,6699,22752,10217,0.0543
2030-08-19,SR001074,1958,17301,1152,309,767,1345,39,34.21,70.24,64,17143,82.6,11.85,2399,3791,233,8654,0.9847
2030-08-26,SR001075,1015,6802,237,973,349,1461,49,26.96,49.59,64,1019,79.03,49.83,962,2172,5439,1735,0.4837
2030-09-02,SR001076,238,15045,223,1316,1017,131,417,15.84,79.29,193,16935,89.58,60.13,3754,6019,15268,626,0.3476
2030-09-09,SR001077,5136,6152,35,1991,739,1526,53,10.39,61.26,196,8328,89.07,10.7,3366,2380,23528,4289,0.3515
2030-09-16,SR001078,5564,11346,1122,1966,1290,773,374,20.52,56.61,92,7414,68.33,43.96,681,4072,5616,10154,0.6751
2030-09-23,SR001079,2127,17888,4052,273,1085,2251,322,13.86,55.11,235,3287,43.38,24.76,3469,4578,3797,4372,0.1376
2030-09-30,SR001080,546,499,2815,662,1264,455,155,0.23,85.16,61,13662,35.53,11.03,1262,5546,24379,9104,0.7003
2030-10-07,SR001081,5609,5000,1857,231,830,405,273,10.5,45.76,138,1587,34.68,43.61,721,7076,22971,10753,0.4556
2030-10-14,SR001082,1106,7757,1806,2074,834,1594,152,9.89,85.45,251,2981,76.5,26.69,3690,212,23502,10614,0.2029
2030-10-21,SR001083,5357,7545,2174,1417,244,2042,278,25.8,79.68,255,9433,84.59,60.03,3863,6300,1091,2994,0.4207
2030-10-28,SR001084,3239,2453,3284,648,463,145,392,15.72,75.38,181,9813,59.99,18.9,965,852,3229,3268,0.3889
2030-11-04,SR001085,4505,1920,3278,2019,763,1172,180,27.35,45.24,257,7330,45.93,39.25,4673,6236,2651,6820,0.9174
2030-11-11,SR001086,1837,2475,3446,1686,1006,2747,348,5.42,81.12,74,8774,65.43,14.57,3562,6113,12381,5550,0.4286
2030-11-18,SR001087,1977,4533,3724,737,834,2715,215,11.45,88.73,254,17938,64.14,56.02,3999,1176,22878,9517,0.2998
2030-11-25,SR001088,5467,13980,2332,836,851,74,191,1.35,54.05,241,7099,40.93,12.53,3062,6914,1873,6024,0.3253
2030-12-02,SR001089,180,10919,1299,1296,330,261,39,15.06,53.82,128,16901,30.79,36.1,1637,5328,1603,10893,0.0706
2030-12-09,SR001090,1758,7552,1525,1206,797,928,136,22.73,88.52,5,9819,63.38,42.38,2073,1777,13408,5800,0.4825
2030-12-16,SR001091,1604,5336,3683,785,1050,1137,211,1.09,86.39,43,12654,62.43,30.0,2533,3694,164,5087,0.8262
2030-12-23,SR001092,1785,1591,1056,1209,375,878,163,32.76,95.21,58,9975,70.52,36.06,3746,5568,9533,8978,0.1883
2030-12-30,SR001093,2264,3107,1872,582,375,1931,138,25.25,75.34,154,4276,65.82,64.23,1855,5665,23902,6351,0.6436
2031-01-06,SR001094,6085,39,2057,1686,75,1002,303,12.51,61.43,237,793,66.58,59.36,270,5437,3040,6251,0.0008
2031-01-13,SR001095,190,4848,2638,2018,372,2447,78,31.24,51.33,188,7365,94.42,5.74,2565,4035,17965,3632,0.8419
2031-01-20,SR001096,4699,13270,2884,1188,772,1575,394,22.23,77.08,177,15924,66.41,42.18,825,3853,14362,8517,0.4173
2031-01-27,SR001097,1362,5473,3317,1700,406,1270,142,6.48,78.4,32,15617,72.75,28.93,3191,5335,6204,6758,0.8856
2031-02-03,SR001098,5082,6175,3217,226,722,1129,53,16.02,55.42,208,15586,96.65,7.62,1300,624,22237,6364,0.3065
2031-02-10,SR001099,3055,16048,3310,25,663,2758,339,17.56,98.31,248,5613,65.43,39.42,2017,5338,11940,10676,0.5828
2031-02-17,SR001100,6196,6994,753,1542,133,2183,272,33.05,45.23,130,13316,92.93,29.95,4371,278,1408,9472,0.8995
2031-02-24,SR001101,5921,16740,1678,1579,1231,1918,400,16.65,96.18,231,9774,85.68,12.86,2440,3892,8119,6959,0.3976
2031-03-03,SR001102,1735,5496,2146,147,130,130,416,22.83,85.11,184,4267,32.89,21.13,4124,4765,21114,2012,0.9584
2031-03-10,SR001103,3642,8061,2678,617,1036,1247,230,4.65,69.26,168,13590,93.88,20.3,1838,3206,16687,146,0.3611
2031-03-17,SR001104,4947,13617,3996,414,518,1881,84,5.08,62.15,68,13141,90.08,43.01,3026,3527,9406,2113,0.755
2031-03-24,SR001105,5007,10928,4171,888,351,2318,401,14.13,49.09,221,11361,35.66,25.82,4204,4862,22891,4812,0.6351
2031-03-31,SR001106,1997,5936,763,629,622,1461,220,2.87,49.71,57,1872,65.76,28.8,4734,3676,8136,3472,0.7077
2031-04-07,SR001107,1628,8648,1406,1568,1075,499,280,33.0,89.28,66,5816,46.1,12.85,5082,4077,13062,10549,0.5028
2031-04-14,SR001108,4220,2731,3719,1075,651,826,232,17.72,63.23,227,15000,94.85,62.28,2559,4038,10270,554,0.3732
2031-04-21,SR001109,4607,12729,2516,3,487,677,155,28.42,59.31,59,7511,41.74,43.29,3792,4904,2803,9511,0.0122
2031-04-28,SR001110,430,4859,1967,1443,139,874,316,4.99,69.53,176,3235,75.05,21.99,3361,2077,1283,6043,0.3181
2031-05-05,SR001111,3858,6203,3658,1281,340,2376,37,14.16,46.07,184,16935,79.98,45.42,4816,4384,12169,3189,0.12
2031-05-12,SR001112,643,2399,1050,1015,455,2331,202,31.23,93.1,58,1853,33.67,28.48,319,819,20573,6846,0.1427
2031-05-19,SR001113,2856,6987,142,2152,922,2403,114,13.33,46.75,189,381,88.38,7.03,1625,346,5971,5176,0.2855
2031-05-26,SR001114,2667,8397,1242,1985,320,2682,385,0.4,75.33,27,6175,33.2,52.86,4562,6480,21186,85,0.5639
2031-06-02,SR001115,1913,9414,690,206,926,2382,65,9.91,73.98,126,14739,82.15,14.67,3928,2678,16528,4121,0.8427
2031-06-09,SR001116,61,14399,130,428,1290,903,29,8.7,70.92,210,14028,95.12,14.73,3079,3330,10785,3186,0.0104
2031-06-16,SR001117,2656,6169,126,1974,295,1690,215,23.85,79.43,34,17855,47.65,42.63,4732,3042,21537,10692,0.77
2031-06-23,SR001118,5332,15878,858,1042,107,1212,354,0.84,56.31,220,14561,78.3,47.67,5161,4702,2107,9976,0.5742
2031-06-30,SR001119,1681,13679,1706,1232,1214,2611,67,15.21,73.35,186,3833,44.0,55.89,1108,5531,18176,10003,0.7882
2031-07-07,SR001120,153,7577,1084,1288,416,538,67,18.78,51.48,88,10661,47.16,64.81,3142,3759,1678,9654,0.8731
2031-07-14,SR001121,158,8307,1757,251,300,2144,364,21.46,83.68,128,16283,67.55,63.56,1647,2321,19045,9732,0.5781
2031-07-21,SR001122,6396,6683,1029,439,97,61,340,7.56,81.23,200,8448,48.59,29.68,3455,1694,17204,3253,0.1203
2031-07-28,SR001123,3492,17183,1964,1368,281,1074,86,10.19,72.81,211,15050,30.6,56.02,4955,2636,9572,7043,0.6074
2031-08-04,SR001124,5336,15690,1310,1776,425,2316,264,12.77,49.99,48,9345,38.49,56.2,615,4215,9356,7017,0.646
2031-08-11,SR001125,2141,2347,791,713,857,642,176,16.87,63.93,172,15760,89.7,60.96,2934,5018,3073,2514,0.4399
2031-08-18,SR001126,477,16339,1341,515,889,831,135,24.49,94.25,91,6127,42.75,24.9,2037,4993,9560,2614,0.2875
2031-08-25,SR001127,3534,3466,3459,2177,617,1477,39,14.46,58.79,66,16016,86.18,17.16,2313,5960,15363,9295,0.3278
2031-09-01,SR001128,4979,4529,3436,268,1153,1141,338,11.78,48.42,169,6646,31.69,47.12,4991,5202,21051,7019,0.4556
2031-09-08,SR001129,5921,13093,745,281,1035,96,218,28.99,62.87,77,434,55.18,21.04,3929,3786,1314,10796,0.8316
2031-09-15,SR001130,2668,17770,3808,1197,489,1603,276,18.35,51.15,61,15459,41.47,34.92,2338,2494,15954,7874,0.9901
2031-09-22,SR001131,359,1861,4120,714,1107,952,145,16.08,75.15,259,7690,66.96,10.64,558,4881,17037,4409,0.6632
2031-09-29,SR001132,1914,11477,1612,1303,370,2697,189,6.84,61.0,202,14275,78.61,61.93,2918,2977,13794,3522,0.2842
2031-10-06,SR001133,2480,15335,1429,1209,595,2262,96,30.71,73.12,104,903,76.07,14.66,2063,4799,12304,4958,0.5255
2031-10-13,SR001134,3708,5583,1271,944,22,1126,384,27.51,69.96,21,17510,50.17,10.34,956,3928,10767,9806,0.4318
2031-10-20,SR001135,3550,12525,69,1540,1075,2336,113,32.65,80.9,114,11551,87.11,15.36,5031,5594,11561,8177,0.1372
2031-10-27,SR001136,3183,15744,4036,942,291,2730,47,1.86,53.93,16,8203,83.58,25.59,1582,3097,10371,4850,0.3412
2031-11-03,SR001137,835,15867,2881,1671,656,2546,234,1.16,81.56,52,8631,68.76,46.42,4957,5529,7128,1456,0.7633
2031-11-10,SR001138,2381,1518,3414,1014,953,2236,128,6.61,61.61,205,10292,54.56,30.0,3345,5355,5291,8007,0.7539
2031-11-17,SR001139,4897,15664,2007,1866,1146,1420,339,16.36,45.34,167,11681,48.97,59.06,4348,2254,15462,9357,0.4452
2031-11-24,SR001140,303,5145,3349,627,683,347,351,7.99,51.09,1,15291,44.29,9.8,2490,5826,16603,9220,0.0176
2031-12-01,SR001141,2795,3008,1920,546,934,1388,103,14.07,56.96,94,5478,47.88,21.39,1460,1665,5797,9751,0.5212
2031-12-08,SR001142,1905,11013,2790,626,75,128,103,14.0,84.79,212,12432,92.2,45.79,4959,1356,3186,3247,0.0247
2031-12-15,SR001143,94,1870,1073,441,759,379,155,1.66,80.13,155,2978,66.31,43.56,3635,6200,12632,5481,0.8481
2031-12-22,SR001144,1736,16118,207,2120,195,430,410,22.16,47.89,87,8933,74.26,24.58,2411,802,20319,6267,0.5214
2031-12-29,SR001145,4441,8380,1922,430,1124,886,278,33.06,93.41,202,15355,98.96,28.31,1240,1837,9610,968,0.5711
2032-01-05,SR001146,5488,10122,275,764,1019,1197,105,33.16,93.23,212,16371,87.35,46.57,1412,5448,38,3392,0.835
2032-01-12,SR001147,930,2362,2745,1096,433,241,254,23.4,93.93,238,11872,97.74,28.71,2308,4317,2600,6520,0.5322
2032-01-19,SR001148,3169,1346,3328,934,933,2093,176,17.44,92.11,151,17934,94.04,38.25,3079,6171,6525,45,0.2923
2032-01-26,SR001149,1468,11264,744,976,685,645,384,21.08,63.01,87,9618,94.68,39.61,3032,7168,5102,9426,0.8108
2032-02-02,SR001150,140,1743,749,2061,400,1312,30,21.03,46.68,30,3328,37.89,62.02,625,5968,24783,1910,0.3811
2032-02-09,SR001151,326,2633,211,1163,766,1896,291,3.05,93.31,230,5541,63.27,31.15,394,2750,11255,4894,0.3324
2032-02-16,SR001152,2447,428,2526,2164,862,1723,21,0.84,80.64,83,17585,89.12,15.34,1792,5812,13867,8925,0.2168
2032-02-23,SR001153,2473,12918,2244,2071,1049,1786,71,13.36,53.94,226,2153,79.64,27.63,178,493,2297,2243,0.139
2032-03-01,SR001154,5315,3139,1122,1751,766,2425,297,3.58,98.95,10,14817,59.4,46.9,545,6444,17680,8085,0.7799
2032-03-08,SR001155,2694,2221,1644,1633,660,1387,174,25.97,79.75,193,4643,92.68,8.56,1649,4746,17164,1334,0.955
2032-03-15,SR001156,394,13724,1022,139,388,2596,315,1.05,60.55,44,6581,92.38,44.56,3589,1056,20201,10660,0.5833
2032-03-22,SR001157,1600,3095,2738,645,392,1195,102,33.56,64.23,125,15613,55.41,27.25,2558,5538,13931,74,0.0766
2032-03-29,SR001158,1279,13918,2389,620,971,2443,397,19.37,65.06,90,2197,84.45,24.18,697,1343,2277,6625,0.6262
2032-04-05,SR001159,5664,16545,1538,1781,447,781,26,29.31,81.32,107,9122,65.11,8.26,2581,5025,4782,8383,0.6565
2032-04-12,SR001160,3900,7274,3926,1748,1201,1165,331,28.55,77.53,143,5407,91.53,30.33,4251,6148,9486,10908,0.3382
2032-04-19,SR001161,3664,4248,2432,1278,785,352,400,2.0,59.6,150,3288,78.09,8.35,1825,4898,22002,9456,0.2199
2032-04-26,SR001162,4421,4658,643,1558,300,386,347,33.58,61.43,151,12416,69.58,26.33,3036,3958,24301,3160,0.1196
