imm_refugee_arrival_month,imm_refugee_resettlement_agency_id,imm_refugee_case_size,imm_refugee_nationality_code,imm_refugee_refugee_category_code,imm_refugee_special_immigrant_visa_flag,imm_refugee_screening_completed_flag,imm_refugee_medical_clearance_flag,imm_refugee_travel_loan_amount_inr,imm_refugee_initial_cash_assistance_inr,imm_refugee_housing_placement_days,imm_refugee_school_enrollment_within_30d,imm_refugee_employment_within_90d,imm_refugee_english_training_enrollment,imm_refugee_healthcare_linkage_within_30d,imm_refugee_trauma_services_referral_flag,imm_refugee_secondary_migration_within_1yr,imm_refugee_public_benefit_uptake_rate,imm_refugee_self_sufficiency_score,imm_refugee_followup_contact_count
2022-04,RA023,2,SYR,SIV,0,1,0,361150,136714,129,1,1,1,1,0,0,56.27,70.6,23
2019-03,RA050,9,SSD,SIV,1,0,1,119529,46698,137,0,0,0,1,0,0,55.51,12.2,30
2025-03,RA053,2,AFG,FAMILY_REUN,1,1,0,113729,3884,102,0,0,1,1,0,0,63.91,31.4,19
2021-05,RA020,4,BGD,UNHCR,0,0,1,244816,116564,107,0,0,0,0,0,1,2.96,11.8,24
2023-10,RA018,3,BGD,ASYLUM,0,1,1,276416,35509,118,0,0,0,1,0,0,53.05,73.0,5
2023-02,RA018,6,SOM,HUMANITARIAN_PAROLE,0,0,0,53283,31649,154,1,1,1,0,1,0,11.36,0.4,27
2019-10,RA042,4,UKR,FAMILY_REUN,0,0,0,53994,96068,86,1,0,1,0,1,0,15.6,46.5,23
2024-01,RA040,9,SOM,ASYLUM,0,0,1,350224,98954,111,1,0,1,1,0,1,21.54,100.0,24
2024-01,RA021,9,SSD,ASYLUM,1,0,0,79904,11036,162,1,0,1,1,1,1,61.32,85.1,16
2020-11,RA008,9,LKA,ASYLUM,0,1,1,170332,84571,177,1,0,0,1,0,0,39.01,58.7,13
2019-06,RA034,3,BGD,UNHCR,0,1,1,398715,9747,73,0,0,1,0,1,0,8.53,69.4,4
2025-03,RA050,3,UKR,ASYLUM,0,1,1,346619,46692,1,1,1,1,1,0,0,28.9,60.4,14
2023-12,RA011,4,LKA,UNHCR,1,0,1,11178,56777,16,0,0,0,1,1,0,7.66,81.1,22
2021-03,RA043,9,PAK,UNHCR,0,0,0,266083,62108,94,1,1,1,1,0,0,66.41,88.6,9
2023-07,RA051,6,SYR,TEMP_PROTECTION,0,0,0,381783,107008,79,1,0,1,0,1,1,55.75,76.7,1
2021-07,RA043,9,AFG,ASYLUM,0,1,0,118026,50387,23,0,1,0,1,0,0,40.77,18.2,11
2021-06,RA010,8,SYR,TEMP_PROTECTION,1,1,0,115485,136590,56,0,0,1,0,0,0,92.77,37.3,10
2024-07,RA008,7,LKA,HUMANITARIAN_PAROLE,0,1,1,96137,6277,70,1,1,1,1,1,0,51.87,78.4,6
2020-01,RA047,5,LKA,TEMP_PROTECTION,1,1,1,81242,75877,82,1,1,0,1,0,1,88.75,82.3,6
2023-11,RA008,9,LKA,TEMP_PROTECTION,1,0,0,200282,117120,143,1,0,1,1,0,1,57.91,62.9,18
2023-06,RA019,4,SDN,ASYLUM,0,0,0,369082,23613,96,0,1,1,1,0,0,37.68,71.4,24
2020-09,RA001,4,SDN,HUMANITARIAN_PAROLE,1,0,0,252281,132031,35,1,0,1,0,1,1,53.9,17.4,6
2022-07,RA055,8,SSD,FAMILY_REUN,1,0,1,362101,52100,44,0,0,0,0,1,1,15.19,37.3,13
2019-11,RA052,4,LKA,SIV,1,1,0,189429,137008,9,0,1,1,0,1,1,67.48,53.5,11
2024-07,RA003,7,IRQ,FAMILY_REUN,1,0,1,140226,142714,62,0,1,0,0,1,0,98.21,98.4,27
2022-02,RA053,4,AFG,UNHCR,1,1,0,320060,106940,42,0,1,0,1,1,0,24.74,79.9,9
2020-12,RA044,1,UKR,FAMILY_REUN,1,1,0,242021,19923,50,0,0,1,0,0,0,32.32,19.3,26
2023-03,RA032,9,PAK,SIV,0,0,1,219673,9227,106,0,1,0,1,0,0,40.61,35.2,4
2025-04,RA048,4,SDN,SIV,1,1,1,373356,68580,2,0,1,1,0,1,0,48.35,21.7,22
2024-01,RA054,3,MMR,HUMANITARIAN_PAROLE,1,1,0,223014,113767,162,1,1,1,0,1,1,71.91,15.2,6
2022-10,RA016,3,IRQ,FAMILY_REUN,0,0,0,244945,122478,68,0,0,1,1,1,1,13.67,12.0,5
2022-07,RA030,9,PAK,UNHCR,1,1,1,12034,99590,78,0,0,0,1,0,1,30.25,96.6,19
2021-03,RA049,8,SOM,TEMP_PROTECTION,0,0,1,357157,75186,35,1,1,1,1,0,0,53.87,90.7,23
2021-06,RA028,7,AFG,TEMP_PROTECTION,0,1,1,160809,141484,48,1,1,0,0,1,1,58.96,48.3,27
2024-03,RA028,7,IRQ,UNHCR,1,1,1,394031,99934,0,0,1,0,0,1,0,53.66,54.9,1
2019-10,RA016,4,SYR,HUMANITARIAN_PAROLE,1,1,1,196568,85947,169,1,0,0,1,1,0,43.55,83.9,28
2019-03,RA041,3,MMR,TEMP_PROTECTION,1,1,0,391180,19500,168,1,1,1,0,0,1,71.15,64.9,12
2025-05,RA054,4,AFG,HUMANITARIAN_PAROLE,0,1,1,226904,93066,72,0,1,0,1,1,1,20.45,73.3,15
2023-12,RA051,6,SYR,TEMP_PROTECTION,1,0,0,257623,13024,115,1,0,0,1,1,0,28.27,79.1,7
2021-03,RA033,4,SOM,TEMP_PROTECTION,0,1,1,39735,29088,147,0,0,0,1,0,1,44.45,48.3,12
2025-10,RA025,4,IRN,FAMILY_REUN,1,1,1,50362,119770,13,1,1,0,0,1,1,69.55,97.5,13
2022-09,RA018,2,SYR,HUMANITARIAN_PAROLE,1,1,0,52286,127393,121,0,1,0,1,1,1,8.24,62.8,4
2024-02,RA026,7,SOM,SIV,1,1,0,185679,42440,92,1,0,0,1,1,0,11.57,63.3,22
2020-12,RA006,6,SYR,UNHCR,0,0,1,344618,98739,179,0,1,1,1,0,0,78.24,14.1,2
2022-10,RA038,2,ERI,TEMP_PROTECTION,0,1,1,218857,88797,53,0,0,0,0,0,1,26.1,98.8,13
2025-06,RA044,5,MMR,SIV,1,1,1,105212,128848,48,0,1,1,0,0,1,96.35,7.1,22
2022-08,RA003,6,IRQ,ASYLUM,0,1,0,78996,17349,29,0,1,1,1,0,0,96.14,98.6,24
2024-03,RA043,5,IRQ,SIV,1,0,0,77790,131287,130,1,1,1,0,1,0,68.59,91.1,22
2019-04,RA006,4,PAK,UNHCR,0,1,1,274101,142499,11,0,0,0,0,0,0,71.69,85.6,12
2020-04,RA014,9,IRQ,ASYLUM,0,1,0,233678,20704,110,1,1,1,0,0,0,65.1,67.4,16
2023-03,RA018,3,SOM,FAMILY_REUN,1,1,1,269996,128245,158,1,0,1,0,0,1,17.73,60.9,8
2025-02,RA016,2,IRQ,ASYLUM,1,0,0,328944,133777,164,0,1,0,0,0,0,50.05,99.7,6
2022-12,RA024,9,AFG,HUMANITARIAN_PAROLE,0,1,1,285347,81598,154,0,0,0,0,1,0,79.3,97.4,17
2024-05,RA013,8,UKR,UNHCR,0,1,1,172925,41732,115,1,1,1,0,0,1,77.47,81.2,20
2024-09,RA001,9,MMR,HUMANITARIAN_PAROLE,0,1,1,179434,130241,151,1,0,1,1,0,1,89.88,8.7,10
2025-05,RA038,3,PAK,SIV,1,0,0,10364,31233,111,0,0,1,0,0,1,90.08,37.2,15
2022-09,RA014,1,AFG,FAMILY_REUN,1,1,1,215296,121124,168,0,1,0,1,0,0,26.15,86.6,25
2019-03,RA017,1,SSD,UNHCR,0,1,1,158811,93267,103,0,0,0,1,0,0,72.17,70.3,30
2020-05,RA057,3,AFG,FAMILY_REUN,1,1,0,62176,73658,10,0,1,0,0,1,1,65.13,12.2,17
2025-11,RA013,4,UKR,TEMP_PROTECTION,0,1,0,179906,126160,90,1,1,1,1,0,0,88.58,34.8,6
2022-01,RA013,2,SYR,UNHCR,1,0,1,233334,73785,72,0,1,0,1,0,0,18.35,1.9,24
2019-05,RA009,8,SYR,HUMANITARIAN_PAROLE,1,0,1,212174,136018,15,0,0,0,1,1,0,73.98,89.3,3
2022-11,RA006,3,UKR,SIV,0,0,1,38304,4743,13,1,1,0,1,0,1,42.33,74.7,18
2022-08,RA006,4,SDN,ASYLUM,1,1,1,287958,149299,174,0,1,1,0,1,1,39.45,43.6,21
2021-09,RA057,6,SOM,FAMILY_REUN,0,0,0,16057,120138,157,1,1,0,0,1,0,3.58,76.0,23
2020-09,RA030,6,SYR,UNHCR,1,1,1,342653,49612,109,0,0,1,1,1,0,96.15,93.3,23
2024-07,RA037,2,LKA,UNHCR,0,1,0,280345,74696,151,0,1,1,1,1,0,67.58,28.0,23
2024-08,RA057,6,PAK,TEMP_PROTECTION,1,1,1,180990,32068,140,0,1,0,1,1,0,59.07,28.6,20
2021-08,RA053,4,NPL,FAMILY_REUN,1,0,1,311868,144593,118,1,1,0,0,1,0,25.12,48.3,28
2020-12,RA046,5,NPL,ASYLUM,1,0,1,169160,138364,125,0,1,0,1,0,1,65.84,70.7,10
2021-11,RA014,7,MMR,SIV,0,1,0,43292,7629,8,1,0,1,0,1,1,94.56,99.3,12
2020-06,RA004,7,IRQ,UNHCR,0,1,0,387134,131361,176,0,1,1,0,0,0,16.33,16.3,27
2024-07,RA034,6,NPL,UNHCR,1,0,0,94853,93397,153,0,1,1,1,1,1,98.38,34.2,5
2023-06,RA002,6,SYR,FAMILY_REUN,1,0,1,49902,15791,48,0,1,1,1,0,0,42.74,36.3,27
2021-02,RA017,6,MMR,FAMILY_REUN,0,1,0,381288,64407,41,1,0,0,0,1,0,97.82,72.6,12
2023-12,RA042,4,SOM,UNHCR,0,0,1,154810,88312,172,0,1,0,1,0,0,63.39,88.7,1
2024-05,RA014,3,PAK,UNHCR,1,1,1,216546,25308,113,0,1,1,1,1,1,32.41,18.4,21
2023-03,RA051,1,PAK,TEMP_PROTECTION,1,0,1,199026,121356,76,0,1,1,1,0,1,37.44,71.4,13
2023-12,RA017,3,IRN,UNHCR,0,0,1,234516,122673,148,1,1,1,0,0,1,29.06,91.0,12
2023-11,RA054,3,IRN,HUMANITARIAN_PAROLE,0,0,1,119724,80986,156,1,1,1,1,0,1,33.48,12.1,4
2025-04,RA030,9,SDN,UNHCR,0,1,1,230230,105152,91,0,1,0,0,1,1,64.65,63.5,2
2020-05,RA043,3,AFG,SIV,1,1,1,35618,4937,151,1,0,0,1,0,1,1.66,20.2,23
2020-09,RA029,8,IRN,SIV,1,1,1,199987,76519,119,1,0,0,0,1,0,96.76,44.1,3
2024-07,RA007,8,IRQ,TEMP_PROTECTION,0,1,0,292909,141302,169,0,1,0,0,0,0,76.85,12.7,13
2021-04,RA009,3,NPL,ASYLUM,0,0,1,196801,96422,83,1,0,1,1,1,0,94.1,68.4,17
2022-08,RA046,6,LKA,FAMILY_REUN,1,1,0,177208,31994,102,1,0,1,0,1,0,71.75,40.1,10
2024-10,RA023,8,PAK,ASYLUM,1,0,1,25322,142782,70,1,0,0,1,0,1,48.1,56.7,18
2024-02,RA036,8,IRN,UNHCR,1,1,1,185185,129272,168,1,1,0,1,0,1,18.97,52.4,1
2022-06,RA014,9,ERI,FAMILY_REUN,1,1,1,142351,44477,47,0,1,0,1,1,0,51.63,69.4,1
2020-10,RA020,9,SSD,UNHCR,0,1,1,250500,31881,78,1,0,0,1,1,1,71.17,89.6,2
2022-02,RA056,8,UKR,FAMILY_REUN,1,0,0,153088,122822,76,0,1,0,1,1,1,85.42,28.0,28
2020-02,RA052,7,SDN,TEMP_PROTECTION,1,0,0,80615,128941,42,0,0,0,1,0,1,32.41,59.5,22
2021-02,RA017,3,UKR,HUMANITARIAN_PAROLE,1,0,0,286869,4437,7,0,1,1,0,0,1,51.05,57.4,25
2022-04,RA032,7,IRN,HUMANITARIAN_PAROLE,0,1,0,335663,69456,62,0,0,1,0,0,1,62.0,31.5,15
2023-06,RA025,4,ERI,HUMANITARIAN_PAROLE,0,1,0,121837,145785,119,1,1,0,1,0,1,58.86,50.0,29
2020-01,RA051,2,LKA,TEMP_PROTECTION,0,0,0,22137,66663,62,1,1,0,0,0,0,5.24,4.0,0
2020-07,RA030,8,SSD,ASYLUM,1,0,1,274201,55753,5,0,0,1,1,0,1,48.34,42.7,9
2022-06,RA049,2,LKA,FAMILY_REUN,1,0,1,283425,74718,73,1,1,1,1,0,1,80.9,27.1,5
2022-05,RA057,1,PAK,ASYLUM,1,0,0,373617,85406,51,1,1,0,0,1,0,80.23,86.4,26
2023-02,RA027,5,ERI,FAMILY_REUN,1,1,0,367417,64388,20,0,0,1,0,1,0,50.71,35.8,16
2019-03,RA027,9,AFG,UNHCR,0,1,0,137606,37495,141,0,1,1,1,0,0,95.24,19.2,18
2021-07,RA046,5,IRQ,HUMANITARIAN_PAROLE,1,1,1,59672,136581,115,0,0,1,1,0,0,82.62,53.0,11
2025-04,RA031,2,PAK,HUMANITARIAN_PAROLE,0,1,1,368568,50203,57,1,0,1,1,0,0,73.73,81.1,19
2020-03,RA045,4,IRN,FAMILY_REUN,1,1,1,370315,30487,152,0,0,1,1,1,0,51.56,35.4,28
2023-06,RA026,8,UKR,ASYLUM,1,0,1,114670,117275,55,0,0,1,0,1,0,59.07,84.7,15
2023-05,RA014,7,AFG,ASYLUM,1,0,1,125466,4867,82,1,1,1,0,0,0,22.32,32.6,23
2022-09,RA058,5,UKR,SIV,1,1,0,26965,74599,8,0,1,1,1,1,0,53.24,73.6,1
2022-02,RA048,4,LKA,HUMANITARIAN_PAROLE,1,0,1,213665,55984,163,1,0,1,0,0,1,52.6,11.5,14
2025-06,RA021,5,MMR,HUMANITARIAN_PAROLE,1,1,0,298613,47455,132,1,1,1,0,1,1,20.28,6.2,22
2025-08,RA028,7,SOM,ASYLUM,0,1,1,345424,61138,80,0,1,0,0,0,0,95.11,73.8,18
2023-02,RA015,5,IRN,HUMANITARIAN_PAROLE,0,0,0,109642,118108,93,0,1,0,0,1,0,24.48,36.8,0
2020-12,RA030,8,SDN,ASYLUM,0,0,1,325724,81774,134,0,1,1,1,0,0,10.42,39.3,5
2020-05,RA025,7,SOM,SIV,0,1,1,208417,8182,133,0,0,0,1,1,1,46.7,57.4,17
2020-06,RA051,7,UKR,FAMILY_REUN,0,1,1,265211,98272,51,1,1,0,1,1,0,68.61,98.7,28
2022-06,RA054,9,NPL,FAMILY_REUN,1,0,1,92274,9192,105,0,0,1,0,0,1,19.52,17.2,18
2020-05,RA011,8,SYR,SIV,1,0,1,34212,77159,54,0,0,0,0,0,1,18.29,30.0,29
2020-04,RA044,8,SOM,HUMANITARIAN_PAROLE,0,1,0,143289,40256,13,1,1,1,1,0,1,26.15,64.9,21
2023-04,RA011,6,SOM,UNHCR,1,0,1,256112,5097,128,0,1,0,1,1,1,30.27,70.1,2
2021-12,RA028,7,NPL,HUMANITARIAN_PAROLE,1,1,1,152943,116081,164,0,1,0,1,0,0,24.62,70.6,27
2022-03,RA055,8,SSD,ASYLUM,1,1,1,5179,67407,48,1,0,0,1,0,0,47.07,59.5,4
2025-09,RA005,5,SYR,TEMP_PROTECTION,1,0,1,252140,148545,139,0,0,1,0,0,0,1.83,58.8,29
2021-01,RA028,2,UKR,UNHCR,0,0,1,285309,78709,132,1,1,0,1,0,0,8.75,14.8,2
2022-06,RA008,7,BGD,SIV,1,1,1,219052,147075,69,0,1,1,1,1,0,72.94,83.5,27
2020-09,RA026,3,SDN,FAMILY_REUN,0,0,1,187436,118854,115,0,0,0,1,0,1,41.23,0.9,6
2024-08,RA006,8,PAK,FAMILY_REUN,0,0,1,399135,27708,118,1,0,0,0,0,1,36.03,41.8,6
2023-11,RA032,6,SYR,HUMANITARIAN_PAROLE,1,0,1,55012,37307,138,1,1,1,0,1,0,1.04,21.5,27
2021-06,RA048,4,UKR,FAMILY_REUN,1,0,0,81092,43524,180,0,1,0,1,0,1,29.82,10.4,0
2023-09,RA032,2,SOM,HUMANITARIAN_PAROLE,1,0,0,178674,66929,78,0,1,1,0,0,1,82.12,31.9,21
2021-09,RA012,7,UKR,ASYLUM,0,1,1,214762,63804,49,1,0,1,0,0,0,34.04,65.7,12
2023-05,RA006,1,IRQ,ASYLUM,1,0,1,78272,27668,180,0,0,1,1,0,1,96.37,49.7,12
2020-04,RA013,7,SDN,SIV,0,0,1,173734,10937,124,0,1,1,1,0,1,39.0,87.4,14
2023-01,RA039,7,MMR,TEMP_PROTECTION,1,0,1,341676,17104,54,0,0,0,0,0,0,46.41,60.0,18
2019-05,RA040,3,SYR,ASYLUM,0,1,1,90686,4326,91,0,0,1,1,0,1,80.19,25.3,6
2025-05,RA044,4,NPL,HUMANITARIAN_PAROLE,0,1,0,391477,69133,2,0,0,1,0,1,0,98.3,51.5,16
2023-12,RA034,4,IRQ,FAMILY_REUN,0,1,1,284442,37727,119,0,1,1,0,1,1,37.16,22.7,9
2024-11,RA023,4,LKA,ASYLUM,0,0,0,221572,40526,143,1,1,0,0,0,1,11.99,17.9,18
2025-09,RA041,9,IRN,ASYLUM,0,1,1,253634,28341,172,0,1,0,0,0,0,52.31,95.5,27
2023-07,RA045,6,IRN,HUMANITARIAN_PAROLE,0,0,1,13746,60493,80,0,0,1,1,1,1,59.18,46.8,25
2021-11,RA017,9,MMR,ASYLUM,0,0,1,244511,65295,163,0,0,0,1,0,1,95.95,65.1,17
2024-09,RA045,4,SDN,FAMILY_REUN,1,1,1,164500,111833,18,0,1,0,1,1,0,41.39,87.3,29
2022-06,RA048,7,SSD,TEMP_PROTECTION,0,1,0,21999,32700,131,1,1,1,1,1,1,9.08,32.2,7
2024-09,RA060,9,IRQ,FAMILY_REUN,1,1,0,101136,6243,58,0,0,1,0,0,1,65.09,78.9,7
2020-12,RA001,3,SOM,TEMP_PROTECTION,1,1,0,195784,39060,88,0,1,0,0,1,0,2.11,78.9,26
2024-11,RA007,3,SSD,FAMILY_REUN,1,0,0,292505,81280,139,0,0,0,0,1,0,42.54,82.4,29
2024-11,RA013,6,SYR,FAMILY_REUN,0,1,0,373269,130202,62,1,1,0,0,0,1,40.96,18.9,8
2023-07,RA014,8,IRQ,UNHCR,0,0,1,139560,24970,26,0,1,0,1,0,1,25.48,96.3,12
2020-02,RA053,1,SDN,FAMILY_REUN,1,1,1,38381,375,124,0,1,1,0,0,0,96.43,27.5,24
2023-07,RA017,4,NPL,UNHCR,0,1,0,147786,104050,151,1,0,0,0,0,1,40.34,77.7,26
2020-03,RA030,8,LKA,FAMILY_REUN,0,1,1,6777,149595,153,1,1,0,1,0,0,89.47,16.2,12
2019-05,RA048,6,MMR,FAMILY_REUN,1,0,1,275286,92312,21,1,1,0,1,0,1,51.51,92.4,1
2019-04,RA047,2,SSD,HUMANITARIAN_PAROLE,1,1,1,91396,90524,69,1,1,1,0,0,0,82.05,42.8,6
2021-06,RA049,8,NPL,TEMP_PROTECTION,1,0,0,123754,137417,18,1,0,0,0,0,0,45.14,66.9,6
2025-12,RA034,1,SOM,FAMILY_REUN,1,0,0,266010,80010,100,0,0,1,1,0,0,99.15,85.0,19
2023-05,RA027,1,BGD,ASYLUM,1,0,0,144101,63255,161,0,1,1,1,0,0,64.0,28.2,21
2025-01,RA058,7,SDN,FAMILY_REUN,1,0,0,169953,38923,138,0,1,1,1,0,1,15.59,38.9,0
2021-06,RA025,3,BGD,SIV,1,0,1,109181,88198,119,1,1,0,0,1,1,0.64,31.3,13
2025-12,RA060,8,AFG,HUMANITARIAN_PAROLE,0,0,1,387513,15271,87,1,1,0,0,1,0,92.89,28.3,5
2024-01,RA044,9,ERI,HUMANITARIAN_PAROLE,0,0,1,253186,129104,172,0,1,1,0,1,0,68.68,51.0,30
2024-11,RA035,8,SSD,FAMILY_REUN,0,0,1,99889,148834,36,1,0,0,1,0,0,10.63,54.7,12
2024-08,RA009,1,IRN,SIV,1,0,1,265084,115781,150,1,0,1,1,0,1,74.35,7.7,0
2023-07,RA006,1,MMR,TEMP_PROTECTION,0,1,1,252049,62030,167,1,0,1,1,1,0,22.71,67.3,20
2024-11,RA026,6,UKR,FAMILY_REUN,1,1,0,356724,23519,170,0,1,0,0,1,1,80.92,42.0,19
2025-01,RA038,1,BGD,ASYLUM,1,1,1,64556,131782,3,1,0,1,0,1,1,60.99,89.0,21
2022-06,RA039,8,NPL,HUMANITARIAN_PAROLE,1,0,1,374156,28026,81,0,1,1,1,1,0,12.37,88.6,26
2025-05,RA058,6,IRN,HUMANITARIAN_PAROLE,0,0,1,284933,89381,14,0,0,0,1,1,1,7.09,72.0,30
2021-05,RA027,5,BGD,TEMP_PROTECTION,1,1,1,144290,118174,150,1,1,1,1,1,1,46.61,85.4,26
2021-11,RA040,6,IRN,SIV,1,1,1,280030,4892,139,0,0,0,0,0,0,93.69,92.3,20
2022-09,RA059,4,SSD,UNHCR,1,0,0,279273,118187,67,1,1,0,0,1,1,56.46,57.7,20
2025-02,RA031,1,PAK,TEMP_PROTECTION,0,1,1,394724,35995,67,1,0,1,1,1,0,75.91,97.2,2
2021-05,RA003,7,SDN,SIV,0,0,1,198378,148186,179,0,0,1,1,0,1,46.95,95.5,25
2024-10,RA024,9,IRQ,ASYLUM,1,1,0,77507,128835,168,1,1,0,0,0,0,38.41,11.0,14
2019-03,RA015,4,IRQ,SIV,1,0,0,129539,88340,104,0,1,1,1,1,1,82.22,52.3,17
2023-09,RA054,4,ERI,TEMP_PROTECTION,1,0,1,140859,105736,58,1,1,0,1,0,1,46.34,11.4,22
2024-06,RA006,9,MMR,UNHCR,0,0,1,127660,125220,57,0,1,1,1,1,1,14.15,68.4,9
2020-10,RA011,4,SSD,ASYLUM,1,0,0,302663,17851,119,0,1,0,0,1,0,27.45,76.5,14
2021-03,RA030,4,NPL,ASYLUM,1,1,1,256485,34326,150,1,0,1,0,0,1,56.14,88.5,27
2020-10,RA035,8,ERI,UNHCR,0,0,0,396874,43479,128,0,0,0,0,0,1,40.26,65.0,7
2025-02,RA048,4,ERI,FAMILY_REUN,0,0,0,285505,38025,55,0,0,1,0,0,1,36.64,45.4,4
2023-01,RA038,9,SOM,SIV,0,1,0,350673,23365,3,0,1,1,0,1,0,66.88,15.6,8
2025-11,RA043,8,SDN,TEMP_PROTECTION,0,1,1,117131,71060,28,1,0,0,0,1,0,63.63,12.5,0
2020-12,RA040,5,UKR,ASYLUM,0,1,0,144946,110948,16,0,0,0,0,0,0,31.4,48.6,28
2021-03,RA029,9,ERI,TEMP_PROTECTION,0,0,0,40284,68410,176,1,0,1,1,1,1,35.94,83.3,18
2021-12,RA023,8,ERI,SIV,1,0,1,256304,106325,50,1,0,1,1,1,1,75.21,75.1,7
2020-05,RA042,4,LKA,UNHCR,0,1,0,190223,126526,176,0,1,1,0,0,0,92.13,88.1,4
2023-08,RA042,4,IRN,HUMANITARIAN_PAROLE,0,1,0,281576,72493,23,1,1,1,1,0,0,32.42,81.1,17
2019-10,RA055,1,SSD,UNHCR,1,1,1,331722,19076,43,1,0,0,0,1,1,29.19,20.5,25
2023-06,RA003,4,UKR,SIV,1,0,1,86059,11261,115,0,0,1,0,1,1,26.53,20.0,8
2025-09,RA026,8,SSD,ASYLUM,1,1,1,397418,78247,168,1,0,1,0,0,1,14.15,45.8,28
2025-02,RA014,5,SDN,SIV,0,1,1,169964,39534,56,1,0,0,1,0,0,37.72,19.1,0
2025-02,RA019,6,ERI,HUMANITARIAN_PAROLE,0,0,1,45205,10090,31,1,0,1,0,0,1,51.6,18.7,18
2022-02,RA021,4,MMR,ASYLUM,0,0,1,7773,32771,158,0,0,0,1,0,0,53.74,26.8,29
2025-09,RA060,5,PAK,HUMANITARIAN_PAROLE,0,0,1,279815,78292,143,1,1,1,0,0,0,69.1,2.3,13
2019-04,RA021,8,ERI,FAMILY_REUN,0,1,1,270445,70295,159,0,0,0,1,1,0,5.26,57.1,13
2023-02,RA009,9,IRN,TEMP_PROTECTION,1,0,1,128017,93737,107,0,0,0,0,0,0,56.14,39.7,3
2024-01,RA013,3,SYR,UNHCR,1,0,1,236879,138433,41,0,0,1,1,1,1,25.5,23.7,6
2020-09,RA041,4,SDN,FAMILY_REUN,0,1,1,163701,51559,121,0,0,0,0,1,0,23.91,13.4,19
2021-12,RA058,1,PAK,SIV,0,0,1,53971,133639,33,1,0,1,1,1,1,78.97,45.6,10
2022-10,RA053,5,NPL,FAMILY_REUN,1,1,1,51942,75713,164,0,0,0,1,1,0,15.35,60.2,1
2024-11,RA044,4,NPL,UNHCR,0,1,1,160071,35917,143,1,0,0,1,0,0,32.91,97.3,17
2022-08,RA046,6,NPL,ASYLUM,1,0,0,336332,105142,84,1,0,0,0,1,0,63.76,25.4,9
2024-04,RA037,6,UKR,TEMP_PROTECTION,1,1,1,214096,88148,140,0,0,1,1,1,0,64.29,2.6,0
2020-06,RA038,6,IRN,HUMANITARIAN_PAROLE,1,1,1,234750,87535,121,0,0,1,0,0,1,4.81,73.6,22
2020-01,RA045,3,LKA,ASYLUM,1,1,0,344807,122958,119,1,1,0,0,1,1,7.26,23.5,13
2020-01,RA045,7,SSD,TEMP_PROTECTION,1,0,0,18794,122161,81,0,0,1,1,0,1,65.54,48.4,24
2021-01,RA024,3,SYR,FAMILY_REUN,1,1,0,93904,1605,119,0,0,0,1,0,1,95.32,80.8,27
2019-05,RA038,6,AFG,SIV,1,1,1,308680,110747,160,0,1,0,1,0,0,99.85,3.7,9
2022-03,RA046,1,AFG,FAMILY_REUN,1,0,0,336314,72820,104,1,0,1,1,1,1,98.71,14.2,17
2021-05,RA011,8,PAK,UNHCR,0,0,1,1833,54721,81,1,0,0,0,1,1,35.16,9.8,6
2023-09,RA029,7,IRN,UNHCR,1,1,1,295797,46029,91,1,0,1,1,1,0,24.18,23.4,29
2022-10,RA045,9,UKR,SIV,1,1,0,146391,17736,162,1,0,0,1,1,0,9.86,17.3,30
2021-09,RA044,3,MMR,TEMP_PROTECTION,1,0,0,265748,134806,164,0,1,1,0,1,0,32.58,31.7,23
2019-10,RA048,8,BGD,ASYLUM,1,1,0,136429,7531,39,1,0,0,1,0,1,27.69,74.6,18
2023-10,RA038,2,AFG,UNHCR,1,0,1,28932,33186,135,1,0,0,0,0,1,57.68,4.2,3
2021-01,RA041,9,PAK,UNHCR,0,0,0,61719,45077,53,1,0,0,1,1,0,36.88,7.4,13
2025-02,RA017,1,ERI,SIV,1,0,0,65415,41220,88,1,0,0,1,1,1,23.15,56.4,8
2022-03,RA052,7,BGD,ASYLUM,0,1,0,64413,84027,134,1,0,0,1,1,0,61.25,52.0,3
2020-04,RA048,1,LKA,FAMILY_REUN,1,0,0,85141,71842,1,0,1,1,1,1,0,32.31,47.4,5
2023-12,RA026,6,AFG,HUMANITARIAN_PAROLE,1,0,0,390970,48241,96,1,1,1,0,0,1,35.36,51.6,23
2021-04,RA026,1,IRN,SIV,0,0,0,106647,135363,55,0,0,0,1,1,0,59.84,74.2,25
2025-04,RA012,4,NPL,ASYLUM,0,1,0,121625,80496,103,1,1,0,0,1,1,11.82,57.6,1
2022-08,RA018,7,ERI,HUMANITARIAN_PAROLE,1,1,0,263740,74632,123,1,1,1,0,1,0,77.42,45.7,0
2023-10,RA009,2,SSD,SIV,1,0,1,375819,100530,176,0,1,1,1,1,0,96.54,8.2,22
2021-08,RA003,3,LKA,FAMILY_REUN,0,0,0,30733,40428,124,1,0,0,1,1,0,49.08,97.5,16
2024-03,RA010,4,SDN,FAMILY_REUN,0,1,1,108030,12612,77,0,0,0,1,0,0,55.99,23.9,3
2022-09,RA043,6,ERI,ASYLUM,1,1,0,9757,58269,7,1,1,0,1,0,1,38.46,86.9,4
2023-05,RA002,9,ERI,ASYLUM,0,1,1,84412,56673,83,0,1,0,1,0,0,95.67,37.9,17
