safe_traffic_reference_year,safe_traffic_country_iso2,safe_traffic_region_nuts_code,safe_traffic_enforcement_type_code,safe_traffic_checks_count,safe_traffic_speed_cameras_count,safe_traffic_speeding_tickets_count,safe_traffic_dui_tickets_count,safe_traffic_phone_use_tickets_count,safe_traffic_seatbelt_tickets_count,safe_traffic_penalty_points_total,safe_traffic_fines_total_eur,safe_traffic_license_suspensions_count,safe_traffic_roadside_drug_tests_count,safe_traffic_vehicle_inspections_count,safe_traffic_tachograph_violations_count,safe_traffic_cross_border_enforcement_directive_flag,safe_traffic_data_source,safe_traffic_revision_round,safe_traffic_data_extract_date
2006,AT,ES18,SPEED_ENFORCEMENT,852023,3689,134233,12663,1429,20438,517344,38042329.38,9420,8814,13516,185,1,ROAD_POLICING_AGENCY,FLASH,2024-09-12
2007,CZ,FR760,ROADWORTHINESS_INSPECTIONS,192691,732,4885,1958,3334,2501,35938,5328968.58,490,4839,29271,781,0,INTERIOR_MINISTRY_STATS,FIRST,2025-02-17
2008,DE,DE231,COMMERCIAL_VEHICLE_CHECKS,596633,266,47323,9584,4598,14316,209355,20971433.39,2137,35503,34753,10038,1,TRANSPORT_INSPECTORATE,SECOND,2024-05-03
2009,LV,LT621,DISTRACTED_DRIVING,2378065,72,335086,5595,104838,23484,1248141,75125663.59,5166,70997,12658,8537,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-08-21
2010,PL,HU26,SEATBELT_ENFORCEMENT,876094,288,78838,13006,8549,37083,334530,21014264.48,6932,8786,32016,2725,1,ROAD_POLICING_AGENCY,FLASH,2024-08-06
2011,ES,PL969,DUI_ENFORCEMENT,366015,932,9125,6438,5022,8072,88323,7362243.82,3567,2318,20080,1499,1,INTERIOR_MINISTRY_STATS,FIRST,2024-03-18
2012,HR,SE93,SPEED_ENFORCEMENT,517106,4234,124953,8334,3749,12249,469334,32713999.51,6143,10304,15509,2885,1,TRANSPORT_INSPECTORATE,SECOND,2025-07-01
2013,FI,BE40,ROADWORTHINESS_INSPECTIONS,3052962,466,300979,31029,37705,68061,1258605,97717203.21,15075,15004,338660,12168,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-06-17
2014,IE,LT4,COMMERCIAL_VEHICLE_CHECKS,1116833,1102,106805,13673,6473,6819,421418,15388449.15,6325,128833,48380,7312,0,ROAD_POLICING_AGENCY,FLASH,2024-11-10
2015,MT,AT54,DISTRACTED_DRIVING,1995584,445,186607,12946,150762,41351,1008829,75667077.63,8499,45924,101735,5990,1,INTERIOR_MINISTRY_STATS,FIRST,2025-10-03
2016,SK,LU5,SEATBELT_ENFORCEMENT,187288,380,15686,2857,3490,15460,83050,5488950.95,989,4636,8837,21,0,TRANSPORT_INSPECTORATE,SECOND,2024-05-02
2017,BE,HU795,DUI_ENFORCEMENT,1078094,502,29395,21904,1123,10879,224195,26547528.74,3959,57696,6443,582,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-08-27
2018,DK,IE7,SPEED_ENFORCEMENT,1668075,783,95747,23261,3069,41974,593147,44629163.55,4087,14799,61462,6327,0,ROAD_POLICING_AGENCY,FLASH,2025-05-12
2019,GR,EE28,ROADWORTHINESS_INSPECTIONS,134450,754,5786,859,2368,4013,35442,1932104.6,230,2716,27773,586,0,INTERIOR_MINISTRY_STATS,FIRST,2024-03-21
2020,LT,LV19,COMMERCIAL_VEHICLE_CHECKS,447414,153,16371,4065,8064,10269,89203,12695146.0,2991,47891,8684,8246,0,TRANSPORT_INSPECTORATE,SECOND,2025-03-13
2021,PT,FI6,DISTRACTED_DRIVING,1474097,772,174461,24686,51619,32695,698208,58230004.0,19303,11487,84615,6462,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-01-20
2022,SE,LV1,SEATBELT_ENFORCEMENT,1607231,561,107079,11731,3855,128864,642110,30840455.03,6499,6555,81103,3366,1,ROAD_POLICING_AGENCY,FLASH,2025-04-22
2023,CY,BE51,DUI_ENFORCEMENT,1788971,370,78854,47450,30860,11417,698463,51489651.9,9654,171120,65282,7924,1,INTERIOR_MINISTRY_STATS,FIRST,2024-04-06
2024,FR,LU600,SPEED_ENFORCEMENT,501934,1044,62005,4821,9257,10406,288091,14394847.46,2999,8421,15622,1200,0,TRANSPORT_INSPECTORATE,SECOND,2024-01-14
2025,IT,DE912,ROADWORTHINESS_INSPECTIONS,2104629,1321,208695,14598,35078,51433,578485,72956522.9,12969,55386,215836,1874,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-03-17
2006,NL,GR92,COMMERCIAL_VEHICLE_CHECKS,914830,905,14455,3486,14576,6437,83994,9607991.32,2180,42752,88458,9094,0,ROAD_POLICING_AGENCY,FLASH,2025-09-05
2007,SI,AT82,DISTRACTED_DRIVING,2247719,530,148463,43031,14284,60285,831770,90361530.54,8989,18430,45468,13067,0,INTERIOR_MINISTRY_STATS,FIRST,2026-01-05
2008,BG,EE70,SEATBELT_ENFORCEMENT,933930,1131,14626,6852,3605,51182,211152,11699993.1,2265,11864,51728,2443,1,TRANSPORT_INSPECTORATE,SECOND,2025-03-05
2009,EE,ES6,DUI_ENFORCEMENT,2978307,783,242563,42680,54124,41844,1235278,137439515.93,8004,15204,75131,2769,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-10-02
2010,HU,SK854,SPEED_ENFORCEMENT,1638630,3472,159715,31740,5231,15100,416463,63498832.83,19233,47838,11711,4294,1,ROAD_POLICING_AGENCY,FLASH,2025-01-09
2011,LU,GR82,ROADWORTHINESS_INSPECTIONS,1036654,803,33289,2068,17762,25077,190146,8983222.65,617,10707,61148,1466,0,INTERIOR_MINISTRY_STATS,FIRST,2025-05-19
2012,RO,LV932,COMMERCIAL_VEHICLE_CHECKS,710340,745,25474,10328,8191,17826,180051,18187093.58,3850,42973,63179,5896,0,TRANSPORT_INSPECTORATE,SECOND,2025-01-15
2013,AT,SI74,DISTRACTED_DRIVING,1054303,1010,142246,1640,46807,10929,578095,17404512.28,3359,25861,3489,4473,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-01-10
2014,CZ,SE268,SEATBELT_ENFORCEMENT,1085883,1277,82030,7073,15912,57766,395093,16852458.46,5286,18678,58004,1071,1,ROAD_POLICING_AGENCY,FLASH,2024-10-18
2015,DE,RO4,DUI_ENFORCEMENT,2269470,607,79077,57978,13006,56667,690988,56966642.41,25880,161098,29840,491,1,INTERIOR_MINISTRY_STATS,FIRST,2024-02-07
2016,LV,NL6,SPEED_ENFORCEMENT,2762736,4269,593980,39013,28790,79209,1096420,120632980.9,15238,23451,117125,6201,0,TRANSPORT_INSPECTORATE,SECOND,2025-10-09
2017,PL,RO5,ROADWORTHINESS_INSPECTIONS,1718784,1172,174544,30014,2703,39552,888534,75196174.65,10501,49780,272848,5474,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-09-30
2018,ES,LT7,COMMERCIAL_VEHICLE_CHECKS,1274028,505,89559,6284,13581,6428,197425,29521075.78,4113,132353,188265,2150,0,ROAD_POLICING_AGENCY,FLASH,2024-09-16
2019,HR,IT671,DISTRACTED_DRIVING,173593,922,33663,1082,8223,273,95285,5443393.95,1098,2001,6406,808,1,INTERIOR_MINISTRY_STATS,FIRST,2025-09-17
2020,FI,LT2,SEATBELT_ENFORCEMENT,2450941,159,77044,47143,39881,171634,887941,60594643.16,25292,3991,107006,6312,0,TRANSPORT_INSPECTORATE,SECOND,2024-08-14
2021,IE,SI7,DUI_ENFORCEMENT,1291523,811,34360,10820,16768,36205,190694,30941249.12,4494,142749,53084,1990,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2026-01-01
2022,MT,PL995,SPEED_ENFORCEMENT,1693725,20,201289,27861,33308,29176,965038,67289856.52,19596,1473,67719,6139,0,ROAD_POLICING_AGENCY,FLASH,2024-09-06
2023,SK,FR376,ROADWORTHINESS_INSPECTIONS,1102525,989,21490,1030,10002,14333,132558,6829473.74,781,15309,61021,1404,1,INTERIOR_MINISTRY_STATS,FIRST,2025-07-16
2024,BE,DK5,COMMERCIAL_VEHICLE_CHECKS,357199,542,8693,1709,2500,7758,44782,5856154.19,1090,23847,27622,5302,1,TRANSPORT_INSPECTORATE,SECOND,2024-09-25
2025,DK,LT33,DISTRACTED_DRIVING,609003,1066,103291,10464,30568,1407,400345,29740377.99,8374,14138,27549,2022,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-03-03
2006,GR,HR5,SEATBELT_ENFORCEMENT,1224077,763,64752,14874,8025,108477,563856,29582087.15,6955,11756,72059,143,0,ROAD_POLICING_AGENCY,FLASH,2025-06-22
2007,LT,LT41,DUI_ENFORCEMENT,2033816,802,161522,79280,39462,2244,1093394,60042448.6,25599,64923,109631,3537,0,INTERIOR_MINISTRY_STATS,FIRST,2025-12-14
2008,PT,SE282,SPEED_ENFORCEMENT,1541120,4953,239900,15155,4587,2030,584485,27027057.52,9656,5487,80509,7594,1,TRANSPORT_INSPECTORATE,SECOND,2025-10-26
2009,SE,LV925,ROADWORTHINESS_INSPECTIONS,440892,915,15774,8218,8165,1655,116795,17004786.08,2678,9131,10224,504,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-10-02
2010,CY,FI369,COMMERCIAL_VEHICLE_CHECKS,288436,720,4776,523,425,5206,16259,1779657.61,156,24089,43825,6300,0,ROAD_POLICING_AGENCY,FLASH,2026-01-17
2011,FR,SE18,DISTRACTED_DRIVING,580448,1287,57260,10809,32044,12195,228100,17358280.94,2585,1636,10755,1127,0,INTERIOR_MINISTRY_STATS,FIRST,2024-05-17
2012,IT,BG11,SEATBELT_ENFORCEMENT,1714329,881,103119,16190,29371,83317,398013,24147044.38,13002,22092,59228,6484,1,TRANSPORT_INSPECTORATE,SECOND,2025-10-28
2013,NL,PL99,DUI_ENFORCEMENT,919223,1182,87058,40832,1467,15602,649833,36069967.54,20132,74008,40994,1795,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-06-12
2014,SI,AT23,SPEED_ENFORCEMENT,422371,4496,53840,5416,1266,2614,186620,14645116.71,4080,5315,16060,1645,0,ROAD_POLICING_AGENCY,FLASH,2024-10-17
2015,BG,BG137,ROADWORTHINESS_INSPECTIONS,3080158,682,120767,15197,7999,31202,334539,27101944.4,6858,17100,133495,7710,0,INTERIOR_MINISTRY_STATS,FIRST,2024-04-30
2016,EE,ES88,COMMERCIAL_VEHICLE_CHECKS,89528,664,3066,209,1756,876,10687,1312151.34,164,8001,19225,1942,1,TRANSPORT_INSPECTORATE,SECOND,2024-09-28
2017,HU,IT943,DISTRACTED_DRIVING,157634,11,18464,2064,4926,2443,84209,2751421.58,1569,4594,1409,56,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-04-29
2018,LU,IE615,SEATBELT_ENFORCEMENT,717400,922,82142,8917,2578,44074,305966,33989290.24,4888,16702,41443,3406,0,ROAD_POLICING_AGENCY,FLASH,2024-03-19
2019,RO,CZ6,DUI_ENFORCEMENT,1792894,716,35745,69226,28548,2035,655217,151978958.92,21295,122007,61189,8035,1,INTERIOR_MINISTRY_STATS,FIRST,2025-09-19
2020,AT,FI97,SPEED_ENFORCEMENT,612326,1008,132318,5906,11429,10072,474309,32728581.93,4669,1378,7013,390,1,TRANSPORT_INSPECTORATE,SECOND,2024-03-07
2021,CZ,IE428,ROADWORTHINESS_INSPECTIONS,1362344,871,99239,7469,6808,37168,267232,21699744.09,4436,12028,177638,6400,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-12-06
2022,DE,SK684,COMMERCIAL_VEHICLE_CHECKS,1042791,90,81805,17984,2132,23850,341557,32515254.5,11854,120719,162517,22156,1,ROAD_POLICING_AGENCY,FLASH,2024-07-09
2023,LV,DK534,DISTRACTED_DRIVING,1319518,271,77260,18757,11160,1514,455402,21020274.99,10730,2529,15575,6968,1,INTERIOR_MINISTRY_STATS,FIRST,2024-11-13
2024,PL,SI65,SEATBELT_ENFORCEMENT,2030607,1031,68341,2933,3452,26511,239028,13246068.69,3186,20563,105325,6924,1,TRANSPORT_INSPECTORATE,SECOND,2025-07-10
2025,ES,FI16,DUI_ENFORCEMENT,1615441,104,91621,41123,2103,2607,468840,34251039.04,13105,122026,15578,1703,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-01-29
2006,HR,GR9,SPEED_ENFORCEMENT,1993045,1410,134982,25925,15693,29855,585965,74810911.09,11407,42018,54529,11001,0,ROAD_POLICING_AGENCY,FLASH,2024-03-23
2007,FI,FR2,ROADWORTHINESS_INSPECTIONS,2179316,504,213369,5569,36938,61468,533164,35595860.12,5536,44757,433152,6002,1,INTERIOR_MINISTRY_STATS,FIRST,2024-06-06
2008,IE,FI29,COMMERCIAL_VEHICLE_CHECKS,1717603,1371,97213,34098,33701,4232,673824,52654612.07,10289,61739,107780,11820,0,TRANSPORT_INSPECTORATE,SECOND,2024-07-22
2009,MT,DK11,DISTRACTED_DRIVING,843266,73,175574,2124,6968,11020,441711,30487918.02,4982,18516,41877,3025,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-05-01
2010,SK,FI18,SEATBELT_ENFORCEMENT,1209958,492,100920,15517,21296,64112,403423,36527329.96,10989,23508,62122,659,1,ROAD_POLICING_AGENCY,FLASH,2024-06-02
2011,BE,IE537,DUI_ENFORCEMENT,329486,451,7403,6782,6554,1131,114791,10796349.88,1082,38242,14050,1298,0,INTERIOR_MINISTRY_STATS,FIRST,2025-12-07
2012,DK,SE46,SPEED_ENFORCEMENT,3000706,4308,372941,41025,33202,69577,1107197,90845477.02,11152,17669,43309,13724,1,TRANSPORT_INSPECTORATE,SECOND,2026-02-14
2013,GR,LU603,ROADWORTHINESS_INSPECTIONS,797226,93,89773,8509,4795,7962,379641,10931512.27,5083,9380,133053,232,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-03-02
2014,LT,BE633,COMMERCIAL_VEHICLE_CHECKS,1112883,1036,87450,12573,8506,9964,253669,30906621.03,10066,100287,30015,8365,0,ROAD_POLICING_AGENCY,FLASH,2024-07-24
2015,PT,DE173,DISTRACTED_DRIVING,627701,982,67312,2874,36502,5729,205992,12685427.53,2247,16601,3995,3446,0,INTERIOR_MINISTRY_STATS,FIRST,2024-11-06
2016,SE,PL71,SEATBELT_ENFORCEMENT,455646,217,14930,4419,2443,33580,125625,14693173.03,2635,11474,25955,480,0,TRANSPORT_INSPECTORATE,SECOND,2024-05-11
2017,CY,PL72,DUI_ENFORCEMENT,415639,656,18990,2999,439,6961,76117,5905610.29,1574,10652,15421,1449,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-12-01
2018,FR,MT28,SPEED_ENFORCEMENT,1429486,2105,217298,6898,16966,27019,448572,40910527.52,6963,14472,34368,6641,0,ROAD_POLICING_AGENCY,FLASH,2024-04-18
2019,IT,CZ71,ROADWORTHINESS_INSPECTIONS,282040,1138,13011,2190,5329,477,51623,3269980.56,547,6314,18747,1387,0,INTERIOR_MINISTRY_STATS,FIRST,2025-08-17
2020,NL,HU8,COMMERCIAL_VEHICLE_CHECKS,1628822,849,36235,8559,7775,45444,239716,18262684.6,3019,119215,262973,47217,0,TRANSPORT_INSPECTORATE,SECOND,2024-10-01
2021,SI,EE69,DISTRACTED_DRIVING,1941845,1240,344428,10540,145561,15100,959967,84131273.01,10824,46588,99925,8077,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-11-12
2022,BG,BE485,SEATBELT_ENFORCEMENT,1586610,1369,78695,6061,10128,22956,334624,27817648.1,3853,17226,47220,291,0,ROAD_POLICING_AGENCY,FLASH,2024-06-25
2023,EE,ES2,DUI_ENFORCEMENT,1283251,755,112096,32113,21210,16357,586365,38329536.47,12479,30701,65991,6995,0,INTERIOR_MINISTRY_STATS,FIRST,2025-11-06
2024,HU,BE1,SPEED_ENFORCEMENT,832438,3752,23868,11200,6671,23104,238481,11647181.99,7121,4860,8395,3018,0,TRANSPORT_INSPECTORATE,SECOND,2025-02-18
2025,LU,FR6,ROADWORTHINESS_INSPECTIONS,230020,964,19813,874,2429,553,52999,3671001.42,233,3008,11056,688,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-06-19
2006,RO,FR939,COMMERCIAL_VEHICLE_CHECKS,752334,1150,31614,12148,11780,10536,232936,26652759.12,6404,85423,45242,19497,1,ROAD_POLICING_AGENCY,FLASH,2025-11-11
2007,AT,LV48,DISTRACTED_DRIVING,179629,1230,30648,452,6861,1080,56171,4365744.08,324,5073,2734,593,0,INTERIOR_MINISTRY_STATS,FIRST,2025-05-22
2008,CZ,RO470,SEATBELT_ENFORCEMENT,855437,759,21267,15887,12161,63546,368673,36651437.45,7000,1259,24661,4058,0,TRANSPORT_INSPECTORATE,SECOND,2025-05-26
2009,DE,HU68,DUI_ENFORCEMENT,1287432,880,111869,7930,16628,34215,369038,20977378.84,4592,18160,54245,2728,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-10-22
2010,LV,IT52,SPEED_ENFORCEMENT,430634,1995,86544,1552,8192,5232,275342,8387129.45,655,6701,25214,2428,0,ROAD_POLICING_AGENCY,FLASH,2025-03-19
2011,PL,MT528,ROADWORTHINESS_INSPECTIONS,210121,408,6431,2350,2510,1441,28922,4693967.97,1107,5455,13032,1229,1,INTERIOR_MINISTRY_STATS,FIRST,2025-12-30
2012,ES,MT11,COMMERCIAL_VEHICLE_CHECKS,1994930,1150,213988,18101,8111,11553,615543,70208513.29,7862,49360,332424,14857,1,TRANSPORT_INSPECTORATE,SECOND,2025-07-27
2013,HR,LU998,DISTRACTED_DRIVING,1370473,899,298752,2083,46832,4390,551673,48040518.85,7617,24406,38593,3709,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-03-28
2014,FI,BE373,SEATBELT_ENFORCEMENT,2315184,718,124328,33595,12759,72895,615695,50791826.41,17390,3493,28141,13304,0,ROAD_POLICING_AGENCY,FLASH,2025-01-22
2015,IE,BG5,DUI_ENFORCEMENT,309241,220,20542,10720,5972,5409,185346,22298509.31,1636,21704,4826,1533,1,INTERIOR_MINISTRY_STATS,FIRST,2024-10-21
2016,MT,SI490,SPEED_ENFORCEMENT,269945,3632,41150,658,1886,5597,69954,5791798.61,879,8051,4298,1007,0,TRANSPORT_INSPECTORATE,SECOND,2024-09-23
2017,SK,CY132,ROADWORTHINESS_INSPECTIONS,2748319,304,172421,35136,11518,19625,947237,90605808.6,17319,43636,179811,6885,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-11-15
2018,BE,FR1,COMMERCIAL_VEHICLE_CHECKS,910483,1374,33207,10385,4000,6491,173619,13394368.68,5509,43805,120289,7754,1,ROAD_POLICING_AGENCY,FLASH,2024-04-11
2019,DK,IE2,DISTRACTED_DRIVING,1749683,74,95349,11106,107425,24507,804786,39693358.05,8622,29534,16358,7186,0,INTERIOR_MINISTRY_STATS,FIRST,2024-02-09
2020,GR,SK586,SEATBELT_ENFORCEMENT,847851,896,83960,1830,3037,45122,287841,11604266.65,2817,22942,39554,2174,1,TRANSPORT_INSPECTORATE,SECOND,2024-11-04
2021,LT,CZ572,DUI_ENFORCEMENT,3078230,1244,253312,168876,46737,10637,1819930,298581069.63,68009,340252,47613,10756,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2026-02-05
2022,PT,PL97,SPEED_ENFORCEMENT,1036297,2054,146006,15208,5751,27260,306192,21169956.49,8267,27704,29868,4394,1,ROAD_POLICING_AGENCY,FLASH,2026-01-24
2023,SE,EE43,ROADWORTHINESS_INSPECTIONS,1336666,724,100214,18194,21945,6252,451757,21988627.68,13400,19691,264961,4017,1,INTERIOR_MINISTRY_STATS,FIRST,2025-10-15
2024,CY,NL5,COMMERCIAL_VEHICLE_CHECKS,2228928,1017,53267,22253,39011,4844,497779,47325271.61,14260,150019,488346,57978,1,TRANSPORT_INSPECTORATE,SECOND,2024-01-17
2025,FR,FR941,DISTRACTED_DRIVING,2697529,725,334301,50190,77428,65974,1777887,128785673.32,21647,45424,104704,5204,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-05-06
2006,IT,HR269,SEATBELT_ENFORCEMENT,251685,528,26611,4914,2555,18949,158863,6092898.75,1669,2761,7877,5,0,ROAD_POLICING_AGENCY,FLASH,2025-04-06
2007,NL,ES33,DUI_ENFORCEMENT,1058530,1335,49988,18680,5242,18671,319531,28509412.21,4903,78613,7253,6167,0,INTERIOR_MINISTRY_STATS,FIRST,2024-12-11
2008,SI,LV71,SPEED_ENFORCEMENT,1387064,3923,138870,16966,9989,27955,378008,33234056.83,12516,34241,41162,8021,1,TRANSPORT_INSPECTORATE,SECOND,2026-02-13
2009,BG,SE7,ROADWORTHINESS_INSPECTIONS,74073,1108,8226,1006,194,2200,26733,2896106.54,403,1936,962,366,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-01-07
2010,EE,MT65,COMMERCIAL_VEHICLE_CHECKS,1198015,245,48945,15933,20361,24790,291950,20224213.84,9174,56810,139537,12316,1,ROAD_POLICING_AGENCY,FLASH,2025-05-03
2011,HU,DE6,DISTRACTED_DRIVING,1193004,78,269096,4835,77074,31811,1035361,32178210.12,4075,29769,49015,6305,1,INTERIOR_MINISTRY_STATS,FIRST,2025-05-14
2012,LU,RO943,SEATBELT_ENFORCEMENT,976247,354,87385,12619,17045,39197,312663,40457846.8,5380,13941,8759,2264,1,TRANSPORT_INSPECTORATE,SECOND,2024-01-10
2013,RO,NL18,DUI_ENFORCEMENT,127708,429,14163,2362,416,2151,63956,6579939.64,1030,10006,2420,405,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2026-02-01
2014,AT,FR97,SPEED_ENFORCEMENT,2255217,3650,257605,39564,40319,37941,667707,80172925.06,26946,43800,88829,9092,0,ROAD_POLICING_AGENCY,FLASH,2025-09-30
2015,CZ,SE3,ROADWORTHINESS_INSPECTIONS,298372,353,3281,4425,2535,8431,58524,6209479.28,1536,4914,28495,568,1,INTERIOR_MINISTRY_STATS,FIRST,2025-12-28
2016,DE,PL69,COMMERCIAL_VEHICLE_CHECKS,931102,140,76445,13311,15662,9701,323010,23472022.42,4018,104603,41066,7708,0,TRANSPORT_INSPECTORATE,SECOND,2024-06-20
2017,LV,BG34,DISTRACTED_DRIVING,3189075,599,339258,15301,148448,71538,1073498,93656005.85,11756,34889,146433,10541,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-02-19
2018,PL,SI38,SEATBELT_ENFORCEMENT,1130950,351,39732,14110,13266,98957,266422,34640905.02,7255,24255,26692,1249,1,ROAD_POLICING_AGENCY,FLASH,2024-01-10
2019,ES,DK69,DUI_ENFORCEMENT,731620,924,50711,35104,3627,5552,465761,29395364.41,19451,78931,21294,3133,0,INTERIOR_MINISTRY_STATS,FIRST,2025-12-31
2020,HR,LV162,SPEED_ENFORCEMENT,1326441,3627,336083,11337,13242,14062,1293858,56311442.67,10303,33482,14236,1299,0,TRANSPORT_INSPECTORATE,SECOND,2024-04-03
2021,FI,EE64,ROADWORTHINESS_INSPECTIONS,182185,179,9736,3384,998,2058,59638,6652111.33,813,2894,32760,1075,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2026-02-10
2022,IE,IE783,COMMERCIAL_VEHICLE_CHECKS,2869107,763,334931,28720,45771,51789,1316161,120830944.42,7182,266345,505093,61105,1,ROAD_POLICING_AGENCY,FLASH,2024-06-02
2023,MT,FR938,DISTRACTED_DRIVING,869195,742,121098,14690,27972,3869,330916,31562980.18,9318,15485,26291,3759,1,INTERIOR_MINISTRY_STATS,FIRST,2025-03-21
2024,SK,FR22,SEATBELT_ENFORCEMENT,162661,443,17752,1025,745,671,54017,4424954.83,536,2794,5556,753,0,TRANSPORT_INSPECTORATE,SECOND,2024-07-06
2025,BE,SK69,DUI_ENFORCEMENT,264090,1381,26683,3403,927,4824,86626,10258676.48,2274,1436,6444,71,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-05-11
2006,DK,EE55,SPEED_ENFORCEMENT,330560,3975,21228,2835,5757,6142,76017,8081129.19,1751,2780,16388,939,0,ROAD_POLICING_AGENCY,FLASH,2024-01-13
2007,GR,HU47,ROADWORTHINESS_INSPECTIONS,1181538,230,105922,10435,6635,31352,389842,36741915.26,4016,17490,19701,6621,1,INTERIOR_MINISTRY_STATS,FIRST,2024-05-25
2008,LT,SK548,COMMERCIAL_VEHICLE_CHECKS,1519173,511,169826,22704,2905,13719,529579,48274464.57,14646,67262,20141,39608,1,TRANSPORT_INSPECTORATE,SECOND,2024-09-23
2009,PT,AT18,DISTRACTED_DRIVING,2107147,212,167748,40269,152129,37947,1165309,69525341.61,12867,51227,116850,8142,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-10-08
2010,SE,LT82,SEATBELT_ENFORCEMENT,2664453,1354,228629,5296,15797,112668,572797,40738260.15,7214,26887,157376,8274,0,ROAD_POLICING_AGENCY,FLASH,2024-03-12
2011,CY,AT239,DUI_ENFORCEMENT,192841,1199,19424,1108,1631,1522,75270,3934787.68,932,10284,7217,489,1,INTERIOR_MINISTRY_STATS,FIRST,2024-04-12
2012,FR,HR4,SPEED_ENFORCEMENT,563111,2759,141787,5963,1008,7674,251184,18492291.29,4906,12828,7582,3205,1,TRANSPORT_INSPECTORATE,SECOND,2026-02-19
2013,IT,CY836,ROADWORTHINESS_INSPECTIONS,880629,1397,9992,11795,15262,13303,180633,19658099.68,2488,11705,121316,140,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-08-07
2014,NL,MT899,COMMERCIAL_VEHICLE_CHECKS,86796,1050,2596,487,1342,1583,21904,920804.42,154,294,11924,2248,0,ROAD_POLICING_AGENCY,FLASH,2024-03-10
2015,SI,MT873,DISTRACTED_DRIVING,1554262,1292,382200,22813,57321,7808,1385555,107785146.0,13131,22830,38602,6466,1,INTERIOR_MINISTRY_STATS,FIRST,2024-07-15
2016,BG,PT213,SEATBELT_ENFORCEMENT,1499113,1157,88888,3239,2253,105528,375940,24793605.97,3088,32916,14318,2198,1,TRANSPORT_INSPECTORATE,SECOND,2024-08-19
2017,EE,HU178,DUI_ENFORCEMENT,806359,990,93343,36935,11000,10673,520184,67451188.26,9170,66369,21352,552,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-03-14
2018,HU,EE3,SPEED_ENFORCEMENT,2391084,3540,402582,34218,32719,14030,1603418,82284383.19,13117,20804,117140,11798,0,ROAD_POLICING_AGENCY,FLASH,2025-08-05
2019,LU,RO765,ROADWORTHINESS_INSPECTIONS,1494292,384,82218,15784,7514,42260,367455,46887887.73,5439,17079,127238,3421,1,INTERIOR_MINISTRY_STATS,FIRST,2025-01-13
2020,RO,HU333,COMMERCIAL_VEHICLE_CHECKS,1819007,1136,148810,30248,16080,18330,615149,34407197.72,11520,12966,371964,26695,1,TRANSPORT_INSPECTORATE,SECOND,2025-07-05
2021,AT,BG3,DISTRACTED_DRIVING,528705,1230,128633,7657,27414,6126,565335,25688784.2,6436,14192,27560,2270,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-09-07
2022,CZ,BG738,SEATBELT_ENFORCEMENT,905727,176,34408,7250,9585,8357,177201,18254166.35,2910,4617,20746,61,1,ROAD_POLICING_AGENCY,FLASH,2025-01-01
