care_coverage_coverage_year,care_coverage_state_ut_code,care_coverage_district_lgd_code,care_coverage_scheme_type_code,care_coverage_pmjay_beneficiary_count,care_coverage_abha_id_linked_share_pct,care_coverage_premium_benchmark_inr,care_coverage_deductible_individual_inr,care_coverage_oop_max_individual_inr,care_coverage_network_tier_type,care_coverage_covered_lives_count,care_coverage_uninsured_rate_estimate,care_coverage_esic_enrollment,care_coverage_cghs_enrollment,care_coverage_employer_covered_share_pct,care_coverage_subsidy_eligible_share_pct,care_coverage_plan_switch_rate_pct,care_coverage_special_enrollment_count,care_coverage_rate_review_status,care_coverage_data_source_agency
2021,IN-KL,LGD-D-2469934,CommunityBased,2779102,84.82,4185.44,7233.95,26221.07,Restricted,2509881,14.73,3791647,291572,47.28,30.69,12.59,75047,NotApplicable,NHA
2020,IN-MZ,LGD-D-3931938,Mixed,1189261,43.83,15968.46,6730.27,125835.35,Open,11588435,14.99,1386694,513755,49.42,49.32,7.99,219974,Approved,MoHFW
2016,IN-GA,LGD-D-5609504,StateScheme,404347,79.07,29990.02,6613.09,56436.07,Open,9250056,9.23,1446056,93364,39.21,63.0,13.73,10823,NotApplicable,ESIC
2020,IN-BR,LGD-D-2165553,CGHS,303372,64.17,11902.0,3976.13,6790.81,EHS_Network,11389373,3.69,3816437,308840,17.58,12.45,0.28,88955,PendingDocs,ESIC
2016,IN-MZ,LGD-D-1634003,PrivateGroup,604226,16.41,27184.89,10833.83,38107.12,Restricted,4528766,10.4,2990328,475330,21.57,27.73,34.86,134316,NotApplicable,CGHS
2018,IN-LA,LGD-D-9844153,StateScheme,2380436,47.69,15005.42,23339.43,23425.11,Tiered,6538890,5.52,520157,172055,14.76,72.7,0.9,79043,PendingDocs,NIC
2018,IN-BR,LGD-D-8838975,StateScheme,158474,50.14,28317.64,22667.46,51396.9,Open,938223,2.89,5261212,234242,17.03,12.27,2.84,16438,Rejected,ESIC
2022,IN-KA,LGD-D-9864540,CGHS,525500,7.15,27298.19,17755.79,61744.28,Open,9226133,26.44,2791177,34689,44.31,36.08,27.62,165362,Rejected,CGHS
2019,IN-GJ,LGD-D-5161427,ESIC,1665650,41.51,13042.44,3838.92,16958.47,Open,11410410,23.56,3870332,104396,18.85,75.1,34.03,141265,Rejected,StateHealthDept
2025,IN-SK,LGD-D-8241312,StateScheme,3267984,89.32,27959.23,6278.68,16441.52,EHS_Network,6090037,6.12,688406,657341,0.05,6.54,9.88,166134,PendingDocs,MoHFW
2017,IN-HR,LGD-D-1745634,PrivateGroup,1217139,37.99,32731.39,9704.58,103376.75,Preferred,1948093,17.83,1187167,581129,20.04,22.16,28.88,115643,UnderReview,IRDAI
2025,IN-MN,LGD-D-6042633,CommunityBased,1839145,23.52,26238.2,1699.78,53463.31,Preferred,7619680,27.64,5124257,98605,9.07,24.07,24.38,223926,NotApplicable,CGHS
2019,IN-DH,LGD-D-8538289,PMJAY,3293367,70.67,34835.64,9080.23,17308.69,Tiered,6984199,14.05,5108978,176233,33.45,11.25,8.35,35945,Approved,NHA
2022,IN-BR,LGD-D-9288736,PrivateGroup,596132,77.12,11661.35,22593.28,63923.76,EHS_Network,1886803,13.1,3034712,182795,17.93,29.66,17.86,143658,Rejected,ESIC
2021,IN-TN,LGD-D-1787757,CommunityBased,252734,45.32,31811.63,6683.78,5742.76,Preferred,8414881,14.73,693047,370057,48.8,14.1,17.74,3630,Rejected,NHA
2018,IN-HP,LGD-D-5170541,StateScheme,879401,68.47,33285.01,4506.62,63418.37,EHS_Network,9474272,34.68,4496397,187986,7.72,4.21,17.49,184720,NotApplicable,StateHealthDept
2022,IN-HP,LGD-D-5225447,CommunityBased,645499,2.95,32009.75,21201.23,65784.11,Preferred,2779906,28.53,2348246,355379,2.11,29.01,2.07,180871,NotApplicable,CGHS
2024,IN-CH,LGD-D-7407379,CGHS,1285793,67.59,12510.37,7118.26,42697.72,EHS_Network,5650958,21.24,4755077,304028,8.65,73.72,29.7,20918,Rejected,StateHealthDept
2020,IN-AN,LGD-D-5644298,CGHS,2321677,73.55,2091.05,8968.78,51220.05,Restricted,5947631,12.54,1209466,524346,3.52,72.9,8.03,168020,Approved,StateHealthDept
2022,IN-MP,LGD-D-3290427,StateScheme,1333124,60.94,12954.89,14434.05,5411.72,Tiered,9120924,26.67,4207317,573749,41.45,84.06,32.59,206808,Approved,MoHFW
2022,IN-HP,LGD-D-2427027,CommunityBased,1166593,57.74,15277.97,15775.57,108519.15,Tiered,8134206,14.46,1056890,534194,27.51,56.51,22.91,222672,NotApplicable,StateHealthDept
2019,IN-NL,LGD-D-5664500,Mixed,3334167,15.4,14927.99,23315.43,62285.94,Preferred,2966419,15.47,2369113,688077,44.14,14.72,1.01,91599,Rejected,NIC
2023,IN-AP,LGD-D-4419076,PMJAY,3449254,51.93,30880.96,20319.81,48919.23,Open,11183502,16.1,4958509,280313,14.31,69.12,13.96,185664,Rejected,MoHFW
2016,IN-MH,LGD-D-3880011,StateScheme,1391670,63.82,23306.87,17969.68,23024.36,Restricted,3683339,20.63,853398,333934,13.31,38.36,1.71,202755,UnderReview,NHA
2019,IN-WB,LGD-D-1070666,StateScheme,721176,52.84,21551.11,7341.77,130534.0,Open,1663134,18.87,2851388,573941,6.16,28.44,2.67,171382,NotApplicable,MoHFW
2023,IN-LD,LGD-D-7000600,PrivateGroup,1252027,13.67,25302.24,17132.78,1305.01,Restricted,4417298,12.23,3811700,656138,26.26,51.98,31.26,118847,Approved,ESIC
2016,IN-BR,LGD-D-8583509,Mixed,2729817,5.62,34131.72,22958.09,146298.25,Preferred,11687488,34.36,1206907,200297,3.03,80.37,18.68,207146,PendingDocs,ESIC
2024,IN-UK,LGD-D-9400708,StateScheme,1194083,70.94,30063.74,11836.53,17799.31,Open,506960,23.96,993678,575912,53.48,82.37,27.73,194979,Rejected,NIC
2022,IN-JH,LGD-D-1160305,ESIC,1227029,32.95,33301.79,3153.38,125412.68,Tiered,6251826,6.06,3048598,538974,39.87,59.78,23.79,105952,PendingDocs,ESIC
2024,IN-DH,LGD-D-2373913,Mixed,1984869,36.49,4314.03,6870.93,10055.48,Preferred,1699652,4.12,3368802,534547,39.59,47.12,0.2,111827,Rejected,NHA
2025,IN-JK,LGD-D-3360543,ESIC,414004,56.39,6890.7,8985.75,91487.41,Restricted,6108141,24.86,2735186,316232,42.73,28.98,15.93,208427,PendingDocs,StateHealthDept
2017,IN-TS,LGD-D-7240955,CommunityBased,1066500,44.43,4711.05,17243.71,88878.95,Preferred,6286417,8.31,670927,61618,13.96,49.11,5.82,88313,Rejected,IRDAI
2022,IN-JK,LGD-D-1170941,CommunityBased,2371637,97.05,7419.55,1900.91,14276.07,EHS_Network,10574108,17.26,2839024,339150,27.7,68.61,7.2,235354,NotApplicable,NHA
2025,IN-ML,LGD-D-3430978,StateScheme,2990751,36.83,20673.63,298.24,124139.32,Tiered,6421681,16.81,1966956,385623,46.9,24.15,0.66,86732,NotApplicable,NHA
2022,IN-CH,LGD-D-1752449,ESIC,59738,66.15,9126.76,20959.4,59982.14,Open,11052752,13.09,4601778,655349,33.66,43.44,6.42,62028,UnderReview,CGHS
2019,IN-TR,LGD-D-4610096,PrivateGroup,3175379,62.9,6071.75,21978.6,41632.46,Preferred,4816355,0.81,2881079,38395,49.28,34.11,9.88,109766,UnderReview,ESIC
2023,IN-AR,LGD-D-7278235,Mixed,3418613,38.66,28215.28,11890.71,43894.68,EHS_Network,7034441,5.07,5831625,74395,46.96,37.05,14.23,20888,PendingDocs,CGHS
2020,IN-HP,LGD-D-6652633,PMJAY,1372806,4.09,17711.04,24007.66,16045.98,EHS_Network,2742071,23.33,65908,478843,28.45,55.25,9.72,28413,NotApplicable,StateHealthDept
2021,IN-HR,LGD-D-2428046,ESIC,384200,9.14,32475.38,22678.09,82096.13,Restricted,3558144,8.66,2317792,271738,9.78,80.62,2.83,60190,PendingDocs,NIC
2021,IN-MH,LGD-D-4209387,CGHS,307943,4.36,12272.59,14689.06,145358.54,EHS_Network,1836844,32.92,3869946,564558,1.32,69.52,18.68,242904,NotApplicable,MoHFW
2019,IN-UK,LGD-D-2150883,PMJAY,453958,29.33,25258.81,12880.12,68645.18,Preferred,8324054,18.06,4397832,263555,7.36,33.84,30.18,148716,PendingDocs,StateHealthDept
2023,IN-AP,LGD-D-9610847,StateScheme,2878429,10.94,16469.45,1849.77,2480.64,Open,9453755,25.02,4350092,690222,27.52,33.42,30.21,5323,NotApplicable,CGHS
2022,IN-MP,LGD-D-3904409,PMJAY,1073146,5.12,21961.47,5695.04,14475.76,Tiered,8102651,23.98,2474894,571604,28.11,50.8,32.06,237978,UnderReview,StateHealthDept
2022,IN-GJ,LGD-D-6941684,ESIC,491596,18.94,34685.25,16350.44,40575.92,Restricted,6938707,23.13,1870150,371410,51.29,37.31,33.32,203687,PendingDocs,IRDAI
2022,IN-AR,LGD-D-6176926,ESIC,2073266,27.93,26328.63,21700.33,147935.19,EHS_Network,1405479,31.2,1880024,286835,40.32,64.84,26.62,164811,PendingDocs,NIC
2017,IN-MH,LGD-D-4544999,CommunityBased,1316651,58.78,15581.96,13526.88,74997.41,EHS_Network,456679,24.88,3141652,319094,6.39,48.59,33.33,59503,Rejected,MoHFW
2019,IN-MN,LGD-D-1158570,ESIC,2070291,22.96,25616.32,12754.67,112219.12,Restricted,2406427,21.4,3143563,95484,0.23,81.62,2.83,225730,PendingDocs,MoHFW
2023,IN-CG,LGD-D-1431509,PMJAY,2131933,66.88,28720.03,14959.08,37406.53,EHS_Network,8019995,12.08,2261230,80781,24.84,48.97,17.68,74434,UnderReview,CGHS
2021,IN-LA,LGD-D-2370786,StateScheme,2217490,48.31,14707.66,11141.61,100533.26,Restricted,11896798,18.67,2991920,515411,53.8,29.03,34.84,47803,PendingDocs,CGHS
2021,IN-GJ,LGD-D-9554014,CGHS,420903,69.87,31067.33,5346.13,70839.92,EHS_Network,7460204,26.78,4489149,53444,7.98,60.71,7.31,207856,PendingDocs,StateHealthDept
2023,IN-HP,LGD-D-5145642,CGHS,3374401,9.05,30693.92,1541.73,142508.9,Open,10870033,9.1,1673873,12449,23.8,81.95,7.72,82678,PendingDocs,NIC
2017,IN-UK,LGD-D-8552560,ESIC,2462882,75.26,23756.46,10920.11,98005.87,EHS_Network,3333909,15.05,2042928,640863,23.64,18.96,6.45,7728,Approved,CGHS
2020,IN-DH,LGD-D-4409163,CommunityBased,743734,74.61,16016.61,3779.73,74151.99,Tiered,6364787,17.41,1478017,25311,14.82,34.92,1.75,173337,Approved,StateHealthDept
2023,IN-AP,LGD-D-2446488,CommunityBased,956325,8.55,33530.5,10314.26,57369.22,Restricted,4896676,3.56,5726343,183406,23.57,77.22,12.75,43952,NotApplicable,StateHealthDept
2020,IN-LA,LGD-D-5879827,StateScheme,2872315,16.23,21903.73,13503.8,53600.54,Preferred,999572,11.36,1478312,457201,22.02,39.23,4.95,150553,Rejected,CGHS
2017,IN-KL,LGD-D-2280890,StateScheme,2963150,71.5,21052.01,24145.48,142076.77,Restricted,7607897,12.98,457251,224065,14.38,84.63,1.82,150481,Rejected,ESIC
2021,IN-LD,LGD-D-6313670,CommunityBased,2058668,72.32,30757.24,17399.58,56954.09,Tiered,3881917,8.79,4025545,212746,50.27,64.84,26.68,150426,UnderReview,MoHFW
2025,IN-LA,LGD-D-7384431,PrivateGroup,432293,18.49,15931.93,10980.33,4680.85,Preferred,5230897,3.2,226533,663844,15.66,40.49,12.41,97552,PendingDocs,CGHS
2025,IN-PB,LGD-D-9542933,CGHS,495251,13.6,24162.76,23487.45,84794.12,Tiered,9697714,25.9,2665322,523182,46.81,43.46,16.86,137205,PendingDocs,NHA
2021,IN-MZ,LGD-D-7991475,PrivateGroup,2907001,80.93,27952.78,6555.4,90287.36,Tiered,6951332,4.05,2717020,290504,19.94,71.05,30.0,55538,Approved,MoHFW
2016,IN-CG,LGD-D-7453180,PMJAY,1004742,20.25,6237.77,654.16,140149.02,Tiered,2968673,12.44,1055440,548300,15.77,12.94,9.85,72855,NotApplicable,NHA
2024,IN-MN,LGD-D-5777631,PrivateGroup,1469691,93.84,11543.9,24902.35,134976.24,Tiered,3052484,13.59,781388,558207,29.71,35.16,8.83,199256,Rejected,StateHealthDept
2019,IN-PB,LGD-D-9084155,PMJAY,2877980,47.67,18844.74,10055.25,58806.99,Open,8617156,5.6,2813701,179856,32.56,33.51,19.88,111265,PendingDocs,IRDAI
2020,IN-TR,LGD-D-8043021,ESIC,497305,34.79,2651.45,4277.9,134147.22,Restricted,2527900,12.48,1185229,583554,40.16,2.66,3.92,57343,NotApplicable,MoHFW
2018,IN-UP,LGD-D-5439755,ESIC,695773,0.05,2595.45,22073.47,40885.63,Tiered,7653117,27.92,1415289,523243,44.68,20.85,24.33,23088,PendingDocs,IRDAI
2022,IN-AP,LGD-D-8315798,PrivateGroup,901512,46.28,19812.27,9426.77,19291.19,EHS_Network,6314809,9.73,3293691,184117,49.85,45.67,4.52,50450,PendingDocs,IRDAI
2020,IN-LA,LGD-D-2721844,PrivateGroup,1126659,71.0,29575.93,16998.46,87892.96,Preferred,11789028,7.7,4253030,118245,16.78,22.52,28.64,176845,UnderReview,MoHFW
2017,IN-MH,LGD-D-9000439,Mixed,2238515,40.22,13633.88,9987.65,104620.85,Preferred,3419340,4.38,964801,366844,17.69,39.39,34.45,57093,UnderReview,MoHFW
2022,IN-LD,LGD-D-2844241,Mixed,3277759,82.01,27327.65,19139.34,122176.97,EHS_Network,3968320,30.14,1335568,374765,6.35,54.3,30.96,50817,UnderReview,IRDAI
2025,IN-OD,LGD-D-5295216,CommunityBased,3376719,49.6,27196.86,24065.63,117502.88,Restricted,42874,33.94,1651898,668331,52.48,11.59,28.59,132400,UnderReview,CGHS
2016,IN-DL,LGD-D-2657840,PrivateGroup,2286413,92.84,11733.95,23980.69,143470.46,EHS_Network,5018412,13.83,986369,64588,12.55,67.4,26.23,200773,Rejected,NIC
2016,IN-AP,LGD-D-4366028,Mixed,1915250,64.62,2691.11,20764.92,63170.96,Restricted,261228,9.7,411678,580313,23.12,84.98,2.25,233510,Approved,CGHS
2025,IN-MN,LGD-D-2153221,Mixed,1460681,86.58,32944.44,24559.55,34652.46,Preferred,1843597,30.78,112119,365345,42.76,35.58,14.12,136391,Approved,MoHFW
2022,IN-LA,LGD-D-9768096,CommunityBased,3381407,84.54,5736.44,22707.56,89551.81,EHS_Network,10306395,7.7,5872020,413424,9.32,7.94,13.34,230863,Approved,IRDAI
2019,IN-AR,LGD-D-2252552,ESIC,1231512,44.02,19538.81,17828.87,100983.87,Restricted,8871625,22.71,5848612,265217,12.58,38.44,25.93,189093,UnderReview,NIC
2017,IN-BR,LGD-D-8957388,CGHS,1442402,10.81,25190.98,15857.15,96807.64,Restricted,6573312,1.5,2039228,686762,40.24,23.94,34.92,151056,Rejected,MoHFW
2025,IN-LA,LGD-D-1453616,PMJAY,2344937,80.81,4735.0,22032.38,146784.67,Preferred,99554,7.09,4010358,79020,45.02,16.52,25.41,47757,Rejected,MoHFW
2024,IN-BR,LGD-D-3079008,CommunityBased,2676684,89.77,29097.65,14341.45,61769.01,Open,1079444,8.78,4547345,604426,25.15,63.55,20.02,206837,Approved,NHA
2023,IN-PY,LGD-D-8535014,PrivateGroup,2994484,20.17,20583.82,3220.57,90365.74,Open,9725843,8.35,258346,612885,44.67,36.6,12.2,196438,PendingDocs,StateHealthDept
2023,IN-AR,LGD-D-4274728,CommunityBased,2293325,54.91,17363.16,24615.74,86411.78,Open,996490,15.84,3175999,221281,53.11,12.85,29.61,243570,Approved,CGHS
2019,IN-UK,LGD-D-1973264,CommunityBased,2511686,86.94,27316.32,10184.46,94986.96,Open,10142929,16.93,5303463,530219,26.32,55.96,5.19,94214,Approved,NHA
2020,IN-NL,LGD-D-4840821,CGHS,2358726,88.93,16550.18,23794.37,129499.38,Tiered,581475,14.03,2053596,358313,40.8,26.43,9.88,97850,PendingDocs,MoHFW
2023,IN-TR,LGD-D-9845425,ESIC,3072179,82.01,10110.51,4699.87,96839.26,Restricted,2633792,16.43,2103520,561260,29.7,57.57,15.33,32699,UnderReview,CGHS
2022,IN-JH,LGD-D-5838372,CGHS,211070,82.29,20909.86,14894.25,128482.9,Open,8558894,4.09,115852,345248,5.24,67.78,12.02,198684,Rejected,NIC
2022,IN-MN,LGD-D-9977855,StateScheme,482333,73.24,4528.24,24200.51,6022.41,Tiered,367888,2.46,2046254,156275,4.31,36.28,21.85,217140,NotApplicable,ESIC
2017,IN-SK,LGD-D-1813284,PrivateGroup,747652,85.03,34468.54,24319.13,124079.64,Preferred,3711608,9.91,4673158,121279,5.24,76.86,12.82,72890,Approved,StateHealthDept
2024,IN-TR,LGD-D-5093624,PMJAY,1442594,84.96,21733.52,1252.96,6069.5,Restricted,1489572,32.77,12940,50347,22.41,77.29,14.16,177287,PendingDocs,IRDAI
2020,IN-TN,LGD-D-6611984,PrivateGroup,1596324,16.03,11471.37,3948.26,92911.48,Open,5714601,34.08,597980,672724,35.14,20.92,10.56,44796,Rejected,IRDAI
2018,IN-GA,LGD-D-1204729,PrivateGroup,69598,6.94,8582.61,24199.78,91204.96,Tiered,8409848,33.32,5074701,338158,53.08,46.6,3.17,172790,PendingDocs,NHA
2017,IN-CH,LGD-D-1753137,PMJAY,523181,31.89,14898.74,19367.84,141172.59,Open,6345285,13.71,5472686,415743,17.01,13.87,18.21,148640,PendingDocs,NIC
2019,IN-DL,LGD-D-4351945,ESIC,3228446,86.78,16403.63,18428.53,56454.82,Tiered,8306013,0.6,5493277,242166,7.58,53.24,3.83,180064,Rejected,NIC
2019,IN-SK,LGD-D-8478962,CommunityBased,1467712,14.88,3662.03,24931.94,142217.33,Preferred,6367847,5.46,690761,174099,45.35,38.08,25.63,149564,NotApplicable,CGHS
2021,IN-AS,LGD-D-9786272,PMJAY,2396293,73.41,28742.53,16519.17,133628.28,Preferred,9181102,19.36,4143567,493506,31.52,5.18,25.09,240964,Rejected,IRDAI
2016,IN-GA,LGD-D-5525357,CGHS,2123838,85.83,22719.64,23096.15,119590.19,Open,6925475,14.32,1446267,405999,40.2,6.43,33.79,163957,PendingDocs,StateHealthDept
2024,IN-WB,LGD-D-6379053,CGHS,1689697,58.75,4914.25,2829.79,39843.47,Restricted,6609430,1.48,3810356,208876,5.98,66.26,10.01,40386,Rejected,NHA
2023,IN-CH,LGD-D-6363959,PrivateGroup,753727,37.24,26913.68,10784.69,131789.57,Open,11995857,1.01,2920694,322032,19.88,24.09,17.51,125565,PendingDocs,ESIC
2018,IN-HR,LGD-D-1406939,PrivateGroup,2632062,55.55,4640.09,8515.54,20434.76,Open,7337120,29.19,4931590,519021,11.55,8.68,24.14,11256,Rejected,IRDAI
2017,IN-AS,LGD-D-2711604,PMJAY,1292991,16.23,18478.26,8417.52,123992.13,Tiered,10874598,24.53,2655142,129908,0.09,29.72,11.94,17260,Approved,CGHS
2021,IN-DH,LGD-D-7361178,Mixed,2975511,85.38,9774.37,14967.17,46185.02,Restricted,315799,13.34,4293652,397512,12.87,36.52,11.51,192127,Rejected,IRDAI
2020,IN-CG,LGD-D-5056360,Mixed,3399996,65.77,4281.88,21336.66,133008.33,Open,6830773,16.51,3470611,503580,5.45,38.46,22.34,83500,NotApplicable,NIC
2016,IN-LA,LGD-D-1374790,StateScheme,688255,33.3,4684.93,175.4,69672.73,Preferred,9251730,22.03,390292,125885,33.59,69.49,32.58,190074,PendingDocs,MoHFW
2021,IN-SK,LGD-D-4176961,CommunityBased,3002140,52.07,12940.01,13311.28,111606.7,Open,1844822,12.91,4986416,177370,9.31,47.9,30.02,88411,Approved,ESIC
2020,IN-UK,LGD-D-8325724,ESIC,3497252,85.38,34232.44,3416.85,31437.1,Tiered,7161667,2.44,2291001,195602,14.16,23.69,0.43,55115,Rejected,MoHFW
2024,IN-MP,LGD-D-1021352,Mixed,1513111,4.14,30366.27,19309.66,114134.73,Preferred,320769,25.62,4174091,403245,2.31,53.56,6.9,218352,Approved,NIC
2022,IN-AN,LGD-D-7838641,PrivateGroup,794152,43.33,12811.17,15819.3,57601.78,EHS_Network,8735848,2.77,2388948,173051,4.38,72.36,13.01,75605,Rejected,MoHFW
2020,IN-UK,LGD-D-2766348,CGHS,3294719,64.18,8628.81,7679.38,105361.77,EHS_Network,2992784,25.01,16009,466195,2.92,41.59,6.49,146540,NotApplicable,MoHFW
2020,IN-MP,LGD-D-1322968,StateScheme,925672,41.5,27327.27,15891.9,37515.19,Open,7919849,15.34,2657001,639992,43.07,57.66,14.83,15976,Rejected,IRDAI
2025,IN-HR,LGD-D-9513734,PrivateGroup,533767,82.47,28526.75,18566.05,51445.55,Restricted,4703831,21.99,1552164,346239,51.97,0.74,28.27,67478,NotApplicable,IRDAI
2019,IN-DL,LGD-D-9279237,CGHS,487233,74.05,32412.82,16000.49,85923.57,Open,3119397,17.6,2231551,683034,5.15,0.72,17.42,112599,UnderReview,CGHS
2022,IN-JK,LGD-D-5585079,ESIC,1183397,96.79,9800.24,16053.61,6654.34,EHS_Network,4637409,9.18,4162617,577830,22.93,46.57,9.72,187811,Approved,NHA
2020,IN-OD,LGD-D-8624783,ESIC,1099465,3.09,13104.68,23363.24,48115.02,Open,8766895,6.59,371896,489860,28.51,64.88,8.64,242581,Approved,MoHFW
2018,IN-GJ,LGD-D-1885696,StateScheme,954270,42.27,14171.62,13182.97,86469.22,Restricted,2595533,13.27,3665789,297179,30.15,72.41,6.14,181780,UnderReview,NHA
2024,IN-DH,LGD-D-1308408,Mixed,3129378,78.85,23251.74,8837.48,96517.32,Preferred,3555768,28.85,4562849,324238,30.23,77.69,22.38,99763,Approved,IRDAI
2020,IN-AR,LGD-D-9504095,StateScheme,2766266,78.53,6726.96,2142.62,79767.39,Restricted,6414249,24.78,5788097,72439,12.1,19.53,20.31,223368,NotApplicable,NIC
2019,IN-AN,LGD-D-9342998,PMJAY,168766,17.04,27294.32,2723.17,78624.59,EHS_Network,10079462,13.22,2732803,416084,9.23,9.04,33.29,180365,Rejected,NIC
2024,IN-OD,LGD-D-7285430,PrivateGroup,30927,56.68,25042.78,15949.97,137490.82,Tiered,7210537,24.68,1132592,374451,54.96,61.9,10.71,139606,Rejected,MoHFW
2025,IN-DH,LGD-D-6131514,CommunityBased,3128604,15.93,25611.65,15781.37,99803.09,Open,277751,8.28,873420,608454,6.94,17.79,34.65,12802,UnderReview,MoHFW
2018,IN-MZ,LGD-D-3522053,StateScheme,39734,78.91,32643.74,24679.52,48859.23,Tiered,743154,10.64,5352783,433520,13.3,14.45,3.45,220380,NotApplicable,CGHS
2019,IN-PY,LGD-D-7194250,Mixed,960187,41.21,6151.15,6080.47,10063.04,Preferred,1112096,1.78,1882250,201945,19.15,31.71,31.39,202398,PendingDocs,ESIC
2024,IN-TS,LGD-D-4319447,CommunityBased,2882678,91.52,23995.39,20551.26,26245.91,EHS_Network,7974150,32.5,4788900,299943,2.06,75.1,13.34,148890,NotApplicable,NHA
2016,IN-ML,LGD-D-5794777,CommunityBased,1344534,40.42,29995.17,4738.99,77158.6,Open,11990820,17.23,5074077,532412,52.37,28.81,24.65,113117,Approved,CGHS
2017,IN-ML,LGD-D-6947657,CGHS,1637546,41.54,17757.16,15774.63,13475.47,Restricted,3666163,22.8,655232,611439,9.79,2.92,19.28,11598,Rejected,ESIC
2022,IN-BR,LGD-D-4480908,CGHS,2075654,67.7,31749.27,17138.91,143101.74,Restricted,7375889,34.24,3097535,127271,8.44,29.82,31.52,20040,Approved,MoHFW
2019,IN-HR,LGD-D-7493584,CommunityBased,1698520,9.23,2861.51,14421.08,18702.94,Restricted,8413081,19.42,479320,47055,19.82,7.75,18.83,199652,PendingDocs,ESIC
2022,IN-KA,LGD-D-2792230,Mixed,984046,0.97,12718.63,16591.06,15916.69,Open,8710324,3.22,805731,644421,26.0,57.48,3.63,202526,NotApplicable,NIC
2025,IN-MZ,LGD-D-4768950,StateScheme,1583480,33.34,33187.92,5683.72,67215.25,Preferred,11366179,12.41,1849874,56542,6.83,27.54,23.21,17976,PendingDocs,IRDAI
2025,IN-AS,LGD-D-4128419,ESIC,3064478,57.78,7989.38,8176.59,13974.31,Preferred,10572946,34.2,1754103,252867,41.52,75.95,6.84,215169,Approved,NHA
2016,IN-CG,LGD-D-8720932,PMJAY,1078355,38.74,6179.05,8143.44,14505.18,Tiered,7503654,18.82,566305,676295,26.28,37.89,25.47,117649,NotApplicable,MoHFW
2020,IN-KL,LGD-D-4478390,PrivateGroup,1624981,34.57,18216.05,8274.8,48044.67,Preferred,8671490,6.03,5916690,568466,18.9,51.58,24.96,132462,Rejected,CGHS
2019,IN-UK,LGD-D-7028771,StateScheme,2494142,72.11,25238.02,12679.58,79427.55,Tiered,4139604,17.86,5001189,114577,48.55,61.25,0.03,160310,Rejected,StateHealthDept
2020,IN-AR,LGD-D-3030768,StateScheme,1934985,38.49,25749.04,23310.72,10805.63,Open,1800056,29.81,2852450,284019,42.87,57.97,22.17,110588,Approved,NIC
2016,IN-MZ,LGD-D-5033347,PrivateGroup,1118687,75.68,11740.75,23279.48,53738.34,Tiered,2344670,10.39,3725609,642631,46.88,21.51,5.93,78447,Approved,CGHS
2023,IN-AP,LGD-D-7407606,PrivateGroup,1714973,23.38,13716.74,3331.09,117422.16,Open,8882335,11.38,4436449,96986,9.96,49.02,16.22,221113,NotApplicable,CGHS
2017,IN-UK,LGD-D-6553470,ESIC,1412951,55.53,23858.37,7480.45,134998.8,EHS_Network,5823648,0.82,597420,426034,44.32,0.71,24.76,69741,Approved,StateHealthDept
2024,IN-LD,LGD-D-6287032,PMJAY,2084500,62.0,14164.8,7119.14,61672.02,EHS_Network,9189476,8.96,4691308,414191,17.27,68.7,17.43,193294,PendingDocs,NIC
2024,IN-MP,LGD-D-6784530,CGHS,3093257,65.07,27705.79,3591.22,9343.83,Tiered,6828387,4.28,5008093,584930,54.47,61.23,35.0,176127,Rejected,NIC
2021,IN-AN,LGD-D-2771682,CommunityBased,3141774,29.43,13620.1,6647.84,115008.79,Restricted,169563,0.51,5264782,603896,30.69,20.51,21.92,155066,UnderReview,NIC
2016,IN-UP,LGD-D-6931248,ESIC,3300328,52.71,21655.68,855.77,16322.83,Tiered,7265097,3.4,5476059,296366,10.38,31.32,25.54,208986,UnderReview,CGHS
2020,IN-AS,LGD-D-3334297,PMJAY,2167239,51.98,19054.21,2986.74,42940.45,Open,8742696,4.43,4461285,664650,25.98,39.28,13.57,27406,Approved,NHA
2024,IN-UP,LGD-D-2982176,CommunityBased,2558802,93.35,6961.99,19696.93,86607.3,Restricted,11076270,25.52,945444,576961,21.79,56.56,13.28,221199,PendingDocs,ESIC
2022,IN-MZ,LGD-D-1059916,PrivateGroup,2000543,60.81,1696.97,12922.98,1081.77,Preferred,10164231,29.94,2843262,629222,41.35,22.41,7.69,149978,UnderReview,MoHFW
2021,IN-DL,LGD-D-5160543,PMJAY,3204823,25.43,33462.03,16861.54,3637.32,Restricted,10907151,21.67,2885573,604343,25.84,11.29,20.95,128395,Approved,NHA
2022,IN-DH,LGD-D-1636800,Mixed,1173120,44.84,5453.46,24149.04,64438.35,Tiered,2595065,22.01,4725778,309137,1.99,8.69,9.46,20872,NotApplicable,NHA
2017,IN-GA,LGD-D-5603942,StateScheme,1051704,62.07,6797.42,2579.81,81384.84,Open,4516086,26.58,4067055,499821,41.49,5.7,28.01,143341,NotApplicable,ESIC
2023,IN-MH,LGD-D-8660693,PrivateGroup,2806327,17.79,29156.57,10097.53,131506.76,EHS_Network,6133055,14.64,4681572,397160,10.84,36.39,14.6,107964,UnderReview,StateHealthDept
2024,IN-TS,LGD-D-7080197,ESIC,2048579,41.67,9528.53,22311.49,117025.75,Restricted,5380769,17.97,1539263,630348,52.19,33.18,18.58,133253,Approved,IRDAI
