tax_property_assessment_year,tax_property_parcel_geocode,tax_property_property_class_code,tax_property_assessed_value_total,tax_property_market_value_estimate,tax_property_tax_rate_millage,tax_property_tax_bill_amount_usd,tax_property_homestead_exemption_flag,tax_property_senior_exemption_flag,tax_property_disabled_exemption_flag,tax_property_appeal_filed_flag,tax_property_appeal_outcome_code,tax_property_assessment_ratio,tax_property_equalization_factor,tax_property_delinquency_rate_pct,tax_property_foreclosure_initiation_flag,tax_property_tax_increment_district_flag,tax_property_school_levy_share_pct,tax_property_municipal_levy_share_pct,tax_property_payment_plan_enrolled_flag
2010,PARCEL0000001032,IND,31747785.95,27249932.5,32.0085,993454.69,0,0,0,0,REDUCED,0.6011,0.9919,8.17,0,0,0.6475,0.3117,0
2022,PARCEL0000001033,COMM,196789890.98,261160576.46,24.7332,4529193.84,0,0,0,0,UPHELD,0.9177,1.1115,2.89,1,0,0.6792,0.2082,1
2016,PARCEL0000001034,RES_SF,198032191.95,201879006.16,35.7391,7277420.52,1,0,0,0,PENDING,0.7784,1.1278,17.39,0,1,0.7492,0.1335,0
2020,PARCEL0000001035,AG,183359417.46,182492526.61,4.2877,736265.81,1,0,0,1,UPHELD,0.6948,0.9158,7.47,0,0,0.5004,0.4734,1
2013,PARCEL0000001036,RES_SF,53866391.15,62168786.22,29.3198,1654570.35,1,0,0,0,REDUCED,1.0161,0.8909,12.26,0,0,0.6154,0.3087,0
2021,PARCEL0000001037,RES_MF,14384670.56,16958901.41,4.1099,56333.37,1,0,0,0,UPHELD,0.7222,0.9574,5.54,0,0,0.3662,0.2619,0
2006,PARCEL0000001038,RES_MF,211453746.67,218367132.59,28.7886,6426336.23,1,0,0,0,PENDING,0.5861,0.9178,10.29,0,1,0.5643,0.3023,0
2020,PARCEL0000001039,RES_SF,249770390.67,239384310.58,4.7084,1265463.23,0,0,0,0,NONE,0.9105,1.0937,6.06,0,1,0.5687,0.2714,0
2008,PARCEL0000001040,RES_SF,58675758.78,67562221.66,37.8766,2143959.56,1,1,0,0,NONE,0.8958,1.2212,5.33,0,1,0.6417,0.144,0
2024,PARCEL0000001041,VACANT,147858520.74,151175704.18,14.4212,2134520.25,1,0,0,0,NONE,0.5091,1.0371,3.08,1,0,0.562,0.267,0
2022,PARCEL0000001042,AG,216578168.58,234603208.59,26.4759,6124588.36,0,1,0,1,NONE,0.7394,0.9178,14.1,0,0,0.5023,0.2295,0
2010,PARCEL0000001043,VACANT,95319578.06,104547053.81,40.0617,4085449.6,1,0,0,0,REDUCED,0.6109,1.1299,8.85,0,0,0.7405,0.159,1
2009,PARCEL0000001044,AG,190534330.03,176747127.12,27.035,4945111.45,0,0,0,0,NONE,0.7676,0.8813,14.8,0,0,0.6632,0.23,1
2025,PARCEL0000001045,IND,19780401.9,25908515.73,5.8739,110679.12,0,0,0,0,PENDING,1.1127,1.1768,0.46,0,0,0.6687,0.1815,0
2011,PARCEL0000001046,RES_SF,169489255.12,159895247.5,14.0829,2252518.85,1,0,0,0,UPHELD,0.9546,1.0353,0.29,0,0,0.6147,0.2652,1
2024,PARCEL0000001047,RES_SF,19624590.92,24396937.88,43.3626,829077.66,1,1,0,0,NONE,1.1713,0.9349,17.26,0,0,0.3219,0.3554,0
2024,PARCEL0000001048,IND,247924621.46,293475874.45,43.7251,11552975.92,0,0,0,0,UPHELD,1.1532,0.8917,3.35,0,0,0.7362,0.1621,0
2015,PARCEL0000001049,RES_SF,82895286.47,100994528.9,4.7138,373838.58,0,0,0,0,REDUCED,0.9588,1.0384,12.32,0,0,0.4727,0.2827,0
2011,PARCEL0000001050,RES_MF,182648227.57,176808215.99,7.5009,1266810.02,0,0,0,1,NONE,0.9711,1.0315,14.67,0,0,0.1652,0.3809,0
2014,PARCEL0000001051,AG,43665334.56,49633791.34,6.9541,295418.98,0,0,0,1,NONE,0.8711,1.0297,2.78,0,0,0.6579,0.2695,0
2011,PARCEL0000001052,RES_MF,847679.09,730965.6,9.6287,8782.61,0,1,0,0,UPHELD,1.0986,1.1004,9.26,0,1,0.6215,0.1995,1
2017,PARCEL0000001053,COMM,204592042.25,251958044.96,6.2284,1205366.92,1,0,0,0,UPHELD,1.0232,1.0946,13.25,0,0,0.4622,0.3711,0
2018,PARCEL0000001054,AG,141384184.01,135225249.29,24.0733,3275646.82,1,0,0,0,NONE,0.9984,1.1247,5.29,0,0,0.3367,0.2658,0
2022,PARCEL0000001055,RES_SF,213096427.55,248860868.37,12.6863,2540006.41,0,0,0,0,WITHDRAWN,0.9525,1.0503,2.51,0,0,0.5739,0.3302,0
2013,PARCEL0000001056,RES_SF,102456849.39,111755015.65,37.6035,3619121.3,1,0,0,0,NONE,1.0968,0.8909,6.55,0,1,0.7276,0.1419,0
2020,PARCEL0000001057,IND,101544040.01,125506301.03,14.0299,1367730.52,1,0,0,1,PENDING,0.8635,1.0365,2.36,0,0,0.5824,0.1924,0
2013,PARCEL0000001058,RES_MF,154506455.01,164970973.49,19.0696,2916843.28,0,0,0,1,WITHDRAWN,0.6747,1.163,7.55,1,0,0.1752,0.6825,0
2022,PARCEL0000001059,COMM,174972440.47,157259012.61,36.0568,6626191.48,1,1,0,1,NONE,1.1735,0.856,10.19,0,0,0.6305,0.3471,0
2023,PARCEL0000001060,RES_SF,160322527.66,193366536.36,37.4142,6216717.98,0,0,0,0,NONE,0.5106,1.0144,6.33,0,0,0.7126,0.1961,0
2008,PARCEL0000001061,RES_SF,34567785.81,36261139.46,6.5612,208844.3,1,1,0,0,UPHELD,0.7594,1.2428,13.17,0,1,0.4414,0.281,1
2025,PARCEL0000001062,RES_SF,139096422.48,147631751.01,0.4887,69105.28,0,0,0,0,NONE,0.9116,1.0333,13.13,0,1,0.188,0.4456,1
2022,PARCEL0000001063,RES_SF,141328857.98,153449140.72,4.2575,630588.36,0,0,0,1,UPHELD,1.1001,1.193,9.18,0,0,0.5026,0.3322,0
2013,PARCEL0000001064,RES_SF,102764298.62,127020435.21,10.8539,1068533.72,1,0,0,0,REDUCED,0.8019,0.9452,11.63,0,1,0.4707,0.4093,0
2013,PARCEL0000001065,RES_SF,226732004.96,209719418.41,30.3099,7150730.63,1,0,0,0,UPHELD,0.7347,0.8823,4.74,0,0,0.5643,0.3366,0
2012,PARCEL0000001066,RES_SF,192885801.9,227524651.47,17.1155,3331196.38,0,0,0,0,NONE,1.1613,1.0383,4.62,0,0,0.4079,0.4357,0
2008,PARCEL0000001067,RES_SF,237510216.93,265228118.21,32.2809,7666523.47,1,0,0,0,UPHELD,0.9491,1.1579,0.46,0,0,0.2651,0.561,0
2022,PARCEL0000001068,IND,84771857.96,92199991.05,35.6474,2944705.85,1,1,0,0,REDUCED,0.8927,1.0173,1.94,0,0,0.2817,0.5729,0
2012,PARCEL0000001069,RES_SF,83817057.43,73975383.22,2.8962,259179.65,0,0,0,0,REDUCED,1.0448,1.2336,11.57,0,0,0.2468,0.4323,0
2023,PARCEL0000001070,RES_SF,112088959.86,126118484.91,2.9923,313067.1,1,0,0,0,WITHDRAWN,0.6962,1.1632,17.05,0,0,0.2132,0.3469,0
2007,PARCEL0000001071,COMM,207836602.12,219425096.12,20.7068,4482220.57,0,0,0,0,NONE,1.103,1.0123,14.09,0,1,0.3313,0.5106,1
2014,PARCEL0000001072,RES_SF,12717453.69,14037673.87,8.8704,105354.39,1,0,0,0,NONE,0.6568,0.9057,6.02,0,1,0.3461,0.5541,1
2015,PARCEL0000001073,RES_SF,163784430.83,142449574.79,13.8456,2307746.35,1,0,1,0,REDUCED,1.0947,0.8721,13.6,0,0,0.2392,0.6156,0
2021,PARCEL0000001074,COMM,27962228.68,32678544.57,27.6366,814909.69,0,0,0,1,NONE,0.8037,1.1894,1.61,0,0,0.6698,0.1941,0
2024,PARCEL0000001075,RES_MF,213888951.98,215274156.67,25.3592,5278791.37,0,1,0,1,REDUCED,0.6273,0.8687,6.26,0,0,0.3858,0.4002,0
2006,PARCEL0000001076,RES_SF,21443456.15,26407414.52,1.2048,27663.51,1,1,0,1,NONE,1.007,1.21,3.2,0,0,0.6619,0.3151,0
2019,PARCEL0000001077,RES_SF,223459362.21,287193108.98,6.8921,1436171.98,1,0,0,1,REDUCED,0.5505,1.0435,12.06,0,0,0.3188,0.5975,0
2022,PARCEL0000001078,COMM,83199537.31,109576039.08,17.0002,1340763.0,1,1,0,0,NONE,0.9453,1.1031,8.89,0,0,0.7072,0.165,1
2018,PARCEL0000001079,RES_MF,248760906.84,250186265.43,24.0459,5888345.23,1,1,0,0,UPHELD,0.7347,0.9537,15.17,0,0,0.2975,0.3373,0
2016,PARCEL0000001080,RES_SF,219158798.42,207742231.3,37.3347,8430257.58,1,0,0,0,NONE,1.1453,1.0385,11.49,0,0,0.3056,0.3076,0
2018,PARCEL0000001081,IND,6795265.12,7788799.49,29.2133,198622.67,0,0,0,1,NONE,1.039,1.0853,6.7,0,0,0.7284,0.1853,0
2006,PARCEL0000001082,RES_SF,249320687.26,316313687.19,10.1664,2514538.58,1,0,0,0,REDUCED,1.0443,1.2214,2.33,0,0,0.4001,0.3802,0
2017,PARCEL0000001083,AG,47868431.31,54232031.0,23.1147,1034326.62,1,0,0,0,UPHELD,0.9388,0.8837,6.64,0,1,0.5894,0.3522,0
2021,PARCEL0000001084,RES_MF,217796716.59,274372933.74,29.6393,6287903.7,1,0,0,0,NONE,0.533,1.0416,14.78,0,0,0.4244,0.4902,1
2013,PARCEL0000001085,RES_SF,115752692.82,150571738.4,15.173,1887901.82,0,0,0,0,UPHELD,1.1502,1.1439,1.82,0,0,0.621,0.153,0
2008,PARCEL0000001086,RES_SF,143546109.53,187210527.53,40.0375,5348116.77,1,0,0,1,REDUCED,1.1503,0.9945,15.79,0,0,0.5748,0.2375,0
2019,PARCEL0000001087,RES_SF,129940876.09,165244673.64,2.3888,315581.59,0,0,0,0,NONE,0.8411,1.0586,1.32,0,0,0.2501,0.7023,0
2012,PARCEL0000001088,COMM,61017249.56,81167587.01,19.5731,1258737.19,1,0,0,1,REDUCED,1.0251,0.9278,17.08,0,0,0.4184,0.4549,0
2013,PARCEL0000001089,COMM,217545980.16,242482646.49,1.3466,291430.18,1,0,0,0,INCREASED,0.7012,1.0302,9.44,0,1,0.3401,0.3816,1
2023,PARCEL0000001090,RES_MF,104078934.02,101030131.73,37.431,4023172.76,1,0,0,0,NONE,0.8136,1.1093,5.31,0,1,0.3402,0.2924,0
2022,PARCEL0000001091,RES_MF,61027624.19,71689996.5,36.8422,2106314.85,0,0,0,1,PENDING,0.7185,0.9635,3.76,0,0,0.2457,0.6835,0
2018,PARCEL0000001092,AG,212009407.81,215402055.9,7.7644,1581156.83,0,0,0,0,REDUCED,0.6059,1.063,5.62,0,0,0.2443,0.5314,0
2009,PARCEL0000001093,RES_SF,93049188.55,82857303.89,7.3284,640392.63,1,0,0,0,NONE,0.5932,1.0636,7.48,0,0,0.6531,0.327,0
2012,PARCEL0000001094,COMM,100670844.58,88546433.83,29.3365,3085557.85,1,0,0,0,NONE,0.5217,1.0034,13.95,0,0,0.6749,0.1357,0
2025,PARCEL0000001095,RES_SF,32331029.83,41503236.49,25.0201,769776.38,0,0,0,0,REDUCED,0.7494,1.0293,14.5,0,1,0.2584,0.6471,0
2023,PARCEL0000001096,RES_SF,187131253.98,234051344.63,5.6166,1066951.23,1,0,1,0,REDUCED,1.0557,0.9069,3.7,0,0,0.6037,0.3563,0
2010,PARCEL0000001097,IND,247291525.48,256606364.27,17.9504,4368478.12,1,0,0,0,REDUCED,0.5972,1.2134,11.35,0,0,0.476,0.4074,1
2017,PARCEL0000001098,IND,80528534.94,79464461.9,10.9049,850352.04,0,0,0,0,UPHELD,1.0384,1.0023,17.51,0,0,0.4709,0.2687,0
2009,PARCEL0000001099,COMM,28415384.96,34519617.01,9.3647,254432.09,1,0,0,0,UPHELD,0.8865,0.8596,16.58,0,0,0.6254,0.2993,1
2025,PARCEL0000001100,RES_SF,136021298.64,126134401.27,11.3167,1606469.5,1,0,0,1,UPHELD,0.7315,1.0519,12.93,1,0,0.4812,0.3354,0
2017,PARCEL0000001101,RES_MF,132904147.58,139004594.89,21.5143,3001104.06,1,0,0,0,NONE,0.9534,1.0746,14.32,0,0,0.5975,0.3586,0
2013,PARCEL0000001102,MIXED,137863061.93,123343395.57,35.6999,5097767.39,1,0,0,0,PENDING,0.7698,1.2138,0.36,1,0,0.3101,0.3942,0
2006,PARCEL0000001103,RES_SF,242934871.22,285604931.23,40.4423,9437926.99,1,0,0,0,REDUCED,0.5871,0.8897,7.29,0,1,0.1529,0.6373,0
2025,PARCEL0000001104,AG,198261238.98,190842602.86,18.0742,3587635.74,0,0,0,0,REDUCED,0.6999,1.1663,3.18,0,0,0.3832,0.2531,1
2025,PARCEL0000001105,RES_SF,211279327.3,233969549.07,41.758,9314307.39,0,0,0,0,NONE,0.92,1.0945,15.76,0,0,0.5713,0.3388,0
2009,PARCEL0000001106,VACANT,15504690.3,13836159.71,9.206,144377.07,0,1,0,0,UPHELD,0.8843,1.0947,2.92,0,0,0.1825,0.7652,1
2020,PARCEL0000001107,RES_MF,77310071.28,96429883.94,14.6885,1114957.92,0,0,0,0,WITHDRAWN,0.661,0.9661,13.78,0,0,0.4564,0.4138,0
2009,PARCEL0000001108,RES_SF,133205364.89,177009383.53,25.2592,3477177.24,1,0,0,0,REDUCED,0.6643,0.9531,2.94,0,0,0.6929,0.149,0
2016,PARCEL0000001109,AG,201819326.04,220428152.41,3.9132,734018.1,1,0,0,0,NONE,0.5263,0.989,9.57,0,0,0.7271,0.2212,0
2024,PARCEL0000001110,RES_SF,8056258.1,7428063.17,32.8329,277784.76,0,1,0,0,UPHELD,0.7736,1.2154,5.34,0,0,0.3131,0.4757,0
2014,PARCEL0000001111,IND,164580735.75,173467406.57,3.4984,537544.93,1,0,1,1,REDUCED,0.7735,1.0363,0.84,0,0,0.537,0.1914,0
2024,PARCEL0000001112,RES_SF,102014892.69,119523444.45,43.8807,4307796.37,1,0,1,0,REDUCED,0.5047,1.1575,1.53,0,0,0.667,0.1906,0
2014,PARCEL0000001113,VACANT,219868047.9,213675213.58,37.1027,7896686.66,0,0,0,0,NONE,0.5023,0.9843,6.01,0,0,0.6108,0.3696,0
2015,PARCEL0000001114,RES_MF,17322682.74,19559775.56,10.5281,181622.9,0,0,0,1,PENDING,0.6049,0.8638,15.41,0,0,0.417,0.5337,0
2006,PARCEL0000001115,RES_MF,142595435.42,150848338.09,28.7138,3914926.74,1,0,1,0,PENDING,0.9263,1.0307,15.82,0,0,0.3405,0.4833,0
2022,PARCEL0000001116,RES_MF,79287868.41,98786051.29,14.9693,1202030.68,1,1,0,0,UPHELD,1.0567,0.9715,12.31,0,0,0.2658,0.3421,0
2008,PARCEL0000001117,RES_SF,199267765.06,251397370.3,42.1989,8992638.99,1,0,0,1,UPHELD,0.7137,1.2424,13.25,0,0,0.5423,0.429,0
2022,PARCEL0000001118,IND,43586203.25,56913392.91,2.1252,91417.62,1,0,0,1,NONE,1.1511,1.2014,15.31,0,0,0.6877,0.2226,0
2025,PARCEL0000001119,COMM,123318638.07,106760589.96,36.7848,4275381.73,0,0,0,0,UPHELD,0.9568,1.0227,16.63,0,0,0.6818,0.2586,0
2013,PARCEL0000001120,COMM,125222733.03,132175295.58,11.0945,1368184.82,0,0,0,1,NONE,0.5559,1.198,10.97,0,0,0.2734,0.6613,0
2006,PARCEL0000001121,RES_MF,68767140.5,91100416.82,23.4782,1574926.57,1,0,0,0,WITHDRAWN,0.6262,1.0957,3.64,0,0,0.2331,0.6322,1
2008,PARCEL0000001122,IND,158746003.63,210345910.21,7.8483,1295246.19,1,0,0,0,NONE,1.1678,1.0323,1.35,0,0,0.7371,0.1262,1
2011,PARCEL0000001123,VACANT,223936164.76,253844551.77,35.7522,7547869.19,1,0,0,0,REDUCED,0.5825,1.0267,8.37,0,0,0.1593,0.4989,0
2025,PARCEL0000001124,RES_SF,21226123.54,26930691.18,12.4851,260776.95,1,1,0,0,NONE,1.0556,0.9607,0.88,0,1,0.5226,0.2238,0
2019,PARCEL0000001125,RES_SF,196939104.95,210321770.74,41.0252,8395463.9,1,0,0,1,UPHELD,0.9782,0.8731,2.52,0,0,0.655,0.2484,0
2009,PARCEL0000001126,RES_SF,87796443.77,94312074.5,16.4918,1371269.84,1,0,0,0,REDUCED,0.8303,0.8889,7.88,0,1,0.3693,0.3251,0
2006,PARCEL0000001127,RES_SF,139174155.71,151374224.24,42.2255,5868192.0,1,0,0,0,UPHELD,1.0639,1.0761,8.75,0,0,0.478,0.2384,0
2018,PARCEL0000001128,RES_MF,245964504.89,245682817.53,21.8031,5691320.43,0,0,0,0,UPHELD,0.9506,1.06,17.74,0,0,0.2471,0.387,0
2021,PARCEL0000001129,VACANT,172340915.46,169472090.14,13.6682,2238861.71,1,0,0,0,NONE,1.1189,1.0099,4.9,0,0,0.4969,0.3675,0
2024,PARCEL0000001130,RES_SF,153373006.0,143267353.81,32.2884,5329577.58,0,0,0,0,NONE,1.0019,1.0936,12.02,0,0,0.4677,0.2629,1
2014,PARCEL0000001131,RES_SF,219655869.14,268122559.57,8.6017,1894838.19,0,0,0,0,NONE,0.9013,0.9246,8.82,0,0,0.1651,0.4386,0
2015,PARCEL0000001132,IND,111563501.51,107186399.09,37.3822,4436310.58,1,0,0,0,NONE,0.7531,1.1206,15.36,0,0,0.7113,0.1784,0
2017,PARCEL0000001133,COMM,215702339.77,281538106.9,10.1461,2023247.69,1,0,0,0,INCREASED,1.129,0.8557,7.83,0,0,0.6723,0.1745,0
2022,PARCEL0000001134,RES_SF,174454456.4,213516877.44,32.1039,5584021.91,1,0,0,0,REDUCED,0.9621,1.0686,1.34,0,1,0.5529,0.2858,0
2021,PARCEL0000001135,IND,239394374.15,230623188.14,37.5041,9166103.02,1,0,0,0,UPHELD,0.6162,1.1616,11.93,1,0,0.5449,0.3063,0
2008,PARCEL0000001136,COMM,188076231.31,184909911.15,35.5228,6540603.88,0,1,0,0,UPHELD,0.6678,1.1738,6.49,0,1,0.5582,0.2741,0
2017,PARCEL0000001137,RES_MF,210905060.62,184757161.59,44.8082,8965916.26,0,0,0,1,REDUCED,0.5016,0.8927,6.56,0,1,0.3738,0.5943,0
2008,PARCEL0000001138,RES_SF,47449054.87,43455395.09,30.8645,1424171.76,1,0,0,0,REDUCED,0.7301,0.9829,4.81,0,0,0.5222,0.4486,0
2021,PARCEL0000001139,RES_MF,79067014.62,74775955.99,39.0383,2928118.68,1,0,0,0,NONE,0.7852,0.9067,10.91,0,0,0.2807,0.3144,0
2011,PARCEL0000001140,VACANT,156531594.44,150881654.06,14.3052,2169383.43,1,1,0,0,REDUCED,1.0424,0.8984,10.29,0,1,0.2813,0.6442,0
2012,PARCEL0000001141,MIXED,174595731.49,221546390.95,5.4618,979883.99,1,0,0,0,REDUCED,0.7786,1.1147,8.75,0,0,0.6905,0.1805,0
2012,PARCEL0000001142,IND,125014811.96,135696898.69,10.3702,1193137.05,1,1,0,0,REDUCED,0.9493,0.9786,8.21,0,0,0.3816,0.3176,0
2012,PARCEL0000001143,RES_SF,45275720.02,46603481.59,9.2529,437587.62,0,0,0,1,NONE,0.8293,0.8817,7.15,0,0,0.2045,0.4388,0
2023,PARCEL0000001144,RES_SF,183707616.27,189576526.27,11.3758,2095247.14,1,0,0,0,UPHELD,0.7117,0.9294,4.88,0,0,0.4697,0.4321,0
2017,PARCEL0000001145,RES_SF,55646408.13,74393735.11,22.3608,1256277.36,1,1,0,0,NONE,0.9833,1.07,8.03,0,0,0.4002,0.441,0
2017,PARCEL0000001146,RES_SF,197651363.35,253426132.01,43.3325,8757200.7,0,0,0,0,NONE,1.0857,0.9817,17.33,0,0,0.3448,0.464,1
2014,PARCEL0000001147,RES_SF,232632041.26,251709331.26,18.86,4153862.48,1,0,0,0,UPHELD,0.7655,0.89,6.84,0,0,0.7495,0.2103,0
2024,PARCEL0000001148,COMM,200073415.31,247582700.47,29.1353,5879887.9,1,0,0,0,REDUCED,1.1922,1.0847,7.29,0,0,0.1662,0.6286,1
2024,PARCEL0000001149,RES_SF,66912663.38,89882961.18,12.177,803733.07,0,0,0,0,NONE,1.1737,0.9486,7.28,0,0,0.4855,0.4582,0
2022,PARCEL0000001150,RES_SF,107047088.06,111646622.03,12.4196,1332874.94,0,0,0,0,NONE,1.0206,0.9698,4.16,0,0,0.4141,0.4315,0
2023,PARCEL0000001151,RES_SF,241723379.47,218231820.0,29.6017,7564618.63,0,0,0,0,UPHELD,0.9881,1.2436,11.9,0,0,0.4292,0.2952,0
2022,PARCEL0000001152,RES_SF,243823073.79,243868956.02,28.4361,6462048.23,1,0,0,1,NONE,0.6229,0.863,9.78,0,0,0.4959,0.4334,0
2009,PARCEL0000001153,RES_SF,51220942.87,54179589.27,16.9171,842504.35,1,0,0,0,REDUCED,0.535,1.1005,3.97,0,0,0.7475,0.2383,0
2011,PARCEL0000001154,RES_SF,11708878.55,12989266.05,21.0641,233231.29,0,0,0,0,NONE,0.6808,0.9106,6.1,0,0,0.269,0.4496,0
2019,PARCEL0000001155,RES_SF,115965260.91,123351498.23,32.3329,3559894.81,0,0,0,0,UPHELD,0.7859,0.8913,9.95,0,0,0.2002,0.5392,0
2018,PARCEL0000001156,COMM,167773035.64,168585960.02,15.6625,2610157.33,1,0,1,0,REDUCED,0.8953,1.1161,10.6,0,0,0.6377,0.2838,0
2009,PARCEL0000001157,COMM,107946220.17,142881032.49,21.4443,2250448.32,1,0,0,0,UPHELD,1.1967,1.0111,16.62,0,0,0.1969,0.6502,0
2009,PARCEL0000001158,RES_SF,120173388.11,120240488.82,10.7938,1301750.72,0,1,0,0,UPHELD,1.1675,0.8788,2.05,0,1,0.5954,0.177,0
2011,PARCEL0000001159,RES_SF,108608235.99,144845214.3,32.8727,3309648.49,1,0,0,0,NONE,1.103,1.1071,14.27,0,0,0.1536,0.3429,0
2008,PARCEL0000001160,COMM,151487520.2,196881703.95,13.1033,2080002.77,1,0,0,0,UPHELD,0.7824,1.236,5.75,0,1,0.4235,0.5443,0
2008,PARCEL0000001161,RES_SF,150333072.42,140656802.15,28.8532,4081838.33,0,0,0,1,NONE,1.0247,1.0426,11.74,1,0,0.2423,0.6192,0
2009,PARCEL0000001162,VACANT,54099320.37,48012620.39,6.9195,390596.02,1,0,0,0,NONE,1.1578,1.2149,17.03,1,0,0.6015,0.3596,0
2016,PARCEL0000001163,RES_SF,245014451.79,298760200.41,20.4389,5178449.65,0,1,0,1,NONE,1.0135,1.0297,15.99,0,1,0.4544,0.4523,0
2022,PARCEL0000001164,IND,70362405.35,82478803.77,25.9833,1792382.19,1,0,0,0,PENDING,1.0614,1.214,12.91,0,0,0.6645,0.1941,0
2018,PARCEL0000001165,COMM,207872978.97,234045067.59,24.9443,4853297.61,0,0,0,0,REDUCED,0.7655,1.0535,2.58,0,0,0.2829,0.5967,0
2022,PARCEL0000001166,RES_SF,93354977.13,87063896.06,9.1687,877832.08,0,0,0,1,UPHELD,0.8288,0.9288,0.14,0,0,0.7126,0.1595,0
2020,PARCEL0000001167,COMM,128257266.74,119875205.42,41.4706,5382802.39,1,0,0,0,UPHELD,1.0221,0.8998,10.54,0,0,0.5694,0.1756,0
2008,PARCEL0000001168,COMM,248179190.82,222581944.0,0.8038,189162.49,0,0,0,0,UPHELD,0.9966,0.9399,15.3,0,0,0.4812,0.3567,0
2016,PARCEL0000001169,RES_SF,249068760.86,213140709.94,5.9902,1416262.99,1,0,0,0,REDUCED,1.1243,0.9747,3.11,0,0,0.4653,0.492,0
2025,PARCEL0000001170,RES_SF,187785219.1,173147467.34,24.9428,4480126.82,1,0,0,0,NONE,0.6623,1.2289,0.65,0,0,0.3895,0.307,0
2024,PARCEL0000001171,AG,107008486.72,133211990.94,15.2631,1612999.71,1,0,0,0,UPHELD,0.681,1.1323,13.73,0,0,0.5374,0.4005,1
2017,PARCEL0000001172,RES_SF,181667385.8,192151675.55,12.8895,2517026.95,1,1,0,1,NONE,0.8788,1.213,16.32,0,0,0.341,0.4588,0
2018,PARCEL0000001173,RES_SF,93844389.29,101087940.81,26.7103,2461635.7,1,0,0,0,PENDING,1.1161,1.1745,7.6,0,0,0.742,0.1707,0
2016,PARCEL0000001174,RES_SF,215219961.17,183787626.31,43.6068,9705224.52,0,1,0,0,REDUCED,0.6654,1.0122,13.15,1,0,0.3743,0.5728,0
2021,PARCEL0000001175,RES_MF,71865708.08,72238129.65,10.2423,791943.44,1,0,0,1,REDUCED,0.844,1.1708,2.77,0,0,0.4557,0.4341,0
2011,PARCEL0000001176,IND,245097485.8,285569723.79,10.9115,2605689.43,0,0,0,0,UPHELD,0.7997,0.982,13.13,0,0,0.3854,0.5766,0
2016,PARCEL0000001177,RES_MF,46121644.52,53070657.62,41.717,2034342.73,1,1,0,0,PENDING,0.9054,1.2295,4.86,0,0,0.4561,0.2705,0
2016,PARCEL0000001178,COMM,240416525.29,271474500.52,16.1921,3896188.6,1,1,0,0,NONE,1.0218,0.9013,3.53,0,0,0.3268,0.4406,0
2007,PARCEL0000001179,IND,72299822.98,81181760.17,29.4722,2255909.65,1,0,1,0,UPHELD,0.7257,1.0483,0.16,0,1,0.3528,0.3884,0
2020,PARCEL0000001180,COMM,133922777.66,147701663.07,42.0861,5621115.03,1,0,0,0,PENDING,0.8793,1.2098,9.22,0,1,0.5024,0.3723,0
2009,PARCEL0000001181,RES_SF,86138826.87,107169528.13,18.6012,1589605.03,1,1,0,0,UPHELD,0.8093,0.8744,12.8,0,0,0.5986,0.3611,1
2016,PARCEL0000001182,RES_MF,23288749.26,29606798.27,15.3461,349912.57,0,1,0,0,UPHELD,0.9958,1.1607,16.42,0,0,0.7275,0.1297,0
2025,PARCEL0000001183,RES_SF,68386202.17,63203487.31,16.5176,1092726.61,1,0,1,0,UPHELD,0.8662,1.0979,9.13,0,0,0.4086,0.2831,0
2022,PARCEL0000001184,RES_SF,171729939.94,221851030.86,17.4874,3037450.28,1,0,0,0,PENDING,1.1363,1.1354,0.18,0,0,0.6713,0.2414,0
2010,PARCEL0000001185,MIXED,61544046.22,67650309.58,28.5372,1817200.51,1,0,0,1,NONE,0.5804,1.249,16.78,0,0,0.341,0.4718,0
2012,PARCEL0000001186,IND,29943165.74,30458335.52,31.8836,884362.97,1,0,0,1,NONE,1.0716,1.0989,3.6,0,0,0.5949,0.3256,0
2015,PARCEL0000001187,RES_SF,192192977.41,220499713.33,4.3737,861780.56,0,1,0,1,NONE,0.9236,1.1369,3.11,0,1,0.5438,0.3608,0
2025,PARCEL0000001188,RES_SF,85572336.66,104808825.93,16.524,1426864.11,1,0,0,1,NONE,0.9253,1.2497,17.67,0,1,0.153,0.6838,0
2024,PARCEL0000001189,VACANT,219767223.96,241904977.25,7.0038,1637840.91,1,1,0,0,UPHELD,0.6921,1.0873,16.58,0,1,0.2438,0.6948,0
2024,PARCEL0000001190,AG,169825080.48,223601873.96,21.4092,3832659.1,1,0,1,0,NONE,1.1848,1.0104,11.85,0,0,0.2645,0.3767,0
2007,PARCEL0000001191,RES_SF,249272211.56,224413331.96,25.0553,6000423.04,1,0,1,0,NONE,0.5169,1.2017,0.02,0,1,0.403,0.4363,0
2006,PARCEL0000001192,RES_MF,93577318.29,116596590.85,17.159,1530455.47,1,0,0,1,UPHELD,0.9666,0.8694,6.43,0,0,0.5203,0.2836,1
2010,PARCEL0000001193,RES_SF,166713203.86,222119507.57,2.8794,463426.9,1,1,0,1,UPHELD,0.71,1.0066,11.96,0,0,0.5996,0.2658,0
2016,PARCEL0000001194,RES_MF,230592648.07,284194257.49,43.7949,9636509.8,1,0,0,1,UPHELD,1.053,0.9301,3.95,0,0,0.7359,0.202,0
