biz_output_reporting_quarter,biz_output_industry_cluster_code,biz_output_shipment_value_usd,biz_output_new_orders_value_usd,biz_output_capacity_utilization_pct,biz_output_unit_labor_cost_index,biz_output_export_share_pct,biz_output_import_penetration_pct,biz_output_domestic_market_share_pct,biz_output_price_competitiveness_index,biz_output_innovation_intensity_score,biz_output_capital_investment_usd,biz_output_r_and_d_spend_usd,biz_output_automation_adoption_index,biz_output_supply_chain_concentration_index,biz_output_supplier_risk_score,biz_output_customer_concentration_index,biz_output_energy_intensity_btu_output,biz_output_carbon_intensity_tons_output,biz_output_benchmark_peer_group
2273Q3,CL001047,131963257722.73,150382488035.35,44.04,90.7,6.31,38.64,87.51,98.18,64.17,117049817290.61,13839837271.25,0.148,0.3133,21.73,0.586,1062.37,197.5873,PEER_B
2273Q4,CL001048,68374380637.92,55242438332.72,73.42,95.7,66.88,82.16,42.95,115.0,54.61,63785647391.99,45385188556.94,0.7521,0.1161,26.54,0.9473,1129.88,158.6621,PEER_A
2274Q1,CL001049,334232622995.21,341483064427.75,21.45,110.64,3.12,20.85,86.74,79.39,58.22,26936851958.21,1444334297.37,0.9343,0.9959,51.06,0.0245,34240.28,153.028,PEER_A
2274Q2,CL001050,261118238703.69,173472475853.87,84.06,112.37,43.93,72.99,76.72,95.47,3.07,10922519639.06,7039346730.48,0.753,0.6284,42.51,0.2104,20975.14,142.7362,PEER_E
2274Q3,CL001051,28218555063.29,25536807504.52,48.47,154.3,82.1,25.91,87.07,117.23,79.6,831997658.65,48341989840.95,0.5703,0.9076,77.81,0.2385,27278.72,144.743,PEER_E
2274Q4,CL001052,125736229027.94,109853594642.98,20.32,109.23,82.21,30.14,87.85,116.8,97.67,95227136114.09,14761816225.53,0.7627,0.8677,24.48,0.8993,7757.15,126.7388,PEER_A
2275Q1,CL001053,241473136827.91,227077006316.83,40.3,73.45,32.23,6.85,97.49,130.77,32.33,65765064270.99,30886418300.7,0.8535,0.6243,71.44,0.0656,6625.57,167.5946,PEER_C
2275Q2,CL001054,94117457510.44,71251470125.48,84.3,106.38,81.81,72.84,38.45,104.41,3.82,84649066462.02,40601535000.29,0.4951,0.0321,86.65,0.4825,12579.99,213.7788,PEER_E
2275Q3,CL001055,35026105618.57,25290941418.32,33.1,137.41,31.42,87.31,35.62,114.21,44.74,81134080684.81,19226093393.51,0.6328,0.7644,40.34,0.4441,45809.24,165.4868,PEER_A
2275Q4,CL001056,301627894198.4,330779349537.19,79.02,89.44,56.25,11.96,89.71,108.41,1.18,22082177442.71,58934170640.33,0.7138,0.2046,69.66,0.661,11332.17,7.6449,PEER_F
2276Q1,CL001057,235793621306.0,197983317989.77,80.19,89.74,21.87,69.15,69.07,61.76,0.01,47683122845.48,29189011415.57,0.6747,0.2674,85.09,0.9187,32290.37,18.4335,PEER_C
2276Q2,CL001058,295305755342.36,202245527977.83,65.94,106.09,23.2,16.46,88.73,118.64,70.93,104060228057.92,12855008048.09,0.161,0.7014,71.61,0.2437,2007.76,59.1984,PEER_D
2276Q3,CL001059,69782662282.93,49773211056.48,60.89,141.28,45.8,4.27,96.97,109.52,70.84,67809570351.17,4664070281.8,0.4836,0.6422,24.05,0.1771,22810.92,8.7936,PEER_F
2276Q4,CL001060,266574467072.31,236481002550.75,39.62,65.64,44.13,47.91,60.8,85.22,50.81,8737805771.86,41405133609.37,0.3267,0.8825,51.16,0.1499,17352.31,131.5143,PEER_F
2277Q1,CL001061,163456716974.9,181833078283.5,31.37,156.49,39.5,60.17,56.7,75.8,88.43,31163387741.86,50762162100.22,0.3881,0.517,0.99,0.9537,26202.44,110.5475,PEER_C
2277Q2,CL001062,245761323270.33,238504182945.06,65.25,154.83,15.67,2.37,98.83,80.13,54.91,1758770407.96,54909268986.71,0.961,0.6244,8.95,0.8084,26686.13,23.2859,PEER_F
2277Q3,CL001063,295434442579.58,208003749967.94,46.6,101.28,20.75,9.64,93.77,70.76,52.92,18888391421.18,47061011141.73,0.7763,0.481,14.65,0.7947,5172.31,183.5448,PEER_F
2277Q4,CL001064,121849620461.85,108258386133.61,42.22,69.67,71.89,71.26,60.68,88.7,40.41,2619378244.87,34159825652.67,0.6671,0.1297,79.96,0.2557,40192.53,144.842,PEER_B
2278Q1,CL001065,124561756633.72,97120341826.59,91.0,131.1,83.8,14.01,89.03,92.19,66.89,116061640859.07,50032176067.29,0.4219,0.9648,86.17,0.5475,7088.85,193.2622,PEER_B
2278Q2,CL001066,110383680984.02,101506827942.11,97.57,132.77,23.77,16.98,90.56,118.91,91.69,95960137265.3,8330748874.92,0.5115,0.4149,6.76,0.9168,9955.32,243.1735,PEER_B
2278Q3,CL001067,31892344938.24,26664307624.11,95.93,88.37,0.27,67.36,56.11,89.27,37.51,33801793979.12,44753239330.28,0.9612,0.5441,71.01,0.8266,45923.46,151.3492,PEER_F
2278Q4,CL001068,169160656696.64,131711802577.78,83.14,131.38,38.06,89.93,68.0,75.11,50.29,78847677821.88,7785828232.1,0.7147,0.04,71.95,0.0298,46696.79,188.7164,PEER_B
2279Q1,CL001069,161362660284.52,126759532577.58,50.52,158.86,39.34,80.21,61.44,93.31,11.82,8754551058.91,18085561585.62,0.9116,0.7074,56.38,0.4995,39909.36,175.7002,PEER_A
2279Q2,CL001070,63400219777.79,50157901718.4,81.47,119.48,46.84,12.09,92.24,75.02,50.17,113638862900.9,13519141151.65,0.4404,0.4695,71.61,0.939,4518.62,240.828,PEER_A
2279Q3,CL001071,433833081800.41,312513595643.2,24.69,146.48,79.78,65.78,59.3,115.31,18.49,2124795748.23,40077523251.6,0.9425,0.1387,31.0,0.5658,36252.8,98.3294,PEER_C
2279Q4,CL001072,393291242132.24,445587504810.65,84.96,71.65,34.43,57.83,53.07,81.04,96.75,23031560619.11,33731974870.15,0.1025,0.4137,78.29,0.97,18269.3,163.8849,PEER_F
2280Q1,CL001073,247222848845.46,254894105850.57,89.74,128.6,44.28,23.46,89.5,124.09,54.86,41148119268.53,479285333.41,0.0783,0.9688,49.94,0.371,34052.55,4.3338,PEER_C
2280Q2,CL001074,283022956900.78,243759240681.49,52.93,85.96,6.68,66.56,50.75,64.46,17.98,52222670804.14,22810982522.3,0.091,0.1561,68.0,0.1315,49253.63,105.7985,PEER_F
2280Q3,CL001075,203092299845.95,221308398541.89,77.22,143.35,71.12,37.99,67.83,80.84,55.01,96231344105.21,26819467685.56,0.3442,0.0449,7.32,0.2178,1224.18,122.7671,PEER_A
2280Q4,CL001076,388609350250.02,357416161296.8,47.99,71.09,26.25,62.9,59.57,128.74,38.46,76692302284.73,57641940835.87,0.5719,0.0522,71.81,0.6863,33829.23,134.1475,PEER_A
2281Q1,CL001077,340198579653.35,274503171568.44,96.57,142.68,34.68,6.9,97.04,99.24,59.14,25584834418.08,16197722179.59,0.9023,0.3629,68.69,0.7926,43358.79,42.0702,PEER_B
2281Q2,CL001078,425944663517.76,329529342100.15,81.0,126.12,54.86,48.76,68.35,96.31,53.97,19434816544.45,640473769.96,0.767,0.6728,74.05,0.7439,30429.44,176.4457,PEER_D
2281Q3,CL001079,385432547467.52,399922430517.3,25.71,126.48,19.7,49.23,68.6,119.6,6.71,79954611918.05,14806032410.03,0.5863,0.7709,9.73,0.2837,17787.57,220.8405,PEER_B
2281Q4,CL001080,320166715253.27,335541680328.21,20.66,159.93,82.2,71.72,74.02,80.91,49.38,55756300276.12,38020219225.47,0.835,0.5043,2.75,0.031,32127.52,147.7974,PEER_F
2282Q1,CL001081,68962289916.74,77375490218.42,29.9,158.36,64.52,58.88,79.6,72.82,5.96,22844336186.93,15963388767.68,0.6537,0.7463,99.83,0.539,3917.18,63.3034,PEER_E
2282Q2,CL001082,53798665424.71,47612366680.56,50.92,122.78,11.26,35.42,76.15,74.9,2.83,81956882295.64,59044842197.12,0.4687,0.0693,86.49,0.3758,2111.4,235.8285,PEER_F
2282Q3,CL001083,108960570635.68,91192441630.15,91.56,121.48,40.23,16.93,89.7,108.78,95.58,43839687756.62,33259333005.2,0.7583,0.7353,16.01,0.1042,1478.72,232.2784,PEER_B
2282Q4,CL001084,176805827041.08,188943049599.71,33.3,74.89,21.93,37.89,74.83,123.78,69.73,42586321943.05,26086767550.55,0.087,0.0251,51.84,0.9225,19330.1,95.9038,PEER_C
2283Q1,CL001085,13280812351.78,9459416991.95,37.24,122.06,58.69,77.33,38.25,110.32,62.92,17403148738.62,26345939154.76,0.2921,0.3983,91.33,0.8656,3172.45,248.2149,PEER_A
2283Q2,CL001086,162028582908.12,157559667348.16,95.96,112.02,60.58,30.5,73.82,109.69,68.66,104171441656.14,13815173383.13,0.0154,0.1615,23.2,0.0858,25268.54,204.0233,PEER_C
2283Q3,CL001087,144140900386.66,95141865469.99,43.21,72.59,66.08,28.85,78.33,118.24,64.18,37995957171.02,12701059451.95,0.8641,0.7337,80.16,0.8265,25209.16,48.3109,PEER_B
2283Q4,CL001088,415052398669.91,346750685778.71,76.12,111.26,39.3,84.7,72.89,93.29,76.39,25244727091.22,12506671919.69,0.9181,0.2646,80.29,0.3404,9451.05,104.9939,PEER_C
2284Q1,CL001089,288110267744.59,311457632868.49,32.45,78.55,56.44,41.31,79.67,84.34,12.86,92663069373.83,5560342766.91,0.9524,0.0843,57.58,0.2057,45772.69,44.9767,PEER_A
2284Q2,CL001090,197619997611.38,201233708872.26,47.75,153.09,53.47,34.36,70.37,67.86,21.55,21414052459.2,51600884365.26,0.7048,0.5416,1.15,0.4819,46401.4,96.2179,PEER_B
2284Q3,CL001091,214320488522.73,161949961831.04,80.48,99.62,71.33,82.73,68.51,73.0,61.74,60989816276.33,51510703105.14,0.7926,0.2007,9.07,0.1984,1498.2,149.5803,PEER_F
2284Q4,CL001092,262609153322.78,193302916437.5,68.87,133.99,62.5,58.99,58.09,110.97,17.12,66078652561.14,1104443852.32,0.1467,0.9297,40.36,0.945,39987.1,177.2372,PEER_B
2285Q1,CL001093,133651843665.15,114695022157.35,72.16,90.12,81.74,75.33,67.08,112.4,42.22,3933187871.27,26336942043.22,0.6153,0.4391,31.65,0.2687,19159.29,86.8196,PEER_B
2285Q2,CL001094,124892669998.71,121657751535.23,57.78,81.99,48.19,78.76,53.43,133.77,48.17,32248015906.56,51667629494.17,0.6333,0.3388,86.68,0.4421,44206.75,178.4149,PEER_B
2285Q3,CL001095,240039285796.63,267920263670.89,73.55,100.66,48.74,79.62,60.26,125.29,32.47,66866504990.42,29333765067.68,0.543,0.0384,55.99,0.3671,43308.49,213.0147,PEER_F
2285Q4,CL001096,40277069039.61,44247958561.53,84.54,149.25,75.35,3.36,98.5,118.87,62.85,100863135104.34,1768789043.31,0.1517,0.0878,17.18,0.4813,41625.4,107.9469,PEER_B
2286Q1,CL001097,179453451371.87,133075122504.78,77.08,129.05,58.88,66.34,71.28,77.18,8.58,4704869636.74,19077738844.12,0.5128,0.24,46.27,0.742,27443.67,100.2758,PEER_E
2286Q2,CL001098,194511226679.79,209473966684.78,55.48,100.28,49.63,37.71,70.54,82.54,59.34,104606525162.29,16456999648.18,0.6316,0.8841,75.85,0.5973,32612.74,152.6057,PEER_D
2286Q3,CL001099,44529129763.2,43151166146.33,80.99,151.29,35.74,41.35,76.64,89.88,7.42,42276109993.38,25737646031.54,0.2635,0.2737,60.33,0.6149,17820.3,217.3992,PEER_D
2286Q4,CL001100,186679985267.54,201610156724.04,75.92,124.06,48.68,82.14,59.28,122.64,54.24,18193546526.92,26258245761.62,0.9967,0.5628,2.58,0.884,43546.93,44.7329,PEER_E
2287Q1,CL001101,13801559426.23,12179708592.21,66.84,114.96,72.51,35.21,76.62,80.45,65.74,114460019829.11,15234342449.03,0.5452,0.6447,83.55,0.4478,33166.7,216.8111,PEER_A
2287Q2,CL001102,207124183777.39,157781656207.45,62.74,92.58,60.32,45.51,67.85,101.28,81.98,100258464131.1,33805324257.15,0.036,0.4146,99.13,0.0198,49464.16,196.9884,PEER_B
2287Q3,CL001103,9815841271.37,8342538014.73,81.47,118.22,38.66,27.16,78.71,111.13,87.37,102945378121.15,49688371427.42,0.2217,0.4692,74.43,0.5447,16510.35,153.3073,PEER_D
2287Q4,CL001104,165963144015.22,114005187994.33,76.3,109.25,54.75,16.45,91.86,83.21,28.48,105538168677.86,42877434448.56,0.6731,0.4914,11.46,0.7751,16421.88,85.4952,PEER_A
2288Q1,CL001105,419118785935.78,406079392124.56,31.22,153.6,71.05,54.55,53.91,117.92,57.23,8313416887.66,6765577091.98,0.4413,0.8367,32.68,0.1553,12137.34,105.2891,PEER_F
2288Q2,CL001106,424928457112.46,354637832101.83,85.76,104.02,0.34,87.44,46.08,64.84,75.04,110146897450.1,24891621491.31,0.6779,0.0781,36.14,0.793,13900.82,193.7439,PEER_F
2288Q3,CL001107,390786476908.85,411902161141.82,73.21,153.9,32.83,59.55,69.89,111.57,95.54,8122538023.53,8667048829.01,0.1899,0.873,79.04,0.2445,20424.02,244.18,PEER_F
2288Q4,CL001108,284729133118.01,215021986503.68,80.42,110.81,68.15,60.47,70.47,84.39,13.48,87105210460.46,28656993686.87,0.3993,0.2148,34.15,0.4431,2904.91,226.9117,PEER_D
2289Q1,CL001109,156757673001.24,105764333944.37,51.07,126.44,41.88,82.7,73.7,97.31,85.48,101370293073.79,27559365850.05,0.1675,0.2505,86.09,0.0658,17785.72,235.3175,PEER_A
2289Q2,CL001110,45341472565.41,35673320141.96,21.91,106.44,39.82,73.99,64.47,74.9,14.03,42132994977.12,4651797972.02,0.4711,0.5724,60.45,0.9678,37718.12,146.6528,PEER_E
2289Q3,CL001111,324327378527.54,336658136115.58,68.25,72.18,61.54,84.33,67.44,70.31,37.09,1777585964.82,511695137.02,0.9434,0.1406,94.39,0.8195,45151.07,150.6085,PEER_E
2289Q4,CL001112,59456115668.47,45958834247.43,89.02,138.8,39.19,76.76,48.83,104.81,73.55,106653007077.44,50154703702.38,0.0112,0.8815,86.29,0.9432,7787.68,17.1335,PEER_E
2290Q1,CL001113,202912041344.08,156963203863.63,50.36,100.69,82.7,28.41,84.61,121.67,86.16,42732103190.39,36359306260.85,0.8017,0.3737,15.28,0.8672,21739.06,185.1508,PEER_A
2290Q2,CL001114,168318380540.45,176503105228.13,88.33,150.65,49.89,18.5,91.78,93.19,31.48,48405780408.63,45838816369.26,0.2736,0.4092,53.62,0.1969,34867.97,65.0548,PEER_A
2290Q3,CL001115,9749373716.77,6703536153.1,85.16,112.09,37.43,15.85,88.17,74.63,33.86,62681623119.94,46490918484.96,0.9917,0.7669,88.11,0.1204,11249.92,35.4532,PEER_E
2290Q4,CL001116,299576203405.23,232129884988.31,72.39,98.57,32.86,3.68,97.55,102.74,34.39,37272186742.21,58157530625.81,0.9082,0.8083,32.49,0.1486,16760.43,212.2036,PEER_E
2291Q1,CL001117,248767095179.74,227619057065.77,83.14,135.61,56.16,79.47,49.3,60.51,65.1,85230980783.46,27726192733.93,0.0434,0.7231,26.94,0.8979,19929.67,172.0445,PEER_E
2291Q2,CL001118,210853283891.18,210362143357.67,70.15,92.72,74.53,3.18,98.88,92.77,16.77,7929023742.44,8639664174.59,0.1426,0.0667,89.55,0.1134,31146.64,81.0154,PEER_F
2291Q3,CL001119,50738169690.44,50726058073.73,78.07,68.19,24.57,24.94,80.82,81.14,84.32,79063374255.19,49671584477.02,0.3544,0.9803,96.32,0.1063,9449.13,129.1049,PEER_C
2291Q4,CL001120,162951334739.67,161010103833.41,52.6,117.92,53.92,66.54,63.85,78.28,0.48,89984552122.83,20928039910.83,0.579,0.1605,90.21,0.8751,17393.0,26.8196,PEER_D
2292Q1,CL001121,366191803651.9,298145480814.09,27.45,140.81,56.97,32.08,73.15,116.07,59.14,23721651640.36,4537720081.66,0.691,0.4798,33.11,0.5479,25375.1,158.6954,PEER_E
2292Q2,CL001122,372393406731.26,295496293873.06,86.69,100.13,1.01,71.69,38.46,97.71,99.03,36571168154.1,33239099185.44,0.5629,0.7776,74.39,0.6643,20085.79,168.2057,PEER_B
2292Q3,CL001123,429288981984.74,279846271901.1,62.63,95.58,79.05,56.97,74.05,138.8,50.56,38408674855.75,26116206167.85,0.4589,0.4188,72.13,0.4722,24000.52,100.3957,PEER_D
2292Q4,CL001124,21659414053.25,14195645141.22,85.32,140.05,26.62,24.7,82.72,110.44,91.19,46980932963.24,52088802256.6,0.0601,0.4031,3.49,0.722,49254.95,119.3932,PEER_E
2293Q1,CL001125,17220926651.02,14686129427.97,62.71,75.32,26.44,28.47,90.39,137.66,49.22,34336539075.01,12024795372.27,0.9757,0.4791,0.68,0.3467,7685.1,176.7159,PEER_B
2293Q2,CL001126,306259666009.56,247791046945.47,26.44,154.49,41.59,56.6,52.56,91.04,59.5,55822535565.68,289472738.96,0.6789,0.3457,89.93,0.2252,41975.74,15.4161,PEER_D
2293Q3,CL001127,424798527915.56,436122562765.98,55.3,124.04,65.91,83.2,55.17,130.77,64.78,118081540364.12,7877381969.33,0.9246,0.7595,17.99,0.0268,5461.28,177.7547,PEER_B
2293Q4,CL001128,438666329938.31,370120308148.97,83.89,74.52,59.55,5.99,97.03,99.72,33.56,54984840453.7,19895322582.48,0.3732,0.4636,76.25,0.3384,25439.31,59.6903,PEER_F
2294Q1,CL001129,232971866726.66,181891092651.51,55.72,120.88,67.37,30.44,86.07,113.35,33.53,16773809253.7,51979055005.86,0.3549,0.5154,20.07,0.6807,8472.48,106.668,PEER_A
2294Q2,CL001130,358223173323.41,392548407002.19,55.43,76.89,71.63,32.34,72.59,117.27,26.67,69274312812.97,23986300535.81,0.3109,0.7932,51.65,0.5082,17726.82,192.8082,PEER_E
2294Q3,CL001131,359561796169.73,238179986511.67,47.25,102.11,0.15,28.76,76.94,112.51,48.89,96274289907.79,16634578602.77,0.5287,0.2227,81.53,0.2315,37116.07,230.0654,PEER_B
2294Q4,CL001132,436605091576.65,427791008578.6,74.1,132.46,58.59,42.74,83.72,138.94,21.96,49339855242.4,16951084201.31,0.5018,0.9249,63.13,0.8114,34623.99,106.7821,PEER_E
2295Q1,CL001133,98492089670.5,92436853698.07,62.15,86.56,14.9,79.81,71.48,116.23,92.21,50016016230.59,33093540267.02,0.5075,0.8535,80.96,0.9206,21384.49,81.2344,PEER_F
2295Q2,CL001134,360672719212.7,250250578794.84,42.07,156.14,49.67,11.59,95.64,126.63,69.63,13443331522.95,59208002794.56,0.9025,0.9018,14.17,0.4657,48053.55,95.6496,PEER_E
2295Q3,CL001135,250691109164.25,188486715204.88,59.82,147.31,31.31,18.39,93.0,85.4,17.96,6604633432.8,28182630889.72,0.5544,0.9203,61.17,0.0231,33680.76,97.6989,PEER_E
2295Q4,CL001136,399641358928.04,420395645417.1,87.58,85.0,58.74,34.67,82.79,126.31,33.74,66587189626.98,23652145802.5,0.0049,0.0379,4.01,0.8332,17238.82,4.1903,PEER_F
2296Q1,CL001137,327284624418.68,365120788140.54,94.51,63.26,26.17,9.49,92.1,78.66,26.25,46384184960.98,2725944607.39,0.8911,0.2455,78.95,0.6554,10740.25,121.5135,PEER_B
2296Q2,CL001138,42744498147.0,37123874467.3,85.12,107.92,76.42,62.41,71.22,124.83,20.07,62577610566.53,45027727145.57,0.5464,0.4365,21.93,0.5689,15969.74,207.2455,PEER_D
2296Q3,CL001139,373226867682.66,396220458727.72,40.94,61.58,42.36,16.28,92.38,125.38,49.0,69517162882.12,35003691976.65,0.6907,0.6458,23.11,0.5096,19622.63,226.5855,PEER_C
2296Q4,CL001140,220903601884.55,185014282234.38,44.54,135.85,43.53,19.55,87.41,68.08,71.3,6822828907.46,43548153718.81,0.514,0.5723,82.73,0.0243,17643.11,166.8667,PEER_A
2297Q1,CL001141,288392843948.66,302967324943.39,79.25,89.37,81.08,59.57,76.85,85.8,34.97,25152493702.98,45507594082.87,0.6781,0.6839,74.13,0.9999,35205.03,139.472,PEER_F
2297Q2,CL001142,359421425262.69,335577095992.26,76.58,139.55,83.31,46.06,82.2,95.06,51.61,36965388365.26,6157052331.97,0.4771,0.3612,8.54,0.1316,28098.48,41.1954,PEER_C
2297Q3,CL001143,247948612528.43,227060770747.44,71.62,159.2,49.19,18.71,92.57,67.94,41.75,58334766568.58,8315487048.98,0.9629,0.8039,20.65,0.4225,45467.24,94.12,PEER_F
2297Q4,CL001144,236986718606.37,247317814907.15,84.67,83.83,26.08,87.11,42.05,67.01,1.02,32401630478.68,34313587129.04,0.6369,0.9219,52.5,0.4354,8308.35,89.3374,PEER_B
2298Q1,CL001145,40369572447.79,31273326885.53,93.05,122.73,18.9,16.92,88.65,83.55,14.05,84320382760.06,45929672654.07,0.2278,0.2867,21.8,0.8154,38625.04,211.2858,PEER_A
2298Q2,CL001146,47125558568.31,30956400156.01,68.56,134.99,1.71,83.24,70.24,89.59,56.33,107121931458.58,47638647754.81,0.5137,0.144,92.65,0.0916,16202.11,71.2726,PEER_C
2298Q3,CL001147,375948778682.41,402178489827.71,22.76,84.43,60.67,45.11,75.16,109.93,99.37,4142999973.55,50528738949.08,0.3378,0.3437,19.7,0.3622,44857.74,157.0165,PEER_A
2298Q4,CL001148,138550335582.49,147130402414.05,80.92,138.36,20.33,27.63,89.01,131.43,48.67,61098260796.16,38437965630.73,0.4146,0.8961,64.88,0.5304,33321.35,129.1245,PEER_D
2299Q1,CL001149,287581459325.08,195125601191.72,36.1,79.09,52.26,52.22,69.28,130.48,0.69,4722737028.62,10538169295.22,0.4539,0.0994,25.44,0.054,35851.45,66.5401,PEER_A
2299Q2,CL001150,75521608385.87,75572997637.99,63.66,104.66,24.41,20.72,90.21,74.18,35.79,75498634603.36,43422172323.56,0.6262,0.3839,10.05,0.9958,31992.25,222.3913,PEER_B
2299Q3,CL001151,265139875503.48,241455553355.54,25.42,109.97,27.09,49.39,57.02,90.71,20.41,68179172300.29,12039870583.3,0.737,0.3353,52.79,0.4608,8046.27,100.9388,PEER_D
2299Q4,CL001152,26380814615.41,27693421079.13,25.71,90.77,4.69,29.26,86.08,122.45,32.44,30410236217.68,18790026834.15,0.7064,0.1949,50.05,0.326,12097.39,26.4409,PEER_B
2300Q1,CL001153,343528441792.56,283210223068.94,70.16,135.04,63.48,42.31,79.87,76.32,37.94,81334959082.49,58693690505.6,0.2887,0.6726,48.57,0.0708,27612.96,14.6638,PEER_D
2300Q2,CL001154,392370655574.91,300008191242.77,88.33,70.96,18.29,13.49,95.88,121.69,63.27,95749101031.36,56110664036.34,0.2774,0.5573,33.29,0.0007,49202.66,129.3883,PEER_A
2300Q3,CL001155,449159392816.0,364567845941.95,22.52,157.19,71.72,1.99,99.08,139.45,16.08,95817791155.8,56003849433.1,0.3703,0.0559,39.0,0.8801,8936.22,148.5011,PEER_D
2300Q4,CL001156,140543607409.46,130580161959.15,33.72,146.98,16.66,88.16,35.04,102.31,42.06,56987982444.35,3066481080.47,0.5077,0.7987,99.88,0.329,4036.85,177.3258,PEER_D
2301Q1,CL001157,5582104700.59,5666364985.13,69.57,145.73,84.99,40.34,86.44,95.04,80.03,3265038994.18,17462266223.08,0.1214,0.6271,76.21,0.1722,5817.38,140.1825,PEER_B
2301Q2,CL001158,7976210881.91,8564298286.2,36.21,136.89,34.67,31.92,84.29,81.87,82.78,33281458679.84,52164206593.77,0.7779,0.7808,90.14,0.9035,18816.15,55.8107,PEER_A
2301Q3,CL001159,164374527494.02,110508876988.18,34.95,97.08,6.17,1.05,99.36,109.81,40.91,33766924354.89,13108128813.46,0.1108,0.3057,84.97,0.8719,33392.24,28.793,PEER_F
2301Q4,CL001160,158691734287.79,130341021905.09,75.0,135.83,22.78,72.7,68.33,132.9,44.83,34910101797.75,53069374639.81,0.6107,0.0494,75.54,0.8812,47640.11,160.4106,PEER_C
2302Q1,CL001161,61533886942.0,61585571037.4,94.67,158.33,75.58,66.35,45.97,113.71,37.3,62534666676.55,50233036128.48,0.514,0.8512,14.92,0.1909,31383.09,105.1406,PEER_B
2302Q2,CL001162,429673473429.66,450513343236.01,28.97,61.05,9.8,68.9,77.98,119.55,30.41,80958276019.87,21887044882.21,0.3481,0.7011,7.95,0.0,25768.54,81.9948,PEER_F
2302Q3,CL001163,417986353688.2,363877861099.38,36.51,131.11,50.3,2.1,98.13,137.5,21.47,42898580493.76,21719237502.05,0.8738,0.7258,40.44,0.1793,25547.92,80.4691,PEER_E
2302Q4,CL001164,284138766942.53,263000314047.24,79.16,63.98,33.94,9.53,96.37,137.03,81.22,74193415134.56,34150293977.2,0.5892,0.6179,51.82,0.7559,17325.28,194.8366,PEER_C
2303Q1,CL001165,323131695858.09,327018926034.59,59.17,117.32,34.31,16.6,91.66,61.67,60.41,117410193508.69,52062662386.26,0.9091,0.6847,60.21,0.8337,21954.44,53.758,PEER_D
2303Q2,CL001166,366953022009.39,291833329880.54,20.07,113.44,6.66,28.17,81.14,136.04,76.87,72298463143.44,32302442367.95,0.7125,0.9042,53.41,0.2365,29743.82,245.9574,PEER_C
2303Q3,CL001167,401407639607.76,439002059302.84,67.53,86.58,15.1,31.57,79.7,129.21,97.42,117087250409.55,22117677438.03,0.8563,0.4402,18.27,0.2639,33000.71,182.5164,PEER_B
2303Q4,CL001168,377994230440.61,341748078779.15,60.94,83.3,75.21,30.18,82.94,107.42,63.6,43502582836.24,35942040720.32,0.4416,0.3843,77.73,0.9631,1981.13,182.0663,PEER_E
2304Q1,CL001169,174855442165.77,177310278384.33,94.31,113.31,25.15,2.6,98.66,119.78,62.32,61581124747.88,25140007435.5,0.8162,0.1088,32.11,0.9603,15794.21,0.7655,PEER_B
2304Q2,CL001170,5762169069.51,4301682497.39,41.89,134.57,21.05,28.09,80.39,71.02,1.41,12909764618.6,20074604613.43,0.001,0.7639,54.2,0.301,33667.87,6.5523,PEER_C
2304Q3,CL001171,162522808837.27,177573064191.25,65.19,118.66,43.9,21.08,84.07,111.78,50.56,105601019397.68,20325940665.56,0.6765,0.6295,84.82,0.7635,12219.89,158.8374,PEER_C
2304Q4,CL001172,249118760059.47,209682686862.74,51.51,82.3,66.46,78.76,34.17,123.38,62.1,65360183070.18,24062235079.3,0.2598,0.523,8.56,0.1068,49157.98,187.9298,PEER_A
2305Q1,CL001173,435231419138.67,367742072438.54,77.63,115.94,54.53,9.63,96.81,120.76,70.57,17470528651.36,7236358427.53,0.1058,0.887,46.97,0.081,49895.19,46.6428,PEER_D
2305Q2,CL001174,298465979258.76,321113805447.35,56.84,151.45,31.83,77.27,61.52,60.08,73.09,11143326685.89,8062628488.68,0.812,0.9575,33.25,0.2768,19366.99,93.8895,PEER_E
2305Q3,CL001175,258481198823.15,271865416169.79,81.15,91.96,64.01,45.43,85.52,82.35,4.65,86022016330.18,28300200588.33,0.6766,0.0497,30.8,0.9982,48449.45,47.847,PEER_E
2305Q4,CL001176,60402427727.57,65909839373.79,46.53,77.44,31.52,74.23,64.46,89.97,63.4,51408938062.22,37254682004.98,0.2441,0.1734,49.19,0.6586,3429.66,83.8557,PEER_F
2306Q1,CL001177,327260282694.67,251546106828.21,92.38,151.47,34.04,38.43,84.03,66.7,85.95,101431480329.19,31285334155.17,0.7683,0.1965,11.3,0.3265,10444.87,244.3307,PEER_D
2306Q2,CL001178,113147218792.35,108713038230.0,21.3,131.96,9.52,78.23,74.23,76.24,2.07,24212219100.66,870934426.29,0.9046,0.9712,72.42,0.5084,27123.52,28.1701,PEER_A
2306Q3,CL001179,37229263258.91,28870644143.13,79.43,74.16,52.9,53.43,65.64,139.94,81.15,21276849966.08,43603796433.67,0.5945,0.2628,34.12,0.2777,14703.03,125.4714,PEER_E
2306Q4,CL001180,39288806748.85,32799120645.5,64.58,150.63,45.5,24.29,87.97,138.7,35.44,12761463323.17,48354102404.21,0.5539,0.2751,32.42,0.0524,21855.8,83.4972,PEER_B
