biz_innov_filing_year,biz_innov_patent_application_id_hash,biz_innov_technology_class_code,biz_innov_inventor_count,biz_innov_assignee_type_code,biz_innov_university_assignee_flag,biz_innov_small_entity_flag,biz_innov_citation_count_5yr,biz_innov_forward_citation_velocity,biz_innov_claims_count,biz_innov_family_size_count,biz_innov_international_filing_flag,biz_innov_grant_lag_months,biz_innov_licensing_revenue_estimate,biz_innov_r_and_d_tax_credit_claim_flag,biz_innov_venture_funding_round_flag,biz_innov_startup_spinout_flag,biz_innov_tech_transfer_office_id,biz_innov_innovation_cluster_score,biz_innov_commercialization_stage_code
2023,c9b824db43244baffcc8,TC950,10,individual,0,0,20,0.394,15,3,0,38,926187.56,0,0,0,,78.07,idea
2024,3769822aa1fbd48fa3e7,TC601,10,psu,0,0,20,0.0,22,5,0,29,6998332.89,1,0,0,,69.01,prototype
2024,73905a3cf827d7dec934,TC666,2,startup,0,0,13,2.357,19,4,1,15,98157675.61,0,0,0,,61.35,pilot
2010,81221c2580cfde583d68,TC715,1,individual,0,1,18,3.607,18,4,0,30,1502600.52,0,1,0,,48.13,idea
2016,3d0c76ad96dadf3ee663,TC437,1,startup,1,1,24,1.602,15,2,0,35,9717827.08,0,0,0,TTO941249,56.11,licensed
2016,8276db30d442e0469afb,TC946,1,govt_lab,0,1,19,1.356,16,3,1,39,12292118.66,0,1,0,,21.71,open_source
2024,8adbe7d5b4c33ea5ec60,TC126,10,individual,0,1,19,2.587,15,6,1,24,2448309.25,1,0,0,,70.85,market_entry
2014,1b3d01906635ddfa0642,TC756,5,individual,0,0,17,1.751,15,3,0,31,1653065.23,0,1,0,,92.59,pilot
2021,0d0a35b7188dc63dab8e,TC742,4,psu,0,0,16,1.489,14,3,0,25,11094380.96,0,0,0,,60.27,open_source
2017,a1ca8b7254643ff9fc3a,TC202,2,individual,0,1,18,3.101,15,2,0,38,1178512.98,1,0,0,,60.33,pilot
2014,87b3204aee52a7cf849c,TC262,7,individual,0,0,13,2.989,16,2,0,25,2194025.73,0,0,0,,40.16,acquired
2015,a3ecc63787f30fb3a5c6,TC164,9,university,1,0,17,1.577,16,2,0,39,27999730.77,0,0,0,TTO367175,69.5,scale
2024,62a1c87dcd81731e5176,TC779,9,corp,0,0,10,0.658,12,5,0,27,4733540.6,0,0,0,,44.15,pilot
2018,a0b75a41bcfadce8f492,TC917,6,startup,0,1,27,1.567,12,7,1,12,3787433.88,1,0,0,,54.41,pilot
2012,0b3789ca1029b20ef48f,TC691,9,university,1,0,15,1.301,12,5,0,6,1092111.45,0,0,0,TTO331232,25.18,market_entry
2015,90aa842ee63a16af1dd7,TC942,9,individual,0,0,24,0.252,19,3,0,25,12722966.91,0,0,0,,40.49,acquired
2024,f2a84603695028d431b8,TC647,10,govt_lab,0,0,19,1.293,13,5,0,10,12589044.39,0,1,0,,54.56,acquired
2018,4b85581424a7c7664e5c,TC548,8,startup,0,1,15,1.247,12,5,0,25,9592019.29,0,0,0,,57.39,pilot
2022,96157fadbe6fdac69761,TC617,4,university,1,0,16,1.295,25,4,1,11,6840363.37,1,0,0,TTO421453,49.74,pilot
2018,1247c3e2f58ec31a096b,TC670,7,govt_lab,0,0,17,2.08,16,4,1,9,42271600.36,0,0,0,,43.74,open_source
2021,d09e3b274e973cc763e1,TC296,8,individual,0,1,16,2.195,19,2,1,25,20271921.36,0,0,0,,42.62,pilot
2024,b5d38c0fa2ac652e239e,TC870,7,individual,0,1,11,1.374,15,3,0,23,3960367.94,0,0,0,,35.44,internal_use
2021,5df48032cc241ff7d57e,TC861,2,university,1,1,17,1.04,16,2,1,35,93159366.6,0,0,1,TTO803748,42.89,pilot
2024,442f01d5cca39dadd540,TC414,3,corp,0,1,19,1.847,18,3,1,6,47686846.63,1,0,0,,62.95,pilot
2011,2277d8c55f5f84360153,TC441,8,individual,0,1,15,1.82,17,3,0,29,8700776.66,0,0,1,,63.95,pilot
2021,8df00aacd3ca72601bc6,TC390,5,corp,0,0,18,3.289,15,5,0,24,1779205.65,0,0,1,,50.78,prototype
2021,4fc7f24149acb9bb1c43,TC377,5,university,1,1,26,1.839,6,9,1,34,45896443.09,0,0,0,TTO670435,35.58,idea
2018,044c1394b9e6c92a18ca,TC494,2,corp,0,1,15,1.949,15,1,0,23,4053921.91,0,1,0,,53.16,acquired
2017,b32a0d58c9333eeb6fe5,TC926,8,startup,0,0,21,2.21,13,4,0,40,5995140.72,0,1,0,,14.91,market_entry
2009,0d42655192437c1a8770,TC144,1,individual,0,1,16,0.832,14,5,1,60,888723.86,0,1,0,,72.06,pilot
2016,78f8e0542d7b08d1ddf4,TC821,2,startup,0,0,18,1.829,18,5,0,13,18360623.15,0,0,0,,58.34,scale
2019,0a9ac966d19425b555cb,TC746,4,university,1,0,18,1.055,16,6,0,33,1404048.77,0,0,0,TTO346216,42.64,pilot
2012,b6559c9550661beb0f3c,TC308,6,individual,0,0,15,0.0,18,5,1,44,39615775.98,0,0,0,,50.37,scale
2022,87dc3eed467d3d7f196c,TC446,4,govt_lab,0,0,10,0.999,16,5,0,42,111310969.89,1,0,0,,69.5,prototype
2022,4b55581f0881a1f515ee,TC155,6,startup,0,1,14,4.422,23,4,0,49,4778301.9,0,0,0,,58.95,internal_use
2014,705456cfad798d3496d0,TC447,8,individual,0,0,14,1.001,18,4,1,39,99456323.87,1,0,0,,62.9,idea
2015,3b08fd069e36e601d486,TC596,1,psu,0,0,15,1.828,19,2,1,25,3711435.0,0,0,0,,66.32,open_source
2023,2e84184ef249557be2d2,TC846,6,university,1,0,15,1.469,21,8,1,44,5822240.52,0,0,0,TTO917993,60.91,licensed
2016,f675c4312c7c9533a9cd,TC207,10,corp,0,1,19,2.154,9,4,1,35,12074804.54,0,1,0,,51.39,licensed
2020,5366d2029ee775e77921,TC147,9,university,1,0,18,1.053,18,5,1,18,7676516.09,1,0,0,TTO748135,68.98,licensed
2010,da89c806836589bdf02b,TC773,1,individual,0,1,17,2.841,26,4,0,21,1465107.27,0,0,0,,31.24,acquired
2021,249e2c1bfbe165c80f46,TC575,7,corp,0,0,14,4.461,20,3,0,38,1341190.7,0,0,1,,54.92,open_source
2009,9ad1dd4422ed040e48b1,TC290,3,university,1,0,10,1.722,18,4,0,34,1331306.72,0,0,0,TTO889097,28.44,acquired
2016,4d8b099a574b18c9e216,TC271,9,startup,0,0,27,1.782,22,5,1,36,8007578.88,0,0,0,,51.78,prototype
2014,ca7e5ae9bbfb56700147,TC250,7,individual,0,1,16,2.023,10,3,1,27,3124231.19,0,0,0,,13.44,internal_use
2011,2bed3a87831ddcdf1955,TC944,5,individual,0,0,23,0.0,14,5,1,13,11626014.11,0,0,0,,48.25,prototype
2013,fc08b8dde68ec4ac94c8,TC433,2,corp,0,1,23,1.706,17,3,0,34,1997499.32,1,0,0,,42.94,idea
2025,494a64efb57e0580ed22,TC540,9,psu,0,1,21,2.896,16,3,0,17,1214813.29,1,0,0,,68.48,acquired
2020,144b2ed3ec8498e69079,TC379,2,university,1,0,23,0.129,15,6,0,41,7919346.07,0,1,0,TTO532075,88.62,market_entry
2012,28ad18c7707fa5c9b64d,TC159,10,individual,0,0,8,0.161,17,4,0,30,594034.25,0,0,0,,68.71,pilot
2013,042de6ae9aba05342477,TC734,6,individual,0,0,16,0.072,18,6,0,6,24109546.52,0,1,0,,50.34,acquired
2016,e96816aade06b6d73a94,TC325,8,psu,0,0,19,0.993,18,2,1,25,2163920.17,0,0,0,,29.42,pilot
2010,c6d4b9884c7def2f9b40,TC535,5,individual,0,0,20,1.931,10,5,0,36,4405538.29,0,0,0,,59.65,open_source
2009,06bfe83d7e47470af923,TC208,10,govt_lab,0,0,26,1.57,17,2,0,28,3797083.49,0,0,0,,58.48,open_source
2017,47fe52c0708a5a7a72ff,TC318,1,govt_lab,0,0,20,1.845,18,3,1,34,6892336.33,0,0,0,,53.79,market_entry
2009,ca2e9b9d43bbe71831c1,TC398,2,individual,0,0,23,1.16,17,3,1,30,8058437.28,0,0,0,,54.66,prototype
2009,8a240280d177405a313e,TC328,3,govt_lab,0,1,21,0.852,16,2,1,34,6667507.1,0,1,0,,49.19,internal_use
2011,2e99e1e69645b07d5987,TC849,3,psu,0,0,23,3.787,19,2,1,12,47925703.34,0,0,0,,67.34,idea
2011,fbd160790279ec054026,TC912,7,govt_lab,0,0,21,2.519,11,7,0,34,3287109.84,1,1,0,,38.73,acquired
2024,8fbd935716db608db5b0,TC491,7,university,1,0,15,2.435,20,2,1,21,17264515.7,1,0,0,TTO630143,9.38,open_source
2014,a6d67144747a9c5726bb,TC741,5,corp,0,0,25,0.871,23,7,0,24,10481400.53,0,0,0,,82.19,open_source
2024,22a97598f7d7a90f1ba6,TC840,9,corp,0,0,17,1.281,22,1,1,22,5086423.14,0,0,0,,28.18,market_entry
2009,5fda707e310f9765ae79,TC500,6,startup,0,0,19,1.924,17,3,0,15,6613236.02,0,0,0,,73.79,licensed
2019,6c1fe013dd579683e997,TC879,4,corp,0,0,17,0.925,20,2,0,37,806907.34,0,0,0,,66.16,market_entry
2014,616a1001788e07093955,TC221,10,govt_lab,0,0,13,0.353,15,2,0,30,5724439.46,0,0,0,,53.36,idea
2008,53ab024d68c6f7f1e973,TC609,9,university,1,0,12,0.948,12,4,1,24,2638046.72,0,0,0,TTO257257,37.6,licensed
2020,05aa6605ea476a5b39ba,TC925,5,individual,0,1,15,0.731,17,4,0,29,12843688.49,0,0,1,,47.52,internal_use
2015,8fcfb940266edde0817d,TC720,5,university,1,0,29,1.388,19,3,0,37,899602.1,0,0,0,TTO555192,40.46,pilot
2015,773074bdcb1224882821,TC140,6,psu,0,0,23,1.709,20,6,0,6,399195.34,0,0,0,,81.77,scale
2014,4162c8b4855136e8b8e3,TC803,5,corp,0,0,19,2.64,15,5,0,39,1221723.67,1,0,0,,61.59,idea
2019,03cf4a714522095f491f,TC390,5,psu,0,1,18,0.63,18,6,0,28,2335731.72,0,0,0,,70.25,open_source
2021,7079f72678028f97e4fd,TC548,5,psu,1,0,19,1.332,15,7,1,19,21014665.93,1,0,0,TTO343298,49.79,scale
2021,3eb3afc1dbca83327c2c,TC221,8,psu,0,0,16,1.862,13,4,0,34,4467777.46,0,1,0,,26.46,idea
2008,ffa7dcbedc346d153040,TC756,8,individual,0,0,26,2.722,16,4,0,23,413001.52,0,0,0,,55.63,open_source
2013,1baa900491ac23c95a0d,TC578,1,university,1,0,14,1.341,14,5,0,27,19833370.9,0,0,0,TTO724350,13.4,idea
2024,596fe3fece5acf9c00ac,TC173,6,psu,0,1,18,0.226,17,4,0,13,2343806.75,0,0,0,,58.81,acquired
2012,50aafb7465d0c4469e72,TC974,2,govt_lab,0,1,18,0.361,15,5,1,21,16160699.84,0,1,0,,50.95,licensed
2022,8045c650d2bd6125fae2,TC274,8,startup,0,0,13,0.086,28,4,1,33,507338.4,0,0,0,,24.75,pilot
2015,9953e90f8ace4eeb97b5,TC234,9,govt_lab,0,0,14,1.995,23,2,1,37,9784965.6,1,0,0,,58.47,open_source
2018,33695365b812ec6f4c17,TC500,1,govt_lab,0,0,16,0.775,20,1,0,29,683817.45,1,0,0,,35.93,pilot
2011,6efa7de75c017bb09636,TC336,5,university,1,0,23,2.486,7,1,0,31,8117431.99,0,0,0,TTO100449,89.65,idea
2017,880f0b84ea915c80ba3a,TC773,1,govt_lab,0,1,22,1.999,18,5,0,20,4482620.5,0,1,0,,76.33,pilot
2025,03cdc68cf482253488d9,TC962,3,corp,0,1,13,1.062,26,6,1,38,2113939.26,0,0,0,,50.17,idea
2011,1776cbf4546112c2b2fc,TC870,9,individual,0,1,13,1.876,21,4,0,30,2167510.8,0,0,0,,73.06,acquired
2009,21ccee1daaced58d3f69,TC155,9,individual,0,1,18,2.226,19,5,1,29,7425793.87,0,0,0,,63.5,internal_use
2013,20270417ae7b3806c6b9,TC986,8,psu,0,0,22,2.23,17,5,0,6,3223958.42,0,0,0,,70.14,licensed
2015,c45b0a51a06bce4995ee,TC673,1,psu,0,0,18,1.585,16,2,1,27,36043661.4,0,0,0,,66.7,acquired
2017,2c314f043d3c5b9e4824,TC559,2,university,1,1,19,2.78,16,5,0,16,2965441.65,0,1,0,TTO518096,42.4,acquired
2014,4857ba3bab1b22309a9a,TC175,6,psu,0,0,15,2.489,17,4,1,20,1335483.81,1,0,0,,66.33,prototype
2010,a6d3869e23dfc48d9261,TC166,4,university,1,0,26,0.119,9,2,0,41,21182091.71,1,0,1,TTO342117,22.99,open_source
2010,d06cb747ffd927a8f403,TC244,8,university,1,0,18,4.506,16,3,1,10,25679022.46,0,0,0,TTO526578,34.47,licensed
2011,6f7e0d0f632f3132a836,TC516,9,startup,0,0,23,2.323,19,5,1,50,7285282.77,0,0,0,,95.19,open_source
2013,27db21a3c4b40597dc9f,TC456,9,psu,0,1,16,2.361,19,7,0,39,9642578.55,0,1,0,,44.62,market_entry
2009,42faefbe647c9ac20f0c,TC116,5,corp,0,0,12,2.279,10,6,1,40,45288547.25,0,0,0,,32.58,internal_use
2012,1ec1a9f37969e7689b54,TC961,8,individual,0,1,15,0.0,13,4,1,35,77039157.84,0,0,0,,60.79,open_source
2017,d587d15c71522a181456,TC590,9,psu,0,1,23,1.25,10,4,0,37,5390761.02,0,0,1,,36.94,internal_use
2024,4cdcc119f8624d7926ec,TC281,6,psu,0,0,15,3.005,30,3,1,6,25092012.52,0,0,0,,62.86,scale
2022,fd6f65c5477bf79a77a6,TC199,2,startup,0,0,18,0.214,19,3,0,36,1927240.93,0,0,0,,55.94,prototype
2009,a2ee79f01f393f44ea55,TC747,6,university,1,0,17,1.222,12,3,0,24,2671216.62,1,0,0,TTO792890,39.78,internal_use
2015,f9c46c013145deec8aa2,TC400,6,govt_lab,0,0,11,2.251,15,6,0,21,837104.37,0,0,0,,49.89,idea
2009,c8189c14c2f9fdce4b0e,TC895,9,startup,0,0,18,3.993,9,8,0,17,3863931.2,0,0,0,,26.13,licensed
2011,421bb16b62bb53e1d35a,TC502,4,university,1,0,28,2.201,18,3,1,22,17500526.9,0,0,0,TTO395695,82.71,idea
2015,7f4ad0644cd3765d4f87,TC439,9,university,1,0,16,1.316,18,5,1,25,2589814.1,0,0,0,TTO456598,65.17,market_entry
2013,4b531561104854dcf4eb,TC538,10,individual,0,0,20,0.402,21,5,1,39,22980714.24,0,0,0,,29.71,acquired
2010,7bda29e06d9b33ac6c7e,TC549,7,govt_lab,0,0,14,1.317,16,9,0,6,9007763.25,0,0,0,,36.36,scale
2024,719b443b79af87938c87,TC315,5,individual,0,1,19,3.853,16,3,1,23,14917568.33,0,0,0,,62.15,pilot
2009,bb1dadf677172d77d655,TC416,7,individual,0,1,21,1.197,9,4,0,45,4864613.71,0,1,0,,57.38,market_entry
2015,7197b0ea43561ae56068,TC897,7,startup,0,0,7,0.531,18,4,0,42,2729558.53,0,0,0,,50.25,scale
2024,08e52307849da21e62d1,TC311,7,govt_lab,0,0,24,2.348,19,7,1,31,5488966.18,1,0,0,,61.57,prototype
2023,c2d04f89d375fbcbf5cd,TC707,6,individual,0,1,12,3.563,21,3,0,34,4442049.7,0,1,0,,100.0,prototype
2010,1761253a7d5004633ab3,TC876,1,individual,0,0,18,2.684,18,5,1,26,59774281.09,1,0,0,,50.26,internal_use
2013,b72a2f0eec4dd18c795e,TC271,9,startup,0,0,11,0.371,15,4,0,17,4566882.01,1,0,0,,37.25,internal_use
2008,9fffc3a471546b5d05a7,TC510,8,psu,0,1,20,1.263,14,6,0,31,7918984.95,0,0,0,,44.6,prototype
2025,17da31ab8689c049e963,TC930,10,psu,0,1,20,0.0,9,2,0,23,6760688.6,0,1,0,,85.82,prototype
2021,e8fbd34be2e955bbedd7,TC540,1,university,1,0,16,3.198,20,3,0,22,9097415.23,1,0,0,TTO351794,74.77,scale
2020,d9ac99678663e8795873,TC871,1,startup,1,0,26,0.443,14,4,0,33,2853085.19,0,1,0,TTO449374,72.51,licensed
2014,27367f16d29bcde0027c,TC637,10,individual,0,1,21,2.885,12,4,1,13,8860132.5,0,0,0,,100.0,scale
2017,9cbd4bb84349309f7d8a,TC865,6,corp,0,0,14,2.459,21,2,0,28,4027879.87,0,1,0,,90.68,idea
2015,e41dd06325150af47852,TC672,5,psu,0,0,17,3.874,14,4,1,30,11483079.42,1,0,0,,85.14,prototype
2010,91a8f4dcb725deb4ee36,TC938,4,individual,0,1,23,1.401,20,4,0,25,1818829.66,0,0,0,,51.74,open_source
2018,acc1ecfe025c7d50d7d4,TC805,10,govt_lab,0,1,22,3.294,16,3,1,32,27233104.67,0,0,0,,25.12,pilot
2010,419219e304780f26b101,TC654,10,individual,0,0,14,2.17,13,3,1,24,2988747.98,0,0,0,,72.81,market_entry
2021,6f57d63fe89907424fc8,TC890,10,startup,0,1,16,1.688,24,5,1,25,4199702.37,0,0,0,,53.21,internal_use
2013,f0be7cfa94070ea3271b,TC505,4,psu,0,0,18,0.73,19,5,0,23,637296.11,0,0,0,,42.38,scale
2016,27954e6628e16869a292,TC777,4,govt_lab,0,0,10,1.624,13,6,1,26,2551824.85,1,0,0,,72.36,scale
2024,f99bdb74c1bb769f0e8c,TC663,2,individual,0,0,9,1.081,16,5,0,29,1522217.88,0,0,0,,56.68,pilot
2019,a5aa7d4bc2c574fbbd8c,TC854,9,university,1,0,18,2.51,15,7,0,20,25921950.22,0,1,0,TTO882242,60.47,acquired
2018,7898e3f222234e812956,TC624,1,psu,0,0,20,0.785,9,2,0,19,2631905.3,0,0,0,,66.43,open_source
2014,a3a1045d649a324898e2,TC990,5,psu,0,1,19,1.255,22,5,0,16,24160746.66,1,0,0,,43.74,internal_use
2020,709b09aa48c8f9b06c18,TC901,6,psu,0,0,13,2.7,18,5,1,32,3861882.47,0,1,0,,42.59,open_source
2020,7f2ff0307f70cc064600,TC492,1,corp,0,0,18,1.648,10,3,1,40,19835915.49,1,0,0,,75.41,internal_use
2025,2e9825b3e93fb77919ba,TC518,8,startup,0,1,18,1.572,19,2,1,25,19178230.71,0,0,0,,0.0,internal_use
2013,66f83524b9964a86f15e,TC321,3,individual,0,1,24,3.102,14,6,0,42,19911436.14,0,0,0,,52.65,pilot
2016,387701c3275b5dec4950,TC673,2,individual,0,1,17,1.849,16,4,1,31,8149696.8,0,1,0,,47.14,open_source
2022,5a091171ff1c94e4167b,TC275,6,startup,0,0,20,2.623,16,1,0,29,450718.13,1,1,0,,10.67,internal_use
2012,105426c259ffbaaf5cd7,TC365,8,psu,0,0,20,0.564,19,5,0,24,19359285.82,0,0,0,,86.94,open_source
2022,29c8d71f522b5fc2a4b9,TC297,5,corp,0,0,19,1.345,11,5,0,37,17329977.47,0,0,0,,33.55,licensed
2008,6d605e3695c22ec32f91,TC249,5,psu,0,0,19,2.01,19,2,0,25,1096222.4,0,0,0,,65.68,internal_use
2009,8fb21cf5f6f2d0cb1753,TC805,7,university,1,0,18,1.563,15,4,0,17,10392534.77,0,0,0,TTO212117,83.59,prototype
2016,fd090697a7f7fb5f42b0,TC321,1,govt_lab,0,0,13,1.998,23,4,1,9,13289587.24,0,0,0,,57.32,internal_use
2013,eea1a9d43cd27aa7a954,TC136,4,corp,0,0,19,1.864,21,5,0,20,2016101.42,0,0,0,,56.04,acquired
2008,ba76d302ddfb9819c8da,TC628,1,psu,0,0,17,1.249,19,3,0,32,3486040.7,0,0,0,,58.18,prototype
2025,37f5e715f2e49572151e,TC690,5,psu,0,1,22,0.923,21,9,1,42,4149854.49,0,0,0,,69.96,market_entry
2015,ce1dcbf59b1e1e7ca232,TC132,10,psu,0,1,23,2.109,21,1,0,16,94693039.22,0,0,0,,46.48,scale
2025,592dc5bc8f1608ae946f,TC689,3,startup,0,0,22,2.374,24,3,0,44,8118891.19,0,0,0,,59.0,licensed
2014,beb7800fa7f308ad1b6c,TC160,4,govt_lab,0,1,15,2.371,12,3,1,36,11594669.33,0,1,0,,52.49,scale
2022,d5331911167d3de2d37b,TC759,7,govt_lab,0,1,24,1.929,16,1,0,28,74252712.26,0,0,0,,44.39,internal_use
2021,42c4f6e37f32ca9c49e6,TC773,2,university,1,1,16,2.86,16,6,0,37,1179076.35,1,0,1,TTO332562,46.19,acquired
2013,36668c596cea9da2ab6b,TC876,1,corp,0,0,18,2.119,13,3,1,27,4204905.25,0,0,0,,48.0,licensed
2017,5566f5a9b38ee6cbdb13,TC779,3,startup,0,0,12,1.15,23,2,0,13,21375203.38,1,0,0,,68.84,acquired
2015,72cb26cbad3fa5fca17b,TC373,9,psu,0,0,16,2.39,24,5,0,20,943840.14,0,0,0,,52.07,open_source
2013,95fffa1c34f0236c72dc,TC440,8,startup,0,1,15,0.902,18,3,1,33,416232.74,1,0,0,,33.24,scale
2012,04e00a206033e56419ed,TC599,1,startup,0,0,24,1.04,9,3,1,31,11689942.35,0,0,0,,46.42,acquired
2019,9e25952e051725e1bf35,TC473,6,individual,0,0,28,1.82,25,5,0,14,6541465.61,0,0,0,,34.41,internal_use
2014,78223835f78f68cee4d7,TC170,7,individual,0,1,22,2.322,19,3,1,13,36301699.79,0,0,1,,43.86,idea
2020,b52689fd039655925a03,TC930,2,startup,1,0,24,0.94,19,4,0,28,3447784.31,0,0,0,TTO832814,66.02,open_source
2022,3c153c3c24d58735a314,TC795,6,individual,0,1,17,2.567,18,2,0,33,1812945.22,0,1,0,,48.33,market_entry
2015,1a813705d1ec113a2e5a,TC472,6,govt_lab,0,0,19,4.514,16,5,1,14,4069342.57,0,1,0,,75.72,prototype
2009,6b7627c68769693b049f,TC625,8,corp,0,0,26,1.111,16,2,0,29,1120469.53,1,0,0,,45.56,internal_use
2024,c9c1157a12283c288e6b,TC513,7,corp,0,0,17,1.489,27,3,1,18,14568523.41,0,0,0,,34.92,pilot
2025,ccc86fad41c8bd1e70f2,TC596,4,govt_lab,0,0,15,1.658,17,2,1,19,12358813.45,0,0,0,,40.21,prototype
2014,246c33e5c9d272467de1,TC869,6,govt_lab,0,1,10,0.087,15,5,1,23,5945667.89,0,0,0,,69.34,acquired
2016,e2ea4742e49e0bafb436,TC684,7,individual,0,1,13,1.54,16,4,1,22,1968657.82,0,0,0,,59.32,idea
2016,4873abf43ac8f97fb012,TC243,5,corp,0,1,22,0.0,10,6,1,16,2774011.85,1,0,0,,56.78,acquired
2013,feaf789a6fc7c75b0c0f,TC378,2,university,1,0,22,1.198,16,4,1,33,59165146.86,0,0,0,TTO711197,84.38,licensed
2022,976df49a2dc565bfdb97,TC797,2,university,1,1,20,1.812,14,2,1,46,7341249.22,0,0,0,TTO829214,76.06,open_source
2012,50d43019e12c733f0ebc,TC630,6,psu,0,0,21,1.432,18,6,0,24,1180406.85,1,0,0,,62.22,internal_use
2020,e7e5fdc52e72c1cedfb6,TC349,4,govt_lab,0,0,22,0.023,12,2,1,33,6251199.44,0,0,0,,69.69,scale
2012,4ff23ff24534a89ed250,TC337,7,university,1,0,17,1.427,16,6,1,9,11012621.69,0,0,0,TTO323218,19.42,open_source
2009,75b7ac9e37a4ed97e7c7,TC125,4,psu,0,1,13,1.593,17,5,0,15,1838388.63,0,0,1,,20.44,internal_use
2015,ef9a502d0dd74435f2f6,TC886,10,govt_lab,0,0,21,1.779,16,3,1,26,8064339.37,1,1,0,,51.86,licensed
2021,cd67b268846f09af9822,TC665,6,university,1,1,17,1.576,19,2,1,15,13067054.14,1,0,0,TTO816004,35.61,licensed
2019,c06f7235a72aac1af808,TC931,9,govt_lab,0,0,20,1.693,21,3,1,14,5183010.59,0,0,0,,38.61,licensed
2020,aeb00e9077d22d0378f9,TC807,10,corp,0,0,19,3.06,16,5,0,6,3090761.52,0,0,1,,59.34,pilot
2025,00d41db7c2dc74acbb22,TC284,9,university,1,1,20,1.434,18,3,0,23,7033143.63,1,0,0,TTO432231,2.47,open_source
2010,66f906e8cd4b6c051cc4,TC774,7,govt_lab,0,1,18,4.691,20,4,0,36,1918344.09,1,0,0,,80.78,scale
2020,43d0a35ff13b3e73ccd8,TC542,10,corp,0,0,21,2.17,10,4,1,22,47087854.37,0,0,0,,76.4,idea
2022,a846dbcd80f0c276b989,TC280,2,corp,0,0,21,1.087,12,5,1,24,2204467.25,0,0,0,,60.27,acquired
2018,237f8a55f17fbecd9bfa,TC744,9,startup,0,1,9,0.723,21,5,1,32,19241518.15,0,0,0,,44.15,open_source
2016,ed8838b059e7fdbdb9c3,TC300,8,university,1,0,24,3.443,19,4,1,30,13204753.77,0,0,0,TTO157902,58.67,internal_use
2022,c549ccd21b663b2e94c2,TC544,1,govt_lab,0,0,11,2.066,13,4,0,30,15389844.08,0,0,1,,55.85,internal_use
2010,e37e3d9621418164bdd5,TC692,3,individual,0,0,25,2.49,18,6,0,47,1035939.04,1,0,0,,83.81,scale
2011,6ad66ae00c34c4ad9c23,TC324,7,psu,0,0,19,1.147,31,4,1,32,3196447.82,0,0,0,,68.66,idea
2009,089cb88eacfa129f4599,TC261,6,university,1,1,20,2.298,18,1,0,35,7197624.05,0,1,0,TTO148629,53.81,prototype
2012,7fe0ea19132fac238b79,TC559,3,govt_lab,0,0,14,2.436,15,4,1,38,10301082.83,0,1,0,,54.31,acquired
2020,664f0034a004e5bc0014,TC496,7,university,1,0,23,2.65,17,11,0,25,373403.67,0,0,0,TTO487511,58.24,scale
2008,57ff5594d9e87ef91c57,TC644,7,university,1,0,18,2.338,26,4,1,27,19949409.29,0,0,0,TTO267493,69.66,prototype
2013,09e9b752b108620bf4d6,TC183,9,individual,0,1,18,1.421,15,2,1,35,745084.03,0,0,0,,71.32,pilot
2009,e49f40b63a0b43439f2b,TC332,10,university,1,0,20,2.243,22,1,0,37,957096.8,0,0,0,TTO250804,65.28,scale
2024,853aa0f5b256ba4c1e85,TC984,6,university,1,1,17,0.0,19,3,1,21,7610661.81,0,0,0,TTO314545,45.71,prototype
2021,23e165a49288b6d5921f,TC159,4,startup,0,1,22,0.103,12,1,0,33,8653388.75,0,0,0,,72.28,open_source
2022,f87c03fd7e59dd213fe2,TC514,8,university,1,1,14,1.434,12,3,1,37,2472892.88,0,0,0,TTO893184,62.95,idea
2019,3cf83961d65e653b206a,TC998,4,individual,0,0,16,0.0,10,2,0,20,30542060.26,0,1,0,,83.53,market_entry
2011,08b1ea396789b9fc35c5,TC273,10,individual,0,0,13,0.701,25,5,0,36,10355311.86,0,0,0,,49.73,internal_use
2014,7f68e45e7fe30eda8cc8,TC589,2,govt_lab,0,1,16,0.694,31,7,0,18,2671929.92,0,0,1,,72.3,internal_use
2013,0b321ac46dd44a419ef7,TC777,3,govt_lab,0,0,22,1.777,15,5,0,38,3657454.16,1,0,0,,51.64,idea
2012,c6bbcd5bb598b91cc886,TC869,4,startup,0,0,11,0.19,21,5,1,17,14338931.4,1,0,0,,41.44,market_entry
2010,38db41574fd75785c810,TC575,4,university,1,0,19,3.039,19,5,0,6,43987355.15,0,1,1,TTO349119,37.18,open_source
2015,136c9e76d586a0963819,TC859,7,corp,0,0,13,1.975,11,3,0,16,2777923.04,0,0,0,,28.88,prototype
2022,188afcfd2bc02990f746,TC451,4,govt_lab,1,0,17,1.794,21,3,0,39,4390738.7,0,1,0,TTO903971,56.26,idea
2016,875814fc32a9bdaf907c,TC508,4,individual,0,1,14,2.195,21,3,1,35,8543965.09,0,0,0,,40.31,acquired
2010,555708d050f8de1398e5,TC974,6,individual,0,0,16,1.058,16,2,0,55,1044365.68,0,0,0,,47.55,idea
2011,c3d2a431260955f75f6b,TC978,10,startup,0,1,23,1.627,15,1,0,16,25779886.57,1,0,0,,43.5,scale
2016,d1300b998178f11652ec,TC238,10,university,1,0,21,1.473,22,4,1,29,14895513.07,0,0,0,TTO958435,86.77,pilot
2025,0c4ddca56036b8009fe9,TC641,5,individual,0,0,17,2.456,18,5,0,17,14569755.4,0,0,0,,57.27,internal_use
