care_util_claim_month,care_util_place_of_service_code,care_util_procedure_code,care_util_diagnosis_group_code,care_util_member_months,care_util_visit_count,care_util_admission_count,care_util_readmission_30day_rate,care_util_ed_visit_rate,care_util_preventive_visit_rate,care_util_telehealth_visit_rate,care_util_high_cost_claimant_share,care_util_generic_fill_rate,care_util_imaging_rate_per_1k,care_util_lab_rate_per_1k,care_util_post_acute_utilization_rate,care_util_home_health_utilization_rate,care_util_pmpm_cost_total,care_util_pmpm_cost_inpatient,care_util_pmpm_cost_outpatient
2099-09,24,PROC001077,OBGYN,445555,2335,132,4.65,385.08,407.94,119.55,1.36,78.74,163.18,592.0,24.61,13.62,224.93,90.72,134.21
2099-10,21,PROC001078,ONC,302004,2438,122,14.19,386.3,417.51,13.06,1.92,60.62,87.22,426.26,22.91,13.52,333.35,148.03,185.32
2099-11,41,PROC001079,ENDO,353296,2363,115,9.33,242.8,611.25,106.53,1.86,71.5,342.12,1133.14,4.38,5.67,373.06,80.61,292.45
2099-12,33,PROC001080,ENDO,443186,2418,111,20.97,83.59,416.18,81.94,3.92,74.94,343.25,1390.22,14.84,19.72,638.21,308.49,329.72
2100-01,61,PROC001081,ENDO,303457,2436,125,9.36,127.73,602.06,177.54,2.72,64.65,244.32,1139.84,20.13,4.57,727.43,188.19,539.24
2100-02,41,PROC001082,NEURO,272352,2465,136,11.03,178.05,714.77,156.2,4.81,68.47,175.48,544.64,17.73,9.67,446.6,212.5,234.1
2100-03,57,PROC001083,ENDO,434440,2487,125,7.75,287.13,276.11,33.97,2.4,60.44,145.85,352.97,5.89,0.77,541.65,100.89,440.76
2100-04,71,PROC001084,CARDIO,264162,2402,129,20.78,472.28,81.32,231.56,3.37,58.25,64.93,586.19,13.14,7.38,991.91,465.51,526.4
2100-05,57,PROC001085,ONC,200939,2339,114,14.41,461.6,150.86,68.7,6.29,94.59,308.39,926.55,23.25,3.32,1188.41,545.59,642.82
2100-06,32,PROC001086,ONC,105469,2450,124,9.29,157.96,498.64,179.9,4.16,77.48,188.9,1181.15,25.7,1.94,316.11,78.62,237.49
2100-07,21,PROC001087,GI,326449,2450,120,18.93,283.89,227.32,151.6,3.87,66.38,101.23,134.02,13.51,12.1,300.87,109.95,190.92
2100-08,31,PROC001088,RESP,289698,2433,127,3.1,165.11,358.38,147.76,6.38,77.65,82.34,942.52,1.88,17.21,788.56,282.99,505.57
2100-09,81,PROC001089,GI,449254,2330,127,5.68,45.83,357.05,193.08,5.93,81.82,232.22,284.29,16.4,11.48,485.91,263.91,222.0
2100-10,50,PROC001090,GI,334718,2473,111,10.13,498.07,228.31,94.03,4.72,88.52,86.55,858.0,16.71,13.46,1186.47,273.94,912.53
2100-11,32,PROC001091,ONC,322875,2366,124,8.21,470.89,646.53,22.33,6.14,83.24,74.78,476.92,10.43,0.92,752.33,381.1,371.23
2100-12,50,PROC001092,NEURO,434556,2400,119,16.69,282.86,265.87,37.52,2.29,70.35,359.61,573.81,2.92,9.15,212.17,41.26,170.91
2101-01,33,PROC001093,INFECT,449862,2388,130,17.12,208.11,426.64,6.75,2.23,86.79,217.33,516.78,13.2,13.48,932.81,234.43,698.38
2101-02,81,PROC001094,DERM,88160,2390,129,14.88,385.52,509.64,206.94,2.71,67.22,54.78,889.3,10.74,21.49,286.33,62.63,223.7
2101-03,33,PROC001095,INFECT,351793,2287,112,3.39,485.43,334.82,72.22,5.65,80.98,105.2,678.0,12.19,9.17,543.53,178.05,365.48
2101-04,24,PROC001096,ENDO,77464,2389,128,18.87,485.36,381.92,50.92,2.57,81.85,126.98,381.55,22.41,0.58,668.11,301.11,367.0
2101-05,24,PROC001097,RENAL,142875,2405,122,7.66,113.46,450.02,44.1,2.08,68.68,170.88,370.43,12.24,0.88,525.06,121.92,403.14
2101-06,23,PROC001098,DERM,106408,2399,107,8.86,430.74,329.91,111.75,2.1,76.67,291.28,307.48,1.03,20.4,378.47,193.56,184.91
2101-07,81,PROC001099,OBGYN,422228,2414,103,15.99,394.83,139.92,20.42,1.83,69.42,290.7,510.89,10.79,13.53,509.3,249.6,259.7
2101-08,24,PROC001100,RESP,296244,2379,146,20.24,281.02,127.28,53.04,4.95,81.05,21.9,1074.99,17.0,1.76,1120.85,284.4,836.45
2101-09,24,PROC001101,ENDO,134530,2340,130,17.48,365.7,206.74,186.76,4.0,66.04,374.06,1086.99,18.3,5.42,187.11,34.5,152.61
2101-10,24,PROC001102,CARDIO,393888,2482,120,21.71,302.74,517.94,198.98,0.57,73.97,360.88,1277.02,16.45,19.2,379.74,193.43,186.31
2101-11,31,PROC001103,OBGYN,25488,2417,115,21.38,306.89,136.08,96.03,4.98,67.77,284.34,554.4,15.33,3.4,917.46,252.41,665.05
2101-12,71,PROC001104,GI,231642,2403,128,15.89,225.54,335.05,89.37,0.98,74.59,109.53,923.33,6.44,2.07,884.06,266.18,617.88
2102-01,49,PROC001105,DERM,419325,2451,142,11.52,107.58,285.0,33.44,5.07,95.29,303.45,1300.5,0.34,2.86,875.81,374.01,501.8
2102-02,24,PROC001106,ENDO,6346,2399,122,10.06,301.83,342.48,99.07,1.37,84.52,243.5,1341.27,18.12,3.76,281.4,97.0,184.4
2102-03,31,PROC001107,ENDO,122430,2378,134,15.29,296.27,154.86,47.12,5.11,69.64,365.3,1197.47,14.36,14.65,1173.1,496.48,676.62
2102-04,22,PROC001108,ONC,343631,2408,122,8.32,135.74,640.06,183.76,5.1,93.77,268.27,685.96,21.24,19.74,594.92,192.17,402.75
2102-05,31,PROC001109,NEURO,146559,2368,110,8.69,64.81,245.19,10.07,2.29,72.46,299.57,983.01,3.14,12.99,134.46,44.3,90.16
2102-06,42,PROC001110,INFECT,24705,2470,116,19.04,308.29,255.53,214.19,3.81,77.02,326.68,1297.55,27.78,9.29,789.65,330.52,459.13
2102-07,22,PROC001111,RENAL,234013,2415,140,13.74,233.66,262.84,234.64,2.94,71.22,31.54,730.28,17.5,1.14,733.31,136.58,596.73
2102-08,32,PROC001112,NEURO,196047,2383,129,19.63,200.13,285.09,126.16,4.69,57.44,344.47,636.65,7.4,16.41,1049.37,519.79,529.58
2102-09,32,PROC001113,NEURO,425336,2354,119,20.25,140.75,261.75,5.86,2.72,95.03,124.1,932.04,4.18,18.52,622.8,309.25,313.55
2102-10,31,PROC001114,GI,52326,2384,131,13.32,518.23,472.38,2.86,6.25,64.58,116.41,620.26,13.65,20.36,601.67,243.11,358.56
2102-11,22,PROC001115,RENAL,182927,2422,101,6.27,209.57,82.35,4.75,4.18,58.76,170.99,217.0,14.5,10.86,968.13,200.8,767.33
2102-12,42,PROC001116,DERM,277833,2428,126,16.6,45.43,676.43,129.63,4.86,59.97,91.18,316.57,9.99,1.07,176.51,65.3,111.21
2103-01,11,PROC001117,MSK,172187,2435,117,9.51,508.2,483.92,233.11,3.47,82.96,374.0,1134.35,0.9,21.44,1064.02,523.09,540.93
2103-02,23,PROC001118,DERM,376318,2440,133,14.21,171.41,396.77,144.12,4.26,63.18,29.66,818.04,12.61,3.83,265.37,84.37,181.0
2103-03,42,PROC001119,RESP,60642,2443,104,13.75,69.51,174.57,188.62,2.04,63.15,150.29,842.56,3.27,10.39,775.38,191.58,583.8
2103-04,21,PROC001120,DERM,418355,2342,114,21.9,117.33,408.39,86.96,1.81,86.47,306.57,1310.96,7.09,18.84,653.37,348.06,305.31
2103-05,41,PROC001121,MSK,397588,2384,120,8.24,484.65,393.49,183.94,3.88,86.06,349.39,704.39,17.24,18.23,210.42,47.99,162.43
2103-06,57,PROC001122,ENDO,245946,2374,132,9.37,476.98,143.04,205.46,4.42,90.1,223.75,710.41,6.87,5.05,549.01,227.62,321.39
2103-07,31,PROC001123,NEURO,395701,2353,134,3.67,502.78,383.89,166.12,2.42,87.92,317.18,330.3,7.41,20.23,147.63,80.8,66.83
2103-08,24,PROC001124,CARDIO,135055,2336,133,15.19,400.75,370.32,11.06,4.93,81.27,187.16,431.74,2.29,19.8,606.37,143.45,462.92
2103-09,49,PROC001125,DERM,326958,2398,121,6.47,231.41,216.52,135.46,5.17,55.94,109.64,344.73,27.33,11.6,477.93,125.62,352.31
2103-10,22,PROC001126,NEURO,131959,2483,118,6.64,416.41,414.58,102.66,0.72,72.39,336.81,499.02,26.76,4.32,910.11,377.89,532.22
2103-11,33,PROC001127,DERM,153545,2387,139,11.09,320.14,232.44,146.87,0.69,75.21,166.37,1198.35,9.79,15.51,343.62,118.54,225.08
2103-12,50,PROC001128,RESP,303195,2481,120,21.54,206.55,658.66,128.71,5.69,70.78,307.75,153.6,0.61,17.53,1019.56,471.93,547.63
2104-01,57,PROC001129,GI,179711,2355,122,6.35,286.77,448.72,130.7,2.23,72.16,79.67,833.11,7.08,1.84,708.64,251.9,456.74
2104-02,24,PROC001130,MSK,401336,2409,125,17.38,291.21,253.29,106.39,1.4,72.67,274.7,991.18,16.88,1.58,1119.36,401.23,718.13
2104-03,23,PROC001131,DERM,256538,2397,106,6.59,101.01,423.92,108.79,4.63,64.31,83.69,1316.83,3.39,4.46,1245.47,246.83,998.64
2104-04,19,PROC001132,ENDO,383674,2378,132,5.98,87.09,651.48,57.6,6.16,88.91,242.59,1050.91,15.12,5.41,989.46,433.45,556.01
2104-05,81,PROC001133,RESP,286539,2383,121,6.74,106.37,678.74,1.21,2.79,84.33,193.5,639.74,18.79,7.84,1195.35,552.0,643.35
2104-06,23,PROC001134,RENAL,317238,2304,129,18.3,257.61,128.99,179.64,3.16,89.84,26.5,1339.04,10.68,20.12,161.9,87.14,74.76
2104-07,49,PROC001135,ENDO,78448,2406,123,19.13,83.34,157.92,142.97,5.74,82.28,372.95,849.65,16.74,16.43,166.13,37.8,128.33
2104-08,41,PROC001136,ENDO,335465,2309,105,4.16,285.55,234.24,9.38,1.49,70.53,47.64,1351.37,22.35,21.43,773.45,269.67,503.78
2104-09,31,PROC001137,RESP,249741,2384,111,7.46,143.83,447.44,163.97,4.95,95.84,287.68,317.18,2.59,1.15,570.99,208.87,362.12
2104-10,11,PROC001138,GI,372193,2323,116,11.29,509.76,630.89,211.95,0.32,81.9,338.7,584.89,9.68,7.3,515.87,259.09,256.78
2104-11,81,PROC001139,OBGYN,282343,2442,111,9.89,218.96,583.18,86.24,0.92,94.12,273.22,1272.55,17.05,16.44,1246.63,320.81,925.82
2104-12,57,PROC001140,OBGYN,305378,2393,110,14.68,111.31,396.64,161.86,6.33,71.44,340.12,1155.39,18.84,16.63,374.69,189.7,184.99
2105-01,23,PROC001141,NEURO,191881,2435,116,10.14,472.21,664.32,100.19,6.22,74.46,107.74,373.27,24.27,5.52,404.98,74.29,330.69
2105-02,50,PROC001142,ENDO,284499,2359,116,20.77,424.41,384.37,214.96,0.93,59.1,298.97,361.28,14.15,6.9,1063.71,368.95,694.76
2105-03,33,PROC001143,DERM,423601,2332,113,3.62,503.49,650.21,104.72,4.58,59.81,238.06,1232.9,17.19,13.89,346.96,168.73,178.23
2105-04,50,PROC001144,NEURO,430232,2437,116,14.45,472.87,300.79,94.51,6.25,82.5,212.8,1341.85,21.65,14.29,811.46,220.86,590.6
2105-05,71,PROC001145,INFECT,283699,2395,135,10.03,49.44,454.57,163.0,1.7,90.77,37.05,1146.33,3.32,5.03,667.27,315.07,352.2
2105-06,22,PROC001146,RENAL,414732,2423,131,10.96,467.71,542.21,27.64,3.16,80.1,325.27,1291.47,23.65,14.19,654.46,180.83,473.63
2105-07,19,PROC001147,GI,257605,2316,138,9.78,258.05,495.58,219.08,3.27,65.12,120.81,882.36,4.78,5.94,1116.7,226.2,890.5
2105-08,71,PROC001148,OBGYN,360703,2538,100,17.83,251.37,312.16,67.9,5.35,70.71,169.68,169.23,8.21,12.46,605.51,123.92,481.59
2105-09,32,PROC001149,NEURO,21903,2378,114,15.99,359.66,622.46,189.93,0.37,76.96,173.93,132.36,16.52,16.42,876.43,362.16,514.27
2105-10,31,PROC001150,OBGYN,398321,2325,111,5.08,237.54,664.79,63.9,2.74,92.67,142.5,353.27,0.51,5.34,908.78,424.95,483.83
2105-11,23,PROC001151,ENDO,12514,2379,125,7.85,462.4,505.17,73.19,3.19,91.27,275.7,484.02,5.87,0.28,754.24,369.89,384.35
2105-12,41,PROC001152,GI,4612,2442,109,17.73,135.72,145.57,129.02,3.51,89.55,80.48,1353.55,4.9,7.33,432.96,157.07,275.89
2106-01,49,PROC001153,ONC,303765,2396,122,8.16,189.8,492.27,177.39,2.09,81.72,341.99,258.4,11.92,20.49,1122.83,565.11,557.72
2106-02,22,PROC001154,GI,46860,2374,129,6.82,394.6,708.46,228.26,0.72,66.21,314.01,1320.66,2.26,15.9,968.44,193.58,774.86
2106-03,50,PROC001155,NEURO,70163,2450,103,16.89,97.53,332.89,209.88,6.21,88.22,69.26,1118.37,10.33,12.54,426.55,113.9,312.65
2106-04,34,PROC001156,OBGYN,429125,2396,117,15.81,348.11,261.19,117.92,5.32,85.92,79.0,703.96,0.86,5.47,999.73,514.18,485.55
2106-05,19,PROC001157,OBGYN,40244,2503,106,5.0,234.17,588.16,18.41,4.52,83.32,97.51,1335.19,13.13,6.61,654.93,137.05,517.88
2106-06,61,PROC001158,CARDIO,405701,2369,115,5.42,375.07,456.24,167.25,5.31,67.4,336.63,1383.16,5.15,20.99,701.69,293.77,407.92
2106-07,49,PROC001159,RESP,20144,2305,92,8.57,504.93,665.67,188.49,0.82,65.86,352.89,1379.06,8.01,2.68,427.44,201.23,226.21
2106-08,21,PROC001160,RESP,426866,2417,100,14.74,423.35,513.11,217.64,5.59,66.37,253.43,1365.29,5.97,17.98,964.71,490.36,474.35
2106-09,61,PROC001161,CARDIO,439246,2454,126,10.24,336.92,327.61,73.52,4.84,66.34,121.46,314.64,12.93,20.66,1031.95,260.18,771.77
2106-10,21,PROC001162,INFECT,419093,2428,113,11.13,368.24,552.78,62.63,2.26,86.06,253.9,1029.72,16.0,20.75,355.0,70.94,284.06
2106-11,23,PROC001163,ONC,4578,2395,130,21.97,501.1,309.64,169.5,4.23,63.85,353.28,184.8,3.42,1.14,604.63,327.89,276.74
2106-12,21,PROC001164,OBGYN,94911,2424,94,13.74,165.74,524.31,32.92,3.7,74.26,313.9,1132.07,12.23,6.97,467.08,199.93,267.15
2107-01,61,PROC001165,GI,329112,2369,124,3.99,78.3,699.93,129.13,4.66,67.76,87.69,1313.32,14.07,2.19,890.66,473.17,417.49
2107-02,23,PROC001166,CARDIO,92034,2426,114,8.37,279.55,622.08,21.32,4.41,77.18,42.07,280.42,3.77,6.82,804.11,420.44,383.67
2107-03,49,PROC001167,ONC,313630,2412,113,15.34,196.45,370.59,74.17,0.41,61.89,340.34,1115.58,17.02,4.97,442.26,165.49,276.77
2107-04,11,PROC001168,GI,231035,2383,116,20.97,325.63,196.23,204.97,0.67,57.52,109.01,295.45,26.74,0.99,1002.45,348.55,653.9
2107-05,24,PROC001169,ENDO,416754,2339,127,14.41,97.07,560.9,172.28,0.81,57.54,103.42,433.23,3.14,1.34,707.56,185.41,522.15
2107-06,23,PROC001170,ENDO,110261,2376,138,16.05,349.26,505.45,233.26,0.73,66.79,218.88,666.59,18.37,4.24,689.28,322.66,366.62
2107-07,22,PROC001171,ONC,393302,2392,149,9.49,192.53,615.3,143.65,2.37,72.01,34.74,802.73,17.01,17.77,293.82,148.75,145.07
2107-08,32,PROC001172,ENDO,132397,2314,119,6.19,367.35,701.09,88.11,3.72,82.77,276.66,556.97,7.68,12.53,414.54,163.79,250.75
2107-09,32,PROC001173,GI,191892,2286,148,5.55,117.32,319.98,196.92,2.8,83.33,327.06,737.32,7.9,12.97,706.58,316.27,390.31
2107-10,49,PROC001174,NEURO,39907,2345,106,20.05,515.48,473.63,171.15,6.25,86.35,379.54,782.44,5.75,20.92,160.13,63.79,96.34
2107-11,11,PROC001175,ONC,128059,2476,99,8.78,456.25,121.38,193.46,4.51,79.25,233.34,890.31,2.79,19.8,432.59,168.25,264.34
2107-12,42,PROC001176,MSK,310494,2443,113,14.51,312.55,351.01,22.39,1.33,74.97,176.47,570.68,25.66,20.51,400.61,181.37,219.24
2108-01,23,PROC001177,ONC,317290,2369,109,17.72,441.5,666.31,24.85,3.82,55.12,41.94,1365.9,23.67,10.2,797.28,431.93,365.35
2108-02,34,PROC001178,CARDIO,25256,2343,114,13.9,137.5,121.53,155.37,2.25,65.35,75.16,1084.05,0.17,3.38,790.19,229.51,560.68
2108-03,50,PROC001179,RESP,124463,2384,130,19.51,392.23,198.22,38.88,1.68,70.81,259.99,844.22,12.82,5.74,1117.76,557.08,560.68
2108-04,61,PROC001180,ENDO,409222,2382,113,14.96,370.98,603.48,86.71,0.61,86.45,30.6,240.92,11.41,8.0,722.97,180.39,542.58
2108-05,57,PROC001181,NEURO,238817,2375,114,20.17,271.42,241.34,26.96,5.63,63.2,97.46,767.07,16.34,17.64,1171.06,285.45,885.61
2108-06,31,PROC001182,DERM,154941,2408,116,4.39,232.41,645.34,124.64,3.01,56.97,369.81,1076.32,14.98,11.38,1160.43,309.58,850.85
2108-07,34,PROC001183,INFECT,227355,2420,120,16.06,398.48,362.65,41.48,2.49,63.94,272.49,213.08,12.55,0.5,187.71,72.7,115.01
2108-08,23,PROC001184,INFECT,393776,2336,136,20.48,303.19,97.68,6.48,4.16,87.0,309.33,730.07,18.87,16.59,965.39,364.3,601.09
2108-09,49,PROC001185,DERM,337634,2371,126,10.37,174.99,338.83,165.99,1.11,92.73,223.34,420.84,1.43,19.5,360.42,154.7,205.72
2108-10,19,PROC001186,MSK,119761,2386,118,14.06,465.06,206.53,87.39,2.08,56.29,111.33,1030.45,11.53,13.7,607.17,301.39,305.78
2108-11,11,PROC001187,ENDO,325388,2423,106,15.74,197.19,467.39,63.47,3.52,74.97,351.85,754.12,19.81,10.63,1031.88,191.67,840.21
2108-12,31,PROC001188,ENDO,7575,2249,117,6.67,266.61,124.25,211.33,2.24,66.16,21.97,1048.1,19.23,1.97,1216.05,402.92,813.13
2109-01,33,PROC001189,ONC,434261,2462,115,10.67,40.75,159.42,200.97,0.61,85.16,44.05,607.29,22.23,2.73,528.96,197.24,331.72
2109-02,42,PROC001190,CARDIO,134709,2394,116,11.33,306.12,610.78,60.78,4.59,67.5,39.89,1002.12,0.8,16.47,340.89,74.73,266.16
2109-03,24,PROC001191,NEURO,221861,2479,134,12.08,137.38,240.61,60.19,4.74,89.48,27.24,1088.02,21.95,4.51,1012.02,223.42,788.6
2109-04,32,PROC001192,INFECT,227953,2448,112,3.4,107.96,606.91,140.51,2.04,58.16,198.98,691.81,14.68,7.85,509.4,151.45,357.95
2109-05,11,PROC001193,ENDO,403190,2351,113,4.76,103.46,466.48,45.68,1.7,56.7,232.25,835.16,13.52,18.72,548.89,196.92,351.97
2109-06,57,PROC001194,DERM,168887,2472,125,9.85,279.62,372.69,146.05,5.16,79.69,344.56,783.94,8.61,12.46,756.79,144.58,612.21
2109-07,23,PROC001195,ENDO,412148,2307,106,12.66,183.16,435.45,13.53,2.65,69.29,198.52,512.64,0.47,13.09,292.01,159.13,132.88
2109-08,21,PROC001196,GI,347180,2405,123,6.74,510.6,367.56,88.29,1.89,62.14,279.26,685.98,12.14,8.72,622.86,146.22,476.64
2109-09,50,PROC001197,CARDIO,164010,2496,118,15.75,197.79,293.77,90.67,3.95,85.2,322.13,931.31,10.58,9.59,770.47,392.1,378.37
2109-10,42,PROC001198,DERM,349875,2396,124,5.74,379.66,709.4,55.53,5.64,81.06,161.9,977.06,24.63,1.14,434.44,189.91,244.53
2109-11,81,PROC001199,RENAL,416928,2429,131,4.99,200.51,420.54,29.9,4.97,69.8,96.62,1397.71,6.87,1.71,1081.39,340.65,740.74
2109-12,50,PROC001200,ONC,430009,2377,104,16.54,153.76,180.98,134.68,3.87,63.33,37.03,1307.26,23.98,19.63,591.4,188.12,403.28
2110-01,22,PROC001201,RESP,326080,2483,125,14.59,482.47,371.44,79.91,0.53,89.96,121.6,847.39,13.39,19.6,439.69,137.3,302.39
2110-02,71,PROC001202,DERM,341458,2506,128,10.24,410.21,675.55,183.72,1.59,57.75,189.89,1206.9,7.81,15.6,320.03,74.85,245.18
2110-03,22,PROC001203,GI,244032,2296,112,20.82,448.67,81.95,213.48,1.91,92.33,238.7,798.98,1.73,13.46,755.52,386.22,369.3
2110-04,11,PROC001204,INFECT,67812,2378,121,19.55,58.76,645.11,154.02,0.87,81.15,299.15,581.87,5.95,18.89,693.86,372.04,321.82
2110-05,32,PROC001205,RESP,412483,2458,126,8.02,303.12,379.29,40.45,3.59,60.61,274.16,698.28,3.81,5.31,392.11,81.5,310.61
2110-06,42,PROC001206,RESP,346041,2356,136,7.51,75.95,419.06,226.54,4.86,66.7,38.95,719.77,10.79,1.29,338.21,112.52,225.69
2110-07,19,PROC001207,MSK,436456,2447,127,8.17,208.41,119.66,0.62,4.32,61.56,140.82,779.82,4.82,3.79,1095.1,486.67,608.43
2110-08,42,PROC001208,NEURO,53824,2401,110,16.05,215.53,308.44,137.37,2.46,75.3,194.65,818.16,18.35,18.2,1207.07,404.48,802.59
2110-09,34,PROC001209,DERM,361090,2477,114,10.38,448.32,389.42,153.52,3.51,68.54,281.44,841.85,10.82,10.92,861.49,215.51,645.98
2110-10,22,PROC001210,DERM,235862,2368,125,13.53,295.53,194.85,70.12,2.18,91.46,67.81,745.03,14.15,1.05,289.24,144.23,145.01
2110-11,11,PROC001211,INFECT,438225,2455,128,21.15,42.11,422.33,19.97,6.09,71.71,274.09,884.56,12.36,9.25,330.3,104.01,226.29
2110-12,32,PROC001212,DERM,350097,2320,114,5.37,420.62,483.09,102.83,2.79,64.6,201.09,484.76,26.08,4.98,1108.3,242.8,865.5
2111-01,49,PROC001213,DERM,138144,2444,134,16.08,224.09,108.43,227.3,5.77,80.0,183.73,325.44,17.99,15.36,415.72,153.01,262.71
2111-02,57,PROC001214,GI,319745,2453,121,11.86,511.77,101.18,83.25,2.44,79.17,182.53,257.88,15.26,11.81,168.57,87.63,80.94
2111-03,81,PROC001215,GI,63939,2410,133,16.68,454.29,493.05,124.28,2.04,85.92,218.71,618.22,20.37,20.77,824.58,302.64,521.94
2111-04,50,PROC001216,DERM,349254,2471,112,3.28,136.36,159.51,155.36,2.81,86.85,135.79,262.52,18.71,10.61,160.15,32.86,127.29
2111-05,11,PROC001217,ENDO,391313,2441,117,13.39,254.09,189.76,200.98,4.7,71.08,209.04,948.93,7.28,21.16,1206.62,602.24,604.38
2111-06,31,PROC001218,NEURO,303803,2397,111,14.74,71.51,304.93,163.69,5.49,69.22,363.98,365.43,15.31,2.94,165.8,79.55,86.25
2111-07,34,PROC001219,ONC,213728,2454,120,4.08,274.48,237.21,205.18,0.21,82.27,103.85,1313.89,21.47,17.58,667.95,137.83,530.12
2111-08,22,PROC001220,DERM,449050,2440,118,8.42,388.21,573.29,113.56,0.27,83.23,190.57,156.46,6.16,13.05,1234.53,612.2,622.33
2111-09,33,PROC001221,MSK,220300,2355,101,21.67,106.27,365.99,183.08,5.98,92.46,108.46,1275.74,17.66,7.93,335.75,172.13,163.62
2111-10,71,PROC001222,CARDIO,7118,2398,120,8.44,219.68,84.94,161.37,0.65,78.86,144.21,724.5,13.79,3.53,428.22,77.2,351.02
2111-11,32,PROC001223,DERM,247331,2429,131,13.93,246.52,472.68,89.59,2.8,93.7,145.84,214.47,2.59,13.37,1168.0,378.62,789.38
2111-12,71,PROC001224,NEURO,129810,2353,113,18.64,229.71,554.31,153.02,2.77,61.52,315.24,1376.05,10.39,19.19,616.48,246.81,369.67
2112-01,49,PROC001225,CARDIO,376148,2357,130,11.43,334.84,657.91,101.01,4.9,82.73,339.4,633.8,2.65,18.99,471.4,89.87,381.53
2112-02,33,PROC001226,GI,168894,2368,110,15.05,46.77,228.26,59.72,3.77,56.45,320.38,202.86,22.66,12.11,169.7,85.61,84.09
2112-03,22,PROC001227,INFECT,277399,2345,154,18.92,209.21,226.54,30.48,0.39,69.42,350.39,181.63,7.25,20.22,745.18,147.42,597.76
2112-04,49,PROC001228,OBGYN,94392,2391,127,19.05,269.32,602.07,20.2,3.3,84.63,78.25,740.97,10.52,15.52,724.85,244.36,480.49
2112-05,42,PROC001229,GI,300155,2390,108,17.57,126.07,335.05,53.54,5.86,88.95,234.2,660.38,4.85,3.88,889.06,240.38,648.68
2112-06,42,PROC001230,NEURO,172963,2379,142,19.46,347.06,534.89,97.22,5.19,64.48,296.33,521.97,23.55,10.01,902.93,188.65,714.28
2112-07,33,PROC001231,ONC,435220,2344,118,17.82,293.72,366.44,63.78,2.58,88.98,325.7,878.16,7.05,10.87,924.37,287.66,636.71
2112-08,33,PROC001232,RENAL,288816,2481,113,20.2,228.15,91.97,130.22,0.73,56.98,319.19,664.27,24.99,9.75,705.38,247.06,458.32
2112-09,19,PROC001233,RESP,149015,2371,111,7.16,361.44,317.64,72.49,4.35,79.1,121.2,1314.67,7.15,5.56,519.34,184.65,334.69
2112-10,31,PROC001234,DERM,137534,2360,119,11.63,74.14,524.4,86.58,5.1,62.87,177.37,940.19,7.63,2.01,325.74,128.56,197.18
2112-11,49,PROC001235,CARDIO,44006,2427,119,6.13,454.17,157.87,124.04,3.29,76.64,137.25,1302.6,22.89,16.62,699.29,133.03,566.26
2112-12,61,PROC001236,DERM,208541,2339,120,9.77,175.34,361.68,117.9,4.14,94.29,119.61,742.2,22.54,18.01,434.57,121.01,313.56
2113-01,23,PROC001237,ONC,15070,2426,129,10.78,512.21,642.67,55.1,4.43,67.64,363.12,688.16,13.7,13.72,644.06,275.98,368.08
2113-02,61,PROC001238,ONC,66412,2420,107,8.1,46.6,137.71,208.44,3.03,63.66,350.48,348.91,24.18,11.13,962.31,416.31,546.0
2113-03,31,PROC001239,RENAL,135949,2396,143,8.64,251.75,180.03,59.55,6.42,75.48,358.86,195.48,15.83,13.67,208.82,100.33,108.49
2113-04,81,PROC001240,NEURO,127289,2390,159,16.42,390.08,110.71,138.02,3.25,83.28,263.19,1336.83,18.54,17.02,269.63,143.76,125.87
2113-05,31,PROC001241,ONC,320614,2359,119,18.74,146.8,299.64,130.32,3.64,55.32,206.98,668.91,12.17,2.14,649.28,323.54,325.74
2113-06,23,PROC001242,MSK,242026,2420,114,7.8,90.86,274.34,133.4,3.04,79.48,125.42,219.2,12.99,7.03,965.38,427.45,537.93
2113-07,22,PROC001243,MSK,439090,2402,103,14.46,396.07,507.33,228.68,2.78,89.58,192.45,1144.22,2.63,2.69,762.72,319.32,443.4
2113-08,19,PROC001244,RESP,182831,2440,126,5.68,456.4,703.06,136.66,3.77,56.11,100.17,259.21,13.59,15.65,353.42,164.17,189.25
2113-09,31,PROC001245,ENDO,349300,2415,133,16.84,276.46,575.48,232.92,1.17,94.02,135.18,1300.0,12.0,14.72,895.58,342.7,552.88
2113-10,71,PROC001246,RESP,63104,2373,119,21.46,272.35,97.66,218.24,4.15,57.3,231.34,880.35,22.46,3.88,790.25,155.22,635.03
2113-11,41,PROC001247,NEURO,95495,2454,122,6.99,217.64,201.08,187.43,2.96,95.03,376.79,1362.5,17.53,21.99,772.85,201.23,571.62
2113-12,61,PROC001248,GI,445371,2411,140,7.04,126.97,526.89,157.54,5.91,57.15,282.46,482.52,22.89,13.42,1023.43,411.9,611.53
2114-01,21,PROC001249,NEURO,252735,2402,138,20.35,116.83,626.94,6.99,1.0,94.23,32.75,432.56,14.48,7.19,570.57,268.36,302.21
2114-02,41,PROC001250,DERM,22125,2414,106,10.32,87.51,494.22,204.21,5.62,84.78,217.11,1231.84,6.06,9.05,1008.68,330.83,677.85
2114-03,41,PROC001251,OBGYN,46071,2323,113,6.73,177.75,452.93,180.72,2.5,62.66,212.0,1062.59,1.65,4.28,201.63,95.24,106.39
2114-04,11,PROC001252,ENDO,435670,2452,128,9.04,518.36,254.62,78.58,1.19,58.72,276.92,776.8,16.81,19.49,260.64,78.43,182.21
