trans_port_arrival_date,trans_port_port_un_locode,trans_port_vessel_imo_hash,trans_port_vessel_type_code,trans_port_cargo_category_code,trans_port_container_teu_count,trans_port_cargo_tonnage_metric,trans_port_origin_country_code,trans_port_destination_country_code,trans_port_berth_assignment_id,trans_port_berth_time_hours,trans_port_dwell_time_hours,trans_port_customs_hold_flag,trans_port_rail_intermodal_flag,trans_port_truck_gate_turn_time_minutes,trans_port_emissions_at_berth_kg,trans_port_harbor_congestion_index,trans_port_pilotage_required_flag,trans_port_weather_delay_flag,trans_port_security_level_code
2019-06-13,USHOU,IMO000000894,CONTAINER,ENERGY,555,110641.72,CN,US,BERTH0000894,83.94,66.64,1,1,175.32,47022.41,0.581,0,0,LEVEL_1
2019-06-14,USHOU,IMO000000895,CONTAINER,INDUSTRIAL,13749,175793.27,BR,CA,BERTH0000895,51.92,61.87,0,0,80.17,44470.73,0.7687,0,0,LEVEL_2
2019-06-15,USOAK,IMO000000896,BULK,CHEMICALS,19011,71184.0,GB,US,BERTH0000896,83.69,183.64,1,1,174.84,94857.78,0.2873,0,0,LEVEL_1
2019-06-16,USLAX,IMO000000897,TANKER,OTHER,18680,265415.59,KR,US,BERTH0000897,1.22,82.73,0,1,173.97,60846.26,0.2743,0,0,LEVEL_1
2019-06-17,USMIA,IMO000000898,CONTAINER,AGRI_FOOD,9776,194030.07,NL,MX,BERTH0000898,17.26,163.73,0,0,50.56,82461.42,0.681,0,0,LEVEL_3
2019-06-18,USHOU,IMO000000899,BULK,AUTOMOTIVE,10196,106284.37,SG,US,BERTH0000899,11.03,83.87,0,1,17.78,89346.28,0.4955,1,0,LEVEL_3
2019-06-19,USCHS,IMO000000900,CONTAINER,INDUSTRIAL,14542,33217.37,IN,US,BERTH0000900,8.7,106.1,0,0,135.31,73334.68,0.3193,0,1,LEVEL_1
2019-06-20,USNYC,IMO000000901,TANKER,OTHER,3870,367240.9,VN,US,BERTH0000901,35.96,13.38,0,0,150.94,33673.54,0.564,0,1,LEVEL_1
2019-06-21,USOAK,IMO000000902,BULK,AGRI_FOOD,5082,213783.17,MX,US,BERTH0000902,37.85,25.78,0,0,114.46,6997.94,0.4649,0,0,LEVEL_1
2019-06-22,USOAK,IMO000000903,BULK,INDUSTRIAL,20273,73961.43,JP,US,BERTH0000903,8.4,91.65,0,0,93.15,321.98,0.4161,0,0,LEVEL_1
2019-06-23,USTAC,IMO000000904,CONTAINER,AGRI_FOOD,12512,47396.62,CN,MX,BERTH0000904,54.16,86.53,0,0,127.03,87951.9,0.6534,0,0,LEVEL_1
2019-06-24,USHOU,IMO000000905,REEFER,CHEMICALS,8871,38217.93,BR,US,BERTH0000905,85.16,6.21,0,1,73.26,64852.37,0.6994,1,0,LEVEL_2
2019-06-25,USSEA,IMO000000906,RORO,CHEMICALS,21212,150757.78,JP,US,BERTH0000906,32.97,63.35,0,0,10.78,67730.67,0.0204,1,0,LEVEL_1
2019-06-26,USNYC,IMO000000907,CONTAINER,AGRI_FOOD,1321,231194.38,VN,US,BERTH0000907,75.99,58.66,0,0,31.88,75556.11,0.9615,1,0,LEVEL_1
2019-06-27,USNYC,IMO000000908,TANKER,AUTOMOTIVE,2099,168646.33,BR,US,BERTH0000908,94.25,176.7,0,0,135.85,8460.66,0.4311,0,0,LEVEL_2
2019-06-28,USMIA,IMO000000909,REEFER,CHEMICALS,19544,117268.85,NL,US,BERTH0000909,32.09,26.34,0,1,9.89,71850.59,0.7707,0,0,LEVEL_3
2019-06-29,USCHS,IMO000000910,TANKER,ENERGY,10135,248442.7,SG,CA,BERTH0000910,4.33,208.43,0,1,166.12,21535.05,0.6618,1,1,LEVEL_1
2019-06-30,USSAV,IMO000000911,CONTAINER,CHEMICALS,1018,64383.81,DE,US,BERTH0000911,85.24,163.35,0,1,38.96,14107.35,0.7341,0,0,LEVEL_2
2019-07-01,USCHS,IMO000000912,TANKER,AGRI_FOOD,12079,128826.17,CA,US,BERTH0000912,16.7,105.13,0,1,103.61,733.43,0.2055,0,0,LEVEL_1
2019-07-02,USCHS,IMO000000913,CONTAINER,CHEMICALS,20074,229559.25,JP,US,BERTH0000913,14.41,201.14,0,1,11.79,12728.86,0.8121,0,0,LEVEL_1
2019-07-03,USLAX,IMO000000914,GENERAL_CARGO,ENERGY,15473,205504.95,MX,US,BERTH0000914,85.59,139.37,0,0,118.35,24478.47,0.2792,0,0,LEVEL_3
2019-07-04,USTAC,IMO000000915,TANKER,AGRI_FOOD,2934,87149.94,MX,MX,BERTH0000915,78.54,172.35,0,1,78.89,14187.25,0.8672,0,0,LEVEL_1
2019-07-05,USLAX,IMO000000916,CONTAINER,CONSUMER_GOODS,2163,158963.25,SG,MX,BERTH0000916,50.62,40.07,0,0,63.03,44442.64,0.9313,0,0,LEVEL_1
2019-07-06,USCHS,IMO000000917,GENERAL_CARGO,INDUSTRIAL,8158,226165.1,GB,US,BERTH0000917,11.51,104.07,0,1,66.86,78449.78,0.816,0,0,LEVEL_1
2019-07-07,USLAX,IMO000000918,CONTAINER,ENERGY,16272,132817.74,SG,US,BERTH0000918,45.91,169.13,0,0,167.77,25974.7,0.1054,0,0,LEVEL_1
2019-07-08,USOAK,IMO000000919,RORO,INDUSTRIAL,13534,251015.09,CN,US,BERTH0000919,80.54,153.41,0,1,101.29,43899.63,0.6297,1,0,LEVEL_1
2019-07-09,USNYC,IMO000000920,TANKER,AGRI_FOOD,21148,90993.34,JP,CA,BERTH0000920,66.4,123.49,0,1,28.79,15629.67,0.9887,1,0,LEVEL_2
2019-07-10,USTAC,IMO000000921,REEFER,AGRI_FOOD,13442,352110.97,GB,US,BERTH0000921,17.96,122.77,0,0,38.46,7280.38,0.163,1,0,LEVEL_3
2019-07-11,USMIA,IMO000000922,GENERAL_CARGO,AGRI_FOOD,1676,312001.54,MX,US,BERTH0000922,63.51,140.46,0,1,110.61,79528.61,0.7839,0,0,LEVEL_1
2019-07-12,USCHS,IMO000000923,CONTAINER,CHEMICALS,19237,205653.92,MX,US,BERTH0000923,76.3,115.61,0,1,167.96,86624.66,0.5964,1,1,LEVEL_1
2019-07-13,USCHS,IMO000000924,CONTAINER,AUTOMOTIVE,19489,150393.45,NL,US,BERTH0000924,23.07,106.48,1,0,23.4,33661.93,0.7073,0,0,LEVEL_2
2019-07-14,USMIA,IMO000000925,BULK,CONSUMER_GOODS,8905,80416.54,IN,MX,BERTH0000925,31.27,188.01,0,1,42.63,32694.59,0.4468,0,0,LEVEL_1
2019-07-15,USOAK,IMO000000926,CONTAINER,AGRI_FOOD,5341,327699.54,NL,US,BERTH0000926,85.66,150.61,0,0,76.23,9425.28,0.1108,0,0,LEVEL_1
2019-07-16,USSAV,IMO000000927,CONTAINER,AGRI_FOOD,8575,171334.45,CA,US,BERTH0000927,8.27,164.63,0,0,110.41,92251.93,0.493,0,0,LEVEL_1
2019-07-17,USNYC,IMO000000928,TANKER,AUTOMOTIVE,20286,170361.74,IN,US,BERTH0000928,9.38,178.37,0,1,92.44,65140.37,0.1062,0,0,LEVEL_3
2019-07-18,USOAK,IMO000000929,CONTAINER,AUTOMOTIVE,19862,377428.11,MX,MX,BERTH0000929,67.48,37.9,0,0,63.56,15415.38,0.3849,0,1,LEVEL_1
2019-07-19,USLGB,IMO000000930,CONTAINER,INDUSTRIAL,7662,305901.32,DE,US,BERTH0000930,77.59,86.61,0,0,27.49,80659.07,0.1539,0,0,LEVEL_2
2019-07-20,USLAX,IMO000000931,BULK,CHEMICALS,16685,272471.51,BR,US,BERTH0000931,55.36,96.0,0,0,83.93,29533.77,0.557,1,0,LEVEL_3
2019-07-21,USSAV,IMO000000932,CONTAINER,AGRI_FOOD,12154,196661.85,BR,US,BERTH0000932,95.57,153.85,0,0,110.17,53041.77,0.7385,1,0,LEVEL_2
2019-07-22,USCHS,IMO000000933,TANKER,ENERGY,10790,259716.11,MX,CA,BERTH0000933,33.54,172.8,0,0,71.66,60420.25,0.9882,1,0,LEVEL_1
2019-07-23,USNYC,IMO000000934,CONTAINER,INDUSTRIAL,432,264220.91,SG,US,BERTH0000934,71.75,29.0,0,0,28.0,71289.8,0.7684,0,0,LEVEL_2
2019-07-24,USLGB,IMO000000935,CONTAINER,CONSUMER_GOODS,12284,215731.6,NL,US,BERTH0000935,27.2,184.23,0,0,176.41,50518.99,0.4589,1,0,LEVEL_1
2019-07-25,USSEA,IMO000000936,CONTAINER,CONSUMER_GOODS,7957,191600.39,BR,US,BERTH0000936,75.59,92.9,0,1,110.64,86027.75,0.6978,0,0,LEVEL_2
2019-07-26,USTAC,IMO000000937,CONTAINER,ENERGY,17678,223528.93,JP,US,BERTH0000937,44.21,21.31,0,0,142.63,29732.11,0.5342,1,0,LEVEL_1
2019-07-27,USCHS,IMO000000938,BULK,OTHER,18800,112907.55,DE,US,BERTH0000938,28.11,63.84,0,0,89.9,56368.91,0.9734,0,0,LEVEL_3
2019-07-28,USSAV,IMO000000939,RORO,CHEMICALS,1724,86179.45,IN,US,BERTH0000939,43.75,184.96,0,0,76.01,70889.26,0.8298,0,0,LEVEL_2
2019-07-29,USLAX,IMO000000940,CONTAINER,CHEMICALS,10405,249199.64,MX,US,BERTH0000940,6.01,153.9,0,0,37.04,13216.27,0.1975,0,0,LEVEL_1
2019-07-30,USTAC,IMO000000941,GENERAL_CARGO,ENERGY,3775,21709.33,SG,US,BERTH0000941,72.18,83.29,0,0,17.25,84826.21,0.4624,0,0,LEVEL_1
2019-07-31,USSAV,IMO000000942,CONTAINER,AGRI_FOOD,13597,292231.59,VN,US,BERTH0000942,83.93,87.92,0,1,119.73,50443.74,0.4419,0,0,LEVEL_2
2019-08-01,USNYC,IMO000000943,TANKER,CONSUMER_GOODS,4506,299146.82,VN,US,BERTH0000943,95.24,54.51,0,0,160.89,79522.83,0.2066,0,0,LEVEL_1
2019-08-02,USLAX,IMO000000944,CONTAINER,OTHER,2204,359840.13,JP,US,BERTH0000944,95.87,22.2,0,1,137.84,76708.76,0.9576,0,0,LEVEL_1
2019-08-03,USLGB,IMO000000945,CONTAINER,CHEMICALS,15792,492.06,SG,US,BERTH0000945,33.59,136.09,0,1,179.26,5563.21,0.5799,0,0,LEVEL_1
2019-08-04,USOAK,IMO000000946,GENERAL_CARGO,OTHER,20180,333045.78,KR,US,BERTH0000946,4.84,114.66,0,1,108.51,31486.31,0.922,0,1,LEVEL_2
2019-08-05,USSEA,IMO000000947,CONTAINER,INDUSTRIAL,7124,357939.9,GB,US,BERTH0000947,29.26,149.56,0,0,7.95,44417.33,0.3387,0,0,LEVEL_1
2019-08-06,USSEA,IMO000000948,TANKER,CHEMICALS,6899,291700.68,JP,US,BERTH0000948,65.04,114.18,0,1,74.72,51375.14,0.4471,0,0,LEVEL_2
2019-08-07,USSEA,IMO000000949,CONTAINER,OTHER,13367,132708.41,NL,US,BERTH0000949,94.27,17.06,0,0,121.91,47591.75,0.6722,1,0,LEVEL_1
2019-08-08,USTAC,IMO000000950,BULK,ENERGY,1408,343045.01,CA,CA,BERTH0000950,61.85,196.5,0,0,74.21,20377.41,0.8561,1,0,LEVEL_1
2019-08-09,USCHS,IMO000000951,TANKER,AUTOMOTIVE,18995,21131.2,IN,US,BERTH0000951,82.29,141.75,0,1,125.52,12270.1,0.7197,0,0,LEVEL_3
2019-08-10,USMIA,IMO000000952,CONTAINER,OTHER,8858,202791.79,BR,CA,BERTH0000952,2.0,176.83,0,0,56.14,34563.82,0.5743,0,0,LEVEL_1
2019-08-11,USSAV,IMO000000953,BULK,INDUSTRIAL,18594,133419.57,MX,US,BERTH0000953,31.11,129.4,0,1,110.17,48705.68,0.4733,0,0,LEVEL_1
2019-08-12,USHOU,IMO000000954,CONTAINER,CHEMICALS,6961,224692.52,CN,US,BERTH0000954,48.6,95.61,0,0,68.29,48985.02,0.3344,1,0,LEVEL_1
2019-08-13,USNYC,IMO000000955,BULK,AUTOMOTIVE,5387,52294.73,DE,US,BERTH0000955,65.11,106.5,0,1,138.41,79396.71,0.8215,0,0,LEVEL_1
2019-08-14,USOAK,IMO000000956,CONTAINER,INDUSTRIAL,7550,362265.06,MX,US,BERTH0000956,17.98,44.93,0,0,67.62,79937.66,0.3231,1,0,LEVEL_1
2019-08-15,USSEA,IMO000000957,GENERAL_CARGO,CHEMICALS,6814,312667.73,MX,CA,BERTH0000957,17.17,146.25,0,1,107.44,86306.8,0.2889,0,0,LEVEL_3
2019-08-16,USHOU,IMO000000958,TANKER,CONSUMER_GOODS,2526,334664.64,CN,US,BERTH0000958,66.6,207.48,0,1,33.18,40930.44,0.0359,0,0,LEVEL_2
2019-08-17,USCHS,IMO000000959,TANKER,INDUSTRIAL,12463,214856.38,BR,US,BERTH0000959,26.67,71.65,0,0,140.26,15645.19,0.2902,0,0,LEVEL_1
2019-08-18,USOAK,IMO000000960,TANKER,AUTOMOTIVE,4982,353135.84,CN,US,BERTH0000960,21.44,43.12,1,0,153.4,5133.29,0.6119,0,0,LEVEL_2
2019-08-19,USSAV,IMO000000961,CONTAINER,CONSUMER_GOODS,7719,59036.89,SG,US,BERTH0000961,38.86,54.57,0,1,72.96,69916.42,0.1807,0,0,LEVEL_2
2019-08-20,USLGB,IMO000000962,CONTAINER,INDUSTRIAL,9093,262074.2,SG,US,BERTH0000962,91.69,34.1,0,0,89.1,16667.02,0.5612,0,0,LEVEL_1
2019-08-21,USCHS,IMO000000963,CONTAINER,INDUSTRIAL,13132,173551.45,BR,US,BERTH0000963,70.08,191.1,0,0,139.03,17044.08,0.8276,0,0,LEVEL_1
2019-08-22,USTAC,IMO000000964,BULK,CHEMICALS,5804,233681.35,SG,US,BERTH0000964,45.64,176.49,1,0,86.85,15451.3,0.7409,0,0,LEVEL_2
2019-08-23,USLAX,IMO000000965,CONTAINER,OTHER,10108,247588.79,JP,US,BERTH0000965,12.19,82.65,0,1,54.06,30265.59,0.1275,1,0,LEVEL_2
2019-08-24,USLGB,IMO000000966,BULK,AUTOMOTIVE,21240,114220.27,BR,US,BERTH0000966,64.05,48.63,0,1,93.58,11160.44,0.8778,1,0,LEVEL_1
2019-08-25,USNYC,IMO000000967,BULK,CHEMICALS,8315,268709.4,NL,US,BERTH0000967,26.5,142.68,0,1,140.34,35767.08,0.5626,0,0,LEVEL_1
2019-08-26,USSEA,IMO000000968,TANKER,OTHER,6625,263651.37,DE,MX,BERTH0000968,11.98,53.88,0,1,20.71,44302.35,0.343,0,0,LEVEL_3
2019-08-27,USCHS,IMO000000969,CONTAINER,AUTOMOTIVE,7671,113944.95,NL,US,BERTH0000969,66.05,182.11,0,0,63.35,27930.34,0.2452,0,0,LEVEL_1
2019-08-28,USNYC,IMO000000970,CONTAINER,AGRI_FOOD,6196,249334.84,KR,US,BERTH0000970,1.95,180.74,0,0,75.75,92602.5,0.6771,1,0,LEVEL_2
2019-08-29,USLAX,IMO000000971,TANKER,CONSUMER_GOODS,4122,314406.12,BR,CA,BERTH0000971,24.29,163.28,0,1,154.06,42276.25,0.605,0,0,LEVEL_1
2019-08-30,USSEA,IMO000000972,CONTAINER,AUTOMOTIVE,9000,120820.03,DE,US,BERTH0000972,88.66,170.47,0,0,164.3,547.58,0.3242,0,0,LEVEL_1
2019-08-31,USOAK,IMO000000973,BULK,CHEMICALS,4227,305030.69,BR,US,BERTH0000973,13.57,140.53,1,0,92.25,65460.09,0.1035,0,0,LEVEL_2
2019-09-01,USNYC,IMO000000974,TANKER,AUTOMOTIVE,4440,281996.58,MX,CA,BERTH0000974,33.92,95.22,0,0,116.4,35332.8,0.8536,1,0,LEVEL_1
2019-09-02,USHOU,IMO000000975,BULK,INDUSTRIAL,1512,114298.67,JP,US,BERTH0000975,58.11,60.38,0,1,164.53,89737.52,0.4751,0,1,LEVEL_1
2019-09-03,USNYC,IMO000000976,TANKER,AGRI_FOOD,12283,19757.94,NL,US,BERTH0000976,53.59,103.62,0,1,179.39,56720.4,0.3687,0,0,LEVEL_1
2019-09-04,USMIA,IMO000000977,CONTAINER,AGRI_FOOD,9722,103242.01,JP,US,BERTH0000977,3.46,40.23,0,1,144.67,19273.52,0.3388,0,0,LEVEL_2
2019-09-05,USMIA,IMO000000978,GENERAL_CARGO,CHEMICALS,12169,334127.72,GB,US,BERTH0000978,93.37,123.71,0,1,107.95,70719.1,0.0482,1,0,LEVEL_2
2019-09-06,USSAV,IMO000000979,BULK,OTHER,17916,322762.01,MX,US,BERTH0000979,27.89,191.24,0,0,154.76,59502.45,0.7609,1,0,LEVEL_1
2019-09-07,USMIA,IMO000000980,CONTAINER,ENERGY,5988,350578.5,BR,US,BERTH0000980,85.71,2.51,0,1,118.75,39515.71,0.9358,1,0,LEVEL_1
2019-09-08,USLAX,IMO000000981,REEFER,AGRI_FOOD,13729,205046.35,GB,US,BERTH0000981,2.37,160.46,0,1,32.27,87809.73,0.7251,0,0,LEVEL_3
2019-09-09,USSAV,IMO000000982,CONTAINER,OTHER,2294,277429.64,IN,US,BERTH0000982,32.58,64.37,0,0,54.45,43273.96,0.9506,0,0,LEVEL_2
2019-09-10,USNYC,IMO000000983,CONTAINER,ENERGY,8787,214665.29,BR,US,BERTH0000983,61.68,207.93,0,1,87.41,58167.48,0.0437,0,1,LEVEL_1
2019-09-11,USOAK,IMO000000984,RORO,AUTOMOTIVE,503,244951.56,DE,US,BERTH0000984,20.61,184.82,0,0,168.9,8147.13,0.4357,1,1,LEVEL_2
2019-09-12,USCHS,IMO000000985,CONTAINER,CHEMICALS,7118,313106.11,IN,US,BERTH0000985,8.1,144.39,0,0,97.47,93843.33,0.4855,0,0,LEVEL_1
2019-09-13,USHOU,IMO000000986,CONTAINER,ENERGY,6181,107425.51,VN,US,BERTH0000986,70.37,132.91,0,0,169.87,5339.09,0.2805,0,0,LEVEL_2
2019-09-14,USNYC,IMO000000987,CONTAINER,CHEMICALS,19918,306647.11,KR,CA,BERTH0000987,83.83,200.45,1,1,37.37,90357.4,0.5158,0,0,LEVEL_2
2019-09-15,USSEA,IMO000000988,CONTAINER,CHEMICALS,17404,33417.68,SG,US,BERTH0000988,17.81,5.58,0,1,71.22,74785.46,0.5158,0,1,LEVEL_1
2019-09-16,USSEA,IMO000000989,BULK,OTHER,10287,260661.21,DE,US,BERTH0000989,20.12,85.25,0,0,59.79,28230.77,0.7649,0,0,LEVEL_1
2019-09-17,USHOU,IMO000000990,CONTAINER,AUTOMOTIVE,5334,276504.22,VN,US,BERTH0000990,89.29,25.55,0,1,142.77,78971.69,0.8812,0,0,LEVEL_2
2019-09-18,USCHS,IMO000000991,CONTAINER,CONSUMER_GOODS,2278,316484.59,KR,US,BERTH0000991,30.15,109.18,0,1,111.26,39429.98,0.8844,0,0,LEVEL_2
2019-09-19,USNYC,IMO000000992,RORO,OTHER,4451,60419.69,KR,MX,BERTH0000992,17.87,115.24,0,1,144.25,29384.73,0.4183,0,0,LEVEL_1
2019-09-20,USLGB,IMO000000993,CONTAINER,OTHER,17797,1100.18,IN,US,BERTH0000993,58.66,177.41,0,1,28.09,77486.71,0.3302,0,0,LEVEL_1
2019-09-21,USTAC,IMO000000994,BULK,AGRI_FOOD,8280,378335.35,CA,US,BERTH0000994,60.89,191.81,0,0,124.47,11767.13,0.4345,0,0,LEVEL_2
2019-09-22,USSEA,IMO000000995,TANKER,OTHER,2812,315055.54,KR,US,BERTH0000995,40.48,205.28,0,0,54.12,61266.34,0.3459,1,0,LEVEL_1
2019-09-23,USTAC,IMO000000996,REEFER,CHEMICALS,3537,213131.12,KR,US,BERTH0000996,27.95,30.68,0,1,118.99,56601.14,0.4299,1,1,LEVEL_2
2019-09-24,USOAK,IMO000000997,CONTAINER,CONSUMER_GOODS,660,331758.28,DE,MX,BERTH0000997,71.11,44.68,0,1,152.86,45279.02,0.8623,0,0,LEVEL_2
2019-09-25,USTAC,IMO000000998,BULK,AGRI_FOOD,4735,97397.11,KR,US,BERTH0000998,94.37,131.28,0,0,144.39,50313.17,0.7891,1,0,LEVEL_1
2019-09-26,USSEA,IMO000000999,RORO,CONSUMER_GOODS,15721,378741.88,IN,US,BERTH0000999,81.44,61.97,0,1,15.77,27948.93,0.6179,1,0,LEVEL_2
2019-09-27,USMIA,IMO000001000,TANKER,AUTOMOTIVE,21741,298734.93,CN,US,BERTH0001000,6.29,189.5,0,0,165.84,53806.52,0.9254,1,0,LEVEL_2
2019-09-28,USLAX,IMO000001001,TANKER,CHEMICALS,10803,139303.87,CA,US,BERTH0001001,95.61,76.98,0,0,93.27,52023.91,0.8096,1,0,LEVEL_1
2019-09-29,USSEA,IMO000001002,CONTAINER,CHEMICALS,5595,210524.5,GB,US,BERTH0001002,59.55,16.49,0,1,27.97,18763.84,0.2448,1,0,LEVEL_1
2019-09-30,USMIA,IMO000001003,CONTAINER,ENERGY,5507,77733.6,CN,US,BERTH0001003,89.77,54.31,0,0,9.79,6177.88,0.5424,0,1,LEVEL_1
2019-10-01,USMIA,IMO000001004,BULK,ENERGY,7441,38703.65,MX,CA,BERTH0001004,39.71,33.54,0,0,90.81,94600.24,0.8922,0,0,LEVEL_1
2019-10-02,USSAV,IMO000001005,BULK,OTHER,6389,274855.28,KR,US,BERTH0001005,34.6,37.3,0,0,155.48,11697.95,0.4524,0,0,LEVEL_1
2019-10-03,USCHS,IMO000001006,TANKER,INDUSTRIAL,16889,375210.93,CA,US,BERTH0001006,21.06,75.64,0,1,34.01,26131.23,0.3584,0,0,LEVEL_2
2019-10-04,USTAC,IMO000001007,CONTAINER,CHEMICALS,13552,223327.52,IN,US,BERTH0001007,65.7,217.3,0,0,67.36,91732.89,0.4702,0,0,LEVEL_2
2019-10-05,USNYC,IMO000001008,REEFER,INDUSTRIAL,7988,369834.5,DE,US,BERTH0001008,52.46,206.42,0,0,69.95,73961.84,0.4568,1,0,LEVEL_1
2019-10-06,USOAK,IMO000001009,BULK,CHEMICALS,9948,126046.9,IN,US,BERTH0001009,5.4,58.09,0,0,112.28,30629.8,0.775,0,0,LEVEL_1
2019-10-07,USSEA,IMO000001010,CONTAINER,OTHER,890,351687.48,VN,US,BERTH0001010,70.79,151.73,0,0,155.11,52969.64,0.4853,0,1,LEVEL_1
2019-10-08,USCHS,IMO000001011,CONTAINER,ENERGY,2997,91492.87,MX,US,BERTH0001011,88.45,165.03,0,0,32.77,1640.16,0.5045,1,0,LEVEL_2
2019-10-09,USHOU,IMO000001012,CONTAINER,ENERGY,17868,262184.55,IN,US,BERTH0001012,63.82,174.24,0,0,125.74,71347.83,0.1345,1,0,LEVEL_2
2019-10-10,USNYC,IMO000001013,CONTAINER,CHEMICALS,19780,116305.77,GB,US,BERTH0001013,77.65,125.14,0,0,160.76,52803.62,0.8881,0,0,LEVEL_1
2019-10-11,USMIA,IMO000001014,CONTAINER,AUTOMOTIVE,2415,4220.43,IN,US,BERTH0001014,46.09,205.78,0,1,143.14,79511.47,0.0644,0,0,LEVEL_1
2019-10-12,USNYC,IMO000001015,CONTAINER,CONSUMER_GOODS,7203,268027.78,GB,US,BERTH0001015,95.28,142.66,0,1,11.54,5001.11,0.3675,1,0,LEVEL_1
2019-10-13,USMIA,IMO000001016,CONTAINER,OTHER,2016,363522.15,NL,US,BERTH0001016,54.08,65.65,0,0,170.02,79248.7,0.3848,0,0,LEVEL_1
2019-10-14,USSEA,IMO000001017,CONTAINER,ENERGY,16012,48769.72,MX,US,BERTH0001017,75.81,203.59,0,1,104.88,80454.02,0.1263,1,0,LEVEL_1
2019-10-15,USOAK,IMO000001018,CONTAINER,INDUSTRIAL,17526,212082.22,SG,US,BERTH0001018,21.27,104.86,0,0,147.34,54766.48,0.6327,1,0,LEVEL_1
2019-10-16,USTAC,IMO000001019,TANKER,ENERGY,5137,88380.25,VN,US,BERTH0001019,93.89,34.07,0,1,85.98,69712.95,0.2151,1,0,LEVEL_1
2019-10-17,USLGB,IMO000001020,CONTAINER,ENERGY,3609,293247.36,GB,US,BERTH0001020,35.23,167.69,0,1,11.29,16582.34,0.868,0,0,LEVEL_3
2019-10-18,USHOU,IMO000001021,BULK,AGRI_FOOD,6235,101471.08,BR,US,BERTH0001021,79.13,177.26,0,0,118.94,52931.04,0.4707,0,0,LEVEL_2
2019-10-19,USLGB,IMO000001022,CONTAINER,INDUSTRIAL,21645,238529.08,MX,US,BERTH0001022,44.25,54.04,0,1,162.56,24516.69,0.6519,0,0,LEVEL_1
2019-10-20,USCHS,IMO000001023,CONTAINER,ENERGY,2567,118843.48,SG,US,BERTH0001023,22.8,25.0,1,0,24.04,60838.98,0.4249,0,0,LEVEL_1
2019-10-21,USNYC,IMO000001024,CONTAINER,AGRI_FOOD,4215,258780.64,GB,US,BERTH0001024,14.11,28.48,0,0,7.3,70038.44,0.6127,0,0,LEVEL_2
2019-10-22,USMIA,IMO000001025,CONTAINER,CONSUMER_GOODS,9901,133717.03,CA,US,BERTH0001025,52.34,59.63,0,1,38.02,36166.95,0.1659,1,0,LEVEL_1
2019-10-23,USHOU,IMO000001026,CONTAINER,CHEMICALS,15673,60015.54,SG,US,BERTH0001026,27.33,132.65,0,0,121.77,45376.32,0.6217,1,0,LEVEL_1
2019-10-24,USLGB,IMO000001027,CONTAINER,CHEMICALS,10400,74070.7,CA,US,BERTH0001027,33.59,105.04,0,1,159.04,48082.71,0.2006,1,0,LEVEL_1
2019-10-25,USHOU,IMO000001028,TANKER,ENERGY,954,114377.71,VN,US,BERTH0001028,3.59,4.97,0,0,176.42,14198.33,0.0152,1,0,LEVEL_1
2019-10-26,USLGB,IMO000001029,CONTAINER,CONSUMER_GOODS,20135,353847.48,VN,US,BERTH0001029,82.45,216.4,0,0,172.74,39889.98,0.1434,1,0,LEVEL_2
2019-10-27,USMIA,IMO000001030,TANKER,AUTOMOTIVE,19192,189015.96,CN,US,BERTH0001030,14.53,26.87,0,0,172.13,1754.97,0.7379,0,0,LEVEL_2
2019-10-28,USLGB,IMO000001031,TANKER,ENERGY,4929,331372.82,SG,US,BERTH0001031,15.1,111.2,0,0,121.22,5030.77,0.2252,1,0,LEVEL_1
2019-10-29,USLAX,IMO000001032,CONTAINER,INDUSTRIAL,14043,93566.98,SG,MX,BERTH0001032,28.79,157.07,0,1,27.81,27974.6,0.1837,0,0,LEVEL_1
2019-10-30,USOAK,IMO000001033,CONTAINER,CONSUMER_GOODS,818,115309.33,KR,US,BERTH0001033,20.41,41.85,1,0,25.46,90552.2,0.9387,1,0,LEVEL_1
2019-10-31,USMIA,IMO000001034,CONTAINER,AUTOMOTIVE,4996,145358.81,KR,US,BERTH0001034,51.79,166.58,0,1,71.58,36758.67,0.1579,0,0,LEVEL_1
2019-11-01,USSAV,IMO000001035,BULK,OTHER,9490,182918.32,KR,US,BERTH0001035,77.26,173.43,0,0,173.96,43528.81,0.2305,0,0,LEVEL_1
2019-11-02,USOAK,IMO000001036,BULK,CONSUMER_GOODS,20157,138282.14,NL,US,BERTH0001036,76.73,88.16,1,1,39.06,40363.51,0.632,0,0,LEVEL_1
2019-11-03,USCHS,IMO000001037,CONTAINER,CONSUMER_GOODS,19721,259777.41,KR,US,BERTH0001037,13.41,99.22,0,1,49.86,54556.05,0.6824,0,0,LEVEL_2
2019-11-04,USTAC,IMO000001038,BULK,ENERGY,6065,344775.03,NL,US,BERTH0001038,10.65,158.39,0,1,135.86,17606.13,0.5388,0,0,LEVEL_1
2019-11-05,USHOU,IMO000001039,CONTAINER,OTHER,4964,273584.24,IN,US,BERTH0001039,44.65,11.38,0,0,103.17,36612.08,0.9818,0,0,LEVEL_2
2019-11-06,USLAX,IMO000001040,GENERAL_CARGO,ENERGY,11127,322972.25,CN,US,BERTH0001040,78.53,83.6,0,0,39.7,69973.27,0.993,1,0,LEVEL_2
2019-11-07,USSAV,IMO000001041,BULK,OTHER,11299,201385.88,DE,US,BERTH0001041,91.03,9.37,0,1,169.21,72640.35,0.7512,0,0,LEVEL_1
