edu_credential_reporting_quarter,edu_credential_training_provider_id,edu_credential_credential_type,edu_credential_credential_framework_level,edu_credential_program_duration_hours,edu_credential_tuition_cost_usd,edu_credential_completion_count,edu_credential_completion_rate_pct,edu_credential_employment_placement_rate,edu_credential_median_wage_post_training,edu_credential_industry_alignment_naics,edu_credential_occupation_alignment_soc,edu_credential_work_based_learning_flag,edu_credential_apprenticeship_registered_flag,edu_credential_license_required_flag,edu_credential_exam_pass_rate_pct,edu_credential_recredentialing_interval_months,edu_credential_stackable_credential_flag,edu_credential_online_delivery_flag,edu_credential_equity_access_index
2014Q4,TP101014,BOOTCAMP_BADGE,LEVEL_4,1941,5382,1078,64.11,35.59,53121,484,132014,0,0,1,42.2,96,0,0,0.0977
2022Q3,TP101015,ASSOCIATE,LEVEL_4,879,10883,1041,77.43,64.34,64969,811,142015,1,0,0,67.15,101,0,0,0.1833
2018Q2,TP101016,MICROCREDENTIAL,LEVEL_6,160,7088,1034,67.7,89.02,132432,611,152016,1,0,1,52.43,97,0,0,0.1776
2024Q3,TP101017,LICENSE,LEVEL_7,1099,1916,1641,95.26,77.82,77392,311,162017,1,0,0,91.42,56,0,1,0.9934
2022Q3,TP101018,MICROCREDENTIAL,LEVEL_2,2127,31894,717,43.89,65.13,112572,511,172018,0,0,1,59.21,101,0,1,0.7275
2018Q1,TP101019,CERTIFICATE,LEVEL_6,626,29758,483,71.84,40.13,37314,622,182019,1,0,1,45.54,9,1,0,0.1255
2018Q1,TP101020,MICROCREDENTIAL,LEVEL_5,1846,12727,925,73.5,86.69,77560,722,192020,1,0,0,51.29,70,1,1,0.1354
2017Q1,TP101021,BOOTCAMP_BADGE,LEVEL_4,1545,3891,2326,51.39,82.47,138116,221,202021,0,1,0,42.86,87,0,1,0.8946
2015Q4,TP101022,MICROCREDENTIAL,LEVEL_1,1383,817,2015,73.89,95.7,124836,541,212022,0,0,0,66.32,50,1,0,0.4172
2019Q1,TP101023,LICENSE,LEVEL_4,1708,29124,1287,49.7,43.9,73888,112,222023,0,0,0,66.49,16,1,0,0.4241
2025Q3,TP101024,LICENSE,LEVEL_7,608,1656,202,81.14,39.3,92846,236,232024,0,0,0,86.35,63,0,0,0.7671
2025Q3,TP101025,MICROCREDENTIAL,LEVEL_6,1138,9077,1965,93.04,70.39,54734,722,242025,1,0,0,62.91,34,0,1,0.467
2023Q3,TP101026,CEU,LEVEL_5,617,25334,2255,57.72,58.45,62524,541,252026,1,0,0,62.51,75,0,0,0.9663
2021Q4,TP101027,ASSOCIATE,LEVEL_6,150,18350,952,68.39,37.27,18207,722,262027,0,0,0,99.19,108,0,0,0.6354
2016Q4,TP101028,MICROCREDENTIAL,LEVEL_6,1028,2729,1654,97.1,77.86,54916,511,272028,0,0,1,96.26,28,1,0,0.7762
2021Q4,TP101029,BOOTCAMP_BADGE,LEVEL_5,159,1851,1872,37.89,90.59,85647,236,282029,0,1,0,89.55,12,0,0,0.8228
2020Q3,TP101030,MICROCREDENTIAL,LEVEL_7,1247,19602,2007,81.94,51.74,114946,211,292030,0,0,0,60.78,56,0,0,0.4478
2025Q2,TP101031,BOOTCAMP_BADGE,LEVEL_5,363,10852,885,63.13,46.65,84678,111,302031,1,0,0,58.74,82,1,1,0.082
2017Q3,TP101032,APPRENTICESHIP,LEVEL_1,1189,13254,2156,75.47,85.69,92548,921,312032,0,1,1,93.18,48,1,0,0.1546
2014Q2,TP101033,ASSOCIATE,LEVEL_2,1625,10025,1324,82.93,35.13,23895,921,322033,0,0,0,79.37,39,0,0,0.1336
2021Q2,TP101034,ASSOCIATE,LEVEL_7,1796,29635,1243,69.44,69.01,71190,484,332034,0,0,0,84.54,103,0,0,0.552
2023Q3,TP101035,CEU,LEVEL_7,2110,623,1141,92.79,64.06,48840,811,342035,0,0,0,60.1,5,0,0,0.7779
2024Q2,TP101036,APPRENTICESHIP,LEVEL_5,1003,516,1497,58.19,86.65,29401,541,352036,1,0,0,82.57,22,1,0,0.008
2024Q2,TP101037,BOOTCAMP_BADGE,LEVEL_6,63,15032,1997,53.65,76.91,19732,112,362037,0,0,0,82.15,71,1,1,0.8404
2019Q1,TP101038,BOOTCAMP_BADGE,LEVEL_7,1854,24700,1242,80.66,27.67,38956,561,372038,0,0,1,52.1,87,0,0,0.3313
2018Q2,TP101039,APPRENTICESHIP,LEVEL_3,863,16562,1187,39.75,39.46,47050,221,382039,0,0,0,58.47,65,0,0,0.582
2021Q1,TP101040,MICROCREDENTIAL,LEVEL_7,1741,30350,17,67.5,76.54,137200,522,392040,1,0,0,88.69,63,1,1,0.9482
2021Q1,TP101041,CEU,LEVEL_2,1521,28196,1670,79.72,68.2,80606,484,402041,1,0,0,45.21,31,1,1,0.544
2024Q3,TP101042,CERTIFICATE,LEVEL_2,2170,10356,2253,65.21,70.41,89482,517,412042,1,1,0,89.54,24,1,1,0.6475
2025Q3,TP101043,CERTIFICATE,LEVEL_1,1551,29075,24,81.38,60.02,74738,561,422043,0,0,0,72.88,75,0,1,0.1511
2020Q2,TP101044,MICROCREDENTIAL,LEVEL_2,2069,15969,1213,67.76,90.44,127287,623,432044,0,1,1,79.72,42,1,1,0.4182
2025Q3,TP101045,APPRENTICESHIP,LEVEL_3,384,10267,1829,48.4,64.31,124174,423,442045,0,0,0,94.51,25,0,0,0.2546
2014Q3,TP101046,CEU,LEVEL_4,2180,16354,406,67.79,45.69,91089,622,452046,0,0,0,76.64,33,0,1,0.0316
2018Q2,TP101047,MICROCREDENTIAL,LEVEL_5,761,30032,1421,52.47,30.04,125751,236,462047,1,0,1,40.62,0,1,0,0.333
2024Q2,TP101048,BOOTCAMP_BADGE,LEVEL_1,656,11037,207,90.32,76.83,86708,561,472048,0,0,1,84.48,111,0,1,0.4639
2021Q1,TP101049,CEU,LEVEL_3,2060,15717,2318,55.12,70.11,72334,531,482049,1,0,0,75.62,21,0,0,0.3778
2021Q4,TP101050,ASSOCIATE,LEVEL_3,206,28670,47,46.4,88.34,86801,445,492050,1,1,0,91.22,48,0,1,0.2113
2017Q1,TP101051,BOOTCAMP_BADGE,LEVEL_5,1124,23699,1878,55.67,44.6,102530,311,502051,0,1,1,94.24,98,0,1,0.8737
2021Q3,TP101052,CERTIFICATE,LEVEL_6,371,29210,2106,50.04,26.91,23201,311,512052,0,0,1,83.41,88,0,0,0.9958
2018Q4,TP101053,APPRENTICESHIP,LEVEL_5,1502,2953,2082,46.77,72.6,28425,722,522053,0,0,0,81.2,83,0,1,0.8789
2023Q4,TP101054,ASSOCIATE,LEVEL_6,2061,3530,647,55.87,25.57,127281,484,532054,1,0,0,41.74,116,0,1,0.6909
2022Q4,TP101055,MICROCREDENTIAL,LEVEL_4,1586,21092,2361,69.2,54.32,35780,611,542055,0,0,0,70.18,1,1,0,0.3071
2020Q3,TP101056,ASSOCIATE,LEVEL_4,1704,7700,2390,68.52,57.78,57562,621,112056,1,1,1,66.8,18,1,1,0.5811
2021Q4,TP101057,APPRENTICESHIP,LEVEL_3,375,11963,1205,89.54,58.7,130582,423,122057,1,1,0,41.57,109,0,0,0.3993
2023Q4,TP101058,MICROCREDENTIAL,LEVEL_5,1931,27829,1536,60.46,71.07,85088,623,132058,0,0,0,77.43,37,1,1,0.121
2021Q4,TP101059,BOOTCAMP_BADGE,LEVEL_3,751,17849,762,95.68,36.02,31149,722,142059,0,0,1,55.77,72,0,0,0.2603
2015Q1,TP101060,ASSOCIATE,LEVEL_5,85,18133,601,88.01,36.27,22069,561,152060,1,0,0,81.89,0,1,1,0.3482
2016Q2,TP101061,BOOTCAMP_BADGE,LEVEL_6,1112,2382,1753,47.04,32.85,63648,531,162061,0,0,0,40.9,4,0,1,0.5011
2017Q1,TP101062,APPRENTICESHIP,LEVEL_5,878,10266,1160,71.64,70.41,31776,236,172062,0,0,1,41.67,30,1,0,0.9293
2019Q4,TP101063,APPRENTICESHIP,LEVEL_7,289,27457,1861,80.25,29.68,87960,921,182063,0,0,0,93.2,23,1,1,0.4549
2019Q3,TP101064,BOOTCAMP_BADGE,LEVEL_4,1094,17979,1685,74.56,60.36,138448,611,192064,0,1,1,75.33,66,1,1,0.6885
2016Q3,TP101065,CEU,LEVEL_3,602,3566,787,79.96,45.3,119744,623,202065,0,0,0,82.07,37,1,1,0.5616
2021Q1,TP101066,CEU,LEVEL_6,54,6275,1775,48.49,50.83,36859,236,212066,0,0,0,63.73,32,0,1,0.1513
2020Q2,TP101067,APPRENTICESHIP,LEVEL_3,480,30358,1769,86.34,35.45,117315,921,222067,0,0,0,69.89,115,1,0,0.543
2024Q1,TP101068,MICROCREDENTIAL,LEVEL_6,1238,26515,2222,83.17,39.8,50092,623,232068,0,0,0,59.78,67,0,0,0.6046
2016Q3,TP101069,CERTIFICATE,LEVEL_1,1398,16398,890,35.38,47.17,44134,561,242069,0,0,0,98.91,44,0,1,0.3652
2023Q4,TP101070,ASSOCIATE,LEVEL_3,891,7971,1522,85.26,57.35,78414,611,252070,0,0,0,43.85,104,1,0,0.5059
2017Q4,TP101071,CEU,LEVEL_2,1118,31567,2198,96.75,82.54,41121,211,262071,0,0,1,74.39,34,0,1,0.3816
2021Q3,TP101072,BOOTCAMP_BADGE,LEVEL_6,1666,30124,2280,49.91,42.22,111093,811,272072,0,0,0,50.04,52,0,0,0.721
2020Q2,TP101073,MICROCREDENTIAL,LEVEL_1,418,29343,181,97.98,79.56,139823,484,282073,0,0,1,46.56,93,1,0,0.0043
2023Q1,TP101074,LICENSE,LEVEL_3,726,17256,581,60.87,45.33,60762,236,292074,1,0,0,95.28,29,1,0,0.2856
2022Q3,TP101075,CERTIFICATE,LEVEL_7,2160,27166,2189,56.11,31.52,84888,522,302075,0,0,0,95.59,57,1,1,0.7632
2021Q1,TP101076,CERTIFICATE,LEVEL_5,201,18111,785,54.13,68.1,43217,622,312076,0,0,0,48.84,80,1,0,0.5783
2023Q4,TP101077,APPRENTICESHIP,LEVEL_1,1194,4665,405,84.79,38.04,18078,522,322077,0,1,1,46.06,12,1,1,0.7502
2020Q4,TP101078,APPRENTICESHIP,LEVEL_4,1307,19135,1289,46.73,38.26,47842,484,332078,0,0,1,59.54,51,0,1,0.9908
2016Q4,TP101079,LICENSE,LEVEL_2,1328,24173,104,80.86,68.65,101970,621,342079,0,0,1,85.02,110,0,0,0.2402
2022Q4,TP101080,LICENSE,LEVEL_7,1894,2696,1548,71.75,42.57,44980,423,352080,1,0,0,65.78,51,1,1,0.263
2022Q2,TP101081,MICROCREDENTIAL,LEVEL_5,1213,20937,2055,45.2,66.45,36529,622,362081,0,0,0,94.34,26,0,1,0.312
2017Q3,TP101082,MICROCREDENTIAL,LEVEL_1,102,19104,1841,81.68,45.89,86598,211,372082,0,0,0,95.39,96,1,0,0.8343
2018Q4,TP101083,BOOTCAMP_BADGE,LEVEL_4,1552,30976,1963,46.19,65.32,63770,211,382083,1,0,0,84.38,105,0,1,0.6829
2015Q2,TP101084,CERTIFICATE,LEVEL_2,1379,18738,1480,54.1,53.07,61183,445,392084,0,0,0,88.71,17,0,1,0.5546
2022Q1,TP101085,APPRENTICESHIP,LEVEL_2,259,27673,1244,78.54,63.23,56216,511,402085,1,0,1,70.9,20,0,1,0.8776
2015Q3,TP101086,MICROCREDENTIAL,LEVEL_5,2185,26943,1292,77.13,77.56,114292,484,412086,0,0,0,73.0,70,0,0,0.033
2024Q2,TP101087,APPRENTICESHIP,LEVEL_7,1559,25641,1640,64.77,54.83,117010,522,422087,0,0,0,89.74,36,1,1,0.5873
2024Q2,TP101088,LICENSE,LEVEL_4,1173,12778,233,40.68,37.63,83887,522,432088,0,0,0,93.52,56,1,1,0.373
2020Q1,TP101089,LICENSE,LEVEL_3,959,1824,1194,40.52,43.71,84625,221,442089,1,0,0,51.61,69,1,1,0.7075
2014Q3,TP101090,MICROCREDENTIAL,LEVEL_7,322,13050,725,53.15,30.51,71739,111,452090,1,0,1,79.96,100,0,0,0.718
2024Q2,TP101091,MICROCREDENTIAL,LEVEL_6,1038,18414,951,40.11,76.92,131940,611,462091,0,0,0,47.65,32,1,0,0.4961
2019Q4,TP101092,APPRENTICESHIP,LEVEL_2,1694,26374,962,97.73,77.63,129792,111,472092,0,0,0,96.14,47,1,1,0.215
2015Q4,TP101093,CEU,LEVEL_4,449,1907,1943,93.73,34.6,80271,622,482093,0,0,0,57.45,71,0,1,0.9426
2018Q4,TP101094,MICROCREDENTIAL,LEVEL_3,455,4056,2112,47.41,43.14,114392,236,492094,0,0,0,51.13,26,0,1,0.6827
2018Q2,TP101095,BOOTCAMP_BADGE,LEVEL_5,1126,2593,1854,67.33,76.39,125546,517,502095,0,0,0,84.2,46,0,1,0.8432
2014Q2,TP101096,CERTIFICATE,LEVEL_2,583,17652,851,95.37,37.26,99774,445,512096,0,0,0,86.15,111,1,1,0.2107
2016Q4,TP101097,APPRENTICESHIP,LEVEL_4,1288,25295,2387,42.01,88.89,87714,561,522097,0,0,0,95.55,48,0,0,0.1883
2020Q1,TP101098,ASSOCIATE,LEVEL_3,926,6158,588,87.58,73.27,77408,445,532098,0,0,1,96.31,111,1,1,0.166
2014Q4,TP101099,CEU,LEVEL_4,53,7431,936,95.84,28.18,27577,517,542099,0,1,0,43.95,68,1,0,0.0153
2021Q3,TP101100,BOOTCAMP_BADGE,LEVEL_5,1722,18438,442,87.3,93.59,67366,445,112100,0,0,0,82.57,93,0,1,0.9228
2023Q4,TP101101,CERTIFICATE,LEVEL_7,1515,24081,313,65.14,47.15,71254,236,122101,0,0,0,63.68,82,0,1,0.4531
2018Q4,TP101102,ASSOCIATE,LEVEL_5,14,4643,1264,91.09,84.06,71908,921,132102,0,0,0,83.81,80,1,1,0.2907
2022Q1,TP101103,ASSOCIATE,LEVEL_3,1358,5056,1109,59.71,42.59,37605,621,142103,1,0,1,65.5,87,0,1,0.9324
2021Q4,TP101104,CERTIFICATE,LEVEL_1,409,15639,172,64.54,50.99,77343,522,152104,1,1,1,58.73,33,1,1,0.0721
2016Q2,TP101105,LICENSE,LEVEL_1,355,5593,2231,85.0,31.75,50814,112,162105,1,0,0,57.01,92,0,0,0.4113
2022Q4,TP101106,APPRENTICESHIP,LEVEL_6,1379,18906,947,63.57,64.94,132555,811,172106,0,0,0,75.81,44,0,1,0.8946
2017Q2,TP101107,CEU,LEVEL_2,789,2057,1643,63.41,74.1,30256,811,182107,0,0,0,94.45,86,1,0,0.2655
2014Q2,TP101108,BOOTCAMP_BADGE,LEVEL_4,2163,15688,1149,94.77,42.22,92216,445,192108,0,0,1,70.52,35,1,1,0.9646
2021Q4,TP101109,APPRENTICESHIP,LEVEL_1,1920,19240,992,60.09,50.72,77493,511,202109,1,0,0,79.86,102,0,0,0.5044
2015Q4,TP101110,APPRENTICESHIP,LEVEL_4,92,25902,92,78.84,89.59,73330,811,212110,1,1,0,48.64,87,1,1,0.5203
2024Q1,TP101111,CERTIFICATE,LEVEL_6,1295,16019,1790,56.46,31.37,91325,722,222111,0,0,1,92.88,54,1,1,0.6906
2023Q1,TP101112,BOOTCAMP_BADGE,LEVEL_4,896,15094,372,43.01,39.3,77645,236,232112,0,1,0,56.12,7,0,0,0.6185
2022Q2,TP101113,CERTIFICATE,LEVEL_7,783,19850,1107,58.84,92.7,122662,722,242113,0,0,0,59.06,107,1,0,0.2504
2015Q4,TP101114,MICROCREDENTIAL,LEVEL_7,46,8822,736,91.53,27.61,47505,811,252114,1,0,0,48.13,4,0,0,0.6599
2022Q4,TP101115,LICENSE,LEVEL_4,910,2956,445,50.9,85.86,122185,221,262115,1,0,1,71.92,75,0,1,0.6325
2020Q3,TP101116,CERTIFICATE,LEVEL_2,1966,13258,427,45.45,29.83,53990,511,272116,0,0,0,59.11,10,1,1,0.6341
2015Q2,TP101117,MICROCREDENTIAL,LEVEL_2,954,2438,1088,80.1,52.61,31855,623,282117,0,0,0,50.55,96,0,1,0.7441
2014Q3,TP101118,CERTIFICATE,LEVEL_2,303,26913,3,79.5,33.03,131043,531,292118,0,0,0,67.69,97,1,1,0.5518
2016Q1,TP101119,MICROCREDENTIAL,LEVEL_7,1440,12397,422,92.92,41.57,123727,561,302119,1,0,0,58.68,38,0,1,0.4607
2015Q2,TP101120,APPRENTICESHIP,LEVEL_7,1142,30913,887,51.85,64.5,78199,621,312120,0,0,0,41.88,21,1,1,0.6673
2014Q3,TP101121,CEU,LEVEL_7,209,24207,471,50.65,78.34,54119,622,322121,0,1,0,56.14,51,0,1,0.8321
2014Q1,TP101122,CEU,LEVEL_1,1618,26446,1132,59.95,56.52,117773,561,332122,1,0,0,60.79,82,0,1,0.1209
2018Q1,TP101123,BOOTCAMP_BADGE,LEVEL_7,713,14971,148,67.79,74.99,62440,722,342123,0,0,0,53.57,22,1,1,0.6433
2025Q3,TP101124,CERTIFICATE,LEVEL_7,402,740,983,89.91,89.43,119263,484,352124,0,0,1,89.43,120,0,1,0.7149
2024Q3,TP101125,APPRENTICESHIP,LEVEL_7,1065,8136,1249,85.9,63.72,19253,423,362125,0,1,0,99.43,88,0,1,0.9302
2021Q2,TP101126,MICROCREDENTIAL,LEVEL_4,368,31868,1773,57.87,63.38,17782,211,372126,0,0,1,97.88,45,0,0,0.6627
2019Q4,TP101127,ASSOCIATE,LEVEL_3,1760,5768,1540,57.46,48.38,130139,811,382127,1,0,0,78.73,76,1,0,0.4161
2022Q1,TP101128,APPRENTICESHIP,LEVEL_3,1952,19753,2317,37.31,90.46,20384,511,392128,0,0,0,61.27,34,1,1,0.8286
2016Q4,TP101129,CEU,LEVEL_2,375,3740,1420,60.39,37.6,123997,211,402129,1,0,1,83.4,6,0,0,0.7199
2016Q2,TP101130,APPRENTICESHIP,LEVEL_7,1230,29970,1296,62.46,25.54,58797,621,412130,0,0,0,91.51,21,0,0,0.7488
2021Q4,TP101131,CEU,LEVEL_3,1354,26568,48,44.18,31.69,26163,511,422131,0,0,1,98.13,89,0,1,0.9735
2016Q4,TP101132,APPRENTICESHIP,LEVEL_5,2064,7620,1045,48.23,49.13,68789,311,432132,1,0,0,94.01,113,0,0,0.4333
2014Q3,TP101133,ASSOCIATE,LEVEL_6,640,29558,2272,53.5,94.6,98648,621,442133,0,1,0,65.33,13,0,0,0.7045
2017Q4,TP101134,ASSOCIATE,LEVEL_3,1157,31319,860,37.3,34.05,26960,484,452134,1,0,0,61.71,33,0,1,0.2744
2017Q3,TP101135,CERTIFICATE,LEVEL_3,426,17629,2236,89.52,76.39,96718,722,462135,1,0,0,62.93,5,0,1,0.3215
2025Q3,TP101136,APPRENTICESHIP,LEVEL_4,1686,10013,2289,91.15,30.65,28381,611,472136,0,0,0,42.23,46,0,0,0.4161
2014Q1,TP101137,LICENSE,LEVEL_4,119,30098,64,53.45,73.46,23617,611,482137,0,0,1,73.33,64,0,0,0.5725
2022Q4,TP101138,MICROCREDENTIAL,LEVEL_4,854,17696,208,38.79,67.36,109188,484,492138,0,0,0,71.76,53,1,1,0.0485
2016Q3,TP101139,LICENSE,LEVEL_6,577,1465,1252,38.41,83.59,127018,722,502139,0,0,1,40.15,57,1,0,0.5078
2018Q1,TP101140,CEU,LEVEL_2,703,5403,350,62.43,46.12,51363,531,512140,0,0,0,40.8,28,0,1,0.8864
2014Q3,TP101141,BOOTCAMP_BADGE,LEVEL_7,278,26685,2381,48.7,31.37,71584,221,522141,0,0,1,83.09,26,0,0,0.9093
2016Q2,TP101142,APPRENTICESHIP,LEVEL_3,1844,14070,748,43.44,53.5,86762,531,532142,1,1,0,67.88,58,1,0,0.5344
2025Q4,TP101143,ASSOCIATE,LEVEL_3,1717,21485,679,66.97,47.18,124559,622,542143,1,0,1,85.23,115,0,1,0.8317
2025Q2,TP101144,MICROCREDENTIAL,LEVEL_6,853,27268,1735,68.28,80.86,20000,811,112144,1,0,0,85.74,82,0,0,0.0462
2019Q2,TP101145,CEU,LEVEL_2,717,8743,550,79.22,73.99,45140,921,122145,0,0,1,45.09,23,0,0,0.5392
2021Q4,TP101146,CEU,LEVEL_4,1037,24080,1516,64.64,62.11,115999,621,132146,0,1,1,96.82,70,0,1,0.3284
2016Q2,TP101147,APPRENTICESHIP,LEVEL_2,343,2564,1968,60.55,93.45,88124,611,142147,1,0,0,89.16,80,1,1,0.2134
2019Q1,TP101148,APPRENTICESHIP,LEVEL_5,790,28092,1131,47.86,91.91,47174,531,152148,0,0,1,80.15,105,1,1,0.6524
2018Q1,TP101149,ASSOCIATE,LEVEL_6,1241,26248,735,96.99,94.8,104507,211,162149,0,0,0,68.77,42,0,1,0.7106
2016Q1,TP101150,BOOTCAMP_BADGE,LEVEL_1,1681,31137,1494,79.55,89.62,114054,484,172150,0,0,0,44.01,82,1,0,0.269
2021Q1,TP101151,BOOTCAMP_BADGE,LEVEL_3,243,6591,1041,92.97,71.78,125612,722,182151,0,0,1,40.83,99,1,1,0.9068
2025Q2,TP101152,CEU,LEVEL_2,2015,6619,2102,54.07,29.87,101733,561,192152,0,0,0,87.23,33,0,0,0.5492
2017Q1,TP101153,CEU,LEVEL_4,397,14338,2190,77.48,73.63,91136,811,202153,0,0,0,58.02,69,0,1,0.6193
2018Q2,TP101154,MICROCREDENTIAL,LEVEL_2,1333,165,679,59.96,62.53,92399,622,212154,0,0,0,59.58,73,0,1,0.0393
2019Q4,TP101155,ASSOCIATE,LEVEL_1,490,19937,322,79.67,53.95,16263,541,222155,0,0,0,92.46,56,1,0,0.2682
2015Q1,TP101156,ASSOCIATE,LEVEL_2,1174,12031,1615,41.34,36.01,24402,236,232156,0,0,0,96.93,38,0,1,0.1691
2016Q1,TP101157,ASSOCIATE,LEVEL_4,2041,5177,1303,90.89,80.24,65867,311,242157,0,0,0,73.38,88,0,0,0.4055
2025Q1,TP101158,BOOTCAMP_BADGE,LEVEL_6,15,8466,1455,49.29,93.14,31205,211,252158,1,1,1,46.49,71,1,0,0.1239
2016Q1,TP101159,CEU,LEVEL_5,2072,11589,1742,80.13,51.92,69239,561,262159,0,1,0,53.99,11,1,0,0.6023
2022Q1,TP101160,LICENSE,LEVEL_3,1901,19116,1866,56.05,58.48,100220,611,272160,1,1,1,77.08,85,0,1,0.6454
2022Q1,TP101161,CERTIFICATE,LEVEL_1,1338,631,1345,72.4,60.59,139398,541,282161,0,0,0,98.47,84,1,0,0.7088
2023Q2,TP101162,MICROCREDENTIAL,LEVEL_7,727,17617,2263,79.02,71.32,64114,811,292162,0,0,0,86.39,66,1,0,0.3003
2021Q4,TP101163,LICENSE,LEVEL_6,1753,15056,1172,85.36,30.36,51786,622,302163,1,0,0,58.63,110,1,1,0.2567
2023Q3,TP101164,CEU,LEVEL_6,275,23732,2377,80.43,77.43,25450,531,312164,1,0,0,77.49,8,0,0,0.029
2025Q2,TP101165,BOOTCAMP_BADGE,LEVEL_4,970,6223,2012,93.89,80.9,47989,622,322165,0,0,0,54.92,56,0,0,0.7482
2016Q4,TP101166,ASSOCIATE,LEVEL_1,1931,16756,32,59.06,82.71,101227,221,332166,1,0,0,62.03,4,1,0,0.5033
2017Q4,TP101167,BOOTCAMP_BADGE,LEVEL_2,884,6704,1339,95.41,82.77,137243,484,342167,0,0,0,43.55,17,1,1,0.4583
2017Q2,TP101168,CERTIFICATE,LEVEL_4,1952,2302,973,43.55,35.72,51223,221,352168,1,1,1,54.83,83,0,0,0.879
2018Q2,TP101169,CERTIFICATE,LEVEL_2,437,11021,303,47.07,90.94,64292,622,362169,0,0,0,58.99,102,0,0,0.7187
2016Q2,TP101170,LICENSE,LEVEL_6,337,17084,568,93.46,78.24,90620,541,372170,1,0,0,83.77,66,1,1,0.2298
2021Q3,TP101171,CERTIFICATE,LEVEL_7,1881,4599,699,46.17,31.94,42828,522,382171,0,0,0,84.5,44,1,1,0.1169
2017Q1,TP101172,ASSOCIATE,LEVEL_2,2183,26568,105,82.34,31.3,41461,811,392172,1,0,1,43.32,84,1,1,0.2321
2018Q1,TP101173,CEU,LEVEL_2,2195,10707,603,71.0,72.6,75202,484,402173,1,1,0,42.94,2,1,0,0.956
2015Q2,TP101174,MICROCREDENTIAL,LEVEL_4,542,580,812,42.95,41.06,94481,211,412174,0,0,0,84.64,23,0,1,0.7288
2017Q4,TP101175,APPRENTICESHIP,LEVEL_4,627,17062,1918,78.42,35.82,58798,511,422175,1,0,0,90.31,77,0,1,0.7997
2023Q1,TP101176,BOOTCAMP_BADGE,LEVEL_6,600,15668,650,90.7,28.91,39924,211,432176,1,0,0,48.3,4,0,1,0.2603
2016Q2,TP101177,APPRENTICESHIP,LEVEL_1,1642,26685,981,76.07,31.78,28484,622,442177,1,0,0,77.41,69,0,1,0.9463
2017Q4,TP101178,APPRENTICESHIP,LEVEL_6,128,16621,276,94.25,93.33,19300,522,452178,0,0,1,93.3,69,0,0,0.729
2024Q1,TP101179,APPRENTICESHIP,LEVEL_5,324,30076,319,89.21,75.26,120769,517,462179,1,0,0,67.05,75,0,0,0.3601
2024Q1,TP101180,MICROCREDENTIAL,LEVEL_1,1088,29065,1817,64.52,84.99,121373,236,472180,0,0,1,82.63,67,0,1,0.8894
2017Q1,TP101181,APPRENTICESHIP,LEVEL_4,2191,11425,1100,65.94,26.5,88027,811,482181,0,0,0,49.8,75,0,0,0.2781
2020Q4,TP101182,MICROCREDENTIAL,LEVEL_5,955,28203,1785,39.69,80.97,78038,921,492182,1,0,0,74.02,113,0,1,0.8937
2024Q4,TP101183,LICENSE,LEVEL_2,2050,24899,521,84.33,84.15,126503,622,502183,0,0,0,85.28,12,0,0,0.1352
2015Q4,TP101184,CERTIFICATE,LEVEL_3,573,7806,78,67.24,64.96,26649,111,512184,0,0,0,66.36,52,0,0,0.7875
2021Q1,TP101185,MICROCREDENTIAL,LEVEL_3,294,28822,1064,57.72,76.89,69522,311,522185,0,0,1,72.3,111,0,1,0.2415
2017Q3,TP101186,ASSOCIATE,LEVEL_7,1004,2931,833,97.57,86.28,119057,531,532186,0,0,1,71.53,16,1,0,0.4815
2024Q2,TP101187,BOOTCAMP_BADGE,LEVEL_6,1092,4376,2020,84.51,76.98,99823,622,542187,0,0,0,87.06,16,0,0,0.365
2021Q4,TP101188,MICROCREDENTIAL,LEVEL_7,44,13947,955,92.91,35.67,81224,611,112188,0,0,0,70.0,41,0,1,0.7624
2016Q2,TP101189,BOOTCAMP_BADGE,LEVEL_1,811,27204,1084,54.48,29.12,121016,623,122189,1,0,1,90.76,43,1,1,0.9959
2023Q1,TP101190,ASSOCIATE,LEVEL_2,45,27329,26,81.55,86.26,54010,622,132190,0,0,0,65.07,75,0,1,0.1312
2025Q3,TP101191,CERTIFICATE,LEVEL_6,1892,18781,1792,62.57,50.71,110251,484,142191,0,0,0,40.64,78,0,0,0.9248
2020Q3,TP101192,BOOTCAMP_BADGE,LEVEL_3,1325,17783,240,73.47,85.66,131568,921,152192,0,0,0,84.71,96,1,1,0.9012
2025Q1,TP101193,CEU,LEVEL_5,1110,21918,1970,62.54,75.24,126701,221,162193,1,1,0,98.69,60,0,1,0.0744
2025Q1,TP101194,APPRENTICESHIP,LEVEL_1,2172,14504,1242,94.33,86.74,116019,623,172194,0,0,0,55.52,27,0,0,0.2416
2015Q4,TP101195,BOOTCAMP_BADGE,LEVEL_6,1511,13882,358,95.27,41.02,92188,611,182195,1,0,1,59.87,67,0,0,0.2047
2025Q1,TP101196,CERTIFICATE,LEVEL_4,456,4014,2320,43.69,50.64,39239,517,192196,0,0,0,74.11,67,0,1,0.9806
2015Q1,TP101197,LICENSE,LEVEL_2,1788,21067,80,80.02,61.17,25660,611,202197,0,0,1,82.6,44,1,0,0.6261
2014Q1,TP101198,APPRENTICESHIP,LEVEL_5,2182,5502,1009,75.37,31.6,92656,112,212198,0,0,0,78.86,13,0,0,0.8152
