house_sales_sale_month,house_sales_parcel_id_hash,house_sales_property_type_code,house_sales_sale_price_inr,house_sales_sale_price_per_sqft,house_sales_days_on_market,house_sales_list_to_sale_ratio,house_sales_mortgage_rate_at_sale,house_sales_loan_to_value_pct,house_sales_down_payment_pct,house_sales_buyer_type_code,house_sales_seller_type_code,house_sales_cash_sale_flag,house_sales_new_construction_flag,house_sales_renovation_flag,house_sales_assessed_value_inr,house_sales_taxable_value_inr,house_sales_school_quality_index,house_sales_neighborhood_walkscore,house_sales_recording_document_type
2019-05,PARC-2ea90d78590c,FarmHouse,57692187,17800.74,163,0.827,11.14,61.79,43.78,Investor,Company,N,Y,N,51977444,31847685,16.11,66.0,LeaseDeed
2020-07,PARC-3c387e00de7d,RowHouse,43847989,38062.49,58,0.914,8.82,89.96,27.82,Investor,Company,Y,Y,N,40912860,39750378,71.89,76.8,LeaseDeed
2022-01,PARC-127f5ccb050d,IndependentHouse,31104212,8620.9,185,0.998,6.92,70.48,41.3,NRI,Individual,N,N,N,28313463,27647398,95.62,60.4,LeaseDeed
2022-12,PARC-b63faba99f5c,Studio,11636976,18383.85,213,0.799,10.12,44.26,47.71,NRI,Developer,Y,N,N,11108338,7685023,43.01,13.7,PartitionDeed
2021-11,PARC-b3881d21f7e1,Plot,15357329,3996.18,135,0.801,9.21,51.42,16.62,Upgrader,BankAuction,N,N,Y,14568443,12461342,36.8,93.1,ReleaseDeed
2022-07,PARC-d6c989d07093,Villa,53831666,20078.95,184,1.125,8.43,42.78,30.66,Investor,Company,N,Y,Y,51993355,32901952,43.31,15.8,ConveyanceDeed
2021-01,PARC-0944246f9151,BuilderFloor,50039828,16956.91,169,0.863,6.26,89.74,59.69,Investor,Developer,Y,Y,N,47049479,46709918,97.21,99.1,GiftDeed
2025-04,PARC-a6b8f4856b04,BuilderFloor,44451034,15813.25,219,0.956,7.66,86.7,40.13,FirstTime,Trust,N,N,N,35228214,33381900,6.86,26.7,PartitionDeed
2021-01,PARC-0557cabad9b6,FarmHouse,22174569,15188.06,31,1.065,7.67,45.16,32.46,Upgrader,Individual,N,N,Y,19329725,17624346,69.01,29.1,LeaseDeed
2019-07,PARC-4b7d83996063,RowHouse,12957023,3016.77,76,1.012,7.19,73.76,32.38,FirstTime,Developer,N,Y,Y,9661761,11298198,23.66,37.5,SaleDeed
2023-11,PARC-8ca8788b41a4,Apartment,4871854,4189.04,201,1.136,10.27,52.19,46.15,FirstTime,BankAuction,N,N,N,4341800,4132145,45.62,66.5,SaleDeed
2023-01,PARC-7b5fe41ef1b1,IndependentHouse,55826093,61012.12,178,0.823,10.9,59.59,48.7,Upgrader,BankAuction,N,Y,N,57074167,39455407,72.24,89.1,LeaseDeed
2024-04,PARC-423e8a6e5fe4,Villa,7899377,2104.26,199,0.983,8.28,65.26,27.38,Investor,Company,Y,N,N,6053781,4931269,81.17,94.7,SaleDeed
2022-01,PARC-e5b790a91d54,Plot,62131231,63270.09,18,0.87,9.57,82.74,18.44,Investor,Company,N,Y,N,51989817,44737494,58.6,92.2,GiftDeed
2022-09,PARC-3b5e0fe293ed,BuilderFloor,44692770,19889.97,234,0.79,8.16,45.31,29.44,Senior,Individual,N,Y,Y,41492412,35645935,37.38,16.1,GiftDeed
2019-08,PARC-b469d9eee6bd,IndependentHouse,12680899,4471.4,87,1.067,9.69,43.84,22.14,Senior,Individual,Y,Y,Y,9594032,7912225,26.55,87.3,ConveyanceDeed
2020-11,PARC-d40dbb1eb784,FarmHouse,25489800,15327.6,120,0.98,7.8,86.32,47.02,Investor,Trust,N,Y,N,21066114,22191177,82.54,49.7,GiftDeed
2020-10,PARC-4b5a576cceb9,Villa,56462847,25805.69,87,0.829,10.0,80.19,24.65,NRI,Company,Y,Y,Y,49030535,45254881,51.73,36.2,SaleDeed
2023-09,PARC-ce4a4784be5a,FarmHouse,36818904,42175.15,178,0.905,9.06,69.48,43.52,Institutional,Individual,N,N,N,32280579,33726389,65.29,52.5,LeaseDeed
2024-03,PARC-73d672cc9fd0,Villa,34458040,29078.51,128,1.093,6.65,79.21,37.66,NRI,Trust,Y,N,N,34100317,26842551,53.08,20.1,ReleaseDeed
2021-12,PARC-8fe753d9a10a,Villa,31188927,11333.19,23,0.86,10.76,63.04,56.6,NRI,Developer,N,Y,Y,24421862,26881212,65.83,37.8,LeaseDeed
2019-08,PARC-8b5212e6d717,Studio,3094863,1233.01,189,1.089,9.81,76.24,23.33,Upgrader,Individual,Y,N,N,2260500,1921786,87.01,71.4,ConveyanceDeed
2019-06,PARC-fe6c789ea217,Studio,20482835,6731.13,93,0.926,10.88,71.44,51.67,Institutional,Developer,Y,Y,Y,15351538,17972271,12.37,85.4,PartitionDeed
2023-07,PARC-a847405823c3,RowHouse,7452703,2198.44,18,1.013,9.57,78.06,12.4,FirstTime,Developer,N,Y,N,7112187,5007409,17.15,22.9,ConveyanceDeed
2021-11,PARC-5432e59be75f,Apartment,63156858,53432.2,225,1.131,6.86,88.94,14.51,Senior,Trust,Y,Y,Y,56051179,53482708,42.33,5.0,ConveyanceDeed
2023-03,PARC-5f8b2fc2f4db,Apartment,15679573,47085.8,228,1.107,6.78,64.45,44.57,Investor,BankAuction,N,Y,Y,14514041,12457937,57.49,0.1,SaleDeed
2024-04,PARC-c70448b267af,BuilderFloor,39012381,9455.25,180,1.06,7.63,76.31,30.0,FirstTime,Trust,N,Y,Y,39115875,28539433,26.74,98.9,SaleDeed
2023-07,PARC-25e0189d7e5a,RowHouse,29019643,20983.11,56,0.865,8.65,63.1,40.94,Upgrader,Individual,N,N,Y,28353485,18386125,70.44,64.2,LeaseDeed
2022-06,PARC-a6b152219942,RowHouse,55433572,36207.43,101,1.09,7.54,44.76,49.69,Senior,Company,Y,N,Y,49142641,34178802,31.95,8.6,LeaseDeed
2022-02,PARC-466e0739307b,Apartment,6438121,1737.68,50,1.166,11.31,89.54,15.44,Investor,Individual,N,N,Y,4951949,5035301,91.05,62.2,LeaseDeed
2022-11,PARC-5001c12d64d8,RowHouse,53260990,11878.01,71,0.85,11.15,47.36,43.41,Senior,Company,Y,Y,Y,53833693,32649504,86.66,38.1,LeaseDeed
2021-02,PARC-165b0f4f535b,IndependentHouse,5465436,3357.15,50,1.078,11.23,79.41,59.43,Upgrader,Company,Y,N,Y,5358552,4132556,83.85,25.1,PartitionDeed
2024-12,PARC-a919f88f022e,RowHouse,10499553,2697.73,69,1.067,7.22,70.65,14.48,Upgrader,Individual,N,Y,N,9781678,8421087,88.77,79.4,ReleaseDeed
2025-09,PARC-bce7fc8089f0,Plot,60496629,17439.21,105,0.808,9.59,49.67,47.88,Senior,Developer,N,N,Y,43947356,50950096,0.18,90.5,SaleDeed
2019-01,PARC-431462308bde,Studio,27064845,7112.97,14,0.92,8.77,67.24,25.68,Investor,Trust,N,Y,Y,19895937,20626059,75.01,95.0,PartitionDeed
2019-03,PARC-487933f12d8a,Apartment,55266486,36121.89,220,0.929,9.58,58.28,50.87,FirstTime,Developer,N,Y,N,42787173,36521805,21.88,20.8,LeaseDeed
2024-08,PARC-313376c1dc0e,Apartment,5434719,19619.92,101,1.119,10.96,51.05,50.68,NRI,Trust,Y,N,Y,5311341,4350067,21.86,8.5,SaleDeed
2025-05,PARC-d5131a4debec,Apartment,44604851,10868.63,18,0.987,8.33,55.8,33.83,Investor,Individual,N,N,N,39868403,30140337,56.51,88.0,GiftDeed
2023-03,PARC-95821f877d95,Apartment,9775700,6884.3,191,0.973,9.94,66.49,38.53,Investor,Trust,N,N,Y,7668989,8498969,64.49,33.8,ConveyanceDeed
2019-01,PARC-c394c3c37c8f,RowHouse,47111097,12384.62,234,1.128,10.76,66.21,51.04,Upgrader,Company,N,N,N,45288724,43791128,46.36,50.2,LeaseDeed
2023-12,PARC-eb3d137c7ec3,Villa,30552103,7367.28,88,0.994,11.39,75.3,57.27,Institutional,Developer,N,N,Y,31381288,21499041,28.39,25.5,ConveyanceDeed
2022-11,PARC-212aef108315,BuilderFloor,32961059,13168.62,133,0.907,8.12,85.3,20.83,NRI,Developer,Y,N,N,26118618,24665602,38.6,50.9,SaleDeed
2022-03,PARC-70722283443d,Apartment,38491855,10988.25,170,0.921,7.25,41.66,30.29,Senior,Developer,Y,N,N,39160673,21342551,20.26,19.9,SaleDeed
2020-04,PARC-607d1ab3577d,Apartment,35527723,9542.77,203,0.966,8.47,55.69,21.91,NRI,BankAuction,Y,N,N,26036706,26355661,17.36,32.4,LeaseDeed
2022-08,PARC-2f414eda6d72,Studio,9900954,15302.87,102,1.173,7.98,80.09,59.63,Institutional,Company,N,N,N,8440060,9335011,43.91,38.2,ReleaseDeed
2025-10,PARC-b32d7819a476,Apartment,40392157,17600.07,95,0.869,8.77,72.94,51.31,Institutional,BankAuction,Y,N,Y,38220308,37162451,76.69,40.5,ReleaseDeed
2020-09,PARC-b1db7bd43ff3,Apartment,36570051,8641.32,4,1.095,10.66,86.25,33.86,Institutional,Company,Y,N,N,34445695,34383591,65.23,46.7,GiftDeed
2020-09,PARC-a88d031bb97f,Plot,16988309,3852.22,21,0.96,9.23,67.86,32.3,Investor,BankAuction,N,N,N,17008857,12215701,23.19,22.8,ConveyanceDeed
2019-08,PARC-73f2e2a767a6,Studio,6776793,17465.96,162,1.015,9.84,57.39,13.39,Institutional,Developer,N,Y,N,6562033,5564671,92.0,81.9,SaleDeed
2020-10,PARC-9d703af702e3,FarmHouse,43758574,150891.63,21,1.174,11.0,50.29,18.69,Institutional,Company,N,Y,Y,36939039,25888057,37.73,46.4,LeaseDeed
2024-02,PARC-d810a4029d8f,Plot,34025370,7691.09,15,0.935,8.1,54.87,12.41,Investor,BankAuction,N,Y,Y,30207277,29017839,50.28,63.0,ConveyanceDeed
2019-01,PARC-37f5d7323391,IndependentHouse,58985390,14982.32,218,1.138,7.52,48.78,48.68,Investor,Trust,N,N,N,56374457,47326442,73.96,5.3,PartitionDeed
2025-05,PARC-de7234eba2aa,FarmHouse,37311166,32614.66,78,0.972,6.36,88.08,51.39,Upgrader,Individual,Y,Y,N,36532917,24942590,93.53,57.4,ConveyanceDeed
2023-06,PARC-33d5f950d027,Plot,28398436,29306.95,109,0.889,10.92,63.37,16.2,Senior,Individual,N,Y,N,26796289,18267047,65.4,16.6,GiftDeed
2020-09,PARC-3c2d2ed427a3,BuilderFloor,44645491,13134.89,158,0.974,11.11,40.63,40.75,Institutional,BankAuction,N,N,N,40999399,36912563,33.45,15.7,GiftDeed
2024-08,PARC-50a5153f52c6,Apartment,21410767,31719.65,159,0.885,7.57,71.83,42.19,Upgrader,Trust,N,N,Y,20101930,15591132,63.81,79.9,ConveyanceDeed
2019-06,PARC-414ec829b325,BuilderFloor,58519613,41621.35,165,1.093,11.34,41.06,24.56,NRI,BankAuction,N,Y,N,57144160,43709945,3.62,48.4,SaleDeed
2022-07,PARC-fa3a6dfc1ec9,Studio,30745685,7392.57,238,0.796,9.18,56.34,10.47,Senior,Developer,N,N,Y,30595311,18559990,72.07,1.2,ConveyanceDeed
2025-09,PARC-2b7962641561,RowHouse,12736970,3013.24,35,0.896,6.97,67.65,21.89,Senior,Individual,Y,Y,N,10192356,9517741,64.0,65.4,SaleDeed
2020-10,PARC-2f5fa1e22980,RowHouse,11433075,6717.44,54,1.077,10.82,52.39,20.03,FirstTime,BankAuction,Y,Y,N,8232882,6591299,14.85,42.0,ReleaseDeed
2025-03,PARC-6bc010cd4dce,Apartment,4913418,1436.25,159,1.113,10.67,52.16,22.98,Upgrader,Developer,N,Y,N,3797720,3397451,27.27,59.8,ConveyanceDeed
2025-09,PARC-f2e044503100,Apartment,50679091,12635.03,3,1.146,11.48,65.84,19.24,Institutional,Trust,N,N,Y,35804008,31180965,37.37,35.9,LeaseDeed
2022-09,PARC-cee510d7168c,Plot,32827315,12763.34,65,1.036,7.47,54.8,45.94,FirstTime,Company,Y,Y,N,29058311,19003067,71.97,42.5,GiftDeed
2023-11,PARC-4daaad4a0254,Apartment,61518367,20741.19,130,1.131,10.62,75.35,44.48,Investor,BankAuction,N,Y,N,45448197,36891440,32.45,16.7,ConveyanceDeed
2020-02,PARC-507bc95ef2b6,Villa,45425140,75082.88,134,0.971,10.0,44.13,51.87,NRI,Developer,Y,N,N,46909102,28043553,59.58,18.0,ConveyanceDeed
2024-08,PARC-68685e8de134,Studio,39759848,30845.5,105,1.177,7.57,62.75,16.8,FirstTime,Individual,Y,N,Y,30695989,26841879,36.2,69.2,LeaseDeed
2022-11,PARC-5ddb56357d5f,Studio,14629232,4461.49,4,1.149,8.51,78.14,59.38,Senior,Trust,Y,N,N,12401997,12843772,41.24,28.9,ReleaseDeed
2023-11,PARC-1f94b1bedf27,BuilderFloor,64758261,22842.42,211,0.803,10.52,43.06,43.83,Upgrader,BankAuction,N,Y,Y,50383792,42660785,20.47,42.8,GiftDeed
2023-01,PARC-504fcb6e2b58,Studio,46341420,15843.22,15,0.799,10.35,42.33,35.02,Investor,Company,Y,Y,N,46109305,31769854,76.9,8.3,LeaseDeed
2022-01,PARC-c31acc71f49e,BuilderFloor,14686887,3645.29,74,1.052,10.29,45.67,57.77,Institutional,Developer,Y,Y,Y,15092201,13167365,86.17,9.5,ConveyanceDeed
2023-09,PARC-b372a8c16e49,FarmHouse,4014348,2292.6,56,1.156,10.26,41.76,32.39,Senior,Individual,Y,Y,N,3152361,2849386,87.61,17.9,PartitionDeed
2020-07,PARC-8dd47f9faad7,Plot,34130339,17211.47,166,0.872,11.2,65.62,10.83,Senior,Individual,N,N,Y,29981811,27292119,29.72,38.9,PartitionDeed
2023-08,PARC-dfea9139ddea,RowHouse,1558500,1304.18,63,1.149,8.23,52.69,44.19,Institutional,Developer,N,N,Y,1605312,989959,30.45,61.8,PartitionDeed
2019-07,PARC-1a9dc80fcad3,Villa,25730822,21732.11,105,0.872,11.35,77.69,19.89,Investor,BankAuction,N,N,Y,21635571,16177554,6.2,58.5,ReleaseDeed
2021-01,PARC-3b7e0943af33,Apartment,29750640,8102.03,40,0.868,9.82,49.75,43.49,Institutional,BankAuction,Y,N,Y,21746777,17752915,33.87,82.5,ConveyanceDeed
2022-08,PARC-0c9720b55a24,BuilderFloor,47535378,11757.45,189,1.026,10.8,54.43,21.1,Upgrader,Company,Y,Y,N,36428448,40093449,53.07,65.0,ConveyanceDeed
2022-01,PARC-21414d10e8a9,RowHouse,48088642,24092.51,92,0.801,7.59,43.71,18.16,Investor,Developer,Y,N,Y,38616868,43250175,20.22,77.1,GiftDeed
2021-02,PARC-de389eb9a74a,Apartment,45816452,10987.16,153,0.787,10.53,47.1,48.09,Upgrader,Company,N,N,Y,34755220,31793027,56.68,85.4,GiftDeed
2020-10,PARC-44da8a4c7a1b,BuilderFloor,55540591,40043.68,137,0.968,7.85,89.54,15.61,NRI,Developer,N,Y,N,50249154,49513515,31.7,25.7,LeaseDeed
2020-11,PARC-158fdf1527ed,BuilderFloor,10719231,2494.0,86,1.03,7.72,85.82,10.74,FirstTime,Developer,Y,Y,Y,8082821,6408120,39.66,28.8,PartitionDeed
2025-03,PARC-81836c6fe891,RowHouse,50270766,19917.1,137,1.109,7.22,53.65,11.35,FirstTime,Developer,N,Y,Y,47826073,37029964,67.85,52.8,GiftDeed
2022-06,PARC-2389a99a6f25,RowHouse,19383672,10310.46,182,0.951,10.75,77.58,21.51,Investor,Company,N,N,N,14932263,14368499,51.74,15.1,LeaseDeed
2021-04,PARC-e4586700d537,IndependentHouse,4791671,3861.14,164,1.07,6.85,56.94,29.36,FirstTime,Developer,Y,N,N,3723048,3812667,25.29,39.5,GiftDeed
2023-03,PARC-0490077a7127,FarmHouse,21993005,13106.68,131,0.985,8.57,84.87,22.37,Upgrader,Developer,Y,Y,Y,21424756,12180015,21.2,43.4,PartitionDeed
2021-06,PARC-42d7d3273fd1,Apartment,37279026,15001.62,62,0.819,7.88,74.95,48.69,NRI,Company,Y,N,N,30123696,28095526,43.4,42.4,SaleDeed
2022-12,PARC-df97365196f4,BuilderFloor,10164618,6507.44,1,1.1,9.83,75.71,51.41,FirstTime,Company,N,Y,N,8789859,6206487,13.43,35.6,PartitionDeed
2023-05,PARC-8dd7c7667ecc,Studio,19014354,9960.37,210,1.119,9.4,53.3,46.99,NRI,Individual,N,N,N,19478248,14464932,55.52,68.7,LeaseDeed
2025-11,PARC-bafa5bc3aadc,Plot,51026784,13813.42,192,1.135,7.06,41.13,25.54,Senior,Trust,N,N,Y,45137242,42798889,73.01,91.2,SaleDeed
2023-05,PARC-ef6fcef0a60d,Villa,19828860,7992.29,104,1.036,7.93,77.84,19.32,Upgrader,Individual,N,Y,N,20244942,13590142,69.51,91.2,GiftDeed
2021-08,PARC-c1448b54449f,IndependentHouse,33820082,18340.61,215,1.166,10.92,63.66,29.99,Investor,Trust,N,Y,N,29778540,23413171,88.22,12.8,SaleDeed
2020-08,PARC-2707e265002b,BuilderFloor,19317478,5283.77,172,0.829,10.47,43.31,31.85,Investor,Trust,Y,N,Y,20201746,16950835,4.51,76.9,GiftDeed
2021-07,PARC-79991a638f00,Apartment,60620271,190032.2,203,0.842,11.5,82.47,56.29,FirstTime,Trust,N,Y,Y,63095205,33621069,31.56,47.8,GiftDeed
2025-07,PARC-fd1d18803ffc,RowHouse,38741271,16677.26,110,0.816,9.46,72.89,30.63,Upgrader,Company,Y,N,N,29005141,33467013,28.67,80.5,ReleaseDeed
2019-01,PARC-d3d000154452,Apartment,56141607,24462.57,38,1.015,9.22,41.97,32.77,FirstTime,Individual,N,Y,Y,45671949,53163934,38.08,4.7,PartitionDeed
2020-08,PARC-50c8710350bb,Studio,20191434,23208.54,24,1.094,10.64,45.99,21.23,Investor,Trust,Y,Y,N,17302076,18052032,43.88,94.9,PartitionDeed
2019-11,PARC-fdac34adc0b1,IndependentHouse,40838040,9835.75,47,0.864,7.65,40.71,56.47,Institutional,Developer,Y,Y,Y,35385307,36929878,79.15,96.7,SaleDeed
2024-01,PARC-aeb44c77f992,BuilderFloor,7499446,19529.81,145,1.071,8.7,80.49,31.06,Investor,Developer,Y,N,Y,5519752,7086798,93.91,0.5,SaleDeed
2024-10,PARC-d6633a6d1a62,RowHouse,2826284,699.58,72,0.834,7.65,42.11,50.26,NRI,BankAuction,Y,Y,N,2918918,2569476,67.38,41.9,SaleDeed
2019-06,PARC-b965e669a163,IndependentHouse,1849376,1421.5,133,1.173,11.43,67.09,60.0,Upgrader,Trust,Y,N,Y,1408362,1660273,91.97,33.8,SaleDeed
2021-02,PARC-1f9eabae44b9,Villa,18862367,10859.16,111,1.144,6.5,89.55,26.32,Institutional,Individual,Y,N,N,18624239,16945101,47.08,79.0,ReleaseDeed
2025-02,PARC-cc7cbeda2eb8,BuilderFloor,12253241,5176.7,121,1.177,10.79,87.3,25.87,Institutional,Developer,Y,Y,Y,12690637,7271145,12.03,31.5,ConveyanceDeed
2019-07,PARC-5bc4492551e4,Villa,61023324,24695.8,141,1.089,8.37,57.54,22.42,Investor,Individual,N,Y,Y,60309442,45956709,53.96,91.6,ConveyanceDeed
2024-04,PARC-db5f3d452a33,FarmHouse,63080849,44961.4,204,1.089,9.08,67.31,24.56,Institutional,Developer,Y,Y,Y,62399220,48225232,68.5,18.5,PartitionDeed
2024-05,PARC-50813b5e1f94,RowHouse,1509807,1648.26,79,0.954,9.17,44.01,18.64,Institutional,Individual,Y,N,N,1294549,1237638,30.76,4.5,ReleaseDeed
2024-03,PARC-4f8f945c6d8f,Villa,3652221,6775.92,97,1.011,7.26,68.66,11.8,FirstTime,Individual,N,N,Y,2772229,2402106,93.68,0.9,ReleaseDeed
2019-11,PARC-ed1df0944e4a,BuilderFloor,28264128,81925.01,38,0.874,7.39,56.51,52.52,Institutional,Individual,Y,Y,N,28622671,25116755,67.99,86.5,GiftDeed
2023-11,PARC-0c28d2fc60bb,Apartment,22420532,5687.6,9,1.028,10.25,57.73,16.12,NRI,Individual,N,N,N,19466461,20071965,4.06,10.0,SaleDeed
2023-06,PARC-6a832621a4f1,IndependentHouse,18291225,4081.95,182,0.952,9.95,78.67,51.19,FirstTime,Developer,N,N,Y,13847701,10619260,94.99,69.3,GiftDeed
2020-06,PARC-3a509a5a855b,Plot,8044875,6048.78,156,1.059,10.09,49.06,54.16,NRI,Individual,Y,Y,Y,8106818,7114743,52.07,6.3,LeaseDeed
2022-04,PARC-afcda42c7906,Apartment,60188299,48035.35,24,0.863,8.3,84.71,42.01,NRI,BankAuction,N,Y,N,51612195,50761388,29.16,26.2,PartitionDeed
2024-10,PARC-49372b598e8b,RowHouse,50588349,14980.26,219,1.178,7.73,74.26,40.79,Institutional,Trust,Y,N,N,45365463,33135417,7.43,57.1,ConveyanceDeed
2025-04,PARC-3b1c7da99d35,BuilderFloor,46466688,24430.44,238,0.848,8.74,77.02,35.4,Senior,Company,N,Y,Y,44441662,29729749,50.29,73.3,ConveyanceDeed
2024-11,PARC-e20dbb4dad0e,BuilderFloor,62038141,13956.84,215,0.969,7.82,86.83,16.94,Institutional,BankAuction,Y,Y,Y,49968803,56951033,28.93,8.3,ConveyanceDeed
2023-02,PARC-bd15cd445dfe,Plot,59824372,108181.5,72,0.889,7.34,57.85,58.57,Institutional,Company,N,N,Y,59866409,43608233,58.05,84.2,ConveyanceDeed
2024-12,PARC-151104c2f79f,Plot,20117598,26092.86,145,0.826,8.32,70.26,11.75,Institutional,BankAuction,Y,Y,N,17701786,17008548,23.21,52.6,LeaseDeed
2024-11,PARC-2824ce68ff69,IndependentHouse,10033541,3507.0,197,0.857,10.31,64.24,16.4,NRI,Company,N,Y,N,8909217,8710667,20.14,14.0,LeaseDeed
2022-10,PARC-5bfc3e9e4020,Studio,51788830,42139.0,74,0.953,8.28,44.64,28.9,Institutional,Individual,N,Y,N,50876979,29323922,25.9,46.9,LeaseDeed
2024-09,PARC-01fa7ad6c49c,IndependentHouse,40402920,10768.37,102,1.114,6.5,88.69,37.83,Senior,BankAuction,N,N,N,33735654,27011253,86.3,58.3,ReleaseDeed
2022-07,PARC-0025b07d7b2f,Apartment,60443900,58969.66,105,0.846,7.64,89.81,54.99,Senior,Individual,Y,Y,N,49779321,54380627,0.02,47.3,ReleaseDeed
2023-12,PARC-8958b130a8bc,IndependentHouse,1211839,279.94,7,0.987,6.54,60.5,28.8,NRI,BankAuction,N,Y,N,1163472,941649,80.44,66.3,LeaseDeed
2020-08,PARC-1b346e8add1b,IndependentHouse,49480618,18292.28,33,0.869,9.13,81.01,32.05,Institutional,Developer,Y,N,N,50870740,46798549,84.43,16.9,LeaseDeed
2019-12,PARC-b58f827f3a82,Studio,53156543,15891.34,31,0.781,8.47,68.45,28.64,Upgrader,Individual,Y,N,N,43096206,43413062,18.65,34.7,SaleDeed
2019-11,PARC-ef076c8ea400,FarmHouse,46096681,77343.42,28,1.142,8.81,40.67,56.09,Upgrader,Developer,Y,Y,N,43254601,29161662,22.84,19.4,LeaseDeed
2022-09,PARC-4499662dd170,Plot,33467225,128226.92,79,1.136,10.94,89.97,53.56,Institutional,Company,N,N,Y,31257442,27892175,95.14,30.9,GiftDeed
2021-04,PARC-235dd1db1fd6,BuilderFloor,14455969,5583.61,80,1.146,8.9,64.13,30.13,Investor,Developer,N,N,Y,13376572,13004516,41.12,15.5,SaleDeed
2019-01,PARC-05d8c48d2c4e,Plot,40600680,44567.16,64,0.96,10.99,42.06,30.48,Senior,Individual,N,N,N,39482233,33369440,88.56,32.9,LeaseDeed
2020-05,PARC-064ad3c2c26f,BuilderFloor,26958127,11609.87,99,0.916,10.38,88.24,19.92,NRI,Trust,N,Y,N,26960210,20928498,0.85,43.0,ReleaseDeed
2023-04,PARC-9855736976a7,FarmHouse,55456270,12649.7,119,1.027,7.13,78.18,29.8,Upgrader,Company,N,Y,N,53473062,50316610,91.39,58.7,PartitionDeed
2019-01,PARC-cd83063cd4f0,RowHouse,47375978,23054.0,81,1.107,10.26,50.39,19.77,Investor,Company,Y,Y,N,48054368,29871609,92.46,34.2,PartitionDeed
2025-10,PARC-0feba74e1edc,IndependentHouse,39859178,9937.47,155,0.85,8.97,67.94,51.8,Investor,Individual,N,Y,Y,30337699,37399382,56.3,83.6,ConveyanceDeed
2022-02,PARC-d0da8d96c85f,FarmHouse,34532147,7885.85,73,1.114,7.03,57.36,19.29,Institutional,Developer,Y,Y,Y,34029155,20033356,24.95,3.8,GiftDeed
2024-09,PARC-fa0fb5584c7d,RowHouse,10163380,3176.06,133,1.107,6.73,78.04,53.52,Senior,Individual,N,Y,N,9211300,7148505,87.86,47.7,LeaseDeed
2021-07,PARC-0f360d426ff4,Apartment,8109092,5018.0,174,0.932,9.48,44.77,33.11,Investor,Company,Y,N,Y,8054887,4729828,1.41,82.7,ReleaseDeed
2021-02,PARC-d9147c55623a,RowHouse,45941381,59509.56,157,0.877,6.49,87.36,50.13,Senior,Individual,Y,N,N,46628345,41494221,59.48,58.0,ConveyanceDeed
2019-04,PARC-6a95eee6274f,Plot,37584134,28195.15,144,0.997,7.38,56.75,51.47,Senior,BankAuction,Y,N,Y,27670568,24391425,42.28,59.0,GiftDeed
2019-03,PARC-98a667f31082,Plot,47702698,24214.57,216,1.084,7.72,40.51,41.62,Institutional,Developer,N,Y,Y,42553019,27431579,61.29,8.9,PartitionDeed
2020-07,PARC-fdea959a02dd,Apartment,14738313,4368.2,208,1.175,10.19,61.1,35.24,NRI,Individual,Y,N,N,12886642,12675722,34.77,16.6,LeaseDeed
2020-11,PARC-3d9c3d31479e,IndependentHouse,59071675,14176.07,68,0.8,10.45,75.85,12.89,Upgrader,BankAuction,Y,Y,Y,56413682,36590306,83.33,25.0,ReleaseDeed
2021-05,PARC-ea02bf3db234,IndependentHouse,22593051,9663.41,47,0.908,10.9,61.89,39.63,Senior,Developer,Y,Y,N,19919019,14250345,73.95,41.4,ReleaseDeed
2024-02,PARC-eedcbb75f9e4,Villa,40651498,9120.82,171,1.081,8.55,51.54,47.6,FirstTime,BankAuction,N,Y,N,32408080,35103199,86.62,49.2,ReleaseDeed
2021-08,PARC-b4dbf5ef1534,IndependentHouse,61839824,20130.15,56,0.827,9.41,76.74,57.33,FirstTime,BankAuction,Y,N,N,55463284,35075630,51.29,3.3,ConveyanceDeed
2023-01,PARC-5889c6725a49,Villa,9168358,2323.46,141,1.17,8.61,64.13,29.9,Investor,Developer,Y,N,Y,8907388,7304299,36.69,20.2,ReleaseDeed
2025-09,PARC-4889eb89c75d,RowHouse,20332168,6597.07,215,1.102,10.82,42.21,25.1,Upgrader,Individual,N,N,Y,19258071,17397370,60.24,72.6,SaleDeed
2023-12,PARC-76d965292720,FarmHouse,26839043,23667.59,98,1.033,10.67,53.84,53.27,Senior,Company,Y,N,Y,24741413,16690313,75.92,67.7,ReleaseDeed
2024-12,PARC-38abaaca1467,Plot,23800104,11649.59,187,0.878,9.32,75.45,19.94,FirstTime,Individual,Y,Y,N,24397250,20476413,46.96,98.5,GiftDeed
2024-02,PARC-9d532272d8e2,Plot,15845796,3638.53,195,0.896,9.85,52.2,49.79,Institutional,Developer,Y,N,N,15615048,14295092,64.59,90.0,GiftDeed
2019-05,PARC-d72a7387ae7c,Villa,34009798,52322.77,175,0.988,10.22,75.43,39.46,NRI,BankAuction,Y,N,Y,25149607,25834745,89.97,19.0,ConveyanceDeed
2019-12,PARC-11eef93a59aa,FarmHouse,31186992,7725.29,30,1.115,9.1,86.25,14.68,NRI,Individual,Y,N,N,22873192,20773735,56.92,49.6,PartitionDeed
2025-03,PARC-c2a34d10eee9,BuilderFloor,39365841,130783.52,95,1.036,7.29,72.49,33.02,Senior,Company,Y,Y,N,30005384,33873155,57.19,38.5,ConveyanceDeed
2024-12,PARC-c2ac73208a17,RowHouse,19551311,10449.66,24,0.886,10.22,51.86,44.66,Institutional,Developer,N,N,N,13782224,17981956,80.63,48.2,ReleaseDeed
