econ_consumer_transaction_week,econ_consumer_merchant_category_code,econ_consumer_payment_channel_type,econ_consumer_spend_amount_usd,econ_consumer_transaction_count,econ_consumer_unique_cardholders,econ_consumer_median_ticket_size,econ_consumer_share_online_pct,econ_consumer_share_instore_pct,econ_consumer_refund_rate_pct,econ_consumer_chargeback_rate_pct,econ_consumer_new_customer_share_pct,econ_consumer_repeat_customer_share_pct,econ_consumer_income_segment,econ_consumer_age_segment,econ_consumer_device_type,econ_consumer_daypart_peak,econ_consumer_holiday_effect_flag,econ_consumer_weather_sensitivity_score,econ_consumer_privacy_aggregation_level
2009-03-30,7350,INSTORE_CARD_PRESENT,675399.28,667,238,1159.68,17.67,82.33,6.93,1.01,42.49,57.51,150K_PLUS,18_24,TABLET,MIDDAY,0,0.063,STATE
2009-04-06,4417,PHONE_ORDER,1129707.24,652,408,2131.27,34.29,65.71,2.18,1.19,22.69,77.31,60_100K,18_24,POS_TERMINAL,LATE_NIGHT,1,0.7484,METRO
2009-04-13,6732,PHONE_ORDER,518213.11,618,304,509.46,79.16,20.84,3.82,1.51,36.43,63.57,LT35K,65_PLUS,DESKTOP,EVENING,0,0.142,NATIONAL
2009-04-20,6744,PHONE_ORDER,912483.9,677,241,1124.33,68.31,31.69,2.74,0.04,24.17,75.83,LT35K,55_64,POS_TERMINAL,MORNING,0,0.3072,ZIP5
2009-04-27,7733,IN_APP,189199.42,689,145,186.36,27.18,72.82,0.2,0.69,25.99,74.01,35_60K,45_54,MOBILE,LATE_NIGHT,1,0.941,ZIP5
2009-05-04,6710,RECURRING,133579.75,638,421,148.05,10.93,89.07,5.26,1.44,7.9,92.1,LT35K,35_44,MOBILE,LATE_NIGHT,0,0.5706,ZIP3
2009-05-11,6779,ONLINE_ECOM,446693.39,639,115,935.83,31.4,68.6,3.72,0.99,44.9,55.1,35_60K,25_34,TABLET,MIDDAY,0,0.8979,STATE
2009-05-18,7921,RECURRING,848164.24,638,222,1844.63,80.2,19.8,4.19,1.74,30.64,69.36,LT35K,18_24,MOBILE,AFTERNOON,0,0.5551,NATIONAL
2009-05-25,8011,IN_APP,444071.89,644,288,760.41,39.64,60.36,3.47,0.64,23.06,76.94,60_100K,25_34,MOBILE,AFTERNOON,0,0.1241,STORE_CLUSTER
2009-06-01,5715,ONLINE_ECOM,521243.73,681,462,975.56,34.51,65.49,3.21,1.56,11.99,88.01,150K_PLUS,65_PLUS,DESKTOP,EVENING,0,0.9869,NATIONAL
2009-06-08,2478,IN_APP,296047.82,585,137,468.76,50.84,49.16,5.16,1.42,36.62,63.38,LT35K,25_34,POS_TERMINAL,MIDDAY,0,0.4377,NATIONAL
2009-06-15,4289,PHONE_ORDER,406763.58,707,277,570.08,6.86,93.14,5.93,0.38,29.21,70.79,35_60K,55_64,MOBILE,EVENING,0,0.245,NATIONAL
2009-06-22,7009,MOBILE_WALLET,1362378.9,665,121,2613.99,66.7,33.3,6.62,1.05,23.21,76.79,150K_PLUS,18_24,POS_TERMINAL,LATE_NIGHT,0,0.9619,STORE_CLUSTER
2009-06-29,8953,RECURRING,408319.57,658,340,380.14,71.72,28.28,5.63,1.2,29.0,71.0,60_100K,25_34,POS_TERMINAL,LATE_NIGHT,1,0.1217,ZIP3
2009-07-06,7539,RECURRING,569473.85,665,415,1003.07,24.76,75.24,3.17,0.54,37.24,62.76,150K_PLUS,35_44,TABLET,MORNING,0,0.7635,NATIONAL
2009-07-13,4909,PHONE_ORDER,775027.65,666,346,1401.49,78.23,21.77,4.14,1.31,27.39,72.61,150K_PLUS,35_44,UNKNOWN,MIDDAY,0,0.9469,NATIONAL
2009-07-20,5474,RECURRING,641019.33,653,397,1355.65,77.36,22.64,6.96,0.41,7.52,92.48,LT35K,25_34,MOBILE,MIDDAY,1,0.5831,STORE_CLUSTER
2009-07-27,9604,INSTORE_CARD_PRESENT,849793.57,688,265,1321.87,41.93,58.07,5.04,0.62,29.92,70.08,60_100K,25_34,UNKNOWN,LATE_NIGHT,0,0.5679,NATIONAL
2009-08-03,5173,RECURRING,819907.79,656,260,804.76,20.05,79.95,4.11,0.3,40.41,59.59,LT35K,55_64,TABLET,MORNING,0,0.5804,ZIP5
2009-08-10,9711,INSTORE_CARD_PRESENT,925950.53,625,266,1847.94,45.28,54.72,1.87,1.57,14.51,85.49,150K_PLUS,25_34,POS_TERMINAL,LATE_NIGHT,1,0.4796,STATE
2009-08-17,1743,PHONE_ORDER,257894.5,690,446,313.36,25.86,74.14,0.15,1.64,24.35,75.65,35_60K,25_34,DESKTOP,EVENING,0,0.9492,STORE_CLUSTER
2009-08-24,1877,PHONE_ORDER,603841.65,678,396,878.81,74.05,25.95,0.35,0.92,31.96,68.04,100_150K,25_34,POS_TERMINAL,AFTERNOON,1,0.2307,NATIONAL
2009-08-31,3489,ONLINE_ECOM,924196.98,616,201,1586.35,70.18,29.82,6.08,0.79,29.75,70.25,LT35K,65_PLUS,UNKNOWN,MIDDAY,0,0.3183,STATE
2009-09-07,3593,RECURRING,772887.39,643,287,788.27,62.37,37.63,5.25,0.64,44.2,55.8,60_100K,18_24,DESKTOP,MIDDAY,0,0.9592,METRO
2009-09-14,9733,RECURRING,1061492.93,672,453,1375.82,32.6,67.4,3.09,0.62,44.65,55.35,35_60K,55_64,TABLET,MORNING,0,0.8687,NATIONAL
2009-09-21,6645,RECURRING,652875.77,658,104,964.71,59.68,40.32,3.25,0.94,29.5,70.5,35_60K,65_PLUS,TABLET,MORNING,0,0.8363,STORE_CLUSTER
2009-09-28,5843,RECURRING,3677716.53,634,242,7974.16,38.27,61.73,0.38,1.7,43.14,56.86,LT35K,35_44,POS_TERMINAL,MORNING,0,0.8403,METRO
2009-10-05,1526,PHONE_ORDER,1415598.76,669,335,1965.27,38.94,61.06,3.51,1.71,9.26,90.74,LT35K,45_54,MOBILE,EVENING,0,0.231,METRO
2009-10-12,7447,ONLINE_ECOM,187036.76,699,316,354.32,14.62,85.38,5.36,0.88,42.38,57.62,150K_PLUS,25_34,UNKNOWN,AFTERNOON,0,0.264,METRO
2009-10-19,6831,MOBILE_WALLET,466511.56,681,383,534.1,46.36,53.64,1.95,0.83,24.36,75.64,LT35K,18_24,MOBILE,MORNING,0,0.6651,METRO
2009-10-26,4377,ONLINE_ECOM,532866.19,643,347,575.69,82.86,17.14,4.2,1.19,30.23,69.77,LT35K,45_54,MOBILE,EVENING,0,0.6224,ZIP3
2009-11-02,9517,ONLINE_ECOM,705444.78,633,439,738.22,9.57,90.43,6.07,0.57,32.51,67.49,100_150K,35_44,MOBILE,AFTERNOON,0,0.3585,STORE_CLUSTER
2009-11-09,2721,INSTORE_CARD_PRESENT,339138.03,621,104,443.67,35.26,64.74,3.75,0.49,37.1,62.9,35_60K,35_44,UNKNOWN,MIDDAY,1,0.5973,METRO
2009-11-16,9771,INSTORE_CARD_PRESENT,2699278.4,668,337,4517.57,59.74,40.26,0.59,0.22,12.28,87.72,100_150K,35_44,TABLET,MIDDAY,0,0.3067,STORE_CLUSTER
2009-11-23,5534,PHONE_ORDER,701908.15,666,423,1233.11,40.7,59.3,3.65,1.03,24.48,75.52,LT35K,25_34,TABLET,AFTERNOON,0,0.3039,ZIP3
2009-11-30,4302,RECURRING,1434101.38,660,303,1563.3,20.64,79.36,5.8,0.88,22.13,77.87,150K_PLUS,35_44,TABLET,MIDDAY,0,0.8166,ZIP3
2009-12-07,2947,RECURRING,423310.3,676,235,668.74,70.12,29.88,2.24,1.14,33.82,66.18,100_150K,25_34,UNKNOWN,EVENING,1,0.3761,STORE_CLUSTER
2009-12-14,4126,IN_APP,297535.47,671,182,361.14,23.29,76.71,3.28,1.38,37.82,62.18,35_60K,55_64,POS_TERMINAL,EVENING,1,0.255,STATE
2009-12-21,9134,IN_APP,645528.1,686,125,581.69,14.56,85.44,1.77,1.53,33.64,66.36,60_100K,35_44,TABLET,AFTERNOON,1,0.3539,STORE_CLUSTER
2009-12-28,9325,RECURRING,650128.53,603,295,647.66,72.26,27.74,1.3,0.29,23.06,76.94,LT35K,35_44,MOBILE,MORNING,0,0.2586,ZIP5
2010-01-04,1705,RECURRING,1236620.9,590,206,1579.77,7.82,92.18,6.5,1.43,45.0,55.0,150K_PLUS,18_24,DESKTOP,LATE_NIGHT,0,0.5053,STORE_CLUSTER
2010-01-11,7134,INSTORE_CARD_PRESENT,1400167.19,635,422,2453.08,17.84,82.16,2.54,0.64,37.05,62.95,100_150K,55_64,UNKNOWN,MIDDAY,0,0.6851,NATIONAL
2010-01-18,3662,MOBILE_WALLET,866250.87,637,253,1241.81,41.86,58.14,7.28,0.13,17.95,82.05,60_100K,25_34,DESKTOP,AFTERNOON,0,0.0131,STATE
2010-01-25,5762,ONLINE_ECOM,439651.61,654,155,677.86,14.3,85.7,1.91,0.3,18.93,81.07,60_100K,35_44,DESKTOP,MIDDAY,0,0.8894,METRO
2010-02-01,1950,INSTORE_CARD_PRESENT,465055.63,607,262,1016.21,12.22,87.78,4.61,0.03,17.64,82.36,100_150K,65_PLUS,TABLET,LATE_NIGHT,1,0.6729,METRO
2010-02-08,5117,INSTORE_CARD_PRESENT,2141258.53,643,193,3431.51,32.32,67.68,6.48,0.06,44.98,55.02,LT35K,65_PLUS,MOBILE,MORNING,0,0.5312,STATE
2010-02-15,7910,RECURRING,737032.37,698,382,662.01,76.26,23.74,6.21,0.72,5.82,94.18,LT35K,65_PLUS,MOBILE,MORNING,0,0.1824,STATE
2010-02-22,4823,ONLINE_ECOM,416072.38,704,345,475.7,21.74,78.26,5.16,0.82,38.62,61.38,LT35K,18_24,DESKTOP,MORNING,1,0.4706,ZIP5
2010-03-01,6920,ONLINE_ECOM,621456.3,691,217,603.4,80.74,19.26,6.92,0.08,9.26,90.74,100_150K,18_24,TABLET,LATE_NIGHT,0,0.0592,NATIONAL
2010-03-08,1609,RECURRING,524202.02,639,442,914.48,73.39,26.61,2.17,0.58,43.78,56.22,150K_PLUS,65_PLUS,UNKNOWN,MORNING,0,0.0099,METRO
2010-03-15,9242,IN_APP,306783.09,631,132,572.23,22.52,77.48,0.22,1.28,37.12,62.88,LT35K,65_PLUS,TABLET,LATE_NIGHT,0,0.1551,STATE
2010-03-22,5660,MOBILE_WALLET,561849.04,633,441,709.03,40.83,59.17,0.91,0.55,28.12,71.88,35_60K,65_PLUS,POS_TERMINAL,EVENING,0,0.161,ZIP5
2010-03-29,4996,RECURRING,579484.36,647,262,817.21,18.93,81.07,5.76,0.02,18.76,81.24,LT35K,35_44,TABLET,MIDDAY,0,0.3327,STORE_CLUSTER
2010-04-05,7182,PHONE_ORDER,1056562.23,685,407,1506.48,70.48,29.52,4.7,1.4,7.35,92.65,150K_PLUS,55_64,MOBILE,AFTERNOON,0,0.5078,STATE
2010-04-12,7892,ONLINE_ECOM,1117580.51,608,222,2108.14,56.07,43.93,3.14,0.69,24.33,75.67,LT35K,25_34,MOBILE,LATE_NIGHT,1,0.9953,STORE_CLUSTER
2010-04-19,6384,IN_APP,543907.95,642,138,921.32,31.23,68.77,5.7,0.94,16.6,83.4,150K_PLUS,65_PLUS,MOBILE,MIDDAY,0,0.96,ZIP5
2010-04-26,9957,ONLINE_ECOM,407306.79,652,213,456.87,17.05,82.95,2.82,1.54,19.53,80.47,LT35K,18_24,POS_TERMINAL,AFTERNOON,1,0.6028,ZIP5
2010-05-03,3821,ONLINE_ECOM,849436.47,628,369,1870.19,18.83,81.17,2.64,1.52,44.03,55.97,LT35K,35_44,DESKTOP,EVENING,0,0.1537,STORE_CLUSTER
2010-05-10,1310,PHONE_ORDER,788261.15,659,109,1477.09,53.02,46.98,1.76,1.43,14.12,85.88,LT35K,45_54,MOBILE,EVENING,0,0.5675,NATIONAL
2010-05-17,4678,RECURRING,565601.14,663,109,944.03,58.2,41.8,2.93,0.53,28.3,71.7,100_150K,65_PLUS,DESKTOP,MORNING,0,0.8708,NATIONAL
2010-05-24,7406,PHONE_ORDER,2898410.69,638,255,5002.16,31.39,68.61,5.57,0.57,6.15,93.85,35_60K,45_54,UNKNOWN,MIDDAY,0,0.9651,ZIP5
2010-05-31,5394,RECURRING,589725.08,692,118,860.67,24.47,75.53,0.61,1.38,18.6,81.4,35_60K,35_44,DESKTOP,LATE_NIGHT,0,0.822,METRO
2010-06-07,4907,MOBILE_WALLET,215065.99,677,314,380.34,8.06,91.94,7.35,0.71,27.02,72.98,35_60K,18_24,MOBILE,LATE_NIGHT,0,0.2045,METRO
2010-06-14,5370,ONLINE_ECOM,715237.3,654,128,844.37,7.34,92.66,6.09,1.45,33.84,66.16,150K_PLUS,65_PLUS,DESKTOP,AFTERNOON,0,0.7958,ZIP5
2010-06-21,2516,MOBILE_WALLET,814904.7,661,393,899.53,56.83,43.17,2.8,0.04,33.72,66.28,60_100K,18_24,MOBILE,MORNING,0,0.0721,NATIONAL
2010-06-28,6974,MOBILE_WALLET,433481.85,658,366,448.23,56.79,43.21,4.24,1.76,30.81,69.19,35_60K,35_44,UNKNOWN,AFTERNOON,0,0.2223,METRO
2010-07-05,3099,MOBILE_WALLET,1237329.21,637,268,1389.31,68.73,31.27,0.43,0.1,22.62,77.38,60_100K,35_44,TABLET,AFTERNOON,0,0.5094,METRO
2010-07-12,1360,RECURRING,338977.75,671,354,455.32,31.69,68.31,2.09,1.59,13.05,86.95,60_100K,25_34,MOBILE,LATE_NIGHT,0,0.728,STORE_CLUSTER
2010-07-19,2861,MOBILE_WALLET,522040.02,714,373,863.48,84.68,15.32,6.2,1.77,24.49,75.51,100_150K,35_44,DESKTOP,MORNING,0,0.7826,METRO
2010-07-26,4076,PHONE_ORDER,1853790.1,693,394,2787.86,59.31,40.69,3.03,0.02,38.99,61.01,60_100K,45_54,UNKNOWN,LATE_NIGHT,0,0.059,NATIONAL
2010-08-02,6160,RECURRING,1120586.55,670,442,1057.94,72.02,27.98,6.22,1.76,44.77,55.23,60_100K,25_34,DESKTOP,AFTERNOON,0,0.7759,STORE_CLUSTER
2010-08-09,9749,INSTORE_CARD_PRESENT,659487.05,639,273,1410.17,71.32,28.68,0.62,0.96,35.42,64.58,LT35K,55_64,POS_TERMINAL,AFTERNOON,0,0.2913,ZIP5
2010-08-16,3221,INSTORE_CARD_PRESENT,1213401.45,603,175,1584.53,18.67,81.33,2.52,0.41,16.23,83.77,100_150K,18_24,UNKNOWN,MIDDAY,0,0.0232,ZIP5
2010-08-23,5285,IN_APP,520877.1,625,222,518.02,10.49,89.51,6.68,1.66,18.92,81.08,35_60K,45_54,DESKTOP,MIDDAY,0,0.09,ZIP5
2010-08-30,2345,MOBILE_WALLET,2432448.62,607,242,5448.49,7.1,92.9,2.38,1.32,12.29,87.71,60_100K,65_PLUS,DESKTOP,AFTERNOON,0,0.5465,NATIONAL
2010-09-06,2785,MOBILE_WALLET,271861.12,611,182,573.17,29.57,70.43,2.36,1.35,28.65,71.35,35_60K,35_44,POS_TERMINAL,LATE_NIGHT,0,0.8119,STATE
2010-09-13,2511,MOBILE_WALLET,3600314.75,704,183,3350.68,34.63,65.37,2.47,0.35,34.0,66.0,150K_PLUS,18_24,POS_TERMINAL,LATE_NIGHT,0,0.2977,METRO
2010-09-20,6739,IN_APP,2159981.35,617,420,3713.39,78.18,21.82,2.67,1.32,21.21,78.79,150K_PLUS,55_64,TABLET,AFTERNOON,1,0.5115,ZIP3
2010-09-27,2920,ONLINE_ECOM,672072.22,661,125,703.39,66.63,33.37,1.82,0.59,33.97,66.03,35_60K,45_54,DESKTOP,MORNING,0,0.0706,METRO
2010-10-04,7837,MOBILE_WALLET,2414006.95,636,305,3558.0,46.57,53.43,7.66,1.4,21.45,78.55,35_60K,45_54,UNKNOWN,LATE_NIGHT,0,0.5456,STORE_CLUSTER
2010-10-11,2135,IN_APP,426315.94,686,396,688.4,74.3,25.7,3.3,1.16,11.73,88.27,LT35K,25_34,POS_TERMINAL,EVENING,0,0.723,STATE
2010-10-18,8511,IN_APP,141770.22,678,211,165.85,67.41,32.59,6.4,0.2,31.49,68.51,150K_PLUS,35_44,DESKTOP,AFTERNOON,0,0.316,STATE
2010-10-25,1130,IN_APP,1160602.86,721,152,2167.05,22.97,77.03,2.67,0.77,38.15,61.85,100_150K,65_PLUS,TABLET,EVENING,0,0.9169,STATE
2010-11-01,1127,PHONE_ORDER,622454.15,626,298,965.42,77.3,22.7,0.16,0.16,41.01,58.99,60_100K,35_44,TABLET,MORNING,1,0.6542,METRO
2010-11-08,8984,PHONE_ORDER,728287.83,662,149,991.59,57.0,43.0,6.18,0.49,21.96,78.04,60_100K,55_64,UNKNOWN,AFTERNOON,1,0.6163,ZIP5
2010-11-15,1588,PHONE_ORDER,493525.96,648,160,513.0,19.67,80.33,4.91,0.27,26.47,73.53,100_150K,55_64,TABLET,MIDDAY,0,0.2973,STORE_CLUSTER
2010-11-22,4202,INSTORE_CARD_PRESENT,402462.2,682,182,715.97,48.23,51.77,7.61,0.9,40.02,59.98,LT35K,45_54,DESKTOP,AFTERNOON,0,0.4657,ZIP5
2010-11-29,5082,ONLINE_ECOM,1272013.73,677,385,2319.87,53.42,46.58,4.04,0.08,19.5,80.5,100_150K,25_34,DESKTOP,EVENING,0,0.335,METRO
2010-12-06,3454,MOBILE_WALLET,912317.56,644,310,1475.62,25.96,74.04,4.48,0.37,25.46,74.54,150K_PLUS,35_44,DESKTOP,EVENING,0,0.8719,NATIONAL
2010-12-13,5887,MOBILE_WALLET,391183.39,666,405,782.24,63.86,36.14,3.65,0.88,38.72,61.28,100_150K,45_54,UNKNOWN,AFTERNOON,0,0.3124,STATE
2010-12-20,1604,MOBILE_WALLET,550392.6,674,227,935.36,9.3,90.7,5.51,0.51,32.37,67.63,60_100K,25_34,UNKNOWN,LATE_NIGHT,0,0.5106,METRO
2010-12-27,6868,MOBILE_WALLET,701914.47,649,446,1003.53,35.78,64.22,2.9,0.86,6.44,93.56,35_60K,55_64,TABLET,MIDDAY,0,0.3145,STORE_CLUSTER
2011-01-03,4099,MOBILE_WALLET,416827.75,593,141,565.44,79.86,20.14,7.57,1.21,44.12,55.88,LT35K,45_54,MOBILE,MORNING,0,0.0402,ZIP3
2011-01-10,5883,PHONE_ORDER,904452.24,667,202,1519.3,13.36,86.64,3.14,1.02,32.74,67.26,150K_PLUS,55_64,POS_TERMINAL,MIDDAY,0,0.4899,NATIONAL
2011-01-17,4669,ONLINE_ECOM,380140.46,642,369,778.05,71.42,28.58,4.86,0.49,37.14,62.86,60_100K,55_64,UNKNOWN,AFTERNOON,0,0.4564,NATIONAL
2011-01-24,2525,RECURRING,375023.35,609,162,802.59,12.94,87.06,3.66,0.3,22.86,77.14,100_150K,35_44,POS_TERMINAL,AFTERNOON,0,0.1382,NATIONAL
2011-01-31,7903,IN_APP,661442.04,649,208,1172.6,65.65,34.35,3.52,0.35,21.51,78.49,35_60K,65_PLUS,TABLET,AFTERNOON,0,0.1633,ZIP3
2011-02-07,6350,PHONE_ORDER,826077.17,639,186,1009.39,33.74,66.26,0.68,1.25,32.99,67.01,60_100K,65_PLUS,UNKNOWN,EVENING,0,0.616,METRO
2011-02-14,4813,MOBILE_WALLET,477932.12,608,150,673.35,35.77,64.23,4.14,0.65,13.26,86.74,60_100K,35_44,MOBILE,LATE_NIGHT,0,0.9576,STATE
2011-02-21,7131,ONLINE_ECOM,3894054.63,638,339,7852.66,13.66,86.34,0.27,1.26,28.45,71.55,100_150K,55_64,POS_TERMINAL,MORNING,0,0.4966,STORE_CLUSTER
2011-02-28,7240,INSTORE_CARD_PRESENT,766485.64,693,159,1044.34,57.09,42.91,5.13,0.93,23.39,76.61,150K_PLUS,25_34,POS_TERMINAL,MORNING,0,0.6695,NATIONAL
2011-03-07,2709,IN_APP,923381.89,651,215,855.14,13.17,86.83,6.62,1.49,30.8,69.2,100_150K,65_PLUS,UNKNOWN,AFTERNOON,0,0.263,NATIONAL
2011-03-14,8433,PHONE_ORDER,1511563.48,664,167,1788.35,40.65,59.35,6.39,0.75,12.14,87.86,150K_PLUS,45_54,POS_TERMINAL,EVENING,0,0.4161,ZIP3
2011-03-21,1681,PHONE_ORDER,1912640.08,617,102,3405.61,18.48,81.52,5.06,1.76,8.56,91.44,150K_PLUS,18_24,DESKTOP,EVENING,1,0.7741,NATIONAL
2011-03-28,1006,RECURRING,987926.92,656,459,1543.81,43.12,56.88,0.46,1.17,16.05,83.95,100_150K,55_64,UNKNOWN,MIDDAY,0,0.2102,ZIP3
2011-04-04,1332,PHONE_ORDER,265283.79,657,280,454.13,10.37,89.63,5.37,0.71,8.32,91.68,60_100K,25_34,POS_TERMINAL,LATE_NIGHT,0,0.9848,ZIP3
2011-04-11,4786,PHONE_ORDER,575518.18,632,126,1240.39,24.78,75.22,2.24,0.46,31.88,68.12,35_60K,65_PLUS,POS_TERMINAL,LATE_NIGHT,0,0.1106,STATE
2011-04-18,7778,ONLINE_ECOM,1082964.47,682,364,1839.32,17.98,82.02,0.53,0.13,33.42,66.58,150K_PLUS,55_64,MOBILE,MORNING,0,0.742,METRO
2011-04-25,7924,INSTORE_CARD_PRESENT,1591576.15,619,299,2788.76,43.51,56.49,5.3,0.62,43.38,56.62,100_150K,18_24,TABLET,AFTERNOON,0,0.0766,STORE_CLUSTER
2011-05-02,8351,IN_APP,835109.44,675,159,1227.16,73.89,26.11,2.82,1.34,27.91,72.09,LT35K,45_54,UNKNOWN,EVENING,0,0.1821,STATE
2011-05-09,6819,MOBILE_WALLET,398707.72,649,151,442.79,69.38,30.62,2.98,1.36,28.65,71.35,35_60K,55_64,UNKNOWN,LATE_NIGHT,0,0.2444,ZIP5
2011-05-16,7370,RECURRING,1318184.58,659,277,1410.39,61.39,38.61,4.77,1.57,18.28,81.72,60_100K,18_24,MOBILE,MORNING,0,0.9951,ZIP3
2011-05-23,1985,ONLINE_ECOM,209591.9,651,350,236.72,71.37,28.63,4.55,0.4,20.59,79.41,LT35K,25_34,UNKNOWN,LATE_NIGHT,0,0.5673,STATE
2011-05-30,3076,INSTORE_CARD_PRESENT,1598331.81,646,353,2551.02,56.38,43.62,3.24,0.88,10.22,89.78,LT35K,18_24,POS_TERMINAL,EVENING,0,0.153,METRO
2011-06-06,6075,INSTORE_CARD_PRESENT,467721.18,667,299,600.89,30.29,69.71,0.69,0.96,41.03,58.97,100_150K,25_34,MOBILE,MIDDAY,0,0.4688,STORE_CLUSTER
2011-06-13,7005,MOBILE_WALLET,1139836.9,645,186,2409.51,25.83,74.17,2.27,0.0,5.5,94.5,150K_PLUS,65_PLUS,MOBILE,MIDDAY,0,0.0533,ZIP3
2011-06-20,8862,INSTORE_CARD_PRESENT,1074816.4,677,127,1847.61,22.67,77.33,1.37,0.55,31.38,68.62,35_60K,45_54,TABLET,EVENING,0,0.2673,ZIP3
2011-06-27,7331,MOBILE_WALLET,1608824.01,645,324,3174.44,41.53,58.47,3.69,1.35,14.48,85.52,150K_PLUS,55_64,DESKTOP,AFTERNOON,0,0.6085,STATE
2011-07-04,4375,INSTORE_CARD_PRESENT,573894.29,664,339,757.34,68.18,31.82,5.84,0.69,7.12,92.88,60_100K,45_54,MOBILE,EVENING,0,0.8037,STATE
2011-07-11,6308,INSTORE_CARD_PRESENT,543543.53,651,352,966.06,55.43,44.57,6.65,1.45,14.55,85.45,150K_PLUS,45_54,UNKNOWN,MORNING,0,0.885,NATIONAL
2011-07-18,9258,MOBILE_WALLET,960252.46,685,177,1136.72,11.16,88.84,6.57,0.05,24.03,75.97,60_100K,65_PLUS,TABLET,MORNING,0,0.2266,ZIP3
2011-07-25,4770,IN_APP,161360.88,696,464,282.62,61.64,38.36,3.78,1.53,27.52,72.48,60_100K,55_64,DESKTOP,LATE_NIGHT,1,0.3869,STORE_CLUSTER
2011-08-01,2679,IN_APP,385220.48,618,252,441.41,12.13,87.87,2.33,0.12,44.48,55.52,100_150K,55_64,UNKNOWN,EVENING,0,0.5422,NATIONAL
2011-08-08,3006,RECURRING,185374.21,621,167,239.24,40.21,59.79,7.79,0.28,37.88,62.12,100_150K,45_54,POS_TERMINAL,AFTERNOON,0,0.1745,METRO
2011-08-15,7316,MOBILE_WALLET,297746.66,657,284,351.85,84.32,15.68,3.67,0.28,32.67,67.33,35_60K,25_34,TABLET,AFTERNOON,0,0.0695,STORE_CLUSTER
2011-08-22,8436,PHONE_ORDER,1761608.95,696,276,2960.83,61.82,38.18,3.58,0.54,30.34,69.66,LT35K,45_54,MOBILE,EVENING,0,0.0392,ZIP3
2011-08-29,6158,RECURRING,1542756.95,650,439,1507.14,47.0,53.0,3.33,1.41,36.63,63.37,60_100K,55_64,MOBILE,AFTERNOON,0,0.8957,ZIP5
2011-09-05,1853,RECURRING,1953722.42,616,347,3272.03,15.39,84.61,2.51,0.59,44.3,55.7,100_150K,65_PLUS,DESKTOP,MIDDAY,1,0.7445,NATIONAL
2011-09-12,6519,INSTORE_CARD_PRESENT,665029.05,676,208,794.42,11.78,88.22,7.44,0.71,39.68,60.32,60_100K,35_44,TABLET,MIDDAY,0,0.7703,STATE
2011-09-19,3222,MOBILE_WALLET,589067.51,656,136,940.64,36.03,63.97,1.57,0.55,31.97,68.03,60_100K,65_PLUS,POS_TERMINAL,MORNING,0,0.3943,STORE_CLUSTER
2011-09-26,6690,IN_APP,1603728.02,674,422,1997.73,42.08,57.92,4.13,1.56,22.32,77.68,150K_PLUS,65_PLUS,TABLET,AFTERNOON,0,0.854,ZIP5
2011-10-03,4435,PHONE_ORDER,869595.66,606,187,1578.52,72.6,27.4,1.15,1.37,16.51,83.49,LT35K,45_54,TABLET,MIDDAY,1,0.6737,STATE
2011-10-10,9340,PHONE_ORDER,1656600.61,662,150,2268.28,6.64,93.36,0.78,1.57,25.95,74.05,35_60K,55_64,MOBILE,AFTERNOON,0,0.6826,STORE_CLUSTER
2011-10-17,7063,RECURRING,317211.6,634,429,366.61,50.52,49.48,4.12,0.26,5.53,94.47,LT35K,18_24,DESKTOP,MIDDAY,0,0.467,STATE
2011-10-24,7162,IN_APP,1473453.94,688,303,1460.1,15.19,84.81,2.22,0.57,6.02,93.98,150K_PLUS,65_PLUS,UNKNOWN,EVENING,1,0.9313,METRO
2011-10-31,7918,INSTORE_CARD_PRESENT,468035.07,648,224,897.16,22.66,77.34,7.34,1.13,5.09,94.91,35_60K,25_34,TABLET,MORNING,0,0.0252,ZIP3
2011-11-07,6827,MOBILE_WALLET,216851.18,649,99,277.03,31.22,68.78,5.62,1.2,25.24,74.76,100_150K,65_PLUS,POS_TERMINAL,MIDDAY,0,0.9267,NATIONAL
2011-11-14,7290,RECURRING,1113056.31,652,433,2079.72,75.75,24.25,4.13,0.36,35.05,64.95,LT35K,55_64,DESKTOP,EVENING,0,0.2655,NATIONAL
2011-11-21,1145,RECURRING,588447.75,728,311,835.98,74.03,25.97,2.16,0.68,34.45,65.55,LT35K,45_54,TABLET,EVENING,0,0.2214,METRO
2011-11-28,5516,ONLINE_ECOM,1612483.51,600,365,3075.82,11.54,88.46,0.74,1.51,8.27,91.73,100_150K,45_54,DESKTOP,LATE_NIGHT,1,0.0465,ZIP3
2011-12-05,8915,IN_APP,366916.2,638,321,708.89,72.87,27.13,5.92,0.27,20.83,79.17,150K_PLUS,45_54,DESKTOP,MORNING,1,0.8552,NATIONAL
2011-12-12,6897,ONLINE_ECOM,915940.12,623,234,1201.62,16.04,83.96,5.93,0.31,11.61,88.39,150K_PLUS,45_54,MOBILE,MORNING,1,0.9853,STORE_CLUSTER
2011-12-19,3046,INSTORE_CARD_PRESENT,471637.75,646,307,661.26,7.99,92.01,2.6,0.62,38.65,61.35,LT35K,65_PLUS,MOBILE,EVENING,0,0.8568,NATIONAL
2011-12-26,5856,PHONE_ORDER,1248292.72,642,336,2434.41,43.05,56.95,7.62,0.69,5.47,94.53,100_150K,45_54,DESKTOP,EVENING,0,0.0359,ZIP5
