lab_lfs_reference_quarter,lab_lfs_country_iso2,lab_lfs_region_nuts_code,lab_lfs_age_group,lab_lfs_sex,lab_lfs_employment_status_code,lab_lfs_employed_count,lab_lfs_unemployed_count,lab_lfs_inactive_count,lab_lfs_unemployment_rate_pct,lab_lfs_long_term_unemployment_rate_pct,lab_lfs_youth_unemployment_rate_pct,lab_lfs_participation_rate_pct,lab_lfs_hours_worked_mean,lab_lfs_part_time_share_pct,lab_lfs_temporary_contract_share_pct,lab_lfs_self_employment_share_pct,lab_lfs_telework_share_pct,lab_lfs_eurostat_table_code,lab_lfs_data_extract_date
2017-Q1,IE,CZ5,35_44,M,INA,1808645,88800,515993,4.68,1.21,3.14,78.62,36.2,15.46,21.17,7.57,10.05,lfsi_emp_q,2025-06-21
2017-Q2,PL,LV533,25_34,X,UNE,579650,31343,229900,5.13,2.13,4.91,72.66,26.29,17.3,24.52,12.15,1.99,lfsa_egan_q,2024-11-12
2017-Q3,AT,IT885,15_24,F,EMP,634047,133192,1318216,17.36,7.25,26.91,36.79,15.14,39.28,9.41,15.41,5.5,lfsi_part_q,2024-05-17
2017-Q4,EE,PT359,65_74,M,INA,38260,2124,150557,5.26,1.13,3.3,21.15,24.55,16.72,16.24,16.44,14.62,lfsi_unemp_q,2026-01-10
2018-Q1,IT,HR19,55_64,X,UNE,253245,25291,136137,9.08,5.27,8.58,67.17,31.98,30.2,6.78,20.4,11.53,lfsi_emp_q,2024-01-13
2018-Q2,PT,CZ1,45_54,F,EMP,936970,86034,441359,8.41,2.4,5.48,69.86,26.66,27.2,8.44,17.88,23.86,lfsa_egan_q,2024-11-07
2018-Q3,BE,FR28,35_44,M,INA,1655518,49443,547894,2.9,1.14,1.78,75.68,39.99,21.58,17.57,18.12,23.22,lfsi_part_q,2024-01-05
2018-Q4,FI,LU3,25_34,X,UNE,1657818,208673,542195,11.18,2.59,6.87,77.49,26.32,21.43,15.24,14.84,29.14,lfsi_unemp_q,2024-06-18
2019-Q1,LV,CY864,15_24,F,EMP,359244,59552,428112,14.22,2.19,22.04,49.45,13.58,10.13,33.05,17.08,16.93,lfsi_emp_q,2025-10-12
2019-Q2,RO,AT662,65_74,M,INA,60094,2923,412942,4.64,1.43,4.25,13.24,23.82,27.29,12.2,6.79,20.55,lfsa_egan_q,2024-09-06
2019-Q3,BG,EE73,55_64,X,UNE,722038,39204,504331,5.15,1.27,4.31,60.15,28.62,34.47,5.44,7.21,19.5,lfsi_part_q,2025-06-14
2019-Q4,FR,PL73,45_54,F,EMP,155099,11120,70425,6.69,3.54,6.53,70.24,26.62,36.23,24.32,20.0,15.23,lfsi_unemp_q,2024-01-31
2020-Q1,LT,LV61,35_44,M,INA,1783086,156315,453739,8.06,1.01,5.68,81.04,22.38,8.7,4.56,17.41,27.72,lfsi_emp_q,2025-10-08
2020-Q2,SK,LV729,25_34,X,UNE,1169308,143194,363317,10.91,5.19,9.15,78.32,25.72,24.55,18.52,13.59,8.28,lfsa_egan_q,2024-08-30
2020-Q3,HR,SK36,15_24,F,EMP,101546,28691,151966,22.03,3.99,34.15,46.15,23.57,11.85,21.91,13.52,11.85,lfsi_part_q,2025-08-04
2020-Q4,DE,MT37,65_74,M,INA,193045,9054,1024978,4.48,1.94,4.52,16.47,20.74,15.57,14.05,17.09,18.59,lfsi_unemp_q,2024-04-18
2021-Q1,LU,ES67,55_64,X,UNE,1090926,66678,842058,5.76,2.11,4.75,57.89,34.34,7.94,21.82,18.93,23.07,lfsi_emp_q,2026-02-20
2021-Q2,SI,FR4,45_54,F,EMP,1446227,52764,506885,3.52,1.18,2.22,74.73,26.05,10.06,13.1,12.94,30.57,lfsa_egan_q,2025-01-27
2021-Q3,CY,MT773,35_44,M,INA,750055,81768,113967,9.83,3.52,8.32,87.95,22.8,26.21,22.83,13.68,13.18,lfsi_part_q,2025-07-16
2021-Q4,GR,BG1,25_34,X,UNE,1330826,81190,518550,5.75,1.61,5.28,73.14,37.22,23.74,6.82,15.58,33.6,lfsi_unemp_q,2024-06-26
2022-Q1,MT,DE7,15_24,F,EMP,109440,17153,87210,13.55,3.05,21.0,59.21,14.26,42.32,16.84,15.24,5.41,lfsi_emp_q,2025-09-26
2022-Q2,ES,IE8,65_74,M,INA,181712,2151,1060136,1.17,0.38,1.01,14.78,26.15,13.2,13.86,9.23,24.19,lfsa_egan_q,2024-09-02
2022-Q3,CZ,SE59,55_64,X,UNE,1077217,45819,854488,4.08,1.58,3.93,56.79,39.06,12.99,13.75,20.64,22.59,lfsi_part_q,2024-10-28
2022-Q4,HU,HR51,45_54,F,EMP,733229,35516,196287,4.62,2.84,3.44,79.66,18.62,39.12,7.53,13.29,11.25,lfsi_unemp_q,2024-09-02
2023-Q1,NL,PT53,35_44,M,INA,242040,28607,63279,10.57,3.21,8.01,81.05,21.57,34.12,12.65,20.67,22.91,lfsi_emp_q,2024-11-02
2023-Q2,SE,PT125,25_34,X,UNE,1429219,164290,596580,10.31,2.46,10.73,72.76,36.19,29.57,6.0,14.27,22.66,lfsa_egan_q,2024-01-26
2023-Q3,DK,IE80,15_24,F,EMP,870242,159874,1008507,15.52,7.28,24.06,50.53,30.12,18.8,31.18,17.86,7.7,lfsi_part_q,2024-12-17
2023-Q4,IE,BG9,65_74,M,INA,163561,6143,654906,3.62,1.07,2.69,20.58,27.87,8.7,13.21,7.24,7.34,lfsi_unemp_q,2025-06-20
2024-Q1,PL,HR844,55_64,X,UNE,1115997,57624,361326,4.91,1.3,4.56,76.46,36.11,21.66,14.37,6.69,22.52,lfsi_emp_q,2024-04-06
2024-Q2,AT,DK95,45_54,F,EMP,1716391,50897,544101,2.88,1.51,2.78,76.46,39.15,47.77,20.4,15.33,11.97,lfsa_egan_q,2025-04-14
2024-Q3,EE,EE6,35_44,M,INA,298219,14183,42559,4.54,1.24,3.16,88.01,29.71,17.63,23.05,13.53,14.75,lfsi_part_q,2026-01-22
2024-Q4,IT,BE6,25_34,X,UNE,1021662,55131,457756,5.12,0.75,4.09,70.17,18.62,32.5,24.56,12.2,15.68,lfsi_unemp_q,2024-01-09
2025-Q1,PT,NL89,15_24,F,EMP,438906,78122,836803,15.11,5.78,23.42,38.19,14.49,33.72,19.8,20.71,19.52,lfsi_emp_q,2024-02-11
2025-Q2,BE,BE542,65_74,M,INA,374420,15276,1040908,3.92,0.84,3.66,27.24,37.88,28.91,8.54,9.33,2.81,lfsa_egan_q,2025-09-26
2025-Q3,FI,BG76,55_64,X,UNE,1525716,112372,421622,6.86,1.62,4.74,79.53,32.45,28.61,6.34,8.57,24.78,lfsi_part_q,2024-02-23
2025-Q4,LV,FI7,45_54,F,EMP,974688,31597,312914,3.14,0.86,2.89,76.28,29.94,22.05,18.4,14.41,22.73,lfsi_unemp_q,2025-12-14
2026-Q1,RO,PL21,35_44,M,INA,1179446,86053,291271,6.8,2.91,5.49,81.29,38.01,10.46,10.96,18.18,21.15,lfsi_emp_q,2025-07-18
2026-Q2,BG,BE423,25_34,X,UNE,1508074,61528,811830,3.92,0.98,3.22,65.91,20.07,22.24,23.21,19.07,3.71,lfsa_egan_q,2024-04-15
2026-Q3,FR,PT607,15_24,F,EMP,453599,99772,902102,18.03,8.32,27.95,38.02,22.67,18.56,10.68,18.43,8.83,lfsi_part_q,2025-03-03
2026-Q4,LT,DK32,65_74,M,INA,392896,16925,1896434,4.13,1.53,3.41,17.77,27.42,33.91,22.94,16.52,21.83,lfsi_unemp_q,2025-01-29
2013-Q1,SK,IT23,55_64,X,UNE,1004607,51317,872705,4.86,2.64,3.12,54.75,35.5,29.2,15.16,9.95,10.98,lfsi_emp_q,2025-10-18
2013-Q2,HR,DK195,45_54,F,EMP,1116454,81457,381613,6.8,2.39,5.52,75.84,21.99,44.86,15.45,18.64,4.51,lfsa_egan_q,2026-02-10
2013-Q3,DE,RO478,35_44,M,INA,2184398,282733,593445,11.46,1.35,8.07,80.61,33.75,15.36,10.67,18.06,13.34,lfsi_part_q,2024-02-09
2013-Q4,LU,RO375,25_34,X,UNE,2194792,226646,649893,9.36,1.65,6.75,78.84,23.71,30.49,10.36,19.86,24.66,lfsi_unemp_q,2024-12-28
2014-Q1,SI,AT677,15_24,F,EMP,510343,107132,548893,17.35,5.84,26.89,52.94,21.75,19.79,30.29,7.01,9.4,lfsi_emp_q,2024-01-25
2014-Q2,CY,LV58,65_74,M,INA,253863,10247,1791226,3.88,0.58,2.72,12.85,41.96,30.42,18.44,8.84,10.55,lfsa_egan_q,2025-01-18
2014-Q3,GR,FR90,55_64,X,UNE,1603610,135474,576298,7.79,4.05,7.99,75.11,28.46,30.78,23.31,17.82,9.71,lfsi_part_q,2025-11-24
2014-Q4,MT,SI409,45_54,F,EMP,1627791,42423,690179,2.54,0.64,1.93,70.76,23.08,17.3,18.58,16.1,10.97,lfsi_unemp_q,2024-02-18
2015-Q1,ES,ES706,35_44,M,INA,890468,40789,120179,4.38,0.87,3.23,88.57,32.19,21.56,8.96,15.93,4.23,lfsi_emp_q,2026-02-21
2015-Q2,CZ,RO189,25_34,X,UNE,1198553,89936,303220,6.98,2.28,6.65,80.95,30.46,9.09,17.2,15.95,20.53,lfsa_egan_q,2025-12-09
2015-Q3,HU,NL1,15_24,F,EMP,440899,180873,836759,29.09,7.92,45.09,42.63,13.82,14.56,13.25,6.23,12.43,lfsi_part_q,2025-03-04
2015-Q4,NL,FI71,65_74,M,INA,189620,9080,566119,4.57,1.66,4.35,25.98,38.06,36.91,8.1,19.31,18.91,lfsi_unemp_q,2024-03-10
2016-Q1,SE,IT917,55_64,X,UNE,1119568,109510,611410,8.91,5.43,9.18,66.78,37.78,21.26,5.69,6.85,29.59,lfsi_emp_q,2026-01-12
2016-Q2,DK,LU33,45_54,F,EMP,652925,29622,115473,4.34,1.97,2.88,85.53,34.59,23.68,23.07,6.59,12.38,lfsa_egan_q,2026-02-02
2016-Q3,IE,DK71,35_44,M,INA,2347226,99330,712736,4.06,1.17,3.5,77.44,28.86,16.57,14.62,13.89,3.98,lfsi_part_q,2025-06-17
2016-Q4,PL,SK85,25_34,X,UNE,1951098,258275,615912,11.69,3.84,10.48,78.2,39.59,22.8,12.84,17.96,7.58,lfsi_unemp_q,2025-08-18
2017-Q1,AT,HU78,15_24,F,EMP,303181,109310,350251,26.5,11.38,41.08,54.08,18.09,36.29,27.74,11.81,5.23,lfsi_emp_q,2025-02-26
2017-Q2,EE,FI81,65_74,M,INA,72684,1241,493424,1.68,0.26,1.19,13.03,29.28,19.26,11.77,6.27,13.75,lfsa_egan_q,2025-08-04
2017-Q3,IT,BG950,55_64,X,UNE,637145,81412,544728,11.33,4.92,10.27,56.88,35.02,9.28,23.19,14.69,11.94,lfsi_part_q,2024-01-09
2017-Q4,PT,MT485,45_54,F,EMP,72709,4280,29320,5.56,3.44,4.69,72.42,28.06,31.14,11.07,13.01,11.75,lfsi_unemp_q,2025-08-16
2018-Q1,BE,PT697,35_44,M,INA,73498,5642,22634,7.13,2.15,4.82,77.76,41.04,30.9,23.31,18.79,21.01,lfsi_emp_q,2024-02-09
2018-Q2,FI,IT5,25_34,X,UNE,1466347,199577,737313,11.98,2.74,8.11,69.32,29.3,30.41,18.9,18.07,28.96,lfsa_egan_q,2024-08-12
2018-Q3,LV,DE77,15_24,F,EMP,77617,25721,73793,24.89,10.33,38.58,58.34,29.71,25.33,16.68,10.79,4.8,lfsi_part_q,2025-12-15
2018-Q4,RO,LU709,65_74,M,INA,103174,4759,384015,4.41,1.4,4.13,21.94,34.45,15.86,10.86,17.78,9.61,lfsi_unemp_q,2025-04-27
2019-Q1,BG,LV9,55_64,X,UNE,302251,20425,258932,6.33,2.3,6.59,55.48,23.02,15.2,11.67,8.89,9.91,lfsi_emp_q,2026-02-23
2019-Q2,FR,CZ23,45_54,F,EMP,686050,40928,238721,5.63,0.82,3.57,75.28,38.01,43.88,10.68,16.15,24.79,lfsa_egan_q,2024-03-09
2019-Q3,LT,IT950,35_44,M,INA,579824,54417,127152,8.58,2.2,6.4,83.3,32.06,14.76,4.77,8.9,12.4,lfsi_part_q,2025-04-22
2019-Q4,SK,HU100,25_34,X,UNE,146702,8521,53944,5.49,2.58,5.66,74.21,37.36,13.96,22.35,19.34,9.31,lfsi_unemp_q,2024-09-26
2020-Q1,HR,CY555,15_24,F,EMP,229018,85221,515326,27.12,6.47,42.04,37.88,20.76,15.88,12.43,19.96,37.08,lfsi_emp_q,2025-12-27
2020-Q2,DE,EE1,65_74,M,INA,78469,2252,199366,2.79,0.47,2.22,28.82,33.16,23.81,21.21,20.6,32.71,lfsa_egan_q,2024-01-12
2020-Q3,LU,LT285,55_64,X,UNE,1150078,120164,548807,9.46,1.56,9.07,69.83,24.21,35.38,5.0,18.91,14.44,lfsi_part_q,2025-11-24
2020-Q4,SI,FR89,45_54,F,EMP,1549728,53881,503907,3.36,1.92,2.84,76.09,24.65,33.85,9.71,6.25,14.68,lfsi_unemp_q,2024-06-17
2021-Q1,CY,FI837,35_44,M,INA,1392305,123871,211069,8.17,1.69,7.72,87.78,42.5,31.06,20.52,18.99,37.63,lfsi_emp_q,2025-11-05
2021-Q2,GR,EE163,25_34,X,UNE,1495384,228401,332992,13.25,1.5,11.75,83.81,35.77,15.1,19.99,6.79,24.27,lfsa_egan_q,2024-11-04
2021-Q3,MT,BG52,15_24,F,EMP,731712,249003,1388162,25.39,8.9,39.35,41.4,20.41,41.77,9.04,7.57,37.71,lfsi_part_q,2025-10-01
2021-Q4,ES,IT27,65_74,M,INA,343212,21325,1758569,5.85,0.95,4.37,17.17,38.08,36.0,27.8,8.81,19.79,lfsi_unemp_q,2025-06-11
2022-Q1,CZ,EE692,55_64,X,UNE,1205486,77901,613150,6.07,1.81,4.09,67.67,38.3,29.79,12.82,13.45,5.73,lfsi_emp_q,2026-01-10
2022-Q2,HU,RO59,45_54,F,EMP,1372212,72982,503294,5.05,2.81,4.48,74.17,27.88,19.13,12.34,20.52,18.8,lfsa_egan_q,2025-12-04
2022-Q3,NL,LU99,35_44,M,INA,2031085,158528,494065,7.24,2.77,5.32,81.59,39.04,19.81,19.59,18.48,25.6,lfsi_part_q,2024-06-09
2022-Q4,SE,CZ3,25_34,X,UNE,931689,70019,250896,6.99,1.17,6.59,79.97,31.97,35.16,10.92,11.3,17.96,lfsi_unemp_q,2025-05-20
2023-Q1,DK,AT97,15_24,F,EMP,144015,17835,289993,11.02,4.82,17.08,35.82,21.74,37.52,18.88,7.37,7.24,lfsi_emp_q,2025-10-21
2023-Q2,IE,FI64,65_74,M,INA,232576,12834,1042158,5.23,2.55,4.98,19.06,26.64,27.4,23.9,6.76,11.22,lfsa_egan_q,2025-08-05
2023-Q3,PL,ES934,55_64,X,UNE,885219,97047,593393,9.88,5.55,7.98,62.34,30.5,14.57,26.41,13.89,7.8,lfsi_part_q,2024-02-21
2023-Q4,AT,IE252,45_54,F,EMP,261386,20401,70402,7.24,1.03,6.1,80.01,38.41,43.65,20.28,11.68,23.62,lfsi_unemp_q,2025-07-13
2024-Q1,EE,SI96,35_44,M,INA,93745,7557,8462,7.46,0.97,7.72,92.29,28.42,18.29,19.75,8.51,9.7,lfsi_emp_q,2025-01-17
2024-Q2,IT,ES73,25_34,X,UNE,202554,26994,74529,11.76,5.05,9.98,75.49,19.43,32.71,23.81,20.46,9.68,lfsa_egan_q,2024-07-28
2024-Q3,PT,RO77,15_24,F,EMP,332279,70239,301677,17.45,3.07,27.05,57.16,23.05,32.42,14.46,23.3,3.89,lfsi_part_q,2025-01-25
2024-Q4,BE,GR4,65_74,M,INA,180489,7677,1079799,4.08,0.52,2.95,14.84,21.21,30.14,9.9,10.29,2.36,lfsi_unemp_q,2024-03-25
2025-Q1,FI,SE43,55_64,X,UNE,735528,20099,450096,2.66,0.91,2.03,62.67,30.49,20.7,13.23,7.1,16.52,lfsi_emp_q,2025-10-07
2025-Q2,LV,EE96,45_54,F,EMP,963089,43589,204581,4.33,2.41,2.75,83.11,17.78,18.62,16.63,5.88,22.16,lfsa_egan_q,2024-03-07
2025-Q3,RO,CY783,35_44,M,INA,70771,5474,8679,7.18,2.44,4.62,89.78,32.98,35.04,22.93,14.41,18.26,lfsi_part_q,2025-06-22
2025-Q4,BG,HR76,25_34,X,UNE,1696167,179708,647836,9.58,4.03,9.98,74.33,32.98,36.01,14.91,15.49,14.34,lfsi_unemp_q,2024-01-18
2026-Q1,FR,LU595,15_24,F,EMP,233140,48770,420932,17.3,8.35,26.82,40.11,24.54,34.95,32.68,17.82,8.45,lfsi_emp_q,2024-10-12
2026-Q2,LT,RO9,65_74,M,INA,530097,28900,1740458,5.17,1.99,5.01,24.31,25.38,18.9,9.86,19.35,11.64,lfsa_egan_q,2024-10-28
2026-Q3,SK,LT13,55_64,X,UNE,251513,12044,88556,4.57,1.28,3.25,74.85,30.62,20.57,10.35,13.46,20.48,lfsi_part_q,2024-02-19
2026-Q4,HR,RO486,45_54,F,EMP,228907,7885,91220,3.33,1.77,2.17,72.19,22.55,20.27,17.09,18.5,7.66,lfsi_unemp_q,2025-05-25
2013-Q1,DE,PL168,35_44,M,INA,212296,19670,23700,8.48,3.37,8.31,90.73,19.11,25.03,13.01,11.02,8.13,lfsi_emp_q,2024-10-29
2013-Q2,LU,FR794,25_34,X,UNE,194951,26609,79841,12.01,2.02,8.1,73.51,38.33,32.84,7.81,16.55,7.48,lfsa_egan_q,2024-03-12
2013-Q3,SI,SE66,15_24,F,EMP,593443,168455,512179,22.11,4.05,34.27,59.8,14.58,20.5,26.59,14.66,13.32,lfsi_part_q,2024-02-24
2013-Q4,CY,DK642,65_74,M,INA,214495,5072,1213640,2.31,0.68,2.31,15.32,19.68,30.73,22.06,9.52,13.81,lfsi_unemp_q,2024-05-09
2014-Q1,GR,RO534,55_64,X,UNE,654366,52598,490671,7.44,4.11,5.17,59.03,21.63,23.83,13.29,12.31,18.13,lfsi_emp_q,2024-07-03
2014-Q2,MT,BG32,45_54,F,EMP,2179889,76724,739819,3.4,1.21,2.44,75.31,21.13,18.7,5.98,8.26,20.0,lfsa_egan_q,2024-11-21
2014-Q3,ES,CY31,35_44,M,INA,1310682,67822,267274,4.92,0.71,4.67,83.76,32.16,20.78,19.17,20.13,9.14,lfsi_part_q,2025-03-11
2014-Q4,CZ,GR778,25_34,X,UNE,262055,41179,97127,13.58,3.67,12.69,75.74,37.03,20.31,17.67,15.08,8.66,lfsi_unemp_q,2024-09-27
2015-Q1,HU,LU468,15_24,F,EMP,583876,165451,970892,22.08,9.77,34.22,43.56,16.65,36.1,21.89,11.79,22.03,lfsi_emp_q,2025-11-12
2015-Q2,NL,DK727,65_74,M,INA,368501,21158,1300838,5.43,1.25,5.52,23.05,21.15,24.13,15.69,7.11,28.44,lfsa_egan_q,2025-12-20
2015-Q3,SE,CZ453,55_64,X,UNE,1510902,101758,457772,6.31,2.45,5.11,77.89,26.71,23.87,11.73,10.05,19.81,lfsi_part_q,2024-10-01
2015-Q4,DK,PT76,45_54,F,EMP,437090,32848,122520,6.99,1.71,4.3,79.32,23.78,19.7,10.21,10.45,27.95,lfsi_unemp_q,2025-05-12
2016-Q1,IE,DK936,35_44,M,INA,369315,31809,39574,7.93,3.48,7.28,91.02,37.09,28.07,16.19,13.35,14.06,lfsi_emp_q,2025-10-09
2016-Q2,PL,CY653,25_34,X,UNE,1914375,126319,724099,6.19,2.46,4.11,73.81,35.33,33.47,6.15,12.12,7.5,lfsa_egan_q,2025-07-13
2016-Q3,AT,BG93,15_24,F,EMP,754802,344850,1196552,31.36,13.79,48.61,47.89,22.33,39.15,10.49,11.89,3.36,lfsi_part_q,2024-02-16
2016-Q4,EE,PT22,65_74,M,INA,144254,4292,756122,2.89,0.67,1.8,16.42,30.76,23.64,21.35,11.9,15.91,lfsi_unemp_q,2025-01-20
2017-Q1,IT,ES916,55_64,X,UNE,196052,10535,116356,5.1,3.11,4.36,63.97,29.97,14.5,13.86,23.13,3.21,lfsi_emp_q,2025-04-26
2017-Q2,PT,DE330,45_54,F,EMP,756264,56660,241178,6.97,2.87,4.7,77.12,34.48,43.09,8.15,15.46,5.17,lfsa_egan_q,2024-05-15
2017-Q3,BE,LU762,35_44,M,INA,476896,44017,88627,8.45,2.25,6.85,85.46,24.09,30.28,13.09,20.88,18.49,lfsi_part_q,2025-01-28
2017-Q4,FI,BE281,25_34,X,UNE,1794005,151981,421969,7.81,1.81,8.03,82.18,36.95,28.4,15.47,7.08,8.77,lfsi_unemp_q,2025-09-09
2018-Q1,LV,FI898,15_24,F,EMP,281942,103698,351298,26.89,7.16,41.68,52.33,18.32,24.58,23.8,16.24,3.91,lfsi_emp_q,2024-12-31
2018-Q2,RO,LV377,65_74,M,INA,252043,12014,1742458,4.55,1.07,2.85,13.16,28.22,28.15,10.74,12.44,17.22,lfsa_egan_q,2024-07-18
2018-Q3,BG,NL849,55_64,X,UNE,269371,30429,220595,10.15,2.94,9.94,57.61,28.87,26.39,8.13,18.16,9.35,lfsi_part_q,2025-06-03
2018-Q4,FR,AT47,45_54,F,EMP,1096825,59187,331394,5.12,1.05,4.33,77.72,37.76,23.84,15.39,8.9,15.09,lfsi_unemp_q,2024-10-03
2019-Q1,LT,CY19,35_44,M,INA,1407807,57590,446655,3.93,0.85,3.23,76.64,33.0,9.22,22.57,7.97,16.33,lfsi_emp_q,2024-08-30
2019-Q2,SK,AT3,25_34,X,UNE,854938,80749,164086,8.63,2.64,5.47,85.08,18.36,23.44,20.69,12.49,23.35,lfsa_egan_q,2025-07-18
2019-Q3,HR,AT5,15_24,F,EMP,13451,3599,25726,21.11,7.19,32.72,39.86,28.66,32.38,16.49,10.2,1.93,lfsi_part_q,2025-05-13
2019-Q4,DE,ES121,65_74,M,INA,67605,2466,345289,3.52,0.67,2.94,16.87,40.9,19.95,10.49,19.42,6.11,lfsi_unemp_q,2024-06-26
2020-Q1,LU,GR5,55_64,X,UNE,1040606,46983,668286,4.32,0.67,2.65,61.94,32.66,24.92,15.73,17.4,3.36,lfsi_emp_q,2026-01-27
2020-Q2,SI,BE505,45_54,F,EMP,175746,17402,54034,9.01,1.55,6.51,78.14,32.31,23.12,15.85,16.78,20.14,lfsa_egan_q,2025-03-18
2020-Q3,CY,CY531,35_44,M,INA,787332,110526,138092,12.31,4.86,7.87,86.67,25.84,24.38,23.69,10.58,20.88,lfsi_part_q,2025-06-24
2020-Q4,GR,IT454,25_34,X,UNE,223041,19711,84583,8.12,3.54,5.09,74.16,21.79,18.71,22.78,12.96,3.71,lfsi_unemp_q,2026-01-18
2021-Q1,MT,FR8,15_24,F,EMP,583201,156901,1000087,21.2,7.84,32.86,42.53,21.4,31.62,21.79,14.76,6.53,lfsi_emp_q,2025-06-18
2021-Q2,ES,NL6,65_74,M,INA,203462,13402,934220,6.18,2.24,5.55,18.84,39.78,30.28,11.92,7.43,21.72,lfsa_egan_q,2024-12-29
2021-Q3,CZ,RO893,55_64,X,UNE,779449,39471,309690,4.82,1.16,3.34,72.56,30.74,19.78,16.23,17.44,17.55,lfsi_part_q,2024-06-12
2021-Q4,HU,AT149,45_54,F,EMP,1204682,65275,192453,5.14,2.54,3.7,86.84,37.75,43.31,6.03,10.6,30.99,lfsi_unemp_q,2025-05-07
2022-Q1,NL,PL4,35_44,M,INA,2174439,99602,323675,4.38,0.85,3.49,87.54,41.32,38.56,13.82,18.15,28.74,lfsi_emp_q,2024-10-26
2022-Q2,SE,RO40,25_34,X,UNE,1064063,114301,409086,9.7,3.37,8.89,74.23,22.79,8.76,4.8,11.62,9.19,lfsa_egan_q,2024-12-05
2022-Q3,DK,SI163,15_24,F,EMP,46405,17496,79826,27.38,3.02,42.44,44.46,17.27,45.74,8.87,6.91,4.32,lfsi_part_q,2024-12-27
2022-Q4,IE,AT463,65_74,M,INA,88149,4202,617501,4.55,1.39,4.29,13.01,33.13,35.2,19.86,20.34,6.91,lfsi_unemp_q,2024-07-01
2023-Q1,PL,DK531,55_64,X,UNE,369722,24942,359087,6.32,3.02,4.25,52.36,18.99,30.66,8.05,16.48,4.9,lfsi_emp_q,2025-07-16
2023-Q2,AT,LU955,45_54,F,EMP,2284519,164316,536457,6.71,3.33,5.27,82.03,36.68,11.76,5.98,5.78,20.33,lfsa_egan_q,2024-01-17
2023-Q3,EE,HU2,35_44,M,INA,1605020,68444,323986,4.09,0.65,4.27,83.78,40.63,17.69,9.16,8.64,15.66,lfsi_part_q,2024-08-14
2023-Q4,IT,RO30,25_34,X,UNE,2346674,147134,656132,5.9,0.75,4.56,79.17,29.2,8.03,23.94,13.23,12.6,lfsi_unemp_q,2025-04-10
2024-Q1,PT,RO2,15_24,F,EMP,147840,56952,171180,27.81,4.76,43.11,54.47,19.75,27.37,23.36,8.64,12.08,lfsi_emp_q,2024-12-30
2024-Q2,BE,NL33,65_74,M,INA,100331,1403,280437,1.38,0.59,1.22,26.62,19.86,25.87,16.44,19.53,5.52,lfsa_egan_q,2025-04-20
2024-Q3,FI,LU1,55_64,X,UNE,1472144,184370,561041,11.13,6.8,9.58,74.7,22.63,25.48,11.86,18.54,21.61,lfsi_part_q,2025-05-23
2024-Q4,LV,HR32,45_54,F,EMP,982917,54243,383802,5.23,3.11,5.31,72.99,19.81,45.63,10.58,20.87,20.78,lfsi_unemp_q,2024-07-29
2025-Q1,RO,IT76,35_44,M,INA,2324878,66233,244012,2.77,1.23,2.82,90.74,35.39,25.65,10.31,6.52,22.67,lfsi_emp_q,2026-02-06
2025-Q2,BG,PT671,25_34,X,UNE,1107200,81675,336888,6.87,1.96,6.41,77.92,29.12,29.81,16.86,9.62,9.95,lfsa_egan_q,2024-03-01
2025-Q3,FR,AT58,15_24,F,EMP,241725,44475,368570,15.54,2.86,24.09,43.71,23.56,18.75,9.77,11.83,12.15,lfsi_part_q,2024-07-28
2025-Q4,LT,GR254,65_74,M,INA,160036,3482,391158,2.13,0.94,1.69,29.48,26.96,12.2,8.28,18.42,20.77,lfsi_unemp_q,2024-07-03
2026-Q1,SK,DE819,55_64,X,UNE,83933,4464,58368,5.05,2.03,3.77,60.23,19.51,22.63,18.12,18.93,8.57,lfsi_emp_q,2024-08-08
2026-Q2,HR,DK51,45_54,F,EMP,321114,23873,41683,6.92,4.37,5.36,89.22,38.14,28.98,4.63,11.04,9.15,lfsa_egan_q,2025-05-05
2026-Q3,DE,LU59,35_44,M,INA,1310131,41773,189078,3.09,0.46,2.43,87.73,34.18,40.46,17.82,13.7,4.12,lfsi_part_q,2025-04-27
2026-Q4,LU,MT232,25_34,X,UNE,319741,22227,113018,6.5,2.54,4.82,75.16,19.76,35.18,16.15,13.05,15.51,lfsi_unemp_q,2024-05-02
2013-Q1,SI,ES2,15_24,F,EMP,443546,78948,830066,15.11,4.79,23.42,38.63,18.5,30.12,30.32,12.22,3.93,lfsi_emp_q,2026-01-19
2013-Q2,CY,LV66,65_74,M,INA,254341,8163,813335,3.11,0.84,3.21,24.4,19.94,12.49,20.44,15.27,23.91,lfsa_egan_q,2025-01-22
2013-Q3,GR,PT17,55_64,X,UNE,161365,14337,143003,8.16,1.68,5.76,55.13,37.98,18.09,23.82,7.01,15.12,lfsi_part_q,2025-05-07
2013-Q4,MT,EE601,45_54,F,EMP,1521349,117152,333458,7.15,2.81,7.1,83.09,29.81,17.9,18.62,14.64,11.89,lfsi_unemp_q,2025-06-10
2014-Q1,ES,AT83,35_44,M,INA,1594929,132493,368455,7.67,3.06,4.82,82.42,32.07,20.86,24.96,17.41,15.03,lfsi_emp_q,2026-02-04
2014-Q2,CZ,SE3,25_34,X,UNE,1448214,149903,637324,9.38,2.38,7.81,71.49,21.84,20.47,12.9,8.06,14.01,lfsa_egan_q,2024-03-14
