health_dispar_analysis_year,health_dispar_disparity_metric_code,health_dispar_group_a_definition,health_dispar_group_b_definition,health_dispar_rate_group_a,health_dispar_rate_group_b,health_dispar_absolute_gap,health_dispar_relative_gap_ratio,health_dispar_concentration_index,health_dispar_segregation_index,health_dispar_access_to_care_index,health_dispar_insurance_coverage_gap_pct,health_dispar_preventable_hospitalization_gap,health_dispar_environmental_exposure_gap,health_dispar_food_insecurity_gap_pct,health_dispar_transport_barrier_gap_pct,health_dispar_language_access_gap_pct,health_dispar_digital_access_gap_pct,health_dispar_policy_context_code,health_dispar_intervention_priority_score
2019,HOSP_RATE,Lowest_Quintile_vs_Highest_Quintile,Women_vs_Men,33.413,39.716,-6.303,0.841,0.155,57.99,36.44,-1.03,316.73,37.75,-29.73,-0.72,-15.14,13.1,Policy_A,82.75
2021,MMR,Lowest_Quintile_vs_Highest_Quintile,SCST_vs_Others,17.581,78.095,-60.514,0.225,0.748,59.24,52.4,16.27,-97.98,45.67,6.29,-7.46,32.57,0.64,Policy_B,62.63
2025,VAX_COV,Women_vs_Men,SCST_vs_Others,56.248,9.76,46.488,5.763,0.346,30.19,81.61,5.75,383.9,24.58,19.06,-16.15,-23.88,-30.58,Pilot,70.93
2020,VAX_COV,MinorityLanguage_vs_Others,Disability_vs_NoDisability,76.7,40.01,36.69,1.917,0.109,45.92,87.02,-23.07,405.12,-41.49,-22.77,1.82,14.28,-39.22,Policy_A,76.57
2015,ACCESS_INDEX,Rural_vs_Urban,Women_vs_Men,10.446,92.581,-82.135,0.113,-0.752,94.44,34.0,-6.27,-220.85,-44.2,-23.25,11.7,-14.01,19.26,Policy_A,47.38
2025,MORT_RATE,Women_vs_Men,SCST_vs_Others,89.079,2.405,86.674,37.039,-0.103,8.8,88.96,6.22,35.11,31.0,28.29,17.04,-20.84,15.94,NoPolicy,86.39
2019,ACCESS_INDEX,Rural_vs_Urban,Women_vs_Men,45.634,85.955,-40.321,0.531,0.998,84.02,71.71,29.11,298.49,47.05,27.35,-12.25,25.39,-0.51,NoPolicy,24.05
2024,HOSP_RATE,Women_vs_Men,SCST_vs_Others,35.704,27.796,7.908,1.285,-0.08,88.75,97.89,-16.55,9.9,18.57,3.51,-18.09,-10.09,23.01,Policy_B,67.66
2015,IMR,Lowest_Quintile_vs_Highest_Quintile,MinorityLanguage_vs_Others,71.201,73.333,-2.132,0.971,0.416,98.99,11.84,-19.49,-194.58,23.68,-20.08,6.5,9.61,-35.87,Policy_C,2.1
2020,VAX_COV,Disability_vs_NoDisability,Women_vs_Men,83.448,7.435,76.013,11.224,0.313,67.77,38.65,22.61,47.9,-27.14,-31.82,4.63,14.22,24.42,NoPolicy,47.6
2022,IMR,Women_vs_Men,Women_vs_Men,34.257,78.454,-44.197,0.437,0.497,71.99,24.58,21.48,-351.08,32.0,-33.81,22.08,-20.95,0.33,Policy_A,87.96
2019,VAX_COV,SCST_vs_Others,Rural_vs_Urban,98.387,51.07,47.317,1.927,0.151,83.78,56.44,12.4,-188.78,-0.96,20.46,32.91,-24.39,-5.19,Policy_B,4.18
2017,HOSP_RATE,Lowest_Quintile_vs_Highest_Quintile,Women_vs_Men,30.277,52.015,-21.738,0.582,0.493,56.21,57.24,-19.79,140.91,-6.66,8.89,0.33,34.37,-9.61,Mixed,17.16
2017,HOSP_RATE,Lowest_Quintile_vs_Highest_Quintile,SCST_vs_Others,34.147,65.656,-31.509,0.52,0.439,12.23,94.89,15.18,117.9,-8.75,28.58,-4.27,28.92,24.0,Pilot,54.23
2016,NCD_PREV,Lowest_Quintile_vs_Highest_Quintile,Disability_vs_NoDisability,18.374,79.482,-61.108,0.231,0.266,65.23,83.22,13.69,-72.1,40.56,-13.88,-11.37,-18.91,-20.97,Mixed,29.65
2022,HOSP_RATE,SCST_vs_Others,Women_vs_Men,99.032,5.93,93.102,16.7,-0.02,23.35,39.28,20.07,490.24,-20.26,9.12,-9.47,-6.18,15.51,Policy_B,81.9
2021,ACCESS_INDEX,Women_vs_Men,Disability_vs_NoDisability,41.789,86.377,-44.588,0.484,0.34,53.85,22.31,20.26,-338.11,-42.07,-3.88,28.22,27.84,-28.88,NoPolicy,92.63
2024,MORT_RATE,Disability_vs_NoDisability,Women_vs_Men,14.831,62.884,-48.053,0.236,-0.646,74.34,78.12,10.78,215.26,32.6,17.99,25.46,22.44,37.72,Policy_A,77.07
2018,SCREEN_RATE,Lowest_Quintile_vs_Highest_Quintile,MinorityLanguage_vs_Others,9.79,99.273,-89.483,0.099,-0.525,77.78,15.88,23.82,116.71,-6.87,13.52,25.42,-16.62,19.01,NoPolicy,62.13
2015,VAX_COV,MinorityLanguage_vs_Others,MinorityLanguage_vs_Others,85.464,64.985,20.479,1.315,0.061,49.11,73.24,0.02,61.54,28.13,11.12,-0.36,23.17,-21.26,Policy_C,48.7
2017,IMR,Rural_vs_Urban,Lowest_Quintile_vs_Highest_Quintile,41.52,80.969,-39.449,0.513,-0.231,1.65,11.28,-8.05,347.53,-20.7,-5.41,-19.42,-22.24,-6.21,Pilot,14.97
2021,MORT_RATE,SCST_vs_Others,Rural_vs_Urban,66.111,66.117,-0.006,1.0,-0.865,58.6,19.49,26.41,148.11,20.36,-36.46,34.26,-2.42,-35.48,Policy_B,97.93
2021,ACCESS_INDEX,Rural_vs_Urban,SCST_vs_Others,98.177,42.532,55.645,2.308,-0.116,80.53,1.06,4.34,-288.1,26.45,19.09,-17.21,29.33,-7.85,Policy_C,98.66
2023,VAX_COV,SCST_vs_Others,SCST_vs_Others,88.262,41.866,46.396,2.108,0.66,43.26,50.84,-8.76,204.33,29.05,27.96,-27.75,31.18,-8.48,Policy_C,65.12
2022,SCREEN_RATE,SCST_vs_Others,SCST_vs_Others,89.113,99.378,-10.265,0.897,-0.449,85.37,39.36,9.03,-125.0,19.53,-37.36,28.57,18.08,-26.57,Mixed,38.51
2022,MMR,Disability_vs_NoDisability,Lowest_Quintile_vs_Highest_Quintile,33.066,30.271,2.795,1.092,-0.709,29.05,60.95,-23.23,238.05,36.55,9.13,23.71,-15.32,-26.44,Mixed,90.42
2015,ACCESS_INDEX,Rural_vs_Urban,MinorityLanguage_vs_Others,49.825,64.242,-14.417,0.776,0.618,22.55,61.09,-22.45,-461.64,29.13,2.34,-9.35,20.52,33.0,Policy_A,92.99
2018,SCREEN_RATE,Disability_vs_NoDisability,Rural_vs_Urban,3.857,16.13,-12.273,0.239,-0.222,64.47,49.69,-13.11,-20.44,-17.41,-17.57,27.91,-3.38,-13.93,Pilot,46.52
2019,MMR,Lowest_Quintile_vs_Highest_Quintile,SCST_vs_Others,39.648,3.458,36.19,11.466,-0.26,19.47,18.0,13.04,327.91,17.42,-30.26,-18.77,0.56,-10.47,Pilot,21.85
2021,VAX_COV,Lowest_Quintile_vs_Highest_Quintile,MinorityLanguage_vs_Others,91.605,85.185,6.42,1.075,0.475,14.12,82.08,-19.2,-388.96,10.92,-35.62,34.12,-7.03,27.24,Pilot,52.03
2015,SCREEN_RATE,Lowest_Quintile_vs_Highest_Quintile,Lowest_Quintile_vs_Highest_Quintile,26.037,57.989,-31.952,0.449,-0.51,86.28,54.07,-2.06,206.62,-49.37,-36.28,18.61,-24.68,0.2,Policy_A,94.58
2015,MORT_RATE,MinorityLanguage_vs_Others,Lowest_Quintile_vs_Highest_Quintile,17.262,59.969,-42.707,0.288,0.438,52.68,73.53,-14.28,-136.05,18.33,-29.63,21.21,-19.55,18.18,Policy_A,36.37
2021,HOSP_RATE,Lowest_Quintile_vs_Highest_Quintile,Rural_vs_Urban,30.261,5.477,24.784,5.525,0.643,45.55,41.5,-20.21,350.65,-14.77,16.03,1.75,-16.76,7.34,Pilot,54.25
2022,MORT_RATE,Disability_vs_NoDisability,Women_vs_Men,41.467,50.512,-9.045,0.821,-0.046,55.97,23.29,-1.37,52.12,-43.86,-29.01,-17.93,5.48,29.67,Policy_C,71.48
2024,MORT_RATE,Disability_vs_NoDisability,SCST_vs_Others,2.866,31.858,-28.992,0.09,-0.926,4.21,88.08,-13.11,-120.57,5.59,37.91,14.71,-9.33,-39.37,Policy_A,49.63
2018,VAX_COV,Lowest_Quintile_vs_Highest_Quintile,SCST_vs_Others,48.264,29.401,18.863,1.642,0.554,55.22,23.05,-3.7,185.37,8.73,-15.8,-23.03,-22.57,-7.11,Policy_C,97.24
2018,SCREEN_RATE,Disability_vs_NoDisability,Women_vs_Men,8.303,94.123,-85.82,0.088,0.606,92.1,15.04,-15.24,-462.59,-44.3,-21.79,-5.84,-11.53,0.19,NoPolicy,49.52
2025,HOSP_RATE,MinorityLanguage_vs_Others,Women_vs_Men,40.377,43.591,-3.214,0.926,-0.633,84.32,28.87,-20.89,76.34,-9.48,-32.62,-31.1,12.77,-39.02,NoPolicy,71.38
2019,SCREEN_RATE,Women_vs_Men,Disability_vs_NoDisability,43.328,25.784,17.544,1.68,-0.13,32.28,99.22,21.42,-409.46,-1.19,28.06,-6.58,10.26,10.85,Mixed,33.04
2019,MORT_RATE,MinorityLanguage_vs_Others,SCST_vs_Others,62.691,78.548,-15.857,0.798,-0.151,91.18,89.26,23.37,422.21,44.21,-6.49,23.72,2.13,35.08,Policy_A,51.35
2021,NCD_PREV,SCST_vs_Others,Women_vs_Men,59.236,53.181,6.055,1.114,-0.129,73.09,83.93,19.5,-375.23,40.0,-36.41,20.13,-32.15,-1.4,Mixed,91.83
2021,IMR,Rural_vs_Urban,MinorityLanguage_vs_Others,58.12,39.766,18.354,1.462,0.411,48.1,83.44,26.29,-353.68,46.03,-23.19,-32.96,24.47,36.02,Policy_C,57.94
2018,SCREEN_RATE,Women_vs_Men,MinorityLanguage_vs_Others,66.86,50.635,16.225,1.32,0.71,17.83,58.68,-18.3,122.73,3.48,2.02,0.56,32.36,-29.95,Mixed,99.1
2022,MORT_RATE,Lowest_Quintile_vs_Highest_Quintile,Women_vs_Men,92.472,21.813,70.659,4.239,0.736,17.46,91.02,1.07,-32.55,-49.85,31.24,5.01,22.68,10.32,NoPolicy,41.52
2021,MORT_RATE,Women_vs_Men,Lowest_Quintile_vs_Highest_Quintile,16.719,97.381,-80.662,0.172,-0.982,27.12,37.76,26.87,-4.84,20.18,-18.24,14.62,-18.49,23.08,NoPolicy,78.38
2023,HOSP_RATE,Lowest_Quintile_vs_Highest_Quintile,SCST_vs_Others,46.383,43.907,2.476,1.056,0.937,63.13,46.08,-16.62,320.52,-16.76,22.73,-12.16,-12.8,-19.61,Policy_A,72.71
2023,MMR,MinorityLanguage_vs_Others,SCST_vs_Others,25.406,31.732,-6.326,0.801,-0.316,68.71,41.94,28.74,345.71,4.22,-31.41,-17.03,12.16,24.69,Mixed,19.68
2020,HOSP_RATE,SCST_vs_Others,Lowest_Quintile_vs_Highest_Quintile,79.594,21.283,58.311,3.74,0.736,82.05,50.97,-5.34,239.5,13.77,28.26,2.14,-18.21,24.03,NoPolicy,38.47
2025,SCREEN_RATE,Lowest_Quintile_vs_Highest_Quintile,Women_vs_Men,12.927,87.25,-74.323,0.148,-0.572,81.45,38.67,-6.07,-248.79,41.79,6.74,17.94,-21.84,-29.17,Policy_A,8.77
2018,VAX_COV,Lowest_Quintile_vs_Highest_Quintile,Disability_vs_NoDisability,45.573,41.101,4.472,1.109,-0.376,57.35,20.18,-10.93,-328.05,25.47,-28.89,6.86,25.46,-37.1,Policy_B,4.97
2024,SCREEN_RATE,Lowest_Quintile_vs_Highest_Quintile,Women_vs_Men,99.045,26.355,72.69,3.758,-0.324,7.66,9.32,-25.89,7.45,-21.76,14.5,31.22,-22.72,-10.53,Pilot,30.44
2025,IMR,Rural_vs_Urban,Disability_vs_NoDisability,39.023,14.323,24.7,2.724,0.128,66.39,7.93,-12.48,-41.35,-7.76,-19.08,-16.1,18.54,-33.47,Mixed,89.77
2023,IMR,Rural_vs_Urban,Lowest_Quintile_vs_Highest_Quintile,77.388,97.753,-20.365,0.792,0.48,66.05,26.7,23.76,-237.98,-27.92,35.76,8.6,-27.48,20.51,NoPolicy,82.1
2016,HOSP_RATE,Disability_vs_NoDisability,MinorityLanguage_vs_Others,47.216,55.287,-8.071,0.854,-0.169,75.47,14.53,18.88,61.63,34.67,-3.43,-27.55,26.95,-39.71,Policy_A,2.26
2023,MMR,Lowest_Quintile_vs_Highest_Quintile,Rural_vs_Urban,51.17,29.266,21.904,1.748,-0.349,3.55,92.41,20.03,311.06,-31.41,9.23,16.27,-34.86,25.87,Policy_B,30.45
2024,SCREEN_RATE,Women_vs_Men,MinorityLanguage_vs_Others,41.358,48.307,-6.949,0.856,-0.492,25.93,15.13,-28.51,-396.28,27.66,-1.18,22.83,9.54,36.54,Policy_B,3.76
2019,MMR,Rural_vs_Urban,Rural_vs_Urban,95.817,37.273,58.544,2.571,0.099,90.77,8.6,-8.21,-330.25,-16.66,-4.7,-11.63,-34.52,-4.61,Policy_A,38.34
2015,SCREEN_RATE,Rural_vs_Urban,Disability_vs_NoDisability,51.133,43.001,8.132,1.189,0.769,80.67,54.99,-8.88,-201.04,47.8,7.18,-15.59,3.12,19.23,Pilot,41.67
2022,MORT_RATE,Disability_vs_NoDisability,Lowest_Quintile_vs_Highest_Quintile,39.334,86.323,-46.989,0.456,0.467,26.1,44.61,3.52,-31.51,-1.69,-37.87,8.72,15.31,-39.74,Policy_B,85.83
2019,MMR,Lowest_Quintile_vs_Highest_Quintile,SCST_vs_Others,35.753,23.404,12.349,1.528,0.45,11.11,84.92,7.29,120.04,-2.42,-27.47,-16.34,-9.08,29.91,Mixed,99.84
2021,MMR,Disability_vs_NoDisability,Lowest_Quintile_vs_Highest_Quintile,40.777,68.623,-27.846,0.594,0.93,9.3,24.83,-24.47,-8.75,20.92,32.65,33.57,28.15,37.9,Policy_A,22.78
2023,SCREEN_RATE,Women_vs_Men,Rural_vs_Urban,31.213,48.058,-16.845,0.649,0.965,91.47,60.29,23.43,-218.28,10.37,-15.16,-2.57,-14.36,15.32,Policy_A,47.83
2024,HOSP_RATE,Rural_vs_Urban,Lowest_Quintile_vs_Highest_Quintile,78.512,80.16,-1.648,0.979,-0.587,31.25,41.16,4.77,137.08,31.49,-21.1,-26.43,32.86,4.31,Mixed,16.55
2022,SCREEN_RATE,Disability_vs_NoDisability,Disability_vs_NoDisability,78.037,67.31,10.727,1.159,-0.77,47.24,30.68,-0.65,485.08,11.44,-27.06,31.93,4.36,-15.54,Mixed,41.7
2023,MMR,Women_vs_Men,Lowest_Quintile_vs_Highest_Quintile,99.79,69.287,30.503,1.44,0.161,98.84,68.13,-20.26,282.38,-27.37,-20.11,5.64,27.97,-10.27,Pilot,77.38
2018,IMR,SCST_vs_Others,Rural_vs_Urban,8.831,28.783,-19.952,0.307,0.835,26.3,51.18,2.86,-360.55,-38.85,-15.84,28.21,0.54,4.21,Pilot,99.54
2025,SCREEN_RATE,Rural_vs_Urban,Rural_vs_Urban,34.366,97.519,-63.153,0.352,-0.042,76.86,43.49,22.15,-174.39,11.85,36.62,-29.6,4.9,15.17,Policy_B,85.68
2015,MORT_RATE,Rural_vs_Urban,SCST_vs_Others,22.391,89.453,-67.062,0.25,-0.66,87.55,79.27,-21.9,95.21,17.35,-32.27,7.96,-12.35,1.74,Policy_C,54.99
2024,IMR,Disability_vs_NoDisability,Women_vs_Men,28.959,87.126,-58.167,0.332,0.111,63.53,16.91,21.59,441.95,1.42,-11.72,25.32,24.92,34.6,Pilot,59.23
2016,NCD_PREV,Rural_vs_Urban,SCST_vs_Others,28.526,83.835,-55.309,0.34,-0.437,32.81,43.52,-11.02,-428.41,-26.54,-32.27,13.26,-11.35,-14.05,Policy_C,6.74
2025,MORT_RATE,Disability_vs_NoDisability,MinorityLanguage_vs_Others,40.435,48.127,-7.692,0.84,-0.15,77.79,91.89,-12.5,6.02,22.26,5.52,-2.82,-0.01,24.26,Policy_A,48.08
2017,SCREEN_RATE,SCST_vs_Others,SCST_vs_Others,14.348,49.016,-34.668,0.293,0.835,1.09,92.59,-21.91,370.56,-32.95,-37.51,5.01,27.7,-39.36,NoPolicy,53.64
2023,IMR,SCST_vs_Others,MinorityLanguage_vs_Others,36.005,64.831,-28.826,0.555,-0.664,18.45,49.41,8.85,81.86,48.95,-29.92,-6.23,-9.29,18.05,Policy_B,92.28
2025,MMR,Women_vs_Men,Disability_vs_NoDisability,38.922,68.965,-30.043,0.564,-0.93,87.34,90.92,5.43,-187.53,14.54,-31.87,23.1,-0.46,31.49,NoPolicy,60.35
2022,VAX_COV,Women_vs_Men,Lowest_Quintile_vs_Highest_Quintile,44.879,4.34,40.539,10.341,-0.518,44.05,90.59,4.61,-185.68,-25.03,4.32,-26.02,2.16,21.44,NoPolicy,42.27
2021,MORT_RATE,Rural_vs_Urban,Rural_vs_Urban,74.851,10.556,64.295,7.091,0.268,63.13,63.4,3.64,283.93,1.72,-23.32,-11.88,27.3,0.51,Policy_C,99.07
2016,SCREEN_RATE,MinorityLanguage_vs_Others,Lowest_Quintile_vs_Highest_Quintile,51.455,77.806,-26.351,0.661,0.028,28.23,5.01,-17.07,-70.85,46.36,5.0,2.29,-23.0,23.83,Policy_C,32.88
2024,SCREEN_RATE,SCST_vs_Others,Rural_vs_Urban,96.007,19.428,76.579,4.942,-0.379,63.66,54.14,-12.21,184.54,-41.59,30.12,-16.42,-31.44,15.71,NoPolicy,49.85
2019,SCREEN_RATE,MinorityLanguage_vs_Others,Rural_vs_Urban,44.799,89.247,-44.448,0.502,0.313,71.43,25.31,-21.17,205.04,-32.62,-38.66,-5.69,3.46,-28.67,NoPolicy,61.56
2016,MORT_RATE,Rural_vs_Urban,Disability_vs_NoDisability,8.439,33.414,-24.975,0.253,0.703,83.71,36.8,-18.93,464.41,-19.73,-22.5,6.66,21.13,-7.59,Policy_A,33.06
2025,IMR,Lowest_Quintile_vs_Highest_Quintile,Disability_vs_NoDisability,25.556,66.605,-41.049,0.384,-0.652,30.36,72.16,-12.16,-5.36,15.1,5.86,10.0,29.49,0.01,Policy_B,86.79
2021,MORT_RATE,SCST_vs_Others,SCST_vs_Others,51.122,9.549,41.573,5.354,0.714,28.56,51.47,-24.71,306.54,-40.44,-10.89,9.27,34.79,28.45,Policy_C,5.16
2020,VAX_COV,MinorityLanguage_vs_Others,MinorityLanguage_vs_Others,46.304,38.48,7.824,1.203,0.472,89.95,97.66,0.08,339.69,14.61,-19.21,3.4,-7.75,16.66,Policy_B,80.9
2022,NCD_PREV,SCST_vs_Others,Rural_vs_Urban,67.088,44.251,22.837,1.516,-0.264,6.5,75.2,-14.02,-26.86,-23.63,-39.18,23.75,-19.55,-16.62,Mixed,16.77
2025,SCREEN_RATE,SCST_vs_Others,MinorityLanguage_vs_Others,14.512,12.899,1.613,1.125,0.076,58.71,3.58,17.58,-114.05,24.86,-33.26,2.55,-3.42,14.21,Policy_B,7.24
2016,MMR,Women_vs_Men,MinorityLanguage_vs_Others,96.971,70.939,26.032,1.367,0.225,44.78,52.05,16.63,-62.78,7.78,-0.99,31.41,29.56,-8.37,NoPolicy,49.89
2021,SCREEN_RATE,Disability_vs_NoDisability,Women_vs_Men,0.997,5.488,-4.491,0.182,0.773,19.45,40.11,-0.61,106.68,-9.03,-13.09,-8.45,18.17,1.98,Policy_A,70.39
2015,NCD_PREV,Rural_vs_Urban,Lowest_Quintile_vs_Highest_Quintile,11.03,40.051,-29.021,0.275,0.343,16.95,7.71,-17.8,349.43,29.5,-34.89,30.69,-29.87,22.4,Mixed,18.92
2023,IMR,Lowest_Quintile_vs_Highest_Quintile,Women_vs_Men,74.397,95.87,-21.473,0.776,-0.496,81.51,80.65,22.04,-69.46,-42.3,-33.39,-27.95,-6.31,-16.86,Mixed,9.92
2023,MORT_RATE,MinorityLanguage_vs_Others,Rural_vs_Urban,43.537,97.259,-53.722,0.448,-0.89,21.52,67.21,19.51,-39.1,48.42,-33.0,15.13,-20.07,29.97,Policy_B,13.25
2022,IMR,SCST_vs_Others,MinorityLanguage_vs_Others,4.754,6.096,-1.342,0.78,0.99,35.42,52.42,-27.26,-110.77,-25.92,27.13,31.03,17.92,8.28,Policy_B,65.49
2015,ACCESS_INDEX,SCST_vs_Others,Women_vs_Men,79.385,56.986,22.399,1.393,0.247,92.52,38.49,22.46,-409.9,-12.1,2.23,-17.08,9.11,-15.38,Policy_B,66.84
2021,IMR,Lowest_Quintile_vs_Highest_Quintile,Disability_vs_NoDisability,5.123,68.73,-63.607,0.075,0.098,33.93,95.5,-3.46,145.46,-15.89,15.23,31.81,-8.97,-4.25,Policy_A,96.17
2018,HOSP_RATE,Disability_vs_NoDisability,Lowest_Quintile_vs_Highest_Quintile,69.819,7.68,62.139,9.091,0.697,57.5,37.45,-28.75,186.48,4.32,5.28,-34.97,-8.47,-7.18,Pilot,50.69
2020,HOSP_RATE,MinorityLanguage_vs_Others,Rural_vs_Urban,36.697,19.98,16.717,1.837,0.887,92.76,35.43,-28.17,369.83,39.66,-38.17,27.78,12.05,-1.52,Policy_A,27.3
2025,HOSP_RATE,SCST_vs_Others,Disability_vs_NoDisability,23.867,10.026,13.841,2.381,-0.597,6.96,41.0,23.92,-249.7,19.81,-24.6,-9.66,0.89,-26.07,Policy_C,93.3
2025,HOSP_RATE,Women_vs_Men,Rural_vs_Urban,87.039,18.865,68.174,4.614,-0.818,10.0,47.48,-20.35,410.46,39.43,-30.43,24.18,-34.17,-9.36,Policy_B,9.94
2019,NCD_PREV,Disability_vs_NoDisability,Lowest_Quintile_vs_Highest_Quintile,64.434,84.588,-20.154,0.762,0.759,51.2,94.85,-18.17,-499.71,10.74,-31.53,3.02,-19.39,-24.91,Mixed,18.73
2016,SCREEN_RATE,Women_vs_Men,SCST_vs_Others,33.527,44.99,-11.463,0.745,-0.482,87.08,73.48,-8.8,474.13,45.11,24.7,-24.36,-19.63,19.56,Policy_C,78.88
2019,VAX_COV,Lowest_Quintile_vs_Highest_Quintile,SCST_vs_Others,24.206,15.819,8.387,1.53,-0.265,2.1,33.52,-28.5,37.99,-42.54,-4.72,-21.0,2.49,16.94,NoPolicy,61.65
2019,VAX_COV,MinorityLanguage_vs_Others,SCST_vs_Others,98.755,9.358,89.397,10.553,0.064,44.06,89.1,17.27,127.07,-44.38,29.61,-19.56,19.22,-3.89,Pilot,79.31
2017,HOSP_RATE,Rural_vs_Urban,SCST_vs_Others,33.805,20.569,13.236,1.643,0.564,74.9,30.4,4.67,224.28,26.47,-11.61,-21.37,3.08,-38.72,NoPolicy,83.94
2015,NCD_PREV,SCST_vs_Others,MinorityLanguage_vs_Others,92.768,79.498,13.27,1.167,0.783,27.79,7.09,10.13,-75.38,35.86,35.07,-22.13,16.88,28.66,Policy_C,85.48
2016,NCD_PREV,SCST_vs_Others,MinorityLanguage_vs_Others,30.772,47.962,-17.19,0.642,-0.391,77.12,61.18,0.05,-161.23,-26.01,1.61,32.53,25.73,-22.37,Policy_A,95.95
2018,ACCESS_INDEX,Disability_vs_NoDisability,SCST_vs_Others,95.809,82.466,13.343,1.162,0.532,77.59,32.16,11.93,451.39,-49.34,-34.81,8.84,27.32,33.61,NoPolicy,90.55
2020,MMR,MinorityLanguage_vs_Others,MinorityLanguage_vs_Others,12.94,96.14,-83.2,0.135,0.857,22.05,7.72,-2.05,189.41,-10.42,25.46,34.25,4.97,32.41,Policy_C,13.49
2023,MMR,Lowest_Quintile_vs_Highest_Quintile,Women_vs_Men,94.67,41.131,53.539,2.302,0.154,5.58,5.72,-2.45,315.42,27.69,-17.38,4.89,-28.52,-28.78,NoPolicy,74.87
2022,IMR,Rural_vs_Urban,Lowest_Quintile_vs_Highest_Quintile,13.648,13.11,0.538,1.041,0.398,27.04,19.59,19.36,202.86,25.02,24.16,16.06,8.11,23.07,Policy_A,77.98
2022,MMR,Women_vs_Men,Rural_vs_Urban,8.797,78.796,-69.999,0.112,0.667,92.68,35.9,17.6,342.77,5.25,-7.5,-12.94,-0.89,15.8,Policy_B,69.67
2025,SCREEN_RATE,Rural_vs_Urban,MinorityLanguage_vs_Others,29.642,3.469,26.173,8.545,-0.954,0.18,83.8,8.78,-36.52,-46.85,7.17,-23.46,6.96,34.61,Policy_C,47.21
2018,SCREEN_RATE,Lowest_Quintile_vs_Highest_Quintile,SCST_vs_Others,52.558,86.573,-34.015,0.607,0.533,18.13,80.99,0.03,115.57,22.99,-20.63,-3.39,10.26,-0.24,Policy_A,31.64
2017,MORT_RATE,Disability_vs_NoDisability,Lowest_Quintile_vs_Highest_Quintile,10.637,31.351,-20.714,0.339,-0.974,15.34,94.11,-17.1,116.89,36.46,-33.36,25.85,-16.27,28.28,Policy_B,27.66
2019,MORT_RATE,Women_vs_Men,Lowest_Quintile_vs_Highest_Quintile,0.158,97.218,-97.06,0.002,-0.831,93.71,70.59,24.24,294.73,-15.44,26.93,-23.59,33.62,-32.32,Policy_A,14.45
2015,VAX_COV,Lowest_Quintile_vs_Highest_Quintile,Disability_vs_NoDisability,74.264,14.261,60.003,5.207,-0.203,47.08,25.95,-25.12,49.33,-27.19,-30.49,20.8,-11.7,-24.37,Pilot,32.21
2023,MORT_RATE,Rural_vs_Urban,Disability_vs_NoDisability,30.726,51.05,-20.324,0.602,-0.703,90.74,71.79,-17.77,-485.08,-23.29,-1.41,-10.01,5.21,-26.12,NoPolicy,84.05
2021,MMR,MinorityLanguage_vs_Others,Disability_vs_NoDisability,83.602,42.146,41.456,1.984,0.163,42.41,44.86,-24.68,464.29,31.97,30.76,6.22,-3.13,16.12,Policy_B,35.64
2017,MMR,Lowest_Quintile_vs_Highest_Quintile,Women_vs_Men,18.303,64.593,-46.29,0.283,-0.47,41.62,93.85,-29.97,-224.12,-15.52,-33.58,32.96,-3.2,13.22,Policy_A,11.97
2021,SCREEN_RATE,SCST_vs_Others,Rural_vs_Urban,15.391,46.593,-31.202,0.33,0.561,28.98,80.41,-11.26,3.29,-49.91,10.66,32.86,3.13,-24.66,Pilot,28.86
2024,VAX_COV,Rural_vs_Urban,Rural_vs_Urban,96.267,2.11,94.157,45.624,-0.078,29.16,48.64,14.18,414.31,7.38,29.26,21.02,29.56,21.11,Pilot,91.98
2023,NCD_PREV,Women_vs_Men,Disability_vs_NoDisability,15.603,44.929,-29.326,0.347,0.296,42.72,17.04,15.93,-158.83,-10.27,-36.74,6.65,10.46,29.64,Policy_C,53.98
2023,SCREEN_RATE,SCST_vs_Others,Rural_vs_Urban,42.121,20.522,21.599,2.052,0.195,50.77,17.47,-28.58,-64.82,39.89,28.8,25.73,-33.37,-6.19,Policy_C,57.79
2019,IMR,MinorityLanguage_vs_Others,SCST_vs_Others,40.765,98.58,-57.815,0.414,0.608,90.32,80.4,-12.82,-155.17,-23.64,-3.89,-7.31,15.93,-13.54,Pilot,22.83
2024,MMR,MinorityLanguage_vs_Others,MinorityLanguage_vs_Others,97.071,5.195,91.876,18.685,-0.505,51.37,7.42,20.15,-416.25,-13.68,38.31,-27.67,-20.22,37.16,Policy_A,77.34
2015,IMR,Rural_vs_Urban,Women_vs_Men,13.679,2.358,11.321,5.801,-0.769,30.36,24.98,14.03,158.2,-29.92,-35.38,-16.54,28.84,-3.49,Policy_A,97.01
2020,VAX_COV,Lowest_Quintile_vs_Highest_Quintile,Disability_vs_NoDisability,66.624,45.375,21.249,1.468,0.032,44.07,54.47,-4.88,-18.11,-3.88,24.16,0.32,2.32,16.17,NoPolicy,81.85
2020,SCREEN_RATE,Lowest_Quintile_vs_Highest_Quintile,Lowest_Quintile_vs_Highest_Quintile,96.347,45.5,50.847,2.118,-0.236,75.5,14.27,21.05,53.89,25.77,-30.37,-28.9,27.84,-29.34,Pilot,38.37
2015,MORT_RATE,Rural_vs_Urban,Women_vs_Men,12.412,77.33,-64.918,0.161,0.644,67.61,53.99,-24.58,-112.68,41.59,7.18,2.09,7.57,13.83,Policy_A,88.85
