econ_consumer_transaction_week,econ_consumer_merchant_category_code,econ_consumer_payment_channel_type,econ_consumer_spend_amount_inr,econ_consumer_transaction_count,econ_consumer_unique_cardholders,econ_consumer_median_ticket_size,econ_consumer_share_online_pct,econ_consumer_share_instore_pct,econ_consumer_refund_rate_pct,econ_consumer_chargeback_rate_pct,econ_consumer_new_customer_share_pct,econ_consumer_repeat_customer_share_pct,econ_consumer_income_segment,econ_consumer_age_segment,econ_consumer_device_type,econ_consumer_daypart_peak,econ_consumer_holiday_effect_flag,econ_consumer_weather_sensitivity_score,econ_consumer_privacy_aggregation_level
2023-W14,4511,Card,1148988.0,237845,77982,2473.74,92.22,7.78,11.35,1.201,0.38,86.4,Middle,25_34,iOS,Midday,Y,0.3132,City
2021-W23,5311,NetBanking,51274001.32,231660,114706,1629.48,11.52,88.48,0.73,2.481,15.94,96.78,High,65_plus,Web,Morning,Y,0.6982,PinCodeCluster
2022-W04,5411,BNPL,11740654.54,2765,63172,1308.72,50.78,49.22,0.55,2.321,0.43,84.87,Middle,55_64,iOS,Morning,Y,0.8262,State
2021-W35,4789,UPI,56065748.87,90635,73270,4072.24,70.06,29.94,3.65,0.345,24.66,37.63,Upper_Middle,25_34,iOS,Night,N,0.2495,State
2024-W13,5732,CashOnDelivery,39575671.39,53987,87084,3843.01,26.14,73.86,10.68,2.146,8.96,95.4,Middle,18_24,iOS,Evening,N,0.7065,City
2022-W39,5812,CashOnDelivery,31874328.92,211799,115113,395.21,45.56,54.44,8.02,0.533,10.39,80.74,Low,35_44,Web,Morning,N,0.0703,National
2022-W24,4900,UPI,40851733.18,187984,69812,3735.53,55.71,44.29,9.65,0.264,5.69,25.87,High,65_plus,POS,Midday,N,0.9364,State
2024-W34,5311,UPI,22264427.53,199309,39883,3910.57,45.98,54.02,9.34,0.132,21.92,92.22,Middle,18_24,iOS,Morning,N,0.6024,City
2019-W43,8062,Wallet,11482539.65,181944,64534,3046.91,31.79,68.21,0.43,0.461,33.59,43.92,High,35_44,FeaturePhone,Morning,N,0.3833,District
2022-W36,4111,NetBanking,37922718.37,119559,110548,2987.98,53.93,46.07,10.78,1.158,27.91,94.29,Middle,25_34,Android,Night,N,0.6513,District
2025-W02,4789,CashOnDelivery,39829227.15,107819,56129,811.22,61.7,38.3,6.62,2.698,36.86,14.08,High,25_34,Web,Night,Y,0.9337,City
2021-W52,4511,CashOnDelivery,19235429.39,68311,5232,3184.42,59.09,40.91,11.95,1.635,33.33,52.32,Middle,35_44,FeaturePhone,Midday,Y,0.3108,National
2023-W05,4814,Wallet,30875907.47,209725,26114,3211.85,25.04,74.96,7.32,0.71,21.84,36.03,Low,18_24,POS,Evening,Y,0.0672,City
2020-W47,5912,CashOnDelivery,49647531.13,153305,3111,2273.5,75.86,24.14,7.95,2.653,3.62,13.15,Middle,55_64,POS,Night,N,0.0603,City
2020-W38,4900,Wallet,50826220.91,85641,110701,2650.99,78.96,21.04,10.48,1.613,1.68,93.28,Lower_Middle,55_64,Web,Morning,N,0.4905,District
2023-W26,5541,UPI,56317355.61,214138,90787,1162.41,80.3,19.7,6.37,2.692,24.17,66.93,Low,45_54,POS,Night,Y,0.3884,State
2024-W27,5732,UPI,21310807.48,149529,81898,4274.4,38.89,61.11,4.84,2.681,39.03,22.83,Middle,55_64,Web,Evening,N,0.172,City
2020-W09,5812,BNPL,59701405.52,30533,3699,3736.32,28.36,71.64,0.37,1.985,10.66,45.86,Middle,55_64,Android,Night,Y,0.7248,City
2020-W48,5411,Wallet,44975836.76,170421,83361,2740.48,40.09,59.91,10.65,0.266,23.46,23.08,Lower_Middle,35_44,FeaturePhone,Evening,N,0.9152,PinCodeCluster
2021-W12,5311,Card,47452542.6,239450,99916,1851.77,90.25,9.75,7.31,2.187,17.84,46.51,Lower_Middle,65_plus,FeaturePhone,Evening,Y,0.9471,State
2019-W01,4722,BNPL,33208381.14,226659,59051,1994.6,58.48,41.52,1.9,2.472,3.79,51.84,High,18_24,FeaturePhone,Evening,Y,0.3453,PinCodeCluster
2019-W43,4722,BNPL,39157285.67,69030,10351,856.71,24.82,75.18,2.55,2.787,4.96,23.72,Lower_Middle,45_54,iOS,Midday,N,0.299,District
2025-W29,4789,CashOnDelivery,38272349.68,72337,76165,3556.81,59.2,40.8,9.18,1.653,28.18,86.75,Middle,18_24,POS,Night,Y,0.2732,National
2025-W12,4814,Wallet,48242285.88,143482,76312,565.69,41.13,58.87,1.12,0.747,36.21,27.51,Low,18_24,Web,Evening,N,0.9556,PinCodeCluster
2023-W42,5311,Wallet,29549977.9,6651,117523,3868.98,52.95,47.05,2.24,0.906,24.96,11.46,Lower_Middle,55_64,Web,Night,N,0.6899,State
2022-W47,5411,BNPL,46357038.33,67995,115506,1144.12,64.53,35.47,2.3,1.45,31.22,60.31,Low,18_24,iOS,Night,N,0.0369,PinCodeCluster
2023-W24,4511,BNPL,7428650.98,201249,93173,1902.37,88.51,11.49,5.64,1.52,29.8,33.16,High,65_plus,Web,Night,Y,0.4985,PinCodeCluster
2020-W51,4722,CashOnDelivery,7076235.55,148883,102025,3829.28,41.57,58.43,11.3,0.138,24.08,15.76,Lower_Middle,18_24,FeaturePhone,Morning,N,0.7023,National
2020-W05,5732,UPI,52805193.17,232459,102641,1367.76,12.89,87.11,5.32,2.326,0.87,28.92,High,65_plus,POS,Midday,Y,0.4112,National
2023-W42,5541,CashOnDelivery,19687914.54,61332,68291,3304.52,4.17,95.83,4.23,2.688,29.82,56.3,Low,35_44,Android,Midday,N,0.1038,City
2023-W17,5311,NetBanking,7870454.2,96226,41235,3342.71,48.66,51.34,5.25,2.258,22.99,59.41,Low,25_34,POS,Morning,N,0.3866,National
2021-W20,4814,Wallet,57326405.98,56787,73263,3436.58,67.13,32.87,2.62,2.056,37.78,82.63,Low,18_24,FeaturePhone,Midday,N,0.094,National
2021-W46,5912,Wallet,884854.69,152023,5838,1197.1,48.26,51.74,11.78,2.745,1.58,87.04,Lower_Middle,65_plus,Android,Evening,Y,0.3277,PinCodeCluster
2020-W09,4722,Card,52869003.33,114998,31824,4124.21,21.98,78.02,7.86,1.555,5.59,61.1,Middle,18_24,Web,Evening,N,0.6993,District
2021-W04,4111,BNPL,38168481.07,52399,69,3196.56,84.82,15.18,2.02,1.522,25.51,10.13,High,55_64,Android,Morning,Y,0.9406,PinCodeCluster
2025-W01,4789,BNPL,32373597.53,167656,3187,852.22,42.35,57.65,6.69,0.003,30.59,12.71,Middle,65_plus,FeaturePhone,Midday,N,0.4889,City
2021-W44,5912,BNPL,19479386.55,205205,54356,3734.17,15.68,84.32,11.82,0.306,13.9,50.86,Low,35_44,FeaturePhone,Night,N,0.4824,National
2021-W02,5541,BNPL,8032132.26,92615,64611,2847.63,72.24,27.76,7.76,1.549,11.99,32.94,Upper_Middle,35_44,Web,Morning,Y,0.5772,District
2023-W52,5732,BNPL,27761313.25,115110,45386,432.55,7.26,92.74,6.98,0.938,34.53,29.1,Middle,35_44,FeaturePhone,Midday,N,0.1924,State
2024-W46,4789,UPI,37362195.53,217523,12192,2890.45,42.55,57.45,8.83,1.585,12.52,94.82,High,35_44,FeaturePhone,Night,N,0.0178,State
2020-W08,5311,Wallet,4040055.02,45916,61991,3980.88,63.88,36.12,6.21,0.228,31.06,83.45,Upper_Middle,25_34,Android,Night,N,0.8307,PinCodeCluster
2020-W32,4814,Wallet,2692371.4,236008,106551,1413.27,16.28,83.72,7.57,2.174,34.68,83.65,High,55_64,FeaturePhone,Night,N,0.6879,National
2022-W32,4511,CashOnDelivery,21124984.6,23715,57848,386.75,63.75,36.25,3.9,2.046,25.6,79.61,Upper_Middle,18_24,iOS,Night,N,0.9265,National
2020-W18,5912,NetBanking,33234992.15,175260,80704,1794.74,23.72,76.28,0.32,2.531,16.47,12.09,High,35_44,POS,Night,N,0.6426,PinCodeCluster
2020-W12,5311,CashOnDelivery,18676296.66,95537,32902,926.01,25.24,74.76,0.04,0.868,10.72,43.93,Middle,55_64,Android,Morning,Y,0.5154,State
2022-W36,5732,Wallet,48159739.01,3829,63317,4084.6,26.47,73.53,6.2,2.111,18.45,10.48,Lower_Middle,35_44,Android,Midday,Y,0.8641,PinCodeCluster
2020-W39,8062,UPI,26608690.64,153623,82620,1050.88,42.31,57.69,6.56,1.2,0.58,14.84,High,25_34,FeaturePhone,Evening,Y,0.1256,District
2019-W40,4900,BNPL,48402105.0,160649,83643,2333.85,22.8,77.2,11.79,2.431,38.46,73.77,Lower_Middle,18_24,FeaturePhone,Evening,N,0.4539,District
2025-W05,5311,CashOnDelivery,12269916.58,133613,34802,1317.82,72.74,27.26,1.12,2.05,35.73,62.65,Low,25_34,POS,Midday,N,0.0192,National
2025-W05,4722,Wallet,4093985.32,118451,12838,1682.73,59.66,40.34,0.67,2.717,37.75,85.02,Low,55_64,iOS,Morning,Y,0.7872,National
2020-W24,5311,UPI,19686538.18,126403,52468,4335.64,75.77,24.23,7.08,0.435,30.95,14.22,High,55_64,POS,Evening,Y,0.4626,State
2022-W05,5912,NetBanking,45446836.02,61461,8039,2773.95,47.48,52.52,0.23,0.686,29.62,50.38,Low,65_plus,POS,Morning,Y,0.6531,City
2024-W09,5912,BNPL,13505726.04,220597,7339,937.81,87.84,12.16,4.81,1.879,9.72,84.15,Upper_Middle,25_34,FeaturePhone,Evening,Y,0.3289,District
2022-W51,5912,CashOnDelivery,48639507.19,102198,86794,2983.59,42.58,57.42,5.05,1.205,0.99,60.93,High,18_24,Web,Evening,Y,0.753,City
2021-W12,4789,UPI,50739398.46,89369,54194,2274.25,15.59,84.41,5.39,2.708,2.75,68.33,Upper_Middle,65_plus,POS,Night,Y,0.6013,City
2020-W28,4900,NetBanking,38233752.65,171744,33029,3758.01,46.66,53.34,11.52,1.696,14.18,73.28,High,35_44,Android,Evening,N,0.4909,City
2019-W47,5411,Wallet,34144303.07,175362,42740,487.26,55.78,44.22,6.6,0.617,2.42,80.39,Upper_Middle,25_34,Android,Night,N,0.2862,State
2022-W19,5912,Wallet,3570334.85,56164,87591,1090.93,70.76,29.24,4.66,2.341,19.98,57.36,High,45_54,Web,Midday,Y,0.828,State
2021-W12,4111,BNPL,13296868.62,206338,28662,3293.17,37.43,62.57,10.57,1.708,35.22,58.06,Upper_Middle,45_54,iOS,Morning,Y,0.1974,National
2020-W25,4900,NetBanking,43737593.29,193811,55479,1166.75,38.84,61.16,9.79,0.221,15.36,47.18,Upper_Middle,55_64,FeaturePhone,Midday,N,0.0472,PinCodeCluster
2023-W37,4511,CashOnDelivery,32968491.6,235676,4380,2271.25,49.64,50.36,2.86,1.4,18.92,85.66,Upper_Middle,18_24,Web,Night,N,0.5383,City
2023-W31,5311,Card,56924447.37,21892,28464,4222.69,38.54,61.46,9.49,0.189,38.36,96.68,Low,55_64,Web,Midday,N,0.139,District
2025-W23,4722,Wallet,30997104.96,81304,19805,2216.2,82.05,17.95,2.15,2.529,5.14,67.89,Upper_Middle,65_plus,POS,Midday,N,0.2936,District
2025-W30,5912,BNPL,33040150.26,219100,106413,454.43,53.67,46.33,6.61,0.514,5.05,60.36,Low,35_44,FeaturePhone,Evening,Y,0.0071,City
2020-W20,5541,CashOnDelivery,4124392.17,30799,101165,2923.96,7.97,92.03,4.69,0.849,10.0,89.65,High,25_34,iOS,Morning,Y,0.7437,District
2022-W29,4722,Card,13411101.69,122415,90157,3201.18,53.51,46.49,8.74,2.369,33.39,11.56,Low,55_64,Android,Midday,Y,0.1199,District
2020-W49,8062,Wallet,42140087.95,55525,1410,4042.87,48.94,51.06,9.92,0.735,8.13,83.87,Upper_Middle,25_34,Android,Morning,N,0.5114,State
2023-W51,4111,Card,4929665.12,155813,51828,2749.02,46.68,53.32,10.4,1.018,9.1,22.14,Upper_Middle,45_54,Web,Morning,N,0.658,District
2021-W44,5999,NetBanking,55287113.71,117547,98514,715.92,70.44,29.56,2.21,0.585,15.38,19.99,Lower_Middle,35_44,Android,Midday,Y,0.8885,State
2020-W24,5912,Card,32441054.62,188045,98776,2140.67,80.04,19.96,7.52,0.388,7.27,64.36,Upper_Middle,18_24,Web,Morning,N,0.78,City
2022-W45,4511,Wallet,55557091.94,132657,43123,2030.03,84.73,15.27,2.39,0.039,37.76,23.12,Upper_Middle,25_34,iOS,Night,N,0.3849,State
2020-W16,5812,Card,48798091.59,54251,55248,2087.62,36.79,63.21,6.59,1.744,22.16,64.87,Upper_Middle,35_44,POS,Evening,Y,0.8745,State
2022-W07,4722,UPI,3414118.86,127620,55150,1831.14,25.62,74.38,6.03,2.413,2.12,27.34,High,25_34,Web,Evening,N,0.3539,State
2021-W46,5912,Wallet,5601469.18,68064,36481,2855.99,32.76,67.24,8.02,0.52,15.16,15.07,High,45_54,Web,Morning,Y,0.4544,District
2021-W21,4111,BNPL,28542327.78,164562,52039,1985.66,3.41,96.59,3.6,2.145,25.8,12.6,Lower_Middle,45_54,Android,Morning,N,0.5329,State
2019-W29,5541,CashOnDelivery,10953797.71,152884,64809,4216.26,35.55,64.45,3.77,0.478,30.69,40.27,Low,65_plus,Web,Night,Y,0.857,City
2021-W19,5541,CashOnDelivery,54835431.69,198018,81187,1113.63,6.38,93.62,11.93,0.303,25.07,93.46,Lower_Middle,35_44,iOS,Evening,N,0.5146,City
2021-W07,4111,BNPL,49014206.08,60915,78607,218.44,42.09,57.91,6.27,0.714,24.33,23.87,Upper_Middle,65_plus,POS,Morning,N,0.6935,District
2024-W52,8062,NetBanking,36966678.91,191796,32542,2376.75,53.08,46.92,10.19,2.834,15.92,10.72,Low,18_24,POS,Evening,Y,0.2412,National
2020-W09,5541,NetBanking,2046083.45,170290,31128,1103.16,17.86,82.14,4.46,0.31,16.41,82.48,Low,35_44,POS,Midday,Y,0.6257,City
2022-W17,5411,Card,22437400.15,209055,74941,1929.75,52.25,47.75,7.92,0.242,7.2,59.31,Upper_Middle,18_24,iOS,Midday,N,0.9263,State
2022-W13,4111,Card,33625224.83,5794,89795,1700.56,55.35,44.65,11.62,1.296,20.19,72.71,Middle,18_24,FeaturePhone,Evening,Y,0.3357,City
2024-W27,4111,Card,985860.84,4842,28750,4110.13,49.04,50.96,9.52,2.721,18.71,31.06,Upper_Middle,25_34,FeaturePhone,Night,Y,0.0992,National
2023-W50,5912,CashOnDelivery,36649731.26,226143,117070,4208.23,95.17,4.83,9.99,1.884,29.12,96.5,Lower_Middle,18_24,FeaturePhone,Night,Y,0.021,State
2021-W39,5912,BNPL,29691247.28,168540,30209,2729.1,49.65,50.35,8.99,2.315,37.57,34.62,Middle,65_plus,POS,Morning,Y,0.3075,National
2025-W32,5732,BNPL,36375839.71,88029,30206,626.53,62.28,37.72,4.9,0.643,0.16,83.25,Lower_Middle,45_54,Web,Night,N,0.5485,PinCodeCluster
2022-W25,4722,Wallet,56704460.28,128895,67553,533.14,67.05,32.95,3.98,0.121,36.35,10.45,Upper_Middle,55_64,POS,Midday,N,0.9804,City
2025-W42,4722,BNPL,53189194.22,100095,42489,1185.93,39.2,60.8,5.26,0.395,24.8,38.34,High,35_44,POS,Night,N,0.8407,City
2025-W46,4900,UPI,29846837.2,120290,10815,333.93,41.22,58.78,1.7,2.02,30.44,78.77,High,45_54,FeaturePhone,Evening,Y,0.0488,District
2022-W07,4111,Card,36328390.03,100776,66213,2264.0,30.92,69.08,10.89,0.984,6.42,53.37,Low,35_44,POS,Midday,N,0.7474,District
2024-W33,5912,NetBanking,56575202.69,152408,89579,3696.73,54.23,45.77,2.46,1.483,33.95,56.0,Middle,35_44,POS,Morning,N,0.0688,City
2021-W07,5732,BNPL,25899202.6,96208,101787,1272.51,24.94,75.06,8.82,0.283,15.96,17.4,Middle,45_54,FeaturePhone,Night,Y,0.4166,District
2025-W08,4814,Card,36067365.91,221914,29551,202.37,51.56,48.44,9.93,2.393,21.57,49.09,High,25_34,FeaturePhone,Evening,N,0.4161,City
2022-W28,5732,CashOnDelivery,23748060.4,93896,44171,3356.8,54.18,45.82,2.81,1.339,7.97,64.45,Middle,35_44,iOS,Evening,N,0.0241,National
2020-W18,5999,Card,56307458.8,81958,51509,4397.21,87.67,12.33,9.71,2.718,16.75,49.54,Lower_Middle,45_54,FeaturePhone,Night,Y,0.1538,PinCodeCluster
2023-W12,5812,CashOnDelivery,18263621.32,113757,52296,1202.77,52.43,47.57,11.73,0.625,14.52,30.69,Upper_Middle,35_44,iOS,Midday,N,0.5333,City
2025-W39,5411,CashOnDelivery,49037539.06,134614,118532,2249.12,47.96,52.04,10.04,2.762,4.87,64.17,Lower_Middle,18_24,Web,Night,Y,0.8355,PinCodeCluster
2020-W21,5999,Wallet,24910231.25,171251,30743,1225.65,39.21,60.79,1.85,0.29,12.95,30.56,Lower_Middle,18_24,Web,Night,N,0.5296,City
2019-W28,4511,Wallet,15103308.64,88042,118895,3016.94,30.27,69.73,2.52,0.118,1.71,71.46,Low,18_24,FeaturePhone,Evening,Y,0.4409,PinCodeCluster
2022-W27,5411,CashOnDelivery,3357834.94,246261,36495,2101.42,45.09,54.91,10.79,2.161,4.96,49.34,Upper_Middle,45_54,Android,Morning,N,0.1362,District
2020-W22,5541,NetBanking,23979509.46,140519,91823,2424.45,47.11,52.89,11.07,0.768,5.84,49.34,Lower_Middle,45_54,Android,Morning,Y,0.2928,City
2020-W26,8062,Wallet,59028158.02,31770,53108,1050.27,53.23,46.77,10.75,2.472,10.1,88.62,Low,25_34,iOS,Night,N,0.4581,District
2023-W45,4789,Card,21514394.66,185975,115864,1953.41,82.61,17.39,0.89,2.391,7.8,97.65,Middle,55_64,FeaturePhone,Night,N,0.4543,PinCodeCluster
2019-W31,4814,NetBanking,10373323.95,242107,71270,1874.54,86.96,13.04,5.91,0.809,35.41,50.91,High,65_plus,POS,Morning,Y,0.1693,National
2019-W25,5541,BNPL,41482932.91,184697,39502,1746.2,45.3,54.7,1.54,1.658,6.73,32.92,Upper_Middle,65_plus,iOS,Night,Y,0.8611,PinCodeCluster
2024-W50,4789,Card,9611455.09,161757,99100,1592.69,84.58,15.42,6.19,1.759,20.07,71.09,Upper_Middle,35_44,Web,Night,N,0.7452,PinCodeCluster
2021-W03,5912,NetBanking,15173611.38,222642,93928,4356.41,73.6,26.4,5.91,1.032,6.04,34.31,Low,18_24,Web,Morning,N,0.4235,State
2024-W19,4111,CashOnDelivery,15123081.78,185826,11329,128.65,53.74,46.26,3.32,1.694,13.55,26.34,Middle,35_44,iOS,Midday,N,0.7603,District
2020-W28,4789,UPI,40136301.7,116999,460,1068.19,49.87,50.13,11.79,0.756,10.95,25.99,Upper_Middle,35_44,iOS,Night,Y,0.4784,National
2023-W25,4814,Card,41158465.04,244829,89337,3388.3,32.91,67.09,7.29,1.893,12.54,18.19,Upper_Middle,18_24,Web,Night,Y,0.5863,National
2019-W39,8062,Wallet,27182479.54,164512,53307,1189.24,60.51,39.49,2.29,2.827,7.66,58.55,Low,65_plus,Web,Night,N,0.4541,State
2019-W51,5912,NetBanking,24172696.84,207798,49419,2111.52,65.6,34.4,7.02,1.251,18.33,79.73,Low,65_plus,FeaturePhone,Night,Y,0.6398,State
2025-W23,5999,NetBanking,10994553.87,101685,115308,3467.85,10.47,89.53,1.95,0.288,35.03,14.06,Lower_Middle,35_44,POS,Morning,N,0.3593,National
2023-W36,5411,NetBanking,11892773.14,249828,48173,236.82,78.32,21.68,3.19,1.689,8.17,32.32,Upper_Middle,18_24,Android,Midday,N,0.2873,District
2023-W32,5541,Wallet,21863791.59,59752,112246,3863.9,82.96,17.04,6.05,2.322,25.82,51.18,High,45_54,Web,Night,N,0.1222,District
2022-W36,4814,CashOnDelivery,27453861.91,241055,70088,1642.75,55.15,44.85,3.46,0.909,35.56,10.28,Low,18_24,FeaturePhone,Evening,N,0.3874,National
2024-W07,4814,Wallet,26133787.94,20793,88448,1918.14,64.3,35.7,1.72,2.163,11.92,51.85,High,65_plus,iOS,Morning,N,0.6565,State
2021-W36,5812,Wallet,29266044.29,73362,112012,4071.17,22.82,77.18,1.43,2.88,18.17,80.52,Low,45_54,POS,Morning,N,0.8011,PinCodeCluster
2021-W13,5411,CashOnDelivery,8496054.53,236820,86351,1323.98,7.84,92.16,1.14,2.424,5.84,82.84,Upper_Middle,18_24,iOS,Night,Y,0.3789,PinCodeCluster
2019-W06,4511,CashOnDelivery,36753577.37,53109,116119,1531.46,84.36,15.64,3.6,1.519,18.72,50.39,Middle,45_54,Android,Evening,Y,0.7265,PinCodeCluster
2024-W23,4722,CashOnDelivery,54131732.08,150304,62624,3927.54,42.29,57.71,5.2,0.54,26.09,65.43,Lower_Middle,25_34,Android,Evening,N,0.3877,National
2021-W41,4511,Card,18476564.08,239739,21213,3503.7,85.22,14.78,5.16,2.394,30.36,91.52,Lower_Middle,65_plus,FeaturePhone,Night,Y,0.5738,PinCodeCluster
2019-W07,4111,Card,15253732.76,37414,3413,2952.37,24.01,75.99,0.33,1.878,22.82,21.27,High,65_plus,Web,Evening,Y,0.3186,District
2023-W41,4511,Card,43746420.21,61313,24118,1562.41,25.47,74.53,11.25,0.189,25.33,46.09,Upper_Middle,18_24,FeaturePhone,Night,Y,0.6143,National
2022-W25,4111,CashOnDelivery,21797455.33,19133,107222,3185.77,94.67,5.33,0.36,1.199,2.15,71.66,Upper_Middle,18_24,Web,Midday,Y,0.9574,District
2024-W33,4511,BNPL,19226026.22,50366,99888,1127.4,45.66,54.34,9.77,0.955,4.72,34.61,High,35_44,Web,Evening,Y,0.8616,District
2024-W16,8062,UPI,20379244.47,167345,117730,2406.8,49.52,50.48,11.24,2.879,7.19,77.28,Upper_Middle,55_64,Web,Morning,Y,0.9497,State
2023-W36,4511,NetBanking,47808263.83,238846,82280,2357.37,17.78,82.22,5.58,0.234,13.88,53.52,Middle,35_44,FeaturePhone,Midday,Y,0.2748,State
2019-W04,8062,CashOnDelivery,14452778.95,81457,45760,1233.04,37.16,62.84,1.91,1.839,37.24,19.42,Low,45_54,iOS,Night,N,0.0444,PinCodeCluster
2025-W46,4789,Card,56729583.65,44236,85592,805.28,39.94,60.06,11.61,1.936,12.82,75.3,Lower_Middle,45_54,Web,Night,Y,0.8699,National
2024-W44,4900,UPI,19493832.4,99431,89780,1386.87,86.0,14.0,0.2,2.829,26.65,69.12,Low,18_24,Android,Night,N,0.3094,State
2020-W26,4722,NetBanking,40119518.02,100433,44445,905.04,45.4,54.6,9.52,0.983,36.25,75.06,Middle,25_34,POS,Morning,N,0.9782,National
2024-W16,4511,Wallet,36343277.48,54284,18915,3441.06,15.27,84.73,0.52,2.329,8.11,22.83,Low,55_64,iOS,Night,Y,0.0559,PinCodeCluster
2023-W20,5812,BNPL,27796287.31,36865,15680,1248.78,16.29,83.71,9.19,2.056,18.73,44.11,Low,18_24,Web,Night,N,0.0531,State
2019-W09,8062,Card,33141288.55,244813,70914,3015.77,60.02,39.98,7.76,0.352,6.67,26.66,Low,18_24,Web,Evening,Y,0.7006,PinCodeCluster
2022-W25,4814,Card,49951187.05,127060,70499,1415.55,45.51,54.49,1.79,0.523,35.41,63.68,Upper_Middle,35_44,Android,Evening,N,0.1561,PinCodeCluster
2019-W08,4511,CashOnDelivery,21802796.46,18821,108776,969.11,46.0,54.0,8.9,2.815,20.59,84.15,Low,45_54,POS,Midday,N,0.8593,National
2019-W33,4789,UPI,40849791.52,80617,101697,2464.62,28.72,71.28,6.72,0.427,25.78,27.21,Upper_Middle,65_plus,POS,Evening,N,0.924,PinCodeCluster
2020-W11,4511,CashOnDelivery,4383576.68,193521,95724,2301.62,62.77,37.23,3.86,0.205,21.5,23.66,Upper_Middle,45_54,FeaturePhone,Morning,Y,0.9957,City
2020-W37,4511,NetBanking,32165568.43,122317,115112,2408.47,35.1,64.9,6.33,0.375,6.85,45.99,Upper_Middle,45_54,iOS,Midday,N,0.3266,PinCodeCluster
2020-W39,5912,Card,37895264.53,9513,52674,907.1,53.85,46.15,5.95,2.738,17.96,65.78,Upper_Middle,35_44,Android,Night,N,0.3626,National
2022-W06,4900,UPI,46262861.96,192883,52624,3165.31,55.66,44.34,0.08,0.92,24.38,82.88,Low,35_44,POS,Evening,Y,0.3494,National
2019-W41,4111,BNPL,13968925.89,126983,107634,2928.4,15.74,84.26,8.59,2.734,26.84,77.44,High,35_44,Web,Midday,Y,0.4512,City
2022-W37,8062,CashOnDelivery,59657909.83,172722,58001,3223.9,95.76,4.24,8.22,2.07,11.46,90.58,Upper_Middle,55_64,POS,Evening,N,0.5776,State
2023-W14,4722,UPI,54118931.84,232256,3968,665.97,18.48,81.52,5.31,1.744,14.88,35.12,High,45_54,POS,Evening,Y,0.8692,City
2023-W37,5541,UPI,10280494.53,162117,117669,2159.83,62.95,37.05,11.08,2.614,6.69,78.32,Lower_Middle,45_54,FeaturePhone,Evening,N,0.7508,National
2024-W25,5541,Card,23193241.18,146629,28341,2959.14,33.93,66.07,4.84,0.61,2.58,47.58,High,65_plus,iOS,Evening,N,0.2804,National
2025-W42,8062,CashOnDelivery,48635634.55,101071,15822,1861.5,43.81,56.19,7.71,2.229,23.76,95.49,Low,65_plus,Android,Midday,Y,0.9942,National
2022-W39,4111,CashOnDelivery,6727806.13,248513,113702,2747.25,4.92,95.08,6.76,2.528,25.88,58.35,Low,18_24,Web,Morning,N,0.2308,City
2025-W52,4722,Wallet,12009091.49,248916,85248,3237.79,18.68,81.32,7.77,0.449,21.6,50.31,Low,25_34,Android,Morning,Y,0.4359,National
2020-W18,5541,Wallet,53577430.33,230912,43202,1960.45,52.5,47.5,5.92,2.619,21.09,69.86,Middle,25_34,Android,Morning,N,0.6426,National
2025-W13,5912,BNPL,41433892.44,28885,85231,4457.05,49.85,50.15,11.28,0.583,10.12,55.45,Low,35_44,iOS,Evening,Y,0.6887,City
2020-W51,5912,BNPL,54261745.66,105763,14489,2276.07,58.42,41.58,8.65,1.56,35.12,65.84,High,25_34,Android,Evening,Y,0.4994,City
2019-W42,8062,BNPL,1786398.92,88026,77199,777.31,30.07,69.93,1.62,0.918,6.01,31.11,High,25_34,Android,Midday,N,0.7559,PinCodeCluster
2024-W36,5311,UPI,42627493.96,194337,57558,1663.27,5.02,94.98,5.32,2.339,37.19,33.25,Upper_Middle,18_24,iOS,Midday,N,0.6037,District
2025-W32,4722,NetBanking,25709835.42,24854,104782,1367.51,95.31,4.69,10.7,2.015,37.08,43.44,Lower_Middle,25_34,iOS,Night,N,0.0641,City
2025-W44,5999,Wallet,29608969.73,176379,100266,2032.73,76.15,23.85,0.21,2.796,37.91,78.47,High,55_64,iOS,Morning,Y,0.9218,National
2019-W49,5912,UPI,52981604.51,219592,79632,2357.73,32.8,67.2,5.42,0.162,29.13,13.43,Middle,45_54,Android,Midday,N,0.4613,City
2023-W38,4814,UPI,51953777.43,89302,12158,3433.2,55.22,44.78,3.02,2.801,28.47,57.42,Upper_Middle,18_24,Web,Evening,Y,0.9075,District
2020-W20,4511,CashOnDelivery,54017024.79,215455,9539,4467.81,52.7,47.3,8.84,0.511,2.56,89.28,Upper_Middle,18_24,Web,Night,Y,0.0055,National
2020-W20,4900,UPI,42781623.45,249060,51010,3366.14,40.56,59.44,3.35,1.721,19.05,69.74,High,35_44,POS,Evening,Y,0.1313,State
2024-W18,5732,NetBanking,40950051.66,2720,36803,1048.6,29.52,70.48,8.48,2.897,3.61,59.51,Low,45_54,Android,Midday,N,0.84,City
2025-W15,4111,BNPL,24551327.79,140975,51987,3953.9,26.26,73.74,6.21,1.752,9.11,19.49,Upper_Middle,65_plus,Android,Evening,N,0.1572,City
2020-W42,4511,CashOnDelivery,6149800.36,162241,48860,3474.91,56.12,43.88,0.64,1.172,23.87,56.17,Lower_Middle,35_44,Web,Evening,Y,0.4191,City
