tech_adopt_survey_year,tech_adopt_community_digital_id,tech_adopt_households_with_internet_pct,tech_adopt_households_with_computer_pct,tech_adopt_smartphone_only_households_pct,tech_adopt_digital_literacy_score,tech_adopt_affordability_barrier_rate,tech_adopt_language_barrier_rate,tech_adopt_disability_access_barrier_rate,tech_adopt_public_wifi_access_points,tech_adopt_library_device_loan_count,tech_adopt_digital_navigator_program_flag,tech_adopt_training_sessions_completed,tech_adopt_telehealth_use_rate,tech_adopt_online_learning_use_rate,tech_adopt_remote_work_enablement_rate,tech_adopt_banking_online_adoption_rate,tech_adopt_cyber_safety_incident_rate,tech_adopt_privacy_concern_score,tech_adopt_equity_gap_index
2019,LGD521772130,44.86,34.18,19.99,78.8,12.23,21.69,12.54,526,4318,0,7069,5.11,29.56,1.13,56.1,10.76,47.9,0.857
2018,LGD909708627,49.62,22.98,24.96,30.5,17.0,2.5,4.24,975,2646,0,3557,69.34,86.83,61.23,19.78,22.04,44.8,0.5
2019,LGD745783212,86.39,80.13,8.89,7.6,24.11,9.5,0.37,343,3653,0,4254,48.15,69.36,16.56,97.78,23.23,38.8,0.098
2025,LGD176775916,44.09,33.81,78.17,8.1,37.47,22.43,6.26,70,20,1,2288,3.7,52.08,38.06,40.85,25.0,81.1,0.862
2019,LGD714960152,36.02,10.12,8.02,25.3,38.01,22.94,10.61,123,1187,0,7737,63.47,27.93,26.07,12.15,29.76,38.5,0.203
2025,LGD683580825,49.21,44.98,55.24,3.9,46.71,33.49,21.0,799,3694,0,325,2.2,5.96,59.34,27.72,6.69,77.5,0.014
2023,LGD490575696,91.33,9.45,12.22,34.5,45.96,11.09,23.99,815,1390,0,5366,44.31,9.13,31.78,28.06,32.3,95.6,0.349
2022,LGD946023325,84.36,8.91,30.33,77.1,34.95,14.23,16.57,547,4482,0,3903,64.02,79.07,44.66,61.56,23.35,89.1,0.779
2025,LGD143997080,16.5,10.73,64.85,18.8,37.87,13.4,9.11,773,3937,0,7518,32.1,21.57,58.86,20.17,26.83,2.9,0.679
2022,LGD707956462,54.72,40.38,61.15,8.1,52.93,3.45,11.01,1061,4215,1,4215,40.58,75.22,51.94,48.17,4.63,29.5,0.198
2024,LGD695363287,79.13,37.61,8.1,74.3,19.78,31.86,6.61,368,2022,0,1891,58.05,72.57,62.53,53.38,31.87,11.3,0.554
2021,LGD144975247,75.2,26.63,9.91,27.4,11.41,14.8,6.34,522,3517,0,2652,20.56,38.58,27.25,76.17,9.77,35.5,0.126
2025,LGD052128723,91.12,27.12,45.87,4.7,38.62,21.42,16.76,824,1862,1,2347,42.6,47.7,4.87,55.05,5.42,91.7,0.833
2020,LGD356164125,72.68,48.37,17.59,11.2,5.03,20.71,20.51,381,4690,0,8946,44.64,32.16,61.1,61.71,17.93,44.2,0.746
2024,LGD014788815,41.93,30.59,18.32,12.9,59.49,0.61,24.63,950,930,1,3470,41.39,25.2,62.04,91.2,6.65,80.8,0.803
2021,LGD392467940,40.93,35.37,49.97,82.7,14.74,13.53,9.87,776,2171,0,8761,64.64,67.75,40.32,36.9,33.32,55.0,0.442
2025,LGD853723576,17.92,13.44,77.3,99.0,2.93,29.71,15.94,1065,1706,1,7582,15.86,68.03,37.9,35.05,2.96,66.3,0.744
2021,LGD630056767,36.5,23.0,83.58,66.3,57.89,15.9,4.79,38,3633,0,4451,62.05,24.59,28.79,70.45,1.38,75.0,0.878
2018,LGD963301039,42.09,37.83,37.99,34.9,29.82,0.24,14.5,214,4153,0,6704,6.0,27.28,43.6,62.68,7.86,60.5,0.796
2020,LGD009985559,28.41,8.16,57.17,65.0,51.65,18.64,1.67,69,4396,1,902,56.46,43.04,23.36,93.65,16.92,8.8,0.924
2022,LGD145021822,82.62,15.04,69.65,54.4,57.0,12.03,12.1,263,3125,0,2365,36.42,41.23,29.12,11.58,4.69,92.0,0.045
2019,LGD407830257,68.29,52.71,28.04,86.3,40.36,33.26,11.68,1044,4514,0,7481,18.87,23.02,57.83,25.57,4.22,51.6,0.121
2022,LGD094280659,51.69,40.16,83.82,74.3,13.22,14.07,20.26,33,2192,0,7123,44.24,50.44,29.19,46.97,30.34,51.8,0.842
2023,LGD278818173,65.76,38.34,79.91,49.8,21.56,14.92,10.77,118,1280,0,3312,19.33,81.61,62.76,25.39,30.63,24.4,0.136
2025,LGD808059471,37.89,22.13,79.37,89.2,27.85,16.58,19.01,463,2376,0,6417,24.34,19.97,38.47,58.54,11.1,39.8,0.502
2021,LGD553387473,49.02,6.04,2.57,96.8,52.73,7.37,6.14,633,359,0,483,47.28,67.78,28.21,95.09,21.48,26.8,0.274
2022,LGD092216825,89.49,19.46,45.85,32.4,26.34,17.31,9.08,673,3263,0,8811,38.78,22.73,38.2,21.0,2.9,32.9,0.26
2024,LGD250137800,68.28,41.5,14.53,65.1,22.72,13.48,8.76,285,1485,0,6619,32.75,15.73,44.82,88.83,2.47,58.0,0.909
2024,LGD198713890,80.31,68.27,2.2,57.8,6.28,26.25,11.88,999,3347,0,3495,22.44,49.28,14.61,22.29,25.73,67.9,0.511
2023,LGD447400518,15.43,12.77,2.23,35.3,48.91,21.14,19.45,1041,1441,0,1011,4.88,7.1,18.44,90.8,14.75,73.3,0.084
2025,LGD598505318,48.15,31.25,4.31,1.3,19.87,32.86,16.85,342,4658,0,873,44.69,29.75,5.44,51.44,17.01,21.3,0.708
2020,LGD544601807,35.46,16.62,61.06,60.5,16.62,27.01,3.85,921,4171,0,1283,31.62,80.45,23.13,51.32,15.23,25.6,0.558
2018,LGD023194080,73.98,16.72,39.18,29.9,3.0,11.12,15.41,641,3355,0,4871,10.97,36.83,28.74,19.54,9.39,27.1,0.234
2023,LGD817756884,36.34,26.24,17.98,56.4,34.47,24.16,3.92,1055,554,1,3072,47.07,14.24,58.17,29.07,28.71,96.5,0.506
2025,LGD458412829,36.41,12.66,49.99,34.2,53.69,34.61,16.24,389,4800,0,8367,71.93,20.38,61.65,87.05,16.19,10.5,0.503
2024,LGD417244266,35.46,31.61,24.48,46.3,47.97,34.48,20.03,1000,3095,0,6805,35.18,23.68,3.13,57.08,10.2,71.6,0.77
2018,LGD480273204,30.38,20.79,38.01,11.9,10.19,3.6,15.34,39,1744,0,7148,16.32,1.31,55.18,79.89,34.54,50.9,0.049
2024,LGD166611111,48.33,24.15,33.03,22.2,32.48,16.53,5.19,658,3904,0,8318,37.01,78.71,46.95,36.32,28.26,53.3,0.623
2021,LGD658819724,80.28,50.67,18.39,42.0,12.73,7.21,16.9,501,4554,0,4277,34.11,13.91,37.35,42.95,23.28,25.2,0.138
2019,LGD877535858,39.38,34.28,75.81,74.5,47.17,20.62,18.55,21,1274,0,1584,39.44,78.82,34.64,85.15,34.4,3.6,0.647
2020,LGD555900086,88.01,80.35,58.85,99.5,29.36,17.34,6.24,412,4688,0,8231,62.09,8.95,56.3,62.2,13.81,59.0,0.287
2020,LGD101320828,73.89,53.75,38.28,24.6,50.11,23.92,1.57,509,3337,0,5975,7.82,62.19,15.37,48.1,20.96,8.1,0.209
2022,LGD977207411,17.74,13.71,77.94,59.9,12.21,17.7,14.67,603,427,0,7960,49.37,44.22,59.1,61.61,30.92,88.3,0.766
2020,LGD535558556,55.95,15.46,68.41,65.4,25.28,28.51,4.76,1147,932,1,1101,55.53,43.49,43.61,88.66,11.13,68.2,0.752
2023,LGD445272268,65.51,28.23,74.28,38.4,36.42,11.22,1.28,502,103,1,8618,25.29,40.54,31.57,12.67,13.06,66.8,0.731
2025,LGD626966504,41.65,29.6,68.2,5.7,57.32,10.73,7.36,263,3848,1,3477,69.77,85.52,31.57,36.78,33.19,61.4,0.786
2022,LGD775763087,61.07,59.56,18.59,66.2,4.08,9.57,5.54,1148,765,1,182,48.69,38.72,30.95,22.91,11.88,42.7,0.856
2018,LGD242774161,68.17,12.96,5.07,18.4,22.68,28.24,7.65,1003,1527,0,6536,2.87,61.23,52.89,33.0,17.09,8.4,0.928
2021,LGD322596709,20.2,12.82,79.04,49.9,55.52,29.28,11.47,71,4952,0,3154,13.98,84.81,9.67,49.17,4.66,96.4,0.349
2022,LGD777779222,58.3,26.24,13.38,20.0,26.07,26.29,23.96,783,4492,0,2876,35.52,0.18,52.04,45.97,23.3,64.9,0.925
2020,LGD074590880,73.52,23.57,58.25,80.2,15.55,18.56,23.78,1126,4424,1,3861,48.88,45.09,46.31,24.86,14.59,73.5,0.719
2022,LGD053833495,28.5,24.2,21.54,42.9,3.01,0.02,21.9,706,2672,1,6303,56.07,17.99,12.61,23.46,31.99,42.1,0.317
2020,LGD396969103,18.42,13.47,77.55,16.8,19.0,30.67,22.64,468,2598,0,7850,14.42,81.99,13.68,35.76,29.1,5.5,0.018
2022,LGD479696140,77.68,38.76,77.98,22.9,56.08,19.97,14.33,668,1348,1,3599,28.65,71.34,16.56,33.81,14.45,94.1,0.362
2020,LGD733864444,75.07,57.81,43.52,77.5,9.78,31.29,20.99,21,152,0,140,67.93,77.54,8.04,89.31,6.03,77.5,0.527
2021,LGD375526786,40.08,24.87,30.2,18.2,22.73,13.65,6.91,957,471,0,2481,66.67,71.29,57.76,67.94,21.1,89.4,0.895
2018,LGD231429073,46.77,12.87,20.03,77.4,31.8,29.6,21.93,850,1412,1,2314,11.5,46.16,59.04,64.37,22.86,46.4,0.231
2025,LGD584962378,72.25,49.23,68.0,58.5,27.95,11.25,7.64,556,3167,0,7531,58.79,42.53,14.77,15.91,12.74,99.7,0.5
2021,LGD960918916,22.29,15.9,29.01,40.0,47.57,29.09,12.15,137,1383,0,3666,31.6,4.95,48.21,87.56,4.16,25.3,0.028
2022,LGD670421196,75.02,16.74,3.87,1.2,31.74,3.87,0.41,1116,2815,0,1008,28.73,77.69,25.6,84.91,8.06,84.8,0.201
2024,LGD531612657,55.83,55.69,37.82,83.3,11.89,25.36,9.6,657,490,0,1568,74.27,81.83,45.41,39.21,28.91,31.8,0.31
2018,LGD236203413,93.2,39.67,32.76,5.2,12.05,9.59,24.99,950,2859,0,6451,29.2,22.14,14.63,85.39,22.81,10.6,0.318
2025,LGD405272513,96.31,18.01,75.72,2.3,20.58,26.16,7.35,414,4235,1,5854,52.19,16.67,17.52,85.69,1.32,1.4,0.866
2019,LGD747039166,83.05,48.63,73.01,87.1,18.81,33.83,0.97,145,1545,1,4468,22.38,19.41,52.77,93.42,8.98,3.1,0.894
2022,LGD574729166,46.02,12.02,51.79,82.7,36.11,6.97,9.86,706,2476,0,83,8.68,61.95,14.78,17.42,15.98,25.2,0.655
2025,LGD005494897,52.8,8.1,4.24,34.4,57.8,15.95,5.45,1084,745,0,3914,23.76,87.11,65.0,62.39,7.04,69.7,0.204
2019,LGD098234565,73.65,19.84,70.41,91.2,49.36,33.33,20.33,333,3572,0,6215,27.36,57.7,8.46,92.75,22.75,89.8,0.909
2019,LGD829715736,57.83,7.99,17.69,20.5,43.79,26.71,18.99,235,1374,1,5986,47.64,19.52,21.77,47.93,14.45,1.3,0.359
2019,LGD908902555,48.16,23.9,58.83,41.9,30.21,25.17,12.29,1031,4849,0,17,40.84,11.57,44.42,17.2,15.16,63.3,0.243
2025,LGD178628440,68.6,23.6,45.22,2.9,29.77,17.98,19.8,933,3311,0,5570,52.46,59.08,58.76,16.84,32.98,12.8,0.638
2025,LGD555325027,22.06,5.74,47.61,14.3,30.74,14.44,15.12,228,1139,0,8051,43.04,51.22,1.07,88.09,5.56,27.0,0.55
2019,LGD627660429,35.27,31.19,80.2,98.2,44.27,8.62,4.32,187,2615,0,8894,2.49,73.59,8.39,88.28,28.49,56.9,0.21
2023,LGD646525429,27.81,24.07,22.88,10.9,9.16,25.5,18.41,74,774,1,7097,7.46,13.34,6.11,30.67,25.1,59.6,0.332
2024,LGD109769255,19.67,10.71,54.43,58.7,34.4,22.54,9.77,798,1237,0,4933,0.6,50.28,57.88,91.61,15.51,87.9,0.918
2023,LGD306470425,21.01,18.64,72.48,83.0,11.88,1.01,3.11,1181,3598,1,4760,67.2,71.17,48.7,12.46,16.43,73.5,0.629
2020,LGD750305930,65.45,49.31,37.88,3.8,37.88,28.19,4.9,1076,422,0,107,22.68,27.67,5.67,56.14,34.26,95.9,0.055
2024,LGD843923242,29.8,29.74,32.72,28.2,51.04,12.14,6.11,1160,1997,0,2174,58.35,25.23,21.09,44.45,19.3,95.3,0.758
2025,LGD130456361,60.46,5.33,57.71,33.2,59.67,26.55,9.26,163,4676,0,3340,6.35,63.65,20.58,37.41,3.24,36.6,0.704
2020,LGD533781504,83.55,52.84,55.13,42.1,20.63,34.68,12.75,739,3080,1,5339,48.13,7.01,48.82,31.32,14.59,38.0,0.923
2018,LGD066198833,22.83,7.45,73.42,10.5,19.73,14.18,4.8,568,2140,0,4396,24.27,39.27,52.25,33.1,29.49,88.2,0.456
2024,LGD162765408,94.6,41.37,39.07,73.2,20.18,18.14,20.33,163,460,0,1718,12.44,24.11,34.87,31.79,6.51,39.0,0.638
2019,LGD619350779,60.93,42.16,41.32,28.3,49.9,14.38,23.47,224,1849,1,384,54.61,73.1,24.89,95.92,6.18,19.0,0.339
2024,LGD296693400,67.76,15.06,81.37,9.1,41.31,1.76,8.47,178,2950,1,5922,45.77,18.04,58.28,42.39,7.28,22.6,0.434
2021,LGD542565413,32.85,29.37,5.11,85.9,11.53,19.72,14.48,16,1399,0,2468,32.61,36.17,1.39,59.81,8.26,48.3,0.952
2018,LGD045941909,15.88,12.84,73.93,86.6,10.4,31.52,2.14,135,45,0,7569,21.96,13.81,53.12,72.63,26.41,90.8,0.435
2022,LGD969270687,26.91,5.42,10.82,18.1,47.68,9.65,10.73,3,3310,0,1764,29.12,24.9,45.45,28.79,6.51,3.1,0.508
2020,LGD978516001,29.69,6.01,37.42,92.8,5.91,4.92,20.85,857,778,0,2838,18.77,49.54,17.7,36.08,26.02,51.1,0.226
2021,LGD853548204,31.88,27.94,19.69,49.9,27.94,27.98,7.43,308,1581,0,5801,61.94,31.93,19.97,17.13,4.01,30.9,0.145
2021,LGD366306086,89.21,9.17,21.19,49.6,35.54,3.92,5.55,915,4696,1,469,0.75,16.9,6.33,89.13,24.88,37.1,0.71
2018,LGD309057385,22.13,8.45,82.1,40.2,56.89,34.49,17.45,739,2594,0,8083,61.64,39.87,19.8,79.95,32.92,12.2,0.632
2024,LGD960473454,52.81,48.61,24.52,62.4,11.96,10.25,16.75,585,4581,0,7329,5.75,12.87,48.1,33.68,7.25,74.8,0.382
2022,LGD146221208,53.21,32.18,11.71,79.8,1.71,1.98,17.61,134,1179,0,8826,16.08,39.58,9.76,74.01,33.34,3.2,0.923
2021,LGD849025603,20.69,19.8,34.27,52.6,42.9,27.38,3.78,724,439,1,2406,49.73,79.17,31.39,74.07,5.31,59.9,0.764
2022,LGD839168003,62.76,32.43,83.41,92.7,41.81,33.83,3.24,1022,4568,1,1285,20.33,58.49,30.32,34.75,15.8,32.8,0.169
2024,LGD165160834,56.29,37.2,56.77,85.8,54.13,19.16,13.55,848,3806,0,4119,73.52,52.66,23.21,62.74,7.62,55.6,0.659
2024,LGD358461041,91.25,66.04,43.58,23.4,1.07,6.39,15.66,1033,3162,1,3461,39.85,46.45,24.72,24.45,8.3,12.8,0.014
2025,LGD242927884,39.82,5.08,43.73,25.5,23.64,15.32,5.48,688,3811,0,6387,23.2,49.43,29.16,26.88,9.97,37.5,0.164
2024,LGD214712981,15.64,7.93,78.8,0.6,20.07,2.27,18.38,528,4330,0,3102,24.69,1.82,39.5,27.25,22.71,5.0,0.756
2020,LGD426046972,84.31,36.69,49.75,23.5,56.34,9.62,22.94,381,2412,0,2453,4.51,50.62,22.77,92.93,7.85,87.3,0.413
2020,LGD570509098,23.12,15.88,42.52,33.6,35.71,4.11,19.65,76,1540,1,8086,55.85,69.42,7.58,50.15,0.23,95.4,0.932
2020,LGD123284543,40.99,40.09,59.31,87.6,55.22,9.8,11.68,1196,2226,0,4889,13.38,23.62,31.11,47.1,10.42,11.7,0.9
2019,LGD505630118,34.69,21.05,58.82,43.3,12.45,18.71,7.56,1197,539,0,6232,57.23,12.82,15.77,19.55,17.62,29.9,0.365
2019,LGD720848321,85.62,36.66,34.03,85.0,13.06,14.8,13.32,709,229,0,8107,65.65,68.5,18.55,16.04,20.93,69.2,0.259
2021,LGD595977487,57.46,23.56,56.71,11.7,46.02,15.9,11.38,161,2149,0,1728,52.07,70.55,64.62,63.03,29.19,58.1,0.853
2019,LGD675029392,58.8,7.86,51.09,7.1,4.05,20.47,17.4,850,2218,0,3469,18.05,41.0,47.44,95.7,16.44,26.2,0.967
2021,LGD122161688,23.51,23.28,25.22,53.4,44.31,8.76,19.81,342,4800,1,8221,17.95,62.27,9.75,66.62,0.3,30.3,0.438
2025,LGD326265391,67.3,61.73,55.12,8.0,43.1,29.93,18.12,239,3646,0,827,42.3,48.15,54.25,60.75,12.33,30.1,0.978
2021,LGD116381744,68.35,31.49,7.37,20.4,56.03,21.81,6.45,345,3285,1,522,48.36,56.79,60.1,18.97,31.28,29.3,0.74
2022,LGD530374685,38.84,30.23,58.95,12.9,42.84,17.08,13.88,591,1729,1,5522,52.1,41.8,52.03,38.68,11.48,17.9,0.309
2022,LGD657348439,24.44,15.86,35.66,5.6,15.29,25.98,21.51,341,3021,0,4506,69.66,36.18,47.15,51.71,2.73,39.3,0.851
2024,LGD220611137,82.33,18.16,36.45,67.4,22.96,23.71,11.07,82,20,0,124,47.21,5.13,34.67,79.91,26.97,89.2,0.192
2024,LGD637309965,56.98,41.52,54.07,47.3,7.11,1.6,8.26,672,4590,1,3413,71.42,44.66,36.98,94.28,10.01,46.6,0.01
2025,LGD035511878,56.79,56.27,82.49,2.7,15.18,4.96,21.5,1109,153,0,6893,38.81,65.07,40.02,14.55,20.29,88.7,0.88
2024,LGD347126352,76.86,39.68,66.34,46.3,42.06,10.34,18.02,873,4894,1,5402,1.22,0.65,52.97,96.53,6.48,34.0,0.801
2022,LGD161734140,41.08,5.24,10.95,18.7,46.75,0.09,7.27,621,996,0,2840,21.18,16.9,35.93,10.07,16.2,48.0,0.153
2022,LGD253386108,29.44,26.89,28.05,12.5,13.18,16.63,0.44,901,485,1,1000,11.8,25.02,10.76,86.79,19.81,21.3,0.395
2021,LGD778059072,55.07,47.49,64.0,84.8,43.54,31.69,23.67,131,2918,1,5866,38.0,13.91,32.59,72.97,29.18,80.4,0.198
2020,LGD782404610,53.58,17.18,67.64,84.9,36.39,20.73,5.33,345,4770,0,5823,50.85,20.63,22.5,72.14,22.78,43.0,0.752
2022,LGD172842800,94.84,33.47,79.68,26.5,42.32,22.38,14.45,570,1077,0,8105,41.25,33.66,4.65,20.36,15.78,21.6,0.48
2024,LGD284957365,88.01,55.92,38.72,8.6,38.17,13.01,0.72,1108,284,0,2654,55.73,40.46,61.17,51.71,2.55,48.1,0.696
2020,LGD812121256,90.85,9.81,9.57,18.2,32.95,28.13,19.11,481,1644,1,3166,33.91,84.96,14.55,80.78,25.18,14.8,0.756
2021,LGD951031274,28.99,11.37,17.18,57.1,54.47,25.5,3.93,80,3888,0,2509,12.58,43.2,63.87,54.75,18.56,12.1,0.234
2024,LGD361442520,78.35,36.52,31.87,34.1,41.98,18.94,6.04,798,3920,0,1017,40.84,65.05,63.98,45.44,24.16,70.7,0.907
2025,LGD945654640,33.59,17.01,69.32,22.4,0.11,9.03,21.46,729,1283,1,7297,38.81,50.21,30.0,37.68,12.42,85.6,0.789
2022,LGD590763802,44.43,43.32,37.98,78.8,30.8,20.23,5.74,249,1584,0,7885,62.9,4.54,63.57,86.39,16.56,68.0,0.218
2021,LGD224796577,86.36,34.51,20.56,58.4,8.6,16.62,2.55,492,4517,1,1015,53.16,36.8,16.77,34.24,24.16,69.7,0.536
2020,LGD553653739,93.84,87.19,66.08,54.8,29.17,21.03,22.89,573,4137,0,6232,2.97,36.01,53.05,93.51,34.67,17.9,0.28
2022,LGD669101380,92.86,52.9,62.91,82.4,47.0,17.71,17.28,1181,2409,0,4226,66.14,17.77,56.29,53.48,9.35,93.4,0.852
2025,LGD554813816,17.91,6.51,55.08,11.0,28.98,15.41,24.66,405,4827,0,3977,24.06,20.66,9.12,64.7,17.15,32.4,0.437
2025,LGD667193292,24.09,20.3,47.2,36.0,44.82,25.38,4.0,1161,631,1,6371,37.02,27.65,16.66,85.02,3.68,96.0,0.268
2025,LGD060439721,90.72,69.93,70.58,6.7,12.42,24.86,5.67,788,4804,0,6303,21.66,51.13,16.72,14.55,10.54,10.8,0.452
2024,LGD881025798,79.57,28.45,52.44,16.0,17.55,1.76,15.82,195,148,0,8839,28.13,42.53,18.65,68.75,0.62,69.1,0.65
2024,LGD354576745,90.22,53.13,70.25,14.7,33.02,31.74,4.75,938,1791,0,1827,46.88,54.24,10.37,60.47,19.25,23.5,0.006
2022,LGD162974525,47.61,26.15,48.11,58.2,7.41,20.44,17.63,507,3142,1,1604,62.92,82.31,52.25,65.4,21.92,17.4,0.908
2021,LGD054458526,88.29,49.03,64.36,77.6,17.89,32.1,10.01,489,2417,0,155,49.09,67.92,4.91,32.59,14.62,42.4,0.647
2019,LGD626965151,70.84,17.1,71.14,82.9,13.58,5.68,21.52,222,635,0,2106,15.56,65.38,47.22,55.66,9.97,88.5,0.113
2018,LGD106205460,16.12,15.54,62.83,68.7,41.64,2.02,10.1,489,4109,1,507,1.34,32.73,11.78,42.96,5.22,31.3,0.39
2018,LGD464582750,50.94,33.32,21.94,57.4,44.95,29.53,9.05,106,1647,0,6570,49.48,81.42,19.69,94.64,17.98,94.3,0.228
2021,LGD603155188,49.55,33.7,46.53,93.7,30.05,16.68,9.62,396,869,0,1210,49.27,49.67,28.43,32.13,1.79,85.2,0.249
2024,LGD402300176,42.8,42.67,35.53,6.2,26.93,21.0,6.77,255,1449,1,4802,37.7,66.33,20.7,33.79,28.74,69.8,0.881
2024,LGD040249015,29.98,11.3,15.48,2.8,19.1,30.77,4.51,482,1329,1,6566,47.94,81.43,16.4,74.93,15.64,86.9,0.476
2019,LGD922118150,19.86,6.93,84.02,50.1,42.86,33.85,10.52,762,2602,0,8076,55.91,23.39,64.8,49.92,30.44,92.7,0.709
2022,LGD069770077,90.33,64.32,34.84,81.9,42.92,6.65,21.89,820,3033,1,8604,2.5,88.01,18.1,55.04,26.8,18.3,0.854
2022,LGD074702086,92.98,91.49,48.68,27.7,31.46,3.24,10.3,707,3425,0,6783,25.76,36.86,25.72,27.45,24.16,55.3,0.164
2023,LGD241345316,79.54,28.1,35.0,96.5,1.38,29.79,4.63,645,583,1,8957,70.22,15.74,32.77,16.53,15.97,28.7,0.304
2024,LGD449591612,20.28,15.84,58.17,56.7,37.55,13.83,4.04,1171,3894,0,5870,15.46,35.11,1.34,34.67,13.76,13.8,0.12
2025,LGD475305783,25.05,19.17,79.11,22.8,31.21,17.48,4.33,1014,412,0,4348,5.08,86.64,64.6,37.13,31.05,67.7,0.857
2025,LGD682486649,59.88,47.64,3.15,39.4,19.06,3.81,12.61,22,1809,1,1447,73.47,81.12,15.33,86.43,12.88,64.3,0.147
2019,LGD974924569,67.46,16.98,22.44,32.8,3.57,22.3,12.07,348,3423,1,2773,0.88,40.31,11.36,18.69,6.87,81.9,0.853
2025,LGD878902477,42.59,12.39,63.15,85.4,30.11,34.28,2.39,412,2524,0,587,51.68,69.8,36.89,90.1,22.95,63.1,0.211
2022,LGD631783498,42.08,37.73,5.4,73.8,16.67,21.32,7.13,379,1861,0,7565,70.47,78.92,37.86,71.38,1.95,46.2,0.253
2025,LGD621038052,24.35,7.68,11.49,60.9,35.8,31.9,8.42,834,4699,0,1568,21.51,46.42,4.94,10.99,14.41,34.0,0.83
2020,LGD397235768,66.55,29.18,8.25,47.8,41.79,18.27,5.82,770,1008,1,2891,30.79,21.5,16.41,28.94,34.32,11.0,0.575
2024,LGD460957376,68.73,60.12,77.51,9.8,1.72,5.41,22.53,1199,42,1,6450,37.68,24.82,52.21,52.29,4.28,92.8,0.662
2021,LGD588928455,20.71,6.65,19.94,82.2,49.99,29.44,16.45,1129,1521,1,6946,11.97,7.35,55.9,43.84,9.88,50.1,0.625
2020,LGD690884726,89.59,51.03,67.19,93.6,49.2,4.91,14.73,1031,454,0,5920,15.95,12.71,41.58,28.33,23.68,30.2,0.232
2021,LGD502571351,45.01,33.68,28.75,99.5,42.83,0.46,6.83,621,2734,0,8055,29.62,70.7,61.75,15.35,14.39,45.7,0.83
2021,LGD233391104,47.82,5.79,14.94,81.1,16.11,15.89,18.54,405,2841,0,672,60.55,3.3,30.2,18.29,30.24,73.7,0.863
2025,LGD825849972,51.33,14.42,25.54,82.4,48.88,28.43,2.95,520,3638,0,5974,14.56,71.83,41.76,95.4,23.11,7.9,0.832
2019,LGD135584411,57.79,30.78,65.47,50.2,53.17,28.24,2.39,274,1342,0,4630,45.65,84.17,44.73,53.18,25.35,70.0,0.214
2024,LGD927827556,46.38,15.09,78.69,17.3,21.83,25.74,0.43,546,1367,0,7404,67.34,68.53,47.07,26.46,16.18,51.0,0.38
2021,LGD935582801,51.79,22.48,37.15,33.1,9.38,0.73,17.66,324,378,0,1147,17.19,61.81,18.42,81.88,11.21,56.6,0.005
2019,LGD723771558,63.42,33.66,39.99,42.7,17.3,14.46,2.07,1161,2130,0,8138,62.56,13.04,55.32,13.67,20.04,91.9,0.06
2018,LGD604374928,61.33,61.25,34.81,38.6,12.33,6.44,19.59,1030,1690,0,6777,36.79,83.58,44.58,81.13,6.5,60.8,0.909
2022,LGD062775640,89.55,83.07,67.08,52.4,8.92,27.7,16.71,205,2552,0,67,21.61,35.03,29.08,88.84,26.83,41.5,0.143
2018,LGD847493332,70.16,29.96,33.85,81.9,2.18,29.51,1.31,947,1094,1,4642,71.72,27.52,15.75,63.94,19.74,48.1,0.422
2019,LGD767131975,69.43,15.82,24.41,54.7,18.62,11.96,2.96,653,1476,0,7537,8.42,6.82,15.27,40.57,25.27,43.4,0.501
2020,LGD230313136,64.18,7.61,43.82,61.1,42.95,16.6,13.94,948,4181,0,4908,49.63,22.23,32.58,92.71,10.94,51.4,0.529
2024,LGD246544942,30.64,13.23,49.02,72.8,16.51,4.93,1.86,598,4756,0,8732,70.17,41.69,8.92,95.42,18.05,85.4,0.734
2025,LGD156816853,87.02,12.41,28.28,84.5,15.51,1.24,5.12,791,3506,1,917,58.67,73.58,46.87,27.53,27.93,40.2,0.405
2020,LGD939979212,35.45,35.14,62.21,58.0,33.64,26.4,19.77,504,296,0,8976,49.31,60.49,28.3,37.55,32.08,63.1,0.448
2021,LGD093661690,94.62,17.18,4.4,18.9,32.03,2.06,16.52,179,2840,0,3061,5.86,10.65,38.81,83.21,27.99,33.4,0.875
2023,LGD628829928,96.59,50.08,33.78,8.3,43.04,18.52,24.97,747,1863,0,6680,9.13,72.48,53.33,31.66,15.48,55.1,0.099
2022,LGD296018032,94.0,30.21,59.41,82.4,28.04,19.99,17.7,759,4209,0,4767,42.3,86.34,23.67,17.03,0.02,10.0,0.274
2021,LGD815540820,51.32,25.63,61.51,5.7,17.78,5.07,8.81,317,3801,0,6124,43.7,81.99,21.01,74.61,10.19,70.4,0.055
2022,LGD308101280,38.23,37.7,35.34,89.8,11.21,6.98,9.21,874,220,0,3376,52.06,77.54,56.61,59.58,27.05,81.9,0.91
2022,LGD869259654,27.69,22.6,84.49,94.6,9.47,14.64,11.46,547,1751,0,4769,2.32,16.84,36.12,45.82,14.0,68.1,0.966
2020,LGD517270211,75.44,28.09,76.65,5.9,2.56,29.32,23.91,815,2169,0,4131,52.36,44.8,16.14,18.37,7.01,54.0,0.598
2022,LGD967841930,72.31,65.76,26.03,25.3,41.95,15.8,7.63,121,3378,1,7122,15.04,85.34,54.36,74.41,2.93,72.5,0.01
2018,LGD535362253,91.92,11.96,40.75,59.8,18.28,14.41,8.17,280,2000,1,3751,14.61,53.97,34.5,95.76,11.99,4.5,0.864
