tax_income_tax_year,tax_income_agi_bracket_code,tax_income_return_count,tax_income_total_agi_usd,tax_income_taxable_income_usd,tax_income_total_tax_liability_usd,tax_income_effective_tax_rate_pct,tax_income_payroll_withholding_usd,tax_income_self_employment_tax_usd,tax_income_capital_gains_net_usd,tax_income_qualified_dividends_usd,tax_income_retirement_income_usd,tax_income_itemized_deduction_total,tax_income_standard_deduction_total,tax_income_earned_income_credit_total,tax_income_child_tax_credit_total,tax_income_audit_rate_pct,tax_income_underreporting_gap_estimate,tax_income_refund_amount_total,tax_income_processing_time_days_median
2025,AGI_50K_75K,4150613,1678135589881.78,1367109534624.26,346606682280.05,20.654,306100690498.23,24211922028.11,107522747206.91,47279866031.21,155368903718.8,123501041300.07,130583514406.82,5008067466.1,16255837379.73,2.313,193493699631.51,456856746820.81,76
2020,AGI_100K_200K,7797247,205038130807.43,151502260331.41,17409005721.28,8.491,15047702067.95,3368086082.66,13519796370.25,1148016580.65,66476441.55,5831470588.47,32998607180.55,3034311833.04,20602322808.71,2.215,239261033084.27,496964337437.2,28
2013,AGI_100K_200K,327075,8007331500544.81,6877251347964.29,1152273153663.08,14.39,864266131009.99,96048259870.49,511587097402.92,129431620518.29,523927056954.54,988105265761.73,1604293232809.06,6333923731.92,28376895126.0,2.32,70520793426.28,331395583231.4,120
2019,AGI_200K_500K,6657914,1712317274188.51,895684884434.45,178690775914.91,10.436,161209738846.67,13857212362.2,63656718730.86,33265584893.36,104056582816.78,93877845520.06,150855450763.84,5540216453.42,18436891978.05,0.177,29373320278.87,240087117186.99,64
2010,AGI_0_25K,2456280,6111395074572.48,4877545935582.68,1138561079181.06,18.63,820976781623.81,20546433215.65,254993965370.33,126393334540.21,537878548639.59,45027821140.54,826675346545.03,4000561255.33,9835960872.63,0.753,181317936087.63,74847797786.68,106
2020,AGI_200K_500K,5729927,7019902100840.93,5359939560571.58,795702507811.24,11.335,444851636654.03,73707960270.48,369018524467.73,38654961657.91,330001555816.68,294250595768.59,1222377883462.07,10212202417.66,2756680872.54,1.025,24651610518.45,347823841101.89,87
2012,AGI_75K_100K,1176840,7121937516813.95,6363973417496.46,1576182716137.28,22.131,1399269875946.93,126743223288.02,469143677724.28,167904568616.73,53395365630.12,479811785967.18,468360235503.79,3401125370.01,16090503542.3,2.122,179531261451.89,264805712691.46,57
2014,AGI_75K_100K,4372707,6571743378229.47,5343080791163.68,935578542580.78,14.236,500398899706.4,42352679568.69,303799482281.98,98531099857.42,26716905762.72,249486729244.64,1453883392550.8,3646063100.8,34521609352.49,2.556,27939953661.01,23436452275.46,35
2021,AGI_75K_100K,3977061,6808246335977.53,5759399135390.15,523417904136.27,7.688,283119145033.74,74652419717.39,173742317481.04,24381257299.27,545280289778.87,207734642706.21,601073977380.63,5092891458.2,33920905500.52,1.072,101477121377.72,116993129997.47,73
2015,AGI_0_25K,4451394,8164036103550.97,4500005979925.11,1349676127511.63,16.532,521704658942.23,16565379171.17,369380192425.3,136298733083.07,347745842436.64,749337632967.23,491552861884.39,4668851903.96,32740211960.52,1.135,215317732807.52,80198619932.09,33
2006,AGI_100K_200K,4487157,4068564827370.43,2861641852121.68,601804881625.4,14.792,211047957203.29,70029773626.98,40392560136.01,37709470074.41,366649755876.43,35354302205.36,767153790293.53,3050806279.55,28727561001.75,2.277,178684992803.43,439828002871.99,60
2010,AGI_0_25K,793845,1078310008913.68,797966428594.93,216289271537.28,20.058,194153281357.31,9982275578.11,22547420473.53,3590818768.22,104849070579.63,21637212758.33,73460644955.36,10467040022.37,27663060360.46,3.235,133526061491.26,340680786534.28,92
2017,AGI_100K_200K,359113,3347568338708.17,2869506120883.48,722609546101.37,21.586,406964355649.18,5122573567.34,202158605818.53,9768365082.39,227714886439.41,288982853655.88,599318044396.04,11117753729.72,21838969674.68,3.172,241595074759.98,416541623688.7,107
2020,AGI_50K_75K,5767295,2513239661182.1,1898572733490.19,77789625133.13,3.095,55849979282.19,34435169987.82,59128571334.68,18868546797.51,165233814577.0,154658005244.41,253874456861.65,8348945086.52,6747006083.82,0.653,32214312932.16,88342807263.9,108
2020,AGI_50K_75K,3575688,7619420380941.27,6272513363597.07,920345629957.13,12.079,496479896179.15,8125692746.26,197098167792.04,149669365010.27,435430934288.01,330765623615.98,477017670890.42,2735028867.66,11377494873.72,2.207,262296055196.06,241414183344.26,28
2020,AGI_100K_200K,5488972,4531848749172.63,2613063394211.11,332363712097.16,7.334,137269306594.84,43930426787.86,315516993925.95,60236335361.41,351955291517.78,49467413046.39,293964809610.44,3353505737.46,3775194304.32,0.178,291811567232.33,460911619184.06,74
2005,AGI_500K_1M,3298243,8349113244374.18,4995729405644.26,1102870280780.88,13.209,427639221698.95,43636194299.27,117184792437.67,195542819776.71,628664068435.73,795411798308.0,894512321204.35,1327084698.43,19726120983.38,1.786,206708087565.64,28992277149.57,90
2020,AGI_25K_50K,272145,2902166303111.24,1509237439214.63,270112154757.33,9.307,126890607090.38,38676232808.22,95350223090.5,3827443724.6,227142185711.25,137216983577.95,353829855569.4,32170097.55,7141656425.63,3.149,260781536910.92,440236019881.56,71
2010,AGI_75K_100K,2906741,3643225122397.66,2832753179905.68,333330148926.62,9.149,308664864346.89,46422237062.82,222599494655.29,85108328921.29,111308241811.91,336482937789.63,151530127939.96,9437219364.13,30540706541.25,0.317,272795875698.89,302697097575.89,31
2019,AGI_0_25K,1753041,3758211684815.11,2412662495666.77,704190898533.87,18.737,564969116246.45,58270901684.72,155863934711.76,109441294772.64,200408019913.57,157903922929.69,658184973767.72,5629215508.98,8057382794.03,0.291,116534635914.23,121645367685.54,25
2021,AGI_25K_50K,6730776,7921246294325.9,6457739411620.06,1194114634262.92,15.075,922895132114.69,109842428257.35,31461356532.81,222832704498.11,8437378747.76,255423852931.2,710995455029.47,4061067363.85,27310559985.41,3.163,35050970594.61,423205403632.05,105
2017,AGI_100K_200K,7708390,4667246939511.99,2645688254587.01,213900407097.33,4.583,128636746314.26,41253950251.14,37372693181.04,90902576043.29,64271169375.31,101081885894.16,421128462407.14,11388794078.71,31706532578.11,1.079,172412085400.1,265316313404.78,49
2007,AGI_100K_200K,4561114,7562224210373.46,5689534502168.89,1501183533187.77,19.851,1328167090231.54,108242906182.36,401935868029.12,215240649291.51,550288536228.81,531393925460.36,975424875132.76,3399469349.15,5332651953.63,2.611,268097657187.51,338766054981.44,57
2006,AGI_500K_1M,2761700,1071015695283.99,527320753162.99,90815736073.3,8.479,39048027981.64,16572393853.93,74565161141.83,7882912627.21,83887230601.88,35206995885.87,67348290575.32,11513468650.7,23964183294.39,0.535,177898855039.72,226981383385.65,78
2014,AGI_200K_500K,2961092,7755225542909.71,5357314046802.26,868819937276.57,11.203,631303318132.92,89236485851.43,285373642541.89,30110085964.46,282178060364.87,879199796216.73,583270096032.87,1992055684.07,13230685736.81,0.541,290764003917.14,369207725157.8,23
2009,AGI_50K_75K,2419928,6442079527421.74,2909316896236.85,182112460725.06,2.827,151245765617.0,116485840778.75,478934070971.78,183803672050.15,174286427887.49,245585179467.56,496516755578.6,7729072065.53,25222239485.39,2.949,125577714230.87,130678996621.78,94
2019,AGI_75K_100K,3825373,3403143872390.94,2467891756493.41,133373962016.05,3.919,109041407824.29,32097310928.66,184722691337.54,7591965609.22,228164730202.69,374933213444.33,440771348155.54,10029260512.2,4747099535.96,0.587,106625699750.53,82307940115.35,74
2025,AGI_25K_50K,2031478,7612583290718.3,4677442804701.36,1355819030175.63,17.81,1222766225364.09,131477927518.52,343179836624.78,185381691494.54,355907317456.79,520276686800.06,1027277036081.4,7723992081.79,17135643622.79,1.31,290186498922.53,389433462658.5,15
2022,AGI_25K_50K,668575,3225284083553.97,2673019818905.35,481511325481.12,14.929,254397086192.58,3894737679.67,5899051466.82,35271150742.02,174207491281.91,265590717165.74,449201105492.76,2169643458.24,29342304584.96,1.556,53824315418.52,60953299391.27,71
2006,AGI_25K_50K,3987193,985752115149.75,673819674375.22,149327960576.08,15.149,120474619553.97,12004793274.96,20731831559.18,27192915648.68,85467763595.45,113947507162.51,111673480713.84,6756075598.17,22077913412.2,2.033,209092257992.04,340458763632.99,76
2022,AGI_500K_1M,5511479,7244861940276.95,4225559322552.62,332897680252.9,4.595,119690769416.19,95965759044.26,562496002492.52,30684845076.25,255849695920.08,595694680026.69,835921437916.83,8017851593.05,24593693115.18,2.551,178829466924.39,407458011820.18,85
2022,AGI_25K_50K,504111,435676965616.22,340999710781.72,68277540713.18,15.672,61506959202.83,2061761467.48,29079039870.32,535328011.12,30605963832.27,31619526170.7,74868545391.89,7185053406.64,18628241931.53,1.07,156716379087.92,463609354510.88,90
2019,AGI_25K_50K,847914,3280082496436.02,2821536289324.99,830659983079.09,25.324,512373349415.15,22442600586.07,149393916120.41,11714462756.74,67583815930.46,258927697411.28,581426681849.38,10469515041.07,7434047563.51,0.829,242145272149.01,66238367326.65,5
2019,AGI_75K_100K,2796382,4058866365993.04,2201465229645.15,129531434818.12,3.191,58194119491.87,41159624294.37,132357455414.27,79359937927.55,301150948190.92,42186106338.52,568459381286.23,43583818.19,30167361692.41,1.802,225846649246.71,210828878969.29,47
2016,AGI_0_25K,5965296,2140967573756.92,1070372884725.53,131102464939.36,6.124,86743604573.32,1253063639.28,28246267419.31,48008430616.47,107345857447.36,117635076219.74,124536287680.05,8463446157.13,34019705381.01,0.326,175351920781.59,189694837764.53,96
2014,AGI_25K_50K,6368888,7165879364253.42,6183325903184.88,661604600488.93,9.233,307686758279.82,51339052453.41,106798285264.67,173953404763.02,452860194417.65,375991328730.23,1596914460631.63,2518508331.57,5431133414.93,0.47,295106132620.62,68169286117.84,9
2023,AGI_25K_50K,2561291,6702687274294.05,5611901031034.54,801176189625.2,11.953,408869424417.83,42534514331.06,51451502736.99,78318159360.82,602772985632.99,918116197058.2,1252942670619.8,10924212067.15,23233255025.44,1.925,158217801038.74,8363564925.61,44
2015,AGI_25K_50K,6236164,8141454167318.48,4435722539074.55,1139248606806.38,13.993,732009816060.02,83880324815.89,11862557757.61,106396993352.47,221333280721.19,175515940519.54,628443981603.64,11699837479.54,15836713775.41,3.19,101805215717.5,342974209184.5,8
2013,AGI_500K_1M,7631007,2256777661235.04,1981581837582.59,573400226823.42,25.408,268168914161.94,30994038417.02,125057192840.27,13801507625.87,161400313496.74,323840274639.61,344536441400.69,9746474302.58,6635347251.1,1.114,25090811864.27,303946501945.59,62
2009,AGI_100K_200K,6024224,1026144250030.35,618470323690.05,51223405737.16,4.992,18588259702.49,5347870189.1,81054244418.44,10134742722.73,26595367914.28,53436370573.56,132570323062.36,9091690141.66,28914348042.43,1.733,283974028237.22,412853355165.38,98
2013,AGI_50K_75K,7401980,875606076228.25,604395579866.54,178537893682.12,20.39,92098561295.32,2718397900.79,34417804837.58,15404805552.91,67326938942.53,7966496524.65,81337245401.17,3938477810.99,15491094383.53,2.733,207242559061.76,238524433683.65,88
2005,AGI_0_25K,1907548,2900365076001.85,2610832462097.38,492081148988.29,16.966,381989953273.98,9379392794.87,101874221837.91,58920980796.47,173988421812.62,382249594755.35,227998881190.62,9779061571.38,2477851282.62,1.096,148659940294.07,139610373626.96,103
2022,AGI_75K_100K,4916981,2778543028267.56,2171686558029.5,161159213743.42,5.8,113457357099.93,54292238375.08,119996373886.34,48193237341.26,74582829333.99,227340482456.67,586502121120.37,633684200.43,16130427485.57,2.015,62154445337.2,155545499522.17,113
2008,AGI_500K_1M,5314955,4273638649461.45,2001141371356.54,408869181398.86,9.567,285958210968.31,76462421599.13,201037924982.8,74764851486.87,170847406112.45,202885398536.17,491468981625.81,3143072331.74,363344224.95,0.129,284368558740.09,195959171554.39,36
2013,AGI_0_25K,5809037,1706939376805.49,1266451364052.47,208576394712.77,12.219,186467843775.55,22713393291.3,23453924718.17,16938672040.58,163403724832.19,1156964896.8,236704291807.78,18830442.23,6648610522.0,3.202,146537636215.28,243106972749.7,120
2007,AGI_0_25K,6947823,5258516947700.14,3414436680856.38,284370385663.18,5.408,176426618483.39,43255340153.92,79809691597.72,152692230143.66,242826065237.67,18528651491.14,315041321627.63,3374539618.66,21545147513.74,0.39,177078747969.5,386832811197.19,103
2018,AGI_75K_100K,6582819,1883848506162.18,1374299236436.35,269616008086.44,14.312,184820805567.87,1403640444.71,75726102028.65,22546960352.92,167991934728.55,229045933604.05,327826079942.46,3736008815.91,1159878461.1,1.013,292893134799.61,163550512788.03,10
2012,AGI_200K_500K,5053792,4690926132150.18,3363626744988.45,761598077436.78,16.236,326869033547.42,70147993552.77,322978966054.11,116516904290.09,3076653413.09,61273538058.7,565572807337.9,10770030856.49,1158674699.19,3.374,124528731680.65,310496512371.62,64
2014,AGI_200K_500K,2218152,5719045999801.03,4268248979937.23,613398525489.9,10.726,270790582396.35,62087503711.16,175933115985.94,11810876111.3,543763740149.02,23764040338.03,660036016030.67,1958523292.85,23799696190.6,3.484,257561479846.68,128419331507.79,35
2022,AGI_0_25K,172589,3671545568264.55,3066603005085.18,675941905991.2,18.41,512257762658.68,42214376012.93,73685415863.78,94605637983.96,62606098415.94,320977460723.07,641207406448.68,7666317819.41,13596927829.55,0.934,107420098754.14,339160991629.42,24
2020,AGI_500K_1M,7934285,253991075266.22,200226005897.33,33714575181.46,13.274,23215844643.16,4707555206.49,18774067334.24,3461303595.06,20767404939.31,7902894836.97,55069017820.59,10444213619.34,8915807968.88,1.867,200076244065.81,184571299019.99,24
2016,AGI_75K_100K,4542160,6154498273588.54,5323770921419.57,806066517771.34,13.097,567171760877.94,46039841229.62,454847390266.97,1060088836.73,536253691837.82,366541819542.64,698934125998.72,6011198664.23,6997743073.34,1.4,74996543596.84,82760060074.2,102
2024,AGI_50K_75K,2545890,3009868718983.24,1455218951906.89,414373961629.6,13.767,379316230367.77,53961176912.72,114365109310.97,48939922875.58,178301677316.24,179575896828.6,196092898166.8,10738851673.73,18998264929.36,2.666,179858456934.1,411479995253.17,81
2020,AGI_50K_75K,286171,8145428031658.57,6467935323232.73,370001101293.07,4.542,296065271816.75,154900676897.51,278881556168.83,239533609441.54,692932774183.08,121874786636.12,1420854533204.47,11442718086.66,6903680437.38,0.572,84793962755.53,394502787163.88,48
2007,AGI_75K_100K,6222088,8947326557514.32,5412713683866.0,726547804134.78,8.12,637703465266.69,142594590422.36,643031967729.12,182885104996.89,475426839080.29,633408954070.6,504248624993.63,4410803110.93,29832371142.77,0.632,57838074448.85,346426950083.5,101
2015,AGI_0_25K,7829353,2893080551327.53,1448788312037.37,246653322840.58,8.526,98593001081.41,12903229794.06,109449473256.45,49812333532.75,260999479743.7,54708562471.18,105243309007.25,4529261656.74,19925021858.69,1.996,51358200504.73,394045824642.18,71
2011,AGI_100K_200K,5410817,6571469957149.03,4458185917655.08,1015795239880.65,15.458,704768452231.14,116219632365.55,219751623858.37,107918657053.73,195524159188.49,310307416560.91,238965102471.07,6983702092.83,30863696566.27,2.971,65753752903.59,328572496760.41,30
2005,AGI_50K_75K,4183863,1747135719511.79,961644717339.71,246422133163.5,14.104,110413282828.36,18493277047.01,134160097611.15,30288836753.17,82619426638.91,77947159460.58,199631572505.82,11285564063.75,2201541415.56,2.442,9139129784.19,186396823508.6,36
2016,AGI_0_25K,7635809,6196591938093.14,3195469461997.42,330645990928.63,5.336,280346061208.82,54007658352.35,206575910576.81,165539733763.14,370942624008.94,182731839807.56,257386143402.83,197220700.94,6928307525.39,3.037,49618735074.01,332172995609.05,70
2008,AGI_0_25K,4150917,5366722137204.83,2842922763270.02,815524261592.69,15.196,487064068932.75,16640351101.15,215106372062.64,71997855835.39,197687140211.94,283478574306.85,437230992484.67,6840023725.98,24955256543.54,1.591,194516428646.67,15704908468.12,54
2016,AGI_25K_50K,3124498,3806355762630.72,3168260892375.03,419085590628.48,11.01,390553391629.56,36800597633.02,275975493296.31,98520959934.23,181976134733.56,103086125806.95,495704502228.9,5462077154.07,18028177808.56,1.87,33498615077.31,350727219485.76,113
2021,AGI_100K_200K,7377878,4434903926860.76,2784883152346.58,266761709696.48,6.015,202744390888.33,60016485154.04,177405224044.36,27403912245.29,197599745143.14,472883715469.32,771134135473.27,2186985712.12,9035675354.24,2.527,138405663679.01,134077509170.84,30
2024,AGI_0_25K,2705792,2909701128307.97,1630694524035.05,294728240622.99,10.129,273380946964.59,53165541626.47,71961269928.21,11140191105.14,22590610027.84,40279018708.18,340212638922.84,1396529753.94,21879089287.07,1.264,102209534048.24,63295328688.26,11
2015,AGI_50K_75K,3267046,5028470985899.44,4157052516348.2,939748122490.88,18.689,864981652824.62,37388590419.11,355686706579.23,1133229116.31,333040618321.49,600038879534.85,637611898717.37,1112084945.41,26109714196.38,2.634,187879300110.16,39454347070.36,45
2022,AGI_50K_75K,7791293,2827053106967.73,2506320706641.8,146352026138.79,5.177,131758995366.92,27915103511.17,167004214936.06,887031180.74,20612682235.65,223309472467.42,406171512424.08,5391374710.86,17597159091.46,0.306,68295509897.5,53004842162.06,69
2016,AGI_500K_1M,555336,3839367311061.99,1900934344644.61,561836492092.97,14.634,481928039714.05,41323396666.58,89462640476.81,74503947728.82,348678549185.55,66922747478.48,381242913013.48,9642620249.07,14210859909.3,1.892,46921424885.41,390384978938.4,21
2009,AGI_200K_500K,6820314,3602110408338.88,2025491044927.28,440384925001.44,12.226,234998775372.23,36858763213.18,258787019332.67,12839530766.86,148083738122.42,323690325835.92,432756240207.49,9577790639.66,15727715433.08,2.931,140479432436.09,278625724142.11,90
2006,AGI_0_25K,5202788,7395529331245.63,4254690792390.71,1205664765462.26,16.303,594672639171.79,124520278032.8,542712555618.21,135458364639.16,571414642537.62,219390893668.58,1016812775214.02,156106706.98,23780031097.18,3.345,281436380685.59,196797850714.2,80
2024,AGI_25K_50K,4684843,748346574009.5,470988117019.3,83391874265.52,11.143,32572191412.62,3692451850.89,46778087316.36,5862160904.65,2239156118.21,5294574051.03,125848576167.47,1155930506.57,24801302013.32,0.242,72695719795.65,265999417093.88,98
2008,AGI_0_25K,4763939,4545350040438.68,3137930828648.73,892051440768.49,19.626,661083328165.91,87559173529.24,315477679068.6,121077421514.39,251136896952.1,336064008701.54,860177688414.21,4338104433.54,12865777373.86,1.9,279984912876.7,485028476952.63,87
2015,AGI_75K_100K,1215334,4708351752220.51,2490037140644.87,495515612258.83,10.524,376271022458.17,57666890729.32,155940389213.07,99302355004.4,118547350267.4,275519001167.68,299781080656.03,4032675245.3,11108312707.8,2.972,85022143611.24,318728680878.1,98
2008,AGI_100K_200K,7479696,6069969932667.65,4250148606944.6,776978255703.48,12.8,348225353634.74,73345815945.06,159720336006.88,50616257801.58,315552089679.92,529337496953.45,1013938972187.25,7352021916.9,2327640396.94,3.134,243187331007.29,289803739554.74,37
2017,AGI_0_25K,1233533,5963268505607.97,5316967963354.4,593330212839.29,9.95,455331293974.57,82391973064.7,232823478203.93,105926979423.93,183422680357.0,878964058437.64,1407617704254.53,2123691077.64,4199012374.48,2.021,61925571920.48,201102137948.74,37
2023,AGI_100K_200K,3929357,915183469880.57,656027207260.04,34210617124.74,3.738,29405871050.56,4353917109.78,35986533515.92,21422202897.45,71525877938.72,117331395047.19,143139386513.02,7088771061.75,28445404891.14,1.329,35162603620.02,363071189801.16,43
2018,AGI_0_25K,6912307,5087723065166.02,3945043718636.03,1102856549400.27,21.677,633058239977.05,37146911633.86,102986602166.74,81697928989.18,181599066458.23,467206666666.06,758758617370.38,5904087746.51,6503831536.02,3.23,118316127634.68,422343487170.3,21
2010,AGI_50K_75K,6527348,7930525681625.41,4017947995199.29,1015377244784.17,12.803,762203533950.89,25724831129.06,33327816192.94,62871220621.21,649252304649.33,644048178906.2,607565997208.79,409831076.77,27754865595.93,2.394,203783555067.08,214427584701.4,39
2022,AGI_75K_100K,2729338,2627366454449.35,2151239947617.31,523416770368.33,19.922,410518431584.85,36135360836.62,108960873351.37,68857068280.62,207448270061.39,310695659857.79,481286329422.1,11857515952.54,10273381499.7,2.725,139515555282.12,425245811657.19,114
2006,AGI_0_25K,2883465,8707896371634.8,7019748704707.55,1375260843783.74,15.793,1139569834933.57,58275048644.17,640962589916.88,182331042452.37,233741509820.47,848652529230.9,1076872672722.05,2923548447.56,32397960758.51,2.21,269651014204.54,319288062461.86,8
2006,AGI_0_25K,3188216,6019150991987.02,4343356425201.74,1075722542592.76,17.872,511856218626.72,54342064733.11,10053677694.99,84494541821.73,42147518879.01,652213289072.16,684074007959.02,1096417199.76,27403632309.25,1.686,287660969745.62,321936958561.15,12
2023,AGI_500K_1M,7946528,8727844843879.08,7784981196287.05,1194552117158.72,13.687,615004088838.21,67533505854.86,402650795572.45,63195473461.28,66430427745.81,126526898754.42,2072664042153.59,6344536330.06,8995411561.3,2.001,91713539284.12,76048334492.28,94
2025,AGI_0_25K,7243447,2813092533986.21,1949970692443.96,495627183744.28,17.619,401109979267.49,3573970850.16,83877296493.13,46678460148.01,69628002423.63,95961231712.65,174064563956.93,7912910042.84,8737908061.98,0.262,112844518002.59,209874191708.56,80
2007,AGI_75K_100K,3094124,471346550499.0,339756092973.91,27576763261.06,5.851,9769813759.04,8321287668.31,27813171878.83,8629130345.57,13196456031.26,20809313875.06,18120424436.28,4720106100.08,20952924639.12,0.415,171706507849.93,81604944586.39,26
2005,AGI_200K_500K,7198392,6907991329903.93,3972589387788.29,565307281816.71,8.183,519608665086.79,131016461403.66,426925866545.51,164977549746.55,658603549935.23,8309509146.55,858353909840.69,3048894161.96,299039033.02,3.276,165945588225.49,351109684467.03,47
2025,AGI_100K_200K,7101520,6198311068230.07,4997434806303.97,1452969528795.87,23.441,899722512507.92,100946216372.03,267471631057.52,177179951108.02,500728346972.21,375145790650.92,1111994096643.41,6036602237.53,34715419138.75,0.938,194457498787.62,278969477915.44,59
2017,AGI_100K_200K,3534206,1911427743228.63,1286810276791.56,334167572747.06,17.483,231680821314.48,7196397396.34,47782808216.65,2507462338.77,189852481123.04,77078864757.54,165243938571.85,8500440282.39,26592091820.0,1.038,67559037745.07,377812191990.81,30
2016,AGI_25K_50K,7081162,5519738581764.06,3594671156888.15,367490145885.03,6.658,168023102610.98,52870115225.57,169922540332.49,27625936002.17,444886775443.8,246850071816.63,751624054203.07,8796988451.07,176476052.47,1.502,197275087968.82,235275352202.4,118
2005,AGI_100K_200K,3157847,5635460338869.0,4136181167245.7,656451326541.48,11.649,318162136532.99,74273736087.8,407710893025.35,90139336843.24,66553348859.88,25585945357.37,968470574359.52,1084058723.93,16802331278.27,1.28,285909893082.97,205868957046.32,105
2021,AGI_75K_100K,844089,5230375916748.96,2386073842889.15,342794359574.41,6.554,219011144190.67,48187389450.1,158299746657.24,112045258024.96,517806028842.34,317159202225.29,423085332688.12,11384680898.36,26048862236.69,0.71,217386695991.93,429789912015.7,9
2008,AGI_0_25K,5375190,8321446165548.18,7087688774211.73,719028223502.1,8.641,392902232349.57,158206477321.07,407241613494.21,103276800578.42,803684895683.61,1048798863374.56,1552319823773.54,8489120469.75,1957764523.48,2.259,24251811685.71,241944427484.08,95
2005,AGI_500K_1M,3502408,3829271404816.12,2982424819235.34,713871686961.95,18.642,632349471840.64,74947810242.38,274756113723.73,93541630137.48,356109667509.12,18757007032.39,310996454834.54,2952507915.66,28403312369.04,0.382,208211666143.34,214745802323.86,86
2010,AGI_75K_100K,298773,1473262845102.04,1108985737855.66,175719564231.27,11.927,130094503472.77,1760907984.54,107191905053.89,18902845604.58,62163621670.82,182212280490.18,59481293901.94,2073485000.56,7790638343.53,2.246,53537027581.13,199086839767.55,110
2012,AGI_200K_500K,4492733,3971883134591.83,3459795063307.72,573751337687.51,14.445,294765885359.62,46794937284.24,206429254660.46,61315501482.13,138905378479.03,503568688030.64,801870218967.09,11698508202.11,2107286069.83,0.3,166117995384.86,7358325805.28,53
2006,AGI_200K_500K,1361429,6849179210782.31,3104909996218.85,614994474771.52,8.979,381632584483.19,20488818824.46,17622240573.23,73469798792.14,292211366434.6,556212960232.11,189914511466.86,7791807284.04,30054738283.35,0.097,161424057282.31,53297098984.82,74
2010,AGI_100K_200K,41492,4251733989679.91,1991489484048.22,256374346191.85,6.03,151348837578.62,65615135388.74,126717103789.06,28165394466.2,195616026570.95,284413557603.56,205560785936.76,432810305.85,11803448371.21,0.238,168881203172.4,243569572073.62,88
2024,AGI_75K_100K,220168,4606089044093.25,2740638360400.62,532207933459.91,11.554,486625169462.43,42787374041.85,28623053222.58,63372812758.36,17258346025.33,228407364432.16,375523878769.23,6535069230.32,12493929618.16,0.667,272349124808.07,402995646952.7,113
2005,AGI_25K_50K,2406927,2666830216653.39,2439301969561.18,509640829907.09,19.11,397842305537.51,49021824550.68,205183727740.84,38518777431.57,210440867817.66,102822446786.81,192747223493.82,5469498931.79,20212228125.24,0.816,133350927229.6,201245517191.88,87
2005,AGI_0_25K,6822648,7314004668335.23,3783399078709.75,780916370041.28,10.677,569205744604.29,7425957060.63,576220718223.55,4850801721.23,112142307546.03,213216644754.7,424925095735.28,8052614011.37,30976908610.37,2.217,14399452769.14,432667583405.66,16
2012,AGI_500K_1M,3747667,977324886579.7,695956779123.11,193525766985.86,19.802,83827005535.68,12862235392.62,21142112045.14,11284817788.35,59292061264.29,7088301676.45,102841530072.19,2678453100.13,2458874443.18,3.109,227724694344.84,23297324964.16,71
2016,AGI_75K_100K,7770478,3472742577415.91,2327758637593.55,621495189363.5,17.896,383697667251.49,12939202856.07,28793497119.95,30340557684.65,60891252549.64,54404993825.5,454340302241.05,2142185260.91,17775813696.48,2.627,38572244807.8,326764623670.45,103
2005,AGI_1M_PLUS,5310792,4691255854030.42,2416243595007.95,102763060405.01,2.191,87525975664.56,22296027349.21,204775830437.34,118801004521.18,158967426931.75,283325717439.54,245915728595.05,9964062773.78,30259975030.32,1.011,280016159603.04,92203283417.65,51
2014,AGI_100K_200K,6364213,7319681178279.74,3882671162756.55,597222037857.36,8.159,403525972825.51,142031742924.71,11456894874.45,164196562098.71,381904711625.58,323711820691.03,999696842639.7,7636379227.63,27834836310.48,1.221,197547432153.15,331370541870.54,57
2014,AGI_500K_1M,2748439,5418847909895.97,4139828689185.19,1200378895785.8,22.152,772519285776.92,24102284613.86,2164302978.48,154393110510.54,522429122712.04,526227639978.32,920288314706.78,2780532742.61,10785274855.76,1.438,51738186907.99,122557617903.53,114
2007,AGI_50K_75K,6307351,5713151617679.11,3533135919876.49,403755664679.47,7.067,318955277674.84,73478426090.49,323164305502.87,28673327250.68,181768099060.88,509854458741.99,623829220357.96,731336720.04,11473398437.66,0.21,220858707889.59,135855855603.9,35
2012,AGI_0_25K,6533344,6308417931270.95,4632589149005.6,916461701293.22,14.528,683989413029.17,39430333631.89,10216569378.28,10764289700.92,271872156212.35,133441642407.24,359929563387.58,3722021291.45,30533583251.01,0.784,60839877699.01,364447358211.1,58
2024,AGI_100K_200K,1409959,2995186140965.03,1900453284156.0,410110104758.87,13.692,315747769092.71,54607424724.25,96905190416.13,38004755329.46,147472556773.76,210564899087.12,265758714813.02,5598280868.93,22433626633.74,0.205,63967406154.91,405370015470.14,23
2022,AGI_100K_200K,2712755,7624191064332.88,5836928562247.44,1477547990215.72,19.38,887942127486.92,48038079972.6,176177678983.06,27093223546.38,386008215480.41,818364897616.14,301856081252.1,9853647710.08,21842870927.55,3.06,118127187581.33,427144046127.71,69
2016,AGI_50K_75K,5247302,5642591025034.81,4357617383118.48,711743406524.05,12.614,395954989320.31,36956090481.64,160531586481.96,142330618547.62,310332967329.53,766642047640.18,859991952639.06,7273929790.04,11743236129.09,3.173,115660698664.15,498801861623.15,115
2024,AGI_25K_50K,7224490,6712362391696.31,4555449516149.75,603296289166.3,8.988,285994342643.03,120375965817.58,326993538131.44,92638875881.42,405155349934.73,726822746184.39,362122127294.15,11914358490.21,1810536949.06,3.372,227350188708.05,67308563506.8,82
