care_util_claim_month,care_util_place_of_service_code,care_util_procedure_code,care_util_diagnosis_group_code,care_util_member_months,care_util_visit_count,care_util_admission_count,care_util_readmission_30day_rate,care_util_ed_visit_rate,care_util_preventive_visit_rate,care_util_telehealth_visit_rate,care_util_high_cost_claimant_share,care_util_generic_fill_rate,care_util_imaging_rate_per_1k,care_util_lab_rate_per_1k,care_util_post_acute_utilization_rate,care_util_home_health_utilization_rate,care_util_pmpm_cost_total,care_util_pmpm_cost_inpatient,care_util_pmpm_cost_outpatient
2023-04,DayCare,PROC-1900,DXG-830,966562,187769,31067,2.29,125.94,788.86,402.0,1.4,72.92,224.67,1101.07,2.88,19.82,141.92,11.63,1920.1
2025-06,IPD,PROC-3969,DXG-444,1716334,392066,79855,23.04,193.57,873.08,242.46,9.42,48.28,102.44,285.97,15.57,6.68,862.93,204.27,1597.85
2025-08,PHC,PROC-1420,DXG-83,1535170,144731,51515,27.8,559.01,840.0,147.19,5.34,84.5,235.7,791.27,39.21,17.06,4450.57,237.06,308.8
2023-08,PHC,PROC-2365,DXG-169,960558,303865,43067,25.28,405.43,636.17,479.73,10.1,58.04,22.81,372.22,37.74,6.05,1228.35,1364.16,834.16
2021-05,ER,PROC-5666,DXG-91,1083455,27354,51114,23.86,575.49,356.76,147.49,10.53,82.13,240.79,1598.17,11.36,6.5,2173.51,1548.54,1414.69
2022-02,OPD,PROC-6327,DXG-11,509652,243461,48923,0.3,54.94,804.59,372.46,7.22,88.62,67.55,104.62,10.05,32.01,989.0,2224.59,1509.39
2020-05,OPD,PROC-6695,DXG-511,628568,367635,71479,33.23,346.12,537.37,601.76,6.88,64.15,264.13,828.0,32.75,30.04,1112.44,113.29,452.21
2024-01,PHC,PROC-7960,DXG-804,404964,334521,31794,22.73,292.07,885.47,388.04,9.05,93.27,189.39,489.78,24.08,30.91,360.14,1911.61,724.48
2023-09,DayCare,PROC-1117,DXG-576,705853,262900,19294,27.2,116.65,888.98,467.63,9.74,60.21,93.3,642.75,9.12,31.34,2065.18,591.86,2102.57
2025-11,Tele,PROC-1427,DXG-62,1758772,183881,27657,16.53,139.6,496.29,646.16,3.65,61.45,389.19,1294.76,10.17,31.43,2011.1,860.19,669.09
2023-11,DayCare,PROC-6186,DXG-349,1672183,230083,40963,1.68,246.57,521.66,311.62,2.35,62.54,181.51,1466.8,9.97,23.89,1809.2,773.32,1496.39
2023-04,HomeHealth,PROC-4506,DXG-427,1293377,100063,57710,9.39,581.94,304.12,645.83,4.5,91.35,127.33,583.31,34.13,33.29,290.47,2430.87,1666.33
2020-03,OPD,PROC-3282,DXG-88,285260,93678,22077,6.99,519.29,651.48,188.01,1.86,89.71,353.56,570.32,28.13,22.8,2122.48,2828.77,1719.82
2023-09,IPD,PROC-7473,DXG-791,1794793,225978,39979,10.03,500.2,362.41,503.26,2.95,83.53,353.2,905.0,3.59,28.65,1171.37,418.01,1080.36
2023-09,Tele,PROC-5808,DXG-303,609162,237547,47224,9.93,375.27,164.31,157.37,10.31,64.75,388.23,874.39,39.19,11.26,182.33,2869.96,29.54
2024-05,Tele,PROC-8963,DXG-814,609541,263520,74323,11.47,156.9,885.38,36.56,5.76,74.13,269.55,856.17,24.99,18.18,449.84,2645.2,1626.53
2022-12,DayCare,PROC-5003,DXG-152,1914864,174816,5915,17.01,241.99,764.18,287.77,11.13,73.79,200.64,1537.43,4.77,9.08,3763.26,2535.5,406.42
2024-10,OPD,PROC-9662,DXG-633,1398916,394542,20711,16.66,551.72,467.51,333.33,7.67,74.48,244.57,26.76,3.53,5.3,1408.31,1205.74,124.51
2020-05,HomeHealth,PROC-3951,DXG-221,1268430,386047,21976,18.22,19.89,401.28,620.01,0.55,92.69,293.03,519.34,16.42,28.73,968.82,698.09,807.83
2020-08,HomeHealth,PROC-7532,DXG-991,1702705,123206,78525,29.87,579.56,290.76,222.51,4.69,70.33,400.92,1335.73,9.62,9.61,2019.45,2030.72,317.57
2024-02,DayCare,PROC-9321,DXG-130,1172711,267663,23274,19.4,533.6,562.17,439.63,10.37,46.38,241.05,178.78,6.99,21.44,3831.46,1471.75,736.07
2020-10,ER,PROC-2477,DXG-672,791954,82297,55598,31.0,339.95,689.41,134.67,9.81,58.87,115.64,1338.07,8.66,27.32,1984.96,790.67,555.03
2022-04,OPD,PROC-2433,DXG-572,1025582,157703,59640,2.69,534.96,106.37,263.54,6.27,46.39,105.66,1406.05,10.2,10.22,3510.5,1253.87,1380.69
2023-01,DayCare,PROC-9253,DXG-960,894341,24968,26619,21.65,4.25,327.36,523.98,10.52,81.22,416.12,1152.5,34.79,5.58,3271.15,1886.13,1448.87
2024-12,DayCare,PROC-1674,DXG-253,624477,157720,43352,4.72,538.65,559.92,168.04,0.98,86.57,90.45,1341.11,18.14,19.42,2211.67,2093.61,1091.22
2024-02,IPD,PROC-8382,DXG-953,74779,254167,49172,21.04,422.99,833.08,422.96,4.85,47.58,74.18,1424.76,13.52,22.14,4112.81,2951.38,1578.71
2022-10,Tele,PROC-4364,DXG-653,1199912,233279,79729,2.5,495.03,117.38,99.68,7.62,80.14,381.5,1042.94,20.35,6.77,4350.64,1632.29,806.0
2025-10,ER,PROC-4142,DXG-539,823227,17272,8685,29.08,87.71,544.99,527.92,4.54,95.09,386.21,627.66,17.38,24.34,1959.34,1286.36,345.08
2020-01,OPD,PROC-2065,DXG-284,1657165,320958,51854,17.78,412.72,738.9,331.32,11.42,41.63,237.78,1284.77,25.05,0.05,2482.42,666.3,2213.51
2022-12,OPD,PROC-3117,DXG-414,780141,267473,28637,4.34,40.54,259.9,476.98,7.94,55.92,232.77,976.72,21.67,31.85,1655.01,2498.55,1644.41
2023-08,HomeHealth,PROC-1502,DXG-729,736788,10268,61636,32.44,473.77,371.42,456.23,6.59,76.01,24.45,242.48,14.17,14.28,705.42,2588.71,2044.31
2021-05,HomeHealth,PROC-4631,DXG-772,1316157,320168,75863,2.72,582.94,128.31,546.15,6.66,45.08,69.98,33.28,22.84,17.02,4085.6,610.86,1337.65
2021-04,PHC,PROC-8103,DXG-694,306450,264463,50793,17.86,228.35,122.43,438.36,9.62,58.34,179.35,20.21,32.68,15.54,4408.83,3163.99,573.45
2023-11,PHC,PROC-5440,DXG-369,920258,98275,52842,9.3,68.48,500.57,30.91,8.35,80.09,182.58,1266.06,35.92,29.47,1907.46,2975.02,2060.89
2021-05,HomeHealth,PROC-7955,DXG-763,70535,301000,5288,6.56,117.78,689.87,280.41,5.75,57.45,103.66,1503.19,4.86,27.43,3640.14,608.85,2349.12
2022-06,IPD,PROC-8312,DXG-84,314005,297672,38785,4.25,559.73,684.14,337.41,0.51,48.63,104.8,170.55,17.47,11.66,2038.28,1848.12,2101.15
2021-10,DayCare,PROC-3374,DXG-871,1842376,200493,40307,27.58,268.89,37.8,278.4,2.3,81.99,232.87,1306.22,37.46,23.29,814.22,2924.64,1864.75
2020-08,DayCare,PROC-7194,DXG-366,841444,242492,24690,20.17,420.28,798.62,561.55,11.22,50.59,266.12,874.58,5.93,2.64,2273.44,2746.52,547.73
2022-01,ER,PROC-4333,DXG-122,837600,326980,5299,9.7,587.04,99.42,247.78,6.48,74.92,146.7,1237.95,11.66,0.77,1146.15,1576.85,2070.54
2024-04,HomeHealth,PROC-2269,DXG-987,1732166,230036,27137,13.46,401.1,77.1,620.66,9.29,66.33,149.59,779.24,28.92,2.59,1035.77,3009.92,853.75
2024-11,IPD,PROC-2889,DXG-767,381009,151551,79010,5.09,83.08,503.89,380.94,11.06,59.48,335.51,259.24,37.21,13.98,1100.63,297.66,1523.65
2022-06,DayCare,PROC-6099,DXG-550,1898391,144187,54537,25.49,251.41,171.54,188.63,4.51,68.25,51.39,789.84,30.5,13.98,679.38,205.26,1390.0
2024-08,IPD,PROC-5338,DXG-780,367548,132058,44575,21.77,83.83,417.96,41.94,10.19,44.06,228.32,408.64,15.55,6.59,208.04,2845.74,254.61
2022-04,HomeHealth,PROC-8189,DXG-663,1006668,274369,62699,13.88,451.72,790.9,550.0,5.83,59.54,330.19,98.96,16.39,12.27,2850.66,1219.68,2293.45
2023-06,HomeHealth,PROC-4515,DXG-522,303704,126803,37258,22.57,96.7,862.76,589.22,3.59,88.35,147.5,702.47,14.79,7.13,1922.14,645.04,399.4
2025-05,ER,PROC-2234,DXG-256,547829,281884,2740,3.92,231.72,697.82,626.05,9.05,57.39,325.67,829.58,11.61,23.22,3747.58,1787.29,715.89
2024-09,DayCare,PROC-8107,DXG-510,1069399,135518,78309,6.77,539.55,529.68,132.34,4.55,82.98,395.01,634.69,13.52,25.85,1325.13,3015.61,1032.48
2025-06,PHC,PROC-7604,DXG-528,904715,264680,5872,9.03,491.11,323.64,205.37,3.09,94.72,23.93,246.25,29.62,2.14,1239.8,3060.41,2106.5
2021-07,OPD,PROC-5446,DXG-923,34016,372843,64532,21.4,393.57,667.11,461.19,6.9,55.93,37.4,758.59,38.37,5.95,2511.21,2249.51,1757.7
2021-10,HomeHealth,PROC-5009,DXG-947,72969,377403,2906,24.09,214.34,583.1,429.21,5.84,68.88,69.82,491.1,26.81,13.47,3613.18,2700.19,2005.81
2021-08,Tele,PROC-3227,DXG-557,1798308,67562,76120,23.79,524.81,756.88,465.53,0.67,57.95,333.02,913.03,4.13,6.75,1018.9,2700.8,1921.57
2020-11,OPD,PROC-2609,DXG-62,1438858,98538,1836,20.4,263.42,894.4,14.14,3.13,73.7,415.06,1158.96,2.39,27.83,3292.71,413.17,1298.57
2022-12,PHC,PROC-2040,DXG-952,1247743,28906,62908,29.29,460.48,896.5,255.69,7.6,92.51,367.59,46.3,21.01,13.98,355.34,1613.42,1472.15
2022-10,OPD,PROC-8117,DXG-724,1731325,17858,62481,22.79,484.98,79.49,3.47,6.89,47.53,183.87,1038.93,10.24,33.29,3207.52,126.01,412.55
2020-06,OPD,PROC-9939,DXG-208,1833425,65483,51890,18.08,232.38,41.68,254.74,0.19,63.95,146.87,730.1,4.08,25.14,2197.41,141.81,494.16
2021-09,HomeHealth,PROC-4151,DXG-199,498681,329465,13529,5.36,161.76,873.46,103.91,3.99,84.9,79.84,1574.61,28.23,15.84,3167.57,2368.96,483.78
2021-09,PHC,PROC-5279,DXG-374,289620,101536,38722,14.71,529.2,221.24,637.87,1.84,73.52,398.9,104.56,7.26,27.66,2621.12,1841.58,665.89
2022-10,Tele,PROC-7752,DXG-774,1894595,164680,54637,19.7,367.02,87.76,358.98,1.46,59.12,254.91,663.61,13.8,30.73,2554.03,1483.46,1230.83
2022-03,Tele,PROC-9731,DXG-473,97722,284867,45004,34.46,459.92,616.29,154.56,3.96,73.39,183.89,679.7,22.18,15.02,3486.26,2879.94,467.92
2020-03,ER,PROC-8592,DXG-257,710209,164520,51487,19.88,70.83,18.56,399.57,8.23,94.38,373.77,224.32,25.32,1.7,1688.84,2282.65,1508.02
2021-03,ER,PROC-9217,DXG-104,1256161,331034,36340,18.02,533.23,321.61,211.43,9.41,48.21,307.03,824.86,1.11,30.47,2542.81,2524.69,1128.97
2024-11,DayCare,PROC-6911,DXG-857,1992087,86794,1285,24.25,332.12,516.06,163.38,0.16,83.01,331.36,655.52,1.55,33.33,2532.94,982.08,1204.23
2025-01,IPD,PROC-2404,DXG-201,1662417,251005,34865,1.96,441.79,521.42,258.88,1.35,63.88,32.16,1219.82,10.75,15.44,1297.26,1737.41,883.74
2024-08,OPD,PROC-7111,DXG-865,309957,45641,37204,10.26,102.22,372.18,20.96,1.25,71.87,399.06,272.54,2.23,15.4,1005.84,1464.88,2053.15
2020-12,ER,PROC-8425,DXG-373,708928,178220,49705,7.88,10.08,383.03,86.03,4.93,63.47,31.16,13.88,6.26,34.86,1921.81,2219.3,609.76
2024-11,HomeHealth,PROC-5547,DXG-316,1045982,377204,50423,27.37,185.6,177.83,283.65,4.67,80.18,129.5,213.92,25.7,2.54,1843.64,2781.8,537.4
2024-09,IPD,PROC-6521,DXG-176,350823,144394,61310,11.5,293.89,468.44,384.24,8.46,91.93,392.49,227.1,27.42,9.72,4193.53,228.54,2094.84
2020-12,PHC,PROC-5714,DXG-190,870312,278346,38155,26.38,139.7,141.74,178.88,0.18,74.36,257.66,770.04,9.79,16.66,4252.04,2369.99,186.14
2020-04,ER,PROC-7737,DXG-452,1956495,345243,24674,5.47,66.86,614.6,324.68,2.3,99.44,297.62,617.28,25.37,13.44,4443.74,58.62,952.53
2021-09,Tele,PROC-5246,DXG-204,1857719,65014,67776,24.27,240.13,233.68,554.2,10.96,51.6,210.83,686.27,19.11,28.03,4000.38,2761.79,1054.06
2021-03,ER,PROC-4111,DXG-278,1893802,70358,22223,10.13,114.35,23.26,115.46,4.64,60.15,352.0,1521.64,14.84,16.62,261.79,356.9,1978.29
2021-03,OPD,PROC-5439,DXG-881,575088,363850,46422,18.69,197.08,595.71,118.29,0.09,97.53,87.44,793.65,31.04,16.74,2334.99,1643.2,1636.08
2020-06,ER,PROC-1256,DXG-134,1775240,163031,64146,29.51,477.4,474.93,254.31,8.35,89.57,261.1,1210.16,23.07,30.03,2832.16,490.09,1963.46
2025-01,Tele,PROC-3861,DXG-548,1509599,374518,38391,27.87,312.59,306.12,89.25,9.44,89.92,275.44,756.29,31.81,11.63,1188.38,2846.09,516.15
2023-07,IPD,PROC-6063,DXG-802,1071961,72456,73426,3.31,89.12,744.71,578.6,10.12,45.53,242.83,192.89,6.77,0.95,976.26,212.24,1911.96
2021-12,ER,PROC-8692,DXG-34,254793,191026,31747,11.02,136.54,600.03,342.17,7.29,54.29,409.62,1505.59,17.08,27.27,510.01,179.3,2392.31
2023-10,OPD,PROC-5211,DXG-800,1170179,21846,68930,33.15,471.42,309.17,455.41,8.75,56.39,101.74,704.5,31.67,31.6,1156.23,1802.83,1495.71
2022-05,Tele,PROC-4732,DXG-573,1558810,76243,20442,8.26,344.08,505.84,563.64,0.89,74.04,358.43,99.21,0.76,34.83,1301.78,506.73,1552.17
2023-01,Tele,PROC-1582,DXG-261,1545660,160817,72590,15.29,387.22,349.74,156.16,10.21,87.14,222.84,161.99,39.73,14.4,2837.77,3116.74,1137.45
2022-10,Tele,PROC-4454,DXG-218,1931353,196455,39719,2.24,172.02,52.33,388.69,8.67,56.41,323.12,938.59,34.21,30.42,473.96,1681.95,1942.52
2022-05,DayCare,PROC-9532,DXG-807,1780371,95263,18884,1.91,323.89,614.56,374.48,2.31,41.86,232.85,1229.19,17.61,7.02,1282.83,101.06,976.37
2023-02,Tele,PROC-8499,DXG-681,1655512,306242,40056,2.64,501.98,640.46,92.71,2.0,75.14,255.98,1482.08,28.78,2.69,529.06,52.51,1981.35
2020-01,OPD,PROC-1348,DXG-899,1413201,218158,32152,21.52,368.46,335.95,145.64,8.36,59.99,132.18,460.13,36.52,12.57,3762.59,1491.06,2035.84
2023-02,DayCare,PROC-2942,DXG-98,166738,367429,26376,33.34,57.66,885.81,25.99,2.63,96.66,302.77,1200.44,13.04,24.7,4347.04,258.93,2074.99
2023-11,ER,PROC-2352,DXG-651,1752490,266065,71482,2.1,505.84,605.98,350.89,10.04,50.05,348.43,713.86,24.85,18.38,465.81,1229.63,885.34
2023-11,IPD,PROC-4732,DXG-703,1130790,72032,59276,28.06,485.06,99.9,282.75,2.89,71.32,251.06,1501.94,28.7,28.63,3873.82,460.7,941.46
2025-03,OPD,PROC-6533,DXG-58,1936827,284444,24508,7.82,82.48,78.32,251.29,11.5,51.52,101.68,188.06,10.51,1.95,4075.18,1304.51,1699.05
2024-01,ER,PROC-1526,DXG-113,63138,377995,54175,3.85,323.02,162.61,300.01,10.61,66.19,229.83,1121.68,0.49,7.84,4442.36,2109.11,90.96
2024-12,OPD,PROC-8774,DXG-263,630660,340918,23214,21.56,456.22,591.39,219.81,9.86,44.06,71.12,133.21,15.83,9.36,2971.83,1623.54,1217.11
2020-12,HomeHealth,PROC-9199,DXG-354,1059889,88045,30609,24.79,509.17,767.4,601.64,4.83,43.6,134.57,315.11,27.39,8.65,682.16,759.79,1217.3
2025-01,Tele,PROC-9196,DXG-308,219097,30196,7475,31.06,13.58,262.88,325.98,9.0,79.82,87.74,538.1,29.22,12.78,3885.16,1577.75,319.88
2024-12,IPD,PROC-1433,DXG-851,402243,11764,63179,14.73,108.71,166.04,156.32,0.44,75.15,60.58,760.97,5.14,16.83,1763.59,1683.73,348.31
2023-02,DayCare,PROC-1240,DXG-581,1127633,191882,12688,27.69,92.65,314.01,154.89,6.46,87.74,123.48,1113.67,0.14,16.46,3361.52,2068.23,1974.06
2023-05,OPD,PROC-9089,DXG-356,729743,339702,11037,28.82,35.94,427.76,506.93,0.09,68.55,55.91,843.99,17.53,21.65,635.09,1690.69,1490.64
2020-12,Tele,PROC-6218,DXG-398,878326,392106,49989,29.88,283.39,468.94,387.46,10.85,91.45,85.23,1068.09,17.78,18.93,941.41,1329.01,587.82
2022-10,DayCare,PROC-9878,DXG-658,1938599,321462,51627,21.47,449.34,812.91,304.72,11.3,90.51,105.5,1409.22,32.2,5.28,539.67,3194.01,239.82
2025-01,IPD,PROC-4376,DXG-596,862826,66972,21148,16.17,115.12,71.39,494.03,4.45,86.06,13.27,1155.61,28.28,8.24,3352.69,2101.69,462.97
2024-07,IPD,PROC-9793,DXG-540,404343,385098,60568,27.14,473.13,416.46,388.71,2.13,82.96,304.62,141.32,12.01,3.57,2174.38,1215.18,1707.6
2024-10,IPD,PROC-6294,DXG-444,619891,100047,15059,32.7,511.41,774.36,201.72,4.58,78.09,394.22,3.9,4.8,23.69,4061.33,739.14,75.93
2023-04,IPD,PROC-7041,DXG-419,1472258,367734,23059,23.1,201.13,156.69,365.99,11.07,54.97,415.77,1246.97,0.31,27.56,2664.98,3045.53,255.47
2020-03,IPD,PROC-1024,DXG-504,701862,76833,69694,26.79,269.43,334.03,327.91,11.79,91.85,128.4,1532.91,24.7,25.34,2223.01,3081.91,459.99
2025-02,DayCare,PROC-1507,DXG-227,234237,120711,77609,32.47,20.53,396.1,88.03,4.65,55.5,253.85,833.36,14.52,22.55,1761.56,1176.44,1293.67
2021-04,OPD,PROC-5961,DXG-399,960988,343480,14715,32.43,445.64,142.41,162.86,10.58,44.78,76.12,51.98,18.58,16.12,3615.5,2274.04,995.11
2023-01,ER,PROC-2944,DXG-325,518855,226260,1839,32.55,422.79,515.89,411.52,10.05,96.87,88.56,1562.34,31.57,1.14,833.17,2411.11,174.12
2025-09,IPD,PROC-6374,DXG-698,1526194,363646,74553,4.24,233.81,591.17,79.13,10.83,75.58,101.31,1353.81,26.54,17.69,1372.35,1896.43,105.28
2020-09,ER,PROC-5369,DXG-865,992641,270166,32113,14.92,537.14,591.53,284.7,10.24,92.15,79.76,41.25,28.21,28.64,3301.55,1537.13,1729.34
2022-09,ER,PROC-2450,DXG-223,343213,26577,72754,2.66,70.05,376.36,252.97,4.83,74.68,83.27,668.62,16.11,17.45,3188.95,2920.51,1100.62
2021-08,PHC,PROC-6715,DXG-141,1077384,222541,41750,17.8,93.19,688.69,593.29,7.9,95.42,340.84,1488.05,21.9,20.79,1075.5,2140.39,195.17
2020-08,DayCare,PROC-9625,DXG-868,1944658,352083,31376,3.02,541.12,786.01,31.14,6.1,88.75,229.92,864.15,13.35,28.01,1153.59,3042.07,1387.06
2023-08,IPD,PROC-8135,DXG-636,1364034,191373,21231,7.3,589.56,640.61,345.92,0.76,58.75,105.6,34.43,2.04,29.51,2618.68,2865.33,2031.83
2022-01,HomeHealth,PROC-4225,DXG-495,27199,288606,72876,11.98,380.77,192.47,599.13,0.32,85.04,50.41,471.26,3.23,7.75,1123.23,969.63,2221.22
2021-06,IPD,PROC-9839,DXG-416,1301731,56672,34121,22.86,419.95,629.16,196.52,0.21,55.72,391.94,480.4,6.5,29.09,1485.5,2272.22,1953.35
2020-10,Tele,PROC-7290,DXG-237,112556,279659,38098,24.95,189.46,500.31,175.25,5.22,44.83,154.28,882.52,12.26,15.41,2783.68,1453.96,827.97
2024-07,IPD,PROC-5773,DXG-530,1523290,218605,17207,6.39,561.59,449.51,338.57,8.51,55.37,329.41,301.78,34.8,34.11,190.27,1187.74,1999.43
2021-11,HomeHealth,PROC-1478,DXG-276,69265,60481,45871,25.19,287.52,260.4,362.15,2.4,97.48,223.62,1151.89,34.93,21.2,2314.56,1982.81,490.08
2021-10,OPD,PROC-7931,DXG-474,1436971,366677,34387,25.08,474.4,65.36,430.69,10.47,42.57,79.84,1298.53,23.05,27.95,2633.47,1515.59,1997.02
2023-12,OPD,PROC-6266,DXG-584,1995681,35388,74821,22.59,89.42,222.21,251.81,5.18,57.8,400.45,1444.8,36.63,27.37,2332.71,1247.27,1968.73
2022-08,HomeHealth,PROC-3916,DXG-688,1904325,313968,4065,21.0,587.48,891.42,312.6,11.99,83.59,172.63,22.67,11.5,5.49,118.17,417.36,1419.32
2020-06,HomeHealth,PROC-4935,DXG-122,164330,38390,55530,10.09,118.12,432.32,400.53,7.1,41.08,280.09,50.01,9.74,22.42,3490.76,2772.02,725.04
2025-01,IPD,PROC-7787,DXG-76,1296730,95961,62265,11.51,499.34,228.15,432.99,9.3,92.85,46.19,777.18,21.09,26.54,1788.01,156.41,617.84
2025-07,PHC,PROC-2236,DXG-294,22367,297031,15888,24.77,113.28,499.01,175.7,5.54,86.4,267.46,126.92,1.89,5.38,4254.06,1281.22,1418.68
2023-10,DayCare,PROC-6949,DXG-264,515934,111894,10202,0.72,119.12,340.62,237.48,11.78,46.98,342.4,1146.12,3.55,1.48,3009.06,2520.72,1520.41
2022-03,HomeHealth,PROC-5476,DXG-286,1422553,298948,35918,34.87,202.0,852.1,430.87,11.34,96.67,297.7,1303.35,20.72,27.29,2230.1,1510.26,1183.71
2020-07,Tele,PROC-9000,DXG-530,708153,283606,49244,6.91,290.45,584.91,316.38,10.7,98.77,75.76,1199.05,31.13,22.18,3606.07,273.57,874.07
2020-08,Tele,PROC-3863,DXG-452,267891,269993,33226,20.62,20.21,542.97,326.82,7.31,76.17,130.93,86.78,38.88,13.3,3814.73,2731.5,1334.99
2025-02,ER,PROC-3988,DXG-335,1721909,105883,64702,23.37,208.64,529.4,76.36,3.31,53.74,261.22,758.16,34.74,15.62,995.45,1495.57,65.11
2022-01,Tele,PROC-8763,DXG-272,473645,349591,61533,22.2,592.9,826.98,575.96,0.98,48.34,167.39,1195.41,17.94,1.5,2307.87,2733.35,1508.68
2025-01,HomeHealth,PROC-7461,DXG-629,1500936,252994,48436,27.7,209.76,230.04,421.09,11.97,68.43,270.7,1366.27,15.48,25.18,3656.2,2211.47,1910.99
2025-04,HomeHealth,PROC-9518,DXG-786,504485,249752,47411,34.33,83.45,739.65,118.74,1.53,41.39,299.92,796.99,34.51,31.2,746.25,164.09,464.87
2025-10,IPD,PROC-4376,DXG-683,1517479,228124,4291,6.6,96.09,525.06,105.88,2.69,65.99,269.54,861.06,18.65,1.17,3751.66,2525.37,448.52
2020-04,IPD,PROC-3356,DXG-629,1755331,208224,1419,3.35,177.96,735.67,243.01,1.25,91.19,346.23,919.76,7.75,1.93,2157.18,2476.08,1081.76
2022-01,IPD,PROC-1672,DXG-334,1881757,285902,28507,0.14,223.37,268.78,181.95,5.6,83.86,117.68,1591.25,31.66,3.98,2851.38,2794.33,1307.84
2023-02,IPD,PROC-5013,DXG-245,208043,386747,533,24.33,395.77,110.78,362.24,3.37,65.34,52.89,1415.43,2.43,33.33,1497.9,905.72,1760.41
2022-05,OPD,PROC-3407,DXG-269,309506,259370,77671,14.96,345.82,240.21,79.54,4.47,52.41,170.35,1592.33,39.58,8.13,1956.13,1528.4,1087.21
2025-07,HomeHealth,PROC-9900,DXG-927,320277,289658,35965,31.28,60.54,602.98,554.75,9.05,64.6,51.9,864.44,12.55,1.99,1918.47,1497.79,921.14
2024-06,OPD,PROC-1608,DXG-15,1368623,346319,39500,4.62,157.87,466.12,463.16,10.2,65.68,251.02,304.65,18.91,9.37,972.83,2233.87,953.81
2024-12,HomeHealth,PROC-6243,DXG-394,105542,122978,50545,29.96,128.91,371.41,373.45,11.49,48.45,412.09,1306.31,14.37,29.28,4073.21,2292.18,1296.33
2022-11,HomeHealth,PROC-1739,DXG-449,1556518,33644,40081,14.32,460.15,857.44,409.48,2.6,47.22,239.0,1067.93,23.79,12.16,2229.24,2817.84,532.23
2020-09,ER,PROC-6266,DXG-542,264772,207475,75582,17.99,297.69,532.23,400.06,6.83,65.97,283.86,984.46,26.39,33.94,3279.78,3163.63,2277.22
2024-05,OPD,PROC-1555,DXG-39,1983011,136249,51962,23.46,99.84,708.42,473.92,9.75,95.3,105.58,567.31,3.6,33.1,1753.76,1169.8,441.38
2022-08,HomeHealth,PROC-6397,DXG-866,932596,339540,64324,29.81,319.27,94.68,649.8,2.59,61.2,38.73,369.48,35.11,32.41,1905.95,491.49,991.74
2023-08,DayCare,PROC-6215,DXG-23,257136,195692,68531,15.23,332.15,578.2,376.66,4.28,54.4,39.86,1367.65,1.31,5.54,1463.98,2702.15,1513.77
2021-01,OPD,PROC-4101,DXG-971,410845,253099,13585,20.72,377.83,352.43,211.69,3.79,80.08,40.16,310.31,3.89,23.57,3699.26,1354.94,1356.66
2023-03,DayCare,PROC-8212,DXG-762,1966937,327235,77762,19.09,522.79,488.12,65.86,2.98,44.02,20.32,1003.32,39.45,18.4,3050.77,2399.75,1459.0
2025-09,ER,PROC-6634,DXG-270,1150697,237244,51707,30.46,363.93,296.89,306.41,2.95,54.5,328.6,120.84,14.9,27.75,827.49,2606.2,1654.1
2021-11,IPD,PROC-1531,DXG-976,1861756,302158,38763,32.45,34.45,581.6,577.63,8.8,57.51,128.41,1049.24,21.52,9.61,2488.34,2737.29,518.57
2024-01,Tele,PROC-4744,DXG-323,687190,74278,51838,20.26,588.44,154.27,242.14,0.65,42.52,394.73,883.49,12.88,23.28,779.08,24.37,1278.13
2020-10,HomeHealth,PROC-6828,DXG-618,606027,21013,10654,10.5,235.64,232.91,325.13,9.62,79.86,342.6,14.2,23.69,0.43,2499.34,1811.25,1010.4
2020-09,IPD,PROC-9485,DXG-865,932894,140987,68534,23.43,323.41,558.42,411.43,4.09,71.25,56.39,451.77,33.76,15.24,2459.49,1063.77,321.28
2021-05,DayCare,PROC-4091,DXG-653,1030830,53131,78836,14.92,225.61,701.2,88.82,8.59,90.56,377.68,430.71,8.72,31.06,2075.04,722.0,1365.3
2025-10,Tele,PROC-5671,DXG-516,139259,27203,66856,14.31,557.76,221.41,481.44,3.75,72.69,298.54,1173.93,3.06,32.03,2359.53,342.94,2088.64
2020-06,HomeHealth,PROC-9642,DXG-883,634021,357317,58830,32.15,475.19,241.91,269.81,9.94,62.56,137.98,980.04,22.69,23.45,2589.41,786.58,1844.18
2024-04,DayCare,PROC-9669,DXG-706,1274836,267915,6870,0.53,97.76,686.64,198.57,1.69,98.28,269.75,1244.5,9.24,25.53,2057.68,1982.74,2317.58
2023-01,HomeHealth,PROC-8480,DXG-221,1536288,140085,71773,30.43,504.23,181.89,629.79,6.33,41.89,319.18,1372.98,25.2,23.99,1587.99,1331.53,484.32
2021-02,ER,PROC-2599,DXG-627,786501,128507,52148,21.85,251.81,721.22,646.94,2.66,56.34,179.73,480.47,32.33,9.99,196.07,2361.31,1731.22
2024-10,IPD,PROC-1847,DXG-651,1517075,261859,73360,1.47,112.93,89.62,410.49,1.32,91.59,142.09,488.13,19.79,33.94,3812.57,176.21,2073.04
2023-08,HomeHealth,PROC-8956,DXG-821,1088711,338396,56401,12.01,526.47,373.84,106.83,11.46,74.66,186.99,1423.19,10.91,10.89,1103.67,1554.46,1164.96
2022-12,PHC,PROC-5701,DXG-27,521060,90005,79676,31.67,506.73,594.3,195.32,6.16,80.88,47.2,963.67,2.25,24.65,2561.43,1293.61,494.06
