gov_proc_notice_id,gov_proc_publication_date,gov_proc_country_iso2,gov_proc_contracting_authority_id,gov_proc_procedure_type_code,gov_proc_cpvs_main_code,gov_proc_lot_count,gov_proc_award_criteria_code,gov_proc_estimated_value_eur,gov_proc_awarded_value_eur,gov_proc_number_of_bidders,gov_proc_sme_winner_flag,gov_proc_cross_border_bid_flag,gov_proc_eea_coverage_flag,gov_proc_green_public_procurement_flag,gov_proc_social_clauses_flag,gov_proc_contract_duration_months,gov_proc_modification_count,gov_proc_data_source_ted_flag,gov_proc_data_extract_date
HU-TED-2025-000889,2025-11-06,HU,HU_AUTH_00889,OPEN,44012144,9,LIFE_CYCLE_COST,141911613.06,142229471.78,40,1,0,0,0,0,24,4,1,2025-03-07
LU-TED-2019-000890,2019-06-17,LU,LU_AUTH_00890,RESTRICTED,31149126,10,QUALITY,98541465.51,80745254.21,45,1,0,0,0,0,28,4,1,2024-04-29
RO-TED-2022-000891,2022-12-13,RO,RO_AUTH_00891,NEGOTIATED,75765567,1,LOWEST_PRICE,4023256.38,2977362.95,57,1,0,1,1,1,68,7,1,2025-07-21
AT-TED-2021-000892,2021-08-26,AT,AT_AUTH_00892,COMPETITIVE_DIALOGUE,11377351,2,COST_EFFECTIVENESS,190986656.47,181823683.6,55,0,1,1,0,0,29,6,1,2024-07-25
CZ-TED-2018-000893,2018-11-12,CZ,CZ_AUTH_00893,INNOVATION_PARTNERSHIP,15697272,3,MEAT,97101041.96,68963292.42,50,0,1,1,1,0,70,2,1,2024-05-18
DE-TED-2025-000894,2025-06-02,DE,DE_AUTH_00894,DESIGN_CONTEST,93816069,4,LIFE_CYCLE_COST,117426811.25,84578446.1,56,1,1,0,0,0,7,4,1,2024-11-07
LV-TED-2018-000895,2018-06-11,LV,LV_AUTH_00895,OPEN,84947299,5,QUALITY,151598740.88,99577512.51,60,1,0,0,1,0,57,6,1,2025-12-20
PL-TED-2025-000896,2025-11-19,PL,PL_AUTH_00896,RESTRICTED,78660783,6,LOWEST_PRICE,195923203.48,204272984.37,48,1,0,0,1,0,51,3,1,2025-02-16
ES-TED-2019-000897,2019-05-12,ES,ES_AUTH_00897,NEGOTIATED,46561248,7,COST_EFFECTIVENESS,90198297.29,64775333.34,58,1,0,1,0,1,29,7,1,2024-09-24
HR-TED-2025-000898,2025-05-06,HR,HR_AUTH_00898,COMPETITIVE_DIALOGUE,53371980,8,MEAT,10199236.36,7229028.27,55,1,0,1,1,0,42,3,1,2024-11-05
FI-TED-2025-000899,2025-11-19,FI,FI_AUTH_00899,INNOVATION_PARTNERSHIP,50189336,9,LIFE_CYCLE_COST,117074513.42,116068590.49,62,0,1,1,0,0,34,0,1,2024-05-13
IE-TED-2020-000900,2020-08-18,IE,IE_AUTH_00900,DESIGN_CONTEST,37294758,10,QUALITY,46908975.32,46529415.49,54,1,0,1,0,1,13,7,1,2024-04-28
MT-TED-2023-000901,2023-07-29,MT,MT_AUTH_00901,OPEN,64545093,1,LOWEST_PRICE,183925272.77,120457643.57,3,0,1,1,0,0,72,6,1,2025-10-24
SK-TED-2025-000902,2025-05-26,SK,SK_AUTH_00902,RESTRICTED,86109793,2,COST_EFFECTIVENESS,3472197.43,2420043.39,18,1,1,1,0,1,50,1,1,2025-11-24
BE-TED-2023-000903,2023-03-15,BE,BE_AUTH_00903,NEGOTIATED,44162334,3,MEAT,259499694.42,224814129.96,6,1,0,1,0,0,20,4,1,2025-02-18
DK-TED-2020-000904,2020-12-09,DK,DK_AUTH_00904,COMPETITIVE_DIALOGUE,87502889,4,LIFE_CYCLE_COST,116235016.53,80968733.02,16,1,0,0,1,0,59,0,1,2025-04-26
GR-TED-2018-000905,2018-07-03,GR,GR_AUTH_00905,INNOVATION_PARTNERSHIP,22952064,5,QUALITY,135699247.86,119952816.75,19,1,0,1,1,0,71,2,1,2024-07-08
LT-TED-2022-000906,2022-06-04,LT,LT_AUTH_00906,DESIGN_CONTEST,64847119,6,LOWEST_PRICE,187192078.95,174368747.7,24,0,0,1,0,1,70,6,1,2025-12-28
PT-TED-2021-000907,2021-06-05,PT,PT_AUTH_00907,OPEN,41830270,7,COST_EFFECTIVENESS,40061659.02,37992095.26,12,0,0,0,1,1,29,6,1,2024-01-26
SE-TED-2018-000908,2018-02-15,SE,SE_AUTH_00908,RESTRICTED,21728210,8,MEAT,31563572.14,21372652.41,28,1,0,0,1,0,27,5,1,2024-12-20
CY-TED-2022-000909,2022-05-18,CY,CY_AUTH_00909,NEGOTIATED,47528238,9,LIFE_CYCLE_COST,108716146.7,95854975.59,10,1,0,0,1,1,4,3,1,2024-12-29
FR-TED-2018-000910,2018-10-29,FR,FR_AUTH_00910,COMPETITIVE_DIALOGUE,89833612,10,QUALITY,61695569.83,52081706.79,20,1,0,1,1,0,14,0,1,2024-11-21
IT-TED-2021-000911,2021-08-18,IT,IT_AUTH_00911,INNOVATION_PARTNERSHIP,45287324,1,LOWEST_PRICE,158996185.54,142594608.01,27,1,0,1,1,0,14,7,1,2024-09-26
NL-TED-2021-000912,2021-02-21,NL,NL_AUTH_00912,DESIGN_CONTEST,90607676,2,COST_EFFECTIVENESS,174561980.51,140335472.81,31,0,0,1,1,0,67,3,1,2024-03-31
SI-TED-2022-000913,2022-04-06,SI,SI_AUTH_00913,OPEN,17085701,3,MEAT,153322963.13,140338191.63,29,1,1,1,0,0,68,5,1,2024-12-19
BG-TED-2020-000914,2020-03-30,BG,BG_AUTH_00914,RESTRICTED,14403351,4,LIFE_CYCLE_COST,162922159.44,169175166.75,18,0,0,1,1,0,41,2,1,2024-04-27
EE-TED-2020-000915,2020-02-09,EE,EE_AUTH_00915,NEGOTIATED,48516254,5,QUALITY,73469224.62,56267955.35,15,1,0,1,0,0,47,0,1,2025-07-15
HU-TED-2019-000916,2019-02-01,HU,HU_AUTH_00916,COMPETITIVE_DIALOGUE,32400841,6,LOWEST_PRICE,85234528.73,75557650.63,22,0,0,1,0,1,58,6,1,2024-07-09
LU-TED-2023-000917,2023-08-23,LU,LU_AUTH_00917,INNOVATION_PARTNERSHIP,83743107,7,COST_EFFECTIVENESS,153394453.58,108550722.74,32,1,0,1,0,1,71,8,1,2025-10-08
RO-TED-2022-000918,2022-08-30,RO,RO_AUTH_00918,DESIGN_CONTEST,82398963,8,MEAT,54152393.44,55944031.64,23,0,0,1,0,1,45,2,1,2025-02-04
AT-TED-2024-000919,2024-11-16,AT,AT_AUTH_00919,OPEN,51965492,9,LIFE_CYCLE_COST,150939468.05,132372363.17,35,1,0,1,1,1,17,4,1,2024-05-16
CZ-TED-2020-000920,2020-02-14,CZ,CZ_AUTH_00920,RESTRICTED,48147582,10,QUALITY,207624674.06,187361348.2,31,1,0,1,0,1,85,3,0,2025-06-20
DE-TED-2021-000921,2021-10-29,DE,DE_AUTH_00921,NEGOTIATED,65468783,1,LOWEST_PRICE,3942478.91,4028677.55,39,1,0,1,0,0,95,1,1,2024-06-10
LV-TED-2024-000922,2024-02-27,LV,LV_AUTH_00922,COMPETITIVE_DIALOGUE,45527920,2,COST_EFFECTIVENESS,253146935.16,227104232.66,25,0,0,1,1,0,69,1,1,2025-09-27
PL-TED-2019-000923,2019-05-17,PL,PL_AUTH_00923,INNOVATION_PARTNERSHIP,43118948,3,MEAT,126974341.43,108938280.87,27,1,0,1,0,0,8,0,1,2025-08-21
ES-TED-2025-000924,2025-07-09,ES,ES_AUTH_00924,DESIGN_CONTEST,12582286,4,LIFE_CYCLE_COST,15010869.64,12076621.16,35,1,0,1,1,1,20,7,1,2024-11-20
HR-TED-2021-000925,2021-08-20,HR,HR_AUTH_00925,OPEN,42497803,5,QUALITY,42448065.69,32160900.93,39,1,1,1,0,1,38,7,1,2024-09-05
FI-TED-2024-000926,2024-03-25,FI,FI_AUTH_00926,RESTRICTED,39222062,6,LOWEST_PRICE,250548953.78,204167564.62,35,0,0,1,0,1,8,5,1,2025-02-28
IE-TED-2020-000927,2020-11-21,IE,IE_AUTH_00927,NEGOTIATED,15435659,7,COST_EFFECTIVENESS,75403870.81,71395011.2,41,1,0,1,1,0,66,5,1,2025-12-08
MT-TED-2020-000928,2020-08-03,MT,MT_AUTH_00928,COMPETITIVE_DIALOGUE,72132943,8,MEAT,251848032.48,249846368.62,44,1,0,1,1,0,20,6,1,2025-11-26
SK-TED-2019-000929,2019-10-29,SK,SK_AUTH_00929,INNOVATION_PARTNERSHIP,44638421,9,LIFE_CYCLE_COST,109484381.42,100209017.45,37,1,0,1,0,1,63,8,0,2024-11-28
BE-TED-2025-000930,2025-01-29,BE,BE_AUTH_00930,DESIGN_CONTEST,71022599,10,QUALITY,30045112.94,21151015.29,43,1,0,1,1,0,83,10,1,2025-11-23
DK-TED-2024-000931,2024-02-19,DK,DK_AUTH_00931,OPEN,33375342,1,LOWEST_PRICE,106790489.69,86815001.32,38,0,0,1,1,1,25,3,1,2024-09-10
GR-TED-2019-000932,2019-07-01,GR,GR_AUTH_00932,RESTRICTED,41319982,2,COST_EFFECTIVENESS,96287476.9,84358098.66,45,0,1,1,0,0,71,4,1,2024-11-05
LT-TED-2020-000933,2020-09-22,LT,LT_AUTH_00933,NEGOTIATED,58789336,3,MEAT,91709614.66,70305684.2,44,1,1,1,1,0,95,2,1,2026-02-23
PT-TED-2018-000934,2018-09-20,PT,PT_AUTH_00934,COMPETITIVE_DIALOGUE,10566579,4,LIFE_CYCLE_COST,113051402.24,100835552.8,38,1,0,1,1,1,94,2,1,2024-01-10
SE-TED-2021-000935,2021-11-19,SE,SE_AUTH_00935,INNOVATION_PARTNERSHIP,38846666,5,QUALITY,13594824.46,11981692.54,41,1,0,1,1,0,34,6,1,2024-03-02
CY-TED-2020-000936,2020-12-11,CY,CY_AUTH_00936,DESIGN_CONTEST,50811360,6,LOWEST_PRICE,103179657.68,73250371.59,48,0,0,1,0,0,46,2,1,2024-05-13
FR-TED-2019-000937,2019-05-31,FR,FR_AUTH_00937,OPEN,13936405,7,COST_EFFECTIVENESS,81106151.09,78590839.24,53,0,1,1,1,1,46,4,1,2025-06-11
IT-TED-2020-000938,2020-11-23,IT,IT_AUTH_00938,RESTRICTED,43930455,8,MEAT,44830081.89,38656331.22,52,1,0,0,0,0,60,4,1,2025-11-07
NL-TED-2021-000939,2021-08-01,NL,NL_AUTH_00939,NEGOTIATED,46029731,9,LIFE_CYCLE_COST,221613854.15,166531834.58,52,0,0,1,0,1,10,1,1,2024-07-18
SI-TED-2023-000940,2023-06-04,SI,SI_AUTH_00940,COMPETITIVE_DIALOGUE,11871542,10,QUALITY,49491767.39,38420874.06,55,0,1,1,0,0,46,7,1,2025-09-15
BG-TED-2023-000941,2023-05-31,BG,BG_AUTH_00941,INNOVATION_PARTNERSHIP,50893214,1,LOWEST_PRICE,255438950.62,170938797.19,53,0,0,1,1,0,38,7,1,2026-01-30
EE-TED-2025-000942,2025-01-01,EE,EE_AUTH_00942,DESIGN_CONTEST,60365022,2,COST_EFFECTIVENESS,7926792.21,7134927.07,47,0,1,0,1,1,61,6,1,2025-12-01
HU-TED-2018-000943,2018-09-16,HU,HU_AUTH_00943,OPEN,14294707,3,MEAT,72108913.61,62105370.19,63,1,1,1,1,1,62,4,1,2025-11-15
LU-TED-2020-000944,2020-10-06,LU,LU_AUTH_00944,RESTRICTED,31957157,4,LIFE_CYCLE_COST,88876893.53,72258571.68,52,0,1,1,0,0,73,1,1,2025-07-30
RO-TED-2019-000945,2019-09-05,RO,RO_AUTH_00945,NEGOTIATED,83586210,5,QUALITY,58484622.93,45626622.0,58,0,1,0,0,0,69,10,1,2025-06-23
AT-TED-2021-000946,2021-07-22,AT,AT_AUTH_00946,COMPETITIVE_DIALOGUE,63900300,6,LOWEST_PRICE,133113642.76,115175829.89,62,1,0,0,1,1,92,4,1,2024-08-01
CZ-TED-2025-000947,2025-10-05,CZ,CZ_AUTH_00947,INNOVATION_PARTNERSHIP,11492244,7,COST_EFFECTIVENESS,38151411.48,27527546.08,53,0,1,1,0,0,37,1,1,2024-10-07
DE-TED-2024-000948,2024-08-29,DE,DE_AUTH_00948,DESIGN_CONTEST,89296426,8,MEAT,132843437.09,97566405.94,48,0,0,0,0,0,20,0,1,2025-01-18
LV-TED-2023-000949,2023-08-20,LV,LV_AUTH_00949,OPEN,83741548,9,LIFE_CYCLE_COST,95199495.25,72221115.57,60,1,0,1,0,0,90,5,0,2024-03-20
PL-TED-2024-000950,2024-01-18,PL,PL_AUTH_00950,RESTRICTED,83947014,10,QUALITY,315321533.9,251096450.01,56,1,0,1,1,0,60,6,1,2025-04-19
ES-TED-2024-000951,2024-05-09,ES,ES_AUTH_00951,NEGOTIATED,26041850,1,LOWEST_PRICE,247275740.13,239628375.07,5,0,0,1,0,0,8,0,0,2025-07-08
HR-TED-2020-000952,2020-07-18,HR,HR_AUTH_00952,COMPETITIVE_DIALOGUE,51822075,2,COST_EFFECTIVENESS,133775420.35,108671958.55,16,0,1,0,0,0,37,0,1,2024-12-15
FI-TED-2025-000953,2025-08-19,FI,FI_AUTH_00953,INNOVATION_PARTNERSHIP,12937792,3,MEAT,112486227.0,82747927.28,8,1,0,1,1,0,49,3,1,2025-01-12
IE-TED-2022-000954,2022-11-11,IE,IE_AUTH_00954,DESIGN_CONTEST,32581762,4,LIFE_CYCLE_COST,85762920.55,82980973.5,13,1,0,1,0,1,28,4,1,2025-04-30
MT-TED-2025-000955,2025-09-07,MT,MT_AUTH_00955,OPEN,85024539,5,QUALITY,11227133.98,11154481.47,5,0,0,0,1,0,14,3,1,2024-06-08
SK-TED-2024-000956,2024-01-10,SK,SK_AUTH_00956,RESTRICTED,17971717,6,LOWEST_PRICE,55219898.46,53383190.31,26,1,1,1,0,0,27,2,1,2024-04-11
BE-TED-2022-000957,2022-03-28,BE,BE_AUTH_00957,NEGOTIATED,61465656,7,COST_EFFECTIVENESS,39955796.4,35130198.34,24,1,0,1,1,0,28,0,1,2024-02-04
DK-TED-2020-000958,2020-09-06,DK,DK_AUTH_00958,COMPETITIVE_DIALOGUE,15686302,8,MEAT,159511317.24,138233562.79,12,1,0,0,0,1,80,5,1,2025-10-28
GR-TED-2022-000959,2022-03-27,GR,GR_AUTH_00959,INNOVATION_PARTNERSHIP,28404522,9,LIFE_CYCLE_COST,123985048.68,105487677.38,17,1,0,1,1,0,30,2,1,2024-01-07
LT-TED-2025-000960,2025-09-27,LT,LT_AUTH_00960,DESIGN_CONTEST,69648790,10,QUALITY,171279422.19,170937176.42,18,0,0,0,0,0,7,0,0,2024-04-10
PT-TED-2018-000961,2018-10-21,PT,PT_AUTH_00961,OPEN,69691856,1,LOWEST_PRICE,150610017.55,157458779.33,21,0,0,0,1,0,45,5,1,2025-08-03
SE-TED-2020-000962,2020-08-13,SE,SE_AUTH_00962,RESTRICTED,12661285,2,COST_EFFECTIVENESS,229737718.47,239701647.0,13,1,0,1,1,0,57,7,1,2024-04-04
CY-TED-2025-000963,2025-02-24,CY,CY_AUTH_00963,NEGOTIATED,63730869,3,MEAT,240589978.0,215957365.69,28,0,0,1,1,0,87,1,1,2024-03-03
FR-TED-2025-000964,2025-02-26,FR,FR_AUTH_00964,COMPETITIVE_DIALOGUE,17885256,4,LIFE_CYCLE_COST,57453501.76,43390545.18,24,1,0,1,0,1,36,6,1,2024-02-23
IT-TED-2025-000965,2025-10-28,IT,IT_AUTH_00965,INNOVATION_PARTNERSHIP,67356009,5,QUALITY,124586626.55,108668517.72,23,0,1,1,0,1,14,5,1,2024-02-22
NL-TED-2019-000966,2019-02-23,NL,NL_AUTH_00966,DESIGN_CONTEST,10873329,6,LOWEST_PRICE,105944547.18,100402225.12,23,1,0,1,0,1,60,5,1,2025-10-13
SI-TED-2023-000967,2023-06-26,SI,SI_AUTH_00967,OPEN,23775914,7,COST_EFFECTIVENESS,158300031.28,131503005.76,23,0,1,1,0,0,24,5,1,2024-07-26
BG-TED-2019-000968,2019-07-08,BG,BG_AUTH_00968,RESTRICTED,71376849,8,MEAT,319625298.31,327120319.82,35,0,0,1,1,0,46,4,0,2025-08-27
EE-TED-2018-000969,2018-04-21,EE,EE_AUTH_00969,NEGOTIATED,87009197,9,LIFE_CYCLE_COST,131130563.58,113612492.62,39,1,0,1,1,0,25,5,1,2025-07-16
HU-TED-2021-000970,2021-07-05,HU,HU_AUTH_00970,COMPETITIVE_DIALOGUE,22647084,10,QUALITY,61176170.84,44576044.07,27,1,0,1,0,1,56,6,1,2025-12-23
LU-TED-2024-000971,2024-05-31,LU,LU_AUTH_00971,INNOVATION_PARTNERSHIP,39066529,1,LOWEST_PRICE,204320589.65,158062137.12,24,0,0,1,0,0,94,7,1,2024-05-19
RO-TED-2018-000972,2018-02-20,RO,RO_AUTH_00972,DESIGN_CONTEST,20308014,2,COST_EFFECTIVENESS,177178795.39,124257235.82,40,1,1,1,1,1,24,0,1,2024-06-27
AT-TED-2018-000973,2018-12-18,AT,AT_AUTH_00973,OPEN,34586949,3,MEAT,72520044.52,52501335.52,26,1,0,1,1,0,51,1,1,2025-07-15
CZ-TED-2019-000974,2019-02-22,CZ,CZ_AUTH_00974,RESTRICTED,21284494,4,LIFE_CYCLE_COST,18611592.73,15827210.58,42,1,0,1,1,1,95,3,1,2024-07-15
DE-TED-2025-000975,2025-12-06,DE,DE_AUTH_00975,NEGOTIATED,54300327,5,QUALITY,139002606.99,119903802.29,27,1,1,1,1,0,92,2,1,2024-01-07
LV-TED-2020-000976,2020-09-28,LV,LV_AUTH_00976,COMPETITIVE_DIALOGUE,80006645,6,LOWEST_PRICE,154336085.8,157281988.9,39,1,0,1,1,1,17,1,1,2024-08-07
PL-TED-2025-000977,2025-12-26,PL,PL_AUTH_00977,INNOVATION_PARTNERSHIP,68140905,7,COST_EFFECTIVENESS,138765708.97,145494227.13,47,1,0,1,1,1,46,0,1,2024-07-27
ES-TED-2022-000978,2022-09-01,ES,ES_AUTH_00978,DESIGN_CONTEST,38054005,8,MEAT,131238770.95,93757344.98,48,0,1,1,1,0,15,3,1,2024-09-06
HR-TED-2021-000979,2021-07-09,HR,HR_AUTH_00979,OPEN,65451544,9,LIFE_CYCLE_COST,93632345.6,63683982.19,31,0,1,0,0,0,26,6,1,2025-12-07
FI-TED-2018-000980,2018-04-27,FI,FI_AUTH_00980,RESTRICTED,65878382,10,QUALITY,211334521.14,220144423.32,43,0,1,1,1,0,76,6,1,2025-04-15
IE-TED-2024-000981,2024-01-19,IE,IE_AUTH_00981,NEGOTIATED,92689600,1,LOWEST_PRICE,123122515.01,122540174.66,46,0,0,1,1,0,65,8,1,2025-04-17
MT-TED-2019-000982,2019-12-01,MT,MT_AUTH_00982,COMPETITIVE_DIALOGUE,36966622,2,COST_EFFECTIVENESS,43893031.24,44575410.23,39,0,0,1,1,0,8,6,0,2025-04-19
SK-TED-2024-000983,2024-10-14,SK,SK_AUTH_00983,INNOVATION_PARTNERSHIP,59187901,3,MEAT,81078146.45,56626223.88,37,0,0,1,1,0,19,8,1,2024-03-19
BE-TED-2025-000984,2025-11-30,BE,BE_AUTH_00984,DESIGN_CONTEST,84775866,4,LIFE_CYCLE_COST,41870446.55,41248709.67,45,1,0,1,1,1,20,6,1,2025-11-11
DK-TED-2025-000985,2025-03-29,DK,DK_AUTH_00985,OPEN,32748744,5,QUALITY,97213911.7,76894301.14,53,0,0,1,1,1,78,3,1,2025-12-17
GR-TED-2026-000986,2026-02-02,GR,GR_AUTH_00986,RESTRICTED,88458539,6,LOWEST_PRICE,111370700.31,106107282.88,50,0,0,0,0,0,29,6,1,2024-04-10
LT-TED-2020-000987,2020-02-04,LT,LT_AUTH_00987,NEGOTIATED,29879670,7,COST_EFFECTIVENESS,17227715.69,17771005.65,45,1,1,0,1,1,7,4,1,2024-09-24
PT-TED-2019-000988,2019-05-22,PT,PT_AUTH_00988,COMPETITIVE_DIALOGUE,44792506,8,MEAT,107221338.08,105672972.97,40,1,0,0,0,0,41,6,1,2025-07-10
SE-TED-2026-000989,2026-02-13,SE,SE_AUTH_00989,INNOVATION_PARTNERSHIP,49697921,9,LIFE_CYCLE_COST,185002056.55,131159769.33,46,1,0,1,0,1,73,6,1,2024-08-05
CY-TED-2021-000990,2021-09-29,CY,CY_AUTH_00990,DESIGN_CONTEST,60085841,10,QUALITY,55185884.5,37697149.45,43,1,0,0,1,0,82,0,1,2025-09-25
FR-TED-2022-000991,2022-08-09,FR,FR_AUTH_00991,OPEN,31650604,1,LOWEST_PRICE,7762266.38,6795799.13,44,1,0,1,1,0,79,6,1,2024-09-25
IT-TED-2018-000992,2018-01-15,IT,IT_AUTH_00992,RESTRICTED,70843959,2,COST_EFFECTIVENESS,174202837.39,158533182.27,59,1,0,0,0,0,84,5,1,2025-08-25
NL-TED-2025-000993,2025-07-02,NL,NL_AUTH_00993,NEGOTIATED,72062548,3,MEAT,169358791.38,167813660.6,56,0,0,0,0,0,52,5,1,2024-04-26
SI-TED-2023-000994,2023-06-18,SI,SI_AUTH_00994,COMPETITIVE_DIALOGUE,61304933,4,LIFE_CYCLE_COST,268782332.29,201665851.43,47,1,0,1,0,0,18,1,0,2024-04-13
BG-TED-2023-000995,2023-02-02,BG,BG_AUTH_00995,INNOVATION_PARTNERSHIP,99997297,5,QUALITY,91450549.18,60181148.24,45,1,0,1,1,1,51,0,1,2024-11-27
EE-TED-2025-000996,2025-04-19,EE,EE_AUTH_00996,DESIGN_CONTEST,28915031,6,LOWEST_PRICE,242709305.54,250597646.86,61,0,0,1,1,0,91,8,1,2025-02-02
HU-TED-2025-000997,2025-08-06,HU,HU_AUTH_00997,OPEN,38227297,7,COST_EFFECTIVENESS,31609218.74,27659137.54,51,0,0,0,1,1,9,5,1,2025-03-15
LU-TED-2021-000998,2021-02-03,LU,LU_AUTH_00998,RESTRICTED,90673266,8,MEAT,108285631.72,84032074.24,56,0,0,0,0,0,57,6,1,2024-09-03
RO-TED-2022-000999,2022-07-02,RO,RO_AUTH_00999,NEGOTIATED,70335446,9,LIFE_CYCLE_COST,253410598.55,228471418.73,51,0,0,1,1,0,42,10,1,2025-10-16
AT-TED-2020-001000,2020-05-02,AT,AT_AUTH_01000,COMPETITIVE_DIALOGUE,96607307,10,QUALITY,159013465.68,146902360.7,60,0,1,1,1,1,36,3,1,2024-02-11
CZ-TED-2018-001001,2018-03-14,CZ,CZ_AUTH_01001,INNOVATION_PARTNERSHIP,64376504,1,LOWEST_PRICE,53884037.69,35791056.3,16,1,1,0,1,0,15,4,1,2025-10-17
DE-TED-2025-001002,2025-11-23,DE,DE_AUTH_01002,DESIGN_CONTEST,96665585,2,COST_EFFECTIVENESS,144534272.23,95481638.72,6,1,0,1,0,1,20,7,1,2024-10-25
LV-TED-2023-001003,2023-02-18,LV,LV_AUTH_01003,OPEN,66351202,3,MEAT,57192460.2,42925159.97,10,0,0,0,1,0,33,5,1,2025-07-22
PL-TED-2024-001004,2024-06-28,PL,PL_AUTH_01004,RESTRICTED,31242939,4,LIFE_CYCLE_COST,73017187.61,60662965.77,23,1,0,0,0,1,90,10,1,2026-02-02
ES-TED-2021-001005,2021-08-29,ES,ES_AUTH_01005,NEGOTIATED,83009941,5,QUALITY,17517054.88,13448639.9,24,0,0,1,1,1,78,5,1,2025-01-05
HR-TED-2024-001006,2024-06-24,HR,HR_AUTH_01006,COMPETITIVE_DIALOGUE,45575370,6,LOWEST_PRICE,45128132.37,46978495.82,11,1,0,1,1,1,53,6,1,2025-05-18
FI-TED-2019-001007,2019-04-01,FI,FI_AUTH_01007,INNOVATION_PARTNERSHIP,49797362,7,COST_EFFECTIVENESS,69354579.84,72486251.19,8,1,0,1,1,1,75,5,1,2025-03-30
IE-TED-2019-001008,2019-07-13,IE,IE_AUTH_01008,DESIGN_CONTEST,72775974,8,MEAT,132461101.52,118839747.55,20,1,0,1,0,1,19,10,1,2024-05-03
MT-TED-2019-001009,2019-02-03,MT,MT_AUTH_01009,OPEN,44012144,9,LIFE_CYCLE_COST,87146574.4,61868460.91,18,0,0,1,1,0,52,4,1,2025-05-24
SK-TED-2021-001010,2021-03-07,SK,SK_AUTH_01010,RESTRICTED,31149126,10,QUALITY,133266531.74,131811985.8,14,1,0,1,1,1,72,1,1,2025-01-10
BE-TED-2023-001011,2023-03-29,BE,BE_AUTH_01011,NEGOTIATED,75765567,1,LOWEST_PRICE,245550756.33,167168179.27,27,1,0,1,1,1,94,2,1,2024-03-02
DK-TED-2020-001012,2020-05-31,DK,DK_AUTH_01012,COMPETITIVE_DIALOGUE,11377351,2,COST_EFFECTIVENESS,92846788.93,95630371.2,28,1,0,1,1,0,58,2,1,2025-02-02
GR-TED-2024-001013,2024-07-31,GR,GR_AUTH_01013,INNOVATION_PARTNERSHIP,15697272,3,MEAT,102229075.17,69114200.34,22,1,0,1,1,1,42,4,1,2025-07-14
LT-TED-2025-001014,2025-01-03,LT,LT_AUTH_01014,DESIGN_CONTEST,93816069,4,LIFE_CYCLE_COST,215114665.17,213808972.62,19,1,0,1,1,0,21,10,1,2024-09-19
PT-TED-2022-001015,2022-10-12,PT,PT_AUTH_01015,OPEN,84947299,5,QUALITY,204208612.43,206717562.25,35,1,0,1,0,1,68,2,1,2025-10-20
SE-TED-2020-001016,2020-01-22,SE,SE_AUTH_01016,RESTRICTED,78660783,6,LOWEST_PRICE,196972486.09,178088917.94,33,0,0,1,1,1,44,3,1,2025-02-27
CY-TED-2018-001017,2018-11-09,CY,CY_AUTH_01017,NEGOTIATED,46561248,7,COST_EFFECTIVENESS,72951194.91,71134356.59,26,1,0,1,1,0,53,6,1,2024-06-15
FR-TED-2019-001018,2019-07-18,FR,FR_AUTH_01018,COMPETITIVE_DIALOGUE,53371980,8,MEAT,150593597.96,136828191.59,20,1,0,0,0,0,10,6,1,2024-05-26
IT-TED-2023-001019,2023-02-27,IT,IT_AUTH_01019,INNOVATION_PARTNERSHIP,50189336,9,LIFE_CYCLE_COST,92823199.09,95287152.18,38,0,0,1,1,0,79,6,1,2025-03-18
NL-TED-2023-001020,2023-09-25,NL,NL_AUTH_01020,DESIGN_CONTEST,37294758,10,QUALITY,186931436.43,194885577.77,37,1,0,1,0,0,88,3,1,2024-10-04
SI-TED-2020-001021,2020-06-30,SI,SI_AUTH_01021,OPEN,64545093,1,LOWEST_PRICE,137254555.05,107965222.79,28,1,0,1,1,0,23,5,1,2025-10-20
BG-TED-2022-001022,2022-09-09,BG,BG_AUTH_01022,RESTRICTED,86109793,2,COST_EFFECTIVENESS,106990109.02,93182949.9,33,1,1,0,1,1,86,0,1,2025-05-31
EE-TED-2020-001023,2020-08-12,EE,EE_AUTH_01023,NEGOTIATED,44162334,3,MEAT,101956137.32,84353077.3,23,0,0,1,0,1,26,6,0,2025-09-27
HU-TED-2019-001024,2019-05-13,HU,HU_AUTH_01024,COMPETITIVE_DIALOGUE,87502889,4,LIFE_CYCLE_COST,108343294.97,101932537.72,43,0,0,1,1,1,83,2,1,2025-07-27
LU-TED-2024-001025,2024-12-16,LU,LU_AUTH_01025,INNOVATION_PARTNERSHIP,22952064,5,QUALITY,21911434.18,18052745.28,33,1,1,1,0,0,96,4,1,2025-12-14
RO-TED-2023-001026,2023-09-18,RO,RO_AUTH_01026,DESIGN_CONTEST,64847119,6,LOWEST_PRICE,160682951.24,135854057.62,45,1,1,1,0,0,61,0,1,2024-08-29
AT-TED-2022-001027,2022-09-03,AT,AT_AUTH_01027,OPEN,41830270,7,COST_EFFECTIVENESS,152329324.32,120295935.34,28,1,0,1,1,0,68,0,1,2025-03-22
CZ-TED-2023-001028,2023-09-14,CZ,CZ_AUTH_01028,RESTRICTED,21728210,8,MEAT,38416753.15,26217655.0,42,0,0,1,0,0,50,3,1,2025-12-09
