edu_credential_reporting_quarter,edu_credential_training_provider_id,edu_credential_credential_type,edu_credential_credential_framework_level,edu_credential_program_duration_hours,edu_credential_tuition_cost_inr,edu_credential_completion_count,edu_credential_completion_rate_pct,edu_credential_employment_placement_rate,edu_credential_median_wage_post_training,edu_credential_industry_alignment_nic,edu_credential_occupation_alignment_nco,edu_credential_work_based_learning_flag,edu_credential_apprenticeship_registered_flag,edu_credential_license_required_flag,edu_credential_exam_pass_rate_pct,edu_credential_recredentialing_interval_months,edu_credential_stackable_credential_flag,edu_credential_online_delivery_flag,edu_credential_equity_access_index
2022-Q3,TP24043,Diploma,NSQF_1,1542,147851.81,2319,87.84,68.33,22478.93,04,895770,Y,Y,Y,76.51,108,N,N,72.05
2023-Q4,TP87868,Diploma,NSQF_3,1498,128602.66,676,58.18,67.64,34072.52,51,663610,N,N,Y,18.9,104,Y,N,22.3
2019-Q2,TP50680,SkillBadge,NSQF_6,1665,58014.99,1347,69.76,31.7,52630.24,68,504142,N,Y,Y,9.84,1,N,N,33.02
2023-Q1,TP90176,MicroCredential,NSQF_3,1467,42234.91,2135,85.16,11.3,94017.87,82,615216,Y,Y,N,5.03,103,N,N,33.23
2025-Q4,TP36652,Apprenticeship,NSQF_5,852,174237.31,2186,96.98,76.99,42737.45,63,048475,N,N,Y,53.29,48,Y,N,5.13
2019-Q2,TP55130,Diploma,NSQF_7,1338,3958.68,83,39.15,2.99,105193.47,76,627323,N,N,N,55.47,117,N,Y,3.23
2024-Q4,TP36797,Certificate,NSQF_1,1592,224757.79,1174,59.53,65.23,82257.1,89,986977,N,Y,Y,34.48,34,Y,N,30.25
2024-Q1,TP14839,MicroCredential,NSQF_6,13,245895.47,1164,96.2,16.27,120278.76,42,364940,N,Y,Y,52.0,16,Y,Y,0.62
2022-Q1,TP60228,Diploma,NSQF_3,1245,78036.14,157,17.56,32.35,115851.26,63,850282,Y,N,N,33.32,83,N,Y,19.43
2018-Q1,TP38931,MicroCredential,NSQF_5,1099,163919.98,1892,74.17,2.63,131384.23,26,966108,N,Y,N,76.23,93,Y,Y,85.47
2022-Q2,TP16180,Certificate,NSQF_6,1195,173375.95,1959,91.12,72.07,57645.18,26,284906,N,N,N,16.87,57,N,Y,93.9
2018-Q3,TP51626,SkillBadge,NSQF_3,1100,221744.57,388,64.03,0.9,59399.0,51,840840,Y,Y,N,50.48,26,N,N,29.27
2020-Q4,TP38976,LicensePrep,NSQF_6,1322,236162.75,1016,94.86,49.83,16522.62,83,597595,Y,N,N,8.1,71,Y,N,55.5
2017-Q1,TP16581,MicroCredential,NSQF_7,1730,18610.65,1471,86.68,85.25,38248.08,90,879583,N,N,N,41.75,61,Y,N,37.99
2020-Q3,TP58320,Diploma,NSQF_2,294,123716.05,1871,96.05,37.69,8276.56,60,419101,Y,Y,Y,21.5,20,N,Y,25.42
2024-Q2,TP49870,SkillBadge,NSQF_2,697,99820.09,1275,99.22,53.48,114097.7,54,204574,Y,N,N,12.63,88,N,N,54.11
2020-Q1,TP19473,Certificate,NSQF_3,133,76121.31,2221,82.87,11.92,11165.97,79,532943,Y,Y,Y,27.01,29,Y,N,99.47
2022-Q4,TP53573,LicensePrep,NSQF_5,1411,206256.72,1732,70.64,25.12,96621.83,45,759410,Y,N,N,87.58,4,Y,N,20.86
2023-Q2,TP26400,Diploma,NSQF_5,475,217480.52,335,58.67,37.2,119094.19,67,199788,Y,Y,Y,2.83,2,Y,Y,63.25
2024-Q3,TP68229,LicensePrep,NSQF_6,126,102532.43,2370,86.09,76.32,133212.71,90,200902,N,Y,N,71.81,88,Y,Y,33.63
2017-Q1,TP30918,Certificate,NSQF_1,1736,53717.58,2458,98.52,35.27,16884.19,80,465273,Y,N,N,50.22,57,N,N,2.4
2022-Q3,TP35992,Diploma,NSQF_7,982,183362.54,1614,99.26,55.87,129993.47,09,536075,N,N,Y,23.95,79,N,Y,23.09
2024-Q3,TP90291,Certificate,NSQF_1,1734,36380.43,1982,82.34,84.41,50795.19,49,275501,Y,N,Y,47.91,22,Y,Y,47.81
2022-Q2,TP46985,SkillBadge,NSQF_4,1331,134757.94,2255,95.88,72.64,87757.44,01,270646,N,Y,Y,65.44,35,N,N,10.64
2019-Q4,TP71328,Diploma,NSQF_1,1209,189487.25,567,44.16,85.51,37766.71,04,593449,N,Y,N,78.62,66,N,N,92.46
2023-Q4,TP58320,MicroCredential,NSQF_7,23,67639.35,374,96.64,53.8,135770.14,73,798219,N,N,N,83.18,45,Y,N,66.37
2021-Q4,TP73667,LicensePrep,NSQF_4,462,150842.4,208,49.76,38.43,16811.29,50,348523,Y,Y,Y,49.32,59,Y,N,22.37
2017-Q1,TP50946,Certificate,NSQF_4,800,143456.56,317,43.25,46.74,28629.95,42,399743,N,N,N,77.98,56,N,N,87.2
2021-Q1,TP76580,Apprenticeship,NSQF_1,713,126687.07,1487,91.68,79.39,8914.51,82,916964,Y,Y,N,2.92,10,Y,Y,52.37
2025-Q2,TP27415,Certificate,NSQF_6,198,64501.02,608,47.1,53.4,97424.65,51,346805,Y,Y,N,73.02,75,Y,Y,33.91
2017-Q1,TP17388,MicroCredential,NSQF_6,167,221804.26,1579,94.04,23.72,47906.97,27,228977,Y,N,Y,89.03,113,N,N,81.72
2018-Q2,TP20308,Diploma,NSQF_5,1312,238754.98,2429,77.88,49.02,78377.25,97,415353,Y,Y,Y,72.13,25,Y,N,43.83
2024-Q1,TP82168,Certificate,NSQF_5,1293,205419.83,564,58.81,63.4,6717.27,89,237841,N,Y,N,10.09,95,Y,N,96.21
2025-Q1,TP49594,Apprenticeship,NSQF_1,1128,179583.26,1922,92.9,61.78,57664.67,11,611714,Y,N,Y,32.46,12,N,Y,49.52
2023-Q3,TP57370,SkillBadge,NSQF_4,992,62977.93,1136,75.48,88.87,35287.42,28,467698,Y,Y,Y,68.84,6,N,N,57.23
2021-Q4,TP90303,Apprenticeship,NSQF_5,467,233120.78,1767,80.98,19.53,45269.35,09,026244,N,Y,N,81.44,32,Y,Y,66.03
2018-Q2,TP50601,MicroCredential,NSQF_7,871,134700.31,819,68.02,18.12,61835.81,79,966751,Y,N,Y,75.6,92,Y,N,35.06
2021-Q4,TP21638,Diploma,NSQF_2,1413,222651.99,1223,82.19,61.23,132119.78,90,369470,N,Y,Y,99.48,37,Y,Y,42.14
2020-Q1,TP84983,Diploma,NSQF_7,202,31693.55,810,75.28,82.04,92007.38,50,861360,Y,N,Y,25.2,12,Y,N,31.55
2023-Q4,TP97398,Certificate,NSQF_3,462,16121.03,377,46.26,9.35,104114.43,54,211307,Y,Y,Y,12.38,115,N,Y,4.99
2018-Q1,TP65736,LicensePrep,NSQF_3,1333,174126.65,1142,77.16,71.15,97228.76,51,553969,Y,N,N,62.86,5,N,N,20.27
2017-Q3,TP85916,Apprenticeship,NSQF_3,1137,142050.94,176,18.92,31.52,18725.26,34,961812,N,N,N,2.67,54,N,N,87.64
2018-Q1,TP87853,Diploma,NSQF_5,370,78467.47,573,60.19,27.67,130161.13,53,396310,N,N,Y,44.07,96,N,N,92.09
2023-Q2,TP56308,SkillBadge,NSQF_4,1601,188488.98,558,73.52,21.29,48565.8,25,844503,N,N,N,13.9,116,N,Y,73.1
2023-Q4,TP78119,LicensePrep,NSQF_7,801,152763.41,548,84.57,93.61,38903.52,77,421460,N,Y,N,44.97,16,Y,Y,71.19
2021-Q3,TP64502,LicensePrep,NSQF_3,1328,129472.96,535,74.1,48.05,27948.78,25,347916,N,N,N,85.83,3,N,N,53.52
2018-Q4,TP28446,Diploma,NSQF_3,331,177168.94,1270,75.82,76.14,17127.33,30,941878,Y,N,N,28.3,64,N,Y,65.06
2021-Q4,TP66510,SkillBadge,NSQF_7,398,132775.42,1296,81.41,24.29,91221.9,18,186740,Y,Y,Y,0.94,91,N,Y,6.82
2021-Q2,TP83923,LicensePrep,NSQF_1,271,90579.56,1734,75.46,43.86,54995.57,51,865916,N,Y,N,54.19,11,Y,N,32.13
2016-Q4,TP11247,LicensePrep,NSQF_4,103,164734.24,2294,99.74,87.94,109185.59,79,857644,Y,N,N,94.44,41,Y,Y,28.64
2022-Q2,TP39417,SkillBadge,NSQF_6,1235,63738.51,1508,67.87,84.15,111046.85,09,068893,N,N,Y,83.49,36,Y,Y,60.33
2024-Q2,TP46688,SkillBadge,NSQF_4,851,145718.04,156,50.0,2.28,136809.85,48,673930,N,Y,Y,55.24,119,N,N,90.94
2018-Q1,TP44522,Apprenticeship,NSQF_1,701,229738.45,1379,71.97,89.15,84359.99,49,033112,Y,N,N,95.84,67,N,Y,49.0
2020-Q3,TP12879,MicroCredential,NSQF_7,552,215132.14,1813,94.28,51.03,116208.92,30,615660,N,Y,Y,98.14,87,N,N,85.26
2018-Q1,TP86095,Certificate,NSQF_4,929,37405.86,1110,96.86,93.03,61738.77,43,950964,Y,N,Y,93.59,104,N,N,69.26
2022-Q1,TP20669,MicroCredential,NSQF_5,561,182357.12,2036,72.48,25.43,44009.12,50,715035,Y,N,N,7.07,83,Y,Y,19.19
2022-Q2,TP72831,MicroCredential,NSQF_3,666,214535.34,398,70.94,59.91,7574.26,23,306950,N,N,Y,52.15,102,Y,Y,86.22
2017-Q1,TP29216,Diploma,NSQF_3,1786,141344.76,1579,72.43,5.03,105317.18,83,637574,Y,N,Y,82.66,27,N,Y,36.88
2016-Q2,TP63179,Diploma,NSQF_2,706,224499.56,665,73.16,18.28,100742.67,06,816492,N,Y,N,20.38,60,N,N,88.31
2020-Q2,TP13162,Diploma,NSQF_7,846,11352.37,903,65.2,89.13,108289.88,56,062424,N,N,N,8.12,22,Y,N,58.66
2019-Q2,TP92046,Apprenticeship,NSQF_4,597,138926.41,1258,89.73,91.31,119977.13,55,142544,N,Y,N,85.27,118,Y,N,20.37
2025-Q2,TP81874,SkillBadge,NSQF_6,175,223929.8,1744,73.03,47.67,138694.22,13,985634,Y,N,N,66.91,119,N,Y,11.91
2022-Q1,TP57530,LicensePrep,NSQF_3,26,36922.53,167,23.55,49.95,11514.01,30,556730,Y,N,N,99.47,93,Y,Y,79.97
2024-Q4,TP38595,Apprenticeship,NSQF_4,1131,163285.46,83,9.65,15.79,29988.73,88,624721,Y,N,Y,9.89,58,N,Y,68.59
2016-Q2,TP39006,Certificate,NSQF_6,1236,13367.29,1596,74.13,35.27,27709.29,34,030578,Y,N,N,29.44,45,N,Y,16.8
2020-Q2,TP34831,MicroCredential,NSQF_7,678,127003.84,1232,99.6,21.41,74815.94,72,355117,N,N,N,40.38,9,N,Y,90.71
2023-Q3,TP69770,Certificate,NSQF_7,933,8560.91,1375,67.6,77.51,134712.66,07,096080,N,N,Y,98.76,104,N,N,87.32
2017-Q4,TP12252,Apprenticeship,NSQF_3,646,145803.21,1348,64.16,26.28,31770.97,59,590838,Y,N,N,7.26,80,Y,Y,1.77
2022-Q2,TP86085,SkillBadge,NSQF_3,1277,24466.57,844,52.16,91.12,58248.71,91,467587,N,N,N,27.65,75,Y,Y,66.41
2024-Q1,TP46593,Apprenticeship,NSQF_6,1728,237393.63,1049,69.65,35.59,46974.63,70,801490,Y,Y,N,49.06,3,N,N,13.25
2017-Q1,TP45827,Apprenticeship,NSQF_7,1800,101113.1,2435,76.02,49.37,40795.9,98,354518,N,Y,N,35.12,44,N,Y,17.15
2021-Q4,TP41355,SkillBadge,NSQF_7,792,212317.19,567,46.02,64.42,56207.6,52,175640,Y,Y,Y,98.91,84,N,N,79.19
2022-Q2,TP59912,MicroCredential,NSQF_6,282,27482.02,1581,70.68,75.06,66301.64,77,209399,N,Y,N,82.59,32,N,Y,62.61
2021-Q1,TP81145,Apprenticeship,NSQF_6,526,223619.85,56,9.4,13.89,93525.37,71,351015,Y,N,N,7.71,55,N,N,30.92
2017-Q1,TP42095,Apprenticeship,NSQF_2,79,180504.27,205,64.06,62.33,139525.42,61,202207,Y,N,N,98.61,76,Y,N,96.23
2022-Q3,TP66284,Certificate,NSQF_7,1079,5592.96,692,78.91,69.73,67214.42,16,111684,N,N,N,41.21,115,N,Y,75.08
2021-Q1,TP49804,Certificate,NSQF_5,444,243217.05,263,93.59,18.56,79940.13,44,519597,Y,Y,Y,55.15,60,Y,N,82.56
2024-Q4,TP33890,Diploma,NSQF_7,989,18991.15,74,24.5,68.58,124409.28,36,453830,N,N,Y,77.96,93,Y,Y,12.32
2025-Q2,TP83817,SkillBadge,NSQF_7,801,2508.16,1318,73.3,33.28,101462.37,83,179086,Y,N,N,38.47,45,Y,Y,70.69
2022-Q2,TP68544,MicroCredential,NSQF_1,14,180331.28,674,94.8,74.54,113908.78,17,978744,N,Y,Y,13.57,88,N,Y,87.48
2019-Q4,TP72394,Apprenticeship,NSQF_4,1738,105664.44,2481,92.26,54.89,111883.64,77,753105,Y,N,N,19.74,94,N,N,97.42
2019-Q3,TP48631,Certificate,NSQF_7,1585,173997.79,672,77.15,86.91,13215.71,36,915655,Y,N,Y,22.59,59,Y,N,81.87
2020-Q3,TP28890,Apprenticeship,NSQF_3,1256,179271.89,1145,77.63,87.79,66330.16,75,186214,Y,N,Y,12.52,47,Y,Y,27.83
2018-Q4,TP45704,Diploma,NSQF_1,216,103484.38,1031,73.96,83.44,35019.05,05,197065,Y,N,N,65.1,32,N,N,59.29
2023-Q3,TP31277,Diploma,NSQF_4,494,173017.67,105,16.23,48.36,128761.66,49,758800,Y,N,Y,97.83,8,N,Y,20.66
2020-Q4,TP85657,Certificate,NSQF_4,802,146074.21,232,57.43,57.05,51345.18,22,850977,N,N,N,27.97,8,N,N,69.57
2019-Q3,TP43655,Apprenticeship,NSQF_4,195,121100.58,2252,79.8,27.62,104332.7,33,223196,N,N,Y,84.67,107,N,Y,40.09
2021-Q2,TP80597,Apprenticeship,NSQF_7,1789,137905.66,1468,86.71,21.81,51182.12,61,720145,Y,N,Y,11.57,40,Y,N,67.85
2017-Q4,TP55582,Diploma,NSQF_3,756,37557.94,1448,85.73,46.65,95512.87,36,264818,Y,N,N,78.02,67,N,N,59.87
2024-Q3,TP39081,Certificate,NSQF_2,466,186872.92,1352,67.23,37.31,126224.04,05,715365,N,Y,Y,70.86,97,N,Y,39.24
2022-Q1,TP31399,Diploma,NSQF_2,93,236739.19,920,55.12,64.44,115863.42,01,834058,N,Y,N,28.94,110,Y,N,28.9
2024-Q1,TP68789,MicroCredential,NSQF_7,29,234360.41,1848,71.82,91.96,61180.27,77,554955,Y,N,N,81.45,81,Y,N,64.27
2025-Q4,TP72175,LicensePrep,NSQF_7,1658,126939.59,599,94.93,67.66,44348.48,92,927481,Y,N,Y,94.29,91,N,N,18.22
2019-Q4,TP62262,SkillBadge,NSQF_6,1518,129322.59,1801,78.47,66.66,137727.67,67,926917,Y,Y,N,63.28,96,N,Y,49.31
2025-Q1,TP22896,Apprenticeship,NSQF_7,825,57100.73,1453,75.09,80.24,103570.31,42,873665,N,N,N,91.43,52,Y,N,91.99
2021-Q2,TP49450,MicroCredential,NSQF_1,607,236245.2,2408,90.94,22.4,128258.94,83,271967,N,Y,N,86.56,106,N,N,22.93
2024-Q3,TP33144,Certificate,NSQF_5,1778,247921.93,2142,86.16,38.23,61408.35,64,396409,N,N,N,45.11,114,Y,N,24.09
2017-Q3,TP96983,LicensePrep,NSQF_6,1629,55722.96,241,40.5,15.06,50885.36,03,147097,N,Y,N,15.42,110,Y,N,81.81
2024-Q2,TP39040,SkillBadge,NSQF_1,243,200076.51,639,45.51,94.07,15267.87,92,860857,Y,Y,N,50.58,83,Y,Y,11.08
2022-Q4,TP80816,Apprenticeship,NSQF_2,1059,82255.78,765,67.58,39.51,133287.96,55,197982,N,Y,N,29.45,117,Y,Y,69.9
2021-Q4,TP65826,MicroCredential,NSQF_1,680,69966.96,458,84.81,30.91,65428.4,45,466003,Y,Y,Y,38.94,10,N,Y,16.11
2023-Q1,TP85075,Diploma,NSQF_6,1418,154390.49,1697,84.34,82.7,72371.6,97,783670,Y,Y,N,68.69,69,N,Y,52.4
2018-Q1,TP59803,SkillBadge,NSQF_3,1189,174750.48,1182,63.31,49.38,36911.12,96,856927,N,N,Y,69.27,60,Y,N,62.67
2017-Q2,TP72533,MicroCredential,NSQF_1,301,142252.3,1150,64.32,9.78,36291.09,08,733999,Y,Y,N,21.0,45,N,N,36.18
2023-Q2,TP47473,Apprenticeship,NSQF_4,28,202908.68,732,69.98,35.23,100751.47,93,693356,N,Y,Y,26.43,11,Y,N,11.87
2025-Q2,TP60070,SkillBadge,NSQF_6,1075,38008.07,1134,66.24,36.94,129622.16,84,300709,N,Y,N,32.27,26,Y,Y,52.95
2022-Q3,TP65399,SkillBadge,NSQF_5,337,245833.64,686,86.07,33.31,63840.83,20,339002,N,Y,N,86.27,12,Y,Y,61.42
2025-Q3,TP22059,LicensePrep,NSQF_6,1447,96130.38,2053,74.93,59.18,58779.13,53,187951,N,N,N,6.43,29,Y,Y,3.03
2019-Q3,TP92560,SkillBadge,NSQF_6,1304,121368.86,641,83.57,62.46,54186.29,30,964563,Y,N,Y,43.41,91,N,Y,22.35
2021-Q3,TP25368,Certificate,NSQF_1,1246,247306.6,35,6.39,13.23,124085.98,62,608371,Y,Y,Y,64.56,105,Y,N,69.45
2016-Q4,TP76218,LicensePrep,NSQF_6,893,216807.11,857,57.29,67.95,139511.07,48,915035,N,N,Y,20.82,16,N,Y,3.99
2018-Q1,TP58950,Certificate,NSQF_7,671,195406.51,2110,74.93,85.1,121842.31,29,063301,Y,Y,N,37.49,2,Y,Y,40.91
2020-Q3,TP70302,MicroCredential,NSQF_7,668,89636.13,1340,64.92,6.08,21427.43,12,939211,Y,N,Y,61.0,9,N,Y,72.66
2024-Q2,TP22971,LicensePrep,NSQF_4,1090,131385.17,772,82.39,26.95,94237.27,30,924370,Y,Y,Y,61.92,11,N,Y,30.89
2016-Q3,TP91912,LicensePrep,NSQF_6,1671,247516.31,2022,79.17,7.8,77738.27,11,106926,N,Y,Y,87.67,60,N,Y,90.86
2021-Q4,TP71505,SkillBadge,NSQF_2,1407,238993.07,927,68.72,36.53,130786.32,58,007689,N,Y,Y,12.37,120,Y,Y,79.17
2025-Q3,TP32703,SkillBadge,NSQF_6,1267,50318.24,2402,79.27,27.93,70893.31,28,425267,Y,N,N,26.17,71,N,N,36.5
2021-Q4,TP85105,Diploma,NSQF_1,531,85981.54,500,38.7,18.65,65031.68,03,850716,N,Y,N,13.23,86,Y,Y,28.31
2016-Q1,TP97689,Apprenticeship,NSQF_1,860,162973.14,1122,72.95,78.44,9809.88,27,882360,N,N,N,80.25,65,N,Y,92.07
2021-Q2,TP69314,Apprenticeship,NSQF_3,270,178013.0,1309,99.85,4.87,75058.17,95,153977,Y,N,N,56.31,0,N,N,93.43
2019-Q4,TP36675,Certificate,NSQF_2,1215,217271.61,889,59.91,86.48,26090.33,18,700918,N,Y,Y,29.94,117,N,N,87.73
2021-Q3,TP99178,SkillBadge,NSQF_1,1469,11351.39,1766,80.09,31.16,99946.33,71,134394,N,Y,Y,76.87,42,N,N,30.91
2020-Q1,TP56070,SkillBadge,NSQF_4,118,32226.89,641,67.76,38.57,88563.09,18,273910,N,Y,N,81.4,68,Y,Y,2.76
2023-Q2,TP75717,MicroCredential,NSQF_7,374,162786.27,835,79.0,76.92,107010.15,23,205468,Y,N,N,36.75,69,Y,Y,93.7
2021-Q2,TP98790,LicensePrep,NSQF_6,90,232283.31,758,75.65,91.9,66551.9,53,855249,N,N,N,52.03,91,N,N,61.53
2022-Q3,TP86251,SkillBadge,NSQF_3,1579,13762.52,1626,88.32,57.27,125477.89,52,159953,Y,Y,N,91.92,76,Y,Y,99.09
2017-Q2,TP66740,MicroCredential,NSQF_3,420,235158.7,1685,87.22,87.36,75739.37,77,102246,N,Y,Y,81.52,0,N,N,82.77
2018-Q3,TP17680,Apprenticeship,NSQF_1,511,54601.24,2499,78.66,18.35,69618.77,93,509192,Y,N,Y,60.2,75,Y,N,10.36
2022-Q3,TP46834,LicensePrep,NSQF_6,1185,91807.28,1393,90.4,29.01,8161.08,43,984150,Y,Y,N,18.88,52,Y,N,28.37
2019-Q2,TP25821,Certificate,NSQF_4,697,195291.21,1356,79.72,58.54,25561.03,23,944644,Y,N,Y,69.81,37,Y,N,86.04
2016-Q3,TP80889,SkillBadge,NSQF_6,98,152285.73,1327,98.59,12.5,23868.95,70,943375,Y,Y,N,37.39,38,N,Y,58.04
2023-Q3,TP14131,SkillBadge,NSQF_1,714,32327.84,322,34.15,30.06,49621.02,86,400095,N,Y,Y,52.63,17,N,N,53.47
2025-Q2,TP16552,LicensePrep,NSQF_1,1614,108977.49,1240,71.93,75.54,125271.27,18,703267,Y,Y,N,85.52,91,Y,N,40.33
2021-Q1,TP14215,SkillBadge,NSQF_2,605,74731.17,1732,85.62,53.89,77908.61,56,227095,N,N,Y,53.27,41,N,N,94.11
2020-Q3,TP28824,SkillBadge,NSQF_1,574,171750.88,450,39.47,57.41,40919.04,63,008823,N,N,Y,15.27,103,Y,N,73.24
2025-Q1,TP51814,MicroCredential,NSQF_1,43,45851.26,1848,88.55,29.67,82261.18,58,793946,Y,N,Y,76.17,86,N,N,62.11
2018-Q2,TP33744,Apprenticeship,NSQF_4,353,146575.88,74,15.74,24.65,134039.41,83,108762,N,N,N,36.12,10,N,N,99.53
2023-Q2,TP32268,Diploma,NSQF_5,213,144937.18,2392,87.68,68.84,35506.64,28,084814,N,N,N,98.76,105,N,N,18.21
2024-Q2,TP87310,LicensePrep,NSQF_5,1024,107606.59,2122,82.63,94.28,10259.53,86,710979,Y,N,Y,58.94,106,Y,Y,72.59
2016-Q1,TP91300,Apprenticeship,NSQF_7,1383,52157.37,874,99.77,53.35,32195.59,44,633316,N,Y,N,57.51,62,N,N,8.56
2020-Q3,TP54449,Certificate,NSQF_5,897,191282.36,1354,92.87,91.93,124471.51,99,485411,N,Y,N,87.17,66,Y,N,41.37
2016-Q3,TP60080,Certificate,NSQF_4,1553,2340.95,1331,63.5,71.34,118047.42,70,353742,Y,Y,Y,69.71,68,Y,N,86.41
2022-Q1,TP81959,SkillBadge,NSQF_7,1494,32097.9,72,98.63,91.34,85903.37,57,134978,Y,Y,N,78.82,21,N,N,7.12
2020-Q3,TP78553,Diploma,NSQF_3,205,232372.28,2344,81.62,12.23,38428.36,34,917221,Y,N,Y,16.82,68,N,Y,59.11
2016-Q2,TP95131,Diploma,NSQF_7,672,136092.77,26,16.56,47.34,123462.62,36,934990,Y,Y,Y,77.26,32,Y,N,0.94
2017-Q3,TP56491,SkillBadge,NSQF_1,968,116358.38,1869,76.95,64.56,36585.78,06,155951,Y,Y,N,3.64,32,N,Y,34.01
2025-Q1,TP73768,Diploma,NSQF_2,348,192649.59,2211,87.53,57.36,109314.19,64,893512,Y,Y,N,3.79,26,Y,N,91.7
2018-Q1,TP89583,SkillBadge,NSQF_1,1261,21597.29,2479,88.98,34.2,96024.57,69,998637,Y,N,N,35.79,72,N,Y,19.06
2020-Q4,TP90646,LicensePrep,NSQF_7,701,198466.15,1135,91.75,28.81,11890.25,49,325347,Y,N,Y,80.55,58,Y,N,40.39
2024-Q4,TP60182,MicroCredential,NSQF_5,1362,177030.23,681,80.78,2.98,36242.15,15,818311,N,N,N,5.15,19,N,Y,3.56
2017-Q4,TP28241,LicensePrep,NSQF_2,1141,203487.89,1053,91.09,35.85,111018.99,73,080150,Y,N,Y,1.75,104,N,Y,82.32
2025-Q3,TP36603,SkillBadge,NSQF_7,458,169334.27,1534,86.37,37.55,117146.34,95,544720,N,Y,N,93.27,49,Y,N,91.86
2025-Q4,TP27159,SkillBadge,NSQF_1,1077,59998.93,455,67.71,82.46,84439.13,86,736010,N,N,N,12.79,55,Y,Y,57.37
2025-Q4,TP86912,Certificate,NSQF_1,980,230470.68,1150,59.77,4.86,7393.59,43,896503,Y,N,N,17.8,4,N,Y,56.48
2017-Q4,TP13068,MicroCredential,NSQF_7,169,50285.47,2310,76.21,66.24,19698.32,83,190462,Y,N,N,10.08,18,Y,N,5.38
2023-Q4,TP12973,Diploma,NSQF_5,237,139011.28,1979,83.36,28.02,123648.76,91,159278,Y,Y,Y,84.21,72,N,N,39.26
2024-Q2,TP60872,Apprenticeship,NSQF_3,44,87019.27,1406,70.48,16.64,139129.21,20,952531,N,Y,Y,19.43,8,N,Y,67.97
2025-Q3,TP62981,LicensePrep,NSQF_4,225,113462.89,596,91.69,48.53,132354.21,25,063562,N,N,Y,0.18,61,Y,N,77.07
2025-Q2,TP98106,SkillBadge,NSQF_7,945,15078.8,1759,79.88,5.02,105830.58,90,186407,N,N,N,70.22,83,Y,Y,55.87
2018-Q1,TP62326,Certificate,NSQF_1,471,184344.73,368,45.21,23.81,121103.5,62,695867,N,Y,Y,67.6,58,N,Y,95.87
2021-Q2,TP76250,LicensePrep,NSQF_5,903,131207.69,1758,72.11,42.61,14454.22,04,511261,Y,Y,N,37.85,97,Y,N,3.81
2025-Q2,TP66724,SkillBadge,NSQF_2,932,124552.76,2059,72.25,2.06,85816.58,17,414146,N,Y,N,68.98,22,N,N,79.73
2017-Q2,TP55132,Diploma,NSQF_5,1335,89516.76,1128,62.42,79.28,27811.58,17,573779,Y,Y,N,68.47,4,N,Y,34.15
2021-Q1,TP22628,SkillBadge,NSQF_4,303,186112.48,2255,80.25,32.64,61166.91,17,702825,N,Y,Y,83.36,13,N,N,0.86
2017-Q4,TP17046,MicroCredential,NSQF_6,563,129460.62,1768,87.09,38.98,98811.1,76,728595,Y,Y,N,88.12,98,Y,N,54.02
2021-Q4,TP62285,SkillBadge,NSQF_2,1010,171341.71,740,48.62,41.35,112874.75,53,490180,Y,Y,N,80.07,94,N,N,41.39
2021-Q2,TP29375,LicensePrep,NSQF_4,533,220500.7,849,98.38,10.55,93293.27,95,538669,Y,N,N,64.57,120,N,N,57.75
2017-Q3,TP34073,SkillBadge,NSQF_7,952,8471.95,290,42.27,29.79,112575.85,25,736769,Y,N,N,98.97,50,Y,Y,45.34
2017-Q4,TP70692,LicensePrep,NSQF_7,577,139527.32,1718,87.3,85.44,12748.72,15,633134,Y,Y,N,45.57,62,N,Y,79.18
2021-Q2,TP19590,LicensePrep,NSQF_2,1270,165613.79,721,76.95,71.01,129788.25,73,111278,N,N,N,80.7,93,N,N,34.28
2021-Q1,TP20136,Diploma,NSQF_5,82,188021.1,1350,91.71,7.17,70184.86,51,111545,Y,Y,Y,86.06,19,N,Y,50.12
2021-Q4,TP51817,Diploma,NSQF_2,1754,239186.12,2496,92.82,89.6,132732.08,07,717387,N,N,Y,81.42,52,Y,Y,24.31
2016-Q3,TP89449,Apprenticeship,NSQF_2,390,156803.13,2073,99.0,53.27,129165.92,37,013867,N,Y,N,87.06,69,Y,Y,15.59
2022-Q4,TP53640,Apprenticeship,NSQF_1,847,197463.57,2481,95.61,37.07,74330.03,61,276966,N,Y,N,39.1,53,N,N,2.6
2022-Q2,TP75824,Certificate,NSQF_7,1300,210422.12,1094,59.04,73.09,33091.7,09,689457,Y,N,Y,81.31,42,Y,N,87.61
2022-Q3,TP94837,Certificate,NSQF_1,1696,242694.51,1175,99.66,39.58,26931.49,59,225776,N,Y,Y,50.57,7,Y,Y,46.94
2021-Q4,TP42334,Apprenticeship,NSQF_1,344,30660.36,1942,80.68,53.7,123658.49,36,228908,N,N,N,86.84,69,N,N,5.91
2022-Q4,TP20486,LicensePrep,NSQF_1,1347,41559.44,1773,73.23,6.19,108638.49,99,144647,N,Y,N,14.73,23,Y,N,62.85
2022-Q4,TP14983,LicensePrep,NSQF_6,1087,241097.22,429,91.67,86.72,71590.63,15,183846,Y,Y,N,20.99,116,N,N,6.2
2019-Q2,TP61471,Diploma,NSQF_4,1105,112086.87,43,5.16,2.24,59971.04,90,912377,N,Y,N,24.36,27,Y,N,32.97
